""	PTPRZ1	NRCAM	SDC3	EPHB1	FLRT3	TSPAN12	NLGN1	GPC1	NLGN3	NOTCH1	NLGN2	EPHB3	PDGFRA	NRXN1	PTPRD	LRP1	THY1	NRXN2	NCL	APLP2	CD63	PTPRA	LINGO1	TNFRSF21	APLP1	NCAM2	LRP6	SLC16A1	RPSA	ROBO1	CAV1	PTPRF	RAMP1	NOTCH2	TYRO3	RXRA	LRP10	EPHA4	ITGAV	NCSTN	GPC2	DAG1	CHL1	LIFR	BMPR2	FGFR1	CD81	DDR1	CD99L2	TMEM67	EPHB2	CADM1	INSR	CNTN1	GP1BB	S1PR2	IGF1R	ADAM23	GRIN2B	SLC16A7	ADORA1	PLXNA3	CD47	SORT1	TRAF2	MYLK	ACKR3	ANTXR1	MCAM	ITGA3	ITGB1	LAMP1	MCFD2	RAMP2	AR	CALCRL	F3	AMFR	CANX	DIP2A	GPR37L1	KLRC2	TSPAN5	JMJD6	CD46	ABCA1	TSPAN17	ACTR2	STX4	TNFRSF12A	TFRC	RACK1	TNFRSF1A	CD44	TSPAN14	SMAP1	HLA.DPB1
NLGN2	0.903049395390889	0.853308114784058	0.871575795637917	0.871765778456958	0.571721865628276	0.807848702310007	0.883590641226411	0.831930963351437	0.919431550971027	0.883720329087248	1	0.878540178660315	0.884753831459424	0.8827174474297	0.412000080367844	0.900580878759694	0.856522057330294	0.914245783927815	0.854622603773627	0.850367831692363	0.8494118388849	0.853822996108361	0.901727847557779	0.853491315183892	0.830794674024839	0.838292908228777	0.896758013878663	0.631344266747932	0.864533559367324	0.746920293209327	0.735718924657584	0.565609256776419	0.845462363909378	0.756046880539153	0.852019307801473	0.261927775483337	0.664036082392145	0.58332505541719	0.786000758600765	0.699135352984239	0.77692593764113	0.891467480425986	0.833686201775605	0.832440695242156	0.882850143363637	0.821726942796734	0.910078630228629	0.840337248903488	0.862500074219197	0.719931646475383	0.857224886681606	0.847114527053193	0.519741611548759	0.912436570476555	0.641371987997736	0.813819081450935	0.562442519924201	0.869288628852968	0.805097447486899	0.667068323172819	0.803289641386798	0.780915175529841	0.870092407615297	0.85755795340504	0.767529757865222	0.185425335947295	0.751674270363402	0.877071554656496	0.838596445309157	0.701385391070213	0.87093959396051	0.835761203569459	0.851511199138477	0.860836012739637	0.83229892421543	0.76694985850618	0.601081309809076	0.855993801692151	0.848583911956292	0.790124584313089	0.795859613343914	0.845873740943909	0.79800739673823	0.721075305771364	0.717365350884942	0.0789554082421714	0.812876700261977	0.891723663525107	0.858298162987736	0.734223117372958	0.7830404552067	0.697582101614382	0.819927846201564	0.296349808710559	0.760101090238022	0.895802734944114	0.649984840611097
EPHB3	0.871211424121902	0.825959655630355	0.838240127954567	0.822726345416403	0.58434544752556	0.814355619677735	0.858006623951782	0.809856417762777	0.882635025459028	0.895707835555248	0.878540178660315	1	0.892413660675053	0.878921136809632	0.421827901013345	0.85651595920446	0.8549199491675	0.894150543914693	0.8795640585568	0.872890327153321	0.843042959136419	0.843977157164961	0.902225433502262	0.800947279391311	0.795157441164391	0.83033493334571	0.876659985162349	0.670968058387557	0.85997693255623	0.735121734168278	0.736118270337717	0.55650020984675	0.811768711018944	0.732024828642989	0.804869681655966	0.277150992975842	0.627057646521309	0.56859611168696	0.748605065824882	0.707664775642139	0.763892384385238	0.868520379648447	0.807451345102193	0.826726955469528	0.861113499685622	0.83397826363604	0.887564389834284	0.797837589954231	0.853371278743456	0.703549729352579	0.878712612599678	0.856738285996143	0.534827950392712	0.893303802908406	0.639978745527531	0.82868551025807	0.522789277897284	0.80553143546274	0.797621510937515	0.664441208587609	0.787142844899483	0.769132604971798	0.879662593247024	0.871194552466553	0.81672352336086	0.181932719019455	0.806716248754279	0.858876806890235	0.865802053632933	0.662903010568617	0.88009747934588	0.849453358804491	0.840565221232655	0.82996160135844	0.815248021507318	0.766680104143018	0.576471177945578	0.833911580598873	0.849681124208868	0.786530203848324	0.723163354576791	0.832742992623878	0.824931933990182	0.780045210765898	0.738378357400388	0.0999041394673204	0.801458188281774	0.896553466036666	0.80600676824011	0.692719478317053	0.797948056264536	0.701333779426761	0.815834715059454	0.274616893520773	0.769712866839448	0.896518049114954	0.657425385475354
PDGFRA	0.91024583638441	0.859073132573468	0.859334024396095	0.813618530833853	0.533218511146272	0.897696906671413	0.8626754053298	0.844225317598596	0.937420546374797	0.929615622327264	0.884753831459424	0.892413660675053	1	0.916754183102561	0.30978845839578	0.850667961786638	0.943646369870297	0.908628050631771	0.913183330911632	0.910850546123899	0.912248341692775	0.854238788107286	0.913698882606208	0.859217696525047	0.806483011592041	0.847635293203494	0.87898723643511	0.547598814486115	0.842604938268391	0.696913313239342	0.646146685965879	0.448758371907469	0.867536447613148	0.682335965695197	0.871792029885617	0.122989079585071	0.630739051740082	0.505903475310311	0.720528972457362	0.668074129525927	0.86050128100203	0.887726942119671	0.838667446088017	0.862608981180471	0.885442301192407	0.82758333393094	0.915435416481423	0.82502546726339	0.888630427079656	0.679288693445626	0.844569058108525	0.851198517874408	0.423425711153821	0.871969477014564	0.562961492648959	0.85588046975752	0.432654992430413	0.864947362023299	0.84732439314373	0.650445701038678	0.85113782312355	0.735846409493153	0.941037035553014	0.872302137695666	0.803820560828842	0.0648580703619528	0.823579600141535	0.845944106238153	0.904087491622219	0.661695997904763	0.891216515602503	0.910757534878701	0.853356660911165	0.854307345455506	0.817238198772444	0.703787498435148	0.607871709639312	0.832434768744375	0.850938055275459	0.744227248619145	0.843902316680643	0.906004519748641	0.796304163506092	0.787073878931722	0.713225301934389	-0.0365143713756823	0.851965873743756	0.924364956062912	0.808758785517739	0.759174182657045	0.743980449788801	0.624733797335152	0.83477462666807	0.259089251452369	0.773127095095981	0.907008364960292	0.642729780036728
NRXN1	0.95538966324084	0.889246777650422	0.899475032309797	0.845704100262575	0.609093386244732	0.864019865416526	0.922383191669898	0.88433182371532	0.934425567715989	0.904362054732972	0.8827174474297	0.878921136809632	0.916754183102561	1	0.423733929902412	0.889859380892909	0.893439508339105	0.933710367867888	0.899209013703214	0.917706870893254	0.885708327407476	0.887315872610965	0.931767007531595	0.842147508351911	0.847097038031623	0.885842023925649	0.900740331294409	0.595779756528751	0.810859221129226	0.777107621971147	0.710546440029464	0.527232648052189	0.880727637231639	0.703855359025955	0.893645945858958	0.195818436178852	0.671584302279333	0.604943821100126	0.783640867452848	0.735565454992947	0.860709800691821	0.915414715370528	0.861987816057059	0.831689185174499	0.904687574019377	0.834598505646912	0.920840420044194	0.871531439272245	0.893739605224572	0.731428960362879	0.887826812179814	0.840263341223359	0.497725408666538	0.921061721085228	0.635893949443349	0.835765594528317	0.505154292807298	0.874396584845757	0.877427700815261	0.714552715194882	0.85636183306871	0.754715330989202	0.904871208197916	0.887487610616591	0.820501299072184	0.0917788610198475	0.842722718368449	0.865963510497885	0.86158555224512	0.746391803391873	0.915256993724764	0.899487646448479	0.822143559475404	0.886575641041237	0.828671525846529	0.790119309392199	0.632076610547493	0.853125547907037	0.833858057522047	0.817841203028877	0.802657707541637	0.876810747276923	0.87899154068176	0.727105542696195	0.728069545340966	0.0184583615439596	0.83908398345674	0.893906893818931	0.800566794036953	0.800211042603728	0.729213222921077	0.610707349795928	0.840070284480406	0.249837910135156	0.804165739558346	0.90674860999219	0.652574241268161
PTPRD	0.385116179238054	0.469848022698068	0.537837482535094	0.434770912967821	0.736312605910244	0.160787534050863	0.396939651708888	0.509746978495582	0.336476101260666	0.30695719112521	0.412000080367844	0.421827901013345	0.30978845839578	0.423733929902412	1	0.540639081068107	0.203236358168147	0.436743186108344	0.335233520635238	0.522386083646787	0.422991389125397	0.472411977336064	0.487784843287961	0.341036182590422	0.415616341376444	0.447085726093975	0.386488980055866	0.715689724967219	0.418044166904703	0.565638343247093	0.686185449511882	0.732153000381735	0.310635697040457	0.562162248155709	0.239764423188362	0.740309048023357	0.448076379732227	0.548594407447965	0.572923377944527	0.54321131882339	0.199581656027464	0.459230131930268	0.440939138828495	0.437209621742156	0.498266901990071	0.549942196245466	0.463253515125992	0.452632928477756	0.43393303162281	0.509224520897783	0.476591403830682	0.428453088878392	0.478176147772171	0.452658869832801	0.550722065510325	0.339482116724344	0.601479488021698	0.248267768946069	0.382282830457217	0.535752693244092	0.233433225304522	0.546976092418962	0.359079319762304	0.381909534825767	0.401329076904031	0.475590903610425	0.336847386308942	0.486467994680488	0.173129502947494	0.480886863885442	0.481978875653047	0.376480517153024	0.46913639446669	0.416237780805129	0.443001854494576	0.530533892513608	0.424044253075128	0.470761581695872	0.559714080169333	0.50106458194121	0.169455125509593	0.249472975570183	0.477801499040049	0.36034042138048	0.533630418665486	0.423417549485369	0.272931980581928	0.400484310229862	0.402850482356464	0.323740851131687	0.460371194891237	0.508313175908851	0.536112199368146	0.323268191697048	0.4864191731847	0.409857761491725	0.30340679607407
LRP1	0.917806877865015	0.933648280471018	0.928678197719445	0.894715008853551	0.710537180398726	0.736551471487463	0.921052517711615	0.902341019458259	0.898539781807141	0.858263186898448	0.900580878759694	0.85651595920446	0.850667961786638	0.889859380892909	0.540639081068107	1	0.774288614915066	0.940329414161629	0.818400817519983	0.907493341982836	0.873492274340066	0.928918275797275	0.92983070734334	0.83139358324505	0.8316205210213	0.898394392847432	0.892846723110275	0.727818735743682	0.83716885106278	0.867059725643001	0.822761004036744	0.727462007317328	0.877713878174475	0.848390103975403	0.847266139260345	0.440056256705813	0.792081922842486	0.721098311117213	0.899785112061445	0.805763203143997	0.718112609834035	0.927129213198458	0.898985369126674	0.850162148911574	0.93740454466642	0.876001577059776	0.938819917733985	0.912813318257656	0.88674403649422	0.812339492147938	0.856695317359888	0.855950734244343	0.673278833942758	0.915133872131849	0.767560409546847	0.766671849929572	0.720964135836099	0.854649928160204	0.85513737781334	0.78868228935438	0.794599335951115	0.858596971269253	0.872545734742488	0.873291540792768	0.760909306480467	0.314865161980571	0.759461552101258	0.910674579659069	0.754196033101568	0.809085332961067	0.917783129797193	0.864354894131407	0.878383482427275	0.883588671345098	0.863811375758451	0.833672614294633	0.707180682354926	0.904677323880564	0.901912630142068	0.876857663201587	0.756977367721086	0.785005526804149	0.866339789020126	0.743514873834488	0.804244845538042	0.288351737886751	0.762552276966798	0.870987932602138	0.867966134677825	0.76203412951306	0.798408064637226	0.763510441121359	0.870821645659682	0.434652729589625	0.833195348569711	0.905593275792209	0.680901218735029
THY1	0.897850372468299	0.775207209070646	0.788083676669251	0.779658050500365	0.424785769887121	0.943626649541823	0.826157664097711	0.791611937950681	0.932245131765615	0.894070526581068	0.856522057330294	0.8549199491675	0.943646369870297	0.893439508339105	0.203236358168147	0.774288614915066	1	0.872550316541389	0.930623253538492	0.834174679537801	0.874622143044244	0.786676557105872	0.860658422307393	0.844923052181273	0.799648682660313	0.793370790479885	0.831842537702991	0.427377413239243	0.833284163937744	0.57703901646179	0.591622172872234	0.292452619104683	0.856425551544994	0.557733582988431	0.883465245556365	-0.0507735863402708	0.51730627564975	0.380234665725988	0.610033519640506	0.570056387469895	0.896132181684813	0.835335843380825	0.766298767030692	0.774939361802536	0.808907116465355	0.734964589185857	0.860722202105457	0.775715453815911	0.843512132997706	0.564639086898619	0.818371235492346	0.78599320492393	0.290459647874468	0.855746967969004	0.452203901035159	0.850174286667318	0.276159144881421	0.852802589202984	0.791138085997925	0.532956930566889	0.880721357706524	0.623688920668742	0.904690888879067	0.812571391849241	0.794957487900506	-0.071016699990435	0.786130435257222	0.796484745505835	0.929016918668341	0.576309467626334	0.837301169013325	0.883576865609584	0.768667843907413	0.862977772945222	0.733040945638186	0.661305507725132	0.524219573027598	0.751543113988324	0.752643123693989	0.654462636111392	0.859977852529347	0.938068202243448	0.74710979471172	0.71924771130668	0.579493125870104	-0.229216255375159	0.89058396375983	0.881206238343376	0.775295268023013	0.768234581728736	0.664128344296241	0.540513894276216	0.767856679236783	0.134695513161416	0.689387605451587	0.875326224677957	0.633647158027289
NRXN2	0.955614294679612	0.920796622974599	0.91915280975687	0.897334295704945	0.624193822070413	0.841705391679951	0.933426281923092	0.890928855045518	0.948347667400184	0.907055432029715	0.914245783927815	0.894150543914693	0.908628050631771	0.933710367867888	0.436743186108344	0.940329414161629	0.872550316541389	1	0.878566180853133	0.917921951807958	0.8943919159808	0.92037018911616	0.943976875632715	0.863612058620922	0.861511227337253	0.911293683197019	0.91576530466412	0.63725249242084	0.841219613491061	0.816561386731893	0.75083699513792	0.599081631790102	0.909929860076283	0.784861050552758	0.898082056557701	0.275502954878225	0.724154486882141	0.640533280120401	0.845796853661367	0.778084354724663	0.810152902463995	0.94189848147891	0.899699683211703	0.852336801377691	0.920645505824839	0.84544387969168	0.952901251110233	0.903024283347625	0.901123276965812	0.772227065920889	0.883462303651799	0.868050400275559	0.579356844704807	0.936804948893021	0.688047018741316	0.806512199186582	0.590057809101424	0.89170400990205	0.867239604570803	0.727298387610502	0.85124394396857	0.801402177162269	0.913842950337339	0.905982847541192	0.80818067508337	0.17696125015778	0.80931380925668	0.898348467826757	0.845457490130028	0.771258900888384	0.923531840108731	0.905844906507796	0.856284204067287	0.907983430762267	0.849759253854026	0.828011166779964	0.667612818050096	0.887563497479351	0.869034316530765	0.85248493973847	0.821358019708462	0.86215460630903	0.866398743281828	0.746785055798223	0.755444093756262	0.114083561424769	0.830039406843293	0.894446832804532	0.863560518363495	0.785363362171976	0.765437874866768	0.682705318323029	0.867422481700234	0.312167988810578	0.826015780108972	0.926222250294775	0.673449997608754
NCL	0.867966226643551	0.791688231146944	0.794112076796061	0.803348618759109	0.547440907818851	0.881264547920987	0.831748901769568	0.808692032448654	0.887970828864873	0.913137575815507	0.854622603773627	0.8795640585568	0.913183330911632	0.899209013703214	0.335233520635238	0.818400817519983	0.930623253538492	0.878566180853133	1	0.880980029900052	0.870413390281017	0.822113615210076	0.8802606463803	0.801231076776426	0.809936225069213	0.787738972438489	0.874579976127755	0.62840098717308	0.911542225095281	0.665427656786858	0.707725881478148	0.452599588737753	0.813177885286496	0.650797942139159	0.82531708605212	0.161786581859889	0.585825455354702	0.492510170510559	0.67838915860879	0.68007753254287	0.861715735730753	0.860447472909697	0.761787306783681	0.804850874953778	0.844320048613525	0.810452723816943	0.873601624274468	0.776812182363642	0.85868733869632	0.660910093069131	0.895228093314616	0.85632331058557	0.467802017861756	0.873721856271699	0.596354740711132	0.830365973688817	0.444045471191162	0.809138878942167	0.810089460892954	0.629195546149685	0.804223382521644	0.747418359133746	0.905751660241998	0.854904107044921	0.859286796597238	0.116017401487119	0.796956434692894	0.84584535598786	0.894324303974438	0.626117682089818	0.89897590395143	0.890407200309058	0.849259424872005	0.865158125372114	0.784039476482612	0.747563038672461	0.557426350513976	0.803768162834678	0.844933730516408	0.761649225798725	0.732859407595529	0.876122260062339	0.825887471390138	0.825127451816828	0.683466576864273	-0.0206148012170544	0.844808641869866	0.920746707442135	0.806132143196337	0.751019588844013	0.782402131139055	0.696801551644246	0.788617182434565	0.244463926641314	0.777491164556754	0.929790380821844	0.72165727190711
APLP2	0.910087992596669	0.933201243608885	0.929733234486081	0.84529310880449	0.687632463841243	0.809634633004144	0.893121432588645	0.931855426724712	0.892638405106926	0.88558149575335	0.850367831692363	0.872890327153321	0.910850546123899	0.917706870893254	0.522386083646787	0.907493341982836	0.834174679537801	0.917921951807958	0.880980029900052	1	0.946576009485126	0.924965134572986	0.933138627144014	0.843183884137044	0.826563517210636	0.886456964549267	0.87714714182219	0.700827733262449	0.831577098894679	0.852275105725614	0.797143267354134	0.660571273434832	0.895425965191923	0.789788145485372	0.837604596319955	0.352156203266088	0.761946226947675	0.702974784713232	0.866076295188925	0.800803009215631	0.751017187039089	0.938722588304859	0.905600100702646	0.89409885923277	0.935528487776985	0.891466660729652	0.948510605850359	0.89823244867083	0.91381585955741	0.783695905836036	0.872551471895758	0.88319278232622	0.583635952195145	0.882531676992232	0.701557334109135	0.808355826751185	0.635243637664873	0.837904214747262	0.898540584639327	0.792493174806207	0.807620602247075	0.82029422392101	0.943021319709742	0.901545580155806	0.823405199276973	0.261998648943272	0.842548153135883	0.883566394947884	0.80761737806319	0.801781535869966	0.958980185623394	0.941975322687003	0.888875945813755	0.876660053176883	0.857833030222098	0.788024048573317	0.735735541027596	0.900177617765849	0.916616031481853	0.853003100719806	0.751474647297621	0.807150741803416	0.894275624708937	0.802612288844129	0.807483345955377	0.20614020440455	0.79547392482238	0.924450145031675	0.831351854646067	0.802789115530088	0.781812992538883	0.702965932563549	0.906209005996446	0.450098946000942	0.854152887927693	0.918566432494547	0.702957940012936
CD63	0.900168471855184	0.897766863703054	0.906139840993269	0.82386908633937	0.658923534217465	0.841345086875503	0.856632344676751	0.940782563106279	0.918646476478623	0.84604685135597	0.8494118388849	0.843042959136419	0.912248341692775	0.885708327407476	0.422991389125397	0.873492274340066	0.874622143044244	0.8943919159808	0.870413390281017	0.946576009485126	1	0.912964090653078	0.906747522087712	0.886096870861205	0.81390625163008	0.85690801395072	0.828151059193087	0.608114136568583	0.844624507838249	0.771122456454148	0.789631528652875	0.565486715089539	0.916834622474018	0.728177988659972	0.858509685482529	0.24234750333329	0.734325517136917	0.614346942349452	0.811171635716389	0.744125626746328	0.773827763898239	0.926343988532581	0.906060399750674	0.890044494533944	0.902086786620271	0.856809916346497	0.93948852042781	0.890673086473227	0.909636588529084	0.716747009055963	0.818129676902345	0.829901038270695	0.488891402266539	0.846569382462208	0.632291988889981	0.825461705585491	0.545462682582328	0.843086997046999	0.884680191235064	0.754739922553482	0.849420802156128	0.779130313289361	0.953158704324652	0.851327723619384	0.795882925609875	0.232112587082476	0.781265957121229	0.868842073888017	0.824027622944425	0.771353139931759	0.945424770166782	0.955036635893598	0.879010106818372	0.904998190888588	0.820859817101015	0.727701725709169	0.735067671652513	0.856996282026204	0.885230155520234	0.773951537131651	0.814903431320978	0.847712338774998	0.857967701979945	0.79196348704465	0.730597211428078	0.104494991890327	0.840264090951505	0.918970208922037	0.855837670912751	0.881353805904074	0.75544548495683	0.696210284696886	0.927929455032019	0.470685009856819	0.805954033189115	0.911035967222893	0.671567474983641
PTPRA	0.90849338120676	0.94119142125048	0.90854277624271	0.867530413357248	0.691524147957722	0.771834708680815	0.913805258354351	0.918260506377162	0.886145043052734	0.834005933811178	0.853822996108361	0.843977157164961	0.854238788107286	0.887315872610965	0.472411977336064	0.928918275797275	0.786676557105872	0.92037018911616	0.822113615210076	0.924965134572986	0.912964090653078	1	0.918162433791068	0.834677880146538	0.819567817360191	0.897094093022504	0.867604212613235	0.675793300271295	0.811540845308478	0.863034020103585	0.805850838276469	0.680298133941625	0.911667649162111	0.816604349104001	0.863107710558342	0.370478180539369	0.813719079923533	0.728251747589823	0.89051534614836	0.819611985747626	0.72514994309894	0.927017663591647	0.913500506675796	0.857295902036915	0.922353379638146	0.858071044065645	0.930498549131764	0.924430270944734	0.891474103954012	0.81121174853437	0.839756949603552	0.85074494403802	0.65836041655441	0.877281206508265	0.732958735402677	0.762103690943805	0.675048980157684	0.857567896038475	0.883239902971991	0.788382521698967	0.811005402502894	0.811089468835302	0.904201322299932	0.882584393837749	0.778499984728614	0.296162712187387	0.787127958475227	0.888988698268272	0.766496788922536	0.807247977119232	0.934245374017678	0.902722788009096	0.87206782094869	0.898536738021319	0.850021486309863	0.825523299535244	0.739395491538138	0.891325495862694	0.883806479372666	0.867353678231152	0.760552603272856	0.785850040721789	0.879465914634086	0.753899767487942	0.796211046277176	0.270492115293865	0.790937540684366	0.880224879188534	0.847244343769463	0.80927476859297	0.753243109257883	0.728392592915697	0.891147269722461	0.468745758826744	0.840693292453674	0.905156971355565	0.673044576051143
LINGO1	0.939299332751871	0.91318209917151	0.929192709406713	0.886684330958329	0.663870514444344	0.818991220731404	0.913440415469039	0.901486024959802	0.93409150425621	0.906752894540339	0.901727847557779	0.902225433502262	0.913698882606208	0.931767007531595	0.487784843287961	0.92983070734334	0.860658422307393	0.943976875632715	0.8802606463803	0.933138627144014	0.906747522087712	0.918162433791068	1	0.849745923212484	0.829307990736727	0.879557072694595	0.900225258838531	0.672109002339174	0.853950359225418	0.818421906371987	0.782770535015393	0.625335379206975	0.889605802804786	0.786071771156123	0.880599492115367	0.318165460220313	0.718792706501346	0.649208175907587	0.833710573055489	0.759785101227051	0.790550290797119	0.938160363127691	0.889256830387619	0.882173441615037	0.920109599332009	0.858197508877449	0.951903661339488	0.892609431290768	0.913034996740879	0.772696409335419	0.88083095010466	0.861225237409559	0.570441067186046	0.92236908420882	0.69100804031709	0.82583579658738	0.59969782362314	0.855027443437314	0.866821009321563	0.739451789342696	0.837863818435419	0.820506862204217	0.908876857807502	0.893929537604143	0.811772149557385	0.204112632911955	0.812232525939848	0.906355343527866	0.835274869457215	0.777792054251422	0.928907352044398	0.895327960124399	0.870749660715702	0.902829947668489	0.857855261794045	0.819860736408336	0.66952024084656	0.889770133743109	0.885510272542967	0.830899139326096	0.785163694388822	0.846288418809989	0.869241765512635	0.77036045028839	0.779408620014051	0.123006944048842	0.821287266111835	0.916997938508475	0.836918506027566	0.79078144587579	0.785936271720849	0.703444752419135	0.875415289028141	0.324792668165884	0.839849184280701	0.917281957678209	0.675891781592473
TNFRSF21	0.874101206727321	0.846576880234844	0.850792935054997	0.838605739550085	0.544378299867162	0.808751722063887	0.83521636653754	0.845722836161784	0.900212652938554	0.801024383761523	0.853491315183892	0.800947279391311	0.859217696525047	0.842147508351911	0.341036182590422	0.83139358324505	0.844923052181273	0.863612058620922	0.801231076776426	0.843183884137044	0.886096870861205	0.834677880146538	0.849745923212484	1	0.887347078754384	0.833697874262891	0.826046025313182	0.499848462571144	0.780874167170133	0.685228590044584	0.675045320926951	0.462639888800149	0.880996394845097	0.657321007675745	0.83998120120121	0.139743659758359	0.663482756109215	0.535394118486147	0.737743193216077	0.674588452014604	0.727408875335143	0.860328679857955	0.852219024705087	0.811544323980919	0.833241252490017	0.765903369831656	0.883671576902501	0.842890630871884	0.852888738040453	0.630936236801004	0.751722713045956	0.809517511789264	0.416463370553225	0.820604985757966	0.572217629763429	0.774024823246675	0.458071797773271	0.851113489163613	0.802235665725592	0.641954623062385	0.814860457711012	0.694951045855515	0.879724823841647	0.798260066853707	0.71488535477276	0.122551447295011	0.716188344578491	0.805512439446516	0.810122094053872	0.670714053949488	0.849481537832493	0.882899287804407	0.790231079323997	0.844726575643685	0.799413365337634	0.67458720586171	0.651836002285049	0.798022614529168	0.791649021671843	0.704820124191387	0.844183382453936	0.838195038040405	0.786731124573508	0.668824341147577	0.649939878661076	0.00362861941140528	0.821386713233414	0.859751336039043	0.869193434289902	0.773505306575503	0.674597693990724	0.592580659381638	0.822413308428929	0.324358917904863	0.700329743670972	0.845369652166116	0.591812254205898
APLP1	0.836816835251788	0.810106551339391	0.797996589247798	0.828608885702051	0.552173282992703	0.75438194975879	0.824614020917192	0.798003464758894	0.855450656111106	0.798104014932252	0.830794674024839	0.795157441164391	0.806483011592041	0.847097038031623	0.415616341376444	0.8316205210213	0.799648682660313	0.861511227337253	0.809936225069213	0.826563517210636	0.81390625163008	0.819567817360191	0.829307990736727	0.887347078754384	1	0.822264022807185	0.822166957999845	0.595122525595388	0.783797543829749	0.687119486204611	0.67121268886021	0.534150343599924	0.819313113930891	0.649384130166606	0.794360055150707	0.235723427288924	0.664346969765918	0.526349073098305	0.728616451342917	0.693852585152576	0.742595101168614	0.841414271678148	0.777208307650633	0.738287258626779	0.826052340924853	0.754441137003523	0.838963359918256	0.798203199022296	0.818882803907918	0.651838863835712	0.804830577560423	0.83563526535974	0.518253319780775	0.818940017962402	0.64162459211705	0.726548643759414	0.514930995631627	0.782339330885564	0.756653860495245	0.657837357712326	0.765082658343083	0.735584181617891	0.8256143597961	0.783061241780141	0.773941701003252	0.164299170123572	0.712609847776034	0.780594782129548	0.758056162779213	0.648551408602386	0.837110869892103	0.837057843348401	0.778128778412188	0.82965073583383	0.790901459516831	0.698209106719258	0.556683855423523	0.798882323502187	0.797467523536851	0.735535448685477	0.766187301274908	0.792687437988947	0.808955276857205	0.679248416741894	0.682508978141934	0.071099759389229	0.743586624334153	0.82867666646679	0.86099900305046	0.708533583187418	0.690126553313416	0.625660921804793	0.758239865387729	0.249891648842884	0.704590296269749	0.853599679152044	0.607147022290491
NCAM2	0.920006901585595	0.91753400496727	0.878252833950724	0.855583788881791	0.642935931277837	0.7960732130482	0.925976774845036	0.86651885064338	0.884816180890088	0.816956898030586	0.838292908228777	0.83033493334571	0.847635293203494	0.885842023925649	0.447085726093975	0.898394392847432	0.793370790479885	0.911293683197019	0.787738972438489	0.886456964549267	0.85690801395072	0.897094093022504	0.879557072694595	0.833697874262891	0.822264022807185	1	0.872907023252455	0.600097725823042	0.736290120099864	0.83372308247201	0.736759375222907	0.611054803653686	0.899731923605693	0.777846502164783	0.861946747412689	0.310226995897182	0.756110688199493	0.691133560958759	0.855330178351366	0.778707794247003	0.729536304319971	0.896729482381948	0.899890630609743	0.811238940674109	0.894032002557997	0.825818043207466	0.899749248871492	0.902365669044255	0.853118491737769	0.756528592369697	0.802682908350586	0.824155341159755	0.582261173617791	0.889530495642238	0.692934813056473	0.762141028444745	0.594151064306697	0.873312385235106	0.839151119067565	0.744286087575	0.820629568010842	0.743789364792976	0.884254741539347	0.861464333821567	0.74670338958313	0.211636908749575	0.798597782550895	0.834997342002697	0.757011432663356	0.77896534001	0.878093699558761	0.87972879541017	0.798238006395546	0.853864135641975	0.823983252949625	0.780704612049406	0.699268687048178	0.84591911229342	0.822453809274989	0.832866458901048	0.806753848393851	0.798447345998469	0.846644884407863	0.677358558051031	0.755436810565685	0.189277182364654	0.767253724295644	0.814997815873748	0.806097030305799	0.739482988961856	0.68620597908725	0.625764199535909	0.844399574718835	0.370149566623387	0.774718462079122	0.858077116892967	0.617044390694517
LRP6	0.91248056547016	0.882259215771369	0.869387287915801	0.895032265677151	0.595623930681039	0.812860542289437	0.906674298697958	0.820569819498027	0.895161239387195	0.910732126597661	0.896758013878663	0.876659985162349	0.87898723643511	0.900740331294409	0.386488980055866	0.892846723110275	0.831842537702991	0.91576530466412	0.874579976127755	0.87714714182219	0.828151059193087	0.867604212613235	0.900225258838531	0.826046025313182	0.822166957999845	0.872907023252455	1	0.639557425026122	0.822088320699887	0.79129625120275	0.726692458986096	0.572798992170646	0.846121218776113	0.786003830201041	0.845013599200154	0.266668023023372	0.677485805455033	0.6441917530407	0.814288735907011	0.733039466306907	0.75788527677795	0.887887660073883	0.849797960660121	0.841265351144669	0.902480549208483	0.821721772217519	0.919158999995184	0.856865937158513	0.870360720434116	0.757239911896706	0.868946528351765	0.879606839979522	0.570278491242138	0.923937835292215	0.648055517260407	0.802309730235197	0.585093996675598	0.881052444991703	0.831190882152509	0.704827484413964	0.794507420831114	0.798345414437436	0.886199754515557	0.908306464921699	0.76547531847731	0.170624485910312	0.791208987167874	0.87682212378967	0.845866377930839	0.742154748794285	0.887321347691801	0.864550647374161	0.847821204907907	0.835762207582837	0.862944414194723	0.817517668903721	0.631501702324475	0.871967808023729	0.83614637363749	0.841541422636132	0.732201370444269	0.831488314141866	0.834567086451582	0.743132096553266	0.776974460852917	0.133507692406253	0.789673907694224	0.874909862699536	0.831947586997508	0.704227761753993	0.794549449949954	0.666104115238912	0.808782392357365	0.305099623476481	0.804578823574372	0.894830218221806	0.653687818379297
