""	PTPRZ1	NRCAM	CNTN1	CD81	GPC1	CD63	TNFRSF12A	SDC3	PTPRD	NLGN3	TNFRSF21	NRXN1	RPSA	MAG	LRP6	NGFR	NRXN2	DDR1	NLGN1	ROBO1	DAG1	NCAM2	NECTIN1	RAMP1	APLP1	SDC4	PLXNB2	FGFR2	NOTCH1	FGFR1	CAV1	FZD3	VLDLR	NOTCH2	CD151	DDR2	NT5E	LINGO1	APLP2	LRP1	PTPRA	F3	MYLK	NOTCH3	FZD6	NLGN2	LRP10	GFRA1	ITGA5	INSR	ITGA3	NCSTN	ITGB1	SLC16A1	THY1	ERBB4	FGFRL1	RACK1	GRM5	ITGA7	CD99L2	NCL	PILRB	GALR1	CD44	LIFR	ITGAV	PDGFRA	EPHB1	NPTXR	MET	CDH2	CHL1	EPHB2	GP1BB	SORT1	TFRC	AMFR	ATP1A3	PLXNA3	PLXNA1	CALCRL	PTPRF	RTN4RL2	TREM1	MCFD2	CNR1	DCBLD2	CANX	PTPRK	ITGB8	CHRM3	CD47	PLAUR	CADM1	RAMP2	NEO1	NRP2	CDH11	BMPR2	NECTIN2	LRP8	KLRC2	DIP2A	ACTR2	NRP1	PLXND1	LY96	TSPAN5	ABCA1	SCARB1	STX4	LAMP1	CD46	JMJD6	F2R	IGF2R	SMAP1	ENG	SORL1	ERAP1	HLA.DPA1	CXCR4	RXRA	LPP	RYK	TNFRSF1A	C1QBP	TNFRSF14	STAB1	TSPAN14	CD74	GPNMB	CD68
RAMP1	0.729745279205637	0.812202209515983	0.8184799703065	0.640823002387471	0.593389897262792	0.580414973914284	0.39159514747586	0.806960082587991	0.722159943596252	0.79221107521174	0.873890620757581	0.719195366000786	0.606346292959367	0.409879473227009	0.823951231349243	0.405853435806609	0.740976931084036	0.825148362004129	0.754648124088477	0.728326402411708	0.812549143600931	0.737362360830809	0.824797786752027	1	0.819996862477155	0.283266272481376	0.670951905684803	0.289344489203936	0.840455461790089	0.471870640807766	0.30339664791163	0.735370609951292	0.560289955889971	0.528769743924882	0.48838423515541	0.310890916157604	0.27344023425966	0.759462966583366	0.601176131115948	0.433766761987788	0.734213337713057	0.088794374225185	0.637732766564412	0.30535929722518	0.74003725301384	0.816695917493494	0.649285223875151	0.709871793499724	0.10489690513792	0.561034924679145	0.563715526160018	0.548704853241126	0.421482665596994	0.359193902896711	0.651936109520934	0.725879941672017	0.577959477959868	0.469938084816754	0.69079100014119	0.833456872720891	0.696677426254555	0.695786404554509	0.647491182242661	0.708908315112521	0.410723845457362	0.793303649751085	0.664624794646573	0.733624241219791	0.736035877718773	0.81090544588539	0.287817933206768	0.842445685182035	0.741621805778001	0.747013788396436	0.771609740464638	0.862985864901178	0.215229127264348	0.491641731258277	0.735162045250526	0.36426658697959	0.639926345061694	0.669911423591874	0.58395368985251	0.722390169753538	-0.0520821888069747	0.292593763096012	0.74973813706717	0.492059606442619	0.339231005100466	0.785220813886819	0.758216093976076	0.702180159620689	0.725348823089096	0.114009737373708	0.524903008603283	0.744767873593421	0.7792172032738	0.462832787986104	0.802981725407619	0.721880593062253	0.653734747730274	0.811290255614673	0.73463929818696	0.733513001196761	0.564920340682722	0.291024354707199	0.466993311086699	0.284146582161917	0.731525807542846	0.545143729360593	0.186295262591527	0.470688731890414	0.580735281138653	0.570222831044974	0.323934534942674	0.462532828180085	0.363687275103246	0.449527385462623	0.485306839344552	0.706672126479141	0.154931669338381	0.290389229113353	0.632736206780243	0.562764536469	0.544571668570338	0.603219093478803	0.592594935744698	0.652985460138729	0.0634006817439357	0.0478497467403137	0.773179998404043	0.24686836424421	0.175969150985954	0.0189539581692311
APLP1	0.72519416995509	0.574356584568555	0.807257641354573	0.42347687309707	0.326056961058264	0.392443880350827	0.176215868791467	0.793168394224907	0.747490327521962	0.841342323754069	0.791647152520955	0.745680785600994	0.455972763946515	0.693479093782685	0.750311241315783	0.408985693547775	0.779861064519063	0.633401191566862	0.770699134829821	0.577026204336067	0.703813362173905	0.794299356075169	0.816009396104904	0.819996862477155	1	0.0736235936703092	0.458427020945776	0.54504375336684	0.706279162419289	0.331257473979254	0.0791910590620768	0.541431421543082	0.537075761749066	0.29057505337661	0.242600156257207	0.129351813656828	0.0659866742249884	0.790708039001862	0.39727258747072	0.329901953049569	0.571140408175512	-0.00488287640526936	0.461166291792515	0.102507385944863	0.529792189479791	0.735620079075584	0.452142135484433	0.703218549674526	-0.0195058449600998	0.621306983636958	0.288544649559226	0.393292319953876	0.222394253121875	0.275004666687186	0.353118559068787	0.775655846171877	0.313188520924246	0.370988554320918	0.709484063272627	0.716530418800178	0.481147252227193	0.515125237309712	0.451392502559088	0.737960449952796	0.16013181254755	0.659835747178902	0.381752016183834	0.746108549956687	0.822916614157134	0.762730874174975	0.0555752551971495	0.749731804808295	0.768169303294684	0.674714036965173	0.813051879423112	0.789938097406305	0.114945471796405	0.463104284603418	0.773879309035514	0.250586064000673	0.399414480212525	0.354467016493461	0.527865767456471	0.707401743233197	-0.0862334386797745	0.13597813766703	0.746398407444398	0.174855059099697	0.220069578280981	0.637013659031652	0.502129992464571	0.745584202450783	0.595410606265871	0.00447989378697744	0.345055218651647	0.785771010192261	0.777530399345096	0.15539702625347	0.735985449090153	0.625037007601971	0.45481652652366	0.683281023548202	0.731145407280225	0.668870107394425	0.369736629419215	0.0678502684411676	0.196067122519144	0.127751104931074	0.522661555490151	0.316445395319627	0.101442551908962	0.376726199256966	0.428858867870234	0.447903326506995	0.280186773830404	0.249212207091009	0.199694950206029	0.38015105679158	0.292207238499448	0.742806651565813	0.026226687348431	0.105855847875173	0.491864204577067	0.380539688273718	0.356547659240763	0.453215806435862	0.359262361355033	0.445735962246729	-0.0294364064361617	0.113013550604438	0.62239674795337	0.191747982175843	0.113401296852364	-0.0352270635758988
SDC4	-0.0568352979461286	0.550096600241676	0.0881287372781977	0.895774896779826	0.857409825356937	0.898589260801238	0.960843349282766	0.0713886749372321	0.00887287796970912	-0.056392893388301	0.407667170151258	-0.0574576073751642	0.849295283087035	-0.0355124902636244	0.290189969449385	0.456413984743532	-0.0350816022441872	0.602156044788727	0.032067482490283	0.683453976663382	0.494116155716715	-0.0429434478226087	0.263798450185891	0.283266272481376	0.0736235936703092	1	0.834253965980035	0.0067612287037098	0.471288906860451	0.813757049375941	0.972083710113157	0.643320164920634	0.605366650004549	0.915427877287106	0.906100034923362	0.923422452115878	0.980592379234062	-0.0470411640989051	0.861004940896595	0.772978632963344	0.620428682498197	0.850816128398612	0.705701763529144	0.918056540404147	0.678549205778126	0.266439624223545	0.821071495335827	-0.0373341039802418	0.910315975953053	-0.0152603003880707	0.777865539730852	0.8762297093028	0.933136818760862	0.771824325833031	0.735353368774991	-0.0568276610002941	0.887808564689494	0.840574499486544	-0.0847398821999122	0.254341205261338	0.757607821402479	0.723411509573982	0.795490162636263	-0.0402218765704139	0.955545358893969	0.448867760839717	0.773504191234898	-0.00278909059833811	-0.0114920334207142	0.145068733382991	0.981530301930218	0.207307789990883	-0.0649417604850648	0.527824843950314	0.124903177151605	0.348699256468772	0.842147618969491	0.534217474504789	-0.0563106507063677	0.815738193922411	0.827175984944811	0.655110227884967	0.549752535173381	0.258662321477402	0.745264098864131	0.873302396358128	0.0318786089094127	0.772609649040635	0.833554024517555	0.614623184415165	0.550627836743136	-0.0359419026141703	0.728587071690064	0.899842040756693	0.798556488830401	-0.0988818113572689	0.409261970476063	0.825274260014673	0.283448068765073	0.511496875774046	0.850733551097395	0.481624474784252	-0.0900544620909759	0.446435019592047	0.870051611262688	0.957929101661526	0.872078364157823	0.904754154905575	0.756697719099891	0.805602390861177	0.82610996171806	0.859500856341053	0.861210417323655	0.692863339454423	0.732037094898519	0.874817619104566	0.878233150835752	0.6837418749005	0.876488732096097	0.158956975060582	0.883299226819204	0.842538874390422	0.507517885883982	0.792682652243672	0.83206506088838	0.775768468434982	0.909170425629846	0.847775380831477	0.805754711802793	0.0312206545814228	0.535508494881891	0.178204007893504	0.380042923146157	0.778697752035703
PLXNB2	0.318485788806454	0.851433807959738	0.472420432754176	0.959503797026439	0.950098734214196	0.921153355922658	0.873460953040706	0.446094135638117	0.385093318708709	0.343414261319986	0.76847940846673	0.320117567928991	0.873252396522829	0.160465874119663	0.655485927523763	0.586406748326742	0.342111952182734	0.893345544959967	0.422448264411341	0.85370720434936	0.79681483235841	0.342640702807215	0.621292765986644	0.670951905684803	0.458427020945776	0.834253965980035	1	0.129353345583569	0.787890149628893	0.796391497615796	0.840258095999949	0.879248545724275	0.726289396262973	0.941036581068655	0.909318765472159	0.821319715276565	0.810455263426746	0.325710452167072	0.932277543134183	0.738978061632501	0.822759801109167	0.593255178241256	0.888257922074392	0.80260849376067	0.902222148411778	0.606649923474361	0.955104815027488	0.336352567483491	0.658128401102979	0.320023483755867	0.896373634848631	0.917938909064406	0.87925954461343	0.726149899946411	0.901068922820959	0.325161568249235	0.956001992525797	0.791332465541971	0.278869789683852	0.63076684259573	0.936736063777252	0.877233715056814	0.925615716702946	0.344324452821965	0.902518713428135	0.752700939486697	0.945766932041361	0.34923060915888	0.363100604563263	0.519522610711553	0.839971791414516	0.605595947511366	0.317986955075309	0.743046691399911	0.473005742362387	0.730070501346382	0.669381761992118	0.599959192357676	0.318948720811539	0.767602866558447	0.948867159707668	0.872889881985529	0.687054351526258	0.488592192249366	0.425199544317059	0.776129192766757	0.430124493881162	0.858220856759619	0.77260512164294	0.886670055840009	0.840043156171568	0.343672614088016	0.905607737027297	0.662894322996242	0.879543321139385	0.272233906736258	0.697340204784138	0.875788295540308	0.647377175744441	0.747291515151038	0.945897281988854	0.798088356941282	0.262981780963412	0.727196493771532	0.919961756380692	0.832111784004853	0.908943443586167	0.789346161307977	0.928252277381324	0.918728567654638	0.677493957990211	0.821072848207978	0.931254827735674	0.816444696315421	0.665021834917212	0.876885727088616	0.826027689439998	0.706064323813286	0.898308001987686	0.539713114296931	0.709919876632493	0.771793986983352	0.760065459500312	0.884128424573312	0.897053113520048	0.873053109180676	0.961150294385018	0.9239994650618	0.600359338133345	0.0936428623333026	0.820958529823259	0.32338822297725	0.43031617628908	0.52994088084556
FGFR2	-0.0661919058114577	-0.041263312389812	0.0127206360530468	0.180962575757557	0.137564010345063	0.180783449441013	0.139906067999548	0.0123605586963041	-0.00601077964157656	0.114146705232133	0.184714573560442	-0.0479307422207391	0.0592456278509764	0.899881662747164	-0.0235831744025954	0.178883691572764	-0.0125562796835848	0.283984355367931	-0.0136782981337209	-0.0263421411934618	0.0402691678449873	0.0237907243662256	0.11590298364951	0.289344489203936	0.54504375336684	0.0067612287037098	0.129353345583569	1	0.00677147989897299	-0.118899170171161	-0.0832732438002747	-0.0676863320817958	-0.00308918469429505	-0.0223944154379871	0.191293496751596	-0.104628115826809	-0.0656734185643701	0.0255763068955392	-0.0287284380780029	-0.0980023666611431	-0.096904860194677	-0.0643257051952865	0.236649398427234	-0.00374750995001946	-0.0384635582569398	-0.0321431728682502	0.122911078474472	-0.0367722574416863	-0.0696648646178299	0.0815318632466728	0.018550677408255	0.0776030846465519	-0.080147932412367	-0.088125344454159	0.0718863331481552	-0.0106728738192378	0.0475380722159875	0.0780845622817011	-0.0634522253682215	0.0696199801498692	0.0638720200901992	-0.0851687586901123	0.0255402747950945	-0.0154787437658057	0.00963508969122097	0.00257149782329639	0.0170101049116737	-0.046653498532768	0.0718423619815226	0.069136117344737	-0.0770761840851789	0.00107643458702675	-0.00311556036553486	-0.0252610629548656	0.0935220493515952	0.189162201127898	-0.104071610543851	0.681297792205531	-0.00298024926250608	-0.0520237110074442	-0.000845296993026456	-0.0285956327028962	-0.059905793918485	-0.0340104114969353	-0.0859107442714574	-0.101024069692061	0.0577517104486804	-0.00380686269512888	-0.0755123458934749	0.0649681481231229	-0.00919360641077453	-0.0317640425862986	0.103003281132478	-0.0138363768482033	-0.072543317922535	0.107086429899002	0.127188496851955	-0.0426606806130592	0.0348253689668249	-0.0767136993319103	0.103650241268016	-0.00520041891161713	-0.00923242838367321	-0.0458227142898756	-0.0781570987772937	-0.0753563595677334	0.10022441525944	0.151020791834086	0.0219391059063872	-0.0213415308363786	-0.0297124897372949	0.0870172237007896	0.0672593183128675	-0.0781061985561221	-0.0143087822275282	-0.0817217376681732	-0.119394374646841	-0.113846238072756	0.127791548510776	0.243379281490646	-0.0713898389195939	0.0834638727030179	0.19479404495985	-0.0710159239381624	-0.107705098847076	-0.0928436443235085	0.131799400448943	0.0501819498491181	-0.027742630552961	0.412286365131214	-0.0241871667321052	0.166068060124774	0.040143139095607	-0.0105966972243727
NOTCH1	0.768578154947724	0.931916029480503	0.865696298204125	0.721151498028119	0.687002213398269	0.655651448011422	0.498260532742821	0.838491706126412	0.781946352073615	0.776838796123709	0.935824941813798	0.773406562560489	0.745773407975318	0.158429227466851	0.938636068613053	0.473584770873153	0.774019588896448	0.829704479755887	0.824544629005789	0.890560635105382	0.920686416004093	0.786135467441877	0.884192126973874	0.840455461790089	0.706279162419289	0.471288906860451	0.787890149628893	0.00677147989897299	1	0.698277695953802	0.523792735074427	0.904743495201122	0.738065440696851	0.721231332580234	0.560265229612089	0.537924611472058	0.491778650770548	0.777067718422016	0.788938149287387	0.636787871936877	0.90312271956461	0.288474821280217	0.725608501488384	0.477196114483483	0.913325356881896	0.902885106210135	0.76374440365639	0.739905993427113	0.321283275686548	0.575179647335637	0.717905981984233	0.700173609220454	0.64479159608998	0.573969172416365	0.732048021956565	0.77803102242709	0.706798594943582	0.600079176775821	0.739619307882885	0.870941743476535	0.829146857991627	0.896154887233519	0.799404444552285	0.756695333040612	0.584506462038403	0.886351800473727	0.787706741295863	0.786471303774269	0.77323837938985	0.844145774424948	0.508989903732837	0.903218567831155	0.760789473536049	0.923015583362384	0.811477115501666	0.909127733245202	0.437865888622351	0.308515583697206	0.760649266801255	0.562280722575832	0.800674772567439	0.770629867884852	0.742226658876267	0.79245017059549	0.135775904132102	0.503361278162458	0.777277316312706	0.622425016307054	0.549476484667703	0.917684513374599	0.858914099580616	0.770992967806207	0.852501914197314	0.30623199895183	0.722415145067663	0.68230641997265	0.900691214365949	0.631101933929858	0.884583737988174	0.892316141581202	0.7629819501365	0.963179527377714	0.707302347291111	0.905819873766755	0.784541889149186	0.509796516242855	0.581258490777204	0.377524244150303	0.867856831526346	0.70699272355564	0.380943076206473	0.627386180103362	0.745222705741925	0.781869832430694	0.496629388595444	0.674487178848923	0.602135650845055	0.659302368192425	0.602206811747825	0.724327278405362	0.376395898760379	0.412318085790116	0.657813899792381	0.757129837725676	0.778218376184158	0.825055560208899	0.699120427744809	0.787534508203094	0.238866018073101	-0.0867445749106581	0.928443372434351	0.226199844108914	0.248159522143979	0.18005526213444
FGFR1	0.421531270131832	0.708560698529715	0.498751735523833	0.823748773527934	0.701790841112834	0.850271421731059	0.749917827848104	0.509000205644749	0.46729624376389	0.386316119099057	0.614782213812667	0.426119745625955	0.925796575516973	-0.0793895617116121	0.662328769765733	0.647018098297811	0.433413781609281	0.58806128531651	0.48208846090005	0.914433998473063	0.769803883270466	0.424140591751307	0.590329696172159	0.471870640807766	0.331257473979254	0.813757049375941	0.796391497615796	-0.118899170171161	0.698277695953802	1	0.870167939900999	0.851318958831144	0.900896583505547	0.88720336331154	0.685244541138445	0.930880713568517	0.86454278442026	0.410140142152999	0.942597473483632	0.979052667034793	0.890533305209644	0.845580074076105	0.583141829151082	0.868274523610259	0.820147365930924	0.64820897210571	0.848061121382395	0.421394577722287	0.856486726287501	0.367602245142296	0.616582000163571	0.918917216379134	0.94825545688021	0.959982041374477	0.590846308537743	0.417076353748761	0.809163508252393	0.928810097619258	0.391231400171714	0.531127006416277	0.736048871832217	0.881873239181031	0.874461866042537	0.435537016290469	0.813362399558712	0.747095372101469	0.735747973953425	0.477610955742714	0.409800872731665	0.505427392147397	0.838640337619598	0.564877803126044	0.412435494011709	0.814502747766409	0.545140660348207	0.609814013593772	0.932542869432399	0.324201435550931	0.414859714274913	0.942742213197101	0.830812985860136	0.614700736626145	0.901525907093185	0.676520493066629	0.754732796285297	0.905755578285117	0.451165792950694	0.550288485442422	0.929312151912383	0.764849823571819	0.659215201892924	0.439516525013459	0.894051246544474	0.81942797431961	0.916686705828634	0.328145047736838	0.730859281331828	0.637008504838391	0.64350151204981	0.855341526838238	0.866314174191171	0.707839270400276	0.364457230934489	0.795238967500474	0.938260410606476	0.873569762847387	0.671238202113768	0.761341781224987	0.856597069678949	0.832985924596239	0.864640973547868	0.939753705107465	0.912473130393416	0.932956350279969	0.891096205553178	0.926730483347111	0.955450932669223	0.938961216942244	0.811754370598619	0.451801117977484	0.855982516977337	0.689193494090217	0.524068379416241	0.928377863121352	0.947636573293062	0.956490793693473	0.814790023775808	0.849927856647549	0.759044565212602	-0.0985716544629402	0.769235466110524	0.153137717405842	0.418148542811846	0.765993786077288
CAV1	0.02052049233723	0.612863624097957	0.15729779952747	0.895041674914905	0.854749673096799	0.902552929526007	0.938587966064127	0.136825268741194	0.0800060335288714	0.00179544850418994	0.461451471317341	0.0188602591026139	0.873162600461409	-0.103123191601104	0.37018197015758	0.484515264119057	0.0358362204220111	0.610159542670836	0.107679253149476	0.750981647835121	0.547374230965994	0.0311160216847715	0.315865904612521	0.30339664791163	0.0791910590620768	0.972083710113157	0.840258095999949	-0.0832732438002747	0.523792735074427	0.870167939900999	1	0.721179407788628	0.671313596095157	0.945954424733731	0.891870641600614	0.965531577485972	0.986499184786103	0.0213393419681621	0.900930968369928	0.822312458712862	0.689354552984201	0.865700602764487	0.705232958633487	0.951244456365612	0.738697323554607	0.335706674134464	0.83897755326612	0.0339112008954891	0.919884733800283	0.0296383939534729	0.777317023869588	0.900238730451778	0.965764564702789	0.818335378298588	0.750679781943726	0.0169543628448718	0.905684027928915	0.857967784513585	-0.00829113385343678	0.292478027365963	0.769078343961641	0.768897573155077	0.829303986418817	0.0330729955849865	0.964877475087731	0.518046993352565	0.811200974726879	0.0777117559819336	0.0519576615880517	0.195145600724394	0.987310674993894	0.277703555159407	0.00515828311188816	0.57672309599175	0.189528306925031	0.401735231988754	0.877448075457148	0.44982325319478	0.014253450637593	0.856149674557323	0.857599448699498	0.702983237349514	0.624769465045881	0.324717605582698	0.749037283898427	0.904609967126983	0.0973323675554999	0.781641720951708	0.867671399680235	0.654827130884176	0.610386221629699	0.037099768972862	0.777737669025069	0.892157836136103	0.87284779816967	-0.0495068323269204	0.47162997256486	0.830086200671588	0.350835285260171	0.592025536897773	0.86859975657479	0.542882118225463	-0.026971341265826	0.514053822958227	0.906854692364851	0.981569471537922	0.871609563532417	0.902768816987439	0.792396994406489	0.857951055123196	0.865221930120034	0.879344375309846	0.884433600561924	0.758256642024343	0.759933065697169	0.937083810269578	0.92075983352318	0.745707779384347	0.875908022708955	0.195578796765017	0.900954618223346	0.83283199861452	0.528460901035671	0.839331272145467	0.883953249265641	0.832313921640893	0.908991931666859	0.85798073929871	0.80509171295082	-0.0326978725384529	0.585629153693657	0.164169014342182	0.395160735254898	0.779960690265513
FZD3	0.627548419598602	0.952899241557405	0.718424107993117	0.829802399504153	0.79547838741518	0.795528778261081	0.657071667588678	0.709221234827064	0.668606320464015	0.599485934882624	0.877873608430996	0.627460651836634	0.828145283586934	0.0290483398221348	0.881765313629969	0.647112669318422	0.623751259185155	0.83643710037307	0.710447243707524	0.96322239235717	0.933782224008756	0.637776598068751	0.792325414975605	0.735370609951292	0.541431421543082	0.643320164920634	0.879248545724275	-0.0676863320817958	0.904743495201122	0.851318958831144	0.721179407788628	1	0.844573846230428	0.868403114174167	0.693104765537356	0.762059429363573	0.671948530026928	0.60267753853921	0.930213466974512	0.794530771129633	0.962022975531255	0.515231626427062	0.770699037521065	0.708539217287734	0.971311294934485	0.824140546217459	0.901378893100323	0.637332292169773	0.545964253474937	0.536122823434087	0.772966129501705	0.86742787653031	0.833613063596895	0.769356111862438	0.782219692534868	0.625431253844903	0.857554302360545	0.736681076220839	0.577958990742088	0.789993223659696	0.874234364406489	0.939583385028577	0.918961408442774	0.649994984227445	0.752033514818282	0.925975730144032	0.899074719450021	0.649422676937062	0.60858323809567	0.743449907226861	0.695550084050261	0.834887588901008	0.615477613316048	0.88523045431068	0.709722588683507	0.875992479226362	0.64749544364675	0.328132507472201	0.609149837641153	0.772044916267138	0.914159850435134	0.860543601640444	0.854810862203176	0.706806541669488	0.348437460784337	0.727555469199448	0.697204751981305	0.711456463553975	0.75690151219673	0.943692298037185	0.926756426543504	0.647645720190365	0.953439293706164	0.516291521660105	0.911954242976327	0.513916193836468	0.864284438580684	0.746361832350974	0.860118108165761	0.939115506736961	0.883945164233078	0.92931455924286	0.538321822067449	0.913565639696556	0.909697177110331	0.724520327302833	0.732692128124685	0.595494852692798	0.94955013251851	0.898530697413844	0.617275720601449	0.781444317575924	0.882008000312554	0.920606989984174	0.679530376914259	0.863504026936636	0.81769918180724	0.80111751058828	0.761346767178753	0.688635741712147	0.621690134762346	0.575546225607908	0.712516904036154	0.899966959911564	0.933436962324561	0.935720484012464	0.828089853651004	0.850948809336424	0.479127745274574	-0.100087241732383	0.939927348888844	0.23375472921166	0.37262351189114	0.414103316325528
VLDLR	0.568883702303815	0.682083835885303	0.645270967441636	0.713477865470486	0.560911089361318	0.756462280485877	0.582156738109134	0.651271995315678	0.629989649715913	0.584812278730149	0.718383137502295	0.5895239923206	0.84536768923522	0.0829897104897236	0.766040698744581	0.690085650749567	0.618809678507287	0.576749133071744	0.649180239749371	0.895497687855875	0.829653884913943	0.613285989409678	0.72167677841164	0.560289955889971	0.537075761749066	0.605366650004549	0.726289396262973	-0.00308918469429505	0.738065440696851	0.900896583505547	0.671313596095157	0.844573846230428	1	0.745634881515484	0.534466952532224	0.783007500598385	0.654677004763911	0.587931323664848	0.846492260372301	0.913052742359961	0.878265487875845	0.674454558424325	0.517425037395196	0.688707831984733	0.773147970010122	0.724296056805463	0.791534878915538	0.5905117362653	0.665479275393599	0.53824025679067	0.47548606892391	0.847600882480849	0.802094137707342	0.903427937146489	0.463283010954649	0.603797936998966	0.689988830594762	0.862064094961396	0.549559302185126	0.590171538628603	0.664617313743828	0.821836123787056	0.81391183257836	0.601464663291487	0.620333571674978	0.805702716153487	0.63378798594965	0.618905423548964	0.644685308641434	0.611933100068039	0.627468600208534	0.674626610479991	0.581422971345087	0.860464318653217	0.699274330115002	0.707560915326896	0.809182139419328	0.321089081941732	0.593712901314992	0.878959055145357	0.728182006016425	0.527342853657484	0.942765431214133	0.770752488858501	0.598873379268255	0.799340985214354	0.606212258321245	0.382478863402653	0.858262806013452	0.780508222487286	0.632872440295817	0.623012995825299	0.882943115462894	0.643227807232741	0.86743783321254	0.508736795256866	0.827991765980953	0.452221220973616	0.753914068170404	0.897374520754929	0.790857948632859	0.750675509391792	0.500454270369498	0.856550055951887	0.839670839958937	0.679766428531144	0.51097491613506	0.631226522900397	0.793491449457513	0.748150001480037	0.775915246582578	0.869747900701592	0.84294131157355	0.906688595171398	0.865754351927109	0.795634271180624	0.846881430213918	0.940760321838932	0.69085135523823	0.605494794309098	0.723434331813925	0.531198734474391	0.54709232337274	0.865397843140023	0.859114403733875	0.90317553579099	0.693222663180274	0.750647212673508	0.651564387743961	-0.0559921078237281	0.780469281806276	0.146978400174134	0.399942882399143	0.640261806148535
NOTCH2	0.241300160364806	0.803081327550964	0.38214976599513	0.954675868875654	0.933157030385573	0.932193418640689	0.909956066521925	0.356298772289569	0.298793899948	0.234863814969979	0.675756866919338	0.238229151925236	0.911422784695312	-0.00543016880025525	0.586052830627826	0.56498547880857	0.251860539765709	0.792294493037722	0.332581196787618	0.872297266155262	0.737703075868535	0.251741064104097	0.51787547631265	0.528769743924882	0.29057505337661	0.915427877287106	0.941036581068655	-0.0223944154379871	0.721231332580234	0.88720336331154	0.945954424733731	0.868403114174167	0.745634881515484	1	0.912281524874494	0.927065471563427	0.921271852358212	0.234738093006658	0.966871248156689	0.82571239645725	0.824441167440952	0.748521524991877	0.826243565304491	0.912016470713268	0.886781848875272	0.538721849585144	0.933410395004973	0.255538229268559	0.806278532685274	0.197578839752497	0.873102349838333	0.94555971562417	0.963314427307141	0.812826336364233	0.860333420515563	0.237584964232724	0.965681389061608	0.846060738161546	0.198708278484831	0.52590255241166	0.890830507799144	0.885594004001011	0.92915271544513	0.256785113835657	0.961024541198653	0.705745036529918	0.927542026373847	0.285782894032036	0.2622670961466	0.424628119273744	0.940226653810732	0.511396830465444	0.225409829582303	0.724073613847801	0.396280336745966	0.62976498518398	0.803821707747283	0.49239246019233	0.226453994037862	0.843922586897986	0.959335064263837	0.840366903544515	0.713354748821408	0.467267099620782	0.589103738102856	0.868399410727439	0.329683805275118	0.850036708117857	0.850523359035515	0.819775188408826	0.794992257842333	0.25404961993926	0.894443689228167	0.785186845113926	0.924424924638394	0.155966372842109	0.647404226988607	0.891522790031916	0.565077388774746	0.739498772448368	0.939045848829655	0.735348552462511	0.174210627393874	0.686459772125512	0.961763982598005	0.940078164143192	0.915838055747049	0.847261959956163	0.909359649213637	0.929763802450541	0.789360739173747	0.880901535074375	0.941221854680767	0.846337656734869	0.736678818316823	0.960047251231787	0.915838804122196	0.770084104974838	0.908142490212586	0.406877948367371	0.824502591646437	0.804732464970943	0.667191667626073	0.904987671022324	0.94865407338445	0.9081627568142	0.963116150597168	0.927289575359987	0.704505935385688	-0.0117395353066469	0.768767161269002	0.241127465312914	0.419198533795844	0.65138012763704
CD151	-0.0123398161246181	0.665551315233237	0.168615440887254	0.949132346486977	0.960754402693589	0.930697513829866	0.970177060499007	0.126788110815944	0.0523852630440977	0.0316270067649918	0.556152415997965	-0.0160272113461489	0.81441903749224	0.15809686334695	0.361578529055426	0.423663999224631	0.0106240364377853	0.798618709537352	0.0895028821927887	0.680845812079315	0.544994303371185	0.0141791395024039	0.344887829326646	0.48838423515541	0.242600156257207	0.906100034923362	0.909318765472159	0.191293496751596	0.560265229612089	0.685244541138445	0.891870641600614	0.693104765537356	0.534466952532224	0.912281524874494	1	0.817176760547971	0.865433780293897	0.0143885470364125	0.833112410000122	0.621778619258889	0.610169364731969	0.634113004314051	0.854015546179511	0.841740123058405	0.748390259408364	0.314807320177329	0.869316580984953	0.0107779382399957	0.714211987192012	0.0069062563420005	0.886956322525192	0.860348558339579	0.840998471125917	0.619952867312286	0.896466057185656	-0.00836766707959159	0.9414441884264	0.753118701574243	-0.0494571750382476	0.36512865514931	0.838866344709597	0.717876507379487	0.817184442397744	0.00510076832636026	0.935063232530437	0.499861474033268	0.880357767918035	0.0281643247979788	0.0582597161511368	0.224485392522666	0.896224123432421	0.306343916564889	-0.0132962709678075	0.514689132202708	0.185490609288827	0.483830214948659	0.651372364725702	0.69491369702435	-0.00702682876791503	0.695664876536229	0.874560103226857	0.807809597893699	0.46703585220669	0.235178248665033	0.475157219764606	0.766687786033487	0.107564956665947	0.899950419406014	0.720964199013829	0.694562809300907	0.683909255670522	0.00164089496270131	0.758906609067831	0.716967873076884	0.792622838149504	-0.0184928024745059	0.459614661142788	0.89350146035298	0.350609310531879	0.493223642240838	0.877106889418138	0.569683577584831	-0.0362395717058711	0.441623469064749	0.828664207666794	0.863200454044328	0.954961074829046	0.891364367840289	0.78329180556126	0.837897867901695	0.699398073291023	0.774428622797683	0.843892757649659	0.639783409147518	0.598857202189196	0.823784941409545	0.765028745774085	0.563790049806169	0.868484397376064	0.262960627940011	0.745834292596927	0.822409601259774	0.658532927864553	0.755861070015618	0.778925662001807	0.728807123153186	0.95972447995714	0.874630038984752	0.657187019476693	0.103145141335461	0.581337759239356	0.24336249141858	0.361987062184235	0.576907148886863
