""	CD74	SORL1	SIGLEC10	APLP2	LRP1	ITGB2	ITGAV	TLR2	TLR1	PLXNB2	SDC2	ITGB1	LRP10	KCNQ1	PLAUR	SIRPA	NCSTN	ACTR2	KCNQ3	LAMP1	BMPR2	TLR4	CD163	ABCA1	ENG	NRP2	PDE1B	ADRB2	TNFRSF10D	TNFRSF21	THBD	TSPAN15	TREM1	TNFRSF1B	ITGAM	NCL	VSIR	NOTCH4	NRP1	HAVCR2	CD9	STX4	RXRA	ADCY7	NOTCH2	ITGB5	TNFRSF14	SDC3	RPSA	CD44	C5AR1	LILRB2	CMKLR1	ITGA4	CCRL2	INSR	GPR84	ITGA5	CXCR4	PTPRA	CADM1	PLXND1	CD46	PILRA	AXL	SIGLEC8	FAS	PLXNA1	CD63	CD93	LY96	CSF2RA	ADORA3	EPHB2	CD69	CSF3R	ITGA9	ITGA6	TREM2	NOTCH1	MCFD2	PECAM1	ERAP1	TLR7	AMFR	LILRB3	RHBDF2	TFRC	RAMP1	PLD2	TNFRSF11B	PTPRZ1	MERTK	UNC5B	STAB1	SIGLEC7	MILR1	P2RY6	CD33	NECTIN2	SCARF1	CD47	ST14	ACVR1B	SCARB1	STX3	FPR3	DIP2A	P2RY12	FPR1	IL6R	LRRC4	PLD1	GPNMB	LILRA1	PILRB	LILRB1	CD226	JMJD6	TRADD	ITGAL	SORT1	TLR6	TNFRSF1A	TSPAN14	ROBO3	CD81	PTPRC	ATP5F1B	RYR1	EDNRB	SLC16A1	IGF2R	CLEC2D	PTGER4	SMAP1	CANX	CD99L2	TNFRSF12A	RACK1	CD40	HLA.DPB1	CCR1	CD4	CD82	C5AR2	C3AR1	ITGAX	SIGIRR	C1QBP
PILRA	0.429735745635679	0.729508937320652	0.698737053697248	0.85532779542691	0.861171113840642	0.887146864738402	0.742687384641294	0.52336321129423	0.650765222068811	0.804349314265338	0.624662026124496	0.800064796889615	0.761767413839861	0.790231787140594	0.798311723339766	0.848118044993837	0.671770959437518	0.807206183005245	0.622081702273717	0.893690691407934	0.685401316257538	0.36051114905504	0.650125688652687	0.76783711511789	0.791694236308649	0.716822986639936	0.788052948539528	0.628378934494432	0.524021959829676	0.658120505312432	0.439292313078516	0.764628250082749	0.742912639493558	0.797052583361349	0.802322344977692	0.787323466512127	0.741650042771157	0.0985216813669216	0.814454681512675	0.888939096010589	0.690026992539568	0.760219043234201	0.804174717660984	0.614635225657713	0.456422962022304	0.582971848336947	0.737916834543829	0.60492647699332	0.788046114166932	0.00739400406122583	0.619176088028419	0.0395752393266662	0.688430502407346	-0.146121257391116	0.75142273622083	-0.0549440094941299	0.751122774541131	0.379647334802957	0.301945313319057	0.749999716882202	0.427329129957687	0.530877225443357	0.701095879704335	1	0.531016773969624	0.43461221287278	0.765880695586667	0.616349710778918	0.865721276365589	0.00744334995277315	0.891856138844361	0.665704368920328	0.846937840733822	0.519611214457826	0.579018955908285	0.526567401986689	0.362615369169951	0.544502134171104	0.893176867485968	0.251640849567549	0.848136135258692	0.335471593449232	0.521690600232705	0.263699802395527	0.510805316613658	0.564159902207954	0.730869165753061	0.645470377494038	0.777676707078609	0.733148591811032	0.684733315614318	-0.0565312636330993	0.628983118872773	0.727187799703057	0.718891449684349	0.803106296803517	0.773009555112759	0.707207760794549	0.77195888836688	0.79155069170994	0.392181548698542	0.760704523275222	0.672828759434552	0.587687237507522	0.621635836521745	0.629431453658955	0.62376810279502	0.386604341716221	0.393486034121222	0.842457245707595	0.673105459154987	0.390304294832061	0.678837049676483	0.670816128255126	0.59207515718181	0.506218162105454	0.77488454805189	0.803873249862014	0.730710950200216	0.79030405718934	0.756224219854925	0.613966185994183	0.646913828315375	0.810459191527777	0.711231189086657	0.0836048134812887	0.888219726956706	0.817391126839911	0.754594273682327	0.3063298989135	0.638016833497592	0.293024510151326	0.632750308791581	0.4553933918009	0.605910347414635	0.796037816893523	0.604968207261824	0.550118253202878	0.79857646365277	0.827390199506066	0.868950545419652	0.152580336803999	0.741766152255431	0.82083013854035	0.837587181522271	0.536020103552335	0.80994668112902	0.751104693047681	0.806216167394922	0.75420748919934
AXL	0.92540807647976	0.581842148341528	0.804052060187448	0.540728235726126	0.617505891478451	0.689690578177405	0.719686477071971	0.805854349845027	0.879763613709205	0.593437542190535	0.120179450701056	0.623319951016556	0.811507336411135	0.507494604098584	0.508021060739232	0.728992036584855	0.723263716591316	0.760916944849982	0.520282132491242	0.526050914826235	0.60841477779596	0.625632363679516	0.862275178090779	0.387390649638031	0.538901984536208	0.337510500703492	0.703145183688414	0.399193618125595	0.337307310704794	0.428989161581241	0.110060269061454	0.567463652883201	0.308096999888009	0.540478471764511	0.505119772357461	0.641082506620697	0.8043387669917	0.126494411821917	0.44549474225048	0.597078922002302	0.569279884244048	0.561156804715193	0.485289272133539	0.744540865263125	0.344245532897482	0.29420218598343	0.744931102679826	0.440527657788759	0.745944484315592	0.285855793923281	0.472218844615456	0.547649129321028	0.572156312510077	0.629600464770743	0.542822647893029	0.0915351750671591	0.44112341857536	0.314262831487958	0.551237962718762	0.567654147649291	0.821507994262301	0.686517307452566	0.739146084515478	0.531016773969624	1	0.585650666148426	0.461780966483904	0.426460472036262	0.622115546120225	0.507208482757075	0.663791020688733	0.8207908270056	0.765512366253982	0.537149469565628	0.465334507413303	0.728643709776546	0.723758622623924	0.686132997218192	0.673522152943388	0.459749519611591	0.532665689043882	0.737876781764889	0.587281992311025	0.777103850874234	0.600699086308153	0.435409930334769	0.55140161991111	0.268072685051481	0.370143859102611	0.67509065487363	0.415302538956452	-0.059168962997888	0.726237357384304	0.811470752718736	0.771264171427932	0.474483390004076	0.623482999816758	0.55661684911655	0.715048237134426	0.546109301779658	0.417847865833752	0.720893519621782	0.869357951319389	0.422685998694723	0.693704769339664	0.659087436808542	0.854751087004772	0.317294034251642	0.150905896135729	0.543557601288632	0.64703062424145	0.179748988490454	0.388254420988057	0.282315213581956	0.675066402268562	0.527296154352625	0.774079635551152	0.542312940165495	0.456259032604764	0.473880992945392	0.558491572709198	0.527658829710476	0.60349800107613	0.779262938826443	0.647123294423261	0.0576600550877855	0.732548155630143	0.722676414970258	0.755894731486508	0.36287093293039	0.487181112597952	0.160773040246167	0.630493889732778	0.542073630630136	0.60730199787141	0.687433364172163	0.345599390057974	0.564427879052164	0.406561239568045	0.709694592933126	0.516991594867031	0.799474102060929	0.444419892801094	0.671183079841461	0.463164457606109	0.225905886695442	0.573440291371979	0.450844806243644	0.705558235584007	0.658215557914062
SIGLEC8	0.616815097855475	0.833803211645837	0.801210203670457	0.423446203526417	0.535356771545066	0.449835284605482	0.777128143239473	0.731609176223552	0.689339483972739	0.521908299079546	0.0195534168935433	0.472596808597765	0.621025566499362	0.474158446249178	0.566406738362473	0.545691257625113	0.639310369605068	0.670009459932611	0.739554722283962	0.442244657318519	0.583248156759184	0.690824535276776	0.482685101423371	0.241251100525839	0.462018484270691	0.573470207364491	0.50974808556415	0.710703869987075	0.542052150789982	0.381587263615891	0.0383353356012962	0.519873066168658	0.336383585876958	0.457299175213586	0.514761947282982	0.534351985189243	0.679244995556451	0.527475353178741	0.313860354685117	0.657319930232369	0.0859209735540051	0.67078272117703	0.282999985022192	0.837766676085742	0.358735052793814	0.289211162243014	0.380285554063454	0.441162786830601	0.416320242065665	-0.191929720426537	0.616425565679062	0.207595751473555	0.75297679843866	0.118056302120554	0.668882068735158	0.190637273596735	0.633779327703466	0.381012376823725	0.516012317896583	0.451353750018553	0.294166349537373	0.549011176618363	0.510238659595438	0.43461221287278	0.585650666148426	1	0.51800679451459	0.489684084475444	0.378868605628823	0.314479464787763	0.390576129442219	0.792609335068585	0.668751518575678	0.470747133412966	0.745667502802989	0.854526313677704	0.715288268976083	0.619575599884535	0.506565832264335	0.623138115478272	0.381274142753281	0.657536499884695	0.504404195002513	0.801107866836231	0.35702863497933	0.285379239378924	0.809493415296729	0.535274115776145	0.407498108277625	0.670847490122665	0.565470966336067	-0.0458950291465304	0.870762371778146	0.607312426922847	0.584508741989766	0.0904039347031392	0.610057964931811	0.303835168686015	0.494462312705658	0.340105277267951	0.492656868604869	0.465932058823297	0.407148939819368	0.412870858288153	0.700597700072123	0.606306927209459	0.445173013493452	0.790681873037471	0.765052814588969	0.676059944217329	0.80554563543645	0.684588566841424	0.631673257317305	-0.0154919441700189	0.587025767850181	0.591256309465285	0.706185437417051	0.641913506466135	0.704918948823602	0.126708819203163	0.438375236200057	0.735760921918256	0.719302696171579	0.639050321433202	0.759790818459086	0.129796857166773	0.514456835433323	0.688313382579903	0.420601751855426	0.841378897554064	0.528215003480381	0.163347878279825	0.480789054592537	0.578747118319677	0.704214860807095	0.369288104148547	0.195110005180239	0.594456017502082	0.268779784022791	0.392244185630591	0.432336412279531	0.32128576268945	0.679529852258486	0.70924194197932	0.334530597096283	0.475475827346521	0.791799622678749	0.657773537331802	0.338642312974272	0.383497869645543
FAS	0.378984316225496	0.778984114325732	0.698874396369743	0.758215087473924	0.805911400667464	0.772887499240331	0.784015050404214	0.48486835242094	0.577147592173607	0.775179839272179	0.418206936356144	0.743711936473092	0.736237512944762	0.762480040931818	0.749744750771968	0.727532376683601	0.737908871203705	0.799928061050554	0.66894620355978	0.782253263052462	0.696337419090495	0.323313308313541	0.520774079840729	0.575258719668066	0.783275429721951	0.701197230928811	0.705202995669703	0.666138501003634	0.496351482102213	0.592169627562989	0.326801642265707	0.749873658765839	0.670630165459195	0.654781314315147	0.716017053737471	0.764213607969578	0.629736737175579	0.314949362168288	0.731059730588163	0.830465562209397	0.430683864077415	0.755572293876556	0.637883311857605	0.642922274158536	0.453974272373895	0.466595291654259	0.571314494964715	0.599069101060288	0.736998368568402	-0.122669668361142	0.599601594357869	0.0253213978065874	0.709809924891938	-0.176554310173377	0.817184799614167	0.0757304697019636	0.782538117898594	0.424784813302121	0.216449313917915	0.754694557672725	0.266071628116815	0.53743463268201	0.610515882825517	0.765880695586667	0.461780966483904	0.51800679451459	1	0.702906629132635	0.742595676322604	0.149586529621904	0.741335431633987	0.599836302951298	0.809850774868748	0.527993997351924	0.636886420100929	0.557377120580772	0.396793013237169	0.591869878072165	0.81454902659577	0.331227439792068	0.769547941903641	0.4037024092361	0.540294603960578	0.285410934316569	0.449051426622913	0.485969810322492	0.758362554206929	0.633434562359864	0.765239850287309	0.716167168135771	0.784942564282928	0.0398250934096275	0.629887128679916	0.698119219065398	0.754108349200194	0.568522257196781	0.789529585394458	0.595756239179687	0.640613026508826	0.680383982153349	0.450810750491831	0.715496018826732	0.544623756136763	0.62587963097042	0.651461971709677	0.579884826027644	0.539995597631629	0.52132537258078	0.562370058771117	0.825710575789872	0.71449339634543	0.544840031753271	0.703425949789434	0.413188292580729	0.664700566739093	0.624515219778862	0.765386862624974	0.812636770557442	0.726348464905194	0.563749975137157	0.706638891013219	0.729442612449164	0.640032524903475	0.731575536600997	0.727225149349601	0.172206852365879	0.798627545173183	0.778346950620434	0.69518302349041	0.422786393138909	0.628844080383809	0.343966246489126	0.61510038038967	0.50023005840589	0.645797390741264	0.675933309781713	0.504939020350352	0.656137696713554	0.718014472403191	0.734660286991465	0.732925968314132	0.052148128507969	0.723122726770835	0.825345667419503	0.744058989529079	0.520115515461858	0.74470870395598	0.756196914290297	0.669357502183319	0.719427654851515
PLXNA1	0.377135342496248	0.709855214653896	0.619466687221902	0.74294467342041	0.786105628619303	0.65697571270698	0.749959405713963	0.49250990624099	0.551170214555409	0.710095029034168	0.489665107839645	0.764624609304662	0.673365765434133	0.648282205460701	0.684725012496879	0.723316687594793	0.725079063920039	0.750092499513182	0.692551127054491	0.698953859476442	0.783327277720344	0.340935917630484	0.524344840261296	0.629593580053257	0.718794333146925	0.707411914445197	0.601622433294844	0.54898551768599	0.527576144244149	0.707205619305632	0.398975888923909	0.618353919132965	0.605663722857633	0.688790372659177	0.638242052482516	0.777453467919185	0.480341945878423	0.414006891553626	0.721758623424546	0.741914429473066	0.457160722553828	0.726399043996252	0.636989558492919	0.595506162683156	0.523028567801565	0.441613353761573	0.554417311044967	0.742339483241055	0.620456069736342	-0.0290233401553299	0.637090516901324	0.022644609522377	0.657769296082607	-0.0850995837816944	0.729763446020461	0.318604492584543	0.691167905878724	0.557852951616234	0.289022458976296	0.759397899436158	0.331814144669195	0.598880207192025	0.662438149061599	0.616349710778918	0.426460472036262	0.489684084475444	0.702906629132635	1	0.617262213679745	0.238393470938071	0.605743008976674	0.608588030332392	0.692925888928771	0.663394506990821	0.633682837838908	0.522149233559358	0.419689362482341	0.668916708996043	0.654901817816833	0.487512929724637	0.700891772950988	0.483650169161295	0.633751803752305	0.322361390159647	0.551424678639323	0.546078643254832	0.684216566855223	0.639525225750238	0.685880742313942	0.66439504162621	0.658127331061523	0.191667830242923	0.61621851051122	0.686379996066071	0.615545215115591	0.516535991182579	0.641737996333348	0.410890525917062	0.494171615329844	0.675192196944171	0.447862487652163	0.664635981714172	0.524270583848313	0.609864889388646	0.699869533624272	0.59085606061899	0.448273141438747	0.523819226931735	0.445282377706767	0.675889969104628	0.73243632385594	0.593641699774498	0.609353693995055	0.429298079209692	0.515583498074875	0.654797925040573	0.672352627765105	0.687374629831707	0.724376823350827	0.529309131557878	0.596422081371997	0.772652288212665	0.604930940018091	0.660506436842682	0.743296431853533	0.336296642977812	0.637298850080756	0.72561694180691	0.646120321609158	0.413605385292433	0.734019239608107	0.484827203147112	0.692202836229229	0.534193118564005	0.662346588516307	0.65494994054436	0.608899418893813	0.644388780760144	0.668866464339112	0.623061766058949	0.613391870326779	0.0680583071162792	0.620138625190562	0.698331757376396	0.689783511741867	0.587204205928696	0.647724731297307	0.725899733235768	0.524799132712016	0.632485208981249
CD63	0.490133814409812	0.616872421622086	0.689601164126404	0.880951470336829	0.868624289517753	0.880416848486521	0.746097915150091	0.490388267753595	0.643054651446848	0.804938454743625	0.647973908684331	0.870443182570433	0.826777158998294	0.728820427311028	0.735187921276308	0.859319607461125	0.73936275542334	0.829693985069376	0.538388774916686	0.941364672133696	0.679281011784133	0.332993858792829	0.707433896539207	0.7625813987066	0.788549795440305	0.697130333810349	0.828763082268664	0.571663825669306	0.402225754330468	0.692425646311929	0.457748666326319	0.765602048883683	0.636782090157647	0.731970724238477	0.709867090429303	0.807953081213791	0.681733137891247	0.0765210238565914	0.845804805400426	0.84512093801623	0.758281429581319	0.654133455985725	0.801953847882336	0.590082009555649	0.488920572315583	0.591962080698766	0.822855939659061	0.694065981463183	0.894478323302696	0.218700912193647	0.571841705108304	0.127307576207109	0.63698349765412	0.0230301633022838	0.761024978006201	0.00113394870201634	0.667197069981213	0.416777891945992	0.261939553924562	0.815492834964024	0.58188713097243	0.615807240644489	0.733257318597483	0.865721276365589	0.622115546120225	0.378868605628823	0.742595676322604	0.617262213679745	1	0.120363844526969	0.939292809714506	0.599719279734884	0.849660922547592	0.576260251356806	0.47595321988116	0.450569302836415	0.43970902650197	0.628595321609402	0.910667571244108	0.252949906998013	0.935924119624404	0.402312121420573	0.619092571595649	0.277872762213895	0.593673160354887	0.642278153563877	0.606924075803142	0.458640102364738	0.761919242910751	0.770801374255355	0.586534286489055	0.020374534861579	0.567119934764446	0.769130665199863	0.775586217850063	0.807000420691371	0.729922626442853	0.66814372920894	0.801884368939453	0.839783213006102	0.417124657283454	0.846828767425905	0.794859008831256	0.591899904638832	0.698370957447765	0.675297834515503	0.708598018048225	0.312171032001833	0.245519381329612	0.755942482407085	0.669770523411772	0.374229141161556	0.594335271553313	0.763673843707565	0.615070425974321	0.616878888792578	0.736278552828974	0.707669435687654	0.632756290585945	0.865489179541653	0.664635331000997	0.5763001141857	0.494454641897146	0.846322637674294	0.675074776813341	0.143559913625423	0.927001859781962	0.752132422850466	0.872547518578033	0.208993813205016	0.725377266828587	0.371138732877939	0.756733667099162	0.429951097270029	0.554350027469524	0.885513572527812	0.710811806324037	0.611760340989507	0.794250850657172	0.920767521478873	0.859096629398956	0.259609559985611	0.706141526731501	0.781001379707561	0.871960862001369	0.410817615028062	0.70108691467772	0.660754140827413	0.865661913160965	0.865635103610048
CD93	0.532109289331541	0.269768636388265	0.391036524109613	0.187273611744347	0.247915841779897	0.23120771554288	0.340576379622716	0.498313480186457	0.466627956837995	0.286852456822854	-0.166805959619309	0.332773755570048	0.440887695383862	0.269234533740632	0.146666591864088	0.224642269008158	0.403982184233404	0.385226025651538	0.298950645981308	0.115687901589034	0.426462560728891	0.372716848727774	0.40738629333442	-0.00517391408732632	0.353252077076751	0.142894802275586	0.200019403019637	0.155496262199991	0.181880744071071	0.222482221903156	0.0204462215906315	0.331617341067008	0.0757237123279194	0.167381420022863	0.194943718288915	0.274189829620862	0.326734930764918	0.463005659645558	0.21464615246671	0.148699445440266	0.112116741058028	0.215752651451079	0.173247092907138	0.446369905474248	0.298880711727806	0.162730191422891	0.234138161753322	0.191862360939251	0.311417024751476	0.215637161137681	0.202909973170831	0.554327294394708	0.231944308960501	0.515102858895774	0.211749743040675	0.603852400074591	0.14726533306185	0.528524124764387	0.278467610415606	0.296858006648014	0.393725005620301	0.631704183726798	0.434823666397061	0.00744334995277315	0.507208482757075	0.314479464787763	0.149586529621904	0.238393470938071	0.120363844526969	1	0.133259059577893	0.345311283823422	0.295032272838941	0.275056684916202	0.225548619787516	0.465807808343123	0.461094588640089	0.616680689852399	0.184215951516934	0.45195660020144	0.149391105612701	0.687994167390918	0.376061349988114	0.473756548478515	0.297806706383666	0.211983260617363	0.231322654615238	0.000518812122843529	0.0663629357701301	0.26437919324448	0.220254037868267	0.0344064764553884	0.344962047913788	0.387095256002638	0.420921677163326	0.044969166092307	0.22123192504426	0.184136522332671	0.25914558707682	0.276734522875607	0.559677051337729	0.305441669946618	0.359582638914119	0.243914139892653	0.338772693747414	0.30938266354591	0.360557948357941	0.317252444924269	0.0981467524328111	0.189668620135901	0.31660298794068	0.167683878787779	0.21293169099874	-0.129485035927403	0.34662323346275	0.321320189923009	0.381091311596837	0.189588888595575	0.178888300107881	0.0544305998390783	0.230217146573532	0.38137560952468	0.358903392257284	0.327046519633101	0.3670308540182	0.0738905820290085	0.217048553424647	0.341788001998143	0.357625308175096	0.270429395434187	0.29150944553174	0.113996743364205	0.418084158535172	0.34751911485722	0.309362685263946	0.22707503047993	0.058743241165956	0.316281951873389	0.0817590375456238	0.256927498972737	0.106333112340483	0.468362823514697	0.110977406316763	0.291219532074322	0.104831149992093	0.0984023402716909	0.143714911977564	0.103405516616958	0.330163227457443	0.260382979675531
LY96	0.57207295133589	0.651997830564167	0.751653003971886	0.833854023358141	0.84925109833745	0.903048041711661	0.769112571891933	0.570059450424837	0.704115973098068	0.781057551427345	0.568022445653555	0.826695813969293	0.847695808113116	0.782759705275534	0.725717728276877	0.862085068298891	0.743326176420464	0.835768033767735	0.536445508249709	0.885754194054967	0.68068382537274	0.346536546298851	0.744452265600805	0.707874785535889	0.795900219417847	0.638597379818298	0.818598346269951	0.529108866202972	0.429558349446615	0.619296687539574	0.360601199371619	0.797805722446808	0.62767329830512	0.727309870892041	0.709185932829593	0.802950248650582	0.759582615336548	0.0674005027268922	0.804456346808617	0.850278477817721	0.713821143675222	0.689628459317267	0.770061808448498	0.625135784579965	0.427751167792244	0.488254864992569	0.819916593251309	0.630746994054906	0.914918938532338	0.146010607601579	0.550221722109319	0.155442597016933	0.640360834837121	0.0472660729616311	0.758556303723111	-0.0412345319163875	0.697465849420155	0.367420587703026	0.283074993051553	0.786489079276069	0.57657248075969	0.594356920762769	0.741673873782566	0.891856138844361	0.663791020688733	0.390576129442219	0.741335431633987	0.605743008976674	0.939292809714506	0.133259059577893	1	0.674346766549498	0.87776002063496	0.540296785801059	0.522602317425984	0.526882981346881	0.430492601459768	0.603771144976066	0.932657087581534	0.229129784801954	0.89770421676034	0.427831290446725	0.599710697426421	0.327664060444788	0.567906139631523	0.593229996436003	0.65779197943101	0.482451398622899	0.727509447043722	0.75668990992077	0.680007408041461	-0.0411813328553896	0.593782514938138	0.804118337281529	0.801268829020639	0.800229184054564	0.797656821181	0.745524940617658	0.85664715761893	0.801551688919695	0.409361329518516	0.835615737714378	0.815312231468181	0.581680506487354	0.66545378529353	0.650212770587705	0.77451522322833	0.282227223557505	0.259426025672694	0.789979490535831	0.671197696218029	0.312110728628204	0.595587640668811	0.656208616366995	0.655115708870478	0.543387166476094	0.797581177310503	0.752513208899738	0.646112621038425	0.851920955200073	0.753776023847826	0.570695414878481	0.568630661335004	0.870042390325443	0.694254844407371	0.0929207922479902	0.950084980356915	0.788544640971278	0.85616850234771	0.224948649455259	0.67136573257444	0.297366750650612	0.722302416726496	0.46186172057528	0.59960858369204	0.882910009064948	0.642325590035961	0.593302878274961	0.764561036743411	0.942239179693144	0.86989216564375	0.341757887517852	0.657594521156763	0.812820448020054	0.836813260965725	0.379934093192855	0.712397770615351	0.646994358386765	0.873102493820579	0.86823065457157
CSF2RA	0.846234369354091	0.822201067630865	0.890551104416521	0.636000401408395	0.711679167654627	0.69790051930104	0.870625729196392	0.882345553030726	0.894328484376277	0.6604680896831	0.227694366946856	0.683508392071366	0.827427747108446	0.596021913237568	0.715800434291782	0.79973009222498	0.776545040069109	0.845374023623768	0.74053118857332	0.590392155490647	0.737738526614317	0.674415138897374	0.776992933299454	0.49425675455353	0.605223147748337	0.589390131760563	0.699945688551327	0.619472705500515	0.59049424183081	0.548920351714149	0.182880214185679	0.616021169020667	0.489703405113287	0.706293300252179	0.639968418049261	0.762418293068119	0.85866517557886	0.337748059776533	0.505658358790273	0.782877319529045	0.465959533423343	0.807051750528608	0.538528461489722	0.872040903832	0.450580709277018	0.30200304874841	0.710274091282513	0.552287808007251	0.696518283631275	0.0755320225775424	0.714950765342182	0.361213924430898	0.756093441345703	0.337385257586612	0.743822934839036	0.121964734615145	0.714551387093424	0.430054809917719	0.652377596335403	0.635937996259347	0.609974948719577	0.66231728399326	0.75820891160221	0.665704368920328	0.8207908270056	0.792609335068585	0.599836302951298	0.608588030332392	0.599719279734884	0.345311283823422	0.674346766549498	1	0.834890000269847	0.587596194586621	0.779092330481407	0.886236551473186	0.751982205656325	0.695102501122942	0.710653561856234	0.584380579386549	0.603207331927506	0.749984537926512	0.605333271543162	0.786061227494093	0.565309311416078	0.505189768814676	0.799240682227737	0.611740126795641	0.527035456632201	0.775922000105585	0.648480854676375	-0.0575843437251421	0.898108773434369	0.841994624205779	0.718244806691588	0.443896358583112	0.754661412673614	0.506036588331008	0.690379495067434	0.560683707994567	0.466019728014647	0.702727139182398	0.742278434782434	0.557737950457141	0.804740099263018	0.74354774214913	0.73877983426938	0.582422303641518	0.484075804801345	0.748213272821602	0.858193294173917	0.463503910512592	0.578799408854114	0.247892537092848	0.746432811631936	0.637690141210555	0.871282135454923	0.736863407181189	0.752658650137629	0.443461248750818	0.680542720744656	0.747020639958068	0.789824186304184	0.827792968551211	0.847762863296232	0.130794810896258	0.741952476485616	0.860824678500924	0.688704222651415	0.627453238012154	0.608416426360668	0.235294909905009	0.658048308323585	0.649379625328433	0.832131260787654	0.677037199338093	0.423263548983976	0.657327649000565	0.487181456102873	0.688176550522138	0.576223990726508	0.597792793959628	0.634727046339168	0.798733530582639	0.514012423485579	0.499553630695071	0.812363914373963	0.723161829484575	0.624184268389173	0.630468808108522
ADORA3	0.70313421456113	0.864313035031925	0.911821299290478	0.812594825452606	0.885581588872463	0.909020716122743	0.906165971914254	0.739043660859938	0.849622792353609	0.84894735875224	0.373335482580197	0.820616353085464	0.904186420429783	0.814616124082799	0.792862307855189	0.893146573177756	0.851924927602523	0.926853285583786	0.74889220189286	0.848276948534076	0.775116876020083	0.544745764670781	0.779347310044872	0.620725031241578	0.848409716668706	0.690207293339642	0.837336758590956	0.690624377769059	0.523998303388085	0.601494916428561	0.283182080257213	0.83364861977866	0.665058976182595	0.738394780893294	0.805648914166731	0.829718732706696	0.864770182108967	0.260771177505085	0.742583404224595	0.913242008936176	0.586001554309716	0.815041277058774	0.722859694119731	0.828340602607761	0.463713426656296	0.532653033225259	0.753459210765412	0.624754957115377	0.86993133564727	-0.0238442367993071	0.64365366955049	0.214734043066237	0.812655384882189	0.0971190984295894	0.849451371627693	0.0482838491447444	0.797121342550589	0.426760891955563	0.403415460663464	0.800172504479678	0.550558208086365	0.711976641152783	0.781732763392823	0.846937840733822	0.765512366253982	0.668751518575678	0.809850774868748	0.692925888928771	0.849660922547592	0.295032272838941	0.87776002063496	0.834890000269847	1	0.605565489668829	0.711257460109027	0.747451935878898	0.614669268950083	0.738150570264489	0.938521838787341	0.42712543525087	0.822838598334849	0.592051917195798	0.619296250671544	0.569862877953033	0.544456377428675	0.537270548075752	0.841359930780712	0.588483004719009	0.762270309039208	0.847733398171542	0.760058259895148	-0.0494173498593093	0.811970626912892	0.88321303425397	0.907855329675041	0.663490473809713	0.892826190351029	0.729130678430098	0.843770779938877	0.75026992668264	0.546183280211321	0.844366861599516	0.784604606046178	0.643028539858555	0.805617144401411	0.711986303693157	0.77359495799694	0.54086233658906	0.511562314873859	0.88502402432473	0.844536216009232	0.49717385657169	0.734673171927451	0.462013971939817	0.762955740271065	0.654158844195861	0.920493954308189	0.852123260880987	0.771401347967468	0.658992362296562	0.781557003035404	0.761962736494911	0.776746892994252	0.921880857441694	0.848721149121047	0.106177873609602	0.946925886226506	0.911057844001982	0.836500783085056	0.498999197994634	0.673500873885983	0.265287790781212	0.727571281293963	0.589730866160173	0.762254003534086	0.797558552643284	0.49957166434274	0.699787828921648	0.720827165368758	0.86432264012288	0.802630994523015	0.387841156408696	0.779689382412384	0.926182449658738	0.78407464631305	0.491389565532216	0.843585921129562	0.77225618360484	0.828848655227442	0.807977629744747
