""	CD74	SORL1	SIGLEC10	APLP2	LRP1	ITGB2	ITGAV	TLR2	TLR1	PLXNB2	SDC2	ITGB1	LRP10	KCNQ1	PLAUR	SIRPA	NCSTN	ACTR2	KCNQ3	LAMP1	BMPR2	TLR4	CD163	ABCA1	ENG	NRP2	PDE1B	ADRB2	TNFRSF10D	TNFRSF21	THBD	TSPAN15	TREM1	TNFRSF1B	ITGAM	NCL	VSIR	NOTCH4	NRP1	HAVCR2	CD9	STX4	RXRA	ADCY7	NOTCH2	ITGB5	TNFRSF14	SDC3	RPSA	CD44	C5AR1	LILRB2	CMKLR1	ITGA4	CCRL2	INSR	GPR84	ITGA5	CXCR4	PTPRA	CADM1	PLXND1	CD46	PILRA	AXL	SIGLEC8	FAS	PLXNA1	CD63	CD93	LY96	CSF2RA	ADORA3	EPHB2	CD69	CSF3R	ITGA9	ITGA6	TREM2	NOTCH1	MCFD2	PECAM1	ERAP1	TLR7	AMFR	LILRB3	RHBDF2	TFRC	RAMP1	PLD2	TNFRSF11B	PTPRZ1	MERTK	UNC5B	STAB1	SIGLEC7	MILR1	P2RY6	CD33	NECTIN2	SCARF1	CD47	ST14	ACVR1B	SCARB1	STX3	FPR3	DIP2A	P2RY12	FPR1	IL6R	LRRC4	PLD1	GPNMB	LILRA1	PILRB	LILRB1	CD226	JMJD6	TRADD	ITGAL	SORT1	TLR6	TNFRSF1A	TSPAN14	ROBO3	CD81	PTPRC	ATP5F1B	RYR1	EDNRB	SLC16A1	IGF2R	CLEC2D	PTGER4	SMAP1	CANX	CD99L2	TNFRSF12A	RACK1	CD40	HLA.DPB1	CCR1	CD4	CD82	C5AR2	C3AR1	ITGAX	SIGIRR	C1QBP
ADRB2	0.37688578659346	0.807516336102364	0.666880803218773	0.637125918328061	0.681942110353234	0.593699386757508	0.727797914048704	0.5672325222698	0.586522462854802	0.656076020046359	0.349905754848716	0.600839607061616	0.607216152638832	0.610747812220421	0.624553726150137	0.611931119069898	0.618993074582229	0.716566988432087	0.751766526392225	0.663219493518711	0.58593339332168	0.574260978324308	0.410611338024165	0.501310501481259	0.619698169443312	0.723842843945226	0.591598949517359	1	0.545492849570475	0.48736745945168	0.265138894644392	0.613615638521077	0.541891190976352	0.584892032357979	0.660091810352957	0.620713050459623	0.593678122665197	0.339928032409702	0.585463531921694	0.764783723181247	0.255750222830695	0.663634683925981	0.511132550974224	0.711357109070184	0.386731388364692	0.487854315650893	0.41569982643005	0.480239558101815	0.489354573856622	-0.147432853034982	0.595816104386163	-0.0154508321823833	0.706330627013889	-0.163737366425874	0.709643899644315	0.0638968307342272	0.723033835698586	0.382246646741619	0.311783695276551	0.606170234841223	0.176391354585433	0.444702406284972	0.5602625737146	0.628378934494432	0.399193618125595	0.710703869987075	0.666138501003634	0.54898551768599	0.571663825669306	0.155496262199991	0.529108866202972	0.619472705500515	0.690624377769059	0.46484035253219	0.620803742969352	0.645193139693232	0.45029096834063	0.593130005393501	0.621313636099769	0.441167381095515	0.618267499877056	0.404907733593057	0.542448110057604	0.455634056488704	0.356860426663774	0.452689967190281	0.781346996542293	0.547800616194951	0.632793680009763	0.681915333726095	0.58640562116315	-0.0419756946492293	0.745583960724944	0.510019407394837	0.59025448519199	0.377112276287141	0.707258447044076	0.409884841642086	0.546697358027371	0.505445879567733	0.510742775119768	0.542694975137267	0.36056795791473	0.540352352178492	0.595752161835386	0.622754338447473	0.369131174736897	0.749699150821513	0.728853105671659	0.736559383862702	0.754835853911099	0.713279105393544	0.722696225774913	0.303156085637672	0.51840615645549	0.59439836942932	0.681439822115946	0.686098085289073	0.734745262962752	0.39196280191802	0.51952192960274	0.71645329596638	0.682913099900949	0.639872739346574	0.726278474677959	0.134962103171553	0.601573069475335	0.731140047997676	0.507226084571367	0.613410127454627	0.623092118834641	0.259717504355278	0.53111204152428	0.490481806008846	0.619520741344827	0.480453548420797	0.45501171321138	0.605354382882907	0.517322184570483	0.497022144072653	0.611402879382096	0.0475838733226749	0.78946510672474	0.770442079632736	0.59731099541518	0.522637400500738	0.804245221960812	0.704369244275722	0.513408257716662	0.480889020565089
TNFRSF10D	0.282525270305868	0.658392234512583	0.481823313583514	0.601787810752804	0.607360047652371	0.533779319379004	0.580084363573634	0.473458351145304	0.457995518889012	0.602279218788886	0.406798883258811	0.598811919828817	0.520473981151275	0.551344554531544	0.679391967646555	0.562772227091501	0.517869561628802	0.602519005200785	0.683987521738329	0.522411304437945	0.67162412739555	0.375747343271532	0.355957854732046	0.561684421330461	0.594981485123831	0.662617684515329	0.382698181942663	0.545492849570475	1	0.582824666329727	0.448344746016645	0.439474752318191	0.570159255463614	0.65559217004117	0.583780511227424	0.617596736411651	0.466291877106353	0.441742225235712	0.554179090704315	0.658621294980866	0.354936011046537	0.712046559012264	0.523993702508327	0.547802486055071	0.346025834122512	0.433419070682161	0.398849864399767	0.470131438751593	0.38148321439242	-0.0796470024727396	0.670355211244749	-0.0234268409477823	0.578251747353137	-0.121576457999055	0.559203559889507	0.240914634961968	0.651630713551285	0.578355311914833	0.47494704686906	0.5316369462177	0.132969939408925	0.495214119919217	0.501556235840905	0.524021959829676	0.337307310704794	0.542052150789982	0.496351482102213	0.527576144244149	0.402225754330468	0.181880744071071	0.429558349446615	0.59049424183081	0.523998303388085	0.420531404197021	0.671149081063839	0.525716987835169	0.395950462399691	0.507409430930255	0.47527757332187	0.497894990432534	0.512081652172817	0.45272086029601	0.436708093049707	0.335004968774572	0.396811917875848	0.447224225283106	0.693301472149467	0.732148728934363	0.531839829482369	0.469707467376316	0.511871080829078	0.0102389875012111	0.585932901038848	0.544222764277874	0.438632392774238	0.395635497488365	0.495732399152019	0.386467318965079	0.337346381800768	0.537523080506341	0.367321970676578	0.452216147378522	0.318725343557214	0.553479463505267	0.505481022549314	0.487837702209463	0.22692798879904	0.58463268710136	0.541160708517491	0.629324916954434	0.644962918291515	0.537312266919332	0.556868936379971	0.307420255786796	0.408112608906575	0.490505525086707	0.568637042641331	0.627465367238629	0.693251668204883	0.372012247422904	0.537178498666508	0.660961815372086	0.579474305058884	0.519094432547348	0.718783948496879	0.19287666353512	0.448331385803672	0.649626766596692	0.407885769112539	0.535032738505305	0.550958799968629	0.402904070189116	0.467795819163378	0.491375591292493	0.64369045685383	0.455964113011552	0.443926613570568	0.45636564727487	0.574657394992873	0.398541452362504	0.465875247666686	-0.0115002345867856	0.572666941419509	0.620663663955778	0.472618075961709	0.671697265146746	0.639187991808679	0.733703798521402	0.375792853977232	0.377557411955571
TNFRSF21	0.331901733024082	0.569269140535592	0.478578452227465	0.859967437363794	0.790551855770061	0.65939648435917	0.645573490569267	0.460032016166353	0.524036265438416	0.734412308109922	0.752986369976634	0.854912571952753	0.694343453933641	0.572211670331222	0.757497663856045	0.754486370314207	0.637248635076159	0.742882605742224	0.630596630230364	0.745331927931804	0.789305846803909	0.30381626740745	0.568629850161276	0.830389741708268	0.674691812809639	0.772293531891839	0.582749591230717	0.48736745945168	0.582824666329727	1	0.675554982268293	0.533321373667428	0.6902513290723	0.833988328322167	0.657351958519674	0.827830724772788	0.425765394501052	0.318044523484333	0.800296817855508	0.732502194944284	0.683458014494462	0.724851113200945	0.787541450004064	0.553452234078451	0.621268255219909	0.553274825213786	0.681148493488374	0.764308136041386	0.621435455598188	0.302950977350669	0.781001121168231	0.124349422392484	0.523894601861687	-0.00190903256337214	0.650791305632225	0.327309771361961	0.642128136130397	0.691109169735434	0.49098800881678	0.765007197725259	0.42621370441432	0.584462167157729	0.711528554620508	0.658120505312432	0.428989161581241	0.381587263615891	0.592169627562989	0.707205619305632	0.692425646311929	0.222482221903156	0.619296687539574	0.548920351714149	0.601494916428561	0.625042385327267	0.593059487640659	0.438576790801689	0.441370882599762	0.638507038632315	0.591142339803091	0.48745075820351	0.772798289133109	0.494638596886572	0.661402203365067	0.219775631294645	0.678462018503923	0.747590207571298	0.573948312178452	0.675098369845516	0.670958097015797	0.597265883502351	0.489673174822116	0.169357109725341	0.540617895655994	0.651723681400962	0.480541400070649	0.663005322357866	0.499603834740605	0.371774920522095	0.487884332417195	0.805890054088211	0.371005487039697	0.699932259824924	0.586803556689688	0.660813361507842	0.636078065630261	0.66566479653993	0.381988098574298	0.432267427012622	0.258262868627476	0.613801227859832	0.678192690584908	0.457652893243193	0.559361323391938	0.684698262267505	0.445300252501023	0.65270028120314	0.611239458642731	0.602228986169653	0.728031467367149	0.685372157265152	0.579219081869182	0.663208233853782	0.481165010272625	0.651760544991766	0.702142485759598	0.311466875780873	0.59119753698421	0.71452221933101	0.682032948686426	0.319009733389029	0.772601674344394	0.548466370635915	0.72448823179019	0.523440138482426	0.651370879121799	0.729545826040056	0.791122941392981	0.550421405600049	0.745573756556733	0.658197801796891	0.641244430570617	0.0994700690963695	0.5738484229788	0.604845835528874	0.743386117948027	0.712381496275563	0.623313567416424	0.730480124300289	0.600936138744369	0.62760990537641
THBD	-0.0134634524194652	0.242225742833989	0.0901520089125235	0.679179866170827	0.548651037488891	0.489919196143991	0.22331446496703	0.127698135783575	0.163864487691476	0.52586283709455	0.747346083395607	0.578171315581625	0.348447707112027	0.366222793784385	0.638080263928161	0.491306841951562	0.25247800481504	0.431017623740505	0.365907156628859	0.551858633626707	0.475189404064052	0.0348418798839027	0.284192028230093	0.779438821251624	0.474783636621911	0.54208988640393	0.315006339073696	0.265138894644392	0.448344746016645	0.675554982268293	1	0.212583929359168	0.659805870056337	0.688674679085598	0.574894580773538	0.528718792475883	0.0976314929262167	0.0461982688593876	0.595999035991127	0.460003563061642	0.624228362591549	0.458334922384784	0.704334079606963	0.134655740324511	0.516173005518764	0.547979856002994	0.457602751202544	0.420536172519173	0.297848693924943	0.394247561461615	0.625079042941158	0.0776909079165997	0.184717316931202	-0.138114680228723	0.369037095483828	0.0587707394559544	0.433997089117529	0.566318402284399	0.378784246670497	0.451197734045972	0.136540798907083	0.28008957634234	0.378258460864935	0.439292313078516	0.110060269061454	0.0383353356012962	0.326801642265707	0.398975888923909	0.457748666326319	0.0204462215906315	0.360601199371619	0.182880214185679	0.283182080257213	0.308267498013823	0.320303377057054	0.0794441282967454	0.151338993626121	0.276099878023778	0.325514281404546	0.217292643276422	0.544956391757554	0.172519447053598	0.354165216952461	-0.1299307925634	0.384161654473875	0.648174146905491	0.308323156474366	0.586039361977358	0.538051113467708	0.293018025163427	0.131270294527629	0.00604570262702643	0.171484272730737	0.30993346183731	0.186742859056826	0.63724823158	0.206324206662762	0.241248575358124	0.137358641461891	0.585255647737257	0.0879704024207793	0.378268586193032	0.294739465854948	0.492892782400013	0.248546608954763	0.260816684362489	0.040152584563274	0.164129806895613	0.0383591114199823	0.388313997770899	0.326482549951286	0.178262150968215	0.291432435780803	0.71926979895193	0.190642904568477	0.28797972376929	0.279736997762148	0.284805552404868	0.417040545218592	0.544326966034185	0.383107141067115	0.300078660423291	0.226612387778688	0.330176828722922	0.401964918429632	0.0981092202820973	0.289793519236567	0.428388917536687	0.352835217853508	0.0616106854690665	0.458349298629569	0.380726523971696	0.408779769746746	0.232730537930844	0.403163362723812	0.447601205483679	0.6124892104926	0.245348880737445	0.628853875961927	0.356918057438351	0.422503204590811	-0.183413032647207	0.352779219180259	0.346977927628176	0.589094654585337	0.651616162574914	0.344331386639688	0.560015898407967	0.361361918094345	0.294863871592502
TSPAN15	0.490479443400538	0.747490605362131	0.782925026602635	0.701111774029576	0.78232298830383	0.807288786679439	0.772537389573956	0.533767568619088	0.65274022509429	0.717079359591872	0.313633154848619	0.73653697865159	0.779299185727448	0.820604051948409	0.650460090198668	0.714993365918942	0.715273926704793	0.782636337535071	0.582654015268791	0.784406633902791	0.692243514815789	0.397715637823721	0.57817985289902	0.506218280100366	0.824657414063572	0.631229414938991	0.739081075785679	0.613615638521077	0.439474752318191	0.533321373667428	0.212583929359168	1	0.584401915278953	0.549226359807935	0.691558191361672	0.706217489950122	0.725162524295942	0.312037140716749	0.722239214750746	0.799552264073099	0.44244422280446	0.652039840835315	0.624838650354709	0.657377728252081	0.351092415124872	0.496200808206028	0.572645533319411	0.56291848473379	0.803056195248634	-0.161099924824242	0.435778062325536	0.0767430102436941	0.650909376681946	-0.0690285193001545	0.728353677934006	0.169250510050704	0.680644683330911	0.428874413652033	0.183352422534267	0.739593363756794	0.375101206012699	0.625860980179674	0.646979075527758	0.764628250082749	0.567463652883201	0.519873066168658	0.749873658765839	0.618353919132965	0.765602048883683	0.331617341067008	0.797805722446808	0.616021169020667	0.83364861977866	0.518117526526214	0.565311141771868	0.587521829816537	0.421881762257971	0.69707441895	0.861228585233643	0.32624671412419	0.742822982352391	0.448124716866542	0.509322016007613	0.364188343306015	0.404897151155478	0.369528887459648	0.741534300995104	0.47708278278807	0.674506912761341	0.699240286900916	0.726348496928525	0.0208061353003399	0.627104114860171	0.716156145960559	0.815292100165269	0.572046256625048	0.79114727393793	0.723366451733715	0.787632036016872	0.703266812615973	0.650292804934194	0.724376787801097	0.633654160072774	0.548377644012458	0.645004755949133	0.553131916992304	0.658564093175331	0.505012089112538	0.513305502053511	0.797414799679377	0.667393889898129	0.495109940513415	0.688862024833963	0.371489252827037	0.611183662287815	0.530196840158653	0.795036992305819	0.783825864787874	0.684086167669564	0.580183317609421	0.66383165489429	0.677206044791776	0.637363333980574	0.805763548974548	0.691687593615127	0.119849117070362	0.855884807514955	0.74146049292789	0.735530215371726	0.404532406788971	0.6285570954975	0.26718555905114	0.618157372963279	0.42816958025751	0.580616393838063	0.694893627946799	0.413353701629813	0.575764547219406	0.66326126378636	0.795240994681571	0.781226509514332	0.213203604660494	0.680716027590504	0.832827970147554	0.718756962697867	0.356901839538601	0.704053027834918	0.627842798623054	0.757160413366091	0.763939744174459
TREM1	0.2453359147789	0.634470271697118	0.470551230495714	0.832717008927628	0.812514265196761	0.772166234699968	0.559550084646591	0.398913448919233	0.492038107346531	0.786444037938388	0.623832318972808	0.728959670097959	0.631085749089618	0.691847484301792	0.843296901870382	0.738613270723349	0.509031146288811	0.727211006278219	0.67026697058383	0.73567000364453	0.673828710924956	0.233649003478734	0.464389441372422	0.790682085312217	0.769742363459703	0.710563194939	0.548777782495754	0.541891190976352	0.570159255463614	0.6902513290723	0.659805870056337	0.584401915278953	1	0.809347410778964	0.836805717351923	0.742885190900182	0.44490241056971	0.241239654201057	0.753266835780282	0.766160907281321	0.641050060848193	0.780695690952013	0.817796740131273	0.517651643566788	0.525340687175129	0.649202276890887	0.569296701773522	0.540204772945244	0.577512651237887	0.0356402883307295	0.717930201768721	0.0109791742308955	0.532804676133839	-0.231062431264816	0.72004777552075	0.0419418855102517	0.787246560644696	0.524756351224542	0.462535027853136	0.663191150964732	0.199558899572422	0.470470728084991	0.547505860284333	0.742912639493558	0.308096999888009	0.336383585876958	0.670630165459195	0.605663722857633	0.636782090157647	0.0757237123279194	0.62767329830512	0.489703405113287	0.665058976182595	0.447927958234836	0.655442901485836	0.408366955380279	0.32765024834531	0.474021795865204	0.684512164269616	0.360958935322682	0.718941901277754	0.314668789541618	0.409287134679875	0.0905649527454836	0.430805195867301	0.567602987597055	0.660283271664918	0.735435658999816	0.780365699305567	0.555265987596153	0.558124485160879	-0.0230486313880674	0.507735554209351	0.55418184837243	0.526901049926291	0.747028664738052	0.606511382407628	0.566562565940071	0.459350596926277	0.73708803906877	0.327734645755796	0.597156321391573	0.448037565827371	0.695745925669298	0.473497068159673	0.470178811152925	0.286246797758733	0.448702390627076	0.396532132391223	0.737887913243927	0.600153861588298	0.384769124737739	0.590956217273414	0.647658869158106	0.491158316942432	0.454121388250256	0.641744189427577	0.656833284150879	0.767798662995202	0.607384934514947	0.68124482905943	0.580481301307043	0.550629804741553	0.623053048906018	0.695892361828212	0.0904130141535438	0.62340148821553	0.743380933509507	0.564184965560489	0.313774362673001	0.588378213466785	0.347691539085867	0.514332946159135	0.453957781177011	0.726759124243865	0.63009695053545	0.547816060437477	0.483031729174101	0.811958597228081	0.617536031868592	0.664797720317113	-0.0671672737410024	0.615377452348781	0.713458608686847	0.771563917551156	0.681504665892802	0.682499088123008	0.756667180565165	0.618971705938342	0.549373717915436
TNFRSF1B	0.462848927895521	0.68240436154241	0.595753882621653	0.914949943842945	0.854393241391555	0.793933185273167	0.701345341205712	0.605152839772282	0.668094878515794	0.82261599176929	0.731174489143374	0.855444315387477	0.767264167029615	0.664805871645652	0.875858163513704	0.874975632045487	0.66475173477193	0.846256396002585	0.720593127648575	0.794667411570822	0.792146566288041	0.421705285268681	0.686008228375969	0.890448894599908	0.72522610142484	0.779381112388579	0.636362437961019	0.584892032357979	0.65559217004117	0.833988328322167	0.688674679085598	0.549226359807935	0.809347410778964	1	0.812735297278693	0.876688326161103	0.592658551762519	0.214584499826191	0.797209576867087	0.835561431646757	0.75231934835062	0.839226669369663	0.867771493190243	0.64415641810104	0.645840407709597	0.585642972882934	0.791348157241939	0.677966248203736	0.668738675379129	0.293438418955265	0.878319218182615	0.23045965847308	0.644331378506876	0.0519158470480775	0.759146063172687	0.103186503704357	0.778254320493951	0.610248079597126	0.618406924663055	0.744754023303132	0.459603736078508	0.602180697347976	0.758750174889075	0.797052583361349	0.540478471764511	0.457299175213586	0.654781314315147	0.688790372659177	0.731970724238477	0.167381420022863	0.727309870892041	0.706293300252179	0.738394780893294	0.592117913906342	0.702765753914384	0.573541387145918	0.506018792291681	0.616200694350124	0.696432504495975	0.466083810979725	0.800285041664153	0.541261835905149	0.666122952244423	0.325011222592163	0.66722795629742	0.791228090805649	0.700891289437	0.777157224663034	0.725742766303875	0.676738778386845	0.5604698953812	-0.0266339098000655	0.658592721429282	0.724480480857976	0.581872080593751	0.791829592888202	0.618722245671166	0.514862888871623	0.567259931294305	0.806402766704667	0.326986597380025	0.727987097083954	0.673801249628557	0.677373630710797	0.663498447101605	0.691222048824218	0.482092074420131	0.443538261703556	0.305129661116459	0.742791766777509	0.742305155645143	0.415246979912954	0.596480784398932	0.727618987460588	0.593075710909304	0.599333378810381	0.750236379914736	0.689712653917519	0.795987318052085	0.741643398139222	0.721329184034869	0.670043931817944	0.64126816750385	0.750358638795742	0.805783075906651	0.160471555419454	0.689694799154446	0.858908102083543	0.703675148464763	0.390497884844554	0.713958905713813	0.430488062496626	0.724299509239552	0.581525219237916	0.793279592988503	0.77568779845715	0.763041353508041	0.568499454251064	0.78210219261292	0.713643888986343	0.70465480589794	0.18635679924142	0.675713817179455	0.737256067730234	0.784493854215952	0.753600508174103	0.758401114148796	0.819798054540562	0.706477321834491	0.632029237838163
ITGAM	0.405123997998417	0.785283234807018	0.672336267038995	0.847180708543946	0.873351689889313	0.874161298182574	0.711403398122578	0.535802397138837	0.646516798524658	0.847844222576605	0.521151111644055	0.772259661902273	0.740584709748102	0.816493658760203	0.851968604490189	0.810744563479154	0.66304433461342	0.821680576485043	0.770988675815863	0.808715762830247	0.725476248033388	0.418474058251099	0.588312315059267	0.754077315039865	0.843640578303507	0.721144880592938	0.672175237281277	0.660091810352957	0.583780511227424	0.657351958519674	0.574894580773538	0.691558191361672	0.836805717351923	0.812735297278693	1	0.772468103959725	0.64124398380291	0.214981155202448	0.785446542651277	0.845553841091804	0.59735827731858	0.780315606740575	0.815931514651934	0.667452594364515	0.540733486217085	0.681725319663573	0.620843860598322	0.558631664232383	0.662513310755293	-0.0228510837917793	0.705237178891071	0.116325875691735	0.658562756428344	-0.144004574979457	0.738084608660851	0.00652209521292082	0.790241919293515	0.525842873793747	0.408982984264035	0.699557556893812	0.314851592930785	0.593483659263865	0.653418485314633	0.802322344977692	0.505119772357461	0.514761947282982	0.716017053737471	0.638242052482516	0.709867090429303	0.194943718288915	0.709185932829593	0.639968418049261	0.805648914166731	0.537386210572954	0.663268857658197	0.578391914732588	0.434356632348844	0.605584378933521	0.790191924529763	0.384056008236373	0.757608197933066	0.408382697445642	0.512933932846382	0.32211223897155	0.438093912470944	0.56472983189926	0.814411980372087	0.730603139390015	0.785403480892215	0.671978784330596	0.604934317206175	-0.0626086212029307	0.651412058348527	0.699757164642953	0.738215790403713	0.727380723363862	0.721771437802325	0.662708694207964	0.628233399271985	0.738251802149437	0.460609038338963	0.687855731119802	0.575507923279891	0.661308593346293	0.613260536310452	0.546119428712198	0.480661606301492	0.53648576868864	0.513121462392239	0.84845846466857	0.722761113516162	0.461716110817398	0.708047677390319	0.572671480529767	0.554770931792237	0.512821673704519	0.776508377598365	0.765461996279425	0.77631544179521	0.616962663871282	0.749253851079614	0.679862692724663	0.695855256460573	0.767923178967682	0.787967906209224	0.0747065413474166	0.755151563466219	0.843451229571543	0.668693385109501	0.440221270518776	0.614106740379311	0.29960422034838	0.597500433056171	0.471663238494899	0.725634875968062	0.656966506700074	0.519287793584083	0.553228857253106	0.779603202791358	0.679574052307504	0.748225334631456	0.0540543974857634	0.746926909265896	0.845965177836997	0.812894551434824	0.651265918685533	0.792934520762494	0.804668344246945	0.697931850327798	0.606840256953646
NCL	0.578184556976177	0.750472403896983	0.724684470076666	0.920115192939596	0.91908168840628	0.829303353961858	0.841296764494883	0.665790560629571	0.736741330048374	0.860360705915984	0.605052904225991	0.915375922786253	0.874082361791135	0.730649660561376	0.848027833652586	0.884045495801236	0.820631252406173	0.933006636432599	0.74861476268159	0.837580396147035	0.899523554865647	0.422600398676001	0.723877443765254	0.7921612542	0.800481089346801	0.78516908987939	0.737549617858044	0.620713050459623	0.617596736411651	0.827830724772788	0.528718792475883	0.706217489950122	0.742885190900182	0.876688326161103	0.772468103959725	1	0.671509128721129	0.342205623463115	0.831409312710509	0.875943615115216	0.702583905501771	0.858043534354421	0.823617853393865	0.726786071337036	0.619036431006736	0.517873478127096	0.785323834537325	0.828673227126672	0.856540631455595	0.196683169077752	0.803234440569792	0.208091851925232	0.693357503505434	0.101269171866295	0.820690450419233	0.226475145485937	0.806940491579205	0.612927698203292	0.537257942971572	0.924623587690332	0.571642077622168	0.669615249881468	0.864142943082431	0.787323466512127	0.641082506620697	0.534351985189243	0.764213607969578	0.777453467919185	0.807953081213791	0.274189829620862	0.802950248650582	0.762418293068119	0.829718732706696	0.783022931893716	0.721287885684682	0.640957469695508	0.576541181370908	0.73123621775597	0.803385035990225	0.614660744353792	0.888948032948064	0.62173984667733	0.715479183852988	0.414452657926764	0.721240857622522	0.722030261640124	0.744736707553024	0.720312912592254	0.772537706757399	0.756349297515381	0.687112174478336	0.262511792453285	0.71904060859037	0.826147572995105	0.718295800846638	0.728641102509967	0.735040240151073	0.581565040431805	0.675942220926079	0.853002291593636	0.456401309860231	0.886559983021998	0.740093222517143	0.781175743846108	0.761590377366449	0.749199071052893	0.612573752272986	0.548269681388951	0.378432314394607	0.79609966238952	0.814501781873039	0.559768846785078	0.657827547955495	0.599976159270287	0.698799277309818	0.774314063400764	0.841780042521888	0.769049010826379	0.83305702779495	0.731961952730211	0.750420797633747	0.826162023058038	0.673314020468304	0.837200520161675	0.861343573157425	0.387939033644775	0.809807921895314	0.888623514956893	0.888563461634325	0.428463537301885	0.826970660332348	0.570974096464681	0.823250039335758	0.668368934797583	0.814298842472361	0.89697835257852	0.775379579526021	0.764427454352118	0.838171341028011	0.861416489350786	0.751151369137476	0.292864506092827	0.671489376543857	0.825858642359586	0.818968563467603	0.66740854147173	0.766450481037074	0.814220171575037	0.765642064860638	0.863385241023619
VSIR	0.800020167447756	0.761113893212507	0.890867828628045	0.589503348838997	0.67868475637098	0.755599445779936	0.807621664851722	0.785934125095778	0.840870842522056	0.663607889789538	0.176711825674064	0.611689793689839	0.797329487427503	0.652878770050305	0.637665958271024	0.73640211452189	0.734921361730846	0.790291046256317	0.596069933076829	0.641128715770816	0.602626824637929	0.574579825103549	0.712899738786018	0.401983917257956	0.63074108179704	0.511549468545958	0.73676681093978	0.593678122665197	0.466291877106353	0.425765394501052	0.0976314929262167	0.725162524295942	0.44490241056971	0.592658551762519	0.64124398380291	0.671509128721129	1	0.182255530311758	0.50213793814197	0.758194399392863	0.43387070300897	0.665496605720159	0.532767743118403	0.809929222194288	0.355065600293999	0.350643630611772	0.676857841861919	0.430919891883681	0.781992914582182	0.0163723952137688	0.52886508637693	0.339352069060907	0.698724636379814	0.258076029723526	0.682585761437983	-0.0202986244892213	0.649281508783218	0.308434327660421	0.458391117620578	0.61650823966761	0.562246254836725	0.598163388993887	0.682491128805587	0.741650042771157	0.8043387669917	0.679244995556451	0.629736737175579	0.480341945878423	0.681733137891247	0.326734930764918	0.759582615336548	0.85866517557886	0.864770182108967	0.500578505210356	0.649241750829627	0.799830567169798	0.607007532665347	0.619876979720641	0.786135194195845	0.380016335452009	0.627138145556728	0.585628037017369	0.506372427730676	0.675765221577916	0.455692072783354	0.390430181621943	0.749263205650961	0.465589257825819	0.52447216805797	0.725856715588482	0.649337027704068	-0.113872633094617	0.758101601787421	0.804129524861155	0.791086968226668	0.478393585392919	0.780255688398001	0.667808701218274	0.83724168656483	0.567456366529204	0.508889162382849	0.700837157650747	0.743544803844484	0.478403318946109	0.707776148099444	0.62456256824748	0.785187402297038	0.463914969553456	0.4701113826172	0.78912414467814	0.721119871396988	0.365365628346292	0.568119385356821	0.240889390009761	0.743070647481001	0.486190978863499	0.849283197328138	0.725497568381614	0.662092513207695	0.523622654501417	0.700095291462037	0.62514825914901	0.733521726411283	0.854530693582164	0.720456620194388	0.0215682057728866	0.840305595528432	0.784321751307001	0.725938590633385	0.510923250242684	0.512943932977606	0.105113093561978	0.543949934066121	0.468773210602818	0.652110266087187	0.678549965766803	0.338253012903363	0.567894131152353	0.486701875279625	0.775757015849233	0.667832214706892	0.573684611301134	0.660748456657704	0.820720314457109	0.54041857772056	0.349266088269261	0.786622234405371	0.601388434277722	0.74527361609193	0.702818839378294
