""	CD68	ITGB2	CD4	TLR4	CD93	TREM2	LRP1	PLXDC2	HLA.DPB1	TLR1	PTPRC	TLR6	CCR1	ITGAM	CD33	APLP2	CD44	CD74	ITGB1	C3AR1	LAIR1	PTGER4	ITGAX	CD81	SORL1	ABCA1	TNFRSF1B	HAVCR2	TLR2	NRP1	TFRC	CD163	CD46	CD47	CR1	FPR1	C1QBP	MERTK	ALOX5	ITGAV	ADORA3	SCARB1	MRC2	PLAUR	SDC2	C5AR1	TSPAN15	TMIGD3	TNFRSF1A	ITGA4	IL6R	TLR7	TNFRSF11B	AXL	STAB1	NOTCH1	SORT1	RHBDF2	NOTCH2	SIRPA	RIPK1	PECAM1	CD180	GPNMB	ENG	ADCY7	TNFRSF12A	CCR5	CD226	P2RY12	SLC1A5	UNC5B	SDC3	ADRB2	VSIR	TNFRSF14	TNFRSF21	ITGB5	LILRB1	ASGR1	NRP2	SEMA4C	PTPRJ	LILRB2	TRPM2	SCARF1	IGF2R	CD63	S1PR1	CANX	ITGA6	ITGAL	LPP	FCGR2B	LRP10	ST14	NCSTN	RXRA	TSPAN14	CD40	IL2RA	SPN	KCNQ3	ADGRE2	CD300LF	EDNRB	ITGA5	INSR	CLEC12A	FZD2	SIGIRR	SIGLEC1	CD82	TREM1	FPR3	TNFRSF10B	CD9	PLXNB2	CADM1	KCNQ1	STX4	ATP5F1B	PLXND1	PLD2	AMFR	PLD1	CD69	CD72	EPHB2	SMAP1	FZD5	GPR84	FZD1	CXCR4	THBD	RYK	JMJD6	PILRA	TRADD	STX3	RACK1	ADGRE5	MCFD2	SELL	CCRL2	SIGLEC10	SLC16A1	IL2RG	LAMP1	RPSA	ERAP1	PTPRA	PILRB	CD99L2	NCL	CLEC2D	BTN3A3	BTN3A2
TLR2	0.797936072550835	0.748171777137456	0.888754283862423	0.872254819797687	0.447560524417121	0.82493789918725	0.903863137153353	0.951460415999829	0.4711765200931	0.828580586055542	0.754203085844919	0.674693220731741	0.844807592802675	0.588516458752236	0.722805825312987	0.771054338444356	0.430341976910006	0.71100983183018	0.789014551076328	0.915447181790078	0.908176046775818	0.764419256706578	0.628412035341626	0.847797267135613	0.861243583974425	0.763510163423944	0.874128258944946	0.858687005010019	1	0.703812325907192	0.779480943038757	0.912747148714611	0.852572120452194	0.631245117193721	0.566702975305715	0.82035600075528	0.338076093143708	0.869894212876634	0.741974157437096	0.905322124078597	0.853077645633559	0.792709070274544	0.477669350290224	0.765373969135905	0.720702483493207	0.764476395949457	0.693016191738876	0.629099160086076	0.846424750890527	0.355014928259858	0.714369503539361	0.872716486242575	0.640742699308037	0.696126835752049	0.799348987130037	0.800309006865449	0.758763005013968	0.879334530335504	0.659617754134788	0.829650295775907	0.722108444470356	0.766004962775562	0.561659649240297	0.55570065275798	0.771979306043482	0.838527317488246	0.372160093787897	0.508984232659743	0.43210966266289	0.415131288079446	0.533515106155447	0.678760865223291	0.615272022806178	0.658227021004597	0.760394401492481	0.683965350218149	0.739039340750372	0.609683418497322	0.806727196006874	0.240133203184714	0.782066462591081	0.766594076659371	0.813182203873959	0.609583189077063	0.87293892371544	0.70235585565045	0.762633314599956	0.755673263963795	0.785720142683925	0.720393890137354	0.807509509138432	0.508679339245197	0.705010481037705	0.369176658099385	0.809297101305996	0.431760198387096	0.800909219886619	0.565036859302612	0.904538561525733	0.512538077345262	0.535730282661865	0.188273484563613	0.426031362203824	0.789393346279084	0.814118180314501	0.782076912075818	0.428435512159634	0.483192415822838	0.191052872112639	0.407477897269114	0.575605699495175	0.546200153984029	0.669548120526712	0.368436036800889	0.689089560300926	0.74767963618961	0.563035609694236	0.701274553689838	0.596313627696222	0.799605449791288	0.797856141044581	0.416804036645793	0.694057620218024	0.765562229036798	0.650272458347277	0.727537190402419	0.531247050705583	0.708403674928136	0.703600680625211	0.72670567282786	0.455104981386016	0.698030019826362	0.7490377177397	0.674972187079627	0.506445138196726	0.769348325314928	0.691689692956016	0.763179281754875	0.703682728607131	0.700311101559746	0.556180582910652	0.541933932633144	0.676908699806799	0.52434013342178	0.755593344507497	0.873024636326693	0.461257630543735	0.262789031927863	0.809688830578807	0.422577444320181	0.694160960371785	0.706246007642867	0.526913054671029	0.663266466699721	0.477080164152121	0.236733801281485	0.776756588160941	0.794821557481644
NRP1	0.708680646868186	0.805796412899936	0.838838608612504	0.578507903733116	0.57947655918018	0.681832183420849	0.775397922783086	0.72236594627419	0.210787895143888	0.683742089525629	0.665673507598481	0.619899260184562	0.825992398056233	0.780505650941742	0.74457482785046	0.896762604737429	0.72019057214372	0.43695804059869	0.839834186575189	0.630552036106154	0.843796306543847	0.554072395287833	0.56078976118207	0.672670592094162	0.561217791715554	0.697688012937844	0.76142666198962	0.708439577833959	0.703812325907192	1	0.590980997876845	0.804964902572087	0.736791117163283	0.756300478336746	0.456045123184619	0.627611358597659	0.531484012888631	0.616611676751473	0.706634132156986	0.749802846250235	0.572609062824107	0.662547262353525	0.576476691801119	0.806506798334196	0.740708917809783	0.601974146755808	0.790256676362002	0.491233817371718	0.804111148674512	0.525978617639439	0.707597636587333	0.510427351244733	0.350248977726237	0.427890232918045	0.78897392016167	0.761596694993856	0.717636697849745	0.640458529175127	0.701451592556778	0.827452277722583	0.719153566420901	0.44125703749717	0.688993692546639	0.542523304221157	0.896274454000874	0.698249478887604	0.701383305632399	0.625085579733599	0.509831636623545	0.12588318906678	0.646233935277286	0.663289703053355	0.501626947047416	0.411460846605333	0.551747288417104	0.660515347911599	0.755987663769234	0.738887757745808	0.76718962990836	0.395523170925019	0.694087710171456	0.544218779982578	0.787760191891608	0.538943893355608	0.640821492372158	0.59361776278836	0.813840368114974	0.741238743095049	0.699409948001539	0.889452265342824	0.660668456123896	0.545754898011104	0.812583375167444	0.382963635506939	0.793873242020394	0.601190455950595	0.774875524679435	0.764827591364892	0.651079643222916	0.387668520050853	0.391888756412543	0.382687763897536	0.347530912129803	0.686588503983623	0.648105528898688	0.665586340863539	0.731049735471123	0.451280997420438	0.139569248230865	0.469681723259102	0.614679416931963	0.426914507262427	0.81841572255812	0.601245254559996	0.606212237034171	0.59805599630192	0.629899291239311	0.834376873806462	0.588630101424231	0.70209883255993	0.724185127151769	0.609831927432175	0.676917695185475	0.729257252406936	0.696047962931334	0.518115544162016	0.375668172546678	0.388383772029752	0.785061377749928	0.741021614707227	0.658268352429151	0.575249300469709	0.714505429690154	0.354924906719838	0.734714149437744	0.726997208765661	0.69737468307177	0.452874611173891	0.676832328096837	0.699869101535695	0.64658133661396	0.726865845959142	0.808934863800757	0.343471013726611	0.56742606049113	0.621359037025993	0.768385041589418	0.344994804283328	0.828464286440822	0.584636337878864	0.761367928210282	0.740737464792462	0.680840383109065	0.776659573906905	0.651053185418327	0.302272759078732	0.540862590866321	0.696279253761018
TFRC	0.78696017269864	0.530881138715373	0.698514238045636	0.746350416314487	-0.00816870088660768	0.710904217945649	0.770639280281494	0.760369837635591	0.368820001468369	0.500870202358857	0.550050170984493	0.281030394119264	0.72139325436744	0.385155622504205	0.450416896335807	0.747155393501225	0.268186930085435	0.506492106398356	0.716424242524899	0.79286557504876	0.742612951188006	0.817511835806371	0.754167830472739	0.789801123402009	0.69469854183687	0.853290489319964	0.811157278543956	0.788510531442811	0.779480943038757	0.590980997876845	1	0.781674390129273	0.670686566711265	0.436866209335556	0.746072986555823	0.781554233240042	0.19236873128732	0.866689979829148	0.548954273547539	0.722532162475459	0.808867013545878	0.829128149055751	0.104638274241683	0.838588342072604	0.83078531707589	0.9381052402604	0.53524968033865	0.756910370887498	0.711669388435958	-0.00973093479222148	0.452620154914983	0.671759614601622	0.675207699335357	0.422658193520879	0.616795147671824	0.671629137831201	0.642817392693542	0.734402414316575	0.513359510320845	0.643773594817486	0.653587650511444	0.658489192792926	0.343126753326303	0.752586717784556	0.560537896922087	0.558300888545547	0.348163898183518	0.265979187369225	0.407634803278291	0.49277794724071	0.401648261113266	0.343249043217161	0.520689545279835	0.781831854720131	0.482801407543402	0.594721390329405	0.731087790523056	0.335610807451856	0.474709557811189	-0.00115114249525891	0.912033789995723	0.597079293506595	0.484628719720721	0.257114376356377	0.665047496216351	0.519703751679344	0.666224508039046	0.757595315762283	0.648520897294529	0.575631243374231	0.573500534390294	0.199252931703601	0.529442243934521	-0.0189349159488318	0.688658085482706	0.0671540779159095	0.615236129410657	0.271054030913452	0.872710196527808	0.584758089438399	0.58806495068531	0.0549454358639168	0.00403007082995876	0.448119069101662	0.746212536432526	0.860131188326937	0.212608857680867	0.346636289639901	-0.14113427736968	0.173239819759433	0.341059851476367	0.361286270918376	0.652865502665512	0.296156715183342	0.442028815436022	0.749813407740957	0.682389808135822	0.408886228865063	0.475601071523819	0.646204185949381	0.840359416558786	0.237574383352151	0.384994834168106	0.641779360929624	0.411362093149905	0.795272737565199	0.671524845252802	0.691488138744481	0.421833590045917	0.614843763930396	0.195678408737499	0.801071992242893	0.594653206539985	0.779789749376725	0.550524493266	0.666593139763573	0.684997091762722	0.828723377141602	0.591570367798407	0.642906387950623	0.425418117268437	0.484784094827534	0.573156410986837	0.46505810003519	0.896299666836093	0.691500324597187	0.354645793768321	0.143551188217148	0.798769677685529	0.245679756073802	0.360406992465242	0.575893076396653	0.367014550134493	0.501759597808546	0.361025580950679	0.0642341488687338	0.61508777478127	0.628960774871851
CD163	0.898303992672842	0.812176926047633	0.943305697795327	0.860091958518621	0.522027072332988	0.789287691888884	0.947546191254635	0.913529857309093	0.448511881083076	0.76403324169901	0.70517566358516	0.619294262869588	0.845421572052572	0.674660927500142	0.729107953235217	0.86609774334494	0.542099479781394	0.72864833337877	0.822835091577256	0.889528920948255	0.939508460072105	0.651417491438472	0.607284978948922	0.844718320286843	0.756153562719645	0.83267086360018	0.906670812983541	0.791658501093877	0.912747148714611	0.804964902572087	0.781674390129273	1	0.877362270406888	0.652930189512975	0.731836353827562	0.745835082818932	0.363497721191268	0.869677566552207	0.729878212769042	0.885170214790673	0.801808657620609	0.843571057976152	0.43638176008452	0.823356386174322	0.805924319694359	0.818656477147443	0.674818429328082	0.560231028721028	0.864106927452574	0.39762476859697	0.652672164950716	0.825191467255914	0.472420847662008	0.677773388218695	0.884298171413763	0.78894014319098	0.70461700748828	0.794127523134785	0.758259596709264	0.873758523010432	0.693448561903478	0.810308201164396	0.592999195583727	0.705385215569243	0.837318416562871	0.765646074600761	0.400337111436147	0.549354283871233	0.41787401223917	0.197386523984316	0.534919743544434	0.675732521457373	0.751389139042463	0.531775899733706	0.70350128464226	0.774260324632626	0.858073989704647	0.719408170793633	0.80165962770005	0.306984934098162	0.749742930052072	0.654968803415468	0.839256054988807	0.710899056782987	0.788312271606253	0.726307354300987	0.845984642494165	0.785588975793565	0.736927626158262	0.801570662027992	0.767602108345644	0.457762796401372	0.715586280879789	0.479717465745198	0.862680018673463	0.473546119106139	0.859784568517445	0.626802134358201	0.871630802839288	0.453364488022988	0.698726464914544	0.186208563647572	0.359199494058429	0.763204398623903	0.883492381180126	0.852252548237221	0.504706644039523	0.514074334383413	0.173084071685675	0.446145995382868	0.596540951632773	0.663918845608806	0.742495099286863	0.427133941450188	0.785578032291048	0.635698683190864	0.684782628814034	0.758211116879274	0.640610266273344	0.833495563587722	0.74972725722351	0.455090631685738	0.771212158337222	0.762572020483627	0.750115845020623	0.627101670363863	0.381843650009352	0.754615395542473	0.757762646176018	0.733952557478511	0.525794024452261	0.608318212120134	0.707080201722068	0.6724117599103	0.639311808209929	0.744205987956842	0.636374043504105	0.711217463807467	0.693267147337982	0.708664902594696	0.564734711645198	0.598499854768799	0.705036124552078	0.495484965809466	0.73017919507761	0.845137321639001	0.501069777568791	0.257329783832757	0.923313929972216	0.442830656328914	0.726252290011182	0.675150975156414	0.483462893090772	0.695387461523884	0.498714009705565	0.188905250134091	0.712043721896123	0.737265830168295
CD46	0.809186028729599	0.804252331084577	0.874004805415204	0.80416831206539	0.565665879504694	0.731824207596756	0.882475637302478	0.87835473743324	0.60276283156547	0.807131622386318	0.795905265287571	0.72805749492582	0.769450497338746	0.653258296672211	0.756906696614993	0.79231989500858	0.627499444522643	0.79653400947368	0.84016749789443	0.797035145880012	0.865380236699365	0.624407085962824	0.599692397888898	0.79789496258885	0.734557419726055	0.739960677564496	0.82462134174964	0.76258425199751	0.852572120452194	0.736791117163283	0.670686566711265	0.877362270406888	1	0.785649915615295	0.579660014118147	0.654804763649259	0.458773691585614	0.741967781540635	0.753008234141489	0.851038738766208	0.701538478498861	0.808472749625414	0.64680127371482	0.706720766000041	0.71540309453669	0.648271864233856	0.648039571170496	0.432271227114809	0.834973250447771	0.520171039955416	0.717462796251066	0.786708848794116	0.423208791274136	0.777434151415181	0.744714244001086	0.766171591877984	0.802636344826298	0.7186351864979	0.821383360686735	0.862317322440032	0.768342969930291	0.773286017908823	0.629507098991203	0.621574778620208	0.771484141675476	0.810249381162231	0.499819394667289	0.636845478024478	0.56597079163015	0.165558335178548	0.620107729469835	0.751439471822645	0.710747720342139	0.449731961695545	0.739146697658512	0.802595800534203	0.771557944746219	0.721341250026922	0.787338773607489	0.37714627850263	0.669460758813688	0.681042646560994	0.826665477280265	0.690274067985863	0.765720694096332	0.716513109034419	0.835499878283875	0.762883991846862	0.681809290903346	0.807493003072398	0.809366679857924	0.619453531721639	0.815490079017818	0.596823016754438	0.872148663591826	0.549954849607148	0.867325872945177	0.658242689772132	0.81439452956162	0.567555737298684	0.590503866252345	0.328432775257838	0.473668692499667	0.780346181143366	0.818579717883542	0.744611356700865	0.55683678023076	0.609679154256559	0.409505511295049	0.51066616522751	0.684333024697342	0.616954446893028	0.75640586955925	0.411191544217361	0.747784321832823	0.590634727728488	0.741236202565527	0.788472855546772	0.805386127382702	0.769163664876778	0.7337142788646	0.531675397972643	0.769381430431593	0.801688714226768	0.815271175061944	0.558828402454663	0.375546067347802	0.745369117678667	0.75208813315096	0.775862769399088	0.599004103172427	0.496876833132888	0.783795898928034	0.633121640231411	0.498314725386867	0.781073967338543	0.606963238961606	0.626958580054052	0.762073505422573	0.801619892468137	0.648510228443745	0.649406213116129	0.774847698972725	0.568922419597434	0.613691305414578	0.807775517815738	0.579573517600784	0.471696918688574	0.838195137931751	0.544884877511552	0.807440417917157	0.796439101922267	0.591881672690632	0.783100897728211	0.564150234717874	0.380636612442448	0.787298640408219	0.804879411778597
CD47	0.574784854970976	0.84772009216465	0.730581603729098	0.459826085769257	0.588164142094243	0.607801196159805	0.624702849612071	0.66360212223325	0.44857619965874	0.741576788955229	0.865956893737059	0.706169422542244	0.746486718185758	0.826518923932144	0.825044930637327	0.758026467304787	0.821342642683525	0.540676624018252	0.788280077799302	0.541758935955171	0.748959212150111	0.464939106369167	0.439439725448827	0.636319811222603	0.474124885681696	0.442612394707496	0.551260278989086	0.657294755092726	0.631245117193721	0.756300478336746	0.436866209335556	0.652930189512975	0.785649915615295	1	0.267771972749252	0.505161260176542	0.820296994975544	0.375267647573546	0.843933079723753	0.627163121486237	0.381367256946958	0.57785838387503	0.743584124597474	0.578594494316912	0.537872051525232	0.348846154953575	0.646823976089188	0.294506305741973	0.815278752057454	0.806321958328922	0.828750556630961	0.467695212591035	0.247896466345243	0.515049669484086	0.509865393494819	0.701353055129376	0.820505170693901	0.51162831312862	0.776844686511418	0.831166006687505	0.840847218241676	0.40630530644641	0.858902875923607	0.397639962995363	0.767685633981094	0.725123183278131	0.71812874617936	0.774918264250961	0.667048608877278	0.0982696886136672	0.870603701467606	0.674842038642341	0.352060957348042	0.306618551749745	0.635780033832804	0.644762444494242	0.582515887604217	0.642835684061952	0.784834839855318	0.706745362670034	0.480857904657205	0.59910914411741	0.719993344617061	0.58339077773356	0.651843117306916	0.596507059035185	0.667513909208698	0.729742078424516	0.653036723272784	0.910862004494374	0.623478351960862	0.755668225805823	0.793892704877321	0.589595192533433	0.781864242673088	0.780324974853373	0.831597172277415	0.813732607637792	0.55033973784241	0.460286693960993	0.247045079985632	0.72408345320872	0.353545424835696	0.659373228073648	0.598214076913482	0.509945179834274	0.797886013813421	0.635548873398617	0.595269080704296	0.712589954128041	0.800739726230085	0.367128610556966	0.715369910391539	0.599016255277209	0.602042001611337	0.498195310440367	0.65478564736737	0.840854290575821	0.618574426435297	0.629461139146633	0.681419979463337	0.86574264320256	0.609529517480472	0.731637991492403	0.741802648154774	0.361533344061716	0.294914636824272	0.367809389951969	0.750581821138355	0.860102586076586	0.755165360343409	0.413446600368165	0.704144499869026	0.308250507607696	0.491876918864162	0.729318256397993	0.70756851369076	0.317522234472149	0.818822642749203	0.760003305568814	0.872578531599319	0.84019236882019	0.902239320074747	0.551223515489913	0.442383238990009	0.661659605352784	0.868649649618888	0.608879429752144	0.653175917557843	0.864799129205446	0.860759814519686	0.916834830949836	0.675512621231426	0.876804780197286	0.877925971080154	0.420742240562114	0.562487678994731	0.76368675270807
CR1	0.737844091489769	0.366460599443524	0.580461443923006	0.696700485335536	0.121549249676622	0.369962632213501	0.685084802844074	0.549467255780708	0.308216631965723	0.263100367549051	0.255740467641753	0.154772738989074	0.447906340154369	0.273448168496679	0.24151739637294	0.560798368551105	0.292485634216506	0.527171460834496	0.433325035391557	0.610539167095136	0.557624284186357	0.367240657796568	0.429998960971386	0.531502835074236	0.344219341691804	0.780564731069705	0.605814317629804	0.391325009883144	0.566702975305715	0.456045123184619	0.746072986555823	0.731836353827562	0.579660014118147	0.267771972749252	1	0.39305377136365	0.00407553878275937	0.739915744798716	0.288366276022951	0.507174898810602	0.565681213568701	0.783722564744673	-0.046516556162394	0.553626578787969	0.63292641377532	0.806579233956673	0.197660130556058	0.346058852755553	0.516537730506938	-0.0202524481588042	0.162185120531781	0.598987549426489	0.182167466395868	0.383512967557069	0.667891843515359	0.495629410612775	0.313298786487236	0.429072714443149	0.578226131281644	0.462249152325605	0.329797950739412	0.764597125493164	0.183162562568089	0.797723319216341	0.380431180047653	0.364065528090268	0.0887612786921086	0.115204794979646	0.115776421480449	-0.0197432417255191	0.140595616824498	0.192652176980836	0.758488330295813	0.37047478547193	0.239319013375671	0.625796565251204	0.754606874142823	0.365650062706878	0.304450447474209	0.0303778046193759	0.604260157534891	0.316227928527701	0.403171471340807	0.426401854380165	0.403544510567576	0.522746111030948	0.627740850550822	0.492614862774968	0.344455811458198	0.414960130120938	0.337878229199674	-0.0668362997432552	0.382312396067996	0.220293609486629	0.539308433690135	0.0292571504620485	0.523333644025517	0.170015285459177	0.656538398986107	0.331042751616429	0.867639120900174	-0.134148991093423	-0.0848195524686785	0.300354515234231	0.753688740971058	0.799480535553125	0.137930738187084	0.392096374494368	-0.111007972563805	0.227708481250606	0.187124200722181	0.661465488173418	0.47139784118097	0.101529965332718	0.62069008181085	0.294008381354781	0.648581449471977	0.335351733579216	0.438650151299101	0.492681739949441	0.447655176751329	0.0701601335134638	0.503093493868026	0.419376761614944	0.448917305131237	0.384009759527225	0.142311648475235	0.707722520235273	0.343330715886904	0.357008906176203	0.249466625109776	0.326783788992045	0.34031486792299	0.7213585813664	0.427003766154435	0.449051124571595	0.247312166004091	0.546460987529526	0.337375704319655	0.456904548271132	0.179487634065401	0.293282050976596	0.326044504276163	0.363713735564986	0.592071125650154	0.500795122924227	0.117873394391363	0.0119691994133123	0.727213179645129	0.0389066211358138	0.282772027171747	0.2602223970585	0.151749622558633	0.344632065368495	0.124420405171577	0.021584846317412	0.405818676551141	0.342901923169868
FPR1	0.734084980348269	0.708889062469757	0.778143385538577	0.649021764602767	0.144575276892283	0.918830827473638	0.738604907495625	0.827177830074585	0.463340171620024	0.71081642871425	0.731678301903664	0.406516229413319	0.855709303264217	0.512141676086418	0.696996182197463	0.783519229846767	0.234375265200716	0.555718733734973	0.813520412922462	0.844113194950434	0.824073981637044	0.855950034850509	0.671048143457829	0.913571926749905	0.882439435261107	0.630515315442776	0.813697886783531	0.92847389218899	0.82035600075528	0.627611358597659	0.781554233240042	0.745835082818932	0.654804763649259	0.505161260176542	0.39305377136365	1	0.37511751195562	0.747450073797928	0.730451339256102	0.81887646904483	0.877431096452635	0.61744309928182	0.300949223276352	0.848183512180256	0.758193036408236	0.760301884680518	0.753873889843487	0.878864479544731	0.78852186319951	0.156873224590068	0.591017455340961	0.68658511025579	0.85726632088283	0.514435687256596	0.582736857240992	0.652368561002605	0.715604993411701	0.842229215964531	0.416118540469478	0.736774421420168	0.733250052506195	0.534058668733785	0.48453673597659	0.482165798885784	0.694541261130105	0.606596153319741	0.450142684683309	0.429646313106138	0.526482329769799	0.706739683481221	0.565330864051412	0.561680639653805	0.327224975576206	0.841495102919197	0.747268993392229	0.435333603310234	0.582064761994739	0.340334877102112	0.664996927581439	0.110534073807765	0.796077794360196	0.695430669813825	0.58536921799467	0.332117820740147	0.781739945718568	0.450370684792461	0.549595122723691	0.850720521914532	0.80862819721626	0.65099693457243	0.746022256249692	0.441601270528237	0.538914071619634	0.0348174999362526	0.762188324072135	0.226429017314765	0.651930135757821	0.375716007959221	0.813861267738001	0.5912791725592	0.317402058199611	0.178127466969959	0.159196536368643	0.549905112824401	0.697585005413005	0.72250077231373	0.275582955731437	0.234902543948591	0.0397781389966781	0.230861546117162	0.554709829240463	0.141994795293978	0.637887889870349	0.41516003049545	0.33736814906508	0.864717131961675	0.448326757660485	0.488395162942985	0.432973972301367	0.767150066288963	0.81138281884699	0.40453422873785	0.320912164568133	0.688875909654416	0.372092539683731	0.830465034520962	0.744924833094672	0.57228693017097	0.499148297646657	0.770813581830538	0.182397811599907	0.885961890835073	0.658465978867447	0.579912384305848	0.597607840721312	0.744431747436475	0.829572073920998	0.852845595189537	0.751645826968718	0.545384548432806	0.618357282636355	0.501788700210612	0.68375028962541	0.516190894433568	0.833718014426322	0.855190196227984	0.444842418731433	0.196733945888537	0.73536947423897	0.450904445399013	0.48087155792453	0.691563881978872	0.354798925944691	0.561075117825191	0.497649032940015	-0.0125103346497952	0.642466763317843	0.783970080214082
C1QBP	0.302995826544744	0.749384735019663	0.480488680468081	0.114493134977151	0.404702654472071	0.437770956790644	0.283488500651276	0.382081025743846	0.357850398723482	0.551199790269962	0.783393265256299	0.462016727917871	0.591992103065228	0.846660858153405	0.755572072268996	0.590595701669814	0.674093557665888	0.305933523267317	0.560013871037295	0.267939009146727	0.519346286854201	0.291146768712239	0.21309544346803	0.442284943853324	0.228287374231047	0.0624401820759008	0.240916167142006	0.484015058414825	0.338076093143708	0.531484012888631	0.19236873128732	0.363497721191268	0.458773691585614	0.820296994975544	0.00407553878275937	0.37511751195562	1	0.0461111383088596	0.813119138542555	0.302763930198167	0.107189297928278	0.282645996686756	0.551156681739688	0.402390611098205	0.330023823554531	0.083290657731946	0.494685876057431	0.183303883761413	0.62939331327825	0.802533166076142	0.686389867552394	0.151301652405455	0.134858723870434	0.226155400181495	0.191606765551449	0.474716599338622	0.571573024129246	0.267069335653925	0.557185086225948	0.63191439644002	0.694588919112017	0.0636302259688192	0.860590929034147	0.136151430862024	0.590965619591182	0.452459809188395	0.626099181527025	0.72325602283554	0.669428752403034	0.107066020580793	0.894089166754771	0.433912084861262	-0.0333913389134898	0.185245598008713	0.499558624022777	0.325512231170824	0.336923963241054	0.351509024755357	0.621196022073559	0.86477575496321	0.201657155254853	0.404253479119287	0.460582234902432	0.39559011188539	0.441760009249023	0.355912641210538	0.27861496370924	0.569468264896947	0.494965646823968	0.772679388219822	0.358036961607596	0.669639267455897	0.475691539174209	0.463160447284605	0.539357009950713	0.719413597427238	0.607412483604196	0.690415286403408	0.241637620566866	0.305498110210858	-0.0217873196525653	0.875947154780756	0.104530488575592	0.363762458342695	0.346440464650296	0.224286169257003	0.734324115912868	0.469602803295053	0.654271579651773	0.709372979630885	0.766400454840917	0.00798225206159098	0.46006750365247	0.75071732549545	0.28888692277743	0.350507915385518	0.348276872472066	0.610956844775238	0.28553548458901	0.454657731381175	0.475291362133505	0.976380550109579	0.269594028556936	0.497450419806499	0.46823264135531	0.144772623774822	0.201868421445982	0.0439069461415137	0.492452583731604	0.781186935195032	0.602176785584312	0.33895451139062	0.450789743508796	0.0550295659948051	0.482530296046915	0.464727718675384	0.677071713120363	0.0657106565364342	0.730266504653344	0.490898023606422	0.933988866603842	0.761445427509681	0.780491485700361	0.487345467557224	0.286343343437299	0.521692700508199	0.816577132244231	0.508528874651427	0.355031481734225	0.981578142848704	0.645570138567445	0.757114447597149	0.424928573209518	0.670052998190538	0.971455314051988	0.204551053469434	0.244879403626646	0.553741507643347
MERTK	0.802101411056247	0.525837905122333	0.788107270759221	0.912934379502559	0.226505477028025	0.71884131294627	0.866317791884236	0.870485732540218	0.370781723046338	0.591431688608251	0.498165941080492	0.446245239012214	0.708313854147428	0.357020548469832	0.483117143130915	0.683798276009182	0.227988348033123	0.638456078727821	0.667062885291993	0.890504288156707	0.798896856840964	0.748028049104744	0.626137648626738	0.776395881288833	0.795913290380675	0.873823812440166	0.866811501666699	0.744099701880105	0.869894212876634	0.616611676751473	0.866689979829148	0.869677566552207	0.741967781540635	0.375267647573546	0.739915744798716	0.747450073797928	0.0461111383088596	1	0.479506131672537	0.839708936846935	0.904213025287553	0.850026726736448	0.226747084349075	0.740426283543655	0.750242707058883	0.880303893864584	0.570034871323973	0.655882153586252	0.716668672904133	0.0249237915100899	0.463995993606544	0.840994066117077	0.613394949937492	0.607415780703447	0.807542135071877	0.717511435396698	0.606201780286001	0.845845406100929	0.544411214305979	0.660373636367855	0.559001143773466	0.806886100223894	0.287631148329214	0.66624541792556	0.601679066797483	0.68243411336556	0.214376159309922	0.229462311134948	0.244921855338301	0.418218321777423	0.307673319107135	0.517965733214466	0.713912626202068	0.687891520876292	0.604720506861174	0.61755022848999	0.749375565810531	0.501423645008246	0.578701055872501	-0.0615024737238959	0.847658580272593	0.634795278371388	0.664369889803351	0.450056788342286	0.756723828503701	0.634563488398367	0.743051978543642	0.655715590428507	0.682687347015424	0.532061589677654	0.705275395708295	0.203950321732632	0.581257419349339	0.1676684774979	0.717354752101364	0.110437896533423	0.653207297746518	0.322764984737682	0.919528788208182	0.491991945331607	0.677945060610536	-0.112491657597877	0.302885882063547	0.610470083524421	0.775160706137901	0.83868887821923	0.169039818757985	0.37437873141088	-0.135667974922833	0.166645526514835	0.33197503194884	0.555516213295773	0.586561564156795	0.179747349096762	0.597230814123773	0.689780844506291	0.569079434849677	0.500249636399266	0.542514888967849	0.693320837807533	0.723624948163461	0.126351154480147	0.621274979121316	0.64412121205541	0.539346873435013	0.750336464864616	0.534132895908701	0.758600397802542	0.53665982188476	0.511820678265507	0.254659575187395	0.682200737721983	0.656736079226229	0.789546268353552	0.46524678128812	0.686413843542497	0.537320615174674	0.809341489913675	0.507663824789456	0.59012299512482	0.285543603884905	0.345137564028101	0.476632127830855	0.373872847403485	0.777402695324542	0.728538404521878	0.251187512945774	0.0371373565687379	0.813595362690215	0.11441740076138	0.465315013811921	0.480735912304185	0.405315281270831	0.477750993778048	0.211308164447417	0.120718673984086	0.696228245161098	0.632639742650825
