""	CD68	ITGB2	CD4	TLR4	CD93	TREM2	LRP1	PLXDC2	HLA.DPB1	TLR1	PTPRC	TLR6	CCR1	ITGAM	CD33	APLP2	CD44	CD74	ITGB1	C3AR1	LAIR1	PTGER4	ITGAX	CD81	SORL1	ABCA1	TNFRSF1B	HAVCR2	TLR2	NRP1	TFRC	CD163	CD46	CD47	CR1	FPR1	C1QBP	MERTK	ALOX5	ITGAV	ADORA3	SCARB1	MRC2	PLAUR	SDC2	C5AR1	TSPAN15	TMIGD3	TNFRSF1A	ITGA4	IL6R	TLR7	TNFRSF11B	AXL	STAB1	NOTCH1	SORT1	RHBDF2	NOTCH2	SIRPA	RIPK1	PECAM1	CD180	GPNMB	ENG	ADCY7	TNFRSF12A	CCR5	CD226	P2RY12	SLC1A5	UNC5B	SDC3	ADRB2	VSIR	TNFRSF14	TNFRSF21	ITGB5	LILRB1	ASGR1	NRP2	SEMA4C	PTPRJ	LILRB2	TRPM2	SCARF1	IGF2R	CD63	S1PR1	CANX	ITGA6	ITGAL	LPP	FCGR2B	LRP10	ST14	NCSTN	RXRA	TSPAN14	CD40	IL2RA	SPN	KCNQ3	ADGRE2	CD300LF	EDNRB	ITGA5	INSR	CLEC12A	FZD2	SIGIRR	SIGLEC1	CD82	TREM1	FPR3	TNFRSF10B	CD9	PLXNB2	CADM1	KCNQ1	STX4	ATP5F1B	PLXND1	PLD2	AMFR	PLD1	CD69	CD72	EPHB2	SMAP1	FZD5	GPR84	FZD1	CXCR4	THBD	RYK	JMJD6	PILRA	TRADD	STX3	RACK1	ADGRE5	MCFD2	SELL	CCRL2	SIGLEC10	SLC16A1	IL2RG	LAMP1	RPSA	ERAP1	PTPRA	PILRB	CD99L2	NCL	CLEC2D	BTN3A3	BTN3A2
CD68	1	0.764351829095322	0.862513344701879	0.785972482783948	0.311985076118466	0.814531601119914	0.896849243041232	0.809435740911673	0.470229297066051	0.656203275523023	0.639036108378299	0.4608201090412	0.808243231908961	0.573193998883251	0.642958998137112	0.859833982931837	0.459453737547771	0.663546496440937	0.806545852854869	0.846749946115184	0.849415039110616	0.627819142636208	0.728394645088824	0.877465939840772	0.694722164135309	0.861023971069129	0.84932731022477	0.780020545549221	0.797936072550835	0.708680646868186	0.78696017269864	0.898303992672842	0.809186028729599	0.574784854970976	0.737844091489769	0.734084980348269	0.302995826544744	0.802101411056247	0.653741638944991	0.784051418674909	0.804152943111166	0.815358892700152	0.33148419928042	0.81626074653969	0.866811500861905	0.815037073737119	0.630623969676632	0.682371940654382	0.7959541189954	0.246171058092708	0.547120193740835	0.743109169997366	0.50095520823569	0.660579950423456	0.715745671716241	0.643476058743273	0.634804381274055	0.73988293923223	0.695873159479318	0.850431718538341	0.648419441754257	0.772670760214934	0.542336606059926	0.881780406426304	0.749231789017994	0.601737084169225	0.373831424841787	0.507132948409174	0.442269256682744	0.296724188113828	0.468953920199899	0.574415107603692	0.71784089051531	0.599532242050397	0.637854923899185	0.819851874928926	0.832843107366535	0.653283465874637	0.636255109146812	0.213462127014583	0.745040350917772	0.578169289093831	0.706695784050383	0.556385332182383	0.696637176047096	0.608051806189493	0.783815310974579	0.866335102438303	0.655856380658116	0.739807569479668	0.70889549275656	0.364703471089972	0.614245767827297	0.369666413989024	0.82421144451933	0.372498707771702	0.803457875942909	0.51842154736778	0.850181463825781	0.544757396178972	0.652601749177891	0.111737448935711	0.212954356595167	0.597632726698243	0.889132117515319	0.869155035447102	0.438959240328184	0.382669526834368	0.0649444977673405	0.366090074166284	0.550649821869688	0.633651049417006	0.770941827757801	0.360570358045505	0.709881103617652	0.593625184156181	0.77576463923627	0.657308665063441	0.633167463903438	0.793138392403125	0.736632790543161	0.390205338797484	0.648114916980397	0.727465763251363	0.631866284001329	0.686337911755906	0.371289261285607	0.817477184936286	0.663610530888547	0.719973133601422	0.406466853101219	0.562596484673388	0.626351800918139	0.669442779432978	0.545965298403246	0.716191669968445	0.596131945964322	0.809290731728076	0.722200776988978	0.633478523249967	0.543847262986891	0.550171297578642	0.699206197872295	0.485310199432011	0.761609075279111	0.772250878597774	0.411319438905143	0.256284648331802	0.952870792363107	0.39276504607997	0.580174801532823	0.63843633595983	0.308417506269767	0.609681599194716	0.437295865740083	0.0353791665677324	0.675804187422228	0.691645203262817
ITGB2	0.764351829095322	1	0.895956726573406	0.553535404322938	0.608399979007249	0.822426444638544	0.766340534109613	0.791642780157878	0.525812079163203	0.855107386218624	0.908159118056973	0.692499539546197	0.870935330197751	0.881133659452931	0.919168194664484	0.877628591485991	0.659730316686647	0.659985306420429	0.861463396456567	0.722607773682537	0.889453579789049	0.554832774185142	0.529749805336568	0.821763712845317	0.648934125024441	0.523817441826842	0.725156824690872	0.804417942595283	0.748171777137456	0.805796412899936	0.530881138715373	0.812176926047633	0.804252331084577	0.84772009216465	0.366460599443524	0.708889062469757	0.749384735019663	0.525837905122333	0.920260518469292	0.755709742381199	0.588668714877139	0.5994162979096	0.653826392904667	0.756150711595605	0.685392251131353	0.509854373322489	0.779095809478531	0.493128114756392	0.872912992753186	0.723470577117178	0.819972497916114	0.611217491583211	0.408603170399485	0.632668419726067	0.644243564010299	0.692152446321348	0.736127693540628	0.677915827221371	0.724074285664961	0.941283909903798	0.804164128231707	0.521003076063862	0.872852373713946	0.510397565540321	0.900361436932327	0.728789841525349	0.596492245953013	0.805570669918443	0.67325337225736	0.223155792376483	0.814904329618521	0.75207281460315	0.441123291774556	0.434197595158277	0.783302550547496	0.691692460835067	0.689745120325563	0.701274647817144	0.875523598814867	0.634031528137613	0.525623680828088	0.624029829970288	0.827991260563294	0.667036603828331	0.739813786493282	0.62054894173431	0.669624158873222	0.83416825845364	0.737690927190767	0.930294369514288	0.732016694537747	0.763261186632105	0.692787214035172	0.605682690607503	0.861854908776853	0.758249477778066	0.878218142244971	0.783428158217651	0.660091612481058	0.460536608565332	0.365482153042828	0.588977875244074	0.370300545386034	0.71779577470201	0.737589131783788	0.608173090081795	0.723942549150805	0.482143185210901	0.511269707258373	0.633183340467762	0.85028501391395	0.406769010978549	0.730131591157957	0.642860522388044	0.648523512240956	0.577446464498312	0.586372235673777	0.84400222755236	0.597405247665823	0.815004551192808	0.71150621899434	0.804784991066292	0.640971396791086	0.780171499632304	0.723879006154296	0.484031392029508	0.337751518912814	0.515178288335019	0.779885370140668	0.896218102813053	0.627801457442816	0.546464068382264	0.689135192638622	0.371500800055651	0.640943248400461	0.697641117302918	0.751783989094955	0.505165454039767	0.870434043681085	0.669590541664376	0.87188698204728	0.76219347899114	0.874858909080641	0.530987803810526	0.574865966997219	0.8182876113535	0.733409669761559	0.498335410207806	0.783297574018337	0.823283644276931	0.83435690538681	0.850867031125821	0.484586081178465	0.798534094446465	0.813985870182547	0.195140172408991	0.605803329862308	0.788127983759669
CD4	0.862513344701879	0.895956726573406	1	0.782194421162504	0.58302925435661	0.857021815874488	0.923630296357812	0.926225010971535	0.505046800362789	0.828425345023895	0.801621409655857	0.685948412399802	0.893471099856091	0.734373962010087	0.82818862145572	0.869421358506845	0.553661318773794	0.751326798446767	0.857290558381236	0.88080860237873	0.956733120523247	0.669559234298513	0.575715925172729	0.882833355197245	0.778676124236725	0.732064862123968	0.863404382625686	0.846818101466488	0.888754283862423	0.838838608612504	0.698514238045636	0.943305697795327	0.874004805415204	0.730581603729098	0.580461443923006	0.778143385538577	0.480488680468081	0.788107270759221	0.793569999183689	0.903135572483395	0.795710287787618	0.774679075063976	0.58415644115246	0.800131476545733	0.745495396400427	0.705964883420378	0.79104343283846	0.578784205732513	0.899929280683942	0.519934832757918	0.748319357951202	0.810499223056851	0.50892846582572	0.72257622310663	0.850860109349533	0.784754153588246	0.752607491545374	0.82531309864977	0.733382251014684	0.919424067129742	0.757103756785439	0.734565111626936	0.708964078413272	0.604116516654434	0.882534637796396	0.810406057325818	0.489132548478171	0.631506603563443	0.513768356340885	0.28046167534151	0.648563941183711	0.787733780434727	0.669754800460381	0.547583096981622	0.785231065162774	0.744240426949595	0.79724583266802	0.740132783637393	0.857459613996543	0.374679601774544	0.702639803851417	0.711803032212559	0.888766892840049	0.685563981922984	0.832896126698445	0.716081827418652	0.796398277009346	0.819109880046233	0.786789757265186	0.859318912082576	0.815636354831276	0.597169062971276	0.744842084205939	0.518848340587517	0.899102945968681	0.59154371763962	0.887608339282027	0.679297802157724	0.840580464920796	0.507078210197893	0.567698285615285	0.314880167914288	0.437033520915413	0.792944768175282	0.837606682099441	0.762400911086151	0.569127971834415	0.491244392332864	0.27411222376733	0.490701724920351	0.70892339029374	0.588522513291037	0.733502009648384	0.46760472630395	0.755392765757565	0.657519533633987	0.619515621044402	0.823808549158301	0.672752093919505	0.861680170204603	0.763683904162194	0.570158594345558	0.767753101359867	0.802204265838754	0.753640981723146	0.61964605525054	0.412159976004926	0.690923092635155	0.807923037395461	0.794566509136356	0.552789977894423	0.620805786474614	0.756839401678468	0.582104809976331	0.604934817500705	0.763984306957485	0.685084577509132	0.667370208279129	0.78177475039108	0.704147958374635	0.671800933957922	0.64609633644869	0.774802437043172	0.503011395309488	0.68298235117993	0.855420839115899	0.595219866496154	0.341301466849633	0.886533630350002	0.571179983497268	0.801768540826852	0.759347116105752	0.529074456999857	0.764297456885544	0.600165443953012	0.221090328342961	0.712726233823565	0.818927352709676
TLR4	0.785972482783948	0.553535404322938	0.782194421162504	1	0.356813267452733	0.664931113337989	0.873260250675233	0.872766660580022	0.406868542020117	0.6321262355899	0.530194216567948	0.553100388456527	0.676005995926006	0.417978088728732	0.539242815893502	0.643808152053971	0.327379011202338	0.694093717181181	0.635155443274053	0.866018606765394	0.784824063779649	0.644104561652528	0.527599614412046	0.734247059407367	0.775062334079132	0.818312716499178	0.811783153575483	0.677905875511509	0.872254819797687	0.578507903733116	0.746350416314487	0.860091958518621	0.80416831206539	0.459826085769257	0.696700485335536	0.649021764602767	0.114493134977151	0.912934379502559	0.518149859320248	0.82435672013196	0.831453780519822	0.851359300663031	0.362203713765921	0.624382874229899	0.669181165536774	0.749461587865682	0.508854458175059	0.514912367719319	0.726414396151947	0.163158092054131	0.522615064421247	0.881480409161453	0.49779371016718	0.709477781966533	0.786616644750658	0.709170503309203	0.637709018856308	0.80660330769211	0.646965596119926	0.69895488132058	0.540514193320732	0.848619178824421	0.3601162065346	0.632346963784118	0.595509550537656	0.731372925950474	0.183804071322611	0.296255707251155	0.245237768700735	0.304040685577769	0.333022344401251	0.591285271798979	0.784715817237755	0.566502469762539	0.643745124329237	0.663887383636291	0.754190689308328	0.598934725613685	0.622665517432542	0.0673605818736476	0.730177636134664	0.675268791582976	0.731909114648639	0.587507895617525	0.764367782656989	0.682436534828959	0.747691182241776	0.624098518422669	0.639503064418162	0.559038426003641	0.750083504962165	0.259954902635376	0.626876606068819	0.371037204303836	0.715755319251305	0.227667479811005	0.705099610927141	0.414331632026783	0.888303908524512	0.44618646369544	0.702327714846963	-0.0451000514395713	0.436436336236918	0.662645374560329	0.81462408554675	0.787643169404309	0.249308836099393	0.480441587906942	0.0413074094589611	0.282971042189058	0.39749486393819	0.678957225151718	0.556340870975027	0.20110819437199	0.681403844811233	0.5959883530862	0.564598987050337	0.569697315952859	0.591386037703288	0.66988544358428	0.639861918735867	0.213029711203076	0.734888336101076	0.63358799989533	0.640089244781061	0.6554156569474	0.390387217091557	0.785823896136285	0.602287391893772	0.531059582446685	0.362413363790828	0.521933922732381	0.660633478033698	0.755679491793809	0.387317859839562	0.686235703212363	0.469766518545993	0.734249378620707	0.518828996346446	0.600853335558533	0.322682317145601	0.364508701654139	0.502460745511939	0.414505271683012	0.679366463305911	0.740889527942277	0.266138298884359	0.0720886297462877	0.789520364086056	0.184169538572545	0.568402880396715	0.51580300835043	0.442513287886129	0.536872322221708	0.251860730014583	0.203496266920663	0.749316498903829	0.652715983489659
CD93	0.311985076118466	0.608399979007249	0.58302925435661	0.356813267452733	1	0.273741620753928	0.489189514801319	0.486272610562631	0.241226324593399	0.622939165126073	0.472602176522631	0.725934008665391	0.413190191499175	0.62424915265503	0.583527653961632	0.420797951195029	0.648168517074437	0.500064105010069	0.412393219191417	0.324568029888478	0.531580469414774	0.0435437949888079	0.0169636820745912	0.251793453735774	0.286241141045389	0.190561506674965	0.394809197610638	0.238539950515539	0.447560524417121	0.57947655918018	-0.00816870088660768	0.522027072332988	0.565665879504694	0.588164142094243	0.121549249676622	0.144575276892283	0.404702654472071	0.226505477028025	0.494873740060949	0.49562205675868	0.159189529369807	0.268540138130876	0.730283658794542	0.235490775080592	0.171210666094219	0.0390976025196952	0.455871141029052	-0.167867191113594	0.478343594288011	0.758291997172292	0.559234035239479	0.383811831240554	-0.133252259872633	0.511117032191926	0.608085955019216	0.492652787724855	0.390458130005196	0.300030949438641	0.580167788498631	0.570490630150134	0.351423327957126	0.37840395252474	0.539774039550212	0.0543763449002644	0.652658516636158	0.598425794621129	0.294161564094985	0.594849713938748	0.251334874218674	-0.347684352273553	0.406779487064688	0.678082949510594	0.462133902407313	-0.17702038942145	0.480237473913338	0.463846485350722	0.403234592281303	0.715584931985451	0.697228577742312	0.550600328380204	0.0454255055549635	0.32845720648708	0.760879743434738	0.799276939074325	0.398651995142472	0.536386105644202	0.540259034103852	0.218535778843186	0.347185414989401	0.595400858112933	0.507501873720879	0.611878210551808	0.564546357212125	0.780430672922298	0.486996093924544	0.759504371747562	0.593832455017046	0.734149994230517	0.235190843290136	0.0461945772024052	0.269279737622796	0.368088857086162	0.677358503301326	0.739644261835094	0.36283436726003	0.223867591699097	0.656860311716752	0.432518501234569	0.524036827286607	0.568951315964489	0.503585672339336	0.505210780488544	0.403405394296806	0.37877325914818	0.657140862961335	0.0992596997198043	0.221362092331487	0.748987498442294	0.525219265543177	0.439006767455707	0.199297090780755	0.483775822591978	0.769085951799011	0.428359026800306	0.707767912858236	-0.0350368397492506	-0.160348168965648	0.191405196044349	0.688239789574637	0.397605866422666	0.70902336154913	-0.0134026907308517	0.446901317859178	0.0175297275070276	0.343226177089157	0.351328709707182	0.1994543503775	-0.052861309184318	0.353894933934718	0.439174389424537	0.40169113507695	0.436969113405976	0.44268873581344	0.18361278402534	0.0117821954433229	0.419273244341872	0.475386626447875	0.368108209047577	0.397752211796953	0.457585078482994	0.783120149733558	0.423471082856132	0.501263662363601	0.542402375420111	0.411851128621581	0.424492172677739	0.388841641197518	0.403445458500097
TREM2	0.814531601119914	0.822426444638544	0.857021815874488	0.664931113337989	0.273741620753928	1	0.800836426236124	0.862252110983918	0.484494557199302	0.793166983058854	0.79224445760567	0.515080446755685	0.875745689566419	0.583329366308743	0.770882204501589	0.803358667199029	0.293158347662384	0.62023639266513	0.87167094696751	0.871428439724201	0.872000659185304	0.772265613287282	0.68810888996869	0.958662097756297	0.879717116512144	0.64502444026972	0.817361413070385	0.946812400670927	0.82493789918725	0.681832183420849	0.710904217945649	0.789287691888884	0.731824207596756	0.607801196159805	0.369962632213501	0.918830827473638	0.437770956790644	0.71884131294627	0.764872297930967	0.863089252467053	0.866019600073935	0.644586574259875	0.482545963915882	0.814149033369496	0.747633300298474	0.66930839315553	0.815144084111758	0.825503171328375	0.818251548103046	0.317846451302118	0.690745282619119	0.730410880918264	0.775322152527673	0.667960255190416	0.615606577025293	0.622182951878387	0.740749378463175	0.871536587983679	0.487749694765535	0.855967053691094	0.763486057953411	0.576041889710121	0.613499350857951	0.557028783257449	0.775065068521554	0.663921699772307	0.484086906078971	0.54235154350965	0.541092647994685	0.612347302647344	0.629682057237108	0.715172760944802	0.43841879513136	0.750463149234373	0.788586678416347	0.585242857760752	0.608877381670443	0.542893009540738	0.731015764831594	0.202209137688063	0.732870775685765	0.718715546524552	0.713831275513821	0.406046733670764	0.829473253310028	0.513835425793126	0.631928300997996	0.898653773128782	0.831092335583631	0.731030434730669	0.835378648322384	0.576658722184863	0.593763615672383	0.248187689010906	0.82867114361419	0.413007775836085	0.750932457687776	0.496067713890386	0.821921930706382	0.569552453226283	0.314575691755661	0.23420174839475	0.349159674223717	0.631200948062215	0.726296916284513	0.683502108470438	0.37775925807881	0.251462476732806	0.150981600823362	0.284103424145788	0.64122040748317	0.312938223382121	0.687068147546183	0.39068168660577	0.458150044981599	0.791725903675189	0.521281797540615	0.634912563827254	0.53589966256894	0.810366909794644	0.81154451868829	0.48991519130078	0.490587452311277	0.773019883128952	0.519830146289637	0.790108605279746	0.608314078038532	0.650222774625087	0.644942604591068	0.799005792455512	0.277979397381399	0.765766032430444	0.703007026047336	0.501547682026578	0.502737339061807	0.745675458706796	0.7710200101383	0.823432250952971	0.81827706750818	0.56817693792733	0.658023119169954	0.533377803303055	0.738927107196346	0.464129985615584	0.747142155155357	0.819746216841959	0.494349839151781	0.270774649040552	0.795788209288621	0.531552313858648	0.601970830551216	0.755159098176656	0.381711003031447	0.650050917566893	0.551532322522379	0.0257982939345841	0.702274225879426	0.817448605682677
LRP1	0.896849243041232	0.766340534109613	0.923630296357812	0.873260250675233	0.489189514801319	0.800836426236124	1	0.901907985185241	0.429127933663275	0.761892260546144	0.662817690443149	0.623658711535708	0.810352977675066	0.592579306150353	0.691124986926448	0.831458323890993	0.513414274229267	0.70792953209213	0.825271452407658	0.886112211420671	0.902473887242056	0.651912973694857	0.630321839412136	0.844421808873996	0.79932374298435	0.849353800847575	0.904432728489018	0.791621446467645	0.903863137153353	0.775397922783086	0.770639280281494	0.947546191254635	0.882475637302478	0.624702849612071	0.685084802844074	0.738604907495625	0.283488500651276	0.866317791884236	0.672019339825582	0.915382083706121	0.827312905183214	0.841677652002433	0.496123338946938	0.7853451556205	0.783956361755208	0.789433685700952	0.694156259788516	0.58664392960357	0.835878831539912	0.329890171073162	0.636045848385859	0.835155897145123	0.520764353015698	0.710952199896877	0.844182377433586	0.742201452253181	0.728512507155132	0.806402140689199	0.733519747918584	0.855798723689725	0.669848221830059	0.816213205115945	0.542808985806648	0.712669773471003	0.813238527121191	0.753880493977533	0.438643407815832	0.51136607969483	0.380420338112452	0.255129056557872	0.476044399239505	0.702846068438333	0.780801175417816	0.565062055958005	0.692371542693678	0.786735507291943	0.813834120444312	0.728673258535166	0.764912385775607	0.228291607111406	0.77264450072315	0.671064125485579	0.832130386276419	0.667991095435627	0.785868653658895	0.694465245902959	0.860450389819373	0.789851251485939	0.697927077144741	0.761528219883848	0.798857320471174	0.455017415047242	0.7566993734194	0.439602186361308	0.852830499760633	0.441402736861178	0.83860806522666	0.592958942654245	0.885911499930681	0.482888116191008	0.650443681772034	0.106737945118885	0.424879714629799	0.772022285672754	0.870109849147985	0.844861265807278	0.484082467866682	0.466645123744804	0.116867721373961	0.386345333136986	0.551768378293906	0.667706720011613	0.769996961809125	0.355435583964929	0.7686457685722	0.650645414745776	0.693993007970064	0.73985158948421	0.698312414675944	0.793396056296292	0.74947039968768	0.385036042656892	0.781313043190037	0.755895616832787	0.723217007366454	0.670281969129487	0.405171452268337	0.783124349649124	0.753463038781683	0.697469868486858	0.471401956182487	0.591498651933546	0.734050249858859	0.65056567121372	0.552102532889812	0.750605093237516	0.595548252478378	0.752918414617707	0.686423054565755	0.702639246061886	0.508349861828587	0.557623798711659	0.692201734682614	0.4551775938442	0.722139547403639	0.803960957559224	0.473985077917906	0.232128639556406	0.913646946295135	0.374131954590491	0.707508553401008	0.680734060383595	0.512585113605995	0.69104848823664	0.426931881526812	0.194355011914611	0.771819752442323	0.744405326082777
PLXDC2	0.809435740911673	0.791642780157878	0.926225010971535	0.872766660580022	0.486272610562631	0.862252110983918	0.901907985185241	1	0.538263145505192	0.843872837354216	0.789075051405153	0.678750819827954	0.85188255644697	0.618255981481401	0.770731303466662	0.784258563932162	0.429684750637088	0.785826778228301	0.824872676655012	0.939049973578411	0.929310424367331	0.769915491779242	0.589429275885317	0.887761302931438	0.892987298899631	0.74179523080102	0.882184463567029	0.868082042053622	0.951460415999829	0.72236594627419	0.760369837635591	0.913529857309093	0.87835473743324	0.66360212223325	0.549467255780708	0.827177830074585	0.382081025743846	0.870485732540218	0.760006168902084	0.94613880819568	0.876256196856073	0.80713363955084	0.564589875792404	0.757590175886352	0.723340023423288	0.731725346897356	0.733644784587422	0.616625106696483	0.880191893391335	0.406410754040059	0.740966668905486	0.895676021904098	0.633570903932502	0.764151141989188	0.818819857966961	0.8053985337081	0.794787115475666	0.914449198285691	0.668687742587481	0.865300643972485	0.753905906641524	0.785882932446867	0.58911544451208	0.544924547053191	0.780007635545502	0.84829456188191	0.390353766880539	0.526804190392273	0.465350429257299	0.429646540389928	0.596406378575811	0.771010169113742	0.654939018276031	0.649131086680425	0.832884288383765	0.668820618948102	0.742641677341352	0.638286683157728	0.815720449269882	0.251822712907819	0.758297331755153	0.799301194028856	0.854202490527964	0.626898643135733	0.899435423107784	0.710211122660275	0.756962955452731	0.782069782573478	0.832028711495595	0.757668914355546	0.880836793821618	0.54947817757598	0.725598527009151	0.443743622929253	0.859729959848232	0.441489942003918	0.841405701439849	0.574863692547368	0.906044663881717	0.537562982757337	0.565881408307756	0.213044563918709	0.50165778101431	0.789254864485377	0.818429606798072	0.76557805265236	0.41348851331722	0.499429345017285	0.242074943491714	0.41549313580028	0.629766402747717	0.528638258727527	0.67307091934383	0.37451127727009	0.670471241889298	0.747481157931188	0.57124191275968	0.73345383922514	0.654896681747268	0.826545802088832	0.79433350087372	0.462691555169575	0.724645893865273	0.789637426195329	0.716175741582331	0.711088895641929	0.532321835230764	0.721449935925727	0.711791449345245	0.75659655514399	0.461431968957452	0.689796283504684	0.797728753836158	0.680981557071675	0.511708676319838	0.793394361610199	0.695074797124986	0.744044342733023	0.743682671526998	0.693702566952875	0.596995397015145	0.538000708741485	0.709376235964777	0.522230049381025	0.733434455251036	0.894970230066599	0.490403716004131	0.273862540225872	0.83528423872775	0.471568259784795	0.73763181006087	0.742614609421665	0.543282851106558	0.708706454569417	0.512942537568553	0.239677660254533	0.78197301675383	0.837121622857143
HLA-DPB1	0.470229297066051	0.525812079163203	0.505046800362789	0.406868542020117	0.241226324593399	0.484494557199302	0.429127933663275	0.538263145505192	1	0.498160865181817	0.640710726097519	0.342733059490686	0.389052952011508	0.271548651163427	0.497256509988722	0.359541201285541	0.192235301352588	0.867625966966673	0.47715296831606	0.541599137771276	0.456647915100466	0.476400181018334	0.326681922534486	0.616313677059224	0.462149226770454	0.296579646816148	0.407687707116114	0.51314607386506	0.4711765200931	0.210787895143888	0.368820001468369	0.448511881083076	0.60276283156547	0.44857619965874	0.308216631965723	0.463340171620024	0.357850398723482	0.370781723046338	0.490493992168688	0.462842846215124	0.479172024057113	0.413476762694365	0.361662168864097	0.33629728487053	0.352301420481384	0.352561491000759	0.309180361002225	0.250214598636397	0.509506611686431	0.29431828551033	0.34894220495776	0.546070639301155	0.314823604007252	0.736322628370862	0.296189517683189	0.339093156542728	0.414302543852345	0.414034394548766	0.452665959171157	0.449993254533	0.55112804945857	0.581533697787322	0.31687660717417	0.278145549282959	0.2895103620611	0.478980393201344	0.174922556802087	0.286478425717595	0.665168403007927	0.23223775468276	0.494421590934923	0.42358462462589	0.365592981226189	0.300846700715081	0.62319665258493	0.422704801116069	0.393456633469425	0.214763378422735	0.373667893850523	0.191857957839491	0.279763909246672	0.431762525993371	0.38956309480786	0.380989514362561	0.455010543113476	0.516154924671041	0.320453472167487	0.484832870223878	0.409236237100453	0.388735168843323	0.474557623887723	0.458296328116144	0.367828461314761	0.411879243308389	0.591277508888744	0.238242007315733	0.529517617363337	0.152596271569751	0.445879090725756	0.715075095284435	0.421363359324682	0.30917734593422	0.139773928303303	0.336015082293451	0.512792049497244	0.381624664880794	0.122822763203063	0.346260785731848	0.51930181485391	0.3658166375273	0.556556196175089	0.242315551985885	0.266770256248842	0.134721218692777	0.346687090820818	0.344175061891036	0.372364448657799	0.325548180401522	0.665038011403258	0.534742100241206	0.388107597841042	0.31960824056088	0.300860311679936	0.434109867376456	0.44037575845653	0.279672286825073	0.233648389593171	0.616533215215733	0.253489570981959	0.55495095321306	0.205776785448706	0.2865420486732	0.446723870512799	0.578853239531549	0.196333524904146	0.452184029896153	0.342642749320297	0.416902777543895	0.561417629679075	0.488673627292122	0.51917278400204	0.285024954997184	0.452760699888522	0.498727425168986	0.353844795827784	0.635993198050823	0.238460101191285	0.473557472960698	0.398001433613628	0.419282273192206	0.432095198422766	0.486427130266185	0.122905781576035	0.384329604077862	0.351264031061398	0.107563974213737	0.492410536951818	0.519145311099968
TLR1	0.656203275523023	0.855107386218624	0.828425345023895	0.6321262355899	0.622939165126073	0.793166983058854	0.761892260546144	0.843872837354216	0.498160865181817	1	0.854910940394846	0.776087039841261	0.802492779177121	0.70392920374131	0.854020444156434	0.718290148235678	0.498678669664391	0.676631537793417	0.775361824561281	0.753717287549544	0.842853975701372	0.585779817715078	0.483391592945652	0.76261054362524	0.76918159100944	0.485141383873551	0.728764139765695	0.783278885968049	0.828580586055542	0.683742089525629	0.500870202358857	0.76403324169901	0.807131622386318	0.741576788955229	0.263100367549051	0.71081642871425	0.551199790269962	0.591431688608251	0.829799453917993	0.814791573669363	0.654492951805139	0.570094672980976	0.668960019544203	0.648055516956738	0.558125840632636	0.465907805108973	0.733393600849644	0.464328974570241	0.80086132357438	0.631530784175029	0.821293784997585	0.715038816811786	0.502904668206514	0.689996079278641	0.655178290517953	0.689607604904196	0.728334014826428	0.756957606011867	0.608945299080359	0.843821677627019	0.732501008733379	0.551106797152733	0.713465784617017	0.350010800261485	0.802313736843299	0.804679956985232	0.448935751910569	0.721023320507653	0.543650390036577	0.317949940762567	0.66315738107644	0.792904268153266	0.431111914583327	0.458138287911451	0.825874819344369	0.596047271599509	0.550895795310979	0.647952612369922	0.875249736111496	0.472605818238927	0.523057962655569	0.689973740021546	0.844972563177099	0.642446943981181	0.804818615707153	0.642410305060785	0.619900694697575	0.704514967832977	0.749815419079514	0.774911450607293	0.801365355503837	0.753640590866485	0.67847827562858	0.563953561255963	0.781263995344002	0.66250659848364	0.790262777667874	0.683569376488299	0.680903083798964	0.412581707739848	0.302865099175534	0.417954457586357	0.548739906389592	0.796211856385129	0.651987653427836	0.551803923812173	0.569421218741945	0.419761659650721	0.504001174816284	0.541847410734449	0.716389534150604	0.392411272944937	0.623541741008765	0.431134266705737	0.601004908562177	0.624090777829554	0.447107868591202	0.77129698938002	0.577655869232883	0.756046434620953	0.681010934965969	0.609444610327086	0.652260586022418	0.769990684722357	0.664724505981237	0.515524332805339	0.380894932261934	0.494922889121318	0.737591215120339	0.767457204707216	0.566267711456805	0.543929625995341	0.711070541285302	0.353480811011179	0.447811735621954	0.671247137066494	0.649617645684979	0.53806367653646	0.759658891319593	0.624419973680263	0.700363188677264	0.570023611316625	0.743081749696713	0.471413987506636	0.523709362760161	0.812402509725053	0.558159180949385	0.407079720244708	0.669276724984206	0.641390692719211	0.798722129249402	0.78209941882453	0.537383239545529	0.713585958794105	0.623993221965113	0.247290335358545	0.677285056157124	0.786484578473442
