""	PTPRZ1	SDC3	SDC2	NRCAM	NCL	NLGN3	LRP1	EGFR	TNFRSF21	TSPAN12	GPC1	APLP1	APLP2	LRP10	NRXN1	F3	FGFR1	PTPRA	NCSTN	CD63	LRP6	PLXNB2	AQP1	BMPR1B	ITGAV	DDR1	LIFR	NLGN1	NOTCH2	ITGA3	RAMP1	PDGFRA	LAMP1	CDH2	TNFRSF19	CD99L2	LDLR	SORT1	SDC4	SLC16A1	SLC16A7	ERBB2	BMPR2	INSR	MCFD2	PILRB	CADM1	RXRA	NRXN2	EDNRB	CAV1	ADORA1	NEO1	LRRN3	AR	NGFR	PTPRF	ITGA6	ROBO2	NLGN2	ITGA7	APP	MTTP	GPC4	RPSA	NCAM2	ROBO3	ROBO1	ADAM22	MCAM	MET	TSPAN5	DAG1	HMMR	ITGB1	NOTCH1	ITGA2	TMEM67	BCAM	CNR1	CHL1	ATP5F1B	LRP4	CD81	PDGFRB	DSCAM	SORL1	FGFRL1	EPHA4	CDH11	TYRO3	PLXNA3	TREM1	NT5E	NOTCH3	ITGA5	F2R	CHRM3	TRPM3	IL17RC	FAS	ACVR1B	EPHB2	RAMP2	ITGB8	PTK7	CANX	DCBLD2	BMPR1A	ANTXR1	IGF1R	CD46	AMFR	ABCA1	SIRPA	IGF2R	CD9	CD47	TNFRSF12A	PVR	NECTIN2	DDR2	SMAD3	DIP2A	NRP2	GPR37	GPR37L1	SCARB1	CALCRL	NRP1	CD44	ACTR2	TNFRSF1A	TSPAN17	AXL	TRADD	RACK1	PLAUR	STX4	LY96	LPP	SMAP1	JMJD6	CD82	C1QBP	TFRC	CD74	TSPAN14	GPNMB	CXCR4	CELSR2	RIPK1	HLA.DPB1	CD68
TNFRSF19	0.702983392414681	0.73860546427524	0.578970688094518	0.604447751532177	0.826177093101579	0.633143239285008	0.578096839920996	0.368260934478604	0.749412101800103	0.570195984853124	0.644970926323251	0.819347756706174	0.833508070638818	0.710681536349575	0.466573729598109	0.707595375468187	0.786175754491276	0.821853209656666	0.765777611639459	0.694223484274388	0.547826926732646	0.678137914216658	-0.0120189177644332	0.462322890913369	0.726924585331914	0.710577297057455	0.218420646795164	0.820759746206293	0.620454279852873	0.624636200321199	0.775451381794837	0.563637601709579	0.814458265509891	0.733141319556561	1	0.745908960197918	0.606401665339551	0.769586555005242	0.436884448310641	0.660382802620555	0.685517991125567	0.711143485973965	0.652998928074061	0.584809379537691	0.757745976235607	0.655181497213998	0.848931780538509	0.60461238717304	0.589576806509995	0.636655436294091	0.334820693894156	0.698473371141995	0.647182235999176	0.803617801968447	0.76076060470733	0.417883619794118	0.589665560969829	0.357069417736702	0.396210797539591	0.570931494664566	0.683624579032725	0.717008155375964	0.704021751826658	0.74021850112686	0.673604825585178	0.764589655503772	0.420846230042349	0.681390099430872	0.709722465403903	0.455001810388291	0.402743961206382	0.803018635045786	0.820193011822257	0.499544017210115	0.416619510464715	0.751262809241682	0.511927022729708	0.635830452498797	0.763847078822677	0.555956444170008	0.619409508869251	0.817497817414839	0.507564675291617	0.574764340900307	0.194439163430354	0.0777490895906654	0.52007331719147	0.66378808153996	0.582574730675153	0.504332740813341	0.724902516622207	0.607011504041185	0.144914815632216	0.439639177924543	0.286671018492785	0.338543886510297	0.557944893334361	0.670032419202764	0.77620055233668	0.721264271492921	0.539446448258564	0.624881167708124	0.734088778336275	0.759330644907416	0.794721293332513	0.496433219439848	0.789190211416626	0.616923362768141	0.744600995350371	0.533012889645505	0.591175810379384	0.64632692080384	0.745582042874679	0.601970825234754	0.649716720379578	0.529150595973866	0.828945851597649	0.785802562310187	0.656866692553004	0.601908027807231	0.713889617311792	0.380120121872892	0.582939434483722	0.685772897493136	0.641186716205297	0.488013301075294	0.406226872718832	0.537909573336644	0.530109507196446	0.369740745818267	0.597211964766594	0.71227252440423	0.706533416232082	0.660291743545278	0.603143329481796	0.627883939460796	0.650176895333441	0.348068164249849	0.632789712490256	0.496412239821141	0.618796622589533	0.817593278990157	0.486200722672331	0.377133735858131	0.745461950690478	0.524203848992955	0.225781211604042	0.595764240133627	0.283400810188252	0.379762497709801	0.681040807721438	0.759849888857073	0.179122092862114	0.255447502612454
CD99L2	0.87290936039433	0.698273551862399	0.758343624995762	0.866375957684362	0.867800655077875	0.478880017944583	0.821714240856512	0.200192850793542	0.868844069754529	0.282781070646625	0.856343531036812	0.883013865653434	0.907374247013359	0.919550330146789	0.452078573270775	0.825900350911136	0.923795368959411	0.940820484247452	0.902399671046508	0.88335995581432	0.713975830215652	0.819747113217882	0.0710674888200367	0.505632569405364	0.903210949953631	0.647450992588764	0.371105758265391	0.817992962592409	0.70290841090761	0.802448830508805	0.762061865760052	0.304841712172459	0.925494700491318	0.921200227001026	0.745908960197918	1	0.850457782962638	0.921456145447696	0.5301856255554	0.700984917489898	0.879145093019476	0.906749779196353	0.801250101686264	0.74873465377425	0.874769890288294	0.626057043264085	0.786840640107087	0.801037278527331	0.566328665112214	0.511910035413297	0.46653079156671	0.866224072435562	0.723279786499439	0.852278060681511	0.797238431970925	0.193064601972265	0.849574864100451	0.45072534651978	0.26233507417158	0.75994357805139	0.848947255635358	0.921295856426559	0.59535030471724	0.839651904389704	0.745414575319371	0.803619674323994	0.457172898257558	0.772268942208307	0.713382650627249	0.462161691688533	0.727227527652266	0.823073849828867	0.86172694340916	0.283659759075944	0.544256211214755	0.716942357457594	0.639659641976503	0.788502792277376	0.804283800604534	0.849033962851839	0.877166600281982	0.781114902196414	0.42747071572123	0.833097102068608	0.328557666588273	-0.0603500919077325	0.795302867778316	0.757502076310202	0.78948871757928	0.675917523996227	0.780775687235815	0.812772997062763	0.170303458887785	0.472696593822311	0.32809027167463	0.461559634484728	0.687461649835478	0.63963443832984	0.76746183530161	0.895275262595134	0.709295102487268	0.777645777868356	0.805104020015124	0.857528806358293	0.828816299299554	0.605141101586241	0.924275686907884	0.849660552834993	0.806467527135119	0.631498238097362	0.734642912445719	0.826084771735705	0.897759851977024	0.817221713814745	0.830910818203789	0.773630676746502	0.874709248145802	0.826377709009067	0.776246700899796	0.840864734179499	0.848057876745629	0.493599261973829	0.832014274644872	0.807633206837877	0.813848399335532	0.810523225819974	0.232406128442464	0.691789638531186	0.757594864846834	0.568241892702937	0.808703749866231	0.840308068402955	0.897773066347393	0.567042995679682	0.789707412928037	0.793935183352371	0.761432008724628	0.498721240304766	0.858823247696784	0.778791820289031	0.844403104947014	0.877979804573741	0.618090199297808	0.368192661689648	0.847598410080508	0.628067558879843	0.396611945063436	0.764799243621885	0.366803952422151	0.45284071731145	0.702724607484857	0.851090238835019	0.345601081564629	0.39779968349955
LDLR	0.820914956246325	0.438518166450506	0.71035270881646	0.959566838135131	0.753782977635158	0.14544290605029	0.827577623374428	-0.00250646827265746	0.727703268546559	-0.0836380940103929	0.898213468447352	0.825353339752813	0.776763654127603	0.92147449786717	0.277913879675023	0.729948367983522	0.864569018365436	0.861323276100907	0.906651341580017	0.916157957346132	0.670775044897463	0.865630268745283	-0.0518598923240674	0.374032694711657	0.913187022302284	0.332663911897342	0.251520152799736	0.633028626980999	0.623678467700994	0.878497433264761	0.496281747446693	-0.0252399363740493	0.852087830822461	0.926886665317004	0.606401665339551	0.850457782962638	1	0.853662604318109	0.647219398778323	0.720539078464318	0.923316358161003	0.884629130853562	0.718660708095904	0.832034725585593	0.837694859319823	0.525358564600515	0.577683005823297	0.775573846131407	0.333441245866811	0.15871216311708	0.628224377802514	0.834532934703472	0.581398174060529	0.709106633839889	0.687572925817093	-0.116042905297483	0.843706587762342	0.222613252784658	0.0817650489568145	0.745700872492046	0.850747829425189	0.944214490989542	0.341092551198054	0.772963523730179	0.652346470453958	0.677306375190716	0.325294837282557	0.751272026199319	0.529981489404188	0.36836892499179	0.93164573104151	0.595745463194708	0.687874699386207	0.0134830470460135	0.557587917896184	0.443909236180599	0.721661809251238	0.812874089982236	0.650750363858419	0.955894176851637	0.902330067405219	0.5906449561418	0.133775853056219	0.842591807603904	0.306420034742471	-0.168419614424198	0.82947550818622	0.645991506845287	0.957795414622186	0.719097278252125	0.675916294942869	0.914961659581356	0.331791422563663	0.514010463849333	0.247971229708571	0.489895300230348	0.650393502276165	0.557369082127149	0.635471614470764	0.836648585955242	0.764778137720195	0.904195506990911	0.75112618976617	0.79689091585258	0.670630738186003	0.474603139813446	0.865172553451835	0.947961605070711	0.595541010803066	0.558067089486138	0.767320580595482	0.875590203361379	0.862950804762479	0.945013133675226	0.846272794956515	0.909407400978327	0.762096628836989	0.770947030440496	0.827038962770467	0.941233494557831	0.845162602921336	0.575822931039494	0.91872236013629	0.806349854350528	0.902596628360167	0.94729866573682	-0.121068864533988	0.725401758834524	0.784577638594546	0.667726394813056	0.899136009221058	0.772200357095578	0.915478297340425	0.433062968998722	0.792176396862298	0.825608203427453	0.732712090864293	0.540156403114728	0.926575341172395	0.901698618624081	0.939902652992579	0.735778249535505	0.62865353855141	0.380447829140367	0.785974150173876	0.639003667828212	0.410372974927773	0.74124598122265	0.331477453327311	0.489101840812112	0.618113270294775	0.81319144373328	0.32629173588167	0.511468488608914
SORT1	0.879668541327681	0.712874869156676	0.742083689826817	0.886627226607519	0.830030890372101	0.473400288821664	0.856099230174296	0.108787664567305	0.913394339599299	0.239997538678397	0.86138642097704	0.88684992818102	0.901142508259961	0.921288258322785	0.451001586427448	0.836029726314034	0.924388158245739	0.947409989217004	0.903952855036334	0.877091124120314	0.723449107247479	0.850654594694455	0.131642163652877	0.521725886367284	0.921580339655911	0.610618660970348	0.44376733402354	0.813368610902781	0.66025862686096	0.819310480712902	0.775170973906064	0.236760940768269	0.937702644344684	0.918693275686068	0.769586555005242	0.921456145447696	0.853662604318109	1	0.553859603413462	0.700573341405821	0.880400694196024	0.894323011071982	0.826607339785852	0.787736148448052	0.891278503779639	0.617375308222383	0.786192175289594	0.820894885351117	0.630071960573141	0.493962869647826	0.498120290263522	0.903411417960043	0.781236291373618	0.850006477875509	0.805931418995404	0.164102781038283	0.874012330362694	0.51226059508011	0.230002165788201	0.788511277988037	0.903106299495036	0.9429261715134	0.649083496293445	0.846951979488295	0.73139941059925	0.808287420446501	0.511043718362881	0.764750347619979	0.661524691851466	0.564973666470172	0.739793139121459	0.802492937894228	0.882321681037218	0.284462129542245	0.533513643776615	0.705179475223512	0.66449633470154	0.810609075475925	0.860015221677477	0.855665959916484	0.885592162389626	0.754072339959289	0.414526969232611	0.872348507365063	0.339270411997173	-0.181379943819972	0.84111590076375	0.815023471879385	0.805242825505171	0.661697841701599	0.817457497201707	0.810864611003865	0.199478108926637	0.494507735884819	0.349491246457715	0.440139408527386	0.649287459231309	0.579536342790054	0.793573401731939	0.915073530435733	0.685346205406614	0.776351554540194	0.800415785722903	0.865315690219901	0.854186886603144	0.568553801330189	0.93248861227458	0.828257830771852	0.773353422906399	0.63132213477712	0.783971511032761	0.888652556098875	0.92681863893677	0.826903682108628	0.890752498686648	0.786283857693475	0.874151281857634	0.828832848965341	0.787035917870779	0.827897590018524	0.859979666471318	0.493129966154637	0.851083652885899	0.835790378046863	0.852571873661422	0.811473428008089	0.229368921382486	0.737530448526578	0.767087622847589	0.588431434392503	0.837513096461	0.858008612846391	0.919828801164556	0.598484786283902	0.834240167670315	0.813974261828653	0.758143202767155	0.543476247692748	0.876999424886679	0.813437157799526	0.863961569622748	0.856383595344518	0.607405881563541	0.328279642458381	0.833488487393056	0.71999193797089	0.474304656564417	0.809089980945818	0.427915323836739	0.509409858030057	0.790327533580014	0.83299526517697	0.401714754897941	0.457976896466079
SDC4	0.323960585270882	0.258821296855162	0.599456968440105	0.699454541195847	0.610094580298754	-0.0898157201987901	0.618869687360389	-0.184461109920042	0.525786469320793	-0.137538957767032	0.744478983514539	0.586405372640891	0.607082835658588	0.701390135346008	-0.125448611784983	0.575515280425013	0.60569660462934	0.51654096702922	0.567210284451854	0.65075991562217	0.341768747996311	0.69651780148787	-0.146974834022523	0.173620992870803	0.691288482705144	0.0938642463129357	0.0270712351325599	0.283138072972795	0.683852781043072	0.767581879466382	0.296891320123537	0.139426570454332	0.573127775276552	0.513444173547254	0.436884448310641	0.5301856255554	0.647219398778323	0.553859603413462	1	0.813215207630285	0.707042119168019	0.602588605184521	0.632128696032746	0.675416634725025	0.738932341425119	0.222364908554638	0.295358443744332	0.565455155435411	0.0750249590317975	-0.012511474275702	0.89704603697599	0.567025933176226	0.505875237666824	0.40316819047344	0.509215835928198	-0.124915574146931	0.641731731349837	-0.000345211448239899	-0.225537475643712	0.715916148828867	0.516040584959055	0.64091652475103	0.241368833808069	0.523991681176747	0.690717513489794	0.341400525508146	0.123734244827152	0.666260443078932	0.379598067699979	0.174854856287161	0.690538911523303	0.452664604489896	0.418991110186607	0.052382479913998	0.694366499701471	0.267471830563039	0.849067358604442	0.52162623698043	0.46386147648773	0.487863365621409	0.469574976786739	0.479973870067195	-0.0648718817207748	0.612363920988077	0.390444859996501	-0.188756226518205	0.461404398393961	0.464798276030305	0.598784190599494	0.689432176086272	0.320145311958802	0.672891743984777	0.860654728553759	0.901484557073298	0.380744521416815	0.699758598879977	0.56863613697211	0.513057087962749	0.288586234748864	0.544210417676872	0.834002138240202	0.780379067021446	0.394406951856206	0.513328699015912	0.354201665778201	0.548667492604416	0.659214035553998	0.715891252285199	0.393923290679197	0.699862136630843	0.659961652419439	0.666077244761256	0.649955981730649	0.755024625833682	0.61884840245511	0.737195086073767	0.479104420608142	0.724087473784573	0.757544018239359	0.664389880662314	0.732522034991124	0.737688919128002	0.598933535893101	0.501942389335872	0.781947258422801	0.536208251529661	-0.311229759932111	0.732817823434061	0.34667120850893	0.755766612812382	0.79134996736709	0.645474029139369	0.696983876236244	0.550842713530307	0.640583020118232	0.801368336306297	0.791280771263481	0.735469648032643	0.677480125018391	0.741114705515237	0.74982391581206	0.52485120082295	0.712879414916046	0.764289793903405	0.652546195430536	0.658786812570012	0.353777908305755	0.478516801965663	0.389153875376971	0.541121720211255	0.364234612739811	0.59405495582975	0.375023638597998	0.629722358955078
SLC16A1	0.553831425353287	0.541026981989386	0.606470552184971	0.744368826422361	0.765003801328743	0.216638650486415	0.651264477081815	0.207866270650048	0.617413435942581	0.211119395401621	0.774946847828414	0.752103699143783	0.784061055755277	0.753794988168508	0.105706958448387	0.626391452084234	0.79005614309082	0.725037720810668	0.74554488946821	0.721423066601632	0.529053276613989	0.742164560590941	-0.209000575530164	0.252505137725023	0.760921599357927	0.370613715805912	0.0264957316429685	0.616898314633415	0.739752799409016	0.784356974423771	0.495077654646299	0.377989102605996	0.728620252726465	0.713116362353869	0.660382802620555	0.700984917489898	0.720539078464318	0.700573341405821	0.813215207630285	1	0.780695279719211	0.722914136137832	0.734920455926449	0.786070640030672	0.79422725194304	0.555348494460259	0.577156269407916	0.655536532358993	0.296971030196115	0.185197408766122	0.756422833214495	0.641034039924317	0.571221028504965	0.581155139486924	0.651945748965072	0.128665831781906	0.736101519611597	0.0774929199808528	0.0570995008996427	0.662937683510515	0.645014303358777	0.751742513069433	0.396873331786615	0.651139523001932	0.720483546784547	0.59618639495714	0.265324411516561	0.714911551250553	0.625388342475305	0.37294793287693	0.692592211639063	0.620556223293016	0.639617607082544	0.369357641430341	0.620537705214534	0.540155750693696	0.755543676826893	0.651290563784351	0.651713082063958	0.613369964786816	0.604869884420198	0.683038259690051	0.14259643391972	0.615350198619716	0.307611811422791	0.105298555868652	0.558696678114639	0.512588789363045	0.696773474090212	0.660309363147189	0.525047918134925	0.786048078044038	0.588016972234715	0.728284140454119	0.370068642412857	0.591032144460233	0.619527161689328	0.732270087354548	0.570347720212742	0.648209015678798	0.745704268314745	0.801429240262506	0.661536263401698	0.68391426495099	0.588576803060952	0.56350310270182	0.806198173734904	0.777600168387944	0.550544902754325	0.627844518412818	0.726875429725166	0.729674913068095	0.778123210456273	0.759989282343411	0.63649906019462	0.736581386359813	0.748161691209888	0.783024489574961	0.737301085848941	0.763394077135326	0.784026619645976	0.60622819157929	0.657533565856472	0.717546284419404	0.772263478176847	0.624815800739018	-0.0488088488708146	0.75057064655745	0.442812942613243	0.679659561513159	0.751417347277049	0.734229864967701	0.753501656968994	0.585734316052087	0.675921126027854	0.777232435793967	0.781076218879455	0.583126701002864	0.739318790492526	0.725392661261042	0.782583444463964	0.715873273411916	0.782373699264986	0.618606981037797	0.718759218903104	0.688551483400438	0.305991470340258	0.614195098306654	0.29550154026916	0.538211632957811	0.519325628027218	0.742876629990961	0.313610272887219	0.492706551462566
SLC16A7	0.817044944747966	0.532710121347911	0.768225477811369	0.931662656628838	0.820252712573398	0.292236137775067	0.860146379861841	0.0870456081453201	0.821019778140876	0.0938185424074349	0.925950417812353	0.893264494214933	0.866258378399135	0.947795255131671	0.334489342341602	0.843801720960938	0.88235819364629	0.898036243930496	0.913944748385121	0.913955355374218	0.662022847449076	0.900603546012313	0.0198528213382359	0.488216848892566	0.948532870553396	0.472400392107988	0.30842667781119	0.719512139651568	0.73222274786984	0.892840434983233	0.639232672639686	0.160755936833794	0.914821399246729	0.90424316675841	0.685517991125567	0.879145093019476	0.923316358161003	0.880400694196024	0.707042119168019	0.780695279719211	1	0.889143983630345	0.780742614315165	0.82031986629899	0.90784825143367	0.592255293071258	0.686867471521806	0.832084475311936	0.457874525725193	0.347069656767349	0.650773820652844	0.897124857152053	0.714149762957309	0.7891984425171	0.762480943375577	0.0150373950484616	0.853990781493665	0.333371543607552	0.139814081748088	0.815468666171709	0.822772446613696	0.946719184913366	0.526254946782858	0.829334599226211	0.755374344762006	0.748152140533238	0.434428958713604	0.831010346878991	0.622155279450232	0.386364808098115	0.821596592680071	0.740678706781199	0.784295153927602	0.173227433533772	0.616821761597743	0.57923013517572	0.787221301406275	0.767923477539352	0.750640651140094	0.876825900394118	0.86390869570716	0.697007834347337	0.273870069898266	0.865794344428949	0.351046889441923	-0.1234461948939	0.808669900395979	0.74704424516861	0.860563749598806	0.759088369684767	0.704739801678337	0.876700704941285	0.405048952984807	0.623246064950795	0.33786356539948	0.55268426425259	0.687066404826275	0.613979508132722	0.644286994612593	0.875726493383042	0.820542494798396	0.894501091758827	0.718999893601537	0.836580614263258	0.745907580802187	0.600603890471405	0.923024401479976	0.910987370950611	0.680083822200611	0.667531672516957	0.78409509390649	0.872504515445598	0.904730983068192	0.925724713062237	0.86036248864974	0.862646610762817	0.836240263374075	0.870432018536721	0.871488396707075	0.895303358541739	0.884523197081939	0.613962548497525	0.88064915340313	0.793826066793968	0.879854066783667	0.854059461163988	0.0289012875071251	0.762599786019101	0.724411464489638	0.665601917486328	0.914175961071884	0.824164018101027	0.951947709662498	0.566264486283635	0.837328930130735	0.883515157952009	0.817325733309267	0.590112490241514	0.896152216872974	0.864874248245059	0.935417644545345	0.838372849741473	0.673543088232538	0.492066205736692	0.859144693311426	0.691752636431968	0.389624222831667	0.715874561252667	0.385945165366039	0.529369907611048	0.675849901710313	0.835774439761929	0.342872078573561	0.51137125392663
ERBB2	0.865103746113523	0.617970289086186	0.741901874065937	0.900214692735514	0.808462013449013	0.368382125596475	0.885458459343069	0.107298705107927	0.81358735321916	0.115221032635208	0.849080155858369	0.848284312414286	0.843544436873315	0.912137174759754	0.468422062143472	0.81703520497001	0.903951933364812	0.913041763927889	0.891677991671671	0.872521446848087	0.712230493953664	0.868428225630353	0.164486664401588	0.556204510526599	0.924446979906915	0.519855018314312	0.450191236583641	0.75638997749189	0.679644619589925	0.839755272627259	0.648831089233167	0.163434031633661	0.897417254542992	0.90980512540225	0.711143485973965	0.906749779196353	0.884629130853562	0.894323011071982	0.602588605184521	0.722914136137832	0.889143983630345	1	0.803637692489175	0.796575222111492	0.862177939082449	0.608554736233173	0.712231389649668	0.83182686818573	0.539998960633512	0.420585906822518	0.558272359516729	0.876196608510029	0.763498479070443	0.784437773254853	0.770900398234398	0.101830363410897	0.880173268401933	0.440095851869015	0.187217786973651	0.788478849419877	0.859034032825069	0.92751775335882	0.539044013276881	0.77850520844481	0.690131553784827	0.761080286738161	0.486421145727739	0.801717224651915	0.656094254697247	0.407204194225661	0.792929716833161	0.755925566022783	0.81053114534838	0.169485377928545	0.554597400864806	0.619064848326727	0.727995559366227	0.806720190607779	0.740409579874419	0.874079323020283	0.902153632184492	0.673528408397942	0.345363050616339	0.888960940519629	0.350721404398091	-0.164566211923636	0.844724455613113	0.746238976926246	0.866222465309212	0.705591109405559	0.743755029887753	0.847216786901441	0.289469200859315	0.534958080482556	0.321042461099321	0.49566809651194	0.676763665468032	0.606061343632535	0.723803567973718	0.87035274207935	0.750229009886277	0.833878897476171	0.776519765644633	0.794397002011211	0.795633412092652	0.573362732957741	0.883976014563055	0.879326207976994	0.72645086301746	0.629946538268912	0.774666132613569	0.881350894290471	0.909278630729774	0.88904922815854	0.885611138246927	0.845064379773828	0.812879091515464	0.80124118312141	0.771841899113878	0.861175595443003	0.842510021401986	0.561067710482182	0.871225905128504	0.83330651921473	0.849434382026686	0.85545881926528	0.166585559742805	0.740861410965485	0.838470749532571	0.603245420122834	0.826666227967678	0.810694102407894	0.900097444391018	0.534882524693235	0.819174078118422	0.811203918840669	0.737501413952583	0.52968966205466	0.871327204396621	0.797619123603799	0.896085742433778	0.821419228661691	0.615177170324312	0.398393427947759	0.796316720466928	0.658684620658537	0.410761573239154	0.742596746132861	0.338147627711297	0.481441477909057	0.762136705804763	0.838943457983787	0.330934112130239	0.436652084584806
BMPR2	0.686180739702965	0.591384687511067	0.818054448013059	0.750543185996058	0.818961210358943	0.369004191050734	0.797504750163834	0.189563462168783	0.809687634083899	0.204505602109766	0.789598895865319	0.747614918810645	0.807428944332231	0.836752700860551	0.385843859560244	0.821540571236244	0.858816559249936	0.794261729704771	0.775945764462804	0.755519579449383	0.658594175920365	0.803923426267896	0.146957940638609	0.490598122047556	0.842036625516886	0.492165456639041	0.390966027449167	0.674140242596288	0.773947841363284	0.74364097686497	0.612051699287769	0.36288088478139	0.836515819803943	0.730447666669717	0.652998928074061	0.801250101686264	0.718660708095904	0.826607339785852	0.632128696032746	0.734920455926449	0.780742614315165	0.803637692489175	1	0.809654788021452	0.858954759619849	0.548914510606403	0.666560984666018	0.769949220157203	0.536651058548005	0.401419051033756	0.659348310352779	0.759455243504052	0.743697733267909	0.66838535153845	0.724002817380016	0.180404761832203	0.775104295645721	0.450957206684567	0.184797829053785	0.767376645060994	0.743448829643788	0.834584321680131	0.523551007546259	0.718256503481191	0.771141165698758	0.63484293826085	0.475499518895878	0.857516770078717	0.651835680330114	0.633839314837497	0.620570416345294	0.800438172020347	0.758331627347477	0.305957046823965	0.728344853873663	0.681270724195833	0.729546632919718	0.744550689936247	0.788528546512493	0.670510469639059	0.714813375091767	0.715919385084309	0.327692319714525	0.821235223445242	0.588833813464326	-0.0764012268588784	0.71497047452356	0.696452612847759	0.687123023268851	0.769239437365985	0.647711479702274	0.76100724901032	0.37164034723965	0.623137864958202	0.621072180359388	0.656374234089398	0.763387610895266	0.576186378729273	0.657996994332459	0.770814248843142	0.768372521923145	0.723031188017502	0.69618894935363	0.737145287648703	0.707912052445119	0.72051640655043	0.824417520188951	0.768398647826179	0.700267672058203	0.781705124466876	0.828451484574432	0.858703643462338	0.837247128007311	0.753712961753435	0.759723803252966	0.784726331705738	0.737952512988447	0.805612394210692	0.706511678936832	0.745699439981748	0.87761705510128	0.705952435767855	0.777689856536347	0.766307654638243	0.759927232669543	0.660690594175082	0.187666186369616	0.834178928811296	0.682690715638775	0.738062453140973	0.757182588314062	0.886563811690172	0.803588250543759	0.657503071861624	0.830930307606588	0.833429012592504	0.79830564976201	0.65573152951558	0.819527360490167	0.730627948572406	0.840687688805074	0.818660094116032	0.742656356326321	0.55097612997193	0.787808619154687	0.752718832959458	0.493053925961064	0.765542229984236	0.419929065093267	0.538545313367207	0.666561027726917	0.801226649797639	0.492597759347585	0.498540440929363
INSR	0.711510373152299	0.427714004417877	0.655989325025933	0.815208324046891	0.691915087342677	0.215510464887196	0.795529492383994	0.149153982442509	0.672299223409259	0.00209837437783199	0.75444288400331	0.723665122240326	0.705865830428875	0.799226140868993	0.335437250209714	0.645400647809839	0.807408358981532	0.768271175665889	0.799927457938666	0.724891359390215	0.655740352567241	0.774818584717429	-0.0112009552057036	0.36989797326103	0.812644872167968	0.33972110147253	0.270657167200111	0.62605795614289	0.663920927615212	0.733098333437161	0.443556324340482	0.0800235333242046	0.746896675982827	0.783618513377152	0.584809379537691	0.74873465377425	0.832034725585593	0.787736148448052	0.675416634725025	0.786070640030672	0.82031986629899	0.796575222111492	0.809654788021452	1	0.781880365455979	0.5598895124225	0.540068518851371	0.773639414015334	0.409723714182258	0.206476823379033	0.683516316894835	0.710518520809187	0.641391730514935	0.574089940958949	0.728151474729815	-0.0569978752575481	0.794585648032076	0.282241477049051	0.202050636928565	0.704536321744935	0.745246033632499	0.836051885767233	0.336819372191943	0.672273880906192	0.583738169620351	0.627878189703947	0.427068491395473	0.722311323859918	0.550356645919752	0.526992435880985	0.798911567706552	0.603690934246081	0.635544805753644	0.144079614847787	0.581501359845222	0.499796718748288	0.709228387972391	0.738446684033586	0.712439657392585	0.766658336497429	0.772794593400042	0.524992408672853	0.217807420347593	0.759248863580671	0.406008264839115	0.00623887329846957	0.752839054446189	0.572039207136379	0.827526540802146	0.677328126263417	0.56566913422808	0.845375226420985	0.415587613461862	0.557756388036687	0.412590571045764	0.507349193359913	0.608629462911766	0.592502649841268	0.603183432470055	0.741747166126831	0.714202506342286	0.807347362671983	0.687374676053767	0.701789551519104	0.658503751338325	0.498566349493615	0.76897125935077	0.812283596052723	0.493426506434384	0.66257077023655	0.785533525424598	0.836011562941167	0.806722502364499	0.827448687581584	0.773647733924858	0.831330209629411	0.674141143051206	0.683643923720308	0.657508027988761	0.826417996001624	0.78837285152974	0.632123079804381	0.782679646724135	0.830585321423526	0.807906814292599	0.786061637141539	-0.016604103646306	0.755339060352859	0.680109531371281	0.688077403935013	0.753443564285924	0.73488546164794	0.773947909840398	0.439208231248827	0.764824437137791	0.815054350112824	0.669876190379296	0.554619195063145	0.818201823128641	0.763363277231223	0.865527156840145	0.692804286455903	0.685630465104205	0.463995832858018	0.641756610221684	0.708342624733608	0.397431843177788	0.734932966869293	0.306591312126674	0.49636667792133	0.624341258849687	0.720867095593493	0.368324377357457	0.486755576343784
