""	PTPRZ1	NRCAM	APLP2	TSPAN12	SDC3	NOTCH1	NCL	RPSA	PDGFRA	ACKR3	CDH2	NLGN3	NCAM2	NRXN1	ROBO1	SLC16A1	PTPRA	FGFR1	ITGB1	CD63	NLGN1	GPC1	NRXN2	LRP6	GPC2	CAV1	LINGO1	TNFRSF21	TNFRSF12A	APLP1	ITGA3	CNTN1	LRP1	EPHB1	PLXNA3	AR	INSR	NLGN2	NOTCH2	CHL1	LAMP1	CD47	LIFR	MCFD2	THY1	DAG1	CD99L2	NCSTN	BMPR2	RXRA	CADM1	SORT1	EPHB3	EPHB2	FLRT3	ITGAV	TYRO3	MCAM	LRP8	DDR1	PTPRF	ANTXR1	TMEM67	ITGA7	GRIN2B	TSPAN5	CD46	KLRC2	AMFR	TSPAN17	ACTR2	JMJD6	CANX	STX4	SMAP1	RACK1	CD81	ABCA1	TFRC	TSPAN14	TNFRSF1A	CD74	C1QBP
ITGA3	0.886086848800254	0.901020613856993	0.894285420162939	0.823870820765539	0.912338983871474	0.803720327851265	0.733847405420741	0.722436045281114	0.813506694878526	0.73483901859075	0.906419293918272	0.850079114116707	0.829289905334697	0.836399389585887	0.884973903431729	0.763816085773938	0.905328428637998	0.816565411526497	0.895635141237675	0.914377822284891	0.868495796077421	0.934424806015417	0.876174855448386	0.811329973635244	0.721895528824945	0.811577388283516	0.823107433966673	0.844579767080144	0.876858566632151	0.853949409314127	1	0.765904068718796	0.873610271635511	0.78923290295758	0.8782537238108	0.811055041583534	0.807393856613011	0.853105657243618	0.810360447401106	0.897044608866773	0.889048517318054	0.861789871085651	0.812336648877862	0.831775082948579	0.750632598270399	0.883689562479331	0.837333085345028	0.855986637127208	0.87660871396107	0.802225014679904	0.761011033520653	0.870125857477097	0.777126612367751	0.798654223638556	0.817880344808164	0.886662259423737	0.877929311628163	0.724510968595178	0.766023781726407	0.910681544959471	0.861813133248499	0.838491614522026	0.835837786369808	0.909643649092517	0.885536142330131	0.849014654677802	0.806530728598436	0.77051079598764	0.81386498458589	0.798823914610336	0.862400446472826	0.673063714261628	0.880920263626947	0.844333856198264	0.737798532923064	0.801226581129905	0.865196610389517	0.810843016649223	0.775641477567617	0.798835044816292	0.87471096515697	0.201892916920083	0.750625473145147
CNTN1	0.91833687291717	0.880137362338186	0.877523020389623	0.901366676905656	0.902111992973488	0.941781315525459	0.929028905744118	0.958451357418721	0.927745109699597	0.847837573336045	0.89621585134121	0.939877160820897	0.910074428585887	0.911751280065695	0.848956564902515	0.922350158703503	0.864156036917155	0.923685243039406	0.884092944533834	0.879162240100601	0.906965477301434	0.847038042389469	0.899834993047073	0.937817919062768	0.882144794898459	0.888431789402084	0.920486009623923	0.880017003869669	0.721152203269581	0.909866052098745	0.765904068718796	1	0.909841865434353	0.931897920768541	0.867015386388409	0.896777617410903	0.794780920104719	0.921737826495038	0.900078290860772	0.792863993033432	0.904423915037764	0.900294181845162	0.832845774880437	0.917488438109998	0.94046626451775	0.912698350946941	0.886747207262708	0.808012794716362	0.916161249554551	0.891585567062664	0.946680060822953	0.899013283774627	0.918062228504959	0.926818466177998	0.808012599730454	0.8752956871974	0.89392821656815	0.910499012929107	0.9083185462614	0.890113049789044	0.859636085143033	0.91754378309464	0.794292566080644	0.810133886200702	0.782178424478673	0.861369076647113	0.829851287473335	0.903273804445201	0.911534803179114	0.821522356971474	0.921960557560114	0.822605408160738	0.929363054394621	0.860530275007966	0.947362711182896	0.956111881866415	0.920971382103933	0.677394539380058	0.841293612359964	0.797010107878057	0.83910390413255	0.140190546257076	0.948651346839757
LRP1	0.967287717568989	0.942154802334633	0.94095582209615	0.907428487470296	0.961942028455182	0.93288180005993	0.880538894767445	0.881781805895554	0.928958059351296	0.834435085035599	0.946132434121849	0.956319127278072	0.932213964255464	0.925011554650377	0.930590851356956	0.889379608203298	0.941156597917882	0.908459490150246	0.947165840780347	0.937143114784812	0.952237028942325	0.927161375520233	0.947625859720322	0.932037708784055	0.848575884970946	0.898363353119747	0.922844189221819	0.904109354207451	0.81520754565174	0.937894155748769	0.873610271635511	0.909841865434353	1	0.915716017659028	0.927562370485524	0.896293916670236	0.851653246161155	0.936983571469367	0.917859936038292	0.905264373886823	0.947716763239223	0.928183989845778	0.858154125886636	0.928627124601176	0.892809692263169	0.941464001776923	0.903967205415665	0.879165508468559	0.956130331821359	0.909219847709888	0.907241065787619	0.950704266020518	0.904416292633552	0.910000081448499	0.866372965384067	0.951003193001577	0.943909371189291	0.839075055896177	0.881095839769799	0.949290810169742	0.906527815960299	0.934316298313946	0.876325102904942	0.909838478206494	0.884455953363064	0.903361984303763	0.886556751050639	0.874002196667249	0.92181408623388	0.849058965145965	0.957993982030447	0.805030499641217	0.963605394249701	0.93239605186151	0.881878816257371	0.926769654502033	0.959324797776287	0.811890442307396	0.880369523390476	0.866599956464097	0.907075708135961	0.275034515594974	0.891902820608796
EPHB1	0.920380769877403	0.888613646676896	0.881034918768296	0.889988819116154	0.90158331035848	0.927588762195947	0.891631121511864	0.911517784617613	0.906098023061742	0.83156312571217	0.901622568366337	0.93152352239601	0.903804189053339	0.898044029517974	0.865201992837379	0.897159360662044	0.874086544409219	0.912677281928556	0.885996540588045	0.878893115643234	0.913168359805739	0.853144470878225	0.910603712698403	0.933126769937893	0.852803248959632	0.870419050641166	0.91725085228139	0.900799675430786	0.740429358769028	0.913468528236474	0.78923290295758	0.931897920768541	0.915716017659028	1	0.869089201609966	0.902719991873954	0.799011193149322	0.911185058414457	0.875827872186807	0.809961437507951	0.905184057955276	0.89294795290129	0.819465092160757	0.900148612698249	0.902242308798271	0.914549484891174	0.892410895067278	0.818129607748047	0.91273999765	0.875324965786589	0.923975284618809	0.892074916140544	0.886021875051616	0.914220560613215	0.819912874631041	0.884226188343375	0.9005592085289	0.865605085752946	0.891088555397961	0.897602261982855	0.86720837136618	0.905320841021405	0.834116058346913	0.816939622017717	0.809669292272054	0.878144441926866	0.838611279364194	0.891542679418728	0.898902861971658	0.818977755312254	0.910264793894294	0.796297047931825	0.923988921631512	0.86661681454163	0.901943919955092	0.924474465029806	0.912823852228933	0.732647588666623	0.82848634788463	0.818279533157062	0.848197466420348	0.156447546217258	0.909568550994745
PLXNA3	0.933027101537763	0.925317500019809	0.900407939663658	0.847941236829015	0.934451003066745	0.894286625851261	0.823496455165583	0.836331190010385	0.884213045248947	0.777299547669531	0.929850911848499	0.921621333990881	0.886150139247905	0.886472771743552	0.89517525872099	0.855018474992507	0.901929795001957	0.87292965160996	0.919085286118667	0.921270656013487	0.918181984248736	0.914258938016036	0.907474007158908	0.896377334422695	0.808210040719034	0.879339568089833	0.903042437420711	0.884072744554848	0.814930385640017	0.904606588826231	0.8782537238108	0.867015386388409	0.927562370485524	0.869089201609966	1	0.871170303606989	0.820314755823341	0.915702491168268	0.902021110199184	0.899972221066401	0.913069234504599	0.892251567436773	0.835916465103836	0.875022352507175	0.844176101734494	0.914941654928349	0.879198164382856	0.864543085171324	0.931660045700894	0.869892220548091	0.859367633037718	0.916297123101987	0.862667583325666	0.88920576091439	0.843476418205489	0.932193135186715	0.92326017631343	0.808658714906659	0.835123559945379	0.927896682194951	0.888399313731956	0.902515887022376	0.845786670514197	0.885602159299475	0.870919706549292	0.87300780780929	0.877009832318644	0.835781352247482	0.871032430785139	0.822444140881286	0.910613594112419	0.742048519582304	0.930344060860366	0.885262927164376	0.837856052266899	0.888889175344007	0.925516730220197	0.794213820777187	0.844644953755629	0.828136560282746	0.896149134329713	0.215911739417854	0.856763046168796
AR	0.912242702681307	0.868751779001619	0.898862446620793	0.898585542972263	0.896147999612125	0.935426751636624	0.894596410378571	0.887443631280102	0.908292965045832	0.857286438907753	0.919356104900182	0.908811657198912	0.879243163193551	0.896098784602405	0.893765535275676	0.891402789117664	0.864609476731045	0.908801338182466	0.90091208262665	0.893310169089441	0.917640190122497	0.877014845522698	0.888424941481457	0.920964697977307	0.84115089744092	0.872121363461739	0.907439671350846	0.85516930694161	0.753388512624204	0.875793880103488	0.811055041583534	0.896777617410903	0.896293916670236	0.902719991873954	0.871170303606989	1	0.782774334784378	0.872483250958418	0.860455144468125	0.80973937418499	0.905677660268772	0.896402125248365	0.859370223931114	0.889280995965207	0.891189184918006	0.913529301123631	0.880716570813327	0.834026346794552	0.925338543187735	0.843622828488896	0.903213939410441	0.896003082977714	0.887293773826612	0.913067341497356	0.831623761850433	0.867413718594275	0.895658134064572	0.868602560674638	0.857571281722977	0.875625577525804	0.877581526386629	0.904577559936329	0.848912084456235	0.842217358910564	0.811957035032057	0.877801947560458	0.828745312887453	0.882863772177359	0.873383159690923	0.823476092646138	0.927309642371238	0.801996737521834	0.930047848934835	0.867311602416529	0.868511053481859	0.910745675623245	0.913769017612884	0.694037418898424	0.847419372151756	0.789260291102043	0.831312307067979	0.156659554921833	0.899712665563466
INSR	0.862548838975428	0.825407736512752	0.855009868952927	0.795363632487944	0.842084466548382	0.794536870541893	0.777332521377843	0.72026833415921	0.786870564100329	0.73367812949246	0.844219917067452	0.81275796113716	0.826755954173713	0.873802572684415	0.865743649164754	0.794376230321617	0.87644036673603	0.756785452917211	0.844465413325487	0.790616578961792	0.873655091515039	0.837044610509961	0.853105133012651	0.833221306558745	0.739088736342883	0.729089852681146	0.785352428652757	0.756761173006508	0.705764501142478	0.836856327509807	0.807393856613011	0.794780920104719	0.851653246161155	0.799011193149322	0.820314755823341	0.782774334784378	1	0.7908452305523	0.804804570841019	0.807414355893002	0.826578095185748	0.801744302266043	0.690395008574413	0.81396893678478	0.756426039363317	0.839591121066453	0.8138970354949	0.803970335815686	0.849631717922568	0.779789105768449	0.774443547027717	0.848276119006204	0.781309346870604	0.804236653006574	0.757624482102775	0.845404840960857	0.855875632024669	0.704450249132773	0.775061041598785	0.835360356696762	0.799016324004639	0.789701628388769	0.794145338542077	0.824118819002486	0.788719828373141	0.843223999217364	0.795536521184609	0.766734660519138	0.81513809462415	0.713937448566014	0.815740117712872	0.712642396742405	0.827772358387974	0.790539337845142	0.753408201490648	0.767449391182331	0.809751316447849	0.767610228274473	0.746466845600414	0.777792553335793	0.74980049392156	0.219451404655019	0.743208455604904
NLGN2	0.932737328390558	0.934892389977506	0.899269472125359	0.886932583593483	0.947496740051236	0.922162972056412	0.851895832020175	0.893504410867269	0.919081678207319	0.812013221775252	0.922924366789423	0.953960069187212	0.901400092434494	0.901547886319649	0.872454958467655	0.85868421707456	0.902934509018151	0.914207349127675	0.905750509452777	0.930717142806167	0.915952898317063	0.904592860963126	0.923454261630402	0.909828352475484	0.839997017804379	0.888711370849335	0.929183061365498	0.919030444970462	0.809546849572528	0.929559671802563	0.853105657243618	0.921737826495038	0.936983571469367	0.911185058414457	0.915702491168268	0.872483250958418	0.7908452305523	1	0.895308703094251	0.876089897395185	0.925838416650345	0.914273854957877	0.861497670765376	0.915122031888611	0.885823213188322	0.920688154189082	0.89563918522209	0.854297181984252	0.930229476566947	0.897261724003247	0.903519351606034	0.91434137368682	0.895758419779837	0.899015333079	0.839948587543814	0.913569502258391	0.916375081079898	0.864375520044982	0.877266646704437	0.93681754100194	0.887007141983888	0.929510712204337	0.820267656946827	0.8521544589626	0.863678847022407	0.87280716506525	0.867112517864988	0.873628988051604	0.910260360864108	0.853752518794403	0.922498340187869	0.777469949643567	0.937092048013857	0.905517529548947	0.894478421329714	0.923506323960268	0.943043357918761	0.757048448068671	0.824024253377219	0.83998560792398	0.893205067332027	0.175909679155601	0.893125807313894
NOTCH2	0.925007398323133	0.895440958262044	0.893495063272149	0.86728335061426	0.906480891120616	0.897971423639857	0.859455684631453	0.860204133375812	0.901158919490457	0.807049461704094	0.904325055958928	0.900868815848335	0.888433067199172	0.897730864696783	0.862969952332183	0.867562069724064	0.896239775753942	0.861333738240492	0.896056387068356	0.882739757927229	0.916116924419235	0.868877709628188	0.881668401607903	0.909766042256456	0.830097592273933	0.841045731538899	0.893191710520041	0.861070269260856	0.745137314406003	0.894860129186648	0.810360447401106	0.900078290860772	0.917859936038292	0.875827872186807	0.902021110199184	0.860455144468125	0.804804570841019	0.895308703094251	1	0.864811854828197	0.897078394514779	0.880251034427607	0.827391278885039	0.894789813501923	0.874147098619696	0.909429823998673	0.85602926372616	0.852695710701266	0.921100892547717	0.873210037557419	0.898625989206991	0.891385086619294	0.88623573954924	0.903832432320326	0.81845887778951	0.912204307773411	0.903565438164569	0.834993946586858	0.858466259456057	0.889483394747493	0.86131586411541	0.882161487539484	0.821108342434065	0.8474015829598	0.827885503960448	0.856884217684471	0.863398211321964	0.843858798350061	0.881661949947315	0.789693563086972	0.907658979400846	0.748749408326662	0.91903456038695	0.852290818569338	0.866865100911366	0.889487480671472	0.912861884588217	0.761005028247817	0.830857222309938	0.798810941560089	0.848974066778613	0.237271317653896	0.868863053659976
CHL1	0.92276195022969	0.933233978293031	0.900961138958985	0.821743404790314	0.939109783649542	0.848537158758019	0.735628202003468	0.732942791933317	0.858612196627983	0.742881633755785	0.918181461108452	0.882875603806439	0.885168326582519	0.853561279913823	0.88557608171309	0.779621250423372	0.918900138789988	0.817893164450027	0.895086930200375	0.914125748035506	0.908457869691395	0.922343158048967	0.890883138027077	0.837075269753082	0.728640926084851	0.828002003332059	0.864663708033874	0.888369207999246	0.824717022650817	0.879440713072874	0.897044608866773	0.792863993033432	0.905264373886823	0.809961437507951	0.899972221066401	0.80973937418499	0.807414355893002	0.876089897395185	0.864811854828197	1	0.899915936877189	0.886715048582918	0.817656276226516	0.859810633539173	0.773794365327639	0.900490721171098	0.842432633574932	0.8503161478124	0.910068736507039	0.823473496677061	0.791474322613806	0.896147896545723	0.819482826539595	0.816691796473266	0.823218956793267	0.935043516966876	0.896783402237085	0.730368273982203	0.778481181454313	0.918358343399512	0.873881874096803	0.877539056939389	0.840039948109346	0.906045860523207	0.892449987700939	0.855613690406605	0.817868415033976	0.802019600998162	0.843890749168209	0.783268697533526	0.859908006636283	0.693408324268143	0.899816818844406	0.856497421346774	0.746625912715023	0.80856872430642	0.898801987694109	0.849080780806134	0.771570119865842	0.795730042615446	0.882251288150935	0.189728811600655	0.764565901725548
LAMP1	0.954901378830967	0.939221786709834	0.95631969582298	0.920541950786725	0.95733056904104	0.934586321449035	0.890817802911281	0.893286176910495	0.941656198969001	0.862578655896589	0.960809830692034	0.948478937943364	0.916472185496135	0.928242598539529	0.917350521281194	0.885769381586802	0.943244962831148	0.929813134582828	0.957847986402465	0.968627202020155	0.942875979583613	0.938648575113361	0.928998503503205	0.925181791888258	0.859292644962315	0.892078767492738	0.929273779405683	0.91629289799865	0.850532605853749	0.931002022708754	0.889048517318054	0.904423915037764	0.947716763239223	0.905184057955276	0.913069234504599	0.905677660268772	0.826578095185748	0.925838416650345	0.897078394514779	0.899915936877189	1	0.955175897318168	0.894025835118639	0.930236384216876	0.908697017219348	0.957619198446538	0.921157629991189	0.879685792993934	0.948506287237516	0.89197645573164	0.915583545994496	0.9369692078478	0.899151155049335	0.91941285543949	0.852642079599157	0.946561836190386	0.929501389642388	0.867891685424623	0.885359991172108	0.949279465104525	0.914562471774018	0.926797330169282	0.854898567688954	0.907950061567752	0.886425632729725	0.907580737157325	0.869325914558747	0.888665293335405	0.913825682460111	0.876499808206715	0.949461521251016	0.822568071977216	0.96762791118323	0.911295990526944	0.898956959609	0.931988680091682	0.950042961001532	0.78698017409558	0.865178443932819	0.860420966627786	0.919166232179876	0.221505908740044	0.911858863205237
CD47	0.942638830122391	0.920644255559415	0.941964284897108	0.92163700657961	0.947136078771423	0.928041539369604	0.887377548716083	0.901135226566483	0.952284076270892	0.85666966098553	0.953541494229043	0.943927290217077	0.922729460182541	0.902651240883078	0.898540634838191	0.891466967956517	0.931753242130094	0.919706442929884	0.938032449448525	0.967460221822423	0.921261795172964	0.926721729134963	0.930690316075562	0.908702717189015	0.844801375828505	0.900344580133086	0.915434157582151	0.906708956936121	0.842391898935484	0.91256172163566	0.861789871085651	0.900294181845162	0.928183989845778	0.89294795290129	0.892251567436773	0.896402125248365	0.801744302266043	0.914273854957877	0.880251034427607	0.886715048582918	0.955175897318168	1	0.895383766326006	0.92375394252617	0.924151973767639	0.94662950144977	0.912959866835297	0.845342398631408	0.934395203486533	0.890760463813769	0.903312933060086	0.926822565197361	0.888134138887509	0.898661166031141	0.846270175130286	0.923578271761487	0.91241443733326	0.877640152017897	0.893337883200131	0.935418433386081	0.873182074724693	0.919594571610702	0.836954929058121	0.878997403130372	0.879357752057259	0.890698727282856	0.836096937044928	0.89931387712492	0.916651656328689	0.869526850401682	0.932739529435423	0.818732555530269	0.957241770180428	0.898595024051147	0.909005759039933	0.934627002598491	0.939528528617304	0.731576297566123	0.833611022179738	0.831896097774725	0.92258152094394	0.160511465723161	0.9213824374028
LIFR	0.852789295018672	0.84792933201344	0.855296628989448	0.848734036411036	0.888240358301089	0.882149102506397	0.808924617784488	0.848833620020025	0.891083818403712	0.781777295826798	0.879381596143924	0.873986423440426	0.83053422197729	0.817333872287051	0.820894735951637	0.804659708693361	0.840656467313878	0.873938252739686	0.866768230408643	0.910004694347542	0.834684406052844	0.852852597502783	0.817668393556755	0.849036104802956	0.788034657595866	0.839085777199943	0.868606472257446	0.864880808897714	0.768909595225379	0.832279932244152	0.812336648877862	0.832845774880437	0.858154125886636	0.819465092160757	0.835916465103836	0.859370223931114	0.690395008574413	0.861497670765376	0.827391278885039	0.817656276226516	0.894025835118639	0.895383766326006	1	0.843567552315349	0.844445073579078	0.874964201022014	0.83674450420098	0.801343595796861	0.881841457322387	0.827808189522748	0.863880291932657	0.855928327749281	0.829594657128233	0.835416919059244	0.764762412667175	0.853635951802686	0.817745705719709	0.825865632352951	0.811502721541906	0.874252331428858	0.851132234943577	0.877411157685899	0.75129889577244	0.818196731478517	0.824112282474984	0.807407005799665	0.788420140794351	0.814344308260143	0.853215200115063	0.841100997775045	0.89429850991612	0.750999643596489	0.904255356167302	0.835050867330224	0.833199807045117	0.875287378978018	0.900324742010762	0.679174013076597	0.811321340871516	0.757321070965172	0.844798274576458	0.152917289336174	0.856790717302441
MCFD2	0.945710370958655	0.901500095448316	0.926109491631893	0.916863198400559	0.934543975338352	0.925898703359904	0.902323474938863	0.895732888169719	0.924514647413934	0.845345131157489	0.939628541512264	0.923359216594804	0.905944788500741	0.923202300919542	0.887116750020152	0.9037255139444	0.910601019353761	0.902360913453294	0.927757536687188	0.92167217946436	0.929414023124898	0.906129805130068	0.9190067769025	0.920495700557859	0.8749094949202	0.874270198208619	0.924936909731486	0.887211104273343	0.804928688635772	0.911878791606697	0.831775082948579	0.917488438109998	0.928627124601176	0.900148612698249	0.875022352507175	0.889280995965207	0.81396893678478	0.915122031888611	0.894789813501923	0.859810633539173	0.930236384216876	0.92375394252617	0.843567552315349	1	0.902204549551258	0.932361652169576	0.89141097818192	0.84295658864328	0.92955791659269	0.895278930269295	0.896305464749049	0.913940569839959	0.893577928102349	0.903492078638394	0.852217018479502	0.922542906675214	0.919224924413921	0.858769985770291	0.880370315671097	0.921218462165543	0.893622175891999	0.914426281787143	0.849132127304297	0.858518405823143	0.870981287144054	0.883933182560961	0.853236484659149	0.888742152630923	0.907903921748862	0.837442946153968	0.927547509529559	0.818977706500568	0.950977230625629	0.885329832516535	0.895113617867826	0.928695256636523	0.928038744437998	0.754485362497846	0.836596328377217	0.837678208001334	0.872398628173744	0.194726223371449	0.904079750971802
THY1	0.913566470277228	0.8452465607995	0.889180888485838	0.930595220448292	0.876070552410004	0.934084663713124	0.952753513363902	0.958072156722159	0.952926464735396	0.860980115677567	0.900295295704413	0.924431704148132	0.897420071687636	0.903049308150023	0.841332811402667	0.911779368734976	0.852474501295262	0.931438144232383	0.901318383025873	0.898114092942893	0.88513249873976	0.830612603104887	0.887222603018664	0.920996084957346	0.884148662867674	0.883131782827141	0.890351973523229	0.846631985704876	0.754095528714267	0.876017162508996	0.750632598270399	0.94046626451775	0.892809692263169	0.902242308798271	0.844176101734494	0.891189184918006	0.756426039363317	0.885823213188322	0.874147098619696	0.773794365327639	0.908697017219348	0.924151973767639	0.844445073579078	0.902204549551258	1	0.906954738094129	0.891399712295939	0.784954845415738	0.89886807436706	0.857600552754261	0.932084037168476	0.891800122583604	0.916875523989049	0.910614717607249	0.793091813345785	0.852645248339941	0.883921826355355	0.924831240529475	0.907160157978763	0.862108954583819	0.829683989559335	0.889838628176432	0.783287224790925	0.79815236554941	0.784833058443656	0.852745651786017	0.81473767145131	0.914563604567144	0.887370289732025	0.860501976574111	0.919730360453011	0.85771882188296	0.927326210550705	0.842947321344008	0.957113735324865	0.954073293623267	0.899273287528193	0.618486002232172	0.826801000964624	0.782425153754244	0.857027579911503	0.137901783891397	0.966729944748572
DAG1	0.961600505109644	0.942903333219569	0.954243133269082	0.918265418261233	0.952753516956461	0.935040781717679	0.8861200399592	0.888220150838761	0.936932755328884	0.852549423473847	0.961243352722405	0.949177119662496	0.926781803174505	0.936807678128921	0.913979044213882	0.903864315726918	0.945986238869769	0.92877793392211	0.955803204931637	0.953565966343076	0.950040138675632	0.942694182314698	0.942487583665806	0.929201977103387	0.869592737677555	0.887005883503173	0.937198119278404	0.909091533532042	0.846341073179407	0.93345761009602	0.883689562479331	0.912698350946941	0.941464001776923	0.914549484891174	0.914941654928349	0.913529301123631	0.839591121066453	0.920688154189082	0.909429823998673	0.900490721171098	0.957619198446538	0.94662950144977	0.874964201022014	0.932361652169576	0.906954738094129	1	0.918026026703683	0.8773905326045	0.945955147857432	0.897926151218784	0.915544437971761	0.926804877132739	0.902755454683588	0.92463843793198	0.867908781076418	0.940255073826101	0.937728397143983	0.882154475840847	0.895655833766671	0.942839217374922	0.917638895336578	0.918277535032437	0.882977929415369	0.900927800775742	0.891507302706941	0.914267485317335	0.865367791125132	0.900661737328454	0.926253993326902	0.866266589917291	0.942355586849964	0.80894247306487	0.966459622365697	0.898902239671753	0.898713563771167	0.930110718650547	0.94504462528572	0.784474772376668	0.855362109865529	0.838619209070009	0.914836569063106	0.179906026668204	0.907519788894882
CD99L2	0.915281977638138	0.890716168906363	0.888926325622745	0.880763049387067	0.908089402137156	0.897980617433897	0.86971620399393	0.879314646390528	0.911277382150486	0.818156998473679	0.911884201236717	0.913210403648671	0.894436212355854	0.902610748240462	0.882940155860463	0.879394802846764	0.897306503522196	0.902008654681658	0.911031985633472	0.910454816783	0.899424493107386	0.88324157391825	0.901518474497566	0.898009767603537	0.842079541059131	0.859431821183076	0.892657192019974	0.880460905634187	0.785340155414252	0.886134116653292	0.837333085345028	0.886747207262708	0.903967205415665	0.892410895067278	0.879198164382856	0.880716570813327	0.8138970354949	0.89563918522209	0.85602926372616	0.842432633574932	0.921157629991189	0.912959866835297	0.83674450420098	0.89141097818192	0.891399712295939	0.918026026703683	1	0.822161824606889	0.915232255066338	0.849058228875253	0.882478841313064	0.895058136095656	0.8803025190351	0.889770098616609	0.800447370793614	0.884414675433027	0.905752354470131	0.843716521295803	0.855735169155776	0.900120003117169	0.887741994374124	0.882868617215171	0.836712805248826	0.844593149623459	0.823980882964215	0.871714719988093	0.827473406101486	0.88312771029706	0.87781093432191	0.852621590418419	0.898144953312519	0.804217844017189	0.921518643345671	0.874992631758829	0.876720228226042	0.911398133308003	0.901150561238605	0.716025577165294	0.822371773077152	0.820150521122979	0.864930980855889	0.163612568761136	0.893754720559008
NCSTN	0.893186911016451	0.881478022099817	0.892912993138188	0.83924806181481	0.890499342512323	0.846401584865666	0.775488915552409	0.76359419286438	0.841175422326705	0.786318597517683	0.888365356047897	0.854648111540607	0.83352826772124	0.868869701630832	0.880221351160489	0.805607039016709	0.882479076002558	0.839585731273631	0.88347420443923	0.870114132519511	0.889120965746342	0.886529308999495	0.863457440753389	0.852365452745178	0.762452278286586	0.805119526100699	0.848364290608427	0.825077767751399	0.773794720105785	0.860847035086333	0.855986637127208	0.808012794716362	0.879165508468559	0.818129607748047	0.864543085171324	0.834026346794552	0.803970335815686	0.854297181984252	0.852695710701266	0.8503161478124	0.879685792993934	0.845342398631408	0.801343595796861	0.84295658864328	0.784954845415738	0.8773905326045	0.822161824606889	1	0.875020270219889	0.807289573092627	0.822754730823545	0.881827988659725	0.81224748630472	0.839048172043095	0.792012462113105	0.883313887589772	0.880221136736317	0.756491142456105	0.798233374377781	0.869845002808252	0.844608993197457	0.852872637259503	0.815186742216599	0.857664668972953	0.82315790362149	0.83578664078439	0.839569467524355	0.791070817737565	0.839512124751581	0.788706730698202	0.865307627775344	0.700020553001751	0.884256417495464	0.836441253663691	0.800691256771788	0.816106508543354	0.876410816801595	0.767049757426274	0.764935837830844	0.798268544092182	0.832619039441451	0.231211421876044	0.78241928585453
BMPR2	0.959201467442424	0.939238645213091	0.93597655693326	0.916551395796277	0.958471361363554	0.951396666634404	0.891422595709653	0.885354475544203	0.934696550962539	0.852866811167816	0.956999360917798	0.946418604956996	0.932346731841356	0.932579206612625	0.932366758550984	0.896018382288858	0.934448725788478	0.912969870651297	0.942521544592278	0.938356188944672	0.955994005435367	0.930511553050381	0.928374526539425	0.949877590928283	0.856728616944678	0.895693170501991	0.928458153610503	0.907259102899194	0.804978991527226	0.930841362691449	0.87660871396107	0.916161249554551	0.956130331821359	0.91273999765	0.931660045700894	0.925338543187735	0.849631717922568	0.930229476566947	0.921100892547717	0.910068736507039	0.948506287237516	0.934395203486533	0.881841457322387	0.92955791659269	0.89886807436706	0.945955147857432	0.915232255066338	0.875020270219889	1	0.879726768461208	0.921607689159446	0.953727587082789	0.912132601549935	0.925505682183486	0.868709932803664	0.941066816723438	0.944659062237937	0.854542151516413	0.872641208746193	0.940493613486822	0.923833505658367	0.939833608970335	0.868534749948443	0.907008710595018	0.887200915092503	0.903667518545168	0.878143360720768	0.880739702530492	0.906500707808284	0.846270999452519	0.953598705278641	0.796571375754088	0.961852169323858	0.916600086989498	0.877905387308083	0.923221062017887	0.957110906634937	0.788390796353848	0.874109274048063	0.846978941665303	0.88360462892233	0.215212901879867	0.901981601797106
RXRA	0.893878156906794	0.883161122300577	0.878933191584151	0.840874572065524	0.910328324696645	0.875427553334444	0.843809427633837	0.882283418467363	0.875968269625054	0.793528390178307	0.894742357093665	0.896743759131924	0.876181295757263	0.874265992742622	0.83846345566376	0.882971099374665	0.884520325757231	0.864449814017319	0.893573338721425	0.894614036346072	0.881009991068393	0.870071541383459	0.886507787420856	0.873896232282272	0.829432488347915	0.883679166184751	0.881096571691569	0.864782629127076	0.760863675957917	0.883459935871271	0.802225014679904	0.891585567062664	0.909219847709888	0.875324965786589	0.869892220548091	0.843622828488896	0.779789105768449	0.897261724003247	0.873210037557419	0.823473496677061	0.89197645573164	0.890760463813769	0.827808189522748	0.895278930269295	0.857600552754261	0.897926151218784	0.849058228875253	0.807289573092627	0.879726768461208	1	0.872501827915878	0.875765674420972	0.868568586759679	0.877380642564427	0.832981230370891	0.894654105962087	0.872907891083568	0.83327056760368	0.872573538780012	0.904373016714513	0.861265655017201	0.886932349079236	0.814400066482025	0.823468846506038	0.818575397577343	0.870120722236409	0.833102658332692	0.821973009391329	0.888658040362228	0.8147109142487	0.89652805278865	0.76751002308926	0.919344665608199	0.846966062170478	0.873396432549131	0.917598779301504	0.904444866949987	0.740964931518716	0.810105255663726	0.803402074079408	0.868575916656029	0.208486553168145	0.875172607116928
