""	SIGLEC10	CCR1	CCRL2	LILRB1	CD40	ITGB2	LILRB2	FPR1	AXL	TREM2	CD74	C5AR1	SIRPA	ITGB1	ITGA4	IGF2R	ENG	TNFRSF1A	GPNMB	CD163	TFRC	HAVCR2	APLP2	TSPAN14	ITGAM	NRP1	TLR2	ADGRE2	CANX	ITGAV	ABCA1	NECTIN2	SMAP1	ITGB5	CADM1	CXCR4	ADRB2	PILRA	TLR4	CD4	CD81	PLXNB2	TLR7	CD72	TLR6	ITGA5	ITGA9	KCNQ1	THBD	KCNQ3	TREM1	TSPAN15	P2RY12	IL6R	ADCY7	RXRA	UNC5B	SDC2	TLR1	EPHB2	ASGR1	PLD2	INSR	TNFRSF14	CD226	NRP2	LRP1	LPP	SCARB1	SORL1	CD44	CD33	AMFR	LAMP1	NOTCH2	CD93	CD63	LRP10	PTPRC	PTPRA	NOTCH1	NCSTN	PTGER4	TNFRSF21	MCFD2	SORT1	RPSA	SDC3	NCL	EDNRB	EGFR	CD69	SLC16A1	C1QBP	PTPRZ1
CD74	0.629058274921161	0.425566284460282	0.268351106353323	0.719861898436739	0.512522459162411	0.60753681982672	0.742683872157036	0.63206636862059	0.835480600347127	0.625492446385704	1	0.413518856727631	0.633679262380161	0.57506414551107	0.666248155447316	0.339954568417745	0.39071941888844	0.679802045513519	-0.0596122838679238	0.417234134117447	0.301044676214543	0.635912602701956	0.456809498363662	0.618384748742926	0.418572846895339	0.165844388650578	0.71929280769737	0.639948378278386	0.623830767405538	0.435438143395945	0.352548220465329	0.59136693752244	0.620214945882856	0.223759444455923	0.696343112785677	0.531207513299815	0.465195414291095	0.287740368440773	0.687156690737883	0.617792413363362	0.644683390734777	0.432402340174566	0.631789038831152	0.450132782119054	0.547728276037929	0.287666264917445	0.65127470506732	0.550957450808422	0.178030428791984	0.641481819391992	0.284794567935649	0.372840694479777	0.28558473064782	0.470064835145719	0.628573665825287	0.380996175930985	0.626910667808802	-0.013653868620684	0.704249618966649	0.630796895814866	0.577741911809067	0.533561720024215	0.14563126366758	0.465141728388389	0.450004679068023	0.215400120172989	0.354741023468715	0.438325425710826	0.3657813067363	0.477577488451566	0.310012401289989	0.635189709434791	0.553710575240007	0.398410744336355	0.440763340949533	0.391578479350344	0.459258596769508	0.674162676210803	0.603475705063078	0.517123751060192	0.368374433401923	0.460192255376415	0.598955509665231	0.461391709552588	0.581810073178645	0.48177632859527	0.608687767859862	0.287780644073118	0.601177181737522	0.297624939373411	0.0620864095126613	0.531966696735074	0.383115861627539	0.584659733504846	0.0771307968881723
C5AR1	0.804107857543001	0.733327364446666	0.77703497347257	0.538294134503797	0.57356521489178	0.663764434234627	0.58005525845685	0.738779338347631	0.338209400805275	0.691541378729873	0.413518856727631	1	0.876377454301028	0.822211721999954	0.476595118446228	0.835357534231041	0.834292257740443	0.712599823487374	0.691198476166656	0.908607148775048	0.851722134075858	0.685943773486954	0.919290163553763	0.769223689888712	0.761475335536843	0.810862691657971	0.724376858573834	0.501652068178076	0.842482053811793	0.844219611791817	0.934462246566145	0.57700439730682	0.662445219073993	0.692414730990366	0.620925126871697	0.424658897033614	0.688044178402975	0.79261747269024	0.600679322211791	0.839637982758217	0.691221969949127	0.770317863172657	0.564413620801737	0.724687868488173	0.51508961943581	0.726428910455208	0.488208790770084	0.797111247348409	0.667398654943556	0.458228595849983	0.806077184933805	0.724756395318795	0.199955196282857	0.758583404169106	0.548487909121657	0.79966075648334	0.313932739425788	0.769649844591983	0.646507462493261	0.568119495680164	0.28238668024327	0.662720399314831	0.0602260671741851	0.758922977380689	0.757261870118788	0.873714292784566	0.885572891179865	0.845532210014122	0.811932225895032	0.743224926544495	0.827408963587772	0.503039761040393	0.622235281133668	0.884319676753199	0.691504712060739	0.559173750261629	0.736920851727524	0.742839289706146	0.73578360115429	0.692365758959028	0.601620212306503	0.723770617602988	0.505632207864244	0.813297234858659	0.706524760143414	0.699958584760259	0.446419257916027	0.830701133948422	0.537624133896861	0.653558262656296	0.234062937187322	0.234150808842138	0.401724018358252	0.395626832026714	0.264580855874009
SIRPA	0.877645841380636	0.75948125073274	0.721871699168844	0.693690322509655	0.672850244880672	0.757708653296008	0.672960356319309	0.834641684758556	0.552272186733866	0.803459554242411	0.633679262380161	0.876377454301028	1	0.889887422284373	0.600036105568164	0.787648279599036	0.825313896371309	0.841258814607983	0.501843320727731	0.843429826254239	0.785862143651725	0.791732923830623	0.902089637655717	0.832179972880283	0.762712230830297	0.709014838374272	0.816265178947019	0.616770994632844	0.900583740973511	0.868956842145807	0.844932657485854	0.673553509322088	0.794918228650144	0.629577212765958	0.727257560145675	0.501000449193995	0.705644725222699	0.728512505994247	0.707801783554061	0.891337872585152	0.80211544680231	0.789620520003813	0.711496283578487	0.651059823384558	0.622807260866886	0.662832790722551	0.609502252415055	0.845516408838023	0.592601064683179	0.629309108498555	0.737984166307961	0.735528797095564	0.309659816370576	0.772226344384812	0.67000600273473	0.794515614882135	0.541581931918595	0.603349348791121	0.753091214280872	0.644652519588682	0.398117723711354	0.725145365886974	0.126910628042066	0.739629981259759	0.759442239171122	0.782948872148038	0.851118417190281	0.850225632314367	0.787494058158465	0.820257763185338	0.740975656618208	0.659455070842694	0.668190753059441	0.851223943728022	0.736123407496704	0.551789070870019	0.7819213260566	0.857466958839627	0.795162843481421	0.764658976514555	0.63843148383078	0.769261726908334	0.568641490281321	0.770783427702243	0.789948470372083	0.783850110418958	0.610241764991744	0.759655214939517	0.67929833134129	0.668668201052338	0.24945286687006	0.3813568770435	0.482749444048613	0.564485030515132	0.2733763170813
ITGB1	0.83352472468305	0.838526619877668	0.775250671643409	0.755056230393591	0.814496409695363	0.862180355073054	0.622914820911307	0.905820470368989	0.441653978772861	0.869347279242175	0.57506414551107	0.822211721999954	0.889887422284373	1	0.709175908254137	0.778316903677249	0.85832342530831	0.893921444401308	0.477473977130692	0.747588998306439	0.76877887693367	0.914195982121009	0.922271859618156	0.8833108290243	0.842192483373418	0.74874749747002	0.810726271324885	0.712250530842945	0.945488590903724	0.878399040805228	0.821163146007233	0.759603797461692	0.893051984993546	0.551422176066303	0.596992743225391	0.313059929073897	0.756064620675324	0.671566014605565	0.677183650818456	0.907921189868584	0.831023911697774	0.836889270170969	0.620767224932942	0.553655343911242	0.75357765122494	0.736285901685327	0.609856166928138	0.840194979799273	0.600440819990089	0.675357286180131	0.828372807653801	0.729303844780889	0.518191642168216	0.853985099317811	0.726905222557727	0.846461763631254	0.610248531401008	0.553892408681105	0.82265922103706	0.61874402820754	0.509198438858485	0.795807934321851	0.105935694484318	0.774948394899981	0.845457857098039	0.783915765860353	0.819797540320579	0.866309438040968	0.744852464199362	0.803844758643257	0.727076062153016	0.752006689199358	0.680261046687185	0.8470073762525	0.702571828651737	0.613689733767664	0.816629399261213	0.8097399423735	0.899266535179071	0.798909344959152	0.665540263699321	0.788323435134055	0.641826470665692	0.780112820775238	0.87665060300672	0.854958167137169	0.765373575407135	0.713410025010017	0.85104617461347	0.671401513911509	0.294479193812563	0.575089254858481	0.630863000923584	0.698321768026518	0.320875212348525
ITGA4	0.501257111813438	0.59035908550093	0.334055074024251	0.847918116761536	0.520344759088712	0.614256213830779	0.705576812014855	0.62411420623584	0.496238846775022	0.504117878494557	0.666248155447316	0.476595118446228	0.600036105568164	0.709175908254137	1	0.38474700934187	0.42865906422406	0.662404227217172	-0.0362992362523118	0.411952518667727	0.307748801384246	0.698721578665954	0.542092160627384	0.662129378086845	0.608908735675786	0.378995503007326	0.773413959975273	0.851896413294832	0.732003766646735	0.469155063014131	0.451129432912838	0.555158247270306	0.688762892476706	0.144321737925901	0.426762985391668	0.100784239018301	0.5545914503062	0.0981100065157027	0.645952396495786	0.651412626372792	0.454140442323754	0.502344302082614	0.392267970343307	0.27233148719772	0.746736975764976	0.468894701161984	0.7271514609095	0.522708318626686	0.32932193772438	0.73731656901881	0.505046136281945	0.285550923123754	0.560910219379677	0.666352193640904	0.716578532093696	0.540119816777614	0.741924518797517	-0.0357669687679276	0.789994954226154	0.657701696058524	0.553564706917502	0.652737310190955	0.17670210492407	0.431553255753483	0.591307115556895	0.321031028483651	0.332169771034259	0.549752677319238	0.286124581761794	0.439689631956295	0.402189129505973	0.613145538382092	0.612211695962346	0.386927534182586	0.435207952524422	0.675409545458377	0.361541134808225	0.594461584654311	0.844641032076994	0.580507050639697	0.53855824432702	0.505264004639928	0.802616385064577	0.559538713107046	0.587752433643853	0.590205550787872	0.625798848531113	0.271558584423815	0.838977786839106	0.37622633709733	0.222627597761934	0.738549853311733	0.673675721214598	0.603437032060448	0.262448999871839
IGF2R	0.784905554055251	0.63544597924907	0.713292804300799	0.434811948811356	0.558170889834168	0.597259027295251	0.424457066670757	0.653484754764532	0.317273850343609	0.652500381198859	0.339954568417745	0.835357534231041	0.787648279599036	0.778316903677249	0.38474700934187	1	0.807060364669228	0.622416692413794	0.676641096750816	0.81069780356963	0.823901327130239	0.61342109527898	0.872294603196911	0.749780171051222	0.662903228185881	0.768378546150315	0.623817744149019	0.371342281825538	0.792671031968908	0.845493065284018	0.889919547783059	0.527557342273945	0.600096530032653	0.646830078466905	0.603827826167721	0.368682662275013	0.662713194479689	0.792334699329362	0.617355425010829	0.759248999888808	0.660476304373228	0.73488714623837	0.553925205523282	0.643109608703111	0.4669035530294	0.666774108062156	0.446788035768678	0.70786476319173	0.56518060601619	0.477016901801362	0.721516380122882	0.657750266189947	0.172151554158094	0.706511235020811	0.532170437231606	0.688508481433904	0.287252323456052	0.752080188066767	0.501022823717586	0.508960951258649	0.197973287792505	0.632082449809863	0.124637706781497	0.718053905057528	0.711686589064595	0.833817669561857	0.887699180100621	0.830777442671888	0.789453863642159	0.768462399187461	0.723066995936629	0.413362479898939	0.635537780227342	0.86639707958068	0.779611742710307	0.402557173603235	0.732051014005237	0.667273285465282	0.655400625233509	0.693456677123775	0.603600684367552	0.727032239157961	0.397979867754939	0.744730295066744	0.671419959916421	0.684880218935943	0.38955817487581	0.835600340055356	0.502665707702943	0.73555741418701	0.315921045616841	0.132813635270744	0.427200323967271	0.350021665216491	0.351645515588953
ENG	0.858862437024686	0.841909196044166	0.749006154669823	0.518928171559845	0.780629081355108	0.835536158977319	0.501789323105016	0.867512486187152	0.22331811166679	0.823039476422277	0.39071941888844	0.834292257740443	0.825313896371309	0.85832342530831	0.42865906422406	0.807060364669228	1	0.800396364254818	0.645372983493263	0.84928881143199	0.808484117927672	0.741345402591093	0.937043176235259	0.724313434481615	0.835977978397603	0.864077220301012	0.588528016570699	0.458378461367868	0.852040796528601	0.870006258034461	0.803186251170261	0.744448306499701	0.749264491773394	0.702830035460983	0.502660098642608	0.221121367416217	0.595731505696146	0.807517060562098	0.489479362781011	0.877517139005912	0.826882258538448	0.870057126507961	0.53448905222157	0.560308402016327	0.505939677131059	0.765764277073128	0.461460428776445	0.800945294574358	0.754795445865299	0.414519055354615	0.837072386740112	0.822582905586699	0.283108878995774	0.694708330828976	0.556529183606427	0.856560971129769	0.329057407120824	0.772771906366578	0.665461213847612	0.466164185413713	0.45522625759792	0.666237245685416	-0.0540647823789963	0.785964680471983	0.768478955185171	0.831652962418997	0.913373528667538	0.788974022551242	0.786173448348169	0.710455907154679	0.772238511430058	0.659479771779107	0.564369310184999	0.917407930877743	0.63898721497999	0.624935773938739	0.879135020981218	0.727330151912351	0.686734954592044	0.698556801688856	0.551203529102096	0.767751188528565	0.3180933738279	0.673568949635137	0.765712121917454	0.685031009329894	0.61951288287602	0.826977907840078	0.581355182386187	0.699951323340158	0.24639955818861	0.247094905207634	0.404743450746518	0.555655344833112	0.267265783995998
TNFRSF1A	0.821555975590407	0.824094790740631	0.690616664794868	0.738274300013699	0.819497801492215	0.888376551617439	0.635654604208377	0.934019376953165	0.486290345683731	0.895049315431492	0.679802045513519	0.712599823487374	0.841258814607983	0.893921444401308	0.662404227217172	0.622416692413794	0.800396364254818	1	0.329789312154708	0.678815850020198	0.687485509182226	0.894193082595719	0.836550787694546	0.818784507205215	0.795051442459012	0.64126354344535	0.749589649578448	0.68048250769698	0.895153745864397	0.814432907702478	0.688951745377572	0.817753696656649	0.906411799298011	0.502971580666578	0.579452134639951	0.318966888760378	0.658733352550001	0.613322033020213	0.600243226123545	0.880294521490815	0.89123401821525	0.824694538151113	0.67806788158285	0.516770023676043	0.702954874602516	0.674255644158743	0.587898474167151	0.82051508255826	0.522709668296643	0.613128145934874	0.708300925544772	0.742499722175825	0.536759825971135	0.759096018469549	0.710937670749956	0.815297499477452	0.647875142053621	0.436916751022795	0.828975996824168	0.58705565586143	0.602647799352679	0.757940982761313	-0.0086918739336205	0.728544096949743	0.747058025902818	0.666107796601249	0.747387247032922	0.74078046303752	0.703514045788517	0.744969054873673	0.640603122632231	0.847650317497028	0.571795627969255	0.793437695915881	0.626600225868597	0.585246540697773	0.835917376906059	0.848125102376576	0.803203709208662	0.781726178883185	0.641919082571847	0.755476448185883	0.551154087625411	0.664162643851225	0.892588987848081	0.784090604128519	0.851584699709795	0.660287320806155	0.831734072852764	0.622968204124871	0.287843482606607	0.576678774207056	0.576760135925881	0.802214466483222	0.297454170129884
GPNMB	0.461445057365584	0.427036260654415	0.631146306880179	-0.0350300460952038	0.398360805306824	0.439997143179147	0.069215371859851	0.370593372749317	-0.0242801459969743	0.473414304674838	-0.0596122838679238	0.691198476166656	0.501843320727731	0.477473977130692	-0.0362992362523118	0.676641096750816	0.645372983493263	0.329789312154708	1	0.659551740949844	0.698532273982731	0.292414073351029	0.660189009080931	0.345263920224289	0.484014055126637	0.700458142944661	0.14777434258558	-0.0280847551807079	0.4723158788526	0.521294201935509	0.733984401708176	0.337804180493177	0.298361513480582	0.621447710325421	0.42678609738244	0.251574940946593	0.308323921610153	0.802194434197018	0.184681653629507	0.453922372571981	0.513843794663259	0.512909105418702	0.294537422508491	0.673784265297881	0.00498668970818884	0.588795839935436	0.00745048321173073	0.42742024401341	0.586427760197521	-0.0657813371498149	0.605508021122106	0.521137496147627	-0.20506962312769	0.374491728369801	0.057807164345115	0.584329930172367	-0.243702264526779	0.875838509950169	0.155444430594727	0.115631019625758	0.168114855052034	0.308478455393873	-0.124994312789036	0.688916358612407	0.396954278290999	0.714391208033045	0.716134334253031	0.477811911554528	0.704150834228499	0.394885583222594	0.748692701870697	0.224006524201097	0.259318582859012	0.724746420675565	0.440120335894546	0.140023001221067	0.667456029297171	0.356860260976701	0.221611015747098	0.350814779769606	0.222015926220385	0.508399388673904	-0.0665455001014979	0.471988516592315	0.440138190783705	0.333783943134106	0.204823429982262	0.653784461924127	0.0984486564550662	0.453375045629586	0.0737704319529941	-0.229343670014976	-0.00581355656555275	0.153547666680968	0.0744214126379869
CD163	0.839486557238153	0.681428407556439	0.677766310935709	0.48140890936988	0.516979455166346	0.64726995685667	0.60239562592383	0.698803036460013	0.318140224843872	0.650354806439627	0.417234134117447	0.908607148775048	0.843429826254239	0.747588998306439	0.411952518667727	0.81069780356963	0.84928881143199	0.678815850020198	0.659551740949844	1	0.840813413162875	0.597604036299819	0.90219463287205	0.670482214349325	0.723425008086727	0.842974648862208	0.645617241120264	0.397650740286266	0.8048141148177	0.815773485189604	0.859321773433254	0.526090030906696	0.592010374842873	0.761138329796358	0.655923870170724	0.366545270610086	0.6028868121341	0.789332318439631	0.567979512706494	0.825617842305177	0.683535136453205	0.776582882320363	0.588178957702638	0.714116152596328	0.381244191682048	0.685061826112736	0.505432969753751	0.746331952345311	0.701310567634481	0.415811294752523	0.676969744059649	0.716899513935401	0.0230462124496418	0.664516690021624	0.500490542152441	0.750379596804091	0.262892047762494	0.755653692373383	0.586528358171021	0.594729810176964	0.312668025665482	0.623297861780874	0.0222959706018421	0.7399596068876	0.708939074582969	0.840410041064979	0.902943023729811	0.788013447523954	0.841492385362676	0.674769314946127	0.815798201067112	0.48620592951098	0.589492359122252	0.893625012781092	0.671980085951685	0.593584676871099	0.740217594860593	0.677987922861722	0.636665506555836	0.637891965519514	0.527539777454965	0.734118947510942	0.372688557701682	0.708415582251924	0.641590277030438	0.592576575944456	0.38215537930409	0.836738311826341	0.432187541796164	0.659820400878974	0.167892801693462	0.0838048658884636	0.324848749474997	0.356751267638357	0.18405004445412
TFRC	0.802049299254884	0.644995662914061	0.829578364211955	0.410325407193579	0.576590355433988	0.633599519967713	0.415350317643485	0.702361170965804	0.313307488451481	0.717921386557032	0.301044676214543	0.851722134075858	0.785862143651725	0.76877887693367	0.307748801384246	0.823901327130239	0.808484117927672	0.687485509182226	0.698532273982731	0.840813413162875	1	0.647427971039281	0.872423811353298	0.757626813397621	0.638813636791386	0.769104536564276	0.584193630366466	0.324824087186402	0.764720213033587	0.890340408990592	0.881480555856225	0.528046343167575	0.58517585920801	0.611112315652644	0.552334292811305	0.438142689343731	0.697714573665746	0.839862394299317	0.522044402772319	0.753347342459393	0.727669230646594	0.752622365227673	0.642999760925969	0.706323608259513	0.436305856354147	0.589054634589884	0.389729572783287	0.80241463640788	0.489252345359963	0.40548584417969	0.696518497159877	0.773041603398092	0.188555761512697	0.710690543556489	0.476389886368278	0.699565538829453	0.282494219035267	0.768914726140591	0.504500395749405	0.474435158924863	0.210897654161582	0.626013252218634	0.0348488204272429	0.694691202671008	0.729857270413138	0.863602566004319	0.898833074645516	0.818753676366508	0.908293347663522	0.838937668849555	0.685965268424922	0.454405644347602	0.525449229296077	0.905140556553029	0.705189583904593	0.32667974936747	0.772694470024161	0.6571080219618	0.634681974849702	0.661013824652053	0.587084551326912	0.786157624683405	0.393492557985411	0.684780655438794	0.692636578108629	0.687798846097011	0.417969015684826	0.854451685710751	0.484990499957158	0.673076460057597	0.244131362520969	0.13931145449197	0.373587829120158	0.391217263963548	0.265762115216124
HAVCR2	0.785369147796439	0.80086828400731	0.710616558492373	0.774807855385933	0.844387601265033	0.87002499547533	0.608472767017693	0.919724971557674	0.491282889908038	0.886287279922993	0.635912602701956	0.685943773486954	0.791732923830623	0.914195982121009	0.698721578665954	0.61342109527898	0.741345402591093	0.894193082595719	0.292414073351029	0.597604036299819	0.647427971039281	1	0.788499464515772	0.842202715658087	0.775786366087374	0.599992775791525	0.785430136012873	0.719046309803726	0.847016134645168	0.771448310101332	0.658751401265623	0.773294691821634	0.876559314130496	0.473298734508781	0.505969288567838	0.285796747482802	0.711685437917111	0.566912951900942	0.627936263086014	0.849544345166805	0.825064865330415	0.750155615054612	0.627679762452376	0.451076595445783	0.795420335715846	0.645730767037199	0.570829863932804	0.796469278717776	0.477674079411622	0.691574680456349	0.722621942331594	0.666734368411567	0.66512183687075	0.807172455065123	0.77624386088845	0.769360639345992	0.679766105366267	0.392011107817246	0.843772978464241	0.566373113902226	0.528036721446014	0.758288437807256	0.0185824942948816	0.683046278144261	0.806700480428865	0.61896815404809	0.679096598798923	0.728112331354105	0.628277602046275	0.738612057218798	0.549612948505095	0.79967999416796	0.566518409314651	0.72080644186136	0.579836242474737	0.561655449796979	0.728583712978906	0.761615294606148	0.869841640829297	0.690581382777248	0.546678840963573	0.657999886982171	0.638114704382872	0.634843811716276	0.843566956630952	0.773559858359523	0.815307950264594	0.543616076008371	0.853648935941284	0.495722060920107	0.152912919573354	0.70109740538519	0.572582633112005	0.732602784263057	0.179751550462403
APLP2	0.871559763080094	0.833774440994595	0.796543592040734	0.601914794477858	0.7296039621791	0.81271559793143	0.56780410386098	0.851863151464916	0.331377201444316	0.809860693934812	0.456809498363662	0.919290163553763	0.902089637655717	0.922271859618156	0.542092160627384	0.872294603196911	0.937043176235259	0.836550787694546	0.660189009080931	0.90219463287205	0.872423811353298	0.788499464515772	1	0.809086289840508	0.848934988731336	0.865220876967719	0.720096724033104	0.542290679868792	0.937418245635297	0.91980245499586	0.908145815226694	0.69669087479604	0.811074363222095	0.694686560946247	0.62127973418654	0.317963592702406	0.697257493460199	0.805970889411076	0.607502770721701	0.911536727292143	0.821854226688053	0.886520770066699	0.60048229876009	0.648889949748264	0.578842077872721	0.775248103816293	0.534973972622861	0.8383702738112	0.714746928477044	0.521430488188287	0.843632525061258	0.786652973471812	0.306135556476236	0.782735866430119	0.621772238640784	0.876601125524204	0.418168058459466	0.758706449018233	0.707681600608952	0.583984141710696	0.415383215720274	0.741392308112458	0.0357497501937385	0.83019339514238	0.806389693981172	0.896782589978251	0.943849600308593	0.874500240490961	0.841959219754709	0.789899527084416	0.840465613747852	0.642894072395539	0.669065389719235	0.955609056766346	0.764617917258792	0.601043339582844	0.874823164594507	0.802039132291108	0.782540661981081	0.802905718831899	0.673841315662067	0.826822880757665	0.474768246307892	0.796654673992274	0.833626855218583	0.789958637110687	0.632168783046943	0.879593105685165	0.684197314563705	0.772751839700897	0.340309537314684	0.319850502794004	0.532910405477782	0.585970456995049	0.358594490405559
TSPAN14	0.801860713863867	0.690621042353946	0.736271215063949	0.729657015885114	0.677944065369173	0.692996442564743	0.624516437643761	0.813985542014102	0.571277231854377	0.781735114590464	0.618384748742926	0.769223689888712	0.832179972880283	0.8833108290243	0.662129378086845	0.749780171051222	0.724313434481615	0.818784507205215	0.345263920224289	0.670482214349325	0.757626813397621	0.842202715658087	0.809086289840508	1	0.682328665707068	0.581126540246302	0.856662632186185	0.680612622272757	0.854779619275669	0.866269429002047	0.791370754975045	0.656777599968938	0.761503952454626	0.441043244574452	0.596356584243632	0.453388915992691	0.776928674087228	0.622088745965731	0.729978354937617	0.829675028679493	0.737345935250294	0.733727330565249	0.680296655386846	0.555174412233287	0.783927372713478	0.549716425830501	0.656891266367778	0.808688865560082	0.379020996717591	0.725203535508509	0.687917057396353	0.652779955689153	0.54435429487207	0.813476175607825	0.724486616881421	0.677851200297054	0.642084603679049	0.429605730961334	0.768397433686757	0.621289653862927	0.348494875447013	0.738262827284988	0.171911173963304	0.639948901366461	0.804250147926262	0.691037753551741	0.758436598646228	0.84829923158505	0.731202124929384	0.876292317811749	0.556801211929718	0.595858758312786	0.691394360869217	0.765885110511695	0.686114903857709	0.456171551265508	0.673765374137426	0.757619633487976	0.879579446336904	0.757326581062603	0.684037315012745	0.742973183994989	0.741031994977126	0.775929284024921	0.789051020888575	0.815253458514918	0.599896598435171	0.684997224150257	0.778489749881951	0.603594120159499	0.281365133033311	0.55090358656586	0.59808537786342	0.551921660989197	0.318218144514014
ITGAM	0.740928738374455	0.858325656713796	0.659926874914604	0.665149762028065	0.736738372611522	0.843570608902687	0.558307098624563	0.839546413940396	0.206651654983007	0.741178259651649	0.418572846895339	0.761475335536843	0.762712230830297	0.842192483373418	0.608908735675786	0.662903228185881	0.835977978397603	0.795051442459012	0.484014055126637	0.723425008086727	0.638813636791386	0.775786366087374	0.848934988731336	0.682328665707068	1	0.779686078977224	0.628713524308436	0.595688260046177	0.839107766652593	0.750347695720729	0.692468313977232	0.690536660644342	0.791918057003479	0.543119594627603	0.371142029214743	0.0957191897074587	0.598632644291569	0.59350963520478	0.475829528517042	0.834805214727903	0.717032579150992	0.821784730253435	0.437013375173607	0.46238879069238	0.591569265844734	0.760861614198899	0.542131992358259	0.73830033674458	0.714472504840797	0.47612516855394	0.84165591159307	0.684463563026246	0.473786561329369	0.748568106977494	0.65096114470375	0.875645699046794	0.490263869600236	0.571285983097141	0.751102698215617	0.515379773663895	0.571289992307578	0.67482826675381	-0.152963625846742	0.706810644664507	0.738634854650188	0.69084788961045	0.753446704903379	0.714550228794895	0.634513492027044	0.627730818420977	0.734109942175028	0.734461704099743	0.486875112623225	0.766797798371865	0.563638910987908	0.741732936221383	0.736512415204909	0.711808355510204	0.77511419127592	0.636539157858781	0.538634727080621	0.667980230758314	0.418375718481078	0.610059261149616	0.727941756538747	0.661496589856264	0.695156103208129	0.635694840829082	0.71959825039059	0.558547377124891	0.199693014508133	0.484658203328824	0.485404379855081	0.622173393671004	0.210261698434767
NRP1	0.731349649490189	0.78544496479449	0.699805846452828	0.394139655275728	0.61541921038178	0.716828269322967	0.408471234181153	0.701706348073418	0.0329642877202974	0.647731019054018	0.165844388650578	0.810862691657971	0.709014838374272	0.74874749747002	0.378995503007326	0.768378546150315	0.864077220301012	0.64126354344535	0.700458142944661	0.842974648862208	0.769104536564276	0.599992775791525	0.865220876967719	0.581126540246302	0.779686078977224	1	0.454834103740497	0.372610183644213	0.760673103892208	0.772897758164778	0.790489207936068	0.565828930144987	0.592146543364603	0.678657521283334	0.404676816464176	0.0260176147078298	0.556555444718319	0.718973850518014	0.369387825314519	0.765199844179382	0.649561821450174	0.812743761235935	0.43546974771297	0.550793685910518	0.362241384943873	0.781944962867354	0.348844261805527	0.680363002928072	0.732966075735837	0.292836157343686	0.774642864047601	0.722103723450852	0.183056367666206	0.638666563333764	0.444444555843153	0.814756856298632	0.204037110145693	0.780416309960974	0.52237010844726	0.413467815007455	0.352979901602903	0.614010654844203	-0.102337615220318	0.681139978510874	0.696782061911579	0.800123166064307	0.840394312468435	0.708202445509959	0.751040541448049	0.579512385302726	0.780839257096139	0.536987552193906	0.422991331484593	0.862904977643811	0.565543307377493	0.623536125862521	0.752462551059949	0.561789456709172	0.608434559315516	0.59709865292991	0.486638719317788	0.749653652071826	0.214102016105588	0.600600291729363	0.649710314563599	0.567604463314609	0.472310256426463	0.763029323229459	0.479056866287276	0.664213396424742	0.229952974991491	0.115666536181921	0.396498834995524	0.444404829361314	0.252110550366016
TLR2	0.732784816714672	0.632986315804506	0.568088807040562	0.826281293500113	0.520350728698591	0.602373029616743	0.744773786085367	0.734331412224756	0.646391341508697	0.635783327090842	0.71929280769737	0.724376858573834	0.816265178947019	0.810726271324885	0.773413959975273	0.623817744149019	0.588528016570699	0.749589649578448	0.14777434258558	0.645617241120264	0.584193630366466	0.785430136012873	0.720096724033104	0.856662632186185	0.628713524308436	0.454834103740497	1	0.78411584132524	0.806977020058077	0.738192021928859	0.693117496285816	0.559590106579822	0.718450518939973	0.402773688597141	0.607096117623386	0.457195804023677	0.714325582914326	0.431894070390863	0.806816259680785	0.792501856340251	0.592675962644024	0.631156792855781	0.627388591831989	0.468186046347913	0.800887421278266	0.492696293601109	0.714837949988213	0.734032327196505	0.385612849389071	0.796966150575286	0.585573939274152	0.526546301094421	0.489232419915347	0.797369849339287	0.748926380988803	0.604299811623518	0.742974587437768	0.263972986333264	0.814751842291141	0.697262407911455	0.322186835194721	0.704578642567885	0.255083824283983	0.5306413300995	0.739126475073803	0.578928577360722	0.620652808330475	0.780375523120681	0.55251376034655	0.759237198681812	0.502635866430438	0.556677201640589	0.708047129624995	0.610483460024932	0.661162469355101	0.571938364185462	0.496506809478084	0.735656053086803	0.888186344491231	0.675792230380695	0.626195090427755	0.60130038832473	0.822643455868201	0.750844755398307	0.682049479809511	0.746970797806014	0.522997718889717	0.551723524661221	0.746495189351784	0.503619043541703	0.209270400405789	0.594816106419088	0.597463048446099	0.480522384899575	0.248310873631828
