""	CD3D	CD3G	IFITM1	CD8A	CD44	ITGA4	PTPRC	CD8B	CD2	PTGER4	CD69	CD247	CCR5	ITGB1	CXCR6	ITGB2	CXCR4	CXCR3	CD46	SIGIRR	ITGAL	S1PR4	KLRD1	TNFRSF1B	CD47	ADGRE5	CD6	HLA.DPB1	CD81	IL2RG	CD96	F2R	C1QBP	CD82	SIRPG	TSPAN5	PILRB	SPN	IGF2R	TRADD	PDCD2	PTPRJ	CLEC2D	JAML	TNFRSF14	RACK1	TSPAN14	JMJD6	ERAP1	KLRB1	CD74	ATP5F1B	RPSA	STX4	SMAP1	PTPRA	CANX	LAMP1	CD63	APLP2	NCL	PTPRZ1
CD81	0.303557060813492	0.206896476668814	0.46354812157585	-0.179152976161015	0.229240341335933	-0.130888801708428	0.0459874208481847	-0.0588358672305036	0.215515868422292	0.344853225055934	0.502618932935424	0.239710443819921	-0.345338337734791	-0.0810557154785383	0.135733295198068	0.556982033184958	0.477622497070944	0.134424563801314	0.275245922970594	0.530738070512454	0.149040185710092	0.590976297867226	-0.11361451531706	0.563375715026462	0.222615648296455	0.16093184369811	0.492317320584607	0.677036697844694	1	0.261204839227554	0.0512994271967184	-0.216991419868316	0.733729799273107	0.210955528166581	0.037284676505632	0.226110657329383	-0.409558546113359	0.33803901265413	0.0141866405463944	0.585511742969282	0.70268311287434	0.153616056151113	0.297433258862897	0.356308146111322	0.562031749321106	0.748094268975847	0.277107568270432	0.518221628159871	0.195991753708417	0.604116358773139	0.683939959001479	0.748937844042567	0.724541491279193	0.315937750350385	0.38964761996818	0.0108177127552922	0.549177030018503	0.339966111652361	0.578764086799553	0.558135355790205	0.456017838689941	0.126993683133624
IL2RG	0.814750522152623	0.854526868135063	0.715444102034713	0.58925595582847	0.859513982364129	0.685773339123206	0.790588556547976	0.681425283459398	0.845517055520464	0.544953914293341	0.740252168782001	0.858925461458355	0.277110340133511	0.672303190571506	0.823260597013532	0.743394452702374	0.770038285976703	0.76980243346745	0.408223875231536	0.592931006442739	0.540141076425134	0.675255005315356	0.579027575959379	0.786146737462219	0.498913417318738	0.73164524362752	0.727697509924516	0.384220543273496	0.261204839227554	1	0.642479284860563	0.0387347397619059	0.0275413743657731	0.417491601668472	0.775943703499311	0.67195981347163	-0.28198491564348	0.782048243856042	-0.00948070713718833	0.629031186256756	0.62520590416729	0.404115059212255	0.663037559588242	0.812593237701111	0.65057532195713	0.546045106519085	0.463066257084454	0.565100043795114	0.26297060152706	0.476414978957172	0.39217554105424	0.306505454951109	0.556057321351565	0.351691102808252	0.451289357197624	-0.0950133588430587	-0.192409399844185	0.0872909405286718	-0.2523631026642	-0.277184805590307	0.193478122573956	-0.546712834798574
CD96	0.838511229320441	0.809985578072251	0.455091888016512	0.591126542300703	0.829163781482752	0.564899955322594	0.896669889641274	0.640319377291507	0.831641933107332	0.623095968652619	0.656003961843852	0.820316280289254	0.559550398416988	0.618459895480231	0.790011167424472	0.392793074888019	0.69931994402982	0.527953295885085	0.481729908068708	0.592072925151521	0.523025498641623	0.352674847831896	0.678950805610653	0.521065162437893	0.329635703052536	0.777554888327881	0.517752578443611	0.224993400022801	0.0512994271967184	0.642479284860563	1	0.201175922893286	-0.0614132357807523	0.107099651202224	0.576664013006382	0.540232219285836	-0.100417822290266	0.766396772956988	0.39112563813643	0.48256719279733	0.350397118826615	0.5605847047135	0.663109777656912	0.395825844314043	0.528498012977873	0.379173246012984	0.642542234041148	0.668096920853222	0.327340515600384	0.339527274005511	0.192833367273236	0.0834744930534406	0.409212824033999	0.23114138572439	0.419497122932396	-0.0217473087818441	-0.0830516279886897	0.268197724275969	-0.305048725446587	-0.217643451225868	0.277299250248765	-0.512009461809076
F2R	0.104795708857677	0.203217773210001	0.0354971107064559	0.524841639881057	0.221207597122225	0.313548059759459	0.230064101953101	0.401583692285678	0.120363392126051	-0.250470821278994	-0.196481921727937	0.08148399868917	0.637030814928412	0.259560826900699	0.159884536907444	-0.0535349237868354	-0.184474833786502	0.312357911165822	-0.0728383071983882	-0.151453443176908	0.46798662022499	-0.111254809573712	0.0543435489786763	-0.0972675202989783	0.295528816134694	0.116901994873664	-0.204103260852984	-0.206406005970002	-0.216991419868316	0.0387347397619059	0.201175922893286	1	-0.148824644122285	-0.0348809189639935	0.100534154365993	-0.0064867858709239	0.444704810600848	-0.0316188851959633	0.180619315837089	-0.282657752954132	-0.283009363634916	-0.0244524031867085	-0.0469845199449308	0.11627773900479	-0.10280275800787	-0.210891946048074	0.0905618346271835	-0.157328601206059	0.575777850284784	-0.356717246379568	-0.200701511085507	-0.178159369899087	-0.200768994527364	-0.205369150148321	0.11599416328796	0.180710220321852	-0.16148931289173	-0.0980421749115657	-0.150461620561641	-0.371451032587422	-0.114864276349687	-0.105052271137185
C1QBP	0.021128126503194	-0.0012525508003205	0.317006909091751	-0.427880678739223	-0.0103717908575491	-0.125730332514812	-0.113443508149945	-0.357388527210531	0.100054813065019	0.397055557706503	0.39567195851634	0.0747791472828912	-0.475219087497833	-0.172687299663672	-0.103142470606725	0.174597913361698	0.368843013657454	0.0641110943794282	0.35434564682895	0.481172639078007	-0.176160127957594	0.474739048763836	-0.0915626175167313	0.313440653284957	0.343219485672918	-0.160916746498286	0.350906156925653	0.671200319751731	0.733729799273107	0.0275413743657731	-0.0614132357807523	-0.148824644122285	1	0.29507733734107	0.00761531889014556	0.149083985594188	-0.512550637654896	0.18304207681219	-0.0498682815628425	0.512529714989709	0.475918941484446	-0.0116429807448864	0.334532580725165	0.288238653263348	0.434573674837144	0.692552826588411	0.366383071537086	0.434393203667083	0.177065598683798	0.588212735702303	0.656953218189062	0.88809027863558	0.694315422406501	0.240691725317255	0.530647471082916	0.25290289793524	0.651677016096128	0.389444246852391	0.783694524737582	0.591081590989959	0.722207950816398	0.240330323224991
CD82	0.124799009996039	0.191100469611508	0.382162702614227	0.0304010270498332	0.189836026155781	0.431097483088351	0.215073393371709	0.0554380609642637	0.370241190307489	0.481437823482961	0.361847716010869	0.345312367216013	-0.234584537447892	0.322785452195899	0.170581867761881	0.200284821860013	0.409881228007562	0.466307911940948	0.517674866415501	0.337520695122088	-0.16951462466095	0.411674675472572	0.450451009658425	0.318890248509987	0.553972752629992	0.0774528051735119	0.36506134270988	0.201186868769081	0.210955528166581	0.417491601668472	0.107099651202224	-0.0348809189639935	0.29507733734107	1	0.588970122884958	0.58095882580916	-0.282031754982975	0.377574966084325	-0.110584063489519	0.384462010828611	0.184168339254096	0.282766142841449	0.571145190988611	0.488158856862988	0.269071146589813	0.266700936065793	0.312280826069102	0.287484640961003	-0.0319019995325547	0.278798187280016	0.242040091628844	0.441036593537017	0.304128937936617	0.440874325334343	0.61280895428427	0.587891407385071	0.345586168305526	0.56251648936502	0.353421577996117	0.367731916568527	0.613896799219414	0.330785501865068
SIRPG	0.5724155508256	0.605537530759506	0.716967162853704	0.522363102744872	0.668001740057399	0.861512934629291	0.757532540868424	0.578087594213924	0.792828096909097	0.632819773304489	0.602406874198145	0.688020849180575	0.196007257351057	0.687314540662421	0.594395940480518	0.435981909713525	0.680162385154588	0.66772522022265	0.418439537957992	0.474632193888001	0.261196554279781	0.446017682340932	0.768435156748742	0.60531140902629	0.537621426736851	0.510541857867118	0.529954799417302	0.234066295196777	0.037284676505632	0.775943703499311	0.576664013006382	0.100534154365993	0.00761531889014556	0.588970122884958	1	0.778389063789414	-0.191292455653133	0.660461222122533	-0.101184979695204	0.545642945960307	0.345480629411541	0.492796189321946	0.761572133632998	0.751921219494062	0.493525124274044	0.334485179300178	0.492611557793724	0.474867947419036	0.120921284825424	0.299757675938562	0.249120615158108	0.233169422979085	0.373898503637584	0.508995316993677	0.48619364625083	0.247529552406133	-0.0913157396986141	0.282654452318345	-0.095733835140862	-0.0852908724744524	0.402655573115109	-0.359117460977292
TSPAN5	0.587029704885695	0.55929456555229	0.752360879387562	0.416842206570519	0.605815185111801	0.650605226306858	0.633094811940194	0.508240185719448	0.746716543815234	0.740656014196616	0.600493598712891	0.733636977153211	0.0307420917182079	0.38281372414296	0.555084370232458	0.42244959855592	0.74125233571588	0.692251601538903	0.371384207750509	0.588759106709558	0.203254206666384	0.519139459170157	0.761930750834947	0.541523688827502	0.450200523935824	0.62408760170014	0.601502474706305	0.225737834733431	0.226110657329383	0.67195981347163	0.540232219285836	-0.0064867858709239	0.149083985594188	0.58095882580916	0.778389063789414	1	-0.367904120894727	0.632294050239056	-0.319051680170754	0.622389640732382	0.406763752323393	0.461349844968206	0.818405101382971	0.632060813224321	0.520748534221295	0.421187870974312	0.521197361310541	0.645334781429481	-0.0459357620785975	0.365086702188773	0.224355991624929	0.332386430445839	0.446873078313895	0.651289681344021	0.521084866502527	0.276406844748085	0.122313095528784	0.420441346085742	0.0543307762494724	0.097094747511116	0.486100335835613	-0.226794352089843
PILRB	-0.184916179375353	-0.161861361208192	-0.39281922479597	0.220744029061067	-0.213983679886415	0.0798017822651749	-0.00791993667027872	0.0786110659375761	-0.226616691151485	-0.435587081877128	-0.496769459131519	-0.279895633620322	0.528424315542798	0.0977469278835378	-0.175149827791684	-0.17007256501763	-0.47923842194064	-0.13785648655441	-0.145492794670081	-0.432114397340188	0.242622899697037	-0.484589897299781	-0.145946152418266	-0.365510888379227	-0.0578089680245595	-0.136546903191737	-0.434939847880449	-0.381062095321302	-0.409558546113359	-0.28198491564348	-0.100417822290266	0.444704810600848	-0.512550637654896	-0.282031754982975	-0.191292455653133	-0.367904120894727	1	-0.183747926441917	0.326196466908882	-0.560066201742554	-0.545990747568959	0.0393609928559648	-0.3925865568972	-0.348773193748859	-0.385015092996969	-0.567537627938739	-0.164824607781432	-0.428305215297985	0.172508195746814	-0.547300544088146	-0.378028404163396	-0.637165203312211	-0.553310260599579	-0.254450075610856	-0.48489939619929	-0.0892237645376138	-0.254117053552357	-0.271437852186037	-0.362047040072473	-0.315102353361584	-0.364410456789798	0.00271276853709686
SPN	0.845952632814359	0.780907011313288	0.639064745614007	0.379383869506341	0.781655495823568	0.56714531942539	0.780506090154242	0.471961899622467	0.838275881918632	0.750404495349506	0.794341912203784	0.836448861020799	0.202048949645461	0.510452130230538	0.708208818076379	0.701612406782204	0.859360564444897	0.659516767549948	0.667658208667723	0.753718450978629	0.528204563955489	0.598658129338316	0.55675708672173	0.716498141374635	0.523317420255517	0.693385705875145	0.752086404204306	0.517672429027092	0.33803901265413	0.782048243856042	0.766396772956988	-0.0316188851959633	0.18304207681219	0.377574966084325	0.660461222122533	0.632294050239056	-0.183747926441917	1	0.268366829577704	0.686406188971327	0.482355119633339	0.556219734379531	0.746414215942807	0.58980117691372	0.712514590962657	0.616354723482516	0.732050127560898	0.74822896048882	0.281366393494753	0.580171487135406	0.497908054290979	0.338219497288259	0.646003161042853	0.40724804622029	0.526230732138257	-0.0328586921193748	0.0704912357828787	0.381710875064748	-0.0841090735041298	-0.0315259064073369	0.44144265980114	-0.429119079157416
IGF2R	0.208310973101526	0.188063293936423	-0.223052827466353	0.0212434218558156	0.141399016688852	0.0120634122309418	0.267046585586519	-0.0487366236868322	0.157677160124188	0.0887731034662864	0.157246469325335	0.0509236875139709	0.375666643220595	0.257111330960922	0.100417704047569	0.123602603831483	0.0749301661586325	-0.107743962265153	0.415590517257907	0.18909199188585	0.232238966369461	-0.00114484453017327	-0.0157780584439276	0.124935408772755	0.132581118722836	0.00410643534066633	0.116969961636736	0.191500631657023	0.0141866405463944	-0.00948070713718833	0.39112563813643	0.180619315837089	-0.0498682815628425	-0.110584063489519	-0.101184979695204	-0.319051680170754	0.326196466908882	0.268366829577704	1	-0.00696713012098772	-0.158879702940543	0.338011960495937	0.0102263497795061	-0.108238207382274	0.207514222326176	0.0864875195742631	0.285313706553574	0.122629530775184	0.448090711025222	0.135710237943614	0.202293774825883	-0.0682024034574192	0.103122019673396	-0.0911806673453616	0.0242394954602798	-0.145406016413743	0.0853495968708458	0.127563520234488	-0.140068304234368	0.0215794439938188	0.083150103686902	-0.110189046681959
TRADD	0.608184885369877	0.584572581345836	0.782067790646633	0.0100357088842478	0.602275191032832	0.330322973447969	0.53046563411441	0.137837356690439	0.735171440890236	0.851425801333407	0.903603655653513	0.680097434930678	-0.170574950049498	0.251745409974772	0.51255272742374	0.665890783319349	0.923657566421915	0.493965154831637	0.62750097424702	0.869134116692308	0.188749619024988	0.864821338417685	0.433905171496875	0.818099176913585	0.583044278374441	0.461271346222342	0.830987312123874	0.783335975675634	0.585511742969282	0.629031186256756	0.48256719279733	-0.282657752954132	0.512529714989709	0.384462010828611	0.545642945960307	0.622389640732382	-0.560066201742554	0.686406188971327	-0.00696713012098772	1	0.688744329346478	0.356927809925574	0.828699166263849	0.69896870722206	0.837513687515791	0.909296363810781	0.683645378101307	0.846213388148248	0.299905319319228	0.916275740389173	0.787975410032418	0.738766256189894	0.916870756923847	0.532633329036989	0.531816598401835	-0.0509470949819674	0.364887548799065	0.365531732557883	0.182389061315077	0.290120017019477	0.535650417203388	-0.293804238459314
PDCD2	0.565404997981441	0.571367056326088	0.577979354451759	0.133698908866749	0.591249595204005	0.176952104315578	0.419241514472226	0.296070745994639	0.501723141345308	0.423312838096794	0.707404154133455	0.60405475473272	-0.0869469078489283	0.372337507465338	0.580997738859574	0.639225817043939	0.665917513656751	0.361367647423874	0.298196916370396	0.543383150666344	0.262164530966241	0.624727876295012	0.189849401161631	0.723419491428952	0.257668553255154	0.494789581649395	0.512834642201674	0.610353613696135	0.70268311287434	0.62520590416729	0.350397118826615	-0.283009363634916	0.475918941484446	0.184168339254096	0.345480629411541	0.406763752323393	-0.545990747568959	0.482355119633339	-0.158879702940543	0.688744329346478	1	0.0922907604329776	0.460903193375656	0.568403490766931	0.552486629061344	0.748328194733307	0.384419967329665	0.62803773821266	0.199425450011944	0.649280657030726	0.583622006516962	0.646663645569949	0.731185420853933	0.10218864115105	0.435017097479808	-0.0249387190669727	0.238030645985232	0.235466600435057	0.205831644070719	0.109195199041777	0.307874186218141	-0.213306435778919
PTPRJ	0.449076518734794	0.283132382379178	0.430784657158729	0.113684500297589	0.396395192413918	0.540868159704067	0.491486700947495	0.179730500791318	0.47804852887852	0.55566647804288	0.436526483277861	0.383269032255602	0.0779270785417364	0.311160657606112	0.225414852246617	0.205356121965925	0.486989542054123	0.0954247814834245	0.462592785026435	0.42918009821065	0.213159726678934	0.210969312745335	0.464115888604172	0.4662231015674	0.236408741899627	0.417866124874406	0.443228442272149	0.201560829540312	0.153616056151113	0.404115059212255	0.5605847047135	-0.0244524031867085	-0.0116429807448864	0.282766142841449	0.492796189321946	0.461349844968206	0.0393609928559648	0.556219734379531	0.338011960495937	0.356927809925574	0.0922907604329776	1	0.474162055300526	0.285115483596944	0.485772148390342	0.244097733591357	0.350637624152302	0.419644059784101	-0.03742308415431	0.27370210456253	0.213897420191035	-0.0312970871055095	0.269146977079522	0.557893578274294	0.388438046908153	0.12828355482127	0.0743938250329768	0.20044694308091	0.0761532886767068	0.267127089413911	0.350763164188068	-0.089987731140281
CLEC2D	0.597985130806357	0.62341406333409	0.743590286647654	0.236632064899231	0.643634018658689	0.635346978978674	0.716001167973445	0.313083220876784	0.85552099967118	0.924711002942911	0.792648314372764	0.768016182428647	0.0381311278603642	0.481482440804141	0.563541745231466	0.485222348032679	0.881350864150641	0.655670447292277	0.706706697577278	0.792433448949736	0.144137836541099	0.68239763207781	0.780648801875756	0.659834329329981	0.695190734353827	0.541796782168538	0.734732530918856	0.544348296777523	0.297433258862897	0.663037559588242	0.663109777656912	-0.0469845199449308	0.334532580725165	0.571145190988611	0.761572133632998	0.818405101382971	-0.3925865568972	0.746414215942807	0.0102263497795061	0.828699166263849	0.460903193375656	0.474162055300526	1	0.698579704776457	0.70909612676562	0.649417804371674	0.797459950601304	0.81960145561617	0.237364876400432	0.659581445951152	0.543801561188443	0.534921504218084	0.701448405234394	0.614545688436727	0.601980826344168	0.268455234774328	0.326207976448869	0.511792702686971	0.0951433013400598	0.212136729468013	0.681695567766475	-0.241858034309351
JAML	0.566425150299345	0.657012081206853	0.812056379086956	0.382462624995434	0.697858948422007	0.679062127279444	0.626912048511086	0.452705052707962	0.773894491728639	0.578510390294465	0.723916623179368	0.652428666853902	0.0724270482306262	0.555476399768616	0.540941301274186	0.68878826918435	0.733373045704689	0.728724852052225	0.445553078641003	0.665755722227996	0.320039412812907	0.76083645055716	0.469364503366778	0.824593369632036	0.673740836350442	0.416200380081717	0.721313977908126	0.632102525477408	0.356308146111322	0.812593237701111	0.395825844314043	0.11627773900479	0.288238653263348	0.488158856862988	0.751921219494062	0.632060813224321	-0.348773193748859	0.58980117691372	-0.108238207382274	0.69896870722206	0.568403490766931	0.285115483596944	0.698579704776457	1	0.764749191219288	0.673154400393081	0.548197383283333	0.543991634298357	0.381623408635524	0.581864716943438	0.655773682915181	0.553334054693301	0.695489380388144	0.443846379050825	0.511889764768774	0.0488044096087901	0.0955528228023304	0.133650613602491	-0.0171812833946114	-0.0415594700756565	0.362843266179713	-0.417656189583505
TNFRSF14	0.667536311781969	0.612706619437505	0.739946657341407	0.144256639249857	0.650980062441797	0.405339586883836	0.574137128500599	0.237535375573679	0.738282148041163	0.755719698745692	0.847260751810713	0.621708397451651	-0.0229086690743648	0.263665351700126	0.472177624353815	0.730952436004704	0.858924102097793	0.488228938527181	0.584752326620422	0.898310622788377	0.342697423261826	0.832619171380568	0.348186077778824	0.844830212286983	0.571498793277893	0.432044972451038	0.895435460656453	0.816870887620918	0.562031749321106	0.65057532195713	0.528498012977873	-0.10280275800787	0.434573674837144	0.269071146589813	0.493525124274044	0.520748534221295	-0.385015092996969	0.712514590962657	0.207514222326176	0.837513687515791	0.552486629061344	0.485772148390342	0.70909612676562	0.764749191219288	1	0.872817389072314	0.6589520061667	0.734288021982434	0.336177571907384	0.793168402041228	0.832597070563	0.602812033302968	0.873572284787607	0.585462765928226	0.478500569890442	-0.152684698949471	0.296587343568044	0.234647349024768	0.079563455417356	0.218273165424896	0.45918298889871	-0.385044694890694
RACK1	0.580717730110776	0.551179146089531	0.706836085757816	-0.0658873890699237	0.556006633407821	0.158272129053083	0.39418932488486	0.0636901548240824	0.614697680241898	0.699382341469515	0.873366696499017	0.579275503904682	-0.196560049884006	0.152231899015733	0.431259031938442	0.681036459228088	0.836333435079	0.404183380874199	0.584044304554471	0.871519177616322	0.266259956132249	0.866612374179042	0.160110548164532	0.823168086931613	0.550909355520091	0.346750474935954	0.794275855700267	0.896561263158974	0.748094268975847	0.546045106519085	0.379173246012984	-0.210891946048074	0.692552826588411	0.266700936065793	0.334485179300178	0.421187870974312	-0.567537627938739	0.616354723482516	0.0864875195742631	0.909296363810781	0.748328194733307	0.244097733591357	0.649417804371674	0.673154400393081	0.872817389072314	1	0.644263984541399	0.787106818647706	0.408185041382843	0.93791391719526	0.896077320793481	0.838784865514345	0.989740745141648	0.380402284340245	0.583444921668746	-0.111108186759675	0.447497987594157	0.309609524422028	0.299550563917731	0.306616733046964	0.516432140623692	-0.238797952626834
TSPAN14	0.559926290952614	0.590423246077894	0.540547769009972	0.131223212244525	0.58786769664384	0.506541116417569	0.679724703345168	0.186114818043729	0.748353159146825	0.791913906306019	0.737039924476697	0.698086357386297	0.180640318421656	0.482406788613846	0.496343965498194	0.485339523547096	0.774728693044268	0.523875810369105	0.82877405263308	0.760301285198946	0.287722514773681	0.508577078266573	0.541017559390674	0.59415352889347	0.709546697565517	0.408553922187798	0.559054325483571	0.656773117840661	0.277107568270432	0.463066257084454	0.642542234041148	0.0905618346271835	0.366383071537086	0.312280826069102	0.492611557793724	0.521197361310541	-0.164824607781432	0.732050127560898	0.285313706553574	0.683645378101307	0.384419967329665	0.350637624152302	0.797459950601304	0.548197383283333	0.6589520061667	0.644263984541399	1	0.8225527933685	0.517072416037043	0.666065782445376	0.639892551459998	0.472606436074559	0.689736889030245	0.265460376437484	0.58528095279419	0.208215397957458	0.459305177606216	0.553666396005081	0.0769717950368024	0.11592731946918	0.62737608536287	-0.248812826621934
JMJD6	0.679687406095737	0.629609182893191	0.668059870120702	0.116383324065679	0.643215536591005	0.345944382947293	0.635067018347352	0.237244703322875	0.778710627262413	0.866517400252243	0.862138178286735	0.773167260227887	0.0273262375228644	0.343649473769474	0.582662299393897	0.586325268323536	0.898203565263171	0.512659145327753	0.69843993512719	0.871387053389867	0.321854339755579	0.69085274284741	0.525072856470544	0.715542172668827	0.480417829828891	0.566059118939505	0.713303877488095	0.671818922917845	0.518221628159871	0.565100043795114	0.668096920853222	-0.157328601206059	0.434393203667083	0.287484640961003	0.474867947419036	0.645334781429481	-0.428305215297985	0.74822896048882	0.122629530775184	0.846213388148248	0.62803773821266	0.419644059784101	0.81960145561617	0.543991634298357	0.734288021982434	0.787106818647706	0.8225527933685	1	0.329808243176009	0.785964436968164	0.646296851409878	0.587153340851434	0.813099757956504	0.426488720656938	0.568040787942339	0.0396404516473418	0.399019989237809	0.482461152638083	0.123550652834914	0.212835082806667	0.584785566614385	-0.27641024573754
ERAP1	0.369926250649217	0.488467552484842	0.270960565190826	0.271385016727156	0.428107403703548	0.201822991014854	0.404984176471466	0.232775922369663	0.405710371986407	0.116314959040321	0.367602683819673	0.358068112975737	0.474256036096257	0.397784093975013	0.382300500469503	0.398282151392133	0.279679775242072	0.378188842334724	0.37005120274223	0.326556654054267	0.527412492890643	0.366509722673949	0.00482579868335339	0.408462500881071	0.552248074791596	0.171711531649342	0.204898790728176	0.434236194066434	0.195991753708417	0.26297060152706	0.327340515600384	0.575777850284784	0.177065598683798	-0.0319019995325547	0.120921284825424	-0.0459357620785975	0.172508195746814	0.281366393494753	0.448090711025222	0.299905319319228	0.199425450011944	-0.03742308415431	0.237364876400432	0.381623408635524	0.336177571907384	0.408185041382843	0.517072416037043	0.329808243176009	1	0.369427294273502	0.442749319533436	0.294412326757634	0.417434010961537	-0.205313915554595	0.238943290640818	-0.115935464672528	0.140367076786232	0.0574602602758572	-0.137376848452211	-0.220112933890343	0.0579957122307777	-0.28566720150909
KLRB1	0.485337182145716	0.471351632547476	0.614605072787503	-0.223476110471991	0.462056915706119	0.12859176895043	0.350719221296883	-0.095304801178634	0.574382932204653	0.744503495549706	0.866568873296498	0.538080847791257	-0.264217153867229	0.146157145514802	0.362797444878006	0.590046530245942	0.817230449387612	0.305188176856838	0.683830221954996	0.841122741578912	0.134677312705757	0.811807888670495	0.185677441246072	0.775543817512595	0.548388731030467	0.284378409251976	0.757466452841288	0.859066580343611	0.604116358773139	0.476414978957172	0.339527274005511	-0.356717246379568	0.588212735702303	0.278798187280016	0.299757675938562	0.365086702188773	-0.547300544088146	0.580171487135406	0.135710237943614	0.916275740389173	0.649280657030726	0.27370210456253	0.659581445951152	0.581864716943438	0.793168402041228	0.93791391719526	0.666065782445376	0.785964436968164	0.369427294273502	1	0.863719382293258	0.752967299038147	0.938241125937948	0.346678034499847	0.536961493555084	-0.118156587713779	0.451309669467249	0.304611157308248	0.226203291765762	0.31939557504339	0.4936476619168	-0.202414225758857
CD74	0.342419436657383	0.348491759168612	0.56748586737593	-0.22738095836369	0.361730179601325	0.175447695565259	0.284241724730148	-0.14565399603073	0.466134689185395	0.602407840398034	0.720878526329097	0.35393305677006	-0.247974610758371	0.161752230814809	0.189008900747547	0.651614081020233	0.678341262925817	0.274920703451046	0.641408096822278	0.764973736592518	0.120490625992987	0.762034281413517	0.0741374922084847	0.751667938839593	0.59867603182086	0.0900809157016437	0.690471767693692	0.989553654716725	0.683939959001479	0.39217554105424	0.192833367273236	-0.200701511085507	0.656953218189062	0.242040091628844	0.249120615158108	0.224355991624929	-0.378028404163396	0.497908054290979	0.202293774825883	0.787975410032418	0.583622006516962	0.213897420191035	0.543801561188443	0.655773682915181	0.832597070563	0.896077320793481	0.639892551459998	0.646296851409878	0.442749319533436	0.863719382293258	1	0.773014429576119	0.90413329265702	0.33544451363774	0.445288341606942	-0.0597789212254518	0.545582191520696	0.280915856377485	0.327005247930223	0.391879170298163	0.515984497127277	-0.150037541730833
ATP5F1B	0.215648625066047	0.260635963476467	0.497965974085159	-0.230688952171332	0.232944432972052	0.0199345841664882	0.112393466542694	-0.149320698013654	0.362801629543775	0.545852458543046	0.614291587477171	0.320106294936359	-0.364266482535512	0.0332487550500902	0.177481381122601	0.439739459513735	0.586599402234849	0.334686108322132	0.444361402358853	0.64768418448903	-0.0783416685572328	0.743783490789673	0.0999878604906053	0.537507214200517	0.492550271843721	0.021129549641835	0.574652175685728	0.769686036858417	0.748937844042567	0.306505454951109	0.0834744930534406	-0.178159369899087	0.88809027863558	0.441036593537017	0.233169422979085	0.332386430445839	-0.637165203312211	0.338219497288259	-0.0682024034574192	0.738766256189894	0.646663645569949	-0.0312970871055095	0.534921504218084	0.553334054693301	0.602812033302968	0.838784865514345	0.472606436074559	0.587153340851434	0.294412326757634	0.752967299038147	0.773014429576119	1	0.840570256432536	0.318175117312041	0.567745241100277	0.163230402452668	0.584434397154512	0.425944022217049	0.592357066213378	0.477019024354289	0.680092674562795	0.0430134758672041
RPSA	0.57668859338414	0.558075032987173	0.714085278149065	-0.0620960376211327	0.557636421452788	0.201075050843348	0.424007309616613	0.0652660417690351	0.646986593987609	0.74317980938633	0.885576395192397	0.594569909334802	-0.193332040515223	0.190863417808627	0.421426781309104	0.660102691475576	0.853714228256164	0.440499735781768	0.628109240502169	0.89742613504001	0.23486509391105	0.863298758318707	0.214729741509647	0.823360387579331	0.578400095137582	0.354191983025964	0.807076595314665	0.91184149598904	0.724541491279193	0.556057321351565	0.409212824033999	-0.200768994527364	0.694315422406501	0.304128937936617	0.373898503637584	0.446873078313895	-0.553310260599579	0.646003161042853	0.103122019673396	0.916870756923847	0.731185420853933	0.269146977079522	0.701448405234394	0.695489380388144	0.873572284787607	0.989740745141648	0.689736889030245	0.813099757956504	0.417434010961537	0.938241125937948	0.90413329265702	0.840570256432536	1	0.413462334210931	0.592881392536599	-0.0652428159361734	0.472341881224939	0.332756537065597	0.297105829125658	0.324278042358687	0.574272388419703	-0.239320031727762
STX4	0.256310064691297	0.13684196218157	0.58648659631946	0.0245597981224082	0.190871910521027	0.385712621522978	0.259516608910692	0.085522937079641	0.443920073156172	0.675097991179569	0.397766931080471	0.27599209887873	-0.266150506084149	-0.0514446103701288	0.0705633145086022	0.28333146359824	0.525793688348525	0.310768988453963	0.277301328305673	0.562003417633947	-0.0441370631622262	0.517020898730582	0.469789657222602	0.385645699726935	0.299504487265782	0.245060695930503	0.667011594892183	0.304128795962132	0.315937750350385	0.351691102808252	0.23114138572439	-0.205369150148321	0.240691725317255	0.440874325334343	0.508995316993677	0.651289681344021	-0.254450075610856	0.40724804622029	-0.0911806673453616	0.532633329036989	0.10218864115105	0.557893578274294	0.614545688436727	0.443846379050825	0.585462765928226	0.380402284340245	0.265460376437484	0.426488720656938	-0.205313915554595	0.346678034499847	0.33544451363774	0.318175117312041	0.413462334210931	1	0.234522035526001	0.0458526296073284	0.186875193125197	0.206164243875827	0.217971827801859	0.437759344726612	0.48285484471727	-0.102274716868017
