""	GPR171	CD44	CD2	CLEC2D	PTGER2	CXCR4	CD69	LAG3	CD3D	CD3G	CD96	ITGA4	PTPRC	CCR5	CD47	DIP2A	NCL	RPSA	ITGB1	SLC16A7	S1PR4	JAML	TNFRSF14	DPP4	SORL1	IL2RG	PTPRA	CD46	TRADD	LAMP1	F2R	CXCR3	ACTR2	KLRD1	CD247	CD8B	CD8A	HLA.DPB1	CD226	SPN	CD81	VSIR	JMJD6	TNFRSF25	LRP10	PTPRZ1	RACK1	CD74	ITGAL	STX4	IFITM1	CD63	SMAP1	TSPAN5	PTGER4	ATP5F1B	TSPAN14	TFRC	APLP2	CD6	TNFRSF1B	CANX	C1QBP	CD4
IL2RG	0.78886466687637	0.69879839544015	0.872449527415225	0.589078727886207	0.756814018768558	0.714637868935547	0.654791406422512	0.735588529054117	0.850759354344952	0.890914280739305	0.819804444155446	0.420692702462322	0.73657824793758	0.434039775021932	0.812924451643307	0.195636689451252	0.22183974388388	0.547379635605703	0.417602917971784	0.49560148941853	0.881868754662686	0.393980359086103	0.743111554363817	0.894366501629947	0.270489261439871	1	0.382616582072403	0.482161026690721	0.845035332179795	0.30043480101007	0.188441441456118	0.775270317056491	0.393071886704318	0.380349036015719	0.719345976028208	0.605479390155239	0.576087305415365	0.325746827004106	0.782997166361694	0.810154576354194	0.0975324487733171	0.34792673070528	0.526775675466933	0.727780927145602	0.294125028205423	-0.39010535168589	0.616206547187564	0.0353898568618142	0.565541876358568	0.28311265790207	0.707577223752427	0.0676826246738753	0.632665711846401	0.510901612727041	0.509389527783651	0.331518939127283	0.214496438280155	-0.150908252645305	-0.23772524965943	0.561596558426553	0.614320686361751	0.0280783066055656	0.156611844045318	0.387836970678905
PTPRA	0.348728209039219	0.721242600277656	0.438067716938349	0.450257716027753	0.37706815889077	0.325729047280343	0.339634995621507	0.369513927196793	0.4194629517231	0.412602107932434	0.354311852727343	0.496577159666068	0.57450415496982	0.446215356286472	0.635741369230095	0.411041456740846	0.772093862827008	0.666523656509604	0.745582236223103	0.59206908063746	0.350662045214387	0.526636654950349	0.549998172961758	0.335872951050344	0.68159736056823	0.382616582072403	1	0.663510886561978	0.470218197119216	0.791761009400444	0.415072825906794	0.371970224068517	0.751759421018101	0.19793344340846	0.37735059143253	0.353670308204412	0.260084171376148	0.621702214548354	0.368354537671593	0.49397768624783	0.684522075469028	0.640169336282366	0.518157012587388	0.355669048624	0.62933013722975	0.452113099626502	0.704243742537095	0.50201204448153	0.373078190852989	0.756631878655403	0.487691224683024	0.666555108938672	0.756187180126557	0.649383434909726	0.40288330376922	0.685319838143311	0.633329701127846	0.652133002101397	0.525036007305535	0.345149951187802	0.687329002391702	0.717120680819367	0.635851602023312	0.681728443749313
CD46	0.581670965946027	0.792144653544276	0.646335252098849	0.770216726036419	0.651727539280119	0.587064444052756	0.574003876467752	0.562033638659083	0.614759607263594	0.626490114564862	0.629859681246076	0.788664639946815	0.821812924810182	0.599277959365501	0.725415737087036	0.661072073577516	0.447314817658353	0.428006330086044	0.767672181908018	0.654947139334751	0.547815731677612	0.700628361330685	0.715542819749919	0.401884013147911	0.690233360969705	0.482161026690721	0.663510886561978	1	0.532692361514571	0.664014744207159	0.517212936599489	0.41564245401549	0.630909207601619	0.630082835814675	0.673616512672099	0.603894892355396	0.655428923872646	0.575890257244746	0.572313923617896	0.675087808967151	0.324329964970503	0.465748512250119	0.658590755980385	0.585858644723359	0.380874718351321	-0.0139101671082311	0.546624185362777	0.305271603294603	0.731510132199142	0.418379045079483	0.55753308249345	0.197516848994446	0.644777965983846	0.413882534360342	0.616563404642564	0.367220048759651	0.80497870628127	0.210191965871322	0.117501742214807	0.689092379875231	0.703927592834943	0.374587060509097	0.155192859937373	0.616137046865509
TRADD	0.831284859974113	0.782987175869349	0.866476561519247	0.566307758973421	0.746078213707281	0.728214653364746	0.701117129972818	0.632789922567225	0.915945361725975	0.908244104669161	0.766456316861527	0.44940284216925	0.742899174568859	0.411467610301704	0.744593310464333	0.119461701897327	0.410863066225351	0.730101024174048	0.517904566896021	0.511331635050902	0.807743783955592	0.482377117563347	0.872333242166504	0.87746735152192	0.377032229473894	0.845035332179795	0.470218197119216	0.532692361514571	1	0.434003325978947	0.11114373116377	0.732772614222013	0.477635630137681	0.330016482277864	0.626733929066806	0.460223882385615	0.442348786051035	0.411759666563729	0.878070346756802	0.677203165873114	0.245488689718735	0.491091761939782	0.706352551862068	0.785817446676049	0.497484205820991	-0.254934648675364	0.791795094143421	0.13051916027473	0.470655858128182	0.472983988816264	0.798094093768519	0.253223264221606	0.739045505695499	0.649043349532422	0.611261084284134	0.498137054353165	0.309095041337144	0.00707160614773099	-0.0888722944268287	0.497457077803971	0.664787754975948	0.207532277614568	0.340569484129275	0.464535747364481
LAMP1	0.32096538383786	0.683870584483981	0.439428247554162	0.512391072806037	0.273312362831499	0.30672569907419	0.325255066415671	0.433545214111895	0.410208021927905	0.404558989296487	0.327320635034452	0.579302208757166	0.569173030529827	0.605646059410415	0.613997851020377	0.430960658945298	0.750410418538372	0.578952223611248	0.739261601914442	0.632408562120167	0.304852603027646	0.689394994542875	0.601595163172646	0.330463810562618	0.751256686908899	0.30043480101007	0.791761009400444	0.664014744207159	0.434003325978947	1	0.395348385400586	0.394381693316573	0.803873783999036	0.194200563959024	0.343433419871755	0.360706842946262	0.232749233713526	0.709411060109403	0.424059156955006	0.474881204301139	0.638469313610574	0.76100197703739	0.497578963320737	0.290324121848097	0.527306720270912	0.218963775470075	0.653559335301904	0.638923177170541	0.322924067078201	0.81038421867598	0.480345651251141	0.543153850017295	0.649979661851758	0.468081646560955	0.44254628810739	0.672350960579721	0.782065582635621	0.532649322431674	0.506192353129179	0.405325616936088	0.773539355946766	0.694319755097444	0.475015342728355	0.7725523057871
F2R	0.441639809740373	0.530454559689143	0.438166652304669	0.689543565764864	0.326927170564724	0.331988686168003	0.36830357995898	0.523081971422382	0.34293863354145	0.357622837416774	0.405493070467324	0.511657218392479	0.640538350308321	0.634410508925435	0.488261504765169	0.562615509131377	0.100398881458286	0.035348755496605	0.476461225088277	0.632686247791734	0.355953398575831	0.648924466458791	0.313762886988923	0.0802883433466401	0.226526641328968	0.188441441456118	0.415072825906794	0.517212936599489	0.11114373116377	0.395348385400586	1	0.348170646114353	0.259416322363889	0.637513977811846	0.588313507548749	0.668023660106512	0.571700223886816	0.236745292082775	0.182552182868902	0.359838871781047	-0.0289106076880843	0.0950782098850145	0.273035895443797	0.321923670305543	0.0273399579702894	-0.0926661270371626	0.132086688752898	-0.0668588060671593	0.611783733173268	0.106334862440165	0.464808814995678	-0.126842040893887	0.275704452070087	0.272744073615693	0.444010065969833	-0.0444900149907082	0.554346863230934	-0.000565766460370845	-0.160388901489478	0.619604068931087	0.391582104117633	0.0550852394177058	-0.122049663002233	0.191407087777922
CXCR3	0.679534235003545	0.739813513383675	0.811913889470263	0.66084843173172	0.613558254113027	0.655932919337975	0.585240869044977	0.739205820157252	0.842869321399651	0.818772747629741	0.723588187709388	0.339187683329578	0.716278898130697	0.40221265912957	0.675374465227097	0.159711474581426	0.316956543508981	0.553137601748545	0.484001251319333	0.572709372453665	0.788469607722982	0.510698766246922	0.753532361891755	0.689370193694543	0.237075501769004	0.775270317056491	0.371970224068517	0.41564245401549	0.732772614222013	0.394381693316573	0.348170646114353	1	0.379486248734248	0.322608990075794	0.677957816277298	0.616395450252374	0.539102274429864	0.325390923070544	0.722897216253231	0.564958025908818	0.0840932206432502	0.319815488214181	0.581933284748894	0.757200858665025	0.436887409705386	-0.306610698859527	0.629480432902318	0.0184768451517809	0.483555960369391	0.284824424388583	0.813996206022247	0.101305155803364	0.604532717437117	0.531401437480828	0.531334872792956	0.317141663507543	0.188738543281349	-0.0963556408763177	-0.217359622902282	0.493593267179335	0.648808194945342	0.0974774233039403	0.153333725304388	0.375732967878661
ACTR2	0.330630148111277	0.730666488470026	0.382450344232694	0.396603522423331	0.320639155655943	0.432963328622166	0.458260557212408	0.337904655098263	0.406270820419212	0.38463451844822	0.323631037158831	0.628900445193769	0.540951130745454	0.356236599682435	0.630684425978772	0.360128454470537	0.856091146712618	0.669808148634263	0.867850859343002	0.548833363627602	0.369722963843898	0.446388074456369	0.576291298321015	0.293966222426734	0.798085050275332	0.393071886704318	0.751759421018101	0.630909207601619	0.477635630137681	0.803873783999036	0.259416322363889	0.379486248734248	1	0.260643519138714	0.434679729642682	0.312870190750139	0.266465167205654	0.912664432451687	0.334059316511592	0.535330229575025	0.841123620501429	0.912447815956032	0.670299962515153	0.359080230506744	0.679409356499533	0.180262474580972	0.762559101235759	0.826839548202083	0.409557618889738	0.801203122807691	0.452269930485123	0.682903954034972	0.771639485532827	0.459142750433002	0.521593475870087	0.822783548484603	0.661685521970839	0.532231356384554	0.656410477077739	0.253794532953426	0.804424497115624	0.848153464665822	0.596765642472683	0.941872624991141
KLRD1	0.661125543298901	0.565667445897272	0.544687886326105	0.691562763274397	0.527517523529921	0.663425620056652	0.713125286716264	0.519558634284835	0.54222828411245	0.545092386152145	0.60851686142078	0.655565497955919	0.668069485083186	0.460914219119549	0.628673400440116	0.516245077622459	0.0380943814157004	0.16697570717311	0.479851844644775	0.59764643572576	0.561239941074485	0.481677215976682	0.473821184330258	0.286218471731782	0.177994413915772	0.380349036015719	0.19793344340846	0.630082835814675	0.330016482277864	0.194200563959024	0.637513977811846	0.322608990075794	0.260643519138714	1	0.756688673655049	0.715498742009077	0.785666057813478	0.266397487889887	0.393818771596107	0.519543712212891	-0.0289147252940788	0.10869175634777	0.497437741906271	0.605491052732197	0.016388103014579	-0.278049933568112	0.253493195435118	-0.10169971865165	0.821821412954123	0.0471124640526756	0.475744236106351	-0.140706521733653	0.412883050725105	0.249981179802918	0.700373101085488	-0.00086918314630384	0.486175203518362	-0.154699914626367	-0.279611190454428	0.67509494076546	0.399416249495221	-0.0346920077473814	-0.123935465677743	0.14332625208319
CD247	0.847673717222978	0.780982003455351	0.805793403578888	0.832820769394022	0.764034675772598	0.741926778995828	0.692805187591424	0.786814937418948	0.77035433244169	0.803896886330976	0.832765588315554	0.733727319910844	0.865577879043504	0.57246109588478	0.816956483133135	0.514208520902987	0.207194089123081	0.411759264987608	0.588511009545246	0.622827836830827	0.845383705845709	0.641846276780895	0.704753230623551	0.564899238711791	0.331075167594953	0.719345976028208	0.37735059143253	0.673616512672099	0.626733929066806	0.343433419871755	0.588313507548749	0.677957816277298	0.434679729642682	0.756688673655049	1	0.707937332684138	0.778089634438597	0.387914194569066	0.681067519021295	0.716345467484741	0.0804119574663009	0.300347882719576	0.555608153831514	0.723724478529739	0.211197451112602	-0.40419766630827	0.506684421074758	0.0114393079378456	0.798148716441823	0.188696800675845	0.676710263859117	-0.0279916324235458	0.563814567627122	0.44998408497622	0.630016697552351	0.257542136524086	0.43354516421285	-0.19235898672831	-0.252721411488684	0.71462861106294	0.574832603251017	0.0493735369201382	0.0216543424359174	0.367104601271748
CD8B	0.622508629725527	0.710006826745177	0.706179935950702	0.752376496553405	0.54102733649847	0.591152902067381	0.591392833270712	0.696760287862758	0.697727450491981	0.706899871932085	0.619613525678096	0.431484952262318	0.757838699976857	0.551092433666674	0.719909136549037	0.340944928082214	0.143856206342849	0.268499168245323	0.508468039172428	0.737137264175299	0.624502085034455	0.498262683475726	0.597053046119179	0.450777265193938	0.181003013033203	0.605479390155239	0.353670308204412	0.603894892355396	0.460223882385615	0.360706842946262	0.668023660106512	0.616395450252374	0.312870190750139	0.715498742009077	0.707937332684138	1	0.875071718278231	0.354945311399373	0.461766037167589	0.647829136043746	-0.0160753259716763	0.187191496995369	0.579698121452546	0.623087009437086	0.0966028458536348	-0.293498192134425	0.376742671685548	-0.0830725758070597	0.774409942928823	0.101253040605209	0.686682645515458	-0.0912385915279986	0.481462275635276	0.424381878881671	0.588485282833262	0.0550335063393593	0.454660249511532	-0.144186078101965	-0.286060521204082	0.803141459070965	0.582643196634099	0.00109144304372805	-0.03797545717685	0.269661750009422
CD8A	0.656736264054993	0.657589512560723	0.671297298578651	0.794108364594357	0.595048030152694	0.641142556206812	0.618675379530708	0.667464693182727	0.692519307387402	0.6935788134025	0.702011730321704	0.557497296912562	0.754599239784004	0.465334770884989	0.682555899467513	0.450770340137465	0.0602141420884517	0.230602043005577	0.532030163451496	0.65275353830433	0.643795667273929	0.484792059926183	0.584751182742055	0.420906118067363	0.230016646122128	0.576087305415365	0.260084171376148	0.655428923872646	0.442348786051035	0.232749233713526	0.571700223886816	0.539102274429864	0.266465167205654	0.785666057813478	0.778089634438597	0.875071718278231	1	0.299772100485685	0.465722912574082	0.633069015562371	-0.0591721381946825	0.0951561649627204	0.562984399064931	0.710067206347802	0.0474414002151533	-0.376903931287579	0.335463567220418	-0.131295196527774	0.84122510971676	-0.0101386857594737	0.617841876920146	-0.150775447412791	0.461381983721754	0.343433405329216	0.583107221694968	-0.01159866132176	0.438028816044514	-0.213313794337975	-0.339141490769882	0.839526742311384	0.474524222102035	-0.0552538642880514	-0.117412580439959	0.223778387982355
HLA-DPB1	0.28341042117761	0.661616653642812	0.292167612424003	0.337466549371872	0.248379160356267	0.410962497677628	0.4257272073256	0.250109413110626	0.364633713141582	0.333930314191796	0.235623573793848	0.535513317463603	0.46728340619641	0.239883003267988	0.553676410113451	0.239026338867662	0.774358220125127	0.611990015855979	0.825973742499896	0.494556577481506	0.312230996002934	0.364231998718125	0.490874413186074	0.191194354269713	0.717750555610037	0.325746827004106	0.621702214548354	0.575890257244746	0.411759666563729	0.709411060109403	0.236745292082775	0.325390923070544	0.912664432451687	0.266397487889887	0.387914194569066	0.354945311399373	0.299772100485685	1	0.262935657644244	0.451673018835732	0.806512871282669	0.903594545524818	0.67559209174412	0.305084522749232	0.638331685459897	0.10464704340183	0.717524247179135	0.849661197117506	0.404548583252207	0.653524836584264	0.406546288998217	0.620015875003042	0.677213783572941	0.383037096605961	0.503210457511552	0.744451647512825	0.608123496654599	0.413951114300386	0.622355688846012	0.237973847300836	0.73914710100005	0.802097240177153	0.519982465827595	0.878619224228797
CD226	0.824252657094062	0.690781273512325	0.877274889906906	0.667603708038421	0.813009830897608	0.737033543960342	0.668087768515164	0.707733341596039	0.875733201473552	0.894651486709597	0.867215752421784	0.564162754738868	0.765623981204127	0.550126476401463	0.734710432981954	0.248378345596753	0.2688969724706	0.593259389546079	0.433298467755403	0.499082465967391	0.841325760510086	0.593879343534547	0.78902272334823	0.847965056489573	0.330279836354816	0.782997166361694	0.368354537671593	0.572313923617896	0.878070346756802	0.424059156955006	0.182552182868902	0.722897216253231	0.334059316511592	0.393818771596107	0.681067519021295	0.461766037167589	0.465722912574082	0.262935657644244	1	0.693084494707928	0.0455779590067461	0.320098070730267	0.543224801512468	0.72804281527653	0.317417076373094	-0.395388988308928	0.645137500962889	-0.00968513331094609	0.490160523434003	0.33085156212114	0.716356970730976	0.0407342715086077	0.568849225423045	0.528560708761759	0.59661198089891	0.345449558562276	0.310811554031568	-0.16071809340446	-0.2644190639087	0.570143496319481	0.575938105514041	0.0153433306269918	0.125847141991279	0.328915176976159
SPN	0.691371587394865	0.721397150264594	0.778062036093204	0.631769587621438	0.75402235390305	0.754977573707178	0.683347632273578	0.763109714839283	0.711836889474313	0.771473884861812	0.78293739150402	0.638239541862575	0.776595816525491	0.592277701995437	0.844619860390953	0.437140590053942	0.311247524384943	0.453855376511462	0.567081743133054	0.625644027885268	0.823462136058597	0.517377690314586	0.716268807159202	0.726045452139486	0.490630780469989	0.810154576354194	0.49397768624783	0.675087808967151	0.677203165873114	0.474881204301139	0.359838871781047	0.564958025908818	0.535330229575025	0.519543712212891	0.716345467484741	0.647829136043746	0.633069015562371	0.451673018835732	0.693084494707928	1	0.209962843786493	0.400950264454632	0.506342416758639	0.547073655480211	0.282330202423972	-0.274199743818947	0.55728674829687	0.187019363665768	0.756246303327932	0.40373316082334	0.545644320866979	0.0965490492815486	0.636040660689045	0.471668950668917	0.630672644712151	0.353670098720384	0.467401304216006	0.0382557130027741	-0.0782229907880185	0.590196830029496	0.734894777805041	0.161590407730933	0.12786672690638	0.553354478336989
CD81	0.0193548906946162	0.433333964944659	-0.00226589073106149	-0.0153066159583438	0.00199938612471767	0.178370449929723	0.209765520519042	-0.0214030311975492	0.0905996402884029	0.0500731498373205	-0.0453642183763687	0.303105059897326	0.12095733157063	-0.0215939540992786	0.343522312854155	0.0164435566175152	0.909878633577085	0.702840945795993	0.681160818542501	0.240875597996964	0.0634379021740042	0.0941842595394281	0.265213665937515	0.0429121768705005	0.577378028791923	0.0975324487733171	0.684522075469028	0.324329964970503	0.245488689718735	0.638469313610574	-0.0289106076880843	0.0840932206432502	0.841123620501429	-0.0289147252940788	0.0804119574663009	-0.0160753259716763	-0.0591721381946825	0.806512871282669	0.0455779590067461	0.209962843786493	1	0.816532258296373	0.483501095480214	0.0548815262911875	0.709021227411781	0.523827611831915	0.706175304148451	0.842137984556195	0.0904219413542674	0.807647924290807	0.142464623295261	0.932316827471956	0.642051608442529	0.447997994644532	0.285348842915969	0.90335465471563	0.395650065065463	0.739906164487181	0.890618748111294	-0.0993940636745924	0.516217621698942	0.954982356758858	0.843796751873919	0.755368522727822
VSIR	0.299988873298122	0.626796899784514	0.299911364893942	0.261644846138727	0.216883963224227	0.322776503813663	0.33651121300559	0.220637639814254	0.362062378873171	0.329895365521412	0.213033976396553	0.483230856226001	0.413899113819375	0.25629691191766	0.518812834378387	0.200345474743584	0.783377094002287	0.64649310136617	0.730319505598869	0.446685059536821	0.293166686288202	0.374934315256949	0.519851074633992	0.311481114803973	0.752467091737569	0.34792673070528	0.640169336282366	0.465748512250119	0.491091761939782	0.76100197703739	0.0950782098850145	0.319815488214181	0.912447815956032	0.10869175634777	0.300347882719576	0.187191496995369	0.0951561649627204	0.903594545524818	0.320098070730267	0.400950264454632	0.816532258296373	1	0.575007312492536	0.273589889374474	0.690072455885751	0.113430530776019	0.73495071514227	0.885631241562362	0.233516312449865	0.772246911469557	0.409488665400279	0.660267020631684	0.668962421626666	0.392799893642585	0.402805980844322	0.803724633671289	0.566270276358054	0.442346131580811	0.664408864127766	0.134565001963479	0.740369118055565	0.822674228710201	0.56937759058166	0.870480589002705
JMJD6	0.585933382793691	0.825451067884061	0.608698222525331	0.54571277891227	0.549196378433099	0.660612235429756	0.694607384983688	0.406154278150012	0.736741168714315	0.674468365623872	0.506636011319032	0.469596176494349	0.668371243732844	0.247412570775331	0.622051353102319	0.159649355429868	0.63080160853997	0.706537001896305	0.7562473522136	0.58387266303677	0.540040254664168	0.369713933874137	0.715557552112984	0.444325734831399	0.438249647648262	0.526775675466933	0.518157012587388	0.658590755980385	0.706352551862068	0.497578963320737	0.273035895443797	0.581933284748894	0.670299962515153	0.497437741906271	0.555608153831514	0.579698121452546	0.562984399064931	0.67559209174412	0.543224801512468	0.506342416758639	0.483501095480214	0.575007312492536	1	0.71745356929187	0.612241691552021	-0.0190630282797644	0.79259508121424	0.323700550194672	0.592249457343364	0.512726572803866	0.726380333583042	0.441972474814436	0.798346299240581	0.582546602206678	0.695209806925543	0.542261975194502	0.502369486255232	0.195820833945928	0.18088520614051	0.497054535412557	0.70072780031083	0.477797198159572	0.453155789704221	0.630819352219743
TNFRSF25	0.812391511821937	0.765047348777924	0.80614115962969	0.743857710228177	0.696376338946016	0.743485863715242	0.761740450084385	0.624935510809202	0.895004551213055	0.840395420465639	0.800805220800745	0.514024644394154	0.789927538147547	0.369407872245387	0.672121160062515	0.318095437170241	0.239600738545713	0.524491469759715	0.547608520731986	0.575244654363426	0.741368581080622	0.485663055651097	0.778496558356983	0.705314150066405	0.308563060454712	0.727780927145602	0.355669048624	0.585858644723359	0.785817446676049	0.290324121848097	0.321923670305543	0.757200858665025	0.359080230506744	0.605491052732197	0.723724478529739	0.623087009437086	0.710067206347802	0.305084522749232	0.72804281527653	0.547073655480211	0.0548815262911875	0.273589889374474	0.71745356929187	1	0.364487892034728	-0.315624761048479	0.605028777110705	-0.0584286983067215	0.627020096511514	0.227659366929252	0.838455168273285	0.0504995373246805	0.702610387427279	0.521626346841026	0.635386016278103	0.196141286642103	0.323793182691661	-0.0865114843475992	-0.275047037822546	0.677105811654473	0.585096516166905	0.0618893048091676	0.102686616131984	0.314103011162737
LRP10	0.287077100370529	0.581075998007163	0.248857849588347	0.165959817264146	0.220146105320624	0.463857358540274	0.419141146225841	0.180623142337654	0.388910357126705	0.307995724213738	0.198423828416641	0.252245093344993	0.316220670232534	-0.0586215133853436	0.39308909212093	0.0538987578113006	0.757462082565375	0.718131348291543	0.70197279144914	0.397901709166381	0.338385543447577	0.218427675801983	0.518546988236928	0.250886006671859	0.598352836001587	0.294125028205423	0.62933013722975	0.380874718351321	0.497484205820991	0.527306720270912	0.0273399579702894	0.436887409705386	0.679409356499533	0.016388103014579	0.211197451112602	0.0966028458536348	0.0474414002151533	0.638331685459897	0.317417076373094	0.282330202423972	0.709021227411781	0.690072455885751	0.612241691552021	0.364487892034728	1	0.398913730019346	0.769401795121571	0.594473163008963	0.230600226330271	0.675152262234903	0.431796824132321	0.712318198796284	0.721795290761518	0.591185655761832	0.473236986747331	0.70281783402411	0.323244179441071	0.584033200763875	0.590115161872669	-0.018277811609213	0.679758492111418	0.748726518539141	0.648858005191636	0.684722087909017
PTPRZ1	-0.408264968289461	-0.0827127862083767	-0.407937190367764	-0.372322827619481	-0.402133521974407	-0.249180476122443	-0.183443175450844	-0.383280576933295	-0.373273628636599	-0.409938227817954	-0.479104915787577	-0.237327980773168	-0.32897307811776	-0.289749424466639	-0.177081420728417	-0.0858731280181582	0.454198617666513	0.206687126698281	0.13771087058089	-0.030997190065344	-0.402002866416431	-0.182404791055303	-0.163635102198233	-0.39062918502829	0.15365735156462	-0.39010535168589	0.452113099626502	-0.0139101671082311	-0.254934648675364	0.218963775470075	-0.0926661270371626	-0.306610698859527	0.180262474580972	-0.278049933568112	-0.40419766630827	-0.293498192134425	-0.376903931287579	0.10464704340183	-0.395388988308928	-0.274199743818947	0.523827611831915	0.113430530776019	-0.0190630282797644	-0.315624761048479	0.398913730019346	1	0.123748150251431	0.269055598686081	-0.251023399488797	0.438572116746828	-0.274841698463574	0.655188769338793	0.189517633049086	0.202563547291079	-0.0926978592686452	0.347023016760346	0.0849547402366895	0.845269715950949	0.682696151240596	-0.391162004309245	0.0117749555156498	0.569415629098118	0.581996437767678	0.132576425399646
RACK1	0.59917220363125	0.797323112156001	0.595731841801063	0.422902881191393	0.525120155490815	0.671208333866252	0.64593235813142	0.47487463316854	0.712327061136084	0.66589940531398	0.530110553260908	0.461727838712511	0.587556097560819	0.238291882626337	0.720645332647743	0.0510966421982326	0.829816282199598	0.971323160634586	0.779165070329431	0.55510663880733	0.626241761875104	0.404029367412119	0.733413887324881	0.583274717950895	0.531436740268509	0.616206547187564	0.704243742537095	0.546624185362777	0.791795094143421	0.653559335301904	0.132086688752898	0.629480432902318	0.762559101235759	0.253493195435118	0.506684421074758	0.376742671685548	0.335463567220418	0.717524247179135	0.645137500962889	0.55728674829687	0.706175304148451	0.73495071514227	0.79259508121424	0.605028777110705	0.769401795121571	0.123748150251431	1	0.494216369784403	0.421153520599154	0.761046185180187	0.670965341507276	0.717191855747022	0.893876752792598	0.74747706195773	0.652538824559001	0.839631483404462	0.402044315585199	0.405163339613259	0.381807169022326	0.319212751736651	0.75544761761215	0.664745928070222	0.748267351981669	0.69562606505945
CD74	-0.0787528776629576	0.312616127272394	-0.0681044662508904	-0.025372505076878	-0.0752121552519574	0.076024145426166	0.0887828563378298	-0.0629620916484781	-0.0230592122696583	-0.0489135541104136	-0.0920127728521939	0.349332518768062	0.0938008861168192	0.0451746886497104	0.234854541862389	0.154600859437883	0.714300009287228	0.426889380383674	0.590792916420146	0.182678028114407	-0.0178002801143552	0.14426126989239	0.205795999929176	-0.0232297239902411	0.726951639648394	0.0353898568618142	0.50201204448153	0.305271603294603	0.13051916027473	0.638923177170541	-0.0668588060671593	0.0184768451517809	0.826839548202083	-0.10169971865165	0.0114393079378456	-0.0830725758070597	-0.131295196527774	0.849661197117506	-0.00968513331094609	0.187019363665768	0.842137984556195	0.885631241562362	0.323700550194672	-0.0584286983067215	0.594473163008963	0.269055598686081	0.494216369784403	1	0.0160489481931303	0.651000937983186	0.0349337217371116	0.665046841103805	0.427397800976361	0.135554609904387	0.186675765826547	0.72447095065643	0.467807916477253	0.527381665534924	0.83153621613507	-0.150404246060841	0.537734815965979	0.852558494725971	0.509698379786732	0.825036979770921
ITGAL	0.716679608371951	0.711535034091376	0.64694285195974	0.739762830543754	0.651034003534072	0.759531210686458	0.720961241492417	0.659478513887065	0.654996061847213	0.665480607289074	0.68442815103628	0.656714831800316	0.780970330600399	0.456391774301987	0.759814475035508	0.507924796439079	0.180727589768104	0.298990590339383	0.634268408009796	0.735469192223734	0.7141912106125	0.551148220982064	0.603011514520805	0.401454840008305	0.365277935230839	0.565541876358568	0.373078190852989	0.731510132199142	0.470655858128182	0.322924067078201	0.611783733173268	0.483555960369391	0.409557618889738	0.821821412954123	0.798148716441823	0.774409942928823	0.84122510971676	0.404548583252207	0.490160523434003	0.756246303327932	0.0904219413542674	0.233516312449865	0.592249457343364	0.627020096511514	0.230600226330271	-0.251023399488797	0.421153520599154	0.0160489481931303	1	0.179646887750327	0.577603176116937	-0.0352212362841509	0.560712795235497	0.382428135886957	0.725219343576482	0.123013240791373	0.536774727043328	-0.0461964842030807	-0.184769598570113	0.72314871905001	0.62399140482907	0.0966695391805898	-0.0266350415445444	0.383344063087913
STX4	0.267928391680436	0.582055204905277	0.291244183418791	0.203667949694103	0.180570564709335	0.341903949319575	0.380571720709278	0.26466616534594	0.325847295077766	0.298076497295811	0.202347225505392	0.395638686086911	0.345214619521854	0.29758013243622	0.522320929832416	0.144115233219804	0.872284496529454	0.745816342257089	0.669229134431725	0.471121956233523	0.282346081740379	0.385901934990973	0.491293136317939	0.342842922627824	0.62561792391412	0.28311265790207	0.756631878655403	0.418379045079483	0.472983988816264	0.81038421867598	0.106334862440165	0.284824424388583	0.801203122807691	0.0471124640526756	0.188696800675845	0.101253040605209	-0.0101386857594737	0.653524836584264	0.33085156212114	0.40373316082334	0.807647924290807	0.772246911469557	0.512726572803866	0.227659366929252	0.675152262234903	0.438572116746828	0.761046185180187	0.651000937983186	0.179646887750327	1	0.36775342439768	0.793443028835986	0.753521031671591	0.566943772026272	0.446089760275876	0.828448129483227	0.524665766025018	0.722565943462339	0.661979069636781	0.103703415023985	0.701239534874252	0.807818750640096	0.747360148226512	0.738351538479371
IFITM1	0.80228295076537	0.833666333627497	0.844305595623247	0.783800733601492	0.680611111683865	0.640512841159789	0.630992560233317	0.723684996301212	0.901953149507938	0.861205887924308	0.713549884849991	0.446906363634052	0.831403897222044	0.521325174496555	0.717714149790751	0.211120528303569	0.355169751474888	0.577149775226892	0.613334908894823	0.706374684676099	0.699148698287714	0.61243757020173	0.799314245485473	0.688191046028192	0.302955912719153	0.707577223752427	0.487691224683024	0.55753308249345	0.798094093768519	0.480345651251141	0.464808814995678	0.813996206022247	0.452269930485123	0.475744236106351	0.676710263859117	0.686682645515458	0.617841876920146	0.406546288998217	0.716356970730976	0.545644320866979	0.142464623295261	0.409488665400279	0.726380333583042	0.838455168273285	0.431796824132321	-0.274841698463574	0.670965341507276	0.0349337217371116	0.577603176116937	0.36775342439768	1	0.13147500697549	0.689112251944623	0.678378169277106	0.595999209567719	0.302194273403998	0.420752441954354	-0.0437006718276534	-0.183417935710997	0.705272831428898	0.679085549488926	0.164443188945906	0.189142212191203	0.419240554143911
