""	GPR171	CD44	CD2	CLEC2D	PTGER2	CXCR4	CD69	LAG3	CD3D	CD3G	CD96	ITGA4	PTPRC	CCR5	CD47	DIP2A	NCL	RPSA	ITGB1	SLC16A7	S1PR4	JAML	TNFRSF14	DPP4	SORL1	IL2RG	PTPRA	CD46	TRADD	LAMP1	F2R	CXCR3	ACTR2	KLRD1	CD247	CD8B	CD8A	HLA.DPB1	CD226	SPN	CD81	VSIR	JMJD6	TNFRSF25	LRP10	PTPRZ1	RACK1	CD74	ITGAL	STX4	IFITM1	CD63	SMAP1	TSPAN5	PTGER4	ATP5F1B	TSPAN14	TFRC	APLP2	CD6	TNFRSF1B	CANX	C1QBP	CD4
CD96	0.873401701429494	0.705520475804024	0.894137332371953	0.816893690835831	0.865473906313462	0.795532743572643	0.722224673618476	0.82100644324692	0.863559062524414	0.889897704891136	1	0.701404994457634	0.866591490783823	0.608550625504805	0.807606524009727	0.476008797080303	0.145755531422351	0.453135495039703	0.482920288298362	0.578116924066234	0.897835149277042	0.622761093183042	0.745422527039392	0.811342610639935	0.333063832545893	0.819804444155446	0.354311852727343	0.629859681246076	0.766456316861527	0.327320635034452	0.405493070467324	0.723588187709388	0.323631037158831	0.60851686142078	0.832765588315554	0.619613525678096	0.702011730321704	0.235623573793848	0.867215752421784	0.78293739150402	-0.0453642183763687	0.213033976396553	0.506636011319032	0.800805220800745	0.198423828416641	-0.479104915787577	0.530110553260908	-0.0920127728521939	0.68442815103628	0.202347225505392	0.713549884849991	-0.0934133188107191	0.577546302783126	0.476710562107053	0.629722124893132	0.179819872481463	0.359642690760521	-0.22326680426888	-0.383470419623064	0.698730602285438	0.567039568144482	-0.0771956950567061	-0.022284949629776	0.300022419236769
ITGA4	0.609211060977376	0.662350683696708	0.573421717899973	0.739668373119988	0.631672669504589	0.590554473097645	0.584327694361868	0.591046972299256	0.509459161601012	0.530347083761567	0.701404994457634	1	0.774676239669219	0.666297184174856	0.718887872455987	0.723750898882935	0.391792149180637	0.368708001746127	0.696641000211326	0.535869974507042	0.563266373026425	0.679620340944836	0.579154656658609	0.398117092016218	0.652660409715038	0.420692702462322	0.496577159666068	0.788664639946815	0.44940284216925	0.579302208757166	0.511657218392479	0.339187683329578	0.628900445193769	0.655565497955919	0.733727319910844	0.431484952262318	0.557497296912562	0.535513317463603	0.564162754738868	0.638239541862575	0.303105059897326	0.483230856226001	0.469596176494349	0.514024644394154	0.252245093344993	-0.237327980773168	0.461727838712511	0.349332518768062	0.656714831800316	0.395638686086911	0.446906363634052	0.123244173914617	0.539137205312337	0.296887629046364	0.58366471384989	0.379955472609852	0.707847400802233	0.0568080033779024	0.0778579833163506	0.617590146553068	0.597863466479476	0.293362969824622	0.0834173693308684	0.567514132832234
PTPRC	0.836403994829353	0.897346189680447	0.909856506761057	0.932763029779827	0.827902092595345	0.715321509432271	0.690425786199518	0.827939641566468	0.860863287291845	0.872755293377458	0.866591490783823	0.774676239669219	1	0.756820339074181	0.851639210207568	0.594058749751614	0.322404007206543	0.464995712058935	0.684775882020495	0.757312733758208	0.791257653546287	0.790484412810744	0.835259258585932	0.668589991802342	0.530205444117649	0.73657824793758	0.57450415496982	0.821812924810182	0.742899174568859	0.569173030529827	0.640538350308321	0.716278898130697	0.540951130745454	0.668069485083186	0.865577879043504	0.757838699976857	0.754599239784004	0.46728340619641	0.765623981204127	0.776595816525491	0.12095733157063	0.413899113819375	0.668371243732844	0.789927538147547	0.316220670232534	-0.32897307811776	0.587556097560819	0.0938008861168192	0.780970330600399	0.345214619521854	0.831403897222044	0.0227110001999207	0.680498162359385	0.527293114255762	0.658229267187953	0.283008901946834	0.632571484729062	-0.054262239389347	-0.192941860932321	0.821955443120712	0.743852884295163	0.143635067852842	0.0562524254455326	0.519703014740853
CCR5	0.508788107854199	0.571139219790481	0.703277321312985	0.753137834411322	0.573778707841884	0.318368021848888	0.326187881098714	0.703810333787563	0.513035228306671	0.573511178422828	0.608550625504805	0.666297184174856	0.756820339074181	1	0.622802150365353	0.594124421748488	0.152111125122488	0.159733528490858	0.37222392397177	0.592717447372044	0.459335771246097	0.793034840549625	0.538540744282986	0.487180961166459	0.392280991248039	0.434039775021932	0.446215356286472	0.599277959365501	0.411467610301704	0.605646059410415	0.634410508925435	0.40221265912957	0.356236599682435	0.460914219119549	0.57246109588478	0.551092433666674	0.465334770884989	0.239883003267988	0.550126476401463	0.592277701995437	-0.0215939540992786	0.25629691191766	0.247412570775331	0.369407872245387	-0.0586215133853436	-0.289749424466639	0.238291882626337	0.0451746886497104	0.456391774301987	0.29758013243622	0.521325174496555	-0.117067673970789	0.30285954053034	0.283591162503507	0.342926617564873	0.145245156898531	0.621158406167632	-0.0824014111596828	-0.192758231007339	0.700305670260888	0.486485450736302	-0.00562220037005978	-0.094802873180527	0.325225038920387
CD47	0.807066261824668	0.837366431978569	0.82216304039559	0.744735142451738	0.700786719305825	0.767492045436845	0.742370080979216	0.785606262346685	0.789890700847064	0.820571512919841	0.807606524009727	0.718887872455987	0.851639210207568	0.622802150365353	1	0.44427872097039	0.477282404933679	0.647083782172229	0.710805178240208	0.753364667618126	0.835376357394135	0.638100830951534	0.78460138588285	0.716279007409615	0.490253464756706	0.812924451643307	0.635741369230095	0.725415737087036	0.744593310464333	0.613997851020377	0.488261504765169	0.675374465227097	0.630684425978772	0.628673400440116	0.816956483133135	0.719909136549037	0.682555899467513	0.553676410113451	0.734710432981954	0.844619860390953	0.343522312854155	0.518812834378387	0.622051353102319	0.672121160062515	0.39308909212093	-0.177081420728417	0.720645332647743	0.234854541862389	0.759814475035508	0.522320929832416	0.717714149790751	0.269067155174387	0.769068850141519	0.607933628338692	0.713113659684432	0.517189651339849	0.56971313559943	0.118330124118026	0.00502993995569548	0.693972641851466	0.78076669289053	0.302506731493681	0.315698457427541	0.557762669913562
DIP2A	0.324029368833532	0.400517741024257	0.362839919370756	0.625491449585511	0.333747034563644	0.279951817976319	0.286900329981902	0.392157627187864	0.215269087177643	0.264579018874608	0.476008797080303	0.723750898882935	0.594058749751614	0.594124421748488	0.44427872097039	1	0.0801000099866738	-0.0574794623046669	0.437817500530307	0.490499319243186	0.281972697470336	0.640156535282966	0.371606643538995	0.144984981030393	0.600871287168095	0.195636689451252	0.411041456740846	0.661072073577516	0.119461701897327	0.430960658945298	0.562615509131377	0.159711474581426	0.360128454470537	0.516245077622459	0.514208520902987	0.340944928082214	0.450770340137465	0.239026338867662	0.248378345596753	0.437140590053942	0.0164435566175152	0.200345474743584	0.159649355429868	0.318095437170241	0.0538987578113006	-0.0858731280181582	0.0510966421982326	0.154600859437883	0.507924796439079	0.144115233219804	0.211120528303569	-0.137713822116686	0.293650444221622	0.0428327157295273	0.331094938988851	-0.000211891742236651	0.684253562387899	0.101211205893031	-0.0258026906569823	0.461861931375616	0.398844487420532	0.0940636134415219	-0.193139118312628	0.371891087321667
NCL	0.165368555945523	0.609494343538018	0.214316939237952	0.184425052745692	0.179569344523967	0.330275744743282	0.355072933021128	0.188044023962352	0.297161400822495	0.244795136676739	0.145755531422351	0.391792149180637	0.322404007206543	0.152111125122488	0.477282404933679	0.0801000099866738	1	0.822520156746917	0.769833049429467	0.415554442241096	0.221419208899476	0.269708909352643	0.449345846269613	0.186026698222667	0.609908667395933	0.22183974388388	0.772093862827008	0.447314817658353	0.410863066225351	0.750410418538372	0.100398881458286	0.316956543508981	0.856091146712618	0.0380943814157004	0.207194089123081	0.143856206342849	0.0602141420884517	0.774358220125127	0.2688969724706	0.311247524384943	0.909878633577085	0.783377094002287	0.63080160853997	0.239600738545713	0.757462082565375	0.454198617666513	0.829816282199598	0.714300009287228	0.180727589768104	0.872284496529454	0.355169751474888	0.893320113260935	0.761940297771631	0.573399612040468	0.435948005311926	0.916075746874614	0.462167909776295	0.713116283155257	0.752613322359075	0.0643027192459368	0.656517809746151	0.904637468432277	0.847293799447768	0.777852627994041
RPSA	0.519323474989158	0.687384568192823	0.505777798766112	0.310999845807116	0.456302102808324	0.582811439419262	0.563319149609767	0.392045817293311	0.626870151300618	0.578901885899763	0.453135495039703	0.368708001746127	0.464995712058935	0.159733528490858	0.647083782172229	-0.0574794623046669	0.822520156746917	1	0.663097241728495	0.43245337189105	0.548801169846932	0.293263572245909	0.63745215302764	0.544526205512434	0.415277891702938	0.547379635605703	0.666523656509604	0.428006330086044	0.730101024174048	0.578952223611248	0.035348755496605	0.553137601748545	0.669808148634263	0.16697570717311	0.411759264987608	0.268499168245323	0.230602043005577	0.611990015855979	0.593259389546079	0.453855376511462	0.702840945795993	0.64649310136617	0.706537001896305	0.524491469759715	0.718131348291543	0.206687126698281	0.971323160634586	0.426889380383674	0.298990590339383	0.745816342257089	0.577149775226892	0.774115367981678	0.844224264897652	0.745687347972669	0.55027723039043	0.855121160110716	0.276214515640137	0.425929758483099	0.387944547765226	0.231283428798296	0.62404591871601	0.632687380781188	0.834396129198385	0.576138847190922
ITGB1	0.508870878566356	0.818382358205011	0.490808739770204	0.599196581859099	0.431255282094276	0.637325355158797	0.633193350819468	0.472834190236229	0.555801545639859	0.515486163524454	0.482920288298362	0.696641000211326	0.684775882020495	0.37222392397177	0.710805178240208	0.437817500530307	0.769833049429467	0.663097241728495	1	0.726162276450704	0.509222312161317	0.572763947406393	0.646653746936647	0.296179086944387	0.729428466354804	0.417602917971784	0.745582236223103	0.767672181908018	0.517904566896021	0.739261601914442	0.476461225088277	0.484001251319333	0.867850859343002	0.479851844644775	0.588511009545246	0.508468039172428	0.532030163451496	0.825973742499896	0.433298467755403	0.567081743133054	0.681160818542501	0.730319505598869	0.7562473522136	0.547608520731986	0.70197279144914	0.13771087058089	0.779165070329431	0.590792916420146	0.634268408009796	0.669229134431725	0.613334908894823	0.550277620053718	0.810018480378963	0.584154057372013	0.726260491374205	0.652985498965729	0.727560362254609	0.457794638070999	0.461235735577685	0.475566801045606	0.824498366146997	0.729752161609229	0.473714435440787	0.826647264728073
SLC16A7	0.625005203757403	0.757302038333124	0.658870844531277	0.716031515886212	0.468799125896003	0.629438354580392	0.61165032840584	0.671930841927562	0.650453528122001	0.639989923183327	0.578116924066234	0.535869974507042	0.757312733758208	0.592717447372044	0.753364667618126	0.490499319243186	0.415554442241096	0.43245337189105	0.726162276450704	1	0.580025103678975	0.71681246352821	0.680811335318228	0.395999028221421	0.505681536759339	0.49560148941853	0.59206908063746	0.654947139334751	0.511331635050902	0.632408562120167	0.632686247791734	0.572709372453665	0.548833363627602	0.59764643572576	0.622827836830827	0.737137264175299	0.65275353830433	0.494556577481506	0.499082465967391	0.625644027885268	0.240875597996964	0.446685059536821	0.58387266303677	0.575244654363426	0.397901709166381	-0.030997190065344	0.55510663880733	0.182678028114407	0.735469192223734	0.471121956233523	0.706374684676099	0.178567887818481	0.649503168816214	0.539574066796234	0.717231050379147	0.293460549066562	0.671791792160083	0.226109222474196	0.0338177008365147	0.638956801477721	0.792444084039561	0.330888288645986	0.169141888037773	0.513971130241478
S1PR4	0.891524087070701	0.739534454840899	0.867462111850784	0.685263700924731	0.798886659655237	0.881199075118856	0.790750304492724	0.819239041741093	0.869720626269578	0.895995907792028	0.897835149277042	0.563266373026425	0.791257653546287	0.459335771246097	0.835376357394135	0.281972697470336	0.221419208899476	0.548801169846932	0.509222312161317	0.580025103678975	1	0.53003299581372	0.769712609491778	0.80712895224765	0.292159510346655	0.881868754662686	0.350662045214387	0.547815731677612	0.807743783955592	0.304852603027646	0.355953398575831	0.788469607722982	0.369722963843898	0.561239941074485	0.845383705845709	0.624502085034455	0.643795667273929	0.312230996002934	0.841325760510086	0.823462136058597	0.0634379021740042	0.293166686288202	0.540040254664168	0.741368581080622	0.338385543447577	-0.402002866416431	0.626241761875104	-0.0178002801143552	0.7141912106125	0.282346081740379	0.699148698287714	0.0199888269350284	0.636621228501504	0.535663163750557	0.701125023818239	0.303115550029642	0.250825857452129	-0.164656316738654	-0.286647556649335	0.56365762829382	0.642505957271267	0.0226709966302559	0.0974691555233809	0.354826594973998
JAML	0.627050544052796	0.67817631381785	0.684939987775379	0.821923420155734	0.504266358041708	0.438971027509959	0.415559916556138	0.65949339699324	0.576874555820558	0.602491010137321	0.622761093183042	0.679620340944836	0.790484412810744	0.793034840549625	0.638100830951534	0.640156535282966	0.269708909352643	0.293263572245909	0.572763947406393	0.71681246352821	0.53003299581372	1	0.659064717697038	0.401905787198197	0.563722856405067	0.393980359086103	0.526636654950349	0.700628361330685	0.482377117563347	0.689394994542875	0.648924466458791	0.510698766246922	0.446388074456369	0.481677215976682	0.641846276780895	0.498262683475726	0.484792059926183	0.364231998718125	0.593879343534547	0.517377690314586	0.0941842595394281	0.374934315256949	0.369713933874137	0.485663055651097	0.218427675801983	-0.182404791055303	0.404029367412119	0.14426126989239	0.551148220982064	0.385901934990973	0.61243757020173	0.00246272674464454	0.45637934000207	0.32825537320595	0.512463532688052	0.223393949732669	0.718623775591958	0.0861955051839296	-0.0917175587259442	0.645790313230801	0.597750300828863	0.169878499543187	-0.00474013800467997	0.43947054281205
TNFRSF14	0.786856004769852	0.869602316509111	0.860901417404915	0.719579827067897	0.69582687248778	0.733665824383909	0.708853012732176	0.753861195137801	0.878924125580035	0.862463632348492	0.745422527039392	0.579154656658609	0.835259258585932	0.538540744282986	0.78460138588285	0.371606643538995	0.449345846269613	0.63745215302764	0.646653746936647	0.680811335318228	0.769712609491778	0.659064717697038	1	0.729935805563435	0.561719695508236	0.743111554363817	0.549998172961758	0.715542819749919	0.872333242166504	0.601595163172646	0.313762886988923	0.753532361891755	0.576291298321015	0.473821184330258	0.704753230623551	0.597053046119179	0.584751182742055	0.490874413186074	0.78902272334823	0.716268807159202	0.265213665937515	0.519851074633992	0.715557552112984	0.778496558356983	0.518546988236928	-0.163635102198233	0.733413887324881	0.205795999929176	0.603011514520805	0.491293136317939	0.799314245485473	0.23657236888768	0.772465933115685	0.587701581805907	0.670693753389532	0.479838429477403	0.501238592433665	0.127798153830362	-0.023940780078015	0.587616242768378	0.801072537503116	0.293203647481591	0.277308430445685	0.566818372010117
DPP4	0.772533843806575	0.605530906477017	0.847552074332447	0.548258503113662	0.725624031265395	0.636184049789601	0.592473904149675	0.687506459634913	0.841599503201324	0.865918119453908	0.811342610639935	0.398117092016218	0.668589991802342	0.487180961166459	0.716279007409615	0.144984981030393	0.186026698222667	0.544526205512434	0.296179086944387	0.395999028221421	0.80712895224765	0.401905787198197	0.729935805563435	1	0.227153819164861	0.894366501629947	0.335872951050344	0.401884013147911	0.87746735152192	0.330463810562618	0.0802883433466401	0.689370193694543	0.293966222426734	0.286218471731782	0.564899238711791	0.450777265193938	0.420906118067363	0.191194354269713	0.847965056489573	0.726045452139486	0.0429121768705005	0.311481114803973	0.444325734831399	0.705314150066405	0.250886006671859	-0.39062918502829	0.583274717950895	-0.0232297239902411	0.401454840008305	0.342842922627824	0.688191046028192	0.0513847638908	0.577777559898209	0.528142793576464	0.443403499858139	0.301026746895195	0.190112136686538	-0.145647757091778	-0.271021595736628	0.517961844134751	0.528384016824342	-0.0305947954470106	0.156207188945802	0.274044496632184
SORL1	0.278008560743251	0.600154788972329	0.322483644268827	0.420305041285041	0.310716967224588	0.363378677115769	0.354347052464474	0.315045817406187	0.306182883629982	0.28710458036884	0.333063832545893	0.652660409715038	0.530205444117649	0.392280991248039	0.490253464756706	0.600871287168095	0.609908667395933	0.415277891702938	0.729428466354804	0.505681536759339	0.292159510346655	0.563722856405067	0.561719695508236	0.227153819164861	1	0.270489261439871	0.68159736056823	0.690233360969705	0.377032229473894	0.751256686908899	0.226526641328968	0.237075501769004	0.798085050275332	0.177994413915772	0.331075167594953	0.181003013033203	0.230016646122128	0.717750555610037	0.330279836354816	0.490630780469989	0.577378028791923	0.752467091737569	0.438249647648262	0.308563060454712	0.598352836001587	0.15365735156462	0.531436740268509	0.726951639648394	0.365277935230839	0.62561792391412	0.302955912719153	0.419477960752335	0.601036899109265	0.241542541809429	0.415984907130159	0.539138268399175	0.699743731598328	0.475043951017782	0.514268880367825	0.246070515725935	0.74604656487589	0.669969516593955	0.301648679483601	0.831750514146302
