""	SIGLEC10	CCR1	FPR1	CCRL2	C5AR1	TFRC	LILRB1	HLA.DPA1	CXCR4	TNFRSF1A	CD74	APLP2	CD86	CANX	AXL	TREM2	CD4	NOTCH4	PILRA	PLXNB2	HAVCR2	CD9	SORL1	GPNMB	ABCA1	TLR2	TLR4	TSPAN14	ADGRE2	SORT1	ITGB5	ENG	CD40	LPP	PTPRC	SIRPA	CD163	ADRB2	SCARF1	KCNQ1	P2RY12	CD81	IL6R	ITGAL	TNFRSF10D	RXRA	TREM1	SDC2	TLR7	UNC5B	ADCY7	KCNQ3	TLR1	INSR	TNFRSF14	LRP1	ITGB1	ADGRE5	ITGAV	ERAP1	PTGER4	CD33	MCFD2	CD69	FGFR1	PTPRA	SMAP1	SDC3	NCL	SLC16A1	NOTCH1	SCARB1	CADM1	PTPRZ1	THY1	C1QBP
CD9	0.76855631025499	0.559654137668244	0.593520079691967	0.632810954907001	0.553359703989198	0.761901115586019	0.825713547070415	0.846850639542122	0.669831180663864	0.71204780009318	0.897232125568005	0.826855417819774	0.832488129534053	0.849726685707515	0.78051375913842	0.899121576969391	0.782416461920425	0.729558466656906	0.856582401547315	0.783231523660985	0.819067053409965	1	0.631388703673803	0.876295146086519	0.75264872339871	0.64128806113019	0.779849828496427	0.835667225006117	0.791509503444627	0.573432259397625	0.785704336507426	0.732973660386412	0.615041698924476	0.885528522803862	0.86662642201306	0.859697994224283	0.852593541808144	0.6419214412676	0.507828852718699	0.564566698564471	0.591016561728522	0.923990514326888	0.716285179028304	0.581138762542353	0.386331524702823	0.736884498586233	0.342993388809848	0.700773831012348	0.605023614242104	0.663264044704943	0.574639039533001	0.695790274080827	0.742817166414768	0.732059541685838	0.893891281632557	0.80069958285848	0.926472789930638	0.662868180104996	0.691886052842714	0.702665856815256	0.780346424053982	0.797141863355983	0.833670357822691	0.566803337426211	0.774128940297335	0.583494692441956	0.845939246497899	0.753327783135518	0.703921352819488	0.573498616007301	0.378955486610805	0.810820286736099	0.436237520052647	0.211844115721102	0.195425308710893	0.812331034920067
SORL1	0.941378222149758	0.723953915187822	0.876578623823558	0.771895771858831	0.83547295931597	0.695633523631297	0.860574113611898	0.558131394499101	0.818009320354665	0.85319117045322	0.681670870388438	0.806938709832086	0.860504131053679	0.755593584708436	0.941857849158162	0.84399760445349	0.917997144460453	0.77787443594404	0.878827909393804	0.812805841979351	0.869985200085624	0.631388703673803	1	0.371024523329309	0.855398132942432	0.893698767300398	0.750303182757337	0.876292243240554	0.826582363475209	0.874987604579318	0.840396382771381	0.882836159176445	0.776659984343295	0.744169479315133	0.845390297055758	0.853050439630571	0.458295983279339	0.782294863799657	0.813245634970621	0.762096615256585	0.874933011559541	0.814769639539555	0.820390575988202	0.839033514209788	0.589251555582845	0.848736487321988	0.70699296342171	0.849594551189302	0.774246103143192	0.791125849935354	0.783262056510769	0.73406208901513	0.867283120789654	0.562696548967404	0.7812343248225	0.77686569011211	0.775784119109292	0.819643446776454	0.740261807377776	0.596800699113199	0.811458273176667	0.814218971727625	0.730177164090639	0.697169349217979	0.680460073069358	0.448816533204042	0.53399030190815	0.586967239245244	0.664057548481269	0.462586637073084	0.240961713183812	0.642149804732567	0.0839803933305046	-0.0378707734429155	-0.0627191443167313	0.654543555547549
GPNMB	0.527557297172911	0.376649499641944	0.277760904217448	0.397896879786715	0.267572256398572	0.564349572374266	0.614078950157719	0.845094077120716	0.448400999631087	0.508133131600702	0.835363007139475	0.638009959658206	0.586736430913681	0.680600154769744	0.543411315852455	0.673053067913295	0.577100158969255	0.510559736282716	0.662030918847847	0.564462386137967	0.56858170372831	0.876295146086519	0.371024523329309	1	0.540039103261596	0.389851233556855	0.636082360639199	0.630013164076155	0.565989928253813	0.343369470067874	0.583730751983253	0.485019499924365	0.364197214721708	0.78747093161107	0.704905156126598	0.657665100735769	0.910869984503962	0.482150122027026	0.27916345297903	0.307674968075399	0.299606615399678	0.7621875642971	0.440588347805645	0.381546746265423	0.121662255234895	0.560926968250139	0.0552346769146247	0.424709636669413	0.363009534375964	0.384096919951406	0.323153607505914	0.452079936504897	0.539529667943531	0.620908526718916	0.756764456932064	0.638627286802103	0.758900914381517	0.40462862633611	0.448225123828507	0.520858611977748	0.582957697603742	0.571497409445632	0.605128483430314	0.32929504100321	0.555680026775309	0.414705523535236	0.764599524275437	0.615392704246603	0.495632745252994	0.333180864138377	0.238067015656754	0.645782388092044	0.421315351762668	0.175553950985464	0.168086133503184	0.639304267695315
ABCA1	0.910821378022913	0.761052389644231	0.881587253428394	0.917344630557056	0.90146624778139	0.904132405514597	0.859370009154625	0.600099668164433	0.903244676011936	0.818707367513927	0.743920504771779	0.919556920540177	0.852317253273399	0.815318697556251	0.878899497561626	0.847821901746129	0.868218365118034	0.736568754157157	0.876081125676456	0.861600013258597	0.944376061930116	0.75264872339871	0.855398132942432	0.540039103261596	1	0.93851611706495	0.866758578442668	0.931246402521898	0.923205128661707	0.890075229138425	0.849638728291476	0.914817494350484	0.806533823488678	0.837715895039096	0.913085154088408	0.903507021946269	0.625527103654964	0.886532097086472	0.814137412201566	0.677968608656343	0.888025830806146	0.846403367479647	0.934849763699289	0.640516528625672	0.733071716996197	0.851119069525022	0.769745562159445	0.869126187082782	0.800302833559677	0.813225385585387	0.707822994480734	0.782199613944328	0.904583849256015	0.726065995407958	0.875675747661462	0.790332083182319	0.843665017660177	0.811604247015568	0.829632801074622	0.804363265554044	0.962904571343143	0.73650807731661	0.733525838380067	0.855392923367211	0.839274607282992	0.524855577497173	0.691177228296465	0.698235812846531	0.816913221072498	0.640765012108136	0.394634500968983	0.778178210961648	0.245915271500782	0.090710439673572	0.0463724809991495	0.682893185793658
TLR2	0.898483958145938	0.754102557527344	0.910766581600662	0.878569966966577	0.929761508102296	0.807008098344857	0.856057768703817	0.534413679417138	0.905026965377204	0.819684709646882	0.677641076087036	0.850604687504981	0.833011793091117	0.751242915257779	0.871943129268756	0.824043107941223	0.83904153271818	0.761596523296138	0.847587802047861	0.816327358417558	0.894603650256611	0.64128806113019	0.893698767300398	0.389851233556855	0.93851611706495	1	0.772365604973676	0.899559292662285	0.875597908832236	0.897731566810291	0.81698789397647	0.911440593277711	0.852859253582793	0.740786784629377	0.862733934705412	0.86840987462185	0.515718616268429	0.881929389354661	0.868612580345493	0.712097864181704	0.933297318414872	0.798303331028269	0.9120174046196	0.657928070856008	0.686322501323801	0.896950144037054	0.817932468209435	0.888745907817788	0.792086673428632	0.838748839377376	0.833694966200737	0.763547994748645	0.917269136793548	0.623455681976684	0.817641403472552	0.730221641718451	0.772681827096231	0.817028731462105	0.794238249911815	0.642112678272296	0.90205293655189	0.708384263879612	0.714747835711822	0.846429727540886	0.749731769221085	0.47083400644793	0.577625131243757	0.630968322628264	0.75377670829357	0.623845069329986	0.32276297155194	0.703443606952846	0.133327138119672	0.00801227075427594	-0.0314104265765706	0.629991206853567
TLR4	0.853797840050929	0.767532476989584	0.736211455272572	0.727528110532031	0.66719999440063	0.760744990209758	0.814866080718372	0.741109767271953	0.76784663451088	0.825022951552014	0.825145035082457	0.817527702005424	0.839506791550195	0.770447510372983	0.822514287902139	0.805728076227635	0.859176418388852	0.668139083713363	0.822082868012301	0.817495956133979	0.888934363555747	0.779849828496427	0.750303182757337	0.636082360639199	0.866758578442668	0.772365604973676	1	0.816423470608735	0.878176406844637	0.755528000838487	0.818996491166369	0.838714240957252	0.634371563948102	0.846306340098885	0.927815847018678	0.883113607283765	0.719131127686604	0.842453786115918	0.726443802673838	0.656842078416533	0.748701721369184	0.834361271965887	0.767394568939645	0.622859568541342	0.690480373508349	0.729355328481501	0.535600649885783	0.728841578419833	0.721863934022807	0.681370177853633	0.664349014860838	0.724472183164591	0.820629739738826	0.742164143885682	0.86881750667748	0.733845578467688	0.829094012020015	0.698220348748861	0.672982852111353	0.780833833364909	0.836420539390658	0.756960321167026	0.708420023085084	0.650015749108208	0.706775171339233	0.504758796861536	0.694773817252315	0.668999112589194	0.683256906026906	0.52711368697898	0.277407358861663	0.72183118232365	0.244694638496234	0.0544694043223819	0.00157497208896185	0.639229385791776
TSPAN14	0.924299829426179	0.768556099120372	0.870555597973455	0.877108781093642	0.877751215007782	0.861634281244159	0.919903023865778	0.690449899350756	0.928025946579378	0.816497111045583	0.818562054893498	0.918092404067659	0.916799771637703	0.847430152534809	0.918799954192583	0.90597947108129	0.886534922720121	0.781806158036965	0.947164730221784	0.807278273647493	0.933365750432931	0.835667225006117	0.876292243240554	0.630013164076155	0.931246402521898	0.899559292662285	0.816423470608735	1	0.869212868820074	0.857319215784603	0.861680949796646	0.910586477850684	0.841041674744537	0.855200326578869	0.928203123347366	0.902995937195153	0.689445925366089	0.819486321631606	0.803751338353044	0.783790423688054	0.846437195557341	0.9149591809029	0.924395876628647	0.742885106461435	0.572163415684562	0.88607735288159	0.705361684663863	0.914793368938207	0.808063641131029	0.827705981919301	0.726830092459485	0.703840713773467	0.872755294035195	0.714902649702978	0.915784926615434	0.845405531974824	0.873549366734399	0.850758249330474	0.795021855427454	0.679953542176328	0.946186068391114	0.800733312017658	0.826071049990658	0.801982098253765	0.838927305023154	0.55209776666762	0.740541253034322	0.738437418946319	0.789475192599167	0.64036679059782	0.371038036921129	0.789661535414554	0.248960796817674	0.0854885686147664	0.0614146688671406	0.775051403659232
ADGRE2	0.892217916787451	0.677121156837683	0.810177318047915	0.815789251404466	0.787280611304192	0.855578079781362	0.86829422777432	0.68510747920983	0.804206068125616	0.851841684419083	0.796208782677015	0.879222461132394	0.862341006807439	0.827628814551674	0.901891000576726	0.869613954574598	0.899818280342877	0.838080119151327	0.867499287842082	0.911775428355929	0.93233630004706	0.791509503444627	0.826582363475209	0.565989928253813	0.923205128661707	0.875597908832236	0.878176406844637	0.869212868820074	1	0.790352988965321	0.853059626970802	0.896317483185823	0.751874279351074	0.866684000778341	0.897942142133364	0.899082435971956	0.667104454807724	0.812649688484822	0.774584767149323	0.643235675870955	0.828250765362218	0.860533698742934	0.873758738539569	0.621888395117063	0.702770301530452	0.844341945047339	0.639432200104649	0.801011034152732	0.785139049135552	0.795716463371087	0.752905912123108	0.82020530708904	0.877430024590754	0.66930671807361	0.864955025408468	0.789331174641993	0.898217927786389	0.813764369782919	0.80739558632786	0.799858648121924	0.874929595339289	0.814814717284261	0.782744322803989	0.796985774982744	0.798595407733823	0.533225194935919	0.694365269516804	0.675802058782945	0.757904384604629	0.574878074363882	0.36447171296835	0.783052569088895	0.281511141110694	0.103800172763261	0.0527297261364046	0.699147599911623
SORT1	0.870890166806053	0.828511323351113	0.899124676952932	0.894322549750895	0.896100367239457	0.788860531209315	0.783702548550886	0.432399527069566	0.914132911249943	0.759657902169477	0.584643696379542	0.836237805421563	0.785232940338173	0.715078112086975	0.833467442741429	0.732186975794653	0.797469556288467	0.616490572248848	0.77727690654345	0.773422416379805	0.826640199684878	0.573432259397625	0.874987604579318	0.343369470067874	0.890075229138425	0.897731566810291	0.755528000838487	0.857319215784603	0.790352988965321	1	0.728902739788287	0.82317481173506	0.724269480626717	0.726173426390315	0.807219014012989	0.791315804612196	0.430076243256689	0.865759651389105	0.870684619958227	0.723704342901718	0.819893460593401	0.721378106844824	0.874791143709162	0.66090578752826	0.751749733569157	0.827515464083154	0.843642203688075	0.80600360782633	0.798659044454555	0.800465457528132	0.701158824971062	0.641919421028487	0.828578627117194	0.634994116423449	0.771932563579269	0.712503775604138	0.698438707808498	0.69540325673668	0.74181327988694	0.640850582602345	0.852942785927533	0.671478238699615	0.637752230710034	0.794566844680979	0.698642944250665	0.521074639649801	0.520415686852068	0.629120283382083	0.721262227591381	0.575444992608281	0.353877163629799	0.638691985947583	0.140230469796342	0.0601260045715223	0.0114492295316924	0.575849046791288
ITGB5	0.935966789716495	0.696659146282545	0.795933322924876	0.700799294534157	0.705242973794776	0.668097608317549	0.936025485346351	0.725099158429741	0.735092164809329	0.912313406004624	0.809937988747205	0.830735895742297	0.886417290740249	0.830437420059292	0.924560508321646	0.91967263792782	0.899557962032256	0.781490321294518	0.916425045895162	0.826368422290209	0.921003075051204	0.785704336507426	0.840396382771381	0.583730751983253	0.849638728291476	0.81698789397647	0.818996491166369	0.861680949796646	0.853059626970802	0.728902739788287	1	0.869332283043908	0.775301193402438	0.833781886942617	0.893190370366822	0.936542770276698	0.619890053745906	0.753435927143435	0.715580378010002	0.776812623886387	0.842028314076039	0.912404514370593	0.792887659594232	0.787529008562091	0.476417216480622	0.823591269999192	0.4676919355027	0.788632145012179	0.793974713043581	0.782465733877767	0.791493228266474	0.790667597890482	0.850215560519179	0.628654996675283	0.843357452730408	0.842709252340885	0.866336372597783	0.769359170137272	0.795819114811795	0.670187214172832	0.794982570928009	0.89799174878822	0.824984051953727	0.606927701682552	0.720285896851322	0.511554144630632	0.6665573358136	0.698304661682555	0.666092574263139	0.499040460167577	0.26047810489007	0.827025127637737	0.220904281409041	0.0389158450794694	0.0213819758841071	0.762253322783605
ENG	0.919780940155538	0.696331712743609	0.851174742731386	0.808190249444406	0.856653499040176	0.808049572528371	0.894991646153918	0.611078103651307	0.8542778967609	0.836624978135557	0.741991261304566	0.872980019588516	0.862208488545091	0.798744736041311	0.916667712756458	0.862357261443936	0.879761160572236	0.798190584413255	0.89726054784171	0.845957611237099	0.925583809506519	0.732973660386412	0.882836159176445	0.485019499924365	0.914817494350484	0.911440593277711	0.838714240957252	0.910586477850684	0.896317483185823	0.82317481173506	0.869332283043908	1	0.838199915455012	0.814546491634375	0.908917072421417	0.914830573049228	0.570792464634093	0.793135083483522	0.838936432314342	0.778811388770884	0.907156228505802	0.852838174481265	0.890676569954746	0.725524494257327	0.589805665505855	0.853849308196932	0.681896951565016	0.913546413126612	0.789807750151224	0.841004677539251	0.764311937075128	0.757061108906194	0.86663353304394	0.686957411328568	0.850786580755792	0.80330281229254	0.843749341009666	0.877243324602645	0.785796693406894	0.682855369669849	0.878334761230707	0.786256184849021	0.801311688626132	0.780272010265057	0.83400575176721	0.513125127768613	0.673304495691871	0.645208452399603	0.763113866678141	0.646283825252752	0.338343437721084	0.772000820093167	0.213125540694156	0.0584571525152271	0.0234540192506232	0.706136979739311
CD40	0.81488122125298	0.633333582528223	0.778724123768169	0.806251447423572	0.855401030529283	0.721511349275841	0.803831575809462	0.476754015082149	0.806728406206847	0.686565580007019	0.614930098682257	0.765031814239752	0.736659763271257	0.700669031725729	0.790930705670908	0.780068344459152	0.754226636534785	0.697725302601082	0.844305667475424	0.656510462999064	0.804422032858	0.615041698924476	0.776659984343295	0.364197214721708	0.806533823488678	0.852859253582793	0.634371563948102	0.841041674744537	0.751874279351074	0.724269480626717	0.775301193402438	0.838199915455012	1	0.620104253798587	0.744363824680458	0.769854379058191	0.445993049444992	0.73583175793394	0.810513783192244	0.715462261494426	0.891008311145516	0.752860531835231	0.837873040346941	0.613039247488334	0.472099808763811	0.802519605294699	0.69776290091992	0.861861086219671	0.697084294223891	0.762464627458328	0.747335018981048	0.640015526443703	0.715936061611067	0.532296332165967	0.756058754993087	0.706805976675466	0.711088354154861	0.899671329603408	0.728158254581759	0.504429152280316	0.821350889459908	0.67254639438664	0.7333960369198	0.806089210780693	0.735299195330651	0.450214083268706	0.574661257817854	0.586818401174141	0.710838637832172	0.554283608561777	0.320450935441731	0.684509567670046	0.144467667579811	0.0381722546836217	0.00988908818066812	0.621065534381682
LPP	0.840986840650624	0.641208827311713	0.66157365083153	0.687197623977663	0.623915702639654	0.791281482927993	0.863217844825801	0.778247146963709	0.724741531274098	0.784782531427543	0.856095741635775	0.91295508418214	0.81436788748522	0.915111321229709	0.847157038283921	0.854590406638398	0.857254167308623	0.774839985926323	0.853618489445802	0.887961077843202	0.849368348920798	0.885528522803862	0.744169479315133	0.78747093161107	0.837715895039096	0.740786784629377	0.846306340098885	0.855200326578869	0.866684000778341	0.726173426390315	0.833781886942617	0.814546491634375	0.620104253798587	1	0.903291203404175	0.912147801595094	0.8017806534726	0.729826146489305	0.654514308964742	0.634225564634221	0.662561729724376	0.911056997270155	0.760289979303676	0.676480898051144	0.477435778167121	0.837166278683391	0.430084312379873	0.712009329325504	0.693318534955358	0.729460499425961	0.626371990737237	0.744814207381659	0.842060164837933	0.801561410832988	0.897621406809888	0.893824885320968	0.93590105176187	0.691482377785487	0.788202104385097	0.791779644205718	0.807204347671258	0.808319277312572	0.841640320971035	0.601701461173935	0.802037503125592	0.64528123655094	0.829264181188654	0.810141270529637	0.779337404618183	0.556900179411977	0.450143599191535	0.858039641842821	0.4758330673188	0.273620652356929	0.241420450301683	0.829702886663346
PTPRC	0.93259615274431	0.794548432545395	0.828069708688831	0.779629855917798	0.758906162648948	0.791681498211962	0.919480906042101	0.79848005464174	0.849729536532527	0.880350875005746	0.891868588833037	0.882691696949987	0.923373874681248	0.850392086034886	0.913163417968074	0.923239003541906	0.920301693650044	0.750664995397262	0.932312067023076	0.853140829940073	0.93407040693433	0.86662642201306	0.845390297055758	0.704905156126598	0.913085154088408	0.862733934705412	0.927815847018678	0.928203123347366	0.897942142133364	0.807219014012989	0.893190370366822	0.908917072421417	0.744363824680458	0.903291203404175	1	0.958947399322992	0.76182041584011	0.85116217195567	0.776438763502265	0.749778317296469	0.822308250319561	0.939114802330461	0.844100980723718	0.724605672345211	0.579049425027507	0.859100666200379	0.590321256010669	0.838190167720196	0.785006384045335	0.783132191065814	0.761715415112437	0.765123408620885	0.885997481316444	0.738807260798506	0.937612309822032	0.818515338011682	0.903930045822087	0.773323602584507	0.739746958708392	0.72465401919718	0.893908873753775	0.845452982924686	0.804360559691291	0.698665264665116	0.75895835019786	0.533912039067164	0.748872654705907	0.718732663517895	0.727971908131764	0.582177291604097	0.289685645002755	0.778525286683287	0.239307881553389	0.0353388753388028	0.00347706156438445	0.745178071554299
SIRPA	0.944816928420944	0.731872653339409	0.813353787338155	0.740230147170489	0.740332661701039	0.763157924001835	0.936587109862326	0.760197090136275	0.791067317011667	0.901210588733017	0.853265708472103	0.908715647346814	0.907457593971596	0.898826023060012	0.920908398289302	0.941623408335505	0.914638597540545	0.797259628986241	0.92209646742197	0.90428000059712	0.935309983632833	0.859697994224283	0.853050439630571	0.657665100735769	0.903507021946269	0.86840987462185	0.883113607283765	0.902995937195153	0.899082435971956	0.791315804612196	0.936542770276698	0.914830573049228	0.769854379058191	0.912147801595094	0.958947399322992	1	0.705861939203232	0.821881540850368	0.753053172512195	0.743053495075147	0.850976678504646	0.951476996635804	0.833256965836155	0.760994314264067	0.551011460104374	0.877037847932306	0.540506925025765	0.827469214076762	0.786186785955405	0.831132686765156	0.808014547439284	0.848429662350338	0.914649143837125	0.763097583985356	0.911902158557452	0.879094457074774	0.927699767015543	0.770773691638287	0.834313326174607	0.753580208541651	0.860602694795349	0.870381465181704	0.870816785939734	0.657490594741387	0.795523510872642	0.605809875118486	0.768057864695989	0.773452478877849	0.773445924171455	0.622143461272404	0.381206054288944	0.858235997153375	0.333828178289495	0.143558719956181	0.11641010223293	0.816893417627489
CD163	0.585817643659744	0.498687673777551	0.392717800867636	0.476431512839385	0.387892370918458	0.622504189780218	0.689746323159103	0.918450054115085	0.563401256094226	0.567759258585396	0.924190492089448	0.686993961718929	0.652937764688657	0.740149213580643	0.617461571467581	0.675301093512954	0.646880091480554	0.599810964877504	0.69515130824329	0.646606047734087	0.639557810747815	0.852593541808144	0.458295983279339	0.910869984503962	0.625527103654964	0.515718616268429	0.719131127686604	0.689445925366089	0.667104454807724	0.430076243256689	0.619890053745906	0.570792464634093	0.445993049444992	0.8017806534726	0.76182041584011	0.705861939203232	1	0.555406131876529	0.369059959853682	0.414005620595524	0.412371163982352	0.794797723512294	0.523795035058773	0.401708794971138	0.225682896587822	0.633499998011337	0.199318555678307	0.506032457854313	0.444675975278125	0.405422123337421	0.440810754018555	0.550875395591283	0.623770052545447	0.695755507743756	0.818634862790113	0.672878551122074	0.77528493464648	0.487772696768154	0.510167624238914	0.599171341680435	0.649333852752474	0.581400867417066	0.665321592083613	0.411374400755008	0.57858787241629	0.477110848896379	0.789268382923921	0.671429085543456	0.5841197786246	0.447073325678351	0.290561682775226	0.656758688670109	0.414567166300483	0.180473609535478	0.165716794126507	0.676816823601462
ADRB2	0.846670242582814	0.820082168415284	0.811796997940832	0.845733709265631	0.795808877414657	0.770363502518569	0.774309233315863	0.569680018769115	0.844104374408264	0.795730072567369	0.683659022894341	0.815171718842038	0.779162873108566	0.709780567271077	0.771762066009842	0.762736828899161	0.793787250822211	0.607355594240064	0.784356984647679	0.750634663267656	0.848469711333057	0.6419214412676	0.782294863799657	0.482150122027026	0.886532097086472	0.881929389354661	0.842453786115918	0.819486321631606	0.812649688484822	0.865759651389105	0.753435927143435	0.793135083483522	0.73583175793394	0.729826146489305	0.85116217195567	0.821881540850368	0.555406131876529	1	0.827767561247158	0.632106410173013	0.812878519933264	0.76091834341338	0.82080429903068	0.563974723196986	0.754165246187123	0.818966038999571	0.72864676348682	0.763544557956646	0.725531935492461	0.770265187771726	0.737012276193754	0.710342940460363	0.823476475656875	0.645120469873662	0.819556734689344	0.673343497969615	0.736985596395135	0.682910421076687	0.711797010805345	0.674110318528409	0.87045033655954	0.644355033365496	0.621587968845903	0.751711017213209	0.677824426295625	0.475623754460438	0.595793137933459	0.656668019528962	0.69915372273833	0.553149012705654	0.298961335678541	0.650690510334928	0.158032840216281	0.0302617376108317	-0.0301559018101914	0.554405184072803
SCARF1	0.837151516696519	0.803799261595235	0.861369103946832	0.837995556047993	0.8487481914672	0.713621764256754	0.776421376355705	0.40169038261904	0.849178930870555	0.755460881621361	0.547695541170813	0.750030709307863	0.7592831786347	0.640002938841758	0.799137741830059	0.710147511942358	0.77784757606537	0.614981006291942	0.763984094058472	0.695356589649309	0.802259303006726	0.507828852718699	0.813245634970621	0.27916345297903	0.814137412201566	0.868612580345493	0.726443802673838	0.803751338353044	0.774584767149323	0.870684619958227	0.715580378010002	0.838936432314342	0.810513783192244	0.654514308964742	0.776438763502265	0.753053172512195	0.369059959853682	0.827767561247158	1	0.752276967782751	0.846634502048339	0.677698610683435	0.849893460353197	0.615105918165643	0.659560638883469	0.814076687538903	0.775791991871257	0.80172101843825	0.809099664545824	0.825716093285189	0.771449161187697	0.580356010298442	0.742865104353966	0.506183566522028	0.714222746998914	0.638920592262156	0.653708054660074	0.766929734914482	0.664338486669909	0.529101853255819	0.786329462992668	0.682737424368211	0.644457670215239	0.770507270940116	0.643858394304146	0.419336288170915	0.45729151068329	0.526512614135174	0.631523821876157	0.520075407297266	0.238658784858689	0.586632003279637	0.0349952113468585	-0.0458854935758897	-0.099317926085721	0.512727856420929
KCNQ1	0.81578682034377	0.780377537664444	0.802286379251641	0.634232079145066	0.701778981079114	0.532260918541069	0.842796262852902	0.518599289817466	0.777751666728779	0.758521457098714	0.62663554897434	0.656567741730332	0.781202752677538	0.635652629435913	0.787840149068716	0.732346600196063	0.728012212992989	0.57055275498179	0.766312228575208	0.596897504398025	0.756986463744732	0.564566698564471	0.762096615256585	0.307674968075399	0.677968608656343	0.712097864181704	0.656842078416533	0.783790423688054	0.643235675870955	0.723704342901718	0.776812623886387	0.778811388770884	0.715462261494426	0.634225564634221	0.749778317296469	0.743053495075147	0.414005620595524	0.632106410173013	0.752276967782751	1	0.73548968931996	0.712246341107661	0.719090021711501	0.755740415385667	0.418190406751517	0.7017201721925	0.553438867116268	0.762151131215292	0.790002318016818	0.726657260366984	0.686565210626895	0.506513286690255	0.660957319798564	0.488338354557563	0.719248923244699	0.667924053697766	0.609401142515119	0.683842043498789	0.584912130106247	0.427625792818951	0.666089839740786	0.745150639395537	0.710157345377025	0.523839347852314	0.58313319881941	0.438348547260187	0.456746566397165	0.570768269468089	0.514564457579381	0.490592484774877	0.166376660993966	0.610684600706395	0.0340675857657862	-0.0545209873689612	-0.0691205438637795	0.594992722975825
P2RY12	0.891383043271197	0.727315776904716	0.902173154939429	0.824676062381953	0.885023198733322	0.719099041777418	0.824147614697115	0.487018369531764	0.831105550147765	0.815715582571876	0.625883605285593	0.799094257879585	0.819776132750068	0.70771009210994	0.86606464150385	0.815858235862704	0.837464974152488	0.716535685113759	0.851877617445822	0.774644190286351	0.889888515916513	0.591016561728522	0.874933011559541	0.299606615399678	0.888025830806146	0.933297318414872	0.748701721369184	0.846437195557341	0.828250765362218	0.819893460593401	0.842028314076039	0.907156228505802	0.891008311145516	0.662561729724376	0.822308250319561	0.850976678504646	0.412371163982352	0.812878519933264	0.846634502048339	0.73548968931996	1	0.772214560548941	0.877410630409381	0.694123454952618	0.625714662094266	0.814379833522326	0.740049458618563	0.885940766911097	0.796182032813577	0.826741094304698	0.828509017030239	0.761403902807175	0.835250238329453	0.544232966904849	0.737318259435181	0.704244313692188	0.735529106963775	0.838017725604203	0.773695836241016	0.626566861783381	0.84144207166468	0.738034827573468	0.697732264113737	0.790324736373408	0.709267936592045	0.416778007653937	0.52816175617229	0.568126982862069	0.702357361292045	0.557833820186359	0.268352242194161	0.666858801533964	0.0806278050825986	-0.0372268828568618	-0.0714882029970213	0.596028422541577
CD81	0.905495145683699	0.69067954136511	0.748664462586924	0.704800961528176	0.682671655658409	0.740042516841356	0.925472523097971	0.858617603713924	0.76941667413981	0.8648269375359	0.925250968201524	0.911345087684419	0.921948427719601	0.934962624017314	0.914595641743893	0.958353430983963	0.915786914019882	0.840193294841433	0.952822182039388	0.858806433036749	0.907172275372274	0.923990514326888	0.814769639539555	0.7621875642971	0.846403367479647	0.798303331028269	0.834361271965887	0.9149591809029	0.860533698742934	0.721378106844824	0.912404514370593	0.852838174481265	0.752860531835231	0.911056997270155	0.939114802330461	0.951476996635804	0.794797723512294	0.76091834341338	0.677698610683435	0.712246341107661	0.772214560548941	1	0.79261403708116	0.751139227443626	0.436999316381818	0.872977040348465	0.456976362606252	0.80428554746724	0.743758893520192	0.770204940921587	0.769708442531684	0.818155741556626	0.851601904644217	0.764864236625369	0.923594917681973	0.912261540560096	0.962184108672159	0.774721819313218	0.822901132194738	0.706069775931282	0.840049275546121	0.87802615551541	0.907830508833976	0.616739635054006	0.783829028089959	0.659711581606399	0.854411688532096	0.824761384494753	0.778598296879295	0.593680760436113	0.419795181115409	0.872128119138236	0.417455945873132	0.212760290599558	0.197235058278011	0.884385847966012
IL6R	0.872807836013163	0.75471675176596	0.909932271400764	0.951519539363976	0.941254863070436	0.910006401134487	0.827836892285319	0.499091858601477	0.92101494618261	0.738560887363858	0.65509801341365	0.885072198870267	0.855989083115044	0.758611690538341	0.86207895445527	0.828056119197588	0.814683479663546	0.713752138147546	0.860071269576753	0.808522091398539	0.917901121441419	0.716285179028304	0.820390575988202	0.440588347805645	0.934849763699289	0.9120174046196	0.767394568939645	0.924395876628647	0.873758738539569	0.874791143709162	0.792887659594232	0.890676569954746	0.837873040346941	0.760289979303676	0.844100980723718	0.833256965836155	0.523795035058773	0.82080429903068	0.849893460353197	0.719090021711501	0.877410630409381	0.79261403708116	1	0.612516903295498	0.716656168569169	0.85152766766095	0.817518151205028	0.916119275466743	0.810845007835021	0.865804756560245	0.697302526886043	0.688481749944332	0.829557208947999	0.646163794653036	0.818684060203518	0.734587465387328	0.794230519101346	0.814846500325983	0.792060810550107	0.705962788791322	0.921977897108193	0.731483504883753	0.728526941152834	0.887909241638305	0.839250524718576	0.508560369004565	0.630629203104807	0.633392423023994	0.792523677835497	0.65637673076972	0.391607694602519	0.730702546749569	0.194938090809912	0.0781725039761859	0.0345661188361494	0.655794607323041
