""	PARD3	TFRC	EGFR	NECTIN1	TNFRSF1A	CD9	NOTCH4	NRCAM	LRP6	ITGB8	SDC2	MYLK	CAV1	ADCYAP1R1	TNFRSF12A	AQP1	CD99L2	PLXNB1	F2R	KCNN4	IGF2R	TNFRSF11B	PTPRA	APLP2	TSPAN5	TSPAN12	CANX	TNFRSF10B	RIPK1	LDLR	KCNJ10	CXADR	LTBR	VASN	ITGB1	ADORA1	NOTCH3	THY1	MTTP	CNR1	NOTCH1	EDNRB	IGF1R	SLC16A1	CD81	CADM1	SMAP1	SMAD3	PLXNB2	PTPRS	MCAM	PILRB	LRP8	NOTCH2	PTPRZ1	GPR37	MCFD2	SORT1	GPR37L1	SIRPA	INSR	LRP1	TNFRSF14	TRAF2	STX4	SDC3	TNFRSF19	LPP	LRP4	LRP5	AMFR	ITGB5	CD44	ADGRE5	ITGAV	LSR	CD63	NCL	ABCA1	C1QBP	NRP1	SLC16A7	GPNMB	RXRA	SCARB1	TSPAN14	SORL1	CD74
SDC2	0.783394660330537	0.883456882698809	0.812935809155665	0.876468080259182	0.857136337826454	0.876728490777865	0.768982978775859	0.858414348431226	0.865152312292834	0.900550007011797	1	0.859643124989669	0.798862495028303	0.759014989919214	0.879849025018899	0.905102833791951	0.897953069160744	0.763635918854519	0.868568872681334	0.80624212659543	0.797287171791711	0.865361455556933	0.877396097313535	0.927140094122549	0.907451340572687	0.84633599644618	0.931959483681829	0.923250785711619	0.856959707622812	0.844757694574383	0.83611372256622	0.809436545996465	0.897630313479422	0.674204998621502	0.884495417794059	0.733438748108445	0.896568750538999	0.841315263859918	0.873612325562027	0.897353937353826	0.88089561536132	0.862125420500268	0.801551971841767	0.905005877359692	0.872725199184607	0.894853760638454	0.856907501457224	0.842091546904781	0.873197778874398	0.765911351820417	0.859522486340176	0.78781970535789	0.77662450467287	0.906252810505934	0.711979437000576	0.878599123488888	0.900721723499343	0.827521120650397	0.693145063381098	0.930725627321636	0.458594029129656	0.869848575945005	0.627658933497685	0.756583779486202	0.806870983773771	0.817824079987097	0.821862627780726	0.882823811946642	0.721526160194376	0.826624640032022	0.900376631022032	0.8321995511591	0.885700463600309	0.869908673310917	0.870977752443165	0.776472280610611	0.859724416512458	0.893333812883276	0.618886096827477	0.748424631753442	0.862496399906821	0.866703302990936	0.593191164334024	0.741220384808828	0.890065811805447	0.774621849423329	0.632450237211337	0.259770700343324
MYLK	0.763255672798205	0.781185512695443	0.734165613444302	0.870023483274997	0.853969421247565	0.711696956715069	0.773986810606473	0.87827689626064	0.838045723019092	0.867716756797688	0.859643124989669	1	0.675896397754179	0.737190784861807	0.765085913318239	0.862646020029508	0.883773556404261	0.802121407716578	0.830161289373455	0.77860003430402	0.790169467992933	0.793531514489053	0.841453359296736	0.909157674044656	0.876203989005879	0.816254309482109	0.881504674865621	0.836437944167639	0.866552692730396	0.784535465072217	0.82253648789683	0.749834884161337	0.870135997133693	0.614657421757778	0.88878969759004	0.772197244309791	0.753595652897593	0.877589676641257	0.831967457439878	0.836759147395508	0.823782146493944	0.83782083238858	0.693860031725833	0.69552017639629	0.85702531232767	0.89087250035385	0.810401168662672	0.830008231019961	0.853589429129374	0.718421752500501	0.8674599767074	0.734686588875155	0.80700342185119	0.854035209149752	0.748100483669566	0.908284212873543	0.863068168789167	0.828071296623303	0.70889000494817	0.815469059216856	0.462710120138361	0.822626614866722	0.723566290765768	0.790694808435692	0.753063563207804	0.811846720945101	0.773825444236903	0.887901987919754	0.477421844022997	0.762724642163579	0.859864938296404	0.877354431113123	0.912738591135817	0.79074580061131	0.901720954793479	0.748911031525955	0.840001769211786	0.859011360334473	0.478974347670291	0.739285424748306	0.872853799057061	0.860339191268703	0.45230410518699	0.646537008159942	0.773108506807908	0.738576219567205	0.677560724922602	0.31496157689248
CAV1	0.655372255856964	0.702995982956837	0.570077746755033	0.589257176031376	0.701975638928901	0.762422615616357	0.659104980676994	0.66998952683519	0.658470662584833	0.663602564980451	0.798862495028303	0.675896397754179	1	0.443690493805468	0.844898601036513	0.722895585999626	0.637154980971129	0.625875840225691	0.660349707450028	0.591464060231188	0.610501468758678	0.664333804524364	0.674807758543333	0.65040035414792	0.706614567444712	0.591678503208086	0.690032729106321	0.678986087393681	0.737963544093127	0.474386621986786	0.534423029816162	0.678534335455379	0.742544778077597	0.680368684903454	0.742677234277019	0.559894429264602	0.786722366851809	0.646199871448622	0.661573725652676	0.736858255244783	0.598540581452779	0.644262487382938	0.60288431151195	0.796726350777792	0.730242523751615	0.668776973711329	0.715503244940478	0.643577903187714	0.715289943222573	0.536871946752898	0.712398088045596	0.591859738411796	0.566497127856574	0.673341272272647	0.483283691414026	0.63325738932973	0.785891915814443	0.632173074370195	0.452602533051942	0.692614863905944	0.418906043709557	0.605059695466897	0.532221806023795	0.676600801093343	0.765480444913711	0.521832485989755	0.619709838479234	0.691437283935338	0.607356670333989	0.610028414222049	0.735465135936458	0.585130719824616	0.714250760585271	0.63247296265876	0.627759087655023	0.705814692620303	0.699739921186199	0.767800033274943	0.612714636332157	0.684389605148629	0.719784454116042	0.666019663652486	0.547611573085391	0.62498291728808	0.711687585155397	0.59022793013599	0.46867952456798	0.225067336555293
ADCYAP1R1	0.695482234400888	0.787516769882549	0.809212765205549	0.763789812646124	0.811844735239857	0.770487659733784	0.709455358404065	0.739332013113216	0.728789069070334	0.807720034490398	0.759014989919214	0.737190784861807	0.443690493805468	1	0.723408710878306	0.744708428178702	0.7676146426495	0.680916837500389	0.769810883788018	0.830950330511786	0.646666438966897	0.836415941422496	0.792702192329868	0.804771774304448	0.783966939231152	0.841670995861036	0.821932289759531	0.788933085301436	0.751212293193881	0.809145752703782	0.86218231796982	0.742976903305187	0.792324370758113	0.420367535486253	0.765881579533814	0.823480883962311	0.710096156619704	0.826140319204471	0.786785794924624	0.713717404925752	0.790491041157002	0.803291200219037	0.652989748559442	0.699581065312311	0.817299168244167	0.805041208190147	0.782075909803644	0.740375175526533	0.713345872118101	0.67621286401047	0.734278499686392	0.611817123016403	0.804126645887737	0.776328711310982	0.787950301877544	0.832068014864067	0.765994094659513	0.692412959749927	0.824172254120987	0.778494811651426	0.367940360001547	0.823999961725729	0.629467999629105	0.762239413886578	0.732919802182285	0.833000043782197	0.745580605319684	0.747065425222892	0.586691995118566	0.716840673096129	0.797181293644327	0.805593851846273	0.720550256611583	0.726891960625982	0.829312059971593	0.668766469837772	0.825277220817156	0.778519947093027	0.330245411188923	0.75066733704157	0.711218702331573	0.77498229454315	0.30947565875124	0.652598754614023	0.769705225363989	0.681270699291741	0.571253311371451	0.197357253134284
TNFRSF12A	0.750285711883736	0.875754313565787	0.759835995775894	0.746898994922817	0.834542419133262	0.871011895157817	0.773129930670804	0.778555963963351	0.774833751433535	0.805067703134167	0.879849025018899	0.765085913318239	0.844898601036513	0.723408710878306	1	0.806774852178952	0.773509908225181	0.679071904924465	0.794174008336625	0.781947651195218	0.735464183313422	0.821567651417906	0.815274818378446	0.799738772367204	0.806106132867208	0.784428426750632	0.857270451289603	0.815739453281006	0.846738181401073	0.690266555007922	0.744753473450719	0.813400503936526	0.855945783169342	0.567929396316418	0.839514875888262	0.753350901429251	0.859207667384432	0.80480070984129	0.76228089319139	0.828272934453411	0.758972485848866	0.781835554826746	0.709587243218791	0.875101607758978	0.843913193152735	0.780423111532686	0.862013877874938	0.754942370878966	0.784547451193731	0.689438297947424	0.805336403930257	0.677741068205965	0.768163881432853	0.789916418903365	0.69482449871775	0.782446755670474	0.866967306780689	0.710860303580717	0.689191802875455	0.834193989056286	0.458426661747156	0.796290900567398	0.643474999190139	0.799455843266137	0.858815289211277	0.718078884809806	0.752424629061861	0.801878647370013	0.723405577934916	0.748806936712788	0.836488229317185	0.775195284590529	0.80484971026779	0.748778392738602	0.786101276179457	0.78642437980063	0.856422355543686	0.891051112230678	0.578498335128733	0.819057514609652	0.781367935761509	0.801580306107321	0.535461613956014	0.739653923472589	0.849666788264684	0.721888461407653	0.569231028232251	0.255640661528271
AQP1	0.713396438419904	0.798024546004579	0.706024849046217	0.803165532423189	0.817219471068687	0.758661580671862	0.750871087533119	0.839142835577793	0.826696908746397	0.8221190661555	0.905102833791951	0.862646020029508	0.722895585999626	0.744708428178702	0.806774852178952	1	0.82574219075929	0.696964142665057	0.829157411824161	0.700090701959978	0.797994189577496	0.780282121070444	0.799413598818645	0.852930979132985	0.813102281268123	0.751346913073296	0.856595005913844	0.840938854203191	0.814211651309508	0.775389297787419	0.760811880708357	0.732398648308098	0.874297317591362	0.600130732695645	0.815480045998916	0.711688036613392	0.847416258232924	0.766948737909197	0.809960640735923	0.865992127850427	0.786153611874662	0.770957175626689	0.811840808496124	0.819923188443297	0.800151527526133	0.821349793269325	0.750386035850956	0.768064613616364	0.850237174396889	0.678853303405132	0.794262343038838	0.718495500259394	0.70782854318781	0.852848776470243	0.681004804176378	0.869980102335879	0.822042404818906	0.758718044897831	0.623254055087201	0.881159348515453	0.51260995515793	0.82218539139191	0.646534390642168	0.685530822649094	0.725579085320498	0.738323160898301	0.742104276422668	0.869185621189516	0.679599140402649	0.744390922791621	0.818021798658642	0.835554570150794	0.912383770889395	0.735090905727053	0.846128241959224	0.689688337306158	0.761911654064441	0.787070586777412	0.666515411009091	0.641900507966674	0.849825002537106	0.79982191934606	0.634950678270698	0.673877077351351	0.819407265055667	0.692228714845758	0.643941156438127	0.295771039161222
CD99L2	0.861542116971198	0.866804168725052	0.865330327889119	0.875767509689976	0.909871248472375	0.824581379156271	0.830922782334806	0.940853996223893	0.91759094496622	0.943880329599018	0.897953069160744	0.883773556404261	0.637154980971129	0.7676146426495	0.773509908225181	0.82574219075929	1	0.883293645501959	0.834414943378231	0.819809655509708	0.857668096375381	0.878680361057144	0.938962126901303	0.954621694687893	0.92715965816277	0.903613698514595	0.945159393886732	0.91976537702836	0.91247766273271	0.843200092339004	0.914057206604873	0.874274691623562	0.91592290765855	0.704547649564467	0.925671603201787	0.821420175680551	0.794996895227358	0.879366446667181	0.923307814436999	0.838899612720091	0.936911564664593	0.909284866036665	0.710718229234456	0.795228658433054	0.898577475245587	0.940397783578511	0.879289273651666	0.868864682469618	0.922106943834334	0.856349034937467	0.889424732131988	0.844670107287398	0.860791829248225	0.932048702256569	0.857036510463476	0.919674966446427	0.915420197315873	0.919926921826267	0.80718313974026	0.872519404729435	0.428656359010455	0.909473584940812	0.744928911127167	0.799123444547834	0.826309028753747	0.923792957054711	0.894519995179881	0.898293983086928	0.569808481130359	0.844514544063661	0.916270949457761	0.870360762396372	0.850538060873747	0.880009504376337	0.934698209175694	0.795368261965558	0.883500631673414	0.902777480701212	0.503143999115443	0.78312856091082	0.905493651860979	0.880178049660039	0.456623883042538	0.744994740135015	0.835471697003368	0.807827039144438	0.664015817184373	0.267731441783114
PLXNB1	0.807671787447601	0.809401816317067	0.836814221850259	0.777417494992046	0.87428045007577	0.794926656897127	0.829705257350248	0.834636991360203	0.841250232882274	0.858673183861068	0.763635918854519	0.802121407716578	0.625875840225691	0.680916837500389	0.679071904924465	0.696964142665057	0.883293645501959	1	0.724886518704795	0.806273134403979	0.744370053060051	0.847328633600391	0.880084924634085	0.845152348004571	0.878146542537712	0.857124664202768	0.827447351069958	0.86031460043256	0.85055193074599	0.751832132954396	0.8404626265839	0.872371176492021	0.863458010085553	0.666752887213631	0.881342320161467	0.749404122447468	0.731453496768089	0.826089583672962	0.893094880886138	0.744211304921006	0.86691454687096	0.901381903927323	0.6271815875718	0.709715817096252	0.844652493051503	0.875910621822457	0.81899127804018	0.818825637919241	0.851226488939362	0.749866347981341	0.833827802581122	0.759939125273729	0.834919050464163	0.847515610400936	0.815463771039635	0.857659779549521	0.867392395727317	0.802636055887505	0.768085969541303	0.75379255231954	0.379529996459105	0.825598819156175	0.684563371360442	0.764238783764201	0.784421735955677	0.860690153428294	0.85948000257222	0.813878220406917	0.491084747273246	0.830732570510271	0.890035785545015	0.74663058852786	0.705815511170822	0.802155868118669	0.852062074166021	0.765191680827828	0.839558733727906	0.846875465014839	0.429746463736317	0.791426488640376	0.837941202318426	0.854508480967609	0.349270085402119	0.701517811147467	0.781533232310894	0.739613563765242	0.561731864982092	0.168674706666507
F2R	0.731345130516773	0.852450537254329	0.786470450915796	0.833746963713125	0.824577630867928	0.784533328715544	0.792706280764597	0.816022306951845	0.839341588609764	0.864048121429032	0.868568872681334	0.830161289373455	0.660349707450028	0.769810883788018	0.794174008336625	0.829157411824161	0.834414943378231	0.724886518704795	1	0.801892048713214	0.772081532599469	0.831363798111406	0.831353859146948	0.879478747150566	0.833072231963412	0.82514175401741	0.889752831992819	0.877032194599671	0.815888761398061	0.831228733668612	0.823683318387267	0.784718703961275	0.861745694585559	0.55887196762474	0.873687032106906	0.712984482735186	0.824609624139218	0.799293778990944	0.804726093552215	0.848296344129037	0.863014678176813	0.825379460576616	0.785195138676801	0.812603869678575	0.804666155306715	0.831275774797579	0.809466137140282	0.833938328456248	0.842020122613901	0.753506310828876	0.88079985293512	0.753510646252593	0.774985966777709	0.86128883424121	0.738589330125521	0.849655997665441	0.829443020197877	0.752798378702667	0.728514294130424	0.872047958310322	0.612273458951946	0.849271130780229	0.685143523631329	0.711516235997507	0.727428237187676	0.79070099873021	0.783528762638544	0.861692451535122	0.64762363660697	0.770061447433875	0.835460968203665	0.812008516405218	0.852114420310768	0.822656665335728	0.867911682582574	0.665482195649937	0.790776259253167	0.837600417164126	0.591288890690096	0.694166655685291	0.816199170971816	0.869999484652501	0.553320535545942	0.778366262579968	0.847484918790862	0.783014843602408	0.705836408756104	0.391702562192091
KCNN4	0.788115416695123	0.875978911587644	0.896318021257492	0.836292478463626	0.882542053036158	0.873596566952942	0.771929097435929	0.787386240760383	0.826428770909787	0.885332854257059	0.80624212659543	0.77860003430402	0.591464060231188	0.830950330511786	0.781947651195218	0.700090701959978	0.819809655509708	0.806273134403979	0.801892048713214	1	0.685780832592051	0.929952508694817	0.891104899577293	0.869109752858338	0.886066343881366	0.925809892563934	0.88218949374863	0.865812772203654	0.840322972388572	0.809929882888678	0.905541821543202	0.845319187854106	0.856425258316799	0.482424049958352	0.866530196246212	0.824460942824789	0.821817939966353	0.867565320102953	0.877185226497414	0.794063196229837	0.87582270080308	0.908739437134285	0.654962789374231	0.779475323121721	0.885347603552709	0.863583507040131	0.897793111845743	0.862045873236032	0.788617964152246	0.755627952199285	0.816271201651009	0.734098027786095	0.87215906307993	0.854243307843324	0.84633326154776	0.8548744825233	0.862593127943255	0.745332111558763	0.886145799269361	0.816280191004678	0.367450642068447	0.876325558000333	0.670226201613108	0.817387341396793	0.819729487408896	0.871411012510054	0.855714995122217	0.80619128003157	0.590549560854815	0.851931071910413	0.876452118146764	0.807511315769484	0.724379976329328	0.828013826555648	0.868858517390714	0.766693103092118	0.90833419565824	0.894027496164263	0.400179640174452	0.855155243807998	0.771641665358907	0.862648261210218	0.333815021103215	0.748635474205713	0.842319321055768	0.789808144410654	0.606610765669626	0.241731311257587
IGF2R	0.816995655649268	0.835043916891671	0.793800859384926	0.723755873089181	0.845059152871241	0.725906703741887	0.833553300933465	0.906261875344334	0.917659137904732	0.878086669102254	0.797287171791711	0.790169467992933	0.610501468758678	0.646666438966897	0.735464183313422	0.797994189577496	0.857668096375381	0.744370053060051	0.772081532599469	0.685780832592051	1	0.773201958077555	0.874135727995321	0.858324108773785	0.80600537254892	0.768805573506066	0.880176274009984	0.846858915538459	0.863798268819665	0.728624394742312	0.78275993889067	0.838817300909429	0.89697367609717	0.538356206521474	0.865288961812655	0.726356381312262	0.769044014921477	0.692649477756433	0.829603486516952	0.826626469111799	0.852395812916788	0.79602345067731	0.759673496678351	0.801149884981537	0.776844803553469	0.811050642845949	0.786711544841312	0.808841286592586	0.893433547054313	0.850169198904387	0.84587958184793	0.90045497165088	0.753619554876131	0.876434682725656	0.821272582536305	0.814850259124096	0.811383860553188	0.836115077971106	0.704002343004289	0.864116783201125	0.633496041520704	0.872088985110386	0.804164720746425	0.707329104519333	0.762679029967232	0.798313268088069	0.826253061751439	0.906669711570121	0.630521931795152	0.791325976386874	0.820097933049978	0.805972144331175	0.840238704580485	0.775818154962312	0.891682612035993	0.724849744619969	0.732274597636929	0.804524029436858	0.720932336459636	0.637013967181745	0.910565830471996	0.819103760450741	0.670702390863524	0.765874946499273	0.784441419345337	0.824170300980312	0.746849006809923	0.482856657422572
TNFRSF11B	0.868327445937945	0.927425809752518	0.944182806754214	0.825423958782632	0.953092111104858	0.938554871815059	0.869375506857089	0.86440624870141	0.898450538723237	0.940044689517095	0.865361455556933	0.793531514489053	0.664333804524364	0.836415941422496	0.821567651417906	0.780282121070444	0.878680361057144	0.847328633600391	0.831363798111406	0.929952508694817	0.773201958077555	1	0.949791306698556	0.895384458058011	0.930823774532597	0.944838906858566	0.926642968151191	0.921246050069634	0.903811286196828	0.83997966477892	0.932346130821164	0.934244883231025	0.931589604748394	0.571010893325582	0.915249796810384	0.85776680302695	0.855758743477778	0.867929786024508	0.936453718363034	0.842467754355869	0.932621221692503	0.942875261457862	0.729519763822288	0.876673497857606	0.933411059987029	0.915321552586582	0.932601945546509	0.89133465615779	0.870770312449266	0.825032910987318	0.85993714422089	0.812568826903199	0.891892309887086	0.921272165656019	0.885491989169761	0.904158994889749	0.921333016426937	0.82363697379447	0.880770998015867	0.876617590510326	0.423580801627675	0.927283843253308	0.724584866851715	0.84867454905573	0.894772953957782	0.90900655548254	0.918844263195821	0.872487478420236	0.685526130782196	0.889951618801554	0.936638782378614	0.821470046571666	0.777419055229322	0.853688292099936	0.908204462242833	0.818579095220022	0.928753732985922	0.930739831821967	0.532109820837432	0.878676443158168	0.855953987816528	0.888712279035957	0.425938746169405	0.825667296577342	0.896564591138383	0.836311432640493	0.611899987142989	0.241878529915401
PTPRA	0.924661621063098	0.917699085498825	0.936287067725326	0.841348136171349	0.96679277454146	0.890245755789886	0.881893887005495	0.950782479750007	0.956126868224298	0.972536959901941	0.877396097313535	0.841453359296736	0.674807758543333	0.792702192329868	0.815274818378446	0.799413598818645	0.938962126901303	0.880084924634085	0.831353859146948	0.891104899577293	0.874135727995321	0.949791306698556	1	0.935152776390502	0.958570222531578	0.949896286273003	0.953886677979984	0.923080132551287	0.952120674010134	0.81590475724198	0.939280453221552	0.944057760710131	0.960010954410235	0.642264082402811	0.956078424703638	0.876638995079721	0.837585037049862	0.877383160648058	0.963996354002273	0.870186766365744	0.950969928081345	0.94177251344823	0.707293579431418	0.853292391911229	0.941818590684431	0.949169505120871	0.950697065025686	0.916365884144989	0.928129622670602	0.891427547402511	0.906792052553256	0.905703214871732	0.905514901294919	0.951219884412127	0.932697295919762	0.915595092745038	0.951659394247923	0.917890719999239	0.891682945495032	0.89403736641214	0.463233895004828	0.936954094871473	0.802621058836897	0.86996327162024	0.905639281532778	0.947463378163864	0.955859419112304	0.925320932909315	0.614749060275428	0.898245855291686	0.953224331765648	0.867794295005316	0.83738138838047	0.883661661770362	0.950661571262383	0.857866688345652	0.928195657018823	0.947797426549547	0.548559028853444	0.868395830949165	0.934042072173479	0.904888994526606	0.478447306234814	0.816963865421672	0.869016082096133	0.875768182455605	0.678207021186302	0.300970689898652
APLP2	0.840546422092731	0.898374795558166	0.878721429699734	0.924147654534681	0.905679290040731	0.836538051892338	0.814663362133859	0.927809367745004	0.914488801138071	0.961704057300624	0.927140094122549	0.909157674044656	0.65040035414792	0.804771774304448	0.799738772367204	0.852930979132985	0.954621694687893	0.845152348004571	0.879478747150566	0.869109752858338	0.858324108773785	0.895384458058011	0.935152776390502	1	0.94537899606831	0.922082385336374	0.976518109753615	0.936764641570146	0.907122425097947	0.886724165394811	0.925998123639466	0.85365100441846	0.922676122949388	0.63021690414	0.944369524953346	0.827969245302117	0.840879600215738	0.899933936227617	0.927942997468848	0.877410432462319	0.939402408081598	0.921678169530141	0.742048032777324	0.818630295065268	0.904417571996356	0.94932712135369	0.894100031920862	0.8983988041175	0.915868867005471	0.84150208505657	0.912315524140441	0.846876653958108	0.874582680928868	0.941902165042066	0.839919137441406	0.935230886681025	0.917891930507773	0.901519710357091	0.823065363081865	0.916241403031003	0.466330374676891	0.937748404634497	0.732601106391241	0.812661755593897	0.800359393181129	0.932963183545704	0.891403811370198	0.923033739978244	0.605861561025199	0.883103849003854	0.928151963504697	0.91436489606017	0.888424786913452	0.91372893500762	0.960011851505181	0.794662170270613	0.896914179100745	0.920970136877069	0.529830716855701	0.781488337106765	0.91181151399233	0.907259195455643	0.513572910948248	0.764857331315545	0.870470682400576	0.845615343963614	0.710886475355451	0.336744048540539
TSPAN5	0.875713525493905	0.885175742629417	0.905719642256285	0.880208308959283	0.936491356362368	0.875492927473122	0.835446247160341	0.913604155300512	0.920757538766663	0.964196255877089	0.907451340572687	0.876203989005879	0.706614567444712	0.783966939231152	0.806106132867208	0.813102281268123	0.92715965816277	0.878146542537712	0.833072231963412	0.886066343881366	0.80600537254892	0.930823774532597	0.958570222531578	0.94537899606831	1	0.933865170658935	0.945892979380402	0.92606757213755	0.924621864290454	0.8383621778309	0.927757974644702	0.888479388326039	0.928567466714174	0.672689747534948	0.948159477055669	0.848568529026468	0.828356116315021	0.911140332198971	0.959276463829466	0.868486420094651	0.932243915028531	0.953726328708199	0.684067987696967	0.828380136841548	0.945069738235316	0.97617949675772	0.940913097823379	0.898200924342967	0.905213424379399	0.809049321914913	0.919805604243322	0.869240889675049	0.901481460839569	0.935046988751828	0.843909120110145	0.917863607125341	0.954847548766942	0.908905609663052	0.847118458930798	0.890087220050113	0.402677296137054	0.896916819516535	0.732772942921543	0.875980766324718	0.876707747200532	0.933464169464954	0.923716252765445	0.922999145585968	0.585148945588657	0.909044934936798	0.961548999547514	0.861851514018232	0.841026050375492	0.909409469266686	0.938114411725934	0.882351094017325	0.938391333132405	0.948979608960953	0.493563368274613	0.872869858897687	0.914960866098656	0.906690081226075	0.440782464166451	0.770465055645922	0.873018861385859	0.848093425325025	0.647137178350225	0.25519379157559
TSPAN12	0.868667700423877	0.919557868868345	0.949036517614752	0.849673002431233	0.924118267993144	0.890147112725885	0.842663897856709	0.877496105307902	0.890570757191877	0.942154078193601	0.84633599644618	0.816254309482109	0.591678503208086	0.841670995861036	0.784428426750632	0.751346913073296	0.903613698514595	0.857124664202768	0.82514175401741	0.925809892563934	0.768805573506066	0.944838906858566	0.949896286273003	0.922082385336374	0.933865170658935	1	0.934798616334589	0.904967914321881	0.891859544032983	0.855305815667843	0.950033749989928	0.907274616685545	0.903326941223437	0.551769946223884	0.914599513654944	0.866386291951411	0.823773441997547	0.896792547772168	0.92786177238159	0.834799446400294	0.932421933141914	0.945062371128563	0.696766382130228	0.810691099031248	0.910372801649777	0.912759898817892	0.930213109611543	0.889282725792518	0.856094854774558	0.852861187520411	0.867145464522392	0.804139038393764	0.917802798627457	0.90273598379823	0.916333570233775	0.902171473797214	0.904900691827529	0.839849994244399	0.924901728606888	0.862449500889818	0.390950213214198	0.937625161210508	0.726305804983599	0.846789424328696	0.846514602186738	0.955262571504449	0.920439608238391	0.872497655904081	0.617484644704032	0.875437823495434	0.926335068686776	0.849557363156635	0.766053958370956	0.868154639256863	0.921000851520327	0.814599842272528	0.929906138420159	0.932342822249998	0.435493793240344	0.870111889013477	0.840045852641461	0.903110539875215	0.374393981038801	0.801191756081524	0.853429006437298	0.829483911607864	0.617144632337883	0.226297926804974
CANX	0.870118499315392	0.937596663467026	0.915966446570462	0.89599934233927	0.936460634715853	0.887711176394055	0.855029306724462	0.931179549370752	0.934492059145597	0.973742415559239	0.931959483681829	0.881504674865621	0.690032729106321	0.821932289759531	0.857270451289603	0.856595005913844	0.945159393886732	0.827447351069958	0.889752831992819	0.88218949374863	0.880176274009984	0.926642968151191	0.953886677979984	0.976518109753615	0.945892979380402	0.934798616334589	1	0.941141501930405	0.934265171816274	0.875347484060437	0.936991603348477	0.898013595629103	0.951759644652678	0.618526580771626	0.953388568927034	0.859116942918397	0.877195925738226	0.895727416827416	0.928625588199911	0.899011751136166	0.949746123427097	0.932104073977277	0.765248284619767	0.879284889805589	0.926707956743331	0.944698840568176	0.932987254441001	0.90313821731851	0.928781955040441	0.866098072283792	0.921198403718416	0.867546402065017	0.890929371375484	0.950468584684148	0.868075388596028	0.927884181305689	0.935785720817088	0.900940325181526	0.860123614039074	0.940781732082661	0.503589535426945	0.957944390167562	0.762770752739882	0.846952979573947	0.862928356255247	0.933248323852181	0.904307580762438	0.940122108377862	0.684705289168421	0.894475648739597	0.947787576940803	0.911790842734189	0.885171538530152	0.911113575590924	0.963376080505074	0.818576041904563	0.916455925007751	0.950358186692173	0.581148163746277	0.825510812422983	0.912897900318221	0.917116561189653	0.540842220172492	0.831557606150104	0.902185421607053	0.874059651261658	0.732214424889409	0.367775496067483
TNFRSF10B	0.8092094955436	0.932041611010207	0.906387174650448	0.869310985907198	0.901272030242478	0.880946909029986	0.838557184968278	0.872709058024515	0.930916244364572	0.948677089973571	0.923250785711619	0.836437944167639	0.678986087393681	0.788933085301436	0.815739453281006	0.840938854203191	0.91976537702836	0.86031460043256	0.877032194599671	0.865812772203654	0.846858915538459	0.921246050069634	0.923080132551287	0.936764641570146	0.92606757213755	0.904967914321881	0.941141501930405	1	0.867438025282288	0.908646907642201	0.908610348070923	0.898873679265491	0.933309787376068	0.608862527167288	0.914319809300333	0.741209589372837	0.879777270501182	0.821190411079457	0.925938107433282	0.879522134507828	0.961601497767428	0.929348585669017	0.8258800443471	0.887745606820074	0.865206580073786	0.912785229470236	0.87024936603262	0.895588989664895	0.895044593306873	0.828637237033756	0.890838186521131	0.855466131725238	0.847965386325322	0.948435515971212	0.815495651565496	0.909565398830062	0.897925335936221	0.819660726063342	0.780711003796439	0.929310201477989	0.501096675994366	0.92709499486788	0.689438808704515	0.74611028192335	0.798223129320714	0.883206039505919	0.898728482188609	0.910082445274653	0.706563826981816	0.897042192035984	0.923290451993876	0.812525410311757	0.822397526990713	0.892315673311189	0.917121251983511	0.77279719124441	0.859648266252136	0.894751312732448	0.631894063578582	0.758722341843964	0.871432850718444	0.916271732634393	0.556541249673779	0.797167066581347	0.913929558295536	0.83352437852036	0.649647435078256	0.295172519969405
RIPK1	0.906527383020171	0.881778957370746	0.867930779050546	0.805254622595333	0.955711377196536	0.848641424446089	0.872587210698985	0.945639543916539	0.919352786227495	0.939434022175082	0.856959707622812	0.866552692730396	0.737963544093127	0.751212293193881	0.846738181401073	0.814211651309508	0.91247766273271	0.85055193074599	0.815888761398061	0.840322972388572	0.863798268819665	0.903811286196828	0.952120674010134	0.907122425097947	0.924621864290454	0.891859544032983	0.934265171816274	0.867438025282288	1	0.738015952024421	0.885074452682057	0.915272178380873	0.944661837043499	0.68216296304718	0.951089470677901	0.894689619325337	0.819078528620753	0.889624932728795	0.907291682837599	0.84377541991751	0.881331517176909	0.905543847789975	0.671995047899537	0.817115644034942	0.942209140862532	0.930373186284545	0.93682862712188	0.862187345547362	0.928395891544432	0.843126090877427	0.898490198573802	0.848126662343269	0.883668710528407	0.912532817439407	0.88601639362478	0.902663227929164	0.955128435283523	0.915720217571937	0.848464578916629	0.846744483713371	0.459290109971595	0.891166516283122	0.817075269033176	0.902867366065987	0.920190541338703	0.889467785867851	0.900350178929412	0.913097348527747	0.584765788514011	0.852397049568402	0.92097792300057	0.872111937611231	0.864377684037567	0.850706633994962	0.935234842282356	0.871294241357792	0.917398784852311	0.952253242776394	0.540927229690807	0.876023088277534	0.924194753007687	0.875847624692828	0.469771835627754	0.799269084191753	0.844970854271356	0.840607656846549	0.685703921932879	0.332965124599907
