""	PARD3	TFRC	EGFR	NECTIN1	TNFRSF1A	CD9	NOTCH4	NRCAM	LRP6	ITGB8	SDC2	MYLK	CAV1	ADCYAP1R1	TNFRSF12A	AQP1	CD99L2	PLXNB1	F2R	KCNN4	IGF2R	TNFRSF11B	PTPRA	APLP2	TSPAN5	TSPAN12	CANX	TNFRSF10B	RIPK1	LDLR	KCNJ10	CXADR	LTBR	VASN	ITGB1	ADORA1	NOTCH3	THY1	MTTP	CNR1	NOTCH1	EDNRB	IGF1R	SLC16A1	CD81	CADM1	SMAP1	SMAD3	PLXNB2	PTPRS	MCAM	PILRB	LRP8	NOTCH2	PTPRZ1	GPR37	MCFD2	SORT1	GPR37L1	SIRPA	INSR	LRP1	TNFRSF14	TRAF2	STX4	SDC3	TNFRSF19	LPP	LRP4	LRP5	AMFR	ITGB5	CD44	ADGRE5	ITGAV	LSR	CD63	NCL	ABCA1	C1QBP	NRP1	SLC16A7	GPNMB	RXRA	SCARB1	TSPAN14	SORL1	CD74
LDLR	0.675782825446711	0.832617774286455	0.851627784410794	0.857473180120321	0.791344734989611	0.777063819512097	0.723411684099025	0.77603077689755	0.82528872970631	0.867458223413753	0.844757694574383	0.784535465072217	0.474386621986786	0.809145752703782	0.690266555007922	0.775389297787419	0.843200092339004	0.751832132954396	0.831228733668612	0.809929882888678	0.728624394742312	0.83997966477892	0.81590475724198	0.886724165394811	0.8383621778309	0.855305815667843	0.875347484060437	0.908646907642201	0.738015952024421	1	0.884400568577449	0.772791574544209	0.812528893765513	0.432392821497162	0.782398180843447	0.671331951773736	0.765605806687193	0.768316885810316	0.849657182998554	0.809326109053356	0.908220574709521	0.856122072266087	0.775877294021659	0.756822604865338	0.750122521726145	0.837650212384639	0.756869064338819	0.811534412569963	0.764565668320221	0.716858317417516	0.77890944692947	0.747874955472639	0.77975271311856	0.864606174768803	0.757170760878221	0.876055273578444	0.757996027663163	0.714262876660981	0.732313657873567	0.87672026039773	0.411119928637501	0.887488689976973	0.578669082187876	0.629147804480635	0.628654880897825	0.85327042834921	0.807282176950379	0.824192805216897	0.640931760413136	0.795495949730263	0.816245980373023	0.759569401557992	0.777180774404516	0.836071209183726	0.857298671232879	0.636102003058288	0.768478563978093	0.777932265131135	0.47869853388109	0.623604124777032	0.755585811202205	0.843027272532153	0.463009071615347	0.679267601208063	0.81646300304512	0.729201905991299	0.595045303522527	0.232762855533941
KCNJ10	0.840036787488869	0.87647341666555	0.932936737136113	0.84996778150916	0.92649774747453	0.85029886724532	0.81033562122276	0.895823916324238	0.904298951004559	0.956701947409895	0.83611372256622	0.82253648789683	0.534423029816162	0.86218231796982	0.744753473450719	0.760811880708357	0.914057206604873	0.8404626265839	0.823683318387267	0.905541821543202	0.78275993889067	0.932346130821164	0.939280453221552	0.925998123639466	0.927757974644702	0.950033749989928	0.936991603348477	0.908610348070923	0.885074452682057	0.884400568577449	1	0.883335505864442	0.893131796062345	0.58169898544226	0.899498324347761	0.882360355338569	0.785082069886637	0.882495139683208	0.937642977390477	0.812026854221043	0.945501797436424	0.940907513920865	0.662970148457383	0.775170391944301	0.907770214485651	0.93994591072098	0.906165071833938	0.873192334155357	0.863441426961685	0.840898695199113	0.861683831494388	0.819556652428149	0.907594885678708	0.923096297491509	0.91126562573592	0.927675427051735	0.899610067832434	0.876398501846441	0.914388392425722	0.866285138538297	0.372991387456816	0.92268629224083	0.741222414815397	0.831292722934615	0.822063186887776	0.959463872423697	0.924823835313827	0.870622539816014	0.57240446878206	0.86973310301294	0.911485182527782	0.861202314594656	0.781305381290948	0.869878631766801	0.940548766628617	0.798825049231726	0.912698590978799	0.897725871767307	0.408850980362583	0.834030076540817	0.843029789085884	0.863979753727986	0.351175548259132	0.762301656598827	0.836324446080275	0.82943380561625	0.638886403972332	0.251597112019881
CXADR	0.896734270474118	0.925763519565219	0.944540754077875	0.730539024786272	0.93275341807279	0.905483285492181	0.902738963475058	0.884527428706809	0.913222201444592	0.923961881758893	0.809436545996465	0.749834884161337	0.678534335455379	0.742976903305187	0.813400503936526	0.732398648308098	0.874274691623562	0.872371176492021	0.784718703961275	0.845319187854106	0.838817300909429	0.934244883231025	0.944057760710131	0.85365100441846	0.888479388326039	0.907274616685545	0.898013595629103	0.898873679265491	0.915272178380873	0.772791574544209	0.883335505864442	1	0.929989085243345	0.601917276582839	0.908275600041975	0.827124619596023	0.809193852137156	0.807839808539257	0.904581810993116	0.817780717551552	0.914959905337054	0.913482937815782	0.713416472338017	0.863481989792883	0.889274154228217	0.869466700196537	0.916582303637062	0.871784015614612	0.874766442893003	0.871763952836747	0.856211969861276	0.84198040614654	0.874828457862732	0.90227209710322	0.907125415525383	0.853802081504984	0.906243862138218	0.830851261641575	0.857588555951207	0.843802462806868	0.472125745422451	0.91203946725454	0.754088892361633	0.820227615242699	0.899339924048089	0.884753646635878	0.92622227530378	0.863643364755989	0.674512010299255	0.854144709026666	0.911779937034172	0.754107209710032	0.736176436379346	0.829847434711608	0.886791198069617	0.81481963287912	0.881982655330042	0.916159134097575	0.577716219591979	0.855928654098785	0.863715062705459	0.874772279901031	0.458773441896756	0.854219920733957	0.855209579428644	0.848726924180792	0.587865184356639	0.272623846214037
LTBR	0.876278006417315	0.923213254140139	0.894735606954121	0.829584793937955	0.962047578978568	0.884591918977916	0.90958250761558	0.932912518070219	0.948167113165011	0.951827915725427	0.897630313479422	0.870135997133693	0.742544778077597	0.792324370758113	0.855945783169342	0.874297317591362	0.91592290765855	0.863458010085553	0.861745694585559	0.856425258316799	0.89697367609717	0.931589604748394	0.960010954410235	0.922676122949388	0.928567466714174	0.903326941223437	0.951759644652678	0.933309787376068	0.944661837043499	0.812528893765513	0.893131796062345	0.929989085243345	1	0.636458014776403	0.95671287065146	0.842563381509845	0.877710685332136	0.856074604965985	0.934469613374116	0.896178323290748	0.927023889697716	0.919713164128335	0.7802815656061	0.886485885012912	0.926838837446341	0.926253710873797	0.916479986647513	0.895647433329545	0.944465153717759	0.849660439396887	0.912681132101058	0.877987339730722	0.879743539748013	0.952749094795034	0.879592040402145	0.925778486134863	0.941429121712937	0.87287622023633	0.828760850812549	0.918327259447478	0.560098670336292	0.933121683228774	0.809601256533388	0.848966628295189	0.896358709708038	0.891709120232453	0.906033176838253	0.948565086587448	0.681225271511795	0.885055912059715	0.947709526976422	0.873511417129207	0.884238881926564	0.848312641392508	0.950087113849201	0.819697408358341	0.896418199688024	0.932113005300439	0.657541600724798	0.828774122218565	0.946729893114414	0.915222509130511	0.576859327572119	0.838312557253973	0.89859786952914	0.868434370376626	0.726727639258607	0.384492652044241
VASN	0.644925104077819	0.496616849951092	0.505992965645326	0.562204561005953	0.63799348279887	0.585553153040071	0.546488646045472	0.689264944261838	0.611880856534004	0.645257949797661	0.674204998621502	0.614657421757778	0.680368684903454	0.420367535486253	0.567929396316418	0.600130732695645	0.704547649564467	0.666752887213631	0.55887196762474	0.482424049958352	0.538356206521474	0.571010893325582	0.642264082402811	0.63021690414	0.672689747534948	0.551769946223884	0.618526580771626	0.608862527167288	0.68216296304718	0.432392821497162	0.58169898544226	0.601917276582839	0.636458014776403	1	0.678611914999685	0.576970973245048	0.536712925639972	0.67833764074324	0.650463748559569	0.518817349356263	0.606351765377411	0.585508698270474	0.345781677321925	0.545024016317149	0.70573633478973	0.718571617381518	0.639045994574315	0.542109750612269	0.698775576879144	0.561853337272699	0.678918883403006	0.56900627307554	0.546069511457142	0.655951302533799	0.486504959757761	0.604540125035181	0.774914526820007	0.784974420319455	0.49961457164528	0.529287642657821	0.227186059375792	0.491117549761188	0.49066941436115	0.628910263640065	0.669936304928314	0.598586278120365	0.612878544839173	0.575295318966897	0.252441270127392	0.531343518176503	0.663549065707412	0.55780469016018	0.572572532019707	0.643801149510339	0.600947895193444	0.67277275052104	0.66013570588669	0.665986553727846	0.299408071849964	0.639246345709096	0.673497672605166	0.523743422156497	0.26199545103624	0.508419964666795	0.555607177712054	0.579520524702068	0.418264875749438	0.150687687643823
ITGB1	0.879822987310023	0.908331199760276	0.877282976736493	0.849749942937957	0.948964872756313	0.866265233671902	0.887146469406009	0.926648001470188	0.921424906547781	0.953115377515678	0.884495417794059	0.88878969759004	0.742677234277019	0.765881579533814	0.839514875888262	0.815480045998916	0.925671603201787	0.881342320161467	0.873687032106906	0.866530196246212	0.865288961812655	0.915249796810384	0.956078424703638	0.944369524953346	0.948159477055669	0.914599513654944	0.953388568927034	0.914319809300333	0.951089470677901	0.782398180843447	0.899498324347761	0.908275600041975	0.95671287065146	0.678611914999685	1	0.865189955519436	0.843970557211529	0.903364691668315	0.920641904089853	0.870433540252076	0.918947751031693	0.930907373005997	0.696787389730924	0.837794445434779	0.945231359788321	0.945771438768334	0.941646323787618	0.896613572860304	0.946222068881846	0.859286018620017	0.957407743074066	0.865451799580659	0.911065372143216	0.934230303116432	0.860227278572615	0.904116403233892	0.96308084159152	0.905467244941427	0.846842631961632	0.878155790014066	0.551828909441998	0.905015428814478	0.817417034075248	0.890557881387775	0.899141130755562	0.906356007767149	0.898246859324699	0.934244034936808	0.592543105168184	0.893260550733736	0.958481874072159	0.891408989426087	0.855744445275673	0.882877612552916	0.953044718111707	0.85217926802075	0.927847425119887	0.959529667041844	0.574810338925889	0.876803647881138	0.934940821587351	0.925643044266583	0.5098323287759	0.836044657262915	0.891120672091723	0.892010528691501	0.729523045415637	0.391603108892667
ADORA1	0.830356253136301	0.789868095491828	0.822366575124724	0.725942306378818	0.900715790341969	0.797756961681891	0.776823232043999	0.870614751031595	0.792304601629979	0.863132880317378	0.733438748108445	0.772197244309791	0.559894429264602	0.823480883962311	0.753350901429251	0.711688036613392	0.821420175680551	0.749404122447468	0.712984482735186	0.824460942824789	0.726356381312262	0.85776680302695	0.876638995079721	0.827969245302117	0.848568529026468	0.866386291951411	0.859116942918397	0.741209589372837	0.894689619325337	0.671331951773736	0.882360355338569	0.827124619596023	0.842563381509845	0.576970973245048	0.865189955519436	1	0.69639084852518	0.89285191113079	0.842821916428165	0.727575813715593	0.791418153737293	0.841479735739623	0.486748660232165	0.685097722761395	0.916860723718001	0.867055971604976	0.897816980368307	0.764702297745395	0.803296334171307	0.76747113800076	0.802945921468275	0.705540521709278	0.88690590756907	0.808932705218291	0.886079021381879	0.852438536975237	0.8809225026961	0.857348915017193	0.911656226080368	0.739557323857075	0.322485346260456	0.828353482492849	0.773122328148875	0.911906007191014	0.874864394837383	0.890458611517961	0.843562287062311	0.80419172105604	0.455433456084606	0.768766813257626	0.845341150873298	0.857036983622792	0.751775120438789	0.758587362929705	0.884129032150459	0.807978964224617	0.913967719433433	0.868705990583921	0.291618155388897	0.892270718945652	0.81528991879643	0.760741865841349	0.254472092973565	0.723551082866486	0.744772103442269	0.782862617716326	0.622299384871925	0.253520972428716
NOTCH3	0.758041482249312	0.91145969855115	0.817146971592652	0.786275001977835	0.834587529667051	0.884679707712148	0.769054274529272	0.785114885047135	0.842844408917042	0.843401363513748	0.896568750538999	0.753595652897593	0.786722366851809	0.710096156619704	0.859207667384432	0.847416258232924	0.794996895227358	0.731453496768089	0.824609624139218	0.821817939966353	0.769044014921477	0.855758743477778	0.837585037049862	0.840879600215738	0.828356116315021	0.823773441997547	0.877195925738226	0.879777270501182	0.819078528620753	0.765605806687193	0.785082069886637	0.809193852137156	0.877710685332136	0.536712925639972	0.843970557211529	0.69639084852518	1	0.744086073940176	0.826869480714189	0.889192101251381	0.82762627481789	0.827607252422207	0.831905106150039	0.92687265246321	0.80485753515173	0.786401303467529	0.821311284169752	0.824968515794246	0.842250894761835	0.734316711284257	0.799450924872064	0.750846292424065	0.745154838497453	0.858168442273496	0.723895807370167	0.806302939043482	0.84168662257392	0.7016019854899	0.701095087545376	0.903992202574572	0.508893214370178	0.869989339782162	0.618522370033519	0.710827251091956	0.782544432438314	0.755103205287332	0.796852128876933	0.844251041337961	0.813738918758249	0.814225813189601	0.857011087362764	0.771392319153836	0.79296032098211	0.774517074589029	0.821550470386885	0.701410029718606	0.785421289685378	0.852247485272927	0.704812565423677	0.712958868134403	0.796859216184486	0.84976459272697	0.62334459363917	0.806304607175076	0.89546524965018	0.748136294975438	0.627356951188042	0.288473735857028
THY1	0.79821779267877	0.806448621831551	0.814451313424392	0.854952189133469	0.890632135641355	0.813635395822779	0.774351798436292	0.852035180143025	0.791669248599558	0.886750283667414	0.841315263859918	0.877589676641257	0.646199871448622	0.826140319204471	0.80480070984129	0.766948737909197	0.879366446667181	0.826089583672962	0.799293778990944	0.867565320102953	0.692649477756433	0.867929786024508	0.877383160648058	0.899933936227617	0.911140332198971	0.896792547772168	0.895727416827416	0.821190411079457	0.889624932728795	0.768316885810316	0.882495139683208	0.807839808539257	0.856074604965985	0.67833764074324	0.903364691668315	0.89285191113079	0.744086073940176	1	0.86332539307441	0.770690393619366	0.84067827003598	0.89017510017092	0.55206702263854	0.69843571514956	0.943300293329466	0.925605679898345	0.915827706998738	0.795814351928666	0.82087957678655	0.735783628912551	0.873733099194396	0.694441964192731	0.895221561548563	0.844120632272729	0.795644473805335	0.886460558970874	0.925474106540649	0.863044076010351	0.865398138121071	0.771251739202605	0.328527424236688	0.823330634487195	0.687832816304329	0.897754485033955	0.848669647001841	0.900587325282172	0.815749908363371	0.832330873274406	0.456587126329725	0.809717952191921	0.899241838016533	0.875504099193993	0.810707539553715	0.849094088924378	0.890653992418216	0.83658238219221	0.952783973926859	0.921007011559609	0.298315305480947	0.906981980202731	0.820451091327995	0.843967860509604	0.279356851124341	0.705190430265134	0.801849523364811	0.790054242179815	0.613584674544636	0.210571935824448
MTTP	0.872511975585347	0.877746931849565	0.917260738302572	0.840808556055415	0.946099137706215	0.877413804925358	0.839581799681977	0.92289846155267	0.931079009053973	0.957554052648915	0.873612325562027	0.831967457439878	0.661573725652676	0.786785794924624	0.76228089319139	0.809960640735923	0.923307814436999	0.893094880886138	0.804726093552215	0.877185226497414	0.829603486516952	0.936453718363034	0.963996354002273	0.927942997468848	0.959276463829466	0.92786177238159	0.928625588199911	0.925938107433282	0.907291682837599	0.849657182998554	0.937642977390477	0.904581810993116	0.934469613374116	0.650463748559569	0.920641904089853	0.842821916428165	0.826869480714189	0.86332539307441	1	0.851938945042711	0.941173971638888	0.942905861792534	0.697398967423187	0.824412206389724	0.923848816676999	0.953525289846219	0.907132342287695	0.897368538686725	0.900973044678253	0.822669493988278	0.88153844022039	0.871785257685449	0.872750806756111	0.943714525556746	0.886906859309329	0.934250039642569	0.928510063763036	0.895116267384775	0.849655830052308	0.886708700831182	0.388587266309294	0.91836800741046	0.741674407225445	0.82765785498989	0.850229843042829	0.943648421956384	0.948835144541579	0.905395713383911	0.590058761213559	0.90139337971222	0.940972273925392	0.837194779816267	0.823858201512355	0.879374162727007	0.934034796464974	0.839713072844529	0.906185673679381	0.903996961134756	0.519457756761132	0.821478194207816	0.918437675479726	0.870776428853043	0.446220737223893	0.753253531115632	0.849203109995587	0.818557795337399	0.630117990796231	0.224007998303095
CNR1	0.777972059001267	0.884098574168332	0.805327363844031	0.828746633630339	0.85249012578245	0.838982463415081	0.791934815004661	0.857180232735441	0.896347674877102	0.87207262709164	0.897353937353826	0.836759147395508	0.736858255244783	0.713717404925752	0.828272934453411	0.865992127850427	0.838899612720091	0.744211304921006	0.848296344129037	0.794063196229837	0.826626469111799	0.842467754355869	0.870186766365744	0.877410432462319	0.868486420094651	0.834799446400294	0.899011751136166	0.879522134507828	0.84377541991751	0.809326109053356	0.812026854221043	0.817780717551552	0.896178323290748	0.518817349356263	0.870433540252076	0.727575813715593	0.889192101251381	0.770690393619366	0.851938945042711	1	0.85310042342123	0.84030185876526	0.808432340833957	0.864994701012715	0.811727018364237	0.827633170243829	0.827768842276872	0.863823493977978	0.863159349251764	0.754332708747265	0.835427944723687	0.8107768866816	0.789026888988925	0.871794821879353	0.767659376709735	0.857844325922579	0.844936223803632	0.765197970739373	0.706988044326968	0.914781777242336	0.525538562251584	0.878286267683791	0.69548820564935	0.716147038679195	0.772185277078216	0.796096753090459	0.838078301702203	0.896720566706789	0.714508567594136	0.808970697367968	0.86329695858408	0.797879372465111	0.874753252685274	0.794947298260791	0.879744265343056	0.724392077445959	0.794143913212681	0.850762486137419	0.660541173222276	0.699800610969769	0.86146412949077	0.877270061709715	0.611638212686972	0.755111599546351	0.866728972653368	0.771768593990856	0.668632255167631	0.333157362405006
NOTCH1	0.852474706728373	0.910182222314548	0.938408557885231	0.868055337742129	0.912571637005026	0.864005630591243	0.851230276913949	0.901418588559906	0.939189481363328	0.970363792677603	0.88089561536132	0.823782146493944	0.598540581452779	0.790491041157002	0.758972485848866	0.786153611874662	0.936911564664593	0.86691454687096	0.863014678176813	0.87582270080308	0.852395812916788	0.932621221692503	0.950969928081345	0.939402408081598	0.932243915028531	0.932421933141914	0.949746123427097	0.961601497767428	0.881331517176909	0.908220574709521	0.945501797436424	0.914959905337054	0.927023889697716	0.606351765377411	0.918947751031693	0.791418153737293	0.82762627481789	0.84067827003598	0.941173971638888	0.85310042342123	1	0.940369761029105	0.758276429604609	0.845590873057098	0.878401661095683	0.930385481287678	0.896024661273941	0.89717680534656	0.899058933494797	0.877064487299451	0.897458142754519	0.890676545274191	0.88309528989902	0.960535466638366	0.87807723000134	0.909832754118161	0.901387109821449	0.871765086857308	0.84991547285962	0.903758798866368	0.488040053789739	0.93980775018256	0.731923400850338	0.773165772867594	0.812506030081938	0.933889772055969	0.920943417913479	0.911294461936564	0.634665938157705	0.890974750304143	0.924071238477993	0.825527312610883	0.804602467267787	0.903649662216974	0.935193927654159	0.778692665475475	0.873036677029314	0.903468995047234	0.5584427840887	0.783838838082697	0.879371018936815	0.914585987816523	0.480501123595591	0.818467598885109	0.876750907819032	0.872977886056723	0.674189097061879	0.312332849952166
EDNRB	0.845545812564056	0.913593292528681	0.935456508282342	0.836166257867679	0.937860960166565	0.884646493288916	0.863945021235085	0.882239938297649	0.917496855526564	0.954790879456864	0.862125420500268	0.83782083238858	0.644262487382938	0.803291200219037	0.781835554826746	0.770957175626689	0.909284866036665	0.901381903927323	0.825379460576616	0.908739437134285	0.79602345067731	0.942875261457862	0.94177251344823	0.921678169530141	0.953726328708199	0.945062371128563	0.932104073977277	0.929348585669017	0.905543847789975	0.856122072266087	0.940907513920865	0.913482937815782	0.919713164128335	0.585508698270474	0.930907373005997	0.841479735739623	0.827607252422207	0.89017510017092	0.942905861792534	0.84030185876526	0.940369761029105	1	0.71091742766084	0.817968521166564	0.919327566143992	0.937482479975772	0.928239012746249	0.881223548988617	0.88150908833439	0.822722760710286	0.889125826213124	0.832427482459896	0.901721742647039	0.92475532809082	0.878536091614857	0.92357202555288	0.918874279613946	0.843953593702225	0.871068385220257	0.875075197428427	0.422820850245678	0.923347731746264	0.723730138793096	0.846689195540905	0.858139765718322	0.928606156787369	0.920111582239216	0.900902763516741	0.621800420732211	0.914128392261018	0.945936538461769	0.834711035871653	0.795895007537152	0.882539797428717	0.932799233718047	0.833962676216754	0.9251607907585	0.931843191330415	0.497543160980119	0.864452805999841	0.869233341055684	0.921025664237441	0.413809199286593	0.800091718689505	0.872696078295875	0.833455023413085	0.636451625984212	0.25558021422503
IGF1R	0.650762801268837	0.826463723923958	0.732235905947004	0.68799874799958	0.692028853480522	0.722759968072558	0.713256380617414	0.676845842214385	0.771951992466644	0.727340288414395	0.801551971841767	0.693860031725833	0.60288431151195	0.652989748559442	0.709587243218791	0.811840808496124	0.710718229234456	0.6271815875718	0.785195138676801	0.654962789374231	0.759673496678351	0.729519763822288	0.707293579431418	0.742048032777324	0.684067987696967	0.696766382130228	0.765248284619767	0.8258800443471	0.671995047899537	0.775877294021659	0.662970148457383	0.713416472338017	0.7802815656061	0.345781677321925	0.696787389730924	0.486748660232165	0.831905106150039	0.55206702263854	0.697398967423187	0.808432340833957	0.758276429604609	0.71091742766084	1	0.841281769298308	0.613463314424126	0.641573228220757	0.635113830139577	0.744462602049795	0.739679375634718	0.668756144111452	0.679354681769917	0.675316709469368	0.586455396087992	0.757380174820903	0.62408019032767	0.725818893879572	0.652243653935344	0.546879891546998	0.520875137531248	0.856772973634979	0.593570076491944	0.811121540355321	0.523465366318708	0.507407776325828	0.595934378470435	0.618806012130362	0.668143269393121	0.773441050184646	0.842235846757222	0.675802881431578	0.713544802289373	0.647949170330694	0.73396040432735	0.648829759335722	0.728015155898664	0.517456992657357	0.59338575048665	0.69082887884788	0.783667132608005	0.47969565813222	0.697805084013672	0.790826168078272	0.700436074877163	0.713915148871697	0.797618780876491	0.616832073966032	0.557825937523711	0.297782988265112
SLC16A1	0.788469310168876	0.92727608479299	0.851781260713682	0.732070939480276	0.836693950933276	0.92984830743885	0.807074620261857	0.782545208082888	0.848285689019331	0.853906562377249	0.905005877359692	0.69552017639629	0.796726350777792	0.699581065312311	0.875101607758978	0.819923188443297	0.795228658433054	0.709715817096252	0.812603869678575	0.779475323121721	0.801149884981537	0.876673497857606	0.853292391911229	0.818630295065268	0.828380136841548	0.810691099031248	0.879284889805589	0.887745606820074	0.817115644034942	0.756822604865338	0.775170391944301	0.863481989792883	0.886485885012912	0.545024016317149	0.837794445434779	0.685097722761395	0.92687265246321	0.69843571514956	0.824412206389724	0.864994701012715	0.845590873057098	0.817968521166564	0.841281769298308	1	0.805019164984234	0.788653192627551	0.835495659854343	0.808915447655419	0.837685466725178	0.776856814422311	0.802020285039309	0.796928679632071	0.743764448227764	0.865334950538922	0.722103524341965	0.768567919595249	0.842483493002137	0.723180993097249	0.686671953057319	0.915513650876556	0.55269909968673	0.867997061439168	0.609507299484714	0.711083602475751	0.827883667639093	0.746561389271534	0.811931850797404	0.838300569431452	0.878692654603783	0.816557089274629	0.861451559629028	0.719931680115871	0.753594513361093	0.787998350292129	0.801395918549981	0.72441608080756	0.784200314902719	0.85849255492598	0.756638263448282	0.72558411628407	0.811934377561197	0.83555201916538	0.659273174465869	0.839317836923169	0.9066313919411	0.780387766551631	0.594696806945523	0.30031600970819
CD81	0.875220738860268	0.857397626838664	0.867648449531623	0.811697915751728	0.965222624053958	0.893548111772415	0.845484615610991	0.899800408620049	0.872046384100234	0.933021715985977	0.872725199184607	0.85702531232767	0.730242523751615	0.817299168244167	0.843913193152735	0.800151527526133	0.898577475245587	0.844652493051503	0.804666155306715	0.885347603552709	0.776844803553469	0.933411059987029	0.941818590684431	0.904417571996356	0.945069738235316	0.910372801649777	0.926707956743331	0.865206580073786	0.942209140862532	0.750122521726145	0.907770214485651	0.889274154228217	0.926838837446341	0.70573633478973	0.945231359788321	0.916860723718001	0.80485753515173	0.943300293329466	0.923848816676999	0.811727018364237	0.878401661095683	0.919327566143992	0.613463314424126	0.805019164984234	1	0.954370614431729	0.958530154325757	0.852341731641896	0.88491758915142	0.804235000518534	0.891070141233481	0.784264881163975	0.895112572022078	0.905358699848768	0.847930552161621	0.907459411474536	0.96956088392275	0.906101371314647	0.872743446873291	0.830944390321766	0.382391191908847	0.870866772687975	0.768085796665162	0.926206628555675	0.945148016922168	0.911091318889429	0.885702979927441	0.875364593925847	0.550520739885351	0.855246783721889	0.949525833527175	0.879851823887733	0.825021997226598	0.854712273721614	0.917743832218017	0.895554999659649	0.981120757797704	0.954457905085883	0.452755205659757	0.940901879964295	0.887803877331763	0.850298662523752	0.373949065421961	0.776342603495572	0.844595101254296	0.83288432847011	0.635980002265396	0.262258792985284
CADM1	0.854472327812533	0.845859512898352	0.875581001487833	0.881736948289748	0.941016035133882	0.841769421547984	0.821472562653714	0.923149219662755	0.907735855225368	0.963990494749142	0.894853760638454	0.89087250035385	0.668776973711329	0.805041208190147	0.780423111532686	0.821349793269325	0.940397783578511	0.875910621822457	0.831275774797579	0.863583507040131	0.811050642845949	0.915321552586582	0.949169505120871	0.94932712135369	0.97617949675772	0.912759898817892	0.944698840568176	0.912785229470236	0.930373186284545	0.837650212384639	0.93994591072098	0.869466700196537	0.926253710873797	0.718571617381518	0.945771438768334	0.867055971604976	0.786401303467529	0.925605679898345	0.953525289846219	0.827633170243829	0.930385481287678	0.937482479975772	0.641573228220757	0.788653192627551	0.954370614431729	1	0.923378993445166	0.867810205400088	0.912310878233624	0.807104000571724	0.917894538522126	0.856090212346801	0.901806407190106	0.943694659751958	0.839229043194817	0.93519892374397	0.957256479469442	0.938749868400161	0.847513638278374	0.868093023677434	0.396577641696629	0.880574838510614	0.74989939118615	0.877727802114242	0.865289818484722	0.939315342829653	0.90506360953066	0.913072874361976	0.524799290534942	0.891119302024772	0.951121534278496	0.88389900740732	0.854254246920586	0.904530727989831	0.947050588163938	0.869275754150891	0.934050827590161	0.931027358948919	0.460337738723468	0.859532657980046	0.919802894987115	0.880003968183017	0.41169603510794	0.742451649065193	0.858193453113451	0.849374503165158	0.679830042012851	0.285383388782743
SMAP1	0.893719725737336	0.903959980981134	0.914454057811294	0.796168853572796	0.942741007714955	0.905425275980826	0.843507984841018	0.884222004432682	0.879656807722258	0.938408952806902	0.856907501457224	0.810401168662672	0.715503244940478	0.782075909803644	0.862013877874938	0.750386035850956	0.879289273651666	0.81899127804018	0.809466137140282	0.897793111845743	0.786711544841312	0.932601945546509	0.950697065025686	0.894100031920862	0.940913097823379	0.930213109611543	0.932987254441001	0.87024936603262	0.93682862712188	0.756869064338819	0.906165071833938	0.916582303637062	0.916479986647513	0.639045994574315	0.941646323787618	0.897816980368307	0.821311284169752	0.915827706998738	0.907132342287695	0.827768842276872	0.896024661273941	0.928239012746249	0.635113830139577	0.835495659854343	0.958530154325757	0.923378993445166	1	0.859231999481516	0.872635107868421	0.83841865905494	0.900330876750273	0.828825546812243	0.913969704318733	0.900951585352291	0.866319740132325	0.860390969640686	0.957569775161872	0.885216410423857	0.905079524166048	0.848616529030455	0.415095876885468	0.886981478273774	0.752458869499338	0.923590140807982	0.939562405301458	0.91295180162024	0.899262152055008	0.884044904366479	0.605731901438385	0.87675766740393	0.937446803864979	0.848142238705494	0.788424337712665	0.869926122596932	0.905777494502948	0.900770897628187	0.963485215752267	0.975753726000901	0.478537170914409	0.947327956127855	0.864639314036607	0.882228936547832	0.400193255018104	0.837457163056518	0.86431273547858	0.870422672518868	0.636827739350871	0.292529068453687
SMAD3	0.842067534449161	0.880750167125277	0.880434478371731	0.834578806249766	0.876345444662154	0.82426744472033	0.81777762307505	0.87029519325392	0.904727289128174	0.907469870209482	0.842091546904781	0.830008231019961	0.643577903187714	0.740375175526533	0.754942370878966	0.768064613616364	0.868864682469618	0.818825637919241	0.833938328456248	0.862045873236032	0.808841286592586	0.89133465615779	0.916365884144989	0.8983988041175	0.898200924342967	0.889282725792518	0.90313821731851	0.895588989664895	0.862187345547362	0.811534412569963	0.873192334155357	0.871784015614612	0.895647433329545	0.542109750612269	0.896613572860304	0.764702297745395	0.824968515794246	0.795814351928666	0.897368538686725	0.863823493977978	0.89717680534656	0.881223548988617	0.744462602049795	0.808915447655419	0.852341731641896	0.867810205400088	0.859231999481516	1	0.862009552619727	0.8266931190864	0.861008300568632	0.832508400017364	0.817476688745359	0.879128760310668	0.853488581467407	0.871474338530841	0.857781806068887	0.802629686936563	0.806199066974146	0.865175416951831	0.48948957517372	0.902512167247367	0.739432835179284	0.771545115292891	0.80082126328344	0.86988652415514	0.883467180037684	0.869130981745366	0.613965474425792	0.845277805202503	0.900771889266597	0.802104891253193	0.80871711799087	0.825639150199527	0.896339347445247	0.742995983922589	0.842798927445243	0.878126350714473	0.580006751625707	0.760243352051806	0.864638296465803	0.883700614891485	0.513589346375527	0.769955317638966	0.829185240410628	0.808546519176725	0.63901337994	0.30463231628587
