""	PTPRZ1	NRXN1	CDH10	PTPRS	NCL	ALK	NLGN1	NRCAM	CDH2	NRXN2	SDC3	PDGFRA	NLGN3	NCAM2	EGFR	GFRA1	NLGN2	LINGO1	CNTN1	PTPRD	ROBO1	LRP1	DDR1	THY1	PLXNB2	PRTG	GPC1	NRXN3	LRRC4C	PTPRF	FZD3	DCC	DAG1	LRP6	APLP1	NOTCH2	APLP2	NOTCH1	CHL1	NOTCH4	PLXNA2	GPC2	PLXNA3	LRRTM2	FGFR1	LEPR	NCSTN	LRP4	GPR19	ITGAV	LIFR	ITGB1	AMFR	RPSA	CNR1	NPTXR	TNFRSF19	CHRM3	IGF1R	S1PR2	INSR	ITGA3	PTPRA	ABCA1	PLSCR4	EDNRB	SLC16A1	ADCY9	ITGA7	LAMP1	ATP1A3	GRM5	NEO1	MYLK	TNFRSF21	EPHB1	PTPRK	PLXNA1	FZD6	BMPR2	ADAM22	MCFD2	FZD5	PDE1C	SORT1	ANTXR1	CD63	SLC16A7	ACKR3	ADAM23	MPZL1	AR	TMEM67	BMPR1A	ATP5F1B	EPHB3	TYRO3	TRAF2	CADM1	EPHB2	TSPAN15	GPR37L1	EPHA4	DCBLD2	ERBB2	F3	SORL1	F2R	ACVR1B	CELSR3	ROBO2	CD47	DIP2A	LRP8	ERBB4	CD46	GRIN2B	LRP5	KLRC2	ACTR2	MCAM	LRP10	JMJD6	PLXNB1	STX4	RXRA	TSPAN5	CD74	CLEC2D	TNFRSF12A	PARD3	ENG	CD69	ERBB3	ITGB8	CD44	TNFRSF1A	SMAP1	TSPAN14	TFRC	CD9	CD99L2	TRADD	CD2	RACK1	TNFRSF14	CXCR4	CD81	CANX	LPP	C1QBP	RHBDF2	PILRB	HLA.DPB1	ITGB2	CD82	GPNMB	CD3D	CD163	PTPRC	RIPK1	PLXDC2	CD68
MPZL1	0.933220741084789	0.803200113444524	0.833094861809394	0.840895895933947	0.954693536684739	0.846102678859787	0.947391844432382	0.867838283942327	0.965644187220182	0.906716426180913	0.929948616507724	0.905804563933852	0.924655902881715	0.877200337858092	0.442681410856732	0.866851414680275	0.932528592162283	0.831333091106629	0.810448085293501	0.796139286687391	0.883998831884672	0.910251167120007	0.882476263128588	0.963854378639154	0.891940129397844	0.915906155036535	0.906669566786482	0.617195348694478	0.915004965694797	0.952150257562548	0.903354156163896	0.675289044656678	0.86644366153668	0.955658790380123	0.839530006694979	0.858460344541126	0.91071276316049	0.931342945968892	0.859393012513007	0.904785575420753	0.927163108730609	0.672819298074022	0.885727977311775	0.898428993170542	0.884104020684017	0.603533017454011	0.916434482285073	0.866289709151775	0.711373756971463	0.878141641737908	0.833667118446465	0.932151648709369	0.915005659904218	0.906540959861239	0.674629555279116	0.924881745319569	0.79566621122531	0.926372594546618	0.887006694581431	0.849067265348744	0.931994968873277	0.862618799609533	0.925877495104483	0.849813502950507	0.781078214142121	0.919903824395458	0.932670379308031	0.840364321638181	0.79433855605702	0.893140791737578	0.662670761805989	0.769340010143877	0.920536271699469	0.760321451066492	0.931489453594685	0.861546393121101	0.894986411296617	0.882733627792754	0.922671929315227	0.941962271408805	0.906201341983375	0.92917806984882	0.90526772301311	0.773773455877369	0.911305727898527	0.921125778484908	0.931008616329544	0.900875956385073	0.788528821289443	0.923413058667714	1	0.864663852124867	0.946113480067321	0.940541291526551	0.903676252245402	0.844470719904454	0.934135829533492	0.763097789430285	0.834454233199474	0.801419132182228	0.876810401557474	0.924513522158028	0.861355413978659	0.937910788400166	0.811161838656233	0.672543393075901	0.753479329086137	0.873719386221886	0.938555940438467	0.763579956501658	0.756663847311102	0.92912040200824	0.926691801272114	0.792449688557224	0.867668058756853	0.915498743637354	0.755409180592422	0.898542324806527	0.483336988223729	0.918760681251023	0.9404746899521	0.807667190712464	0.929424879123007	0.916084280404265	0.867840175217049	0.85664136610074	0.872157949985759	0.55741055046441	0.692113861697878	0.864914942919992	0.889834781063513	0.63308252399176	0.178359442185251	0.906500678447778	0.873072822459371	0.425974985664567	0.913031201588712	0.950109435381304	0.92202671578784	0.829026592364526	0.916081919616543	0.879669008284751	0.805666176533534	0.156641952983023	0.902528857610851	0.620971060449361	0.383835155118774	0.928269533621797	0.939453696571027	0.940768272890393	0.915018228715734	0.809369027535819	0.894826993271086	0.522092174657991	0.387633115001322	0.809755560980651	0.392703717352409	0.165876236792463	0.353859017335255	0.342521516697	0.935390355752982	0.463774031138895	0.372774684375669
AR	0.916137396043854	0.678860207385076	0.805546031133739	0.774907888895708	0.792008294882323	0.928387394007462	0.903438157317836	0.962005394129	0.897484624078281	0.8178327353243	0.931115245909272	0.770023381372528	0.879044799787373	0.786596776684266	0.439568538358318	0.893315431473547	0.838451659476105	0.729563601421081	0.6699974944546	0.78897796712311	0.826299241814578	0.918622483953838	0.94632630140672	0.8681703125129	0.948606760136414	0.799270290569885	0.920795218527127	0.821762615938091	0.815703269377604	0.887191204740703	0.941591769858012	0.519650406066471	0.92941610349236	0.843943266879329	0.756903588593027	0.955103860793144	0.951708589439634	0.848673809700809	0.896948432499499	0.801022908441726	0.84652649340943	0.467446857173581	0.785162939517542	0.780712491144867	0.900239518221237	0.714198886337416	0.950338760884028	0.940465287454903	0.483443295542109	0.959537427353628	0.919456085236135	0.934505671227542	0.948356024967327	0.684310628862867	0.79874288976526	0.852149470919279	0.926512110184617	0.886417771838363	0.90795171953276	0.675804344214469	0.810218226525159	0.87322646070454	0.933597465455271	0.939614836354816	0.921847623228336	0.933014473446147	0.904948341395123	0.878486918911201	0.937681700866837	0.958384393640139	0.437543262138334	0.626949489219022	0.923403472102018	0.877458452672102	0.86023296550543	0.686237442015335	0.904970421233027	0.919212940058447	0.93491782768538	0.917921316332153	0.825271810578951	0.935251339195598	0.707091513881356	0.874326259828936	0.934146942982239	0.91954425431638	0.950559610607422	0.876311226687888	0.805781338659345	0.911053103937341	0.864663852124867	1	0.880299038289952	0.834870510687374	0.721213557143479	0.749570453372571	0.908169167982232	0.552523555952863	0.899090361757106	0.685583842695052	0.646214970878559	0.897824695990983	0.947833963908036	0.899215881562405	0.917716343173493	0.8893392161667	0.771364073511794	0.819740383171742	0.924719530078022	0.570161971687612	0.904045757210397	0.920531051353625	0.881586597089307	0.752988802367777	0.924642711354085	0.890640058472405	0.872785829148124	0.841629323267848	0.366169985107933	0.889890151074691	0.841143856226401	0.903419671164955	0.851335149917854	0.926363309977959	0.81366752177191	0.91614643908147	0.868881553157666	0.61299449871769	0.574289887886376	0.89784149442474	0.913162146699991	0.46469319351579	0.124727131388598	0.683601936968309	0.955592101076857	0.480710991826419	0.948924129700294	0.832317896994448	0.886134513813839	0.72355463542307	0.911730712516893	0.922866575975756	0.843411745848443	0.173618181379888	0.710054112793534	0.61338412440831	0.336633166771948	0.931142206383375	0.939670230092016	0.945335732024374	0.706246019746441	0.784431667323058	0.862183947430361	0.518574022525875	0.394743178469029	0.831224222983032	0.454238880548493	0.104826725471952	0.360753192476822	0.341200935173091	0.887017498703388	0.503391599236788	0.414001022690589
TMEM67	0.94760863865152	0.801524846194162	0.866125158253368	0.856470476081978	0.930020272751567	0.867582323239019	0.964702209384283	0.886883777291234	0.936671819289733	0.909941120574152	0.928691031141371	0.887144839901955	0.926061036320826	0.889928925464875	0.503175151622677	0.877386898476484	0.89798551922866	0.8275191957813	0.779603260656386	0.812709268318992	0.867167568250955	0.919521151048962	0.902709932113545	0.918070701145282	0.90263976329969	0.913004007804579	0.893297487680631	0.664668614280534	0.905083203390004	0.907503669929587	0.906734656732501	0.618961099827628	0.895486633737139	0.926588532072752	0.824057400652125	0.88152642963049	0.928517505745461	0.929191282980863	0.888475598795011	0.861663395703263	0.877747217005529	0.594287120029408	0.891396986591117	0.900570228370236	0.910716526337184	0.601882179220116	0.909489429096956	0.886040679684591	0.652173208276202	0.905097660708926	0.832623474313703	0.925437827022271	0.932231032298272	0.802082962802144	0.643042973890834	0.909620794184051	0.796944518342852	0.942248466087748	0.894230458354006	0.770150157902102	0.905670192296002	0.859317589719327	0.925633711221607	0.869924596126288	0.815068415061321	0.909002391480396	0.937751138892557	0.824286077055792	0.834860740365441	0.897973357778804	0.575583067619317	0.745460628573446	0.931378412617865	0.794275714436237	0.89487374629014	0.836127180086837	0.88942479711281	0.898078150034794	0.936262898699877	0.945249241396659	0.90400073241199	0.936702691780273	0.840327175960765	0.818682326015192	0.912737090662953	0.928228327498977	0.933165596315173	0.909207822754068	0.84387084014144	0.910239004692203	0.946113480067321	0.880299038289952	1	0.910453452424355	0.819193258746857	0.793208453595853	0.910691172079754	0.723932526731973	0.824938875064182	0.787039500957299	0.808326034156866	0.926303485167768	0.880172851572216	0.942623847551	0.839226617853349	0.684821974531682	0.745500504317552	0.863862233565668	0.919997954550855	0.727444539784148	0.788996542576967	0.95143299393687	0.920270057716615	0.81280072295761	0.88668178800557	0.936594449022138	0.830598408817525	0.881727647032329	0.450127125107606	0.920171185153439	0.923315107582507	0.831282511797218	0.916823945299216	0.890508216389761	0.844231998310439	0.869296830326515	0.868110693298276	0.555418594330589	0.71094268463693	0.868605935728556	0.894476870489896	0.560338455106888	0.202717518795629	0.848890710980931	0.910069905359984	0.456491061031426	0.903679136804645	0.941082891654489	0.924974017149757	0.798792880907289	0.913578186715151	0.900672675425462	0.807430301578469	0.221576771087265	0.815019016435225	0.623163886006188	0.393232542831552	0.902410419393079	0.936308785346551	0.956259914368176	0.827270914755884	0.770882902971494	0.91224335078639	0.517671988311643	0.386463162825684	0.793716867846511	0.389411530062784	0.153396057103269	0.33932528441105	0.379252874485358	0.921414189229196	0.452506700160365	0.369538799525603
BMPR1A	0.899318797838564	0.815794109219242	0.869588945561996	0.799249393165773	0.931504031941019	0.840102925741872	0.92822451321267	0.832929220127831	0.945827912136087	0.896892983063702	0.918913570501846	0.908663940918746	0.926967254248241	0.86423241977086	0.403780681856283	0.826126912081214	0.921691610284689	0.843220246400708	0.802831095948335	0.781254858537911	0.902666598067962	0.89146351709031	0.875288256058109	0.952223086690226	0.870774795221441	0.859417776855952	0.901903178562091	0.56335905159879	0.91961694151319	0.909749255641381	0.893353125875771	0.661750742742202	0.892641849904689	0.909872924099057	0.869316028646134	0.82163312847228	0.87888296606055	0.933963018445951	0.860773138397113	0.902630351521364	0.90300649579938	0.713508627740963	0.86682974013427	0.888661523125037	0.864159955105905	0.49065914351292	0.891190956798724	0.842679698474172	0.759751319934688	0.857320413964573	0.823575400344431	0.894023206827608	0.875285826653962	0.835003877041249	0.617042293720107	0.931969908092073	0.777700055345458	0.91161687042842	0.845603131383117	0.801447279829893	0.851004077793002	0.858773518830429	0.886948117478355	0.801457790012477	0.754545007463829	0.903056308240596	0.902251467958211	0.816478898104471	0.77511214132667	0.862404792222134	0.661830564733963	0.770204425598503	0.862601216004932	0.731219618350676	0.890053786255007	0.832994649262038	0.837269051785175	0.847137992009156	0.89129729293706	0.909139314154723	0.898840561213863	0.866073882155756	0.891167691164085	0.74808536147288	0.906629568861359	0.920272642850763	0.908304236411599	0.837184016985384	0.859055055268039	0.889577834875088	0.940541291526551	0.834870510687374	0.910453452424355	1	0.874381536891589	0.856519870976697	0.922377055233768	0.741959493360357	0.798344631846879	0.773294619353818	0.798813094076398	0.915400828734449	0.822747444548544	0.951645287452131	0.821820885468991	0.62607768844299	0.710379611503619	0.806411454977436	0.875592149583704	0.778352236352723	0.71404499284837	0.914527091839105	0.931418520353856	0.752843482503293	0.810038266932587	0.888492840710093	0.764831298663732	0.845400169542719	0.499958914164341	0.880061832708439	0.911908013770346	0.769396016608942	0.884353384001867	0.900749246874947	0.804678042700382	0.812792625295287	0.851768691409913	0.52412734900861	0.651238505802216	0.83375757623376	0.835905625624861	0.490406593385614	0.146534521038966	0.837655908158555	0.86608857573229	0.360108122101468	0.891359620513238	0.927656121653177	0.908690932241794	0.753317083832107	0.904434696186626	0.891665703319995	0.734563860704755	0.112818681367938	0.794747186188031	0.561412049921461	0.33142005182234	0.890192524182324	0.896908454828986	0.900246981360303	0.852669321865383	0.762548700521704	0.888575646053816	0.479300900967627	0.336441931000558	0.788990911895658	0.3221266822793	0.0946749556875807	0.310766137930236	0.281144676750936	0.902398146359983	0.399692093642406	0.304406161817537
ATP5F1B	0.781655568165124	0.795543585257184	0.729679825969781	0.746970220893908	0.942514335657962	0.673470575242074	0.828440099727664	0.689777645177733	0.904701812304295	0.787767325753116	0.766670195558616	0.860443560831303	0.766259207888395	0.752936054241373	0.428274980919506	0.772916673615118	0.839286772124488	0.783013049836477	0.759844351742376	0.659877014591919	0.891714484484287	0.733317036057611	0.715828521150633	0.921899493664878	0.732534441156284	0.808945462037576	0.803384625125709	0.40976160526537	0.840909960036455	0.881544721346595	0.779254787402971	0.73651760619122	0.690498862043614	0.929704252973331	0.789254345077295	0.707207760139298	0.771938067179706	0.882033036916239	0.662530981713867	0.845215553443955	0.830859795203297	0.820244093395588	0.806791844558942	0.881312555554906	0.727619008842522	0.489725674572251	0.778759596176307	0.691721769266907	0.805120085369195	0.698522275270494	0.644114205221592	0.821974981765278	0.755340742849257	0.958913903140444	0.566216915085758	0.883086257124705	0.651743555309899	0.807234592683437	0.783928649339242	0.798754109050836	0.861351154521825	0.714832919431821	0.798672319833589	0.676510239770459	0.580304442015722	0.779019012899867	0.86923092750162	0.691533570402484	0.600757562640649	0.732178392049221	0.713150319685592	0.717065439864592	0.764462484697069	0.565735710938311	0.816153747869276	0.905508030492486	0.786939300814809	0.725374077389761	0.796307173644009	0.811476506492162	0.839289818055745	0.798916213128998	0.933121474289401	0.574833144705135	0.788543963983366	0.765001437687429	0.813551610441451	0.778365905732407	0.692381889584547	0.774551361586547	0.903676252245402	0.721213557143479	0.819193258746857	0.874381536891589	1	0.836048410866876	0.79600218479393	0.841455098511326	0.735815519498073	0.840789149202431	0.857927273854047	0.753390019368729	0.754123564130933	0.866138517749434	0.635269388296833	0.494772948714678	0.641592245958177	0.844508854687737	0.794776118043508	0.842690839630862	0.56866941570872	0.798996005302894	0.81578649566558	0.742554112138332	0.711954614456809	0.789181457759732	0.577182720493166	0.838018721916413	0.486173651324145	0.812412706906768	0.883405554423115	0.606237079174552	0.89383366183037	0.773350964473061	0.762123265520994	0.675913370823744	0.8473910118674	0.384638448164163	0.630660108634732	0.767370402893169	0.775894095515788	0.523588790776251	0.100985847430276	0.823254879096776	0.68761733446468	0.292559109739504	0.767726019195028	0.912655034304336	0.803045023231268	0.788029373720745	0.803005415394312	0.731626054936455	0.694548903809819	0.0618177931353079	0.911618353372199	0.496388519715433	0.298109404849635	0.801871249427341	0.793974868757004	0.811131199835652	0.945145434666477	0.698933217081882	0.832149746442334	0.398368263072838	0.271896405076601	0.688190057102919	0.312270967572441	0.120537845221384	0.249211425711669	0.217270586063389	0.8435800704462	0.330080190079829	0.281856347286759
EPHB3	0.840976192238123	0.819210840602273	0.821352010374879	0.758153054966346	0.827492005512936	0.757101799960343	0.853098696099503	0.769669360446112	0.873951646160518	0.865135267853297	0.820382826033537	0.89954815045396	0.825135323998065	0.792914903496965	0.526193877617455	0.842072516667994	0.87209021162087	0.82654134397848	0.80379722055746	0.733783672003221	0.864343053939816	0.818651599015364	0.800986004234704	0.878011110546668	0.805878459555119	0.795217264616759	0.808783939917667	0.487278891531065	0.874140399284621	0.811408907656049	0.8267095128646	0.705009192561276	0.750082934408783	0.835811998532494	0.833121529906277	0.751543307661963	0.809269854964677	0.847227006041133	0.75850055381084	0.816831307105616	0.837174095420497	0.717661823836157	0.82570890359036	0.825558366608395	0.782857089968274	0.49367598338636	0.811357140675543	0.779426339850361	0.749525883663723	0.765716978968733	0.735001824576178	0.830817707988149	0.800244261830144	0.763026789154018	0.608219414081412	0.867806625891988	0.707850009074184	0.860894531651802	0.852753860900646	0.745604711025356	0.816646752556623	0.802141876432423	0.831754425821672	0.732989472245257	0.670614711522302	0.790903965942897	0.862715646430016	0.798796923476915	0.66534216725096	0.77863682497297	0.715366347290144	0.716178222443645	0.760808260730938	0.651781595462694	0.828565861815367	0.779905198610474	0.839613483035585	0.776769413199646	0.824633996767322	0.810650031397627	0.843836074052862	0.791577198067428	0.825656851153357	0.745414019436549	0.852816336496003	0.821926383039514	0.819593194203151	0.795160373783131	0.640153003209059	0.763103962424466	0.844470719904454	0.749570453372571	0.793208453595853	0.856519870976697	0.836048410866876	1	0.80486307076951	0.648270736086534	0.787405954208496	0.772981134688034	0.719399409351882	0.812241545959176	0.792031901669698	0.842063519654063	0.68580396228563	0.600080313799806	0.643549828394526	0.757168167259065	0.829722879816445	0.794428293621632	0.674205005413787	0.828660506894094	0.831611832648176	0.776648890100719	0.787406022430424	0.822718222733636	0.641114895265792	0.852387893676655	0.616605599689786	0.796756219889734	0.848044599186448	0.638432953302645	0.854428810488256	0.840146290519159	0.724122429306942	0.742661780351825	0.842546393600818	0.409599374727847	0.468139175900866	0.786726264845479	0.815126175207561	0.367440911942056	0.0284511082395069	0.70036451698253	0.76514075913596	0.259357299114656	0.786319356741742	0.865747839232045	0.796905266129938	0.697652324127256	0.846096394768497	0.803976068163931	0.597855165640184	0.0229319757866469	0.718847216424096	0.440032944482804	0.214194721178091	0.827495009633335	0.798254665596851	0.817493351382432	0.763158902731961	0.72632939426979	0.805999075230462	0.39768091810831	0.258042371610785	0.717340562383904	0.346804414788359	0.0229608241459147	0.255754645844721	0.182263874384118	0.818603709414715	0.363768607456669	0.303137311549864
TYRO3	0.942147805957039	0.749324263274536	0.868447637632461	0.801231004828273	0.871079181818453	0.909781194314222	0.934624416379638	0.924013263690127	0.947540565426944	0.89039523623041	0.974599559507592	0.872012557955671	0.962236128285796	0.8922497397602	0.427946599506727	0.844131263694351	0.928537062311274	0.808647298234634	0.768450451244544	0.834686342310338	0.86117362331647	0.95919466906152	0.943257986842287	0.938319099153159	0.928722376179575	0.863229678615182	0.924412987310971	0.720681199566411	0.911462523536536	0.90649203158723	0.936080704200493	0.568899408306451	0.939802856954238	0.877655396726306	0.862753089374947	0.900922656227733	0.928264867857602	0.890855987915147	0.939827318628677	0.854563525576634	0.914555827674276	0.559946772131162	0.846708277779069	0.846965531569773	0.925663535750548	0.62335337697269	0.937968601738368	0.920995656991585	0.63618767690395	0.930675368500038	0.925840933913329	0.913829262066414	0.929848311454654	0.772202812322159	0.737986325745951	0.896912843099537	0.870273369473471	0.931316050814966	0.871521498052097	0.80466421475872	0.855742050144059	0.910463675310545	0.936345557350682	0.894420191896873	0.890075396300064	0.94946372383239	0.905875268271654	0.862502818100034	0.878818840914104	0.928516513154674	0.609485672570298	0.75563278995847	0.923028826079249	0.853468199021156	0.918383627540716	0.760097485388039	0.866841729170148	0.911219168767113	0.918451344589524	0.943106288847561	0.886431784913972	0.918679642034012	0.815932287100471	0.860052691200638	0.943633213334868	0.959240771478413	0.948138595796011	0.895884324978007	0.839634176314138	0.941343683102497	0.934135829533492	0.908169167982232	0.910691172079754	0.922377055233768	0.79600218479393	0.80486307076951	1	0.64352537829183	0.82678350992352	0.687754573792323	0.736675712244821	0.962357865976143	0.891510922166955	0.918986986956746	0.874090416282544	0.779375322268134	0.756321024285885	0.79008847260183	0.938680321454762	0.660725490879178	0.816926969497364	0.936672451053981	0.927643679200112	0.748761993204305	0.864218828857384	0.894204189423158	0.815842616321292	0.848639560607511	0.453777260102679	0.891278848033098	0.85934519760587	0.857454435659057	0.856620682063997	0.949758137893718	0.84061154574371	0.88440604323523	0.827923515137748	0.568461816577742	0.596662773309083	0.867150823744338	0.868756905673932	0.509634286835777	0.12287494840816	0.814889747722277	0.930775001050072	0.405962000419122	0.964505690778452	0.894738062558452	0.919903078674568	0.747997131410634	0.932248958613316	0.933082821206212	0.791226883399205	0.130241505103986	0.773268349118902	0.598373660789276	0.317689726212956	0.942595192587038	0.943856752272926	0.930848553916019	0.816219260156107	0.811131565835914	0.844531235458488	0.476920165585272	0.34873352736298	0.802262474830707	0.378841156598352	0.113083268148352	0.328722765827357	0.292039988551235	0.932377565266566	0.440316545739094	0.348078546497974
TRAF2	0.644820044130214	0.741772941751221	0.645997522395262	0.691517790702643	0.852482228475619	0.566663238394987	0.736031807664493	0.535715399556146	0.737851114282955	0.695394007780467	0.639595118939453	0.724564684784339	0.66067736099939	0.674433404323228	0.45448939581327	0.58857493234745	0.683466602698226	0.700389548888807	0.660783577312561	0.575604311859903	0.787803968582735	0.593430373469143	0.548974266229659	0.776707130157479	0.573807397756741	0.744428551676424	0.643549620004746	0.238449876102585	0.700944971393916	0.753746224993867	0.63565008864818	0.713285773907363	0.588188275080473	0.812241645565024	0.717141370599147	0.552955105502614	0.634310142565741	0.816832594286012	0.560809048006708	0.727567662202615	0.714649295229712	0.70777320584411	0.754943114048696	0.788374391106096	0.602929341742776	0.310929815882973	0.640336671024342	0.530918439743673	0.753653121124087	0.543636114978816	0.496539270626978	0.671525274707845	0.588330652420601	0.818530581154944	0.451552416649323	0.752099849341081	0.498264208531904	0.680414190569927	0.605106646857075	0.642296668454078	0.738547088765078	0.583829172575297	0.682273788691786	0.526280086790561	0.414313116735532	0.608052988770226	0.72832201489918	0.555745233219287	0.451525320043295	0.570649015631551	0.629572584767274	0.685853258482158	0.645836958384463	0.423126410021571	0.641477742135199	0.835014471251758	0.64003121696047	0.617669268740699	0.650552405868371	0.700161227128352	0.74838957474397	0.66363850998085	0.803053763995408	0.46419378861555	0.659840861360592	0.634303455565868	0.644413108399953	0.653467578211611	0.654892319970459	0.617619569247995	0.763097789430285	0.552523555952863	0.723932526731973	0.741959493360357	0.841455098511326	0.648270736086534	0.64352537829183	1	0.570458401641695	0.805449143906244	0.770097729965156	0.630223472314779	0.570068598431689	0.740507242149679	0.54926319743958	0.3148424241293	0.605058112828812	0.714795222057459	0.633686698019381	0.75778369002628	0.404621095480916	0.670340614572373	0.685662236585696	0.69672226173495	0.548727841668434	0.684024333676885	0.440681508080833	0.663252469660947	0.347964872456456	0.711706425556954	0.734305998949229	0.470701331951605	0.726462687598352	0.606551582458799	0.677485857123006	0.526956350046587	0.750741508139573	0.338781740288113	0.707269227996466	0.578484447769477	0.611156821181141	0.516546282777067	0.171110827232369	0.703904279219763	0.540703191986739	0.276830854468581	0.60931603113846	0.81599290453692	0.692745655586224	0.731557754196257	0.659598821609246	0.574642464515998	0.575771351792352	0.112328432211368	0.771232884488473	0.442835861664698	0.313385010872676	0.654251740016045	0.653217074575859	0.663724002777103	0.823990892483699	0.531785819931832	0.761265990853845	0.370233279510791	0.289339956434784	0.609467644498008	0.218885719872594	0.140166339286727	0.24779684761025	0.249135244018566	0.7291625126145	0.296993544184455	0.240751894349983
CADM1	0.892731693150933	0.747890142558227	0.770207513041864	0.84759080495409	0.786800933266909	0.86761302646296	0.882986206703148	0.917072871088939	0.8743122739248	0.823575283321815	0.862964480493455	0.769869749640145	0.809608327665703	0.724075985377968	0.526816883430383	0.922197901441705	0.785255643715426	0.76305646701643	0.682153055148276	0.843623454679118	0.848707734376381	0.862386906984565	0.898166877799859	0.831258811703294	0.904335738472225	0.803004562866692	0.868480664377293	0.77405567297249	0.781478746795963	0.868670258018118	0.921688929557185	0.672687735258044	0.85120531369841	0.864593662266158	0.741810122412471	0.913522469278897	0.931489909441449	0.824513601727653	0.820481782597088	0.764615491229219	0.830572391957042	0.57262714669905	0.819617509413208	0.780425132228582	0.853962062728348	0.717761243794653	0.924748718470741	0.897303933969511	0.529734858729181	0.917027093619409	0.848261938675259	0.925533995787393	0.923448092767133	0.6831924052826	0.844434896262954	0.814947413999293	0.865020014631702	0.826181347814005	0.940809684459569	0.6143894283635	0.839824866173414	0.857341516705729	0.913565010570427	0.918430368084692	0.839111970123608	0.85944972036853	0.903716409807837	0.869714111492359	0.871757981024063	0.920370979932076	0.479606547991113	0.638330312587599	0.886991014296785	0.82573778090834	0.838912822782947	0.680250307830871	0.920614149076357	0.890862803565772	0.916768321004557	0.901259049623967	0.830381740477537	0.919519785289229	0.711615303968334	0.831738257456636	0.91127253821553	0.861619597362981	0.894850915478228	0.869667590242415	0.696259819807712	0.885893345623923	0.834454233199474	0.899090361757106	0.824938875064182	0.798344631846879	0.735815519498073	0.787405954208496	0.82678350992352	0.570458401641695	1	0.795927246527762	0.661973490440867	0.826841627225222	0.921158680443399	0.882960128042962	0.838533630084537	0.82398759036167	0.782009160318583	0.824195000774542	0.909373100228576	0.676909766875304	0.917249768145474	0.90268519102781	0.892401204059118	0.845315953013882	0.94444163225056	0.893238213446037	0.851116176325176	0.871294456045726	0.406199395119398	0.896357139321688	0.842213696625521	0.857427975838249	0.877458326674403	0.900343135222778	0.820361424968256	0.906943156141212	0.900681731848738	0.639271615727759	0.54870242172667	0.851518523658036	0.92188624991362	0.452540623621683	0.107482239240641	0.622586614677717	0.900958422321958	0.510156905098449	0.867078406547657	0.836720975634702	0.865587712945219	0.753927888570502	0.853520222201123	0.878380206581432	0.773924134259125	0.16801088743865	0.704034274808024	0.613157656098187	0.350969638178559	0.906203137292259	0.91981274694239	0.923983144600009	0.671760442228167	0.813111492556764	0.866136700645252	0.576624592625502	0.464630599122588	0.821890847185602	0.533841465751942	0.109888477566513	0.44638820779125	0.395534584995051	0.861363386624395	0.59290213779979	0.505783203912997
EPHB2	0.789328007619946	0.867449054611156	0.745596706157962	0.819865698685809	0.863845647605438	0.665448454791974	0.836586003257163	0.679834834195065	0.801518094664017	0.813903462116655	0.724303314150254	0.831475085742427	0.714446205653308	0.744478651092779	0.621325317178659	0.776436507613697	0.768420723412774	0.829753187822949	0.772920166190506	0.733181989636162	0.882669333415	0.719166944637579	0.700121122009216	0.814432623615421	0.688469075164817	0.811002592507406	0.683794695633783	0.427344394979294	0.794034355045563	0.808806935656688	0.775258939504382	0.802359354282397	0.653576954460445	0.877933157175424	0.784232542390683	0.69992305123122	0.767852959938919	0.851326249151282	0.655754497042799	0.743072149016316	0.75284622563012	0.740727714490429	0.849964112586383	0.856802041596871	0.741072423893333	0.48789037014921	0.734932928112814	0.706138922522023	0.731196728267803	0.693641325849047	0.612550697503074	0.774142804377678	0.743393653077432	0.769858374003727	0.596571009302945	0.789317833941926	0.626851602516148	0.756281993994508	0.791278649552308	0.673555238797852	0.831410311634724	0.674379035881617	0.80218502501953	0.691192721549026	0.550366550944083	0.692596023010603	0.842760543325964	0.699651224267183	0.581933087232321	0.699966403133001	0.647886032491448	0.703740956018626	0.76783029040023	0.573813765046434	0.735818312858579	0.860243119884893	0.784981132521151	0.735787011345032	0.772602615179865	0.806084311706313	0.839499554120859	0.766768184398584	0.779099440655799	0.600910487895298	0.765846466126811	0.715335988892783	0.741713586111665	0.793413897701874	0.672894408879767	0.694548839149572	0.801419132182228	0.685583842695052	0.787039500957299	0.773294619353818	0.840789149202431	0.772981134688034	0.687754573792323	0.805449143906244	0.795927246527762	1	0.76646550594963	0.719945054541408	0.715611463813724	0.810108857225591	0.612744651139551	0.504939774536308	0.676913568838866	0.827777770837453	0.760014188120275	0.821959384831023	0.624178995149569	0.790612675335764	0.793244103560852	0.863826707073939	0.752594967270174	0.82330782307052	0.590528389260085	0.767387012209423	0.528407816099236	0.818285704923512	0.794230756154712	0.584386927464666	0.874247599693829	0.722373189409334	0.768249981291557	0.680894339848006	0.861432161971396	0.452921304999265	0.636981890247685	0.678702248424505	0.756766496430026	0.426053560084492	0.159938499244009	0.665515631392071	0.672503505118579	0.369211815406109	0.673987105649607	0.873267577996727	0.752233994457951	0.788738916886193	0.749963099131283	0.677331150264155	0.655748335048078	0.15180291471247	0.745546275129969	0.54044940485526	0.348229040729187	0.764584197820464	0.766644756303548	0.788609962880301	0.750042751327889	0.683910968918138	0.85382594799323	0.492292866422653	0.396169704270085	0.657518472330379	0.399799388631652	0.126609171439813	0.359011310705954	0.357013683626017	0.8062702776135	0.448316047668647	0.391902059574009
