""	KLRC2	NECTIN1	ACKR1	NOTCH4	ITGB8	TNFRSF1A	PARD3	PDE1C	LRP6	CHRM3	HMMR	ERBB3	KCND2	PLXNB1	INSR	EGFR	CAV1	CXADR	GRM5	ERBB2	NRCAM	ITGB5	ACKR3	ATP5F1B	TNFRSF12A	CXCR3	PTPRS	ADCYAP1R1	APLP2	CD47	LRP1	THY1	CD81	CACNA1C	TGFBR3	KLRK1	ITGAV	KCNQ5	ERBB4	LRP8	IGF2R	TNFRSF21	GPR37L1	GRIN2D	TRAF3	CD9	PTPRA	CELSR2	LINGO1	PODXL	FZD5	CNR1	LRP4	NOTCH3	ITGB1	TNFRSF10B	TSPAN15	CCR6	PRTG	GLRA2	CD99L2	TSPAN17	SDC2	SMAP1	RIPK1	ABCA1	TRAF2	CANX	MCAM	IGF1R	NOTCH2	MCFD2	PLPP6	KCNN4	SLC16A7	GPNMB	NT5E	SCARB1	LPP	PLXNB2	CADM1	JMJD6	SDC3	RACK1	LTBR	NOTCH1	CD36	PILRB	CD63	TFRC	SORT1	RYR1	NCSTN	RXRA	ERAP1	ITGB2	AMFR	CXCR4	TSPAN5	ADCY7	CD247	CD2	STX4	LAMP1	CD163	CD74	CD68
KLRC2	1	0.666947955699015	0.126529331323229	0.315922867995152	0.820918127762472	0.600207018090563	0.670137811388741	-0.0150259984931543	0.830568997353991	0.705031621945115	-0.0637252951702877	0.879988824389985	0.812523825626474	0.807785465107465	0.833314354697639	0.809839495202246	0.198394141577842	0.792548164659552	0.280168329260543	0.794598054694261	0.822660535613455	0.336535363158409	0.487565363916324	0.617401382655682	0.448717733730262	0.37730991042519	0.838895873831101	0.579674410594826	0.730591363179885	0.819214757100355	0.759882664149603	0.38074311551237	0.662309640658675	0.754464165744688	0.794697175029866	0.366791958229124	0.789519374324269	0.292567189118191	0.88016397574087	0.857508633775396	0.856050658568941	0.521187081057722	0.765472165614053	0.843500034578253	0.402278537468921	0.564517842764857	0.803587794175546	0.903710888719638	0.849853664958002	0.734525062952814	0.837074468699942	0.860117838473875	0.496347402158239	0.681751761268742	0.583518834502372	0.482865832330578	0.349936133115779	0.136601762426036	0.905137379645317	0.866998191074211	0.818127340780717	0.664439935984451	0.778347538988369	0.828445726601057	0.706830284043079	0.802611668599117	0.418270307331541	0.62127620263897	0.745038332857881	0.785849354024701	0.693483928821641	0.664927143729426	0.782716574642385	0.0989488961191691	0.567444543522655	0.637805298919313	0.77462670229511	0.665931626197819	0.791119409535864	0.715708278347901	0.732939594414225	0.694068635452733	0.760273656027313	0.50109719554182	0.749539657943815	0.569329533844821	0.00349100562546698	0.918079560700537	0.66473575706243	0.572790129252373	0.834135482910038	0.244209516033761	0.684034488220127	0.653516336123204	0.793720728357238	0.112134475551103	0.701430045148219	0.230654158091705	0.812271562527497	0.212817324117609	0.255642964018044	0.199571969197709	0.629778191979283	0.700099780200404	0.0986773162982739	0.105704372333684	0.106448042548508
NECTIN1	0.666947955699015	1	0.299814081005996	0.593642527087807	0.949816063769369	0.720326641143832	0.803856653442528	0.349606585811424	0.875586720193545	0.824203148623572	0.104314058257304	0.899521818141333	0.94359102675676	0.885220437857974	0.899532438810315	0.894955532462815	0.368408200542085	0.885716794852261	0.444375058037947	0.873764361275877	0.944711659187531	0.527996171224337	0.682336036287731	0.709171083268827	0.566780602054917	-0.0153646436434629	0.941315100054385	0.712498166224108	0.868708234917616	0.829048061500323	0.890107299170233	0.517675109652557	0.790065117253298	0.835620282859999	0.89028072456715	-0.296562407136902	0.8789419669829	0.228923359153114	0.843317265995874	0.883999011245504	0.861627407259026	0.655137473993402	0.851465007677204	0.894268787431699	0.414283958280724	0.755138310084981	0.785122682632381	0.84532156561895	0.901290246585954	0.792264745305825	0.785429971082534	0.838840293245591	0.676284698138811	0.836048195590226	0.685442514429652	0.686733271744391	0.375480213302003	0.136613949887658	0.85608138607073	0.854304534139391	0.880281962939182	0.686096298938128	0.88666349214065	0.818963392200276	0.731956331154793	0.885140248371742	0.362406005795349	0.758337963965628	0.868682398935069	0.877747718662865	0.76386895608199	0.784563279677826	0.807534535666092	0.0985281734544936	0.219733952738997	0.843653656381168	0.875442940124428	0.777488161814203	0.831972433114158	0.864084790450662	0.820761377156373	0.462488333313734	0.887031799741599	0.584618382111865	0.846610765743995	0.521859510209043	0.335715321079229	0.758430450889399	0.805702057757784	0.461640234755163	0.895809967659229	0.277889738178443	0.837116230784346	0.796801320464106	0.664283652381743	0.0960550005999772	0.771520383318367	-0.275066550533331	0.848178371335064	0.199571934467074	-0.152826797171224	-0.118644664635842	0.699385322364889	0.780509729980329	0.321863766917272	0.23500620634359	0.295339122841307
ACKR1	0.126529331323229	0.299814081005996	1	0.921453993526198	0.329172909579336	0.81276337593111	0.733872965673585	-0.148609372832492	0.515555995581742	0.646796466795313	0.956593785980938	0.380253358004383	0.129708684783979	0.504520143356142	0.448183695599117	0.484901307131162	0.979595162165996	0.573527917894999	0.983733121008776	0.542477185418098	0.355232415221987	0.900654472354806	0.883806666741288	0.81312061405442	0.888827571236468	0.702258646832761	0.286846639516748	0.836292550129535	0.62380305527677	0.583097434476386	0.549512514335056	0.953554454062388	0.739685830256099	0.656838621866188	0.517660348775009	0.0483974316644603	0.539742196681551	0.942955385456758	0.0102281135509032	0.411441288871731	0.517185283613805	0.880688460954577	0.639512211816246	0.313964853900948	0.954537910564529	0.822436130445928	0.651814455104602	0.42121347541904	0.325276828204978	0.434932368005412	0.616528560388305	-0.024343599242447	0.889478440780302	0.701644576713927	0.84305351350595	0.880239344333662	0.96364991784411	0.959719160780578	0.326282139235763	0.0283800673316155	0.448126758129091	0.792464680150917	0.524726102764772	0.59637434749744	0.767005638050982	0.52562715772812	0.928744621529293	0.795653228328304	0.624228308224933	0.534990400646577	0.75403166639105	0.755037792787444	0.635824774880319	0.908470804136841	0.679955234699695	0.722671220783692	0.56521764806806	0.756609613047705	0.620342709000977	0.652543138212122	0.681358737559323	0.749969595856627	0.602306422454153	0.906725907745112	0.628274255577072	0.881501006714171	0.790679361034752	0.483315080234544	0.713273206295231	0.855988219239086	0.458652940844122	0.978808581981152	0.68984308265855	0.746266864398843	0.701380093649124	0.949823422033538	0.735480241553239	0.474478213379353	0.571266381891419	0.967559142597037	0.637606708746557	0.744246816512678	0.825045628547292	0.742420714415496	0.99067996935592	0.996305894637641	0.996058658919655
NOTCH4	0.315922867995152	0.593642527087807	0.921453993526198	1	0.590581071586632	0.912332262289227	0.872524472376178	0.0729857237556594	0.714875647678988	0.776342954414674	0.807366621890135	0.610824294758592	0.433743537877082	0.696420929620419	0.664887592106522	0.696521549880913	0.931778385119283	0.771508598791858	0.955492760459559	0.735974670591936	0.612655388522648	0.947296516281357	0.945618305489711	0.909655400783051	0.91401934941566	0.580477813464655	0.557971762495028	0.921588615925656	0.810685883135293	0.754506362843384	0.759141005602691	0.961542569444573	0.883729870007749	0.815916903969636	0.724085647315887	-0.0731231943182282	0.742482099451567	0.841942501033373	0.283420240463849	0.628353174415779	0.721518064330052	0.940977062676159	0.809279366788921	0.554338807055491	0.912643508534791	0.932869615762925	0.790892735871486	0.623132999472645	0.555719446144572	0.665217123910869	0.762222767372696	0.253586054203759	0.961945325530363	0.860188767977004	0.932297809418211	0.972097953790876	0.923568007412381	0.833264861781038	0.551291714724048	0.302415773601228	0.659248211294277	0.874489158454123	0.731493332953596	0.761097384133236	0.869968608058376	0.7296544875086	0.876992504825597	0.910578572169686	0.808192072709493	0.734681186852768	0.877884290988611	0.886671632741319	0.789301072373792	0.781115509102258	0.6254124816062	0.878162519122827	0.756459622710601	0.877077889704833	0.787659685917094	0.827302654297618	0.835760344978367	0.762375058619372	0.795674682072604	0.948092147153536	0.796454137017747	0.903572434709957	0.837400952057354	0.649763243968881	0.865487268538982	0.845072484677427	0.675165182820399	0.909638529423753	0.854177731558954	0.88158770423522	0.796229089959683	0.816112638575282	0.863585644474713	0.311089759007771	0.749779173122751	0.849443614107304	0.489514650549876	0.57708191842399	0.910610696389686	0.877759122999982	0.907453476902494	0.893900137786147	0.903180685845085
ITGB8	0.820918127762472	0.949816063769369	0.329172909579336	0.590581071586632	1	0.804236798470729	0.878073181741852	0.109778804726179	0.967785893885034	0.903671367266485	0.13934831400364	0.987448321450069	0.976545856227869	0.970111610694011	0.98470410453971	0.978977482388488	0.426671683075673	0.957285548525226	0.490621097067187	0.963053798620323	0.999254793534955	0.59545762886125	0.72917974195602	0.799782512826388	0.65926401830662	0.128627441870272	0.998182954848398	0.786234524755403	0.938507296744826	0.936431630645242	0.963281743901604	0.583905071548381	0.867886371843813	0.91986360573354	0.972468047497557	-0.16043018246104	0.964320031979031	0.306283304011095	0.934680073568236	0.982857301512316	0.954534239437904	0.728086864264692	0.929640476758955	0.987405167036058	0.505550687819679	0.806642213359104	0.895258881185507	0.962027300024964	0.988445573350294	0.9044669795792	0.899517950193051	0.924806152060338	0.72157466882814	0.901433744918916	0.767275902965967	0.727623173857862	0.441982128430258	0.190235354386269	0.972855386886233	0.942063515318943	0.976843821010854	0.799401026144182	0.968994705454263	0.924928744698894	0.828757603981148	0.969460848340138	0.443669838207488	0.828402092636493	0.939941621791375	0.965080051580384	0.853312702519446	0.861445751105072	0.913683528529266	0.116258877202369	0.344079908038583	0.888547692563507	0.958431742114245	0.857981885798426	0.928837749430775	0.928757183822416	0.906306737166418	0.595302315569044	0.950312410000013	0.669223895474306	0.932982661835167	0.636520287168496	0.319638579371135	0.899684700219835	0.884234628457295	0.557147933855554	0.98270690598169	0.355058737115878	0.904838258287026	0.869579155019249	0.796732057961966	0.150589303972691	0.863353612339279	-0.132512947438193	0.947579038460453	0.278993023285753	-0.0214014357855544	-0.00510180106405233	0.787083853965606	0.863713827221429	0.320863834104446	0.277901947082237	0.314618222345715
TNFRSF1A	0.600207018090563	0.720326641143832	0.81276337593111	0.912332262289227	0.804236798470729	1	0.989781896898798	-0.125702635178219	0.91331081496155	0.950863224504466	0.674648556196375	0.838754061927124	0.663886517162989	0.90503089687233	0.88001102495947	0.900402577427877	0.871152235000751	0.934003535960039	0.903660405701635	0.928184245739462	0.821207172088537	0.937126387550941	0.98260341523436	0.999127500920778	0.96057962874407	0.542426557689042	0.780246206877921	0.996975514361693	0.958059806204372	0.941726659899427	0.92988996132979	0.948642914294873	0.991594834509066	0.967981596592102	0.916436278857877	-0.0449503522512453	0.927457344678052	0.772303301045631	0.585870265402946	0.861836324787309	0.904909023516871	0.991021766159914	0.960200890609512	0.806721970365269	0.906104715763975	0.994168309847153	0.95669501095769	0.858585225561283	0.808240190046783	0.853322508387065	0.937417775422748	0.558089390303885	0.980568631049356	0.981056393979749	0.99547781616989	0.981459652244904	0.864009136166805	0.708577482665717	0.810283221853084	0.600988834879149	0.882944130315155	0.989732190335876	0.920445489336423	0.940385665093002	0.984552656274826	0.920003745993325	0.845739505552147	0.997383902375511	0.957824310569102	0.92558823778258	0.99115777513992	0.99377735247893	0.960585092243601	0.614946408723865	0.639613060414462	0.979290085481821	0.937417852552892	0.993560370578724	0.956328525911888	0.966413219811148	0.977621259813639	0.83977850929039	0.946075062510267	0.97686501873654	0.961090430782182	0.949107369189644	0.689715440220122	0.866916771926577	0.986611860559215	0.868445853506085	0.886662020452343	0.833888055883938	0.978824796434998	0.991396502198701	0.9352129470312	0.68043663548117	0.988623211265177	0.249437838179046	0.938355616831963	0.773166626682846	0.411619468241481	0.477861281669237	0.99391113391142	0.988504809115066	0.786769392822866	0.784105992309305	0.796251493553415
PARD3	0.670137811388741	0.803856653442528	0.733872965673585	0.872524472376178	0.878073181741852	0.989781896898798	1	-0.0559121806673836	0.957852787004863	0.972972415993465	0.576627205420185	0.901951199551607	0.759882955278204	0.950742282462362	0.933915003422415	0.948816493308987	0.79873095794327	0.973462886907908	0.843295015569944	0.967768954965286	0.891020259222057	0.890002374598324	0.962131619070171	0.987638125360882	0.923244402165234	0.466849070376971	0.857157161979293	0.984402678362843	0.987863348888895	0.972472269263641	0.969546119049155	0.898911506031804	0.997794633805505	0.99133288038501	0.960707991230733	-0.0672152330682529	0.967377001188039	0.697330476734773	0.682963673408729	0.918087683681178	0.949010764248873	0.967005945938577	0.98785622553321	0.873821763028928	0.847050344880797	0.987942706888475	0.976469151477168	0.911361824156187	0.875757234730502	0.883155890886754	0.962332261498273	0.657987773413672	0.959384107479461	0.998243797680794	0.978711947081637	0.959627141766839	0.801040630675961	0.619871369903135	0.873844084879951	0.696685590259861	0.93232301673977	0.980961742144147	0.962572878144178	0.970532940409053	0.984752302523804	0.962608236249944	0.78746444358249	0.994791413753053	0.988173353651345	0.965689662190741	0.995112538519345	0.99887883826333	0.984194983452645	0.531433893610292	0.600719293346474	0.99483737060514	0.974212492266781	0.997795037977665	0.982932817487255	0.992445322699139	0.995892848618439	0.817203712517718	0.981669582205454	0.941323205241555	0.987531031671794	0.910620555117829	0.615474118492027	0.903144473305031	0.996779789738087	0.832951447731028	0.939115538776403	0.753128021399317	0.996761652826589	0.998838316795079	0.936299712698623	0.587187089603271	0.995313691675798	0.17391885131509	0.972969054693166	0.689027261952352	0.329317438362555	0.387506174576537	0.982197489835344	0.9954596171375	0.713738018307005	0.697778464535238	0.718063021615751
PDE1C	-0.0150259984931543	0.349606585811424	-0.148609372832492	0.0729857237556594	0.109778804726179	-0.125702635178219	-0.0559121806673836	1	-0.0150478087312835	-0.143119599935907	-0.273208883529074	0.031336391809454	0.200513403434177	-0.055773175106726	-0.0119736148604459	-0.0233370340721205	-0.237032520432342	0.0385570792924035	-0.145628112560886	-0.0472907563719336	0.0974847946948022	-0.164955406709774	-0.0821893976312271	-0.132837840057591	-0.237736139942188	-0.196667448798342	0.108388260162444	-0.113427796523929	-0.000913379920459721	-0.0731808256648838	-9.70408130388794e-05	-0.160217652423643	-0.0600627031626396	-0.045955895265608	-0.0194727563279582	-0.00616492360755429	-0.0268881607514515	-0.150864654724127	0.0280201479878506	-0.0376099999053934	0.040098217965115	-0.125467020267606	-0.011985891510239	-0.0306717100295805	-0.216857567908301	-0.0410790899566904	-0.0798174373560888	-0.0378199332792278	-0.0311402404595207	-0.152765650985873	-0.0586966245157455	0.0303404232793081	-0.0274401117630889	-0.0232469850303189	-0.0958970377680729	-0.0190557863034001	-0.10226128502289	-0.134979506241873	-0.0383212834087597	0.0229712345469073	-0.0745595302951665	-0.159676131661803	-0.0308439929700937	-0.0418668249552405	-0.0881329504393929	-0.0225483476560728	-0.11961422574217	-0.0666480771376821	0.000801687268008652	-0.0456099495325542	-0.071074860143291	-0.0627597522048708	-0.0740153325046584	0.0100821198756133	-0.0380443337214686	0.00379148891544345	-0.0425450579014016	-0.0941259696173444	-0.0590648436323776	-0.0106029090769301	-0.0536401839132569	-0.0911969741900434	0.0350716178888547	-0.140258224211789	-0.0692802161582492	-0.174540710015649	-0.150979224910557	-0.0760248687696874	-0.0756714301326631	-0.072139892249046	-0.00662988508783911	-0.211419883862256	-0.0277234718757798	-0.0626533840080185	-0.112123990009306	-0.142935141235509	-0.0815097087478432	-0.140459740055818	-0.0550551453757826	-0.233775246267977	-0.147650867299489	-0.165878496931519	-0.106691471219771	-0.0446051314764809	-0.0894913321774333	-0.199621549234869	-0.157571017765322
LRP6	0.830568997353991	0.875586720193545	0.515555995581742	0.714875647678988	0.967785893885034	0.91331081496155	0.957852787004863	-0.0150478087312835	1	0.960668117811962	0.332576130531843	0.987307093604588	0.897368116302349	0.993017288880839	0.994725820560477	0.996205472772386	0.601454524426652	0.99487197112033	0.660261050608464	0.997346476384682	0.974454083585784	0.738945723039051	0.84748043875629	0.913614787965865	0.798906080937884	0.352530225541364	0.960230898975509	0.898607765336798	0.985420743216953	0.994286588472954	0.991513014429539	0.743170179217958	0.952031766571384	0.984111868860993	0.996972324365138	-0.0303179375597145	0.996601006765993	0.518018067061932	0.859527947752873	0.991620843521588	0.993863483487957	0.857742380914059	0.987237470217738	0.969630146657689	0.691262299124497	0.903989974036882	0.976924685110819	0.988507953518402	0.970642505543285	0.926510416206301	0.977095535793668	0.839748916359888	0.844013049085846	0.967212314943473	0.889960070900459	0.844325093077519	0.631680486504872	0.40668224308484	0.975323620642453	0.866954502694847	0.990144666021308	0.919699650449736	0.994197096573458	0.989759814960951	0.937797921931872	0.99798408209744	0.637574280044049	0.927078654335692	0.988226432120063	0.995754560730711	0.95031507069191	0.94985248069998	0.985481914378374	0.32249669015754	0.532018811005713	0.951254757655575	0.994822959900696	0.948503655176198	0.990751027216005	0.980500215776185	0.978033148000513	0.76161643625654	0.990381531350476	0.819327813330786	0.98735290672901	0.804161339579214	0.430182400610296	0.963653028330497	0.958843295523306	0.730826875577294	0.99695918916942	0.5588193002551	0.968801526091065	0.950925570356631	0.917762719627701	0.370832307974824	0.956426094789362	0.081033463220878	0.997224417400774	0.490844302042015	0.204672460415683	0.228955827543192	0.906854555606461	0.955007634987382	0.494041351528855	0.475125031687154	0.497491916577131
CHRM3	0.705031621945115	0.824203148623572	0.646796466795313	0.776342954414674	0.903671367266485	0.950863224504466	0.972972415993465	-0.143119599935907	0.960668117811962	1	0.502975907252354	0.923347827217395	0.793374953541058	0.976773986344353	0.953744762261369	0.962027236073268	0.726948970750563	0.964276266038785	0.76978927952622	0.972886636739634	0.913098854902795	0.801198780640955	0.921078715026686	0.948310705852558	0.882465505639816	0.371662016346893	0.884222227274559	0.949589849399977	0.969770282565717	0.968577250394301	0.961859071117109	0.830827219200557	0.961256198431877	0.981084043681178	0.965879988985148	-0.11927260147823	0.965743539168187	0.609283525077184	0.750532765089341	0.941669555204319	0.935625060957022	0.917297754234825	0.976764545789733	0.907146302421773	0.784994858828482	0.946565916330747	0.964126757358701	0.926352686690148	0.921877924086757	0.88210436448797	0.950860742959467	0.730356235411968	0.898924428114568	0.974930730219001	0.922649364922101	0.892909963550808	0.710737647491616	0.514457018211708	0.898239615181706	0.76398367002118	0.956125268192228	0.94477088999684	0.965401574273617	0.95845792960378	0.953021179532231	0.967393015706402	0.710652933855823	0.957169023122229	0.973246477430501	0.969574218875314	0.960369832727906	0.967380741178614	0.966176314649369	0.417060913073829	0.520066664599527	0.972526992758503	0.977069620084574	0.975672808243962	0.974539942152733	0.979716974046369	0.976035401686197	0.756261196283372	0.970872351320012	0.874774262856706	0.984530994387631	0.845203992651337	0.550072871670789	0.900484038371921	0.968422722755009	0.769068015511672	0.952105933993657	0.659276059087218	0.971598312998779	0.971643856754976	0.903287572983887	0.478813574594168	0.963544024871093	0.0578879947641555	0.971314895435605	0.610851553034767	0.210200773593276	0.273697506712855	0.942132616985102	0.959566510239498	0.641124628557284	0.613010993488416	0.646237305948995
