G1	G2	Consistency
MES	AC	0.010740068016370008
MES	OPC	0.05516493759745117
MES	NPC	0.029184676097701867
AC	OPC	0.0452474044109239
AC	NPC	0.021018724335128858
OPC	NPC	0.013376972146739108
