""	SDC1	PARD3	EGFR	F2R	SDC4	TFRC	TNFRSF1A	PVR	CANX	ERBB2	THY1	CXADR	LRP6	ITGB8	PLXNB1	CD9	CD99L2	NOTCH1	KCND2	APLP2	CD47	PLXNB2	SMAP1	PTPRA	NRCAM	TNFRSF12A	KCNJ10	GRIN2B	TNFRSF11B	ADCYAP1R1	AR	TSPAN12	CHRM3	INSR	CNR1	ITGB1	ITGA3	NOTCH2	ADORA1	TNFRSF10B	EDNRB	HMMR	RIPK1	ACKR3	NOTCH3	IGF1R	SMAD3	TSPAN5	PILRB	CADM1	LRP5	VLDLR	PTPRS	LRP4	CD81	LPP	TSPAN17	MCAM	SLC16A1	PTPRZ1	RXRA	LRP1	LINGO1	TNFRSF19	TRAF2	GPR37L1	SDC3	MCFD2	ADGRE5	RACK1	SIRPA	ITGAV	SORT1	S1PR2	LRP8	ASGR1	ABCA1	CD44	NCL	ERAP1	CD63	C1QBP	TSPAN14	SORL1	CD74
ADCYAP1R1	0.270221244226968	0.270547211010139	0.287214561995138	0.649132538248107	0.616413669634494	0.672090918175051	0.803791886567239	0.675248136603119	0.758842701568283	0.835253816523427	-0.0400631149808908	0.0742925900933367	0.211014277084327	0.49009439046514	0.775788259043334	0.3010582829242	0.799407934122057	0.23413143825111	-0.0331256995661682	0.632086769989161	0.564131413411189	0.710503724747446	0.513618172734989	0.665829295246197	0.646339231994542	0.496257716068706	0.667927598439764	-0.0223247116938289	0.0950882302478261	1	0.805746300792873	0.362922165351399	-0.0826592358265995	0.440441807896327	0.677343607563019	0.542498786195686	0.623232733823368	0.707572068717375	0.893346788930706	0.411481271312341	0.839718201024099	0.00233307195216272	0.638837899890951	0.201893596115861	0.822266668532468	0.544251159218556	0.912111033734995	0.566329692018092	0.535576748915125	0.889020789306191	0.506147197452239	0.812611742535612	0.307272131439072	0.568926343648827	0.690000269317045	0.717673392231327	0.617253808523567	0.597487239470619	0.425323791456334	0.598236059080267	0.577182126188232	0.702415902745757	-0.0567136049989458	0.578102713428023	0.145977350905676	0.811049097000518	0.84460732522154	0.681535359451639	0.580198479931998	0.292111537112862	0.935769324377376	0.827402901921044	0.669849573361244	0.0434033241222874	0.25921698668948	0.439281846346498	0.913167552097375	0.888368006257729	0.331294805687724	0.741212406139361	0.493184568847146	0.295038164630539	0.392233050737332	0.838805273462089	0.0738411036793529
AR	0.378771299912126	0.393647067286749	0.413240657615356	0.772743343522777	0.794088792714323	0.748475175602713	0.879672253505335	0.753447305976667	0.849035080439982	0.908793039705239	0.0488447226707613	0.211927466347574	0.290422286330322	0.64961652284302	0.737293588154836	0.452433875137503	0.855312167308054	0.309545173580248	-0.00471394151491964	0.768260000934709	0.687943532222987	0.814691041039237	0.617743662873351	0.741591788898032	0.782351963074552	0.723216234745726	0.716247567499518	0.0810265321553075	0.260832528221624	0.805746300792873	1	0.398513976409454	0.0246572821577912	0.512079259623601	0.783838222153792	0.71822812415653	0.857182244726639	0.793923359375183	0.889222426393414	0.565371350797088	0.845345228915305	0.113181225934008	0.75797767967868	0.292037971658951	0.827293668987035	0.642768954360773	0.876610435045852	0.670986530977655	0.62287882718337	0.923059906392617	0.622863296539793	0.864647829936768	0.467510032969313	0.550852200229665	0.782650780853613	0.828727195315258	0.740504993576255	0.703219906646172	0.513837528534877	0.6551517519028	0.661437339920719	0.769270036670221	0.0366125517284569	0.665808857144794	0.226569771196236	0.896881451910065	0.860310446102308	0.814754307672719	0.763494102711513	0.441876688095708	0.86343753064551	0.866120619844581	0.761695603376029	0.155969453682063	0.312034798810299	0.588676567785445	0.906002139965434	0.884678098577095	0.45762019036814	0.767833337648952	0.64151655368266	0.433982182808022	0.484349823658292	0.822210208209562	0.0477156019787602
TSPAN12	0.417690182456229	0.801428405574324	0.886574286002441	0.635712601040844	0.378154733614226	0.602969794394065	0.562473674630163	0.672830673040975	0.65862052611624	0.556265604308556	0.584232652096569	0.604769528998246	0.772498943027507	0.692142969052279	0.673011300591068	0.757231438149757	0.603243254697075	0.866468608578458	0.677249541176686	0.515190989336527	0.727915988246959	0.395235130790692	0.855221340324674	0.777709541875914	0.515425763967499	0.564142686913136	0.72866026183367	0.696736232487779	0.566523459141018	0.362922165351399	0.398513976409454	1	0.602644847922475	0.631794132724747	0.438184015915629	0.453271645060658	0.298509222062051	0.725639457491245	0.472624808558337	0.571124729825104	0.631933372961957	0.565994485354878	0.685671681301933	0.721843499782509	0.708525493037276	0.732489653379779	0.450642186106029	0.796662040784792	0.752201973493302	0.514613899825653	0.827453514405764	0.43985959847961	0.811650805825347	0.786741207449803	0.651338573645601	0.567364480246098	0.664200621598834	0.724317300273468	0.855004282969188	0.728879602287775	0.760403306213687	0.681388904208429	0.65926380964749	0.79544162746751	0.751031184346219	0.617246276020383	0.624829936701522	0.612777725478866	0.434111723214157	0.638290886216778	0.396743622968704	0.604172744825822	0.712959805626664	0.766488152403214	0.772167646398092	0.683480342573263	0.411629592369236	0.24318059607476	0.827833164952262	0.460127609702805	0.441060653840383	0.721985605785868	0.685266833771794	0.298632164452546	-0.0250826780107215
CHRM3	0.4061084961015	0.593456967108586	0.688742699615652	0.411849751382213	0.148460734971419	0.391178393860676	0.165091835969693	0.364990747457597	0.340934089203819	0.130105721453684	0.546060558020394	0.711645359598813	0.707997532678622	0.571592087804782	0.305121131568605	0.525383174000651	0.242924651716821	0.687982086431643	0.711437060410727	0.353856295896362	0.406291760454295	0.185843415826209	0.535776112348476	0.478364605031594	0.380135946630857	0.344741614894745	0.404210667893019	0.692957797158015	0.53857243712303	-0.0826592358265995	0.0246572821577912	0.602644847922475	1	0.627712633102567	0.247030288526728	0.351981809822138	0.063279220184683	0.377942475784364	0.0697816284695286	0.467608031597744	0.152918495560145	0.307089002798241	0.429809218823099	0.597266954682775	0.248864844913592	0.572205971217681	0.00412407701158031	0.410539425861469	0.445322560517351	0.0463571363766263	0.548668378659121	0.115229522365736	0.688534932549143	0.529356797057148	0.3042163041629	0.353727267708945	0.366328993864476	0.318240975599474	0.614889759246915	0.555959618411912	0.472767631220273	0.437500254516746	0.701621176723059	0.38350189621771	0.50945326096808	0.23138615242344	0.249381772319256	0.35043283598583	0.316697842469331	0.46662423818816	-0.0351773886049167	0.226107898637576	0.382569129029636	0.720930836478438	0.675552903428559	0.459646808791559	0.0214897382559004	-0.170067939402033	0.658162822787945	0.192207193562993	0.301318443728019	0.506097958847238	0.532288625447548	-0.0641997218851984	-0.0430705569374148
INSR	0.694567819724165	0.701132039318263	0.75248758343221	0.765495224789907	0.677284234470241	0.675035394223989	0.636789168539793	0.765970450338919	0.767393765081259	0.634031859591815	0.546486181329111	0.716343061220653	0.790450141244603	0.763224915175693	0.738688821982134	0.647344518389292	0.736955065015112	0.750702321383942	0.592579432110691	0.769940582326269	0.752796292816142	0.722919272290524	0.7876950257125	0.809490192527043	0.795745698452902	0.647476667613497	0.749329117625507	0.464728353953513	0.539433029673175	0.440441807896327	0.512079259623601	0.631794132724747	0.627712633102567	1	0.587571717308872	0.754996158671891	0.57913915947331	0.734142926814345	0.539803112006807	0.829099231637032	0.547880072336607	0.351073002922493	0.754640242101995	0.649758713808694	0.666468524239988	0.810568486059488	0.552627704423949	0.713483721115981	0.741063076824044	0.573088324370206	0.780072988979198	0.605999831238857	0.779987348861592	0.773889779209039	0.696053009078445	0.780046247151286	0.689450616137205	0.63013921863699	0.771891630429992	0.793795407757091	0.794294743080881	0.80419380098272	0.607671788277798	0.601679289335307	0.640095464429095	0.690810024850051	0.658631033670388	0.745419386442886	0.727273518234631	0.635967297350865	0.520587769629057	0.680934725524677	0.775896777911843	0.650113457523209	0.744263385190473	0.729312271863567	0.561331092809658	0.415084916444905	0.802261274391922	0.636593918214688	0.607700722925	0.657335309027118	0.706723164137805	0.479511484019038	0.0345684140746815
CNR1	0.405754726693841	0.47822167716393	0.497509422368628	0.755339753863351	0.665298948657496	0.891170012148907	0.829705037484381	0.729835584778448	0.841536786764584	0.794813046750096	-0.0105795161361246	0.288458889068089	0.369130870427957	0.813224195473231	0.65142137324726	0.503046400261292	0.759449718015676	0.367209805625836	0.0605625253515031	0.786642707583556	0.696174942020982	0.757458410069817	0.64267074420869	0.816264186524028	0.776470750431227	0.687709530101142	0.634993916180039	0.310787445210736	0.455691367926686	0.677343607563019	0.783838222153792	0.438184015915629	0.247030288526728	0.587571717308872	1	0.736678331799544	0.714996056742287	0.796007661350627	0.832901728742382	0.548597152314789	0.784686216246222	0.0621111212427741	0.777792903567801	0.459569513731284	0.767745455763783	0.673704385136037	0.694412768388995	0.66668888535145	0.647786337488889	0.782215394618725	0.623641430664253	0.801671603914397	0.578626333265965	0.613671541603054	0.749376951745756	0.83774444395308	0.676858264598355	0.602011469088091	0.624473182166117	0.77955374382338	0.714118524597734	0.839428770744735	0.118365452319571	0.735759494363209	0.21585981472902	0.844105570478866	0.879422977477564	0.803390689789403	0.763646017175691	0.486559595969439	0.746070212779586	0.77818455888668	0.796175823394793	0.184387545943203	0.414106537580313	0.629647399591708	0.763888588146831	0.660055263175439	0.527260328993898	0.740317814506933	0.689737854849074	0.470104890593943	0.583713706653779	0.676748097204734	0.0322960101621661
ITGB1	0.766402717361795	0.634990199431869	0.612241505218023	0.906075567787336	0.862014557375389	0.813807696987509	0.849752177608294	0.849314961305554	0.883857047336107	0.770029214327995	0.265039258242174	0.612573183273024	0.553940436621261	0.743691635846593	0.650932642307314	0.726038272581271	0.829919237858677	0.536409988597342	0.180119867528605	0.972055873905538	0.86038560780782	0.926816732054508	0.793757954955394	0.826753987044155	0.861950451696166	0.865672304519302	0.633577567549954	0.217616481287184	0.591768243753912	0.542498786195686	0.71822812415653	0.453271645060658	0.351981809822138	0.754996158671891	0.736678331799544	1	0.799131686608518	0.800605518886176	0.701199684173642	0.856998178717109	0.619251489767258	0.349721281951127	0.859514959657698	0.625106117088663	0.707631570042659	0.686163138782888	0.681394436776774	0.755775723423972	0.742191453784772	0.730445999344705	0.713268924409531	0.726307103504572	0.705966562519674	0.605777342378015	0.870083762998411	0.889064953124953	0.802900472659737	0.655895144929127	0.741040303537613	0.707637950644913	0.814651150917178	0.875319282531551	0.34820115638074	0.649879581159518	0.521086326935123	0.788571077897428	0.74878554608155	0.929542428648014	0.910081483440294	0.780836284760089	0.687104486215584	0.770087164659325	0.838662138622897	0.428932096714382	0.561113887251668	0.703939378962202	0.722228530302322	0.626518272817225	0.757145565173151	0.757402997382887	0.891161694763966	0.74268840129634	0.799631590381548	0.71912724124491	0.250505230057071
ITGA3	0.520567386211543	0.368277286830582	0.375817191398456	0.763963338514064	0.924482176228373	0.657498117826636	0.812802589739951	0.741322105830277	0.809719284047594	0.860902734403113	0.169789616546085	0.286040390646522	0.320943822926952	0.641278832197474	0.662020189476684	0.441933390976679	0.821691466624876	0.312764627437765	0.0330465105148982	0.792848929321496	0.684762358203458	0.86495345384877	0.594661871556852	0.671820972197508	0.849245617034652	0.791697433763869	0.666145410204002	0.00557017840257258	0.241338038013809	0.623232733823368	0.857182244726639	0.298509222062051	0.063279220184683	0.57913915947331	0.714996056742287	0.799131686608518	1	0.734672890170268	0.781198500690572	0.715088008043699	0.711120303855069	0.124446886512378	0.729289743724597	0.264732151890524	0.703945534191695	0.625450330502475	0.793970758000619	0.634830248750288	0.59094333417932	0.840396752176608	0.570574353796553	0.846222347280439	0.484320412153318	0.479469244603731	0.746316253629739	0.829696583858299	0.702642794865081	0.625200589495989	0.481335930801703	0.586931612689534	0.644249334132405	0.719918552263268	0.0927907810691412	0.559673545677069	0.261303079241533	0.845083131164065	0.73068340320054	0.79931187355678	0.839621062271719	0.48165805606955	0.767860375159802	0.804466085159088	0.726823085906295	0.189266360537001	0.286173007589212	0.626594015489854	0.835472676566823	0.844085322921755	0.462510466868798	0.757174571107227	0.657416626203968	0.455402817051153	0.453886680699405	0.765935882595653	0.0466216723731585
NOTCH2	0.515935292729837	0.745892044241664	0.778999240051623	0.897632995060034	0.76221002073103	0.858284227192531	0.875667549121145	0.848406923479361	0.962576263953587	0.88285636226178	0.295621523357866	0.468583735151327	0.68073113110817	0.881570869205967	0.844994757595311	0.684524338168755	0.896205001471845	0.69949286236883	0.372139222735147	0.866331108479364	0.877779121754132	0.811959543894131	0.853984576925915	0.947779665473475	0.8692164403535	0.761255783864122	0.855743371162587	0.429108650909576	0.492862463890061	0.707572068717375	0.793923359375183	0.725639457491245	0.377942475784364	0.734142926814345	0.796007661350627	0.800605518886176	0.734672890170268	1	0.832742852317212	0.718743712754982	0.881876068949097	0.470009225415216	0.943929754325713	0.610252356042623	0.910564689769575	0.870635291311168	0.819486489777	0.858225319241312	0.897943626418871	0.876781875336221	0.871235593685443	0.813969724137373	0.797166217758136	0.825735827155425	0.840147722401112	0.923358751829599	0.82912081012672	0.839244651985035	0.840590949150733	0.904415537210035	0.880159694783122	0.935592249265395	0.372879129424676	0.868266082803334	0.567289932715428	0.915700095344598	0.925750667720508	0.905153149939261	0.778945859267423	0.62272554874046	0.792370191899395	0.919139774974662	0.946246234914759	0.533500732580588	0.670749824463713	0.71609207062726	0.833971387914137	0.698974667088101	0.786225343036089	0.835763354082287	0.690998471514968	0.643440750724735	0.761003560425798	0.726872412074299	0.0712421757472383
ADORA1	0.353782019092824	0.405139554551548	0.441967642034091	0.784374770819124	0.746817667282385	0.817702943082998	0.906299695520094	0.778509530826364	0.884195577887848	0.919432302645715	0.021875991017762	0.209378743922027	0.333880084884848	0.701822996813306	0.802360623753222	0.465998464793603	0.885334056652044	0.353214962626155	0.0345240438364415	0.773310101620204	0.702408336256543	0.808853055519258	0.65218400105086	0.801865163426379	0.787473661919342	0.694860024761044	0.757178305238441	0.134049159746136	0.275630672445803	0.893346788930706	0.889222426393414	0.472624808558337	0.0697816284695286	0.539803112006807	0.832901728742382	0.701199684173642	0.781198500690572	0.832742852317212	1	0.563930989045659	0.920481727652108	0.0656731134468591	0.799199212449415	0.360814986582074	0.894556883733245	0.666939297081007	0.907900652945471	0.693183120927837	0.647319062157007	0.943742430810034	0.639818368432736	0.897367508691956	0.503189214886565	0.627658631792583	0.81058022100476	0.851332078031999	0.729283056224009	0.694522085042193	0.575296548668717	0.735709914622412	0.703763701223231	0.8241001974259	0.0556806805459675	0.731301079617421	0.223524782875987	0.928280998815299	0.934326655919932	0.825386635461525	0.746431241300452	0.440469387781649	0.925087063331513	0.906803888924056	0.801039725452002	0.166919766573967	0.332310852178634	0.578552522195386	0.937916904490988	0.886307170345159	0.481051812690073	0.825992010559831	0.641268965069348	0.440080643223734	0.519655099154431	0.840459691989059	0.0558826638310952
TNFRSF10B	0.792989569580161	0.65919925300824	0.707382396622483	0.832718427615222	0.793476048603494	0.651371759496461	0.718652821728381	0.812398681011764	0.786631331134392	0.689452949376134	0.544065965553874	0.737742462203197	0.703109510488181	0.706372519745135	0.697090154400205	0.747730620823738	0.779070185333388	0.701561612700649	0.451357912841984	0.834944708567226	0.806556959535102	0.813990906658806	0.822936279368156	0.769594632252585	0.816085719015334	0.805439602924442	0.699425227297027	0.325162581246913	0.583790349914781	0.411481271312341	0.565371350797088	0.571124729825104	0.467608031597744	0.829099231637032	0.548597152314789	0.856998178717109	0.715088008043699	0.718743712754982	0.563930989045659	1	0.531669361446168	0.40200569064697	0.778439069922177	0.653220859259381	0.651569224673332	0.731619285377519	0.583729348590611	0.746977370454531	0.723452053389536	0.617340691785671	0.747769640008955	0.653901426455116	0.773107294386268	0.672929888199717	0.796121976139695	0.780979325749178	0.763801955910755	0.629463096889345	0.750455966649182	0.684706205424333	0.784504951748258	0.803175922003679	0.59059699714828	0.600113601105672	0.676012294195492	0.714332793403015	0.637926801442093	0.811013620729946	0.820889611231567	0.774759582937586	0.541687681257998	0.692700925622292	0.781450595115867	0.609481664125228	0.641685875131741	0.743167494723369	0.602828840382958	0.491441821933886	0.792002716206071	0.658174386912712	0.746808262158728	0.771415355033295	0.727050996692203	0.542733702328114	0.100770393431391
EDNRB	0.254507390597449	0.480813532832497	0.559001631618825	0.741898415398137	0.672448725025426	0.780659044137861	0.842815097729901	0.75208265331521	0.877207184418451	0.908116357411339	0.11590158663334	0.186787177771705	0.468810367929011	0.770525613681842	0.824124312688247	0.459679979420739	0.855507407858395	0.480399887673736	0.203834839141252	0.694270502959703	0.703397099761395	0.701639188650409	0.697026035818761	0.830368989793739	0.764270267656465	0.633222307554971	0.833439535054006	0.29661926701634	0.238049546533117	0.839718201024099	0.845345228915305	0.631933372961957	0.152918495560145	0.547880072336607	0.784686216246222	0.619251489767258	0.711120303855069	0.881876068949097	0.920481727652108	0.531669361446168	1	0.17080546902745	0.813519245907372	0.362921434817578	0.920981311566664	0.751677189827599	0.885982437947901	0.750792838309782	0.697798034099627	0.936542051270344	0.699445485253519	0.846950842468942	0.570006081875366	0.712138253812366	0.769658553336698	0.836801997424023	0.689414822724428	0.728671351889335	0.648249707228226	0.792093275594778	0.743566696843972	0.807616954166656	0.130989311218416	0.815956470213239	0.319558919907585	0.921830085114337	0.93249634270905	0.773642087667191	0.637837666057616	0.380334143519867	0.881972252707967	0.933955701542031	0.830535988925048	0.285495257397538	0.430584274431605	0.589343521080877	0.895208208842445	0.816972506499933	0.535038418418491	0.795247175028047	0.508328517449491	0.417498604271912	0.540847659712325	0.792158507698825	0.0533950365810607
HMMR	0.451681492022285	0.754497442060433	0.657591479508179	0.43398528473169	0.278155640183227	0.239800669400136	0.291912137493867	0.348444907420081	0.377203225413974	0.213905977830353	0.418679715051114	0.44555030367089	0.593916036589701	0.326384657344512	0.30586125722121	0.581950681558635	0.310253382163655	0.672523310138633	0.458907919998494	0.402199423334222	0.609878610958612	0.303036652265425	0.572304918358771	0.468537931780894	0.284535660881365	0.369211244326239	0.350892644909244	0.327372161740426	0.424350726958138	0.00233307195216272	0.113181225934008	0.565994485354878	0.307089002798241	0.351073002922493	0.0621111212427741	0.349721281951127	0.124446886512378	0.470009225415216	0.0656731134468591	0.40200569064697	0.17080546902745	1	0.47141053090452	0.563373000815628	0.330533790710459	0.434338872825581	0.155063811850968	0.537686322125838	0.691428811439371	0.20581102972529	0.577602188469594	0.0954535454191119	0.605981517631188	0.455315806069773	0.317432003105004	0.304858921319183	0.454070137109542	0.52211492532703	0.609425087255168	0.40138985349825	0.457470007825172	0.387643356960965	0.451429225193088	0.446871570711033	0.791964246929493	0.212729928840017	0.231857881157316	0.391945902471379	0.203050903811275	0.509695797085804	0.0890542170682455	0.242570019443085	0.495289422052728	0.57339064564141	0.600721303141162	0.351488327063365	0.106638793227739	-0.00114261665330326	0.671860040940958	0.260188362576515	0.33458741391124	0.541009859820592	0.531763903513785	0.0714707699336218	0.0208789239869508
RIPK1	0.592101863628514	0.758385398533719	0.775053449955637	0.916192923672736	0.776674021218748	0.872643377940661	0.859142181674277	0.849819498057742	0.953761415645612	0.840937816745462	0.291019535806142	0.544164354922026	0.711689692984236	0.891398036617858	0.783237673577826	0.706571287746253	0.873303691675236	0.694058809136345	0.365998991349085	0.913253988364697	0.882446671405687	0.842325148247146	0.86364540585591	0.938254489638041	0.893916135140257	0.799831176589184	0.80615770288756	0.409214688121751	0.537835443679853	0.638837899890951	0.75797767967868	0.685671681301933	0.429809218823099	0.754640242101995	0.777792903567801	0.859514959657698	0.729289743724597	0.943929754325713	0.799199212449415	0.778439069922177	0.813519245907372	0.47141053090452	1	0.639645247631665	0.852475751912243	0.85633335299398	0.767419458927994	0.840573276541968	0.877715670180889	0.824177520650475	0.845097809536498	0.782842413284662	0.824042517770593	0.779641174834779	0.834063612399917	0.934996408781999	0.812988474614226	0.784172635399863	0.851828418361784	0.895741650514449	0.863900319487778	0.932209202671915	0.389790703700574	0.826980937139662	0.59302713329837	0.863601758205374	0.877621986303051	0.918584615012401	0.804587290231289	0.666718375433117	0.746910055133922	0.888703484681304	0.928462063172277	0.535493484811357	0.673092153446816	0.699462283711014	0.788564144143834	0.647778461454982	0.827741779702841	0.836796490708763	0.74395029499576	0.678609854705349	0.785246092320507	0.703117381493788	0.107317058009026
ACKR3	0.644874245055048	0.79848930154811	0.810497100677957	0.697933273882783	0.395002107732402	0.65961890211808	0.559998168643824	0.653942695554478	0.608032058234043	0.420936868157872	0.473138239149867	0.783892328517674	0.699762463265553	0.620997425583294	0.487913451363774	0.885261502779044	0.508034556931212	0.767503878400628	0.472160064053384	0.652589250437582	0.752865194649931	0.494687848465151	0.807094806214137	0.73709599978034	0.497343717401135	0.615820231804866	0.497949863224736	0.592307528520687	0.836186214729725	0.201893596115861	0.292037971658951	0.721843499782509	0.597266954682775	0.649758713808694	0.459569513731284	0.625106117088663	0.264732151890524	0.610252356042623	0.360814986582074	0.653220859259381	0.362921434817578	0.563373000815628	0.639645247631665	1	0.53366545599751	0.565838229286514	0.280117784364239	0.685023759906494	0.69273708610193	0.34288566185966	0.754986351511415	0.318422545713275	0.807118783406447	0.639238105196102	0.652524108070108	0.548368069237209	0.685492125648015	0.560122825193098	0.832805815017498	0.641355646531461	0.727316123110183	0.6962080336779	0.684467017666734	0.638796613578834	0.724102051046653	0.481299338472973	0.519573002260225	0.677438978848906	0.584630430280854	0.841149618850868	0.234271792317503	0.417794379218695	0.666453176414172	0.699539215252761	0.690978815822358	0.635439505369171	0.270026457629553	0.0896435083809391	0.844371366020728	0.391623268184858	0.713778164904398	0.855014018452426	0.748960743878408	0.182941020079214	-0.0323437018920744
NOTCH3	0.466944649463517	0.631797039699361	0.685725884987012	0.834933868040452	0.737253681273821	0.811183660359082	0.893854237439455	0.845800953767907	0.91702794207473	0.904157541810231	0.209249282742116	0.354401277893898	0.552274334186169	0.762175396171422	0.870801750211685	0.624495964744356	0.901912362305956	0.599583721193732	0.255050091645084	0.784403151324761	0.832401786907802	0.790064151498794	0.815517801893534	0.907298690533304	0.76924186375338	0.732009810892887	0.835203593098195	0.355084582888127	0.404008267714538	0.822266668532468	0.827293668987035	0.708525493037276	0.248864844913592	0.666468524239988	0.767745455763783	0.707631570042659	0.703945534191695	0.910564689769575	0.894556883733245	0.651569224673332	0.920981311566664	0.330533790710459	0.852475751912243	0.53366545599751	1	0.78010791572861	0.863255220666459	0.856778816223095	0.794758261246322	0.914811789011842	0.796344128196748	0.827514596982994	0.675688923084389	0.778092639610268	0.844545486892979	0.852225499635144	0.790874814966755	0.800939414019149	0.773038513952768	0.821571867009459	0.83603918368769	0.874894767648873	0.259215820449708	0.843179227067467	0.502271048713259	0.925387661276367	0.942319572275385	0.850444377012382	0.696226770835978	0.564580345744703	0.858741059022667	0.910891080512189	0.890007631559794	0.401597918134697	0.558940389855876	0.674322817794988	0.866021018934553	0.769019520955363	0.685170787722997	0.812919904391852	0.643423057974581	0.598390618471534	0.658905605157847	0.763927398744027	0.0415754182007409
IGF1R	0.473340973033564	0.726788809975581	0.803659365198544	0.786014625944337	0.63839030692523	0.743708431892503	0.704773320643166	0.760324549661095	0.841990778518818	0.743169687116512	0.462238306532425	0.56782730366658	0.809165266215673	0.878425598893867	0.820349151263457	0.608026671741982	0.780781528890484	0.791325493985771	0.615470381122783	0.751315735074669	0.776268010357231	0.695062503221307	0.799092166434282	0.866765304800202	0.847527052176394	0.649227959875116	0.879764649969854	0.507937055134792	0.434210100123274	0.544251159218556	0.642768954360773	0.732489653379779	0.572205971217681	0.810568486059488	0.673704385136037	0.686163138782888	0.625450330502475	0.870635291311168	0.666939297081007	0.731619285377519	0.751677189827599	0.434338872825581	0.85633335299398	0.565838229286514	0.78010791572861	1	0.667246450826148	0.7501173641146	0.843872196329482	0.719316655092742	0.848778606527104	0.731628980723746	0.827778306758889	0.841974884913383	0.704970519627885	0.838065020096404	0.735390395583318	0.749528428675755	0.792250933235775	0.910558210209573	0.811898358271889	0.855056028291995	0.535185227259087	0.749615477005617	0.612958129405309	0.791313990311745	0.789045134345895	0.771335021830998	0.68216839314853	0.516696288712319	0.629203890647291	0.819110546837616	0.867568670716099	0.623272226520544	0.713335362003722	0.696212246408023	0.689393978519521	0.530703865501565	0.778299629901907	0.746384928567381	0.515916001366855	0.554508231903505	0.689432728752409	0.572003339808997	0.025660590323806
SMAD3	0.379969527900438	0.393297899326532	0.422160719926071	0.766091288519479	0.774479466407452	0.69396354919548	0.864287694333488	0.763133502087624	0.86182007605083	0.916482470641037	0.118526878298785	0.194912716977197	0.365562809874437	0.615302459270004	0.833476296847906	0.414139495064788	0.898200740383275	0.377067654862958	0.086824065527423	0.746610420566512	0.687311999659578	0.811286095302956	0.632238633528799	0.747604709380519	0.789454124327863	0.651401957826228	0.77736628421403	0.0514712991195114	0.15612377350973	0.912111033734995	0.876610435045852	0.450642186106029	0.00412407701158031	0.552627704423949	0.694412768388995	0.681394436776774	0.793970758000619	0.819486489777	0.907900652945471	0.583729348590611	0.885982437947901	0.155063811850968	0.767419458927994	0.280117784364239	0.863255220666459	0.667246450826148	1	0.681816371085525	0.653241425686509	0.9530360699897	0.626079302409264	0.875095626285372	0.461989771250818	0.624631977806005	0.77183587961103	0.833761317943461	0.717517676991081	0.717911582979057	0.535800863784195	0.668298052798269	0.67535120200194	0.775729899574264	0.0544738765606739	0.662078123201547	0.292531131806083	0.896816275370196	0.869454107968749	0.79196680626408	0.711961813560133	0.404716160106915	0.939067921629012	0.914407664998573	0.777284912971098	0.201083646990815	0.360810620414953	0.53380046795466	0.95934680560083	0.933437694083633	0.477708483417062	0.801480263185791	0.573392180368711	0.412927952181408	0.487322346318372	0.871937575499964	0.0863555720450276
TSPAN5	0.638037041219986	0.805518454603086	0.820782108695416	0.845830515904224	0.720445488980112	0.748886035062257	0.82745677277509	0.847704344894082	0.863245397482822	0.793202738657012	0.337974458941588	0.52068239463609	0.649466617814765	0.752163303944113	0.730820786427195	0.802379180334999	0.822709880813432	0.714012130877018	0.339320170313682	0.797771939770939	0.924555756131286	0.7492401937783	0.920637533321396	0.908530606444678	0.702486301921619	0.843041839299037	0.727156112766972	0.467516567419134	0.605148269908953	0.566329692018092	0.670986530977655	0.796662040784792	0.410539425861469	0.713483721115981	0.66668888535145	0.755775723423972	0.634830248750288	0.858225319241312	0.693183120927837	0.746977370454531	0.750792838309782	0.537686322125838	0.840573276541968	0.685023759906494	0.856778816223095	0.7501173641146	0.681816371085525	1	0.827666904324886	0.737070386664483	0.833852684530808	0.655372274601541	0.781146901590913	0.755792033487706	0.844686085657664	0.792672543614855	0.77736790857772	0.7716942756003	0.905806835626649	0.743133402004828	0.887025425515373	0.833606552631142	0.432634142655172	0.873711161528148	0.735132494508697	0.812875157328599	0.801514165717563	0.842260382215513	0.680823803907963	0.77678740592067	0.645977777408749	0.756176052967375	0.878281095963856	0.561959900522228	0.701208027879578	0.761715559023263	0.654257338566838	0.537060385503643	0.855295537555079	0.682607208092608	0.742637250994658	0.810802825726941	0.776865659086186	0.574374915808642	0.0242395970183282
