""	THY1	SDC3	ITGB1	LRP1	C1QBP	CD47	LRP6	VLDLR	LRP8	SCARB1	ERBB3	TNFRSF1A	CD9	GPR37L1	SORT1	CAV1	INSR	CD81	ABCA1	AR	MRC2	ADORA1	CD46	ITGB8	PTK7	VANGL2	KLRC2	SMAP1	RAMP2	CD44	TYRO3	CANX	TNFRSF21	LPP	NOTCH1	FZD3	IL1RAPL1	KCNJ10	ATP5F1B	KCND2	RAMP1	ANTXR1	IGF1R	PODXL	CALCRL	CD63	CELSR2	MCAM	ITGAV	F3	CD82	ACKR3	GRIN2B	EDNRB	ITGB5	APLP2	TRAF2	PTPRA	PLXNB1	RYK	FGFR1	FZD5	MYLK	PDE1C	GPC1	TSPAN12	LINGO1	NRCAM	CAP1	CHL1	NCSTN	PLXNB2	S1PR2	AMFR	CADM1	LIFR	TNFRSF12A	NOTCH2	EPHB2	CD99L2	TSPAN5	SLC16A1	STX4	PARD3	JMJD6	TFRC	RACK1	PILRB	GPC2	TSPAN17	PTPRZ1	MCFD2	APLP1	TRADD	DCC	RXRA	SLC16A7	NCAM2	GPNMB	ROBO1	NCL	ADGRE5	TSPAN14	HLA.DPB1	LAMP1	RPSA	LRP10	CD74	CLEC2D
SMAP1	0.899549227394997	0.922676898723844	0.939221804267453	0.92584362595235	0.932615582407134	0.949094282533166	0.908664208301027	0.861259443606449	0.923592573357664	0.61827940957007	0.90130364596528	0.821294969636691	0.823016149223625	0.757242307631009	0.936533824859353	0.893820685438094	0.773552794111718	0.952124383872016	0.469134175463385	0.908001889151003	0.722433459613171	0.831114391533581	0.866626780161773	0.864693277705354	0.831858060433378	0.8973141585225	0.869961891502389	1	0.902050784588734	0.311903482688281	0.891213440719076	0.919128050050502	0.860415717432468	0.942323469339556	0.95690664553629	0.833496028778811	0.725270797717623	0.904779571490793	0.938976810999322	0.925332135469118	0.873612709721398	0.922427031385869	0.73940915443019	0.871634697677107	0.922516905824433	0.922172836131801	0.904948929083024	0.925571901290881	0.879752649671194	0.427391443753452	0.888412291276103	0.87354349550201	0.892572737347241	0.816871872685938	0.931050937893222	0.959837351229254	0.824372158846676	0.936728492057737	0.898689454262436	0.942886438379028	0.914081604789296	0.890777250532015	0.400377585318821	0.851169688273835	0.912366881335053	0.88940153173121	0.935570324696629	0.867260581438815	0.971382795069672	0.765575269895491	0.869117449994274	0.853863831541298	0.895756769323003	0.920795920316914	0.930817671043792	0.906867937070661	0.826892801246861	0.844830994759268	0.922853590950429	0.932279827061736	0.895672474379342	0.844884139852974	0.90425052445718	0.874545941712405	0.881409512294758	0.897482437455471	0.887255421202791	0.782694439705622	0.854871424382449	0.905608090493144	0.909156282465213	0.927583745887238	0.926743757180177	0.69573650670183	0.890543720600101	0.701830670743529	0.757021423729238	0.900018123459607	0.385358669395324	0.87114253763369	0.938885537531544	0.876823673806902	0.881378198390859	0.708304106023118	0.924659653379084	0.94291008200658	0.725896516732409	0.281905372872132	0.819084991058748
RAMP2	0.891701637316275	0.891905026530829	0.839189893779074	0.8872423588337	0.923447552054966	0.885338015813559	0.852206937286876	0.810791513510017	0.855483291477186	0.550284494638353	0.904391410142332	0.748895358872143	0.763427108455038	0.767565187680932	0.874073321590618	0.843032447685375	0.641949606410205	0.900770413062012	0.322677681676297	0.824775761362217	0.614650543327107	0.812421161129895	0.775863781718235	0.796504858333803	0.75000749327057	0.837869129465716	0.874088838916763	0.902050784588734	1	0.21402971468294	0.870020549915976	0.809110447579581	0.854529520511837	0.86051739929381	0.915830011996923	0.747135348956085	0.723383634499585	0.900332837523902	0.894653742119538	0.907960465550695	0.84262824563702	0.884733797661387	0.627955918588559	0.831767283048882	0.881011910671346	0.85972335727041	0.85179094413684	0.88845972927721	0.812766543730908	0.353125987449986	0.879437187942339	0.784956598042096	0.855313749285292	0.772911348178412	0.902535627045539	0.872025876062847	0.726107179634854	0.875129074302792	0.860796671787468	0.861329753651688	0.836151590501179	0.827740935726668	0.32040299290844	0.8308800667824	0.862027758062858	0.884795369515176	0.906260659762511	0.804367415024704	0.904366120272794	0.705188961057807	0.80904023227793	0.769798382314856	0.869549615260714	0.858114080129407	0.853673474704033	0.855498239264388	0.801723246630539	0.740523820698477	0.850561829076255	0.89805768844236	0.787311333941621	0.715231229228925	0.856333524034262	0.776871829101858	0.782843612493988	0.848058104308564	0.79827115192232	0.665100366254256	0.856442123127426	0.881695695553265	0.900460377309922	0.833887732709208	0.87391765788329	0.588548662160999	0.875667106232034	0.596831163978643	0.606395952286781	0.881432977998876	0.270652179983717	0.7964392389441	0.866078706468445	0.830455128732658	0.822162138238326	0.612881079113332	0.852561872673871	0.901707666416591	0.656162016555485	0.214399176240227	0.724426085749001
CD44	0.0684809644072603	0.386068970333869	0.420818287358084	0.338134251022043	0.176830467953182	0.460808316956022	0.246738542440266	0.20084968591136	0.223632485027534	0.196228126124074	0.14012962114474	0.655341408171991	0.561891416833638	0.0888649179765125	0.398657239653022	0.466095864166705	0.335528450212766	0.41155557308833	0.683489174633202	0.48513463213382	0.617012695606135	0.341062027363681	0.334295952187572	0.61077660098051	0.330901233861127	0.460266556664504	0.0715490706621033	0.311903482688281	0.21402971468294	1	0.311902176974369	0.37479544895002	0.340091473050837	0.416236012833209	0.275582474356081	0.610966561236161	0.111951656485859	0.25875683651025	0.186521956088527	0.130552002201759	0.528576367013479	0.415581690456551	0.599209727700735	0.556034780099926	0.250485195149703	0.518307852005766	0.399716324200487	0.207967263084508	0.5584810079256	0.933421907371475	0.115513626099283	0.426032449064376	0.274683242269089	0.237695137563057	0.209597818861684	0.381452284202589	0.151495703781959	0.405597057909744	0.372564445071175	0.31570452416869	0.396130135507627	0.242267259587039	0.601116843171259	0.327307849349279	0.401092313039294	0.15568031258303	0.192092940131234	0.471710138934773	0.356365990547982	0.627075241328885	0.473315379472507	0.412715135622303	0.191502983012818	0.468371176994466	0.363603180607963	0.469286539437417	0.319528296631108	0.523551331987702	0.20820951236787	0.335088205672145	0.423779319643326	0.292069281220392	0.326549187311523	0.362781331291944	0.283111764238152	0.286717959696817	0.315398103344086	0.464319599351888	0.0581296048474931	0.130216420765481	0.152067931683607	0.384800165397709	0.231284141327681	0.471595119064075	0.12683704178643	0.437162339324129	0.526649490533976	0.369528901214233	0.341541859630825	0.505236527881841	0.141820457701704	0.236630987095152	0.378087396817081	0.783066245025296	0.494164415355189	0.257828435385652	0.631914164173044	0.912625428566611	0.338663107514528
TYRO3	0.857022168105948	0.926074752727382	0.885557618934679	0.940022549930234	0.844911929841746	0.92094825571631	0.925800899791351	0.83803237151855	0.869442818250439	0.462767664341027	0.928632597419405	0.823842471805515	0.766364641730701	0.852480391721063	0.928592254255691	0.838436887368135	0.755463502515156	0.933988750060353	0.461899796764326	0.891422175305038	0.755310178707174	0.867116112812349	0.84826193285636	0.901604657110002	0.797842238820562	0.907145271593967	0.868590062186927	0.891213440719076	0.870020549915976	0.311902176974369	1	0.834854364193798	0.903773752900238	0.922657488571932	0.921550776579572	0.829403435543867	0.801038536863126	0.946316671512885	0.824792778100936	0.912596644667372	0.928437643610267	0.918195667452738	0.714972976030556	0.883877102717637	0.912926058605511	0.881075767676436	0.92281468605521	0.901102752142749	0.907614944900118	0.457128286501146	0.873843827944313	0.867651703322798	0.913750851243867	0.892568468114005	0.88274397445588	0.921508722408567	0.724477138349785	0.936822562581084	0.923706874103238	0.913031673630275	0.872197688302684	0.842431986990731	0.394426731737143	0.889348627967924	0.914636803600965	0.852412967314817	0.918026132884764	0.930072024266788	0.888662816897557	0.844551803018172	0.851239462965482	0.820263451792702	0.870446567803953	0.884938449938572	0.886037793036258	0.883442824089651	0.810972258693042	0.864036401797916	0.852627376418556	0.936077490245977	0.881246464117186	0.715478360612833	0.864353532678418	0.810863472005435	0.730471757259475	0.83023989188902	0.742239216657331	0.775225796796864	0.832205574521749	0.854856881083339	0.947720541374291	0.846977061032819	0.929378472359753	0.656043689043487	0.900223995496739	0.655236694314355	0.736526725690469	0.952193045461648	0.37141290715758	0.903541196519658	0.83673330462374	0.876184811894384	0.864088585405527	0.661186699313297	0.904137551582866	0.821109098959597	0.791719430405807	0.31032563175057	0.822498128576687
CANX	0.779738492154935	0.90230545288939	0.943388099938636	0.924580642723207	0.819963303611951	0.899759072034858	0.849320174242941	0.836543966022297	0.857418071186549	0.710975145943418	0.823659856591593	0.84573913031454	0.863306792557421	0.674519394133477	0.888375662758648	0.915601825940207	0.875304645864971	0.916006634149241	0.630821090305349	0.853951606903594	0.80371535107748	0.739659823781586	0.880480094971842	0.843331525718108	0.828513289789956	0.86347369167857	0.749817632180034	0.919128050050502	0.809110447579581	0.37479544895002	0.834854364193798	1	0.825877058075096	0.936311083862169	0.889339422856737	0.87002965166843	0.648635317858405	0.82688917041833	0.843356495243593	0.823215494298563	0.81494098353199	0.880354997115974	0.828578694038144	0.821354710575912	0.850318554997238	0.922127623687423	0.861630498427257	0.822514059737624	0.874724251777379	0.444622975375095	0.795634802096289	0.797509358740342	0.848340149884196	0.774677772738834	0.841588695718865	0.93451822926381	0.777145641967025	0.916477877505971	0.845897346407793	0.909398352051078	0.929129038300422	0.873944861667575	0.516195288446907	0.796881095901148	0.89783864973859	0.75776579486915	0.882465436343564	0.871836732373166	0.908294630745447	0.776236694673984	0.879160008406311	0.875630077620306	0.852399380167325	0.903374830410363	0.908272821567432	0.890325945425536	0.796439794803778	0.856949384266978	0.871798715260785	0.875335098502681	0.865125992653928	0.928438605203718	0.890025951444171	0.863451062911688	0.873504846089867	0.86706744137715	0.9441943599256	0.807062147203893	0.76035522548235	0.835771346437611	0.82962019606229	0.956238985519025	0.887183719697361	0.793824028088361	0.813066248983107	0.835470550163936	0.830113257537664	0.84812148594095	0.570200300195793	0.860630831751687	0.853353684818523	0.868627025095947	0.869232372374963	0.673276508797328	0.87975032617585	0.880992596183743	0.742545010775739	0.28263351483776	0.845299429135482
TNFRSF21	0.815575582923361	0.917650309120604	0.868830853905805	0.904450303808799	0.816809522390924	0.899097179281113	0.885940475085179	0.830528669688955	0.818829000756871	0.455400069820116	0.904233378666075	0.82777834869709	0.778875507037486	0.802213291490667	0.894189468333263	0.846329650630909	0.706667528607139	0.913442840546863	0.482605079237599	0.860168468057897	0.728530701578022	0.835346068527917	0.818824045885178	0.87086223213833	0.808892134188963	0.869225106510765	0.811263610917979	0.860415717432468	0.854529520511837	0.340091473050837	0.903773752900238	0.825877058075096	1	0.894688738707763	0.887689269461064	0.828386933721735	0.733809106895565	0.913938830366059	0.797614877233852	0.850080672281393	0.894309590893349	0.906209192065971	0.727721184342483	0.881718380541877	0.845593774193489	0.882354381196235	0.883262030433646	0.839456488685989	0.88357063265632	0.473185853549921	0.830295263526353	0.817177443814178	0.850679439367411	0.831222262849398	0.837544416302357	0.885533786331175	0.671298975215058	0.902602268670891	0.873778791368757	0.870479282746311	0.864415922020456	0.815190575201132	0.407138021420712	0.868394137431586	0.897235818392262	0.798814015970088	0.892161585790658	0.893745533303096	0.867107776984715	0.835771564976675	0.849585946621569	0.776810175514926	0.849476802317127	0.861772017708788	0.877335361115812	0.893239705595067	0.818415278407744	0.817112114311052	0.80130657554439	0.896638336904156	0.813855482130864	0.686424842572555	0.900187806691331	0.786916747006751	0.734917492336352	0.818330460638244	0.751392113172499	0.756182646585563	0.780900013166646	0.838961720541089	0.883080462983403	0.841128330992539	0.910633907637623	0.698712333204193	0.831362465699685	0.662326675015033	0.724547465330724	0.920106248035605	0.39901805780252	0.862252755834163	0.777896434617205	0.857915863469903	0.841731055143437	0.651868995282857	0.871769623065678	0.81629602400206	0.749828838764082	0.32679117953777	0.797403295353496
LPP	0.81787099314436	0.958513342854594	0.965560906068799	0.970491834300866	0.845197318321383	0.944992530368484	0.919785464840801	0.889620891194643	0.902938963671254	0.614671383126844	0.878857671988791	0.904022772837274	0.879501057188242	0.74811859478787	0.953799243084358	0.933507499555897	0.844173191567225	0.969953692000333	0.633458464690472	0.925975249905944	0.850607913315267	0.823566162863772	0.918324420703584	0.934458115151729	0.866472306441214	0.938480846610159	0.79617089233789	0.942323469339556	0.86051739929381	0.416236012833209	0.922657488571932	0.936311083862169	0.894688738707763	1	0.943408003347683	0.92461078298776	0.746245004832729	0.90215198799966	0.846331367175217	0.877911845523617	0.910805481577915	0.940111037040739	0.842430089495722	0.903970875769563	0.914303435507708	0.945959260741917	0.948242041355523	0.884712451453623	0.954951847338729	0.531325276800569	0.847142895932781	0.877829633611113	0.918658271197932	0.840544134156611	0.878696780873043	0.971101368523495	0.78431847854618	0.97111276506881	0.921972734326127	0.953468817255697	0.936067075183115	0.891804571739581	0.559238524663585	0.890050444006865	0.959720734904232	0.821291902015226	0.929762889658609	0.946577917660747	0.938063669455225	0.874780087025302	0.927376304930694	0.894781848749721	0.873126660489552	0.938037811908647	0.943386814155195	0.938679951181076	0.855460586779996	0.922166446461959	0.904308428864899	0.936737733215975	0.922424354686531	0.865459380548872	0.902750846773241	0.902307994326524	0.830313285007009	0.888637172946584	0.858806955499635	0.864845183902383	0.797798583213747	0.853059313064273	0.911064784134776	0.943944124485196	0.924113362575321	0.799987712414357	0.860021122013242	0.81080096083748	0.857796373285624	0.933542457686478	0.490623330389317	0.941055861778803	0.867316839858322	0.897534126090702	0.905988270906559	0.727980530419869	0.934580128955272	0.86749756437154	0.801939166323786	0.357931513208712	0.892799450635407
NOTCH1	0.888014868026417	0.945442805946385	0.921697496773364	0.949954103784079	0.915229134892009	0.934470120252018	0.944113616306705	0.869191178746693	0.928925830586889	0.598030158984483	0.934517984098369	0.816268041406954	0.796530783911709	0.760234237900928	0.953863404166552	0.880286384568101	0.771776850233728	0.96439032822398	0.461286028659356	0.922552865539751	0.7320648359036	0.839869560188132	0.865609465434615	0.873471186677873	0.843295919401941	0.926143298488875	0.88541750991918	0.95690664553629	0.915830011996923	0.275582474356081	0.921550776579572	0.889339422856737	0.887689269461064	0.943408003347683	1	0.842660891521144	0.735076150161692	0.929737886874833	0.9063590101963	0.940831081858036	0.883643506719315	0.943898387068281	0.741456191445637	0.889589147424892	0.945181983290355	0.897221326299558	0.936622253489337	0.935913569470808	0.896058813728284	0.410593337944421	0.888087595453692	0.881681160081364	0.929254569569743	0.828373223077612	0.942020197162504	0.950586365108193	0.798780126536929	0.942470837803671	0.930663937992668	0.95239900123717	0.900204356465342	0.906684946131781	0.419245781035147	0.872717569127903	0.92166955603715	0.902235686027867	0.957564220560275	0.888796505986627	0.957591063612948	0.780310449599756	0.876215499229715	0.851638002083183	0.878672967289624	0.928610653450409	0.943124552475924	0.911988677506003	0.809292969418341	0.853702364734732	0.917937413557894	0.943473100507578	0.881316611614224	0.800379768782178	0.911935035550738	0.858449240555667	0.823019607517195	0.905242391964839	0.851568144365132	0.787198336831314	0.851779599100517	0.913735126536161	0.936588021915166	0.906650041556009	0.928271947996442	0.685749630750322	0.913938407587063	0.702655626820862	0.7342296441025	0.92601527119294	0.339199261944135	0.888171299691797	0.914524889955697	0.904368697225109	0.885725475821727	0.671757184599037	0.906877710048516	0.929863857105068	0.724874359341351	0.264168553907053	0.849231532755449
FZD3	0.640320181160601	0.89469236572504	0.906327052673997	0.897234335680853	0.694661953440202	0.873563370745467	0.823703591271212	0.783154954744291	0.79829841219224	0.550120032334985	0.741121745497195	0.927713047200955	0.867636231750608	0.590269572545406	0.895085550952616	0.886620557503133	0.803733042225427	0.899696898815534	0.754121418213729	0.895223875419907	0.900048443604812	0.71752360018957	0.859726690361294	0.941593239134862	0.820796194632603	0.908310140785603	0.632580820765203	0.833496028778811	0.747135348956085	0.610966561236161	0.829403435543867	0.87002965166843	0.828386933721735	0.92461078298776	0.842660891521144	1	0.641584868299438	0.797655568466251	0.691634574719975	0.73000323819964	0.881651712697287	0.875125733692542	0.905253431546707	0.898344364705503	0.818576507743225	0.89467812481227	0.892825106533907	0.753777553007547	0.951556433452016	0.69127359110685	0.673239511616655	0.818654912819751	0.826183160789092	0.724572524928409	0.754186132757322	0.88985991574631	0.648795256872245	0.911786246583762	0.867921600355356	0.869765310870429	0.87276153494533	0.781874924359697	0.64590254750787	0.811959976236808	0.902534388046962	0.666353496483811	0.809091175596579	0.922269986731251	0.836460764623282	0.897215718437666	0.888053658879558	0.867880493442293	0.736021297271803	0.884717833583742	0.859188216010198	0.888276678531262	0.765640232576605	0.909406820035688	0.798991416075793	0.832276893566518	0.863995211011243	0.80348701595023	0.800477033193119	0.85977782971531	0.717744855457336	0.786850038786779	0.786179872335789	0.876400966908679	0.648291606018345	0.705099392889168	0.774443945146269	0.880729317442656	0.810709905353416	0.817157698530623	0.716376954012234	0.827251561155594	0.872661247669642	0.857310980210378	0.479054609532541	0.936218378724512	0.710442163911919	0.796486585904748	0.83892125932414	0.784030261310208	0.874547738507688	0.750668109602166	0.820853414311145	0.540270337398241	0.866323636632573
IL1RAPL1	0.767801756036747	0.720156172546232	0.692649453651606	0.746865372950063	0.729873236316881	0.727211154748079	0.778267227109307	0.734550437604388	0.703679823072873	0.361811704575717	0.79328278094954	0.617543101133116	0.569914481039353	0.736490392165688	0.718084171789811	0.653139861309789	0.564380120125142	0.722433389968897	0.252092478324831	0.702252870040558	0.512722776748761	0.676977448940552	0.703306657130155	0.678673471113733	0.58599996000942	0.700630844077296	0.735258289922993	0.725270797717623	0.723383634499585	0.111951656485859	0.801038536863126	0.648635317858405	0.733809106895565	0.746245004832729	0.735076150161692	0.641584868299438	1	0.797190204388811	0.698026925563551	0.803677901290565	0.710130047166203	0.718571517046596	0.488546116358893	0.651552432958299	0.76239119120932	0.664397629949096	0.703124121080749	0.762237343932097	0.684617506443043	0.234171643613519	0.733755145780481	0.67636386473308	0.707945656087068	0.701834431041025	0.744425676559622	0.721832298388545	0.612492607961054	0.742288562378764	0.70361816149723	0.722443531394723	0.710369289019581	0.695216319501143	0.213956212455165	0.737851549528885	0.713781293399702	0.715411840151089	0.747799003190929	0.713042033421493	0.709842395081765	0.59581799734865	0.688949004197959	0.602355612222562	0.734942872655593	0.672262361675492	0.696576406171942	0.686943806107165	0.662060319221123	0.658229205188198	0.680670344119426	0.719311322483731	0.676323377514429	0.572819161387233	0.647381179586033	0.690787217150158	0.608912495303529	0.674236666012966	0.577878098957883	0.622727353968049	0.785719348243224	0.692348233155276	0.824053058703669	0.659350482592827	0.750923290436332	0.446842952634697	0.7710591851032	0.441476090060015	0.503913075987871	0.7607621691674	0.203496409105138	0.685415297481422	0.71244547280982	0.712551313546077	0.661492390467808	0.463876779715891	0.719723141690569	0.664281642318808	0.553488988399051	0.120036579523208	0.665984108778362
KCNJ10	0.89211221448169	0.923200353488855	0.863395239903973	0.922581047331325	0.878394309568396	0.921137922061776	0.929739771968824	0.854551376948495	0.870649146134958	0.452885161103637	0.964466556306545	0.78486836717787	0.755861291334144	0.864724688579006	0.916220691445277	0.84572547553251	0.703756783132306	0.930151676552917	0.3854960133246	0.876747046105467	0.684777260164135	0.877197748112484	0.837528496243282	0.867305021558931	0.79079241218578	0.884075999088497	0.900631104311641	0.904779571490793	0.900332837523902	0.25875683651025	0.946316671512885	0.82688917041833	0.913938830366059	0.90215198799966	0.929737886874833	0.797655568466251	0.797190204388811	1	0.857734865523599	0.927379277318139	0.912234637532767	0.922974104330203	0.680722349339293	0.878069624413053	0.922860709185563	0.870704193133213	0.904645083852758	0.91803834182344	0.883217459866929	0.405850269088356	0.896967199989436	0.834450312306149	0.891093350660406	0.877644894045493	0.894944494547062	0.908211335512772	0.685940265564462	0.910687803606002	0.91068759022628	0.901507145819504	0.848797117330112	0.847058146000393	0.350103751121684	0.890913227835089	0.889463594445566	0.892076536351509	0.931932785023614	0.883271196174774	0.898623996996627	0.802575697641427	0.836913476478132	0.782193523230882	0.878787538732499	0.882616420638029	0.882921009445037	0.88160911734009	0.790597326086578	0.824054301403765	0.827746784959928	0.925380473951365	0.83863513821392	0.68934898544838	0.880607228149888	0.800310178505693	0.752686587859768	0.84541863268133	0.759940441270651	0.738851019499795	0.86775116279934	0.879437301448322	0.952545099876135	0.846901319200643	0.924980299810417	0.627785430405021	0.906018098393624	0.609581230579507	0.687523769369259	0.946943303132324	0.33750587962421	0.87778439555382	0.850425107622121	0.872996312511107	0.854231961744347	0.63220568176963	0.887458017904735	0.856581797264891	0.754482935598847	0.265120594819295	0.805096981880433
ATP5F1B	0.954796049812066	0.830443347367605	0.855697362955461	0.833595660324179	0.981419051713732	0.899760398735325	0.85552403418394	0.773736964525026	0.860765915309779	0.554696251375496	0.882474427724017	0.715181840798954	0.737400707201008	0.734056694648707	0.864346514622845	0.811226531585054	0.647534222962922	0.863623751205049	0.25507604267269	0.828167074853708	0.549064937449661	0.793074030650276	0.741514305332441	0.75651665502534	0.746854526930967	0.801129403723232	0.900674794312871	0.938976810999322	0.894653742119538	0.186521956088527	0.824792778100936	0.843356495243593	0.797614877233852	0.846331367175217	0.9063590101963	0.691634574719975	0.698026925563551	0.857734865523599	1	0.925112577614649	0.788220725644829	0.871684875922727	0.576917023426096	0.769561495349838	0.881862512217695	0.847289398968233	0.815068154456328	0.909461697645037	0.760286616752978	0.302711553748348	0.89280364114592	0.826225336461428	0.816021689622031	0.760259007764181	0.928292405131644	0.885380762465236	0.834820884769057	0.838370038286625	0.798425378245414	0.867235855635303	0.839122929596278	0.84103363102744	0.244530211978574	0.760117166538045	0.821635559217955	0.918968597563463	0.878053039055144	0.739412287348065	0.945262967855157	0.617648801154875	0.790852487392048	0.738940375056021	0.86708557547204	0.849193174165176	0.866567282059308	0.84058018407769	0.780871368925758	0.717375397772063	0.861924710249457	0.872991843054274	0.81047086268753	0.760335179572155	0.858637484574475	0.748539289073304	0.852088022167888	0.862129550096012	0.835986116154092	0.641951333475286	0.868756188523605	0.916952441104322	0.873801316859093	0.82771847311727	0.871070324636755	0.5352760480284	0.872958740012642	0.536937688274589	0.598971507928861	0.841656453855208	0.246182820062687	0.73466393175232	0.967282253575515	0.813500514550301	0.823625100934018	0.650485332906501	0.883208940466263	0.963433049945589	0.609248983841349	0.191190484147894	0.69438126431649
KCND2	0.956425616280316	0.869312294078524	0.843263891925231	0.891083417676787	0.940848500119173	0.898182475080973	0.928461459895038	0.837748281789867	0.888348882179128	0.513950966231043	0.956964279472389	0.708509080537655	0.686380914678572	0.824967909311848	0.896375110912941	0.801812747661379	0.680982108273204	0.89518615143104	0.261443174009623	0.854258523132407	0.582761960358309	0.829590127566125	0.806218761006365	0.793481603196553	0.738173771292049	0.842798175766728	0.932571880328382	0.925332135469118	0.907960465550695	0.130552002201759	0.912596644667372	0.823215494298563	0.850080672281393	0.877911845523617	0.940831081858036	0.73000323819964	0.803677901290565	0.927379277318139	0.925112577614649	1	0.83893595795913	0.895903962063719	0.585945749589648	0.795686081922599	0.937021757053194	0.819985490795339	0.860113320178325	0.947141981227566	0.804759276235845	0.273155733583643	0.920761972426792	0.831446878899302	0.875251452961498	0.847157878610767	0.938381541118579	0.890882086314828	0.780858152671597	0.886601796593761	0.861312230489775	0.898974978536905	0.844230063904856	0.858573148590239	0.24649832079175	0.837910313580914	0.840531445698201	0.940417416431701	0.925904201149038	0.812780023996665	0.913737301438841	0.674849064722636	0.795533589200499	0.752176720738571	0.885173188455027	0.847446186630918	0.885101603541542	0.848398749161146	0.755941154808543	0.753716711695476	0.869669604490673	0.909079379815527	0.815920018599702	0.715324622115767	0.86419983057378	0.784859552080357	0.784359781821491	0.860088098075712	0.78467138506972	0.700841799395273	0.910949907706212	0.919229517076823	0.957568190851042	0.828163613292115	0.909747773560091	0.554943719961172	0.932928577672136	0.544383060835498	0.622078398210949	0.90153277952224	0.258693392534499	0.797205898371261	0.926117374147296	0.855510864756714	0.834476948628387	0.593616568142047	0.867622852824458	0.907127173609259	0.640749055404924	0.152747732911322	0.771520649609878
RAMP1	0.790821196155199	0.923478766606098	0.889456007594621	0.901793502944387	0.803731174497679	0.949154515203081	0.868316302621101	0.787375601088956	0.81228878947868	0.403308910465884	0.861667282168757	0.901985021979983	0.823217858530069	0.801329848141016	0.926591651498715	0.854664491719781	0.715825697350291	0.931679313990057	0.550440142439052	0.905175982041125	0.799760951505882	0.884649235210203	0.801403041255998	0.960315432469748	0.781569241444973	0.905844845968348	0.80433528119258	0.873612709721398	0.84262824563702	0.528576367013479	0.928437643610267	0.81494098353199	0.894309590893349	0.910805481577915	0.883643506719315	0.881651712697287	0.710130047166203	0.912234637532767	0.788220725644829	0.83893595795913	1	0.924853075583101	0.767630022808916	0.925845807649631	0.871545176978687	0.925436044398479	0.918950393264973	0.843358947350434	0.951195284369735	0.658610982683185	0.816584321999449	0.889595245124245	0.878225466080145	0.863609291701835	0.820949732953421	0.913416435582094	0.673767356873148	0.929562410273316	0.919358885319448	0.875081912514583	0.856431572954165	0.797057512676839	0.475888698844351	0.885286645154666	0.913641917445629	0.814806076067218	0.866137187355025	0.940458027120379	0.875292384504505	0.916123705474929	0.877397422026733	0.819092052128641	0.813904540771082	0.902703584817903	0.856804781106531	0.899685415402598	0.807392734627621	0.871513538180635	0.781686986699152	0.91555705734518	0.894362320993493	0.667313499129349	0.840456668880256	0.796017150742809	0.715440785762352	0.783030787327316	0.718934723241971	0.7782751557082	0.74380983981799	0.782109411244032	0.876693411242402	0.834211568328178	0.88091803389529	0.683040792413005	0.807528661368098	0.647626952528719	0.767700569682561	0.944107997315801	0.395494316807172	0.926432982736391	0.771252580309207	0.807145435741074	0.854444644551169	0.786078935850479	0.935237259995119	0.792310480349346	0.871775244613883	0.512745977778493	0.788479959892284
ANTXR1	0.85714608299543	0.931447169681198	0.906957393372383	0.932712732914295	0.881555217490498	0.942503581178555	0.931100268805474	0.834632662751572	0.85919789040345	0.518958901335535	0.916917616854963	0.865933519774093	0.80843873079119	0.757518291108685	0.943696943440021	0.896791310289912	0.76716093084198	0.946251859056063	0.511520338223616	0.924959461093912	0.758930964949805	0.847884000015919	0.842683070564337	0.918568255114612	0.818285924870293	0.930256749753876	0.857666910659981	0.922427031385869	0.884733797661387	0.415581690456551	0.918195667452738	0.880354997115974	0.906209192065971	0.940111037040739	0.943898387068281	0.875125733692542	0.718571517046596	0.922974104330203	0.871684875922727	0.895903962063719	0.924853075583101	1	0.771808534876864	0.905266872212955	0.920009115361001	0.911322753198146	0.935511279124175	0.901353023204531	0.930187100106919	0.52427613089175	0.848218502881715	0.882412911163567	0.893866738924786	0.835473631626622	0.889683657475161	0.929423666063857	0.727752819507868	0.932567419637691	0.923196670469613	0.923790307296071	0.897403986570381	0.858481172834711	0.44609067929917	0.878412824794792	0.912783531502342	0.877730970865152	0.910699649316945	0.903081597865286	0.929066105269473	0.833675386346861	0.896253187009462	0.826326453175809	0.86674575810783	0.923174099827164	0.916756720441483	0.913381986457299	0.816042366225098	0.881365914415039	0.860305455423014	0.926329181531333	0.89320713486209	0.75482564934443	0.898603030517778	0.818207271949829	0.787326244505453	0.873436153083787	0.835249473837589	0.78355730328425	0.799097841056486	0.862231100013474	0.911628875510133	0.883410419219394	0.898010458103832	0.692167675817658	0.87488097546033	0.692494741945084	0.756287894395857	0.939864898120017	0.402327348526795	0.898934271427659	0.865289412735044	0.878479102354498	0.901693179470061	0.746173451602692	0.925529562347737	0.902402209202325	0.811464086413342	0.403743700012267	0.84883057871087
