""	EGFR	LRP4	LRP6	GPR37L1	ITGB8	LRP1	MRC2	NRCAM	CHL1	TFRC	ITGAV	LRP5	SDC2	LRP8	GPR37	ADCY1	SORT1	C1QBP	SDC3	NRP1	ITGB5	TSPAN5	CAV1	ABCA1	EDNRB	F2R	AR	FZD3	LPP	ADORA1	ADGRV1	TNFRSF12A	CADM1	CNR1	NOTCH2	AQP1	CD44	CD81	FGFR1	CHRM3	RIPK1	CD47	CD9	TNFRSF1A	ERBB4	IGF1R	SCARB1	SMAD3	NOTCH1	TYRO3	NT5E	CD46	IL18BP	ADCYAP1R1	RYK	CANX	KCNJ10	PTPRA	SORL1	VANGL2	ATP5F1B	SIGIRR	CD82	PLXNB1	ANTXR1	KCNQ5	MCFD2	IL17RC	ITGA3	TSPAN12	PTK7	FZD4	PLSCR4	TSPAN17	PODXL	LIFR	FZD7	INSR	FZD6	TNFRSF21	NGFR	NOTCH3	PDGFRA	FGFR2	CELSR2	AMFR	UNC5B	ITGB1	RAMP2	PDGFRB	TRPM3	PTPRS	GRIN2B	TNFRSF19	PDCD2	NOTCH4	PLXNA4	PRTG	PLSCR1	NCSTN	IGF2R	PLXNA2	ITGA6	PLXNB2	PLXNA1	ACKR3	SLC16A1	CD99L2	PLXND1	PLXNA3	SEMA4C	APLP2	MERTK	SMAP1	ROBO2	GPC1	TMEM67	PILRB	STX4	CD63	RXRA	TSPAN14	RACK1	PLAUR	JMJD6	ADGRE5	PTPRZ1	SIRPA	LAMP1	EPHB2	GPC2	ERAP1	HLA.DPB1	TNFRSF14	LRP10	TRADD	RPSA	CDH10	NCL	CD74	CLEC2D
NRP1	0.705266043866938	0.565825274150832	0.613686910025407	0.593881705402414	0.611082197399891	0.659584976780515	0.695781004295018	0.767364131059486	0.726365622723032	0.645098615596432	0.702201019508828	0.512789721592692	0.710457797576546	0.645859055869273	0.724980627205553	0.627717241431927	0.673261212874002	0.678905774939834	0.524059370386911	1	0.627175606593755	0.653672319177753	0.675508043201664	0.678631054354764	0.5906618489968	0.667146094632314	0.63924968174458	0.671880586949766	0.742038230830759	0.724849775933891	0.100738788751315	0.851514924549211	0.807823089491298	0.653755766932645	0.685849217259057	0.0361809680041328	0.899828003309653	0.676489558927561	0.666672667922068	0.624203897635654	0.808827294099026	0.882868027323066	0.550439756852669	0.874637924747003	0.559580593322789	0.410269736022392	0.678913493840789	0.593797406201189	0.515679525449224	0.581974828714536	0.753833765342684	0.745244197168478	0.882725863495029	0.205392168854136	0.68583615535872	0.738132854542132	0.476096559294535	0.726549387807341	0.5840695981363	0.494964074848664	0.687393947995857	0.694462473158041	0.749301996021816	0.436228767622527	0.461136601046494	0.791364188507928	0.726370952307379	0.754147901965974	0.78560915085576	0.48310089682199	0.611750877050976	0.547082627304864	0.260637686475954	0.744431737582373	0.711164975092783	0.603238759316235	0.583169709136858	0.411013271095103	0.706949064709447	0.822836111075134	0.526732940099205	0.571626133242553	0.32780290102033	0.488907099352713	0.451373753645451	0.631627597473086	0.612944737734459	0.703874586835295	0.6399268561052	0.409318288886748	0.768842890341521	0.527428497718569	0.573080325301813	0.569397882807756	0.691082925648438	0.655103021507473	0.638426518462659	0.572627656399514	0.919691924399366	0.723385541538829	0.687877592587899	0.799333609436702	0.750316820135438	0.593966171195849	0.768078299268443	0.754160801930475	0.679131152840171	0.66360438398158	0.528539644532426	0.582948832887426	0.52477079932065	0.719104025729322	0.51324814382139	0.671943190177446	0.630554459968961	0.830957896113709	0.63591091640409	0.47851072749526	0.743037899546909	0.768072506427571	0.572261426931299	0.622940060947532	0.678661328612273	0.778359220966589	0.734107042750888	0.620018619233819	0.674948035298148	0.5969317415964	0.68637945002962	0.677859150587099	0.492064112803465	0.848773377722321	0.47201938503489	0.899435338473125	0.690926221278886	0.711337022647854	0.648186971039077	0.603925128326103	0.70075724001045	0.501696275922488	0.542487116937549
ITGB5	0.949892643603555	0.854622797193539	0.765545510139039	0.92055326340963	0.842336515668239	0.923736099786617	0.873345887438595	0.90801536313615	0.92394048096533	0.906385534965787	0.909092310192024	0.734617878513673	0.877663024149933	0.856185312059187	0.924337132000046	0.905530575279543	0.908380332122223	0.856722760106536	0.822294044447823	0.627175606593755	1	0.935799734656881	0.751741007919168	0.806832920718242	0.902054301736592	0.932612942394313	0.864687727375238	0.883109713769323	0.819197375037477	0.905268899780087	0.308509020433495	0.532361181573191	0.9215982554523	0.830232997705333	0.875220067462784	0.251962353031323	0.722350090249165	0.928299854786009	0.928825125302378	0.843376856340396	0.877428087486394	0.826365780196381	0.879863816435227	0.841670348677727	0.780012881333755	0.462654994058497	0.86654565535501	0.801182829300364	0.791107855962691	0.901673417901503	0.897425325227554	0.848017405578324	0.500433345059216	0.476369129623548	0.934804701433905	0.950367175991595	0.860013121097915	0.95943751721781	0.83531585022958	0.742169916480254	0.859562109465389	0.859809391396023	0.919157678501801	0.738311627809682	0.777494545153368	0.80609720713946	0.936134862856151	0.925683237230888	0.827641705870514	0.845305511643976	0.871798138956358	0.807488203769992	0.548118372056865	0.850437520294328	0.866055099716003	0.818915991150677	0.80369288404985	0.624463015768679	0.835620627613041	0.909786224902613	0.874539721255496	0.914137636654561	0.573757654595456	0.737936467197543	0.754787138155992	0.888416623103648	0.82537984608953	0.902786838115914	0.873499820906405	0.618821144768479	0.822457905703529	0.738156779208053	0.818010265164437	0.792365208233291	0.865460163855896	0.787142648400193	0.836906567626904	0.842174114166488	0.71214561939245	0.927772453959037	0.814150367897159	0.861396198556526	0.819154251787212	0.875235502713896	0.888054346527576	0.700708037971863	0.93451448125784	0.929437597668233	0.787979002148653	0.837798205166176	0.660033435709178	0.943042364267851	0.715924895115053	0.931638771912795	0.894354413590144	0.841077694965884	0.801213815987796	0.603359439089196	0.876764329214697	0.834291081804335	0.860817340372745	0.814914330866573	0.856837012368066	0.685684366516958	0.876608124697884	0.865727006357264	0.915124601109337	0.879012127768939	0.938178400490982	0.862997775515816	0.811436384665602	0.838205747131049	0.570156855340796	0.633262572648174	0.871484221553673	0.866599837691541	0.859608861107036	0.872604891375603	0.912054912672785	0.424812623717362	0.82601052961753
TSPAN5	0.961405271279263	0.791668578563278	0.729577983034953	0.913216143826724	0.811889000694786	0.89036226409963	0.82302283467868	0.909976261909546	0.935090466225992	0.959022052966415	0.888328099899863	0.707481995959905	0.860819718480631	0.862573457518172	0.888865442001929	0.916224371036114	0.892197924470986	0.937797761886194	0.740796943023028	0.653672319177753	0.935799734656881	1	0.851337207241895	0.777170879734007	0.883917525723256	0.968407519100055	0.838061659732737	0.882402498761835	0.825665528447035	0.920139421005512	0.212013159081964	0.655277691019291	0.953985923497872	0.817903250193879	0.825315705770778	0.128036374513153	0.76971872798051	0.945628829962459	0.923619804708805	0.902249369791098	0.901030380565824	0.876961673943064	0.93307702041309	0.85850359820271	0.772280785923902	0.397098161183237	0.885715304473667	0.768240196864011	0.732738483216225	0.895591924872251	0.965183804189552	0.847395103623852	0.544284832753987	0.378800958960538	0.947047167499799	0.952477078420286	0.760646582015366	0.962148761906757	0.778803426905449	0.671579163912365	0.932047701404064	0.88918382741772	0.941671458297977	0.649911439605485	0.73053961294235	0.802094485864777	0.974328283100983	0.898339315812012	0.835040688908998	0.893296378182543	0.873342110880719	0.778620054789045	0.434653291889783	0.915500135734894	0.840216001452232	0.758037898666344	0.758784572426456	0.55690285115705	0.835627082074213	0.91184656396709	0.893727716332793	0.901828034450231	0.545304454803474	0.694831856921266	0.689312584298274	0.826031937893157	0.882549086373858	0.944597818381418	0.885936574635528	0.562955409891352	0.90240607737445	0.73757222552448	0.849306743005171	0.817567307123071	0.941113349444267	0.866839750034798	0.837943813042682	0.840085473771713	0.773461534286344	0.9135888393135	0.797266661680217	0.868434082629885	0.778803000161472	0.85698854752201	0.911411808171929	0.66972414355756	0.961837247139135	0.913842919698426	0.727998119512279	0.833490668607639	0.554686420888522	0.955247935589449	0.648216532392341	0.983762503530666	0.897847067912714	0.888908349355908	0.769680321932154	0.554349769768494	0.935914488270983	0.916274056807114	0.835812408989116	0.779212463488143	0.942398391434285	0.76215525562132	0.931322030385352	0.924587116605611	0.912518271709511	0.830400799893092	0.982834734375377	0.87644474698552	0.839287793413906	0.843968317800091	0.568836395989455	0.681703966747796	0.871959295133763	0.912592494577101	0.933451906710676	0.871432187635416	0.961417257590159	0.413306171396481	0.838312593125954
CAV1	0.771385367657445	0.500207120203914	0.489829317818549	0.724593418619124	0.542216989682405	0.638377727502609	0.570150923881275	0.734437135316023	0.761067958546559	0.82301559651398	0.65516177995526	0.452871450356193	0.670159905194791	0.623128032662156	0.69349957513279	0.722465798207496	0.643885883511894	0.910421242011755	0.438556269540784	0.675508043201664	0.751741007919168	0.851337207241895	1	0.560555299148218	0.653551401968271	0.819195982106974	0.619214876002007	0.659189811590446	0.624811081450783	0.756435093396074	-0.0465920443980068	0.783975258358724	0.836037975276281	0.664844816493861	0.58101821672455	-0.129887682263441	0.753259307033543	0.828913194625793	0.716816423852789	0.726183407694484	0.790276082682234	0.849773312426983	0.877776514807117	0.8193374874949	0.510476459272129	0.157737617124342	0.755083974458843	0.551540065136318	0.433967727069025	0.654065729559934	0.887243760236026	0.693367110936015	0.670038734832126	0.0989982533054689	0.779843176711992	0.770298300222688	0.492635917883349	0.781747779076465	0.509319647291762	0.377759961345264	0.916183849517847	0.849229688570634	0.826644969772936	0.341572508230443	0.389889014024435	0.634103836738316	0.871335340821089	0.74344581489308	0.689857431096332	0.795230216008758	0.629233630764981	0.542705058993546	0.160297410278786	0.90317217348121	0.616326522905441	0.475263530181391	0.513518947964067	0.21319866857574	0.647920665528862	0.777037795255558	0.709212540228365	0.682473195115365	0.304721809266604	0.47592424261326	0.409899610726492	0.553760621325821	0.736161672500628	0.787997131979441	0.781004062157792	0.297951331080436	0.839958287232725	0.530099693723221	0.633962341648869	0.620043627377122	0.935370941748131	0.842614482645439	0.609294915244211	0.599138597205893	0.816267757178846	0.754603154703197	0.547323819479691	0.710992872420312	0.560146027427124	0.590138430309886	0.743273130103899	0.590556737475799	0.791139180686932	0.700630652521869	0.486906517683799	0.589020570805238	0.345551685417945	0.772720252397803	0.340361360277995	0.866706783974269	0.662462795591097	0.847404050183266	0.663014511367553	0.28886653122299	0.900895590585055	0.915890108762751	0.620598956775587	0.568034311110937	0.917561038283235	0.692995052276185	0.902418131944619	0.857804202375682	0.702637376627335	0.581600601705257	0.855743426878623	0.66385110371986	0.727852033312047	0.787568640275142	0.444379879206727	0.764777932568748	0.708744836451831	0.871307495490255	0.883195061226823	0.6742676108985	0.802917971328359	0.345227399456739	0.595749356254952
ABCA1	0.858083480331356	0.902310136099865	0.911743521656659	0.786896340092776	0.940957786534646	0.860464318061193	0.920899413746766	0.932897777103273	0.903082926105841	0.798815965508153	0.94014393578431	0.777880868699715	0.835367843691274	0.837588551743702	0.86371711829861	0.853922113749878	0.917483241711813	0.594644409245763	0.850016268239996	0.678631054354764	0.806832920718242	0.777170879734007	0.560555299148218	1	0.868257040127278	0.846516914541405	0.91370907751729	0.921858003813797	0.9345070349647	0.83836773768969	0.52600873281313	0.460286613778526	0.839374355105515	0.828396033890902	0.906849275755348	0.329121436607763	0.681362398288872	0.719104749635906	0.872770949307865	0.857065717001026	0.812430921519436	0.729731397010954	0.614187487890663	0.748839438441893	0.9091833895445	0.62506630556353	0.789630200475125	0.877230046929733	0.819879651521387	0.855131777865219	0.749795884825492	0.91476709297559	0.435806813500484	0.524239862544748	0.850962025581543	0.882317959002357	0.842244089073675	0.861028415502596	0.889337385745364	0.85575790655995	0.597350193886643	0.613062696396474	0.75508352567372	0.812467175167708	0.832396129274385	0.815659401825993	0.790416142805912	0.807283581518651	0.786516864444203	0.643476016999732	0.884859990864302	0.821788158707852	0.606466381899748	0.630319153773717	0.867992895545931	0.91702440414755	0.80812719316759	0.758005497616364	0.840629527295633	0.795450260626128	0.736944339573133	0.804287518273357	0.677439048335122	0.833488730797657	0.773501815991143	0.879454909484627	0.782228551885161	0.827324384610508	0.599660322395051	0.731058644002754	0.788985138068079	0.807944974452303	0.788103699665904	0.869794116583769	0.634950084461866	0.585491032197006	0.890102743771299	0.819698681300858	0.610472297114084	0.872585757020199	0.9060842126293	0.887361253472925	0.857118342195664	0.866454878709719	0.837815098989289	0.668887270808238	0.837633765536678	0.864646069616279	0.719155033055334	0.868381932921233	0.76985631262184	0.844415813354005	0.842582738664888	0.752398577267269	0.901141213051544	0.715577888339226	0.80668113138635	0.789397452304077	0.688700318274112	0.610257357426837	0.790013908688616	0.858103523597711	0.609958703910984	0.654532383113066	0.668854361904827	0.666934688513764	0.922307911151971	0.900592275279477	0.77295213587249	0.803790423230287	0.675563621350097	0.798766859165534	0.559353720200931	0.592742949679478	0.811450139108236	0.689658746976599	0.584531103492779	0.821488432366989	0.785708336626346	0.504390646955583	0.837038975798365
EDNRB	0.886494731180454	0.881096371904521	0.782405141405703	0.827376813459526	0.908364649705602	0.881545190502434	0.898797582373339	0.908862845850373	0.911302718887911	0.827510096841438	0.916392792625081	0.726450168876485	0.88539097279043	0.807229672438027	0.899435957454296	0.868340576763876	0.931339791965498	0.720526399346562	0.845962767532506	0.5906618489968	0.902054301736592	0.883917525723256	0.653551401968271	0.868257040127278	1	0.893988264439356	0.912782914270186	0.885367615204957	0.85910300295296	0.898605407084702	0.572025474021238	0.46173775271225	0.87282437302865	0.844615720687247	0.8825290336342	0.492889195325851	0.724283285237669	0.886231074414779	0.864164375888169	0.818089766811768	0.811026741204356	0.768705184695385	0.76240059887313	0.793333393197501	0.836821653488093	0.571507559637006	0.827330682827829	0.856098329836405	0.781351198873433	0.913554742779736	0.803288242570581	0.864460052999002	0.447367810472528	0.712550392236867	0.868916693147663	0.905893039932931	0.917568148098993	0.927001523357425	0.867855432166672	0.844177645921514	0.728546344992757	0.789874038864753	0.820589810958349	0.851208457045191	0.825883352688818	0.846828073774618	0.88575907650742	0.906760749634062	0.811357396025438	0.75512044887042	0.856923285823953	0.861895527793466	0.732250796955556	0.736421365413876	0.873386685962262	0.927031988473252	0.910602088879637	0.681727493667321	0.814339532779608	0.828852568560805	0.773794010736962	0.863605536666685	0.552832345834243	0.802628434369357	0.805685683391388	0.908795044564369	0.784936923581032	0.834084588173033	0.759369986518283	0.830937080606753	0.774375698945853	0.75585596851834	0.751621764646135	0.823564383188763	0.753358586758694	0.689205385203877	0.905237422601267	0.809659561307849	0.65534936075863	0.897715067174767	0.831689443999547	0.851406875830239	0.876039057054303	0.843667166446279	0.835376644289526	0.75647773235074	0.865178861706797	0.909979028510477	0.761714554019957	0.827751938673266	0.688331850641925	0.887789017692194	0.783177774841307	0.854621518075323	0.901771624672366	0.794060316247946	0.838225204879676	0.668579255405119	0.769676696072142	0.723894379514911	0.834232701959655	0.795228051910309	0.731867121412893	0.651182897209516	0.769064887912663	0.728427782456023	0.910768399176005	0.932021179897128	0.870968297504538	0.766657416684588	0.714641895343131	0.785669927669466	0.572284105010862	0.617100723293774	0.933247466216832	0.793588857794262	0.718359487751116	0.804216779460357	0.83226059454173	0.451954215947111	0.798139095232012
F2R	0.967542429565853	0.824776486761116	0.794670607195968	0.91325973228039	0.865782995149443	0.891635742704764	0.853297375783907	0.938990425158195	0.95141912382874	0.963248988584016	0.914947783926489	0.727334130515279	0.851035620810639	0.869277887051661	0.890421972124658	0.930235101004287	0.913929880288703	0.889844982208832	0.789174717838749	0.667146094632314	0.932612942394313	0.968407519100055	0.819195982106974	0.846516914541405	0.893988264439356	1	0.870159139990857	0.92052500257593	0.865524979219476	0.915501565370458	0.276419364469024	0.632057933671916	0.955786629529238	0.828497135065418	0.856271459510387	0.160747727315077	0.761852598154248	0.915585071995525	0.943723602174406	0.930317030042211	0.914169204777691	0.867602416363834	0.906588970814413	0.843244196901271	0.81303870421063	0.450330321748441	0.875318165729075	0.825461899300299	0.798832366852497	0.909286976715024	0.946156176859565	0.87969285111687	0.518349085631143	0.399713128834364	0.9683176810628	0.962269329141938	0.795531632827836	0.96005883614474	0.811239227934399	0.730098763046721	0.887873365148447	0.83056987265373	0.917848615965824	0.699430737165419	0.770301503644712	0.812925215025037	0.959148412595206	0.882623416577041	0.844799268992257	0.888852636302594	0.903673749284036	0.774336628353142	0.474651040536433	0.887089840580821	0.863986187594267	0.807328458135362	0.793694984830767	0.60534863005043	0.828241318805644	0.897591820279536	0.892209544139338	0.90714018277787	0.631284273700841	0.718044551104088	0.742146058622921	0.843440372257603	0.879963982092045	0.94270552986072	0.824553798541111	0.584099757974361	0.910487298942808	0.77981171018386	0.866163050729302	0.862658733879481	0.908081183611216	0.833228449885178	0.865526433168018	0.857168466167345	0.743753061292558	0.945114439042387	0.829191763599335	0.875556607201433	0.804056423232765	0.875246024700616	0.912068079628096	0.680658237226566	0.955296961732038	0.913622779316588	0.717270603140238	0.853081606170659	0.612601789472411	0.949810938606923	0.678603955904778	0.961402471470238	0.912652047188617	0.86724532290146	0.783440804719036	0.618470336533089	0.907120379836497	0.870165892060796	0.850178462833984	0.818453340349542	0.896849624284022	0.733998433604467	0.898445180171695	0.920087665505846	0.937616687164523	0.854528621647072	0.967444159488731	0.882765683184151	0.877500148422328	0.851937978970489	0.561757789273514	0.65460859150387	0.855388328812664	0.876229439639414	0.884238925431222	0.901010332546275	0.946336528864551	0.417292008032974	0.849075605075262
AR	0.888956739219862	0.893899631272051	0.895398340236822	0.842628661146774	0.940025816079518	0.891483074625528	0.934597714593295	0.935073410063188	0.915366529621721	0.820341903604568	0.93163093680167	0.796784038483457	0.840909798417972	0.862042943325772	0.899925270818475	0.901125085673218	0.933506234604773	0.67285810167372	0.875225613064686	0.63924968174458	0.864687727375238	0.838061659732737	0.619214876002007	0.91370907751729	0.912782914270186	0.870159139990857	1	0.943189713577176	0.938644190835733	0.856615609986801	0.540436507374555	0.463974197668412	0.878788861957215	0.841957326958463	0.899386505700116	0.361373811085318	0.699054142055449	0.788185986205949	0.894504851310248	0.87217373643576	0.810027852523954	0.761169062902389	0.690984348900132	0.773359446259099	0.906166077885641	0.590704388445589	0.815973440905886	0.892715815933219	0.801665481615017	0.8887402263345	0.800596789030098	0.922445000329782	0.458299509467883	0.569105193471112	0.879138171135347	0.899583725429029	0.869601976615549	0.895529575315601	0.903564736572488	0.877259585196153	0.673145702877668	0.694048788142384	0.816212997506252	0.805667581029146	0.817343588890337	0.855365689702412	0.841526479770921	0.870085599676517	0.78746947734055	0.73028727343983	0.893558178186574	0.865258622160071	0.632691961852458	0.692178620499535	0.889654262393924	0.930131542755059	0.838683410884458	0.788570077110485	0.859735620386531	0.840072969358097	0.797266606150195	0.866379572329087	0.647947282340461	0.808082812099443	0.800938279238588	0.89245229174623	0.820614236426807	0.835870209178026	0.683781856874993	0.757710913741344	0.820037837638834	0.858951755993811	0.812645649605305	0.870287923227688	0.703351457355561	0.626591318382325	0.882606878188387	0.860185160509635	0.641905057375488	0.914036815711768	0.896519846290792	0.897262009815587	0.871400285080596	0.862449952804253	0.874734605514609	0.718334445144079	0.883213214854188	0.880989412803645	0.766933335618276	0.886862729057405	0.763467262985468	0.875315399290438	0.819030352845472	0.801138435296974	0.931293102609228	0.775350024092438	0.852389396227367	0.811914646394277	0.72969096220162	0.67415867159989	0.83684844515344	0.872636167786176	0.680117162148654	0.654523937092892	0.73352346743661	0.71471224495564	0.933698416552464	0.912319560953148	0.832926615240088	0.810180032826611	0.665632633931309	0.814006500148723	0.544759991385413	0.608318660302742	0.853918421616517	0.735917874836597	0.662217422952311	0.833352155038402	0.828746092658651	0.4578916856436	0.859869719917812
FZD3	0.949454258870212	0.91111645609576	0.938468519862837	0.87369902976435	0.961388915989778	0.922567102397857	0.944028702198205	0.966986449573707	0.95045153397271	0.891725854892362	0.967251575879912	0.816762612759029	0.85686353929404	0.904607103525263	0.918518751952643	0.939525135338788	0.965048288687102	0.73098676557472	0.886295815288104	0.671880586949766	0.883109713769323	0.882402498761835	0.659189811590446	0.921858003813797	0.885367615204957	0.92052500257593	0.943189713577176	1	0.958096162553688	0.880882414352701	0.429707575163718	0.518458309218882	0.918103252237993	0.844191142995275	0.926276392392658	0.258467569658993	0.711042494281201	0.79928177501414	0.954063915814126	0.927110381250488	0.870778362168131	0.807531257265671	0.733701753051395	0.782692840053059	0.926541492465583	0.606982105207835	0.833720113303036	0.90392201554415	0.865632056978923	0.88648578205145	0.86414315429804	0.920405545360678	0.460192383042394	0.456241113076644	0.936372993786008	0.949067869533136	0.844681509336459	0.929873762148176	0.911198228631697	0.852780234234968	0.720841700245178	0.68799605536911	0.850406487382597	0.775103374954264	0.873577384956887	0.861936985994519	0.875122465865703	0.858246470293673	0.842110162707521	0.776027403290033	0.951249207905967	0.840757537510132	0.547776065428516	0.737579138633789	0.89257989003465	0.908237830908226	0.819876800061801	0.78654234054182	0.889817688726769	0.873706768487687	0.849827149199874	0.90113024582577	0.736460679491112	0.771508296346128	0.802027267777755	0.89872489735656	0.857601565965424	0.912628329662052	0.711574763463742	0.67753980292991	0.874294239273714	0.84946077015052	0.899461372534512	0.898570193570197	0.749527373372109	0.684323882458338	0.914527809978783	0.897549066058939	0.659362018879055	0.927036300263609	0.917600831561718	0.922117449205345	0.871126073812388	0.919776672000836	0.913913857066667	0.668892862015599	0.932060649708479	0.91571253941032	0.78944824915999	0.908809638579787	0.735192469764971	0.938356797396263	0.826320085950264	0.856876013056649	0.958254440046628	0.782356166084459	0.796537246692104	0.795292857378805	0.782700418434099	0.724447267033596	0.859053465586882	0.902206070718176	0.737691766237972	0.696244898673506	0.775487176848332	0.79939286985261	0.961640203652686	0.893815005867292	0.876899865405033	0.911539027828089	0.773930640062767	0.840706242551425	0.575710117217412	0.589841716511493	0.828780599792391	0.776282718303878	0.738996292769438	0.919161089862778	0.909091334113053	0.468079936220225	0.90290806648259
LPP	0.896565981374501	0.897155419066963	0.939645910497294	0.825015532303785	0.947358129443449	0.891147406699372	0.9479799259718	0.960503516442056	0.925759372991172	0.827301246352417	0.951038579792878	0.829518682038523	0.837773509238316	0.88474685364731	0.884302826914539	0.885989065010369	0.94240418486274	0.673103402607622	0.860135243421675	0.742038230830759	0.819197375037477	0.825665528447035	0.624811081450783	0.9345070349647	0.85910300295296	0.865524979219476	0.938644190835733	0.958096162553688	1	0.85837923331097	0.461245926552793	0.550833674989336	0.898464954100904	0.854534551859479	0.916178017061044	0.282606460918567	0.753003640452699	0.753065865873264	0.902196490311426	0.896798207033494	0.848243087028614	0.811683009067899	0.644122507748854	0.81036853474548	0.921536185405963	0.630039613762746	0.814451240301391	0.893596315343503	0.812331529519508	0.853217226479948	0.816368672654739	0.937451390082205	0.53238071954497	0.471895325100785	0.881424742037073	0.909129450853681	0.813104732004308	0.887376099287011	0.907125880733439	0.846114539406207	0.667624720679056	0.66910122980143	0.827094262337082	0.774384781189719	0.822607658372332	0.868220467958421	0.83882756199789	0.843406521072794	0.830688967755129	0.693544492279914	0.905720053953639	0.827735164157243	0.559165344540723	0.699791725612911	0.888229004871755	0.913434148526446	0.812307331036189	0.76809501261358	0.896276233271733	0.856224143691069	0.789971510102482	0.851723490165929	0.669430673235564	0.790124763124526	0.78024824152068	0.885602216112159	0.826635355688863	0.864516165940615	0.664153385698574	0.710899673915489	0.85386822716533	0.867267286972695	0.818540304054564	0.877367100425074	0.693739785790171	0.627041363827255	0.899767985716926	0.852884324085397	0.700146587838476	0.906037987337778	0.929702253282784	0.94289058647745	0.873895033330247	0.871262801439205	0.898094647685669	0.719751018799171	0.88957722547703	0.86939435062925	0.790138392939439	0.88858228468982	0.78013455545112	0.890836553745332	0.824173055893992	0.788449751895066	0.932674077227507	0.793606109693318	0.819687259579595	0.839456710864589	0.734941178791699	0.690290573186751	0.827877621592039	0.894071921233087	0.681758105950084	0.736941508275694	0.734619196292901	0.712320527140332	0.937503193717308	0.895825786984712	0.814780498343177	0.855920147268123	0.673079007760743	0.867195051996693	0.578635460147438	0.661760672749513	0.834734898060803	0.739207244475193	0.665359301139601	0.838761119731197	0.859404914323105	0.517719149805981	0.863259746800988
ADORA1	0.926856044148727	0.842974307483615	0.756910727231857	0.874985930160983	0.837146002457742	0.900793971368805	0.858847835593313	0.925259194297186	0.935062007045049	0.889726746093203	0.914558060045609	0.737608453447354	0.890065979587596	0.86680251935082	0.900403021767966	0.88729310997105	0.900337144444528	0.824576548675694	0.786986248947117	0.724849775933891	0.905268899780087	0.920139421005512	0.756435093396074	0.83836773768969	0.898605407084702	0.915501565370458	0.856615609986801	0.880882414352701	0.85837923331097	1	0.325431121685928	0.630877800074849	0.92848098406113	0.813085240504524	0.859950315407992	0.227392404957493	0.796996200245157	0.895837251567027	0.895249733474461	0.854466924194739	0.875457303849265	0.861542545245045	0.816375170445646	0.869500560603073	0.809161867231	0.524953267614372	0.88111606132726	0.804632019388573	0.742067881050738	0.879391310928569	0.902006597415511	0.846856797150282	0.605609919974105	0.475067173244853	0.896831957943163	0.935716542879769	0.799761291880198	0.950926816920584	0.809190154729482	0.718298845968235	0.831808504204016	0.855044321843342	0.897926274096743	0.72559401489157	0.769833029382113	0.865826934303157	0.923952976898714	0.91905357878677	0.865871227721551	0.771010608407486	0.856762066326582	0.808167128838872	0.516874979322214	0.839967446389289	0.880526938332474	0.824876844294093	0.788286361096822	0.600838519374833	0.847496884998074	0.912884083451688	0.815048325903159	0.876137383325755	0.544834950098897	0.735144682252608	0.705904005213138	0.854776208326371	0.811067411992717	0.892075026558591	0.814019820928053	0.643352912922479	0.832634032918445	0.701287516863358	0.824377410326234	0.794784237936408	0.841180493013699	0.794435536444909	0.849672238625416	0.807600111500725	0.7825212975473	0.897391416306348	0.821973384043896	0.883029183127531	0.843263738844071	0.858746966553868	0.88708444490596	0.72919128454245	0.905881292860264	0.921034488200175	0.746805701851462	0.840370502574687	0.625414688288	0.918681396104464	0.726264124354105	0.906577750392566	0.895406006338879	0.867246695744012	0.75410618729895	0.589043133262432	0.880374176004348	0.83658975746676	0.803223891291701	0.777638241889579	0.83268277128948	0.729882058436059	0.85814388893205	0.816352931921893	0.917871218874144	0.859294343509971	0.90993839108931	0.846726903351195	0.751258115619537	0.863015843481671	0.572361151888174	0.733837178990197	0.895880734507497	0.837822524782337	0.822188417947751	0.841074416421323	0.896307039327007	0.463026416417481	0.802051905384414
