""	CD8A	CD3D	CD3G	CD2	CD8B	CXCR3	KLRK1	KLRD1	CD247	KLRC1	F2R	KLRB1	CCR5	CD69	CCR1	CXCR4	ADGRE5	CD44	TNFRSF14	PTPRC	PILRB	PTPRA	SMAP1	TNFRSF1A	TSPAN14	TFRC	LAG3	RACK1	ATP5F1B	SLC16A7	S1PR4	C5AR1	CANX	HAVCR2	PTGER4	ITGB2	CD4	CD6	CD9	IFITM1	ITGB1	SIGIRR	GPNMB	CLEC2D	ADCY7	APLP2	PILRA	MCFD2	CD163	HLA.DPB1	ITGA4	NRP1	TREM1	CD74	CD81	ABCA1	CD68	ENG	SORL1	TNFRSF1B	SLC1A5	C1QBP	CD46	CD47	TREM2	SLC16A1	CADM1	LAMP1	CD63	ITGAX	PLAUR	C3AR1
PTPRA	0.600475098180618	0.590410273071603	0.599444604419646	0.609847795444042	0.590480531253777	0.63630049933603	0.537738831703961	0.168661311949641	0.490116912314732	0.261988300237724	0.652210107619182	0.22865787417177	0.749245022887326	0.645732899443028	0.159431584974301	0.824976022344675	0.624552683301619	0.564242158440774	0.540946174319305	0.85078046072818	0.692104174437552	1	0.258581645970442	0.357091147098171	0.761068114125604	0.42821974512554	0.617672108442121	0.547653982156732	0.807337989921659	0.51661297759774	0.499057524228388	-0.00553997572388276	0.20993273422106	0.283854286685953	0.844485933750439	0.391891229623202	0.217114011069089	0.64786176852322	0.0347437984036296	0.620960255254288	0.587816856677233	0.856864551758486	-0.252026331951447	0.508590436708467	0.438245031787101	0.123568513812974	0.016953860228621	0.247925798380087	0.00890583571405231	0.377501855619132	0.381559746715314	0.0230529884477352	-0.0455141599807698	0.333528914287312	0.177434135585694	-0.311768330788249	0.0348650760082174	0.300023438792726	0.410889649939981	0.605513893177788	0.903491934681097	0.764817272311147	0.310690880571732	0.872132326524768	0.325066650456971	0.709450116728871	-0.00243595764524048	0.414067938480275	0.260551239774573	-0.135717261204482	0.124037242449975	0.129979495363559
SMAP1	-0.433435257292415	-0.44298669032929	-0.443453882120542	-0.422534967426194	-0.441916649794501	-0.393799020503729	-0.464255309419914	-0.544958025003179	-0.488025766894407	-0.469128872872425	-0.35167918807679	-0.472007186072227	-0.209035572673953	-0.3418713188447	0.754168902668777	-0.0483703924187961	-0.360627016035276	0.859291293081027	0.465533495924586	-0.070184005719488	-0.179557651767966	0.258581645970442	1	0.835482832579188	0.266407842958496	0.549718493409321	-0.418541920665866	0.828036398624768	0.508771560488867	-0.410132745759867	-0.390101777395896	0.795081545496739	0.86658299201776	0.798332905892207	0.313137649889293	0.804913066369081	0.683407587752592	-0.359024022915179	0.834831404178775	-0.410064115378947	0.7117329318582	0.269187021880504	0.709073255198311	-0.285373746120476	0.561606031027378	0.77357988310658	0.802538100660502	0.742696305947268	0.624673276728947	0.768862583811353	0.584965239054861	0.645341170780212	0.769556821098909	0.711241640744206	0.615830560615731	0.645203204931395	0.806025721873767	0.637995328485544	0.721868917481382	0.74654859363354	0.311761382738872	0.496090665834783	0.748269934860323	0.249327754840743	0.64645416527552	0.283619660312225	0.825492002068464	0.740877083915706	0.836289051677898	0.621953751139839	0.803172344268987	0.737243909083753
TNFRSF1A	-0.436153290718835	-0.474258435736033	-0.478718824645123	-0.454856534185488	-0.437297732119053	-0.401351051819407	-0.515053845712077	-0.614222166806292	-0.560334657657924	-0.545026494570905	-0.373628140757657	-0.604766342453458	-0.150350426472374	-0.360837595651498	0.879370582195675	-0.0954929632924795	-0.397047377761558	0.796485496883241	0.414769743319221	-0.044828843841891	-0.174508426740557	0.357091147098171	0.835482832579188	1	0.373897506055468	0.790696011379457	-0.422792090573563	0.785487640038308	0.618593035839794	-0.45493905940386	-0.46194540880975	0.860214296839718	0.947954321312232	0.951062160501053	0.454692924734792	0.954963829117824	0.897714031346276	-0.394713315831689	0.894673394708106	-0.438225450599442	0.897075251793838	0.26833697315935	0.64031175721129	-0.357209244788365	0.806428679186325	0.922300316802815	0.84574610780436	0.765015708880133	0.859560406861126	0.932663249736565	0.782574839603589	0.865307847736194	0.847079176762273	0.916100230600412	0.883401434583684	0.632173324750415	0.862392960624814	0.890708981561189	0.928995323890731	0.87158365310664	0.397695943109414	0.576926637154006	0.736195494669575	0.321093682314149	0.889129870477274	0.353581362583184	0.885464190210301	0.84777199323506	0.951938640609527	0.775974975846172	0.930044342910281	0.901422765809807
TSPAN14	0.420374313641927	0.433750838418436	0.460406285729667	0.461995116194384	0.393385223936664	0.477667310320359	0.367824478159717	-0.103573835947079	0.329215926523687	0.0854472828262951	0.517633010614159	0.151993155825391	0.648289729977958	0.535896762638406	0.244982000722795	0.656451048241062	0.451573433260262	0.47720985583151	0.655439377371347	0.659295834129795	0.582659205802781	0.761068114125604	0.266407842958496	0.373897506055468	1	0.573592249337692	0.382767459129522	0.537270909372099	0.719088641409353	0.427837469575764	0.413825421621425	0.0917333499792165	0.262896455482752	0.2722914924414	0.756312846409068	0.431188022150257	0.336047233199994	0.51569647774032	0.0999298140213243	0.471375056970124	0.597204899185901	0.685738709644837	-0.120481565124374	0.492125968335811	0.447700853366512	0.238138200919561	0.0513369884839723	0.458955706481485	0.156863113734963	0.397821994164983	0.329944543691085	0.144531970615801	0.0745107017438285	0.386402177126157	0.289625161182049	-0.120047924885973	0.108602476294451	0.385790875881518	0.465364105857394	0.646666234600069	0.776993261724751	0.671492158708863	0.315942233529166	0.7557531065962	0.384223753652666	0.683488283679336	0.129799405970244	0.477265392759671	0.296305925729178	0.0350250436105381	0.207383634733155	0.234994417402967
TFRC	-0.230903581282365	-0.244141363969603	-0.247392470681131	-0.224517750110762	-0.227389247170232	-0.179053476583302	-0.294734082682198	-0.495327967494953	-0.349497258663394	-0.407278714866821	-0.144759536473498	-0.430218575887732	0.10798397001066	-0.133988298477417	0.753153536684091	0.0692469116702744	-0.197497127603785	0.617888805513978	0.452279814026307	0.115649013331895	-0.0225565462946134	0.42821974512554	0.549718493409321	0.790696011379457	0.573592249337692	1	-0.211246411411546	0.610191137452401	0.580206304564916	-0.260113158595692	-0.221309897037569	0.652790451691705	0.731954620210682	0.760801952444965	0.575431827290881	0.785702468855001	0.768971510783257	-0.168512756551948	0.639722830542618	-0.212791214779305	0.810421677261021	0.317356968854036	0.3937826594379	-0.117586825613167	0.762761645456748	0.763908489289745	0.610961831390189	0.75712386430667	0.726328190652309	0.805369850741024	0.631489265393354	0.737789138363691	0.607460315791266	0.807322928557543	0.773262761845244	0.446689213638213	0.634533320031231	0.799724382585078	0.851692719067605	0.855118759207533	0.419766030404652	0.52073535166181	0.557816951072797	0.376786782025837	0.799476071925996	0.47781418751374	0.627598652829882	0.714722116686104	0.724070878355351	0.667584104103573	0.737419252835104	0.754767290074298
LAG3	0.955512932514414	0.943220529144155	0.92983844192759	0.946200649274662	0.960055532700256	0.943592627797371	0.912538771611765	0.633053165293577	0.901212875130107	0.74153189471567	0.894409153131039	0.619350534845761	0.832232434751506	0.868681715070051	-0.487909333959382	0.851338627331036	0.873721597922917	-0.116506336979249	0.0590210898517511	0.847538000862301	0.785071045188092	0.617672108442121	-0.418541920665866	-0.422792090573563	0.382767459129522	-0.211246411411546	1	-0.166232755818059	0.255276728438297	0.878566622967031	0.730414478957381	-0.666954558292949	-0.556559687069996	-0.444833647764426	0.445768702769177	-0.372864943764781	-0.500774330626004	0.93575452616579	-0.671932325461187	0.944026230789091	-0.125304662600637	0.551428918954233	-0.711594161101013	0.653800095725301	-0.247442214221766	-0.613960546023123	-0.647152929634703	-0.369130707845859	-0.669158043303283	-0.399760552460449	-0.285374641141219	-0.65365908910586	-0.681597103346384	-0.426615222848774	-0.527102005758323	-0.770329643116496	-0.64389437938273	-0.430150191597257	-0.347111027686319	-0.144692975504881	0.526172658209022	0.225511245734422	-0.258712816993518	0.580140308750293	-0.408801109068073	0.28057489286879	-0.687600813456297	-0.281956328049203	-0.504723737369002	-0.724947912179671	-0.620606172931159	-0.601826842362051
RACK1	-0.15630611940016	-0.133123007311737	-0.126773454246015	-0.12504286859122	-0.176520772294519	-0.120510586325236	-0.129150452730994	-0.269087216601878	-0.153840286016689	-0.187615039507955	-0.100116293764284	-0.11113531246033	0.112340405877353	0.0403942474519641	0.589089819950461	0.215814621811062	0.0178354778848182	0.865485823337524	0.728042052340688	0.284303145065044	0.206743133636812	0.547653982156732	0.828036398624768	0.785487640038308	0.537270909372099	0.610191137452401	-0.166232755818059	1	0.781726399920591	-0.0647459037746568	-0.0277330972423407	0.569006183769353	0.779048262751362	0.748067697076587	0.618392909933781	0.83936116558102	0.672154034209826	-0.0775558297347608	0.670311956502316	-0.116162929891919	0.81568234828487	0.558444617234036	0.374667977022195	0.108913749902606	0.730452285119458	0.687520890580217	0.588169694982171	0.668649639159837	0.525344262447101	0.811127572880198	0.74357259481409	0.517067934213354	0.57188635746763	0.765304070720265	0.607731153070726	0.317194014053503	0.636124327190324	0.665683453146717	0.7480979823121	0.787399190954322	0.596021648161731	0.802286638745695	0.736261413574873	0.589473517898735	0.726656128114705	0.596303257190206	0.627763778237236	0.775107343707199	0.778900914031161	0.404190502169249	0.691415192546001	0.649516791141335
ATP5F1B	0.238482466309239	0.246437590189116	0.238189366642149	0.273781197217348	0.216984920562722	0.300236977263828	0.21334424932406	-0.158937167637754	0.171011659817159	0.0377222413796664	0.303461772133463	0.031192394246722	0.528918086568449	0.368564918724113	0.449448429714815	0.5287055310281	0.320029402561076	0.645223152144681	0.603057159098015	0.615203886638407	0.459913866185964	0.807337989921659	0.508771560488867	0.618593035839794	0.719088641409353	0.580206304564916	0.255276728438297	0.781726399920591	1	0.266217700072607	0.257386631667967	0.211058669606873	0.54291607521413	0.583038730431468	0.815024491056115	0.702653726234867	0.583768867563196	0.338234719863408	0.321906605677577	0.289711344133979	0.812500176971277	0.700334253434073	-0.0177167138252775	0.29901256334826	0.721287046088725	0.475865294431712	0.2324175585192	0.518681377008746	0.362450644670686	0.631970968436161	0.697495732038418	0.342124609690164	0.302515482072779	0.627842662176439	0.527009232582055	-0.0420859922111587	0.31417805322014	0.63211256959938	0.66402023499756	0.752747424811799	0.804547316605402	0.962985043678659	0.546554697343989	0.851961326977066	0.641659608747069	0.699398909305366	0.312892595226765	0.669190928074297	0.581897117987627	0.131301788874848	0.448634969461359	0.467639357713822
SLC16A7	0.918849914850133	0.93736148908591	0.91329976637316	0.931396563620165	0.904216549030023	0.905545003393408	0.925007659809961	0.630149747052458	0.934946671531688	0.827257812133405	0.799692910718504	0.781893980631915	0.798557144230744	0.915156373159826	-0.570724712238245	0.789016545886588	0.899072316300108	-0.13854352139534	0.198361594249986	0.82874403113589	0.848910272224749	0.51661297759774	-0.410132745759867	-0.45493905940386	0.427837469575764	-0.260113158595692	0.878566622967031	-0.0647459037746568	0.266217700072607	1	0.795925149191059	-0.70154077485511	-0.570187326390464	-0.487004928458987	0.374299394487426	-0.387840751907398	-0.52070596776758	0.903252852849371	-0.683111615924246	0.910110688396301	-0.136779490061586	0.501136899268371	-0.743693003982996	0.75348010095791	-0.235768215947579	-0.633018868014536	-0.671242719229245	-0.368427595182522	-0.691010436862321	-0.421880705556118	-0.264927145879213	-0.705288177678206	-0.716244820587919	-0.439383523461924	-0.54357290321422	-0.807372565076702	-0.670258226590615	-0.45466187181752	-0.381183011456336	-0.198810191874476	0.485386621396165	0.253497919028059	-0.183537883747251	0.608969851617931	-0.42086782668365	0.359779926966578	-0.713421175940525	-0.264630681698091	-0.526955124082251	-0.766386233242031	-0.640803727927123	-0.635551679341932
S1PR4	0.78929507929419	0.877447619988686	0.895699215667608	0.873874030113544	0.771515652906304	0.823998093146679	0.890209236996711	0.67780579805002	0.900820941552652	0.648913779670898	0.861583664968599	0.843990029424678	0.804222600560807	0.920239004333393	-0.581773874261434	0.807286143243225	0.918651180241008	-0.147380042260088	0.345858649154488	0.79095579025037	0.797015568509954	0.499057524228388	-0.390101777395896	-0.46194540880975	0.413825421621425	-0.221309897037569	0.730414478957381	-0.0277330972423407	0.257386631667967	0.795925149191059	1	-0.690829040433616	-0.543454529441313	-0.503066371265448	0.457950350913471	-0.400470043714262	-0.471513130735303	0.866872346129203	-0.683352162039918	0.871863261197529	-0.153767575200063	0.616882371224584	-0.767974653172675	0.935002761060223	-0.198990720739457	-0.591756777060326	-0.661816830696685	-0.356064401761973	-0.644611009546701	-0.382020932202158	-0.210862389555983	-0.676965703712801	-0.696110298526695	-0.395534051237729	-0.520922193837032	-0.808550692161124	-0.666856701323775	-0.415997466827699	-0.299852516736297	-0.13856776416275	0.379806442904672	0.253353794227222	-0.310750634785388	0.54799999435548	-0.380009944472473	0.548546975566211	-0.696214389992024	-0.301728091698748	-0.525214778135275	-0.713609684013143	-0.617172991999264	-0.622965952719874
C5AR1	-0.676629082851496	-0.713779239037101	-0.709908171763838	-0.700086056918802	-0.675684955338887	-0.65084081656933	-0.751906659594362	-0.709277941724809	-0.780304715793481	-0.708850284886185	-0.611113652221465	-0.743610368481282	-0.457747551619491	-0.64715852174278	0.866186951626247	-0.382611990383958	-0.655569134898113	0.695619716487158	0.299700992944909	-0.406271519673936	-0.445225932367278	-0.00553997572388276	0.795081545496739	0.860214296839718	0.0917333499792165	0.652790451691705	-0.666954558292949	0.569006183769353	0.211058669606873	-0.70154077485511	-0.690829040433616	1	0.881325149754588	0.820352126566307	0.0944427009373746	0.779168872345542	0.753606468661594	-0.649846813591021	0.958007854101216	-0.690421438207647	0.631521195064373	-0.0326865424135828	0.897923025701162	-0.557162815464445	0.544719768984335	0.878521999691715	0.962063942555031	0.735432829703488	0.821673887711917	0.762891674144884	0.491826682271277	0.863457160184811	0.889256015741939	0.729939144584875	0.744066278631016	0.881177942358809	0.935588912379014	0.69558428388819	0.727576600912918	0.690817710599908	0.0438336224637593	0.171410052422699	0.685979046773711	-0.0731950072109842	0.676473719939458	0.0762673841807014	0.935809990050629	0.718608203635446	0.856846199035602	0.912944821663411	0.887941077839555	0.853642435375673
CANX	-0.583014673040912	-0.608761792168967	-0.602974409466805	-0.586610162837129	-0.594282318535385	-0.542081086468835	-0.630036554054287	-0.691829800727316	-0.670344830777481	-0.635158003433824	-0.494771105826529	-0.645818731569528	-0.290743234124181	-0.487765628540565	0.912956327486938	-0.238591249597787	-0.518863177398078	0.776253964119426	0.398143243749077	-0.204610295007804	-0.283829077174737	0.20993273422106	0.86658299201776	0.947954321312232	0.262896455482752	0.731954620210682	-0.556559687069996	0.779048262751362	0.54291607521413	-0.570187326390464	-0.543454529441313	0.881325149754588	1	0.930268213132184	0.313241304250237	0.942422887209944	0.902734600181719	-0.520785271323358	0.932808125907445	-0.569671580372241	0.822903410828739	0.169443665267495	0.734360467835624	-0.409161467213974	0.765377746124746	0.954685771255478	0.881102663950895	0.824398937246849	0.88791540301264	0.900900693109412	0.745888862919792	0.90304035353568	0.88730380451461	0.888758172639766	0.876983969613285	0.748237844216527	0.917044168000013	0.866559356568818	0.867441776129657	0.821193386056646	0.263827445264845	0.519436829768249	0.775874673869838	0.192027595482229	0.868306093542519	0.268072154375052	0.929391131165876	0.839652300283905	0.965162095108023	0.824560263484284	0.949579853633869	0.947294431896518
HAVCR2	-0.492416668486911	-0.523906152867638	-0.536831212708387	-0.509448890076943	-0.483647926249464	-0.475301060756729	-0.534312661722003	-0.559191998539431	-0.577363574334318	-0.498487472745581	-0.439442355446816	-0.580889149005864	-0.22706648175481	-0.404574867870092	0.870433967748513	-0.173728823270066	-0.427791324762287	0.725018122979683	0.334494867310567	-0.0815312124381717	-0.239813188972985	0.283854286685953	0.798332905892207	0.951062160501053	0.2722914924414	0.760801952444965	-0.444833647764426	0.748067697076587	0.583038730431468	-0.487004928458987	-0.503066371265448	0.820352126566307	0.930268213132184	1	0.425455537145873	0.940480941521862	0.91880587918425	-0.462654766121292	0.88213463737338	-0.502183789101002	0.885504959290303	0.225808709347454	0.610892018228368	-0.410405998545707	0.838472825154261	0.927440340740347	0.807510873286159	0.689467166885345	0.886613970183271	0.944685221575019	0.841245845515288	0.87371167200018	0.842232550523132	0.945549690802366	0.902159796427346	0.607967125705653	0.846186663984128	0.911822179539321	0.918652399051398	0.811677529946256	0.320254810884338	0.567572481076577	0.713871074226543	0.296591414015091	0.915863842795201	0.30123268071412	0.878625752584854	0.842399565718407	0.932433818065483	0.798447371104357	0.921931345946277	0.911307045828005
PTGER4	0.431026826529138	0.458543711647538	0.446237317613491	0.460469178088082	0.440322069890014	0.475392168208705	0.413999688765211	0.149493937516786	0.376635793442259	0.222369800837668	0.486034953673725	0.223742957429786	0.712207270482533	0.588233045936427	0.277025586829822	0.697180780461512	0.548314777524402	0.539878160156302	0.59833135178469	0.764171413070499	0.590939581755347	0.844485933750439	0.313137649889293	0.454692924734792	0.756312846409068	0.575431827290881	0.445768702769177	0.618392909933781	0.815024491056115	0.374299394487426	0.457950350913471	0.0944427009373746	0.313241304250237	0.425455537145873	1	0.482375370334114	0.392192375772938	0.503527878857441	0.112079618281696	0.478887948844822	0.722459676848585	0.811028179355719	-0.211325260976472	0.504668598124343	0.635221845618848	0.27785293418947	0.0811545284741583	0.330063832363575	0.186347515834595	0.526523590204653	0.554028145161447	0.17016465437593	0.0911474642038107	0.50356247663263	0.34174450274489	-0.237759458966717	0.123343493417961	0.451595145698336	0.55482130322972	0.648709482787932	0.747217417512203	0.768674831778183	0.356539746000795	0.83263844215686	0.498010734187758	0.767669059580266	0.114057881407094	0.490448842712492	0.344061094035142	0.0385734399216386	0.248861424860649	0.235300642205456
ITGB2	-0.39714451028541	-0.43032663034791	-0.42612942894606	-0.409520092596965	-0.409676635293487	-0.363116584836815	-0.451652716301831	-0.576778570623952	-0.503839557247742	-0.507194955714468	-0.328618923127168	-0.538112982589345	-0.115591285391346	-0.307495912605011	0.860148628999463	-0.0712951667287206	-0.337461390789342	0.789146918503277	0.491929436359533	0.00543014828203277	-0.11984415034087	0.391891229623202	0.804913066369081	0.954963829117824	0.431188022150257	0.785702468855001	-0.372864943764781	0.83936116558102	0.702653726234867	-0.387840751907398	-0.400470043714262	0.779168872345542	0.942422887209944	0.940480941521862	0.482375370334114	1	0.929409218058231	-0.353220365760358	0.861974973422041	-0.392152778659602	0.905251359768777	0.319906658868097	0.584488652390071	-0.28337334527752	0.839214669908678	0.925949062063964	0.768573006508936	0.775096918181923	0.847613599989712	0.939529361059824	0.839978971800177	0.847697645689658	0.83373903479705	0.936047092391203	0.901062156753191	0.587441283368528	0.83982435782937	0.912767853787854	0.922622523892032	0.878687326566854	0.467997026489793	0.695925090515823	0.728417119729009	0.396496472081833	0.929365695491068	0.357807127813959	0.857876917298055	0.881712007085202	0.956572839808	0.726338450494017	0.923360897419199	0.921155327915687
CD4	-0.528518704348048	-0.547647399536442	-0.544628898158184	-0.528347259727912	-0.535188825446484	-0.482937449843663	-0.577485486941268	-0.661537933437717	-0.619112093716766	-0.612165636020715	-0.425885077763478	-0.614524875315636	-0.208469359732762	-0.41628786084993	0.854797184491216	-0.239021538519622	-0.461270693045196	0.596527054825356	0.33573561797719	-0.15308181597035	-0.291069502249091	0.217114011069089	0.683407587752592	0.897714031346276	0.336047233199994	0.768971510783257	-0.500774330626004	0.672154034209826	0.583768867563196	-0.52070596776758	-0.471513130735303	0.753606468661594	0.902734600181719	0.91880587918425	0.392192375772938	0.929409218058231	1	-0.466110090143064	0.825354569188249	-0.506911734125852	0.847262085766388	0.142473307035434	0.564954107044467	-0.377360235604731	0.859924356000242	0.94700321292011	0.72521756969771	0.707131267930423	0.940219167912754	0.900266172452118	0.844859781443207	0.91724725188774	0.873334779375446	0.933960169470556	0.972857455781368	0.598245439095857	0.809559846892741	0.965439962172097	0.922180178435818	0.797833453804411	0.258908703962691	0.575938869293711	0.605087387804563	0.262290927292011	0.950793493366446	0.28088573466455	0.857423808738253	0.838667944628261	0.917005062479033	0.805300605633631	0.928305408660802	0.930754657417999
CD6	0.953583872448763	0.974676299368792	0.971512734125377	0.985865837791906	0.941191782505506	0.979337150202347	0.931974339767451	0.558443463992033	0.925224418214496	0.692158814935791	0.952654180734064	0.68406203862155	0.918033158696248	0.938670925506901	-0.472647152727693	0.920043985474903	0.92400088174028	-0.0690475687680248	0.234306613235831	0.884731846211564	0.846460769837352	0.64786176852322	-0.359024022915179	-0.394713315831689	0.51569647774032	-0.168512756551948	0.93575452616579	-0.0775558297347608	0.338234719863408	0.903252852849371	0.866872346129203	-0.649846813591021	-0.520785271323358	-0.462654766121292	0.503527878857441	-0.353220365760358	-0.466110090143064	1	-0.669568178739348	0.987449687803636	-0.0820464188318205	0.624733467174968	-0.713503831743414	0.798860631384477	-0.214414075566788	-0.584772107618167	-0.629218836784185	-0.272409332669271	-0.655904429239687	-0.390942277692949	-0.276091901217888	-0.648472796043805	-0.671381560885438	-0.41664100410683	-0.508877587997764	-0.770095549052157	-0.636594940909153	-0.400223752098922	-0.294450282380251	-0.0582080304380863	0.547316186620952	0.291604061624331	-0.214380847600701	0.638322631312509	-0.397620063551556	0.451218721069424	-0.674441903725442	-0.234729265537121	-0.481351226483365	-0.718650645705957	-0.601762040713452	-0.593049756572498
CD9	-0.69750252682171	-0.731371975422759	-0.724271334734262	-0.716402593321945	-0.702013584464516	-0.677559315485693	-0.743638389602186	-0.692254905279869	-0.772717469624374	-0.683178391774454	-0.631553369735605	-0.711732410419958	-0.486281120813184	-0.63995743890169	0.868349646865709	-0.396622381077899	-0.645188816254981	0.72377913473607	0.318134738078996	-0.377894755796441	-0.432119184554528	0.0347437984036296	0.834831404178775	0.894673394708106	0.0999298140213243	0.639722830542618	-0.671932325461187	0.670311956502316	0.321906605677577	-0.683111615924246	-0.683352162039918	0.958007854101216	0.932808125907445	0.88213463737338	0.112079618281696	0.861974973422041	0.825354569188249	-0.669568178739348	1	-0.707167665770018	0.68300305594643	0.000751559598819821	0.867305300490616	-0.557052311615958	0.612886129094278	0.926658706406902	0.940771960659569	0.735542184219779	0.860340672588561	0.828698525141391	0.617335068141664	0.883949306472941	0.923214913947516	0.80624025076111	0.805975117313928	0.850260508472495	0.955110303310833	0.772054903053536	0.775425564677451	0.706560117705437	0.104914355753858	0.313508707281011	0.712171123858493	0.00834603684408224	0.763621501917182	0.0916469004100069	0.968555389648559	0.782810796777312	0.926115355022448	0.885504452677271	0.936356310318382	0.905024543409753
IFITM1	0.972586786345734	0.987333179850879	0.987126060478844	0.992472217833179	0.963320348060263	0.990062824891649	0.945461097301025	0.609235321872459	0.939470327546079	0.700811626443818	0.947556569517776	0.695818527148851	0.901910422715044	0.948779080508172	-0.51946068391923	0.903609847891698	0.932041654570368	-0.105178866172459	0.211682153483706	0.875431066951638	0.839972383939623	0.620960255254288	-0.410064115378947	-0.438225450599442	0.471375056970124	-0.212791214779305	0.944026230789091	-0.116162929891919	0.289711344133979	0.910110688396301	0.871863261197529	-0.690421438207647	-0.569671580372241	-0.502183789101002	0.478887948844822	-0.392152778659602	-0.506911734125852	0.987449687803636	-0.707167665770018	1	-0.130980444782298	0.603264781013854	-0.746172269319894	0.80604889796925	-0.247223464367088	-0.628770576712125	-0.668096941609715	-0.331079970902393	-0.688307070069925	-0.426300470661819	-0.300557039349056	-0.686366680006025	-0.708430176463445	-0.449684136734586	-0.543617176920778	-0.801340096945734	-0.673264917578809	-0.44133894404783	-0.338316445451581	-0.112849564917138	0.523643727095808	0.255121421000388	-0.26767574494701	0.5983340319763	-0.428477018982798	0.403204345430494	-0.712981478222595	-0.281493851895624	-0.526689300529931	-0.750662520189441	-0.640336371074565	-0.63160400912822
ITGB1	-0.146392335360515	-0.15757171965673	-0.174666504868935	-0.14092061795003	-0.142091196861169	-0.105988810141494	-0.195983934798587	-0.391355684579768	-0.240995710660022	-0.263402263223146	-0.0800631951735029	-0.327445207474998	0.181288942295509	-0.0178384849949456	0.775109127342892	0.187139789672275	-0.0643021877972495	0.756480996885324	0.528802223017218	0.288831305693617	0.124065338506857	0.587816856677233	0.7117329318582	0.897075251793838	0.597204899185901	0.810421677261021	-0.125304662600637	0.81568234828487	0.812500176971277	-0.136779490061586	-0.153767575200063	0.631521195064373	0.822903410828739	0.885504959290303	0.722459676848585	0.905251359768777	0.847262085766388	-0.0820464188318205	0.68300305594643	-0.130980444782298	1	0.518410721880527	0.350309244354901	-0.0627086541003875	0.870186692344593	0.804416979712613	0.621003130292502	0.689727854460182	0.740073874990626	0.892057955226169	0.837548323300211	0.728520514325332	0.654725488498614	0.888537819749899	0.828698456901133	0.347261754508265	0.678097303275459	0.883167262228623	0.910509238083532	0.892092359392115	0.582528363080646	0.766824141680007	0.707099652408973	0.621201182316059	0.889240137995949	0.569269206732978	0.692156396190503	0.86577691290839	0.84605802556296	0.603114504956555	0.790999043329113	0.774407477141501
SIGIRR	0.575974439850124	0.595680601389038	0.619371577569674	0.60722743501284	0.558468688568495	0.598161837600856	0.594913261564864	0.319893524899297	0.544223955308932	0.317331458998081	0.669120278913468	0.387705080313903	0.697637076779167	0.672808272270383	0.110245112156442	0.829744316942565	0.684113980712694	0.557707836800758	0.617740178296148	0.840276411795763	0.764015750756155	0.856864551758486	0.269187021880504	0.26833697315935	0.685738709644837	0.317356968854036	0.551428918954233	0.558444617234036	0.700334253434073	0.501136899268371	0.616882371224584	-0.0326865424135828	0.169443665267495	0.225808709347454	0.811028179355719	0.319906658868097	0.142473307035434	0.624733467174968	0.000751559598819821	0.603264781013854	0.518410721880527	1	-0.251351835975254	0.635575068040543	0.32073615540589	0.057945535188671	-0.0200076368607005	0.200592377207492	-0.0635366611550336	0.301081181942878	0.314057651754388	-0.0633378011117827	-0.0973900494553332	0.254189744959711	0.0616467524618192	-0.319488163989933	-0.0147782646736196	0.174562033257179	0.342561090858893	0.523578577890433	0.789658086213385	0.663824410659676	0.322743588199369	0.833186984989924	0.231475354894048	0.706023933935066	-0.0274203150309253	0.342476986943598	0.178438504800405	-0.136253788564921	0.0329171560154164	0.0379374434542072
GPNMB	-0.73350503730731	-0.778247045710388	-0.76747563349209	-0.758160429779379	-0.742219173074675	-0.706829712619104	-0.798461287398633	-0.729149585227495	-0.81888844272896	-0.721692802142741	-0.681372855909805	-0.757461670070254	-0.619322983265584	-0.774281997447978	0.748757521702137	-0.52060906437497	-0.757058617520884	0.562016874144146	0.190037143660895	-0.604482826633845	-0.588125626449889	-0.252026331951447	0.709073255198311	0.64031175721129	-0.120481565124374	0.3937826594379	-0.711594161101013	0.374667977022195	-0.0177167138252775	-0.743693003982996	-0.767974653172675	0.897923025701162	0.734360467835624	0.610892018228368	-0.211325260976472	0.584488652390071	0.564954107044467	-0.713503831743414	0.867305300490616	-0.746172269319894	0.350309244354901	-0.251351835975254	1	-0.653889094237349	0.241041517655978	0.731304761896212	0.875413802947343	0.668629852665128	0.649792313447169	0.49496064085954	0.212761369045503	0.711472939874141	0.841299383662315	0.464421291112857	0.539356734235864	0.957102749572904	0.883808846301091	0.459823013842603	0.443511766896301	0.450162432140751	-0.175172326694062	-0.0443621085142631	0.541354853919794	-0.314799856836153	0.422514399012363	-0.215541212347908	0.857105765335319	0.579165619415688	0.719910009075443	0.818427402188609	0.749503993553536	0.704515259103218
