""	SDC1	PARD3	SDC4	CHRM3	EGFR	F2R	CANX	KCND2	TFRC	PVR	CD9	TNFRSF1A	CXADR	ERBB2	LRP6	ITGB8	PLXNB1	NOTCH1	INSR	HMMR	PTPRA	THY1	NRCAM	SMAP1	TNFRSF12A	CD99L2	CD47	PLXNB2	KCNJ10	APLP2	PILRB	NOTCH2	GRIN2B	TNFRSF11B	CAV1	ADCY1	CNR1	LRP4	LRP5	VLDLR	ITGB1	ITGA3	ACKR3	ADORA1	IGF1R	TSPAN12	TNFRSF10B	EDNRB	IGF2R	SMAD3	GPR37L1	PTPRS	NOTCH3	CDH10	MCAM	SLC16A1	RIPK1	LRP8	CD81	LINGO1	LPP	PTPRZ1	TNFRSF19	RXRA	SORT1	LRP1	MCFD2	ADGRE5	ABCA1	C1QBP	SDC3	TSPAN17	RACK1	CADM1	TRAF2	TSPAN5	S1PR2	SIRPA	ITGAV	NCL	AMFR	ASGR1	CD63	SCARB1	CD44	CD46	TSPAN14	SORL1	CD74	CD163	GPNMB	CD68
KCNJ10	0.686594240444838	0.805565585382021	0.497969034333701	0.67158810407361	0.862787462998205	0.803003936044324	0.814808150966745	0.764396987436709	0.709061922605489	0.802895894215726	0.693596737972592	0.700450756246212	0.761526146196958	0.585402093211977	0.842821299581049	0.779907911960775	0.899984578332511	0.843632001600714	0.857058862402728	0.542892596040367	0.881440110127983	0.759733623852927	0.774110614292117	0.860307492838342	0.49266930546923	0.845749895919516	0.747629772262202	0.72478792054276	1	0.749091731011948	0.864030133525787	0.794106249702102	0.555971083661498	0.677147243018668	0.39362660286993	0.756007800071679	0.624084881779422	0.832736371528979	0.836746133561412	0.756149166487334	0.574045802616084	0.406823553134382	0.661095706372789	0.667027540956207	0.873643204180012	0.815175293291244	0.773357843241511	0.780493163970932	0.789564265191329	0.724401151516228	0.782404447082405	0.839492703077822	0.758927537008506	0.702994120679663	0.733784822688449	0.772662323119345	0.804351835628533	0.823967026499511	0.771938500495265	0.740875941764777	0.754675668204324	0.908949524984034	0.711617279749539	0.864286685988563	0.87629428998359	0.902876498992056	0.747907868407062	0.754563142972017	0.699351226389667	0.735210338911778	0.797395298359297	0.81040994792857	0.695395262898448	0.613714992503395	0.704617702243794	0.785433150319602	0.770823533641033	0.612845799252029	0.761392845877358	0.843869636272678	0.783239563756433	0.753348973895874	0.624499977197258	0.764587254127783	0.420690532671382	0.792581412797037	0.785628100557922	0.545258131732156	0.379469311202248	0.120411768396834	0.298987601136256	0.26453569719597
APLP2	0.798957153109146	0.772790537896821	0.879203656149291	0.5018412812194	0.816901402122008	0.961086244742203	0.964368909165555	0.390271997071926	0.878385493916033	0.931269862860602	0.75499238852552	0.930530845817609	0.664184611305646	0.907091911947247	0.601714709424526	0.919637615504593	0.747554993042379	0.623361375842144	0.672476361906863	0.539120479052862	0.916293007951884	0.654828934800408	0.907664497771153	0.865536333806305	0.870257945974292	0.932824826132089	0.961385452809267	0.961453649001868	0.749091731011948	1	0.913224253527824	0.963507475742309	0.547824109591813	0.696549205474823	0.780932240227071	0.632904015085309	0.841375917011536	0.566377441636237	0.805082346870049	0.904037700662054	0.93453656155913	0.803576431797208	0.561571259127317	0.877693430850017	0.780524085162083	0.685022065535499	0.892182831157036	0.903277270309747	0.893531765711106	0.860433849630421	0.922400326108386	0.734176589639972	0.89423252372284	0.419936449447935	0.872291866151643	0.806806353972176	0.961260116725852	0.66165809674948	0.91507964793173	0.449256154985094	0.959762757696992	0.782796123333422	0.886329595681097	0.8276997390045	0.93578849862084	0.901543253213948	0.975714721068311	0.959193955780013	0.866909842704487	0.815424656432506	0.866563983589194	0.879714702358883	0.808263543448761	0.903366920241366	0.717400981791151	0.956213157874501	0.594718977414847	0.814986047419075	0.956713562366877	0.831218717370748	0.927444643838626	0.667719733806762	0.909495133256107	0.849224672214319	0.754207301222939	0.782057059672433	0.800136743199491	0.788284322844529	0.433581171590407	0.211234545570201	0.457483377826198	0.412311173136407
PILRB	0.789960615752032	0.830755968660937	0.7120235789948	0.588470387680839	0.884582162245932	0.909123346520077	0.909604006993958	0.585917867130687	0.796491072824709	0.896125214198012	0.731856327861481	0.815688050896523	0.729161865697734	0.750978731480538	0.757455270019694	0.881449731139153	0.830840289485006	0.760913283396726	0.774023491589658	0.661354420149615	0.927042260031044	0.724852821211925	0.875502647575519	0.88955515581687	0.685407621581124	0.920135541088259	0.898778750050717	0.881328240599544	0.864030133525787	0.913224253527824	1	0.91856254717696	0.553566133930886	0.705192699330336	0.596675098366488	0.749401972252545	0.749915947727041	0.705196354866712	0.849829348059844	0.84880382903803	0.797753108359617	0.628067665135664	0.651146076555352	0.761725194893973	0.84790626051507	0.763112651680143	0.865218507799422	0.853405294539497	0.868276639252777	0.79135508572932	0.847639945859518	0.801752527081323	0.849710360945716	0.552781652564149	0.880050368920823	0.81320882908815	0.912499819249918	0.763966910305375	0.843721771648095	0.585403054078385	0.899513450587114	0.865780468616779	0.832833750458	0.871983612419565	0.952555677617753	0.914040908587991	0.880436669187365	0.879522711780093	0.800532484073332	0.7892435380801	0.833946507772608	0.867901501133881	0.759185501557893	0.783989561701363	0.753991154246502	0.895585683997819	0.684166350632573	0.706478675700357	0.893808469883174	0.872991311303287	0.8884177793637	0.696194455868795	0.776028461290872	0.850460924590207	0.5944478286474	0.813446165186709	0.818600269995151	0.682929814307271	0.415387316077581	0.202327666250745	0.41187937700632	0.344031653192676
NOTCH2	0.754795206027252	0.7978539221324	0.819132980430883	0.546770764319429	0.855120557651486	0.96490891334274	0.957722920939969	0.446501641497096	0.8683324966957	0.907279691773599	0.729635546220548	0.897572317035843	0.677803207872558	0.880956558229181	0.651515225136081	0.937711518092426	0.771715722086544	0.657298459598029	0.694611882509013	0.541267885389574	0.941339867369934	0.646920408185498	0.907825888604512	0.865425324536224	0.790928754009707	0.925139811268039	0.929339837112916	0.927909202694134	0.794106249702102	0.963507475742309	0.91856254717696	1	0.604731876703001	0.730295386972917	0.689585796716811	0.641533600506414	0.860537516093338	0.630767472488871	0.823407584600371	0.902955956039368	0.88059400039219	0.739527548374909	0.605302381952816	0.886790090585917	0.814477229850936	0.719632979323942	0.846521607237385	0.933956255304341	0.892285547133809	0.855333987322517	0.924834745399657	0.762624957267909	0.91102324718283	0.45554727209285	0.881947023088024	0.818010241098407	0.954155337338787	0.687282329243271	0.880343790168292	0.480701831366715	0.960159911212143	0.844838160888934	0.883811258311279	0.836656389818672	0.949863638917541	0.920688622836794	0.94819695679481	0.929542222711846	0.877013405762189	0.783041692640266	0.903515441403576	0.862190017160959	0.766220597162935	0.884716790519943	0.699286462341519	0.930203364021016	0.615174415593388	0.812139597380076	0.948793033599734	0.842245938178111	0.90050086548312	0.669471711110044	0.862975404156208	0.819217318046883	0.71496827884272	0.813848841802501	0.801365506904702	0.768691617426662	0.374701220014952	0.14808349379027	0.413510097001569	0.336719624113067
GRIN2B	0.53975629994961	0.682813435796015	0.247124937134681	0.810095750360313	0.727120227516164	0.537831276366375	0.619622358811515	0.57661545329317	0.753988320701934	0.596013531331782	0.630656777258177	0.432954681708556	0.750205672797149	0.391343595872988	0.694621514995839	0.688092581562732	0.581286419972948	0.695682252033905	0.615630628038717	0.286767321966342	0.685446304615957	0.54079663379098	0.487281314259078	0.661588235151883	0.359514330573759	0.533425256751643	0.547689354449984	0.425067008105039	0.555971083661498	0.547824109591813	0.553566133930886	0.604731876703001	1	0.774576433373152	0.192136000580851	0.602803509058863	0.599220058915941	0.563402999507326	0.681556041496408	0.548734595271574	0.408258327521171	0.144259252650701	0.655431857710888	0.591346370470649	0.638606802689066	0.734919042784638	0.567866362370845	0.612489747018428	0.540509421374244	0.319349842341263	0.563283995616314	0.741355186638309	0.642964832168861	0.506523308142924	0.578480998211056	0.755768524772567	0.592299530245233	0.602162239677603	0.518396719359276	0.629348038380797	0.540515725558121	0.745640586786553	0.560344069154099	0.586979239442566	0.631855416433842	0.673883977832727	0.538072420603075	0.577165973005189	0.346305347515349	0.587492993302193	0.625877435433274	0.618858458922268	0.574432024416982	0.302574441929221	0.53910261142267	0.518948055268442	0.701895865539885	0.25514552376439	0.483364836084097	0.732909995428301	0.557546344293036	0.558325477733481	0.579677246530561	0.574051208199503	0.0464598555360248	0.737914053803517	0.736804752638551	0.153674259932674	0.18176182228096	0.0159376950383028	0.167390930179812	0.126391367581428
TNFRSF11B	0.670805604754221	0.753095336962768	0.396370796673775	0.685561450815584	0.840531205201621	0.688383129913231	0.750125423384898	0.570369101227396	0.849690375555895	0.75506460207624	0.803339996933625	0.645523928005265	0.825083347249592	0.564997472371096	0.69363661548461	0.745534676981354	0.700159999756519	0.741746962750904	0.654040161747707	0.50674316959695	0.83062111949516	0.633067260861788	0.553507908807214	0.829705821318107	0.541819347977429	0.690539809920798	0.748601476263607	0.586958661369963	0.677147243018668	0.696549205474823	0.705192699330336	0.730295386972917	0.774576433373152	1	0.297621222761819	0.604838725967102	0.675546023797694	0.552633802685345	0.815338496007562	0.62196565904426	0.502839018992574	0.251054104981042	0.7983231297155	0.744171321230589	0.673010548565616	0.836164554910132	0.737836424720659	0.759068223140836	0.600443173855711	0.483141403519116	0.724925688551926	0.798828616248751	0.785910034032805	0.452027395650341	0.626218199145937	0.851344452624437	0.739075616267706	0.596093695253163	0.727693629438107	0.654451311225355	0.647489859399209	0.787629758439549	0.690830648318927	0.739473722274992	0.749638456023184	0.794022035133955	0.692401692673061	0.724261346125272	0.448655695125455	0.78832382236236	0.767989093618849	0.758964195250236	0.776333341706867	0.478924323997692	0.691718768172335	0.728182331817598	0.745942803723879	0.430052641106052	0.580298745391657	0.827599628289177	0.744976217542216	0.722511151631334	0.768482236836141	0.715236974715534	0.206462885098088	0.736957599156114	0.826792024112612	0.331143855014967	0.25406529190621	0.026493510652335	0.195711093358259	0.185562776161889
CAV1	0.523281441723991	0.422094698370564	0.909091239679637	0.166812817073988	0.392436519625705	0.712759235644703	0.700637595762415	0.0263488815780056	0.582804193640425	0.691034478507178	0.483920989859704	0.779171022630905	0.30049194988511	0.822203710097003	0.212295184259895	0.656122597540636	0.40166146133692	0.193940955877898	0.328090991218827	0.268023560929306	0.545390884447261	0.403030529004656	0.758580492039519	0.532273021531783	0.89039320085401	0.64658427723403	0.719754275443445	0.791041016284401	0.39362660286993	0.780932240227071	0.596675098366488	0.689585796716811	0.192136000580851	0.297621222761819	1	0.246604200232776	0.624103206853017	0.185311594614947	0.421378919942822	0.705413371376512	0.894816365965974	0.920326255597102	0.137411748778813	0.641047441098934	0.447523178747334	0.264199170083501	0.661118155256972	0.60150474038239	0.630270668504443	0.705328441574137	0.675830367895843	0.348239541802843	0.556378768292993	0.142346211178292	0.621203072655193	0.457099470569912	0.695176533864487	0.303190605667155	0.71505055105515	0.0783353974485265	0.747592707558782	0.385912111891751	0.622732262546804	0.489362752357019	0.590731567001842	0.552819104949834	0.812070133285698	0.755744346852239	0.720115694882813	0.543322009116314	0.498983547566252	0.601640574256377	0.578862688151244	0.806155487366206	0.404686515389851	0.720549416762662	0.258296782655058	0.670558415562923	0.791996947098539	0.453924183304115	0.676845156464997	0.399989005452611	0.717976819712285	0.593800777676532	0.837349479549043	0.469807777081046	0.38195375060933	0.688572665491821	0.241395726862032	0.0896740881685886	0.285359549736698	0.307597222867553
ADCY1	0.776782099867824	0.802427499694145	0.336857201684198	0.718751097551695	0.816634681236276	0.637201563172217	0.659730958959577	0.774899254110159	0.587070772524555	0.671135502719411	0.652027272954169	0.475603328837052	0.767733901841115	0.358102027197335	0.851085926043948	0.655342695365386	0.74201706367597	0.8783243081966	0.848288163204546	0.621714136919625	0.769433098561994	0.76465310733523	0.618918193708602	0.799903375439432	0.356734359435345	0.692575500747262	0.670888695440977	0.578918516431118	0.756007800071679	0.632904015085309	0.749401972252545	0.641533600506414	0.602803509058863	0.604838725967102	0.246604200232776	1	0.434452343812754	0.796873647669067	0.77689614109669	0.57732996748042	0.488742000000357	0.223320365809081	0.655500464402515	0.447671911520479	0.760992564893392	0.797617059547258	0.733662770055421	0.559997382801978	0.590852098152832	0.454688435130444	0.574759151669076	0.819531744923437	0.634587128761728	0.690595637525744	0.726295378930005	0.753878366235656	0.683060490284212	0.793256946044481	0.605782610174364	0.765984240829867	0.600741853656781	0.790471708159057	0.537047892871652	0.755256092550412	0.787012394884947	0.733109275601218	0.576528814293694	0.625802495675715	0.413736100383739	0.694142484553215	0.597473540807334	0.715058507205106	0.640776037281087	0.366195201139576	0.78054371907596	0.666095763341114	0.770757761284478	0.319175481283761	0.585178336658318	0.853385407714824	0.668711980085373	0.626818214808686	0.528349903952921	0.670732184339003	0.134072983982491	0.737993550177028	0.765913449553219	0.243476938640183	0.287922347658736	0.0674059919406815	0.212573312405008	0.182684336033038
CNR1	0.497285264181646	0.628011917577543	0.73517961592071	0.482952949369324	0.687511327094706	0.829771611775252	0.861898425022744	0.271493558118661	0.839445743696403	0.788183607790003	0.584471738227425	0.792369579181248	0.503424622428246	0.83060920501073	0.48217150394724	0.904967714997559	0.618476091228774	0.460719021505477	0.536138480030432	0.228905001346619	0.813598727856715	0.405393192674165	0.802981443947133	0.686243954917193	0.706862254369706	0.78686127243231	0.791586690148056	0.793437355634414	0.624084881779422	0.841375917011536	0.749915947727041	0.860537516093338	0.599220058915941	0.675546023797694	0.624103206853017	0.434452343812754	1	0.479130572342841	0.658180038039285	0.867954341513476	0.766665779090468	0.661357302404371	0.439608865303992	0.843984647616293	0.738889534945493	0.539258624722373	0.650493175658372	0.859729736720623	0.818132888204805	0.696190804031356	0.815604124720744	0.617711796726475	0.808933981427837	0.31397864151597	0.686969562902858	0.695019130612867	0.796638315121841	0.552620134376859	0.721973053829884	0.301335167613914	0.868793173463905	0.740459277967275	0.859165960025207	0.705452293122207	0.807029618105851	0.800730738418259	0.833190099428639	0.820546811183635	0.823055036981293	0.581009580984979	0.833573633732706	0.71492667378877	0.586583013673393	0.820890607889396	0.420296803729875	0.771897028162518	0.476036780918225	0.753993998542252	0.803783399876425	0.651391298595419	0.760936261755509	0.551166400673002	0.757548295317861	0.690932413296076	0.656130200393691	0.738399215168347	0.666632281932918	0.714266896003282	0.306523386986844	0.14018422566904	0.41759476087927	0.304259553399166
LRP4	0.556539563526908	0.719646165508695	0.265505925363962	0.712173823622764	0.792990021105946	0.615956636565588	0.650192552721864	0.803710846553155	0.556906803699519	0.611624148406213	0.574460834122005	0.46290758162897	0.698919630751013	0.355220890701552	0.830815761072691	0.662427264636566	0.820067276694792	0.833079735623521	0.833084834896475	0.387794532389981	0.748998515419197	0.71599025578889	0.650069862113513	0.736562638943709	0.242090436884059	0.662090722580023	0.560128682475102	0.504185081056256	0.832736371528979	0.566377441636237	0.705196354866712	0.630767472488871	0.563402999507326	0.552633802685345	0.185311594614947	0.796873647669067	0.479130572342841	1	0.714960709127736	0.604409620793222	0.415542915377103	0.196359454376072	0.58922049178493	0.440252259364056	0.81513776893102	0.745686749393577	0.625578306987476	0.588628906713776	0.652942532802446	0.492566748173642	0.588131417259064	0.787774487546852	0.573976856553925	0.81227329446453	0.642547805908422	0.671457248454902	0.643692512991643	0.861284172963634	0.577115666168434	0.779171491195872	0.597908620217468	0.833569005003244	0.539267677765254	0.761178158000926	0.738186003782569	0.761741393873863	0.561926485038566	0.58969342037564	0.521440961189795	0.592533672787742	0.628074790699874	0.695552590977504	0.545673534620535	0.381737358427739	0.589421748101054	0.584073654334811	0.743228783007267	0.369226009775654	0.597515331848662	0.757706183093204	0.612597666299627	0.656469759434814	0.426877696987521	0.633723601625715	0.171236384674814	0.739458215714585	0.722519120228889	0.298802405665804	0.34107967999329	0.0769270273977263	0.252542954838187	0.192535826603885
LRP5	0.818114887556537	0.853827836822595	0.52974016327286	0.692491090127626	0.914301360233279	0.822881466785527	0.847783442929556	0.669223168905757	0.835674536653063	0.869721974244818	0.832920950469171	0.763866828679413	0.869955672485754	0.650194525643156	0.790290186079739	0.796017432810582	0.87386198327217	0.86177772879188	0.787928785778628	0.57329733317636	0.910680066405222	0.780848732527885	0.702458922493758	0.910064657988942	0.606584969035748	0.848741829331785	0.827326372058917	0.749669626615632	0.836746133561412	0.805082346870049	0.849829348059844	0.823407584600371	0.681556041496408	0.815338496007562	0.421378919942822	0.77689614109669	0.658180038039285	0.714960709127736	1	0.74472567041639	0.62202023861975	0.394934447442374	0.810421824941602	0.776667510647388	0.775032184102221	0.893168283676976	0.860414117980277	0.826685026995713	0.768558326166049	0.66768736671039	0.840276382670022	0.854455595343011	0.856268493684976	0.572612021653	0.775342973709217	0.877837626570884	0.839813782487769	0.770088354566211	0.831505566155952	0.765969744850353	0.756435253810959	0.857859420433167	0.792465130108075	0.881295364046251	0.884863705507295	0.910103282483514	0.7862451479458	0.817288408225387	0.61606422276802	0.873753017769993	0.853079179152363	0.862558255083112	0.83855446572201	0.61453718731904	0.811437797938893	0.834270611531621	0.804449337883289	0.582141120882335	0.740502708559676	0.90816850211244	0.867072629578663	0.753591724765395	0.792327734034961	0.827980392771907	0.366626684514957	0.769996497471199	0.891281691176142	0.487745578464084	0.349697594213863	0.091372805432971	0.281424015746332	0.240390299765251
VLDLR	0.635593520664427	0.717120545461896	0.795240289261904	0.533183874322301	0.753336980175001	0.88893032175598	0.933367193672155	0.386777320145111	0.84101562865328	0.850272966493931	0.68352478693528	0.858953794107524	0.581780089480236	0.848054549644045	0.581666708822976	0.890308934025331	0.744228101997554	0.59328135974335	0.664007686999681	0.35609045752214	0.860847367749183	0.561394958845959	0.868934307862044	0.77615548094922	0.741383910254447	0.884977482187871	0.841269198582576	0.882227463744654	0.756149166487334	0.904037700662054	0.84880382903803	0.902955956039368	0.548734595271574	0.62196565904426	0.705413371376512	0.57732996748042	0.867954341513476	0.604409620793222	0.74472567041639	1	0.8316691137525	0.715233863804252	0.500159246086462	0.83246539417551	0.816850016645793	0.609829653726406	0.771305579455868	0.871842651185994	0.891040944290388	0.813895249372905	0.867517674955711	0.685894527018617	0.853590554967313	0.430873420853226	0.787001172349191	0.766062696826691	0.885400611604227	0.684524967571796	0.812954571387682	0.438078075825439	0.919032963277457	0.777963320102766	0.879795409241024	0.830861374698014	0.880973473046437	0.875761656085335	0.907694970343276	0.872693948195579	0.87814122482777	0.683148052418058	0.857352133786824	0.813416630286715	0.696682642459543	0.853436079067638	0.556736816895985	0.853759747909321	0.572621730794514	0.794072164329454	0.892985080408349	0.744639636434324	0.845618320601251	0.606406681527119	0.78368613007679	0.804070549387146	0.709393834240881	0.765440804378506	0.727810106040154	0.765764797323039	0.377738311379143	0.144126872213245	0.415611465460547	0.33160708148346
ITGB1	0.693074904422131	0.6304984442644	0.92845841172396	0.351606089049347	0.640581982710637	0.885483220916797	0.861984312169876	0.227074393502685	0.743546272010094	0.820331261003919	0.601504619661548	0.848843720853951	0.490995811912919	0.877023341218677	0.443621833582822	0.851556647965676	0.584353306640608	0.434041823166747	0.533911427726043	0.421119632799178	0.762704549495231	0.554251277222105	0.904960804303497	0.714897259899846	0.88115698271341	0.817428340591179	0.867925883486815	0.913379103897135	0.574045802616084	0.93453656155913	0.797753108359617	0.88059400039219	0.408258327521171	0.502839018992574	0.894816365965974	0.488742000000357	0.766665779090468	0.415542915377103	0.62202023861975	0.8316691137525	1	0.917064886032793	0.340700140780429	0.759249119313315	0.657443889566951	0.484017417582161	0.802049030880867	0.776712655276177	0.803359128767753	0.808175490290586	0.813072685503844	0.57860257773471	0.743614785338879	0.314504306547365	0.829296933691053	0.643923126278293	0.873941396844888	0.530209928912968	0.815633612232571	0.263801364990531	0.921662557966821	0.627328730446363	0.770571027516767	0.675823672848706	0.812688251583801	0.749659460329132	0.927375575537216	0.89135715223352	0.841155676054337	0.68154639050153	0.695105324928861	0.764699874092411	0.685458759455874	0.888772762781043	0.588713771472587	0.860516253048011	0.43563450379004	0.755708255181034	0.940315976419118	0.681046701183035	0.809495352200396	0.52569472363778	0.822486323593565	0.727537482495629	0.821226570159273	0.691469675367881	0.631535947860717	0.76345557143821	0.367930240450099	0.190820947159772	0.429266620105907	0.393585308194678
ITGA3	0.485098562660142	0.373041011297973	0.948123115320066	0.0552071326384937	0.385993968376421	0.771724147954484	0.70170964606992	-0.0417176689824815	0.538341334772938	0.660307211038799	0.355749934914859	0.79426926682958	0.201882931566253	0.868494094948154	0.171316113727061	0.687877312836693	0.371463060900968	0.139270157952371	0.285818856583316	0.251632027343896	0.559765174109759	0.316425652414569	0.801765410309923	0.476720310998665	0.85926724219286	0.684595296499548	0.7137520120157	0.84187322556148	0.406823553134382	0.803576431797208	0.628067665135664	0.739527548374909	0.144259252650701	0.251054104981042	0.920326255597102	0.223320365809081	0.661357302404371	0.196359454376072	0.394934447442374	0.715233863804252	0.917064886032793	1	0.0743010700468842	0.673757142853695	0.442561126727619	0.206132382646764	0.613332014734998	0.654111526012967	0.679599624109781	0.80817064404731	0.710673621357566	0.324609263905152	0.566143306804389	0.0997892121000145	0.651132203655095	0.375654964481381	0.708875281273128	0.300693449084999	0.684894377878777	-0.0245878106136543	0.805179893669287	0.400443938810791	0.665540340543279	0.440849892919478	0.625230497433729	0.559072434940647	0.809739097341192	0.74843621221567	0.823715819676551	0.467973043994813	0.566409932551467	0.557961635194738	0.474960661397888	0.894573402082305	0.359923870161252	0.717629664521221	0.154356026483631	0.780054739755257	0.851466189181358	0.409250324461514	0.64429255445964	0.303409746566419	0.685087040123055	0.524690779993595	0.938784862298361	0.450106648179153	0.362831529098556	0.814407242273165	0.241474964541946	0.138067708836636	0.340467937001145	0.312965761948307
ACKR3	0.665286978474865	0.746027706182013	0.228528039142513	0.623255535983111	0.817451696088046	0.565372224172962	0.61978996870577	0.625722809988884	0.695782065777003	0.656092081418911	0.820387823287043	0.555100762323176	0.845749836792701	0.381691378794736	0.689778650904911	0.548020666599692	0.718600690114632	0.814597062671911	0.620290479153718	0.615906076487692	0.745244747775213	0.694121581721786	0.399505003330356	0.793897560883866	0.38269288189431	0.616748792300681	0.653463200226208	0.466619695175132	0.661095706372789	0.561571259127317	0.651146076555352	0.605302381952816	0.655431857710888	0.7983231297155	0.137411748778813	0.655500464402515	0.439608865303992	0.58922049178493	0.810421824941602	0.500159246086462	0.340700140780429	0.0743010700468842	1	0.582191124118514	0.567198959435877	0.871801835247656	0.677776331342297	0.652839139024059	0.491141000309577	0.368511034888978	0.631943809429182	0.722304215085513	0.712176381836746	0.482758724606074	0.578173319039933	0.770619176209063	0.628270331121149	0.572706015017952	0.68300492169389	0.775716468198414	0.472130441616612	0.691800437166657	0.590980751038936	0.708657472432458	0.677945686109885	0.723443072019823	0.556987878880529	0.597847889566368	0.301639586467178	0.802770685336801	0.692479571627408	0.718713173096891	0.768288534709254	0.344212216667691	0.755763058798971	0.640909393193832	0.746142674495941	0.3028774997588	0.460633264123233	0.790769638287402	0.702291363854206	0.682105639854606	0.657585641670822	0.64132977778985	0.0527059586030208	0.562109615321462	0.768424434932194	0.183771071191975	0.230941409311485	-0.0294727054373291	0.107903334419406	0.106010319478749
ADORA1	0.660228680054946	0.657156398709494	0.776348590974256	0.428455985739288	0.741758390305604	0.877350497249179	0.882206631299495	0.260947438094038	0.890997677402826	0.869809131317475	0.705214742922822	0.920089754807767	0.605046874530663	0.907341003435079	0.466449124780237	0.831117387193959	0.67227967734644	0.514304611994261	0.518252752418145	0.351114609238637	0.851909921613647	0.50396449132928	0.729996888086259	0.764894637721476	0.823911545344807	0.84518413539578	0.85493307280371	0.853889857341844	0.667027540956207	0.877693430850017	0.761725194893973	0.886790090585917	0.591346370470649	0.744171321230589	0.641047441098934	0.447671911520479	0.843984647616293	0.440252259364056	0.776667510647388	0.83246539417551	0.759249119313315	0.673757142853695	0.582191124118514	1	0.637999120040204	0.656794821441545	0.756723073658354	0.937970636299646	0.799434048078958	0.82221426202643	0.937174153172588	0.626669134438822	0.902136380802026	0.245647486504273	0.709499980997604	0.750134286242832	0.85986645852681	0.500442669548407	0.85941679854038	0.371445709383243	0.838470931307496	0.705826354126218	0.891370785971885	0.718984665729711	0.819919818298708	0.85381162530226	0.878341523327709	0.869235836937282	0.787843029217359	0.751904242026601	0.930345135658945	0.779207241267925	0.741415736235698	0.856321144779164	0.589715160647439	0.864874782577474	0.526482602941524	0.835219720668603	0.826609120087184	0.711170336595852	0.840324503845139	0.579541077250635	0.894502286269169	0.731491264008887	0.700938424162318	0.639467419317136	0.731600614218603	0.757748959838244	0.291353498252723	0.0869060835350867	0.324726000873372	0.269977012740654
IGF1R	0.647135437737991	0.825940727667392	0.529748211455793	0.749402765630262	0.847738507816492	0.79500283270713	0.851644781850143	0.721997451567105	0.755819398805792	0.78113912232236	0.673923091992856	0.649501034117868	0.725385339841682	0.586218257262626	0.83592708139998	0.863440869615105	0.845307590641469	0.808236170929543	0.870786210648813	0.441454819445823	0.870522906669871	0.702455576234673	0.831412294789123	0.827214242295061	0.481021947209771	0.816818562749978	0.747525857435236	0.726488835296229	0.873643204180012	0.780524085162083	0.84790626051507	0.814477229850936	0.638606802689066	0.673010548565616	0.447523178747334	0.760992564893392	0.738889534945493	0.81513776893102	0.775032184102221	0.816850016645793	0.657443889566951	0.442561126727619	0.567198959435877	0.637999120040204	1	0.746627954243354	0.749393269378229	0.747499421885494	0.82176850707518	0.648542426040547	0.740251004686433	0.859769029598353	0.756557862769047	0.712162928814737	0.778048473833141	0.816133773076067	0.808927494012325	0.857874129028323	0.706429859503106	0.68205212965886	0.817692548478495	0.920862622722272	0.733263860263872	0.878875514970791	0.883501036031508	0.879246778729022	0.770414749325328	0.770985516823324	0.725984356054266	0.663540801693373	0.764018915687901	0.816490257375473	0.656476033931019	0.608153223474251	0.602153295422867	0.756726674238048	0.75515769008738	0.55950809234308	0.77985105620052	0.842097254466783	0.766864087464953	0.730637609936917	0.614990234221339	0.761511385942435	0.396472007094024	0.898158184921446	0.795347931048511	0.524480299994306	0.403699881794485	0.164627871891307	0.384882947851342	0.308690672604363
TSPAN12	0.803907423300401	0.850019014544183	0.349949470520647	0.76603842629964	0.915897082818511	0.699072809187428	0.748532743981862	0.787573808302097	0.771965987765759	0.79037021029096	0.869535835640289	0.630740704251694	0.955508304922303	0.471617726883694	0.852193075663825	0.698071306092063	0.873571754580165	0.927725794318534	0.832505101810886	0.594013549715025	0.863638994094954	0.865712783907177	0.59118118814249	0.920201852439712	0.475004728173992	0.738727647324791	0.747338218806769	0.599503289367763	0.815175293291244	0.685022065535499	0.763112651680143	0.719632979323942	0.734919042784638	0.836164554910132	0.264199170083501	0.797617059547258	0.539258624722373	0.745686749393577	0.893168283676976	0.609829653726406	0.484017417582161	0.206132382646764	0.871801835247656	0.656794821441545	0.746627954243354	1	0.812965626268639	0.730548727874458	0.633146567175682	0.525065036178224	0.741107802565787	0.852784708110367	0.778491887094385	0.663235529021269	0.71250178153835	0.878894813709784	0.764362911404661	0.753619044315298	0.785346138007115	0.880428944597521	0.613191449223006	0.842290156738015	0.635091943102531	0.824962163087788	0.79889954566739	0.859275481226741	0.680913070301322	0.737966459494951	0.438673467099903	0.896221041917554	0.751727243070465	0.832341195532794	0.855614720913784	0.434426211606313	0.870325469102919	0.752366058389438	0.8997545217075	0.408898381528718	0.61987103667801	0.934807941120444	0.775874896653785	0.797939120280812	0.716824777329052	0.768367838295691	0.156645233432438	0.742717529415486	0.883449894023906	0.278689754904325	0.308168111418862	0.0110443827558971	0.187665728286753	0.175988877545012
