""	THY1	EGFR	LRP1	ITGAV	CD47	ITGB8	LRP4	LRP6	LDLR	SDC2	LRP8	SDC3	GPR37	GPR37L1	C1QBP	EDNRB	ADORA1	CD81	ADCY1	SCARB1	F2R	IGF1R	AR	NRP1	KLRC2	CD46	CD82	ABCA1	CD9	NRCAM	TSPAN5	CADM1	LPP	CNR1	SORT1	NOTCH2	PTPRK	NOTCH1	TNFRSF1A	RIPK1	ITGB1	TFRC	TNFRSF21	CHL1	NOTCH4	CELSR2	ATP5F1B	ADGRV1	CD44	RXRA	TNFRSF12A	TYRO3	PTPRS	CANX	FGFR1	TRAF2	ITGA6	KCNJ10	CD99L2	RAMP2	ITGA3	FZD3	INSR	ERBB3	TLR4	KCND2	SMAP1	CHRM3	TSPAN12	MRC2	APLP2	PLXNB1	PDGFRA	TSPAN17	GPC1	IGF2R	PILRB	VANGL2	PTK7	TNFRSF19	NGFR	LINGO1	ANTXR1	PLXNB2	PLSCR4	ITGA5	S1PR2	DCC	RYK	SEMA4C	NCSTN	MCFD2	LIFR	ACKR3	SLC16A1	ROBO2	MERTK	EPHB3	AMFR	TRADD	PTPRA	RACK1	GPNMB	STX4	SLC16A7	AXL	CD63	ADGRE5	APLP1	JMJD6	SIRPA	LAMP1	SORL1	ERAP1	CDH10	LRP10	PTPRZ1	RPSA	NCL
CD46	0.796231350650482	0.8053915950897	0.930098517599649	0.801391043202096	0.866859567693925	0.942223108038741	0.921069835406668	0.932182365705259	0.845788739738413	0.670496206598988	0.891397514660985	0.796889961041272	0.802476432810291	0.805047804902373	0.754165650407833	0.613630036194229	0.66011319305319	0.786141990846905	0.809974983387716	0.729265351993807	0.678513192164829	0.799615478548011	0.829111233397569	0.629077903393549	0.622158171949544	1	0.766648601089359	0.626048459577554	0.721748131990767	0.85858589473334	0.807034562981827	0.881165190679997	0.923323812662159	0.669430433328377	0.862517046142381	0.889725531595246	0.891495556793466	0.890216437837292	0.827349653355022	0.862379603361838	0.843982733062637	0.88551017419582	0.850339899655217	0.794143111748061	0.755054474254078	0.92257554763749	0.75784963728585	0.503771247681531	0.453258284190504	0.900817952751956	0.583092624591309	0.905465589288081	0.894021041797841	0.896728212313385	0.911021666359016	0.71999538472598	0.664551794065973	0.753379780364598	0.869982034460734	0.727848585942945	0.83614216384835	0.917541637446899	0.909595470166743	0.81617386908254	0.792765674318311	0.853655268682025	0.878417900838766	0.904030484882869	0.759776387818314	0.692482796847835	0.875156710298338	0.763814692223261	0.697600022315822	0.762862210621387	0.722907405382216	0.877681860758522	0.879241625483944	0.915266212306483	0.824189987046933	0.867886766852584	0.615947476743356	0.730212162350858	0.896488236170471	0.824238195587246	0.596353716954495	0.84503933687339	0.870348334145441	0.774814933597966	0.884049942675449	0.819532106680472	0.860410648732255	0.885477960841314	0.847681698509475	0.76526578483143	0.699316168789002	0.909452576147861	0.785496860873519	0.834382019915386	0.858198277853648	0.641972239959122	0.89010765841702	0.729135123523557	0.705613537191896	0.806105496401945	0.818329078856414	0.684607728138681	0.776592357229175	0.796733112434364	0.847135427659086	0.82256794417203	0.56736030438401	0.837534354126091	0.571725799788884	0.885513910418213	0.888326054751082	0.788086072127108	0.912681435400836	0.681456690321053	0.860375326262125
CD82	0.912603046518958	0.812599107817808	0.820007107249898	0.479926265692987	0.708958417094906	0.851968422347397	0.834888601093477	0.770570186705026	0.821873208900658	0.349504840080892	0.828840555325706	0.5132858434995	0.571125184299491	0.64284437778675	0.731748692305839	0.204833821857099	0.32462471069797	0.551926724170084	0.932996043380234	0.388419928335895	0.294008401490575	0.590813576291224	0.569625659092501	0.523598197619362	0.871515400599304	0.766648601089359	1	0.149202261593885	0.531712160555247	0.554529148502476	0.726211972966757	0.696925366980988	0.762536310415275	0.237897140130811	0.673039390227407	0.632973876291478	0.782788370553756	0.67270574916641	0.599990130389363	0.794176755462701	0.777264026468516	0.808116224378367	0.739319400255049	0.470413028160018	0.496919637369463	0.803128446223338	0.719050280616953	0.0374363756397238	-0.00611209183276879	0.636261262205614	0.52339637466201	0.87073385930532	0.81742009246726	0.731826798585122	0.82339055176378	0.746106470482002	0.251108477226853	0.453615802529539	0.710753057414362	0.86802884124778	0.592591505072466	0.672894611222968	0.774540635094838	0.617966800171887	0.395886207262482	0.770192204078701	0.767562865770493	0.858737667365125	0.782080201669518	0.283436470652374	0.683673902283611	0.491358461377047	0.834051138481293	0.7478811136083	0.495975349584092	0.63265984668951	0.723976697502565	0.805713633534799	0.671859033851466	0.704003953945349	0.311238974242427	0.951455156008391	0.755824592652134	0.59871327172542	0.193789822748187	0.814748306599405	0.772530039084441	0.8890848110383	0.840393982097828	0.494759298518987	0.691536573206629	0.727894498022237	0.522321967919843	0.770292793164635	0.508621805594666	0.661507265761084	0.472000769776099	0.680601421810142	0.598477487710393	0.494934939861586	0.663094025322063	0.709240702898404	0.380884610650521	0.720227849360822	0.866683314164257	0.303943298035194	0.705642447727048	0.921786105504216	0.794699245641128	0.722157892835304	0.137359850736283	0.630936456840095	0.112793841197777	0.760748559768163	0.782864408541367	0.428391423037521	0.708487664340694	0.727680348931949	0.852058794818052
ABCA1	0.324637755517354	0.35489996120644	0.634638490338108	0.896798108428387	0.703097288581523	0.561932709950362	0.588979725848447	0.641540156390393	0.460996278241065	0.860251044856627	0.534458719880336	0.891582708299057	0.822765154110643	0.741650659060123	0.560174064901467	0.963844775879526	0.898540802456844	0.838934310576232	0.242036283804245	0.746846961030058	0.931727117655557	0.51460572464716	0.811587392101248	0.32479711303416	0.0476099734047785	0.626048459577554	0.149202261593885	1	0.65369323960017	0.87474836670966	0.594976890519704	0.702503800951067	0.608208546171667	0.921096434857506	0.679999584894495	0.80616208061307	0.536010680774484	0.769649887438781	0.770225664081151	0.578174278408808	0.49211556577812	0.504752296188254	0.667807467756253	0.886790117469337	0.753932282880411	0.654638463236303	0.57230464094409	0.943033966252726	0.804639539265772	0.724673463735293	0.390698052936211	0.463915086478006	0.477299054118285	0.696160069001897	0.539944626166066	0.397698177285636	0.942410309941769	0.859820190558568	0.679738341174926	0.325608253813923	0.715502375038044	0.755723938511049	0.529653910971279	0.737653162467385	0.863730743457984	0.642040440771174	0.689892136609022	0.45095211928191	0.456747570410594	0.921370625997456	0.720709641675526	0.826517919773337	0.119260791714887	0.445311692426742	0.764368598917912	0.741048605390836	0.575219129577804	0.539893825765428	0.618716931532143	0.581021784003217	0.859892420308701	0.131310028581781	0.673196302083777	0.717137855747214	0.915415656677397	0.311934063270113	0.561499668742095	0.182747627308916	0.519858735095829	0.792668013157565	0.680149342544679	0.691744915166527	0.893923677647987	0.49123688635784	0.499133244319667	0.792348668251431	0.816638653891619	0.70441870519217	0.794023717628372	0.524884516033029	0.805034110143962	0.485871995223344	0.699757008449306	0.583785079734466	0.302357952162816	0.86391029709673	0.602310099961095	0.246898389402779	0.570616306954246	0.52521665620944	0.96558179039923	0.776543911790915	0.815826179486128	0.578172954425185	0.511457632839458	0.927580572264842	0.760245674704876	0.421851714039897	0.47910726496516
CD9	0.748320975275558	0.658693777370078	0.696535085698497	0.744864761586274	0.806426010088143	0.750387301775736	0.656165288314764	0.699456712446906	0.649743948380102	0.795334978352111	0.633464430477251	0.696311971264733	0.721734184727908	0.639997944274834	0.816613051689826	0.627294424830018	0.69627005592238	0.838081684433015	0.543890889872854	0.854274806367691	0.678999468567907	0.725426893868898	0.704339586931783	0.744426911658881	0.39508804649379	0.721748131990767	0.531712160555247	0.65369323960017	1	0.769252528606638	0.773294255015719	0.801855510647079	0.758713600312415	0.677371016705813	0.761361221279077	0.77777352194327	0.626735935361766	0.717498046593321	0.880715965201269	0.769082480576713	0.782406430973496	0.77455974086905	0.808631711274945	0.783217623195505	0.732147622520214	0.756211699751177	0.812158576397977	0.486323587764013	0.635050627782209	0.778414901783531	0.773889431871997	0.676021936339113	0.574450757963207	0.832438595070815	0.772571240675208	0.683953097868705	0.619738463600646	0.60287256751682	0.793987723687704	0.727038668488427	0.816323042513218	0.803824384888454	0.637352778766767	0.660117937887987	0.738983916694156	0.645863866208594	0.824875367716804	0.742909987519835	0.70534957662728	0.727657986548894	0.823334880884216	0.551994917951972	0.278037452344834	0.696536576649806	0.830381645918676	0.741329313498099	0.639120061106702	0.563105604225762	0.818646422646039	0.824551745750761	0.653894343438861	0.541864316818929	0.706937720079846	0.843724847703309	0.493775919721655	0.666520651201945	0.772114784564497	0.452766427610604	0.775588351695673	0.766619741064384	0.861626284495224	0.829117341687898	0.719544745146135	0.685729254864848	0.880490204882069	0.726055748257437	0.659823221164714	0.800472496984233	0.840519137606604	0.854167738005519	0.799671084075853	0.83556217290576	0.759149580967696	0.837121962656501	0.565785371230175	0.702484159602891	0.857854024745944	0.589259019449228	0.815682200129205	0.79573543003894	0.583938350914413	0.832702903147465	0.45578874446822	0.756053756952172	0.635533976214279	0.767433196725513	0.743701575949978	0.743037285472154	0.754575898796577
NRCAM	0.680080975795516	0.681715724987332	0.88342245659151	0.980446016039891	0.921682183709222	0.856448049971509	0.854343669349168	0.879013871543429	0.777486970733291	0.903648659222877	0.823550663286219	0.960273897940242	0.932330914496723	0.898228523366629	0.816005035949467	0.898906703073606	0.906615670645447	0.942777054305796	0.607422166197241	0.76735405018038	0.925739958998416	0.64905389534864	0.940019696735675	0.540805473181984	0.391778387622461	0.85858589473334	0.554529148502476	0.87474836670966	0.769252528606638	1	0.846289562281735	0.918272019916993	0.864039385840062	0.88116763484281	0.890281645291072	0.956130345614701	0.778100607982691	0.940579988281675	0.91631343842778	0.853221225479848	0.777191580701653	0.781160638417491	0.903039419252559	0.972494840976505	0.877097195141661	0.895595431504223	0.826201131017642	0.812657364996341	0.663166038112705	0.881030697575426	0.604957056192183	0.763602756417729	0.76261863617686	0.920653918662714	0.830171547169415	0.693576594858265	0.912956863528383	0.91616794630584	0.893972720944718	0.656206088424799	0.867481229927209	0.930395514662975	0.764289594874685	0.871078511728105	0.897973859215792	0.853192810863098	0.917935987040812	0.770142298061532	0.727255496782603	0.902464507286015	0.915190046652397	0.888757036671295	0.458634514224301	0.696367013737898	0.861458572706045	0.906396059076506	0.821974292176189	0.801111008963879	0.83720069418391	0.801530537077316	0.881859711719277	0.507468338851742	0.905513008504423	0.881052664303838	0.83833365487077	0.619604367235982	0.795555993937848	0.541596315703479	0.805182006879033	0.879334285093705	0.878327585770256	0.912181725904327	0.971050891541827	0.753530016675555	0.652638837171714	0.955344452500936	0.899366236944645	0.894311958728487	0.942313738701183	0.662440068596344	0.972623443791429	0.744991426132725	0.697570599028698	0.817083412504698	0.629154210634899	0.863474727219571	0.842334080956605	0.60642199302345	0.849597479594375	0.758019612077649	0.858454220454586	0.943573619686322	0.724453058499854	0.826893188457054	0.790400992530877	0.961504691762488	0.957708772563191	0.702298147706179	0.793172741177371
TSPAN5	0.845449916589048	0.798436178500267	0.805130008139082	0.825001856293669	0.951473422147646	0.900491684113388	0.798411547340993	0.86448207304151	0.932429321600447	0.822293863315251	0.861116239882217	0.774124003553077	0.785852280678045	0.703734742631528	0.939423349545816	0.632873966536866	0.679232394333531	0.832088840593159	0.725645594767575	0.713373304407951	0.749601007587896	0.65640708202904	0.840697490538646	0.747961340141081	0.458973562916833	0.807034562981827	0.726211972966757	0.594976890519704	0.773294255015719	0.846289562281735	1	0.942905510437146	0.8902240666958	0.658318796771088	0.926702742579428	0.885263401882765	0.709459219367807	0.870926565368398	0.908995878454822	0.932177880664586	0.933884813471933	0.884976261520554	0.940215423040894	0.83991443568596	0.861689908519553	0.880737700001125	0.959496505238145	0.486629147923367	0.527790671967353	0.836241029819329	0.802650833553513	0.819276871368024	0.781939002957015	0.950902865244748	0.934457667346569	0.886687395547342	0.658893613282073	0.64488880347852	0.89415010715682	0.843563971409028	0.861927959767611	0.854234137045634	0.775118541331788	0.70769134002019	0.761910496931719	0.777770285441234	0.923901796030313	0.875113432329786	0.799417864476748	0.716174870336583	0.944352915918347	0.688526186160004	0.490810532219503	0.787063173169363	0.863921070834697	0.866830694574026	0.895163710057704	0.744200643545249	0.921321590309106	0.861144375887388	0.717731914437135	0.634245843314837	0.88673865194884	0.918392304388099	0.520503259328794	0.727038080316769	0.806004507426107	0.656311106062375	0.912226627881808	0.814367239583516	0.921165098682524	0.933882032904852	0.784937356875113	0.816414083127861	0.778259507663761	0.850490731800706	0.828668241123417	0.936346787045587	0.874175494532491	0.769061805147351	0.872911526860662	0.938765561592962	0.584657706528974	0.894729560010853	0.727610727350205	0.721300297023987	0.94954203573619	0.710713521408622	0.938677427019039	0.876090334554783	0.57411803670104	0.904864839594947	0.50039802590809	0.873436114812017	0.774257770825335	0.787489129375846	0.840041824941572	0.927549836395931	0.946789497780772
CADM1	0.79236250325373	0.836599610100519	0.868415380407266	0.890491779638182	0.963859453495013	0.923191792707829	0.860137595727686	0.914296995304724	0.905924817287942	0.852150281942347	0.875958719740827	0.855948926734867	0.86566215399255	0.784759929047737	0.891788904147624	0.721888022974675	0.744099335816153	0.878151838773516	0.734726306047199	0.777929451225525	0.816381484136831	0.726527446604885	0.911079902834284	0.719196065395329	0.458049142291688	0.881165190679997	0.696925366980988	0.702503800951067	0.801855510647079	0.918272019916993	0.942905510437146	1	0.943460613865603	0.740004465680139	0.953963965852314	0.947676572362745	0.796296578924532	0.928798749615383	0.930645162825147	0.927159207060399	0.919477209311465	0.893195457411465	0.943824142785341	0.895454051043729	0.875374938983386	0.921825738587845	0.914320740156426	0.591872328480145	0.585512423936258	0.897440709401705	0.731733487295156	0.839121207154328	0.830070211660076	0.973176444408741	0.925612905073382	0.835606988705246	0.758139229057768	0.758470758247531	0.944413871133451	0.77735955948259	0.878662043980632	0.934214576011174	0.832145994918271	0.788793257230025	0.833381938491139	0.829278565680901	0.947057264663781	0.867574056209861	0.785948143810123	0.800351913024843	0.96715252776287	0.786315175062922	0.53598649663451	0.777290447532308	0.879031533687738	0.92609853781066	0.91785328411265	0.818859360941422	0.934511591956675	0.878746382350715	0.766535286576282	0.617284532745469	0.920331680520082	0.93712747383879	0.632227729412839	0.74506356954425	0.842114346161688	0.645905925419714	0.903619378603448	0.859671803937417	0.951047667102693	0.956988810290829	0.866089470807215	0.816672535481097	0.779951503139896	0.912525360898172	0.877414984420355	0.915550659336848	0.91713890711589	0.745747092484288	0.931878492531709	0.880687718737563	0.65321076941572	0.889272614066121	0.726860692139903	0.79097242323849	0.913636675140106	0.724855326590109	0.926500663971299	0.876016554634683	0.672285847228262	0.929728629841326	0.60116139502075	0.902387637289997	0.822752844758909	0.866060370220813	0.899121727550999	0.854599731041566	0.920962459804177
LPP	0.811426272052093	0.895259417276678	0.898824519893365	0.818666840500006	0.915927575487453	0.958446257917812	0.888625331379667	0.941421299407635	0.910686830028402	0.716547706387484	0.905128047018057	0.792342654826665	0.802527515155898	0.752067465860372	0.82410554838295	0.613646963086424	0.636110874050493	0.79002446708043	0.81709946029571	0.76871444989047	0.704356475396314	0.794789702851794	0.845669213198739	0.755658431229317	0.526748402321618	0.923323812662159	0.762536310415275	0.608208546171667	0.758713600312415	0.864039385840062	0.8902240666958	0.943460613865603	1	0.649256560815842	0.919328913770564	0.899877413292072	0.859703795114523	0.896190011596709	0.861953532118103	0.907910747733137	0.927104435795741	0.939601249858557	0.894643616875074	0.824045667155011	0.805264235956523	0.932046266299822	0.830461979697642	0.471821872137014	0.523234776868828	0.911588979107282	0.70728697368111	0.887378462178116	0.881516526889105	0.944979674912842	0.953060939549959	0.806626605000887	0.655277716012227	0.706602001749191	0.918918598939093	0.760180270687254	0.857695648122417	0.936520782832091	0.879436134195499	0.75727301013516	0.801229893399311	0.806989765646948	0.910410276516741	0.923429253914165	0.751790831918279	0.710312545692779	0.92999158246018	0.730788063463128	0.633029169403334	0.764023970597138	0.798331237687737	0.922891913721194	0.906136191637217	0.875321131508325	0.900418187250804	0.912618642268894	0.635443679463241	0.697402876406763	0.916360939407523	0.889213735918228	0.56002114090039	0.838942299715349	0.866673323830066	0.741381531052732	0.919977249500564	0.80275916651956	0.899909214013511	0.9330230226049	0.827318097764509	0.785400362400222	0.785637203903335	0.901324484681131	0.820910722379239	0.869205046401306	0.881424363398899	0.734056447936579	0.89483099855442	0.833923669408242	0.658089950776932	0.871876670376091	0.803505052525319	0.707544028105824	0.843377455513178	0.813211225919779	0.877045153956546	0.893949585598592	0.563909612127831	0.858504518035531	0.563325123097173	0.934838960035173	0.876536361125862	0.79026236357953	0.884978255189705	0.798753995268041	0.93298384386509
CNR1	0.423908510316204	0.427013596155812	0.667290446661677	0.913161445428818	0.732428613248722	0.636569495095018	0.636762494746691	0.695379308050418	0.547891619073337	0.878423430795551	0.5816188414513	0.860384364921688	0.839875703244676	0.747294372229812	0.627140254078671	0.893243309580372	0.889186015208502	0.817146429529009	0.32766115250942	0.7561435457394	0.90333030054524	0.579407778908723	0.829380764210597	0.389996497658638	0.117959975192699	0.669430433328377	0.237897140130811	0.921096434857506	0.677371016705813	0.88116763484281	0.658318796771088	0.740004465680139	0.649256560815842	1	0.727324036044473	0.804753368172155	0.56083173348629	0.786465683595048	0.78558002531765	0.646741954085659	0.563023595923037	0.57419546673523	0.740362983233625	0.890043459682582	0.746352796579368	0.698901037633712	0.642192707687201	0.881538264361085	0.7646517822562	0.763325986260339	0.470858938248959	0.523744363927132	0.541353812068058	0.755578126079053	0.622490713574016	0.463438038496022	0.913886097632481	0.847977703949389	0.707368549072429	0.425640496626843	0.76278426559071	0.794216887422915	0.582479218912813	0.766152825439272	0.825838171741861	0.676043645853621	0.716903778103078	0.539874670086666	0.506070320664889	0.875595763616654	0.772260543234575	0.800211227950605	0.186005779991025	0.508329658140116	0.742116933564755	0.766452768449463	0.620438661639805	0.583597095399932	0.664717187900648	0.646246356582261	0.866636163942425	0.212615517928067	0.731518711200213	0.761882879780516	0.861472136521409	0.391294977503444	0.619694668576838	0.27364535642126	0.590152738465025	0.780273630820654	0.717356171758039	0.751280482139197	0.873315000683745	0.524928436568615	0.572021287453357	0.815260038671307	0.832221812951141	0.754512101824283	0.810312618871782	0.545060386612427	0.829388741001366	0.570116947299717	0.717533650876846	0.636515751142967	0.359107412681066	0.869210112999358	0.669053533609442	0.337280449878318	0.647669699937716	0.590179472540347	0.891530037417547	0.799817162761784	0.776313389054667	0.618245896755787	0.572156268435654	0.902393910643374	0.786639317207723	0.505932932142893	0.563998193969567
SORT1	0.785207503630343	0.787792478700233	0.836176302337783	0.859497131713225	0.956177355858027	0.908933468475847	0.826223662058215	0.902020763163506	0.883568702698573	0.816788720156125	0.849133094535057	0.813794395369074	0.801017190922825	0.742149402785345	0.858506556246897	0.691154304577462	0.708636382682096	0.837339233120863	0.69823119397868	0.755818183768969	0.800969919136362	0.721707898888106	0.89702534067654	0.694073971848732	0.428798996877301	0.862517046142381	0.673039390227407	0.679999584894495	0.761361221279077	0.890281645291072	0.926702742579428	0.953963965852314	0.919328913770564	0.727324036044473	1	0.927075481461201	0.769298756505681	0.908155949739572	0.902052173724081	0.904530417857869	0.910791397877361	0.888582402445744	0.902979295637235	0.863974751373987	0.847361385263454	0.892767338359765	0.890133572429967	0.573472730909531	0.583461308467632	0.882914117631702	0.728683141458732	0.827533478340803	0.815227142765939	0.949418859888602	0.914040912929354	0.859310909489255	0.725621755837651	0.719538417454449	0.91119689725268	0.758822926410343	0.861423934004224	0.904940751793286	0.808893272140278	0.752196992049444	0.83233938284704	0.813267088940559	0.918170751749377	0.851954058889916	0.778105898009264	0.769195942558682	0.944470251950187	0.733476760758829	0.555284914776879	0.811081170089245	0.849223559616047	0.902361094373039	0.927152512425173	0.801279298408666	0.898297143550298	0.870438930694678	0.717095219507057	0.588416824561932	0.896132130292483	0.918318042065438	0.614387462844723	0.740651166184123	0.808017675545123	0.642921981740448	0.871849010323578	0.830307432871981	0.923236960914931	0.935433479661265	0.849912009313466	0.808498663023745	0.771266077327622	0.8891184566834	0.872183024814498	0.915209041735667	0.905260242611537	0.720237643346951	0.907717025038491	0.862485247945614	0.662822488722274	0.874560589461459	0.721395759050246	0.779891378676649	0.883315461360781	0.702172629127344	0.911216441833113	0.866906274006417	0.648392930685458	0.906083339066536	0.615050760268769	0.895916460033827	0.783571737143587	0.837041614795974	0.873617612996624	0.826906510377589	0.905864130813958
NOTCH2	0.742447224906541	0.730345109999175	0.892658663990619	0.928910353083863	0.945556130887472	0.895154525711028	0.878026258727116	0.899311442074915	0.829967075921444	0.860430431591441	0.859103293428216	0.918231315636823	0.890975247216293	0.857081897631581	0.83890551083625	0.816094125657605	0.828550381098934	0.915684035018222	0.673997826282159	0.772525917629821	0.874800006714007	0.694964583198011	0.93271056094882	0.602831604786547	0.451978771562911	0.889725531595246	0.632973876291478	0.80616208061307	0.77777352194327	0.956130345614701	0.885263401882765	0.947676572362745	0.899877413292072	0.804753368172155	0.927075481461201	1	0.799370128201202	0.948888800718282	0.919455210688286	0.879747994354309	0.838107755405163	0.832309686468564	0.910095812998874	0.925056868733263	0.889314720614881	0.912468401704317	0.856622521671333	0.710242114065775	0.620451420258683	0.900626552717386	0.640534035772884	0.819145042961326	0.813013591431702	0.938140811323496	0.87350184967706	0.763856811622513	0.829936280846713	0.845606349277447	0.91862039564736	0.719404643416672	0.878213915387119	0.932337063327466	0.817914169693764	0.841982268551432	0.883091967507119	0.858274619144685	0.933846654703828	0.819426534232729	0.770809713494568	0.843155112700868	0.931291727043794	0.840713472537477	0.530257955423656	0.754627112410664	0.878856135856546	0.91326764682646	0.883086490905309	0.835955987229614	0.872352778371466	0.836243686194802	0.817068843644123	0.577791153486465	0.909750692254711	0.903602291905372	0.744072851354566	0.688789214977715	0.82895058614443	0.600231619701769	0.855488131252337	0.876968890750148	0.911520706751418	0.923247331816396	0.938302071837025	0.78733051124036	0.696422166251239	0.9464939567332	0.894596450747402	0.913405949938177	0.933172011379024	0.689537806832374	0.953370994500706	0.792880564632213	0.686934866656108	0.836933570760867	0.696821367879718	0.820509663857576	0.862142418363461	0.660379031679544	0.892423178326187	0.806052841500618	0.770041418272946	0.937235889867815	0.671791369757565	0.872821198855727	0.814016599500753	0.924211720195564	0.942223269086037	0.755243461306353	0.84495070739969
PTPRK	0.740032669811503	0.810390489768917	0.90486747919283	0.714945609616071	0.771172883016439	0.878375533805263	0.898898735940085	0.874804439999696	0.771472046909195	0.536863640488341	0.834406454587838	0.754066503966405	0.751566400598454	0.790169078640399	0.672667110873358	0.541452860591579	0.578255216799992	0.696622686869135	0.825426164399445	0.621406019023243	0.595877831943353	0.735777197652672	0.754540105635954	0.492978990352313	0.657973900287669	0.891495556793466	0.782788370553756	0.536010680774484	0.626735935361766	0.778100607982691	0.709459219367807	0.796296578924532	0.859703795114523	0.56083173348629	0.769298756505681	0.799370128201202	1	0.829422972332903	0.706533899235826	0.787603675928603	0.754413835588761	0.821398815842079	0.778919977898381	0.701124577649222	0.643691972134798	0.871580067709987	0.659971697478223	0.429738469434061	0.320814346258799	0.793308168974274	0.455276549128142	0.864438022865785	0.848840820719712	0.80598509171023	0.818826098889744	0.661776730012173	0.579710744380155	0.726600526059485	0.800414088605285	0.681125843071807	0.717673683372609	0.853363902088101	0.853627414403726	0.778042892227402	0.65497276055857	0.83371621131552	0.825705650282057	0.829705821644241	0.709236957924732	0.597130825158521	0.782416167926905	0.73818777627838	0.738296025750713	0.703676658185992	0.613807063522706	0.807736239515091	0.774867504695892	0.888008464219861	0.70840915208358	0.759988722579735	0.52267632374818	0.753222115762631	0.839361892769089	0.702178061423933	0.575044165817752	0.762820169724906	0.818022213477718	0.747140652186299	0.815329425967065	0.702016278959334	0.771606562971594	0.800396634517862	0.778140375170013	0.731294714550344	0.567213798872211	0.837811478179713	0.665439843724794	0.739499600145129	0.752121603144036	0.527035852883311	0.828146185617692	0.632832893373559	0.589068344928474	0.729821132998182	0.807953976922788	0.551716405972931	0.677026741201667	0.808079479665838	0.754979915108302	0.749365703172736	0.500159972832365	0.736254074300569	0.450304087758777	0.809431325186541	0.840312319879485	0.691728717125537	0.85666143262462	0.608088222825289	0.804901155945581
NOTCH1	0.732843040853938	0.753726774188666	0.919034607566728	0.911603826419123	0.919066801153455	0.90195567275488	0.901294340383612	0.922135124032532	0.862743604052385	0.810995467193883	0.878720281394162	0.926161377939691	0.901984478317604	0.871372794892217	0.809227439945735	0.788710824552442	0.789868989246871	0.882462155576622	0.712828155445902	0.720208383693731	0.842184731672808	0.693372472120557	0.929125383850004	0.560181033745015	0.499282290553829	0.890216437837292	0.67270574916641	0.769649887438781	0.717498046593321	0.940579988281675	0.870926565368398	0.928798749615383	0.896190011596709	0.786465683595048	0.908155949739572	0.948888800718282	0.829422972332903	1	0.888035468673282	0.870550994130187	0.820003573817706	0.838662005354725	0.902026395086834	0.899342647888339	0.84314504502182	0.931248092854393	0.826644509730151	0.685543893369258	0.549691807863357	0.881757386206998	0.569746771644966	0.841402125975815	0.838459732265284	0.92277873432366	0.881339290323565	0.741315317980795	0.820514106300281	0.856247108707007	0.898146289276931	0.699524126122386	0.864302007742565	0.919661424401218	0.846198720795584	0.875621339579585	0.838534542122788	0.872983266795818	0.922631254437901	0.8230644298389	0.736614327348929	0.811444001557189	0.913850502169695	0.877261728682819	0.605668587010014	0.752791259017547	0.82439550784958	0.91205075292667	0.882853537992816	0.867716578887899	0.847160757916464	0.811774077479763	0.770419508819596	0.624880381059694	0.937401693629355	0.863573490157297	0.752347319795593	0.697578969409791	0.836076119117126	0.666368528258006	0.855926837103233	0.855434752596932	0.889602049298498	0.911382241543292	0.930880349243662	0.788508299777464	0.633747698104647	0.944826923415242	0.874784257430297	0.900322271394093	0.891081788798203	0.631981961263532	0.947572681600556	0.755745404229103	0.646563976049054	0.820279737215672	0.723739402155271	0.785932818917378	0.827775746612405	0.696925752375944	0.870497781359329	0.807085228147949	0.753248959492123	0.90051007753686	0.648871410078703	0.857397149754353	0.830591889096153	0.893033639955396	0.940600487290281	0.733819500319862	0.849399773481698
