""	EGFR	TNFRSF1A	LRP6	SDC1	ITGB8	AQP1	ADGRV1	SDC4	CD9	CCR1	MYLK	LIFR	CANX	HMMR	ATP5F1B	NRCAM	INSR	KCND2	SLC16A1	PLXNB1	PTPRA	PILRB	TSPAN5	ITGAV	CD99L2	AR	ADCY1	RAMP1	KCNJ10	SMAD3	NOTCH3	CALCRL	TNFRSF11B	IGF2R	CXADR	SMAP1	ACKR3	SORT1	TFRC	TNFRSF10B	CHL1	TSPAN12	LRP1	ADORA1	CADM1	NECTIN2	SLC16A7	LPP	APLP2	THY1	ITGA3	AMFR	NOTCH2	EDNRB	CD44	NOTCH1	VASN	TSPAN10	LRP4	ITGA2	GPR37L1	GPR37	MUC1	SDC2	NCSTN	PLXNB2	RAMP2	PTPRK	IL17RC	TNFRSF19	FGFR2	LRP8	RXRA	ITGB1	SDC3	HAVCR2	MRC2	RACK1	MCFD2	CD47	CD81	TLR4	ABCA1	C1QBP	ADGRE2	SCARB1	SORL1	NRP1	ERAP1	CD63	SIRPA	SLC1A5	ITGB2	TSPAN14	TNFRSF14	CD4	CD74	ITGA4	LAMP1	CD163	GPNMB	PLAUR	CXCR4	RHBDF2	TREM2	TREM1	ENG	HLA.DPB1	CLEC2D	CD68	CD46	PTPRC	STAB1	C3AR1
CALCRL	0.853620569415376	0.61841966584143	0.636164199782556	0.869509980295536	0.926132731110475	0.978232917661641	0.809569603996182	0.624800163361735	0.768409733076125	0.227390535384517	0.129324410831187	0.738035632467398	0.708843035140377	-0.0080613355563662	0.508652899532852	0.924956675188823	0.83733534601827	0.915368686473794	0.776411851069742	0.82381027886947	0.768265884750777	0.737933512701774	0.895476024453826	0.773539147613227	0.42141454951138	0.914026268939446	0.702276945860353	0.875371171717402	0.752450837595459	0.738136043898861	0.495289696337981	1	0.516123956499975	0.573098898211181	0.674801173301339	0.353577895083333	0.376699142180513	0.835414225965228	0.329652955613381	0.51282526557045	0.96744266290575	0.925114850248894	0.749598893940188	0.823327061153613	0.593576202032301	0.212600532871135	0.696122491098072	0.566080231638851	0.505073911199774	0.570357999778563	0.186537614005809	0.339719468284984	0.522449076301944	0.930875950122675	0.631334992611563	0.754177206441479	-0.133969276837161	0.0544805516548812	0.316219513130722	0.904183140109839	0.803936150630022	0.896749076526167	0.849779140510653	-0.0550468879498903	0.3771145431198	0.349584409669875	0.895259750673127	0.847080140564492	0.530306428354488	0.613247734651943	0.444546663705023	0.774172307787666	0.443519206711825	0.38609403339507	0.63829576944033	0.230190079695938	0.574868507460232	0.347798885153555	0.430053281560436	0.73944934893152	0.367590632136419	0.354827438532036	0.563882312607945	0.258800471051645	0.266791179566944	0.368383063292288	0.362845878733477	0.438862878946695	0.482455398097945	0.742304707613796	0.27870941001873	0.479174701942839	0.108364965677703	0.560487908324084	0.230253535459504	0.0998789968694847	0.169428243960889	-0.0175649448038963	0.567225527806716	0.302319744442529	0.331751505322596	0.289400608047484	0.432512200046493	0.438777860422152	0.162121750537623	0.278749659403865	0.292723186708116	0.177758800314086	0.615440235779432	0.291717083436409	0.622693484499108	0.128420565779725	0.222813514722428	0.175735169020591
TNFRSF11B	0.622065472631247	0.861426855695637	0.749028610301619	0.26889852490456	0.596011832707606	0.552832237784034	0.592546650243691	0.76151491365453	0.810289347383549	0.849210757541381	0.473509199559429	0.706227427931811	0.842549865961724	0.632740229311597	0.84647722259547	0.601042368132448	0.381941757189199	0.434025735977771	0.765131425562238	0.395977884818152	0.818263523591469	0.775004498471615	0.519405544350069	0.811030872990983	0.84257562136032	0.552932213297927	0.68588162259834	0.535361746490497	0.440251263832537	0.756784467315609	0.488840432032297	0.516123956499975	1	0.825177929457971	0.882580063108539	0.874514699688571	0.77885354139632	0.754061796110953	0.861852815938228	0.804801705313732	0.538602928025588	0.479099577604939	0.840802579472172	0.460013622408698	0.854169993084243	0.8174387464845	0.822602389658019	0.896992180034062	0.901956642569653	0.612813965335437	0.650826660561907	0.836863345544199	0.864751868898284	0.64091758587999	0.883406508893119	0.719700100177078	-0.0552468213675927	0.208506955724922	0.517566616797519	0.587574724787922	0.711981552513947	0.422188150015466	0.611735495506712	0.49258780384935	0.884059008029917	0.869080870070256	0.38421895350841	0.248970559613966	0.443662762364286	0.669202444244486	0.113423399563334	0.744493729936797	0.881493233262151	0.825775415579105	0.824783036092841	0.819811286757406	0.843393283271082	0.861639858986076	0.817070703276825	0.81486725106551	0.883160169549211	0.892445241028902	0.84624563834078	0.785174497395301	0.867307638305906	0.879751509398299	0.878876484181811	0.897658774107672	0.88448519996976	0.803757246164897	0.811378242231675	0.787961417890182	0.771400704312073	0.91674778629135	0.879456860784987	0.77968404628057	0.801345947857653	0.676459741577056	0.87866634502449	0.86042685661451	0.832940929198624	0.859598642175071	0.873049894795598	0.886733225023114	0.800361854981559	0.855028519636348	0.845624993384274	0.836510873136439	0.865531023820337	0.883815790648121	0.911986419247789	0.793729808989239	0.819391847670399	0.804169689562261
IGF2R	0.691042966694561	0.961490521263782	0.853404538598278	0.47949235987703	0.713919831495362	0.649493832884364	0.690099044132986	0.830208291277694	0.9129033277237	0.79759848366297	0.57137945550917	0.735254988086178	0.930676048492515	0.634042842978111	0.89516379211802	0.688369570413541	0.425271205506266	0.508373448165414	0.862783306174691	0.713282888498451	0.922181035682675	0.900370654871322	0.712573519130111	0.875707749830669	0.804507321831197	0.655492288056757	0.782590178417416	0.675293601801212	0.479793186372918	0.739849147550349	0.809713672139401	0.573098898211181	0.825177929457971	1	0.904966323356823	0.816096823636304	0.814641529257328	0.85647523090862	0.866330953936539	0.806520714150102	0.638459267392819	0.578777338979028	0.923117018635671	0.682633779092967	0.918063580773866	0.835738785654872	0.842063449624568	0.896638354998692	0.915312845035343	0.833150881077591	0.466094742426821	0.891762784569816	0.933561417966771	0.66344123652468	0.927040017842035	0.859257180583163	-0.278053579973067	0.206303274913674	0.550127154343062	0.622229235416565	0.758004592387075	0.540987995138659	0.76650160346409	0.578439372704427	0.892043805532558	0.862569243708282	0.477041054169681	0.505880844324924	0.687611499825075	0.77196711502215	0.374842501131473	0.75309224471975	0.872226653285217	0.890641778861228	0.962858367943508	0.812565974982551	0.921223239655592	0.846013369229569	0.885429209779911	0.889589332961367	0.882338631010219	0.889161803246157	0.923350778210015	0.764630352171393	0.860256981586696	0.905954004894251	0.85815683737377	0.925182796146314	0.933781761092772	0.91518314358587	0.827110143962581	0.861347929634001	0.740415778583086	0.933428182733942	0.79815941146948	0.761272236265504	0.789434791760915	0.631445090534123	0.910057397431551	0.87027091520189	0.83805996612437	0.833928131029847	0.878909556868813	0.905179995383927	0.779439572567838	0.841683399055061	0.853947152387634	0.782346553300598	0.878814705427423	0.838800829978144	0.937709505675286	0.771105423169932	0.828395061612579	0.811931113043877
CXADR	0.811111073389365	0.962072341164022	0.794560703062132	0.565405754819589	0.803112249669465	0.738143101446658	0.78759296750642	0.876858440423168	0.968699394819336	0.808058657025552	0.526715400452305	0.839232409585474	0.967233246706228	0.56363705790289	0.919631418566143	0.814090266324067	0.521413412173566	0.679400913030895	0.947795813611736	0.651031316654556	0.960858073248493	0.94268894970757	0.749159885349727	0.965408589845181	0.906906286592072	0.779996168934558	0.797496029309718	0.791708307251446	0.634390375048254	0.850024362646591	0.696451547969607	0.674801173301339	0.882580063108539	0.904966323356823	1	0.865116110164763	0.776045257044074	0.929242898964707	0.838422652318312	0.930497436544685	0.757354758312515	0.719176393707757	0.979409976531454	0.682544020581131	0.974183507338342	0.768758923805377	0.887548123011559	0.952212714756606	0.945333881623493	0.791898592684223	0.524601889776447	0.836297807591519	0.916191966936402	0.800684183445816	0.980539430267572	0.895677165293112	-0.216135542044416	0.178549776030496	0.607522837481911	0.787159166921734	0.850850556766692	0.683453891052298	0.835773788456312	0.497178277689627	0.86675625450089	0.838587432341677	0.620775861135553	0.545547756396792	0.549169304046895	0.712006348784041	0.308785538078828	0.881256662868224	0.91774894953241	0.869010439528326	0.932123761585684	0.80963050716307	0.938168175585551	0.869511354402659	0.908549485657946	0.973090001706873	0.884856468860869	0.892970721545545	0.929537049252596	0.800137972013248	0.826358126229581	0.890688406678808	0.877948658829945	0.903725755088317	0.925447880456923	0.965497127832358	0.850072769424707	0.896101691444511	0.743791835085363	0.953651929036868	0.825556175120088	0.721454445189438	0.77040180928365	0.601527203771862	0.956498970212125	0.835314208846928	0.851624804462148	0.860755109372047	0.922721459797515	0.908555073148828	0.77067840016109	0.852192209670896	0.832898545101256	0.780834809279352	0.947471800925193	0.864420398156872	0.941766598645039	0.760255863590657	0.763283305801365	0.791087415822553
SMAP1	0.497415991192313	0.894201516169028	0.727838966066045	0.167108756101514	0.483776520548007	0.392293846586598	0.485566366900268	0.863919381410402	0.774630570913816	0.941328189283978	0.77061766830998	0.58583530919713	0.866001198358593	0.857948048065464	0.947224730251155	0.490288137814552	0.162592816529204	0.323440208846735	0.750564496249211	0.334307670887807	0.814524425153691	0.746191569261256	0.425351044812857	0.792957558798475	0.9674822695203	0.424817409573046	0.590578650442722	0.459997919838382	0.30965325715437	0.640135467982847	0.577438928381839	0.353577895083333	0.874514699688571	0.816096823636304	0.865116110164763	1	0.799145010177828	0.681272765360899	0.887958267236712	0.902864700714029	0.424692179390538	0.368712627062318	0.792093854309974	0.342724404062995	0.909804469360742	0.923253860950075	0.781729529947527	0.892582082114286	0.962472449701997	0.764208990853834	0.708551191258139	0.925464498772141	0.864071120167054	0.547775219933929	0.919342452089231	0.733682054231598	0.0871111554546506	0.214999852115323	0.464904863128768	0.532382875430463	0.594704630765223	0.311557140313476	0.545159608791947	0.770506469540412	0.958203664832765	0.967031043032622	0.267291306925993	0.149481144555062	0.415409233917516	0.529312094849284	0.0644101293408063	0.652823595996968	0.957382369041193	0.933812684620618	0.826777410290065	0.94680755084443	0.854666612854788	0.989384091878531	0.921324916153837	0.841305552810252	0.966404087100538	0.956326029588789	0.831608277273207	0.967238446984269	0.927277163284664	0.927084688583973	0.957311299523907	0.932254598656504	0.928387362957217	0.81733362481306	0.961184970955831	0.941974625610056	0.955382035048845	0.910290698481989	0.926201834885203	0.936989996587095	0.955833026649446	0.887029099406936	0.945670000903195	0.93697174146928	0.834390318363573	0.977308849706283	0.96761924409271	0.958399884835409	0.954777395293042	0.971326547812591	0.962694605452719	0.968431916686221	0.872487148092204	0.970008959713407	0.898118305741668	0.944950733487158	0.918572149702338	0.949906175311448
ACKR3	0.43667036239418	0.79720675593543	0.531589514288453	0.316437799605371	0.426257936097731	0.422812686049597	0.414691022761515	0.793291392636575	0.733401249191062	0.742066311542214	0.630819557422269	0.427679305551365	0.808943938897943	0.692524967330442	0.785832097498696	0.442380388749757	0.42569954419495	0.32512048380818	0.634801756410265	0.470173320548841	0.71535323353377	0.647845971599509	0.432559616757073	0.67969045389388	0.760235271753157	0.470191227527227	0.420105462614227	0.471588323247558	0.252497450098148	0.452138773722873	0.656932896582037	0.376699142180513	0.77885354139632	0.814641529257328	0.776045257044074	0.799145010177828	1	0.59421788112209	0.731534752675774	0.71903066651303	0.421712393555115	0.373348745920646	0.722882721752325	0.431552093862967	0.774697341418229	0.83397933246302	0.567268909869246	0.707233951845786	0.79350299104761	0.747466333418009	0.297050580440775	0.84126273024269	0.68573164675854	0.607846020852225	0.808167309164717	0.819069090569942	-0.127308202486996	0.260411697397065	0.204609831390716	0.39680035748561	0.444748321329762	0.343200898282338	0.4924245500211	0.694220511563194	0.855055634185084	0.805947337530037	0.355715723014265	0.353423643274597	0.574681416588674	0.387985344047687	0.0445099227412236	0.501980436968476	0.806692866168745	0.8629690492999	0.797734119945398	0.814776881873757	0.697785524905545	0.797412769479239	0.788207231411341	0.728803937244027	0.787745599584706	0.782964538293998	0.7056710686686	0.771028507981484	0.742538963977348	0.747501159135353	0.725659578713152	0.90631997866662	0.781996931280536	0.741673208063673	0.826149255691382	0.835512317067811	0.781685084422612	0.754683994514975	0.737138811842877	0.759170551049755	0.781399066976294	0.742493257946056	0.820733213477685	0.808495343814948	0.720055216523688	0.79789533448217	0.85392630420169	0.828953706967331	0.778603335279788	0.806614681236623	0.828143619861116	0.766778719058594	0.740396930355114	0.785607991439722	0.832224300914292	0.7729875144645	0.756665839426717	0.803977721351505
SORT1	0.948626008405926	0.899744004988441	0.827820461409866	0.746756590266541	0.947774423087647	0.903860732464208	0.928362208170987	0.779609093128898	0.970427016127396	0.621067271381365	0.323951852831334	0.939705902859139	0.910425470520903	0.314889898010578	0.808350632017117	0.951873653257849	0.634160418593756	0.844175042708705	0.978669713491173	0.798643252377311	0.967689309941915	0.974597888593956	0.900954751083873	0.979419994093108	0.740596906844169	0.915852664856564	0.912332569130949	0.911848859205605	0.787482534264886	0.930962871299714	0.671396192759714	0.835414225965228	0.754061796110953	0.85647523090862	0.929242898964707	0.681272765360899	0.59421788112209	1	0.713594169506161	0.826522941376341	0.897268333139935	0.87512715375147	0.97759447584099	0.822094478750316	0.899518977116791	0.573700826764473	0.91784018223052	0.893373590488452	0.830569578338121	0.721846429520975	0.449407286204808	0.678025298820548	0.864599440075247	0.856190527659293	0.899367963526558	0.864204635903979	-0.326664677319123	0.132153067521688	0.665010644939573	0.895954561217018	0.956627205149053	0.847035273806152	0.969518896017468	0.239415602774682	0.708953575190445	0.675762563577661	0.769188438612054	0.705213049385485	0.532969862963068	0.829117987397867	0.516287004873293	0.957622951540551	0.784159871895244	0.702247763962477	0.888287732407635	0.59969593415087	0.908988600229153	0.696474573514089	0.793990736941063	0.952422911519482	0.736367165957606	0.742554477218857	0.879815290100129	0.603210727408143	0.669359872001413	0.76166829453577	0.747058748630657	0.737030666721103	0.827147745527218	0.954280034044116	0.650944350227289	0.758337397669247	0.503290406679301	0.876086940598161	0.631810369547022	0.494114968723209	0.557889691819224	0.335560031931234	0.845103646365488	0.656250808281301	0.724028719488233	0.672974803283907	0.763350799602569	0.761510155700027	0.554085111841152	0.669598880439213	0.647690882823519	0.566053611073371	0.892690676479811	0.685370031049522	0.853988770871337	0.535490018153097	0.598151790861233	0.579219972259998
TFRC	0.529617930703516	0.898083603326157	0.847560489629544	0.13804014790639	0.516070281884429	0.42059071546416	0.525619413271412	0.703954547509074	0.766425774642613	0.958812952728192	0.580459065861751	0.704048632804618	0.815030490564813	0.771960530634542	0.885799834818634	0.490988445241215	0.135530350732472	0.260813740883087	0.749074113530261	0.411994256530324	0.81492976222443	0.813675048282905	0.465857924133081	0.779735376929491	0.88053322738716	0.417747582402542	0.760016441864456	0.410240583973353	0.312946106891064	0.727369919149487	0.644539863366487	0.329652955613381	0.861852815938228	0.866330953936539	0.838422652318312	0.887958267236712	0.731534752675774	0.713594169506161	1	0.814945194079717	0.379823450501195	0.31189295055366	0.809035559087158	0.335361852584275	0.885897847357354	0.907605130646357	0.856832678432911	0.922478713769416	0.93479852604747	0.676111093760183	0.741309983988734	0.921395855750971	0.927460754697163	0.435721136492344	0.877381587209168	0.657440692783265	-0.126292875995445	0.127573513575348	0.596552616320208	0.492890510994109	0.699487171642228	0.265382558231638	0.587996248020756	0.630694779982042	0.93886485008306	0.913019855371017	0.188244638336159	0.115127380040353	0.488489575718666	0.755459203868285	0.137509032746009	0.692541818810942	0.894208297362018	0.892330148139578	0.849692574729338	0.899089037757782	0.921198704027974	0.916338439838586	0.903922185816093	0.775974886940014	0.955230814049851	0.956953780320356	0.903063867740383	0.853033291963032	0.965182464647794	0.966251157361254	0.962406117962705	0.895357199214989	0.943568781083629	0.781261297589501	0.895645719634711	0.813299397425264	0.865215509929747	0.938912160461139	0.943528304315138	0.898833927591355	0.902755486414321	0.781364774644168	0.867475087185173	0.934104569340051	0.89887616149156	0.927816575742352	0.905203365681936	0.919789237553934	0.896809515140006	0.931481723310704	0.918637808533641	0.919533629580555	0.808750238296217	0.94202798047017	0.887726446375705	0.913758481049375	0.935471507341993	0.90976550230167
TNFRSF10B	0.71484001763525	0.913663131048388	0.700065485097764	0.449489858226294	0.656517816123293	0.578982181839331	0.682455913391401	0.850624234510415	0.878093324683733	0.849316212387476	0.651744502481621	0.744303846074372	0.913340100165226	0.65972272277093	0.938063975377403	0.693293976283857	0.378418834850583	0.577824853011984	0.874307835996346	0.514271373577634	0.89303979748263	0.880186360810625	0.601924098606123	0.910314462463647	0.951558978720812	0.657145781830928	0.691062777582882	0.685476224778349	0.541992855801634	0.766728914931912	0.669166384508783	0.51282526557045	0.804801705313732	0.806520714150102	0.930497436544685	0.902864700714029	0.71903066651303	0.826522941376341	0.814945194079717	1	0.604621935936812	0.601348581700577	0.88883478116495	0.495297804975668	0.953955398017287	0.809206021853692	0.835726780149711	0.907405442574457	0.935382187719681	0.783718079664023	0.554815981823563	0.821803167443155	0.859103391678323	0.696659260016355	0.948187678896043	0.830569305907128	-0.137028784365027	0.25699713676372	0.575079060678163	0.681175140070353	0.72999569616391	0.584904381468038	0.752894191794536	0.633514135029352	0.860805790394012	0.850011693931492	0.528065584839924	0.389235077509724	0.388848992750679	0.594406547622145	0.254819762338507	0.811639415287282	0.902524557161965	0.894706412377541	0.855981705359567	0.873925915717324	0.899672315391406	0.914891455324066	0.94325789645719	0.932806399041633	0.910141129289853	0.908177373308236	0.840533186628135	0.899299235909827	0.846270771862929	0.867140803624921	0.897752903767931	0.858296053555563	0.900994918625612	0.911678674997678	0.915957563702873	0.927635849052702	0.834899789007759	0.912353668340126	0.829512189531154	0.785945565528803	0.849033151653124	0.719480128451398	0.9527590967049	0.839633070986942	0.800232681553259	0.914375225755981	0.929707231088894	0.922423763683157	0.858036166958719	0.885592026595851	0.871532107937464	0.844164535218805	0.935315091683099	0.901865780538975	0.873882617140927	0.832313186854861	0.798840386215071	0.85506379202335
CHL1	0.916842458921065	0.687375884853764	0.637072842200126	0.89749189908184	0.967449913427427	0.973986815800184	0.884136395888062	0.688562636519474	0.844373501115377	0.282659386636128	0.162294263958682	0.796916050100588	0.764454374413493	0.0300035902872975	0.578989644992394	0.971141914064336	0.787927955449235	0.95630996044704	0.857432720280851	0.825713648570179	0.821855813429675	0.797520850105479	0.935485533892258	0.843173868925415	0.498096032731768	0.960721833045655	0.741920269245183	0.946514350087391	0.820301817931529	0.790863562108096	0.523269822010331	0.96744266290575	0.538602928025588	0.638459267392819	0.757354758312515	0.424692179390538	0.421712393555115	0.897268333139935	0.379823450501195	0.604621935936812	1	0.974349866345439	0.82293080767913	0.880029025791782	0.683014534678877	0.256380102268586	0.720917703156609	0.646734594000518	0.577010207062964	0.616339681293596	0.194858166318203	0.396316903539926	0.597619344863695	0.93179302910144	0.70233736384251	0.800414543570525	-0.221528192777346	0.049231323814288	0.42791775190281	0.93517397140578	0.852017022393797	0.942179829797513	0.90439898613952	-0.00778271972652299	0.427951981110632	0.404612151750355	0.913105300124784	0.879727645373432	0.509380735485897	0.622911375223174	0.485017439589143	0.838200354842751	0.543278003883488	0.43812077425846	0.69880499353436	0.289938591891051	0.652352974263024	0.418946515862046	0.52633385816799	0.817157033174358	0.433234527558199	0.428956856114829	0.650345462202602	0.328570224880521	0.325054111018787	0.453306627543434	0.437057431973715	0.496524506949992	0.556079670612691	0.817811433447718	0.35720133508143	0.564955211688548	0.186794071093937	0.620492320609117	0.29948337955043	0.161835640439729	0.232899214061496	0.0278659075328263	0.639768746126067	0.350958916771418	0.429847971266955	0.36657368111602	0.512933138396446	0.492963893264816	0.228110965594739	0.363077196222093	0.350265803257669	0.241822050638276	0.700319696055804	0.369734938215649	0.655508463163693	0.195712228130069	0.266291090875306	0.252324760561361
TSPAN12	0.936005467119341	0.636507561481429	0.544775730884495	0.929334474149168	0.951173240174727	0.948270352091548	0.901912941433374	0.620837511036077	0.813275937864601	0.215256153521088	0.102064469631218	0.786892020905786	0.713505341285773	-0.0485665592035349	0.541266252247705	0.968333600483	0.779282212796792	0.978521255117288	0.824383776715753	0.805306125697106	0.779329447109229	0.771898694155341	0.925902522829359	0.819453495476399	0.454665671401695	0.973025533130635	0.710565653428354	0.9758406639947	0.86434689248952	0.779687344286825	0.480951517559962	0.925114850248894	0.479099577604939	0.578777338979028	0.719176393707757	0.368712627062318	0.373348745920646	0.87512715375147	0.31189295055366	0.601348581700577	0.974349866345439	1	0.790421544617278	0.880552078067814	0.644975605264012	0.193364494371327	0.664357036117256	0.604972489641862	0.522423011961417	0.562461964216781	0.104447181405807	0.319199988146904	0.548172201619994	0.901070304730603	0.654466696376674	0.771507750049946	-0.328016879104945	0.133306628691083	0.427580620342296	0.895629821327184	0.819429860520724	0.973327882714002	0.908928371312554	-0.0629352866472548	0.358544742621818	0.324162628553732	0.955405142580438	0.883331099278047	0.414819742805786	0.593207997936551	0.526286618094348	0.835878741685133	0.490734147689825	0.381321471232208	0.644635150143088	0.231120374222468	0.621511127505706	0.36554133494677	0.502029359455172	0.78927405063132	0.378699481028058	0.375994907691219	0.578571070664794	0.286474109978475	0.269347480265678	0.396053581730912	0.382809713652894	0.422286348846803	0.50729256522932	0.796108717342553	0.312570115398374	0.528685468160426	0.132928876726593	0.57019755401652	0.226708202502146	0.0892823276859592	0.17759232112485	-0.0344392078929849	0.595076613242313	0.267030984584	0.36886751444978	0.317294368444903	0.458465401151643	0.433303462267519	0.179990731060362	0.305550730854772	0.293690938557727	0.181195407197757	0.679937298445663	0.320501996946679	0.575989952251411	0.135089031845778	0.197461503033967	0.19428121054011
LRP1	0.883651369375202	0.959681771708343	0.840148431582258	0.657571093363394	0.879057654806106	0.821205992360536	0.858349661441938	0.839929077101529	0.986387678117964	0.740944163112571	0.440061449547183	0.894555908276071	0.960205200633291	0.468176187133579	0.884530645927004	0.882410964747216	0.569587878788912	0.749636778995307	0.971671066064593	0.751503791982743	0.984013254999245	0.978812121908356	0.837093585370985	0.984946323180798	0.834206621025547	0.845747276890093	0.87379967341018	0.854081613493597	0.693570765217211	0.894809336650659	0.720860027551551	0.749598893940188	0.840802579472172	0.923117018635671	0.979409976531454	0.792093854309974	0.722882721752325	0.97759447584099	0.809035559087158	0.88883478116495	0.82293080767913	0.790421544617278	1	0.76906061939175	0.95733725200462	0.706938104320743	0.920233246746408	0.942847167945271	0.91231119937518	0.782264504532144	0.487860401383995	0.794204209634365	0.919451713135907	0.823604150857833	0.960459968736976	0.898264799945287	-0.297935404726472	0.149458140052931	0.640438073012719	0.834195275992381	0.909514145217529	0.759182424873313	0.912136444631504	0.39603329774145	0.819887562154874	0.789436217516331	0.682183188566358	0.630248538398374	0.575591508574026	0.795993295997707	0.427645207126669	0.922437191908143	0.872343341194116	0.817058550255423	0.948065107432536	0.732958925077723	0.951953058504957	0.804603182282161	0.874903655225148	0.975225538947457	0.84104893130106	0.847014450637004	0.929403988579378	0.718169004872311	0.784794138163197	0.856683114422354	0.838069287016507	0.852195804230987	0.906735400559526	0.978567393326569	0.777663986214683	0.848286087450825	0.649061875205039	0.942313409537841	0.750794053233203	0.641709650276606	0.694779690768096	0.496529316485545	0.923659566862927	0.782027905210143	0.810437984093143	0.792546211123984	0.866975560268263	0.864698463444297	0.691862301207549	0.788011839448934	0.775480451647571	0.700900582130479	0.937233941475308	0.799231619900755	0.921110512317779	0.675732919023577	0.723370218157228	0.715456940971835
ADORA1	0.809374468992211	0.652201936069375	0.592905613082646	0.847350936034991	0.884400629682827	0.854574473616841	0.797034809872638	0.597622016763842	0.764042070800365	0.200835154453276	0.140783902895957	0.681714383539914	0.709927599988343	0.0358783366191422	0.525074747362895	0.860501745615812	0.666442299907927	0.816700278873482	0.746569421846834	0.854979435240814	0.748694541013003	0.738468788200088	0.924214861828592	0.730344521984147	0.371091645050599	0.85541058550841	0.662141299059382	0.911375486767491	0.659821572140747	0.656223691621322	0.594025407668345	0.823327061153613	0.460013622408698	0.682633779092967	0.682544020581131	0.342724404062995	0.431552093862967	0.822094478750316	0.335361852584275	0.495297804975668	0.880029025791782	0.880552078067814	0.76906061939175	1	0.590550161157641	0.257275644549572	0.582884464646151	0.561616773299779	0.505223725842801	0.620261659273295	0.0150322190195006	0.351010646685782	0.600853165093224	0.779799711882391	0.620083421599495	0.757642725328161	-0.38827385393612	0.108779880655181	0.387171259866741	0.768966395062221	0.724982399664216	0.838595934201493	0.816588636613568	0.0118100941558151	0.376971539361992	0.363116731616869	0.798372441403315	0.868594416258129	0.642887542299037	0.608283724525328	0.585899167060956	0.691593180089673	0.469588540301514	0.411570397673854	0.702352296884415	0.239129418316453	0.605206493466511	0.345617105654654	0.470675392406336	0.727489435436274	0.379423433293209	0.38496121282855	0.573518147774681	0.235442129052008	0.315882161605114	0.447311975019235	0.35728151188646	0.477844839758787	0.532015736521019	0.759555125506057	0.312334914669949	0.515845633177541	0.137129310242746	0.563367784273882	0.248027616574347	0.134421998537835	0.189414510661306	-0.0068763804657118	0.567373893319647	0.325833245148075	0.356049571475285	0.295904877072719	0.432595331116239	0.438536770169841	0.187037764290375	0.289790597180608	0.329981365632175	0.184759305668781	0.627082572557558	0.295109890225911	0.579910034804846	0.157605397916515	0.257200459191135	0.213935078425288
CADM1	0.770159844553166	0.979317604430881	0.819952087670961	0.493251068180828	0.747482628764763	0.667717333766269	0.749198768461031	0.88874216239053	0.953145943221483	0.868900005147198	0.60486426898932	0.815664549213473	0.959229196778876	0.650828710307854	0.955328628564136	0.757444770200982	0.41103582650502	0.609483350569467	0.935522145896262	0.620047130788731	0.958278257853646	0.938230415864314	0.694478496735935	0.958105947227333	0.944315671085763	0.712231324545047	0.806131578086393	0.727864205977389	0.589065783030922	0.832641668076697	0.718264466391367	0.593576202032301	0.854169993084243	0.918063580773866	0.974183507338342	0.909804469360742	0.774697341418229	0.899518977116791	0.885897847357354	0.953955398017287	0.683014534678877	0.644975605264012	0.95733725200462	0.590550161157641	1	0.828222376153977	0.910147381100705	0.970342885524128	0.978669358330217	0.816188962439508	0.590429144302448	0.900159915742867	0.932224507143433	0.727777961440931	0.989973540076331	0.869486187964307	-0.193480249971954	0.173818004185591	0.615652735979531	0.732395304155596	0.823364810695815	0.614085287603297	0.814646973584764	0.589021835867992	0.916711219136046	0.889494201918643	0.54123308397361	0.461676112152752	0.497381373919359	0.719328429990623	0.292871442721425	0.864980465251471	0.949023356184701	0.910819425015667	0.940507398632655	0.867528085171306	0.96759422185974	0.924932057285965	0.955781597767056	0.968772654045932	0.937129804244703	0.938477814989009	0.94673471986634	0.8717815236129	0.881268144999358	0.926256357670185	0.936656522403362	0.915035644152526	0.959393490171299	0.962929167631366	0.901824451971485	0.932901973803085	0.819594635159046	0.971567914500194	0.85275336594541	0.80210810666646	0.846853494535396	0.691147298970625	0.978279711056324	0.879900334293266	0.881842919934035	0.918319148927255	0.95783698056158	0.944152848488242	0.844373144269755	0.916734176544881	0.888918666255188	0.849416560291616	0.952062064703244	0.917708951384165	0.943937388267801	0.830171644989582	0.837450852859109	0.862080228995176
