""	EGFR	TNFRSF1A	LRP6	SDC1	ITGB8	AQP1	ADGRV1	SDC4	CD9	CCR1	MYLK	LIFR	CANX	HMMR	ATP5F1B	NRCAM	INSR	KCND2	SLC16A1	PLXNB1	PTPRA	PILRB	TSPAN5	ITGAV	CD99L2	AR	ADCY1	RAMP1	KCNJ10	SMAD3	NOTCH3	CALCRL	TNFRSF11B	IGF2R	CXADR	SMAP1	ACKR3	SORT1	TFRC	TNFRSF10B	CHL1	TSPAN12	LRP1	ADORA1	CADM1	NECTIN2	SLC16A7	LPP	APLP2	THY1	ITGA3	AMFR	NOTCH2	EDNRB	CD44	NOTCH1	VASN	TSPAN10	LRP4	ITGA2	GPR37L1	GPR37	MUC1	SDC2	NCSTN	PLXNB2	RAMP2	PTPRK	IL17RC	TNFRSF19	FGFR2	LRP8	RXRA	ITGB1	SDC3	HAVCR2	MRC2	RACK1	MCFD2	CD47	CD81	TLR4	ABCA1	C1QBP	ADGRE2	SCARB1	SORL1	NRP1	ERAP1	CD63	SIRPA	SLC1A5	ITGB2	TSPAN14	TNFRSF14	CD4	CD74	ITGA4	LAMP1	CD163	GPNMB	PLAUR	CXCR4	RHBDF2	TREM2	TREM1	ENG	HLA.DPB1	CLEC2D	CD68	CD46	PTPRC	STAB1	C3AR1
EGFR	1	0.748602183273604	0.680003487061903	0.810875406561773	0.953859966673493	0.927183116014423	0.969220361282566	0.640952594424127	0.89047937533257	0.419086039844294	0.0955413410250664	0.937999359638077	0.769367047026591	0.0709923608626013	0.649609492711378	0.976873467735859	0.678711607490662	0.920693456326058	0.913980213023136	0.750306981166312	0.859882647781767	0.882071954189743	0.903947325012255	0.909690956968734	0.576652984816261	0.961119344583102	0.871110604533236	0.938551894942177	0.896624491131628	0.930954495131779	0.497748075334717	0.853620569415376	0.622065472631247	0.691042966694561	0.811111073389365	0.497415991192313	0.43667036239418	0.948626008405926	0.529617930703516	0.71484001763525	0.916842458921065	0.936005467119341	0.883651369375202	0.809374468992211	0.770159844553166	0.355155995783093	0.820232155745002	0.778912812368384	0.669437701406352	0.541642289468912	0.331383572209514	0.470882587861937	0.718908396503155	0.836736317999747	0.756886010078225	0.755854208927462	-0.412922388544934	0.12496976864398	0.653655891673942	0.88156008241761	0.941202829414138	0.913292849983649	0.96484314790626	-0.00299422354220134	0.515660076799568	0.47022105913689	0.847823648876099	0.739804976069279	0.351890581032743	0.773336576278081	0.543306348314424	0.961357272734958	0.639277949819558	0.493607042585909	0.740679312230569	0.385950069716541	0.788930849182803	0.512171437411278	0.658253753083764	0.856447434150489	0.550426227558468	0.561238692255741	0.750939617558868	0.420134745750017	0.464599952059513	0.581189150086797	0.581567513396451	0.53338016617135	0.66496433375247	0.860063925389012	0.447709718127395	0.588860546204547	0.290013104486687	0.727775472286205	0.432770266410734	0.264796758345666	0.341294472646087	0.100332451434591	0.693005877171535	0.428665892287388	0.586408797206644	0.483893642446643	0.587054761210862	0.565373759191732	0.343896442235574	0.487466315068755	0.433304472006809	0.358268414268343	0.803317100296729	0.511679960815611	0.689015084132053	0.31386430110596	0.381655369714184	0.37093379678722
TNFRSF1A	0.748602183273604	1	0.876100934269624	0.50097273697342	0.763911715602875	0.684035847899137	0.727675034267306	0.895222738944234	0.944655116462445	0.849981822351297	0.637706626338525	0.789823429985334	0.979979132752104	0.683676441152765	0.964780921163211	0.748391338108157	0.422862652582663	0.581757414114503	0.917216708908352	0.688100535936534	0.972476211731659	0.945028702532971	0.742024715482012	0.942494719526385	0.907894399891006	0.700103875806769	0.813189011241213	0.720561199182115	0.524612727112921	0.80988592316012	0.793687946305693	0.61841966584143	0.861426855695637	0.961490521263782	0.962072341164022	0.894201516169028	0.79720675593543	0.899744004988441	0.898083603326157	0.913663131048388	0.687375884853764	0.636507561481429	0.959681771708343	0.652201936069375	0.979317604430881	0.856466958970822	0.906476899689546	0.953465186097995	0.974036631895016	0.872945027960978	0.557875740775601	0.903113505881647	0.954051656725542	0.727963209380268	0.986147134612232	0.894467283321345	-0.186412604125245	0.18439803060829	0.556830023081652	0.720191063795099	0.812374316622758	0.589350635578122	0.803649341229235	0.606509046157953	0.923214520494879	0.908138874941328	0.533242859554472	0.492787873727774	0.638324382898181	0.758955878053037	0.309560225754571	0.825845975509849	0.932464318391922	0.928801928477704	0.979033920491972	0.861556165682551	0.967001549272449	0.916648865712474	0.948451019315243	0.957750545424947	0.937749255692227	0.933532759571305	0.935703915465413	0.850163436207374	0.893178798274441	0.940940098028795	0.921549866647551	0.93558663088529	0.976305960117734	0.968178115674274	0.891305815811888	0.93541987646964	0.799998223247346	0.976756872789303	0.838647354977106	0.803918835503466	0.841953101031878	0.68709073912423	0.976293511549715	0.895632843082568	0.840420531160698	0.900026814438839	0.9417846669957	0.949518959230385	0.838198042863655	0.893214964874162	0.902268854822546	0.841480015441067	0.934727374832335	0.894619977116287	0.96368166220626	0.823712946720708	0.862374190800867	0.852785719002768
LRP6	0.680003487061903	0.876100934269624	1	0.400262173501235	0.753992823452702	0.681427649754143	0.671041429683621	0.686963770476314	0.796566618565844	0.739421180395187	0.476698610021095	0.786961101604065	0.826376538851472	0.558648834481851	0.804902251338618	0.696014854376224	0.288627871856518	0.487357999993445	0.807820686978489	0.676145399041434	0.883735262683615	0.869364133282168	0.727508927238293	0.823753949478661	0.728124917361788	0.585675049113207	0.886851010954035	0.587803180091451	0.428222708507482	0.807390989028914	0.694286707553419	0.636164199782556	0.749028610301619	0.853404538598278	0.794560703062132	0.727838966066045	0.531589514288453	0.827820461409866	0.847560489629544	0.700065485097764	0.637072842200126	0.544775730884495	0.840148431582258	0.592905613082646	0.819952087670961	0.697442075838922	0.929210146240912	0.862569667035602	0.842154071607851	0.720293220171009	0.69122817275824	0.773096484314862	0.908011048323409	0.589334787570779	0.826223566839232	0.681475390694736	-0.0466757147659532	0.00437708243268108	0.580485395618216	0.72841122604658	0.833537783286474	0.48376390878717	0.742428000377505	0.395561125308839	0.775246852401001	0.790053016043911	0.398222836227456	0.382512346511494	0.632707312467702	0.873820743834574	0.376524301259954	0.7639059281601	0.757519934201299	0.742388251206204	0.863260301417764	0.665321133546475	0.888917792646187	0.753653663379484	0.76767539784545	0.799284808053106	0.810911855305786	0.794354555926137	0.857345180872414	0.646368174820396	0.794161794183973	0.833523287872782	0.821349002644461	0.749504705395947	0.859086971160691	0.815495941120528	0.684622891210241	0.711776963413252	0.599750219568167	0.883472775939623	0.714099604908586	0.667393215060811	0.677361750372053	0.498748335002168	0.794967320136757	0.776429221469707	0.706048482065493	0.721072720494908	0.746811148567663	0.7931241448976	0.660661679684506	0.724619661599004	0.743003988993478	0.697659061264525	0.766549838218304	0.731761208156289	0.844126494324894	0.657165797897022	0.774905100040222	0.665507669845545
SDC1	0.810875406561773	0.50097273697342	0.400262173501235	1	0.845565311984893	0.883519609353715	0.758824994622543	0.489921480465992	0.689676037851249	0.0383186444327738	0.0417905662304992	0.607476266784371	0.598603228387847	-0.174246024346289	0.371157627866383	0.86750745651523	0.8273436920482	0.926845344734114	0.672635612838379	0.87698762681672	0.647266308371929	0.661799409782128	0.863065744065439	0.673270770129981	0.279639911536341	0.904641793674293	0.548894637995339	0.911940658548118	0.725367540821134	0.568061004032085	0.550453859234338	0.869509980295536	0.26889852490456	0.47949235987703	0.565405754819589	0.167108756101514	0.316437799605371	0.746756590266541	0.13804014790639	0.449489858226294	0.89749189908184	0.929334474149168	0.657571093363394	0.847350936034991	0.493251068180828	0.0593216172567739	0.497106198152479	0.399813749663179	0.342264342261906	0.53538570886175	-0.179273867106698	0.201731676496745	0.359265897506173	0.841216363937467	0.504181171520444	0.729512522332709	-0.387340470981695	0.070431154586012	0.232832600930201	0.774594796705117	0.646390833753429	0.952730378277854	0.821014198775118	-0.100959496844007	0.197574087351105	0.159467375257718	0.938334219311045	0.969026570629781	0.454715430388706	0.433797928858707	0.550432762547661	0.659750413657401	0.282377159152908	0.283085214102363	0.560095193957137	0.0991982601424607	0.462393809995702	0.179255979268282	0.339147545652394	0.64628472231789	0.214005608974925	0.2034748884961	0.407221404318194	0.116247359112289	0.11108733840581	0.204568746938327	0.178978040174189	0.296600569118992	0.339593760570647	0.670823235404027	0.183293349630561	0.4002665117177	-0.0222077695720757	0.398374773032695	0.0216930134529305	-0.0563138209009303	0.0333696574759784	-0.147055450575377	0.449161417979972	0.140241902709024	0.187062413966846	0.151210196734093	0.312666371552056	0.296649516464664	0.0317482582104595	0.130399656216388	0.159520027219753	0.00233313693290836	0.506011938197123	0.127416069195917	0.428625668055379	-0.019235981515874	0.0630720594101633	0.0441004681276253
ITGB8	0.953859966673493	0.763911715602875	0.753992823452702	0.845565311984893	1	0.965107533525426	0.925800263883709	0.676959481467629	0.879106058890193	0.382475758988132	0.176368107067641	0.886083847977338	0.799859486706657	0.107562469945913	0.654608386498789	0.98221908506926	0.686701684708661	0.91482673747033	0.898413190898803	0.846205279678332	0.879225992169796	0.876752606969318	0.974641271213361	0.890161906228802	0.557164894471151	0.949001835987773	0.862894302199405	0.942623238270941	0.819760730171203	0.882855851360528	0.586318448245037	0.926132731110475	0.596011832707606	0.713919831495362	0.803112249669465	0.483776520548007	0.426257936097731	0.947774423087647	0.516070281884429	0.656517816123293	0.967449913427427	0.951173240174727	0.879057654806106	0.884400629682827	0.747482628764763	0.343469362011214	0.811447167519041	0.743057964423997	0.656629467214093	0.641911309320843	0.302358754617781	0.467656743775504	0.716409838678828	0.867781544598268	0.753778981685594	0.794346418001364	-0.303201546148611	0.0605617121249798	0.532876038265031	0.932463674710145	0.928793548034615	0.902832527233198	0.94183318196953	0.0205342996810189	0.503408975420523	0.476417420614071	0.859508972804903	0.811782817377961	0.54571146472426	0.771036844900695	0.514391087219959	0.8996468552183	0.608197768158938	0.500557347026966	0.769218126652009	0.356831707466327	0.765343805196202	0.494846556132895	0.617840542274175	0.850600566626464	0.529027131963126	0.525272318803845	0.732298207982142	0.387396644796751	0.443451666929661	0.572277699062023	0.544688374653868	0.543460228017945	0.660006799561698	0.866070049181901	0.425216030247381	0.603453565251026	0.25466317953203	0.714864193580664	0.392379217765952	0.250975781445483	0.315624364936086	0.0845130236680766	0.689249565323366	0.42964000932601	0.512571724086353	0.446290032903649	0.568336959881458	0.557219012531697	0.312608621328651	0.443077921255902	0.432944853062471	0.331268189994872	0.749117358783783	0.457418929953458	0.703032377722569	0.286407617573514	0.376530229240361	0.332479865902251
AQP1	0.927183116014423	0.684035847899137	0.681427649754143	0.883519609353715	0.965107533525426	1	0.897017643252333	0.631269814356163	0.836388917999469	0.297105226250843	0.102301843201212	0.837828312122321	0.749021720257144	0.00581208909435585	0.560572358537166	0.969607740024684	0.825435416269214	0.937424182265501	0.848793935956419	0.853041882031845	0.824674124028793	0.821427022313483	0.932256680456423	0.839829306161285	0.468046621698084	0.962643533885234	0.797079367851703	0.919566746326338	0.81781183363036	0.823330318502558	0.543473600797887	0.978232917661641	0.552832237784034	0.649493832884364	0.738143101446658	0.392293846586598	0.422812686049597	0.903860732464208	0.42059071546416	0.578982181839331	0.973986815800184	0.948270352091548	0.821205992360536	0.854574473616841	0.667717333766269	0.271260874515715	0.759441493308946	0.652292344719214	0.568464877842659	0.578786340324589	0.226204295457051	0.399875670066248	0.609908858750399	0.919220272420949	0.688300303836374	0.784898542174958	-0.273800096508464	0.0767093176815525	0.453791191419348	0.914431927298673	0.882730895396278	0.926312490724204	0.926314451855021	-0.0488035445994464	0.434783800883551	0.391187198963397	0.898894001189508	0.849440000952013	0.516583022284378	0.711503423165823	0.519723290485328	0.858527236343216	0.514608062878933	0.435187540965203	0.699157197521135	0.284603394541609	0.670894691590189	0.400231173652076	0.519175002203857	0.793675159715777	0.434620434083467	0.432176668110377	0.654387645457848	0.302690954255606	0.340164582427797	0.453296690661128	0.439621365978781	0.488387483332055	0.558291319091967	0.800975777027842	0.337163075612475	0.518347808107661	0.160483681009237	0.632557463403262	0.306195071304475	0.150323061143612	0.222967338382235	0.00954437083000334	0.613645748025532	0.355452920290428	0.440379471656181	0.353080816411807	0.492355200509553	0.489276678765745	0.216952295569311	0.352180475806204	0.341504152126594	0.231106478895679	0.685836732307793	0.365596266180127	0.669539920520119	0.19191427103093	0.281043905009708	0.243300415750531
ADGRV1	0.969220361282566	0.727675034267306	0.671041429683621	0.758824994622543	0.925800263883709	0.897017643252333	1	0.604805293713652	0.867876450649346	0.409981319559314	0.0837458906837518	0.935411364683399	0.739374728486332	0.052619629401017	0.625194886132504	0.952711089853574	0.630795151036518	0.888304235722182	0.903559640934163	0.703261290953748	0.835323507739792	0.864295291006982	0.866734576674537	0.882423230854104	0.544617945058907	0.932044149210494	0.870688022108536	0.904467531250385	0.874758573256591	0.91601852933793	0.46379615188075	0.809569603996182	0.592546650243691	0.690099044132986	0.78759296750642	0.485566366900268	0.414691022761515	0.928362208170987	0.525619413271412	0.682455913391401	0.884136395888062	0.901912941433374	0.858349661441938	0.797034809872638	0.749198768461031	0.342999074353635	0.800600567201916	0.773298020762276	0.652536675384612	0.502606568956343	0.368973201517351	0.467975899023408	0.72832136484614	0.79117512340503	0.73783033029136	0.728196514034921	-0.361731827351786	0.103689327174242	0.717003251750615	0.861177323166025	0.934417999763073	0.880493580310735	0.948575453609502	-0.0172951861829391	0.491314291636341	0.458742279970586	0.791752388566952	0.695698461301516	0.314363392341528	0.772103543923457	0.56927949116143	0.94603505419143	0.646369417214509	0.46137948431195	0.69406206800206	0.364510065898371	0.767394158156548	0.502306351461665	0.658029193102427	0.830298275163993	0.532161805109065	0.55580730985578	0.761137260580754	0.400467307162833	0.449183359759702	0.584710837191908	0.568439858267705	0.521736310408502	0.645402931133283	0.829303833242127	0.42276995857018	0.570710910463529	0.282818200629249	0.70914446459786	0.441832427533474	0.248591488883731	0.324141222919064	0.0847283873803055	0.657053827794774	0.408591702107604	0.617946402919591	0.466501721326799	0.567235254575906	0.538056796175726	0.321254737720564	0.482853869903217	0.403390974095653	0.347150135253037	0.789808263905455	0.50144103113336	0.68413826793509	0.308274194930494	0.349655827930909	0.358564205057745
SDC4	0.640952594424127	0.895222738944234	0.686963770476314	0.489921480465992	0.676959481467629	0.631269814356163	0.604805293713652	1	0.870629086852782	0.723232005660689	0.733042989787531	0.60410947411497	0.933691251397344	0.68825120052905	0.914647091622145	0.675508541463816	0.49066102532798	0.581755663217487	0.839777549339188	0.593053210259455	0.875132184310438	0.782996348689756	0.661157101525009	0.851391889567016	0.866258738126102	0.663055607925675	0.587560903670496	0.682279745690564	0.50058271565129	0.646835600525288	0.687068340201062	0.624800163361735	0.76151491365453	0.830208291277694	0.876858440423168	0.863919381410402	0.793291392636575	0.779609093128898	0.703954547509074	0.850624234510415	0.688562636519474	0.620837511036077	0.839929077101529	0.597622016763842	0.88874216239053	0.784587207752885	0.737127273227774	0.807438441730567	0.881712837720442	0.887384168345676	0.433570406326683	0.804808672262002	0.772511854337836	0.785553490143968	0.914686595175838	0.898789906729128	-0.0205628354813625	0.250446296045291	0.322447261008863	0.665038136526569	0.651912470851351	0.561840418683881	0.683797680399671	0.659988585407208	0.858207524464715	0.840812160911986	0.574491261475743	0.523921482122526	0.598856267020521	0.503112382123462	0.144340188809404	0.696633762875429	0.878145127832371	0.869578925460636	0.866184628448244	0.807697007747659	0.789548917631288	0.866143943526187	0.849390380656634	0.912118183049665	0.818333195034932	0.808985232474697	0.794306861638069	0.850646543418479	0.73096571641698	0.797632700642201	0.796684026258256	0.877917927005204	0.852351466750321	0.901484091944871	0.826193225526332	0.937044082808434	0.76549606387977	0.830398565171089	0.718912001296829	0.728701195724397	0.768969519379949	0.685160981575083	0.931547758519812	0.7879898185238	0.700320208542369	0.821444115858185	0.881732010651882	0.866389675748155	0.770536024880441	0.81525249896691	0.818950042243118	0.761641380502529	0.861466365879102	0.801568678330887	0.896955832371745	0.746242771076621	0.731095146975606	0.791164465591433
CD9	0.89047937533257	0.944655116462445	0.796566618565844	0.689676037851249	0.879106058890193	0.836388917999469	0.867876450649346	0.870629086852782	1	0.706981955315796	0.446845341720735	0.876882603155638	0.955334714046658	0.444764257623699	0.87714098126752	0.889759799099212	0.625072325733428	0.7771139582041	0.978772190353484	0.760764642465808	0.974993634154021	0.960339014755234	0.836112280622403	0.983998346394324	0.825876313472971	0.873052947001651	0.844569941953756	0.869654081994903	0.746879117050464	0.880064779355945	0.715341210577375	0.768409733076125	0.810289347383549	0.9129033277237	0.968699394819336	0.774630570913816	0.733401249191062	0.970427016127396	0.766425774642613	0.878093324683733	0.844373501115377	0.813275937864601	0.986387678117964	0.764042070800365	0.953145943221483	0.687189420788222	0.89324378774507	0.920981500568759	0.894672424133126	0.787251108205908	0.438631720282964	0.784247679734359	0.883477722373188	0.854178579380769	0.951445645092806	0.916344613269372	-0.315141286655606	0.204243038504542	0.612872109137411	0.818445124293476	0.894353151229266	0.786085296748286	0.918446810069516	0.39938997673651	0.808478611987887	0.760369410969418	0.730319410445807	0.672828505276009	0.550283752338908	0.764240810778828	0.41865476269066	0.922584940434054	0.861068832331835	0.805449243708181	0.929465044980775	0.716012880947841	0.923913776264065	0.791925054459161	0.86650864903599	0.979081433156509	0.81082399741035	0.820320220971814	0.920502907806904	0.718638244286336	0.739002159254196	0.822069395000597	0.810670437502313	0.841957028786032	0.883126216801941	0.982313825279655	0.755008480839413	0.846953341719956	0.632500385182917	0.915233990159532	0.712599989472118	0.611587747644828	0.671398252292199	0.477827755078551	0.916868675615664	0.747047823299045	0.807721425172889	0.772055184117464	0.85549417741544	0.843832853723474	0.668228005621185	0.775298409406479	0.743669442903399	0.673679128441489	0.934385363364016	0.782212180901378	0.916468563985367	0.648534206343982	0.677586929354261	0.70101625015845
CCR1	0.419086039844294	0.849981822351297	0.739421180395187	0.0383186444327738	0.382475758988132	0.297105226250843	0.409981319559314	0.723232005660689	0.706981955315796	1	0.680742408976714	0.591657285896241	0.782887749051762	0.846526548559721	0.88436455488694	0.38628715958361	0.0719750810563034	0.178327680063414	0.686861218366323	0.271938572441845	0.748906715926882	0.730107650747364	0.313192570074566	0.725329710539302	0.928230780113754	0.316418643612093	0.619939447659638	0.324383763863762	0.232739971323254	0.622393751824454	0.577403383208966	0.227390535384517	0.849210757541381	0.79759848366297	0.808058657025552	0.941328189283978	0.742066311542214	0.621067271381365	0.958812952728192	0.849316212387476	0.282659386636128	0.215256153521088	0.740944163112571	0.200835154453276	0.868900005147198	0.933220609884489	0.788418096320954	0.878956580464994	0.930416909597085	0.658360641690153	0.755210946663624	0.934893838157949	0.862017174038636	0.398897527964238	0.862346502183671	0.62097453340583	0.00436087259009273	0.160155925738505	0.536329260236682	0.417670345459499	0.577857505983343	0.190115319388018	0.487078302844234	0.751958224761831	0.952919773877769	0.933815272794902	0.112252862368973	0.00924508085221764	0.370922096490105	0.594628958802301	0.0394473846712624	0.611610158720894	0.894695181763346	0.917161993418252	0.781667048490992	0.96147408891852	0.854637277592307	0.953991127863238	0.893334843609136	0.746378811046738	0.965696485487115	0.966247125350289	0.848254624494947	0.928351285763177	0.969598360092994	0.934508603139172	0.965114222377357	0.901645691035552	0.905139578905107	0.728864061838037	0.950967576108107	0.839409486267264	0.950889193659103	0.900876325383973	0.972184898940058	0.958088967902465	0.964856931302758	0.889327420732307	0.873866254151371	0.957313085302699	0.891749734833426	0.973381119611476	0.929501185652912	0.942858893522068	0.961262798470869	0.967583133799439	0.951623182213975	0.974319259378965	0.797006699126725	0.977571830571044	0.862309619620692	0.971121408842352	0.946279640558773	0.964571403681163
