""	CD3D	ITGA4	CD69	CD3G	SIGIRR	PTPRC	IFITM1	IL2RA	CCR5	CD247	CTLA4	CXCR4	IL2RG	CXCR3	ITGAL	ITGB2	CD82	LAG3	ITGB1	ICOS	CD47	KLRD1	CD28	HAVCR2	TNFRSF1B	CD8A	SPN	KLRC1	KLRK1	CD4	CD2	CD27	LRP8	LDLR	DPP4	ADGRE5	CXCR6	C1QBP	S1PR4	TRADD	CCR1	SLC1A5	TNFRSF14	CD46	CD6	PTGER4	CD44	F2R	FAS	ADCY7	SELL	TIGIT	SORL1	HLA.DPB1	CD96	TNFRSF25	LRP1	SMAP1	TSPAN5	HMMR	ATP5F1B	JAML	NCR3	FGFR1	SIRPG	PTGER2	VSIR	LPP	CD81	CD74	PILRB	CD68	CLEC2D	TFRC	RPSA	CANX	PLAUR	RACK1	TNFRSF1A	TSPAN14	RXRA	AMFR	LRP10	CD63	APLP2	PTPRA	CADM1	RAMP1	SLC16A1	NCL	LAMP1	PTPRZ1
CTLA4	0.904723358922648	0.825670769453275	0.751937217127166	0.843854065714062	0.73777220384196	0.836703809570294	0.323820731624728	0.263705848851758	0.522657934615248	0.834442695678735	1	0.870689653942147	0.768247369827661	0.6507563409336	0.919573015111899	0.1938301974321	0.67286008862457	0.50007832320571	0.472436612631513	0.801196275794491	0.790919119768065	-0.177252195019744	0.207307160572607	-0.303926941443383	0.473230976266355	0.874380794321232	0.648152010079971	-0.047597905267644	0.0220539061720855	0.198892224170649	0.857364919605378	0.863760752540581	0.645947911932475	-0.431128749002744	0.163348263203364	0.680035151841215	0.583363459893669	0.390269554454185	0.822196647022817	0.806739736406098	-0.421174743410897	0.417447601734488	0.332000178884105	-0.281999487430109	0.83673413443947	0.260522002959752	-0.210309585846225	0.186351214722776	0.739023953661687	0.24402478779102	0.499322118356512	0.675685501018025	-0.411078834037087	0.374522134869323	0.694347938961059	0.682933110768812	-0.762959584476125	0.286697435460389	0.324034854546331	0.264963252076915	0.42277633120341	0.401996392454221	0.604358021071907	-0.280810912804699	0.603570011997052	0.588708317421109	0.0136460155955324	-0.062155452349146	-0.529469867691765	0.194106859408178	-0.0868158614026278	-0.443500927440928	0.81431599583348	-0.585772273989987	0.654387655445392	-0.373640116537677	-0.552964877492002	0.520048382241097	-0.454876222783987	-0.339888739238469	-0.625118271499996	-0.0871084607118671	-0.0403237589261864	-0.109239090594007	-0.586316485059812	-0.272710246850739	-0.29698351667586	-0.406723506212589	0.0497087353235443	0.384043528937291	-0.537094212174317	-0.439412471003338
CXCR4	0.96190594866089	0.827719115236426	0.957162262763355	0.936624467002768	0.84129482558611	0.870445078769595	0.430236588203428	0.23071129783214	0.406506974920872	0.966843602993763	0.870689653942147	1	0.799125205534526	0.725479730521695	0.833990470746814	0.252182687940882	0.755226278726234	0.531369155051909	0.337291349746472	0.791659877639435	0.828247492608917	-0.208291988105685	0.185246212584531	-0.285183711348983	0.441296112165208	0.771224778168508	0.730167384186937	-0.151409738537163	-0.0737611012782456	0.218642393972807	0.932646319613219	0.894908451233624	0.633293701537759	-0.525875849631634	0.414012648245494	0.742505531613908	0.646154954838712	0.358821090615011	0.758307257159714	0.905097006878221	-0.420581992972101	0.278532379746178	0.22080233432423	-0.267837643157291	0.828053768805422	0.421525902522561	-0.25387853441236	0.000201765503140506	0.645181101219503	0.415806112925327	0.58898143690907	0.616813474619135	-0.314312541804884	0.412319507404548	0.872026393207221	0.917724427283875	-0.846730821513844	0.229715661310309	0.264690492451249	0.252287415493014	0.330759932616485	0.549407932210302	0.57100842847497	-0.358341569097138	0.843843472926301	0.788782900176163	0.124716002292182	-0.134715414426892	-0.561258388395248	0.232000847622991	-0.0846119719230044	-0.49193283404639	0.836023311743954	-0.595705740958937	0.71659920862639	-0.511398498412176	-0.595362801546717	0.564481596438947	-0.552267012423461	-0.40130580796485	-0.755788107525345	-0.165623833771404	0.0214329731552635	-0.242058327438826	-0.675154261617872	-0.363889859370722	-0.353992483249071	-0.478414247236055	0.00220410458637137	0.294614854275015	-0.608742249593797	-0.506299778600361
IL2RG	0.889176167361661	0.885192822009521	0.638103566405833	0.899241837376454	0.847025965352578	0.80675125966422	0.26518370920568	0.657042262288548	0.504053089041748	0.772732554877664	0.768247369827661	0.799125205534526	1	0.841932624753438	0.727447479809025	0.0697474110866131	0.780807445480815	0.806447390653624	0.313281154055767	0.939549166661813	0.756462816218865	0.156085745520253	0.677096413805437	-0.379713458694185	0.697494035645597	0.718269595430093	0.894804692318491	-0.267637361436547	0.0490560521754798	0.144229669474928	0.871451554617676	0.9248910370691	0.705954789471173	-0.232702361977299	0.153462137856979	0.863926771756845	0.919949383843916	0.342146784969284	0.908784542854937	0.806562366705954	-0.471695725899095	0.337800737896898	0.435482214170515	-0.0873004561597644	0.78744475569818	0.264167248296835	-0.338799149934961	0.274867337714081	0.698343284029947	0.0840794528729127	0.818138739893444	0.84632542025464	-0.35014811866195	0.333784980421564	0.750724676864836	0.689450660751971	-0.612888864251507	0.462046130595763	0.614862664270088	0.570652369502298	0.491014700938073	0.307316678555708	0.464062434342412	0.0258917998434462	0.484983617201206	0.387244778624016	-0.106174935338376	0.0814136097215963	-0.465612613945957	0.124149947821083	0.208386572896661	-0.577940039359421	0.858954876928206	-0.606006679150972	0.558185676125305	-0.289590570223558	-0.674492363653093	0.420213119988902	-0.327893077687804	-0.448236351246196	-0.668772203807248	0.0571227291609232	0.100839992001745	0.040106650877376	-0.340068605664393	-0.0506101419509731	-0.0449331370082394	-0.10161228646747	0.0776168289270656	0.347982994750794	-0.385880229409217	-0.160691323189945
CXCR3	0.788014623657137	0.693821316661385	0.630521336426992	0.740194021608506	0.743258381689569	0.841062976690741	0.289845242254846	0.419530861812011	0.684816361007708	0.686761285891645	0.6507563409336	0.725479730521695	0.841932624753438	1	0.631583656306399	0.449554192388487	0.719539930432969	0.579852958755599	0.27095737303196	0.786999831216523	0.599162149936345	0.132296443199003	0.526502117953714	-0.104693331324175	0.747041676570609	0.530505450536377	0.739280160269528	-0.206102703151961	0.00290041089022714	0.367957144673675	0.726338499804084	0.790565261114875	0.687545084012885	-0.536972782429863	0.115935619375663	0.718111527454055	0.735566457187895	0.190720328232099	0.716571488546367	0.770515147113836	-0.113607552810726	0.318250782234242	0.630485137932273	-0.176110417164205	0.774478520996595	0.450193611054239	-0.133477382815401	-0.0624338813359564	0.364119502028811	0.399476625361334	0.673102198401336	0.618770769683584	-0.0660252326792624	0.427982108408992	0.538891388134327	0.575823691839577	-0.620196343963124	0.0475757849941927	0.242695666949044	0.22770592464786	0.214768437485951	0.363447071428768	0.458583669686072	-0.294591041701541	0.408713066251162	0.411284627713737	0.171025574213254	-0.114499179160276	-0.222935805271909	0.329345441044668	-0.104532935506831	-0.21004359612466	0.616438397370394	-0.266678285975615	0.511738065859537	-0.480098906434586	-0.320165384984244	0.410107158297891	-0.414158523861977	-0.142662915019294	-0.425442574752088	-0.124929622063499	-0.0601949029542901	-0.199085791429733	-0.455796669106966	-0.331018247363058	-0.302775514247307	-0.361576134339395	0.0465001985951986	0.17479979508379	-0.338327303147315	-0.449777708418806
ITGAL	0.868123386934997	0.739134987502703	0.742211748676539	0.83904443976476	0.581879259528469	0.81168998147705	0.123140906228841	0.27086188819716	0.631920920174443	0.825891006373898	0.919573015111899	0.833990470746814	0.727447479809025	0.631583656306399	1	0.198545060165178	0.529164899625111	0.57439870872013	0.220442670658635	0.78846473920451	0.655566826830828	-0.157061560022244	0.152758888414175	-0.254274596570754	0.464673570389632	0.919715878437762	0.518112244089451	0.0017318721376381	0.105904968472962	0.122750368360754	0.866472713964754	0.750812627017064	0.470750076191123	-0.533867696610335	0.133679680181122	0.633957555116077	0.608635595651905	0.0918452035439602	0.806784737016601	0.708373556048764	-0.397861553316911	0.305451740206071	0.260409246432623	-0.454163276494529	0.841373963402604	0.177075105346663	-0.262352097882821	0.101427078959968	0.625510161439707	0.276881603996518	0.382111993972897	0.672743327165632	-0.291592487513976	0.212472327956787	0.71717575526972	0.677064855466552	-0.733711503132249	0.152378835317815	0.174169513816686	0.241799252199893	0.201588571879614	0.164372009480356	0.517312314257952	-0.327307230238235	0.501817542266822	0.525071677385812	0.0279850581934394	-0.235975565516579	-0.570576310030165	0.0660133249709341	-0.225376273388762	-0.430990778388265	0.778033084040108	-0.495305373958778	0.426257570110114	-0.545518753802217	-0.499449161281781	0.272717752100506	-0.571201378848986	-0.300025859780242	-0.6011317614971	-0.199907727091064	-0.278226837288959	-0.324530113624588	-0.633512819390988	-0.364723267854578	-0.410928886705217	-0.45199538944536	-0.173295302371506	0.10392592405413	-0.581682748257159	-0.444818469187789
ITGB2	0.166353661293545	0.190461390449194	0.280500349653096	0.097826130994143	0.224570459305713	0.542113635085159	0.0931247318940437	-0.134429379770963	0.570220121448567	0.157399038289767	0.1938301974321	0.252182687940882	0.0697474110866131	0.449554192388487	0.198545060165178	1	0.241435518311723	-0.0823022289070506	0.335106579015146	-0.0496703277653745	0.257199822234276	-0.291193817863813	-0.187149846861238	0.690764940046978	0.472755921380226	0.152481794173814	0.173681780320934	-0.0759612028535233	-0.0851554891012896	0.878215421469158	0.100326301466236	0.101519506649136	0.171541396445914	-0.574120967874227	-0.181796364476431	0.119373479193648	-0.137917259588857	0.133008401948587	0.103669775955369	0.273896459798149	0.652493644222204	0.424727966335854	0.395776503173596	-0.084297655071121	0.251994063047835	0.776576720508312	0.220107550478586	-0.395906918901086	-0.0777742241716828	0.857796063743339	0.0892861057158891	0.0768643915150872	0.613025282827422	0.593096992123649	0.00651354934203529	0.0464271868917744	-0.187291776427467	-0.458081027462986	-0.395336124362822	-0.199651024413111	-0.0270225130844681	0.34617600982426	0.262313398187636	-0.569294877371247	0.129073841952515	0.102941619433971	0.849536175032607	-0.288346128741877	0.4742351454479	0.784891369132591	-0.510795217984007	0.598044365011449	0.0642246324107798	0.528450786802864	0.362989033935323	-0.289417216743448	0.497572337506695	0.423041929880556	-0.0319061246089291	0.671229917174462	0.184313534290176	-0.040774029688283	-0.0365348543981949	-0.135606845978097	-0.173800113916239	-0.472689362788761	-0.303732102625583	-0.366498400084798	0.00614172793777734	0.0774895224413244	0.0997279763587596	-0.609846099934464
CD82	0.805824009848967	0.809961248013802	0.693581711927681	0.785273636791983	0.846224085013819	0.734538201703456	0.361192633519953	0.445548280225708	0.347071967521649	0.707049849496086	0.67286008862457	0.755226278726234	0.780807445480815	0.719539930432969	0.529164899625111	0.241435518311723	1	0.558618814445322	0.56154843613164	0.678118850172007	0.844608883038328	-0.279280415489922	0.451652662237099	-0.340303243693081	0.532883487675495	0.496352988412869	0.856626592710669	-0.201768959060534	-0.342837908098665	0.322253747131653	0.739820902075331	0.837933153341473	0.757735613271522	-0.150021336616316	0.398563029125654	0.826820618365829	0.673243813968921	0.591383707880263	0.660624563563283	0.901187543569686	-0.207769678060063	0.338276410512265	0.398144706911222	0.0650027521464721	0.701661317161479	0.43758804874739	-0.0396503905159851	0.218277364650637	0.607369291482321	0.282296418536981	0.663200416228968	0.699324246220641	-0.322288097692071	0.48976602759245	0.671174698006963	0.641949790708941	-0.553742422854772	0.493075823765276	0.549602581334716	0.466850867491189	0.62931729321178	0.556518376718455	0.672300279537184	0.0240761924682235	0.610265313110932	0.53040485776767	-0.0105990858591087	0.14328631898343	-0.234074088667565	0.309633615651847	0.144226446109373	-0.295764001670002	0.760795189843511	-0.506828418052344	0.799965316289209	0.00985961008310199	-0.465951983354303	0.716541872665499	-0.145051612077281	-0.382924710237632	-0.545446768802717	0.275941638816121	0.400319186742521	0.226738207775261	-0.213830804511325	-0.0411333373374968	0.0406156264893223	-0.0553813669915093	0.326822639873864	0.580664784235832	-0.134403888233326	-0.204715522707286
LAG3	0.650823499351005	0.767632465433196	0.392294837936942	0.767230983313118	0.549049412769294	0.603829830574461	-0.183677729556716	0.790969430776608	0.434327235382146	0.552497189050623	0.50007832320571	0.531369155051909	0.806447390653624	0.579852958755599	0.57439870872013	-0.0823022289070506	0.558618814445322	1	0.0315418676224199	0.758743509493843	0.612503501805729	0.0600728600471928	0.600219431677879	-0.367127237826806	0.610476547976827	0.697069446882108	0.664212401239991	-0.272191387156405	0.0528592807023271	0.0673095613424945	0.675431458601184	0.66145389136685	0.263762802071171	-0.0958364581038039	0.0386255243220327	0.745474867663835	0.862047837063792	0.143088780187425	0.847079695994612	0.509262152168788	-0.359940870166123	0.349110648307178	0.172121566591031	-0.212077092031839	0.55198577306568	0.00995929240353872	-0.3178895635169	0.327312912790464	0.623163835382478	0.0295500298371784	0.517074499817472	0.897565179555111	-0.259353470179105	0.146906988402624	0.708727598248421	0.481804897154187	-0.303872752549121	0.436922870609026	0.613111482876812	0.848415049745945	0.468487287635029	-0.0430173504326333	0.25173595327108	0.225441734345508	0.288151691183631	0.0695082166900014	-0.11738563808249	-0.0704502774062544	-0.378441890859919	-0.00252453771067774	0.261072244107129	-0.479168706048391	0.808072546873778	-0.496487177940963	0.270995297478275	-0.118856213366311	-0.566311303304864	0.170214236687709	-0.266410628891023	-0.467737503799946	-0.57373561456733	0.233112146531361	-0.0502826556443145	0.111950170133261	-0.0581931926139928	0.0906620868195811	0.166831205290439	0.140319744785809	-0.111531346924974	0.183790517525924	-0.220054424637516	0.109655250507771
ITGB1	0.307060371644904	0.546986031120727	0.232892570778026	0.245137324749749	0.600641166339355	0.4490389067349	0.598771534103306	0.0902135635900364	0.132829190437589	0.22935579939638	0.472436612631513	0.337291349746472	0.313281154055767	0.27095737303196	0.220442670658635	0.335106579015146	0.56154843613164	0.0315418676224199	1	0.157685247245392	0.615289603747132	-0.241939008390033	0.111919072208633	0.0716698341762257	0.303865709860752	0.264304599015945	0.572892993370687	0.0439478794851122	-0.0627794832735554	0.55974557126359	0.227928685011703	0.410088322210017	0.516897573832123	0.141055867385514	-0.0641121472947933	0.437352791991423	0.0449102145351947	0.803626021951482	0.319625790922483	0.526424395722142	-0.0235973263628502	0.579328503181407	0.323987611254322	0.370590610110431	0.361138595253054	0.574153015739726	0.0529970290119654	0.400893468054529	0.536732029306635	0.171403366728598	0.378755029208418	0.324980622925096	-0.162276904049823	0.655990876272026	0.175065691315405	0.14034548268624	-0.249082313088081	0.446035579538631	0.426152656441855	0.169349741077265	0.714963938187863	0.628117175962495	0.567715222851962	0.0969476161167341	0.216350935514061	0.167902443411981	0.191145173381202	0.529931514276003	0.195333105606699	0.57524839165379	0.114327209604283	-0.00620523787045039	0.35478157279133	-0.158791839363887	0.762866968025213	0.343357017407598	-0.137294764485263	0.801977619121844	0.322097587166198	0.0895864694187681	-0.0654307402513543	0.404841186189164	0.661180923720163	0.589805854401545	0.0552088885674206	0.113496958439072	0.2188928832418	0.0853359281463763	0.611458977416436	0.795940899566617	0.109831944586048	-0.156788394372618
ICOS	0.904518278372844	0.793375681485116	0.654299444778661	0.898708531309634	0.75335850175245	0.737041982198804	0.196277001359301	0.589628196384155	0.515864697971423	0.794186206919472	0.801196275794491	0.791659877639435	0.939549166661813	0.786999831216523	0.78846473920451	-0.0496703277653745	0.678118850172007	0.758743509493843	0.157685247245392	1	0.645753211729153	0.135955732202511	0.636711348498251	-0.503471283676347	0.605524114530845	0.725523177504081	0.752005932728375	-0.234771127418091	0.000489469507238286	-0.038626929172829	0.899535863439163	0.915462433904912	0.689034061297071	-0.341155943433845	0.235071699025549	0.744900407761256	0.928312639664377	0.178161302884419	0.855418435829342	0.742969106150573	-0.526559512598883	0.204710656571447	0.407205308600526	-0.259435213507325	0.757626322876071	0.0299428608247179	-0.308694300188286	0.16454797565705	0.617395432849507	0.000556932713725166	0.704482142130197	0.774215951906055	-0.435951823682388	0.113719722261311	0.729625959123237	0.731471100205806	-0.69847107441224	0.354122721073148	0.501271545851436	0.449761091655482	0.31131242112514	0.172207457046066	0.427202381755695	-0.110397266712159	0.510003321691676	0.476118389285278	-0.249906322064886	-0.0720305945638202	-0.629410793971032	-0.0968673005075551	0.100897848030231	-0.613182061494864	0.809590209442062	-0.657597387571639	0.422021242318253	-0.431338113887161	-0.690824384492028	0.257408566978879	-0.520488958530251	-0.529653475074316	-0.741101302668796	-0.104509402770918	-0.109574990266558	-0.158770142391805	-0.494568983012583	-0.183602467260034	-0.233778738814648	-0.242960217830918	-0.034915059848475	0.160949621965727	-0.520508011956425	-0.238049434548144
CD47	0.824106787326366	0.920281591505293	0.745114419936568	0.838975668203499	0.876900327576101	0.846244820922148	0.391716171233679	0.32996956814092	0.292007284751979	0.781947350753567	0.790919119768065	0.828247492608917	0.756462816218865	0.599162149936345	0.655566826830828	0.257199822234276	0.844608883038328	0.612503501805729	0.615289603747132	0.645753211729153	1	-0.303810754031458	0.216744963570001	-0.22327786806823	0.441029805325712	0.726524892517362	0.837838174873395	-0.149132585096617	-0.146233628947533	0.399383895856226	0.76020305981689	0.855450095873057	0.56604308513294	-0.199719994960245	0.244624758789884	0.873357000871066	0.566325838843895	0.720312435032044	0.790098996094918	0.873570465589718	-0.341473005957589	0.612381210308058	0.205231475705144	0.0061864125471889	0.763812552575887	0.530784339291198	-0.195924083319699	0.311192160809483	0.777661767270308	0.371321077180444	0.558055115474246	0.725913849747233	-0.343531565656156	0.671745677632504	0.782641897283456	0.674512252801383	-0.609384014341652	0.498469884989762	0.555632299245067	0.547920069831365	0.75825001232068	0.672588142973462	0.637729855035382	-0.0209030190158222	0.704875069165375	0.522981306661277	0.188232559768673	0.13886748188164	-0.320419207669881	0.486725236551267	0.172094578268549	-0.397829030035044	0.877517340907012	-0.573536060523554	0.904096481610899	-0.0475800224000016	-0.549660678515727	0.829792166314782	-0.193861038138298	-0.372589468018176	-0.623138737386448	0.208515833761753	0.370504096027258	0.254925941791392	-0.306230274384422	-0.0380751677577174	0.0903598037751205	-0.135331300125045	0.284015702695444	0.710729902138159	-0.327532690020591	-0.248432003124417
KLRD1	-0.128027278524527	-0.13387860848238	-0.29756044930162	-0.148598658879408	-0.0315497700243918	-0.138919761160808	0.210082183654584	0.120066133673244	-0.0926708956739629	-0.1596357914397	-0.177252195019744	-0.208291988105685	0.156085745520253	0.132296443199003	-0.157061560022244	-0.291193817863813	-0.279280415489922	0.0600728600471928	-0.241939008390033	0.135955732202511	-0.303810754031458	1	0.403355302876313	0.0475052789851513	0.0511378108818437	-0.160391703235746	0.0250450609143716	-0.0258895260262602	0.630839254699824	-0.26164307162763	-0.153380429832962	-0.00663466449208239	0.124297318578475	0.157282836723867	-0.49338501934459	-0.0415993037468921	0.167315302584607	-0.219613508252351	0.0762083432223932	-0.18177023030914	-0.311087341458179	-0.0936608491605342	0.0669329368830599	0.351258044733576	-0.0540126077099576	-0.210068678853008	-0.502107676388984	0.237708847894231	-0.104905550782366	-0.377232820898036	0.248137521412605	-0.0901466764251397	0.095435071016944	-0.19133308855916	-0.191739308097385	-0.169723064157737	0.225009783118637	0.0207994166065513	0.221815460881317	-0.0508782648007062	-0.142266461303955	-0.207083271092764	-0.331807011559191	0.295504261905086	-0.366062886085787	-0.372002879380944	-0.19926066576585	0.388313320985545	0.043510939047832	-0.203534950682283	0.425519444423464	-0.357617699301982	-0.184439984556768	0.0497884776990247	-0.323155850251798	-0.218672626861263	-0.252048704327986	-0.359468261031577	0.1414121078487	0.0152818011769498	0.24778690036061	-0.121965181612627	-0.0645826344602896	-0.0501332962048771	0.0942741341087281	0.34251247507164	0.163364809501842	0.168637333998857	0.0991458808258398	-0.113752671114389	-0.05880571690429	0.330694802860087
CD28	0.349430404405411	0.445536004473442	-0.00414674909949272	0.391469236575308	0.44616909754018	0.244658341191752	0.00813506911987427	0.8331489794072	0.306654003233263	0.151549671455173	0.207307160572607	0.185246212584531	0.677096413805437	0.526502117953714	0.152758888414175	-0.187149846861238	0.451652662237099	0.600219431677879	0.111919072208633	0.636711348498251	0.216744963570001	0.403355302876313	1	-0.359673667333606	0.643929138502545	0.145041243136674	0.631725169397145	-0.379229005620769	-0.0685745189265299	-0.0301522905189568	0.396502568872473	0.496016723501	0.527323662284285	0.207589924106971	-0.0453305051279699	0.475262262674828	0.77857726206617	0.122197780904988	0.463984285414113	0.275242132312026	-0.220030930509985	0.0202062121672164	0.500005275961827	0.207704193310122	0.196817036530848	-0.0977754074299221	-0.185287347118517	0.290195055839435	0.312438775155694	-0.380328877875726	0.761341517863144	0.602705130645222	-0.196537894142847	-0.055438991300161	0.230079878469164	0.197715167031703	-0.0935149638113812	0.48541588476936	0.657202355226367	0.548151823953435	0.314560123764389	-0.141359578440191	0.0919158873224967	0.350481605198602	-0.0786107768304991	-0.149498093765303	-0.406000044046619	0.250140865565059	-0.125210801411853	-0.179557466653597	0.395558126268569	-0.344450974358669	0.394402662835861	-0.295993353810711	0.0746172419066697	0.0694005954091979	-0.402403122066975	0.0134428075500607	0.0843468473466553	-0.255227039317161	-0.327938900645996	0.280642082195946	0.195537074791964	0.305426537069581	0.197102863338612	0.247352930688784	0.237541747025964	0.372860526138254	0.139462096936269	0.126313917896576	0.118228825871023	0.255725868463684
HAVCR2	-0.387402532152393	-0.22714528032856	-0.224346443426879	-0.413794112231893	-0.265549884873429	0.0244646564562462	-0.0324448331605424	-0.296037522883397	0.0755577208330831	-0.296582418915126	-0.303926941443383	-0.285183711348983	-0.379713458694185	-0.104693331324175	-0.254274596570754	0.690764940046978	-0.340303243693081	-0.367127237826806	0.0716698341762257	-0.503471283676347	-0.22327786806823	0.0475052789851513	-0.359673667333606	1	0.130640614116785	-0.217237934320174	-0.258858783790109	0.117777077867437	0.315895839093989	0.693526656419394	-0.425420405162896	-0.42210648245046	-0.286508439283992	-0.274944541791857	-0.541260695499958	-0.362091019812664	-0.515296935364352	-0.0836093640612551	-0.261098440039489	-0.28593265457492	0.649689769185698	0.367449856970038	-0.13166760878146	0.14520400466776	-0.256104925287141	0.542529729737466	-0.015884672072507	-0.293823153021424	-0.254763864489306	0.563614616148956	-0.198104646357819	-0.273996150252386	0.902306936032417	0.284316408599322	-0.331457841693131	-0.35041547209125	0.322449666366153	-0.538821907645247	-0.464910082925827	-0.289468313289442	-0.197711543773463	0.0386513970616868	-0.110727083453708	-0.279326366541667	-0.292490282769959	-0.384886735585164	0.825338807177832	-0.101569138734128	0.713679940345319	0.585531304934614	-0.365687579863142	0.600642674047567	-0.339930828577793	0.856745715443341	-0.0952350410473406	-0.126195508262812	0.658160882962568	0.0169057968773171	0.305707661813834	0.892799516943491	0.627312289423316	-0.0230227316412723	-0.0365464411738251	-0.0320848872749129	0.17340588976001	-0.140269178499603	-0.0437450713685914	-0.0627689359850645	0.00767003606820087	-0.0848188346549982	0.288675784001662	-0.21729159555677
TNFRSF1B	0.53115650210026	0.643431821115182	0.272318519987554	0.537660498868365	0.546611578861259	0.689178136242357	-0.0544546078321518	0.651137631306845	0.677288227307763	0.391212460994227	0.473230976266355	0.441296112165208	0.697494035645597	0.747041676570609	0.464673570389632	0.472755921380226	0.532883487675495	0.610476547976827	0.303865709860752	0.605524114530845	0.441029805325712	0.0511378108818437	0.643929138502545	0.130640614116785	1	0.469539380458095	0.662533654519181	-0.251401313981081	0.0136490359201967	0.528864774860881	0.508289742225037	0.55441272173015	0.48907470220421	-0.326011444148347	-0.115926223248554	0.465693124454613	0.642005778510467	0.095616556533999	0.668373491086939	0.482232606965005	0.145393219425257	0.430448917476921	0.615024045160575	-0.200742491200513	0.461104888557955	0.411353476693028	0.0109545647098421	-0.0463512359870572	0.369051466501784	0.322104893777795	0.65884895151872	0.69623275887284	0.160874790216135	0.357228050887033	0.349932002174966	0.29307842480501	-0.351623027977018	0.0478166628847697	0.246244415847915	0.425764028970146	0.237602201460839	0.056228825500342	0.350428819059762	-0.159467889928787	0.087631977279939	0.00974162000727826	0.295000443020088	-0.170187777436405	0.0108024793734508	0.355343721622729	-0.191891039308609	0.0335128871146614	0.524451717179464	-0.0128551711468796	0.287396987490749	-0.175941751657172	-0.0444588230433874	0.264001671386572	-0.161322693893917	0.117320552648317	-0.302752283348981	0.102605957056059	-0.0765773890135883	0.0476323138120567	-0.10132183798739	-0.26493660101215	-0.148453582391461	-0.0915164219667203	-0.0774459716523369	0.0924631339596185	-0.0654582230777423	-0.324403220324674
CD8A	0.799776310882762	0.810382265593623	0.646213331605401	0.820145680335282	0.57552182344019	0.784943971847354	0.0316675187504925	0.409789402337643	0.580300115314329	0.746050798419071	0.874380794321232	0.771224778168508	0.718269595430093	0.530505450536377	0.919715878437762	0.152481794173814	0.496352988412869	0.697069446882108	0.264304599015945	0.725523177504081	0.726524892517362	-0.160391703235746	0.145041243136674	-0.217237934320174	0.469539380458095	1	0.534272754015554	-0.146743499685013	0.175756659562015	0.209069264415925	0.804578352045184	0.714849712124593	0.330359721118145	-0.396956933872953	0.00384431634259341	0.642035683341225	0.579750629365512	0.230888245632606	0.882277215167505	0.614722349115763	-0.365350518600441	0.438774488923768	0.145509829703239	-0.389741950508314	0.731229379997315	0.16908803140681	-0.286533807164324	0.211330634397229	0.769283064691049	0.269139106145944	0.354499598611332	0.783080752503765	-0.280503211686524	0.271946461204488	0.736472963597574	0.594896022431013	-0.58167654712514	0.242649101437375	0.305026775437088	0.486284614802794	0.393714061228662	0.150766290587923	0.375102064717663	-0.192734211875731	0.501348638091623	0.368630651650581	0.0885059135724777	-0.194148739324564	-0.481391848158117	0.145414565005915	-0.0525500351241404	-0.414822320067883	0.845578331766007	-0.494084427165998	0.456924597069676	-0.3802540773208	-0.513797718079277	0.329660034669213	-0.438183250553499	-0.285496710780988	-0.59445629100375	-0.00748203980225603	-0.195034377083155	-0.105599631166978	-0.433715410540053	-0.210223767002362	-0.190432492707827	-0.262354491550019	-0.187933893233337	0.226555161730036	-0.47409182741581	-0.292914611407707
SPN	0.770926514896772	0.882600027821668	0.580152619816017	0.780360665114949	0.946163282574204	0.771350466009149	0.449873838617301	0.561757783687127	0.320277502651113	0.660867065503775	0.648152010079971	0.730167384186937	0.894804692318491	0.739280160269528	0.518112244089451	0.173681780320934	0.856626592710669	0.664212401239991	0.572892993370687	0.752005932728375	0.837838174873395	0.0250450609143716	0.631725169397145	-0.258858783790109	0.662533654519181	0.534272754015554	1	-0.276846599794353	-0.119617507369936	0.323777498286347	0.7206306783731	0.872957967372661	0.751010063023029	-0.0541535557598437	0.182130783583188	0.870215524554373	0.764659588556115	0.61278519755733	0.759060276177773	0.838523199861387	-0.379742949605856	0.463609496503308	0.448858582940594	0.168209542929072	0.69941731815661	0.49716390010907	-0.261580402742066	0.33430369783132	0.659647070272703	0.133227167085589	0.868184762842826	0.738799327084738	-0.309343543983431	0.583868591189026	0.661552847995198	0.619559657124119	-0.562986670932328	0.591615227073468	0.70024982685086	0.565195759765836	0.683995500957348	0.557166455668361	0.56724589362199	0.115720978120495	0.495285257840239	0.377832568898714	0.0322619686524532	0.295576079709818	-0.278764376598425	0.375618828721061	0.292204637111449	-0.474099919203243	0.773172713691966	-0.545685201875666	0.76389006250659	-0.0295693676024356	-0.58379663289583	0.691142883191328	-0.0923958220481519	-0.353822501842505	-0.605903372562546	0.214139052116617	0.454137413302625	0.310710680810874	-0.194307057483751	0.0391864646926929	0.135777564187505	0.0195249242267738	0.341209645257556	0.603925526582317	-0.24039329535827	-0.136556259101348
