""	SIGLEC10	CD40	CCRL2	TNFRSF1A	CCR1	LILRB2	LILRB1	IGF2R	ITGB2	HAVCR2	C5AR1	THBD	TREM1	CD163	KCNQ3	TLR2	KCNN4	KCNQ1	APLP2	PILRA	ADGRE2	SIRPA	ITGAM	ADRB2	PLXNB2	TLR4	ITGB1	CANX	SMAP1	PECAM1	TFRC	CD81	ITGB5	ITGAL	NECTIN2	CD4	VSIR	TNFRSF1B	ABCA1	TNFRSF14	ITGA4	ENG	SIGLEC1	CD44	CADM1	CD74	ITGA5	CXCR4	ACKR3	CSF2RA	TREM2	LTBR	SDC2	ADORA3	TMIGD3	RACK1	CXADR	ADCY7	FPR1	CSF3R	ADGRE5	LPP	SCARB1	CD86	GPNMB	NRP1	GPR84	RXRA	LRP1	TLR1	PTPRC	MERTK	AMFR	STX4	ERAP1	SDC3	TSPAN15	TLR7	CD47	LAIR1	AXL	RHBDF2	CD9	STAB1	ATP5F1B	TRPM2	UNC5B	TNFRSF21	TRADD	PLAUR	COLEC12	CD180	NCSTN	IL6R	CD93	ASGR1	EPHB2	TNFRSF12A	JMJD6	CD33	CD68	STX3	CD28	PTGER4	SORL1	ITGA6	ITGAV	HLA.DPB1	C3AR1	LAMP1	MCFD2	CD63	C5AR2	TSPAN14	MRC2	PTPRA	NRP2	NOTCH2	SLC1A5	ITGAX	CD69	C1QBP	PILRB	CD46	SORT1	CLEC2D	SIGIRR	LRP10	RPSA
TFRC	0.781201628213808	0.720543181545916	0.770025468397148	0.701860940898111	0.511531087514245	0.435570625620196	0.81647357322013	0.468036672792691	0.637480617817761	0.748452861982045	0.862131030555928	0.267026757021017	0.229006991301477	0.663118087360024	0.793537915298643	0.738670071222222	0.288649793934949	0.629175843068738	0.624173924405676	0.779979681383265	0.870142309159411	0.680170633513692	0.632155934537023	0.817914084413089	0.54687638290699	0.744718199774421	0.706132191449705	0.617332768608381	0.583303842111008	0.819179560168126	1	0.710802856422829	0.554780592137687	0.769572511604289	0.52368002995333	0.644888314737838	0.723282516405701	0.881232271675478	0.51458702969448	0.528967159010363	0.499654632128435	0.53863098979721	0.48214115596247	0.385228541884032	0.751254004337608	0.802554508936371	0.354763378502153	0.774920841136638	0.391003805171756	0.855774651785756	0.745620367269763	0.661113370014366	0.365572042776216	0.75817412467448	0.638589970502817	0.553854123318127	0.80386456365505	0.731036371325911	0.683091514715994	0.870715264905082	0.65399069946638	0.770438537724232	0.692019957831992	0.679915177160731	0.308679104604873	0.572417067401323	0.670668047328883	0.301940537139764	0.718633058295938	0.744288825575747	0.711795020412837	0.729552230931704	0.687096233820574	0.804541107811927	0.57145400253801	0.596144157784995	0.524357855655281	0.77162686680952	0.5223841426736	0.720697960219196	0.827628692919132	0.860796465827872	0.714575616152858	0.609460352575237	0.355724560877764	0.724648068417862	0.779769533294569	0.419079514978964	0.619167982883197	0.701434508025785	0.332801459571649	0.240100815066141	0.564692509218668	0.472257563944253	0.52017198631507	0.146886963080418	0.585364361570036	0.290805361324543	0.687377806513037	0.594789343666591	0.59119584696497	0.428872807372553	0.695879524976992	0.831409274475341	0.880682677440242	0.71559864580876	0.793947283987363	0.792102225263717	0.747781484042605	0.618514810657842	0.543141150434279	0.555360128629681	0.463844762848686	0.826440866346043	0.673253962771232	0.6929597661149	0.48899027823233	0.615490718674026	0.495002119888217	0.68912449030821	0.722829410918182	0.246309434678907	0.644954028418754	0.740581871590337	0.693205436372463	0.788801410900995	0.625993772186651	0.758944904633756	0.351589135696346
CD81	0.69880405958986	0.764490131679631	0.852006840611494	0.907987872346864	0.837794320782182	0.731179105474704	0.890548732999643	0.785100013920883	0.897669186103976	0.900931889089398	0.807780589907237	0.637204317988404	0.658913697943524	0.965846872942701	0.827225457992421	0.913232641548011	0.633140150621013	0.869190380819919	0.958969281659674	0.62496379462929	0.888671587737876	0.957293298826469	0.905346317511423	0.762438423895791	0.899089947192177	0.889271421591906	0.96102033128648	0.902847247180092	0.865697830812379	0.796940081642082	0.710802856422829	1	0.89934291970587	0.839191956725874	0.859137309481822	0.948086573901014	0.714696542290053	0.867062807711522	0.650015553233441	0.709279265116417	0.820383124492298	0.921061080070082	0.733502746481533	0.706688209242064	0.842769216135903	0.758597054014112	0.672417409659467	0.709506264125837	0.715322899316004	0.82402849129655	0.881219641322447	0.866702802506403	0.535641375606284	0.851496268315367	0.853158460121559	0.773405136259459	0.833546811145462	0.904847054496183	0.809256378150036	0.844017888945421	0.844264273803668	0.895398797141523	0.889422197279601	0.802250185277712	0.536110700689363	0.926641333373099	0.797903833699559	0.644169527443072	0.906470809625327	0.849930023177409	0.829406673214739	0.935584345628794	0.837132727191458	0.906262000952155	0.786085813004087	0.826784066431456	0.878242245950535	0.847800902882627	0.849497548290352	0.955706375812248	0.649551826348784	0.877427402468144	0.857347000451708	0.927913759980727	0.698906865338266	0.908799933053789	0.844298541873374	0.782422718812665	0.873912380006666	0.957046926187547	0.672911302601343	0.621860998684512	0.902897219744188	0.714243912793283	0.829222190841055	0.608552603426753	0.779526172413205	0.627414551393543	0.75662061236811	0.847032901090266	0.827392210523714	0.714205944217463	0.709622294848745	0.86801051554011	0.859710052051687	0.913731705321775	0.913574217082555	0.648608934960586	0.865177533238153	0.881646678780522	0.835756931931191	0.919126245686284	0.681862588099151	0.930017883856524	0.891888843664259	0.869084871250398	0.755069879287854	0.809355660439865	0.712325339089439	0.742832921536393	0.688926519193121	0.556079487127722	0.747121066653676	0.874930529213535	0.763903161695941	0.830161356226293	0.806212247606551	0.885493424010777	0.648929189842148
ITGB5	0.465200774998522	0.590916292177497	0.70664988125321	0.733247358807668	0.837632555560296	0.559733370664192	0.711875858244357	0.839428127795282	0.746875888942373	0.745965370724495	0.746152337294301	0.492553801654462	0.68506771285154	0.905112468169694	0.708030186302917	0.788034054388945	0.481188997145478	0.725355978271884	0.886095388257794	0.530243103356879	0.733280798146044	0.865908429807205	0.830880484968357	0.579685682933926	0.837071274996781	0.824562731214879	0.859101410027505	0.779544605920809	0.756775997736301	0.708819423625586	0.554780592137687	0.89934291970587	1	0.719331764012387	0.698475553688993	0.856349533742218	0.463363645875194	0.71079635093088	0.780295119883083	0.727321397694044	0.62342277468945	0.80941928899101	0.818284612633699	0.618432111453959	0.780444611089182	0.547480572922775	0.599149798392332	0.532489718664249	0.735947572903047	0.648214331012561	0.726137651869209	0.729436920276378	0.672658451896813	0.708447181781587	0.809234504853237	0.590991445310321	0.725918135884602	0.751636634473718	0.593096235191127	0.688778176582515	0.716724950580027	0.768319635776027	0.808366025465016	0.646970792521023	0.71144452516843	0.894185114899691	0.593267504139812	0.54144899964627	0.903822678637675	0.68167803571602	0.608233800291803	0.895662339948364	0.78550359244476	0.784026408313077	0.604093572024242	0.884396967464547	0.735350271013017	0.695408303644405	0.689075104908752	0.812605983327152	0.457275639257711	0.735126892967334	0.799805154406409	0.859363402970716	0.51187082932582	0.76857634799758	0.651065178413573	0.814071284075437	0.734482938941254	0.854280803551703	0.700274598492492	0.532908255814038	0.814931036160769	0.627023906969466	0.708703581796204	0.499547783329767	0.627711331437964	0.490882892866931	0.593401142290492	0.678285133080306	0.855948425999427	0.736365993499913	0.683122143457085	0.682540673510334	0.669753417502472	0.736965104363435	0.795917411896154	0.439756957931278	0.688177958430766	0.847313209585002	0.679309605029032	0.836503419187017	0.646994537485077	0.836106997005857	0.740731160266242	0.713663941864841	0.705964656400016	0.763211001724337	0.51069004946231	0.784468775019985	0.436043705345972	0.35171057046898	0.621554593872477	0.755745390879092	0.644939641039057	0.703021094356805	0.649515729069045	0.761326611218182	0.461340496555093
ITGAL	0.728290862820077	0.759212193586355	0.789595381867927	0.809564980760474	0.694003426994261	0.603183252651319	0.818887997592146	0.624736901341148	0.793702740414434	0.826923145055734	0.794759780077405	0.508596210235418	0.482028709923251	0.791757487247914	0.820703376294644	0.816693063147333	0.504739458256197	0.766898502561802	0.796304864423869	0.661415554275487	0.854097371509875	0.799530025008303	0.78324578508673	0.752781520207492	0.74062679681036	0.769860941729422	0.824456492238275	0.775214744496178	0.756478822758169	0.729886275871101	0.769572511604289	0.839191956725874	0.719331764012387	1	0.721089893786526	0.810244212464473	0.724110901918929	0.85939037643794	0.537996301556919	0.645696984087891	0.692429505678064	0.750626954444534	0.584321022459832	0.577586448353625	0.757505467470518	0.759406255518757	0.551465982633219	0.714469738899783	0.575196456648649	0.800880689679249	0.809630167769185	0.764994433292467	0.434338454691577	0.783452299068788	0.751812082029118	0.70394710449107	0.79059266937396	0.845285993017482	0.748914914235943	0.819332381018688	0.742631600031839	0.788879943564259	0.726549769174962	0.73764716567171	0.401172165015964	0.750374241708769	0.784034923612186	0.521903621331748	0.755095337649113	0.820306888810746	0.781840063969399	0.787812457211807	0.753419750104991	0.831358057991796	0.706663151121467	0.651226001468276	0.723033021802999	0.798475707871502	0.686225222137901	0.827911147537928	0.729513981282137	0.839290321624491	0.745922726960555	0.736342002703277	0.560399789114598	0.777976482217641	0.81217357585134	0.5766006493217	0.766448402911097	0.828318980568548	0.503171464360654	0.490574748912213	0.738645831315997	0.583064771281165	0.696884985688708	0.4474960578998	0.662147483490281	0.461152527946927	0.722038165424526	0.771055083040793	0.675342096697869	0.56161129311367	0.652968260127252	0.836513340002444	0.85904507961956	0.785322920176787	0.801787478056305	0.693618865170794	0.782840812336363	0.726713709691831	0.708734853592985	0.740220033343024	0.619936738625693	0.861864521014351	0.768623848525626	0.752794023565073	0.601355990108847	0.683283700770741	0.65704192240351	0.649309042930882	0.726273194245685	0.44031006520504	0.677245929762546	0.789591802956904	0.712571512301857	0.772918399018784	0.717915501487642	0.806878067024747	0.546087199781466
NECTIN2	0.646767138129045	0.75273130432189	0.77102908018092	0.898436183382879	0.78621276722575	0.831116429448475	0.789606996328376	0.645746568408411	0.917419829225437	0.842139401331988	0.567569022903916	0.805922686569626	0.702824794533798	0.818889238404182	0.698755160183937	0.842423323496611	0.821063563526785	0.845902032031275	0.887868748324095	0.421231166661393	0.75998671779389	0.856818952844363	0.838175001324528	0.663327046904122	0.848079812592161	0.732126092301022	0.880712060275228	0.903526075690249	0.882365308077356	0.541716845838901	0.52368002995333	0.859137309481822	0.698475553688993	0.721089893786526	1	0.852323599595272	0.764478934926145	0.740417461882812	0.416044011634203	0.581265824685726	0.923756048097843	0.918340458062188	0.47849202695916	0.816263262208704	0.663516974124913	0.674581264501349	0.757196088978783	0.663216332956693	0.664818476716195	0.705442869557542	0.772264495801629	0.864219267382249	0.394273137920125	0.698807193493068	0.683036459329553	0.874998568719403	0.643925535186595	0.844847533753461	0.813901482923107	0.67590056934446	0.862209326586172	0.793994899269623	0.723875586294653	0.796952934418088	0.334422340111062	0.817868169191453	0.846962794480827	0.78010117658765	0.660341444125241	0.777730143502288	0.877338079229307	0.704673129386511	0.736406026194966	0.796971138742472	0.815357701485339	0.51545712313195	0.90245303586322	0.705944314333878	0.915169091186773	0.894992441979842	0.500299304143781	0.718599751769045	0.674839373075068	0.785838934472469	0.878858284045388	0.797214357530262	0.756677863658222	0.701758391621156	0.860067192802367	0.880215560670107	0.637382437936024	0.783120314610839	0.86456154341142	0.751746683770596	0.826606009145635	0.783012448190226	0.806698483740756	0.803251013589421	0.759934581122937	0.890385731175592	0.62994559276982	0.584943311528536	0.434796608261897	0.797502617088593	0.744623254373327	0.873615960526346	0.759557839834369	0.55162366025735	0.793541270644087	0.769913963784251	0.896426600083158	0.875138608102548	0.647497806862959	0.761476527989821	0.830128910681288	0.858247201353173	0.735495578862514	0.700171468697214	0.851271942064616	0.466066749037587	0.72206111173047	0.791767482997326	0.71727522532979	0.779551040223216	0.697449041971966	0.717831805007289	0.840536303472003	0.777854661766295	0.841680267100107
CD4	0.631294713794042	0.697417110769784	0.808269823386661	0.877696670723095	0.832398452752606	0.75123790923198	0.816808937096247	0.774557248792661	0.892499852963681	0.869534534011803	0.729232176508181	0.711666425383267	0.712380834656816	0.933759972213045	0.811076419792349	0.874321457347359	0.681771223617808	0.879354487034842	0.941252951214522	0.499440702301904	0.836315895004992	0.930480015535715	0.934564009874553	0.703850580436196	0.932841266916549	0.84817431301186	0.929357575475308	0.907182050901751	0.883703609976615	0.688294970030154	0.644888314737838	0.948086573901014	0.856349533742218	0.810244212464473	0.852323599595272	1	0.662860771683011	0.815955342760044	0.637351937206466	0.709833411210161	0.86001789590756	0.93524761571256	0.69142565219734	0.769101369385672	0.791037085769516	0.666522115500721	0.768722523053091	0.646672101244834	0.781936626213627	0.759085590736527	0.789677176048789	0.860725135680909	0.533319119966106	0.746610077816682	0.8048759590856	0.798148650012091	0.735604036514386	0.898920030563039	0.739235047401365	0.777373197538939	0.847190167088681	0.865681330302074	0.830644556101416	0.752016208891987	0.515136244063052	0.906259088704046	0.811247360248498	0.744925317381031	0.856633415387605	0.805043031528055	0.8357250542554	0.876905811854149	0.833466008787389	0.85135888630168	0.800654918603907	0.753804923516059	0.884535311907362	0.771459228490821	0.851330562891064	0.909448138001094	0.551011433839163	0.812917729362046	0.760028528252874	0.916622913180081	0.719867885095103	0.87789581803167	0.79354868791177	0.779969641243019	0.827411029227975	0.919398196091942	0.700605289006061	0.663510965710174	0.886061323563199	0.74507673513866	0.875079503949671	0.678814353969896	0.798269355882448	0.663060442872264	0.749200451057774	0.846468227486856	0.747203774144021	0.682709543493632	0.625641587649512	0.836214517333404	0.782012358280134	0.868827850823223	0.845399360321149	0.551623750250919	0.782178611604976	0.830646487689905	0.826030806026706	0.872102374449913	0.777761122698902	0.884914532514712	0.873644687942083	0.856909148546388	0.784306218997051	0.789127677828959	0.747195008564025	0.685081583135301	0.644893276951819	0.596150229132565	0.723548753494447	0.855756728804217	0.755441825327433	0.817691048973269	0.83234559849014	0.848128705547698	0.706664210065794
VSIR	0.902927556015333	0.867009218251331	0.816988195270568	0.853423720584193	0.550775831746784	0.713599354664201	0.861150741325339	0.361746649026251	0.830420655030359	0.859276060480886	0.694404275110353	0.511040159293728	0.364608819259557	0.646677125675207	0.73895672622787	0.78337396859683	0.557966547225633	0.718809908801262	0.690704991947292	0.718323199265678	0.813013519250583	0.708660073782286	0.640887089406878	0.835551962893799	0.581847789855872	0.658268821212819	0.747033498462137	0.733427303176536	0.718102839142968	0.659105844041278	0.723282516405701	0.714696542290053	0.463363645875194	0.724110901918929	0.764478934926145	0.662860771683011	1	0.838597474683329	0.248225610653672	0.514097659094773	0.74708373869058	0.67462445511332	0.284425269953956	0.54343216571129	0.641120271084714	0.923985074871115	0.439002191098439	0.892772480609822	0.374518166591402	0.867774427582683	0.866507813073184	0.721850887338138	0.207534835131696	0.834885527596136	0.625005882308065	0.800919325483517	0.753633967652322	0.789376426360265	0.918894650201187	0.786559893859044	0.689145143734967	0.696224233778809	0.612645938517933	0.891345194464357	0.156809716189036	0.563066065761644	0.815342657564456	0.495999086376567	0.519578263058713	0.839024701444849	0.877720504132108	0.597261427231613	0.618606596286572	0.791096072910699	0.705567333713501	0.339032841398379	0.744506042664069	0.806119942830826	0.747281403119	0.834107636841164	0.834479118248306	0.794227479370151	0.69760370435043	0.542395427149852	0.68932296055457	0.72018783436536	0.841980872630996	0.434347666782107	0.813754775432491	0.774729407258873	0.296902142116869	0.512687028742669	0.618201588585024	0.561960259627608	0.577420871936724	0.50475312635164	0.651450746435783	0.536494036781129	0.777003037628588	0.826788885334382	0.583843808553824	0.383010339675129	0.490589924843185	0.869226492506188	0.868753598161972	0.803288536276939	0.717678661637178	0.884582510906476	0.901408751874568	0.67549305235913	0.751688836438942	0.723939186382736	0.409188076062686	0.719385885478768	0.667152418777518	0.715628930004323	0.486702054831945	0.554976879063199	0.767181737846499	0.406598593407482	0.898874108548248	0.620304135115665	0.598110702689245	0.752594919628641	0.632994052145184	0.648295157383708	0.768494679528757	0.78010254528787	0.6793318366871
TNFRSF1B	0.829983369149442	0.850002830756795	0.891776173499062	0.867347557330178	0.718759913017523	0.605305273545077	0.917723034447888	0.623970005774075	0.846994799675193	0.909880510637285	0.908211854010204	0.461129568706681	0.485564387902435	0.815281937463627	0.878858358940947	0.861633482205608	0.47799736521234	0.785185140485255	0.827670483260235	0.810510780120222	0.934756317976699	0.84288424416594	0.81882347288814	0.88262424051044	0.729093992575173	0.834760901562896	0.881798133880964	0.811611931646233	0.787047020832579	0.831809797674123	0.881232271675478	0.867062807711522	0.71079635093088	0.85939037643794	0.740417461882812	0.815955342760044	0.838597474683329	1	0.609954947019496	0.697053088529537	0.696541178446516	0.739095811621148	0.567205934578533	0.589822363037826	0.843075537469952	0.871715160475816	0.54145285300901	0.860587298169878	0.559414050287992	0.928106383894075	0.893693707913868	0.80418237876081	0.505982333466396	0.867609575439738	0.788924120601348	0.741076129557358	0.887356910873816	0.870271149909416	0.834721178486557	0.90933804534314	0.794565291352971	0.848994872816431	0.799452089016118	0.86262579269386	0.466743430936975	0.744956627614068	0.80474055963151	0.491978509834027	0.807358894745169	0.874129534239905	0.854933777000071	0.82647437570832	0.798280610924991	0.907917794909853	0.711703648924714	0.651488001734028	0.729022110223982	0.851485682215142	0.719037318645356	0.886354303216775	0.834051610133113	0.940113804638275	0.847232234855388	0.736036239719799	0.563393340402333	0.8234443448937	0.882380648623106	0.58954111985974	0.822671499997484	0.879410867465477	0.473663823602345	0.490369649241774	0.744338023692433	0.648108901709267	0.663361547201258	0.403801902811944	0.685293585259308	0.494999696662078	0.807411733415239	0.784962739784883	0.75909450256346	0.586537722142217	0.721627054661118	0.919161461879007	0.94186215030247	0.851217930396559	0.87849796013413	0.815591738781462	0.883041779123047	0.806928488550985	0.749184716708108	0.779997063408927	0.601058068569031	0.928111089150783	0.791232113770367	0.802755707083654	0.668571696142963	0.72486818213803	0.656550162389542	0.740416464407276	0.809837061654267	0.430009493480973	0.700649027724492	0.87030145553382	0.747829801413508	0.829366481072251	0.787684148135968	0.893121769415241	0.553833536640828
ABCA1	0.260985930376066	0.4056216358142	0.569070486734729	0.498817362745277	0.761537776730467	0.293334666266144	0.483364721784157	0.810737175748206	0.527276362326766	0.562652918788154	0.739028893574913	0.257583086841814	0.614189002844336	0.676320516432612	0.572795911461545	0.561279674767618	0.272982145734866	0.49927017610474	0.685742865044837	0.515219042036886	0.567724405131933	0.654125618622359	0.686940529289904	0.454643724420298	0.620199268901061	0.718135940260231	0.676314652679567	0.630667385994716	0.622709895635366	0.557297029822943	0.51458702969448	0.650015553233441	0.780295119883083	0.537996301556919	0.416044011634203	0.637351937206466	0.248225610653672	0.609954947019496	1	0.803835400648219	0.316275034510634	0.515494080718345	0.680317107387448	0.559764421244354	0.726159485830447	0.333993391346758	0.507661669919473	0.427412507608391	0.698618738556745	0.501062030690557	0.461272380265091	0.526811941279756	0.863010329853653	0.436524289763136	0.603041044927453	0.436937818244842	0.575410641921614	0.52905389073436	0.284156278708886	0.550012929599106	0.600687696113852	0.642934616380046	0.690609660875915	0.477846750912434	0.897659040106462	0.657575354289704	0.364410612873337	0.39481704793893	0.813278600427646	0.463802196136015	0.428292562320919	0.706127427299755	0.775983488679326	0.640746599669261	0.366829219783132	0.744004272814147	0.45499986295408	0.454456116806471	0.460282973896086	0.561086114003884	0.31753083248063	0.585430805514626	0.702100216011683	0.56252370602491	0.272824190712923	0.509380450042245	0.390921049570958	0.731239780453334	0.517318637683664	0.646093681000607	0.612361863928074	0.409700235953275	0.624651320239119	0.620775985666826	0.393022553598986	0.264809988791961	0.432071203363172	0.320766256191146	0.553719651468191	0.408826449524329	0.78254167493439	0.733523012865863	0.535012757465421	0.505397024920757	0.46927360440148	0.48331822011069	0.653139332239858	0.275154858641465	0.448334973738007	0.741761302252653	0.500562889765121	0.616221888283794	0.583789111998389	0.70757663789941	0.519347411021582	0.550271892066625	0.713812185319758	0.740293618611134	0.291747440685694	0.837471265135835	0.211858587608417	0.125446874441383	0.518838879142751	0.673050137151755	0.570452934554936	0.612007027822409	0.530447513336573	0.65698601154197	0.27598255642956
TNFRSF14	0.518038288943895	0.575292516422787	0.707818003920332	0.698793296471174	0.81367918520145	0.536215541351592	0.62757972793156	0.764289177969134	0.680746518604719	0.754924284988291	0.753593436548348	0.432714049403598	0.637669051765179	0.707773193146549	0.661242610103922	0.665139831201184	0.430895889590077	0.631473463966854	0.763457264476561	0.577532761578582	0.649335301955127	0.739732037476298	0.753660504870832	0.604493129657887	0.667428137986171	0.750659933183128	0.752608086791667	0.769506636968938	0.786267465344298	0.571871189961999	0.528967159010363	0.709279265116417	0.727321397694044	0.645696984087891	0.581265824685726	0.709833411210161	0.514097659094773	0.697053088529537	0.803835400648219	1	0.530973156270928	0.636623325973775	0.596545432162693	0.711119615791205	0.719432703899078	0.550101651901667	0.591754036336526	0.63972818875222	0.676856219445868	0.663600748933952	0.594059727105987	0.657770394191377	0.708730808886113	0.560344463341147	0.617030277197051	0.697534850820939	0.61180792571834	0.663311715642622	0.480786889103309	0.651483470444522	0.698909619405576	0.685307341493786	0.715708321070984	0.659174588648738	0.775136598300114	0.655669267195573	0.57224208563957	0.554196466616383	0.737455580971517	0.623986218534193	0.656843108769767	0.696771809858537	0.805251406783704	0.718727702352885	0.531077131799345	0.611126099832481	0.651417203137894	0.587928696661687	0.644556523248883	0.708790873241884	0.500199114521516	0.643805769337406	0.714143053470052	0.564134014126055	0.520021246757964	0.610036456948509	0.5472080574938	0.753111412686128	0.704277795155634	0.74626316128044	0.540888400051409	0.603119032563607	0.707758118962002	0.764606465092709	0.483049750167828	0.475314081891017	0.54684643646741	0.440113076237899	0.733109099665559	0.593242991893361	0.828104292142488	0.76136311084611	0.444198286930078	0.688068051808875	0.580835617597704	0.637766254954906	0.691841047116199	0.50051040317732	0.632147066554476	0.818603037383551	0.682183406177698	0.729177253685918	0.570289415171542	0.730326191483472	0.621040576241099	0.648558139345171	0.791738243002718	0.759418483928696	0.566006060927262	0.715603980342821	0.476846131437894	0.391939941020646	0.555202745052026	0.762853544451394	0.636970384865182	0.636316334116926	0.683687978135769	0.767797586048685	0.547825536935363
ITGA4	0.633593624091887	0.6810868557429	0.732993937579035	0.872769369607441	0.705385097831441	0.864211228294285	0.745069225623355	0.602698830432344	0.895051146293703	0.809589075985759	0.492903352748402	0.855418900946886	0.666566173134074	0.775932277003764	0.67527966404952	0.792514182447968	0.847156643996996	0.863710731926791	0.843497304557292	0.31682619843728	0.730729007483176	0.832099116916384	0.830680212069857	0.632804444302725	0.857860373420109	0.682145512733559	0.837747793935198	0.878551167950748	0.860479781312794	0.482356370282727	0.499654632128435	0.820383124492298	0.62342277468945	0.692429505678064	0.923756048097843	0.86001789590756	0.74708373869058	0.696541178446516	0.316275034510634	0.530973156270928	1	0.923879173385889	0.395161023748882	0.829557106056218	0.604376222597805	0.633157120497611	0.80785426571903	0.620508563574533	0.663565477196692	0.676369336592632	0.708280921792378	0.861345895065228	0.281065988827052	0.639539108762661	0.623574208513993	0.896631115382441	0.555800798931038	0.844926896463752	0.774322787773432	0.647002598977936	0.840358638242873	0.782357925308338	0.689889508214683	0.735809076329213	0.225463294547087	0.771768360033741	0.87057370691435	0.826210011363966	0.600829225825106	0.74534616321769	0.894966943311015	0.653672926582303	0.69039372491302	0.737803635290902	0.844803436691098	0.441798753443798	0.926979592633899	0.686126935580911	0.902970465988105	0.853998020479689	0.460193112488778	0.670864391583018	0.566768179308849	0.780320686025712	0.901136285765819	0.799426295896566	0.752306910036328	0.658404679511604	0.820390201477551	0.830927175969861	0.600640002439416	0.772302186139008	0.819806249711595	0.754302581129299	0.872847020057567	0.843227664599634	0.826961560596931	0.810843951793659	0.745737869390622	0.893473808563293	0.525153906421477	0.548521961159712	0.362912008696289	0.792061171155854	0.703944407145099	0.857954837479775	0.701405075802118	0.51382994849011	0.741898227431663	0.692783305723051	0.884869521455619	0.809597584539629	0.681358733354199	0.720036595328383	0.819575466950845	0.841152343820878	0.718131043222648	0.652143091089005	0.886437692995781	0.392779393016873	0.707224823219936	0.843312947157078	0.691180248603036	0.766004228866481	0.680698835102673	0.705177512574004	0.850590690093223	0.728226270194085	0.894156329070299
ENG	0.612531497216134	0.695653083196068	0.783933759505316	0.887312360999169	0.820573081815983	0.829763437603298	0.778278624850588	0.764875671277292	0.904733909973046	0.853802904809758	0.610911865930493	0.821764101973034	0.74773731580521	0.912608886691514	0.721274392414757	0.847735121083502	0.814104234812448	0.884891030548415	0.9334626094256	0.408635222189453	0.781370907003063	0.920333426962331	0.90149210887701	0.643857538548907	0.928239574604084	0.792195114466618	0.915461320893999	0.922151229438691	0.882743381694426	0.585310341133585	0.53863098979721	0.921061080070082	0.80941928899101	0.750626954444534	0.918340458062188	0.93524761571256	0.67462445511332	0.739095811621148	0.515494080718345	0.636623325973775	0.923879173385889	1	0.604565153186792	0.823103095131123	0.682070109839457	0.624362825139401	0.810439948557458	0.594287801281384	0.742204395735359	0.696826301944442	0.761935133590984	0.885656225117818	0.441140945564459	0.71095748777188	0.745188151568324	0.854676524104103	0.659294616636926	0.876650581068053	0.751068516453026	0.696333065873419	0.864804615761858	0.828554913232799	0.790517695773481	0.750494133293041	0.434395277747457	0.904315730187399	0.838658413168817	0.809356773060798	0.772245487213866	0.787791989714076	0.851236022850715	0.807379135707866	0.778120589402827	0.814678169397746	0.804348696756536	0.657709867684318	0.944229005936307	0.737841893924082	0.90498732492768	0.906355671817673	0.478673216094136	0.735424024300962	0.694146443268362	0.891648567622486	0.843934136582821	0.855089783868689	0.751243051443626	0.787873019209376	0.837509382060507	0.909448723964943	0.708376962576928	0.758270247752201	0.901997214398826	0.789968102627994	0.896590155443193	0.800562812562991	0.832830026413281	0.77299831676801	0.739538489048389	0.883413993529875	0.6953894258807	0.666076485954083	0.509153432766863	0.797878280709194	0.734259066928695	0.873846492288124	0.786327888331653	0.495374637298241	0.775742246564632	0.817222149942603	0.887626888730435	0.892047996387794	0.727655331009982	0.814199325923342	0.865095083679761	0.853095152936014	0.773039848816099	0.747851742418847	0.832184935325215	0.578469101442865	0.628022205857442	0.747268974462586	0.698438994450781	0.814863311643021	0.700758557393488	0.753868503193563	0.834924677017823	0.797651138581273	0.81216251709858
