""	ITGA4	CD2	KLRD1	CD3G	CD3D	LAG3	CD8B	PTGDR	CD8A	CCR5	CD247	S1PR4	IFITM1	CD44	CD69	CD47	PTPRC	IL2RG	CXCR4	PTGER4	SIGIRR	CXCR3	ADGRE5	CXCR6	CD6	TSPAN5	F2R	ITGB1	CD46	C1QBP	ITGAL	SORL1	ICOS	NOTCH1	TNFRSF1B	TNFRSF14	CLEC2D	ITGAX	TFRC	CD81	SPN	ITGB2	IGF2R	HLA.DPB1	TRADD	SIRPG	SLC16A7	ADRB2	LAIR1	PDCD1	TNFRSF1A	ADCY7	SLC1A5	HAVCR2	ATP5F1B	PTGER2	PLXDC2	TSPAN14	KLRB1	RHBDF2	SMAP1	JMJD6	STX4	RACK1	VSIR	CRTAM	CD74	LPP	TMIGD3	RPSA	PTPRA	CD63	LRP10	CANX	LAMP1	APLP2
CXCR3	0.809742685519644	0.916908464629716	0.725910399756355	0.940736241262348	0.975090685048527	0.795762741217232	0.934637370120296	0.929629366263558	0.92495483425557	0.593068028098891	0.908938273239003	0.844304783114613	0.904449582433428	0.914694781123585	0.916359974075746	0.723989843083521	0.782787222447029	0.885835294753538	0.925712416759138	0.765966515152877	0.880128073965481	1	0.904510659548375	0.729493417426388	0.760854021341287	0.879227805985673	0.808498902463325	0.756750702876305	0.867031827879034	0.913226026247111	0.867945431003104	-0.758766212311742	0.906734383577091	0.278610896882737	0.631710887559014	0.793991909364962	0.699634338342812	-0.821999801964061	-0.244309816376257	0.707080764133567	0.59143715484454	0.751329805864473	0.354614186156001	0.950388144983431	0.90006885704876	0.944785980056283	0.853833524080707	-0.232270281697757	-0.00914546403837254	0.736057803831958	0.734945041046942	-0.259704086104892	0.299792563496821	-0.23170619626408	0.860957542765691	0.852960598625313	-0.634722642055189	-0.390453167669955	0.625236821353348	-0.720223578747501	0.871066399201928	0.484905129097259	0.295316286662847	0.955050670804976	0.0783269914048313	0.907933353008952	-0.186448886336762	-0.341299741781311	-0.470481421886431	0.949240571621088	0.252016853259566	0.89029886570369	0.853077775156998	-0.244369951478026	0.601050808187439	-0.186893573568633
ADGRE5	0.918082284255377	0.978871467748933	0.83255998804889	0.929378523910844	0.927159140016715	0.863616468941392	0.896772364440665	0.970613937830342	0.901851589686789	0.784822529805484	0.96225462804716	0.938691512000237	0.920604708665144	0.920803544020404	0.944531341452898	0.819942672868982	0.895020307246186	0.980426453231919	0.965758477030248	0.827429907555271	0.859669439160653	0.904510659548375	1	0.842853412224588	0.836495744671324	0.915616833981267	0.901734847062029	0.826645238340319	0.828097119765852	0.893871175453422	0.963100761070833	-0.846537178315705	0.804742993324909	0.501665984846079	0.713232050765257	0.845424981569956	0.752182593303937	-0.89965814289641	-0.39950872018265	0.601784473718414	0.645419268229719	0.786067491668359	0.503724258392128	0.870448584348636	0.842845704463916	0.967273534248674	0.950327823045505	-0.167398432921664	-0.0542848630482136	0.839851865454212	0.779366846857171	-0.235601660915062	0.162920778932023	-0.31190478583705	0.925096457158385	0.786993348609696	-0.702378866298768	-0.392500122259903	0.813289773364035	-0.822132982082897	0.91283301072305	0.465087296972012	0.414656002222016	0.958154693109583	-0.077641081280111	0.945935176054352	-0.268096990113754	-0.261638777196447	-0.565192920061941	0.951563698047176	0.441051788801005	0.870907911757846	0.882832110775433	-0.247504733891238	0.593930087035918	-0.154867088986519
CXCR6	0.892733223572798	0.87487160896268	0.918047868138239	0.831213385530482	0.733405931450659	0.889379259510903	0.750574727383589	0.830596218997328	0.802519620062979	0.636453840570774	0.72360055138703	0.727899259161975	0.830695160389641	0.712643626032151	0.89105738072688	0.917152647706154	0.844711919543051	0.889029411840235	0.838204384934211	0.898202016134288	0.581672694898809	0.729493417426388	0.842853412224588	1	0.531797305603686	0.884607912688034	0.872456137090905	0.90149374890171	0.607396804855705	0.870416015610847	0.787229890121643	-0.728736730622521	0.562940182783146	0.355162405159271	0.579645333392008	0.783787580594411	0.911462878176582	-0.748151895892269	-0.509333154460166	0.473523622411216	0.721890809468804	0.829207604860666	0.50378402018952	0.738077096466335	0.531159017962438	0.841424568900878	0.782806649739336	-0.0342932454819216	0.197146105217486	0.768268867792571	0.698852531335184	-0.30070062933607	0.185048725377289	-0.160775995382176	0.850487902339328	0.764876913078542	-0.567975702720237	-0.192810361807734	0.822195772768145	-0.677141201069055	0.687022915266771	0.351399442110428	0.50945074511187	0.830856589429091	-0.226854346128129	0.855429176757538	-0.250904785680807	-0.102804517271993	-0.48877778626112	0.830037766582455	0.525169548754345	0.788427477095161	0.729542270106165	-0.194599247879387	0.414272081969425	-0.0935331545331814
CD6	0.713012782537814	0.768861557717109	0.502810695134054	0.723469131515008	0.785747857589918	0.71317613043118	0.727340380502887	0.825672195751566	0.710362800843524	0.861894285912857	0.842563758645278	0.789876860485276	0.71272238520395	0.833756519024665	0.690715684887392	0.486319497282154	0.711598029987679	0.75622008323524	0.756887315193279	0.475906400366766	0.867950151084305	0.760854021341287	0.836495744671324	0.531797305603686	1	0.676259414833975	0.765311332989993	0.513961595916012	0.786023799648416	0.61034862819233	0.789968108287656	-0.787131198969718	0.732861016212505	0.507251765999777	0.576206648581379	0.646085342291825	0.424990293543185	-0.811144342617198	-0.314048618237512	0.455971579728905	0.43583016283507	0.478089666559793	0.397841715789179	0.690668528827229	0.784718886718887	0.826972984758973	0.818525044853553	-0.0151984250702718	-0.31793369882441	0.675689761522787	0.611955766301074	0.0397526067284247	0.0178870053413008	-0.452444500205806	0.671907587319488	0.569297594284616	-0.662167578323323	-0.488597938504347	0.535396901831719	-0.766014662994019	0.78466701942111	0.196555658969577	0.264833371440555	0.755217185288259	-0.0692687913337562	0.802002925134507	-0.243967929006414	-0.490405159688788	-0.519869002810322	0.757507511136418	0.237930352617882	0.611145948485851	0.750892926141047	-0.261755995779846	0.536918446774984	-0.295657351011775
TSPAN5	0.96041034639488	0.959177808776577	0.924047825457774	0.949906910640998	0.861824151702102	0.93975514649383	0.918033962992159	0.884745498455063	0.95317680103686	0.724660254851308	0.843753536697862	0.792397172827848	0.941508929093782	0.922028434710907	0.955287194886606	0.9342414780639	0.943525546482	0.913825053611392	0.907005488725395	0.944751787511455	0.721596710833183	0.879227805985673	0.915616833981267	0.884607912688034	0.676259414833975	1	0.937551113748258	0.949128523900131	0.792751193099801	0.958721463837628	0.92848465720364	-0.746142517310569	0.790227580545655	0.397309092982521	0.732463814126496	0.907685187409002	0.917000468594928	-0.793683689107537	-0.374945572027546	0.584402310009713	0.849105112222804	0.832006507658918	0.603827798752942	0.885073359544333	0.698621145733443	0.897365382929643	0.814866017849704	-0.048285451857177	0.206762040729601	0.748397906320978	0.837852277172213	-0.136278218140365	0.234741536795285	-0.141747588631722	0.923828137139818	0.932590177801413	-0.582656622955979	-0.136492146321445	0.801960944904745	-0.688614565262877	0.743563866442658	0.477065961305479	0.471119738978567	0.929082759044361	-0.0114730432630391	0.925427131304203	-0.188442082895923	-0.0908701215367716	-0.492343492281847	0.933931064209029	0.610067212660444	0.895456560858518	0.885939304853165	-0.0874394304022397	0.617657943182352	-0.00764366079940878
F2R	0.932950037889513	0.915770629798163	0.856320146880471	0.864472482376298	0.791293778743876	0.945293799816824	0.831324201485358	0.876206024949607	0.870871955726196	0.830539207091202	0.810261347539184	0.752255225589485	0.858172555617935	0.876428256102135	0.877431996955295	0.879649902738458	0.929931003965149	0.896790088924592	0.847126350884358	0.83714751899865	0.686941239747578	0.808498902463325	0.901734847062029	0.872456137090905	0.765311332989993	0.937551113748258	1	0.868413254311037	0.728195213551088	0.869703203065762	0.887477711667972	-0.792978823306733	0.684217314128799	0.529068289564333	0.636373854192608	0.838590795286922	0.841716405684845	-0.817944932110602	-0.421888224565996	0.497978802920957	0.791978593410541	0.775772738371389	0.614296504067171	0.782677107518157	0.605793639820735	0.876223942471974	0.801716130773497	0.0319148512740165	0.131159634336768	0.769885160945418	0.798583695760426	-0.111743235965082	0.160683886373176	-0.237132770640876	0.887168463051579	0.829883417822171	-0.610287586119262	-0.168379008873854	0.775497449722152	-0.727512773665908	0.723239982581147	0.304966680924459	0.437493826699973	0.858410823805672	-0.14553185178394	0.906902688594571	-0.208121675238667	-0.160607157516233	-0.528032607702654	0.86382331311452	0.629370090369542	0.782694450233784	0.868154851107957	-0.100482675470115	0.633311444997757	-0.0805727991019556
ITGB1	0.954662641605071	0.900731779480625	0.975393532224852	0.902259097337998	0.753118451432146	0.928401459731003	0.862704828069139	0.772015005068473	0.906663931469431	0.627282814482642	0.742350014044257	0.720412995655673	0.913042967272697	0.827765784974485	0.923591080475798	0.976382151135979	0.924090817370046	0.856915456663833	0.850874487440631	0.985920219333501	0.615427422543802	0.756750702876305	0.826645238340319	0.90149374890171	0.513961595916012	0.949128523900131	0.868413254311037	1	0.716174399673541	0.928144633049597	0.855318411969414	-0.62904882567948	0.708793937880873	0.288072889946829	0.764690826539591	0.920850135127391	0.965288739372878	-0.664255462525344	-0.404125842648835	0.539053386489614	0.885655338292282	0.841092329190055	0.639838118690387	0.82542282707207	0.566797032593675	0.797416943871087	0.716984885755054	0.0689136650006457	0.348566875114796	0.633760069952758	0.869617170109693	-0.10499545931316	0.293207159598431	-0.000973439806593317	0.889705834456785	0.895632672199169	-0.455662076834345	-0.00160206255039767	0.849643930146174	-0.573258933715834	0.617231364124441	0.512091389070871	0.603909729877454	0.866722530776402	0.0285284393928037	0.875332281379787	-0.111844532750654	0.0707454977229843	-0.386220922067443	0.876389446716012	0.678737505252929	0.870864278430294	0.807560233627299	-0.0335190420872516	0.493113938284014	0.0946292270280588
CD46	0.765617536206688	0.837400780171266	0.646359469195037	0.872350082920671	0.894422850816277	0.759773702051894	0.868648020541583	0.817469135798847	0.865432507310932	0.658305612567573	0.843612034871712	0.810232374998028	0.843467424087066	0.883855474314433	0.843179426383822	0.629915928300462	0.792312676884397	0.770455605874217	0.873020507767339	0.709797405031135	0.892344010699254	0.867031827879034	0.828097119765852	0.607396804855705	0.786023799648416	0.792751193099801	0.728195213551088	0.716174399673541	1	0.798271657993423	0.86182497172315	-0.557541498701347	0.882148562336274	0.305437774339885	0.792653515266777	0.796418977817628	0.600461231231686	-0.629714416421462	-0.106843053776642	0.742924644811542	0.59980245765838	0.718051957937481	0.439150824162872	0.914730964087448	0.876155566139996	0.856366270702733	0.79518342205382	0.115724014368145	0.105624237157265	0.655446373398381	0.791066344137175	0.0397173090998758	0.427632298245834	0.00441181673904376	0.803705329921152	0.7978892735184	-0.389697426551617	-0.215864339781749	0.566109836985093	-0.537965819765615	0.80570326781843	0.59048261617627	0.510611189521733	0.881342183161815	0.347577416227942	0.848679600863003	0.0818726052219533	-0.193775627050122	-0.252668225124094	0.880076857660071	0.337599328269542	0.86965684508312	0.865190565350374	-0.0120669387530132	0.601626132283303	0.0462508471059367
C1QBP	0.909168779432396	0.935429070906557	0.889840417004839	0.945043513837915	0.883144405802715	0.881860486672715	0.914019632449766	0.892633392604675	0.933332973981136	0.587485530708972	0.832773588549159	0.773965587323468	0.931100276911438	0.881246705769821	0.951039226318232	0.902262877649934	0.903258269060443	0.904685544317428	0.909128241033998	0.936746654615013	0.725841459927803	0.913226026247111	0.893871175453422	0.870416015610847	0.61034862819233	0.958721463837628	0.869703203065762	0.928144633049597	0.798271657993423	1	0.895806119256549	-0.687707687671957	0.800166422627394	0.29595352323183	0.69425138598175	0.8667782899609	0.897619793713091	-0.733568033314321	-0.310311157115785	0.707882280974541	0.794144398362325	0.887821934339915	0.51576551976034	0.932007093461244	0.747156233893745	0.894599748226372	0.822036146763181	-0.0753867484238577	0.261905676740536	0.732203995450909	0.834088890491295	-0.22583776017253	0.379937694473698	-0.0483121053118015	0.948161336560291	0.912591255286515	-0.508836936028069	-0.171462249366887	0.750581966676835	-0.632758616342769	0.776247695184892	0.54512371226437	0.467022549514582	0.938701760932798	0.0941037452393012	0.895830163037912	-0.0891983904701108	-0.0897289186606433	-0.374980390748114	0.935573243381996	0.50477580599725	0.951428272478649	0.866998333984482	-0.0896932957098763	0.619680942384492	0.0201595490634724
ITGAL	0.924986799819831	0.961999443620834	0.840277232950455	0.921627743795603	0.888177771775046	0.853095631362878	0.896708400046263	0.918627868962938	0.91216215904865	0.797853067644403	0.92701036714274	0.900856156947554	0.915103728888034	0.937235200522804	0.929009202675699	0.833470584930534	0.935695180115255	0.928717429651701	0.932811943142535	0.866362512236107	0.814370666438891	0.867945431003104	0.963100761070833	0.787229890121643	0.789968108287656	0.92848465720364	0.887477711667972	0.855318411969414	0.86182497172315	0.895806119256549	1	-0.753295078111294	0.808808580319297	0.499554555557699	0.779707405424819	0.86588880073861	0.774134984130678	-0.805849637205654	-0.347117404641136	0.59245622900914	0.732300463378619	0.795362474796424	0.551283730719874	0.863259760761706	0.813787352424735	0.905306925495442	0.90559667616247	-0.0682897544215107	0.074757355148785	0.806737242681317	0.823106327392432	-0.123783312959733	0.209503170391053	-0.180183067271787	0.925723834376353	0.831350646261356	-0.593280861965303	-0.23361478588722	0.796713607600168	-0.726553198038787	0.84529804537482	0.54154936772404	0.420610214015744	0.92974068453781	0.0580323787582682	0.909913875315194	-0.162248674251804	-0.134768493689633	-0.479275196833592	0.924772707535682	0.540464541160667	0.876148680604237	0.903738128574111	-0.121043771469888	0.626822778924928	-0.0161708825951957
SORL1	-0.782661210227469	-0.833869624051908	-0.692450955391703	-0.78205339620573	-0.785987937051763	-0.773193629140004	-0.758961740014945	-0.837849835846991	-0.764134729226026	-0.741738906460555	-0.827617688776469	-0.812668161274931	-0.774638931309198	-0.777653439800473	-0.779987679446533	-0.653394125970766	-0.658242085665292	-0.84464522422655	-0.78114818586926	-0.613519855736335	-0.759459600067038	-0.758766212311742	-0.846537178315705	-0.728736730622521	-0.787131198969718	-0.746142517310569	-0.792978823306733	-0.62904882567948	-0.557541498701347	-0.687707687671957	-0.753295078111294	1	-0.684365456662394	-0.302055471927208	-0.396358865301124	-0.666602483149852	-0.603441931622033	0.954962635869056	0.672748976002487	-0.220014126629826	-0.431243861384214	-0.445540905790284	-0.228406766353311	-0.639058963165994	-0.682630963809361	-0.832061752058171	-0.789994040131389	0.401231699304506	0.417881387492202	-0.710674786970064	-0.508990339720461	0.328395317134114	0.227260488526065	0.718847513003074	-0.653190849192118	-0.636453773405274	0.931121914104853	0.64678588294836	-0.695507726461079	0.981715520625728	-0.707267745306439	-0.127013401410801	-0.0802169786159447	-0.789844639746783	0.50466568355778	-0.844014451746814	0.666985830618359	0.583727412471661	0.82333074875247	-0.794812606739625	-0.203312336337717	-0.557927398923756	-0.655500243273883	0.582326756136307	-0.266348589278281	0.584446426349258
ICOS	0.776486374408013	0.850397892851342	0.687596126641636	0.919364153816313	0.922777764378997	0.748952467479124	0.959451655102067	0.784083214672823	0.920200988095902	0.529617095267698	0.885990732585935	0.829813522313348	0.910834092705503	0.92574227822492	0.858902372356242	0.654894056817282	0.691608611375137	0.78894051829693	0.875471586176772	0.697783531108138	0.927260278820622	0.906734383577091	0.804742993324909	0.562940182783146	0.732861016212505	0.790227580545655	0.684217314128799	0.708793937880873	0.882148562336274	0.800166422627394	0.808808580319297	-0.684365456662394	1	0.101130257509737	0.707381998043911	0.847747219925289	0.600532308237848	-0.742688435222001	-0.214793475602548	0.584745837551126	0.543928227911789	0.561976135041546	0.367339402214824	0.893394947300002	0.900208876911398	0.828642869498442	0.720052109317954	-0.214869867268107	-0.089112838670884	0.493870287340457	0.776986982701941	-0.135125704502627	0.217340949380489	-0.231026657002304	0.722498677522247	0.80778809335151	-0.609823189662808	-0.382164856902167	0.631506561551461	-0.66105989095499	0.735429175755506	0.514271426303907	0.3204302638513	0.904347715927568	0.173456422289956	0.870398634702259	-0.218965434588947	-0.296123519286717	-0.475749626527477	0.915068864775061	0.223404385059739	0.810892528129312	0.763366702359612	-0.261308330044153	0.428955162850462	-0.205137057060064
NOTCH1	0.388336136510446	0.401642600212177	0.283872096876395	0.249248500228521	0.271879186446939	0.316680764976706	0.210273967824893	0.473536773423978	0.242550412189414	0.638074019010437	0.411727520314048	0.398693711403357	0.253920877137189	0.367618503575505	0.299838550007795	0.320509120452095	0.521946501251566	0.438144488636164	0.36508297580326	0.290072127263988	0.246562582247397	0.278610896882737	0.501665984846079	0.355162405159271	0.507251765999777	0.397309092982521	0.529068289564333	0.288072889946829	0.305437774339885	0.29595352323183	0.499554555557699	-0.302055471927208	0.101130257509737	1	0.365165486804043	0.245011473574346	0.255954134637574	-0.398380001420816	0.0692957964329654	0.279616982934488	0.333289356278848	0.447160095524635	0.520709276936712	0.23275644590534	0.253373538382949	0.405604768138391	0.530220040302165	0.108670015729424	0.0373519204719509	0.564096934141366	0.304699378218036	0.0774668315240933	0.012143466461073	-0.116817411806811	0.503532897043448	0.179875253913408	-0.188896787249895	-0.00419356579029501	0.353963223245142	-0.292647798265877	0.512645084780887	0.0674785977265231	0.225929590781665	0.309099481732046	-0.0458639802197792	0.321076063554929	0.0571729002503552	0.117729062877549	-0.191790976733121	0.290375168202478	0.52189719416915	0.334404196109372	0.475998104870918	0.296195719960955	0.689779507389401	0.235870032410589
TNFRSF1B	0.772914150863599	0.737950020210368	0.737520265691332	0.747122459611655	0.647886026063563	0.683505189830459	0.741879007365301	0.605707320543572	0.746331312107493	0.609902704336725	0.724031947515178	0.720960242906714	0.778285545413451	0.78467497847518	0.748024762464459	0.718745798222878	0.792335336865362	0.692928737231557	0.760865592315379	0.738598858405312	0.673073844809984	0.631710887559014	0.713232050765257	0.579645333392008	0.576206648581379	0.732463814126496	0.636373854192608	0.764690826539591	0.792653515266777	0.69425138598175	0.779707405424819	-0.396358865301124	0.707381998043911	0.365165486804043	1	0.844669384073674	0.62338275522636	-0.458290478035769	-0.0484329256508481	0.576950018555378	0.73958279422677	0.679035400975734	0.698407000316075	0.720772655667527	0.615276946639532	0.667267165985648	0.622846803032116	0.21425692475419	0.303729063717936	0.424685915276465	0.86274736038878	0.1756519428881	0.388383877921496	0.121456859394834	0.742446962246135	0.657424448534208	-0.210319131586758	0.0241420293024367	0.742124369730954	-0.372603157128986	0.59732794948385	0.665620798585694	0.704120285131633	0.73894952444584	0.355934981200343	0.718113620395647	0.158660309841394	0.190021413303168	-0.165217983320221	0.750630452263149	0.647531971916656	0.769496132442736	0.711763515665761	0.22330087371802	0.540971377740419	0.328772794333624
TNFRSF14	0.941327420577638	0.904574784443812	0.917080834255314	0.927118058077817	0.810883274576355	0.902479760685225	0.929555386643679	0.755237379384113	0.927943130384458	0.634836404951114	0.838881101359938	0.798532436953228	0.952095440767839	0.917514241481389	0.916671847305187	0.908276806851367	0.876954754865737	0.868592253331975	0.89103091328151	0.886091793849243	0.763636409964525	0.793991909364962	0.845424981569956	0.783787580594411	0.646085342291825	0.907685187409002	0.838590795286922	0.920850135127391	0.796418977817628	0.8667782899609	0.86588880073861	-0.666602483149852	0.847747219925289	0.245011473574346	0.844669384073674	1	0.822902121966728	-0.710015185175445	-0.329988271346884	0.53543244625796	0.811020814656074	0.727655011515593	0.668761021717336	0.842623773884735	0.680206723216152	0.81977567435915	0.690627030818416	0.00916349515775119	0.207425069020493	0.508794172355183	0.944496365023756	-0.108774189920989	0.259742913148968	-0.0739392054372724	0.835419371611041	0.842941200050751	-0.521019340509659	-0.124536960016501	0.876127733552476	-0.617071855612699	0.647907765855278	0.510318917099848	0.580453120882441	0.901950934403936	0.104577037259208	0.904861692413514	-0.13839332436643	-0.0028172826488295	-0.425342943206416	0.920115929438906	0.619706353540026	0.846260430330122	0.822793412113557	-0.0816364739608805	0.462747464703328	0.0340611811193201
CLEC2D	0.906049627733669	0.832096197632942	0.941171710048772	0.833948275157547	0.669454957854368	0.900096040032311	0.776939810659368	0.735205844991343	0.83908829511099	0.585129491802109	0.633127797380078	0.602199329768759	0.838745074246396	0.738259827094145	0.861159008481104	0.949141863846324	0.877157771749809	0.787659586681349	0.756765544175391	0.962610650308566	0.497103515846933	0.699634338342812	0.752182593303937	0.911462878176582	0.424990293543185	0.917000468594928	0.841716405684845	0.965288739372878	0.600461231231686	0.897619793713091	0.774134984130678	-0.603441931622033	0.600532308237848	0.255954134637574	0.62338275522636	0.822902121966728	1	-0.630116440237055	-0.447121622179939	0.44822584433396	0.882170863523118	0.814319156040594	0.58818653536781	0.746224911621547	0.458535476612355	0.736076538686136	0.666404104085521	0.072821675128425	0.36509094388633	0.634250073117188	0.754919299747204	-0.105735150315805	0.212039154562036	-0.0112863346493437	0.822664770840625	0.872334063803837	-0.447866901955456	0.0483504049999435	0.768293687737846	-0.52879037937564	0.524372659320122	0.378121402346402	0.506655515794531	0.783528231349493	-0.0637343445640611	0.805373775086546	-0.160297347352234	0.0442777778306415	-0.397676250571386	0.793166674535622	0.634764941110193	0.796855304404262	0.717452542538399	-0.061276624288649	0.437597119292543	0.0424369321302764
ITGAX	-0.809885417742343	-0.88081350835914	-0.719415711819011	-0.830192033482379	-0.848314091554353	-0.779874602626582	-0.811329710171381	-0.895119143596153	-0.807199763192983	-0.729355167666356	-0.890387380131236	-0.870612387270839	-0.822121296499947	-0.823194184229771	-0.831369556763701	-0.686708930672902	-0.699551818365814	-0.895840640121221	-0.848615065524538	-0.654153078776925	-0.814592689543493	-0.821999801964061	-0.89965814289641	-0.748151895892269	-0.811144342617198	-0.793683689107537	-0.817944932110602	-0.664255462525344	-0.629714416421462	-0.733568033314321	-0.805849637205654	0.954962635869056	-0.742688435222001	-0.398380001420816	-0.458290478035769	-0.710015185175445	-0.630116440237055	1	0.576636974448638	-0.331767957225279	-0.44178882501021	-0.525531699003781	-0.319014385705915	-0.704595290563901	-0.759133387894309	-0.878157884328373	-0.848478710123699	0.403350414727447	0.366816236142886	-0.75122725338041	-0.565739040503428	0.338714323771004	0.171369406236365	0.630646020799034	-0.720794313255674	-0.663533548966841	0.927023345842149	0.578171025192153	-0.728686064354242	0.940545281919976	-0.804890417934944	-0.171639356782351	-0.14254271519616	-0.849321950234389	0.391965482474431	-0.880964372821915	0.604986038638646	0.510710801425913	0.793729803816332	-0.849351137117355	-0.221322458271185	-0.651225241585755	-0.698466525754715	0.534262187743761	-0.370076799156239	0.499984016672022
TFRC	-0.470863531516699	-0.427061581945535	-0.469785477831813	-0.377146322907101	-0.300714790072112	-0.50038963097491	-0.321919763815506	-0.383860155507943	-0.375436805007489	-0.46078826282831	-0.318259578251996	-0.380966786491434	-0.375983987362427	-0.299316172185116	-0.410772889802765	-0.41545914951549	-0.337407500011247	-0.421080461090387	-0.331452399198859	-0.384184790501964	-0.271292504417264	-0.244309816376257	-0.39950872018265	-0.509333154460166	-0.314048618237512	-0.374945572027546	-0.421888224565996	-0.404125842648835	-0.106843053776642	-0.310311157115785	-0.347117404641136	0.672748976002487	-0.214793475602548	0.0692957964329654	-0.0484329256508481	-0.329988271346884	-0.447121622179939	0.576636974448638	1	0.167114195929999	-0.237943007670844	-0.14620726217028	0.0764152625616312	-0.206652572588223	-0.158857683219641	-0.359189852176394	-0.350145374120042	0.174917206731357	0.335828620035099	-0.428257788056032	-0.16007282968797	0.214040630182119	0.380925208035748	0.55243224932364	-0.249219697665875	-0.341804174854509	0.698066655695079	0.320912973845101	-0.440514066934114	0.689643487163638	-0.190113964199748	0.191548105442967	0.0302987553415375	-0.349288352049474	0.606370760964457	-0.462307520754494	0.662026013461992	0.513535650356959	0.56255888060184	-0.357123372398005	-0.0546641830268404	-0.134799873754277	-0.255800900516415	0.689104730142713	0.244427231476944	0.580514256270537
CD81	0.48038990805507	0.58209233148721	0.421746327757014	0.613715704669334	0.679712792894623	0.485534171722043	0.602955338814954	0.627450607531151	0.59021577087893	0.267738131521899	0.568036837314362	0.500927428997172	0.571683953728488	0.576990203204085	0.613312825267804	0.464195571002725	0.596998927494992	0.564295115972937	0.650063031368261	0.540063051141159	0.577572935749562	0.707080764133567	0.601784473718414	0.473523622411216	0.455971579728905	0.584402310009713	0.497978802920957	0.539053386489614	0.742924644811542	0.707882280974541	0.59245622900914	-0.220014126629826	0.584745837551126	0.279616982934488	0.576950018555378	0.53543244625796	0.44822584433396	-0.331767957225279	0.167114195929999	1	0.465213640327692	0.8005928914776	0.346884263001439	0.81677838136991	0.658628639637643	0.657132336031548	0.579479503526714	0.188616556937901	0.395132574775932	0.517281366879949	0.655254530338272	-0.044063100077948	0.784990935173953	0.356207630392146	0.758759990584116	0.58688748230563	-0.025822682170106	-0.0251059972195199	0.309620591355626	-0.194930445744195	0.713149203290152	0.558660009790678	0.564428018049262	0.674178026704526	0.582342717305593	0.553450104749704	0.465640365703026	0.0154473595945845	0.216829564149081	0.650863527332453	0.261085950709786	0.840229285904275	0.724818949254322	0.243380538475327	0.730806577128551	0.373957439029811
SPN	0.836608165838949	0.712640687356635	0.829497634646882	0.717317328921502	0.529970879729503	0.822352452755915	0.690423849590069	0.587223305118627	0.749966873010407	0.629879655958914	0.538701681920893	0.464272982975874	0.741187257814336	0.736109377337534	0.719263909700127	0.8648726520086	0.888127734297561	0.640776552501412	0.62487292947167	0.856495236446698	0.404922901148003	0.59143715484454	0.645419268229719	0.721890809468804	0.43583016283507	0.849105112222804	0.791978593410541	0.885655338292282	0.59980245765838	0.794144398362325	0.732300463378619	-0.431243861384214	0.543928227911789	0.333289356278848	0.73958279422677	0.811020814656074	0.882170863523118	-0.44178882501021	-0.237943007670844	0.465213640327692	1	0.759013202876819	0.742963053334762	0.672647534009515	0.355864817914087	0.604531794289005	0.519344549599073	0.315756957647244	0.536381330600923	0.463087434642374	0.825705404811187	0.17578257419497	0.321027723532995	0.164446709257088	0.767633227887403	0.808939902800137	-0.21123516991845	0.257949845183708	0.679203821496417	-0.340906523636959	0.382925112395619	0.384882339851739	0.543152002442	0.660013536850821	0.178036094808011	0.676218009470614	0.10980930217241	0.223902846786804	-0.166117776911516	0.677291324590881	0.814969883701359	0.725663499242313	0.721848186374911	0.246781139559379	0.593646560612067	0.313388642349282
ITGB2	0.774540417612043	0.796790972135919	0.775032182256093	0.773956805556726	0.724657305463482	0.75199477424105	0.709001443016553	0.784512266815527	0.752080796912136	0.522757522090074	0.670558522893936	0.640798082955129	0.750035717711528	0.692041813471891	0.821600278278763	0.813211086051258	0.862736878584915	0.784650695291559	0.795416138330191	0.859390948769596	0.545806971339254	0.751329805864473	0.786067491668359	0.829207604860666	0.478089666559793	0.832006507658918	0.775772738371389	0.841092329190055	0.718051957937481	0.887821934339915	0.795362474796424	-0.445540905790284	0.561976135041546	0.447160095524635	0.679035400975734	0.727655011515593	0.814319156040594	-0.525531699003781	-0.14620726217028	0.8005928914776	0.759013202876819	1	0.538516062358754	0.832665756039799	0.582478463035596	0.787813038354583	0.741631853575887	0.185022242779721	0.494476359589608	0.744734447466971	0.778940822805788	-0.137174128506706	0.603695650166835	0.24200959011292	0.926746051967319	0.769758910640525	-0.224171635491625	0.0720446103830229	0.640639899271768	-0.380627331564939	0.726831172028025	0.510100240654664	0.594853566664922	0.7992214183756	0.279615261341496	0.73907667728597	0.224869518749745	0.115107099773966	-0.0643440496019351	0.781461373452949	0.561728602229815	0.905584339436243	0.818755469565251	0.14001122044432	0.68061448915715	0.307311488396157
