""	LILRB1	FPR1	SIGLEC10	APLP2	C5AR1	P2RY12	ADCY7	CANX	LILRA4	HAVCR2	TLR2	RXRA	CXCR4	TREM2	AXL	TMIGD3	CD4	ADORA3	GPNMB	LRP1	TLR7	LPP	SORL1	CD9	TLR4	TSPAN14	ENG	PILRA	ITGAM	LAIR1	ITGAV	SIRPA	IL6R	CD81	ITGB1	KCNQ3	CD33	ADRB2	TLR1	INSR	PLXDC2	PTPRA	CD47	SORT1	C3AR1	ITGB2	ITGAX	TNFRSF1B	ABCA1	PLAUR	C1QBP	TNFRSF1A	SMAP1	CD46
INSR	0.765472057343764	0.610495105802486	0.635332175331681	0.74521785404124	0.493872566874836	0.517901390670054	0.628936183624328	0.628060368592119	0.455617296764773	0.686526775017581	0.611881882323126	0.581248909998152	0.580968609409012	0.353381868625072	0.846853678868428	0.545621690313524	0.668698505473919	0.692395658967938	0.581289942198503	0.622260798475391	0.681202929018863	0.645571110262253	0.706646594251916	0.291200464362323	0.621421069064837	0.792434118915394	0.481773907795513	0.546137423889606	0.590421563327927	0.813275484386959	0.644917973557585	0.558909201330581	0.797328203605778	0.622680249464869	0.710727726126963	0.626231431758295	0.705353539931096	0.618948568833437	0.332323702624602	1	0.665720420681861	0.842914093566247	0.777562974339805	0.653663317869371	0.8186003197727	0.597815634882217	0.585986715063599	0.665049415121103	0.574685265629004	0.494526961288478	0.282192793480079	0.41986257581105	0.410590254287702	0.434858029782741
PLXDC2	0.754698820450021	0.578623630145518	0.779944135176863	0.901459801283715	0.483689305729497	0.581284261413614	0.895671089294387	0.807806357516486	0.805527428178731	0.924088231638827	0.792962571802822	0.801892879593362	0.578400666981265	0.748048739936633	0.88775636002591	0.80378524335026	0.893802825702982	0.802856598498613	0.784748368574744	0.768445423654809	0.778674189288845	0.895414402716924	0.931303937820139	0.713669681369362	0.76781635942011	0.869954497354041	0.798871488335304	0.903358487668245	0.668793947425669	0.874196555665952	0.564865506214515	0.566405688526844	0.843665221342135	0.901187504801706	0.897475311428905	0.719493477624314	0.637192860702013	0.687206198714955	0.449789116922461	0.665720420681861	1	0.648313026402147	0.731318712328348	0.877028309762764	0.679353340744252	0.840712996973711	0.725328653734057	0.814144943576785	0.680288074987768	0.462428594626337	0.729804374956871	0.769387175461895	0.713157123457635	0.527638595840422
PTPRA	0.733088434299982	0.582055898152607	0.61562828907471	0.689299781179914	0.321280478840764	0.63703245217494	0.652207616243691	0.68344411212805	0.497584121008493	0.675937855851117	0.55148027240904	0.494043017274108	0.48328686423547	0.479070928937102	0.795684701354684	0.52464367393966	0.680978657070955	0.783641682757232	0.651243861557399	0.601463781028762	0.776256932446242	0.590154329250786	0.682916876854032	0.432916464629549	0.51290863474602	0.808430299250329	0.549737748908395	0.533702460624444	0.562857314495674	0.768495127509783	0.610126814680726	0.563735572074226	0.82641190217861	0.606808515828087	0.726278154186311	0.628722292862707	0.632845966089119	0.56207291181635	0.455675302657717	0.842914093566247	0.648313026402147	1	0.735610935222877	0.607738005080238	0.842202653110365	0.677679844897033	0.549801226515615	0.678307379302222	0.463143532936149	0.444128673937426	0.369625942711799	0.520071550242487	0.556585064096853	0.554319090743257
CD47	0.69556983675196	0.703706332748691	0.584534242608766	0.723276794842333	0.576044003046757	0.316878901762661	0.757066648903795	0.480310091633679	0.459668661769197	0.832434747433154	0.536180624430552	0.598889619150311	0.671608335227586	0.305285499732182	0.791207544649175	0.640238399490271	0.644906379821194	0.712684843514914	0.47410532927536	0.67292301634282	0.726195634894893	0.759387206742921	0.67990065704508	0.318598429372954	0.737394299319606	0.769607276851608	0.515108193640446	0.655176979439895	0.403821425529751	0.758740105256288	0.629302869740698	0.418407808637378	0.723136652100466	0.615921083821649	0.797585037714566	0.455823170536499	0.487235945138324	0.715167337614714	0.256293258246142	0.777562974339805	0.731318712328348	0.735610935222877	1	0.606196257614881	0.711898079140633	0.548296720385968	0.666277578759243	0.712006688903619	0.649275679461347	0.53513990747296	0.314718972431967	0.638455392001814	0.615841970020781	0.355932240526165
SORT1	0.712163750907689	0.423824325248731	0.838380358042112	0.745571619084864	0.290417615635211	0.637584444697573	0.77970886174239	0.788696060241548	0.776108092842335	0.763479474965894	0.793618990271733	0.633122820272299	0.365837883201226	0.657556898864186	0.771526100221104	0.59756462351233	0.753387254162112	0.675779641905934	0.739656217477623	0.535850250681298	0.673804951024636	0.795853867297535	0.85348711505849	0.551258612525583	0.594961707477508	0.851788788414373	0.697613891509553	0.816123845861983	0.5788218731694	0.740859959371462	0.369580014788374	0.665267189090605	0.796675328734435	0.787073619845116	0.80334424146668	0.770018887947756	0.651985436755319	0.559418461918241	0.423061333070246	0.653663317869371	0.877028309762764	0.607738005080238	0.606196257614881	1	0.692309261208672	0.760104226222433	0.510363362197312	0.611461523571294	0.455534612904457	0.265169831181387	0.641817485650513	0.647915563042504	0.550325828599362	0.534849054884651
C3AR1	0.802764427722955	0.392605906231977	0.707686039960943	0.695311310241744	0.247532915671429	0.683084487769152	0.612781854849519	0.690059507794445	0.528439963463181	0.624191304101001	0.637885897823597	0.385650508557061	0.329002551922157	0.48610939143839	0.776600848283279	0.475586217812013	0.641007479365763	0.639521847503594	0.628276946051516	0.49611277158932	0.624262407204771	0.653809097216872	0.709993633712033	0.356895917263135	0.492863874704463	0.852424204461003	0.420804780347451	0.524970627065108	0.457414456848221	0.775342907476766	0.596364568928899	0.684268636410439	0.731683927253951	0.564475233382956	0.719142424803078	0.653719689202465	0.760629737026652	0.705703289277696	0.585704010690925	0.8186003197727	0.679353340744252	0.842202653110365	0.711898079140633	0.692309261208672	1	0.618074838740664	0.477388130392772	0.613795860593639	0.380900659136379	0.368696305924613	0.415741603581522	0.411666048103345	0.449339338517632	0.684073088605731
ITGB2	0.732758600852209	0.507894507236686	0.61334231139393	0.841479087023909	0.289278988407658	0.758767658790127	0.724068096371851	0.916664944451534	0.857329507006983	0.820353565546344	0.776035388392877	0.732733770013108	0.447011630542259	0.877949727900802	0.841178001790888	0.725063433865448	0.863505664102379	0.791417850219186	0.856886238052631	0.719304360396521	0.828421811038965	0.690292712828619	0.917437591353478	0.821064750345723	0.530704254306325	0.735712535015749	0.856186933562402	0.797798189029998	0.716439292066309	0.811844700078374	0.475483017743931	0.629417720956027	0.839946208375321	0.920341688420672	0.796049909084063	0.696832674657973	0.733438996708011	0.397243475733702	0.427564485722169	0.597815634882217	0.840712996973711	0.677679844897033	0.548296720385968	0.760104226222433	0.618074838740664	1	0.550851146835234	0.726011625947983	0.53543185640999	0.402523080417324	0.823041951986477	0.672915263399289	0.589770205938906	0.550846513912714
ITGAX	0.420457936591552	0.799318670016582	0.526748883110003	0.814071850396158	0.844902288606128	0.193141129380656	0.755421712131865	0.475255459385085	0.461778118376513	0.757820005887531	0.513339970379342	0.752571382977418	0.890927484229826	0.412281817842746	0.767689628865151	0.738310597058739	0.729027526474791	0.837575656234325	0.623871230632034	0.901506889906226	0.671959312739209	0.695653133332042	0.604112508890127	0.620125680925004	0.909005761595152	0.731699882418229	0.606899887624883	0.632662283640479	0.754584495332377	0.7472729406135	0.886347767683979	0.0792546479889011	0.725702932768208	0.737794420386785	0.684463151318133	0.303276315025324	0.499686120986297	0.652427050122425	-0.00371411637315938	0.585986715063599	0.725328653734057	0.549801226515615	0.666277578759243	0.510363362197312	0.477388130392772	0.550851146835234	1	0.892834472998292	0.888668774147221	0.890731164893111	0.361139340015014	0.455878960286352	0.830030456893378	0.114151831091697
TNFRSF1B	0.585736912797381	0.803189765783172	0.575987931613107	0.877349540289316	0.684375057331891	0.400724682518	0.758814306997417	0.649674842803593	0.683442082583963	0.832471301126928	0.598353526678033	0.708619825006742	0.823754386893923	0.600651059602524	0.851460784498357	0.776026162458241	0.895002218878141	0.897255309653323	0.787368112799833	0.92629643880471	0.751003844612682	0.679072156778437	0.77446462982379	0.693921252674502	0.880219652124697	0.78502836003575	0.650340198420834	0.726839968631777	0.760570309560122	0.804637992745949	0.835235210654851	0.303392904934189	0.798305262064357	0.84584399985111	0.746912907587185	0.496585836057186	0.55212596331903	0.681290423254237	0.159852171344991	0.665049415121103	0.814144943576785	0.678307379302222	0.712006688903619	0.611461523571294	0.613795860593639	0.726011625947983	0.892834472998292	1	0.865006915685548	0.787862145828963	0.523534733355449	0.6306342701972	0.826795542129363	0.243714079189554
ABCA1	0.49622314902553	0.798219553790469	0.420349867385998	0.749101222920588	0.838667548345582	0.108337161285673	0.66524445943627	0.47546072753353	0.48112993558282	0.745196058515941	0.537952439341771	0.748497057887102	0.914785397037971	0.341215410553646	0.737700294164234	0.766628410481199	0.713536643010286	0.733459980089639	0.554192872400282	0.877672233037205	0.567431108836121	0.655547996094287	0.617896135914955	0.535283270052035	0.843006392858874	0.57716733777339	0.586366404791028	0.618774255896669	0.728196309472939	0.676277522147988	0.774751507532532	0.128961784840107	0.638997638994982	0.738394493012588	0.587138021888995	0.259031347588356	0.417923859027731	0.540737096564975	-0.080560860208934	0.574685265629004	0.680288074987768	0.463143532936149	0.649275679461347	0.455534612904457	0.380900659136379	0.53543185640999	0.888668774147221	0.865006915685548	1	0.777751426940481	0.408667307943744	0.457700265967751	0.649250409772176	0.0111966013442201
PLAUR	0.19927204891741	0.778594500247321	0.304608324804354	0.703091310480446	0.863546027989879	0.0673766698172172	0.543097366152433	0.259571112731302	0.272459137147295	0.564391716684609	0.269593045118755	0.595902640006777	0.851170453090742	0.215124545515848	0.602229534585148	0.567049170391942	0.55583291780203	0.741442140570554	0.493072181859726	0.824443914375033	0.612633001350325	0.472811049137647	0.385847538892452	0.488961382385113	0.805095203193053	0.579525423422689	0.418634952427449	0.399105617560022	0.662687805310204	0.599408702897224	0.915975296435823	-0.143585355756757	0.562706099690059	0.564751777065346	0.520477360535801	0.0809156435517847	0.444997898466105	0.520027497320277	-0.218309095412897	0.494526961288478	0.462428594626337	0.444128673937426	0.53513990747296	0.265169831181387	0.368696305924613	0.402523080417324	0.890731164893111	0.787862145828963	0.777751426940481	1	0.168232759968278	0.200296984044654	0.732871253917911	-0.0988984424236645
C1QBP	0.643620106335449	0.211588432270653	0.591477814262285	0.657071950342354	0.0863759116455577	0.681918585550628	0.636427446683747	0.787768522378113	0.848264176723569	0.646881482582	0.731127460600644	0.54948266343538	0.183788491244717	0.821445359816065	0.590110304603603	0.629056107578133	0.657334351091326	0.504377785504115	0.679789604698627	0.544120727692363	0.563570348405735	0.629801564038105	0.787931936254496	0.777921510966223	0.312940585802439	0.516829381233632	0.731751654830553	0.717363766568878	0.482018180611398	0.634812394720831	0.244497297627038	0.600412939624603	0.545228332956553	0.758337437659273	0.652561336400968	0.501088013683772	0.530289959120289	0.251714082699148	0.418182511461219	0.282192793480079	0.729804374956871	0.369625942711799	0.314718972431967	0.641817485650513	0.415741603581522	0.823041951986477	0.361139340015014	0.523534733355449	0.408667307943744	0.168232759968278	1	0.615934577511653	0.442063625756108	0.542658112909648
TNFRSF1A	0.567960244893176	0.552461187113691	0.629374139144181	0.623690391957938	0.242815578934199	0.502327127172855	0.756642440113914	0.550711051099766	0.741843166073721	0.793525240268214	0.504820212324028	0.537522721735631	0.435565785566333	0.658786344230725	0.664597813209884	0.732128001446364	0.712198401516481	0.651378540635147	0.553195821996171	0.603089218653615	0.691975054450543	0.61889590676651	0.718729901432691	0.624299268832523	0.577106860397076	0.589190680500158	0.593355917206626	0.845317272227428	0.382197878393466	0.625555124800514	0.253611902785466	0.460803712842771	0.597081610529224	0.703773055462911	0.740091375437424	0.585400539347092	0.227458470579367	0.405284559674421	0.352893170255565	0.41986257581105	0.769387175461895	0.520071550242487	0.638455392001814	0.647915563042504	0.411666048103345	0.672915263399289	0.455878960286352	0.6306342701972	0.457700265967751	0.200296984044654	0.615934577511653	1	0.658350829989715	0.328674070858153
SMAP1	0.343114225771042	0.748038820433786	0.582632728658829	0.730922096812989	0.603994366878128	0.316198295403453	0.800870970005206	0.427814055467817	0.562908786838808	0.751760389056793	0.427508602084493	0.619208743254615	0.709261942949789	0.507644620135182	0.657459141910553	0.667400118673949	0.689416421455876	0.865446185941857	0.646000786092656	0.787421674651119	0.783769984684806	0.649112827600132	0.566353890057561	0.698424573256843	0.808251173438588	0.752508665598957	0.633689362303906	0.67318767216516	0.576026844106467	0.650658076550379	0.697581637309334	0.094208203431248	0.672606886678548	0.684670809355588	0.747041747363629	0.306105663311614	0.318360766440161	0.585138623378275	0.0879667011911639	0.410590254287702	0.713157123457635	0.556585064096853	0.615841970020781	0.550325828599362	0.449339338517632	0.589770205938906	0.830030456893378	0.826795542129363	0.649250409772176	0.732871253917911	0.442063625756108	0.658350829989715	1	0.166834470288294
CD46	0.736721348082741	-0.148412879225937	0.520143863133439	0.421422431286087	-0.274518910491154	0.742478558408191	0.39317348393773	0.67903956615297	0.507315221599562	0.415977081738594	0.583904539368823	0.215582593932557	-0.165154637725395	0.602582648276563	0.4795878244811	0.194297041961455	0.425240834704038	0.300459912437759	0.575991206709441	0.144307500718083	0.357903547549768	0.513184264082942	0.624907391452424	0.316664963723074	0.00719161087856082	0.558546664866276	0.500380501280371	0.324726312676952	0.182866993911848	0.531561099213918	0.158971786678255	0.769351108796288	0.525846612764992	0.396880791570995	0.501357135594094	0.580500109443162	0.615574344922095	0.360259835440893	0.866949739274085	0.434858029782741	0.527638595840422	0.554319090743257	0.355932240526165	0.534849054884651	0.684073088605731	0.550846513912714	0.114151831091697	0.243714079189554	0.0111966013442201	-0.0988984424236645	0.542658112909648	0.328674070858153	0.166834470288294	1
