""	EGFR	ITGB8	LRP4	GPR37L1	AR	NRCAM	CD44	GPR37	SDC3	SDC2	CADM1	LRP6	S1PR3	EDNRB	FZD3	ERBB2	FGFR3	AQP1	PLXNB1	ADCY8	S1PR1	TGFBR3	ADCYAP1R1	SDC4	TYRO3	MRC2	IGF1R	ADRA2A	CHL1	NOTCH2	ITGAV	ABCA1	MYLK	LRP1	F2R	LRP8	LPP	LIFR	CD81	CANX	ITGA6	INSR	C1QBP	COLEC12	RYR1	VANGL2	KCNJ10	SORT1	RAMP3	VASN	TSPAN5	SORL1	ACKR3	FGFR1	FGFR2	ITGB5	NOTCH1	TFRC	CELSR2	SMAD3	MCFD2	ANTXR1	APLP2	FZD7	PDGFRB	PODXL	CNTNAP1	CD9	SLC16A1	RAMP2	PTPRS	PLD2	CD82	CD47	PTK7	SMAP1	FZD6	PTPRA	FZD4	RYK	CHRM3	TNFRSF21	CD46	TNFRSF11B	ATP5F1B	PRTG	FZD2	FZD1	PLXNA4	MTTP	NCSTN	PLXNA2	IGF2R	SEMA4C	PLXNA1	PLXNA3	TLR4	TNFRSF1A	RXRA	RIPK1	CD99L2	ITGB1	PLXNB2	AMFR	GPC1	PILRB	APLP1	SIRPA	CD63	C5AR1	VSIR	LAMP1	STX4	AXL	HLA.DPB1	TNFRSF14	LRP10	CD68	PLXDC2	RACK1	TREM2	TSPAN14	RPSA	CD74
RAMP2	0.942912917268501	0.702708119940164	0.905464647228468	0.947242487710682	0.733963935855015	0.890244794245801	0.92515570788426	0.972957257433552	0.948495902171666	0.896176282286028	0.924243221077457	0.592956039856567	0.779516284160679	0.878046090149488	0.743877309764426	0.837486511581689	0.896387325051365	0.94991108024261	0.93575125302335	0.410832754769899	0.84050956562787	0.916975788890809	0.894849546416267	0.919220488930043	0.894173396413159	0.858004694815131	0.694337223399436	0.350867431430272	0.915728346513168	0.81445164277706	0.929357162831673	0.75815260624326	0.830155482630755	0.946068409348213	0.887543483150786	0.940288991875765	0.877746536094557	0.86317255830475	0.934186319728356	0.897262435648831	0.914714784254977	0.605457348090605	0.935340172847842	0.565693345655876	0.795013030708303	0.535003987119963	0.923357303761346	0.832095884054165	0.937371639370788	0.855853793579868	0.951635830940295	0.65481129207953	0.833394523221084	0.917883497638493	0.862892321281878	0.849675984675073	0.751748756782586	0.887171906734705	0.900616432417359	0.547200870659371	0.881485052332712	0.763262909393439	0.918077015160405	0.889426676405496	0.683370298884926	0.939236301764144	0.897582575088494	0.900494501304081	0.828180332568213	1	0.368282072306441	0.825449165066424	0.901732417904395	0.909252746968965	0.737619166243816	0.876106010248689	0.885694259961561	0.959609440380429	0.939183010914569	0.77087274513434	0.826897254597555	0.911895388651481	0.748566371521252	0.878513482659764	0.925893622871095	0.652233249048882	0.713349143915768	0.888963724625616	0.843950422655507	0.951549554895591	0.918567957494575	0.952018818573953	0.81253054855293	0.575089457090713	0.891817520907294	0.933537239394003	0.568791809729859	0.907493857394564	0.774712429286009	0.770326787107999	0.947278005947475	0.622470900731419	0.815084928035308	0.84178949837147	0.862239882394126	0.75689304899623	0.912310327566758	0.90333356761236	0.946119289585134	0.183352960703108	0.696045879022265	0.912453853202387	0.530834674213029	0.372898817014808	0.485344652558985	0.834647756259082	0.915474964540274	0.29855785136111	0.192375980784835	0.591340594722876	0.257534828363793	0.400849333522985	0.76121655445002	0.447741122195862
PTPRS	0.349164207525731	0.875135291417394	0.65157571511185	0.396113024423445	0.805069002890978	0.657513014786784	0.603049283786282	0.400619602583842	0.49940303810917	0.584651712771547	0.599274087706427	0.857809957256271	0.40354304778987	0.614134026993148	0.831402585529064	0.426093809138002	0.59178380868413	0.345760182020286	0.583829359360311	0.845266162222014	0.521811083841151	0.579634258747351	0.705314093123794	0.665222955410279	0.591546088517274	0.726670026394314	0.796534132190481	0.48501212792529	0.614626880556435	0.746517327755153	0.560663965747905	0.80470984442654	0.72653472382185	0.455810783426946	0.639236061434239	0.350888929756303	0.658898272605611	0.697944432906677	0.301328352038051	0.69628795201886	0.620249054925233	0.825676838352464	0.3633576060295	0.602995159561167	0.793012890528361	0.95492695711778	0.494686231101705	0.52251047237758	0.352505994576182	0.733945901708879	0.462541695102713	0.546106823059725	0.570908460782637	0.296464912732737	0.648859961337402	0.697469987850924	0.789736606566137	0.555708613547174	0.636002794983611	0.86078205699154	0.724625345560935	0.69959529104907	0.634874802719577	0.61966038166702	0.818415924552539	0.349433527485347	0.454578343723996	0.505830671040276	0.75903455102333	0.368282072306441	1	0.613611139250902	0.617277839744441	0.490826579701356	0.550114454619658	0.475049100665571	0.571373683509413	0.528146153586549	0.395112803969801	0.792984368620112	0.639777842556672	0.257068594854974	0.656442921704276	0.428157446818582	0.243365332012602	0.810207042539527	0.762392429186834	0.352957081462655	0.741018850433141	0.502746911974823	0.521540185514904	0.471497720690349	0.558653935426489	0.824806221297712	0.677560594424456	0.466145234063499	0.565083529265577	0.333732636122032	0.793571764193332	0.41966380635094	0.439131902067828	0.598119827790703	0.547548321887403	0.682554713755601	0.518385651480154	0.821713199031527	0.453867466778361	0.45533243696948	0.367894171760833	0.351878305437191	0.397324518264649	0.542475749138592	0.335073699217254	0.184665750122333	0.109199391969343	0.518492680300168	0.454623686058129	0.112952665674589	0.16983077868145	0.15219052638622	0.109687178004889	0.270949881415616	0.203048969099351	0.0842802604726156
PLD2	0.764899415887475	0.832721843203623	0.864275096268947	0.819024822512097	0.915188222731884	0.856612465812077	0.875514604506994	0.837921974888359	0.816187051611894	0.804787555589253	0.8786726531935	0.810424303271832	0.804884044164681	0.922850828167858	0.871735656207869	0.893345941883274	0.920351396014696	0.775782640436471	0.890132143946887	0.675388060113428	0.817401225796175	0.883768092284818	0.899583147318586	0.8710236865462	0.809746968155423	0.825381146451509	0.820826489440065	0.677003144894541	0.858882643301143	0.891582056005382	0.831116780995205	0.903303258757208	0.838683893538299	0.802835250105389	0.93277528517873	0.755485947498882	0.872744901752655	0.891409897657817	0.763182341268161	0.865373862594594	0.846733824953203	0.870635794686106	0.822491013003811	0.651034653170881	0.880736634626151	0.696622124983338	0.890382382473167	0.750893127101762	0.812045279812733	0.833823285511627	0.882522541519728	0.694826760276927	0.899080148104947	0.750856571678948	0.845241082134818	0.898121956226474	0.906157069551622	0.856967822839642	0.835165989017794	0.666379002142899	0.889355127512013	0.83019608082386	0.866889655712847	0.816722326028353	0.842965178650241	0.796369977153812	0.855086516196408	0.845550055154523	0.898896310339297	0.825449165066424	0.613611139250902	1	0.835759277882084	0.85902499956545	0.878493947093936	0.848474000218694	0.903524781201925	0.856984607794256	0.794671945440266	0.875255405810524	0.769922063630752	0.67299190291279	0.792786867567398	0.671688521155178	0.704118462687729	0.803798881519759	0.777584206633765	0.73567906323393	0.794058724117917	0.839085015976487	0.832346369134507	0.8347846984229	0.720369067286659	0.811233717229437	0.895166319635591	0.859676787774752	0.593695648360954	0.734482969399451	0.834181623918248	0.616501623981891	0.780727335582894	0.642771072041298	0.798087481340444	0.939427864299523	0.909903082142252	0.877953857875909	0.787589191399882	0.839014437886861	0.812887332351512	0.242815888572094	0.575646404759588	0.806078799249997	0.426709446243823	0.304460587538437	0.33665807080673	0.710515043510158	0.815256649145726	0.195901481613909	0.150627059873026	0.495088096015681	0.178648762661978	0.292447958425298	0.616335982221755	0.289221595300713
CD82	0.91532792163024	0.858037091560803	0.968320481709295	0.925048242375	0.852059057358139	0.976188955984601	0.974946007358062	0.937367590483087	0.969452883651319	0.9638462860651	0.953483909505686	0.726722336633797	0.70970170702941	0.929781320953463	0.857975517212113	0.734654306721589	0.931716338184414	0.910829299300092	0.967485053236773	0.527284746725584	0.80403986133891	0.94421455767609	0.942875461834203	0.963526838636085	0.90982451947426	0.976486667334017	0.829146623697269	0.369653069351465	0.965203653762092	0.917865900407664	0.976007194875978	0.900532621463986	0.940019543733633	0.96291229389523	0.919421197263225	0.913633375066441	0.96419598966549	0.961119380371932	0.886279168625372	0.974306222408923	0.984819220766705	0.785199254771159	0.878354494445529	0.546686393739735	0.911269474944797	0.758268572423953	0.901409260434241	0.923768398344996	0.844639922646748	0.914387600377024	0.911212951136004	0.792753829718279	0.820834104008918	0.863810563794478	0.96062202257406	0.943969891695651	0.883467468225797	0.925123904559896	0.969506141559319	0.774582944231026	0.955687887087929	0.804882932170081	0.978257774631947	0.937127602366175	0.857790729247363	0.884137945440174	0.885594164126982	0.923360594615463	0.931578268738809	0.901732417904395	0.617277839744441	0.835759277882084	1	0.947472743909837	0.743747110611147	0.869443326982235	0.869069961636865	0.965841041554416	0.895590489407578	0.914342800143729	0.929026714948248	0.879645909466944	0.890145354976406	0.901827185311013	0.86443887932167	0.741505059841907	0.924002311652915	0.889960024648199	0.954008054771512	0.940870091385554	0.966101187034503	0.958904060556259	0.911946639811058	0.797213021780587	0.974259263719085	0.904643704100049	0.769582259819263	0.902442131684005	0.92427526261533	0.880538044777783	0.965298172261096	0.764858427573473	0.885894127803543	0.865712816361472	0.872094469856369	0.926669522275258	0.909304457669165	0.909203481749054	0.901238086863645	0.361385615372149	0.81021197210816	0.965259303863095	0.660710782138709	0.491758751222723	0.524934097433191	0.931847805126293	0.942489533549711	0.394952089685628	0.34213202024457	0.590213059473422	0.359350498450059	0.534108401568592	0.730183624210947	0.498692104197676
CD47	0.927339423780765	0.73746189208889	0.905749691525399	0.924281166475071	0.800130189140387	0.904189815351027	0.933655545655058	0.94871183144718	0.939216832940389	0.893744227848616	0.938666599834721	0.645113307827123	0.764323078519913	0.91189256121045	0.759403293507974	0.77733680295691	0.915880259092608	0.911173001984408	0.942901280770463	0.413892696149517	0.822692059213843	0.91542567807496	0.886168462602087	0.90956515830906	0.886573634658948	0.908400746086839	0.720035662723081	0.360371242308324	0.914106516211467	0.87147622512451	0.964574767119461	0.86211529797539	0.896517302909336	0.964030571828028	0.879475927623716	0.94038171087371	0.955800727784673	0.88549505396925	0.954134275032881	0.905865370364772	0.94180692621436	0.764968629541596	0.934122179231118	0.504755569383688	0.867478670575365	0.610432906621175	0.922649719791678	0.928619820816984	0.896722241014424	0.839874389358814	0.929666053434529	0.827943989853887	0.840317704499039	0.919624743994053	0.923683028667607	0.9188002734623	0.822300511313605	0.9525074701998	0.901318743684309	0.722987315616344	0.907609943123407	0.754604562186724	0.94249503685892	0.856533095846262	0.777376059301358	0.913717332143193	0.892315630823379	0.976437396697343	0.870170663193398	0.909252746968965	0.490826579701356	0.85902499956545	0.947472743909837	1	0.740924694444543	0.938396923675731	0.853674582921864	0.953694042151193	0.901687636121505	0.881280378182503	0.855097260165635	0.905412338197225	0.866837469347742	0.880928627491868	0.926768063891573	0.700378746546318	0.845102511224704	0.934895298033233	0.846724544289447	0.909865435888356	0.951217212150222	0.954236750609221	0.904188607025945	0.76947049659575	0.930613057372167	0.961359654837321	0.759184918077367	0.955270254750339	0.856178763392303	0.887914822316648	0.950110703784144	0.795709954798847	0.900840089440765	0.838727060881796	0.885177393972739	0.84855483463637	0.956357378363953	0.968167228433506	0.967628203316886	0.428235202588626	0.824676858767455	0.95519302881407	0.686621524153142	0.584683487803938	0.650899127341045	0.909666861592672	0.970935580268196	0.498056035262225	0.429052017751099	0.746943552385261	0.478447533677071	0.587997576715262	0.85774768313446	0.623419174595449
PTK7	0.719314850507815	0.821126019935282	0.788285455332331	0.791987111891243	0.863866937316401	0.784216558693211	0.791527793509035	0.768475779993126	0.748908564430775	0.711507380234235	0.84979936768976	0.853491463722092	0.861918561724252	0.872525633446164	0.860298133009041	0.929686797921033	0.856505858416659	0.715494686198159	0.857082817345913	0.714266820488141	0.832902414956789	0.845110448843519	0.85906801098761	0.81168682432959	0.786409035217416	0.729076477553962	0.77052908651436	0.786067134329796	0.802961208005658	0.862316472063024	0.730450552642565	0.811068773644947	0.741487352487615	0.689155860418903	0.911883103122583	0.660732577503626	0.78333852361679	0.822371271850886	0.686365295787786	0.806635047907064	0.735659659965052	0.829065814763708	0.803754392072606	0.766373598076883	0.750113970464126	0.620493325238059	0.856146547707126	0.598945903071258	0.808753649286124	0.766482031211121	0.827123510895489	0.530068478711863	0.908632543527515	0.725737032386934	0.738692074676611	0.83973527663131	0.855333641418552	0.803466702955266	0.770696310499061	0.525871302379737	0.820506560752071	0.825683872549669	0.790494250335377	0.690881330070442	0.718258602718605	0.764412108736939	0.863698345061305	0.785459003762674	0.862304321381571	0.737619166243816	0.550114454619658	0.878493947093936	0.743747110611147	0.740924694444543	1	0.819883800519433	0.892211969175733	0.803961207049779	0.688703369643904	0.806868598230768	0.765335157676955	0.603702166538501	0.638314753365021	0.639010371879137	0.603051552199659	0.678767539978869	0.636987466668198	0.57353138096497	0.702783027284732	0.808521759051353	0.78655619042622	0.768943559605881	0.556572438701258	0.723626436251707	0.822278229115937	0.799774241367552	0.40248464951287	0.610068354490904	0.773758382686567	0.423697497344416	0.685092097385464	0.507665418910074	0.643298443203786	0.886728068791843	0.8521335937939	0.787069699757834	0.656213949615246	0.720568118187454	0.730899843069435	0.0736487066731416	0.389025382775661	0.669219104425712	0.226518300498945	0.0961398978322407	0.161207010246783	0.593293697479992	0.72204756117742	-0.00220248704995666	-0.0575983457080074	0.345042089759698	-0.0153667751633008	0.0936689845810808	0.476628195629621	0.111262962222327
SMAP1	0.891702083892393	0.733729292297233	0.847568281083666	0.901369980400909	0.785371032576455	0.830315853256305	0.863895506447626	0.909191878419715	0.879943473578889	0.782928079468958	0.94454725606409	0.711110416117256	0.886890761137045	0.866277794562063	0.76777754834989	0.845461121060474	0.867275786833892	0.856167697774476	0.921026299862441	0.479022384302237	0.884264706399989	0.890401162015111	0.869559769255383	0.869187100205615	0.919388162320341	0.835090557435551	0.667939227721683	0.44516316468742	0.871677368216743	0.871115275830097	0.896053692229403	0.824588000098765	0.833079058451942	0.883974553023561	0.863588891156164	0.876516906737566	0.931573551389753	0.820474179454772	0.925465333558296	0.869643242869438	0.861817486147753	0.771867496404424	0.950616617405315	0.669563828714542	0.818006014971946	0.576774508955543	0.922096317635813	0.828085834013003	0.938438926453443	0.810054434857687	0.932382494096343	0.750158203216525	0.908648494608548	0.915476687514769	0.83981513425679	0.88484992569899	0.813437023121105	0.968135077037996	0.835390575915696	0.655799204194246	0.875092082071183	0.814722532109553	0.887325367501427	0.762693095178169	0.669713414836784	0.916531557859577	0.920081996673529	0.970345162319616	0.857486287144089	0.876106010248689	0.475049100665571	0.848474000218694	0.869443326982235	0.938396923675731	0.819883800519433	1	0.902393805422795	0.930138420578157	0.841755460937151	0.865344623787613	0.848116735474776	0.843974243577843	0.772513185274838	0.862643241148465	0.870847369593768	0.664658771615876	0.740751281695902	0.83378694821588	0.767059247842823	0.867395512264447	0.937226759782435	0.914597063114467	0.805940278012184	0.739861991670131	0.879337157440016	0.972362311867127	0.624070928209368	0.878806992694364	0.822661198046901	0.748772637278661	0.87836018742174	0.756184062758628	0.850053244104959	0.861721429428027	0.842621412320986	0.799035292506336	0.908657482999817	0.930395804024824	0.943721228132129	0.384811394636411	0.691607737717004	0.871141272159596	0.544805534199103	0.45813127560175	0.569263410716958	0.825651163914727	0.917920860094939	0.384254405772646	0.320609889717351	0.695812078067094	0.382074041193681	0.467843725636583	0.808051549604289	0.544577707102781
FZD6	0.831922526562237	0.855761184699251	0.888813886038926	0.875188932539288	0.868103453532605	0.87505386070097	0.880097458610876	0.894047726279528	0.873086021741121	0.812402661296174	0.932684810078404	0.828457902133212	0.889273156370224	0.882955464045318	0.891025655407378	0.908062743820703	0.879810392623685	0.815803624253611	0.927731880545648	0.682474639831636	0.873640748553515	0.903524004183668	0.927883486818656	0.900572112979463	0.933029145912872	0.844221356019896	0.81073121143592	0.611892731943416	0.890850989265912	0.910739642675155	0.855407614568963	0.852523694177392	0.878241058737931	0.837751694751625	0.942634801007374	0.806126454772102	0.90831611968983	0.881396222122429	0.808212890556362	0.922119270184531	0.869125852336112	0.817207579722115	0.880487512266134	0.765367256352909	0.86250212409481	0.697843642491804	0.895912552929987	0.770628170212346	0.882445046731228	0.843803813541799	0.933745761195213	0.657701562237814	0.911134602366512	0.823518418361729	0.846567755135617	0.874721015822295	0.911152475017079	0.901483123159006	0.906832060810857	0.629958479414481	0.90498472331945	0.925609570078543	0.889842527694342	0.869446795240868	0.732664585861601	0.865258513541428	0.918306556830768	0.865504613356947	0.929855914467436	0.885694259961561	0.571373683509413	0.903524781201925	0.869069961636865	0.853674582921864	0.892211969175733	0.902393805422795	1	0.923318887834509	0.797684535475998	0.868512121634054	0.852716494134605	0.749319776841123	0.784482707613682	0.791165578492945	0.759278217071539	0.785991695382646	0.745381700223103	0.766134073378048	0.84209317274309	0.886090419317216	0.890989568322787	0.890681845280436	0.760322714014786	0.729463664950559	0.897387137560097	0.896485502661027	0.542642452939475	0.768582061997825	0.855351030552773	0.632041356366219	0.85021970592004	0.651610362659638	0.811513405825205	0.959942967902698	0.849167195505245	0.854949210620855	0.839871654986692	0.843185666107816	0.846572128171007	0.216674112849167	0.567467293845934	0.829566279483411	0.441990416974799	0.24885019538962	0.328240493884216	0.746327134579209	0.826401188850491	0.159548278663106	0.110664731619872	0.476276369407613	0.137551641153606	0.295730257513318	0.632656771533287	0.290800854737986
PTPRA	0.962743804410789	0.814978571693252	0.959839724798491	0.971259480057861	0.82057699595692	0.951277608454595	0.969625314642345	0.980910548049447	0.984202414179175	0.932539136003447	0.985249132733645	0.715877404509997	0.826131017813194	0.932248679379464	0.835433087867073	0.829826933970553	0.937994291399879	0.954286808673853	0.988338444442891	0.503204650733275	0.88665398868866	0.967990284256898	0.955168266249082	0.969378770549353	0.953848197837246	0.93767072095838	0.76248281022996	0.398968647791673	0.973767738509859	0.906220583363808	0.977810918942348	0.857809409699321	0.902359239351398	0.970298104353706	0.930915751140072	0.953410479994084	0.959228205371148	0.930961894219782	0.943409035019273	0.963918663922689	0.967208562142664	0.746196853171557	0.954413662122636	0.618376137678565	0.875878968113455	0.674998844220094	0.957923433041597	0.884429682729774	0.943807642529254	0.911554201863884	0.970840090385525	0.733627630294441	0.88798460432973	0.939086148940538	0.931122433082767	0.928979609005003	0.849864637626361	0.953802648158999	0.948870139406039	0.677759489465772	0.946665362493483	0.845358016881072	0.97473429830173	0.9092945649199	0.773924431653839	0.952859874386305	0.924129985660678	0.956049088202673	0.91170901869323	0.959609440380429	0.528146153586549	0.856984607794256	0.965841041554416	0.953694042151193	0.803961207049779	0.930138420578157	0.923318887834509	1	0.939335325250137	0.875567291784981	0.930368871102587	0.923598028493567	0.827106998083947	0.936623211724043	0.919989474707753	0.706196461262253	0.823214046332188	0.896213293259115	0.90877815252295	0.969563216353639	0.976112266234248	0.984997072854529	0.869466442965836	0.721655725696753	0.95333725522315	0.963787445332084	0.660667524375826	0.920876295108804	0.880599040336207	0.820132632326575	0.973468797395287	0.720815616222696	0.863029225203836	0.886085901806083	0.888184514545839	0.865627318888959	0.934780359114036	0.931952605133645	0.954690087977282	0.277850076015352	0.744665243089518	0.954976479657364	0.579654602609177	0.419150104695798	0.509622266270307	0.897727089259681	0.960866766549969	0.335060407845861	0.256975589496434	0.604842604275907	0.302506940614693	0.46695965989389	0.762981277591904	0.481343101284218
FZD4	0.964160545428949	0.675083734880463	0.919369640115659	0.951327864691935	0.711693301688364	0.903287532878334	0.939441172441557	0.960213336070674	0.959658774134006	0.913281447084552	0.904556216995602	0.527261546573025	0.713233110976817	0.899269848032856	0.688870077503498	0.739887085870278	0.914981194615901	0.981717408924445	0.922632070371847	0.296470459382596	0.843637697985358	0.940383930683875	0.882363780429348	0.923225472917556	0.843394031271688	0.865407516510282	0.601180461444055	0.240574536150049	0.936485157809853	0.788086795460599	0.939304659680385	0.744960919205662	0.780463066747691	0.946893396814359	0.834909489230265	0.96255031838335	0.856551433791458	0.877582635043809	0.92813534664708	0.868841506765746	0.930093633838691	0.592115663299186	0.911011388660939	0.414941006309421	0.767564661444788	0.536994435357026	0.942530544006377	0.809573921105385	0.90051449239801	0.861460887132202	0.925317585308152	0.619264676436349	0.812034380889355	0.929324889740678	0.897010748907915	0.851097017409944	0.708265292905428	0.852443474790366	0.85149534647945	0.541477820431936	0.856763221027712	0.686125009152126	0.919872228417657	0.843260433862965	0.727725374131767	0.93778064508722	0.824646541763538	0.900351617359761	0.769103442113884	0.939183010914569	0.395112803969801	0.794671945440266	0.895590489407578	0.901687636121505	0.688703369643904	0.841755460937151	0.797684535475998	0.939335325250137	1	0.749231053814737	0.85924889802496	0.933815578758264	0.69237340142979	0.902570099414095	0.928376757028622	0.573096865584095	0.72676709964238	0.853019053053276	0.818975277931166	0.936588831278909	0.906461857706837	0.947684541902197	0.768122039420373	0.597424740322317	0.876715522816053	0.919759698251024	0.565565725991683	0.895990400566936	0.749720645990279	0.783709157338907	0.938561998767114	0.591815414146291	0.74638698377937	0.765675904882925	0.879265890953181	0.757663576992104	0.888284870119592	0.87687315040383	0.918309843101899	0.138786794633416	0.696145683153402	0.919265780302071	0.493961523856869	0.370521970417291	0.473171462065887	0.855770756923894	0.947584215753169	0.291353625725229	0.19176088435974	0.546420055838997	0.253207797167856	0.397270745556693	0.719511723816865	0.446064135788146
RYK	0.750998107907226	0.932406948363245	0.887661787423667	0.781276264364429	0.932209147954743	0.898631746824045	0.882590067207167	0.804622544167662	0.833985310174408	0.841254511884846	0.90860460291128	0.88826536137252	0.725645092838178	0.892799753594575	0.925432324139555	0.756016236385933	0.873892192039818	0.735448961000621	0.902350533461837	0.724103985743212	0.797760931327294	0.873125996449816	0.917850445025976	0.905833125784085	0.882832515863661	0.929506622146069	0.886560172006623	0.545841464431688	0.870659254395327	0.965674792713644	0.877662769564284	0.971242203564519	0.942205582617867	0.8295726407207	0.909123710539985	0.753831971927328	0.947343878781169	0.915180312382764	0.751704280242514	0.932794277786653	0.900760464375028	0.93061668516036	0.783053467462588	0.692707079911009	0.951259419229972	0.868061128108355	0.834000354854102	0.853614957906066	0.755350741518913	0.888226435552086	0.840146682548736	0.821882055041131	0.833357236285183	0.720840892175762	0.908400928122391	0.934261166897352	0.951077297482161	0.907472912805885	0.902732265508397	0.882570414133899	0.957272048014676	0.866461033367422	0.916133169161367	0.849402475009712	0.889884844471422	0.747148740250593	0.829443196045832	0.886350557240021	0.957742363773786	0.77087274513434	0.792984368620112	0.875255405810524	0.914342800143729	0.881280378182503	0.806868598230768	0.865344623787613	0.868512121634054	0.875567291784981	0.749231053814737	1	0.85157819110775	0.67433816944793	0.890885392637605	0.758449863644867	0.693583341653179	0.871048550457484	0.911366455071225	0.756746810787127	0.904315213051437	0.825547077228622	0.888209738715944	0.840430660689045	0.843899309315267	0.938336798267391	0.946671790116282	0.852745832691226	0.754298990495881	0.762388970192453	0.964230294374588	0.740363586015089	0.815468498575044	0.821651005544923	0.879404865136669	0.924439537563663	0.833719251673237	0.970745619559619	0.832438270490887	0.850007984686945	0.806298568986502	0.468426019964243	0.714144730615415	0.870347569402221	0.599450259684261	0.451266288440784	0.453174825072336	0.837015872094682	0.831962333302186	0.356997856184995	0.347386760016012	0.554793328062742	0.347119768536102	0.486119674779802	0.646703260105527	0.420091984161547
CHRM3	0.898751764513724	0.857489263799958	0.936522587104949	0.916155174451828	0.821209173236557	0.921229488573798	0.925113109551959	0.883054784232896	0.935842644327917	0.882613469349511	0.935284289151299	0.753907961191625	0.782535366930332	0.884856788943243	0.851863597179363	0.704353409696403	0.889857924853375	0.882526447776902	0.932250921370481	0.542850572330031	0.829322638330297	0.930630778824055	0.933463954130501	0.935792944378999	0.90703458920319	0.915791679921266	0.746719479152959	0.369155457474002	0.957866898489231	0.864109458393396	0.904577688546804	0.815238656240404	0.83799797688263	0.872589369564405	0.877356445149969	0.846671376713163	0.905397997802057	0.92168854541225	0.825247415345113	0.928138819788663	0.912430329134495	0.747988039080437	0.867530788464818	0.614221500739203	0.822622808360646	0.752649762787272	0.902931933388657	0.764405318316169	0.849508146788483	0.886464822336342	0.8628628321286	0.622074085888171	0.874338943447846	0.846914628525308	0.86956869872621	0.903318512656688	0.836902642619357	0.876517098130405	0.884090510635546	0.670285703923058	0.890476441474572	0.80716212695546	0.913250304782909	0.828277592051452	0.776177239593901	0.889310517814414	0.868955493245641	0.867154981132772	0.891944469368726	0.826897254597555	0.639777842556672	0.769922063630752	0.929026714948248	0.855097260165635	0.765335157676955	0.848116735474776	0.852716494134605	0.930368871102587	0.85924889802496	0.85157819110775	1	0.845478317545947	0.747915773356896	0.904314396869722	0.781780866896364	0.64379785670213	0.848322087737899	0.737561232949382	0.890294234784715	0.889520301852608	0.938893033133361	0.912613001365233	0.768454691198608	0.734650273307925	0.899943948430116	0.869606378623293	0.586822985867124	0.789335816051787	0.857472565131418	0.746010948726817	0.901653040651232	0.62694974457881	0.742130669049587	0.809419673574556	0.816573330928373	0.881257715516761	0.809051557568416	0.793522261455045	0.821936198487934	0.186659965088607	0.645399723525305	0.860551303365328	0.436643741394295	0.285591751354322	0.363512802136354	0.824376329715418	0.885660781812453	0.196442025951364	0.139609552311042	0.4345937947507	0.167751030833341	0.348382404242269	0.585283856089775	0.341494506909258
TNFRSF21	0.978634431617264	0.565615268319623	0.854175471635425	0.949271860297161	0.590751239188867	0.842537258734171	0.883257564656115	0.950251513993656	0.942774221012085	0.864000241012347	0.877221204966941	0.417392694040045	0.694113277531757	0.807007505007828	0.586072156619325	0.657617440001545	0.827770965515355	0.965258413855623	0.885662963303019	0.162813557985183	0.768283920507925	0.866397809443556	0.795808610878376	0.844723278357097	0.830483258741612	0.820875125244847	0.52162908683097	0.111379280668017	0.887566886847428	0.710741225014621	0.924793039283398	0.650640506976831	0.746356647851151	0.951818367061246	0.755511991276185	0.976661255954974	0.842451157774832	0.789354196072205	0.966871529899573	0.822821511293454	0.880356446743803	0.501186137848604	0.92439994907843	0.357126860487565	0.691371257150981	0.415885069032834	0.879439425308833	0.838403548360838	0.900409543892637	0.765461212792486	0.885202067837025	0.646858801085806	0.739651785694545	0.962117024228027	0.833451876556507	0.791149942686873	0.621091316382094	0.85716709323786	0.82096516987092	0.499079722668461	0.784315859310458	0.620453306812577	0.872424400109768	0.788584831423963	0.591272108587508	0.945518779387034	0.828421847022814	0.895553841933899	0.714925658450738	0.911895388651481	0.257068594854974	0.67299190291279	0.879645909466944	0.905412338197225	0.603702166538501	0.843974243577843	0.749319776841123	0.923598028493567	0.933815578758264	0.67433816944793	0.845478317545947	1	0.69708150653973	0.944838737552566	0.976389737509608	0.446453778197555	0.699106686070606	0.895187516910724	0.765753782415888	0.89954774884663	0.906544840711164	0.945527194315154	0.816125715337087	0.505045147811481	0.8155287796078	0.897520083933594	0.606857291327788	0.947639834838505	0.697047215035746	0.862045825101164	0.957982236721968	0.623703887054484	0.757507366762958	0.660414222437834	0.775609552788441	0.669343834812428	0.897635288374417	0.883025149131217	0.935199279734166	0.239868822122835	0.762267807043396	0.906314598815671	0.600639419725656	0.494977140193689	0.613666181919842	0.873592938181406	0.94699114956617	0.429703940287835	0.325663546754135	0.659527603214737	0.392169981158322	0.525370611405712	0.809366304513807	0.601495231164652
