""	SIGLEC10	LILRB1	CCR1	LILRB2	C5AR1	HLA.DPA1	CCRL2	APLP2	FPR1	LILRA1	PILRA	KCNQ3	SIRPA	CANX	TNFRSF1A	CD163	CD9	AXL	TREM2	VSIR	CD4	ADGRE2	CD86	CD81	TFRC	TLR2	ITGB2	ITGAM	PLXNB2	ITGB5	ENG	CCR5	SDC4	HAVCR2	PECAM1	CD40	THBD	ITGB1	SORL1	CADM1	TREM1	PDE1B	TNFRSF1B	TLR4	GPNMB	NECTIN2	KCNQ1	TRPM2	CD53	TMIGD3	CD74	ADORA3	ITGAL	CXCR4	CD99L2	IL6R	NRP1	SDC2	LPP	INSR	PILRB	IGF2R	LRP1	ITGAV	CD47	TNFRSF21	NOTCH2	CLEC12A	CD44	PTPRA	RXRA	CD72	SIGLEC1	LTBR	PLD1	TRAF3	TLR7	TLR6	CR1	ITGA5	TNFRSF10B	CD300LF	TNFRSF14	SCARF1	SEMA4C	PLD2	TLR1	RIPK1	UNC5B	ERAP1	ASGR1	SCARB1	TRADD	ADCY7	ITGA4	ADRB2	CXADR	TSPAN15	NOTCH1	ADGRE5	SELL	CD226	SMAP1	RACK1	TSPAN14	TSPAN17	ABCA1	RHBDF2	MCFD2	SORT1	AMFR	SLC16A1	CD33	PTGER4	JMJD6	TNFRSF12A	CD93	CD2	PTPRC	EDNRB	CD63	S1PR4	CD3D	SLC16A7	CD3G	C1QBP	CD69
PLXNB2	0.890254385914412	0.834551394956078	0.289941528834276	0.534991365470392	0.485014160467898	0.55287676895644	0.228507444207112	0.375385031616066	0.764989098692607	-0.198849657992744	0.409937908355012	0.828633071498763	0.634852931210611	0.792656207395173	0.866687045158633	0.791163583211521	0.594411370639783	0.867039076099239	0.838866650472334	0.642743278680713	0.894139526726823	0.72813174348539	0.81402954398251	0.811061155420961	0.417263104156361	0.882337251376187	0.788851623238925	0.891662342500131	1	0.85353320429042	0.898048310259359	0.602154515231163	-0.0768966336485916	0.783430848916326	0.757707718617674	0.566807677217574	-0.0402820470615832	0.780756422189775	0.932001632231457	0.877033056510801	0.00919750708709914	0.626414681541612	0.775336577749035	0.522990337886768	0.176726819064707	0.819442628047492	0.883021245988418	0.89575583822613	0.851311000749751	0.425978843217816	0.796535395373988	0.831303910344465	0.727859909902786	0.475955717884499	0.544907717988838	0.790768601950613	0.7294186108139	-0.0569117039545572	0.784400027335141	-0.0375513192473684	0.774641910916761	0.238739550818819	0.586358313495875	0.928114210697922	0.64659823375059	0.214740820033232	0.439067086815322	0.402643313612414	0.35098030297967	0.802694796660298	0.430350296135648	0.539402737518551	0.348630184682967	0.883420894674395	0.415502863951438	0.704139429706863	0.917294504754363	0.717743965958577	-0.0230004818741605	0.40169885045385	0.778770757127169	0.071077484032964	0.406835182673391	0.574995938995928	0.853312083758636	0.867873731408771	0.929906551034972	0.816108721676693	0.879116177355552	0.729239663340923	0.0790188379049926	0.576910754664351	0.716455365864808	0.927821454437187	0.772536125615332	0.896479953565635	0.840057730942069	0.832646742615284	0.817063637660145	0.616469093559937	-0.206043160409511	0.237797817528067	0.710973497641834	0.555758872314894	0.707910493061449	0.772693456348445	0.501522330739874	0.927444538347131	0.48236678563912	0.547728871807939	0.674498955807913	0.887901952555923	0.802181083804812	0.71987078131487	0.705276064578835	0.576182251282702	0.0367521010130776	0.208584896704533	0.765122679747567	0.192148111243314	0.494947433042604	0.0240362700617573	0.251238412731827	0.170137516237754	0.171348956109573	0.712663065175608	0.315405408781898
ITGB5	0.761457252460875	0.639332814132672	0.448384469774073	0.28169279200008	0.470672532335283	0.374896101911722	0.229660284078453	0.570097565955996	0.532911728943814	-0.445655238289963	0.533089790739649	0.768306899323968	0.785002599300057	0.84520359622933	0.863031738418456	0.83550648501599	0.771735640833866	0.814478251449158	0.944547102665899	0.357223422349949	0.924322262233426	0.457205752784456	0.761904601063123	0.925763902991264	0.500443658108503	0.686668405403883	0.865349813472233	0.797881068212064	0.85353320429042	1	0.886636834342995	0.574758678102203	-0.0833374043989782	0.840971284985173	0.738403373044282	0.523011644997519	-0.225108142879937	0.822581325689803	0.911410542082399	0.927736538721169	-0.0962751672731832	0.752843523473394	0.598913544424036	0.551154453335776	0.448156467471192	0.770420316474388	0.810162397336955	0.937321257583659	0.853789811102218	0.678027861527797	0.669404891714173	0.925062352794877	0.597118990555611	0.189209404503528	0.697063264232139	0.709988567541942	0.885876437045721	0.208583818899789	0.781899102657184	-0.256354247254393	0.6829878134862	0.466512327779514	0.783251147247064	0.899203703386135	0.627221384929615	0.383659483737582	0.537015392850817	0.0637254221887662	0.264941276993239	0.738211466263966	0.34331989165122	0.661509021945451	0.593804745154818	0.886328208620924	0.581832236235316	0.626718571483424	0.889326184004655	0.603544502922008	0.231768592799815	0.410459021743771	0.530316398946873	0.158115416865984	0.524792894677106	0.420419313131502	0.748205683807513	0.83403739960433	0.851999204886888	0.797946663409691	0.810211609733338	0.730789200378618	0.0783639842130425	0.770370989912414	0.684133303372407	0.855589126356417	0.535429159917523	0.821223467894918	0.804457188923242	0.886481414291268	0.57944114000005	0.313033815363266	-0.39146079290171	0.104721258227587	0.70429101362411	0.381086101580524	0.725540810476663	0.759521254074198	0.687597421930127	0.882355699871775	0.648823391409295	0.689207748356841	0.791345663729553	0.851171139474849	0.806782583960663	0.529863705008674	0.497437661481925	0.564129552260959	-0.272369367061155	0.0842537069076516	0.545966096004555	0.24046299286036	0.710898439287415	-0.251951890672144	0.138450529570423	-0.0542858510010965	0.0668172793418163	0.561785721437796	0.0989865879760801
ENG	0.814072548591175	0.771785662504745	0.480744583363571	0.486390039995647	0.553737218260957	0.441210134407836	0.3602938741795	0.540997351311994	0.691302713044885	-0.254359826424256	0.521658685127536	0.708596192723094	0.78878759569031	0.893905482130892	0.915262105148021	0.872301483964591	0.740985944570404	0.824644541978883	0.889409608198412	0.469450341832529	0.919620494973646	0.628647041596311	0.812474018638668	0.887914655972752	0.5835590807122	0.807094994741438	0.854980880370103	0.878613403581457	0.898048310259359	0.886636834342995	1	0.6943251920058	0.0802028154581999	0.878120811626776	0.820882452216836	0.590492317530627	-0.00412401185104641	0.871463129054246	0.911762972119199	0.890684746622329	0.0982884430132675	0.752487699644355	0.748088851371373	0.635218012704569	0.370247742131425	0.829981745352429	0.788115940769991	0.893989649746342	0.900213613722638	0.589937472360271	0.702392938364414	0.905592996282985	0.728558120669767	0.369266074815738	0.67911368917339	0.819195810435399	0.861882321609602	0.117335524658169	0.828571269355036	-0.0518167749377698	0.75295814475887	0.421657013282868	0.75254268921007	0.89285730459844	0.71832278544048	0.417167117756347	0.563105396312441	0.231866643589221	0.461200599855342	0.838197353308168	0.502791746777987	0.680101889375213	0.531727349149464	0.918463389855654	0.595613913544647	0.76828510954399	0.859007306599948	0.729736387715681	0.1752047188057	0.527502547416421	0.678027769137625	0.204297157495264	0.560345386150014	0.523194492517192	0.758215272149274	0.832501457406394	0.878924267750765	0.844626632967249	0.770904541501443	0.787378018301703	0.222254181885681	0.715903383146834	0.735178994901611	0.873679768127298	0.688142127240174	0.854138856190321	0.785234476133418	0.878919338740254	0.685314276068728	0.529092757292212	-0.275292826987937	0.228021747296147	0.7726740168826	0.556734900636756	0.805970550330189	0.850812378194224	0.670287853257829	0.873428946219213	0.639238806358178	0.661967047888583	0.776271841335823	0.877652513453228	0.849577589153106	0.635410381367314	0.663702553924208	0.596933759073552	-0.0353178380605194	0.202355094014525	0.691935268273329	0.349528242486052	0.653564359713361	-0.0376994548314057	0.242037276321179	0.162681901131029	0.177855850786694	0.696665243187437	0.260351208229702
CCR5	0.533702822035862	0.561285353873138	0.569535956229588	0.42698303874416	0.606884094732272	0.382109128516011	0.476077120342545	0.587992480297501	0.57170719706377	-0.0096178012070147	0.605376570641899	0.324626617411637	0.661681576878716	0.762675892570256	0.738902776535267	0.679283184390507	0.650553935533438	0.485699185845214	0.539064564112171	0.377754209625555	0.671740576879103	0.548951538623683	0.68985531520135	0.614451976125433	0.701256361820535	0.569707228458927	0.72528433497557	0.642151408673032	0.602154515231163	0.574758678102203	0.6943251920058	1	0.38516113861332	0.731768305540893	0.641055972456009	0.501347701337706	0.322167036095297	0.768370931940285	0.555275372451497	0.523915629395603	0.427215708220745	0.651447743303916	0.724765605328519	0.581303613267724	0.433338177196166	0.693638901374365	0.415562496995289	0.528413279748714	0.745759957833604	0.555344276238989	0.479203024415287	0.591623367215183	0.695914559948042	0.544327744702492	0.615724535620805	0.748853394126732	0.639086033550422	0.37501598611536	0.734091083447799	0.290315190170769	0.744861031068609	0.495532326522007	0.598021777466806	0.503578583041137	0.793786104881837	0.552169077608159	0.654067042890936	0.270150526079141	0.661990425381477	0.763636525383765	0.47486685623359	0.652108232509161	0.427497459276481	0.613103609966919	0.604828006397049	0.79884938817702	0.451267420033073	0.690411808663863	0.371656975625562	0.703409386421327	0.586075789494139	0.39852215167102	0.654975269578788	0.401620424375096	0.563513199664679	0.579570676063097	0.651912342557617	0.722429303941116	0.376817314037292	0.683451287443843	0.41259657618202	0.557157167947711	0.726803260241983	0.628478952646553	0.630406147846604	0.639248272887659	0.440291463997477	0.547132702379464	0.56899807063561	0.57868913010324	-0.00972870751094513	0.374418563702518	0.770618769154126	0.689321938029458	0.754351976471126	0.689075104002047	0.631046354881902	0.59773842088584	0.654986202085652	0.620843233307573	0.669223834455946	0.624624713724235	0.714107087888266	0.610450663770926	0.711832496261856	0.493287909911421	0.0869780010556992	0.458429710949946	0.712992809590572	0.417810630218935	0.605651198967567	0.332130439313188	0.461959030696403	0.259016825102683	0.432846928804511	0.670770176447487	0.508677986408205
SDC4	-0.163923809364302	0.0976992350581152	0.709221308617395	0.420840095741075	0.65208711196281	-0.155362869031783	0.804911740466746	0.653791356118576	0.122054552890242	0.488972285191775	0.655988898455591	-0.496825201239146	0.474890009943867	0.342387052413862	0.266435498860949	0.361910500738969	0.402101849101632	-0.249424012926286	-0.092453442026313	-0.11637084100511	0.0612525915117632	0.0629824601481139	0.19671500176957	0.116259830259155	0.644946106330096	0.0461920253391948	0.266181749326514	0.116491165914194	-0.0768966336485916	-0.0833374043989782	0.0802028154581999	0.38516113861332	1	0.273297836117194	0.403067612265486	0.0898299445725953	0.712879264937926	0.330602465968702	-0.194478766441441	-0.153866851463294	0.786673976869842	0.359591642794307	0.337337295061577	0.633009598838701	0.616382712958568	0.148866545837498	-0.330205862691521	-0.0796529516547781	0.264326611310156	0.432667436178136	-0.230929777786947	0.0546225455156381	0.0568082804778612	0.163545292061549	0.399409301693838	0.364690514120851	0.157762183019487	0.646336352857615	0.270206855035017	0.412645282523796	0.107069984289913	0.678106518742345	0.409173378431715	-0.222329205266106	0.436996250658011	0.736122140546401	0.643416581260211	0.12341786789142	0.785959100713051	0.30464546519841	0.617429279199251	0.424994733354983	0.431352626952979	0.0533429347621305	0.629317751330462	0.44061139610157	-0.269738667396901	0.416159340584748	0.704306741710782	0.660409996464825	0.019088467124148	0.837448351023592	0.67038452514832	0.00168025394482286	-0.191488786906282	-0.109419254427324	0.00689397431067407	0.195559134425434	-0.42823338799369	0.313009252611156	0.827709205218393	0.357623663136276	0.235761318010741	-0.0546420817415381	-0.0162183495683146	-0.131898950869996	-0.38347007804396	-0.119412357065628	-0.0119653941176006	0.238415688702168	0.261348399793854	0.183981961620219	0.37788853457258	0.427057113919927	0.524043185338368	0.309133100850286	0.520795310885185	-0.179339315661697	0.557581675864005	0.438511937750626	0.274275218873414	-0.0181485745040826	0.267249312135345	-0.0474168380169305	0.22188500121702	0.0461533176943782	0.337125933796965	0.133235494536914	0.133556568772124	0.652538561633845	0.477029116261264	0.370511021378222	0.0859638036101862	0.420706808302093	0.166515650052757	0.190437975299348	0.0495778732011016
HAVCR2	0.771269472987926	0.655329621861598	0.671661966155931	0.407752593805836	0.613890922815881	0.52843056362699	0.51017595725809	0.744513848637436	0.626237414326297	-0.215412964275455	0.74052241235992	0.52584669470891	0.897268624280293	0.959387078845125	0.910784839712786	0.878785525089952	0.891463719244611	0.761536091302148	0.865352639168741	0.418743526395191	0.90213722627215	0.526614395428304	0.899100325260408	0.928117017703836	0.697738955910173	0.657195567766616	0.962582112916378	0.762395611876281	0.783430848916326	0.840971284985173	0.878120811626776	0.731768305540893	0.273297836117194	1	0.809435172970495	0.718444667646917	0.0818559802709709	0.936440251543336	0.790063909273771	0.842415873198268	0.226173147526388	0.875841142521284	0.71542368726078	0.699614679859556	0.621399209206638	0.848767852077661	0.662283431886667	0.816695958853528	0.945761283378211	0.772180248857914	0.690635676736895	0.897149446590806	0.685489620883309	0.422640459089044	0.818080860770587	0.860125683039563	0.864865774394933	0.399564347856212	0.878725225830664	0.0910614607528147	0.72717742282011	0.655081804587831	0.831712630638001	0.747855329186774	0.855578508071593	0.593044260208356	0.790262945777563	0.237779540724904	0.543114174008117	0.865554547584624	0.50248770798522	0.862419043160134	0.656031266249918	0.882884978078962	0.744682837739563	0.791655119073757	0.721641056175654	0.793310816426611	0.434156084911819	0.641998070369994	0.647753364356643	0.458963682163302	0.772288816145605	0.553274584847924	0.676563928124152	0.779780259992565	0.850577518444229	0.867037165972802	0.59437239832951	0.871522121283501	0.313710293983513	0.842172255605214	0.848667563591912	0.846187219742297	0.611636012529588	0.743266162590269	0.620163830878379	0.790457389003698	0.589316925385924	0.492272743886236	-0.133978106018787	0.386938149423601	0.86940223587118	0.699434603745316	0.873648928326047	0.853463143740383	0.801418133648178	0.764621857970559	0.826007422078997	0.819589051530517	0.847188268296856	0.797425957108648	0.907798074003557	0.6538789753268	0.668924529886218	0.575609075718269	-0.0974874275704843	0.166687521581939	0.699726210019215	0.391630441259041	0.847990272416363	0.0859006378007086	0.188787270971227	0.11861090681043	0.157205257898999	0.786967756429693	0.249755985523477
PECAM1	0.641980375081133	0.703225153402169	0.647171689576807	0.555581242310529	0.757777864672405	0.298382285967612	0.604783841788356	0.722065908549094	0.586792437483868	-0.035883969882436	0.708998529502009	0.453040183522588	0.837233785984305	0.879577784621579	0.8814901108186	0.897517093209027	0.788305079498051	0.61206989880235	0.721021712161723	0.375147547337366	0.81595622181848	0.554923576255086	0.757803180834503	0.81882028917231	0.699576084477289	0.734250319579673	0.827345045370574	0.780015981918816	0.757707718617674	0.738403373044282	0.820882452216836	0.641055972456009	0.403067612265486	0.809435172970495	1	0.513885177956312	0.230487883569953	0.864644861226237	0.706969435998709	0.734991329065826	0.281613426394736	0.791821461933309	0.820232691432949	0.837901120423362	0.583028902412823	0.717036982752206	0.570118200920335	0.756339611941613	0.857379990918335	0.641330215961064	0.506807822701377	0.805759178354072	0.628025172478444	0.373011446168646	0.749640425729972	0.834367889135816	0.777966153880977	0.308765089781741	0.846050555034344	0.0792975190056085	0.69846860393545	0.635619375689289	0.804410486629006	0.711693125801111	0.747432665353104	0.616876864684097	0.73976544978645	0.313297646589581	0.666756786007623	0.867612231662249	0.69307041993804	0.739392098725782	0.659669038353496	0.796825586711581	0.754041159630485	0.807556814798398	0.659074591261465	0.750654440545174	0.421226231219834	0.644067537859499	0.576438512974669	0.520254017275463	0.741257357114191	0.459928508261825	0.555315260765429	0.661775571509116	0.763929631882644	0.844617813065642	0.528210707607249	0.789305593165116	0.471439383569737	0.797942742051066	0.721265797567338	0.741681421527403	0.567735447668248	0.678617949253859	0.527698946281979	0.703337037304484	0.646455758442682	0.566733335632895	-0.0668587537621069	0.257147219193767	0.820692258119162	0.607665504037252	0.906477792795684	0.838754262390957	0.786585300027017	0.677697606239152	0.755879697460481	0.756711735565489	0.800369687688903	0.780846207595845	0.828403783824936	0.514821808878663	0.676703340941487	0.532262110144595	0.076257032970301	0.257670235008214	0.668639275368292	0.530008828274907	0.731268339884013	0.0866800732743945	0.278864100694769	0.371576026296498	0.25600738495145	0.624055080551491	0.241137429200914
CD40	0.697478935997699	0.378582593248651	0.302817932604681	0.18024994389103	0.227482101893614	0.781977810743459	0.205596059678804	0.416927491788317	0.419816327197527	-0.231407900190418	0.433892380457533	0.346869278303284	0.510252933176106	0.662291325232964	0.61125524710411	0.463951310595147	0.572565066044073	0.650322459081942	0.547202714668175	0.473568558390076	0.634063563041708	0.361584240236687	0.759714487693707	0.649109160978477	0.415843244508484	0.381391403857412	0.710865325094649	0.423761221220082	0.566807677217574	0.523011644997519	0.590492317530627	0.501347701337706	0.0898299445725953	0.718444667646917	0.513885177956312	1	0.00787662670324661	0.667200280865077	0.506680791561311	0.637108785139114	0.0628470605104011	0.597842930527731	0.47161692064809	0.332800590219872	0.347708035906019	0.725285344543637	0.519304335207715	0.526589323002163	0.683078702706501	0.434225048696166	0.769781993259023	0.572327735112869	0.587049297366087	0.538027765994645	0.581845502147997	0.561611281796679	0.51554875412257	0.186732992607987	0.694403007397768	0.29047314740877	0.586920447654936	0.357697514242361	0.481225428666396	0.479909586376514	0.747664459364003	0.335741816268172	0.583946501060704	0.31295170497313	0.284552078623292	0.61339951090097	0.15164268236948	0.707181092992629	0.354720031910296	0.618753070522838	0.387929440693117	0.585376132613859	0.488593355722632	0.554379043743644	0.208437125388591	0.365210550776444	0.644293752639542	0.247085762141173	0.552310107200314	0.741770766834178	0.597332858116276	0.546370994726606	0.595467536943014	0.637324386203199	0.417248542185093	0.671275927992288	0.0518160668523168	0.554057759683272	0.81431422787145	0.700191709820192	0.51477622915099	0.510826057240036	0.429627603184919	0.653246804489183	0.559592552370237	0.406951609516918	0.0198131508631127	0.695742263970378	0.687654457546724	0.746086654179648	0.529993750772416	0.616494719602626	0.458654352501516	0.509701094402449	0.568233693330611	0.519605383304059	0.618660435196175	0.554349133498605	0.651139346727768	0.727922720307306	0.610196633793953	0.484172330618621	-0.085651825905291	0.222842443867705	0.657110476727118	0.155991600493471	0.535949088836246	0.251769526814558	0.242506318494678	0.0470207834572129	0.201695537418637	0.818500516662652	0.391840556126152
THBD	-0.147246676802837	0.264708367987199	0.439710618681	0.579119408398053	0.598992442553666	-0.092899493287983	0.653007125426575	0.306140435141591	0.318149539348952	0.778866174120586	0.304639722259236	-0.327453367755529	0.145570320265592	0.131121815109198	0.132247241837375	0.181246023336959	0.0345887822882741	-0.326060502718119	-0.279581974681518	0.218811806469865	-0.104190016778315	0.35088921118162	0.0521584206283729	-0.16473748057437	0.429942947270171	0.18189060173574	0.0360630336835345	0.133344643111155	-0.0402820470615832	-0.225108142879937	-0.00412401185104641	0.322167036095297	0.712879264937926	0.0818559802709709	0.230487883569953	0.00787662670324661	1	0.17029461615846	-0.215588195597578	-0.278970592776931	0.849281421680713	0.108896171025568	0.437370530393972	0.350983194964216	0.132222964619346	0.0345197695207236	-0.254231916098684	-0.243497254120357	0.102375189875054	0.118460105843176	-0.21101581108953	-0.197508980395896	0.161292873891346	0.291827320700196	0.0780042104320705	0.354912450651541	-0.100564270231919	0.363935969822836	0.150875276018527	0.491201789868159	0.0874331256296461	0.271541121858073	0.0268570873401376	-0.230926226436645	0.275105133301234	0.336326290035354	0.326282325250547	0.378848471305278	0.765569274757453	0.209843433509617	0.66494000643135	0.086445161470396	-0.0695296085058391	-0.0985254280671308	0.291351467028842	0.372836907379771	-0.313023870550051	0.397766396052941	0.289436065200694	0.629935877710371	0.214508991561702	0.518036633260499	0.317561773082082	0.0823025962546328	-0.108144806809989	-0.100085574315085	-0.0250143195676459	0.0645721435630757	-0.342595791048321	0.17647706152515	0.733931090430019	-0.0575498550541583	0.107747578539622	-0.0840372953124203	0.172310630491842	-0.0709986890881018	-0.268475327577556	-0.217101689400456	0.128707803232436	0.517946655482692	0.467023728540649	0.207588113274547	0.234433308584578	0.427872514280365	0.286521575385266	0.152994541839259	0.144909283343134	-0.136509794961505	0.224329184019508	0.150502049149939	0.00421189130494007	-0.0389076588677606	0.138391537665055	0.0546790186157203	0.264753437754429	0.0562138145194209	0.758806415863206	0.235284817106995	0.270265400617223	0.416318247565319	0.0924672024839332	0.576410808740816	0.190581777607473	0.624984863059187	0.261055908231401	0.220871511930523	0.214615874723497
ITGB1	0.674989616930791	0.631124724622003	0.709710371028477	0.409269643873354	0.697139440948048	0.407878665837552	0.542745213897757	0.80479552804687	0.573668554647741	-0.198352408117427	0.745309291690707	0.506781228844865	0.900056914709397	0.970171468804596	0.921843323566979	0.892528346141578	0.888865277353252	0.651607744831245	0.794826115364616	0.353564544363194	0.866371848067793	0.521488318522987	0.840150386845791	0.882282090682246	0.782833139990414	0.65469332912264	0.933734281311019	0.767447368702925	0.780756422189775	0.822581325689803	0.871463129054246	0.768370931940285	0.330602465968702	0.936440251543336	0.864644861226237	0.667200280865077	0.17029461615846	1	0.753726034472411	0.801450593127374	0.295364558463896	0.88921903334416	0.768808734555371	0.744056469525248	0.650132457091357	0.818162231027244	0.598990196131536	0.775856851469692	0.919827865576538	0.778886844688147	0.59069439311299	0.841745885076433	0.717797338787662	0.395643090048795	0.842108402577564	0.879676255091653	0.868101068955893	0.465720265402736	0.948195729174914	0.110478343351508	0.812853558371234	0.714884527970831	0.86337175812171	0.74014998343463	0.897077482434321	0.664651000992448	0.823525864666521	0.189568915332232	0.652032336483977	0.912128496806627	0.584233932250558	0.835652802935305	0.656777796323507	0.828807950267815	0.802504911307901	0.83618604561332	0.669658293029275	0.789020450162954	0.490666970229272	0.708089511829011	0.628902093544561	0.495355542354059	0.812146453824624	0.495843588416622	0.654848081462095	0.740815933136034	0.815724992590896	0.891995722089155	0.560251597762969	0.873483579471289	0.403019564141285	0.834585903622113	0.845320024308989	0.798134341857702	0.606825926165339	0.741359621406412	0.615718687594112	0.775546237569098	0.664872901190169	0.548744581430896	-0.153992176253538	0.383394516273303	0.904411412076851	0.689763328898991	0.915219416005031	0.865467516832592	0.850516037465713	0.739964863210829	0.871175234305554	0.860617029672977	0.911981686658579	0.858252672904269	0.878763960898137	0.610118843262469	0.693730515444154	0.694850593157457	-0.0627581097622125	0.325472132235621	0.715774212058463	0.533961397542898	0.853482581752768	0.118312705771142	0.349178151408458	0.228695133090245	0.32042212783903	0.737728673441364	0.328489957370194
SORL1	0.868686323719706	0.782284896419113	0.276082315141462	0.408061358406475	0.423945634646343	0.468712159714547	0.171723780938832	0.349636937244653	0.689857819183923	-0.361595881315264	0.383049614095007	0.891213339679522	0.647009646246991	0.774879319425352	0.833837580151144	0.789422854146905	0.629850991289393	0.909476411404498	0.938847120659537	0.531927788937788	0.889409350114418	0.635480799646737	0.757177249852453	0.8621624292928	0.380617625145801	0.837762991038999	0.772217221121396	0.87260457260886	0.932001632231457	0.911410542082399	0.911762972119199	0.555275372451497	-0.194478766441441	0.790063909273771	0.706969435998709	0.506680791561311	-0.215588195597578	0.753726034472411	1	0.93518119734789	-0.119698663539451	0.631635641740164	0.675476108282123	0.477314143269886	0.192316565461131	0.763480085739882	0.910967217403549	0.936101880585491	0.822216631325874	0.46977412043897	0.756703657627492	0.89738343017038	0.683862568250225	0.318356055777218	0.521904958988482	0.723330206861296	0.780648200450466	-0.0788426157433428	0.72996789656539	-0.237540699233763	0.698765550651879	0.224767937630971	0.620339536177294	0.975046502623981	0.549771926267408	0.168972066557951	0.372361817033787	0.238949928892195	0.234579437605561	0.744414561006898	0.345425913940169	0.518653942088649	0.38862150205977	0.895187236630626	0.417568977972307	0.621779972199328	0.96066398785701	0.615333302808178	-0.0373157531324395	0.292872287698197	0.668767109230732	-0.0199420977902464	0.347708622072555	0.468550977615433	0.819822714258604	0.899401291899717	0.907297694141636	0.780771073772539	0.925711746907499	0.662941928443426	-0.0211029814782086	0.60822608599348	0.645759068849232	0.897652068300442	0.684697506105092	0.912622962334195	0.908827017820757	0.85069446555298	0.688083007624785	0.472018491389909	-0.35661405413297	0.113105398812463	0.636347124817177	0.398775862521218	0.667363675494367	0.74590767246402	0.514097173563911	0.949986915378867	0.446773760061785	0.527749801259222	0.67278906127184	0.866707827142954	0.770015182612894	0.633604054720086	0.604114384840856	0.539722793034828	-0.130285798854259	0.124633367108416	0.649316068503837	0.143188771028883	0.51810434707737	-0.163661113590263	0.184869150452122	0.0355850300106687	0.10341863625012	0.603877431066498	0.201011655184158
CADM1	0.859347478108038	0.654865481227149	0.33601782456951	0.26297543728436	0.377792763249494	0.537141538011409	0.152792104886879	0.451633012711794	0.530212992799543	-0.473403409796627	0.440235198484699	0.792251000107939	0.713889259603158	0.82001167883043	0.838590085775513	0.787526070420087	0.721075255294207	0.910804904745766	0.944497077598719	0.428310711400879	0.918948698265801	0.477216995979541	0.781774863693605	0.919978032038579	0.419519099987029	0.708528387720178	0.83305313013062	0.776629466711967	0.877033056510801	0.927736538721169	0.890684746622329	0.523915629395603	-0.153866851463294	0.842415873198268	0.734991329065826	0.637108785139114	-0.278970592776931	0.801450593127374	0.93518119734789	1	-0.209084759157305	0.728477905640886	0.595457656980826	0.519323626452182	0.349037884920794	0.74938969562597	0.854258962087094	0.932177510503846	0.835117271628959	0.544945989435184	0.790997651248764	0.933193275930036	0.664698119512584	0.262804642883735	0.65895359300839	0.696974258713891	0.848162572144534	0.0277699696606727	0.788441354801825	-0.237022336876264	0.688594753294329	0.356843113976265	0.715051433294471	0.93169203343881	0.625085869746829	0.293673022577688	0.484591715197655	0.181734088591857	0.202711821485925	0.75240586571392	0.286793999759937	0.664182558855254	0.547319920911499	0.908627753970522	0.499912441343612	0.60934691199712	0.912543394455586	0.606577041684593	0.0997067092917956	0.298528763906788	0.598292232868051	0.0604904158857027	0.467966928480865	0.560714209547253	0.756827496163501	0.840812409748333	0.867198776366583	0.819942338171416	0.841499687077796	0.719404961931617	-0.0396425764842698	0.741233548660725	0.70927752417134	0.908132610413014	0.591954388411443	0.823440591671828	0.837904695117866	0.907988678226058	0.638138713213498	0.376605529584146	-0.335831374926899	0.270948524650603	0.686375358189709	0.437007080722145	0.690107179234221	0.76593091147618	0.621574634572942	0.870109569160483	0.564635923273632	0.614462038191299	0.770758349761031	0.856975803992602	0.780927193358026	0.616136610072627	0.567240098291644	0.564484802443117	-0.274363733912326	0.1115434155696	0.613008609240227	0.191516373577901	0.619235406256063	-0.197942299664963	0.17571696931032	-0.0172771669233592	0.092014203154233	0.633569323197846	0.172389661501251
