G1	G2	Consistency
MES	AC	0.0995664798535163
MES	OPC	0.14060772768459495
MES	NPC	0.11030759992907968
AC	OPC	0.028633353623373048
AC	NPC	0.058260190578162174
OPC	NPC	0.017359456188114686
