""	CD3D	CXCR3	CD2	CCR5	CD3G	CD8A	CD8B	KLRD1	KLRB1	KLRK1	KLRC1	KLRC2	CD247	DPP4	ADGRE5	CXCR4	CCR1	SMAP1	SLC16A7	FAS	CD69	KLRF1	TNFRSF14	ITGAL	PTPRC	ITGB1	TNFRSF1A	CD44	TRAF2	HAVCR2	RACK1	TFRC	CD96	SIRPG	CD47	IGF2R	TNFRSF1B	PTPRA	ITGB2	PILRB	S1PR4	IFITM1	TLR4	LPP	ITGA4	CD226	NCR3	CLEC2D	PTGER2	ICOS	ITGAM	LAG3	ATP5F1B	TNFRSF25	NECTIN2	TIGIT	PLXNB2	RPSA	TSPAN14	CANX	VSIR	MCFD2	CTLA4	LSR	PTGER4	TRADD	RXRA	LTBR	CD6	JMJD6	CD4	CD86	CD28	NOTCH2	SLC1A5	CADM1	CRTAM	CD9	CD81	TLR1	CD163	ADCY7	CD74	ITGB5	TSPAN5	NCSTN	SIGIRR	APLP2	ABCA1	ENG	CD63	STX4	C1QBP	ITGAX	C5AR1	SIRPA	LRP1	GPNMB	CD46	AMFR	SORL1	LAMP1	LAIR1	TREM1	PLAUR	MERTK	LRP10	CD68	NRP1	TREM2	ITGAV	HLA.DPB1	NRP2	C3AR1	STAB1
RPSA	0.0890662919597907	0.278573963171559	0.191762644675384	0.0982679345302062	0.0473019116081682	0.101780352829175	0.0431944239104843	0.0292188230814967	0.387553382830829	0.14343233674215	0.366111416145262	0.611585743255775	0.313332203657275	-0.0431693279437027	0.315091441668734	0.376236757423551	0.0671033514158461	0.798341421511667	0.493325467834016	0.158569077978086	0.415125321034277	0.276928122687251	0.38951453611707	0.0664601847522595	0.656710626072619	0.398347614517981	0.245701181306876	0.452460620642501	0.726838194400368	0.375923246786622	0.880882652003209	0.0215232813344133	0.276566368473767	0.296001229881526	0.440443994187434	-0.0552316652549057	0.14630016544008	0.196116409220927	0.406216944813882	0.133431517367198	0.209704470271239	0.222899463887815	0.0584029114967592	0.390231156585137	0.679826632721787	0.428407744003813	0.3274805180411	0.185865236085188	0.300119889416824	0.247763993998116	0.197507625572297	-0.0401440686396922	0.682569590129372	0.147321481531549	0.306972134122805	0.105680862088625	0.259690342190574	1	0.380664512627052	0.285055521572245	0.521907010577453	0.623630006789443	0.102874458203952	0.339339905658999	0.641811727789066	0.420097284860393	0.558549805438626	0.227624524685527	0.209939831541011	0.228985011141561	0.363143534953547	0.280956278007734	-0.0497432102448121	0.104986643012622	0.77664151198131	-0.0255994377933069	0.355742655618063	-0.0303015336968223	0.294850300200179	0.27972556124345	0.169125417862702	0.42766994372781	0.42890363936629	0.0282437593991797	0.104843034323555	0.283376748315167	0.677315920705885	0.167985223670589	-0.185653869750043	0.351691838714029	0.313138258854871	0.173029638360997	0.893974863956938	0.0207221307337886	-0.0511526781046783	0.228182359982328	-0.0321986562693142	-0.18610059938046	0.465768517809541	0.0113416882310095	0.297174060868875	0.220526948381028	0.343872930912617	0.192233627924524	0.301282690308084	0.0798788781721216	0.499806940047011	0.0729771719639435	0.145205864176855	0.306064458852843	-0.00757659118326799	0.443968843390799	0.032277525889512	0.223948134836075	0.231331774149416
TSPAN14	-0.199618319782943	-0.137394616230544	-0.18563989428604	0.242501584014644	-0.290622925142776	-0.235321100870761	-0.290810523245326	-0.240000301633738	-0.0632124101016282	-0.140346694355594	0.0272966547107923	0.00137273887292875	-0.0663225899263654	-0.347920657939229	-0.0364037230806154	0.126651256645954	0.548325337253484	0.671140559725238	-0.162707332151572	-0.118258866176472	-0.0364773752723128	0.085571892788091	0.516564233957351	0.410741996931421	0.368277715061819	0.7874947446347	0.555308764541936	0.62873750772088	0.380035798906492	0.715541775645956	0.566358607192571	0.755084774135695	-0.165710401489517	-0.181903344260364	0.223167660435895	0.460430804940468	0.778832143648777	0.220137252615177	0.695226893630459	0.0231375966394628	-0.047103026100215	-0.183434653563963	0.569544973447357	0.533170315198866	0.571501460283175	-0.0116016169668584	-0.141413634819074	-0.0883823503885762	-0.150012575668665	-0.163571179515042	0.6920138324854	-0.156957690000864	0.36560259650203	-0.187568059971204	0.59286015297399	-0.302234496346358	0.648119201900792	0.380664512627052	1	0.492781878377143	0.718325729608828	0.721279965714794	-0.280010633826108	0.0133923093541567	0.519038831943237	0.539327867420462	0.621333012694861	0.508199909434795	-0.161869321401637	0.326389581047641	0.707798143876727	0.667586849292615	0.65974710819342	0.365593308800072	0.572604262934196	0.481402233547758	-0.168340952323	0.477425549575884	0.721699715444836	0.617225171145814	0.670265875026865	0.675039339929082	0.761095027002383	0.564023182221644	-0.164501187739203	0.514409660328839	0.407166283609947	0.631541969487465	0.461448060029307	0.646294719731592	0.446056372083349	0.714639887262259	0.33698373573911	0.747332009335835	0.720904915335183	0.701670009036668	0.626695512094979	0.453868787525762	0.819050015866468	0.540916448131311	0.719078621609175	0.627812557240664	0.709015903995192	0.59644651535565	0.667098375925953	0.66967193556273	0.722855410664944	0.584636143111045	0.602731320137921	0.726767692717638	0.401380583171685	0.816502040829873	0.49515414012557	0.694502206978657	0.680765700977384
CANX	-0.784518101081224	-0.759427833703282	-0.796916360893593	-0.356965496297006	-0.797441745692134	-0.80985328719577	-0.771855471062282	-0.811433250119592	-0.642983369518272	-0.771876614280475	-0.571329388506005	-0.413747852536194	-0.702258040529265	-0.731649226691117	-0.667977016117237	-0.57665533558871	0.76468382712695	0.442619166841121	-0.420702878719794	-0.385958068664188	-0.653294380506493	-0.491062052734705	0.320300817477088	0.268667699978918	-0.219230266481105	0.819905292914762	0.968001720725272	0.84184974722508	0.38675477655252	0.754843254266392	0.600868993289805	0.725039240999572	-0.759386134781504	-0.759110662992416	0.499697675348287	0.797654991115032	0.444348869925477	0.630482444495452	0.75561908694743	0.293718944078461	-0.676426423653984	-0.773461219107306	0.909720000778433	0.703410954604614	0.571080200251238	-0.518867714986393	-0.675329368267199	-0.625193954685664	-0.757812667266213	-0.767532753114479	0.779691109509249	-0.657271022281574	0.748829417863076	-0.702187930618309	0.889552519242736	-0.807830009653793	0.861095334192136	0.285055521572245	0.492781878377143	1	0.662767054956468	0.804032824476692	-0.679735584472097	-0.58690102693123	0.0531231991691618	0.328384961610902	0.696200036554604	0.940395231901092	-0.748880599915977	0.685101203123022	0.758261259498725	0.767411199140704	0.329964225957033	0.708068186782616	0.593451015924722	0.908594105840139	-0.688781724162708	0.892813910439559	0.858709148491026	0.798639553145698	0.804300147546726	0.681705775043376	0.749743875070043	0.784005395028799	-0.140440476167262	0.937959306233869	-0.158667658151378	0.927279816070195	0.768617176667731	0.810588221571695	0.947427498446657	0.854123367054789	0.56779245922705	0.485295475353716	0.688725029678067	0.822904511225308	0.873205736539527	0.607438636334411	0.802431756344011	0.882612984657759	0.852048878943028	0.862005766780399	0.772920552217193	0.772716188216379	0.805795652597733	0.773186265140199	0.745976616501131	0.749287480551523	0.833130046707071	0.793456005169675	0.854030711078331	0.688419779258976	0.928708491305014	0.792530553640055	0.780084771298157
VSIR	-0.407592290900712	-0.438555495339213	-0.4205372619626	-0.0256256489395643	-0.412497846480073	-0.47573377835582	-0.384792942927217	-0.499169291929417	-0.39182136978273	-0.391186500622248	-0.289517294409639	-0.120027618928105	-0.376779345933484	-0.566638752164226	-0.262581470440333	-0.0179582918734768	0.74656686420757	0.78152530285947	-0.345544201469091	-0.0568993728558552	-0.219645134227558	-0.349464063145102	0.575429328459098	0.609675679381585	0.401358320152395	0.888938962016916	0.728775839151533	0.861124691804349	0.427196189584257	0.905296309600847	0.760503482185992	0.65020487710625	-0.403333670205014	-0.425401472381061	0.150563094680231	0.642672135157801	0.822314521912717	0.126463636682094	0.934247353708131	-0.0550147149378126	-0.294683198446177	-0.453037736338558	0.705968855476379	0.329095583193715	0.89052719890286	-0.173042540448933	-0.413780733425686	-0.18373806771896	-0.417717077938853	-0.432477505267011	0.848103572313285	-0.333696761303433	0.618034733353576	-0.39492878166597	0.853900992696059	-0.428104604482132	0.839220933005229	0.521907010577453	0.718325729608828	0.662767054956468	1	0.828141512909431	-0.280085576708937	-0.298944411674713	0.608375168721403	0.75623803325279	0.797408878493919	0.704073553384655	-0.387105526882004	0.429055724954569	0.887728911202416	0.883292423020682	0.509493499392543	0.257789882740889	0.812911568388601	0.497461216360301	-0.299758090176947	0.468438477407072	0.848064440746593	0.831645594050553	0.835292190646577	0.909913949214148	0.944894243279178	0.719127770836561	-0.478564795808302	0.749788439330709	0.367122500512977	0.775984824214456	0.514256922446472	0.877376279783666	0.555291951265488	0.789223444392904	0.61980355538674	0.609055835673548	0.702211837261067	0.860981063271124	0.641921844734889	0.531984309915655	0.76880618982517	0.611717233727976	0.778771528628655	0.801632035009582	0.936129897290566	0.8118853647369	0.896639137513274	0.784296398976664	0.63878752429168	0.761169219823235	0.803706129933154	0.909206735731239	0.353058791494554	0.934233755578721	0.54337509748533	0.874393006404913	0.827872736265418
MCFD2	-0.473608879436601	-0.393952316416678	-0.448518242384858	-0.0461199189082168	-0.514257693460076	-0.485898109168572	-0.49014481263741	-0.537058885116388	-0.267576214206901	-0.428817356553256	-0.142101253312345	-0.0513882484153382	-0.283671780575031	-0.505140175117664	-0.285110772078597	-0.170023115553257	0.634801747538409	0.722107622146879	-0.126613171250794	-0.209736452983461	-0.219325974491523	-0.180700717980868	0.37111342103459	0.375349307001201	0.258078923901311	0.8727721546834	0.815519049772401	0.816933413536065	0.670126158610346	0.794058070088079	0.79214309713242	0.675026012766144	-0.383181624836911	-0.401915320457237	0.551706423961993	0.560415357803471	0.56749670427505	0.468451143579566	0.808265662047152	0.194732660704304	-0.286721062110676	-0.413682274333219	0.741712702461035	0.660193012867225	0.765152403712897	-0.162424395858181	-0.32340452439419	-0.29579143192423	-0.384637530238675	-0.408429422951857	0.738253458374769	-0.391760062403805	0.820862783476072	-0.379649688892602	0.805241871598139	-0.534096562022929	0.816515914561858	0.623630006789443	0.721279965714794	0.804032824476692	0.828141512909431	1	-0.437333718702374	-0.228028243131647	0.419364742234875	0.52971700078729	0.766165080791638	0.780892892470102	-0.36802795107838	0.544899702230218	0.792444211726628	0.753752910058775	0.401782026267891	0.559701379179115	0.822123742445834	0.642464317286536	-0.344360109652706	0.649622156588626	0.842074700195039	0.773631791338103	0.75996029886438	0.780326979919113	0.843117676825703	0.62239968892888	-0.0779652293118767	0.79136296139927	0.268837573190139	0.791647419251483	0.497732328303574	0.814095915394872	0.781697725568455	0.81515871965096	0.755524218058497	0.468266274411079	0.607066663802194	0.782843476417152	0.67097333514517	0.383873699089871	0.859255481960526	0.673790631899501	0.820866593589238	0.773976038609883	0.810384131007113	0.669299978897898	0.789965903151171	0.714313761190427	0.828576548970401	0.614245546320279	0.727608725979752	0.814486489196775	0.588069894563769	0.823364929295844	0.679221802568753	0.774357198730979	0.770992409604657
CTLA4	0.819231985503078	0.704372891076319	0.813080272677382	0.364304151473604	0.86679139842053	0.773075659686655	0.877124385576614	0.687705820034543	0.564198353152846	0.766670432925032	0.397230814457687	0.495786580341521	0.597972291651965	0.704078290198361	0.771766617937191	0.758983475281533	-0.698365960282218	-0.0813899507335649	0.611745316113836	0.851997582808351	0.715121139620601	0.193964764482792	-0.0522450868510603	-0.073978245787955	0.504270024918816	-0.50884151813599	-0.660754600044263	-0.481512731721793	-0.211330233757995	-0.501301779376984	-0.180613061991162	-0.415850691125083	0.784468038101883	0.750197700500984	-0.1181171664202	-0.614658984232484	-0.149089208330034	-0.277281852214153	-0.501102159649968	0.192146295065023	0.654919251844833	0.727866159415284	-0.707925086511867	-0.375842160860856	-0.12678980673563	0.64999039112216	0.67533770365548	0.877992204670196	0.734161878917182	0.813213444549983	-0.614472280316098	0.675953342377718	-0.356112677757837	0.839075835504719	-0.665482034060008	0.893218582148084	-0.604579519797743	0.102874458203952	-0.280010633826108	-0.679735584472097	-0.280085576708937	-0.437333718702374	1	0.73498233004864	0.456384972100457	0.0209670965464472	-0.532608872810552	-0.647331819353357	0.692535541117477	-0.392704676677616	-0.488125178712871	-0.607034925323312	-0.109966813519386	-0.532415054570853	-0.211597538134309	-0.658789481491198	0.872910148396065	-0.682428825616369	-0.594093869586272	-0.601319536003192	-0.614152583664965	-0.441559573157135	-0.43022731335668	-0.676433066709402	0.322915033639183	-0.631928736846569	0.499318308471239	-0.680021640657443	-0.733066625992317	-0.589270229053084	-0.624831563867559	-0.602491378912316	-0.14459425103623	-0.344637278368182	-0.553602184502863	-0.625331050918098	-0.677788239548356	-0.675103390874552	-0.46902375877927	-0.733681689899912	-0.40955513140502	-0.650831405152073	-0.484282333231778	-0.650052608427952	-0.592441327051481	-0.6069257910342	-0.316525591838973	-0.664787217230297	-0.630306803855397	-0.527489292898268	-0.519075932097692	-0.362200156447657	-0.690099922062872	-0.580241126307628	-0.55803701352069
LSR	0.73410245174907	0.853070135748146	0.840132042341323	0.43322215404436	0.702386802209073	0.747901571793006	0.680463601462655	0.639458150194113	0.859060392456324	0.729783440596413	0.647964333453367	0.724937145546745	0.790784826989865	0.615837279913856	0.783442675818405	0.742787209134631	-0.662783199668462	0.145397811443243	0.823915453100504	0.585621397332639	0.774274877664885	0.603470929667713	0.0427517256176583	-0.29470041874973	0.523414300548873	-0.401365077893863	-0.622219196853746	-0.434048743590379	0.00967587127968996	-0.421381085611306	0.0508158864741214	-0.318217014098996	0.844402267891381	0.866158846691593	0.0408442744086012	-0.650366086642969	-0.203555113225246	-0.179013051593766	-0.457010581318623	0.13342193238399	0.684463194020958	0.807247636621492	-0.685865207084752	-0.0670048292726991	-0.151516551655212	0.822044915786109	0.862736296980851	0.674690055620449	0.848806538317508	0.885649545976281	-0.531229798677816	0.500720455029477	-0.282371995053601	0.835597726939325	-0.61333746759003	0.765581120970744	-0.553100143855516	0.339339905658999	0.0133923093541567	-0.58690102693123	-0.298944411674713	-0.228028243131647	0.73498233004864	1	0.418504317284647	-0.0689350167645824	-0.294241716204904	-0.619143942174491	0.717601283825469	-0.403668233566698	-0.393282047880392	-0.523480449633684	-0.115989300418877	-0.422970735141378	-0.123220909535379	-0.592026073170034	0.884184228416979	-0.570882078277803	-0.485339554444518	-0.553597229939592	-0.560590423466413	-0.426305366041448	-0.362976101819874	-0.639112410886826	0.449132735083669	-0.601794565102317	0.537491976561142	-0.632678122211657	-0.659816106204857	-0.51127547531056	-0.525753622151948	-0.504450453957281	-0.015308660655176	-0.144827903046672	-0.456608024996862	-0.543021272496962	-0.592740020603	-0.618285952767333	-0.201122828911599	-0.627002800575839	-0.32870163990298	-0.552273597690497	-0.466847718825586	-0.582497613731997	-0.528577168729885	-0.554626113490009	-0.0236993632208232	-0.612078293515585	-0.604485559169657	-0.486635566891267	-0.467268596134885	-0.243608047822082	-0.609654899468677	-0.53407200329296	-0.492639943530976
PTGER4	0.353272458101923	0.293304392907637	0.353980144894892	0.448375717229344	0.337363618782908	0.260789888562801	0.362617257523589	0.210965711882375	0.234088550226324	0.355698481047441	0.204634315962443	0.441924578912334	0.277207821082877	0.141708768146687	0.478709754379868	0.692209737380666	0.0642076038364454	0.648224659664364	0.247945793805217	0.59068952904665	0.489781951836844	-0.00152830445085609	0.483326648000449	0.439606504633962	0.852337799309793	0.445402470363591	0.0886250642359305	0.356952342098249	0.296921894968393	0.415248128724446	0.58080061523819	0.287013811304329	0.350310776332873	0.332216598622379	0.162327043069084	-0.0162980756950022	0.605493543412175	-0.0395278034597311	0.438672628394374	0.139625000737169	0.383520482391319	0.278469750256814	0.0276578138915982	0.12016968961113	0.704322220201876	0.43859769315825	0.270465150798686	0.570575135854752	0.320479367039432	0.339292788263954	0.259606756741276	0.28793443738906	0.346085620365963	0.373767476645622	0.175825896850708	0.359620002734532	0.245708575383842	0.641811727789066	0.519038831943237	0.0531231991691618	0.608375168721403	0.419364742234875	0.456384972100457	0.418504317284647	1	0.669127322737192	0.311017916736363	0.105966190289682	0.290896142143988	0.10675447824757	0.42257961950452	0.276846575331553	0.442368653875169	-0.173564912638786	0.64864465958027	-0.103211819839242	0.485695836778036	-0.124944814452144	0.306672593042634	0.23525393887101	0.243303335939908	0.493665356911085	0.505210001257609	0.0758991872144959	-0.116505390115356	0.163020029508128	0.80162381497693	0.141711813583524	-0.212263514469209	0.307187445939626	0.0207370589983329	0.210457129484608	0.534538445175064	0.290209831908132	0.177150260760147	0.262757518765547	0.0196238909618837	-0.133187900087094	0.370038737336646	-0.0553728087610042	0.345108608641916	0.199660086501158	0.417001662082884	0.177479260654144	0.317150826297167	0.19511967967065	0.349682854324214	0.109678231913061	0.18320745974532	0.390325877336385	-0.0795641269669976	0.53935980357477	-0.046141431136704	0.302031329926344	0.307166546910961
TRADD	0.0253109339429978	-0.116984378546968	-0.01485151996102	0.298797924839814	0.0262432451544391	-0.0628449888927966	0.0382126089299463	-0.0997593984037543	-0.165817481862771	0.0269658441660577	-0.0203994356661576	0.0540615047423471	-0.0546049689387968	-0.144455000290995	0.094899787543304	0.341301693917408	0.376553883748215	0.635080572359908	-0.0999207338800712	0.313360924260755	0.121390187892211	-0.187960354713942	0.410294956039111	0.748119210561137	0.664371159684458	0.624377297356296	0.401391866774437	0.606948740844382	0.429505025902913	0.657828667989081	0.513259417415192	0.442309658066898	-0.0518757739305621	-0.0888141235949783	0.149176627190318	0.281472923474508	0.722360170771236	0.111621483714212	0.62879281298246	0.0946318608428208	0.129809558538909	-0.104630603032028	0.324060169508661	0.175101503450622	0.726964064395682	-0.0380763816503008	-0.15166357814352	0.197228981585372	-0.103960182152108	-0.123148315870317	0.487780692978722	0.0508746476701202	0.454909087134518	-0.00855398352748652	0.507509302361619	-0.017461139854793	0.486809245027629	0.420097284860393	0.539327867420462	0.328384961610902	0.75623803325279	0.52971700078729	0.0209670965464472	-0.0689350167645824	0.669127322737192	1	0.461586579315068	0.370801116137381	-0.00407713171358122	0.346910545571091	0.576663457522594	0.558339364946691	0.418060360790513	0.148714420254656	0.642302454720068	0.266733203852286	-0.00998029814739232	0.217779190058691	0.533454388209554	0.438690041064568	0.488509201650777	0.680224624289084	0.687984269127112	0.369121916240895	-0.282368468325208	0.407279062840201	0.515567310580292	0.429301180055197	0.14115833550967	0.523877807525815	0.29228836067005	0.480174387272397	0.437245303260166	0.326600398856671	0.423928029256761	0.52629969523309	0.342559038576575	0.199281369363952	0.448288319483064	0.231931371287961	0.483471614129969	0.412478103570855	0.630172927945563	0.460431044813733	0.570894510025592	0.45459538969529	0.419374141340332	0.385599494194633	0.457648575337916	0.60719520665597	0.150391871498316	0.692452839578934	0.253561854671171	0.574167259001474	0.516889580599805
RXRA	-0.594508926534418	-0.451841605178499	-0.540090542757919	-0.295527840633984	-0.618057109898691	-0.602627421772305	-0.610072004049965	-0.643714579365646	-0.279931214040819	-0.562868376892848	-0.225632267316957	-0.0939658155954483	-0.378020189456401	-0.741045363599742	-0.397420778261332	-0.274263344146613	0.73246619377489	0.714281282875448	-0.27608840649805	-0.430029106875373	-0.332621401807348	-0.132615932215777	0.4894038479822	0.316125178723425	0.168646054836915	0.79930910929988	0.707749598113214	0.784115967925754	0.471401974832083	0.861229578659891	0.781348770493843	0.492641789808249	-0.481420426243498	-0.469889941820768	0.113829282496794	0.603208268450691	0.546589293217723	0.0791908484102135	0.870633457877463	-0.272217337402779	-0.469740893501885	-0.481536649024021	0.657309212773253	0.391939495430134	0.7580063057108	-0.205401450181627	-0.36558277129219	-0.486623890070503	-0.449934167473234	-0.481995452541277	0.833062138514121	-0.571687811382823	0.597237845703891	-0.551978992046118	0.84559186543973	-0.61783068910038	0.802009138909986	0.558549805438626	0.621333012694861	0.696200036554604	0.797408878493919	0.766165080791638	-0.532608872810552	-0.294241716204904	0.311017916736363	0.461586579315068	1	0.709086901365889	-0.473041284328729	0.277574308008176	0.859318973758542	0.847878628219488	0.257294947554621	0.283895310455451	0.733620543611654	0.477522592904601	-0.407811618874266	0.461586075102414	0.814737780283969	0.782509920358472	0.78093730604271	0.810575293420705	0.816459642595845	0.741113529301889	-0.458983468434245	0.764245082847753	0.138401719037165	0.735562149565891	0.563794315629692	0.88057575438978	0.570783109146404	0.705534058598393	0.646985797570712	0.601017642624389	0.634029875992631	0.830081611929665	0.621898637456488	0.57781804581694	0.749808298327214	0.646820225838076	0.660288214039858	0.807400170867528	0.824068766309244	0.862085910060967	0.871111689621264	0.731132211752736	0.616903652334759	0.775947787896311	0.792049737690996	0.807888312342026	0.305558482614725	0.807678604800917	0.552182925058986	0.799805205141761	0.782353773338474
LTBR	-0.759144769714528	-0.78094379804097	-0.794922681788057	-0.30988842994775	-0.769415478019134	-0.790149964902557	-0.736293056441487	-0.784247680150731	-0.681224578819843	-0.743942580360708	-0.581979637238791	-0.481252676058772	-0.707997073527707	-0.744984158455092	-0.654072078057729	-0.563443360174611	0.819056645027733	0.413985539931263	-0.489263318435683	-0.396674647829296	-0.648498851450599	-0.519978620339639	0.289137913376611	0.332346093193206	-0.156239030004264	0.873253547605296	0.948866160184421	0.811861707352063	0.333045949093763	0.834825832200958	0.523825777838164	0.737691760766883	-0.75998701314742	-0.772346601656009	0.368793354697803	0.852720185257614	0.542626442643823	0.510836490361508	0.828269238259554	0.171479157154357	-0.647922412882957	-0.778370457548135	0.929380083780318	0.601012759978937	0.641733101142045	-0.537869777021412	-0.68031088422113	-0.581441459870278	-0.768607705311253	-0.768321762840242	0.848249759456628	-0.602945539422356	0.706016474557366	-0.700472160055759	0.877181467098547	-0.794900814573342	0.927550078933298	0.227624524685527	0.508199909434795	0.940395231901092	0.704073553384655	0.780892892470102	-0.647331819353357	-0.619143942174491	0.105966190289682	0.370801116137381	0.709086901365889	1	-0.734259376689675	0.534492062605681	0.811537420951795	0.820218425646413	0.444031470090514	0.66270519080024	0.639884630478804	0.837378296907344	-0.697993944431702	0.820085411493965	0.895472458981647	0.878863805701609	0.880271333305945	0.771665985222953	0.789486949718793	0.857426511655239	-0.282000722679106	0.924982791354923	-0.170053361550367	0.957651872907282	0.752556671637424	0.873825702062821	0.856637552265813	0.877865089122912	0.534063037983156	0.519724515611118	0.74439186597138	0.873615684566275	0.86810167041476	0.654331315087835	0.755341381680081	0.873473688842116	0.833042164056399	0.892750900695644	0.818481360193287	0.805152681539731	0.837118533440727	0.837874846862712	0.661478397976915	0.781311663854227	0.903955298905647	0.839632302511361	0.778807061266832	0.710263794638007	0.913632431131892	0.86992341653845	0.860164733179377
CD6	0.942393327340163	0.919416193454209	0.936387119585064	0.655540910946858	0.911345707003938	0.964410154746874	0.889874672243452	0.905511385537529	0.795817769991479	0.941401754616551	0.889816657882138	0.635546253561486	0.947786632695629	0.867317116376146	0.944924426156517	0.807850526656626	-0.782731842835275	-0.0915543396317198	0.684775322490971	0.513396021230731	0.95045352078591	0.674426571015505	-0.236965112597551	-0.0396242117413565	0.63180467920282	-0.50287284105116	-0.722992480037221	-0.509530174219667	0.172963035021584	-0.543198070075122	-0.21210551679898	-0.561884119767546	0.951209183574956	0.906940373854834	0.0133490900627352	-0.865634541128605	-0.276789342220922	-0.249665477716537	-0.545337962042925	-0.000204303960355679	0.95910935631828	0.968021816304215	-0.798617313911144	-0.329061604275737	-0.221807323272971	0.600825291236317	0.789381061081527	0.847199353524622	0.903898347859585	0.919203234250385	-0.697452906562517	0.870172684905016	-0.2189228210184	0.859766179650283	-0.712014050247453	0.872185255647755	-0.702704490822426	0.209939831541011	-0.161869321401637	-0.748880599915977	-0.387105526882004	-0.36802795107838	0.692535541117477	0.717601283825469	0.290896142143988	-0.00407713171358122	-0.473041284328729	-0.734259376689675	1	-0.301706262507527	-0.581675882733183	-0.667622163925136	-0.24343411088355	-0.34743233132631	-0.111598593040099	-0.760470672362953	0.797748086470513	-0.744895872191594	-0.641958804482117	-0.665133363892277	-0.700789968668714	-0.398555527054395	-0.509338206687488	-0.78208995127812	0.450923574714834	-0.712087721747967	0.597200476495787	-0.754801839188082	-0.869731049583266	-0.640473046281719	-0.593094000662222	-0.667249902150814	-0.0932546683280433	-0.538910856567716	-0.702370355647209	-0.696138731697236	-0.785966301902888	-0.781075751080055	-0.470088123674728	-0.823698951049703	-0.631422060726577	-0.74962670580167	-0.594865878423158	-0.721688485163758	-0.661523961007027	-0.706450386219966	-0.388048744893445	-0.762826890426712	-0.756978793670441	-0.595111278398938	-0.633120088066754	-0.456484337505735	-0.775749231037742	-0.667473760795182	-0.623370186565435
JMJD6	-0.285944218588726	-0.413839558132344	-0.371760903882552	0.089154597015069	-0.306292621366515	-0.334225704528382	-0.301799019359861	-0.318335673386435	-0.456054567696943	-0.321947732542489	-0.265159675814107	-0.264107749738937	-0.334467957425419	-0.215306321514614	-0.268667774585753	-0.200974795374038	0.37385751256708	0.279221953547841	-0.226528895409506	-0.0395585655429516	-0.272019520670208	-0.292474242837503	0.286813721749476	0.416297474095229	-0.027693578375832	0.50868215015297	0.643531896420617	0.652732819507952	0.313426608515546	0.384652350640181	0.391571934462856	0.4759963706187	-0.358626806939146	-0.391819981463294	0.632193904733417	0.372926999464548	0.313710615453822	0.653648302372523	0.388384382565347	0.476150169598043	-0.188310203066679	-0.357785622343723	0.571991102374464	0.500746854186477	0.3227017767355	-0.439299899874669	-0.486799996360606	-0.171732164087687	-0.428901757597421	-0.424120152243238	0.343390274945312	-0.13120970160222	0.651768510948379	-0.30548887317937	0.532841218497322	-0.34537100661576	0.421922450626245	0.228985011141561	0.326389581047641	0.685101203123022	0.429055724954569	0.544899702230218	-0.392704676677616	-0.403668233566698	0.10675447824757	0.346910545571091	0.277574308008176	0.534492062605681	-0.301706262507527	1	0.344686731414766	0.378127415970563	0.121927503518401	0.575510828965031	0.453167180657143	0.631450598936686	-0.413562940306241	0.671780475208847	0.457772113052134	0.390548783280202	0.377594438819588	0.410925694935641	0.408383941296562	0.361311215127483	0.153897973059244	0.645591001685764	0.176207538720902	0.556935920379788	0.409406799623975	0.380626668415531	0.773135854180019	0.491163504771153	0.402520829016273	0.137273301107119	0.295631069859506	0.413345035547692	0.504999922824038	0.23835496953384	0.51395077788013	0.533498737840964	0.483085309848897	0.476274443249042	0.426766880436423	0.35998697243232	0.430607222531109	0.354344456613066	0.470791891060963	0.396654139215387	0.377136338953152	0.453155475542768	0.69054122239958	0.358006138048482	0.590044766999846	0.364148342939726	0.363005415794466
