""	CD74	PLXNB2	SORL1	CMKLR1	CD93	FPR1	TNFRSF21	APLP2	LRP1	NRP1	PTPRJ	STAB1	HLA.DPB1	NCL	ITGB1	NOTCH2	CXCR4	ENG	TLR2	ACKR3	TSPAN15	ITGAV	EPHB2	SIRPA	SDC3	LAMP1	TNFRSF10D	ITGB5	CD163	C5AR1	FPR3	NRP2	TLR4	ITGAM	RXRA	MERTK	INSR	CD44	TREM1	ABCA1	TLR7	TLR1	KCNQ3	HAVCR2	ADCY7	ITGA9	KCNQ1	LY96	MS4A4A	PILRA	VSIR	ITGA5	ACTR2	ST14	NCSTN	PDE1B	CSF3R	CCR1	SDC2	RHBDF2	LRP10	CD33	CD46	PLAUR	BMPR2	ERAP1	PECAM1	CD63	ITGA4	CD81	SIGLEC10	IL6R	SORT1	DIP2A	PTPRA	SIGLEC9	NETO2	CSF2RA	TNFRSF14	CCR2	AXL	NECTIN2	STX3	TREM2	AMFR	MILR1	KCNN4	ITGA6	LILRB3	LILRB2	STX4	RPSA	CCR5	PLD2	SCARF1	UNC5B	THBD	ADORA3	JAML	ACVR1B	SIGLEC7	SIGLEC8	ASGR1	CD47	PTPRC	CLEC2D	CADM1	PLXNA1	MCFD2	CD99L2	NOTCH1	FZD5	C5AR2	GPR84	ACVR1	ACVR2A	P2RY12	PLXNA3	LILRB1	TNFRSF11B	PILRB	SCARB1	RYR1	ANTXR1	GPNMB	TLR6	ITGAX	ATP5F1B	TRADD	EDNRB	RACK1	CD69	C3AR1	JMJD6	TSPAN14	SLC16A7	TSPAN17	CANX	CD82	SPN	TNFRSF1B	ADGRE2	SMAP1	TFRC	TNFRSF10A	CD9	TNFRSF1A	PTGER4	RIPK1	LPP	TNFRSF12A	SLC16A1	TNFRSF10B	CD4	ADGRE5	C1QBP
CD74	1	0.914932695724444	0.920302104442213	0.694201218054105	0.93326612148348	0.93839162433702	0.663581480489883	0.891638474682283	0.85328297603125	0.704997943761425	0.935137160609429	0.929757461973439	0.933594347021494	0.781893945096303	0.917766695895633	0.800421781308014	0.851261108956053	0.895002180821117	0.845689429175931	0.745345805546623	0.89940152266207	0.956254919240715	0.832480917774146	0.934335067057474	0.68055683093596	0.893603785222113	0.794150094393976	0.787822008868208	0.933331895287185	0.788526084117844	0.960189246017054	0.504043986428534	0.851972242923591	0.948955328292207	0.776710568671189	0.875174536371528	0.388548910841643	0.683000500511056	0.635408317463181	0.476460845222505	0.952171451463621	0.924942023400246	0.854740631674665	0.932169479135947	0.94574248131318	0.852048034321292	0.954524433119469	0.897428571869253	0.936011477289641	0.855527614328867	0.941213615588085	0.838762641124889	0.911385730400172	0.856758741032387	0.825752738221984	0.838506442542247	0.918480783792808	0.782103329028371	0.148654157981784	0.964622485429313	0.905338876774998	0.928779692385723	0.840524386219121	0.815784574366456	0.89554982342819	0.865891603521484	0.788719300924451	0.851613645834556	0.87312931781832	0.951258026835151	0.953200527492984	0.848238156093972	0.860926628852633	0.702036932673224	0.741373224706012	0.879674677744822	0.670056608765398	0.935297804987148	0.542191351510284	0.657706817042563	0.901305508101529	0.865149088782445	0.744319741913132	0.978573289097772	0.86122901679778	0.796432899583433	0.72296198248876	0.544930932662647	0.789461844004674	0.857059233476385	0.827984895562984	0.745193499403543	0.806068219857932	0.816110888686434	0.839720819462988	0.924819964985913	0.750755049188639	0.96562640817592	0.877329056043232	0.728765804993442	0.827603667517044	0.897700618078277	0.829598095032981	0.763641777702424	0.912095035857838	0.538035897596325	0.790376421497922	0.818580052228772	0.78406976789069	0.80465437889524	0.697343026345627	0.684689117896042	0.166644385960108	0.824296529909756	0.680242894657341	0.676907903686202	0.830996956132511	0.375205441039402	0.925011707672161	0.72932308522701	0.51959936259575	0.712389687130485	0.729457023545614	0.618197267410208	0.203407100586547	0.876680095334748	0.431294599555631	0.86851165383853	0.806175537410377	0.504187583547392	0.8393871788839	0.704896428490605	0.968966413338336	0.756615356558977	0.925898230268075	0.561783984096461	0.816160672940001	0.891253599563572	0.57396519188472	0.690198104306323	0.90626814697048	0.882381313675407	0.845662240635119	0.529790528061052	0.795289534011322	0.700040545214301	0.905310088608249	0.859065280981486	0.756656927022587	0.776813672972032	0.486263768413041	0.10287292587052	0.62065563698796	0.951451695118825	0.589428111661232	0.634304351869932
PLXNB2	0.914932695724444	1	0.829555253276494	0.625664211603073	0.927008282064601	0.959301915141654	0.790577923779266	0.951801287410269	0.895297030861225	0.850858975731994	0.92381398677154	0.9284408889967	0.809362750490834	0.863457525168236	0.945297605036503	0.878092856498435	0.802283882134389	0.931266745235452	0.923040384744529	0.795488748794561	0.9178477946118	0.929890362632607	0.872866272714747	0.968300862767949	0.714095039264068	0.939361835451022	0.849935430851883	0.896634906800936	0.947383961671564	0.828297593878702	0.950284610982243	0.655442828512155	0.889817172036075	0.958144725605234	0.896050887548021	0.856771057498559	0.38471518036128	0.825519884651716	0.765867657260434	0.629497948654931	0.880026114050431	0.896167177844931	0.857962324322493	0.970020100651726	0.903848130579611	0.771055096098429	0.918405072246366	0.909976725527035	0.929668628376489	0.755620261325089	0.892830074120726	0.912234936512171	0.96031658583781	0.950786262914001	0.881452004526207	0.878618522940409	0.812204788745748	0.914295818078594	0.34465917133314	0.934125500854126	0.889476542817875	0.914011683876837	0.826552215385659	0.905252051540906	0.863934104486861	0.909423243193468	0.690659943866948	0.919075669884714	0.921771361960848	0.925018721505979	0.893498954707762	0.920348158479052	0.848089282551787	0.782376490962998	0.790713500752207	0.923029751670667	0.80685864664437	0.862277602980079	0.681287816623646	0.647287730421193	0.836363256743009	0.936334989407803	0.827568584613353	0.92290185310828	0.845740160478794	0.838426036271648	0.804138882905238	0.518145957499398	0.859242158333352	0.881490705187767	0.791590886879848	0.784969847510673	0.817697542391424	0.846708802067592	0.862151127071663	0.876142653296606	0.841459889948675	0.926533278279508	0.807016448846643	0.839418273411566	0.862845646039554	0.741547012288645	0.838543719675156	0.818830951042797	0.949959269593343	0.559123506075786	0.765734685258302	0.863404395488343	0.823534119564423	0.868027779233099	0.735235752454604	0.749498901207203	0.368997096201236	0.823393648956733	0.802845274459609	0.762735935899581	0.73858740725271	0.511196336057194	0.933878236213563	0.753101457917807	0.547646298832566	0.739561388428197	0.764363734014233	0.606613473155529	0.384362129967173	0.895500072166014	0.556772357206872	0.923238247476782	0.749453233807154	0.581211960642137	0.838140769977733	0.626399599011066	0.943497341301036	0.831566669367393	0.901025938819019	0.631240846109173	0.899888106755187	0.966326319461255	0.765049693863665	0.763544384553958	0.905485007551072	0.914775560436518	0.88816071337397	0.647271946843194	0.850615161061894	0.699164163566224	0.953892772282404	0.881709185008218	0.873538380500662	0.817488313475028	0.524919853997645	0.195621854930954	0.676733761053523	0.968990090930765	0.674538251108236	0.700407109175046
SORL1	0.920302104442213	0.829555253276494	1	0.699577350865489	0.839251406387263	0.826403837550839	0.56554480280916	0.787464187930929	0.765247298249969	0.574421330457526	0.854573788308778	0.807711546567609	0.900655862776592	0.674602988090476	0.844991628037053	0.739963887987927	0.833799408557094	0.773740851784801	0.79553843606352	0.607372993946198	0.813241164679562	0.886180354151902	0.840856890330539	0.860987142629915	0.556504990256031	0.804727200439121	0.706502378806553	0.710057002416525	0.825683952409457	0.637299871537118	0.854190114806754	0.40369713336673	0.769675606205791	0.877314455351693	0.755592173164027	0.80189627236274	0.348048393680654	0.565785249401388	0.529573063206597	0.390123733102329	0.917507600820341	0.907017112217793	0.797010472212196	0.874962199855806	0.930904614478652	0.842997794652922	0.92872206332971	0.813488888377438	0.829338818255163	0.851424090689807	0.891015061714301	0.758832202737773	0.809517628100989	0.780027093063456	0.755056216436119	0.750183312359421	0.947257233446653	0.680881648191413	0.0644129350415053	0.903764498349706	0.83571255725338	0.855168826885653	0.815389819412943	0.680428936438371	0.866858002042053	0.780030807056433	0.745036816253998	0.768704480650272	0.805151479744403	0.900618954513282	0.865338339411182	0.829395929202342	0.876295934545431	0.614802249024333	0.683968914874046	0.796657826221686	0.581156543640924	0.886914300718977	0.499494492799598	0.684789824711103	0.909858032178963	0.730304343000171	0.673990233221727	0.918345127408855	0.871428845690525	0.794310488969782	0.629211399673335	0.53540029742223	0.624193532130778	0.691933229189799	0.679740884104585	0.673814690909655	0.78585948833885	0.715844154477197	0.798380046998624	0.910913738837753	0.590768505603741	0.893865852697092	0.857028072625327	0.680149193776418	0.716890916591193	0.902387166069473	0.714319455650342	0.73611318286799	0.851288521924324	0.640308976829067	0.780084989721494	0.77059930334006	0.712234444207156	0.732437942918351	0.592562050752626	0.535936361309816	0.115170356425353	0.666118020961629	0.563093025022836	0.700403639234224	0.898291832849749	0.291422886885776	0.825838403164962	0.614716716661382	0.483417571839911	0.757714520708715	0.745870858699101	0.588128626817953	0.187837785635266	0.822761161247018	0.402514737725033	0.78843409131034	0.791052644358487	0.432279900416731	0.778118091927096	0.589126989471596	0.922589054132605	0.634590100636252	0.891762925562882	0.506639713814193	0.763297258138931	0.805534871335242	0.465268278670503	0.764401283202716	0.834934409735556	0.80285460899406	0.76418479090721	0.392015730519786	0.672022159190006	0.712670989621395	0.836595572936912	0.737100998652342	0.62781206879105	0.786981449585793	0.428442643284184	0.0647405659772211	0.568707019997968	0.856829275973791	0.534314613129585	0.57153244671055
CMKLR1	0.694201218054105	0.625664211603073	0.699577350865489	1	0.583937359993226	0.530892065553736	0.488394471891963	0.628947146495305	0.747638804345986	0.566341576963112	0.65276440585592	0.659075994488418	0.566390259684082	0.318264701945219	0.627739888457583	0.645472567052737	0.712893066572158	0.600073571902724	0.673707998489918	0.484764680132212	0.508434940540624	0.731138703456704	0.705540656785277	0.66462261214036	0.740913460596284	0.722162087681771	0.397064876543258	0.711210912826817	0.740215387023328	0.659924367624466	0.674157395049048	0.49828067101375	0.794972457392009	0.610814662537802	0.6357833737336	0.834675862538236	0.315149500381502	0.420730689155073	0.378688482479115	0.608894462185916	0.686658793496935	0.788917666304881	0.694708586419782	0.646740656549516	0.66432800165965	0.693015937908322	0.633709885321897	0.608412720921857	0.577241862696861	0.758019321903666	0.555226373350289	0.481474482541468	0.508630060135965	0.560244975042853	0.492316827378672	0.635035907524469	0.683338795516467	0.460646421943394	0.159245181936157	0.710795364073942	0.613249387446997	0.511460120401758	0.640940166333051	0.503564111147857	0.752157649109521	0.569740105338219	0.712888480704026	0.557183734123788	0.51346806840221	0.604716531579545	0.528929677837183	0.587194401876745	0.665124711754793	0.568127167351334	0.486866736577381	0.430416440123997	0.240388895596882	0.745122992624955	0.545594135496216	0.0733829152109563	0.796138756970176	0.42966033834619	0.584670179371045	0.710784041093176	0.707707850527117	0.528286210653328	0.183631073441314	0.466788507004136	0.579591386162827	0.54859850013741	0.427295738079362	0.20687543304506	0.434116196554451	0.61768442542321	0.531222516029737	0.731632674878817	0.373186133834686	0.725595829348417	0.444925803449144	0.608902920214264	0.650989192807045	0.698673351949999	0.322798018590705	0.556418729802976	0.562541593786742	0.660763217189159	0.788092685449294	0.726090614001271	0.504500059832446	0.542580521005994	0.509564292357305	0.341485737363355	0.316159185069378	0.397897449978773	0.51969410669457	0.482609489688733	0.627533889804025	0.415241125361262	0.602832210271362	0.214399189565855	0.387997482444253	0.63840914785861	0.501453749864795	0.43117202989393	0.516099084390836	0.764371620240516	0.637282839819587	0.404789538587646	0.476810355770778	0.561457686287817	0.35298828439249	0.277337544410604	0.693500778822392	0.309578358914511	0.773828526331581	0.222884838143102	0.53799675725968	0.62197986599273	0.533068266295826	0.334971603294852	0.73240745796098	0.693493611254688	0.471706040974898	0.271930600417311	0.40797416851424	0.665105253581928	0.563547235902327	0.442704470576956	0.415589052111696	0.719527988110049	0.156785587507787	-0.0266573725736247	0.419684347428918	0.647331946933197	0.279987664176187	0.142909770948929
CD93	0.93326612148348	0.927008282064601	0.839251406387263	0.583937359993226	1	0.941611739825645	0.672086635094563	0.895874299001846	0.829714557961485	0.820048446949884	0.962627995798721	0.961808150337536	0.794230393054388	0.851957253389765	0.900804380054925	0.775782363712871	0.702847427982436	0.908354077157765	0.861551008069094	0.749011867314228	0.924678464831005	0.935563659538913	0.782636741552268	0.928968805348098	0.678576051429692	0.875130441000239	0.845870708700319	0.792495809111169	0.924275668028516	0.744818396200752	0.94218896593481	0.568211219938283	0.849553730283641	0.959296522881284	0.794877537574292	0.84452953519927	0.421462243283778	0.712268894610927	0.656131783645782	0.485144941714616	0.934840768166759	0.88362570608114	0.858255324381984	0.919386550872075	0.901563554747776	0.842306475251575	0.936933968333729	0.804393400576142	0.918474052242285	0.688958819903923	0.876728556133113	0.873598277061779	0.937135578482479	0.856310451334629	0.835913511500058	0.885260178190077	0.84484528340478	0.860578004004705	0.150092681502388	0.926124540185932	0.867917594929374	0.923905207256005	0.809662880950455	0.811179819187223	0.875680149852381	0.919148117601339	0.711562793700323	0.802039986058298	0.900203624920673	0.880765274956403	0.945089699624262	0.877038637361789	0.829191007777678	0.7509734832634	0.753268704357453	0.932305638558895	0.800131463428217	0.817838974215846	0.530369319033143	0.679357105300297	0.780267426253746	0.879744088085844	0.737725576908806	0.896014029889362	0.781257745813991	0.796756022483254	0.780328702886044	0.564546599227077	0.768464105620252	0.86782915782737	0.795198600089422	0.744985689788922	0.813971223022523	0.805572868451746	0.852022003664685	0.850648319862666	0.772403911238032	0.922145353387425	0.798756875405379	0.753216710348275	0.806060570883478	0.820270843358966	0.821013480689716	0.734281193660927	0.91778274327289	0.527615043750559	0.691891663624605	0.785438076916101	0.756175607671974	0.832311609683906	0.737234300772155	0.764582061646306	0.232852518219044	0.877582012590067	0.701547981517919	0.676952142745247	0.749112455629361	0.383850390323539	0.937448922785469	0.760181315732566	0.574522126551813	0.712801902828279	0.793329588515061	0.590225775299446	0.1411577199172	0.881759089692806	0.361235567553274	0.889043528677086	0.715148040176034	0.423485185073133	0.791186091322072	0.656405561660878	0.918396024122629	0.793155495992486	0.88985325045096	0.6691015569896	0.842307261715696	0.906075655106407	0.596072242513167	0.681455019768792	0.86429017302362	0.867730264045297	0.844248720128314	0.583495766827296	0.844681270600111	0.567713643249582	0.908006833981564	0.867892684776494	0.817159300604413	0.772290705539679	0.487694129300247	0.161360533554269	0.636765142993776	0.961023417089141	0.672320100541718	0.671951656893561
FPR1	0.93839162433702	0.959301915141654	0.826403837550839	0.530892065553736	0.941611739825645	1	0.755337636567171	0.930882155948074	0.847703427293375	0.784869885003351	0.923353950264815	0.934738408130667	0.86085872173882	0.884778866371761	0.933930757467266	0.827122335155298	0.780510024979532	0.92780661975123	0.877710136225664	0.798416880170492	0.932243003824783	0.917970027851872	0.812337313908063	0.94484907302522	0.650536284008504	0.903986229786348	0.871524546976568	0.8140168829762	0.930222197764656	0.817309806768831	0.959708084936999	0.560895537079722	0.832523290599456	0.971268880546753	0.820038787192989	0.814920130678011	0.345935234136138	0.801667111457968	0.745657846286192	0.524027778843057	0.890099801608088	0.864588560714666	0.824031456244132	0.956795033839149	0.910259518533173	0.767723838151967	0.929359611054899	0.911498275622947	0.958017278604527	0.753631857157552	0.933964446158037	0.905989613078994	0.971194811270453	0.932999451206838	0.866344198282172	0.852957111133352	0.83223244915544	0.904811558552817	0.272256290567662	0.929939379481088	0.884016742819684	0.945774763344329	0.797896541693852	0.908707176310481	0.830772071432482	0.906948921041958	0.678028768423458	0.902112067324954	0.920336168575761	0.933548083323482	0.940227709007479	0.879854661252526	0.812712630502611	0.725726473097357	0.759884537163058	0.94681191615853	0.80210691038635	0.871008648840256	0.58569029837223	0.730894492039147	0.792042225226281	0.959068538376978	0.781103516872869	0.927391119444125	0.809536070276481	0.826742467357142	0.847124219893502	0.467444422860824	0.85765681821411	0.917461189976408	0.842474859461029	0.830617750238024	0.85578791496627	0.813647398179442	0.849997837873809	0.84084324722714	0.862387228698538	0.917416963428735	0.858256000782831	0.774044651126045	0.840923436501998	0.758097609467166	0.908813457107915	0.763268169120373	0.952540924102437	0.454309145817538	0.709279872398185	0.808639813351099	0.812540938696937	0.830226436670201	0.69401464423581	0.748031258699763	0.25869421135762	0.879034776916809	0.757150242888235	0.70116397554119	0.737925563208408	0.41538003431486	0.951109196063583	0.808588728277478	0.50528468505792	0.675312447519887	0.716844684067477	0.59070786751955	0.240413966004886	0.854214304402147	0.446263014147562	0.942760413890901	0.783429017569033	0.523044327618268	0.882870411640579	0.699239327095764	0.942927361511776	0.853928800481331	0.872090285514356	0.645869270986451	0.855427920724254	0.938063630560318	0.685499930402334	0.748760753614361	0.886797112171938	0.89532490478795	0.889724930102772	0.623674509136066	0.879076821892659	0.644768900844403	0.947639900094144	0.910378562048079	0.848196435615682	0.734843405145336	0.527252683257671	0.158182991743083	0.633152574302822	0.969181444490242	0.687860969398682	0.723487807974798
TNFRSF21	0.663581480489883	0.790577923779266	0.56554480280916	0.488394471891963	0.672086635094563	0.755337636567171	1	0.871639933899585	0.816220814755915	0.831394984462592	0.696622094479734	0.660790158067449	0.55213205568157	0.781811743765086	0.807769918959288	0.75135966612231	0.73901810895038	0.827040479405773	0.868603778624817	0.762123842108297	0.670002621346505	0.763671636667365	0.703557235785623	0.824453495904837	0.655665809407029	0.838992080070942	0.792534846113811	0.870611550302688	0.805078493095257	0.830517420720659	0.761971273798922	0.77033807919998	0.809107233948923	0.770444801400735	0.820784342991803	0.764257117724303	0.363547599012334	0.890905666846411	0.907224556050999	0.804085601596397	0.594054935658238	0.71788115428134	0.809262798781279	0.807847264000316	0.624626358110726	0.486405131260093	0.682784464014583	0.734446653806404	0.676764825604792	0.618966934450647	0.583118177017475	0.837661435378331	0.793787436666916	0.857961480039386	0.772815011615596	0.753192779447444	0.596010279950369	0.733462207907199	0.564956561999608	0.658010720328873	0.745438063657225	0.649907342027088	0.665617899956178	0.875443126814072	0.7069474538161	0.633637260253032	0.55788952979046	0.750464188667566	0.828251698780418	0.65684725600468	0.61163547200997	0.738766630093474	0.727530863510977	0.747461572804715	0.664738800915708	0.690700735043747	0.739724946991108	0.694673041746019	0.769849120747935	0.371651358805903	0.619891848369065	0.787427974554204	0.818663946576423	0.723575035038965	0.678527316798646	0.53832456360112	0.701049750537332	0.36925605942684	0.841907784345309	0.723520230137046	0.715598383380411	0.577643332868386	0.618394989425452	0.793377722755816	0.771829646001295	0.664921807217634	0.85398479661866	0.664721663624298	0.574656371542862	0.853929585913759	0.754908308459847	0.398989887196986	0.721991462832166	0.6552339296458	0.815280276982334	0.470859902551354	0.715795164974539	0.823432053228996	0.742337852450314	0.737203208905732	0.662225486228907	0.668822006695956	0.61753395714481	0.780381685947228	0.881878196341434	0.537455705699042	0.491598531055468	0.670539080857115	0.752404209832119	0.6390020286951	0.504089682268648	0.57709775311619	0.527161425728592	0.50178001043511	0.626901926922657	0.784240825327756	0.745740800856938	0.693407278447246	0.498977252742743	0.582992069809475	0.61156811080755	0.472242409397488	0.692770783997062	0.732840323413097	0.739176603538435	0.637761912981814	0.733085669121947	0.844657964449642	0.871911913788901	0.586132104287818	0.836850275863879	0.87247254846022	0.746075158649107	0.696239236411871	0.786341782202141	0.696928054506508	0.773819667435694	0.816867897816601	0.744105089077903	0.749418279146437	0.418358157747755	0.226866744695117	0.586284457094463	0.759229062711716	0.661497967371169	0.527234297906043
APLP2	0.891638474682283	0.951801287410269	0.787464187930929	0.628947146495305	0.895874299001846	0.930882155948074	0.871639933899585	1	0.941543671549213	0.883717604139031	0.887214940090552	0.878565310622891	0.78152512527302	0.884877793436004	0.973546651730872	0.914435743740135	0.82266669717293	0.970004605929664	0.934073823428893	0.860863569190272	0.869913098083634	0.95162351450576	0.85572656218411	0.971844038918415	0.794939009552782	0.961409813196291	0.880406396556877	0.920985618727683	0.955394126836398	0.884953192561593	0.938455472351951	0.782853027587005	0.929690311149432	0.937065509089403	0.895983914634626	0.898627662897052	0.534940503596111	0.908341560217555	0.851562114423223	0.733188516408775	0.829040732454495	0.897998628218023	0.916709650148008	0.953896141211747	0.836861380020884	0.732847453775415	0.883046529331378	0.876314873130116	0.874809036557746	0.769505333078066	0.81757299155635	0.941631508034399	0.948896153131421	0.92217821692455	0.911752860693115	0.892949817572454	0.806500853880767	0.849569419231905	0.473170060553832	0.881141809529233	0.935578153854354	0.862728253138655	0.880775035739831	0.941098407886796	0.898377539527524	0.847659186639682	0.778765905354768	0.914081103468995	0.925882715964687	0.882024366562636	0.851491914181262	0.895725436893034	0.885771775894608	0.871684948993101	0.850806047431081	0.870328404306769	0.808917014750909	0.856880332508417	0.739300606811798	0.570706422927752	0.817415214573738	0.930066143454194	0.90859864312174	0.900475384780316	0.853507062271864	0.72993106169579	0.788293732814475	0.614256817992562	0.909398234149182	0.861621200542972	0.874255432756299	0.762410890487116	0.779188587481326	0.906311674756745	0.89287449662355	0.864107569286993	0.893523483139429	0.878290726889367	0.778756094201824	0.904396085544718	0.865000904687446	0.68773550751611	0.82235527280803	0.849259886799681	0.944680272495419	0.579333088711442	0.838831915710276	0.902213397878835	0.900607929670725	0.897739397331994	0.830309763351558	0.823999310898662	0.457969746001954	0.865101060172629	0.875923218420602	0.731449006043666	0.685393007683624	0.659157471518285	0.914626971627233	0.782758529765161	0.637260556148274	0.757693577280692	0.684418748491356	0.702061033357916	0.457122998586765	0.903893297067098	0.656562548475002	0.87942718718019	0.732085888412872	0.663988727951917	0.817581245316002	0.6357853971491	0.894652079607876	0.852226715280835	0.917128056554489	0.68782819529463	0.864799338577952	0.979429465159495	0.822170753868667	0.689122419982087	0.94617093703151	0.950239608415365	0.925088506809518	0.758565767548402	0.856020037754302	0.781550127477293	0.947075573062741	0.918284773439472	0.889067829547873	0.870913396329522	0.569982103691161	0.30318880233462	0.755688722593038	0.936758565273755	0.730528820390394	0.686874675209139
LRP1	0.85328297603125	0.895297030861225	0.765247298249969	0.747638804345986	0.829714557961485	0.847703427293375	0.816220814755915	0.941543671549213	1	0.85359317559493	0.840561537707766	0.870039380003305	0.716833968345499	0.742861441813456	0.921798538827667	0.925329028244304	0.822134283901708	0.902652945073127	0.909246306910661	0.849513364808629	0.792492521839147	0.927458081472657	0.876043251367311	0.922540473861315	0.901698504019345	0.954726835690338	0.748718749575259	0.933474490448942	0.945694745714579	0.91255769111454	0.902057934972654	0.79976916812984	0.940103016802812	0.88238416048871	0.890729557552002	0.93969153864751	0.505112286471802	0.823905201880611	0.755118729440036	0.7893500598266	0.801013753523517	0.896776884939558	0.864039763858246	0.890422453288064	0.813330450460128	0.761994453165455	0.829520545635012	0.829461517685137	0.816212777940432	0.8004625505901	0.75834411763256	0.831318239362484	0.83038820177372	0.844555618751229	0.847105986422625	0.85333793943269	0.794712945305972	0.777677648779691	0.485452527004745	0.868778389246363	0.901193548087995	0.771935598191145	0.873016995748055	0.877994847614967	0.89611423829334	0.802343772668504	0.794006186777721	0.860742829799582	0.812563567840367	0.830405307848166	0.761732714082486	0.815444927773696	0.847161812880515	0.8692762567153	0.822977451301555	0.755318153099915	0.624955163642706	0.875913948371766	0.747395971845372	0.40184260499905	0.816721029884771	0.823328965564914	0.864165566401317	0.873381087829197	0.862822937521498	0.69435882709451	0.621705988812657	0.585353949854748	0.887260485361252	0.831866055294461	0.763089206879777	0.621467830015001	0.694973373067696	0.880823459581372	0.777443876069985	0.847274932217579	0.771974941108157	0.860809440683124	0.67609740357007	0.889002923838293	0.818248661460614	0.689006966194597	0.707449363552786	0.818377286210944	0.855694336592169	0.643212329332921	0.908014753635497	0.914132219205827	0.865883784519209	0.862695565368338	0.793795777917103	0.732994592978119	0.457677384352138	0.767559248802913	0.822620896896654	0.735896034286128	0.663530672873074	0.707863406648055	0.873417477367921	0.652607193610637	0.676616884496598	0.794341200419293	0.639251426286346	0.687441283971975	0.566955362176619	0.903000165963813	0.739087808188982	0.760433093202542	0.672970185393005	0.726614809706877	0.711148189890929	0.525440311251497	0.864580213087583	0.722248220857007	0.919037813920928	0.542605828537969	0.781993752526037	0.913566766313259	0.837445542285018	0.577744953035443	0.949218888135267	0.926174569915197	0.830823480942409	0.706468461085367	0.746278318277881	0.841788968007108	0.881425620205755	0.817161777042491	0.793242874634627	0.892208974820306	0.530643770942469	0.306134906566633	0.738047142396417	0.878113430740194	0.610866675558265	0.549745480393525
NRP1	0.704997943761425	0.850858975731994	0.574421330457526	0.566341576963112	0.820048446949884	0.784869885003351	0.831394984462592	0.883717604139031	0.85359317559493	1	0.817996477743872	0.818059733099003	0.477891594819072	0.778372838950036	0.816071397307224	0.770835574531533	0.59220465941258	0.87659808582777	0.866381597753157	0.770824943973664	0.769623888414841	0.820596581981495	0.745562343551625	0.850324752693887	0.787871114021341	0.873241178021611	0.767608430671088	0.908337491804091	0.86912518661607	0.791400815721615	0.828930398081067	0.81697908488938	0.874419684710795	0.81438231651101	0.850700426849747	0.8349345312063	0.480603114545848	0.83236860594048	0.803350140779521	0.79761261032831	0.693020190889742	0.770918470206951	0.846304543139008	0.82178722106079	0.66393327099088	0.656864686065804	0.718279639983411	0.669685279456385	0.713381764387038	0.542086733320504	0.591564117914219	0.842709318538958	0.825546904681061	0.830973514568341	0.785562359306413	0.827956057561602	0.596926199048712	0.818761887260593	0.474828781068086	0.72782617476044	0.75940438973322	0.681164881901208	0.70571653020972	0.826612079981909	0.792320483916572	0.804358100343401	0.623995332410975	0.74191351071627	0.813493986991722	0.667132182252177	0.669593479737018	0.811960170492773	0.712343073325273	0.817799202571479	0.723892639499106	0.765265705898431	0.788807500917905	0.638778758081817	0.695391466358867	0.346475965426607	0.632718939994247	0.787510115751099	0.809758867114503	0.719600857735371	0.670474898535839	0.60014778896532	0.660459795893169	0.545181457135256	0.814384700818883	0.786033902173031	0.687909530804595	0.543251904315257	0.633196384181118	0.831044611309114	0.754690491759813	0.706072619545692	0.75761516109433	0.75151193161332	0.487886566452554	0.854893192272931	0.787413903369452	0.507305345700842	0.620791282426672	0.688789940881393	0.800883785149838	0.513210235616374	0.702790369999118	0.793685874839435	0.717130992184952	0.78612003082044	0.758291257410869	0.754794152088949	0.58324085839964	0.777737737977644	0.821086874571611	0.636675731471946	0.476420327736545	0.666695855487787	0.814411868644378	0.602651707004022	0.593877287881003	0.663638652257234	0.649744581127554	0.568729231020842	0.50714043075153	0.849962789683799	0.641309604928416	0.718144169169686	0.462663083628761	0.540827976194343	0.562398844120733	0.393957055358238	0.723608369050452	0.706538744260364	0.773915433881829	0.647539297806916	0.770040800103745	0.881397248573928	0.845340045919679	0.526063287015712	0.825975922245438	0.858694532541085	0.757548251745391	0.678990776610961	0.771351600547044	0.607358676083528	0.803014410603064	0.790464342112086	0.801688919813986	0.800720974316675	0.423477301188848	0.270631906193152	0.649144499335856	0.837797858762468	0.656426893536366	0.533150816780821
