""	CD74	PLXNB2	SORL1	CMKLR1	CD93	FPR1	TNFRSF21	APLP2	LRP1	NRP1	PTPRJ	STAB1	HLA.DPB1	NCL	ITGB1	NOTCH2	CXCR4	ENG	TLR2	ACKR3	TSPAN15	ITGAV	EPHB2	SIRPA	SDC3	LAMP1	TNFRSF10D	ITGB5	CD163	C5AR1	FPR3	NRP2	TLR4	ITGAM	RXRA	MERTK	INSR	CD44	TREM1	ABCA1	TLR7	TLR1	KCNQ3	HAVCR2	ADCY7	ITGA9	KCNQ1	LY96	MS4A4A	PILRA	VSIR	ITGA5	ACTR2	ST14	NCSTN	PDE1B	CSF3R	CCR1	SDC2	RHBDF2	LRP10	CD33	CD46	PLAUR	BMPR2	ERAP1	PECAM1	CD63	ITGA4	CD81	SIGLEC10	IL6R	SORT1	DIP2A	PTPRA	SIGLEC9	NETO2	CSF2RA	TNFRSF14	CCR2	AXL	NECTIN2	STX3	TREM2	AMFR	MILR1	KCNN4	ITGA6	LILRB3	LILRB2	STX4	RPSA	CCR5	PLD2	SCARF1	UNC5B	THBD	ADORA3	JAML	ACVR1B	SIGLEC7	SIGLEC8	ASGR1	CD47	PTPRC	CLEC2D	CADM1	PLXNA1	MCFD2	CD99L2	NOTCH1	FZD5	C5AR2	GPR84	ACVR1	ACVR2A	P2RY12	PLXNA3	LILRB1	TNFRSF11B	PILRB	SCARB1	RYR1	ANTXR1	GPNMB	TLR6	ITGAX	ATP5F1B	TRADD	EDNRB	RACK1	CD69	C3AR1	JMJD6	TSPAN14	SLC16A7	TSPAN17	CANX	CD82	SPN	TNFRSF1B	ADGRE2	SMAP1	TFRC	TNFRSF10A	CD9	TNFRSF1A	PTGER4	RIPK1	LPP	TNFRSF12A	SLC16A1	TNFRSF10B	CD4	ADGRE5	C1QBP
TLR4	0.851972242923591	0.889817172036075	0.769675606205791	0.794972457392009	0.849553730283641	0.832523290599456	0.809107233948923	0.929690311149432	0.940103016802812	0.874419684710795	0.859359965870378	0.86676243178496	0.687502349889004	0.718789769777766	0.884011356453949	0.854035107062435	0.795447653933145	0.897497588747475	0.920069639123525	0.799750756711347	0.776690031725515	0.931266006931746	0.828198608677293	0.917604194070383	0.842945816459762	0.942591951803847	0.77646837344258	0.918603944891754	0.953148930609934	0.884650005533582	0.896316932990996	0.765452016262891	1	0.87732747429912	0.859121868684146	0.959853105829798	0.497260429014023	0.798002360201633	0.76319227562081	0.79631579642004	0.815510763654163	0.916896423268631	0.922380587581122	0.896286889453318	0.795118694195261	0.745059222634618	0.831632043166761	0.784272505632472	0.795000465609801	0.769664759075085	0.720900840947308	0.825566867824233	0.840420375118738	0.840221923396907	0.781760968613937	0.903268837343567	0.802187136909316	0.766809092376041	0.383318926186125	0.856762251134725	0.853011016022385	0.761196781898926	0.821941312889428	0.843933435290734	0.898136666837794	0.794325589709693	0.792195850250274	0.788632700688579	0.832360191096431	0.774698077095444	0.763116734022644	0.834971454957224	0.831535901291559	0.84080833396449	0.740719749698067	0.743241220427386	0.663709387236919	0.838746380411372	0.735676095799147	0.374790293441743	0.811225775495723	0.790960372044053	0.856873628619408	0.853711884793789	0.811871424262258	0.67255815205903	0.587441997981568	0.584335899149477	0.870027981472127	0.805695440724192	0.764564055383216	0.539735320233632	0.68163511472432	0.86668697106614	0.807067844007605	0.847032459725202	0.772552749341838	0.872148222768165	0.646806395820085	0.88882967919904	0.854615158478842	0.69935415571123	0.664084040934714	0.748571792852569	0.864126086405543	0.65944080230692	0.851345900336971	0.892904393257193	0.779560583383709	0.8048686597804	0.755081418051069	0.706366617762674	0.484890629612167	0.769562535494698	0.806916551774098	0.647610609247773	0.656209812205502	0.629357967433261	0.865445365987982	0.601952889320006	0.595073275905499	0.755173290317486	0.679328761103185	0.5985087616525	0.541779819761523	0.932630723408426	0.722533576548542	0.717605477711055	0.617884267140699	0.654290355367565	0.629153987003491	0.544588636966524	0.851846641571077	0.697594237614709	0.932321369826752	0.568383689904113	0.786786242483113	0.900648731460478	0.787038829371106	0.568339309128844	0.93834545265048	0.937075277592497	0.796582204715843	0.630621462948528	0.750115920969925	0.732791165206322	0.841466546492965	0.819571935113056	0.778898323489499	0.863449232632728	0.396612399966971	0.17546934851121	0.648101944994277	0.892352452664504	0.638598603046527	0.467166099022656
ITGAM	0.948955328292207	0.958144725605234	0.877314455351693	0.610814662537802	0.959296522881284	0.971268880546753	0.770444801400735	0.937065509089403	0.88238416048871	0.81438231651101	0.954726600441059	0.948150603066301	0.840344509974087	0.86177801000517	0.936676550164725	0.842335063823487	0.804384936373484	0.922225639979002	0.913161502731394	0.804504250596174	0.918384003821238	0.951896881782984	0.839857941526929	0.96280517785721	0.687534536776797	0.924885013007652	0.856554847725158	0.839980455694982	0.953303806604062	0.828034102144073	0.972124297612821	0.587638446844412	0.87732747429912	1	0.854635656727157	0.873543628301398	0.358604942510336	0.788351472119744	0.731382058569334	0.560941963237589	0.929672117963896	0.912845441638973	0.878524425991778	0.964414735974366	0.93339847887292	0.809382501407845	0.957158721376295	0.880854423817279	0.944775570432143	0.769627466000022	0.912122734923129	0.894974631447111	0.956819538483062	0.924571631058277	0.874516518586743	0.880072198966287	0.879143851134424	0.882682102748263	0.247959341876588	0.950298906161993	0.895370050622703	0.934390596519824	0.820232208386093	0.888858277933898	0.875907115785485	0.913191450614953	0.703078595999201	0.867451148126276	0.932891341787624	0.919655136649672	0.939539363723284	0.901246352599801	0.861464337829212	0.751945458164114	0.755367805700704	0.937236654131472	0.784638618191218	0.890563165389868	0.613846466543122	0.691516348169523	0.82472183472367	0.918119227518821	0.78802258144071	0.942067220948145	0.835030936476978	0.828958763420409	0.7998096836337	0.492204765677276	0.841910228475184	0.896787064750449	0.799836648831907	0.768201102148516	0.844058226758971	0.847538026497421	0.864663430967524	0.86248888925169	0.820136960943818	0.930796598049121	0.845007480145562	0.811808545071892	0.826651232848707	0.802902547606016	0.872344368703507	0.769819337650174	0.958692704454082	0.54102293975641	0.757697309174911	0.840864871236292	0.808994266850499	0.832921400434732	0.698076269740265	0.727935699192852	0.29268670485994	0.872257478216876	0.751641054755025	0.724054734794276	0.773282053513308	0.428374874980498	0.9648189175383	0.770035565453294	0.552074786093654	0.728620881147534	0.748533311713238	0.586000976453579	0.278750637008805	0.904496910942856	0.489836213970081	0.908300264616356	0.750848806663658	0.509570963387202	0.830965758382998	0.664705792736966	0.959316424606356	0.819971916590074	0.910071508678421	0.634753572054271	0.852978712953604	0.942817348616694	0.683650681068733	0.742890979702673	0.921518262628418	0.92265740851049	0.872569000943202	0.595219831910729	0.861217717974345	0.665908134211894	0.932278136478963	0.895925991069809	0.812468334875031	0.799839130664758	0.490566457045072	0.128408161788162	0.628810163579231	0.975484295559419	0.688933685466234	0.671761865054781
RXRA	0.776710568671189	0.896050887548021	0.755592173164027	0.6357833737336	0.794877537574292	0.820038787192989	0.820784342991803	0.895983914634626	0.890729557552002	0.850700426849747	0.805955498245982	0.783665940836991	0.673003013290855	0.776098079529862	0.891081534683848	0.870256000702618	0.783523760681608	0.868033421643378	0.930869984396075	0.761254815498975	0.801877230088728	0.854468738882725	0.892976089959944	0.900648291523844	0.723930379846162	0.909863716575109	0.791748694171606	0.92604603076952	0.873018572473976	0.79484769571006	0.835107667272248	0.783591398469126	0.859121868684146	0.854635656727157	1	0.83693391999863	0.435529155778086	0.862587563688133	0.811014421314482	0.766335367667784	0.752453367253778	0.858283012090049	0.835576629355541	0.897503627691273	0.806872942709418	0.720864023512159	0.80989778490497	0.805531974521234	0.77148660419296	0.740251116673525	0.734234584771771	0.868768483972328	0.837331997134571	0.876969663385201	0.844675782739937	0.81245459136939	0.769029870652516	0.817649846887753	0.544111392607031	0.808284191609937	0.837577840022021	0.745618059256603	0.8256001844486	0.853644190740075	0.836898804229745	0.80714200813196	0.666139073232663	0.858534084038244	0.832702209233104	0.802486844521429	0.706441641622619	0.904705726519611	0.837592200871781	0.81725059074646	0.793682733990436	0.793304545223017	0.724065093658848	0.793095900849927	0.811750208617846	0.496924305393604	0.789872179028934	0.824145246587084	0.880219840903936	0.815659151404784	0.869255408949561	0.735694126293794	0.673411772494498	0.539642985435538	0.794968357716647	0.72619744170615	0.678476009208615	0.665745998380132	0.716110406795062	0.851244542149469	0.784817259306507	0.802996604775483	0.748238836891527	0.80135300999582	0.663544446275741	0.873474899296196	0.799477412710609	0.645988662911169	0.668565951117092	0.824616575859679	0.880328210744116	0.650204762558742	0.798845740057248	0.858605531069259	0.828707849851795	0.820887898642514	0.695482764205566	0.651703559195559	0.547941149725901	0.697407077531654	0.848628632837377	0.798748209810498	0.668039236611814	0.663598511975541	0.815295575076532	0.621949482717029	0.599695248386003	0.814290367767242	0.70893230437021	0.630652121811667	0.589764450277971	0.885675704987147	0.730391143831967	0.796341956344336	0.677747941869383	0.629308840571901	0.725834544825735	0.404452966412347	0.840461799578867	0.75629475230786	0.855958631134041	0.568803235118259	0.830792578461623	0.918516405888556	0.842331701529486	0.71133481151536	0.889040558055421	0.870717710170229	0.837219029242064	0.639237093905956	0.752035971501485	0.777987710994479	0.875490492013905	0.797162052184497	0.783525999645029	0.891828319414478	0.518173784868502	0.273772306084652	0.699939086452179	0.850388916280492	0.60265261600784	0.627466783096368
MERTK	0.875174536371528	0.856771057498559	0.80189627236274	0.834675862538236	0.84452953519927	0.814920130678011	0.764257117724303	0.898627662897052	0.93969153864751	0.8349345312063	0.874693573890594	0.878125164165606	0.71638137956187	0.672452118594626	0.87000863658937	0.823067281742924	0.822706881584534	0.884124949193019	0.894737821252628	0.777184667380086	0.788525841170001	0.940814033520572	0.850377748353186	0.903074936279297	0.853963266047134	0.934756738098005	0.730792510171143	0.900386114946436	0.955963989234104	0.871628810352359	0.910405037535073	0.710867782485068	0.959853105829798	0.873543628301398	0.83693391999863	1	0.46253492452063	0.736594419626122	0.691484627523135	0.73887364580264	0.840352121069912	0.928296688521091	0.915404387562619	0.879857328111877	0.82613258776838	0.815546675939527	0.835396355340081	0.769073327422536	0.795033275293642	0.815672737397251	0.736848827643416	0.796378891971549	0.806770407221566	0.811301408657477	0.764270891005078	0.879612242759089	0.841254826169226	0.728453347549534	0.320949778307838	0.878005886564008	0.85927042749292	0.750481819380909	0.812815261325952	0.803566663832427	0.914110677141362	0.79663674933728	0.821870014081539	0.768244418133195	0.810709872841488	0.78495393209907	0.769676437157736	0.814618060718647	0.829164979042942	0.816456450646417	0.719719148912682	0.730508055424031	0.58721653091434	0.876608632390086	0.667443635733729	0.345705652444089	0.849129223047507	0.749680812367899	0.809260722436317	0.887011446368082	0.822765631897175	0.677031638614533	0.539674948587624	0.575177748658864	0.845460115006415	0.819190028347289	0.730861485113882	0.499294346687539	0.688895931945516	0.86808149721787	0.763816057298016	0.87345397417553	0.712378009318003	0.893812742024166	0.641819029420516	0.834156208600925	0.829031028743644	0.765194660044433	0.642611978188024	0.725899199391139	0.841055913185437	0.693241419355164	0.889624923512188	0.893319296592493	0.75676776363019	0.780990873818639	0.734561995024034	0.663589962586289	0.391385283939207	0.772069410867767	0.763982160657487	0.635345419412323	0.694003432623688	0.580377955288333	0.87079359759698	0.552799004832036	0.620618448397112	0.72241058205916	0.651439742878561	0.596875478975013	0.49602434258608	0.941133934100641	0.703771203919401	0.688555305374734	0.626149896527713	0.620295249766322	0.608213534159811	0.509048668058488	0.867926372883327	0.635199134636624	0.9439247698402	0.534133962909517	0.765541413181368	0.872119393829346	0.743108334815658	0.551151674030757	0.94194478655999	0.941255687937839	0.759598676573603	0.555511933825352	0.728318580732938	0.758333168461304	0.811952404128043	0.790444921087063	0.694845515567789	0.860132456761649	0.370010108735292	0.12702067082382	0.611084680668316	0.878245173700778	0.582903968590565	0.428894679977302
INSR	0.388548910841643	0.38471518036128	0.348048393680654	0.315149500381502	0.421462243283778	0.345935234136138	0.363547599012334	0.534940503596111	0.505112286471802	0.480603114545848	0.349635000325358	0.326175607766408	0.340858450324275	0.452769191466961	0.557433289243488	0.499419996470933	0.354245118909987	0.581793147805262	0.400347524588542	0.490673519874189	0.378805897003498	0.509925426774616	0.372537732136903	0.464988060501698	0.552743007694918	0.448452386326773	0.480617377801835	0.461754770456109	0.424873059474813	0.378681603374514	0.392542494004308	0.67037318769918	0.497260429014023	0.358604942510336	0.435529155778086	0.46253492452063	1	0.525173517519927	0.458731839803713	0.457446551239721	0.332698211864132	0.449568984170912	0.526423738577512	0.381341242148224	0.258428735201391	0.395639504839399	0.350574433052394	0.304400644322269	0.265439237672974	0.331730739184888	0.246545176727721	0.523956842370847	0.417617842866995	0.275766366844567	0.50025192427501	0.430606436635425	0.407670430164047	0.213972382388817	0.412034896395219	0.330301699816555	0.595209537424099	0.315080859736493	0.670948755345795	0.414587153656886	0.594682003091272	0.289691201661851	0.783321393722147	0.418594086153469	0.389519541766466	0.369865200706541	0.356814812257769	0.402303998954429	0.562009417321012	0.683746196394915	0.6411456434932	0.300093825161957	0.420610279488865	0.34461600266904	0.399721573014763	0.189121929521	0.408832892071401	0.419102291256902	0.623649381516924	0.353610213367236	0.471539441519175	0.116568767855141	0.316831028782466	0.909897866494742	0.410206988485819	0.266786782799063	0.591943981978286	0.367285526993606	0.296303228610193	0.548686232185791	0.528948010269355	0.509989303646897	0.428340153468719	0.344666407833023	0.313607879475527	0.544109143734081	0.342187081370899	0.311280241056571	0.234381526318629	0.578190026671071	0.407642067450153	0.397406305446716	0.511142565419196	0.496058855929131	0.625184717762307	0.607836294123978	0.719262967093969	0.589110287396915	0.285729092565983	0.407635518095744	0.52894705541331	0.389201133255633	0.219120228627139	0.649482242277161	0.32487924477534	0.44231963868721	0.627523132547886	0.558165260290085	0.268577555356489	0.672742904046654	0.184797799694753	0.409532994354335	0.395630473106519	0.357948775734987	0.376495693408067	0.438435813374767	0.387714708933327	0.32995320542131	0.316122538661007	0.444902260331253	0.49631769692707	0.466853318611741	0.43130181112221	0.474635083308566	0.365834897638309	0.188098574014311	0.479625927249757	0.412966922511036	0.566536814374387	0.626213427429185	0.336146017462485	0.527651740435317	0.466465424570887	0.470246612249279	0.522780115821654	0.593839923566808	0.505850938339077	0.56624321672741	0.665129307362987	0.354679648010608	0.428473595704136	0.397391313270288
CD44	0.683000500511056	0.825519884651716	0.565785249401388	0.420730689155073	0.712268894610927	0.801667111457968	0.890905666846411	0.908341560217555	0.823905201880611	0.83236860594048	0.69573481227517	0.679567962265088	0.60118468080229	0.846517550582793	0.869675908489598	0.82284378749362	0.711498995496218	0.887880348237208	0.857618275517079	0.819231595249579	0.710499158974551	0.78420270440929	0.732502320797514	0.847074630727258	0.702301324821064	0.862293628372852	0.843586113936644	0.839893073536148	0.810664788127705	0.826794724224142	0.78172422029575	0.842487367923321	0.798002360201633	0.788351472119744	0.862587563688133	0.736594419626122	0.525173517519927	1	0.929159419963687	0.787141530069029	0.589444626376313	0.717386267067413	0.799668259900601	0.824504226676623	0.634374020977886	0.503767344454047	0.693569175157975	0.764996348533518	0.702781509712265	0.617161379970086	0.631251740175036	0.881092026723409	0.842238567533853	0.829449479999942	0.848719156983188	0.772158943210364	0.609959268082602	0.762224885752414	0.700715897460274	0.678681905371774	0.816224645047599	0.673707597904215	0.776486942209438	0.925561218509528	0.719613473241447	0.702397943918908	0.62316246694672	0.8495154011233	0.829642723208801	0.713123121071448	0.655339755806129	0.792838879626843	0.744899542513697	0.842618983303133	0.797264488819988	0.742358950748774	0.800836066399702	0.683771798330293	0.812782030414257	0.465397959880075	0.615430856687996	0.870306296039898	0.911779371358979	0.707527034908107	0.723900006547655	0.569508258484066	0.741058061886167	0.538447968827038	0.871570355304421	0.73035224682897	0.8105060338771	0.713517017999648	0.67140256330624	0.823059048332495	0.774346635378626	0.66968982039315	0.888163049879608	0.665374379854651	0.620334906573251	0.895192430873394	0.765699397203705	0.431810829423385	0.715815024933517	0.786074565101205	0.848913979497253	0.478981249980872	0.699993274681697	0.807087639890965	0.86041369274391	0.802245176756756	0.74394968198096	0.765454531083588	0.627954520853579	0.784166268489906	0.913625401294563	0.655507828939738	0.446986456693298	0.760160804839698	0.760710030258724	0.726295315273138	0.591792049151682	0.68911600124651	0.522015219541965	0.648281524888042	0.556655155410012	0.769928935710072	0.731288038149794	0.782645933780062	0.639888073582143	0.692110596197254	0.733959424529366	0.495813586431208	0.711237967412775	0.853858315110253	0.738002211328104	0.676736739618513	0.775977045193558	0.896204533396888	0.871167826818478	0.615238046591431	0.83416912601154	0.835912660887688	0.867132391315114	0.821886790684507	0.761298888965719	0.731126792998345	0.84000343844857	0.858657426928078	0.833524055649195	0.774385401117046	0.590179323253489	0.422515810555116	0.745429656473114	0.76881618456278	0.744170784255434	0.675830851039506
TREM1	0.635408317463181	0.765867657260434	0.529573063206597	0.378688482479115	0.656131783645782	0.745657846286192	0.907224556050999	0.851562114423223	0.755118729440036	0.803350140779521	0.627012542449372	0.612384434462768	0.562691368798099	0.785823361374104	0.799935019663646	0.726214341614264	0.703637551726799	0.833210688134952	0.835890125127954	0.818745376187087	0.655009606949616	0.723764061957707	0.657254620412185	0.79350503148215	0.591106169166596	0.799118984143657	0.815633191993624	0.80489467273609	0.762855675589204	0.799760573403243	0.72857431295646	0.800683244609168	0.76319227562081	0.731382058569334	0.811014421314482	0.691484627523135	0.458731839803713	0.929159419963687	1	0.806569279000053	0.526575168790267	0.679518261794433	0.795570878447376	0.779871800000964	0.565953708188304	0.424597268757968	0.642209810771397	0.71496134522861	0.633380712072798	0.5849338782696	0.566309545032162	0.84026090536954	0.789471665426589	0.79550112801919	0.770402351425935	0.71350378398271	0.581927238751827	0.697668881329873	0.633635467623292	0.608340879463312	0.725746650791716	0.617811344173866	0.695374614740273	0.899111937167585	0.663608344512103	0.602731803756714	0.563634547982742	0.748038053208532	0.800015925668907	0.636831742170569	0.592763760179127	0.726360790162405	0.675667382426438	0.750099505885926	0.687733503504611	0.693822257883529	0.764299967504006	0.649833089839186	0.840181899973954	0.432195575239581	0.579780976051861	0.814203948796556	0.876984745791172	0.671896365992629	0.637304717113598	0.482604142842336	0.716139898366861	0.449302838473945	0.827010160753552	0.650814620916658	0.788663745373239	0.627721558283271	0.581342339333352	0.803267234435868	0.759583601358795	0.622084961689305	0.879845878642982	0.619484107316555	0.56878868438698	0.851951988702414	0.756343766275191	0.368657949605927	0.678474351889596	0.681932102572159	0.811301101278698	0.426093536324194	0.62837047819382	0.736170171299904	0.751976891768213	0.704469453640048	0.659042427223226	0.689023655514264	0.693427719995806	0.746500081701954	0.872579424312034	0.577671097695469	0.424055921789267	0.718832104488539	0.702136296728498	0.676129136894698	0.491071883744781	0.6091882920971	0.51350359327929	0.590970041672222	0.576959162604748	0.720792047578467	0.720566895661483	0.694888773832143	0.51179445300889	0.558285325767374	0.650375228017821	0.471345819004502	0.645256431144848	0.813803577030074	0.679445222823544	0.612828338667539	0.719181750787409	0.817734116908829	0.82842253016955	0.568983219615991	0.810402501555169	0.799467056973763	0.790067680786624	0.752474844446598	0.728966841845572	0.680214795764364	0.772654957887976	0.858178622652918	0.775709956879561	0.71641975264201	0.494467772748064	0.30783162153606	0.634447674826183	0.730498754829106	0.654174328794687	0.571956733898997
ABCA1	0.476460845222505	0.629497948654931	0.390123733102329	0.608894462185916	0.485144941714616	0.524027778843057	0.804085601596397	0.733188516408775	0.7893500598266	0.79761261032831	0.490827603990201	0.530041090704019	0.31232168498885	0.467670798149072	0.647748809455141	0.706184822592505	0.623512360430002	0.679368062432904	0.770093200265561	0.743266231656081	0.460728486750968	0.62138237111684	0.642182011829351	0.649043197312157	0.779277477274114	0.761145644451064	0.554420515857054	0.828698861643857	0.713897362470037	0.817565586991683	0.596928152955319	0.862384382259707	0.79631579642004	0.560941963237589	0.766335367667784	0.73887364580264	0.457446551239721	0.787141530069029	0.806569279000053	1	0.395478765446554	0.627659684723159	0.700271762739643	0.627459603265916	0.40734077370502	0.403391716885134	0.455587387288079	0.555246600465418	0.428221573307732	0.564095577870608	0.347927568022192	0.617439286455042	0.534891242710363	0.621453069440589	0.5601302056295	0.646551199307674	0.441949618789348	0.541492774853806	0.701634343332857	0.50326864095052	0.584960931045147	0.361196717464362	0.608515839896695	0.7399128668188	0.624225435162106	0.471649566584729	0.577130080432458	0.59729239908709	0.548252465047967	0.433851802020397	0.332638453271501	0.56254924559588	0.562041955185246	0.715674098609721	0.566678240073591	0.418816062462022	0.448703258824155	0.558608677379915	0.869226915247262	0.00813665336752964	0.530475134507434	0.549991342493573	0.787179531996974	0.52622164284613	0.581302486565034	0.313986739636485	0.32067946094621	0.440740306586616	0.767551230906912	0.514952649578856	0.523391834581493	0.261292495661106	0.365850114946194	0.736624722672238	0.527586582117859	0.517370435059765	0.618397333148039	0.512547600326737	0.270861154273491	0.839805387513252	0.699094801489648	0.275693535571156	0.338043494374363	0.57474539397439	0.586866388757578	0.503376210559088	0.698374933257482	0.719410864160373	0.602748113138147	0.570172393218851	0.582785090475472	0.487719633370757	0.832956837137653	0.495448897412757	0.797870968160706	0.509465967650879	0.264226760346217	0.815817216954835	0.539728721387899	0.318023636043248	0.480152371515178	0.633627041886598	0.358563216475243	0.492060707137747	0.860665737762724	0.695770795103886	0.913761328061529	0.397582068980369	0.300395158079908	0.731255991929254	0.331111186767197	0.191878375239031	0.509449905967956	0.50511748370583	0.64319287907279	0.336774723820664	0.523501092528847	0.688936710172388	0.876000546419795	0.311317554558599	0.760100554862333	0.716627708067473	0.560028599619203	0.620229118351507	0.484117985169807	0.695484403713292	0.573109238183377	0.589094230057317	0.58549830333898	0.728320029530598	0.283585090611111	0.246824462372661	0.55009578558253	0.573186581044075	0.42169189545204	0.227891073996565
TLR7	0.952171451463621	0.880026114050431	0.917507600820341	0.686658793496935	0.934840768166759	0.890099801608088	0.594054935658238	0.829040732454495	0.801013753523517	0.693020190889742	0.951430397629661	0.92336838927093	0.84921666393358	0.744591376436947	0.854297361821297	0.739940643657757	0.762431645111419	0.83184465556899	0.813509310171014	0.657703455796413	0.882254476288713	0.924188775422971	0.796767527460669	0.893460390439921	0.624887556293322	0.835984607657865	0.75510342969014	0.743003543034677	0.890940473603926	0.696581908012945	0.924157774964722	0.43579006074826	0.815510763654163	0.929672117963896	0.752453367253778	0.840352121069912	0.332698211864132	0.589444626376313	0.526575168790267	0.395478765446554	1	0.90910983501291	0.822260684658224	0.891968238800302	0.94160491325367	0.864547382301975	0.947390707366589	0.812269072666032	0.900356926207641	0.771555008734807	0.89864019630516	0.788413523479851	0.871533770691108	0.819347332635888	0.791722043958504	0.812609245600008	0.896214256833669	0.762238513106839	0.0239411599433832	0.940377292367406	0.835074907973995	0.913587157990969	0.782530366939088	0.725495844708428	0.872461342037329	0.870939223999633	0.721534487097116	0.764980883362853	0.841596552159571	0.8982488565574	0.93770538758057	0.849901327424863	0.843980754074097	0.647774381077267	0.671835385414759	0.871884384555207	0.666104933099452	0.872817226543497	0.445218039795838	0.665058940165697	0.856098118549675	0.788773891824505	0.651426151329753	0.928244030951421	0.82338284406263	0.833852168253761	0.688079515550287	0.492101550858795	0.685455001549914	0.824814959275117	0.718336300854268	0.678999209748037	0.79755722075569	0.760981652347308	0.823190614310787	0.884721120262543	0.651525551565693	0.928712187446824	0.831075533840721	0.675953421715555	0.744969506999047	0.89616202395998	0.773524406647822	0.69784151305265	0.868301475626937	0.543010234495436	0.729771237993327	0.765974050239454	0.705711786881043	0.777589296208081	0.648890308144912	0.627573696867403	0.103256873226627	0.782424536721317	0.60429190657105	0.636293633992002	0.838505079836783	0.266344195318302	0.904227855992702	0.664804713549366	0.49236893756855	0.694633039426008	0.771560904112937	0.536306214388324	0.119524968071642	0.867578806671078	0.337784329283278	0.833165363103225	0.728482144692216	0.385184555145699	0.76009134376225	0.641036045799049	0.939811523190887	0.679255959482807	0.889743151485648	0.55680090805159	0.770551225105736	0.848440753610477	0.498366281220011	0.67711293194434	0.842595501879071	0.835075659749273	0.764300121334222	0.434366717774797	0.760952451663973	0.606313155580788	0.857380452920386	0.783634136487236	0.689880071662736	0.752040425635099	0.407222166496747	0.0424919991777944	0.558936489071364	0.92788875786033	0.56481199012902	0.585747846638152
TLR1	0.924942023400246	0.896167177844931	0.907017112217793	0.788917666304881	0.88362570608114	0.864588560714666	0.71788115428134	0.897998628218023	0.896776884939558	0.770918470206951	0.901298079407216	0.876943855283449	0.827035749314214	0.7304436664882	0.906566221203614	0.834700391915847	0.843757526087756	0.881209228402822	0.916417041792095	0.750762258126142	0.831260806916926	0.959292350516535	0.882229726695175	0.938295674131203	0.739140054864469	0.900035923457421	0.774448926234815	0.853528862937609	0.937833522801917	0.802022051252087	0.918060286555733	0.622623721500367	0.916896423268631	0.912845441638973	0.858283012090049	0.928296688521091	0.449568984170912	0.717386267067413	0.679518261794433	0.627659684723159	0.90910983501291	1	0.918863741245856	0.913713713690014	0.908254821987449	0.8466532395918	0.909376286588427	0.828206932333292	0.83668329102012	0.821849433516898	0.835563688769104	0.818477590618048	0.861601984103718	0.840724384755955	0.799854569019644	0.861876095735777	0.91835368275682	0.748699243156681	0.239916817868758	0.920309230814245	0.881834029478115	0.847267013289653	0.871712835117438	0.812246544767546	0.928691514080213	0.820803592392489	0.814547448563644	0.807534066441072	0.87006545312053	0.870251148176003	0.847833003583932	0.872720505979418	0.915355753549773	0.795121952787689	0.75564460358993	0.811526910602397	0.639141525840697	0.910555499816354	0.660073410815081	0.539321462471938	0.922743939423049	0.789197698985641	0.803987201361485	0.925239149162716	0.868379197476837	0.759242491659506	0.617480376805128	0.591796171045647	0.780196528003941	0.777429857230802	0.753408555489405	0.629162488262608	0.787006783624209	0.845817646876347	0.85452834883188	0.915169106846226	0.698563474985175	0.92776029414886	0.780686641128869	0.819273736101407	0.81001989290681	0.837299603639609	0.717357063127966	0.78127355675682	0.902657341326975	0.683683899374624	0.850614253968479	0.877408584328991	0.780141616145335	0.79664538618366	0.724669906570273	0.652975794834394	0.339836953550594	0.758505578376042	0.743771097076141	0.712027049059918	0.792359299071887	0.504848683789011	0.879285283568942	0.640329737457971	0.608948226972175	0.770160027214461	0.745101472241571	0.634280188766077	0.372814476272487	0.923194042371622	0.586774794527924	0.780285293771694	0.719174337158666	0.537791591920261	0.729350900478122	0.596580811257375	0.92942237727845	0.70292806141232	0.956258128774995	0.560184705977023	0.804303140214294	0.890665455891509	0.641628612019691	0.67709896859511	0.925693752342057	0.917611420475761	0.810036928741096	0.548116351681771	0.75886915093059	0.756449894872531	0.863860099028814	0.804304842195802	0.739611477382441	0.891141538097566	0.442161467465175	0.13411662126421	0.640924801984946	0.909667178573984	0.582757534736063	0.542087963977939
