""	CD74	PLXNB2	APLP2	ENG	SIRPA	ACTR2	KCNQ3	STAB1	KCNQ1	ITGB1	TLR2	TLR7	CD163	TLR1	VSIR	SORL1	LRP10	PTPRC	LILRB2	ADRB2	ADCY7	LAMP1	HAVCR2	NRP1	NCSTN	CX3CR1	LRP1	PDE1B	ITGAM	NRP2	CD46	TSPAN15	ITGAV	TNFRSF1B	TLR4	FPR1	C5AR1	TREM1	TNFRSF14	PLAUR	P2RY12	CD33	NCL	RPSA	CD63	TREM2	ADORA3	NOTCH2	PECAM1	TNFRSF10D	PILRA	PTPRJ	RHBDF2	CXCR4	RYR1	CD93	FAS	CD44	CD69	PLXNA1	BMPR2	AXL	EPHB2	NOTCH1	IL6R	SORT1	PLXNA3	ABCA1	PTPRA	ITGB5	CD47	HLA.DPB1	LILRB1	ITGA6	GPNMB	ITGA5	LILRB3	MILR1	STX4	P2RY6	CD81	TSPAN14	SDC3	TNFRSF11B	CD226	GPR84	SMAD3	DIP2A	FPR3	CADM1	LILRA1	FZD2	UNC5B	STX3	PLD2	RXRA	TLR6	PLD1	SCARB1	ERAP1	BMPR1A	JMJD6	RAMP1	AMFR	MCFD2	CD151	TFRC	LILRA4	CD9	CD40	PTGER4	APP	TNFRSF1A	SLC16A1	RYK	CLEC2D	RACK1	CD4	CANX	SMAP1	PILRB	TNFRSF12A	CCR1	EDNRB	C5AR2	EGFR	PTPRZ1	CD82	C3AR1	ITGAX	C1QBP
CD44	-0.222940196485312	0.139259115899531	0.632706967741807	0.287623105813052	0.324897179098016	0.347013509396553	-0.150345293492069	0.186009078539889	0.0284705175910839	0.42280481783676	0.209372947970615	-0.24986166910293	0.564019615572498	0.0929704297461332	-0.249411957237733	-0.22546672693834	0.263710682700451	0.142868951748501	0.538938325494888	-0.156810681771322	0.0461672178641704	0.523645935721336	0.260074004745118	0.586542586653146	0.201334881287135	-0.415021826806784	0.327942164657569	0.122682078312262	0.306726308868015	0.629615189106772	0.291064447463365	0.102337735309972	-0.0387694992502416	0.590657932689327	0.297684906410992	0.0664736998799112	0.70795070073395	0.613958780295889	0.690540337440318	0.701086929979609	-0.416819835230084	0.181437147504915	0.265821419280511	0.265851418273502	0.546955887668742	0.128262218196829	0.0422274858003611	0.649669437831431	0.269663018609631	0.0337900916876639	0.37219925350621	0.129605300824132	-0.1131606081625	0.455969775162567	-0.364422100768829	0.47996304434568	-0.0255194046687465	1	-0.144126843052131	0.275803783837652	0.0774893871286382	0.026843145802198	0.175114073324118	0.0384640470673069	0.273900847541885	0.0710306919766117	0.353312930294223	0.7111688341227	0.293985529431909	0.393339892899187	0.259923561011965	-0.229610481464722	0.0286408465266304	-0.0224810990846555	0.728869571105345	0.688886638442938	0.817344349853888	0.0505738297904091	0.277581314142105	-0.0936059153945382	0.142300037862479	0.198843218877848	0.192967585120547	0.0966330583119857	-0.0606881281763434	0.242078225224247	-0.107631985333695	0.0591908006915144	0.473685065304353	0.529475187751722	0.110885605194198	-0.262212125305375	0.0265700978204589	0.527345635171101	0.184974018786952	0.553954630332278	-0.00895603000362206	0.152186407700615	0.140153650364126	0.0889886756258561	0.175152364262495	0.217355559924988	0.223356063125006	0.299880651838993	0.504613482637156	0.684781259509604	0.208359115469553	0.162069393448768	0.472201925367641	0.115983640993226	0.208293426580042	0.226498496455513	0.161281971508577	0.0555213984541889	0.179687872439359	-0.158828149117077	0.233365709220271	-0.0278426667053222	0.410871444308432	0.581044574325916	0.0115847436744403	0.593308925483091	0.466074496082974	0.511164620750409	0.204021800437892	0.0739479424465741	0.0237989497837689	0.398379265639528	0.0821489387306625	0.29978794159898	0.248813887765327
CD69	0.828201210023914	0.680477186884711	0.478216296472612	0.639393486734201	0.64296252567031	0.70335447790176	0.820284247951977	0.560119522461767	0.732647877935885	0.587418051446936	0.669567445623358	0.817612745544764	0.192880227496742	0.746398909003718	0.645563846297635	0.800306682423288	0.708627074100315	0.761037103820329	0.254354544059636	0.824702708852618	0.743225995586586	0.433357281237717	0.698440831763619	0.351542007430552	0.646756606969143	0.806319544885234	0.716464490353123	0.802089937356407	0.714865403300882	0.486709301506299	0.636736446459008	0.61945013884577	0.764949734506321	0.599700051431732	0.695762353774567	0.772191034886444	0.486724504137263	0.474942089281037	0.368751355805402	0.27196470811614	0.682583996531193	0.586756764458224	0.77603637100197	0.652213284940264	0.437985622389609	0.708054768543585	0.78840929409293	0.199937045575673	0.50620989677224	0.749294417063111	0.630994917264706	0.796399032934254	0.877624093641945	0.471680776551848	0.732162616717047	0.0676038101765294	0.735639840179146	-0.144126843052131	1	0.569582384078796	0.766386383290874	0.783130133534378	0.750618050530989	0.766575676725344	0.759399036284288	0.734103540362317	0.632027608670831	0.287747121030154	0.682994120088717	0.558631331698168	0.712840754031034	0.719038622415454	0.817393017336276	0.725026901959469	0.161484377921719	0.350529917479729	0.206512540757802	0.634628908381682	0.800494761824012	0.79285524875535	0.684628844730706	0.8059308312747	0.664420401440129	0.727967796802254	0.687179671180336	0.609096544614052	0.701550240659974	0.689538440328626	0.396951068634267	0.424049268571785	0.505700356138062	0.650478036082859	0.706490806915752	0.440270796550319	0.742284400279133	0.534354686263269	0.718333029723954	0.729061828027446	0.706500765989919	0.50480316648847	0.626351623187324	0.819632669978094	0.670303699606693	0.651092640703869	0.531103938934231	0.297702923351035	0.765938201118909	0.421330073278786	0.456623463405956	0.673320732045263	0.841494634455505	0.56017304457618	0.748275322486476	0.814941331284546	0.719583107917827	0.599478981074836	0.698171235427963	0.803237347775106	0.651414723224239	0.513382236256687	0.714521787490937	0.358585634744278	0.61980192011916	0.503983664197977	0.658021780323747	0.297590811052496	0.268894404976728	0.550088293059038	0.823050853669074	0.756439899500053	0.652127436561807
PLXNA1	0.619472676407706	0.777173516837321	0.737906560366717	0.711218396455246	0.801441873796607	0.717337447637715	0.670761979206407	0.612216527435456	0.620896652536911	0.736152970430291	0.685639609059615	0.631984891813991	0.506025445275638	0.740091927437775	0.361049077956508	0.673813562234114	0.791111751006671	0.698427705943386	0.206641862094834	0.622810010977858	0.705294111007807	0.74111658321839	0.798789820156384	0.755488286595878	0.710937635620788	0.462218030210451	0.783553367809066	0.720024686709258	0.708176792026634	0.769876920897647	0.751515698841682	0.631629827506555	0.728488073294708	0.666573122628223	0.610416008353662	0.647149353854255	0.586108330053508	0.612426880189676	0.71910655621609	0.625928985352133	0.429195966887713	0.678900496303859	0.752953961734431	0.685447648650063	0.710223142733638	0.719600865810168	0.747882156441296	0.28867217687564	0.40969457726763	0.612840584855038	0.750003352768117	0.75973583266068	0.701762306515287	0.362191789603226	0.521910243324039	0.0433582642597929	0.66723961677983	0.275803783837652	0.569582384078796	1	0.700918851302369	0.750759073763358	0.701856699035358	0.709406767012483	0.786508927569441	0.727430401178334	0.733189224944834	0.690219404652907	0.785610260988624	0.769782227581057	0.768443953341147	0.529365386136122	0.641346454487135	0.738241755598485	0.617726544924755	0.685470818099014	0.448065523411665	0.690877236685927	0.737560568231056	0.580841863101807	0.734862843112098	0.767951276802304	0.733120617462178	0.619281401129116	0.661486699449463	0.631556508646226	0.606145295144396	0.75431251838168	0.696262821220955	0.789414472861181	0.308375911480876	0.419790763693515	0.699170226557637	0.716828784293408	0.741309889763543	0.661335288763796	0.640352527381943	0.700632945254606	0.779362879947934	0.59230284661962	0.802342757041774	0.675635744203733	0.681066406691813	0.70944029949435	0.750878723707277	0.654481428664723	0.648043922951577	0.475173638822029	0.680280552074645	0.689866152294161	0.727246160974864	0.589113345533256	0.788062799952947	0.741517864010898	0.683182613515689	0.482340487875813	0.675349988090402	0.67077219493591	0.798463420587492	0.724873552275149	0.665416704007179	0.671645959295664	0.829103239736272	0.786887924526976	0.594605465636923	0.364779818799299	0.308956600455087	0.710615080663453	0.739268043066853	0.791195548599539	0.716951662422418
BMPR2	0.805576927398875	0.840478982969051	0.700047888160835	0.828224722905032	0.863873226388806	0.898634996790302	0.839911668856135	0.688132384770503	0.826815409208865	0.846296173947322	0.846732247202468	0.841364900067439	0.444403392861991	0.908515326941171	0.514541464906749	0.835812688196013	0.805738641564861	0.905579852267098	0.328938434381648	0.771844479032382	0.797618822503345	0.683316089578146	0.851233316846854	0.614186429429675	0.754423988355138	0.643523137498846	0.849320739685402	0.823247037147958	0.820199617767049	0.660436317040908	0.871459514651377	0.676353819636244	0.919467959432661	0.745604739331518	0.755635897156857	0.870290394972229	0.592733023467663	0.648118271618047	0.638782953194103	0.561922082046038	0.654474987810641	0.76993540062117	0.859731159496602	0.77659994422811	0.690524208301402	0.867232276387294	0.85553653799568	0.330905072382564	0.630385893215043	0.618070064047155	0.73537490514362	0.91909335307875	0.852715378368135	0.456994259958538	0.668099452187629	0.217210583710592	0.841832591199156	0.0774893871286382	0.766386383290874	0.700918851302369	1	0.872968065186971	0.838967304879871	0.868589347272317	0.863639717664703	0.90800529530483	0.739512867718737	0.540390041069194	0.833139730004672	0.723742556611449	0.86369923725649	0.678977909749614	0.905727631840463	0.882275947165991	0.441210255064902	0.616554893451207	0.440294421815339	0.876699436908488	0.837289132737251	0.762788102912648	0.837748451956532	0.879835695740976	0.787531526411001	0.859825721198126	0.789730492116394	0.731240518566624	0.781586172824854	0.734002196555589	0.673732657012154	0.697962579342707	0.597962594432703	0.475875251558121	0.879168162218063	0.684937767532801	0.831464453602688	0.786118266865043	0.831939507088371	0.855920878467076	0.854265800828887	0.708489254730877	0.736818365878374	0.760788051989024	0.834388323524381	0.699472762405411	0.762570727038914	0.620153028666544	0.702652267187098	0.567575236006251	0.734988292505226	0.801756064351086	0.86691063111757	0.663962794812502	0.861098977836905	0.81583374205406	0.817594928182703	0.517954874224117	0.777151556212044	0.838846793048721	0.873577533874603	0.735796785997479	0.689752464211939	0.643433455357987	0.784561082905442	0.701517600162628	0.620091106972659	0.373518231922999	0.309432809350281	0.764842518189258	0.87886117028104	0.891722255836416	0.80670839999524
AXL	0.893793681041791	0.860945165942743	0.705953942085607	0.831804599498795	0.872635767160438	0.857481685464373	0.794281665455159	0.72903724914599	0.876661304073257	0.803465458123128	0.804119541401829	0.867573521624579	0.469848346987749	0.877252239593874	0.645854093580372	0.856608447729249	0.891832582804998	0.858329747383315	0.262597781280565	0.871789694165144	0.872044461972675	0.776090612288152	0.917569465934244	0.644650741514712	0.811812276125296	0.713013438521509	0.878148366122035	0.829139216198664	0.845663713732914	0.629381573528563	0.796541205858401	0.836753837815983	0.881037875468969	0.702547646465094	0.671357018234017	0.912434402425189	0.555255061014593	0.614064532246421	0.641338276930863	0.563902256417638	0.675261060939693	0.868208170487578	0.873553739837817	0.897692515471338	0.750169813972496	0.934437685140807	0.951702492737653	0.197093319731011	0.579607558634961	0.647830543218652	0.832263696510143	0.901237478870815	0.896349426021102	0.411974824851766	0.649984553856712	0.098802321060148	0.862137589236311	0.026843145802198	0.783130133534378	0.750759073763358	0.872968065186971	1	0.840187202526955	0.794856840686137	0.811535685600736	0.89249284815704	0.681425671910215	0.540114106006299	0.791055550727133	0.769775980391693	0.866185346245675	0.832618695378102	0.867472773764273	0.86680639055318	0.469356244215443	0.598882856236381	0.331109377818501	0.868089065763087	0.838959845428857	0.845514287954961	0.950200347696331	0.878592831803081	0.734690384307509	0.801868632671707	0.695230584240094	0.77373995294164	0.710813677574318	0.702838991293729	0.721798921969733	0.711534592652311	0.587167943758558	0.617152717365057	0.871494590771114	0.696989663620524	0.874350162137737	0.723535377473386	0.740582771012027	0.829042788365081	0.860830862897084	0.698305631594621	0.795969734653629	0.740597665091087	0.799030363268386	0.778471440909809	0.757508859003648	0.569653300229242	0.706198850509606	0.689046545542987	0.693426963381647	0.892393332789867	0.838903171347214	0.494883236621025	0.93792070007499	0.815785948464628	0.747697770768447	0.520141081149076	0.899984403320424	0.906260641320251	0.848397237003528	0.741864027063116	0.694899922652763	0.633240213695011	0.823567480447014	0.668858217221487	0.632204381854073	0.203989040230439	0.123617467776199	0.667255007884763	0.953759325686083	0.851576619894897	0.890319396496659
EPHB2	0.780831430297827	0.790939283527965	0.714303647281041	0.796688823807746	0.816257821703218	0.873085576076975	0.77463777504244	0.68676353263607	0.834860315224152	0.78422727383366	0.792916900702717	0.767314020298457	0.479109894667249	0.853430211692952	0.54564080670288	0.742930776036999	0.838577051576846	0.850633376688633	0.414209735521429	0.759628063001208	0.751932143628987	0.697433423282293	0.835003674439693	0.617085888780519	0.752374221659837	0.628058183232162	0.83317203215692	0.831445302526642	0.814228848061564	0.674946412286142	0.784887169450436	0.708444533281453	0.839887749028115	0.768069846648017	0.733235704851798	0.869627507959638	0.63542028272312	0.687228073218783	0.627697617951513	0.579076747192317	0.591072334452661	0.761749631987069	0.86946176652045	0.820758156711907	0.707199540476567	0.837449013374746	0.821827358265625	0.357097727483352	0.595453830498055	0.640101001135679	0.766474007676271	0.862624684447127	0.813662945858182	0.501127563038065	0.597361809365436	0.233744808912011	0.805797728426488	0.175114073324118	0.750618050530989	0.701856699035358	0.838967304879871	0.840187202526955	1	0.796055574921861	0.801279115500828	0.815233301085948	0.700638787888352	0.573554995057309	0.811309769095458	0.739649251444564	0.866360563042569	0.679759310034967	0.845614200244577	0.779575732364953	0.457758002648818	0.617037453988862	0.460110060860072	0.80600038126191	0.82072544075583	0.790833589540055	0.818973516467547	0.849963857345378	0.755039889757552	0.76937251123405	0.734004795490894	0.714752140467533	0.670667517038039	0.682003717537596	0.666103335555197	0.658540256714267	0.587739367036808	0.522195902570638	0.774733530392978	0.700793991692582	0.777132580760333	0.724246692282766	0.746788418196999	0.832308349621619	0.757004828152763	0.6359948826948	0.713553639211728	0.764899982648738	0.79988805614166	0.722787754091948	0.762632945140423	0.607620558772262	0.747893467742256	0.53223107565183	0.692831027121827	0.781391795742779	0.834203344234711	0.623368766992549	0.869377891147567	0.773918704427658	0.763861124224166	0.462280447704238	0.813141349076871	0.814335183276173	0.835750580179652	0.74216947156347	0.685253581187569	0.644116241270876	0.795758833510212	0.699914451915922	0.664484013573111	0.310354379549026	0.263105173161256	0.67985015169935	0.865596096469815	0.843661440835356	0.835767122647176
NOTCH1	0.711356055076778	0.758976572874573	0.619249880568294	0.720844744893982	0.772844637934199	0.801349529316327	0.754506431700664	0.608651326030268	0.733217785538691	0.735860178545922	0.742499771933732	0.765203381508483	0.357040424897998	0.804286603743505	0.438580764082177	0.770218680383704	0.755577909902548	0.804066085349119	0.264472347045344	0.729499294925212	0.740526162521946	0.600072904813276	0.756978779874056	0.548045263296616	0.715250843169648	0.607557523528079	0.795192644897848	0.780145652817244	0.70374257784659	0.608017692484024	0.836169891722747	0.598221302985571	0.86975130797251	0.685300675458731	0.706124061951605	0.767505675565562	0.544167507963406	0.588695126418968	0.550678356709419	0.469128761605972	0.58177516177745	0.643112991210798	0.825747179586355	0.691336012570764	0.600974386858742	0.785828181787556	0.794546991747692	0.304821395873624	0.593039140472614	0.622574822057288	0.646322834651969	0.843602603405922	0.81057610591999	0.465893162844751	0.629948203404607	0.128470044979264	0.797738542849786	0.0384640470673069	0.766575676725344	0.709406767012483	0.868589347272317	0.794856840686137	0.796055574921861	1	0.843990848217652	0.813899807310253	0.748104248539326	0.502180923464275	0.803753468042326	0.661447997115186	0.800596656968489	0.581286301362834	0.804194621694206	0.805806435720062	0.39810199283797	0.513757807690602	0.399977154772465	0.786325619134894	0.780993696900879	0.691003139656529	0.744505763983393	0.833390575586314	0.862306629633719	0.729609535872526	0.813613370663902	0.645733705612923	0.709275292625998	0.768884233736	0.569341693568119	0.636327148169002	0.535229662891689	0.470582031358893	0.760822720185298	0.633072076457408	0.732210325437151	0.684496336872975	0.748201255353418	0.752775336446073	0.804948266253396	0.625384946805369	0.701148550465787	0.707168043683307	0.780576284072089	0.70717129112979	0.702079714601685	0.540459225345675	0.712324029036274	0.547527438245517	0.639876073315248	0.690408187649192	0.819799941398441	0.766491232139616	0.780491414145575	0.827556814151018	0.767162275063335	0.562022164338735	0.69136314549427	0.750366434849858	0.788736992517267	0.651011402870876	0.700138845139311	0.553383802412579	0.740402404867294	0.722596075264929	0.617796233956016	0.528091807278081	0.489977621152195	0.730556398256916	0.782608392144265	0.82850667709637	0.724493557489721
IL6R	0.720063604167953	0.830144253815018	0.789570659287259	0.786862481975727	0.869881374155641	0.899029905772724	0.793596177667219	0.6785498498328	0.754425403628508	0.826351501410857	0.863954546112134	0.785855817526967	0.491989110988146	0.838348495266224	0.49285164783195	0.805457976957679	0.853278918934521	0.890466442480823	0.402185323920118	0.773947663094001	0.822664824290403	0.743574777325619	0.856955274283964	0.717981718714121	0.819629063880429	0.60067395716958	0.895101873775252	0.851968039879693	0.826664102638173	0.769916450168729	0.906799478855447	0.675272919594585	0.865065693192466	0.836065580530636	0.890247987989373	0.785115481861054	0.748261934992899	0.703089944627952	0.72053711456551	0.612927112470056	0.575989523903964	0.756858314284752	0.900068894661636	0.752131419036323	0.701111419502619	0.798245947196217	0.831299927564096	0.489371659623991	0.641871291644822	0.714478316321172	0.779813582279622	0.879021961130867	0.854085518316531	0.57246844995079	0.626426274948685	0.248566690891058	0.808095888463865	0.273900847541885	0.759399036284288	0.786508927569441	0.863639717664703	0.811535685600736	0.801279115500828	0.843990848217652	1	0.859017895162451	0.826487557499045	0.661267816024206	0.871532249921464	0.754017840437044	0.860007238941417	0.594218244092241	0.853294826698159	0.836830258511792	0.541480456744431	0.706970826064165	0.574449958467358	0.814425567017981	0.879647044909033	0.700347636821609	0.790042868503024	0.931739038440564	0.79269500391632	0.773470297162886	0.755446872252547	0.715026615231022	0.742651860699701	0.80625827097274	0.685999279494532	0.734605421157407	0.58480436733697	0.527877088473515	0.795473380516631	0.765373461487092	0.820943145565922	0.819639969280274	0.836041511699327	0.822110555033265	0.858712725657436	0.67421170099461	0.765316673885443	0.841869258879149	0.784899331934672	0.809726849618814	0.793703894412074	0.641586392903814	0.806559161602976	0.541983749620987	0.698310975113518	0.732209779278554	0.872289837176799	0.696701181306956	0.847663650794827	0.828675390995122	0.860865029078504	0.576988607524988	0.756829844216178	0.805794458637867	0.891260408098208	0.798219055908619	0.736200494032516	0.650262660041467	0.859660374685408	0.774370374980284	0.781060833238945	0.378558709998787	0.326577131775725	0.771140132415388	0.854635974637051	0.917729633650738	0.763512962570133
SORT1	0.832360508649872	0.880391255927226	0.719516012098778	0.843551598909215	0.874893370087277	0.896343190487657	0.823383010131896	0.759522985843031	0.863666819433585	0.833234848403341	0.87407092020812	0.847479080361025	0.519819252269101	0.901560963334197	0.609694652699801	0.869043737859478	0.833549071961502	0.920740076242235	0.345176573294911	0.839015558267366	0.870138283167839	0.747168487829333	0.903454239914171	0.661237356086503	0.807405883089446	0.689357365655847	0.879490865099928	0.830025537421364	0.865967813010047	0.656859171942444	0.869438243776938	0.794765680868739	0.915330636794484	0.726636755709366	0.752917487821355	0.886107774495039	0.594195618050477	0.649921309863789	0.641313428217381	0.579063674156015	0.702972603078989	0.847495119376147	0.874879688925287	0.820275175851975	0.717160260458974	0.88378575443422	0.895386389945305	0.312636797013014	0.59566598300488	0.616045375679108	0.775340115835064	0.909832158347717	0.883635778165331	0.374684511775889	0.700306474963856	0.211140751515137	0.838774626875443	0.0710306919766117	0.734103540362317	0.727430401178334	0.90800529530483	0.89249284815704	0.815233301085948	0.813899807310253	0.859017895162451	1	0.715812634505967	0.546936351199779	0.839996725273025	0.734674583315943	0.878306717999552	0.712988070139073	0.906983995051492	0.870656805054863	0.441263377904662	0.621914471237946	0.402862765282276	0.880964758696603	0.830756405299109	0.808912001962367	0.892438802588987	0.901411122387741	0.759723365343855	0.842661658380083	0.732577631141446	0.813781646984769	0.773027915270095	0.737924063795239	0.719851446418618	0.692981319256213	0.605064347900766	0.549947845587442	0.904583119855312	0.699544714466928	0.846958393844754	0.787437212280492	0.849430898617033	0.893913937070462	0.841024179320737	0.730677601225055	0.757809051659233	0.767987899575812	0.780146103916211	0.730108673125201	0.783632304196506	0.593124586187461	0.700816436347898	0.555058689422206	0.680648013565841	0.848516232527444	0.826060534004676	0.578431517101974	0.891120539275503	0.820270017403471	0.814735907367375	0.566386106625962	0.815755040567369	0.893128889573936	0.877131609158763	0.750731033105547	0.741093533580402	0.631043916658169	0.79682213719207	0.66135374424593	0.647461085918612	0.295549690153691	0.205258160937611	0.744298584540214	0.925193503081539	0.876570130683398	0.859766487752375
PLXNA3	0.544053943994752	0.679057959666192	0.736952261385774	0.678498202383079	0.774343426200304	0.730925744393401	0.660838680742987	0.531345795778644	0.605967725222038	0.744591048970466	0.698988434963554	0.608561711186215	0.453551952743978	0.727139991461081	0.292437773065303	0.632157986192157	0.765148427522393	0.715454753686848	0.23692948285204	0.59742131906776	0.669471097570952	0.697290216708169	0.757303548155377	0.723131636125563	0.64737546399267	0.431263069226084	0.789465024290998	0.673125950992577	0.682759016047198	0.817648479589201	0.802447931189517	0.552257271099495	0.73052848405672	0.714281229144304	0.683317540952526	0.629900938279992	0.666493043707729	0.657602636229665	0.717497919975794	0.64334687232637	0.418204837572056	0.593637162763661	0.772916870126663	0.632907293728428	0.685974292346732	0.663557755406312	0.695426270978627	0.368811509690355	0.411667915322424	0.650193996229319	0.726333551510294	0.774618017147008	0.692861102983383	0.44139079806163	0.488077342903255	0.0720549361576755	0.641302823578545	0.353312930294223	0.632027608670831	0.733189224944834	0.739512867718737	0.681425671910215	0.700638787888352	0.748104248539326	0.826487557499045	0.715812634505967	1	0.724146082931844	0.786857041292181	0.765383774019477	0.762417328345319	0.429894527418074	0.68321734306986	0.715550541629228	0.614951175309789	0.648219357183249	0.516337113204718	0.679777709972611	0.785143265439105	0.575961888309849	0.660136500071956	0.771285502667408	0.7397202978396	0.62059683879794	0.68333119091669	0.646136338456524	0.587236755883807	0.734419562865462	0.613762757787407	0.743313008395855	0.345185375687925	0.402865114919778	0.650636500456498	0.774199014293461	0.70027137749521	0.745749826335739	0.706389089593998	0.73513303698298	0.754661217175394	0.526434153656406	0.698378516971975	0.72582389229494	0.689094671450061	0.655587449809207	0.788072927805354	0.701251224278951	0.678714270128375	0.467599259230566	0.693957627743127	0.603173420617168	0.763401965630588	0.6632994485813	0.741260554780287	0.760469240961806	0.773935576321533	0.484973779089864	0.637626469140555	0.631897750417144	0.826890955127296	0.740743224406427	0.60894114667581	0.669134613299102	0.80085100877867	0.771433232509749	0.666186196830844	0.428519109101937	0.374769952161743	0.759333581747448	0.700873525174442	0.832886871516821	0.645374069379709
ABCA1	0.241824052652349	0.597377081107702	0.920566330552493	0.697377501410838	0.787362249350489	0.671407942456106	0.353082405426196	0.549419094773602	0.451198523234382	0.819091937546325	0.57906543709239	0.269569337927939	0.736378164639777	0.545797093412783	-0.00742388881904221	0.307785905510054	0.712286269641603	0.529657098306053	0.326120868742331	0.328746850233565	0.470319973394521	0.886315304728013	0.745285557969495	0.918204259554545	0.524680734438733	0.0108265207028238	0.780500552417872	0.522896524403425	0.65532036233993	0.93117361253635	0.681845878922202	0.518916385965016	0.500782453045497	0.729188170509876	0.515521041952182	0.491551797089142	0.794818541380777	0.824710027917946	0.900268220472217	0.937693480815002	0.0218947998969886	0.536337740463056	0.672034540389021	0.633247370250337	0.887339465614966	0.621928590893094	0.570507947906016	0.406775546559694	0.271699997214315	0.365018028267895	0.72210674307624	0.598917600773607	0.399172431369523	0.332612528251624	0.0568907252667726	0.159656670540167	0.452750887648256	0.7111688341227	0.287747121030154	0.690219404652907	0.540390041069194	0.540114106006299	0.573554995057309	0.502180923464275	0.661267816024206	0.546936351199779	0.724146082931844	1	0.713641502491177	0.816925338468148	0.656484502120791	0.170842894943712	0.452401513714584	0.491770178837436	0.935830919985254	0.830671310405818	0.728222420051718	0.574428547184293	0.664917822318823	0.37597305647954	0.625715631156491	0.622636000309961	0.618372430364628	0.523447545191594	0.414065788171509	0.636199036296312	0.300513680671376	0.514208277226413	0.844299561369651	0.880528399455171	0.181852942673027	0.0371846881573653	0.526883820885464	0.838380154362373	0.633958323515829	0.768343826155216	0.413784993448369	0.615036933854897	0.636669479277456	0.385386917102845	0.600554534805	0.554213861167892	0.641436548763229	0.571062034496586	0.840239569822839	0.887980633353285	0.530656809040367	0.50897838489368	0.822713727419102	0.564768213386607	0.64066900412411	0.473146703466868	0.627593462021551	0.50867705606675	0.550996672873811	0.126834720212262	0.584638584472028	0.425712914555526	0.81277354915456	0.846645349779061	0.385389221901008	0.903435714936218	0.865678442326597	0.874447134774707	0.465061035151574	0.250368340156292	0.17655686255531	0.771005529255017	0.561070174543701	0.767537580337952	0.637445033721853
PTPRA	0.662374598117183	0.811341018769349	0.820128540815784	0.832641001376378	0.859023384010446	0.883734434235352	0.750342341226944	0.711151681802298	0.760521964952777	0.851671244645665	0.823683319126235	0.695707554189246	0.620075700398508	0.833298426176168	0.40743669665173	0.734122339708687	0.849753354594299	0.850937894080942	0.407950226373197	0.720538187086695	0.780571765217841	0.794989562620681	0.868720738691617	0.790731545723201	0.75990750969182	0.511766589708714	0.900273035606582	0.829536769354467	0.824354226773556	0.786120743582697	0.891738597179948	0.701589782899667	0.852210853480025	0.782256852055162	0.785114073835207	0.786285533933534	0.725881048214213	0.771067354525778	0.704460352566019	0.693305881409391	0.503879774972495	0.75927299624019	0.894712376398185	0.753473176055662	0.765590916906343	0.79769778685874	0.794188033904872	0.436300516205765	0.559690389060144	0.639665126097637	0.742913440148102	0.855030295266001	0.782568284559177	0.465660862996865	0.55901739244812	0.224826681841616	0.73791175827544	0.293985529431909	0.682994120088717	0.785610260988624	0.833139730004672	0.791055550727133	0.811309769095458	0.803753468042326	0.871532249921464	0.839996725273025	0.786857041292181	0.713641502491177	1	0.796848076083651	0.902009841140124	0.527548105238181	0.801939008856014	0.82523680834742	0.587491664314575	0.726395808635026	0.526907426018217	0.80114762383828	0.853376621584762	0.683711567449247	0.798951721751511	0.884796129130612	0.84912277102375	0.767647248409293	0.777587003129763	0.747419701979517	0.688981715567185	0.77754485132556	0.757381903134647	0.781110603384474	0.479038965763443	0.428626827782047	0.78951661855305	0.768584491706472	0.797942994219448	0.780239961024913	0.777176174321228	0.83455506121607	0.867013031603096	0.685937515367288	0.759041548056959	0.805577334274812	0.781409805112116	0.759401373381008	0.827427715997187	0.708007502490323	0.770277367868404	0.514009243772897	0.748202819520698	0.736509637704258	0.838721158266743	0.764309052758458	0.851074566169314	0.835586824351477	0.801369959944223	0.500056706536094	0.734490797794823	0.770381623106114	0.909457166716899	0.801458771766539	0.749280712834322	0.748225674932008	0.869962432896186	0.855171221066903	0.70813461305609	0.48983366957973	0.434649363773379	0.840785958684198	0.827719740468806	0.894456212841246	0.795051488167794
