""	CD44	GPR171	CXCR4	ITGA4	CD69	NCL	CLEC2D	CD3D	PTPRA	RPSA	PTGER2	CD3G	PTGDR	CD247	CD2	LRP10	CD6	ITGB1	ITGA1	PDCD1	ITGAL	CD96	FAS	TNFRSF14	KLRD1	CD46	LAG3	CRTAM	KLRB1	TNFRSF1B	CD8A	ACTR2	KLRC1	TIGIT	CD8B	ADCY7	SIRPG	PILRB	DIP2A	CD47	CD226	S1PR4	ITGB2	TRADD	VSIR	CCR5	CD74	JMJD6	PTPRC	SORL1	TFRC	IGF2R	STX4	F2R	LAMP1	CD63	CXCR6	SLC16A7	TSPAN5	PTPRZ1	HAVCR2	TSPAN14	ATP5F1B	RACK1	APLP2	SMAP1	CD82	PTGER4	CD81	KLRC2	IFITM1	KLRK1	SIGIRR	CANX	HLA.DPB1	C1QBP
ITGAL	0.518417398089459	0.535811495057322	0.860950879049852	0.504445882412074	0.793519864394962	0.002596620297067	0.516658540544922	0.845446508705109	0.151725055352457	0.332050579496652	0.712936524137349	0.827238558168267	0.584842749037059	0.69679427624774	0.845339213452652	0.160424286676824	0.556212350306956	0.0523025348755635	-0.159246507034233	0.760574599826277	1	0.70623346162785	0.228416032062112	0.619366843581546	0.829209364279877	-0.11244078927404	0.66183351816045	0.636146556928767	0.836187969598534	0.388601384330592	0.745367046996185	0.020910154204386	0.504901352216823	0.730059790414161	0.737511015749587	0.0959225568284734	0.312288038337785	0.0367747026170983	0.235210824263106	0.00121053500532394	0.573034858515048	0.875052679012917	0.115959892118282	0.226795242364731	-0.0751460351385473	0.588733660539071	-0.318998248394041	0.0936869249049926	0.602856090941288	-0.498625046223213	-0.601199578879042	-0.171608870306506	0.018103047596665	-0.0308221938975755	-0.569931277275366	-0.148875446504251	0.471816598446103	-0.460834320056349	0.0208194678786286	-0.515333579809823	-0.0749811353529466	-0.0677376632375399	-0.173240839505164	0.0822466688797796	-0.636836663618669	-0.270081338776592	0.157679476359242	0.488879817010418	-0.217375419953945	0.196350868639336	0.870263917509159	0.688777848143024	0.568090183273354	-0.554053164636984	-0.0258027776780658	-0.142457920826766
CD96	0.700933367223002	0.84540057450113	0.893262291526249	0.783963521119954	0.954534092457866	0.498849302358028	0.673695421415644	0.917606393090885	0.0867482993978236	0.749456356265643	0.874107498219213	0.93282079020873	0.552324028703952	0.902429846846018	0.864657238698951	0.675016321627107	0.572273909273499	0.502371184107302	0.211821163650193	0.79290849437386	0.70623346162785	1	0.615487290552928	0.791018822708847	0.444939301928792	0.275374369667121	0.706608949015544	0.439433735511116	0.868926542080576	0.456985530399899	0.553914623431899	0.495883491963277	0.727544077272467	0.327061761242569	0.872391129676973	0.211901690851605	0.694758718901753	0.161571318242493	0.581465767302669	0.433959741892659	0.784529540666345	0.758809299350552	0.200355143500983	0.707506809292803	-0.0349556544885065	0.471856061710973	0.054059371611726	0.4407280207499	0.857380804281046	-0.300201858608452	-0.462734562776233	-0.269578208721894	0.471971972520797	0.338317670855082	-0.279504357024211	0.327105341595747	0.702736492764221	-0.408699398891221	0.168518207151982	-0.426871345957091	0.0946951556512041	-0.0468899376813247	0.221772631648309	0.526613137081984	-0.331036611680683	0.0268852655502184	0.0586213588741067	0.7073646354141	0.278094798539087	0.0362026123970096	0.853228884960254	0.872864867118985	0.647683555833789	-0.322905198413497	0.46188410666285	0.166028757810713
FAS	0.673731397620436	0.830654221804254	0.436849518048449	0.909205167738725	0.635809004595949	0.726098428547413	0.669450745941818	0.574272745355127	-0.0387861773196914	0.57489533907365	0.47887578742421	0.596792295309425	0.408343077955075	0.295604539152439	0.623990913350628	0.679480872802	0.192018465333702	0.824885088277011	0.695471300248653	0.475827133082252	0.228416032062112	0.615487290552928	1	0.492811334266163	-0.115653497148822	0.780479783473355	0.361559386543377	-0.222748273479014	0.288394022886684	0.592427438859276	0.0356435857615366	0.807259609692035	0.138944647090509	0.169685607965659	0.702125908421201	0.435939678536282	0.743725359712037	0.140265552426005	0.937047536087485	0.501052902548519	0.695698879635957	0.416645362583279	0.424435591253158	0.792001136050342	0.114679720777134	0.0554879615688391	0.349809666398335	0.706401638822559	0.850362783558002	0.315021306292709	0.0658768130833631	0.142615569841248	0.727472229278658	0.600180459664289	0.303528649019389	0.485111822854569	0.896412048167853	-0.197134568784306	0.363925521809769	-0.168671409829644	0.475665183789855	0.00643787232190716	0.328022111613076	0.453674642132163	0.264999921204316	0.356459563121455	-0.326185281851474	0.819777250264661	0.564935501735234	-0.374400286295415	0.467777839389141	0.710286724541354	0.622757148620929	0.14800016627292	0.565510956317541	0.215460691393821
TNFRSF14	0.278068372993002	0.756927409163768	0.681369174602738	0.670310752092006	0.773313142322061	0.477975788413021	0.459948723770838	0.809417919631447	0.108720495216632	0.778795676955664	0.814926632603246	0.777278362985446	0.571443385041952	0.752407638967827	0.656988545380844	0.749574561847621	0.328449108178859	0.557352604108067	0.216191135867703	0.59901722321501	0.619366843581546	0.791018822708847	0.492811334266163	1	0.356135122312186	0.216097512117386	0.648530402874805	0.62997740546961	0.668756844296302	0.416044577206772	0.327610862677315	0.536124606573021	0.801019562080513	0.426062143024405	0.703083011524934	-0.00131585814509448	0.791419082910483	-0.143284852328401	0.447169592074585	0.297671183322766	0.563886232000209	0.597002706552057	0.416128107156585	0.539196224682449	0.318295986947667	0.273031635056088	0.30317664511918	0.418683568276394	0.655401108185054	-0.181169384743019	-0.23913425020262	-0.10861986230899	0.522787368514748	0.309222402523158	-0.203423603696537	0.548682057021052	0.650174216007071	-0.347529420730006	0.243208252632997	-0.381465045387143	0.31077552845074	-0.0989024986493659	0.373106916244112	0.615479414603004	-0.23539354422224	0.0530683128724525	-0.0167804232878601	0.444835524716541	0.477097849852532	0.0876227401232459	0.71706929508407	0.638929654442489	0.786486964285938	-0.184780124117649	0.563397391471911	0.280340664942857
KLRD1	0.232498977706691	0.291987574471299	0.621737186367927	0.10333958044268	0.524493847660482	-0.269996816215777	0.0911359785396148	0.570897229265723	0.150682833422386	0.119272304082003	0.458456429271085	0.539426081197538	0.621099674372378	0.535498937060498	0.549058930809607	-0.0214360620324706	0.223250537354513	-0.232873185136891	-0.455284585274107	0.706955693181701	0.829209364279877	0.444939301928792	-0.115653497148822	0.356135122312186	1	-0.379901655601863	0.331101766051264	0.753888660082152	0.76210727591732	0.0985761262817481	0.507197041924459	-0.270237582432858	0.462484644056236	0.5561542809113	0.387643405958758	-0.228239179487803	0.0897746532014174	-0.159247005569855	-0.0647110196600594	-0.150241461063095	0.36420243868471	0.755854840891293	-0.00677706049609189	-0.102771297617571	-0.176275688785834	0.275832751761614	-0.431736944222685	-0.0797571241607342	0.234127118453954	-0.6288260294148	-0.623363558050268	-0.0968778333040261	-0.313222490738402	-0.348128583402747	-0.643689481675339	-0.309613433208133	0.12529139552379	-0.40310634162377	-0.0556993729943608	-0.43985223171038	-0.172962948090066	-0.201170412756122	-0.271460160665292	-0.0705402755569337	-0.733541215113308	-0.434450995621226	0.276230102757675	0.154185907383552	-0.437485028096484	0.438612609524728	0.677403688561388	0.3487206974115	0.211433727580976	-0.565172666605608	-0.204698308142109	-0.159737476050793
CD46	0.401029883015512	0.50372146285353	0.086981188469312	0.639971204999484	0.276573675560983	0.807204161521942	0.512468180116748	0.209499035515008	0.360615141120424	0.438118179162618	0.182547405408555	0.23483795154073	0.130026171510498	0.00227954258658575	0.294115901721444	0.55367825340086	-0.0267663239333506	0.742076131423023	0.742490074641276	0.149549231383983	-0.11244078927404	0.275374369667121	0.780479783473355	0.216097512117386	-0.379901655601863	1	0.195988616750083	-0.419364266866112	-0.0692208467537883	0.381239019366811	-0.150225852797287	0.835432875049919	-0.0742560526616428	0.0641805562984822	0.353298055114476	0.464878241016044	0.508046708089927	0.436036382157463	0.860394124729539	0.634010625100201	0.434497866316383	0.0462737068215344	0.38993985614293	0.58026217220334	0.159027949894765	-0.0644312797866778	0.423866785074318	0.813564142290184	0.555377888759126	0.502306767587322	0.582274478865006	0.42925029835575	0.737868730669198	0.792459547142432	0.721977974768324	0.495835982382099	0.620136408209522	0.342835542414755	0.615271268416554	0.345770773500768	0.470903803866831	0.278721118329274	0.499228841047499	0.418111081210594	0.683705424322415	0.660508170583533	0.0213356541420822	0.582776165192691	0.694248172266582	-0.106268169216843	0.106307457757283	0.428246455221262	0.43482643324634	0.62125261593361	0.498038168216254	0.376895201411299
LAG3	0.483200595757801	0.529669799204824	0.779324583854856	0.567777085152694	0.767610956572754	0.301741904836296	0.795819268088929	0.747322897026866	0.189161862170135	0.499524422665357	0.820961524899205	0.808978652027402	0.192135185573131	0.568991320883342	0.783459676953526	0.403637164385972	0.520585757960656	0.199257005193335	0.140214053307806	0.478966400890631	0.66183351816045	0.706608949015544	0.361559386543377	0.648530402874805	0.331101766051264	0.195988616750083	1	0.339066609004258	0.617901219069049	0.238808344555073	0.787888247784028	0.243929788779491	0.406447335971889	0.589513354167595	0.763853193722369	0.447022312594424	0.317232174815992	0.384702873147052	0.385368929977628	0.18809860003727	0.65166833468257	0.447965993944507	0.0445290366583575	0.609942458368217	-0.108888526100876	0.657647164065145	-0.166921317765223	0.308126183747133	0.673796953397247	-0.303389206250874	-0.349570220294071	-0.245479470387638	0.378419708081576	0.319740859896911	-0.254788738317212	0.0378899853807021	0.458325309054281	-0.238735959719601	0.139935330069979	-0.296243312801275	-0.163246698207011	-0.0945276226163754	0.054435119590407	0.242727018793082	-0.388576988752169	-0.0620300019605789	0.264681158225565	0.601295533612578	0.0662546279716032	0.0743566964115452	0.686608114134084	0.804155814217399	0.685288858879714	-0.319009367941218	0.118818757208804	-0.0562246689971075
CRTAM	-0.146880194157923	0.296085043569754	0.489202731665538	0.0288159593528796	0.436841944171166	-0.0839697536112992	-0.11812944429591	0.530509553068262	0.201640226063762	0.383335657110712	0.528478582892079	0.466602635366256	0.548669932292704	0.621877418980203	0.317498789236173	0.266795974683612	0.12232707646389	-0.0961574892243115	-0.436014852454776	0.507048561880581	0.636146556928767	0.439433735511116	-0.222748273479014	0.62997740546961	0.753888660082152	-0.419364266866112	0.339066609004258	1	0.675838647779507	-0.0562780684653092	0.295646685697553	-0.138368899833488	0.78808991526087	0.332638601185651	0.281102121185337	-0.505068410490859	0.32058424715145	-0.356552040023064	-0.20027076517851	-0.0247965530746342	0.169182234370683	0.505696430472681	0.0364196048657021	-0.105665930304589	0.0578811307115912	0.117949576335398	-0.138934454086764	-0.0234568676430295	0.063463417247915	-0.613822923645073	-0.427383506479831	-0.155401476664141	-0.134768832896003	-0.266120227031914	-0.581975195103928	0.0966032154778767	0.0619227932112117	-0.250491400946097	0.0572083275482011	-0.291701358103705	-0.0702291199155746	-0.230831114327611	0.0769920651682966	0.272591046412787	-0.601808967587761	-0.278115708960229	0.209590163891897	-0.119965632296925	-0.09703437956408	0.522373351262647	0.556188312276191	0.156275760036804	0.256487877473973	-0.383005192401319	0.0470145510636777	0.150598955884514
KLRB1	0.567455304630716	0.669964468282554	0.910518506102485	0.50749104010387	0.877876223999971	0.174453096640122	0.475404685533708	0.874260906673055	0.118597885228678	0.570519348857815	0.835428642294122	0.876803466710284	0.634260777305855	0.848266178188899	0.80486682215542	0.454354489538587	0.456838343757419	0.172132760821909	-0.143107581068541	0.852632746078101	0.836187969598534	0.868926542080576	0.288394022886684	0.668756844296302	0.76210727591732	-0.0692208467537883	0.617901219069049	0.675838647779507	1	0.302929388633058	0.61297972563266	0.17049227497318	0.693596452401844	0.391860022462391	0.766897961207512	0.00604767470322759	0.456293618518879	0.0331253583429486	0.303030874021537	0.246905432412958	0.713455441505277	0.825951355898671	0.109122112517556	0.451912171966956	-0.107797237397862	0.43135121172312	-0.164832883279472	0.241739357438489	0.652701524797729	-0.554540801765538	-0.662270418989661	-0.3021617840155	0.165602592539863	0.0353086371769337	-0.556146807821991	0.0550851619419239	0.46504184105196	-0.474582529171677	0.0400346009982015	-0.489579096341345	-0.0573147253949035	-0.213771971995169	0.0120506470029445	0.335813581381377	-0.617889959651668	-0.216783523456231	0.169053043336667	0.503277487034024	-0.0393014087920649	0.255263002754015	0.846533579175223	0.712423086410978	0.476976447158855	-0.522762705747135	0.232250355014157	0.0346831461303085
TNFRSF1B	0.629039148054327	0.476986907504998	0.487072735907039	0.628889421482501	0.493332604484012	0.240229928433998	0.569179037179907	0.46700624139999	-0.150842004447404	0.177316434926807	0.387509574010042	0.468418887339344	0.200721826414337	0.355319924715459	0.49890163717751	0.266369362598692	0.515686658555603	0.4625631574728	0.387572364127936	0.273409010404813	0.388601384330592	0.456985530399899	0.592427438859276	0.416044577206772	0.0985761262817481	0.381239019366811	0.238808344555073	-0.0562780684653092	0.302929388633058	1	0.270614349405629	0.564924984006753	0.122701194079406	0.318122369641789	0.503416672743974	0.515526667202321	0.40911616782339	0.164466827294811	0.598241327042655	0.300378870929525	0.480655675119192	0.599154857357185	0.702078391995509	0.303598980081921	0.607675647343521	0.413740323413342	0.485921401198527	0.314669670212462	0.685916453654016	0.496759768798436	0.00139538633554608	0.0802670195283695	0.509671610519146	0.306683695033758	0.104021628015911	0.158859721924907	0.671803614665514	-0.399485692786391	-0.172728295164661	-0.384121717415841	0.631269569420712	0.408287173312624	-0.101135410460364	0.066586479288434	0.151424225150865	0.0106475109363778	-0.259294253406123	0.667732044412968	0.362645525517661	-0.474957622332496	0.336238537643537	0.495811572262376	0.547986392303661	-0.150547308320838	0.40920785479269	-0.163798045022084
CD8A	0.567964900429606	0.199601766491027	0.775415283794092	0.28832242875348	0.622679942999529	-0.0966792837226791	0.67957973762702	0.574872304935479	0.12027970204594	0.138100745162319	0.624284218442405	0.657661327044923	-0.0126510041311444	0.554743387675441	0.682994590402217	-0.0840082468230811	0.755233552103487	-0.175863536161281	-0.165511172660002	0.403428704742404	0.745367046996185	0.553914623431899	0.0356435857615366	0.327610862677315	0.507197041924459	-0.150225852797287	0.787888247784028	0.295646685697553	0.61297972563266	0.270614349405629	1	-0.120732043631362	0.238102016157372	0.583357683345466	0.576692605184056	0.471027565793591	-0.111467542807666	0.481038864783301	0.0708707242606652	-0.026151923216043	0.460918077712814	0.535833898043417	-0.123237462781396	0.276291730205787	-0.18735451577725	0.899210526665299	-0.423401900199962	-0.0783763460374886	0.483756539071878	-0.41074174078855	-0.558244371430741	-0.447496896632826	0.0114779336312308	0.0573412537101541	-0.490395693257605	-0.343537834001474	0.15789715543456	-0.331876447382853	-0.222107526298198	-0.382382043301813	-0.38444699276707	0.0779021755096463	-0.297565857831117	-0.0928775236629704	-0.562569816301929	-0.285603730778014	0.358704237623301	0.487558291757033	-0.311842728909022	0.0721025664930947	0.594456940661084	0.667533776960953	0.411753598903261	-0.566762570206806	-0.207969809379642	-0.325782359646222
ACTR2	0.407750096136761	0.664971441632796	0.267683463955824	0.733955054029523	0.444155350280018	0.868309039609261	0.504349270542084	0.404681230963524	0.254903511296208	0.708602331814732	0.41924597660491	0.403062889056382	0.276166953686747	0.294269094008847	0.369906072504211	0.762068334816926	0.114787478916511	0.869462290170182	0.695576270267385	0.269187034208982	0.020910154204386	0.495883491963277	0.807259609692035	0.536124606573021	-0.270237582432858	0.835432875049919	0.243929788779491	-0.138368899833488	0.17049227497318	0.564924984006753	-0.120732043631362	1	0.260807119531494	0.0187283171584292	0.4846564910971	0.351380773846274	0.73538054313503	0.170006253813636	0.821530861142349	0.674461292626773	0.50116210747474	0.240236381678757	0.605930041075251	0.662989453283934	0.436564308452576	-0.0083064285239022	0.668064753741351	0.764758943957434	0.657201783839031	0.44916675359466	0.376581100008484	0.230501065320749	0.859102659026582	0.757061930676056	0.536537088031428	0.75982632510112	0.729921824256428	0.0442555156960483	0.492441310612497	0.110460528514089	0.633114573937004	0.214458205853265	0.665764795993431	0.688048797732466	0.524352529687153	0.616478006812841	-0.0897489245344551	0.591595393584797	0.897738463439271	-0.141156580861688	0.258430028598775	0.483329943620985	0.605315189282635	0.405267402472333	0.778195018095451	0.531275601036814
KLRC1	0.0915552858619997	0.544535543422456	0.559830735697183	0.370712194449283	0.599127686248672	0.311993734512159	0.0953043354439322	0.644556961802652	0.152768053404194	0.695161539389148	0.639311610239771	0.581080612642605	0.555786683008209	0.883666321967059	0.42568278240663	0.617618085964158	0.3285714432863	0.335158567960219	-0.0442421798646382	0.542972313237489	0.504901352216823	0.727544077272467	0.138944647090509	0.801019562080513	0.462484644056236	-0.0742560526616428	0.406447335971889	0.78808991526087	0.693596452401844	0.122701194079406	0.238102016157372	0.260807119531494	1	0.137924001201315	0.445896451234371	-0.351089352690636	0.646174890019576	-0.207994415277843	0.0979579507491508	0.256837913296231	0.297484451144776	0.534025817433586	0.119265501381507	0.243642839073511	0.106495960942779	0.188082192475728	0.151361601504437	0.173608925441159	0.342889498694914	-0.432820934150612	-0.336108501204764	-0.219707208914326	0.197865212222979	0.100725784533391	-0.329344672966466	0.482419998542139	0.322963431890624	-0.257834401928528	0.159660156076515	-0.302662068424509	0.0604866380360332	-0.0282162230306232	0.375386253216497	0.596839266226781	-0.339865720658727	-0.0155574307517861	0.14255553651092	0.10345313270536	0.29520509492277	0.320860395662879	0.64035003899664	0.384736577662255	0.436127140791921	-0.231175340558607	0.442331263070784	0.358201108622119
TIGIT	0.217971249651869	0.244569851693276	0.468156315684148	0.349292009985261	0.453723064251265	-0.0884539495591979	0.509630370870842	0.550482492134947	0.237084714689165	0.0724232352247057	0.387085861469488	0.50173858118716	0.383076142473568	0.278429674149393	0.660646486071496	-0.0153468672695691	0.273097415441248	0.0250710413636514	0.0159768100693978	0.467796606398386	0.730059790414161	0.327061761242569	0.169685607965659	0.426062143024405	0.5561542809113	0.0641805562984822	0.589513354167595	0.332638601185651	0.391860022462391	0.318122369641789	0.583357683345466	0.0187283171584292	0.137924001201315	1	0.439039310048057	0.311999460841534	0.124544878622565	0.105305942638396	0.225602020307789	-0.27956580424525	0.414309307694041	0.557464257893934	0.274563436978986	0.077252452165823	0.0855812459952366	0.492485964174311	-0.215497528278839	0.0506141002442056	0.446705071082737	-0.154148261851156	-0.223078292084925	0.172319682788382	0.0597576613604295	0.073944034307956	-0.204938463272152	-0.212113798139696	0.356554595871305	-0.277955563854945	0.136868628125395	-0.347477379808396	0.0515486615643894	0.0679608565111231	-0.197542135230351	-0.156129056359517	-0.369886825992355	-0.221706265981836	0.353204250160785	0.345354584752086	-0.13567134363067	0.184830576860716	0.57413943279566	0.511982315491182	0.637771073803249	-0.325183951950326	-0.134750696751161	-0.257686132795971
CD8B	0.752417490639042	0.867803997722803	0.883227051020294	0.872157726102515	0.925210381702079	0.496874084705592	0.808415285918353	0.934019270022387	0.0651800162930108	0.639421268406728	0.879454656978916	0.952191404300349	0.562460320021184	0.661428606343579	0.930686184294947	0.593536077057932	0.55135454269583	0.514541956138982	0.304479307439971	0.7254847979834	0.737511015749587	0.872391129676973	0.702125908421201	0.703083011524934	0.387643405958758	0.353298055114476	0.763853193722369	0.281102121185337	0.766897961207512	0.503416672743974	0.576692605184056	0.4846564910971	0.445896451234371	0.439039310048057	1	0.301825031445654	0.648960824195963	0.175393502622928	0.683064841617426	0.406562519245885	0.79812344008404	0.748768711638846	0.191874888548043	0.735191552666185	-0.0770846801495802	0.460851650927206	-0.0355640852415431	0.488510993824538	0.893804270294244	-0.24199361481083	-0.416681013865057	-0.179895844439553	0.456054461077566	0.382036042845128	-0.244546807692309	0.218537238536406	0.823057849419812	-0.379994197400552	0.231518155361879	-0.387619964196757	0.109502486838639	-0.137825025847376	0.134232581119857	0.402455445971941	-0.309553711582877	0.0716904930413491	-0.101965707210216	0.778209137181024	0.193224017319718	-0.109011907650931	0.835310460132918	0.894563028933442	0.725241280261877	-0.293795909415045	0.346767272827827	0.0792821446879366
ADCY7	0.595775939334916	0.109918018589462	0.284034172080163	0.376369520978743	0.280383744274562	0.153878979823337	0.762084886501049	0.141423217284912	-0.0607995863363728	-0.0429263873984531	0.197232697904026	0.258756740602591	-0.357456630774277	-0.00660035444637232	0.376037319995344	-0.014674403121675	0.382359963602898	0.163565581194163	0.432917267377643	0.00273638173040388	0.0959225568284734	0.211901690851605	0.435939678536282	-0.00131585814509448	-0.228239179487803	0.464878241016044	0.447022312594424	-0.505068410490859	0.00604767470322759	0.515526667202321	0.471027565793591	0.351380773846274	-0.351089352690636	0.311999460841534	0.301825031445654	1	-0.109428185615482	0.68399525635234	0.465781089092954	0.103741617553538	0.44588591226329	0.0635752743720983	0.324293579782967	0.460253065425019	0.158961771564721	0.559798621129926	0.167177911068364	0.206081960599306	0.548357022767715	0.474420770865629	0.0575060042715859	-0.000181875287771203	0.442113815589994	0.422815997399173	0.307313008653217	-0.167183466992146	0.296205614730325	-0.1586544294931	-0.178948601769002	-0.147175897210306	0.108975734193037	0.340068556027297	-0.190813662829169	-0.193721376145362	0.157301198289203	-0.00407428339548565	0.134914635382161	0.701704518300173	0.152841620293591	-0.421727465943495	0.0671981228689155	0.52987016143743	0.351763031169079	-0.0990080602663033	0.10396398063051	-0.358011479757042
SIRPG	0.292495290211706	0.88302123304472	0.431094267320737	0.788902576929168	0.633884729516418	0.710131548508467	0.334208766216717	0.695287964636074	0.0598141449137013	0.779754450466384	0.593990677674051	0.622172844389467	0.695690728416001	0.557970378488028	0.531951326604802	0.883909411827474	0.108890210130346	0.808008709439939	0.472182006672786	0.553175713802932	0.312288038337785	0.694758718901753	0.743725359712037	0.791419082910483	0.0897746532014174	0.508046708089927	0.317232174815992	0.32058424715145	0.456293618518879	0.40911616782339	-0.111467542807666	0.73538054313503	0.646174890019576	0.124544878622565	0.648960824195963	-0.109428185615482	1	-0.237963185459525	0.68881881720021	0.499475949031181	0.524038392819166	0.4884326029289	0.425081791881002	0.580312921642196	0.221802558126703	-0.12524922554935	0.432857104639866	0.628129410086916	0.652620473080212	0.051750239355515	0.0147012702736047	0.140739731929148	0.58899309370029	0.429202683581094	0.113159937324299	0.710166977593266	0.834430534726388	-0.182254065019151	0.47322406144932	-0.17097386587339	0.510217782246621	-0.078461133065568	0.526202734204547	0.689944967709091	0.10150591658221	0.313039375254082	-0.27491726609416	0.437979581968606	0.635582334617693	-0.0627905918341388	0.568542280450503	0.514532589218271	0.625136018645781	0.120597162450899	0.677842013191853	0.460340990682443
PILRB	0.482275699591321	-0.0353681876372265	0.253718521557567	0.146553518996897	0.188342363113623	0.223929594338904	0.572996483368865	0.0341308387431289	0.38415998515931	-0.0177613462307746	0.171858546481444	0.165799645341382	-0.42942969270432	0.0741369988598311	0.210333723910124	-0.0730842121539837	0.409044711545967	-0.0173130251529618	0.215873029689801	-0.0753837474249989	0.0367747026170983	0.161571318242493	0.140265552426005	-0.143284852328401	-0.159247005569855	0.436036382157463	0.384702873147052	-0.356552040023064	0.0331253583429486	0.164466827294811	0.481038864783301	0.170006253813636	-0.207994415277843	0.105305942638396	0.175393502622928	0.68399525635234	-0.237963185459525	1	0.304377715539893	0.401070485925296	0.250915033454563	-0.0274522067009597	-0.105316291374185	0.270514829091358	-0.14776260048128	0.561912064053264	-0.126110142575673	0.279641006129559	0.284327011570089	0.170843787829755	0.228633569417484	0.0104335493799659	0.252087578541861	0.495036742294612	0.302522127082188	-0.208311252647184	0.0563970618872651	0.367610370914992	0.0455037848439914	0.295609166325707	-0.196045273902817	0.428365202084796	-0.0745023738014737	-0.0995205008576362	0.240856750002623	0.201205926230531	0.412685802608427	0.44158931318934	0.027967076295837	0.0351286227991929	-0.0138094488198156	0.378821931783015	0.102878640669704	0.190322381461743	-0.113288516938453	-0.144273018850026
DIP2A	0.675583802701176	0.80260897532067	0.456636181355971	0.84495231634233	0.631777699671358	0.762787158056552	0.699294805129535	0.559260549156804	0.177816516383908	0.551911423338745	0.50672390537085	0.598197332122858	0.381694435113984	0.256704214860464	0.620247848005017	0.661700119891222	0.151643001178207	0.744630947647708	0.60750296537974	0.481386135275546	0.235210824263106	0.581465767302669	0.937047536087485	0.447169592074585	-0.0647110196600594	0.860394124729539	0.385368929977628	-0.20027076517851	0.303030874021537	0.598241327042655	0.0708707242606652	0.821530861142349	0.0979579507491508	0.225602020307789	0.683064841617426	0.465781089092954	0.68881881720021	0.304377715539893	1	0.647271466023743	0.749209104461954	0.420545498893827	0.449875378632323	0.745667494661414	0.128679378539798	0.0629409494981418	0.315015354292773	0.844926329218145	0.835960650393254	0.333354379872549	0.210126556496399	0.217044897738978	0.742997665676428	0.633404190009987	0.355410993290652	0.401849790435551	0.864494675531986	0.000825290701199751	0.475103891939935	0.0252004762956422	0.493428281930316	0.0447754946686758	0.320434293760385	0.426752471267993	0.346508138204861	0.439935629311044	-0.177258950916489	0.819650225575422	0.552472284828651	-0.192776055794356	0.402285119745727	0.703030005236068	0.574982352699276	0.280052624053185	0.492803947097849	0.24464465902205
CD47	0.423106836211883	0.537975051900756	0.337225554722902	0.452746592499493	0.41413701730267	0.807442561405169	0.320516059551817	0.306199387137272	0.474023390572117	0.609183463129186	0.439450617807045	0.376603745007842	0.0994906517272765	0.286508852702619	0.214108438554002	0.585148674968576	0.158924476026424	0.466068277512671	0.23688182420251	0.187167603712133	0.00121053500532394	0.433959741892659	0.501052902548519	0.297671183322766	-0.150241461063095	0.634010625100201	0.18809860003727	-0.0247965530746342	0.246905432412958	0.300378870929525	-0.026151923216043	0.674461292626773	0.256837913296231	-0.27956580424525	0.406562519245885	0.103741617553538	0.499475949031181	0.401070485925296	0.647271466023743	1	0.425952196842096	0.168715779108689	0.122740727877035	0.500928782913237	0.0605343336778616	-0.0109350091838508	0.252411064101666	0.821916219375635	0.414456548896217	0.123101433120577	0.380133956948927	-0.00423090868180517	0.611867221431292	0.530298015847866	0.281288877608863	0.479786362426772	0.46770934411673	0.431465527103787	0.498686929878667	0.478958544554804	0.268062592638945	0.0651770389902113	0.531700213509622	0.644486349975015	0.465223932298291	0.677982166644395	-0.0725980899342381	0.431077888876894	0.547571650312459	0.146575912175164	0.11373985550287	0.341959916880213	0.159205129332412	0.524332764138225	0.393046909911602	0.581373824852164
CD226	0.720681931558954	0.77131706134698	0.76842945448963	0.696190086775122	0.860478226835656	0.443235424138352	0.740020339722023	0.779896929926423	0.0892881622357174	0.560650163352782	0.763806960379682	0.837849837974852	0.450903900637747	0.505443323379625	0.826259965935097	0.600765140818888	0.226190026048853	0.388385672028056	0.181615313587367	0.772219562628567	0.573034858515048	0.784529540666345	0.695698879635957	0.563886232000209	0.36420243868471	0.434497866316383	0.65166833468257	0.169182234370683	0.713455441505277	0.480655675119192	0.460918077712814	0.50116210747474	0.297484451144776	0.414309307694041	0.79812344008404	0.44588591226329	0.524038392819166	0.250915033454563	0.749209104461954	0.425952196842096	1	0.601022284015736	0.353976116704308	0.784463878884479	-0.0166119898721653	0.286984489792607	0.0392620286622366	0.632219661884946	0.879414456919326	-0.0829665800227276	-0.29103722477225	-0.106493625001776	0.578319458999493	0.289355595021239	-0.156798483742042	0.115219917445598	0.688491741844777	-0.306067593308236	0.224926781189086	-0.283254786303519	0.216538341480003	-0.238658465978606	0.0578103868116394	0.323990099921431	-0.209158533519114	0.0130435400311727	0.0539105849670521	0.820789082808607	0.210241891324569	0.0266303292485752	0.648291225491464	0.830042771891784	0.543392282864506	-0.195694601464227	0.339719012301261	0.0159192302327547
