""	FPR1	CD74	PILRA	C5AR1	PLAUR	CD44	ENG	ITGB2	PLXNB2	CCRL2	ADRB2	THBD	CD163	TLR7	TLR4	HAVCR2	TLR2	SORL1	ADCY7	SDC4	STAB1	TREM1	ITGAV	LILRB1	LAMP1	KCNQ3	TREM2	CD93	LRP1	ACTR2	ITGB1	ITGA5	TLR1	CSF3R	VSIR	LILRB2	NRP2	NCL	CD63	ITGAM	CSF2RA	PTPRC	APLP2	SDC2	LY96	RXRA	CD81	CD33	ITGB5	CMKLR1	TGFBR2	CXCR4	GPNMB	NCSTN	NOTCH2	PLXND1	NRP1	BMPR2	PLXDC2	CD69	LILRB3	IL6R	RPSA	MERTK	AXL	PECAM1	TNFRSF21	STX4	LRP10	PTPRJ	FLT1	RHBDF2	GPR84	ABCA1	CD40	CCR1	ITGA6	SORT1	UNC5B	TSPAN14	SIRPA	HLA.DPB1	SDC3	TNFRSF14	TFRC	ITGA4	RACK1	FPR3	SCARB1	PTGER4	MCFD2	TNFRSF1B	IGF2R	MILR1	NECTIN2	STX3	DIP2A	CADM1	CD47	JMJD6	CD46	APP	ST14	ITGAX	TRADD	C3AR1	PTPRA	ATP5F1B	TNFRSF1A	CANX	CD68	RAMP1	CD4	IL2RA	PTPRZ1	TNFRSF12A	TRPM2	SIGIRR	SMAP1	LPP	CD82	CD9	C1QBP
LAMP1	0.478701474980423	0.392283380043808	0.306464983775175	0.444805288140215	0.0112220751278773	0.837719461174116	0.886137411558424	0.856433421911786	0.75362234908708	0.222704375180298	0.0548949095314059	0.74197563622195	0.873510039662547	0.246101078145374	0.401658180395297	0.14737220934309	0.573674050237707	0.0435149579477889	0.572290671082513	0.529173085447593	0.888099719048485	0.215934336282943	0.557234922651583	0.57316078162648	1	0.294117560289879	0.622739790317742	0.809957800829606	0.89660367067695	0.79439960401383	0.754857440024053	0.590178322857107	0.245775486153967	-0.111814471824217	-0.0541829916058687	0.678074219248659	0.385381705234739	0.762922438174974	0.887684124747161	0.879893994643166	-0.325705160692362	0.490214968105626	0.920370451851229	0.526354510650282	0.70798694273058	0.753772474475241	0.83086391308959	0.773531683692451	0.905308783950964	0.777141369955734	0.754540823206918	-0.367439573077357	0.774240409967999	0.749921201471164	0.388976302652166	0.590825737715172	0.941462995572421	0.565416733148582	0.277873168706995	-0.0334499882340171	0.60106498836603	0.433950934402412	0.652825444181165	0.738394921439722	0.456307212299876	0.164663335233475	0.488835011184867	-0.108892170051391	0.70433711271384	0.769281619727864	-0.238240139987266	-0.0502548335547149	0.427838376398977	0.63375400129409	0.569574082531965	0.860454363594241	0.464079230646519	0.459545390689895	0.568472329484814	0.46122876389569	0.845660838426104	0.0698287063379185	0.711447966553551	0.581291070224903	0.177769438570176	0.627212394367379	0.507987684647987	0.800985193599242	0.471910178393823	0.283296365001575	0.785994193051362	0.160108261980695	0.791159336263145	0.427801371692961	0.780395872034878	0.494279094867151	0.00461386092650445	0.304593715954256	0.861422730877766	-0.0829223891317337	0.739948981173431	0.584134557492744	0.806621743062753	-0.119204191764461	0.785178906288976	0.487475615723128	0.431260131743516	0.741678030494316	0.811468862887356	0.892644001725641	0.940550959184965	0.353871701365744	0.794446802894971	0.644277286827282	0.225268578045681	0.405487081636927	0.835073187469845	0.465269867639914	0.788663774520267	0.630084871997077	0.727394885572249	0.455067371222713	0.739127496359861
KCNQ3	0.572855310123583	0.595913451041323	0.301666016558574	0.470563164042927	0.261068362905003	0.340424404860917	0.448591113538207	0.474595433036253	0.526573454075719	0.0811045439551589	-0.0705259422621325	0.252564201342079	0.334010432398157	0.514456859383234	0.446106531084612	0.32495587019912	0.405640509549613	0.471547328558065	0.490810525848671	-0.0369426905465531	0.36656448957469	-0.0735653685483783	0.51034329050343	0.526119478592442	0.294117560289879	1	0.513618111065423	0.357625379234484	0.428792757682755	0.507829446891192	0.443385268643204	0.312072608047484	0.460917273470993	0.294240107199194	0.610114361468328	0.248782330789846	0.278658396019316	0.503437910670386	0.317068117877213	0.298187951667264	0.434097907799449	0.693526671612342	0.379720157697614	0.0406069102880789	0.387918538258863	0.276627955069041	0.561844209441351	0.441921159581327	0.414385889584777	0.491267307091886	0.558568597756205	0.273834708348131	0.0370256420443677	0.406556573541297	0.306049898032753	0.221511212249605	0.307287820016767	0.550581028501808	0.61413828303614	0.529297174084031	0.424405101734649	0.430372684170965	0.548946032015671	0.306440923743162	0.592103722734895	0.31171809175247	0.266043351590268	0.237564671850761	0.543019205308004	0.341226841648294	-0.0134420063210599	0.499666301273467	0.390003441480619	0.290996296849835	0.430354199332697	0.267278199643238	0.594540040624791	0.355297395057215	0.559066350065457	0.565911226327889	0.331670606765702	0.395062527658588	0.404085382227632	0.444698824930812	0.561665033188109	0.481507168607548	0.555867874448248	0.0973971497803572	0.285969347097657	0.50104054820015	0.370830465207662	0.706077186617871	0.209224552782095	0.417772929365365	0.529756486149104	0.138014271377132	0.459479663383207	0.522573938311138	0.407461294610702	0.317461922804731	0.558502181749399	0.288260619472998	0.243861177145012	0.0409262752739567	0.380197300763207	0.301156889247224	0.425780434711715	0.445340458481314	0.46265614317894	0.392185508880036	0.312741666100347	0.228445271434435	0.571015726236061	0.354033167226641	0.202507323824655	0.208001382803057	0.460915666753327	0.300427200034231	0.377777684593758	0.490389459244095	0.208663171295442	0.368440335825279	0.426652935071898
TREM2	0.760751827559832	0.6074422051608	0.664802354157356	0.613687042978055	0.463520983166498	0.552100516650508	0.70040332212981	0.740993078649575	0.649883855148264	0.482691264548143	0.307345011848823	0.331311671279035	0.556510525997074	0.658362306588123	0.512693044374625	0.579813348789309	0.48270921669515	0.602376514684674	0.502606989346183	0.430355870182591	0.59306362693041	-0.100643339448336	0.803793201324905	0.623664654959383	0.622739790317742	0.513618111065423	1	0.469681894149243	0.638640620685903	0.57406047623497	0.758888518682392	0.468253244119904	0.416019420279913	0.423886791829844	0.443331973376755	0.358470593229366	0.545449356369239	0.495727218316617	0.585520776487035	0.487363529587097	0.295534010918891	0.619945456643376	0.708086952243904	0.129001816296858	0.689642816238386	0.545350635530285	0.811221171156366	0.658478766609995	0.585821173021105	0.780975752613971	0.801346424641851	-0.116898735583829	0.495972694194647	0.600117893930745	0.189452713984715	0.469428359075419	0.575828809554087	0.577024493277852	0.814906998183722	0.37547621055546	0.495848688896407	0.67973521224655	0.532745833606768	0.730860380839681	0.825889837524288	0.403495989986078	0.166496432128374	0.326411051796351	0.665807055408162	0.632836511613959	0.0477518966232098	0.456947326146151	0.599586158954319	0.692641193178566	0.678356684447633	0.628011194332127	0.633884943761281	0.459720645859973	0.622691641134689	0.742576736339612	0.728198451093884	0.261534413997901	0.432319340592588	0.440954411094883	0.638133382232918	0.390668586218939	0.556550345973227	0.280008481526914	0.57514980492419	0.690278896098691	0.44799172024762	0.534121989915952	0.340782906563546	0.585317223672286	0.578860261451652	0.446927049246387	0.27061935177799	0.33599483603592	0.567392773376613	0.268572617755353	0.52286801754094	0.28666653065583	0.657543327996612	0.135459207795484	0.560070292001849	0.613542208888875	0.273681738052639	0.456134147465161	0.608395204530311	0.518454187977945	0.677358327912892	0.470568475242766	0.728770738499409	0.335542121648278	0.00578889250884884	0.309621261759676	0.664986864135722	0.482577991552914	0.376946322995198	0.400014297389475	0.414230992783415	0.335563966526795	0.419479775020081
CD93	0.379988802330864	0.606961799781044	0.0847799781826846	0.547678534758185	-0.160582400322182	0.877415731605186	0.869113968824938	0.817785303115031	0.73222579930478	-0.118494858598421	-0.355090344611182	0.888505081885365	0.955097738000843	0.190441255547886	0.528854889114592	-0.161159821215921	0.51468277822832	-0.187514143494149	0.647621379175955	0.26137300860326	0.937883514967118	0.0704981450077571	0.344289293443385	0.603526737337297	0.809957800829606	0.357625379234484	0.469681894149243	1	0.765240106155039	0.872113874485039	0.566336086393461	0.421133715696105	0.217613704821275	-0.38761344526392	0.0932820898311579	0.840997030449936	0.0385706603345842	0.749167442306073	0.697814707175529	0.875731128239578	-0.366930325603168	0.496601455382675	0.749187833477198	0.267585109246449	0.767205284407916	0.589392357665735	0.770890644701073	0.802747408653092	0.90322805179366	0.671524877892353	0.709249785006244	-0.231993733616099	0.429837245587698	0.556076846528549	0.459128955077794	0.713794317372432	0.851115178452538	0.513834712518691	0.171966771537112	-0.0599582246874848	0.678565894311406	0.178015084723914	0.751801280514632	0.58680741423486	0.283005004181203	0.160328280160133	0.580838196132608	-0.341632646473172	0.612700096603497	0.606566966643286	-0.521162563089665	-0.105376861573657	0.228631998300776	0.39216300355729	0.377751691437487	0.66047777725607	0.393499484087655	0.194411138369369	0.652560319454642	0.255860124540107	0.652697709966123	0.39610547289324	0.58352695121935	0.784330223478988	0.0156221148891823	0.852706996544223	0.660144785744621	0.820727128171945	0.201551472096456	0.114745137929161	0.733349439590397	0.373707875203825	0.736047493377911	0.428489633341849	0.735687038431854	0.162455544279517	-0.186266468980742	0.444245099628181	0.813612121778345	-0.298804150731629	0.715198209589937	0.328830840004176	0.719310808229686	-0.461999232673841	0.709035578401816	0.278149760748065	0.32072152514294	0.740291887549894	0.74138602573897	0.892833831854546	0.815903885150613	-0.0640389803313592	0.831181307496857	0.889654488139677	0.0798572098764962	0.0875470382987029	0.808866824839605	0.426725075553793	0.817423169921879	0.530521771523951	0.481056845011385	0.299116147941454	0.755765317824632
LRP1	0.522551726466852	0.45648562550609	0.343084127836041	0.498174454659241	0.138914298931344	0.800995567205087	0.840108245158191	0.77568627185361	0.811134311501832	0.244427946414766	0.0249389424441556	0.665470306415672	0.795994530867413	0.329424268599576	0.453473849763324	0.204679809201703	0.546151109771221	0.18616560039553	0.558721369839689	0.496589782159772	0.815185562177903	0.144400752544317	0.680787366757038	0.560349013399199	0.89660367067695	0.428792757682755	0.638640620685903	0.765240106155039	1	0.764895782130218	0.771399071026787	0.65553301119992	0.226538411872872	-0.00282682489780817	0.0411609424465445	0.573212241551392	0.463208381422755	0.797529283809917	0.917236328025198	0.767947825890635	-0.172944391034723	0.520235809567289	0.905932879363604	0.519686316631954	0.675466703167602	0.781412805255587	0.88196521501233	0.748065414152412	0.848276704461003	0.75666057804996	0.756929192291386	-0.307022470553735	0.62790246484485	0.798867686931624	0.402013732225057	0.504347196383594	0.854739351698724	0.676453748154835	0.388781245148396	0.0626646939786866	0.546606225863947	0.510237160942506	0.654119743826475	0.653188637117816	0.554385627426275	0.283180574766563	0.583428981243074	0.0252073564922196	0.774813549860473	0.727517756302444	-0.159487217482393	0.0682383406280443	0.438275950933497	0.733840991022046	0.595628239179073	0.7405696456505	0.639021274131933	0.618069383153397	0.570557553900426	0.515979511340869	0.837172797368271	0.140936424167403	0.850730851793552	0.598073324455906	0.311993457557514	0.591586422904225	0.562299698720889	0.612102197802809	0.518537542596001	0.338063190689714	0.816847401981272	0.282514756650706	0.732690455736423	0.347405011379943	0.783140706562933	0.476141332521626	0.177433446650088	0.486434569826092	0.845616685455354	-0.0158271107084244	0.850116726956519	0.740718987327288	0.718682051113549	-0.0816136539540824	0.775251719347488	0.446624925559828	0.656129747854978	0.780723631996158	0.867010429792689	0.869785883842041	0.838576986844189	0.479024501530223	0.791221861037121	0.610515891998195	0.478731642742318	0.527725482733359	0.783841384792085	0.446520530292214	0.800360436767969	0.777669813742119	0.692298673958084	0.638810108134841	0.769316480144526
ACTR2	0.482001859380017	0.610320464049417	0.124727458389785	0.537824060325471	-0.0858853865685065	0.832538243491591	0.886744025995117	0.850029915285821	0.767331405151785	-0.0471548714106279	-0.233192499555264	0.75495154610041	0.839143014829635	0.386194577753272	0.497257749539207	0.01912295509184	0.479903710498379	0.036531984905677	0.600574411551974	0.250297602355392	0.847947242571204	0.0581078732901369	0.540338249016997	0.670030457640665	0.79439960401383	0.507829446891192	0.57406047623497	0.872113874485039	0.764895782130218	1	0.735663523018382	0.446670263529399	0.385266149493883	-0.215987633637776	0.27345942282708	0.699936071509925	0.168835249483579	0.867769431250653	0.75165042641525	0.825738350401992	-0.213047368195383	0.683638125423071	0.806265028684993	0.356414527666678	0.711725564978123	0.630399068367189	0.851995019843696	0.861187206792321	0.858668165027885	0.684392195264958	0.815743695394312	-0.136138541238346	0.364492889347349	0.665780311322268	0.54156513411689	0.68612066574828	0.792079558021882	0.66405697528539	0.344184028344484	0.20163410120361	0.624877995755791	0.338015787948608	0.897737708421551	0.590704762962889	0.438569213595436	0.179161856945824	0.61130068697622	-0.235640864681447	0.795133609099455	0.62901336878164	-0.395188617664985	0.0733170815549656	0.325358911115661	0.387623676904201	0.50478743307814	0.696039857223215	0.605513771469974	0.320658832857803	0.800362889152402	0.482453088915066	0.667221145628353	0.341133747865524	0.683930246743649	0.746657341751683	0.235523482489359	0.893717848706922	0.775655959283698	0.702356198810084	0.338089750558498	0.318757220799192	0.822160262774094	0.548418500605109	0.679902743252591	0.581394548400791	0.869563096168731	0.252393594904393	0.0340851225240604	0.559544119536223	0.843526146923457	-0.0807893598668812	0.765593959815626	0.436988438479355	0.731086207260764	-0.31102184350013	0.715416310321499	0.282972971751467	0.518938826976314	0.8653802768836	0.855624068956005	0.913946312185032	0.752282713610388	0.142235271375777	0.875228274558002	0.723070662764905	0.21387194130857	0.269301774412998	0.771877360793169	0.542008420891332	0.80309132849457	0.683115386363406	0.567454599396612	0.435234160985902	0.843089949788674
ITGB1	0.570946354221791	0.433708592134908	0.452196456143806	0.48655676206346	0.278530343751616	0.712241767923694	0.756232711727515	0.74922595715884	0.707009738482168	0.352683159737932	0.194207348004688	0.514253400641614	0.574336477364679	0.459932473532036	0.407141665903791	0.366350644822461	0.444198240932444	0.39730907501518	0.454564483638447	0.578239119483695	0.604370697453059	0.206840891577312	0.760264126068717	0.517593260246676	0.754857440024053	0.443385268643204	0.758888518682392	0.566336086393461	0.771399071026787	0.735663523018382	1	0.658321366122928	0.288872328455347	0.183410566517213	0.162048081249758	0.36596472538336	0.508283547808496	0.804717871346471	0.856854441592421	0.59753423614099	0.0426734099255074	0.610519122207294	0.845617879009135	0.589181638515916	0.5717188085253	0.690009701015199	0.811885301549209	0.648886461737931	0.68129405157653	0.731497376226578	0.743174960924716	-0.161155322856729	0.59845754278933	0.696621294886225	0.438704995495835	0.464838828969466	0.700460491371267	0.714640177813971	0.560356833194731	0.307437406807265	0.41367584521654	0.606084048515307	0.740243381201439	0.590543548893839	0.652753606350207	0.329276818772506	0.46936679089042	0.137754780281231	0.813445683179906	0.640072921489206	-0.02205327684792	0.261991371765084	0.50970778318022	0.703822150002984	0.695033331318094	0.642886229540764	0.699886228428419	0.591035955078805	0.635400349517314	0.644707555693444	0.768510024188236	0.143970070627787	0.713464422542118	0.544108776566746	0.470211662285571	0.517316042541285	0.675431739513979	0.390657522433129	0.555660427488614	0.526989558666596	0.79546754853046	0.447950297953876	0.576520029895974	0.423483529919631	0.827059204411911	0.602109714380759	0.280400972020076	0.431232790953571	0.796139613940069	0.137648822445087	0.701369777927629	0.63326667664956	0.693635526855646	0.080467448593853	0.770342957069502	0.413112475747665	0.61229304544635	0.786901792194193	0.81141476338787	0.764147633448986	0.713295714566341	0.607128055908316	0.726983676084258	0.368330171359399	0.311355696894093	0.626388856116923	0.648950374594956	0.619830645855879	0.644079636152598	0.740005325653335	0.777029714382708	0.651600510947521	0.732399503533804
ITGA5	0.474888190198565	0.108368184841567	0.286505673144556	0.4491915545258	0.409163457085801	0.533059994923491	0.554774049129043	0.532166771701964	0.534142147669045	0.460030152331517	0.307501202915174	0.427753507069178	0.430502455337466	0.202045274489061	0.154312729257623	0.386001198907457	0.555103045428746	0.368601246679777	0.39202571149067	0.484025194081296	0.424605520312491	0.305944029785574	0.611246108169649	0.319251953387694	0.590178322857107	0.312072608047484	0.468253244119904	0.421133715696105	0.65553301119992	0.446670263529399	0.658321366122928	1	0.185824645526425	0.316540031727432	-0.0940180870340625	0.176652623346345	0.645444224316022	0.550397591470105	0.661012195525414	0.467916518890356	0.0909601363380298	0.448199814706303	0.680127248614358	0.50916206327904	0.284234266360214	0.695809776395886	0.554035063853902	0.444938608110203	0.536175266912109	0.563751106268817	0.518417319417714	-0.30891654189789	0.546932767049532	0.484151287487383	0.121450831451133	0.199943545661788	0.5744573068278	0.534166494595811	0.422921260395848	0.202791274668374	0.238140395167512	0.620115515718269	0.353046392809613	0.476241708927957	0.421859649948812	0.219267646170657	0.303179961482243	0.361792659883122	0.527972661589958	0.652839069995099	0.274890777431414	0.271742513718683	0.506126016672239	0.652686743866457	0.620483774411226	0.545102203086055	0.483670188846056	0.606877483382679	0.214702881060061	0.571659217987353	0.60989452100411	-0.17500852243795	0.581280266863948	0.251234929142383	0.455772707385815	0.178460250877483	0.260706436511195	0.245113025780488	0.352497759280641	0.406106741635287	0.589897306186984	0.200182479990641	0.47602810762862	0.0843371426963804	0.570343633760327	0.617226921203532	0.359127152534276	0.0856080109701128	0.616705626588463	0.167466480568584	0.573958576349614	0.567143141045935	0.55495052570656	0.369756506557206	0.563474409741476	0.451521316600504	0.43986617605417	0.508295458091335	0.567689200132462	0.546000582708618	0.57663161996633	0.61871195534071	0.500862861899081	0.191285340499153	0.270266771764817	0.557160911298477	0.523973267704222	0.294475981073988	0.488202684661123	0.574500838925384	0.67593446204551	0.470496476135418	0.499793533136016
TLR1	0.601430198464022	0.238621892797587	0.120084191790458	0.215036764630183	0.154587391432309	0.144554653691508	0.397243205375219	0.426810130767985	0.25908663208971	0.193236181640559	0.196262890450601	0.0477552858038928	0.223392232961189	0.550003048701726	0.279808056919241	0.414959265375898	0.380681617658042	0.396865226703174	0.309455326186331	-0.105257030445551	0.273778233920691	-0.0609268001613266	0.425109392107643	0.507184339717218	0.245775486153967	0.460917273470993	0.416019420279913	0.217613704821275	0.226538411872872	0.385266149493883	0.288872328455347	0.185824645526425	1	0.229638932109467	0.456081460863709	0.114133584554056	0.291923420284369	0.225802602474362	0.180940718862025	0.274319756535003	0.19529981808427	0.500137306739547	0.335266943395361	-0.0691292499589432	0.251160925102163	0.157642358766025	0.363771231302066	0.370555051717296	0.322998995777996	0.419530049865554	0.472041034044231	0.0719128814319786	0.0409824152144362	0.264663958391612	-0.0798786734436778	0.159919979525137	0.259532845044179	0.353248393524829	0.444212904117931	0.431425721831498	0.16907538316929	0.354610648084245	0.315373233621471	0.33928960269351	0.318171777689087	0.0821259363724307	-0.00491310134470238	0.232401027380018	0.327464275284851	0.390373360788227	0.0844991083836392	0.4581335922873	0.263438904375784	0.0890780001852574	0.358944166527019	0.42217004900381	0.378321475559744	0.265622504798669	0.377751725227218	0.546329100259572	0.173622376790071	-0.0464810322350881	0.216217291809989	0.106477318165666	0.403065489525127	0.26048255109595	0.212382412135247	0.119087108947699	0.265361531700124	0.535230482861716	0.207047638259893	0.340915326812798	0.075215335244758	0.452691269892491	0.309075824620051	0.215011707631838	0.435883236228145	0.087573110775117	0.242775634734819	0.462020657486126	0.268978179172685	0.0580060569564436	0.360454320881225	0.174438646397474	0.114062080176915	0.511121573159434	0.174695420749792	0.250809985218505	0.327355184695027	0.256601482163965	0.25935644648042	0.187157843883728	0.458240960729382	0.036146153738629	-0.0290259190056557	0.0158426128644572	0.369310045235888	0.158402233046354	0.150118688412299	0.205431344247507	0.13660809928775	0.0447776514282398	0.214667335664509
CSF3R	0.542009887038439	0.00471608848605509	0.561921334142381	0.202190660089122	0.768628722100325	-0.242529157123244	-0.106464756913853	-0.00133919240642473	-0.0387779771028871	0.700228248306683	0.714451069348795	-0.413224872619068	-0.300968089634356	0.415110411166396	-0.0211050124453892	0.834887251853667	0.278806914764284	0.821106399647465	-0.00306996012257023	0.155895283970539	-0.27335818186541	-0.057381899629317	0.542087848529471	0.13766556171769	-0.111814471824217	0.294240107199194	0.423886791829844	-0.38761344526392	-0.00282682489780817	-0.215987633637776	0.183410566517213	0.316540031727432	0.229638932109467	1	0.341032411601735	-0.481481568173426	0.714362290273284	-0.143555863403323	-0.055472130225017	-0.265401815586488	0.731322857869889	0.314938393829942	0.0612777183377458	-0.0388293367459129	-0.072454888341483	0.139097811767585	0.0849982034511987	-0.0661045085198987	-0.170104485487797	0.196996597904143	0.180430549945738	0.0712885620874835	0.0778930331787115	0.0721708697782429	-0.253995014729858	-0.319019914576793	-0.131106587190959	0.198762245176346	0.685911468058912	0.555131694841772	-0.102792986291558	0.641078686714601	-0.197186147893209	0.198502001635906	0.545688375396586	0.256884038140435	-0.386223991768255	0.849176406601033	0.146656123077931	0.165623495227141	0.712411592987751	0.650642831536223	0.591636454591881	0.381336214512301	0.523027547016241	0.0992628378214098	0.306731300585423	0.354954434655698	-0.121508704388905	0.62385546536562	0.111904075993219	-0.221220616935696	-0.0611280589727434	-0.302642052606598	0.724885887386355	-0.418742173023542	-0.115603828360173	-0.486507066596263	0.395420427159541	0.670273217699612	-0.192575103891003	0.236112446559432	-0.26593296299415	0.040463686594008	-0.0756339616932708	0.34836336162137	0.614742142906171	-0.19215927939022	-0.111423423110748	0.642329205193101	-0.0434816039087004	0.0357144654803403	-0.0160135908298218	0.765701197074763	-0.0506589629455212	0.480084670583467	0.020131106565095	-0.215392585334488	-0.0804980022240286	-0.278640829438873	-0.0500769002350718	0.541356256377252	0.0086616699943403	-0.458105890058875	-0.0291024673570343	0.243886988193624	0.0171213046316977	0.0323690362624872	-0.307157369431303	-0.0101995051100902	0.0256041854111846	0.0452195013213656	-0.217427818531756
VSIR	0.513951213725632	0.674741584835887	0.397284897905883	0.474653953726518	0.278932974366982	0.0438877848823891	0.125043600337818	0.290300419739114	0.197936848280109	0.000599528782164593	-0.0611739082065587	-0.0319742298515302	0.0770107722838677	0.613794930772251	0.524891922285041	0.303717032926178	0.255197690776971	0.512783070561262	0.324982879602467	-0.242329177616964	0.0889922431743163	-0.382409909215418	0.320850733282588	0.439360017031477	-0.0541829916058687	0.610114361468328	0.443331973376755	0.0932820898311579	0.0411609424465445	0.27345942282708	0.162048081249758	-0.0940180870340625	0.456081460863709	0.341032411601735	1	0.0807845905430082	0.0505950962881384	0.151063400919934	-0.0459874295400955	-0.0428090437233498	0.620341228011888	0.581895895674995	0.0340097036316988	-0.36221935795002	0.377494406750696	-0.0536892111542325	0.328269342594933	0.285869865840029	0.0875963210788452	0.278452359064883	0.411608188098906	0.511700718059817	-0.302962801590756	0.104215069950891	0.248776785186078	0.286546828442186	-0.0563790629701947	0.423308266509092	0.67481758270964	0.559816949956528	0.272743571724598	0.218446774908905	0.353807884855497	0.232338238946108	0.537013322600217	0.392512066093786	0.0504007589614	0.254155654654985	0.339093524435453	0.0782963389496171	-0.0569554632499613	0.635099356592518	0.187307040383975	0.0976177394154802	0.238342297850161	-0.00479548622888103	0.434523819447524	0.136068175389918	0.495758027829907	0.408472751119347	0.103405690987028	0.570045020306282	0.0432352228817264	0.354356579058128	0.523346404812988	0.320045241153153	0.484804151772883	-0.147681338333485	0.272493401603702	0.499720197490278	0.0147188141425209	0.760626076926133	-0.178556561947973	0.504484522415297	0.224194326869948	-0.136896192237384	0.387354017312829	0.468930564851148	0.0502290255391499	0.414399398121638	0.203742759976928	-0.09373630013392	0.0495338579063134	-0.0593498107931774	0.00995478274573565	0.270175534390005	0.125349489499091	0.11650321208795	0.18812752277358	0.0310274353467443	-0.00540509383680285	-0.0487794869268411	0.355855923974502	0.167595691147525	-0.0528704123833071	-0.115976301634651	0.170047692589629	0.353752618582992	0.0321442352590771	0.133591078060817	-0.205884052523853	0.0481152282702111	0.0837223744093246
LILRB2	0.201341518618114	0.557208936859448	0.0643454610036769	0.449823318441696	-0.285386689924344	0.760554391996307	0.717750548433685	0.649606945563671	0.536267018816021	-0.238178194718994	-0.437420906246852	0.818387325509979	0.873747960826829	0.134338810520013	0.550954076653453	-0.333649933666805	0.285110451128264	-0.342488885903374	0.54555035852977	0.210179351914038	0.836530756250301	0.0509887568982874	0.123897215101009	0.470057348606051	0.678074219248659	0.248782330789846	0.358470593229366	0.840997030449936	0.573212241551392	0.699936071509925	0.36596472538336	0.176652623346345	0.114133584554056	-0.481481568173426	0.0807845905430082	1	-0.21407806408987	0.543265635422731	0.498069512166311	0.724002662292683	-0.43744209750792	0.289667470601108	0.59072987081662	0.140363624500026	0.747130948659353	0.386866446580763	0.602159813130206	0.693496236810387	0.708122834261176	0.521056920955047	0.550813742167795	-0.210050288751913	0.387490076620481	0.440444365160558	0.432775169619593	0.74045175629642	0.678408605043547	0.279237786378026	0.0511765129593933	-0.271763552057718	0.720100311743926	-0.0325890971122201	0.59575652613478	0.582668288213117	0.108609674294638	0.120594419228808	0.511993870241836	-0.496387519727125	0.357721225913304	0.45179903163987	-0.643503670593903	-0.213113047759053	0.105706609888489	0.263886613987219	0.0831680381758174	0.508875087661006	0.157951404994221	-0.0159538343556539	0.615679090558336	0.0364642704685569	0.551833928384594	0.448555928487149	0.371160033179743	0.661903696522295	-0.130672459679429	0.763769630295783	0.54995219150997	0.830225433981511	0.143663044128001	-0.0419424854228238	0.477159007057543	0.272202970270906	0.626934784723338	0.459079732875249	0.586696036289367	-0.00414862894299639	-0.359866765302516	0.435391672851864	0.57932752878443	-0.372836800949936	0.522683282572866	0.173893596169578	0.568486250131109	-0.575458335338638	0.560713792564957	0.097370330793705	0.100181152904106	0.509203065102323	0.570995277706748	0.71176465329757	0.669093517638265	-0.223533040544846	0.659276190147704	0.849130727830113	-0.0585672385249359	-0.105556860364098	0.642080527104183	0.33784630980067	0.652398102280888	0.295615387944358	0.272805732382042	0.123987029040705	0.530908729394663
NRP2	0.64760106990087	0.0204299030188606	0.458589945774314	0.252566409136708	0.700838036307682	0.166058542688985	0.323451017178568	0.385803109777633	0.321084334702629	0.806848757738616	0.699630670639182	-0.0539898819130485	0.112301702356328	0.401921387375951	0.0177159206138909	0.829118820973271	0.512798119338063	0.677127221900825	0.192509379180098	0.391206038363031	0.161990805715372	0.0900245956075321	0.779588378237736	0.40426627158517	0.385381705234739	0.278658396019316	0.545449356369239	0.0385706603345842	0.463208381422755	0.168835249483579	0.508283547808496	0.645444224316022	0.291923420284369	0.714362290273284	0.0505950962881384	-0.21407806408987	1	0.245538893882406	0.449684906371341	0.229695878744513	0.318417638112679	0.440968394945143	0.506775583229398	0.281391061367666	0.156032801187752	0.514985434469812	0.433151751465003	0.284226094122028	0.312416944281847	0.449400171386898	0.466501294003041	-0.321714469581569	0.394828926872347	0.435533307234611	-0.15100122321407	-0.123843716606054	0.394321655279394	0.42419901832664	0.588815147018226	0.435074582793863	0.0415463369550755	0.810472040335133	0.100540793758808	0.39481340565245	0.619045418602634	0.246009109883659	-0.125706405273893	0.763656205569214	0.496919655444312	0.516670903740061	0.69363833237787	0.422552424666068	0.706426402416236	0.634047128692627	0.792959507312609	0.562652792279403	0.53438962524644	0.597584224875947	0.0930197095017646	0.709618077796365	0.451032151351466	-0.37306185673386	0.381076879066601	-0.0928154541247663	0.623765749414532	-0.128613187851251	0.0287854156167886	-0.064418883779548	0.532410069558529	0.715776087831187	0.287242948446761	0.0813087617614931	0.130314289497995	0.0918346192297808	0.257096952965766	0.619347863721881	0.525093670922766	-0.150232654861236	0.368874265245062	0.446162842679152	0.3114272256007	0.381191487674261	0.386632270450987	0.715378338455515	0.31909851382013	0.674783738745848	0.298956352571304	0.222664926689997	0.328959444020493	0.213676171968473	0.411568088433933	0.685157886101357	0.379830575820023	-0.189788325913612	0.193866655545708	0.549947445851193	0.404445462170041	0.202486695329444	0.113434624574689	0.350672534552975	0.456170570713906	0.275923745867257	0.22428024882854
