""	ENG	FPR1	LILRB2	LILRB1	CD74	C5AR1	PLAUR	CD93	PILRA	ITGB2	CD44	CD163	TREM2	NRP1	THBD	TLR4	TLR2	PLXNB2	SORL1	STAB1	ITGAM	SDC2	RXRA	NCL	LAMP1	TLR1	CCRL2	TREM1	ACTR2	CD63	ITGA5	KCNQ3	GPNMB	ADCY7	FPR2	ITGB1	APLP2	ASGR1	ADRB2	RPSA	SCARF1	ITGB5	HAVCR2	SIRPA	CCR1	LRP1	PLXDC2	CD33	C3AR1	CX3CR1	CMKLR1	TGFBR2	PLXND1	LILRB3	PECAM1	PLSCR1	SDC4	MERTK	CD4	CSF2RA	CSF3R	PTPRC	LY96	SLAMF9	NOTCH2	CXCR4	GPR84	CD81	ITGAV	TFRC	NCSTN	RHBDF2	FPR3	SDC3	BMPR2	UNC5B	TNFRSF21	CD46	NRP2	IL2RA	CD40	TSPAN14	MILR1	CANX	ST14	PTPRJ	IL6R	RACK1	LRP10	ITGA6	ITGA4	CD226	IGF2R	CD47	STX3	ALOX5	ABCA1	ITGAX	C5AR2	CR1	NECTIN2	AXL	SCARB1	CD151	APP	PTGER4	STX4	CADM1	JMJD6	ERAP1	DIP2A	PTPRA	SORT1	TNFRSF14	MCFD2	TNFRSF1B	F3	TRADD	SLC16A1	CD69	TNFRSF1A	PTPRZ1	CD68	EDNRB	ATP5F1B	CD82	SMAP1	LPP	SIGIRR	TNFRSF12A	CD9	C1QBP
ENG	1	0.583349373252551	0.670563003566422	0.797051621074866	0.213756934350561	0.527396387688236	0.411048679651582	0.68764777484068	0.0322052677946972	0.83088773775539	0.586517981528003	0.776218651851476	0.683169450371511	0.742228589650089	0.345371786914517	0.65040407441177	0.597861633367721	0.65555381561313	0.540203489564651	0.738072107902398	0.703992159276337	-0.345349487732879	0.496104495425231	0.527158964891762	0.477012483641905	0.626397602733002	0.350933318935729	-0.294487979096781	0.796357887700437	0.273639471952977	0.525023770258141	0.414242861590373	-0.123622284188184	0.767572528963829	0.309901063735157	0.395755646036228	0.561670517184993	0.0473683879600679	0.489614104270582	0.473358050812671	0.799891899875316	0.729487242693401	0.521507989813229	0.753681641741694	0.677955168785347	0.526797267734382	0.661175755360387	0.87044233434481	0.75443625729286	0.321701235477574	0.556192938469971	0.733954918737675	0.824897479744904	0.358381560179884	-0.0840693371380918	0.428745914154551	0.148379127839383	0.677358888122908	0.842399167507873	0.088838902315156	0.244813451812552	0.717945569717652	0.567193567323652	-0.363792090631662	0.283318430795061	-0.246928493913759	0.613315567294984	0.80563537788781	0.683745369086527	0.607787870896769	0.402071213507433	0.486461047267727	0.557198875678512	0.163629700851048	0.599323940145139	0.644298644541315	0.313038627796271	0.465055673610942	0.551175894669862	0.520644319177838	0.494216488980637	0.66724550886912	0.745929000517425	0.422337081381245	0.727009198351012	0.742074725829169	0.619574874514221	0.43421098599737	0.312276495282091	0.38560113905696	0.696452603479684	0.123415873058878	0.192831272078676	0.511305637545602	0.333144769360073	0.730836159306486	0.185742391298574	-0.0485641670865314	0.722565069247389	0.401863482204605	0.529231683964592	0.141370197704323	0.336053508832164	0.301848906169645	0.227420002600728	0.534360244999681	0.551865409023236	0.159080369939141	0.41660550023906	0.550000598980154	0.25849663416084	0.160565667721621	0.406184993741487	0.0980753031340081	0.223840232294687	0.438155795601488	-0.0501760840565778	0.567115675333608	0.225535497216947	0.331620841089187	0.516864608346341	-0.0913117168125227	0.386813411339391	-0.0661578510147985	0.484855791453302	0.192125756228125	0.218542644241544	0.2209093815706	0.384734796048077	0.140379739200204	0.0193881098688709	0.530648524497611
FPR1	0.583349373252551	1	0.178359179964163	0.48362975720278	0.226804960063071	0.783240548031731	0.579946062713375	0.686081200796963	0.312862525098689	0.612483755681558	0.427677010608618	0.820223355163276	0.888112720196273	0.581942286807034	0.414685098832865	0.625177433372332	0.603273554447962	0.0362153709837067	0.764839994680789	0.834205191860201	0.426098726762331	-0.434298227451221	0.268737107730358	-0.119722283576423	0.397214968375189	0.717508715873661	0.550197393605362	-0.236059747428313	0.369433775287319	-0.0886255160682818	-0.129799234924337	0.768656183037652	-0.124664870212535	0.766023467096666	0.487997932398957	-0.120640732170633	0.240975598219748	0.0191204445770016	0.576874902491615	-0.0933634312381504	0.250804139234623	0.573915836100769	0.515970615531418	0.466379213743419	0.453099825929324	0.447552704999701	0.846451197459701	0.411127969801063	0.827256153024349	0.619819774448674	0.687148774763061	0.746015401485093	0.442717018088964	0.284156081833388	0.0990072110158774	0.506794347653509	-0.311793827194752	0.805681298560036	0.557730030454199	0.274510773510191	0.610011908621332	0.306073799363402	0.671788664943026	-0.309209658419521	-0.124552689392362	-0.263324122161438	0.75225211667781	0.603278611271878	0.191698356989387	0.795648201039679	-0.0794050901388331	0.776585184600959	0.209354893472398	0.0533058744675269	0.393776064623343	0.66298125678088	-0.000325357622701734	0.211398496305565	0.0898312389333934	0.69221814693186	0.161833023006296	0.589553809284787	0.321254055769052	0.0378426208953751	0.406830634009726	0.202180058040977	0.597756069593181	-0.0591393428998702	0.230240297174416	0.273264502142227	0.392350463368041	0.157816775084497	-0.147768667087144	-0.0410838497366545	0.0746307921444515	0.715274933128307	0.11671415618793	-0.229377270966109	0.222856487981097	0.524467679854814	-0.000746713644340029	0.379786195034275	0.233089187913669	-0.0756701154921646	-0.251086357356827	0.600366946359856	0.306961934067869	-0.109614597988485	0.336058406206687	0.0177766787039922	-0.0990457072167829	-0.140279477951155	0.295767479984004	0.0168273529871779	-0.140270301775408	0.598956616399108	-0.330934775102742	0.166734355723088	-0.279583024483795	0.513271965492241	0.274552719133763	-0.213638940466	0.282940743492383	-0.147387216583424	-0.197056968927862	-0.133896502118698	-0.0625146463588582	-0.0127858298142741	0.0406883851589063	-0.241991167119436	-0.271575281730588	-0.135044880125394
LILRB2	0.670563003566422	0.178359179964163	1	0.726186217062544	0.238030042847907	0.277789226873574	0.200853100735162	0.384767304632331	-0.137935696317746	0.557207514486606	0.371052242634137	0.301116459667929	0.161617366631018	0.339428824662694	0.180610236843626	0.50549146745569	0.200215119889512	0.605971838269193	0.130117864430603	0.222871555561145	0.546704485373499	-0.288904011432611	0.269479212391218	0.601223649383765	0.206562340841072	0.134624548495858	0.105466348445231	-0.208398305365601	0.615418437303513	0.170629886770561	0.540388075256611	-0.0305635913911928	-0.16303442782954	0.397676686080578	0.185000323097893	0.337243350322975	0.331798059239448	0.383650167901935	0.118354166667037	0.540689817536035	0.705113455857373	0.378360074678647	0.223038900029338	0.328369506256225	0.395366494174396	0.0248411934648027	0.23581370220473	0.699065873945888	0.363731634057468	0.0834272974555235	0.255905583263571	0.289154040722345	0.614900136745258	0.204501932517272	0.0271563910356681	0.331712315019037	0.119932007023791	0.299553080118722	0.5562914166845	-0.0267854209216632	-0.0244783364732481	0.580065364664561	0.279786878247979	-0.289431262605822	0.233975423137179	-0.148990345759377	0.108884720764298	0.384906000865665	0.488719688340206	0.0566875055254593	0.276017113603704	0.00749198861691983	0.642812048839244	-0.183149712489351	0.166575500510954	0.146503335158665	0.209924078027345	0.241062438046635	0.329245951382995	0.286663038174044	0.376407218489133	0.301188863223888	0.559004634368356	0.24338648723263	0.720086233828474	0.619239993693852	0.247081944068131	0.46572689270693	0.111037645364923	0.0453048583650833	0.637407477033215	-0.146092968827316	0.158569319706234	0.572351587785087	0.199729771933501	0.462411970947371	-0.117629226635361	-0.0785159098239613	0.628938901743604	0.280183126163289	0.417620962477192	-0.154714530345014	0.0442819249963294	0.114781625800377	0.156209397969834	0.225785713527267	0.30048629983353	0.00264788335372548	0.103420990417521	0.485476004629857	0.0799012664716749	-0.0555072105650595	-0.0328328744092328	-0.00431873081371216	0.166053524416179	0.059471758718728	-0.173415720452185	0.448825068757847	0.152110295321998	-0.0272095468178083	0.235373939807241	-0.264562639934068	0.282825683158719	-0.101868536315768	0.566214794087671	0.134464447875125	0.153118231594662	-0.0759456128302508	0.392058260549086	0.0386560967961193	-0.0985361856020132	0.630050584173396
LILRB1	0.797051621074866	0.48362975720278	0.726186217062544	1	0.209014392667648	0.454573117840305	0.390221556570181	0.56509713851112	0.174997041332816	0.811062147636248	0.596195048220138	0.604482449070172	0.512508880334488	0.653860213011217	0.374209287372993	0.639385740795152	0.524266394769319	0.685564852902679	0.490230760453308	0.508723767950904	0.670406450920672	-0.208849130156631	0.493353883739041	0.630006692287154	0.543976504651243	0.401840435798583	0.347107044813515	-0.0946805289526888	0.808834385383536	0.341174819657172	0.574170170615923	0.254406241634105	0.0595793626907053	0.619339766054057	0.336076047408004	0.436964994091375	0.628418612381017	0.216751149597457	0.421293949259631	0.581878066651058	0.742252243087162	0.620064685444561	0.590131975944871	0.665413046538039	0.667196701364543	0.437268025898015	0.495426095069	0.782809499833271	0.66518759530522	0.217814021306471	0.556938842459411	0.640270868538368	0.742894881416005	0.356519354865942	0.0312985882274568	0.525637810357472	0.180416842057254	0.535058420070753	0.814924334809	0.120009460506288	0.140675452238062	0.694072876508739	0.524452862385243	-0.175223644406198	0.43402018533161	-0.117275670692096	0.488440850003744	0.710973176100859	0.643092080158818	0.414208459631425	0.401645873521825	0.342164765718849	0.546706394548402	0.0416178685560091	0.502737800556985	0.466072465605941	0.309672952903584	0.464569880658688	0.557380903358183	0.428583889728713	0.534217970925695	0.636195027082186	0.697342535506115	0.481790765442515	0.739314858958677	0.740315339889397	0.616644599142483	0.550731203359741	0.380952623014643	0.329832276319682	0.601064563607853	0.0563430219234017	0.339302968898252	0.630827615971831	0.403799878645373	0.68896584468208	0.250580552002356	0.0201919780459544	0.70771281936239	0.366030042226132	0.534151095130275	0.136817655479042	0.344825347079584	0.332096381806974	0.248618667845487	0.573934269654421	0.59080655136131	0.154772457476402	0.482804335484686	0.513405588303782	0.321413943112579	0.124291209086762	0.336851256955832	0.225278296135705	0.346241391778622	0.348508944150651	-0.0794300701516495	0.558043896209337	0.219456594974089	0.19055524506609	0.487915457750754	-0.13087227103303	0.523501828594341	0.0716207126586209	0.544987115544904	0.296548848820928	0.381776105411371	0.189851303937086	0.522998502732212	0.136234839420097	0.0752961734396106	0.613753175699736
CD74	0.213756934350561	0.226804960063071	0.238030042847907	0.209014392667648	1	0.101949572534063	-0.0800146896688034	0.0394341289400286	-0.163453201031549	0.206051496050795	-0.151847811169803	0.0294246863259628	0.148223658052053	-0.0871546623896025	-0.251910599425566	0.14608049712982	-0.188991705980709	0.1068283887115	0.309965998299077	0.169699766726375	-0.0858865987797914	-0.407102435124125	-0.256650640449542	0.186690547188128	-0.123062152790567	0.130402753312818	-0.0044584279737982	-0.495583687733982	0.189376648606621	-0.0217909618971431	-0.0209315884125193	0.220439053405656	-0.400668917479835	0.320319982297865	-0.0346601404413565	0.0468542696811038	-0.144893876435945	-0.153788853880553	-0.100092103844392	0.306210261036428	0.374257961088756	0.0570906056471833	0.468972384412987	0.0234691706317044	-0.0519333303525263	-0.163496761622374	0.371070179052803	0.291621591938252	0.0533733915600936	0.584654301493584	0.054790954254711	0.152108171127972	0.297960019504537	0.0250870364714074	0.583105687266466	0.418063545348	-0.207212722759953	0.134462419772861	0.174162998228716	0.837716585935553	0.451374792286926	0.590865383367589	0.364041955189142	-0.414770241938403	-0.154427174874969	0.58922533702418	-0.00518618525432813	0.131206768929441	0.179340209348779	0.217696296187308	0.0760661714450504	0.354538609239794	-0.0112131155225392	-0.0145253994387688	0.217363271767175	0.257495994767689	-0.0324815230478986	0.139143059452188	0.0131819833259281	0.298052076996209	0.366298906559584	0.0783518534405404	0.274708082151375	-0.114693811128774	0.263174139370177	0.147866354279154	0.0883620662192773	0.301010631773068	0.269266586469787	0.290528065965049	0.614131317667225	0.394863718396075	-0.233236206104531	0.209776549286644	-0.225083588152281	0.121230505820816	-0.272002901400871	-0.312820253433992	0.0493324215885423	0.129878191788569	0.142750096222185	0.481171831505797	-0.0647409281348886	-0.0262958721992588	-0.0280842979785247	0.528387551953457	0.210552779096613	0.342489622323087	0.183794895239646	0.16687603241216	0.118129941557126	0.028157795368671	-0.0573654853636694	-0.0185266901890431	0.065844439056173	0.216393716667748	-0.112963725814379	0.408314580447014	-0.010267092995454	0.596533362006086	0.171908624945276	-0.0746777915550763	-0.0568185738784052	-0.258185650414703	0.210738262224834	-0.281037617883354	0.0038356221848034	-0.000286728155104017	0.385849512169239	-0.0318186275974154	-0.0302712492357526	0.242159815294266
C5AR1	0.527396387688236	0.783240548031731	0.277789226873574	0.454573117840305	0.101949572534063	1	0.759826045949435	0.648799521332601	0.375527076007282	0.437783146191674	0.53457844238467	0.773959739159277	0.675080844431095	0.478421073946454	0.543520424045954	0.652449068320022	0.592374640260605	0.0232100198623603	0.527473097852293	0.785739112532581	0.44952081767389	-0.323085948597738	0.213010313709591	-0.169921257197812	0.41915782121127	0.564381645478778	0.720721247260435	-0.129557948029282	0.228913261119401	-0.126282733686196	-0.110069012072394	0.551046991827821	-0.0552750407969342	0.648770033100594	0.403699315160016	-0.162326412719148	0.220488935439389	0.106701996767488	0.536682071498962	-0.185352687048523	0.263934221241084	0.432152344881781	0.344628032346455	0.434090767924452	0.504092629618605	0.419131852425627	0.724423452241558	0.362097444770564	0.699958372524596	0.470038625770235	0.640555921531475	0.657111204934968	0.45989645930728	0.522772390321305	0.0693954961257985	0.514817925063901	-0.250076293296508	0.813991269119306	0.452279219657916	0.110873703257964	0.598387556892917	0.134918565023042	0.712651487870397	-0.205126396245093	-0.133983203120885	-0.456034812402993	0.706774333145633	0.459973957682452	0.148812786594878	0.667574211465032	-0.110398765011004	0.621667860026545	0.337340039593514	0.0340907049915621	0.293042329407956	0.511313805644852	0.00342603586379902	0.121533843924162	0.0799780716672298	0.752532216165981	0.0531624659816819	0.519656015588104	0.244860932436068	0.0173364847240049	0.323901477582176	0.248662252606627	0.528514625924305	-0.11100431609988	0.169059879268239	0.0969598566509361	0.293405382368354	0.0113754360340891	-0.171500846298635	-0.0873830165199811	0.141460746258983	0.653702767625082	0.207015204378549	-0.15191579183931	0.142770951609858	0.682608708172457	-0.0476213853017225	0.225794935518386	0.167080082481376	-0.138213840122077	-0.244594422989434	0.521790479215704	0.342645452896505	-0.215238179093181	0.317465448800754	0.0110325566854167	-0.175271034223368	-0.181723932860297	0.130634711920107	0.0372479235033674	-0.179286614456558	0.501412154077718	-0.323277565027593	0.050023811595544	-0.228976534127144	0.319938137970317	0.160191342224507	-0.226658579846243	0.281661153061264	-0.147384796116505	-0.236904004836971	-0.154422258251485	-0.0416472111902486	-0.116335168050528	-0.0221812181867801	-0.29812583135356	-0.288125967489005	-0.198175484412773
PLAUR	0.411048679651582	0.579946062713375	0.200853100735162	0.390221556570181	-0.0800146896688034	0.759826045949435	1	0.508293869265511	0.450064546143604	0.363708948927356	0.633007948998753	0.601652841429796	0.518889740749384	0.443725310424368	0.572603161579096	0.482460306279571	0.634008837381112	-0.0150813095570624	0.321489997144179	0.55777234836857	0.4303422420771	0.0394659686138833	0.288569742471751	-0.0875278038093451	0.411573116093251	0.470339473184276	0.729707685115439	0.271557614990811	0.209598335957165	-0.00540876556703831	-0.0503846152729765	0.3436335415914	0.183339597786327	0.445383983949926	0.250077249547876	-0.0307831430710943	0.285664633288416	0.138268107368109	0.603461224726476	-0.0840289462700604	0.156125021147934	0.336132741644592	0.322525656757637	0.403631380695546	0.486142572722861	0.376010382719246	0.481800765149353	0.29625435027242	0.536776844270457	0.252657767225999	0.512000349082289	0.462110649001959	0.270065963307482	0.418980136382633	-0.0505982722959927	0.422596683969229	-0.08002774121032	0.595754783138142	0.354625551947981	-0.0172959229281859	0.372964089905964	0.0585035679397557	0.574493986297993	0.122960223788358	0.0131738581651756	-0.395171668211456	0.712930007914317	0.348253534174953	0.0598885473811772	0.460961490701297	-0.122617956399775	0.41654365600505	0.28690256073727	-0.0797997679286065	0.151728793410288	0.311883177056358	0.0472437171878375	0.100749025189947	0.0962128873267139	0.56384995363118	0.0550791350185808	0.452320438031001	0.248246851685133	0.149530097990402	0.257240279933574	0.18760694402877	0.573673820634967	0.00546114346789164	0.110593730843189	-0.0210676503391055	0.162081938695173	0.0349317429587664	-0.092039126239531	-0.0278120365229736	0.315531746148934	0.570812051455229	0.306895781009446	0.217620141066153	0.116049445176383	0.49470268775741	-0.0529431533901531	0.102558983990224	0.134340274955134	-0.0587697528602577	-0.202192459650306	0.435070962071141	0.417542000452155	-0.289181895349307	0.394953724752595	-0.0259020962813959	-0.147747869127536	-0.19122180225741	0.0836853401813794	0.192861321098905	-0.0505418072053101	0.474666409662299	-0.22848844593456	0.0206901156504253	-0.19283055758201	0.156245269651149	0.0636007199995629	-0.261204408277483	0.370334472446667	-0.122260004419366	-0.186286595178637	0.0767296640090605	0.14604346636764	-0.0658541373763509	0.0641060615849471	-0.228592138028624	-0.243447674914459	-0.12409309623771
CD93	0.68764777484068	0.686081200796963	0.384767304632331	0.56509713851112	0.0394341289400286	0.648799521332601	0.508293869265511	1	0.155027712707967	0.681567550769122	0.632093605079375	0.847951667795187	0.757230307681719	0.804676812979613	0.663304259595336	0.592173609952766	0.677994424627528	0.19065108970478	0.512002730748823	0.746540535708338	0.772247257422976	-0.317577542520198	0.504233576734048	0.0615124614453509	0.526889829787176	0.562194512016592	0.358393302523668	-0.109766719502063	0.629858502858418	0.0269296737572339	0.146445037777968	0.402549093177979	-0.0236180918110459	0.672248232537061	0.396279424834582	0.0578387658084981	0.414602540294499	0.168045878601632	0.495497049109747	0.0761989881089446	0.441595002062516	0.724928242185948	0.438485297508129	0.561998653752783	0.616872317226317	0.50450850237252	0.584011074927417	0.523657702717873	0.803842649154674	0.273272273814628	0.70517163398347	0.769958148810128	0.641924046259931	0.265659971379639	-0.0963171500942202	0.384019520786873	-0.187890040676585	0.768420456164661	0.701343924397162	0.0287185910048209	0.11878180476626	0.279638316924111	0.439745213429535	-0.175074680655124	-0.0495042159814036	-0.348730076524014	0.636292198271708	0.701566836425153	0.283288169217298	0.536097525240852	0.137632397039259	0.445176797017202	0.640883097179811	0.0747463983208216	0.411559236599356	0.553740124083149	0.222968042612734	0.115293587350144	0.213870979442213	0.665081393210104	0.273195708500984	0.533038117496215	0.441238716710688	0.24856710370998	0.594877390418119	0.412794435941934	0.570184936049734	0.0289193715882727	0.175748055003299	0.12952779832459	0.515621874071963	0.248346906770283	0.0442132149482489	0.221408613218429	0.28377891724756	0.797921990343246	0.145769019290362	-0.0248225429629894	0.469976393477784	0.465272291865164	0.106099773478211	0.0062052529627767	0.287869935587328	0.0868615308924076	-0.104613098680239	0.532688803859148	0.275930813972812	-0.130514142702415	0.136900952675232	0.218465648013972	-0.0800454174745284	-0.111155858538131	0.340486127335364	0.0214810159764817	0.0221295768984221	0.344483840558335	-0.233196857057358	0.204491284911755	-0.201070667932256	0.236168657019772	0.32627809666309	-0.218888487037505	0.335671859229208	-0.000979583440515656	-0.0347325313640033	0.0490802191833275	0.00603519893944214	0.0326309777004489	0.0581734359472492	-0.151668432557696	-0.236259391260368	0.0356341769105117
PILRA	0.0322052677946972	0.312862525098689	-0.137935696317746	0.174997041332816	-0.163453201031549	0.375527076007282	0.450064546143604	0.155027712707967	1	0.232529956084581	0.492091541007493	0.362521692619532	0.375917569285111	0.387529187707113	0.574614018819359	0.326918473315277	0.467070678131783	-0.0549687802502014	0.208387265444513	0.274311524976504	0.305696897518812	0.424829334103573	0.390690214818259	-0.0898921165444953	0.607645150861667	0.217205278603329	0.435523405715951	0.542680779240373	0.0643858789053894	0.193092569034953	-0.0609759245375334	0.218946307741312	0.731426726327058	0.0776148135649577	-0.0335576235465234	0.0470442774007909	0.394800438864189	-0.0089544661292502	0.58059090599619	-0.0398333402713194	-0.0653220828086268	0.245195960268633	0.379910640393659	0.279907117362045	0.510226730835297	0.484577795210341	0.156207951067398	0.0231318471658351	0.362563128800936	-0.114894586168668	0.497124708013934	0.344881152790278	-0.0574867354260741	0.506200283495305	-0.00196091257868383	0.505744142568527	-0.120040704666891	0.228136002733541	0.216367503561987	0.02197874132254	0.0979971354773783	-0.07462952777071	0.554716997248653	0.565368614871879	0.228990333710227	-0.0358907063518954	0.478151790631643	0.23822924564138	-0.00177442466627099	0.173072740119865	-0.114106066823612	0.230681592595181	0.133779363091734	-0.0489377430653626	0.148666570272275	0.107069678539603	0.147190652673466	0.244504295062482	0.216276412040412	0.449217579264526	0.140234504685212	0.422691631601668	0.158306032950696	0.318621600465634	0.0303006057659881	0.0927786709271044	0.461048634188011	0.0805498250512178	0.289860025644331	-0.0445250777477326	-0.168135737399585	0.137354169546986	0.312496556268393	-0.00927030793325638	0.487383793562903	0.367136648219718	0.580646972334015	0.290659869914308	-0.0403176199876352	0.356780302650899	-0.0559576442944535	0.263384845261321	0.358311837860049	0.113072779371962	-0.0579550535359918	0.260167642382106	0.256619583318174	-0.14464794441277	0.40168196824288	-0.140179734327486	0.110522836685246	-0.0840215018578266	0.165912618891956	0.643574789902369	0.134944495848359	0.250520743304137	-0.197062850058074	-0.0643670180875676	-0.0820866173781144	-0.140605861606868	0.0913747112168446	-0.144815164716145	0.657990827607005	0.236978976123741	-0.185652724321905	0.268159654749361	0.352801983530602	0.069107507509201	0.26343003380081	-0.117613300208822	0.028256759822676	-0.156657505859595
ITGB2	0.83088773775539	0.612483755681558	0.557207514486606	0.811062147636248	0.206051496050795	0.437783146191674	0.363708948927356	0.681567550769122	0.232529956084581	1	0.616231662386466	0.73366915397302	0.75574798913441	0.797357222926323	0.416459110466327	0.584771879094007	0.618350412756937	0.609703718691237	0.640396082894531	0.63427158520056	0.734576795479519	-0.16115802479791	0.633295973467069	0.52779203763098	0.593095715707492	0.63433607034475	0.246211030283559	-0.0871513072892781	0.839071301250769	0.337588887850332	0.481146015481478	0.484785343950061	0.125014081641462	0.681873064736914	0.266996812158127	0.430454108629935	0.647768019479947	0.0840211584668507	0.538185541410094	0.551208433143567	0.667931210461618	0.806243684207375	0.658172006423059	0.719895947735996	0.714600794974376	0.543177041408699	0.628813555292709	0.787509192501048	0.812000150413714	0.283301194439895	0.639872266596648	0.744783579398563	0.74662009702184	0.286014732139082	-0.0974886330637706	0.527797101331228	0.0860374243481093	0.598579707865149	0.922642345690786	0.207753649729498	0.151910519097424	0.716811976767734	0.585198153891655	-0.101531286764955	0.331032413139801	-0.0786890614142693	0.58984051781465	0.825610354340417	0.614178020544826	0.553194581670615	0.371875560771532	0.513382483943315	0.526745152839509	0.063117263067289	0.570640762543929	0.615042732722368	0.319899097906746	0.497612375760852	0.552462536390147	0.51852410585736	0.60138260826516	0.691616697400677	0.743492765709214	0.491387207973628	0.722514609117321	0.727935350391482	0.715282190720382	0.504210515716543	0.399283256871217	0.360889593821939	0.649149053924613	0.232466508061027	0.354124899957752	0.531487607547589	0.441749942847955	0.741845489511076	0.282930874465701	0.043506454670619	0.759262239453575	0.284340441719211	0.479391588419506	0.255070593210956	0.451818252306416	0.348817584647902	0.195753691190559	0.582220375567487	0.522033201337493	0.153517262686349	0.452854479793143	0.490095457261591	0.302239303399335	0.0800125684842876	0.497225933827953	0.291123192807182	0.349996572566026	0.483575864192071	-0.130471426574387	0.536653858396088	0.131638313968775	0.296455392078839	0.489110696482019	-0.178729415937799	0.565915349300445	0.0212403494321954	0.455272343317241	0.298442049610969	0.323914729052681	0.223573760076297	0.425777822443769	0.110231125701372	0.0406010645243642	0.5191628973671
