""	ENG	FPR1	LILRB2	LILRB1	CD74	C5AR1	PLAUR	CD93	PILRA	ITGB2	CD44	CD163	TREM2	NRP1	THBD	TLR4	TLR2	PLXNB2	SORL1	STAB1	ITGAM	SDC2	RXRA	NCL	LAMP1	TLR1	CCRL2	TREM1	ACTR2	CD63	ITGA5	KCNQ3	GPNMB	ADCY7	FPR2	ITGB1	APLP2	ASGR1	ADRB2	RPSA	SCARF1	ITGB5	HAVCR2	SIRPA	CCR1	LRP1	PLXDC2	CD33	C3AR1	CX3CR1	CMKLR1	TGFBR2	PLXND1	LILRB3	PECAM1	PLSCR1	SDC4	MERTK	CD4	CSF2RA	CSF3R	PTPRC	LY96	SLAMF9	NOTCH2	CXCR4	GPR84	CD81	ITGAV	TFRC	NCSTN	RHBDF2	FPR3	SDC3	BMPR2	UNC5B	TNFRSF21	CD46	NRP2	IL2RA	CD40	TSPAN14	MILR1	CANX	ST14	PTPRJ	IL6R	RACK1	LRP10	ITGA6	ITGA4	CD226	IGF2R	CD47	STX3	ALOX5	ABCA1	ITGAX	C5AR2	CR1	NECTIN2	AXL	SCARB1	CD151	APP	PTGER4	STX4	CADM1	JMJD6	ERAP1	DIP2A	PTPRA	SORT1	TNFRSF14	MCFD2	TNFRSF1B	F3	TRADD	SLC16A1	CD69	TNFRSF1A	PTPRZ1	CD68	EDNRB	ATP5F1B	CD82	SMAP1	LPP	SIGIRR	TNFRSF12A	CD9	C1QBP
CD63	0.273639471952977	-0.0886255160682818	0.170629886770561	0.341174819657172	-0.0217909618971431	-0.126282733686196	-0.00540876556703831	0.0269296737572339	0.193092569034953	0.337588887850332	0.498016581059526	0.064213562711962	0.0520950012005121	0.4216790410004	0.0804705626275471	0.208697328952531	0.246704228107152	0.642121829420092	0.211051259296826	-0.0123969780155737	0.235387143153864	0.504594618467707	0.601061932204878	0.700790324624293	0.53120978038408	0.062291962931337	-0.0536270405086369	0.308241471742812	0.57436362864136	1	0.76354203256894	-0.0344371833415908	0.424197554896412	0.0728656885601546	-0.0755529259418328	0.884959776108337	0.822526229749434	0.0673480481314022	0.203161747654102	0.718272538897284	0.343772625955391	0.433941017594796	0.363195173380856	0.54089684092339	0.442800963826948	0.630434229229882	-0.0752870137559655	0.379941062036802	0.130712781071576	-0.1882914136232	0.148853496901916	0.227789391400373	0.376959741214806	0.189900141269576	0.0265914039426844	0.37742976677331	0.693906103915225	-0.0503629845773093	0.408356733656932	0.0122968610806549	-0.242495246332678	0.41960215433084	0.288867920761051	0.279716930976668	0.780495256013749	0.20524406990906	0.102101646257005	0.575150559024411	0.750593575148164	0.0241781683721107	0.792736401510907	-0.0562100957604398	0.197391423308911	0.602678110795314	0.583189421340039	0.329698386819087	0.824872556685648	0.783184040130128	0.875006968173826	0.054653898096671	0.586568210805559	0.459701868976405	0.548256598442236	0.878882035445427	0.217009398191374	0.571602896074607	0.350859683083212	0.813533803280164	0.813530964058984	0.534922042765369	0.227689777923457	0.146368298351191	0.789982896092772	0.724811720575567	0.575770408083599	0.151075303251124	0.703077058744184	0.392937617748602	0.444707360773295	-0.113166260183568	0.830035999534939	0.363972336682757	0.682771914910185	0.956266677735508	0.905854764786552	0.190776354538152	0.602937832228476	0.708407874390475	0.560780618436468	0.569874112207921	0.819476326662774	0.807067704827481	0.659614897127768	0.488665930738707	0.884954779984131	0.0417380735259533	0.714449773668781	0.63960418546438	0.795718150080151	-0.10532582874992	0.799282273115735	0.597540966315165	0.56823244440402	0.679499260102916	0.718247646730594	0.800861835726092	0.855208257200303	0.851842424366333	0.624694447605031	0.841573067976898	0.862397641365563	0.641806803522707
ITGA5	0.525023770258141	-0.129799234924337	0.540388075256611	0.574170170615923	-0.0209315884125193	-0.110069012072394	-0.0503846152729765	0.146445037777968	-0.0609759245375334	0.481146015481478	0.421079127409956	0.119464472243853	0.00783216600533365	0.437285696754874	0.0542824064824355	0.229326849559965	0.19638604911065	0.828235863288057	0.11339774248243	0.016263472012509	0.406714426534275	0.216173788852865	0.550317924295555	0.838782895429403	0.408980881785273	0.0149737514451765	-0.0850319380419772	0.0777196587176834	0.715335374136816	0.76354203256894	1	-0.157886422332904	0.210488800974848	0.200500170033163	-0.0348320263845686	0.858385600962049	0.722091897690867	0.127272393671127	0.125486717507713	0.790244952648656	0.669278825106606	0.469027979232429	0.247310508647511	0.556973003585127	0.468178331156328	0.403021723859374	-0.0361057999277489	0.577288519308902	0.195917615109925	-0.225246740335614	0.119886539882825	0.245693815821107	0.609608572136957	0.215460799488057	-0.0836840083157772	0.242747940730342	0.707060096938169	-0.0115475492871576	0.558078479888194	-0.124138004706117	-0.320269720011701	0.620166679724906	0.142428498777209	0.0137006775153459	0.767186520171429	0.0405168882360587	0.0439940495424791	0.541359213839154	0.838629212359671	0.000140639103908559	0.715641654474803	-0.146647627712967	0.409586892970798	0.310898509463772	0.538388879353196	0.229554164280974	0.600924875275838	0.630851286976613	0.8222978487641	-0.0241070882281991	0.590099192178907	0.378739116428729	0.635141509460719	0.730824531900682	0.43483144206245	0.773121773902497	0.303048878894301	0.783511202651643	0.497233373825899	0.393406463007231	0.360872103564297	-0.00745874230896903	0.721206380271427	0.778614557064944	0.501960606718989	0.18099933375973	0.39551997816875	0.285323574084384	0.711805111996088	-0.0553991280118185	0.866861390766647	0.0693943114997279	0.470318432790223	0.748804008733381	0.778694967704609	0.171045127597217	0.568909005554228	0.531391691570597	0.383967326731064	0.687812940353331	0.685925531573698	0.555327480613865	0.43579120312758	0.30150764214783	0.714867504421701	0.0100765611149681	0.477969289796985	0.662341353793771	0.717238143865385	-0.140583587534807	0.619085586246063	0.277301332951481	0.454821517326403	0.379654241614387	0.88159502031179	0.694835501187842	0.647267891686735	0.591066271587067	0.635980719261422	0.679614600673637	0.619028553863239	0.823153842932514
KCNQ3	0.414242861590373	0.768656183037652	-0.0305635913911928	0.254406241634105	0.220439053405656	0.551046991827821	0.3436335415914	0.402549093177979	0.218946307741312	0.484785343950061	0.17817138303496	0.591629655343276	0.756447864669085	0.391811521085347	0.0882409598031575	0.352948295930159	0.371455004619383	0.0855029293562869	0.721182624237615	0.719029290206411	0.182085043277087	-0.265208096834714	0.134813500922831	-0.103350310817994	0.240146042534499	0.67666023836165	0.317439907260012	-0.298839827125677	0.169371820938014	-0.0344371833415908	-0.157886422332904	1	-0.112081311385333	0.632553822458408	0.182070513034658	-0.0532424123239109	0.140469890384397	-0.30649650351309	0.416078672446896	-0.0664010017443331	0.126155918337535	0.445864284568103	0.443247276906504	0.303916826210402	0.256635891545937	0.411857361375449	0.807834426141169	0.269607310555073	0.62515700001331	0.665353560081214	0.493413272845726	0.578785360017753	0.31118513606857	0.138551864005105	-0.0889955849820903	0.414426330633604	-0.246892589059382	0.568806250549425	0.44508926920828	0.377039519076349	0.644435545612106	0.282999866133536	0.551560918160365	-0.241665898135587	-0.120015415893844	-0.141667447314365	0.594028993237143	0.504399467113427	0.214312471039839	0.778969862975817	0.0103093192519606	0.817549617925377	-0.104349022436295	0.168213321173731	0.37595610053727	0.66962808342883	-0.0577827419616155	0.195648251764206	0.119118857105067	0.517712282140301	0.13840255510909	0.455800191055749	0.199013563621627	-0.00151967449627493	0.107787234190778	0.16291307474861	0.471687365958476	-0.0170929624185392	0.27675545966114	0.389546819125273	0.258090113737568	0.0808745447815063	-0.111699493007343	-0.142488363595108	-0.0924239696646168	0.371224217136937	0.187696115048864	-0.286786861010049	0.162830228678345	0.311890362072618	0.0332538051978886	0.529968209076159	0.308816438929205	-0.02670575290044	-0.140551365430741	0.509160675756293	0.206839193521079	0.0451809854872027	0.35625723971571	0.0088138042285563	0.0503775537448065	-0.00118277023848436	0.317433228732129	0.041778090570011	-0.046341226252653	0.630092307317534	-0.194300956350734	0.207281407790422	-0.120819691368746	0.589881414304729	0.246608696627058	-0.0553691445515562	0.149122635711498	-0.173020794595565	-0.120965941841765	-0.172053382293554	-0.0410159634306237	0.0630552157925019	0.00033013713582553	-0.097087865758576	-0.126689739753806	-0.109098048837894
GPNMB	-0.123622284188184	-0.124664870212535	-0.16303442782954	0.0595793626907053	-0.400668917479835	-0.0552750407969342	0.183339597786327	-0.0236180918110459	0.731426726327058	0.125014081641462	0.472791270264496	0.0748361934614725	0.00617721444706971	0.334596476741191	0.4915241981483	0.0707274453061881	0.329536348310609	0.0906405719576411	-0.14117492206818	-0.0803488710911833	0.337876027754605	0.76938945599672	0.543968136302952	0.170383027908168	0.646618618001394	-0.0394966394126583	0.122686418247582	0.789490267076006	0.153935966058623	0.424197554896412	0.210488800974848	-0.112081311385333	1	-0.238945605191609	-0.24722260733547	0.296238254096571	0.54865665126355	0.0941190168687023	0.409875311846514	0.205402318666927	-0.0888680318621525	0.238172777898056	0.248974668579719	0.23058744749303	0.502928755691843	0.411327859716219	-0.299462371901879	-0.057716887107761	0.102821664701278	-0.53282455068232	0.233571687781521	0.0921873603357381	-0.141598491751608	0.337977944945588	-0.144441579238363	0.301055440668884	0.165979243111681	-0.0752517832019913	0.165514286463935	-0.185538865352533	-0.379721557851181	-0.108991587706355	0.183838818228872	0.881837232396634	0.505889767614487	0.0848951448704638	0.213499801355111	0.163513908272129	0.0398712841031411	-0.209313198093401	0.0977621941477739	-0.229468215114392	0.227363334058226	0.00606097248619795	0.104779465543954	-0.146884539370392	0.347381610344201	0.301628918054531	0.391857560221722	0.144789401406167	0.190669090317814	0.337451368135247	0.159570498859169	0.568576124845372	-0.0581018763859113	0.187682007164653	0.348430279306788	0.279454816696747	0.310505317313303	-0.104562366585536	-0.244267170842363	0.208037675118055	0.620839907245902	0.228576501864194	0.693701359865184	0.154073657432376	0.685916335652595	0.576485465822865	0.0692697380373347	0.0461058390457416	0.134991586195233	-0.0121696748407317	0.466495615609735	0.366170552799971	0.209158593884189	0.000844476818084227	0.209492501194261	-0.0446922851874641	0.361455163442093	0.0467224994735343	0.301188132993966	0.0697306430109668	0.163603006302555	0.782401581898833	0.444045407671658	-0.00804667902863397	0.0494973803983329	-0.0264857488795577	0.15878746571034	-0.438212350782263	0.103748274870713	-0.0286004561145949	0.755232604541762	0.461181312780529	0.0803504937405712	0.549115601054043	0.542480030958014	0.18933988702053	0.332409525376072	0.0951982946933637	0.253847094123032	0.0892057941361497
ADCY7	0.767572528963829	0.766023467096666	0.397676686080578	0.619339766054057	0.320319982297865	0.648770033100594	0.445383983949926	0.672248232537061	0.0776148135649577	0.681873064736914	0.413043952956806	0.749687325522536	0.762809747539483	0.631173192905042	0.262932895159538	0.601256514776582	0.509216950595075	0.361842535188289	0.679379999309318	0.812954419622218	0.487814171021294	-0.429715085555351	0.286513906807322	0.170270512352742	0.348205920635194	0.668998174079513	0.398493166931182	-0.414971996816457	0.551427964219177	0.0728656885601546	0.200500170033163	0.632553822458408	-0.238945605191609	1	0.311613355393296	0.151812295040772	0.313693665619735	-0.16520795760498	0.437845373791824	0.169303833079372	0.549500406153377	0.617922989208786	0.484367457293232	0.569613632925945	0.47371979941259	0.452649525685876	0.826846829573015	0.575376338304745	0.731789968536289	0.604743556988259	0.542013120668875	0.779500320543134	0.702013722854146	0.297992127318127	-0.0356218013374917	0.431347939202019	-0.0726717022468634	0.735636418846261	0.68554028748586	0.206678545991244	0.48813553149639	0.557746033964142	0.576478385348892	-0.441112499162974	0.0247277463750777	-0.224465779355915	0.630972745292712	0.693857376883517	0.49803421270436	0.788344341164312	0.196135140035265	0.709696240110785	0.286280723141705	0.191232324846776	0.535819709748842	0.73404946036527	0.163307452255533	0.315860884103429	0.343445269004705	0.528690713706878	0.362647376299836	0.585810206048828	0.499640619566954	0.151822969201706	0.500345013187722	0.490295417642649	0.575276624450356	0.170923485248692	0.287310391407042	0.460693850465929	0.565675630781702	0.102438497182867	-0.00777191042900348	0.177715575443137	0.103522087137325	0.617687592411248	0.118656137231961	-0.216569007538307	0.428219812949698	0.437406011485837	0.29501056872961	0.380329908278647	0.274812691374826	0.117077922787873	0.0196953640292047	0.656131004635699	0.457340788643317	0.135426045020557	0.341230838558475	0.350808262611373	0.109551448922667	0.0949202255008766	0.371869578981591	-0.0149081980312425	0.0614796137703363	0.613038530744084	-0.139027630373886	0.503101760210862	0.0223907695712364	0.598475379766741	0.439385542786549	-0.0710948681640392	0.207156074647871	-0.175968617549227	0.155695731109301	-0.0708549999320134	0.0609987701339254	0.155794287119804	0.213996888045373	-0.0207260992376648	-0.0781518663920502	0.172834724986956
FPR2	0.309901063735157	0.487997932398957	0.185000323097893	0.336076047408004	-0.0346601404413565	0.403699315160016	0.250077249547876	0.396279424834582	-0.0335576235465234	0.266996812158127	0.192585136864913	0.414037035201922	0.362697641563017	0.229716150004564	0.168192646505028	0.494532281067631	0.406860788222638	-0.0258732611908028	0.333797394339413	0.377651067227168	0.173478220308697	-0.387382888126046	0.0948309861159507	-0.0522010108782781	0.138773878005294	0.23197533310003	0.234753798007268	-0.148327143469903	0.245379531118766	-0.0755529259418328	-0.0348320263845686	0.182070513034658	-0.24722260733547	0.311613355393296	1	-0.10685518421255	0.155962005075294	0.392985303460195	0.125980765185556	-0.0975712351345038	0.0394926719552708	0.188827581155509	0.160752170462589	0.274184929426696	0.184425102163273	0.195017945096692	0.352814082910521	0.237945837607271	0.450509146515763	0.239849998453565	0.304270435064348	0.376199207259238	0.201289597919497	0.0851008695647733	0.182340587331072	0.143434535311719	-0.122262735257101	0.422451965197352	0.208467367138943	-0.0405976245850505	0.312452936499711	0.113160545421366	0.177232173881648	-0.315990396944376	-0.0504008011034514	-0.249066114612644	0.309943361557214	0.26281616187544	0.0773126195537804	0.363011693643418	-0.00190177347594476	0.318844813640126	0.119114024156955	0.0398372967377769	0.226117121627627	0.312255184729446	-0.104452759900529	0.012739934444241	-0.0594178667323271	0.214586803806848	0.0210880065850389	0.2000027504045	0.105073724297125	-0.0161632347754588	0.339990525172377	0.103749772964315	0.107947919809423	-0.116292059448525	0.00619179048384818	0.0361240222529067	0.107945891773496	-0.0266561187299602	-0.132126004627227	-0.00684376952780825	-0.02504829652473	0.432406692952768	-0.112956623384761	-0.100209151837825	0.147627568385881	0.369820422956629	-0.022521219031168	-0.0287260909505272	-0.00574675423216229	-0.0600828371915958	-0.121079405827248	0.184286969754785	0.0553305670204875	-0.0742442297888543	0.0815632502102828	0.00595154334195591	-0.150698681835163	-0.0552867664769999	0.112359161985677	-0.203511496486156	-0.144313980645009	0.190594241188655	-0.104000445396308	-0.015489737201294	-0.176405710001073	0.12209556205778	0.132710799380193	-0.0693473909163173	0.0420753737236294	0.0591495497058073	-0.107775965999557	0.0230024007480944	-0.100939528150978	-0.0335762401109965	-0.0314035197086426	-0.126414852552991	-0.164587787934755	-0.0779802301314142
ITGB1	0.395755646036228	-0.120640732170633	0.337243350322975	0.436964994091375	0.0468542696811038	-0.162326412719148	-0.0307831430710943	0.0578387658084981	0.0470442774007909	0.430454108629935	0.423652405972817	0.0507109852163191	0.0361212300190773	0.425087472280132	0.0197155458612379	0.208764247344338	0.230326417120765	0.75353537262124	0.160354497802374	-0.0259248062946707	0.285564802879124	0.443899204364869	0.524962939956655	0.824407814625838	0.426515782668812	0.084349283093424	-0.126874639080356	0.205192569770891	0.653839480554141	0.884959776108337	0.858385600962049	-0.0532424123239109	0.296238254096571	0.151812295040772	-0.10685518421255	1	0.724586998880978	0.0438531805750899	0.138075509537035	0.829981782164702	0.492049009753827	0.436502722765421	0.346771483293273	0.481703775982976	0.38146522720887	0.484973418685288	-0.0298912340448639	0.488634225548374	0.135542528255492	-0.162564795460788	0.127533246576195	0.229100646849827	0.490659695083278	0.128321245445447	-0.07531131275407	0.311258563747984	0.67940789018586	-0.0918503498969835	0.498693973367299	0.0205875922884696	-0.263653989817205	0.549916567238249	0.198467967226731	0.168197273476697	0.772542070031755	0.21115866406025	0.044534507567183	0.536637663701068	0.781255122535746	0.0373586805291439	0.75445080419792	-0.0553585838158082	0.24409853323246	0.382564862402239	0.537204670616779	0.345510944926293	0.691667882386427	0.68988367589505	0.80988704646766	-0.0199393671684974	0.64335689428057	0.379215632757978	0.654119385098652	0.781986045831778	0.334208194519684	0.661895813270861	0.349053001167408	0.871340901153373	0.657207098749953	0.469965316760829	0.361346259799343	0.107341450693134	0.70085183273876	0.769359146298386	0.504402258484833	0.148499468055722	0.51834449936918	0.350421246636607	0.574157811497168	-0.131480791602766	0.860677881940276	0.286794946293736	0.565692453591634	0.865902953563976	0.819935397828322	0.219158553260689	0.601683559152462	0.603248094806205	0.462611583558306	0.63981923459836	0.763452619116228	0.661822938144014	0.533076239589053	0.400448526323068	0.834311367907234	0.0875732335656105	0.60363589310944	0.723610448491012	0.767516710381196	-0.0480191330235993	0.689173395405245	0.37003980869687	0.456331809250305	0.45133055412764	0.838949269599652	0.7924110082802	0.786185752615834	0.743339299092917	0.65137070770297	0.791243758228152	0.703098870053036	0.796210794769793
APLP2	0.561670517184993	0.240975598219748	0.331798059239448	0.628418612381017	-0.144893876435945	0.220488935439389	0.285664633288416	0.414602540294499	0.394800438864189	0.647768019479947	0.769966327831127	0.502315246518474	0.394129798558215	0.743939993783254	0.466609074117077	0.489186588206897	0.600885832298201	0.669115113898929	0.356649333618359	0.347999759797264	0.636727993114327	0.352192232417283	0.81020741933987	0.656219021240146	0.82562223899996	0.30960865549329	0.22897495937514	0.351964667866049	0.778429249234485	0.822526229749434	0.722091897690867	0.140469890384397	0.54865665126355	0.313693665619735	0.155962005075294	0.724586998880978	1	0.181008131556695	0.489160166461644	0.630975199307015	0.479941993336986	0.694262997710841	0.550125051993724	0.78215517798716	0.792076959111641	0.804415010151715	0.153552142786899	0.580424324795247	0.528135484391249	-0.171516061143571	0.520904883359674	0.561182385917998	0.566852433075757	0.371494895821899	-0.0548111836981156	0.509566771862539	0.488799423034689	0.339028024308672	0.718651579954351	-0.0674448773984778	-0.171664901191368	0.468470736397277	0.488593939750038	0.301581345235075	0.741212747794345	-0.0490273683917059	0.466812664569365	0.801521321526692	0.725737061118996	0.241023928176072	0.661625029632681	0.114834868360946	0.489688675453141	0.455984513393291	0.662042832238598	0.427182977491075	0.736629493995682	0.747508754544652	0.875618154354967	0.344193120482121	0.576170339722729	0.720542899570414	0.666795024442408	0.91319622077464	0.455248000709337	0.720819386131884	0.662324768480248	0.685442587126054	0.713697158513675	0.438111264019173	0.320290298961347	0.20980690256193	0.784081582184767	0.70927382332364	0.757397746860486	0.559631203749723	0.761622528940714	0.428477198632065	0.619042499881724	0.181039421919719	0.725617806036578	0.204921710014406	0.73864727817284	0.805707304758992	0.676507377288204	0.357433463176756	0.674625040185766	0.4151645473644	0.623543987554437	0.547005688482773	0.655072776691586	0.54107247908875	0.653235012566501	0.560622873136853	0.741852709567641	0.197797461563223	0.386559103652492	0.536267962994405	0.561864456726777	-0.0845898544634332	0.745552817435456	0.308376420833057	0.805576419157476	0.613070187947284	0.588162065975515	0.75430839554512	0.772305992175643	0.638599100229871	0.584978347097287	0.546527356100471	0.565045025964131	0.578652525657154
ASGR1	0.0473683879600679	0.0191204445770016	0.383650167901935	0.216751149597457	-0.153788853880553	0.106701996767488	0.138268107368109	0.168045878601632	-0.0089544661292502	0.0840211584668507	0.281878849944055	0.0208920786399936	-0.123864628445091	0.0774631618917492	0.215838601827752	0.306198101601349	0.202488975835169	0.0419849334775761	-0.165528542224137	-0.17841049479918	0.242990468820198	0.0309759964987648	0.218593371038159	0.177917041967648	0.123986533592871	-0.119915091483774	0.0678713728829048	0.334644721270036	0.244488739841713	0.0673480481314022	0.127272393671127	-0.30649650351309	0.0941190168687023	-0.16520795760498	0.392985303460195	0.0438531805750899	0.181008131556695	1	0.0481012143628397	0.171981261887232	-0.00420088044623972	0.0171243324632348	-0.0598351692156379	-0.0175770870571465	0.105418261124975	-0.111942518079869	-0.229941491582552	0.126971536097808	0.0816350170463177	-0.305853690985951	0.00480853727954518	-0.105091188758734	-0.0033751506003922	0.117906464507129	0.219992664159959	0.0863248693833575	-0.0263932251066997	0.0525661999662558	0.0058329817657306	-0.195318618995654	-0.204047892494293	-0.0652582818037328	-0.0669266315704679	0.170997151802494	0.179973490714854	-0.0647162231153468	-0.113670553817199	-0.0166092448183056	-0.102253763695065	-0.318884920046843	0.0164578532343916	-0.326404968172325	0.386058169133531	-0.238455692625982	-0.219462212318101	-0.162333626668498	0.102859786300502	-0.00765259904608937	-0.0549197261369722	0.0709949441211109	0.0646729825447986	0.0492022554083073	0.0824700770218472	0.169428778183707	0.321856649194029	0.0539233273688406	-0.0204001377979212	0.122827249714326	-0.0646457746116374	-0.281335879575279	0.169817449089529	-0.0991590812648522	0.136710513289708	0.303237945774258	0.191904312271982	0.233340642707731	-0.0948279874474477	0.154385458523192	0.139465325759228	0.0337108365452359	-0.0175937494450133	-0.410913079199157	-0.0198390796812736	0.0244139625436648	-0.0368726796839464	-0.181436028521664	-0.0416727490772069	-0.21774913578556	-0.0636390057605665	0.110923342367678	-0.126979802631768	-0.160452096797323	-0.123929914753911	0.0335219252268302	0.056868531206727	-0.202339962772862	-0.13319215674119	-0.0736742544251348	-0.107586207069376	-0.391497841879817	-0.0405853640793132	-0.198677595080887	0.210405078292268	0.196369709524383	0.067591225946106	0.236120597181397	0.106097759254951	-0.116757883507033	0.110254017348716	-0.10126029614687	-0.11786683008591	0.140874639969898
ADRB2	0.489614104270582	0.576874902491615	0.118354166667037	0.421293949259631	-0.100092103844392	0.536682071498962	0.603461224726476	0.495497049109747	0.58059090599619	0.538185541410094	0.603894499116055	0.671913464314342	0.623292061108522	0.628133944024883	0.57100060865782	0.48127642613266	0.645162286829008	0.195847585456569	0.403158365547836	0.588892448791151	0.506747663375982	0.111208596411542	0.560763191505149	0.102292143861961	0.609063117597714	0.547228480077015	0.441753068949083	0.279561049379112	0.386905199442684	0.203161747654102	0.125486717507713	0.416078672446896	0.409875311846514	0.437845373791824	0.125980765185556	0.138075509537035	0.489160166461644	0.0481012143628397	1	0.113736026438867	0.214144614952581	0.512093453633444	0.477284319416085	0.571293087439453	0.666329784733146	0.602223759787261	0.451620939434038	0.398656364752611	0.662435961825419	0.110753058784835	0.549061731116836	0.522688673796277	0.31475159542038	0.483433644908251	-0.0742763378136861	0.442761574492202	0.00461357368380682	0.538165704172633	0.541468888355849	0.0588791829081034	0.237184477053658	0.249397856832179	0.58968021292543	0.240090792511082	0.198547918820934	-0.160866435614037	0.716905865511493	0.554498643540073	0.230756126518092	0.478152432800662	0.1128920214648	0.437213082174335	0.319035218010447	0.0849234158514667	0.358199496698722	0.452755827126915	0.221977272435492	0.35903366527216	0.363558889440229	0.534631377793743	0.269982659476252	0.61615445655752	0.418638680027743	0.368983672620204	0.278501323224919	0.360519143364046	0.652575201124387	0.161896289023048	0.266365013140627	0.159655685829921	0.217920859842977	0.202207978883935	0.238709990137665	0.151543301944184	0.430394333067767	0.558027610112111	0.505145208027378	0.211024992027775	0.310309869273792	0.323190111735098	0.139668282389495	0.19225734085811	0.311477233941159	0.187813634961003	0.000367302709870194	0.428311772347437	0.435116098661722	-0.0803155071239577	0.481629528375654	0.127956362240333	0.176969985364514	-0.00129738001547678	0.341933534089164	0.415197723362893	0.126264258506185	0.410564319488189	-0.136746623086675	0.140364347687687	0.00247056265466233	0.119200407186859	0.252666214946924	-0.128677979577687	0.559497437347638	0.0619274034792336	0.00714585943054319	0.274249462615336	0.251142288261933	0.176381485380408	0.283241216638525	-0.0386307604390095	-0.00062717348578755	0.0471240221550397
RPSA	0.473358050812671	-0.0933634312381504	0.540689817536035	0.581878066651058	0.306210261036428	-0.185352687048523	-0.0840289462700604	0.0761989881089446	-0.0398333402713194	0.551208433143567	0.366968931214399	0.0209541468579615	0.0198780446599813	0.376927869896722	-0.0457941653485926	0.252143179758559	0.157015566584122	0.804586204787002	0.161313230617005	-0.047677919443552	0.371166169537312	0.257209614824783	0.473554858410657	0.943544771564059	0.328953915573408	0.12723513241644	-0.179018393273002	0.119120602131433	0.75810996264155	0.718272538897284	0.790244952648656	-0.0664010017443331	0.205402318666927	0.169303833079372	-0.0975712351345038	0.829981782164702	0.630975199307015	0.171981261887232	0.113736026438867	1	0.643143353605629	0.421789063311625	0.477391214104137	0.408151224031812	0.382819229216691	0.258221530914384	0.00675461312517529	0.624183426870593	0.161317352805006	-0.0624235479739031	0.0763368068377625	0.170630686855582	0.519403921693896	0.121689986420203	0.0418366886818457	0.401454237992373	0.484350779476891	-0.0654567562112099	0.559250744008564	0.230177370220668	-0.242853624866899	0.762944686874699	0.231780399875631	0.12445230000807	0.680670583153249	0.415132335897812	0.00076663260777371	0.499437491518641	0.706034619638133	-0.035624143304716	0.698843424260619	-0.0793105198394261	0.322461362123806	0.150399910031861	0.412718868241968	0.261652092843915	0.524533601882719	0.597062864965375	0.71770694645833	0.0510783951694468	0.750784704538526	0.351582373752256	0.753226086053128	0.710021562946998	0.517473106027185	0.725633684804951	0.337475117102462	0.964167432328615	0.550726054540619	0.419678603514992	0.604248507295433	0.210638863234721	0.608200872148414	0.903277612020866	0.462031229603368	0.218900196201672	0.281462841900588	0.233636236406669	0.685856979993419	-0.189729934205527	0.778623389508018	0.161452760018923	0.421206699748538	0.696112250188754	0.638481543637881	0.307792846807622	0.561377200352269	0.535101313687498	0.465143818473426	0.676501842679441	0.690855533076421	0.46414242285988	0.327197388395255	0.432513876350508	0.789853027353249	0.0669948452665179	0.328767240845741	0.781863338746108	0.612418080228036	0.0446192346133271	0.553498294854052	0.148556625587147	0.466145152589661	0.259425752440596	0.920145155885456	0.6016105136568	0.695448495781754	0.470702399471324	0.768425266482599	0.57034947013816	0.504662553463731	0.947911379453717
SCARF1	0.799891899875316	0.250804139234623	0.705113455857373	0.742252243087162	0.374257961088756	0.263934221241084	0.156125021147934	0.441595002062516	-0.0653220828086268	0.667931210461618	0.422337529395898	0.435121588340297	0.337436928101877	0.533907628274419	0.173774450697234	0.456267339400756	0.283966472614056	0.726797247262634	0.353431560310271	0.40439049475166	0.592076392731948	-0.264229045432771	0.377755862683051	0.679985734459225	0.36872546687986	0.2693271574031	0.189804777212857	-0.299332787156469	0.74684613389759	0.343772625955391	0.669278825106606	0.126155918337535	-0.0888680318621525	0.549500406153377	0.0394926719552708	0.492049009753827	0.479941993336986	-0.00420088044623972	0.214144614952581	0.643143353605629	1	0.591899183626971	0.454005173323771	0.589704085202271	0.553452538655619	0.294167434144115	0.389249099060377	0.751741447189863	0.464460589757512	0.180137361361254	0.335435892256648	0.521168272448069	0.782117424485149	0.312015088859658	0.0281452133154421	0.444804939764502	0.254989488797564	0.385660969690328	0.716076067335106	0.173839546536072	0.0357033370564294	0.77903335716441	0.432517504684116	-0.31544193165441	0.390955661513937	-0.0104892899147431	0.296769904344258	0.618148154005786	0.711999566900933	0.303661728472704	0.45815182468672	0.195880441107605	0.535629924986305	0.0980688928899564	0.533788242374372	0.386024910503256	0.33664374430921	0.484409878749545	0.58438355392341	0.385243701936065	0.546127505074932	0.468059163798397	0.740296250783039	0.442005541763195	0.654120879500139	0.764459821412724	0.428316263102536	0.601628553795151	0.354091005849947	0.37350862289763	0.687148277042585	0.139909917053815	0.30097955378416	0.659785570996599	0.343589847646866	0.494072113707667	0.0942228218002452	-0.0272721160715311	0.699051308148371	0.273755502236784	0.625959359574676	0.122711686392284	0.289637500478955	0.354056222824637	0.349026758458849	0.485117091596281	0.563767629940576	0.317144309279694	0.359954601765489	0.570027155766596	0.359626341759742	0.209856204018883	0.262833315722161	0.148771521489417	0.356139679213974	0.237666142739192	0.025589609546047	0.637852976718539	0.339227864012662	0.216451182082426	0.475360469227394	-0.0602957657019119	0.365927760382998	-0.0310980187953065	0.672031782564593	0.202818642922048	0.297154018472763	0.213646896103228	0.547532017784973	0.22721988239378	0.15429690172067	0.702124855375314
