""	VSIR	CD74	TLR2	SIGLEC10	ABCA1	TNFRSF1B	PLXNB2	TLR1	KCNQ1	ACTR2	TREM1	SORL1	CD9	NOTCH2	ITGB1	TNFRSF10D	ROBO3	ADORA3	LRP10	LRP1	CXCR4	NOTCH4	TFRC	APLP2	CD163	ADRB2	NRP1	SELL	NCSTN	HAVCR2	TLR4	TNFRSF14	ENG	KCNQ3	HLA.DPB1	NCL	BMPR2	TSPAN15	SDC3	LAMP1	TREM2	LILRB3	SIRPA	RHBDF2	CD44	RPSA	TLR7	LILRB2	CD33	AXL	MERTK	ADCY7	PTPRA	FPR1	INSR	PLXNA1	PLXND1	GPNMB	FGFR1	SORT1	C5AR1	PLAUR	TMED5	NRP2	SCARF1	ITGB5	CD4	PLSCR1	TSPAN14	CD46	PECAM1	PLD2	ERAP1	FLOT1	MCFD2	CX3CR1	NECTIN2	P2RY12	ITGA5	UNC5B	NOTCH1	ITGAV	MILR1	CD40	IL6R	ITGA6	RXRA	STAB1	RYK	PLD1	CD47	LRRC4	STX3	TNFRSF13C	CADM1	SCARB1	ATP5F1B	AMFR	CD82	TNFRSF1A	JMJD6	TRADD	STX4	LILRB1	SLC16A1	CCR1	PILRA	SMAP1	PTPRZ1	CLEC2D	CANX	CD81	PTGER4	PTPRC	SIGIRR	PILRB	CD69	C1QBP
NRP1	0.86863242898782	0.884366790488756	0.861388842811014	0.819953635744685	0.838973442293336	0.799098698773921	0.797599573998353	0.773916669402734	0.846443313391874	0.767533025761304	0.638133469251231	0.897756553956372	0.451682700378303	0.759050645718415	0.723111314838386	0.632665358928844	0.652916622726298	0.832370792942833	0.657626489476557	0.808429254891453	0.809710642061848	0.31026598525172	0.590603502448223	0.82324646201592	0.569621438633989	0.784588246070647	1	0.592699860839127	0.795333445258546	0.757951640759286	0.623205344102422	0.770018248935131	0.550913299373784	0.750184905563604	0.828772707435498	0.817872829125602	0.584928515114182	0.811981936891226	0.764149472322011	0.817138987157725	0.576617348779152	0.743245227477388	0.724772997458075	0.751920880145188	0.653085195416553	0.795000640021909	0.863750048959305	0.746096793084296	0.742525278130329	0.804549182376975	0.771309836969554	0.845509578627069	0.779153523162716	0.700203936482442	0.536743876223918	0.682238556860047	0.805736077090546	0.541191719600278	0.690472678418252	0.7689632536594	0.765912832985698	0.643308062527763	0.713160797483193	0.717445607021786	0.761447662828251	0.636731745060763	0.820498924345321	0.866122312940463	0.827732703766073	0.840005830523245	0.857063212128395	0.694933812955507	0.787872644140778	0.772771474135811	0.720528787844293	0.669740596761887	0.697775396812211	0.856386652722931	0.792087995092024	0.818036148236694	0.528767805080852	0.709503186226061	0.715781596675749	0.864070005214121	0.571223096641915	0.43761444137836	0.82933820956913	0.811101484360597	0.788002179849089	0.594120029265697	0.704253989373199	0.698816086340369	0.856955113569013	0.671539301386373	0.567159734219341	0.765580734593721	0.701503010325087	0.690435949498274	0.72462385553098	0.828517317546658	0.786488205118962	0.682977027655338	0.747539317763335	0.768769281585542	0.764920521421176	0.792511417535164	0.81947731692568	0.76035583482329	0.0378029676681048	0.402607218918312	0.759457813440207	0.726097412034377	0.759773277829222	0.829724349696756	0.792186206031596	0.489514263961511	0.581354734758281	0.750170588042175
SELL	0.561806649418118	0.642357311138559	0.619565204444455	0.822536463993296	0.735645915962112	0.810233681307104	0.641849067369001	0.611920822783193	0.596598667712348	0.854803822059504	0.540654512673305	0.652683202601558	0.73804014276912	0.597394720904027	0.842275990136621	0.704458541897898	0.497798091545904	0.512353444739781	0.80939960663219	0.813312183824046	0.56940146705134	0.424154374836816	0.793134049052386	0.853409785755038	0.331331398857041	0.545475363439526	0.592699860839127	1	0.771944610810172	0.826272130235919	0.566510896509972	0.675890405490049	0.77140405410543	0.712328564903555	0.465562444990594	0.792107638122887	0.838533178352395	0.360947924831814	0.585689879481946	0.707366812152918	0.765601178057382	0.743395246944767	0.865041852327375	0.790020849863111	0.697207113612956	0.73417309614551	0.688330628886894	0.765151240500064	0.718347528329703	0.793925565718447	0.538059983982112	0.614252646668095	0.754713275314095	0.858668499602035	0.353494267282589	0.788246441574052	0.612999428850785	0.649766429537055	0.47635883007615	0.810836627745035	0.788095763042331	0.820053412633865	0.86891226069688	0.755978443330395	0.51783426599952	0.791609988920833	0.843313566759309	0.737956850387598	0.774868161527488	0.727762119411987	0.531489582005979	0.72151691207874	0.596400157021575	0.812591596641245	0.838010482240929	0.763813755055744	0.708871354798287	0.701251594054249	0.551255585301905	0.727704478998651	0.58591583448432	0.867727002968208	0.604131665972061	0.744283452056546	0.838433685542597	0.745682569737608	0.76565847816271	0.64453582569161	0.571983027041876	0.739745855155202	0.804306432612853	0.382953829152073	0.67663230156026	0.277778743862837	0.809392462168792	0.646845449608126	0.828333616716529	0.719971594647567	0.743664739749856	0.717048476258845	0.737430407527624	0.754257934965627	0.746827854622202	0.832300886762539	0.656689728131008	0.593703083320968	0.739220831715468	0.792336984253816	0.0387470502113014	0.401353607428519	0.843129525335869	0.765975715748628	0.726824316980487	0.799842955659937	0.737527776324477	0.232819747270647	0.656728680248302	0.761039898600335
NCSTN	0.796162594422985	0.877433538981414	0.755181602912199	0.90410823873363	0.871165650098048	0.888152860181166	0.891467923264941	0.787951569682142	0.814998421520066	0.935337601316818	0.680383247131781	0.857570865772598	0.779557894876883	0.811495710791892	0.932046040671979	0.660707220411674	0.643507589379435	0.817002132277725	0.88994526412172	0.930281891431937	0.69738989422392	0.271263598015322	0.731875403872788	0.936772324319207	0.669346226993276	0.703683300507965	0.795333445258546	0.771944610810172	1	0.921741687612912	0.588315713666703	0.880849389017781	0.854935483287599	0.771611649071607	0.775088125376617	0.904445138774735	0.857045918797898	0.607584280402905	0.714793602931647	0.909319183766529	0.84776887702315	0.869329142247561	0.903861072170374	0.818674122606782	0.829127453950506	0.921720745030435	0.842406197726774	0.871763612284677	0.859832604845539	0.928662768858868	0.64266229185498	0.780385734694503	0.881258513813304	0.867271951760204	0.509026177481973	0.775420873206883	0.813083217507574	0.823755780271479	0.579098965377739	0.902977698725072	0.808249307067662	0.715072811148737	0.896256163224181	0.857008396266177	0.708922134970477	0.841262642561386	0.915340270938212	0.87092390501519	0.876837109286238	0.894665682121823	0.792506638721831	0.812736316607769	0.768724268868301	0.911352743627527	0.886463743965692	0.764496933789882	0.812416089293224	0.821893662919888	0.721147177515904	0.84795636892333	0.597758220595607	0.863418944643563	0.802896797619365	0.842211232887611	0.799429166325994	0.760828673056551	0.875147620812111	0.689673479645113	0.692260746881038	0.807437091576204	0.893485759596823	0.547123293872778	0.854726386376715	0.501973859809931	0.810911402289625	0.821192128246452	0.930521409267834	0.861464980902312	0.913564742774151	0.893781978945844	0.766522752769223	0.858839298133161	0.776590270464613	0.900122950958429	0.680250116309995	0.868553618760948	0.918799027758967	0.916155436267912	0.0355221629951197	0.403885184908799	0.939257158533647	0.919190744058702	0.713383252957131	0.914183849539196	0.813885320129281	0.414722706688606	0.59104685646209	0.904937786761872
HAVCR2	0.794646652303253	0.878661221965344	0.792363254357335	0.949471016955167	0.892584597217792	0.948260301550989	0.842706376462034	0.866532266293631	0.816502937969895	0.978625368898824	0.705576342554461	0.868894575286035	0.833984132706317	0.814920882057449	0.973410861400623	0.707998569758891	0.681663620955793	0.816129062529072	0.914771490824916	0.946398056401855	0.661475749204942	0.351072505740895	0.793920155602006	0.959126588313874	0.641662735466115	0.761620791639427	0.757951640759286	0.826272130235919	0.921741687612912	1	0.675251954013622	0.889989525912636	0.879208021477447	0.832181369929505	0.747751212323791	0.929276446374823	0.906265554690304	0.597745064096882	0.712414910960188	0.919776893837666	0.900797727293103	0.873473982190081	0.960260322100285	0.912956794792522	0.853920137236553	0.907044296362111	0.85838187327987	0.86099941655792	0.901574806068103	0.965615912224015	0.643736202478963	0.798204048185478	0.888124716750964	0.919639996626359	0.478964944840181	0.858618198411585	0.809671221059421	0.808494306392154	0.594441407336999	0.960107872423425	0.797408155234431	0.750579231213222	0.951576106731536	0.889500948996382	0.702158056386417	0.898355802949989	0.960446461851449	0.899005111615254	0.91931451124632	0.910089008115025	0.763715561979382	0.829353467315638	0.762422200535093	0.950050272517531	0.937079141184867	0.792038531254963	0.876908760854891	0.858342735968533	0.765451535766601	0.810931981591857	0.603444051023476	0.900766578142787	0.830813856075215	0.814623562436387	0.847612581357267	0.800140191242002	0.861980475863308	0.750579447004145	0.677308804341842	0.875655996460382	0.914361333272078	0.602136878846464	0.836023839248867	0.497388318665014	0.854647356765711	0.832041088357708	0.937017940941987	0.83841251628559	0.89668994542038	0.919376098535559	0.793509293884661	0.850340408760047	0.819245930031751	0.931927406365195	0.67633656539248	0.857626478369969	0.935506900055179	0.933803869634442	-0.0210795938215815	0.481529495351194	0.96754673481998	0.945018229572797	0.743160836821777	0.942586021987611	0.829060365543647	0.421155780668363	0.631568646497169	0.925078719657621
TLR4	0.700047661007007	0.640736188943455	0.771167592961169	0.768184496836421	0.802674173939206	0.738654685403281	0.635976611024887	0.697568325555085	0.631467983289417	0.651791437788187	0.547566262095499	0.738903803250509	0.307150116987245	0.785589875536671	0.616947169279837	0.590303162856457	0.686064393108031	0.620486371326297	0.462398536537203	0.699557866661968	0.625225109689136	0.641400544479343	0.676062312653165	0.708383299981648	0.43520914291091	0.591832982590803	0.623205344102422	0.566510896509972	0.588315713666703	0.675251954013622	1	0.596223845393891	0.375976283793994	0.819729890699602	0.560161716319609	0.74620977684367	0.537500877727957	0.474581051854986	0.714235615662053	0.613377631368914	0.408758257624369	0.655430402316211	0.58404541318806	0.64076538045954	0.58541853180725	0.541955837595152	0.694692154473989	0.554464423889612	0.576576364489575	0.618240562627374	0.793491626627451	0.584004027937223	0.681724904902616	0.517023938037417	0.612345469925821	0.756204880491486	0.730800215908522	0.38172963095244	0.792099158891687	0.713289421191335	0.603441691656651	0.630599395543963	0.623114419829682	0.663092951931835	0.500607466990361	0.449352667928448	0.683958483167786	0.727890946082042	0.773289756449283	0.748449679066459	0.676498700992676	0.468289076763246	0.62320735734355	0.569123103452328	0.568404503403109	0.679133154675071	0.479017046437622	0.759325018261265	0.662622740556781	0.635644913390329	0.547252032913204	0.695421038398797	0.46902683723871	0.610969472492801	0.623956358185096	0.307922740463261	0.673781019427042	0.665586169667095	0.684627182614591	0.492658403304128	0.643183858265591	0.541398903679861	0.718659957809455	0.553863466812264	0.512994077367161	0.711287460673864	0.538001298383351	0.597225812726522	0.432290601134258	0.667847858573951	0.700834351094764	0.571747077811141	0.717364462855041	0.651621422527438	0.562406629698313	0.461325024821725	0.620687020353601	0.644883284350725	0.131305230430348	0.70983729897493	0.619138304475812	0.517526103352271	0.751424410811217	0.767459220760328	0.624139695702977	0.516643101104982	0.555690714923344	0.529598010901331
TNFRSF14	0.828665257525092	0.913461685415151	0.733855516981109	0.876152168409124	0.853310275119913	0.822771620849022	0.817190076255245	0.828805568516476	0.878085627736862	0.876156498261598	0.578274753605084	0.84634787915186	0.734447291024875	0.849205382044877	0.863293699971476	0.585535247972039	0.687774363843602	0.87102797589586	0.846465277468801	0.860396062897325	0.661274892623244	0.242134844511416	0.614230300577849	0.874184665453069	0.751802725882912	0.799742467891694	0.770018248935131	0.675890405490049	0.880849389017781	0.889989525912636	0.596223845393891	1	0.778343492760216	0.763668736278426	0.862719774822407	0.867109793211318	0.742573644738925	0.689390970636902	0.757189922662666	0.92874735998257	0.819046677811461	0.834941142814757	0.8351231718185	0.773345762195431	0.86791445133987	0.912374183986131	0.811703981670932	0.803883174446134	0.878045367145449	0.919406011203505	0.619749575446214	0.781997758897661	0.852731348507545	0.745607087729596	0.523925819709593	0.722688161839292	0.809074644249538	0.835617697368391	0.602440374638274	0.842103770424141	0.713169587112636	0.571976845384237	0.805894699257679	0.831872638271588	0.697073944360089	0.814514043742716	0.880719093110728	0.855433556412588	0.832383766591689	0.890043399767468	0.851323537412167	0.785809521533762	0.711407250847372	0.869000706084379	0.857840571103852	0.593824912005066	0.845049147325903	0.781958904311277	0.763927451791033	0.730457384987736	0.46714377490594	0.749724431249416	0.857562585598314	0.785102411847688	0.634914932615403	0.681812738132525	0.798612172861957	0.630616864440683	0.602513798736324	0.753710058792008	0.829139988560052	0.559131201520281	0.828636563142947	0.512144348308609	0.713938806814863	0.84893890001956	0.847165064454218	0.822562689680667	0.862833035499777	0.87205490345028	0.698795415573665	0.832817278205067	0.711995993851006	0.856020781870724	0.598342462494515	0.88983940213023	0.935452534923227	0.893627145983648	-0.0860695241727244	0.437835934057708	0.879976906126979	0.913495922911465	0.647418077971158	0.863699531328531	0.738214449879527	0.550915800695552	0.451856094237986	0.87412210395126
ENG	0.572744168173956	0.702699911972774	0.532907720192082	0.782519959629533	0.680324182965021	0.78442762978831	0.755408851261296	0.707560915969136	0.648336740886883	0.889491613013341	0.550928893220296	0.660682347959608	0.894645472570214	0.619997488453346	0.914390263140587	0.537256611662182	0.489897953336821	0.654712092037384	0.885583988069228	0.812140433531856	0.451682397848024	0.171434405250597	0.685849990772843	0.827215785396819	0.574446337268287	0.583072947979379	0.550913299373784	0.77140405410543	0.854935483287599	0.879208021477447	0.375976283793994	0.778343492760216	1	0.618378597803767	0.574672683517672	0.77647045984724	0.888029756423432	0.405725384177312	0.488642742732419	0.776719264593425	0.904274697297536	0.760441987262585	0.880340539659766	0.756541939723843	0.784870025857155	0.834963184990779	0.645174098549741	0.792644807247805	0.837462773858357	0.853452163100355	0.384887561793311	0.630251371692095	0.755072371727472	0.859184672934748	0.330875457702514	0.675093254523147	0.621913719996916	0.820903230886204	0.322423483677575	0.834650585666916	0.655083218159327	0.601782559121437	0.871165860532005	0.769268991962829	0.575984932060858	0.859370747890145	0.820214697801286	0.714067489719536	0.73769855651972	0.766809156619441	0.593984660956384	0.788628394892635	0.618188917255733	0.868189331995236	0.864973525284106	0.634653469401502	0.804856225355452	0.646879390812367	0.558098995141755	0.66923570492193	0.477381705046655	0.78967369832333	0.743471466741219	0.666527387537612	0.785241956488172	0.873200655140835	0.750130961530992	0.513393316398555	0.439550049582964	0.850188837583865	0.848125818931881	0.362399640518339	0.654324544016695	0.272094159706874	0.821263983439146	0.668162338021036	0.908090814460162	0.730020440465532	0.879043428645023	0.771994070916674	0.588509024890233	0.812341811053204	0.636631500355749	0.835857621214456	0.477355185021906	0.775967806214715	0.811930521771446	0.827721782053798	-0.0710880932358136	0.32853476217398	0.881490678470433	0.890682832559943	0.509749093093456	0.798016511951964	0.662523163517358	0.220029247199432	0.484945398384159	0.866072349117864
KCNQ3	0.795760319832167	0.813663358621482	0.863226009695807	0.899982499643557	0.917303773316584	0.879572529082934	0.72680934286334	0.799677510138546	0.771533421017063	0.836311041440392	0.68841153100196	0.847449270096214	0.539544400489792	0.814237930994702	0.797833132000365	0.713322998209153	0.706873109010658	0.734615135928163	0.673778591185221	0.865313318729976	0.747599664343179	0.508461965113766	0.775039892903654	0.879451582990159	0.520263698292209	0.698306074755292	0.750184905563604	0.712328564903555	0.771611649071607	0.832181369929505	0.819729890699602	0.763668736278426	0.618378597803767	1	0.69411421513161	0.879642254902374	0.715209837738488	0.608467997459747	0.749938750561052	0.795535763414774	0.64119682499001	0.811779667802373	0.782521031514235	0.794200267343703	0.716448567721195	0.740633878294966	0.857606808152996	0.706966785358853	0.766342518591481	0.832472951721179	0.803876398445197	0.732273514303854	0.805271612462251	0.745031010686288	0.609217693768365	0.824468899976593	0.824669428628685	0.580394747147964	0.753774600085634	0.852248367875696	0.7916917984037	0.788248717673098	0.796675748418296	0.800180265264366	0.612384865736241	0.704319408831904	0.865803407346388	0.885031815311983	0.904548119094916	0.871584366867458	0.76664646303954	0.633301243323476	0.765511016228954	0.754546231856308	0.765160901052202	0.824257035689845	0.733938764266561	0.845849946898625	0.757089613117553	0.824008876619386	0.636954441376066	0.828881899508754	0.648450211039221	0.789961332688515	0.731928919910772	0.53083929746723	0.834632939489908	0.798894530722873	0.771988792101628	0.697273782573343	0.79592340162639	0.617775636210229	0.815397435487632	0.549872689694018	0.702436905355098	0.832229518344086	0.737294465611152	0.742180449481745	0.68905702543854	0.812292472155699	0.802303026443217	0.703737375185216	0.817842645778473	0.785652763964078	0.673845919337359	0.689566939925741	0.823636011790227	0.795846880781281	0.0971883114814273	0.58577952120426	0.820187508284374	0.741711770778521	0.806544817203257	0.895596674685571	0.778862512619318	0.463943154209288	0.693973317088364	0.741783169550247
HLA-DPB1	0.86723197216459	0.957917199911982	0.716302864481432	0.754650104279445	0.759998272828804	0.725986116256179	0.765152281014296	0.794559458335858	0.922337569981326	0.737905567364541	0.470559405772367	0.900127131042296	0.519039336294313	0.803627662438242	0.690423497634979	0.424287656280758	0.590865482606575	0.888950432606323	0.698650382702011	0.765902516737479	0.6150919313722	0.0245803561045156	0.376682642348832	0.765744762751189	0.690634988016812	0.75654378083053	0.828772707435498	0.465562444990594	0.775088125376617	0.747751212323791	0.560161716319609	0.862719774822407	0.574672683517672	0.69411421513161	1	0.75195035646272	0.547711176975471	0.787259937329696	0.764209071726721	0.868823686561993	0.649992422935061	0.68301236157107	0.676194021979669	0.668551233321236	0.755339692195968	0.878889530515601	0.828073614193682	0.761582206277258	0.828469990404569	0.83322694687625	0.564246138420086	0.722256661184937	0.776601489994408	0.572889846527452	0.450406743109984	0.574872215623458	0.757836698416704	0.661488005194181	0.583516443548976	0.718150213691779	0.567042982053434	0.433733769394928	0.615962615471577	0.649444911107229	0.747062085513815	0.673380433308733	0.79894777831719	0.812318657964115	0.728201096176194	0.804196448808637	0.908539761631712	0.57901317314599	0.681696335730022	0.794521245019285	0.731306416114095	0.521432479321623	0.697363128306134	0.784587896537951	0.746324777822058	0.705711496191447	0.32357022045219	0.583332744475318	0.748818396104405	0.750846650697012	0.417817133713653	0.431769964066899	0.735818458909826	0.644357466795226	0.624092358237244	0.57296932083606	0.691229352337104	0.552045166283407	0.799767483774689	0.625827108481779	0.532171084298664	0.762335106865911	0.710533270071389	0.684015568929336	0.727027940656846	0.814371786642301	0.59504874493566	0.728535857803346	0.563059808288278	0.730820285524797	0.51906608319846	0.875927996041499	0.887920995467231	0.77328423954378	-0.115054822379681	0.326895254663221	0.731749265336566	0.794903322350633	0.562000370012622	0.752737904315555	0.718343772853236	0.441480475192846	0.299839418231546	0.80392916575983
NCL	0.788435243272944	0.8718925936489	0.837608201557967	0.941375619628442	0.934732215428529	0.900856010187771	0.846592750264539	0.859374886266903	0.809867806112884	0.950218336844788	0.749035624247559	0.871093279964367	0.74184585692097	0.871700097607366	0.929323805524949	0.726715505592712	0.709696374686127	0.786277484341027	0.852565647764534	0.951060843805203	0.741910602563642	0.403980746697546	0.837406082689035	0.971306120994532	0.662810545509994	0.757223381088072	0.817872829125602	0.792107638122887	0.904445138774735	0.929276446374823	0.74620977684367	0.867109793211318	0.77647045984724	0.879642254902374	0.75195035646272	1	0.856813880516562	0.639791557579203	0.802614867811337	0.912776351083825	0.81644016307855	0.893041881032595	0.906198067063243	0.852318006966697	0.857089496188484	0.888625096995337	0.874570233272466	0.871367598213958	0.835279870973679	0.927709697179722	0.747570327357561	0.807251246250086	0.901488817396799	0.850374285435485	0.57837049725881	0.862707869442953	0.8422233303754	0.780727388381596	0.740073350829629	0.924730326022376	0.846204524850857	0.808172641066006	0.910824493573371	0.896883690676996	0.68886384275257	0.818527932908525	0.936533415659601	0.919956292828877	0.94312135660415	0.951348902633648	0.811329209229877	0.811699994601398	0.802472622674748	0.890734603607706	0.905444745713651	0.789827615339412	0.83165253650281	0.844579238195283	0.748541589292943	0.821650037198321	0.720027218535981	0.914459876004443	0.801807795883582	0.860669167639219	0.819272226914729	0.716767394551041	0.892514689300837	0.746722063932655	0.77353664743255	0.82706091278606	0.921858611343516	0.643076513272035	0.863734371419356	0.496678992697698	0.845111405428975	0.874268861348311	0.90560077500392	0.873406973477834	0.845223892877054	0.885869828690998	0.825011170110082	0.839845552827369	0.866119459367691	0.887424322085795	0.745200624201311	0.818263162721197	0.913866646118313	0.944376025134092	0.167193189081241	0.524460260328298	0.948238434056245	0.894863672174429	0.811884944838205	0.954131557346754	0.820755866433102	0.485786207337945	0.689015934277583	0.894943794181004
BMPR2	0.575059370911814	0.707829297353212	0.620003099943148	0.827189607815453	0.747174692860792	0.849783184072396	0.723653710360522	0.732625669767058	0.630834903305168	0.92784051392162	0.645854965104926	0.699438841680726	0.883851411998995	0.658526982158172	0.94121957396409	0.646952580451479	0.511841316338561	0.59505543211471	0.885765594498692	0.884384390593005	0.491127931623924	0.313646969244761	0.801870427957274	0.890492540168751	0.523906837532249	0.597653281593297	0.584928515114182	0.838533178352395	0.857045918797898	0.906265554690304	0.537500877727957	0.742573644738925	0.888029756423432	0.715209837738488	0.547711176975471	0.856813880516562	1	0.397534496474698	0.544913940005135	0.794903682529886	0.898040429958209	0.780619137348079	0.927058253707671	0.839865299964406	0.770185379613027	0.82462285937644	0.698147702479071	0.794960956154905	0.779263433797536	0.869483515344104	0.456238116810971	0.649643835103101	0.812094045280625	0.914545139861663	0.338782851127618	0.810794211961008	0.659558202979446	0.768753225981457	0.492881219913365	0.899419629722424	0.73844785408949	0.727427939451144	0.924447156680321	0.808135358860396	0.563237970931284	0.887001294225789	0.868665184527636	0.775571149885864	0.796184994320571	0.799235775710715	0.57446922854961	0.751751764146591	0.645657401514618	0.895166668530078	0.9186784092858	0.728554983476893	0.82051598160294	0.697980103167975	0.588199824021248	0.71185664249896	0.697941285518989	0.880145896797662	0.694356769955004	0.703218692481634	0.856878338723925	0.89926391744406	0.761380580039545	0.595155523972039	0.545542575153579	0.887845683406738	0.911988984536873	0.46945197894631	0.681282259234809	0.325228795825154	0.921574290979136	0.710138754245583	0.931267748283233	0.760603127635646	0.867646736329482	0.783141233277196	0.685854523839827	0.777682058396463	0.719170460433012	0.850736645551833	0.620831398242679	0.736179141750803	0.813852478516385	0.8812059880827	0.167950008207891	0.377976801104624	0.927200339593719	0.877418406992436	0.627468883464012	0.8360383876357	0.725637814987325	0.227645477041336	0.605219762496821	0.887106923251119
TSPAN15	0.804966124734431	0.796585128544069	0.771241356101707	0.642529128237192	0.676849921213853	0.656101634516157	0.640037559216636	0.72521462474741	0.791842761301166	0.572967338270988	0.514495780493937	0.777251474961812	0.264270970151096	0.61607309294061	0.543230384478161	0.507043914244239	0.572827692287935	0.837778931698564	0.457693770690064	0.621181171533179	0.697578624926931	0.177239931727171	0.351337614022522	0.624749451355863	0.512935094361634	0.817264002238147	0.811981936891226	0.360947924831814	0.607584280402905	0.597745064096882	0.474581051854986	0.689390970636902	0.405725384177312	0.608467997459747	0.787259937329696	0.639791557579203	0.397534496474698	1	0.625512463970436	0.676185588917827	0.406288397748792	0.522062521612764	0.523864478781972	0.621079164095059	0.476689135336928	0.636265590158016	0.75162872629394	0.595977948175395	0.669401895344736	0.669673573674825	0.674319375574658	0.796186869176217	0.615084284398147	0.515906842534717	0.561222822380345	0.508432686176368	0.745266669460319	0.360379923078384	0.59586071864813	0.628644876174441	0.539117637968614	0.38604847494662	0.482597619961107	0.547332677549076	0.73822382488895	0.481167381883202	0.674378779149463	0.722506137086863	0.662436686950388	0.705816562093247	0.771843111146789	0.554775662101343	0.711670887927972	0.607358009931558	0.559757351232742	0.43682800345258	0.583521839624026	0.731819870465697	0.692733462829596	0.600092906991553	0.349068270702914	0.444413668040367	0.575621873680445	0.687202061181852	0.30310985661151	0.238013156222535	0.689675515989315	0.678456464827321	0.653211031278317	0.425474922595934	0.567618589294579	0.68974697657706	0.696600357128124	0.700454709320792	0.378065049293594	0.638128224495155	0.504213033574826	0.478417756488629	0.567647481617783	0.73161989750625	0.640955178861527	0.499164901214285	0.569462872520924	0.649923830853326	0.626888099524364	0.736109850074037	0.69017739010534	0.570685275973518	0.00429301340216054	0.351239827794644	0.584017851459009	0.570955981323834	0.568722280815353	0.640994740638748	0.639751244425283	0.554819526115211	0.41320313631771	0.617875578410515
SDC3	0.777201264392186	0.797936057311159	0.711302278150428	0.799764369363203	0.789697517005879	0.695991102150376	0.75485899799204	0.716893479956891	0.774412116831163	0.71785892449631	0.454486496092601	0.807619006073421	0.453905858431526	0.787148036298887	0.681042171048887	0.495631395352202	0.675249875096253	0.733862653493624	0.664270522962463	0.792226493025919	0.650465239963177	0.276216523498714	0.531006316498304	0.797616759681066	0.520483683670307	0.64245272054017	0.764149472322011	0.585689879481946	0.714793602931647	0.712414910960188	0.714235615662053	0.757189922662666	0.488642742732419	0.749938750561052	0.764209071726721	0.802614867811337	0.544913940005135	0.625512463970436	1	0.803650569059454	0.563933609687831	0.746270643116979	0.660678189884214	0.62184108250458	0.760427562166289	0.773377324795947	0.756063395402845	0.654539984539518	0.705095892201982	0.733206108833163	0.67048049922793	0.64851473684554	0.801903697684263	0.538845469176405	0.566997723890051	0.667821032687867	0.729757896143997	0.629077085857073	0.75609660746823	0.675705525153533	0.645404324196034	0.600112426275662	0.635423360174261	0.76668283223651	0.510617505344988	0.55254486474402	0.746739818768135	0.74447998995996	0.7524167284742	0.822752810201192	0.80241136186182	0.66021540572846	0.631578787897788	0.690364112357156	0.687489760139971	0.600788115271606	0.627728987081826	0.76428050492654	0.696555993890473	0.691534030983291	0.56357183145144	0.751266292138255	0.696445940141873	0.716628217290701	0.540147701510002	0.394260011463617	0.681499958156807	0.681873306331145	0.76345939379015	0.504690931030301	0.68170683219581	0.61837200055282	0.780897937752497	0.535417606479905	0.597267321723605	0.819885083959001	0.700943000217161	0.759960781129134	0.640744641833157	0.703460303617271	0.633137497441741	0.725163383422925	0.649978336714903	0.692267826007324	0.55489474927676	0.662624177743086	0.769943183809883	0.799869626209814	0.225503312307368	0.485220740054522	0.722759766284144	0.716133137085362	0.723031009040955	0.758571783709224	0.706043449018475	0.488404983135385	0.428793585903645	0.729104385015393
LAMP1	0.8305880432273	0.938272706118437	0.765607152850902	0.898479113423795	0.871810870051526	0.863738674463462	0.828016033112145	0.845518818969716	0.885812686826029	0.922799597392512	0.649046249349608	0.887903937181172	0.781657954386403	0.859633778307208	0.899545288881124	0.619935937883674	0.689211760137323	0.857107147707417	0.895418239107775	0.919654775836321	0.650632490021414	0.192435050635102	0.663989345635106	0.927772708828158	0.746628774354611	0.762323282088916	0.817138987157725	0.707366812152918	0.909319183766529	0.919776893837666	0.613377631368914	0.92874735998257	0.776719264593425	0.795535763414774	0.868823686561993	0.912776351083825	0.794903682529886	0.676185588917827	0.803650569059454	1	0.875352222754792	0.880043832971051	0.890793684007173	0.828030537551005	0.893996245906598	0.949219625205618	0.873106193721579	0.844741901820893	0.896552765543414	0.95689597769253	0.610777154111014	0.779662136852785	0.887359605823994	0.79972495791586	0.478567513594839	0.758047839344764	0.802023098352211	0.863551583625843	0.601931409025802	0.876767556646128	0.740583574158281	0.660278433027509	0.846900626745111	0.853243849917641	0.686824024007288	0.868521587222229	0.923561199773892	0.884896188305338	0.868535753386125	0.900288618185254	0.859179351029184	0.780902338934206	0.730536994124522	0.916202563854312	0.88725003718126	0.695926980575029	0.865586975776793	0.833063284552511	0.753521375571521	0.797970586272721	0.55951434842008	0.827052772515527	0.903121616977396	0.799448678981991	0.704625701963637	0.712312389993282	0.80359996185824	0.722672188289324	0.708228504229119	0.781667437323152	0.851980822134727	0.612309458432565	0.82757949635448	0.495071700158928	0.778905735979744	0.872027110631838	0.902118287690591	0.860723877097107	0.88691208281302	0.887652808344048	0.718561312447042	0.837511741616842	0.749186424591465	0.842994115273951	0.649691349491802	0.896845124444364	0.958633913710462	0.937378757799321	0.00427251729539051	0.397140144769824	0.930691213114432	0.957273288641264	0.686064784242235	0.887196248829665	0.813521655551384	0.436131117105009	0.521767696267701	0.928839993913618
