""	VSIR	CD74	TLR2	SIGLEC10	ABCA1	TNFRSF1B	PLXNB2	TLR1	KCNQ1	ACTR2	TREM1	SORL1	CD9	NOTCH2	ITGB1	TNFRSF10D	ROBO3	ADORA3	LRP10	LRP1	CXCR4	NOTCH4	TFRC	APLP2	CD163	ADRB2	NRP1	SELL	NCSTN	HAVCR2	TLR4	TNFRSF14	ENG	KCNQ3	HLA.DPB1	NCL	BMPR2	TSPAN15	SDC3	LAMP1	TREM2	LILRB3	SIRPA	RHBDF2	CD44	RPSA	TLR7	LILRB2	CD33	AXL	MERTK	ADCY7	PTPRA	FPR1	INSR	PLXNA1	PLXND1	GPNMB	FGFR1	SORT1	C5AR1	PLAUR	TMED5	NRP2	SCARF1	ITGB5	CD4	PLSCR1	TSPAN14	CD46	PECAM1	PLD2	ERAP1	FLOT1	MCFD2	CX3CR1	NECTIN2	P2RY12	ITGA5	UNC5B	NOTCH1	ITGAV	MILR1	CD40	IL6R	ITGA6	RXRA	STAB1	RYK	PLD1	CD47	LRRC4	STX3	TNFRSF13C	CADM1	SCARB1	ATP5F1B	AMFR	CD82	TNFRSF1A	JMJD6	TRADD	STX4	LILRB1	SLC16A1	CCR1	PILRA	SMAP1	PTPRZ1	CLEC2D	CANX	CD81	PTGER4	PTPRC	SIGIRR	PILRB	CD69	C1QBP
VSIR	1	0.91583231128561	0.901865787141431	0.874928770586713	0.867232442270188	0.850697779912684	0.834629649060986	0.824651280470956	0.895005510294243	0.762250296938956	0.615298846226046	0.930559842946897	0.413518826007508	0.827432941322222	0.730996075736727	0.574463693640827	0.772360284598334	0.924732480810792	0.630493749542341	0.800789602489061	0.811192871222705	0.364533422117498	0.563762539650639	0.809163546487854	0.568265988236183	0.783582567823985	0.86863242898782	0.561806649418118	0.796162594422985	0.794646652303253	0.700047661007007	0.828665257525092	0.572744168173956	0.795760319832167	0.86723197216459	0.788435243272944	0.575059370911814	0.804966124734431	0.777201264392186	0.8305880432273	0.562206379746877	0.718957805665111	0.709468575357906	0.772080043697451	0.659887803934014	0.779777975222141	0.884909086236821	0.710883198692649	0.831660127734243	0.822718317952391	0.816106323769522	0.834220917337969	0.789599248139581	0.672644356841099	0.669974693538956	0.697504330858903	0.88796079284764	0.532756933845249	0.677042892308621	0.799700224292443	0.690666156269794	0.576373627019525	0.702872036011491	0.743942138997413	0.743539885426148	0.624110752484104	0.825172478673186	0.871632904529289	0.854330496900946	0.846798438089447	0.891139337651855	0.684168281854145	0.75139408322621	0.77103751784322	0.687147533073371	0.689590688532077	0.698184378771581	0.906224926616438	0.816832040653948	0.814229492759385	0.427155216148167	0.675304100152468	0.717991255426678	0.801199373519953	0.591595845832968	0.384728672549996	0.797388684016082	0.813374561932293	0.768647728815559	0.561600065960767	0.70989406641657	0.690584309732399	0.846400808321448	0.754238631212489	0.493579191312134	0.82686415513593	0.687825048234103	0.683885420043132	0.684480906472407	0.889208457668531	0.767252068765767	0.684875390767237	0.740092143478762	0.796555851656969	0.643257580880413	0.813820433776662	0.841780649483	0.739597362593086	-0.0809338651676522	0.486891183145842	0.748418230850549	0.729514980135832	0.750615959569614	0.85810148238903	0.816381971356244	0.60733017603385	0.535510479398578	0.74946772428541
CD74	0.91583231128561	1	0.839399680919228	0.885164119165216	0.880743818171661	0.870703409529532	0.84056511227144	0.873532646792476	0.948154234208344	0.873339568322511	0.63676120719582	0.9597074406526	0.638055441348816	0.851114914994473	0.830470395723099	0.614424909287504	0.690893121701885	0.91825122027559	0.805159521021318	0.888307771994122	0.742416547704473	0.178166272686951	0.58671286310055	0.896750325208243	0.697447102033373	0.829840119275517	0.884366790488756	0.642357311138559	0.877433538981414	0.878661221965344	0.640736188943455	0.913461685415151	0.702699911972774	0.813663358621482	0.957917199911982	0.8718925936489	0.707829297353212	0.796585128544069	0.797936057311159	0.938272706118437	0.762422596121052	0.802886436660063	0.831475557104896	0.832678493036501	0.808390175747411	0.925533986113807	0.925542110482355	0.847660152481681	0.903876440650691	0.936293808404253	0.680351546660282	0.834436285322787	0.852707509098738	0.762272414532052	0.516941583908858	0.727432507021935	0.85999121254979	0.723107378358336	0.650292386433788	0.861082744954021	0.743473136166249	0.627188564085434	0.786692593752338	0.789568416054549	0.788972077909042	0.802838724444184	0.921362785975032	0.923330566959258	0.867880609567796	0.890951180341905	0.915908232464884	0.715875931381723	0.772801492826179	0.900532904145388	0.847386334312973	0.693558850033538	0.825018840845937	0.879931968671027	0.826806059073937	0.823863441201701	0.477325162894563	0.744775610559254	0.828539195212775	0.856797453364817	0.61751527731341	0.577111644617131	0.837782796044526	0.775163656209924	0.731594887995037	0.714121604729213	0.816307629507683	0.638572913152262	0.876750665769066	0.642163978488188	0.672859136410158	0.849705354650375	0.823396388473709	0.780923872829392	0.833422489278708	0.9212809607928	0.757626848439336	0.790749769182594	0.739428739528926	0.850337100817948	0.669734323907482	0.917707120154207	0.959734314990668	0.8696557502361	-0.0799623794950057	0.407665485121087	0.863989360894802	0.885692625393243	0.719678673926424	0.882599552040083	0.841629036651504	0.4902268894073	0.52099777990379	0.885423758358783
TLR2	0.901865787141431	0.839399680919228	1	0.876892801934908	0.920382858698594	0.884948913005851	0.764605325488947	0.826046875059389	0.807622613247804	0.777025889010058	0.787086574469678	0.898823521952096	0.392151565035329	0.789823232394939	0.74105712510936	0.760909587884663	0.783374928185327	0.818007803963293	0.582338558235889	0.817550445755852	0.887059352741439	0.550816384461409	0.745968719255864	0.828397798373068	0.506205489488151	0.813890416379315	0.861388842811014	0.619565204444455	0.755181602912199	0.792363254357335	0.771167592961169	0.733855516981109	0.532907720192082	0.863226009695807	0.716302864481432	0.837608201557967	0.620003099943148	0.771241356101707	0.711302278150428	0.765607152850902	0.527083079551269	0.726452784589202	0.741322919569578	0.852895305416972	0.57778555746662	0.677131511393682	0.898656211606264	0.7031304885635	0.738125575808572	0.792064605889767	0.917941208896265	0.878947072872555	0.738220641124011	0.750398362885589	0.662249840148387	0.798411701490982	0.912769737048987	0.435754421880482	0.771945510668616	0.841981393375251	0.797275037930836	0.734767481689751	0.764928166087369	0.758155342338761	0.752688614985339	0.625849250837167	0.832570860578041	0.904851216547057	0.915448522420461	0.838619640217108	0.801246070634736	0.681468630587869	0.813358299165218	0.738444711469061	0.682863226287293	0.7959925801807	0.713381122630309	0.906779160424228	0.814773818036619	0.829926593766677	0.584182187819034	0.733507470097179	0.663206240407245	0.827882692635327	0.70065023389794	0.406086532595622	0.830028315752053	0.880895531256865	0.848328363856638	0.621078693168179	0.732445644398347	0.757287307425728	0.822929378393722	0.720261056682802	0.546947877732999	0.813215240790544	0.653969568511189	0.68712341314469	0.642408971849856	0.883809645126837	0.877371456406269	0.593273579611353	0.870092345140485	0.776126347505254	0.792899070917454	0.711087794732446	0.780703933201349	0.712788820179418	0.0361911475102569	0.556730406751291	0.760799775318637	0.665275380688031	0.858643113327264	0.882227421223559	0.824685545884687	0.612818851269529	0.766619353501239	0.678711412695845
SIGLEC10	0.874928770586713	0.885164119165216	0.876892801934908	1	0.948838200086032	0.947625703453674	0.873019813446262	0.866010983690675	0.838260851732056	0.943806036579072	0.704772554761766	0.904788437694115	0.691863957393393	0.858026603213131	0.92594523998768	0.732404481171163	0.771533543745839	0.833898607953188	0.829459162035134	0.944412268809487	0.773498061469021	0.484414281565971	0.817813432242908	0.965197907958547	0.592276191218467	0.758544194936621	0.819953635744685	0.822536463993296	0.90410823873363	0.949471016955167	0.768184496836421	0.876152168409124	0.782519959629533	0.899982499643557	0.754650104279445	0.941375619628442	0.827189607815453	0.642529128237192	0.799764369363203	0.898479113423795	0.783131238275974	0.887466256630024	0.910466902224453	0.882728241166076	0.818974391013981	0.86626994545951	0.891300277726887	0.831793925643489	0.876598420605253	0.932234900910694	0.787813900773704	0.821546060701598	0.900795331675496	0.865158155574836	0.610257537268508	0.88232318649029	0.876118879534679	0.725506599822147	0.718675028405829	0.936435067074591	0.835760692611699	0.801311983000116	0.91340142441267	0.907524678213521	0.68961520682458	0.807611649066142	0.946138326575686	0.922208347517413	0.953560758082894	0.931368505685075	0.826205655161274	0.825940997985005	0.790516765155926	0.897696786886986	0.876914192574569	0.84013534412853	0.827684761517854	0.915078372590595	0.813828866698098	0.874838113358804	0.636052681881963	0.913503174518902	0.790840319467286	0.866018086292548	0.841662845130604	0.66579147159038	0.898468140699911	0.838238030364457	0.782436813090393	0.789141735150641	0.892000332830814	0.652136973443861	0.881040403246137	0.570187006057602	0.780073141176545	0.882932435272388	0.88037968074872	0.831021388301088	0.829901876511878	0.922470258333511	0.838512882027027	0.842816020987343	0.865080921220577	0.913681856583752	0.725628227883476	0.80987489222794	0.90908472445554	0.901098070913324	0.0342022463906437	0.540508488847172	0.932053639448599	0.876785263980157	0.843495576080777	0.972298101797266	0.852612727146409	0.511980241759173	0.681187480814277	0.871763321173908
ABCA1	0.867232442270188	0.880743818171661	0.920382858698594	0.948838200086032	1	0.923141597555149	0.832301778994262	0.852641903418318	0.838351236125487	0.889072434240381	0.772719827829516	0.901259441136999	0.601085941884851	0.891752266383717	0.85866600322887	0.784268907651033	0.763885218416509	0.82878071455972	0.744022892764386	0.91131577443497	0.849435364566974	0.515745906251565	0.822780897311754	0.931502596945291	0.638595267775575	0.787297567247211	0.838973442293336	0.735645915962112	0.871165650098048	0.892584597217792	0.802674173939206	0.853310275119913	0.680324182965021	0.917303773316584	0.759998272828804	0.934732215428529	0.747174692860792	0.676849921213853	0.789697517005879	0.871810870051526	0.701700636418923	0.857602962766542	0.85584023528943	0.853834993753074	0.755217459024111	0.805166895419722	0.898367989569342	0.805505252345864	0.818915998583948	0.890172048185988	0.865573656616898	0.849473833825231	0.8470459164423	0.8071329479876	0.638479946621804	0.868402291281069	0.898178336699484	0.66883601673987	0.780649795150608	0.906424507231024	0.857795739334464	0.796041285039991	0.865933512902983	0.870936963012476	0.727373916829634	0.756996144637495	0.912560507712737	0.946331360761409	0.962098921990538	0.919484991093967	0.827082298716448	0.759315120400408	0.833783893526268	0.831817206692677	0.807965313684879	0.828832243688774	0.7898849236478	0.889897184657288	0.818173379423143	0.864952293450692	0.649413498511989	0.850614412798331	0.766571848565765	0.86207141887799	0.79102421004567	0.57614940189497	0.891151564019778	0.835952797830617	0.808393766685448	0.757055172899037	0.827602918767689	0.664935055884127	0.896438361266882	0.631201608703785	0.709600724469409	0.884554307674056	0.79424512162407	0.849293450307676	0.779429592338272	0.915966302485557	0.877426637306261	0.752365519604677	0.910789898463729	0.851691796456146	0.756696177309746	0.776889646464935	0.883696129086811	0.861336609712033	0.0490374184923751	0.590005286817922	0.882176265431572	0.811373873955557	0.860944836282465	0.948524643325255	0.82874782647886	0.597476565510962	0.735993662051391	0.791782009326684
TNFRSF1B	0.850697779912684	0.870703409529532	0.884948913005851	0.947625703453674	0.923141597555149	1	0.81283995074478	0.843981059268998	0.819913883588786	0.928957131053081	0.761501711604528	0.893579000031467	0.688005835808982	0.806582938328292	0.917432454543628	0.765987947394987	0.680992744961574	0.816803731501576	0.795039074905682	0.920470191783528	0.757201806018873	0.479357296086313	0.799797889158895	0.935444888463333	0.57114144530277	0.784765431716077	0.799098698773921	0.810233681307104	0.888152860181166	0.948260301550989	0.738654685403281	0.822771620849022	0.78442762978831	0.879572529082934	0.725986116256179	0.900856010187771	0.849783184072396	0.656101634516157	0.695991102150376	0.863738674463462	0.780816079977092	0.834705342765449	0.911066461190612	0.937473302823764	0.742433714079507	0.83117981443044	0.884857259772469	0.815212584455999	0.875550240539328	0.923479092539463	0.759312072318783	0.847226192135303	0.855174524274968	0.911554425138851	0.559132675233758	0.873141259524027	0.848774270308216	0.648560438376019	0.673650863246963	0.951740576708852	0.824088113792476	0.78188772248651	0.913814033475219	0.835792979432439	0.726794255731122	0.835067604515322	0.951196764695484	0.934040149710686	0.940153741568527	0.892149360187459	0.771740923023908	0.758591112801925	0.806296327880577	0.896265027550925	0.873142553963002	0.857931092600067	0.819955893391511	0.9044969160369	0.801726115287781	0.86230565468742	0.627707309185248	0.871232031688551	0.740785266644199	0.83169437557783	0.847462361043757	0.684362167162526	0.882355538232913	0.841933867370718	0.74870143050525	0.803490849328177	0.864394303798017	0.669611995368561	0.833809944242775	0.608424628522477	0.78356527928762	0.82847509760691	0.854255858013152	0.779195232048955	0.827838533933677	0.943938392277207	0.869281276489155	0.767872591036418	0.865790385903594	0.911196881548157	0.743509365103781	0.800490743694996	0.89193084658674	0.862519460650349	0.00832515169411932	0.573692113511674	0.915946304325179	0.849198872284767	0.822941049724693	0.944396973110429	0.857863298076317	0.458348993193911	0.720462228272559	0.857034531157994
PLXNB2	0.834629649060986	0.84056511227144	0.764605325488947	0.873019813446262	0.832301778994262	0.81283995074478	1	0.786668973411698	0.78553675815692	0.838832915316186	0.625231641613996	0.866478285225483	0.599403935386939	0.790804657187532	0.842844147673515	0.539379919916071	0.715506328445433	0.851568155037986	0.761251496311987	0.864683123990239	0.726252942804844	0.286231421150164	0.656126117828473	0.861953183359889	0.626128901923363	0.678884286790384	0.797599573998353	0.641849067369001	0.891467923264941	0.842706376462034	0.635976611024887	0.817190076255245	0.755408851261296	0.72680934286334	0.765152281014296	0.846592750264539	0.723653710360522	0.640037559216636	0.75485899799204	0.828016033112145	0.688118580263079	0.790396183080802	0.779085846643368	0.722806386507183	0.764245915094032	0.840882689655778	0.802308063344131	0.782438799493804	0.806980348261618	0.829973011269454	0.692224198862846	0.766464540366857	0.822134288702313	0.741531173984918	0.596055183792561	0.72421788479725	0.849693740635102	0.701522759139345	0.605043972785248	0.828992079484195	0.739650242749041	0.609822944162623	0.798353122354166	0.82644415048712	0.693456627435701	0.658783694980992	0.822728631693821	0.823910858541673	0.848010588230796	0.867047956285046	0.84368073070645	0.812744765830025	0.757188386020334	0.81027417042139	0.772582633191591	0.691482226070258	0.692878429165564	0.839121638739244	0.734446180659178	0.813232554577709	0.527701692865554	0.79181627867521	0.765044894171277	0.804749747612952	0.723611508150327	0.563022996148034	0.845605831933584	0.685142855447889	0.667504937608997	0.700036009834367	0.810115851955413	0.550742499782271	0.826880577172271	0.594722966191136	0.645486410720565	0.815716661591975	0.834409155713163	0.789153690677027	0.78235372401199	0.835446928626969	0.711041653018694	0.822258764736245	0.715586556927505	0.871041645668636	0.595070975164637	0.819264060997345	0.831575890863779	0.819827630365348	0.0203567602106273	0.458219233205126	0.817659278597308	0.807435257001256	0.703392115755976	0.879994674519414	0.744277741380278	0.485717438062499	0.529038121726757	0.822577134390915
TLR1	0.824651280470956	0.873532646792476	0.826046875059389	0.866010983690675	0.852641903418318	0.843981059268998	0.786668973411698	1	0.859259423105317	0.846149088110395	0.661685220615831	0.882316296351767	0.619252448575565	0.81795719708574	0.82715431181797	0.601486581826947	0.712452317313951	0.85309433206433	0.725828298918964	0.840708850131007	0.646510434506195	0.320992888453934	0.672841997566006	0.853209254421231	0.665306654965761	0.810621968951329	0.773916669402734	0.611920822783193	0.787951569682142	0.866532266293631	0.697568325555085	0.828805568516476	0.707560915969136	0.799677510138546	0.794559458335858	0.859374886266903	0.732625669767058	0.72521462474741	0.716893479956891	0.845518818969716	0.718326429427242	0.725345247929002	0.797907002969519	0.82106138262782	0.744454203483082	0.80460438138188	0.855893484582705	0.763511851722231	0.860539642110174	0.869284081143291	0.686491798448395	0.799011882528066	0.776154549396712	0.740943137404634	0.518304242617462	0.737582725239046	0.835388227663015	0.647962014575601	0.643471600716088	0.871493037190561	0.658947408963287	0.58758283832661	0.787244521916613	0.777733701564494	0.717647688326424	0.750437525927584	0.866411230978487	0.869850598104422	0.86021156538005	0.874556048071765	0.804168085987421	0.721790147284535	0.768029865475532	0.840263607846841	0.80261820963162	0.652187996987046	0.795597062822404	0.860668953420262	0.783268934826809	0.748491753604764	0.51971715107888	0.729900041567861	0.789960495528219	0.736211512008235	0.647313880637932	0.590348761264834	0.804047325467134	0.750881160923632	0.703720536844202	0.720157539461161	0.802550292577057	0.681903706097724	0.810004007593202	0.640023764754031	0.656965701940342	0.816235666445732	0.772484015979188	0.741693147481989	0.750443539273191	0.866878535881322	0.695491844458688	0.712204628131394	0.7257897159553	0.826453091653312	0.609825353230893	0.795829581846541	0.868561984939396	0.824132822306137	-0.0287126378067632	0.485809528634788	0.835403821470148	0.811709464542167	0.659985615052691	0.872418851006433	0.741524343658969	0.503256077116536	0.518937849374972	0.820748707519709
KCNQ1	0.895005510294243	0.948154234208344	0.807622613247804	0.838260851732056	0.838351236125487	0.819913883588786	0.78553675815692	0.859259423105317	1	0.813672414405604	0.581571947070087	0.915894968939161	0.550125200414658	0.835494709747015	0.758897656880687	0.602090534023558	0.696211213195007	0.889253298260473	0.729792254154256	0.818914836774831	0.708118066236691	0.21484328617512	0.541149432467648	0.829761173686701	0.658323856065913	0.830595074478939	0.846443313391874	0.596598667712348	0.814998421520066	0.816502937969895	0.631467983289417	0.878085627736862	0.648336740886883	0.771533421017063	0.922337569981326	0.809867806112884	0.630834903305168	0.791842761301166	0.774412116831163	0.885812686826029	0.684872019851886	0.713169857532934	0.759231695754713	0.781474465199946	0.743400166005093	0.863635930132082	0.882758450908666	0.794927076328604	0.868250048312117	0.8759799004786	0.672467385619338	0.795091444987804	0.80120147311527	0.682963005848903	0.524820422132046	0.681059683401396	0.81814606960942	0.649047761465075	0.640231709384397	0.817776629761085	0.680382179506029	0.56402189150837	0.708726407928589	0.745462297308984	0.777528227221308	0.731571612917828	0.871191582041062	0.880019871820008	0.820059640061037	0.857603480397774	0.880667877572579	0.677572035779059	0.746772843638464	0.830626452900317	0.772924564120355	0.633159763661678	0.757945448239355	0.852773155790039	0.806847057531123	0.77669835232412	0.433303242668501	0.680755622984193	0.780609004497851	0.778672387945218	0.553067883892401	0.498671182987441	0.787040367178989	0.754030371801881	0.695423692697321	0.63333223535776	0.752299669566321	0.609457284190253	0.861523103451403	0.675021306058171	0.594279826794638	0.810712153653008	0.743102161815166	0.730797595677438	0.773474593297996	0.860917094968928	0.729721330901315	0.736441232791485	0.698989666084787	0.798599505878088	0.63171639627485	0.845380035324276	0.898640545354643	0.819364155565344	-0.0905686446240216	0.426174028582855	0.801601920767774	0.81635353799673	0.663403200931847	0.828817126419403	0.779686845079589	0.508186969287565	0.467557265191812	0.819197003318748
ACTR2	0.762250296938956	0.873339568322511	0.777025889010058	0.943806036579072	0.889072434240381	0.928957131053081	0.838832915316186	0.846149088110395	0.813672414405604	1	0.70513883921635	0.859134857820577	0.85438649309906	0.807760926892621	0.981382511890957	0.721182647027681	0.670201168027848	0.773741656249874	0.932985851359268	0.960240198718059	0.660297124932977	0.333648674348107	0.826681307179423	0.978339504097179	0.63028904202345	0.733828661454944	0.767533025761304	0.854803822059504	0.935337601316818	0.978625368898824	0.651791437788187	0.876156498261598	0.889491613013341	0.836311041440392	0.737905567364541	0.950218336844788	0.92784051392162	0.572967338270988	0.71785892449631	0.922799597392512	0.915353565874491	0.891709543142984	0.972221738390694	0.901096556261406	0.871277501987007	0.926862539706295	0.858830057436133	0.891384985049493	0.889032627772574	0.968635403780182	0.631405940144875	0.777476801992952	0.898895064795575	0.930196316702808	0.457244861322067	0.857548862064287	0.798259121289886	0.82907692141428	0.606155892718114	0.964589836001197	0.826098733548405	0.798922524827612	0.960559304834245	0.898713719458762	0.694646469738917	0.914855125565827	0.962870888464392	0.900623679315597	0.918147150567461	0.917231912212575	0.769384053425658	0.822717672998809	0.756088720432361	0.95915692881093	0.955243082642125	0.811935268801535	0.878540072843958	0.840003396396659	0.737853950324404	0.828472711895573	0.654150670099743	0.931681729362775	0.818641750050628	0.845235532919721	0.863441405577625	0.831489755390504	0.872390755737535	0.733117938035	0.688283986455863	0.894725533492775	0.947199070866082	0.568475363943731	0.838276068518008	0.441697953745274	0.890339791818998	0.831767884070941	0.961886782831333	0.849695091803976	0.91577783028496	0.90370012218139	0.797922384251101	0.865957849295078	0.82735904778923	0.919357797180441	0.698927460126261	0.852021219184876	0.940181699019182	0.952117910252242	0.0408849791641597	0.448190439682502	0.984470136947544	0.955615161621992	0.754106360473877	0.946785490321168	0.842506268294973	0.372843791267134	0.654845153541027	0.941264990941027
