""	CD3D	CXCR4	CD3G	CD2	KLRB1	F2R	CD247	CD27	S1PR4	CD4	CCR4	ITGA4	HMMR	ITGAL	ATP5F1B	KCNN4	SMAP1	PTPRC	FAS	TNFRSF14	CXCR3	ITGB2	CD69	SELL	SIRPG	CD47	S1PR1	NOTCH1	ITGB1	ADGRE5	CTLA4	CLEC2D	CD74	ADCY7	HAVCR2	TNFRSF10A	TSPAN14	CD86	CD28	TRAF2	CD63	TSPAN5	CD226	HLA.DPB1	CD44	PILRB	RACK1	GPR171	RIPK1	TRADD	TNFRSF1A	TNFRSF25	PDCD1	CD70	CXCR6	CD9	LDLR	MCFD2	MET	PTGER4	PTPRA	TNFRSF1B	ITGAV	LPP	CANX	TFRC	CD81	NCL	SLC16A1	RPSA	LRP10	SORT1	CAV1	LAMP1	SIGIRR	GPNMB	C1QBP	APLP2	ITGA6	RAMP1	NRP2	LRP1	CD68	PTPRZ1
CCR4	0.784758432319599	0.724787071564286	0.702676661989943	0.602926107357492	0.495139385445311	0.15487103606539	0.746648857119493	0.521941270525645	0.685339071452108	0.0934367135919391	1	0.586151103712299	0.0698454361886147	0.488573212823718	0.00540841508375996	-0.0274604304883563	-0.0537449679779461	0.494370038655628	0.213950706419517	0.502816170724553	0.806862617640675	0.0662083204828733	0.597685045407734	0.696361863857558	0.505694057735068	0.230416424483285	0.606852431951727	0.321565298905711	-0.0404530590496501	0.202018742878645	0.845006289851751	0.656757487984175	0.463202537778982	0.171750349164142	0.425558115584876	0.0287787203595174	0.500331692930691	0.327472831937639	0.526242955571831	0.402823149599237	-0.149129937671953	0.311454393433	0.683813542783211	0.591783559718644	-0.0298453725973436	0.0126056352003213	-0.0271698142186597	0.318991760477023	-0.0985298345425841	0.399256624330466	-0.160362271389736	0.562316545686438	0.674499258641754	0.813216558067565	0.476363036378344	-0.274323243177786	0.338474611578131	-0.202211305382241	-0.48976870417264	0.520099590779843	-0.200002803856329	0.796172123139215	-0.13929873225391	-0.0779161668281359	-0.295208463365037	-0.115408840939572	-0.0322241007222488	-0.00716976162316902	-0.403524509430638	0.0967766912686714	0.374378391182334	-0.0470496367416023	-0.453992685582227	-0.0659566266427784	0.210597905160699	-0.16675274160822	-0.00286493761333572	-0.224896940102152	0.0131034630492983	0.00393223313350935	-0.265691002819038	-0.3378255717893	-0.130267053416301	-0.0206865908373445
ITGA4	0.609789992777125	0.494140698001743	0.663695104302679	0.243105082689712	0.13119727057158	0.677461736058353	0.518794207841682	0.151288122473709	0.951818237814838	0.711334802079315	0.586151103712299	1	0.748630457826595	0.44028205012502	0.730508227805073	0.670366952465824	0.584384261326256	0.859505177795586	0.416244512708869	0.465575393341516	0.776534384020389	0.699830633216468	0.173996365164389	0.792726919174462	0.208267619847002	0.873666920221797	0.584862557376568	0.707417985972557	0.641946610869649	0.817892336163157	0.628316515387393	0.416812309024675	0.871018399137646	0.60955776855718	0.882136982347802	0.56862948312446	0.653862319373177	0.659542984536644	0.293732597672986	0.951871654719093	0.387789915060865	0.607806202336943	0.444497582298383	0.734955174075695	0.415796656967817	0.456628603222767	0.695322689967312	-0.0123315473956401	0.563099985710702	0.824797155090861	0.419074025664244	0.555459775728495	0.452531142661448	0.460159521436808	0.0789652482295723	0.00188691426884242	0.730435803450789	0.358613613645357	-0.418330086519245	0.844942059263789	0.315823194600966	0.652286232029657	0.58412121185565	0.434642165425288	0.330808357840861	0.477402660957628	0.611550823611709	0.700098675297974	0.0172660546803573	0.801590346726642	0.674519125759332	0.475271696369411	-0.000331745894005277	0.350298276285918	0.738900013614093	-0.204155707154221	0.718085105416469	0.391120233972481	0.587624612606808	0.0891443808987151	0.381984566526152	0.12751086338504	0.240126061751841	0.0254454816622887
HMMR	0.176695697777525	0.0792647220971963	0.316805192994985	-0.0653522251151953	-0.197155057113035	0.791462995960464	0.13154888082901	-0.156667859783777	0.609321935069038	0.937716216002592	0.0698454361886147	0.748630457826595	1	0.23727661569464	0.959411335047421	0.983512184028688	0.809500236477513	0.810819352267698	0.334233211956757	0.423746188700238	0.346758720650945	0.921221821350052	-0.190460803754399	0.339842007133886	-0.0919741164300122	0.928419037383974	0.386298261210596	0.521201178534248	0.886046998100849	0.95899622274925	0.137351820532704	0.0500935187320086	0.66412217317961	0.808586741688136	0.717930963910039	0.91612707976393	0.520231362269396	0.557338173405504	0.0352961794935472	0.837487535124083	0.551897624516377	0.45308735664695	-0.00874008369973762	0.325573550519641	0.606095840538591	0.63466783840267	0.912332104445607	-0.274594928852966	0.826060035631031	0.747884930107733	0.594362760359285	0.335909682869869	0.0564493515905531	0.0962388984312743	-0.215584443610951	0.144960524007777	0.58779074015431	0.642368784202634	-0.156949850976181	0.678608681720788	0.560870148543061	0.266065075403629	0.917732344260438	0.53803360680002	0.680294152586288	0.675858087298266	0.85513572571582	0.987476225029829	0.434039140720858	0.952530988024263	0.491882186283281	0.592392152040035	0.352652339738838	0.589019132200294	0.85031081060736	0.0650136449695285	0.972537309477205	0.70900237680661	0.767357248101715	0.0022795891285377	0.799347311844628	0.403450520066338	0.500568978364123	-0.0257912608799245
ITGAL	0.881188521425351	0.860335698571725	0.928639802019522	0.904321974931681	0.599978240363241	0.403349814737615	0.880790646911336	0.837989125368922	0.589068022296245	0.165568084338169	0.488573212823718	0.44028205012502	0.23727661569464	1	0.0614141152681037	0.101900319188566	0.0210896243147982	0.672665999530057	0.580102696153698	0.542411704725388	0.777213243864018	0.0926904076160315	0.733149508505154	0.491915740450673	0.909504919945013	0.151775465508964	0.0856048889957728	0.130656864805467	0.0849302522172804	0.423263239248932	0.796465286075893	0.863699224854437	0.195796595842523	0.0472174677842436	0.264637756764151	0.174204238232386	0.735916196228665	-0.0603435045986428	0.959844397484265	0.240689491502816	-0.302151584138246	0.34986770218275	0.308881743066964	0.21917498060978	-0.236030105528047	-0.152094763350925	-0.0313898015666997	0.330590575847566	-0.06301246848601	0.589387921780004	-0.27304225489663	0.849798504631347	0.924412365894401	0.831338632928986	0.623140888735889	-0.364592225442534	0.430710953120642	-0.243025667904425	-0.469727060475493	0.447784235793579	-0.20045341599587	0.814700693798779	-0.0610615407078207	-0.0901717320887249	-0.378757829263481	-0.267002569648259	-0.106085392475822	0.124461991598552	-0.353118878705027	0.0972359213603417	0.252641526937218	-0.140920191218165	-0.3067665984548	-0.328703714284724	0.174867677499861	-0.422221039671742	0.0568468763940702	-0.327957557749552	0.0393271589294776	-0.15165115849606	-0.260654518251564	-0.507750253076334	-0.339365868944478	-0.114612835029727
ATP5F1B	0.0523399591741169	-0.0500530287835091	0.181670096360944	-0.236675848722681	-0.293093575953272	0.785989563117595	-0.00788301702158338	-0.320458173018504	0.569381068414381	0.895677359930705	0.00540841508375996	0.730508227805073	0.959411335047421	0.0614141152681037	1	0.955465149923849	0.865472975051955	0.692594839360221	0.29650290907937	0.282067787503655	0.256928371588678	0.881985551792681	-0.312420725132304	0.329875128700751	-0.248463517616956	0.95508636863455	0.379649779163116	0.655600605925371	0.912169479530558	0.90875316305907	0.0386819003814963	-0.0865140986267352	0.69708251520196	0.749481411648413	0.729410692670751	0.832127454000776	0.375632407271025	0.573154314623634	-0.139254233967457	0.859367885847856	0.746164561506666	0.570496623701322	-0.00350115041587488	0.379764113676009	0.622416150228063	0.729188592308811	0.973574468413012	-0.30700962477943	0.909964748851704	0.701391978934125	0.769936456587812	0.205711887685613	-0.0870208390854167	-0.0517586867282705	-0.351573323394766	0.36679883538928	0.642891311154561	0.756473521746467	-0.027676630428872	0.631896467869366	0.727170567083547	0.138882225345667	0.959449345380766	0.666309541456327	0.786088386375104	0.746356629923357	0.904114754917369	0.977312825507383	0.511334072852809	0.987777768453538	0.617128609653957	0.773140644978986	0.450034450489829	0.655893065499624	0.829318842244204	0.0371948256747598	0.993891896013469	0.814518824832556	0.868693983426297	0.216091814312782	0.871410414797147	0.573117184337887	0.493005512186771	0.183715204540297
KCNN4	0.0410667909751147	-0.0617065727538098	0.179552081761967	-0.184338714832297	-0.260930003898766	0.765095107809425	-0.00143404442505228	-0.261661849639959	0.494369727001055	0.951892823618357	-0.0274604304883563	0.670366952465824	0.983512184028688	0.101900319188566	0.955465149923849	1	0.809236192005811	0.729906710556757	0.26361576101145	0.376104709456002	0.205818583406472	0.933935625802456	-0.287133875305972	0.247682673178543	-0.21331760122891	0.905691556690016	0.401633584981839	0.452463054522443	0.907861176181193	0.91182359273882	0.00713512610039106	-0.0751755226216097	0.590531661959736	0.83174487246992	0.652310495931946	0.941230454687876	0.442581669424005	0.555160191107862	-0.105585294436439	0.793333299753736	0.556043184363156	0.36279781526272	-0.114787221770358	0.220031635901782	0.649207683852191	0.639119030226162	0.923932195524503	-0.317965968942882	0.829471195023455	0.686328016145588	0.596913426412514	0.207008709714781	-0.0888048108769302	-0.0165176040914596	-0.290698027528626	0.153930913676954	0.483864120977658	0.673772112366983	-0.102161947979177	0.594985975660203	0.56839424940079	0.15913477616485	0.946957486114958	0.556976542803092	0.74257582623617	0.715187286420141	0.877907589122567	0.99328882832748	0.503868096717607	0.94438114031543	0.424135500065947	0.58742637986649	0.429781747057026	0.63868557785189	0.83012635713354	0.154130957311899	0.978009398968935	0.755249997845451	0.746271023374773	-0.0515102078280752	0.850132450054624	0.471101007910146	0.578277015333244	-0.0775613075943235
SMAP1	-0.033162765447507	-0.0524990656773919	0.0876698888130951	-0.263794378725106	-0.341993397977687	0.747065147901756	-0.0572717875622628	-0.323402903415511	0.446817946337894	0.72711384525554	-0.0537449679779461	0.584384261326256	0.809500236477513	0.0210896243147982	0.865472975051955	0.809236192005811	1	0.566126469684685	0.50036514850024	0.217266725732982	0.211856987261786	0.738389954616809	-0.327212442427215	0.253903729936615	-0.250501659499522	0.821503797371259	0.28305458850268	0.651757584113124	0.832917193162536	0.789593912139538	-0.040582098491478	-0.0666855443603961	0.660563401728709	0.682513751678129	0.695219563136693	0.690230041987031	0.321024922264965	0.508011243965969	-0.188820317621766	0.743380963958627	0.707969664370886	0.576098153250066	0.0524014484409073	0.401392057364268	0.54952559567759	0.899920574386729	0.92259492927561	-0.325520134638311	0.9472675892069	0.657763692337894	0.786589154915672	0.123447875979705	-0.147142736498713	-0.140620468975276	-0.285177770953122	0.532127967602749	0.656560356257728	0.907717084582097	0.26775707054775	0.594552304042406	0.800558446935628	0.0684983005640472	0.847747972549664	0.823406546823839	0.84689451350823	0.779636176925958	0.81671666666204	0.849490959403673	0.728855997714778	0.853047298292733	0.671932629276049	0.763605504095047	0.685705624980672	0.582896116652948	0.783399523176897	0.0459164008671501	0.848050052054509	0.781378064136942	0.881410100757497	0.189231906012748	0.834295969337607	0.618227667545349	0.381838763627234	0.254008490915119
PTPRC	0.67203138474706	0.617975673989319	0.762828425985647	0.476112875465978	0.291112364097294	0.797658027588402	0.634365443764634	0.364794724819804	0.820212837177949	0.782160838667673	0.494370038655628	0.859505177795586	0.810819352267698	0.672665999530057	0.692594839360221	0.729906710556757	0.566126469684685	1	0.507246130651677	0.706619229489323	0.748873043068491	0.730654422141127	0.369120857512796	0.671292154129455	0.425579752198994	0.772303425008004	0.501836666405051	0.435613026452686	0.70262129019917	0.913656971014325	0.616507900296831	0.57216183478597	0.708149468803609	0.687553692931232	0.778378469556806	0.738265776555068	0.85155404871689	0.509732389415198	0.504556379206443	0.778795914342411	0.19284632938476	0.522355799971311	0.324189659783282	0.507381312032875	0.329779751883591	0.352668997526945	0.630237997914108	0.117086385959575	0.541187195432398	0.920216475735379	0.248062120500157	0.751726004824357	0.561044467575344	0.600491198512742	0.280250821234544	-0.186410339021239	0.637729231129866	0.273299298404222	-0.494046226210989	0.84963827772421	0.257613633301556	0.744396570398156	0.602232159843843	0.392449612165966	0.227509208687124	0.38459352429139	0.568963331022377	0.745351942034613	0.0229566825243235	0.74380426317523	0.552972647493028	0.338338808620953	0.0263953687199581	0.251869561443662	0.794903992209204	-0.170521650131157	0.702117128283786	0.31083426222327	0.574783424037588	-0.116613861024666	0.390834448667583	-0.0107320718347167	0.205153360032965	-0.117517642626707
FAS	0.512083895591052	0.520422719723397	0.565669174710995	0.4709929580289	0.290019605884302	0.583115753102721	0.546977504369684	0.5205575986043	0.461258877866947	0.227337191860914	0.213950706419517	0.416244512708869	0.334233211956757	0.580102696153698	0.29650290907937	0.26361576101145	0.50036514850024	0.507246130651677	1	0.214029828532766	0.555981796273853	0.140707022163724	0.377052170053979	0.418003111897147	0.538551490068619	0.31297368350211	0.0346255886807866	0.393815264913037	0.334464955045454	0.461460232074824	0.468903788558082	0.635140860030852	0.284217791585614	0.0811600697640289	0.341799084802646	0.224427981643606	0.39104050196358	-0.0628495880569445	0.455222588381439	0.402129090220606	0.0788567129813342	0.534494965652551	0.13610185191185	0.25654857039726	-0.192905568058416	0.493484180180257	0.34578506935525	0.26692827253935	0.412511575642493	0.657911742362282	0.10929256118136	0.553999274945167	0.462434142043523	0.376215553015958	0.400349232018964	0.210633610879894	0.549420551233231	0.389231645043052	0.225592003251203	0.405945203846778	0.317486117452257	0.382821355335693	0.197990954814823	0.410448507202881	0.158795175120737	0.05226380269523	0.124005678901546	0.311891367308136	0.386142269154743	0.328544506563285	0.528436925105389	0.268459160925536	0.451918001772751	-0.176446746275703	0.334029991332238	-0.441383846400831	0.274446607096638	-0.0385093240509871	0.405207269235036	-0.050155048872156	0.117334748354892	-0.0900124207442099	-0.316703852572483	0.074559964639801
TNFRSF14	0.469850468995265	0.482425819472568	0.535958400232483	0.446376677864297	0.263525191882551	0.501482945642092	0.434626855263851	0.361848661692487	0.392322583392702	0.575305597306877	0.502816170724553	0.465575393341516	0.423746188700238	0.542411704725388	0.282067787503655	0.376104709456002	0.217266725732982	0.706619229489323	0.214029828532766	1	0.435855695433522	0.550609688914688	0.41101755663752	0.350416880703754	0.385107108137978	0.407353655732191	0.541892892432367	0.187100837515573	0.464309913860909	0.527924368716085	0.383184573176795	0.429549876206866	0.429123270752899	0.618421935662009	0.530492954129824	0.558195933958957	0.841232739440621	0.579413778970465	0.461870915732062	0.342022977321175	-0.0438531580300709	0.175916821306101	0.488178355078209	0.282429187634301	0.440779272738472	6.42588334591874e-05	0.259784293947364	0.0866579847690714	0.180111098628884	0.592462486349192	0.0277048664441162	0.54160862992333	0.439304200287566	0.598493164817556	0.249517693730462	-0.381655449717831	0.383181917252277	0.0488944307057519	-0.578178873010288	0.720393909502865	-0.0186984586711198	0.696103108943674	0.338986969669972	0.269540675775154	0.0743271860705341	0.30910086913145	0.428431678935633	0.373985405103295	-0.181468117505763	0.341616914434807	0.355380841538212	0.104096131582588	-0.150512777669979	0.387136727746568	0.512000161607575	0.337941623272915	0.300053493549279	0.225811339334933	0.234637409984434	-0.233349331564499	0.240895787629721	0.0698293135470019	0.415576467497493	-0.202763661465786
CXCR3	0.939341815007511	0.884141581148906	0.918993953513077	0.727278673221195	0.523269831753478	0.450826827031874	0.901244795966853	0.630514121340647	0.906808663243396	0.242749416891305	0.806862617640675	0.776534384020389	0.346758720650945	0.777213243864018	0.256928371588678	0.205818583406472	0.211856987261786	0.748873043068491	0.555981796273853	0.435855695433522	1	0.200906668569637	0.630909161116221	0.824164931094796	0.672284018936709	0.424432022706093	0.417298768186214	0.456244841195191	0.168914947291206	0.511070214877258	0.946049495018188	0.830944857277325	0.606520169022568	0.174126344618674	0.593340206531623	0.173226040158247	0.647201089007934	0.232445314721101	0.734124791560531	0.601733184683023	-0.0408741961894383	0.561154219912312	0.564850149266214	0.678982559774503	-0.11007038353729	0.164364872760168	0.204132379888436	0.329419594888257	0.158468620324748	0.691569085668889	-0.0168004627008966	0.827310950421518	0.864480149055706	0.816266665478531	0.506647990415133	-0.168638589134686	0.605082172874133	-0.0358056965756244	-0.417040328184058	0.661339771932187	-0.011876747237938	0.849544199954276	0.0508222992869622	0.0749725382498999	-0.202802337233906	-0.0457234239695273	0.06505651776141	0.242925550090762	-0.259976615783918	0.333379110241435	0.509683077091567	0.0862738751509807	-0.264457983194916	-0.190902512861558	0.39792552851785	-0.510940215623313	0.236701322310008	-0.176169410126051	0.253209605643422	0.0370310336936664	-0.149013904822593	-0.380253401381277	-0.295018002221974	0.0263378041852673
ITGB2	0.0355403266192852	-0.0517981720567934	0.17738205911152	-0.206066670581593	-0.326540821718207	0.679522234528084	-0.0205130792786688	-0.2657306666251	0.493058151970781	0.965643290377603	0.0662083204828733	0.699830633216468	0.921221821350052	0.0926904076160315	0.881985551792681	0.933935625802456	0.738389954616809	0.730654422141127	0.140707022163724	0.550609688914688	0.200906668569637	1	-0.297335025449324	0.248564499787026	-0.220606831435836	0.904219598939545	0.462467431493791	0.473817560743964	0.885952478149881	0.869966430013648	0.00194108802199092	-0.0955660216701305	0.675492481339826	0.929454594281507	0.746675748491829	0.919277584723038	0.549492378140822	0.781784560656438	-0.100187470209305	0.784051162128308	0.504875398953975	0.262432022650336	0.0662964577861422	0.317211891502506	0.830178013643831	0.525040892583073	0.868073441112367	-0.400887868325547	0.728442898348222	0.642573215807598	0.56946579442047	0.171818649222011	-0.0845413654056705	-0.00461013452844212	-0.296520235021902	0.0133690418544862	0.505900907412389	0.592159949572481	-0.285898364119767	0.712412554154273	0.449148631486697	0.236040830046109	0.914158960327763	0.563688658403896	0.718565592801616	0.799511565138928	0.932925835802716	0.92473230294566	0.34264441810214	0.897224674625931	0.421582752971821	0.520646431616514	0.275544925714025	0.775253205469851	0.851280091185151	0.363839118083956	0.903846516879205	0.800282472633572	0.655228432596148	-0.107851142401631	0.814705544339738	0.5309330388264	0.768679288790232	-0.154599312727474
CD69	0.815777041211575	0.893028488764584	0.760118768335028	0.923629910237234	0.947362891206534	0.114317026963911	0.816908031172511	0.865398960400028	0.342606651692384	-0.156478717407915	0.597685045407734	0.173996365164389	-0.190460803754399	0.733149508505154	-0.312420725132304	-0.287133875305972	-0.327212442427215	0.369120857512796	0.377052170053979	0.41101755663752	0.630909161116221	-0.297335025449324	1	0.59491374093492	0.866138944779046	-0.194754311868429	0.145284418502057	-0.163178024072277	-0.200871660610118	0.0277581623347253	0.766963442820815	0.856346236091273	-4.91851938350931e-05	-0.187458610443079	0.045211913548465	-0.207041521792375	0.555940530747018	-0.233200183719231	0.739877355812092	-0.0684521904854169	-0.504164904767846	0.226921976216566	0.404049354257114	0.176483090505206	-0.563579039470063	-0.375909978919461	-0.370323600236469	0.816108648595221	-0.356938765980648	0.392876870274864	-0.528358379549223	0.70001483639198	0.803942373888393	0.855418347305994	0.864424915681223	-0.452121392133297	0.0508922936489659	-0.542099056646273	-0.477633029437545	0.226975491398193	-0.376361955950325	0.748678746963679	-0.416417126276317	-0.234523223401833	-0.704122944272677	-0.564526613265332	-0.450427885126163	-0.264339828167373	-0.565120210889232	-0.237320673867026	0.141688132483403	-0.303722200827455	-0.44484281064042	-0.603360134193076	-0.0878252159687441	-0.508509401394031	-0.3089604220496	-0.635741409216122	-0.196703365092753	-0.124100723990437	-0.581929675424341	-0.708890174130997	-0.577683655434701	-0.073363260651379
SELL	0.758418473142052	0.753946469160407	0.745469838586738	0.495600903186527	0.612583673529728	0.450052112064016	0.653620158113291	0.376323124965889	0.851508601096533	0.343205940860772	0.696361863857558	0.792726919174462	0.339842007133886	0.491915740450673	0.329875128700751	0.247682673178543	0.253903729936615	0.671292154129455	0.418003111897147	0.350416880703754	0.824164931094796	0.248564499787026	0.59491374093492	1	0.431747368247464	0.504265418301446	0.486704818053785	0.450336213391729	0.303370459345754	0.491755439333749	0.775915814260849	0.617675366696517	0.696082377794648	0.262107127710359	0.699277603461856	0.122300917611056	0.623652044155159	0.374986618868154	0.373183768006181	0.660075793337716	0.0729610997021646	0.577975191581295	0.626923150208445	0.752807681090221	-0.0640371419207527	0.167616098528964	0.298610046437461	0.476924396263087	0.232470187949497	0.730665465549959	0.0862895895915426	0.601649214788102	0.605394174229558	0.655251873965122	0.443507802882168	-0.133364306436862	0.46558863588633	-0.0088837133736693	-0.454673756646109	0.69222199979332	0.0586297851123792	0.762341347189378	0.143711370385675	0.238869148645752	-0.12048503831221	0.0944681819799418	0.14793937975007	0.292855826990415	-0.277829631871033	0.432198464303473	0.596083516769907	0.253112537853893	-0.186136233106835	-0.106013652047204	0.414353573289962	-0.506623493953702	0.313584260203658	-0.0627877046472574	0.318634495991396	0.0937271246412001	-0.0706885428094999	-0.259952554649568	-0.203009536983711	0.07698703747261
SIRPG	0.849426256284417	0.869033116976928	0.851305726393701	0.965239644061062	0.738226637129219	0.152956453083589	0.892482857948836	0.971892375866095	0.388638883080013	-0.128444138600229	0.505694057735068	0.208267619847002	-0.0919741164300122	0.909504919945013	-0.248463517616956	-0.21331760122891	-0.250501659499522	0.425579752198994	0.538551490068619	0.385107108137978	0.672284018936709	-0.220606831435836	0.866138944779046	0.431747368247464	1	-0.150140841075042	-0.0659031860614155	-0.0755277310207522	-0.185203504319212	0.127965781315285	0.791438454359798	0.911356225892766	-0.0381682955662285	-0.191029157144944	0.0224497685556549	-0.117443979911948	0.560531084793285	-0.280499173748148	0.918970881648037	-0.0244723402014883	-0.50568346549553	0.210838872042958	0.280297222803391	0.0939575321983382	-0.510190254768792	-0.325522558156103	-0.326300693087641	0.541596571658748	-0.331891447283408	0.386022124255409	-0.523341038388448	0.753415106289453	0.880498031493841	0.821825373535369	0.836714384684396	-0.440076644068541	0.199394932451785	-0.481254717987317	-0.441668826105792	0.219689201101095	-0.371008494449003	0.734667201026543	-0.360471213175858	-0.258236137127546	-0.632414338391953	-0.551752320150088	-0.403241448241199	-0.189598357660954	-0.485098161886169	-0.200567241860973	0.116317248144525	-0.32894000099031	-0.406674886017143	-0.576943551998173	-0.071103662265923	-0.500882944495133	-0.252884073022278	-0.602141463018553	-0.199195828323036	-0.182198907709113	-0.545337967055092	-0.69372507364306	-0.542564417060517	-0.131828871964313
CD47	0.213778208550381	0.101658529654613	0.328352971821304	-0.131908845307593	-0.202742728524692	0.753251193075844	0.125782570379441	-0.218186709744363	0.725260393808676	0.90407303757502	0.230416424483285	0.873666920221797	0.928419037383974	0.151775465508964	0.95508636863455	0.905691556690016	0.821503797371259	0.772303425008004	0.31297368350211	0.407353655732191	0.424432022706093	0.904219598939545	-0.194754311868429	0.504265418301446	-0.150140841075042	1	0.512532668705089	0.739209533564359	0.872124491898507	0.90919131882492	0.216382404031017	0.0323261215776673	0.821236139629729	0.798693313764557	0.852844953708993	0.788682956317633	0.518056166641094	0.728883879923478	-0.0444797732762161	0.95374825937874	0.673400235373376	0.576795862342064	0.205005465542928	0.542958884222926	0.67853169779641	0.677581517992576	0.936500704791847	-0.271981045840833	0.82400471606034	0.762879242743288	0.706154061413038	0.268165695839824	0.0566042308395724	0.105967504173212	-0.252009975834332	0.246134344680766	0.708362193144275	0.673648509740076	-0.190380384886695	0.769268607293429	0.600516685217581	0.329200325374809	0.889225516572028	0.637850550172686	0.709448649966452	0.739466315828491	0.893976461666302	0.929974681821119	0.357407465134659	0.978550245529107	0.678971206946389	0.712149829095054	0.292667781908432	0.672289913617737	0.840520049477366	0.0668612822374729	0.94865285408317	0.76062880181996	0.796802022031813	0.169391783012326	0.76704443225597	0.505670212477608	0.529602108706952	0.11701938363887
S1PR1	0.341864044234485	0.212580401229705	0.274184776641815	0.104510040156685	0.184837161788772	0.507958988803322	0.25224966265419	-0.0293085324677314	0.488241846451842	0.495011282261321	0.606852431951727	0.584862557376568	0.386298261210596	0.0856048889957728	0.379649779163116	0.401633584981839	0.28305458850268	0.501836666405051	0.0346255886807866	0.541892892432367	0.417298768186214	0.462467431493791	0.145284418502057	0.486704818053785	-0.0659031860614155	0.512532668705089	1	0.354347350483678	0.453800422032174	0.38970756865443	0.378717757615948	0.178661095815218	0.482837809032204	0.484735637948078	0.487706687435352	0.465781089556211	0.437853572161093	0.55825679898624	0.0480415692914264	0.553648920203353	0.191891457660775	0.293234586864132	0.304497935533159	0.368426488066307	0.416710877849298	0.224189771281083	0.409302013265737	0.051744292068471	0.301622535444155	0.517988739175503	0.233642087486915	0.293298117458049	0.200207152681962	0.411933969850781	-0.0852686481790859	-0.056432234266498	0.299315026548898	0.247670042955711	-0.297687742838616	0.498262246908378	0.155912627069071	0.517147750100235	0.365597125475617	0.347254373691914	0.245329665326916	0.403791178091973	0.431304250195632	0.389388935193993	0.0226078443648788	0.452797313435271	0.405942619595775	0.274743943134588	0.0545432134296697	0.387175939677351	0.479944152899215	0.157979774474043	0.396384718789757	0.297728640191974	0.333907477537071	-0.0508359897113997	0.29727495548842	0.215761332697873	0.330632867360945	-0.0706793018014118
NOTCH1	0.241970997815737	0.130859878435706	0.298964981863127	-0.111572297245214	-0.23583974889074	0.519781365843492	0.139545733605232	-0.160693556036664	0.659168724050499	0.449125540649822	0.321565298905711	0.707417985972557	0.521201178534248	0.130656864805467	0.655600605925371	0.452463054522443	0.651757584113124	0.435613026452686	0.393815264913037	0.187100837515573	0.456244841195191	0.473817560743964	-0.163178024072277	0.450336213391729	-0.0755277310207522	0.739209533564359	0.354347350483678	1	0.517051776745334	0.549837516442614	0.282317760883201	0.0689304551511379	0.72355726532927	0.330229826097698	0.691981622901408	0.28572987524299	0.257619903389011	0.545577676450676	0.0404324845254267	0.768179724119633	0.778959261527509	0.786410492004893	0.434737572988371	0.660324581347413	0.453555816653296	0.649562474617756	0.675396159139232	-0.26535988746876	0.645618030192184	0.523532968899434	0.77737664110054	0.187903980053683	0.15222517802088	0.101422553109313	-0.302341168131011	0.606986338662436	0.878268702680274	0.65379070015474	0.0830500444564395	0.597478641679456	0.648739340031998	0.257789508985582	0.546586503419635	0.612573877911621	0.57884964271621	0.527781671341433	0.625573384755123	0.525715265356704	0.287201700395907	0.673095287249047	0.864018873089143	0.790680146049335	0.227930163911191	0.530810179391942	0.474349529715167	-0.070421075426952	0.591323007797492	0.595520803357479	0.700918323980686	0.606752285708335	0.512499652978161	0.558796432667279	0.2145612364159	0.571275263896842
ITGB1	0.0286285741947596	-0.0261856339033967	0.156503111258811	-0.17732883000247	-0.185420998589322	0.884780079337062	-0.0144017465380701	-0.242295616254997	0.428268445569011	0.916983468190683	-0.0404530590496501	0.641946610869649	0.886046998100849	0.0849302522172804	0.912169479530558	0.907861176181193	0.832917193162536	0.70262129019917	0.334464955045454	0.464309913860909	0.168914947291206	0.885952478149881	-0.200871660610118	0.303370459345754	-0.185203504319212	0.872124491898507	0.453800422032174	0.517051776745334	1	0.884090566746232	-0.017269077448565	-0.02839317895639	0.62754414000714	0.794549280153261	0.713007616335425	0.864659140865722	0.504816441892048	0.603824252372809	-0.134443385585461	0.7399517475459	0.633362463428368	0.514541285849478	-0.00774576800207294	0.288097405116781	0.629724560332844	0.609699017914454	0.921495854873707	-0.183529349753618	0.868621748232656	0.773120226785822	0.688535418882749	0.250938019417063	-0.107294838004994	-0.0341945864497135	-0.246932107836031	0.245638520772607	0.582646033591741	0.707202434781139	-0.110497179435732	0.666762572943236	0.696960188318768	0.202682889128119	0.954461575689853	0.809688442421138	0.740762590933856	0.789278116470029	0.904001658990124	0.92639561027815	0.470074173658294	0.921321939908953	0.627003721552579	0.740164130351732	0.53704789137548	0.648303381840096	0.867924042782633	0.115606192969083	0.912351080506301	0.794222149979359	0.843985365146155	0.077079888114417	0.858801555433865	0.604594504029095	0.539826136293147	0.0976464011037989
