""	THY1	LRP8	LRP6	CNR1	NRCAM	ITGB8	CAV1	CHL1	C1QBP	GPR37L1	VLDLR	SDC3	KLRC2	SORT1	FZD3	LRP5	GRIN2D	IL1RAPL1	EGFR	LRP1	F2R	IGF1R	CD47	ADGRV1	INSR	PTPRS	AR	SLC16A7	ERBB3	RAMP2	EDNRB	TSPAN5	ITGB1	PTPRK	CD46	VANGL2	PDGFRA	CELSR2	SORL1	CD99L2	ABCA1	CHRM3	KCND2	TNFRSF12A	NRP1	FGFR1	CALCRL	CANX	NOTCH1	GRIN2B	TFRC	PLXNB1	TYRO3	CADM1	MCAM	CD82	ADCY9	LPP	ATP5F1B	IGF2R	CD9	RYK	ANTXR1	PTK7	SLC16A1	NOTCH4	TSPAN12	SCARB1	ASGR1	RIPK1	CD81	MRC2	CDH11	MYLK	APLP2	PDE1A	CACNA1C	MCFD2	DCC	RACK1	KCNJ10	RAMP1	TNFRSF21	FZD2	NT5E	LINGO1	NGFR	GPC1	TNFRSF19	ITGAV	PVR	PLXNB2	SEMA4C	EPHB2	S1PR2	NOTCH2	PLXNA4	PLXNA2	NCSTN	LIFR	TNFRSF1A	HMMR	PLXNA3	AMFR	APLP1	PTPRJ	SMAP1	TNFRSF10B	CD63	PLXNA1	SLC1A5	PTPRA	JMJD6	RXRA	PILRB	TSPAN14	EPHB3	PLXDC2	NRP2	LAMP1	RPSA	STX4	EPHB6	CDH10	PTPRZ1	HLA.DPB1	LRP10	CXCR4	CD74	CLEC2D	HLA.DPA1	NCL
CD47	0.553346954097115	0.750221660688789	0.8173188195745	0.708316534335813	0.932597523706485	0.905103928901114	0.319048181081305	0.850328975463748	0.816571392336696	0.736610359912772	0.818897048399338	0.92787527652543	0.776837623329046	0.948577234543457	0.722775166672321	0.83780522370662	0.26402806243242	0.894962299991683	0.614767687471557	0.951498601486981	0.81532430485503	0.673581318740752	1	0.464358194403588	0.418997866035658	0.510796913661528	0.831784327217437	0.88352772665852	0.780780804329474	0.788553742965512	0.629668827573346	0.652426856432948	0.384846355689837	0.645222729197727	0.819058668049931	0.836639578949969	0.780616244545367	0.914691592610838	0.350102075624198	0.738051124709347	0.554750026825222	0.816772390955216	0.767990679880277	0.757121932063445	0.26617895951191	0.703475257776027	0.803549521661515	0.737583020950311	0.83304980327069	0.701891825402002	0.84514018128906	0.861849114201064	0.805422870671978	0.915884646040372	0.521888460290016	0.700213247357427	0.787102015946947	0.833400927620542	0.823888913047961	0.779792249736679	0.405956437009565	0.894144271462186	0.895896428313524	0.80868195049419	0.352411258702072	0.52200803697838	0.804913352442829	0.512227197961425	0.758493043327561	0.859880076597325	0.746359509336492	0.709171271585546	0.784278909894628	0.299370974104611	0.899799554305933	0.406694222079405	0.486630310944182	0.850743903315086	0.360616948829856	0.808352102016493	0.823329447529844	0.538546725051661	0.817029555650738	0.839653135721643	0.782014857649847	0.777798882743368	0.387960667889786	0.773041073702219	0.657502784634461	0.855783691573151	0.74453358107486	0.757262771643123	0.764138677116267	0.780203765305044	0.835207060786307	0.761143871919792	0.445431462243547	0.405805683368042	0.890256207049046	0.796431691177764	0.676915700498348	0.657073427799236	0.49572717485484	0.929132963474379	0.685109408618568	0.795083375134857	0.886330678422505	0.727669541654964	0.758835434489263	0.80846081570454	0.539671400884905	0.956404167946043	0.805851712831926	0.483412510842739	0.783503031234866	0.484210510301059	0.832772131786025	0.247307005956532	0.37846377107722	0.895436358605564	0.811621579884164	0.640666917355618	0.331911481601651	0.859276808726186	0.83859853498255	0.0773978339246608	0.588857773641268	0.0836407129833053	0.126855205408419	0.768757829025612	0.0901076558224185	0.890102434088125
ADGRV1	0.307119423971375	0.089890782226909	0.127689324144812	0.383590167902502	0.543180451658723	0.645971039823563	0.0966534810062822	0.777223551933268	0.110491549217191	0.719532888655502	0.615769226344438	0.641515729280403	0.0336700936047917	0.570876845089879	0.17597077275529	0.214358049592342	-0.248384549626694	0.429810356141745	0.28243788356851	0.543280028798851	0.157766004026777	0.214661590235826	0.464358194403588	1	0.0916791377275295	-0.0846980352946042	0.745899208001859	0.192936127346334	0.522772940088994	0.058172713779707	0.899470531666974	0.0170033449533086	0.127953984011438	0.228077565210614	0.10932508293913	0.296512303678053	0.171483622978987	0.492217414746574	0.183558302480819	0.199175756715461	0.198374702102467	0.221193341949546	0.237944183776977	0.285604487526628	-0.111678663709159	0.168781274348826	0.408422465949135	0.203716836302327	0.575838747199592	0.243439368665794	0.133029992398886	0.701361117099861	0.653673438875456	0.363698547004856	0.315142958524351	0.242920189719877	0.434630073865901	0.476808191040766	0.0538447926258351	0.390314834353358	0.150194463692637	0.220247522320687	0.551428299386945	0.169401468786159	0.0755143605450685	0.108329307383627	0.445879584637657	0.0126140967205212	0.185259324210184	0.42885484401788	0.569976403670667	0.768331226058811	0.476287463550792	0.416647966405778	0.467309952131674	-0.170065523674018	0.125200525550697	0.393183852033296	-0.215560671313343	0.0903385854523051	0.618940632044415	0.85671361206571	0.643166631197887	0.49047945590324	0.323279231555324	0.0836487473650858	-0.0777253686617355	0.54893286549278	0.50726771389122	0.523184651857778	0.28217595590746	0.389879991211619	0.370047977973381	0.0476471207886944	0.334308654452694	0.736771124932499	-0.0137433229139415	-0.126738175302284	0.572659557287886	0.812459634912241	0.620480099530682	0.00260363958045044	-0.117729000717244	0.393770836956892	-0.00914922617698795	0.460796568856708	0.116591370601964	0.100937604767458	0.375970646642528	0.271526632771024	0.29380123989158	0.410431061038718	0.0277347423077062	0.131582361777884	0.115309764602122	0.00818422406223106	0.177707355279745	0.192938799304034	0.0674960134310645	0.543788431624458	0.129126689849052	0.219361283560603	-0.129292670363345	0.394169507572602	0.442987682738338	-0.00637419038952545	0.642774363032794	-0.066668377809517	0.0258436834204386	0.255843862602662	-0.00211414191858208	0.10263749454299
INSR	0.239910053158782	0.590903803696074	0.68529382337415	0.471176516957905	0.483137029769727	0.3494531916289	0.195930827319017	0.318022746486986	0.260074360455851	0.235758869526299	0.542241489705657	0.385763475219443	0.358114500930228	0.507713458961377	0.695818165367175	0.352669306370815	0.437352826115938	0.432772722993203	0.517415093398349	0.384568767223195	0.686423184795019	0.672507603112612	0.418997866035658	0.0916791377275295	1	0.38827961437629	0.299943058542524	0.578658180734918	0.15371088404412	0.413953959403537	0.189161648805018	0.558191030462877	0.616266344286616	0.652550929250039	0.693892187772969	0.613481853062272	0.196832151164319	0.558628311285675	0.352165916371263	0.401252879703327	0.591703125519936	0.550598887374386	0.161106771330565	0.300853633723462	0.771478351537863	0.469525543606933	0.69796588587988	0.516051989382476	0.275356063353917	0.652588505153441	0.501671408267488	0.424714711792583	0.276857060856783	0.446016294546453	0.603453689037749	0.230302832090056	0.639088900325415	0.603233915485846	0.35480711267949	0.764396834410723	0.233522671796937	0.590608282129994	0.488896501761065	0.540214614528686	0.235173188030258	0.935651948415929	0.161282081642371	0.649388938718526	0.42952173183139	0.494552033091253	0.29148320896094	0.301362437847395	0.599946670688446	0.258378183081944	0.535299274857386	0.313996675195142	0.810084446769792	0.49694618030461	0.531679576679384	0.248805022714735	0.269273096482862	0.115958656662762	0.386532876998799	0.245415613782423	0.185675622607184	0.404268101145196	0.681739537888541	0.345835601314158	0.381452656778709	0.473223340534419	0.748141472491384	0.67169201909227	0.617259505375519	0.408491656747528	0.188113959268903	0.214844926326014	0.750464673377861	0.701638451665391	0.5254660714027	0.342542573883346	0.231786063653474	0.200099817101298	0.586430027132751	0.533853974574195	0.446442316846384	0.55964843766015	0.46751791290919	0.618341783882349	0.330741894606759	0.521688483901196	0.283062997124757	0.515563932068081	0.525009213512135	0.587924335960052	0.607007487609645	0.718741756535455	0.269769209336257	0.256185316405554	0.83375681463668	0.394887102334824	0.192508719359407	0.470573757824086	0.361153394993149	0.289107750552283	0.210563104971839	0.162202946499506	0.405771079877764	0.202952862473442	0.206073359986169	0.378234513711234	0.15757218352746	0.415998722200352
PTPRS	0.0869379723462132	0.855165682163897	0.751803461752458	0.816543772739016	0.593888245900851	0.248720087162454	-0.109805259374113	0.395765884820251	0.471497830060523	0.0846661387687307	0.350470253173258	0.326929735505929	0.663698767460412	0.409306130728334	0.814642194821443	0.410310393033139	0.816782637261142	0.502358681294146	0.683688887132372	0.368850642913659	0.637781450685236	0.636856456884152	0.510796913661528	-0.0846980352946042	0.38827961437629	1	0.185293988805452	0.672678740276943	0.122909212114591	0.610138000731249	-0.0116457094908879	0.897452350354827	0.229137205655036	0.553891384602281	0.742671426692588	0.716720933616234	0.320832170489956	0.524246468977928	0.240323942369814	0.860201827078942	0.426267159193083	0.43546804217702	0.24713884669497	0.132897149245882	0.570948109815676	0.354147964175359	0.234034494754249	0.275755614179343	0.120151059704856	0.783246180453518	0.592528041101892	0.37914690070102	0.155264589789061	0.371459667874204	0.128178458589104	0.155918441152039	0.617440649882531	0.356578239596058	0.558869767598506	0.528419222332192	-0.111338480527682	0.708994378940977	0.372974605304432	0.555583549474296	0.0184644083681696	0.382317814208203	0.131472175997142	0.239389837294839	0.780774929027094	0.363682442203164	0.0924627794057369	-0.018724491552759	0.306106694845808	-0.0474965673198397	0.356698496619596	0.895193634154876	0.670695959126856	0.378487765325683	0.913632892256762	0.402400308524145	0.172373364935194	-0.0719175439118748	0.218471280546808	0.348470037048665	0.140710780160185	0.483133463899695	0.716323807787131	0.301129425497067	0.22230126536458	0.226492107678017	0.556508808155604	0.364767994514941	0.41280587388686	0.785256733576193	0.267682001000768	-0.0123052957341823	0.753650310780624	0.867224990321694	0.434954654792089	0.170122628806126	-0.0492750552532859	0.21357468134178	0.895556038908472	0.458666186281759	0.926272449138901	0.351443060089804	0.627411320539877	0.373639645044102	0.185175075609212	0.630343637813388	0.0483954189103537	0.558051664938919	0.448337349415627	0.140300604333709	0.636748712349453	0.616924961673582	0.373755728390997	0.0186332980701748	0.351798835314456	0.275198062762463	0.407055034929133	0.255259911237603	0.838872395107073	0.579657109192525	0.186610208119764	-0.0408094578228782	0.0444498107075015	0.0247740291460566	-0.00316925066147221	0.530388204500027	-0.0173121009810957	0.546698101440024
AR	0.602419945680387	0.460143974024121	0.531228564697496	0.539000645092331	0.828983601561436	0.901706767372417	0.3259281462955	0.843039497431526	0.595104745341023	0.878922938367663	0.775156653823302	0.897325384631852	0.462904098804391	0.881226161172449	0.483268129495181	0.686892775114254	-0.0489413014121202	0.725396457169557	0.466802299142696	0.866389652407532	0.620551142777082	0.443505134176515	0.831784327217437	0.745899208001859	0.299943058542524	0.185293988805452	1	0.61212974440655	0.765435440900462	0.529297107544127	0.863872819810433	0.362961189651357	0.373745848518766	0.501939327545384	0.529959127081628	0.596561268701686	0.593703238256622	0.789133495544709	0.293951222588732	0.493308111690529	0.427136546063525	0.592509337489177	0.621420817658988	0.727087875796268	0.0741371255781391	0.53046813439475	0.738565833625461	0.599421724182701	0.835831791457758	0.468793033846718	0.580609862343059	0.920512427168332	0.861088657455625	0.794583561783075	0.590236155801034	0.589751543975029	0.675576117710694	0.80791802435047	0.583817975497556	0.663506416418795	0.394357931183974	0.623094634045307	0.846728794154381	0.576735047919735	0.271213429004909	0.395248357631938	0.753261386826864	0.334228995343838	0.546031468859178	0.73436720424914	0.801245817606576	0.838450439907008	0.76634536647317	0.521715066965245	0.812768886264042	0.0793071632077611	0.339336910762304	0.776750088862006	0.0344900912684804	0.589280711760411	0.825129886793023	0.809340459239258	0.882001357126197	0.742344090775095	0.70569194826307	0.555299469668974	0.167490699677805	0.858893452848696	0.681802114506591	0.849367360040566	0.61756544054874	0.708113077959214	0.63500435089115	0.453785909135861	0.743159474127415	0.897229969640807	0.22650073522372	0.097223140763778	0.810272111510405	0.915070530922769	0.79993175289246	0.518307301198172	0.17140577552787	0.786207822319045	0.364359142901498	0.708404716402845	0.618824531836849	0.551726804591864	0.748261728526942	0.649504337478396	0.478626978603839	0.8054500413239	0.539856261420642	0.372762583670673	0.569036495934239	0.284077214133963	0.624871724814888	0.23574074203025	0.321867819031118	0.873369749952126	0.606760337979061	0.525153442211387	0.086740969270598	0.641053138022051	0.753541336604166	0.0436225773608661	0.749958182673884	0.0117044650167153	0.089118327019905	0.572821533399059	0.0504137931979832	0.642429231235726
SLC16A7	0.39807887063718	0.876314658729675	0.93069508070651	0.724698394628415	0.853508171997897	0.736079956488072	0.287208370484693	0.68058506384758	0.725655707070993	0.479064446109642	0.728155344471474	0.748463406628981	0.79557428655054	0.82992164718259	0.855152855370836	0.763611511091835	0.472099193741521	0.869632137144573	0.668214201251598	0.78393233196474	0.8592408114016	0.810261021422464	0.88352772665852	0.192936127346334	0.578658180734918	0.672678740276943	0.61212974440655	1	0.57449751296482	0.767508107017421	0.343602545838059	0.757879581686704	0.366164786244724	0.677459028962153	0.90672999903203	0.906711058577294	0.699926939582158	0.852599776437825	0.261106982875009	0.759659995904849	0.61092857351125	0.859080844470769	0.654994056656008	0.609703947059641	0.454883534422419	0.746355402262739	0.756966743941016	0.741353488842845	0.647408982928328	0.818066429597083	0.826518977356966	0.702611544865842	0.615374669285199	0.827749448218143	0.439189596736941	0.563913289421121	0.795373354046838	0.752323900227624	0.769382849061628	0.802989999501982	0.35038876747803	0.923254331369605	0.778562621032403	0.85445345101508	0.400982882958748	0.606279970656307	0.640337939196694	0.593381002736798	0.744965765974103	0.758027208544569	0.486719299493433	0.466776195524111	0.707398904856637	0.193311690050275	0.776252919362108	0.555262293823087	0.658978493648685	0.758823365763011	0.603198469356688	0.707739533691657	0.638458285706859	0.21851154007809	0.593287094862787	0.679920811382236	0.633029873217658	0.757292148719461	0.597441701734501	0.588139092308252	0.595986968203303	0.694074711070021	0.800326100529386	0.718209093563318	0.706487640080253	0.852974203369521	0.681449117553959	0.49013103593917	0.682723902528075	0.637263088878661	0.767368836791926	0.604777618655992	0.40577782704394	0.592927670928416	0.692253769314087	0.856957007190156	0.770645747260008	0.684140414918284	0.882934514170872	0.765759656291057	0.559420664517372	0.815199383967864	0.400485769805546	0.879997765220509	0.817648132415552	0.518135126965597	0.850703508162982	0.55761429079866	0.768794297571549	0.11596983499968	0.446778809106031	0.693254978035713	0.694032822872657	0.532062773323826	0.449476633412489	0.808013844409629	0.694176054210392	-0.00803461951219298	0.377392770407675	0.0335234836680553	0.0302564305414539	0.775621817391522	-0.00148393891051321	0.863897143986596
ERBB3	0.559649387560614	0.450383446563352	0.524174807709871	0.320324747345782	0.674517595562137	0.883166155656262	0.136670306294803	0.73945709410819	0.760837594654876	0.832957204165709	0.596190268965359	0.843068837688975	0.680418858974063	0.768583963307656	0.297235725385739	0.786347830596132	-0.135324817471074	0.756573008721154	0.291590118514568	0.847012725431752	0.494397963461228	0.262103901378741	0.780780804329474	0.522772940088994	0.15371088404412	0.122909212114591	0.765435440900462	0.57449751296482	1	0.665577258831215	0.634222939609508	0.247913874074901	0.123050927411971	0.433526437875944	0.456423613838456	0.583050380777608	0.874512271303296	0.716311410458693	0.0910344599975071	0.395408811563259	0.11544379177487	0.666552582352297	0.907175525911014	0.670040321369585	-0.214179681256802	0.385186232873217	0.704411282823046	0.4472755982952	0.932674591384242	0.339108153756236	0.607453341762144	0.778395969467742	0.901641190289395	0.805068098408302	0.434767164069577	0.840586463701356	0.498777415997937	0.613716252160061	0.655956698733226	0.439284320477529	0.212570893647619	0.590534504205072	0.800502119329348	0.660048978105766	0.0925483719093934	0.332544301465221	0.917293128246897	0.195681645362697	0.486628396169689	0.679180973145713	0.680736030670928	0.667537612255183	0.558188881384496	0.070229186078662	0.63195782215414	0.00298186403692313	0.071413760101301	0.539048411217826	-0.0717843809362733	0.645866988754888	0.924211503867302	0.556681909885219	0.78614435499268	0.838576104102426	0.945120978050318	0.751361175643855	0.00253238923444358	0.651248684352066	0.336037173214184	0.740746064403018	0.488179722860502	0.467780571283901	0.54074145581917	0.526142172573916	0.828769474336512	0.770811430372313	0.0168176253670565	-0.023757127948326	0.641955592224721	0.693599553373306	0.582639332585428	0.590291193836213	0.0342781597530603	0.721730584227714	0.329774666457151	0.644235502606178	0.647607817897725	0.602512005526526	0.619575249519024	0.604806914356544	0.310989271595793	0.743337091876007	0.510288700248448	0.153487467769968	0.539076224510244	0.0861492338396361	0.804574205782143	0.0891398863109513	0.0432916541475023	0.773537241706357	0.769547136677032	0.474609384848046	-0.0849324053074358	0.749245335036904	0.944454879078653	-0.0397222044468243	0.407898416511474	-0.107043678957008	-0.0146584834705568	0.602919951994381	-0.0433438136715125	0.718572195678516
RAMP2	0.552129590224777	0.773073946492461	0.826405843912901	0.594105991377825	0.707619588032437	0.653815332563007	0.140793459830445	0.562178515690105	0.945982389784344	0.533060691870535	0.486756776792647	0.687898860218282	0.917914265347543	0.722886451947894	0.637682180236526	0.836756328269151	0.414647664660856	0.684486885319487	0.498813556774467	0.720513026736868	0.803039257005422	0.483838812948479	0.788553742965512	0.058172713779707	0.413953959403537	0.610138000731249	0.529297107544127	0.767508107017421	0.665577258831215	1	0.308152050645311	0.755898636750524	0.368292873070941	0.623991600778619	0.766896533775747	0.772583221804304	0.770873422372141	0.755553899218046	0.165430865794862	0.729854160871456	0.290779860361124	0.698882336980568	0.744417787637992	0.667993580536636	0.260985624426585	0.493906751630583	0.650156072382769	0.52474048138134	0.647809759288449	0.625265472337579	0.782197231870289	0.637827182589031	0.614815049137638	0.783779735334344	0.490300081964624	0.716463575083835	0.657200147260036	0.614952065501548	0.921928862638405	0.587787640277013	0.189395897277368	0.814060061733776	0.721998257219697	0.781761391621595	0.097501328705227	0.590531146101962	0.687134257526424	0.323349199205846	0.818918594728918	0.660920994223634	0.551945843939071	0.366042225132468	0.579551086311481	0.0689978054863831	0.650098270041498	0.536059276469019	0.41203883329425	0.644502815682984	0.499496523456363	0.857786707380582	0.630130719505142	0.251365810715946	0.678113781102731	0.699716241350117	0.737812024345664	0.87333142062579	0.481422267398322	0.635329532896937	0.270847613933921	0.621621343582742	0.632388391409676	0.547471809065612	0.615428708665856	0.809452109406781	0.772185641839887	0.438730187406074	0.430527883852465	0.511231088841759	0.632167015004236	0.412961535066509	0.383075354691382	0.638727393614955	0.553849847979732	0.796916504616381	0.798493867784822	0.583102541872876	0.931402502695381	0.713826214943501	0.653266389155574	0.72456662301816	0.316594699436781	0.859290097066745	0.733827263013304	0.257739381339981	0.737118706361937	0.470151014585963	0.751514524492244	0.0526150523695138	0.352186154252931	0.710904608157823	0.905088249968666	0.559461494914871	0.500725499867983	0.711485533077716	0.69823145594385	-0.0220487720755293	0.301663298938524	-0.0435172842634767	0.00872057984690644	0.608422661231308	-0.0172050109361314	0.904695933441603
EDNRB	0.558992607534125	0.203964366701367	0.294258282166887	0.433543623730631	0.665173337410492	0.771429400328797	0.213174093862017	0.820012831249281	0.377079824640944	0.844044658536875	0.635085183398116	0.766679419977859	0.230218007313728	0.716880976174893	0.288651321258346	0.406810843433157	-0.18911238073641	0.522056128896183	0.383328179033753	0.690413907768057	0.381764370437823	0.23841389696178	0.629668827573346	0.899470531666974	0.189161648805018	-0.0116457094908879	0.863872819810433	0.343602545838059	0.634222939609508	0.308152050645311	1	0.175123951285364	0.350201500035102	0.379135607311622	0.288853325529562	0.417344583421381	0.320571030989103	0.608178833175559	0.26978530654664	0.33502710592698	0.288495901331796	0.351011874404632	0.393766290703166	0.513494654405111	-0.0216530894556736	0.286900244263345	0.579884345242612	0.375110608839018	0.705920566529098	0.287676894278597	0.336717868841363	0.816681872321251	0.777805767984679	0.571013845317765	0.527346284248293	0.443758466473098	0.5242038639139	0.639505562495059	0.320583582106063	0.504456036623049	0.295412331718241	0.379081664545434	0.725406367155275	0.341061559466404	0.114644192350908	0.269976884931702	0.630560221103251	0.111025314276024	0.366964003233536	0.601080841205573	0.794174401504781	0.851874151055962	0.650422874369031	0.54471528778435	0.664064737176582	-0.0871462006942825	0.173423551470386	0.627083871196266	-0.139222554083283	0.373762587474178	0.723341624724835	0.963615662372007	0.824787600661834	0.608352332781816	0.506348781651841	0.308667561305329	0.0274435145211105	0.769440865059796	0.547730779068465	0.716215092540269	0.402698041036866	0.550862023859805	0.530256436045467	0.201644011474091	0.552526379784627	0.855418640648624	0.0514333283510104	-0.0583443468533573	0.696387736105225	0.883819090159845	0.803280854546546	0.20827758447256	-0.0405772963262174	0.607107017219566	0.142393915938993	0.593219790370221	0.368928995566258	0.327091878252799	0.658869608936509	0.408638935242141	0.454723142143776	0.619732748832674	0.263243759941749	0.22287113131077	0.243864557657117	0.168116387317768	0.326950207238581	0.274231439003457	0.23683822857102	0.769202585900396	0.404184313282074	0.436751019703964	-0.0191715681956399	0.48898294035872	0.583430888118923	0.0712660592457121	0.793831943371748	0.00431936135018237	0.110883314587992	0.312892400160093	0.0780978326551375	0.349922768444456
TSPAN5	0.275437483525561	0.882080480160285	0.860717552787045	0.857810440219849	0.712158469815392	0.403484587577335	0.0208921777374864	0.490781200575918	0.625522589916178	0.258968687697697	0.513658398836829	0.485266616040549	0.755636515948945	0.585101995592691	0.888661970379473	0.543425500703573	0.802500019765181	0.57764381241547	0.705321219981853	0.509910570650179	0.809548326249185	0.731924211935715	0.652426856432948	0.0170033449533086	0.558191030462877	0.897452350354827	0.362961189651357	0.757879581686704	0.247913874074901	0.755898636750524	0.175123951285364	1	0.421183743200294	0.650946515244873	0.849162113279575	0.818304416544204	0.388771164213974	0.684673213144193	0.287629233444642	0.897186882883078	0.497664015461465	0.532092076487484	0.336337190776874	0.34676774556551	0.637412524626399	0.456523987260091	0.465312923837362	0.437512206415205	0.280785247855341	0.835884954459758	0.693622349047349	0.53434610148869	0.301356278792042	0.559096010125851	0.357047101178937	0.292816868906309	0.721205340379147	0.528368416091217	0.710214501832501	0.660457258447777	0.0394661758935399	0.824606708520664	0.541562235942443	0.630569282151352	0.0902602719284198	0.571823695313586	0.284448402035405	0.370319831996939	0.846786542906239	0.512676555430635	0.310723301352031	0.162900351390107	0.520656371393179	0.129270420558139	0.543257109612274	0.85609589781075	0.720111765452569	0.584067838116643	0.886477187228594	0.576114632712886	0.295475218909397	0.130867422727266	0.434935782558053	0.476287598350483	0.280714276860794	0.587243851732742	0.805397713070313	0.480214272184777	0.321819136193643	0.424683136281355	0.650848007920335	0.539509010472029	0.579669498878943	0.830424391501825	0.403398235319277	0.187657210007298	0.784753392320127	0.879558556742852	0.592381909427835	0.313729865730459	0.166575744915429	0.360395711699938	0.884466828117194	0.650386222159085	0.95619798018757	0.501882000518853	0.782249570744384	0.523473859416468	0.417501009352882	0.655682252544118	0.219227668252467	0.731106999494664	0.607582397445895	0.308644969260943	0.707382655637298	0.690848161451358	0.464721752537183	0.087849043093502	0.538195316723733	0.493235944557133	0.56192325720723	0.429758329927608	0.855738505208922	0.623644767358029	0.304419112065056	0.00868310356838514	0.264954749986124	0.0399751124965939	0.049748489033774	0.558640092032078	0.0250952666795224	0.680707509384925
ITGB1	0.748595338177119	0.369527744620954	0.432106696945154	0.31180879054955	0.396037957848109	0.3090181950548	0.336040591302918	0.235816332078424	0.299630132308769	0.345106600407623	0.40615992834748	0.349570510528894	0.207962974267413	0.467870850167439	0.43052415858814	0.282070169085658	0.218482946427782	0.257763525280484	0.402522946410383	0.397694130910988	0.694912944180054	0.413260614085416	0.384846355689837	0.127953984011438	0.616266344286616	0.229137205655036	0.373745848518766	0.366164786244724	0.123050927411971	0.368292873070941	0.350201500035102	0.421183743200294	1	0.741944440577935	0.564851930541057	0.357853578508155	0.13591562577484	0.395869956048424	0.497923482782076	0.356180121802514	0.53017651503543	0.311833207915552	0.117987188746638	0.396389524097669	0.638455194921734	0.384444508038916	0.511328160965425	0.456672087368321	0.292475112790307	0.357280288232014	0.484733933238926	0.377557341595344	0.278616414525704	0.425227934770881	0.874214061808674	0.287959624978995	0.454765060334775	0.716580196691653	0.425820655924724	0.639204057059904	0.390626646407905	0.461876315342981	0.537855433364343	0.431437823563886	0.196972495574855	0.618733664420844	0.20951565213566	0.514857303758835	0.380697525395652	0.557378009034884	0.559929724901256	0.498492862023764	0.769421740141402	0.571988561643004	0.566011391666286	0.297204635683132	0.580183635943883	0.60819882454413	0.266698951685702	0.380524798929147	0.218966325716816	0.360926308583116	0.528088429539515	0.243935991766596	0.167948933592282	0.407415224666563	0.395062992588111	0.601116645555139	0.38236916158582	0.612449465502067	0.542180452780901	0.707833372100586	0.594363512263319	0.261509965628422	0.287530505189798	0.447867489340777	0.405731159704988	0.41149556338287	0.538223388829296	0.310736686924442	0.566673390727337	0.208271616298434	0.348026364593584	0.475990476774071	0.319962603428059	0.501706087138365	0.445229697576916	0.48701217865905	0.709449248550508	0.450460364297066	0.520168999439673	0.470305831259798	0.512003740683597	0.509016201888511	0.426190018168568	0.692504075530641	0.194741166011387	0.452908078178984	0.764555588982098	0.538869851535038	0.304225036116332	0.600465577633365	0.341171185410034	0.160604490487704	0.164836523422262	0.338240392669954	0.667331780096624	0.377575531554503	0.396423960894511	0.297873355371644	0.357673560188069	0.390868203288452
PTPRK	0.68187189140748	0.723586515289276	0.731594879256042	0.56682883248453	0.690301090226049	0.570709142546607	0.211201280347637	0.535806682687134	0.524579913091912	0.491882537513197	0.607338324656461	0.592752853172967	0.58647383380447	0.6681574280248	0.678449470562655	0.52920651464013	0.418729936815994	0.625900357029465	0.595900453976955	0.623946177353654	0.8346750150229	0.645925637967922	0.645222729197727	0.228077565210614	0.652550929250039	0.553891384602281	0.501939327545384	0.677459028962153	0.433526437875944	0.623991600778619	0.379135607311622	0.650946515244873	0.741944440577935	1	0.763291022417795	0.705544707547146	0.486336641639181	0.652170385073381	0.304120254163933	0.645861928439519	0.471676846005975	0.624365917669903	0.463663287077887	0.407980263085558	0.561904474924571	0.506485134033801	0.685575082038027	0.505657723554094	0.533229199310904	0.639173023925531	0.672439170863802	0.607420019145409	0.539799162111321	0.630865376257743	0.758758826068878	0.480726497746941	0.687217508576856	0.769868447507983	0.6086704288231	0.750431357534202	0.242717722933669	0.729355963828245	0.757645302730677	0.709817438519636	0.197105237149282	0.674621643742772	0.467618476630072	0.495595950226589	0.618311366898799	0.685613037587364	0.48287581399511	0.500524429176601	0.811877565299084	0.312853225434473	0.636966580908721	0.544748991741734	0.652797266990488	0.635305927400755	0.48213787893398	0.502310330706639	0.50312821533379	0.308005440163021	0.631000558992243	0.566862774924283	0.444636684711482	0.669787124983733	0.497044744518258	0.648067381748494	0.437395674730167	0.64968635387395	0.759397563863941	0.697637172861841	0.70844591887531	0.645562262912288	0.495774540373394	0.49218645364317	0.592219218832239	0.601776200819224	0.685810187068418	0.460165683790889	0.422340719013678	0.322307196885263	0.576640273188175	0.651521945487898	0.633489488194764	0.580664443006087	0.662209098802044	0.609145357075323	0.605993934576998	0.688174024597572	0.382332250118572	0.700907103807	0.589879593556839	0.401950874198651	0.671019985481691	0.660061409697272	0.501637579688502	0.190461828586624	0.5800123172449	0.59949879280796	0.516610447268307	0.484841152797318	0.46745921198538	0.616104091757055	0.484742880702752	0.0626482678879221	0.480567623703852	0.100310447623484	0.110095622443798	0.582648468258665	0.0727197455099836	0.614529687160189
