""	CD74	NCL	SORL1	SDC2	TLR2	PLXNB2	APLP2	LRP1	SDC3	NOTCH2	LRP10	NRP1	TLR1	LAMP1	CD44	SDC4	ITGB1	C5AR1	FPR1	CD163	THBD	SIRPA	NCSTN	HAVCR2	TLR4	STAB1	ABCA1	ENG	KCNQ3	RXRA	UNC5B	ADCY7	KCNQ1	PLAUR	ACTR2	ITGAV	ITGB2	VSIR	PTPRA	PLXNA1	STX4	TNFRSF21	AXL	TREM2	ITGB5	TREM1	ITGA4	GPNMB	NOTCH1	TSPAN15	PECAM1	PDE1B	CD33	CD93	TLR7	RPSA	ITGA6	CD36	ADORA3	PTPRZ1	MERTK	ADRB2	HLA.DPB1	CX3CR1	ITGAM	CCRL2	CMKLR1	LILRB3	LILRB2	CADM1	AMFR	CD63	SELL	FZD5	INSR	JAML	CXCR4	IL6R	MCFD2	LY96	CSF2RA	CSF3R	TNFRSF14	PTGER2	ITGA5	PLD2	TFRC	RHBDF2	ACVR1B	NRP2	EPHB2	PLXNA3	PLXDC2	BMPR2	STX3	SLC16A1	ASGR1	NECTIN2	CCR5	TSPAN14	TNFRSF1B	EDNRB	MPZL1	CD46	SCARB1	SCARF1	CD47	CD40	DIP2A	LILRB1	TLR6	ERAP1	FPR3	LILRA1	ANTXR1	TRADD	PLD1	CD69	TSPAN17	CCR1	SORT1	CD4	ATP5F1B	PILRA	CD72	JMJD6	PTPRC	CLEC2D	SIGLEC10	SLC16A7	S1PR4	TNFRSF1A	CR1	CD9	PTGER4	CD68	C5AR2	ITGAX	C3AR1	CANX	CD82	RACK1	SMAP1	CD81	CD2	CD99L2	C1QBP	LPP	PDGFRA	PILRB	TNFRSF12A	RIPK1	CD3D	ITGAL	CD226	CD3G	SIGIRR
ITGB2	0.705122523032105	0.805911224604247	0.772217221121396	0.441332289793943	0.631796573130152	0.788851623238925	0.784437670576263	0.862810608362861	0.763284392872158	0.825254323623776	0.95058365981801	0.862921005640636	0.852424457501855	0.738786134309886	0.518128264419341	0.266181749326514	0.933734281311019	0.591177944664448	0.589725035124106	0.872949768907049	0.0360630336835345	0.906845357913803	0.931170088040129	0.962582112916378	0.702594439544813	0.813995572154086	0.820330227832004	0.854980880370103	0.520484190373308	0.455316725440437	0.596123295797683	0.853439306552452	0.660416100614103	0.752375267093656	0.85685070484397	0.734028929634041	1	0.405890829884971	0.862695602381294	0.923785979991539	0.886441699342983	0.637083953926439	0.750029955119706	0.84848669939076	0.865349813472233	0.195301877160244	0.598358221563686	0.675974293434318	0.60587145052448	0.813989110245979	0.827345045370574	0.875537641153687	0.920768520177301	-0.161326237884997	0.736606685614704	0.661241561323257	0.713519207768341	0.483256501060587	0.897230824518749	0.0824817804926716	0.851166158074578	0.737235313067946	0.464045638659876	0.461266280473324	0.746823592759024	0.467210856728544	0.835432970087926	0.258804862718868	0.371129779907408	0.83305313013062	0.881672134438938	0.877571165198548	-0.141055423839766	0.824344520336878	0.120639801268959	0.00238244494940611	0.438935413750712	0.830962255818532	0.867765285397349	0.950173149719802	0.670126902097421	0.711568948561411	0.810366251995368	-0.217741272106061	0.633045683630034	0.763863406827196	0.68949597070115	0.778611484483451	0.654156624408792	0.827769861702706	0.745720886135407	0.810261882416603	0.805635437006561	0.837525606841973	0.674772828682335	0.796631207559824	0.317865387261604	0.884103367562642	0.72528433497557	0.880957557780581	0.704607951274891	0.382166148295487	0.88920402720573	0.933144592539588	0.881762301189975	0.560538665666012	0.87148924428951	0.710865325094649	0.754133263187771	0.595515743509476	0.761366840078459	0.889351996618753	0.909043631339903	-0.273639367377473	0.589428981353653	0.877205374944601	0.74890225942209	0.268940277543922	0.844030228502167	0.653048190681828	0.856137070308144	0.92429176978424	0.927805393147817	0.765902744254328	0.892961616770532	0.656869078594795	0.701705712642162	0.397807932544682	0.757383948907769	0.0770987261921112	0.075162717159879	0.923643162923162	0.486614021831582	0.911892371890702	0.662864306116932	0.812809211779069	0.607553752761082	0.721999645199612	0.76393299554256	0.96344821534775	0.655426099371177	0.705783214718407	0.892033757333308	0.944921049463812	0.192166315316779	0.848444588737811	0.774476919848022	0.896259067006132	0.118477144031507	0.753534170641871	0.565225908768942	0.8731846499124	0.210054525134617	0.65201762898984	0.376827011242321	0.175958089055871	0.582916591182208
VSIR	0.70540660109983	0.625317964324385	0.531927788937788	-0.3077339243592	0.716234012734346	0.642743278680713	-0.0341457005286628	0.0105281272205315	-0.16157248184056	0.114522990913893	0.485233490767916	0.131335098746903	0.625268021914264	-0.137624453028634	0.266203569547113	-0.11637084100511	0.353564544363194	0.257130476841894	0.829093776714645	0.333007696933947	0.218811806469865	0.120339460077574	0.268190797306175	0.418743526395191	0.114995188074753	0.277455695195483	-0.0634365976743436	0.469450341832529	0.546807850883645	0.297740487821469	0.568809628673981	0.640044419887201	0.621428466513917	0.0757505204695205	0.558314054343488	0.511042485850224	0.405890829884971	1	0.46187531003311	0.174256711205	0.55560891781392	-0.215565228909616	0.580936773846085	0.365079609303334	0.357223422349949	0.155935591329532	0.770111449123887	-0.26041641584571	0.685129470478385	0.444133626675964	0.375147547337366	0.174286874998423	0.532220593293417	0.523899239249105	0.551489217606302	0.633497561455376	0.469841155180132	-0.239520935995759	0.353658383104431	0.0023071235743901	0.175948357885214	0.618024656189064	0.627516192591116	0.658296893048813	0.543488618953737	0.104263890779483	0.0262728128064556	0.0245216775761984	0.635965259703848	0.428310711400879	0.168289052329681	0.0358480939757489	0.323695683920612	0.0934329426777089	0.302347467324412	0.267812148937053	0.663809971602554	0.508320493921471	0.0882366294223693	0.301693856327021	0.730752635582181	0.358028068815915	0.0604816062864791	-0.000176545875978467	0.278142666516804	0.513492740771684	0.021603772442254	0.61157288032835	-0.0439333356678557	-0.078309688730229	0.398341170045297	0.181135247684452	0.522025253228076	0.48334112316252	0.0193808880970446	0.475752523945926	0.0653936286365745	0.567229571078625	0.377754209625555	0.294090561486591	0.650397854904789	-0.172844826550322	0.449055705803917	0.24174928231466	0.0306738251792388	0.638322470185243	0.379601034234824	0.473568558390076	0.345645712507198	0.734514504358422	0.51653355881037	0.435199225698032	0.237773201046607	0.295089242810151	0.543075534217895	0.520284804876729	-0.0311918160100677	0.41058879746191	0.413867863135368	-0.0674543143317268	0.146860285903227	0.46105691881966	0.55260067667197	0.0597826394764356	0.171871792113597	0.655912899183706	0.752119152003674	0.301445068066821	0.737554887099238	0.412011910723567	0.440486916176639	0.487502161383353	-0.356127762268132	0.126867429436043	0.713898900652585	-0.078702569481386	0.425589344283648	0.18937001547695	0.508445287854664	0.366375755989546	-0.16281596479746	0.646362092698508	0.442228777091482	0.342492992712612	0.200264176950584	0.0788851267731861	0.724221796712798	0.371974392394478	-0.0138688933256434	0.458631041284052	0.280507650739283	0.448848045209805	0.208184603640128	0.583846915413979	0.300601649780827	0.172814979612662	0.582797211795732
PTPRA	0.619981543540863	0.920992911747742	0.744414561006898	0.258873612566758	0.749496206417511	0.802694796660298	0.659455090359041	0.722937546696963	0.626733402354099	0.740657281321163	0.885039886890606	0.762063407491918	0.827170157238256	0.567837764031507	0.648802492672403	0.30464546519841	0.912128496806627	0.629104101593685	0.651515472249497	0.833716567767384	0.209843433509617	0.791122940457629	0.845456449560325	0.865554547584624	0.693206464214259	0.712949397660872	0.708843336198487	0.838197353308168	0.52117455770882	0.563541521649053	0.589779173365285	0.802806298688863	0.629337125557709	0.6314935816375	0.892377525863464	0.745786271982046	0.862695602381294	0.46187531003311	1	0.797543231465441	0.900531929159883	0.541398532603638	0.676836848483504	0.728871016010824	0.738211466263966	0.267217670756777	0.760619325280033	0.494910739078026	0.75853036604492	0.747840912537797	0.867612231662249	0.789338982231384	0.838994948285978	0.0421852156606264	0.677586517253543	0.728251338968322	0.696758965313909	0.285495649682605	0.787999605967262	0.302026477082329	0.774723634353381	0.753603379028023	0.39275923599002	0.407817507199638	0.764284096195756	0.469496510702035	0.719468013577063	0.284517674174707	0.489680130127503	0.75240586571392	0.82169278111324	0.706198970092011	-0.00381170022779335	0.668754509225916	0.244144169459733	0.0570577325050916	0.576912920139425	0.887441466619381	0.747411622555465	0.786099584611558	0.666006670594218	0.705226871850896	0.72678927924705	-0.111922125867229	0.642852192597848	0.742269451327472	0.656217022613865	0.747504359683582	0.635365871750945	0.70445876098512	0.720743480337504	0.802433411676944	0.784828042018067	0.877289677808731	0.560091608112463	0.859056937159394	0.303337504253008	0.808340847035223	0.763636525383765	0.888623702387331	0.862355583768259	0.423006704611151	0.833205741846822	0.872043728929801	0.729821601997478	0.520941926494296	0.877264107991203	0.61339951090097	0.872904469609484	0.710655078545126	0.795915689977787	0.853563788676983	0.840744582821754	-0.0972391220175523	0.685827204264691	0.835024978653575	0.66754001109872	0.517381931747689	0.823450935107553	0.562553410558344	0.787819170495148	0.847156272280513	0.899794173290847	0.641649257239047	0.767986241774962	0.813154962829316	0.840924788867641	0.660279978135763	0.720054076730887	0.400614815766992	0.283199897610679	0.88721969022528	0.310025499013725	0.781799165611021	0.697916602491722	0.611791587484734	0.687619175878738	0.736351111765439	0.686460544347689	0.90597719963999	0.557868091380627	0.739742951170509	0.900454065315885	0.80686822870978	0.47646655448821	0.74620250315573	0.779901844006415	0.915696440144487	0.322679585456585	0.866903008602346	0.687959313139232	0.895469493250963	0.485324042507856	0.78587584941789	0.390450299387243	0.460538678509407	0.723229228960756
PLXNA1	0.542107739730182	0.672219947484929	0.704559392578426	0.513500653989591	0.509154731334869	0.68458763449003	0.822984787355928	0.910693764782713	0.863103665213276	0.818392617223561	0.878614119780579	0.873371582876262	0.746545112744604	0.796087636438949	0.447356648369063	0.278116194171989	0.896514094055773	0.563473839089402	0.398353046888463	0.844921444978858	-0.0499737724028941	0.922217775198009	0.911967301067477	0.896656817596928	0.711730309210211	0.794151776032963	0.866468348060212	0.789038402268797	0.442869063933659	0.420097681464738	0.512286830646365	0.728022021192662	0.554007308725645	0.734821500724941	0.725317888366932	0.687650798434886	0.923785979991539	0.174256711205	0.797543231465441	1	0.781758994052066	0.681763064754096	0.652008109657861	0.834791264184957	0.838522747844792	0.134185589576597	0.4063369636561	0.763192106519483	0.48351707033737	0.763244771177771	0.801277248859018	0.864391232505042	0.821572948562136	-0.307129060106016	0.668858904500412	0.476514154373055	0.673084475282773	0.549644289068514	0.870635801612605	0.183191720646024	0.871719111289426	0.628080386492474	0.272277931721089	0.338887364533801	0.667553771743159	0.474424594794009	0.876201072218024	0.22639842283849	0.250318247867459	0.794025667034435	0.878970068669315	0.917761665905713	-0.281558496971897	0.850066366062521	-0.0212443356510583	-0.166127708616123	0.24399715990951	0.716308585866129	0.873324710916641	0.922709826181445	0.497995111885586	0.632048130231523	0.814341832869206	-0.257036704359954	0.577577883716671	0.703361873546449	0.684833609333956	0.667360386175591	0.69883199100182	0.895111302858882	0.726268858263039	0.834275219979404	0.73129458639629	0.793458699283176	0.649814427830657	0.749306693641127	0.285945171823592	0.774992166386068	0.631320361611369	0.841934501684969	0.581759635983349	0.487160944103698	0.838895303244105	0.929061940689589	0.922434611760896	0.372238559010263	0.79644209028895	0.633354264692248	0.696060460439094	0.467193377174704	0.653325865107238	0.841590276193432	0.894190934927654	-0.370882000600508	0.537543153618471	0.759062404468769	0.791088700550067	0.131440894592067	0.791388082164067	0.677368806417751	0.881958678025857	0.850196920691938	0.820642361410336	0.806256159561731	0.855124585256054	0.516577737577939	0.522383704975705	0.343754390116196	0.605730907896434	-0.00622660095059676	-0.0924468683196098	0.855555787522719	0.566771080494857	0.929752100203155	0.463450209445345	0.866950295120081	0.560813133970055	0.678934066756719	0.713394190619177	0.911471633329861	0.716579062156253	0.527748831468775	0.804247006272209	0.920718100603059	0.13503383165681	0.857640951904858	0.595597611204264	0.849090226523398	0.226867261199863	0.665208275695852	0.599281819476777	0.794374039563305	0.158182017085198	0.531585192519369	0.238340863386272	0.129207899335577	0.412794088724422
STX4	0.729985507122898	0.901336153607139	0.779467402464073	0.248915850826154	0.758705526930779	0.843965020423721	0.598283042548351	0.660146177173227	0.534711996922288	0.692325819316374	0.904141262693164	0.732804694599664	0.882063740719039	0.526454716882226	0.561855007207658	0.195861479539978	0.883533110900668	0.597292108891351	0.724785052165105	0.800153491817122	0.160097281489746	0.744171013262106	0.796556858735739	0.874012383116915	0.611998282997173	0.708234807521692	0.650638903778787	0.823443623434204	0.616505816656175	0.475243215533348	0.683308228502752	0.865816710995218	0.711529111677504	0.647021355830801	0.883767296546342	0.75898000326814	0.886441699342983	0.55560891781392	0.900531929159883	0.781758994052066	1	0.448886515763275	0.752936249923586	0.751631894581225	0.774215061472559	0.278705350935076	0.77837870734326	0.420086234673541	0.763311147395176	0.745052861514066	0.78065790240342	0.762619595900179	0.85753407965157	0.0276295648045504	0.72449060421075	0.727022689650211	0.719697625216036	0.280692887355194	0.775871133569531	0.136398214693309	0.743462303572745	0.819986214277087	0.519306454574373	0.534359465313737	0.781649173627071	0.423697979000063	0.669473244953931	0.256981636952905	0.466698385258991	0.762272568480008	0.769772389092052	0.674451708568038	-0.079741409159687	0.668437826976542	0.232946943707624	0.136531748093634	0.639451480308099	0.872173308429356	0.689353686064135	0.78465966223824	0.781807088190825	0.662674791548694	0.65467320198042	-0.189128754767952	0.57987940795489	0.833454065405924	0.638628439968797	0.831046499983007	0.551827597867662	0.638208129920287	0.72136530098844	0.782857241390257	0.817969573073727	0.861263960179378	0.531329367726067	0.835475736341879	0.241389743554031	0.880205974719407	0.764927394914148	0.822065375716474	0.828933934911489	0.302778819568379	0.839936636054022	0.827491060482395	0.675829083766308	0.572148746647054	0.846527585048937	0.679889311958396	0.813893886147765	0.723201992519606	0.794141705061806	0.828490182675333	0.797627220286912	-0.139849320049543	0.691274162859961	0.861605175019362	0.585579802275292	0.474871458517632	0.793056129196594	0.498227267062683	0.722079702092925	0.858044080476762	0.878951328277593	0.629903589474905	0.750792703356422	0.800458572601946	0.854347957180243	0.566674986581267	0.799429501523621	0.215819447114701	0.247752504326791	0.861315372817357	0.254182691471205	0.748487164509392	0.814419152122195	0.586361082358679	0.693095420194308	0.6775847442402	0.750509675103972	0.88388991113702	0.468541631167619	0.744346202865437	0.855914540304993	0.806486824393177	0.341443346518381	0.672911301565619	0.813878171638945	0.892497977370045	0.16162943192913	0.843307565409346	0.603396117158697	0.877961679770088	0.358697002632989	0.75002212869941	0.421904737956518	0.319122737487514	0.669811846174796
TNFRSF21	0.065561128226654	0.408874165636894	0.168972066557951	0.781669066684791	0.119860510566494	0.214740820033232	0.897680218837001	0.823975701660009	0.824842059152875	0.868641657108706	0.498139844959583	0.633211346911024	0.286485174924101	0.886680439733665	0.664689785301973	0.736122140546401	0.664651000992448	0.63122509975672	0.0794133111291537	0.643471397782002	0.336326290035354	0.799164646838474	0.767947360686647	0.593044260208356	0.785679465094957	0.45224085178857	0.890289933120466	0.417167117756347	-0.174423760418664	0.520180402706871	-0.0912811669432539	0.285341088825218	-0.0158036694862305	0.827302575626355	0.60546185838811	0.143847563171633	0.637083953926439	-0.215565228909616	0.541398532603638	0.681763064754096	0.448886515763275	1	0.104505800578116	0.322121225375182	0.383659483737582	0.466974964938182	0.0628533655356806	0.905777856524064	0.148336290739849	0.326243963264887	0.616876864684097	0.715601519739329	0.547824050496121	-0.154555701342894	0.0988148288858509	0.374501573183541	0.0919954791918452	0.713065376982905	0.472697131340201	0.130833378800592	0.6126263344906	0.1591384724558	0.0264912944435594	-0.268906988228748	0.319382417956937	0.668213665095735	0.759680962765047	0.632275526890597	0.190781246700229	0.293673022577688	0.7149438436735	0.808833635498515	-0.0575834812032587	0.710881716257296	0.21065939995361	0.0195660705983693	0.097987507245483	0.550442860325597	0.866228360378211	0.686211248059871	0.0558869727337872	0.683085834663489	0.8937784207717	0.230264282710652	0.668086112954015	0.189357335382943	0.849862814333507	0.157261812868231	0.872317268147701	0.83897989193505	0.232338936084931	0.518298568586282	0.235874488737774	0.373821773530106	0.828150542309937	0.334156042991513	0.668560238924672	0.425673771881492	0.552169077608159	0.754755040652667	0.38013589962437	0.737334600544388	0.442061566330573	0.735325476416235	0.779509099272182	0.152799525901755	0.673007326754694	0.335741816268172	0.531411890168661	0.109488743990695	0.525719276820284	0.578738995074836	0.696126727660004	-0.0660189033300756	0.00778256332395671	0.508123979643302	0.863786889270386	0.0428658613194779	0.568658691865824	0.861802459883616	0.740796264915589	0.470591692685838	0.56572976236185	0.819858681880672	0.780329982005982	0.272741923423401	0.229320399895272	0.189394574104865	0.0968080689652006	0.100418194248663	0.0678485883565971	0.566114304981505	0.892539398611919	0.760914906703828	0.120175703529137	0.849233583741751	0.205564351678223	0.770464602122528	0.14754107203719	0.686361833050525	0.904718617807669	0.443548244638503	0.64022612531053	0.53724225268035	0.127684862420171	0.785211722685542	0.305777848913164	0.62665868368335	0.181379071475257	0.386268584713866	0.287881759783102	0.519518917787437	0.109257064339488	0.23219580045802	0.308958583530534	0.132836572567335	0.332730494932607
AXL	0.90656086836719	0.685363803639614	0.909476411404498	-0.193615224992435	0.738072761147211	0.867039076099239	0.229333354217723	0.516279364120368	0.427868933942471	0.345261022011349	0.818558366829929	0.678035876539808	0.860139413388054	0.166055484949338	0.0799717735601142	-0.249424012926286	0.651607744831245	0.226894927651234	0.637365641550822	0.64733427519255	-0.326060502718119	0.544239641551039	0.590519191987921	0.761536091302148	0.364870587936439	0.760783643537382	0.414024874107356	0.824644541978883	0.793898250332538	0.138406922287606	0.87877595272981	0.917141598072583	0.898455117868271	0.203531533475525	0.593137968128177	0.883820624197416	0.750029955119706	0.580936773846085	0.676836848483504	0.652008109657861	0.752936249923586	0.104505800578116	1	0.873019387695015	0.814478251449158	-0.232351240335036	0.68532570357832	0.138118472927218	0.671152893726652	0.84485640792058	0.61206989880235	0.568440810231296	0.735139855870353	-0.2107521200972	0.916333557427484	0.495149388855087	0.89155967752225	-0.139245784764079	0.861308835195127	0.00543656804002299	0.710483241871974	0.834876962248555	0.612771003982454	0.755363546778389	0.737367484660602	0.0508811743466809	0.581945982321949	-0.276940022375665	0.3026832544623	0.910804904745766	0.602431265535306	0.439452621216146	-0.25757931039834	0.44802623289449	-0.0889631556601508	-0.0435492619609153	0.474700592599014	0.628867867279323	0.387486328315028	0.652243175383428	0.845350525339036	0.40012618456336	0.313946668607917	-0.574718853494335	0.154217705425153	0.838466429166697	0.255648031632417	0.872278338241674	0.122894266736516	0.393720990326658	0.855879319003845	0.65697219241335	0.911025705622453	0.829329768108784	0.22091258034453	0.758959364138002	-0.17111405093141	0.785561883919183	0.485699185845214	0.570494699742147	0.576084203548426	0.00128362743527231	0.805642408005297	0.599538789226933	0.574235433418002	0.624475734162239	0.552411938775635	0.650322459081942	0.549617036760921	0.681463515851442	0.557804472321447	0.622075266999011	0.721051920020388	-0.420322811033136	0.781159164557672	0.704449856665098	0.293467254497525	0.269876649723513	0.685836408596024	0.13115511229608	0.444335232403175	0.85986818246573	0.705884787416593	0.321348731698618	0.571655414024809	0.642840594828915	0.673131157959756	0.318233043086382	0.948047623943619	-0.0649657333669347	-0.067756998738625	0.752438682975778	-0.116128597797354	0.570555253309147	0.758206376814402	0.320906477056219	0.624891433357871	0.295573566036884	0.898667409464153	0.707277696992639	0.0799857969602097	0.496978769670599	0.615203034849885	0.833370264146325	0.0789368711974969	0.482775497082461	0.699809096107081	0.666405263911135	-0.00606153476382621	0.647725703438412	0.431192010895522	0.746894610667911	0.130334309744352	0.640812239839334	0.306553349682861	0.037572625635985	0.396100698964912
TREM2	0.686274571192224	0.633739949928004	0.938847120659537	0.133019792283327	0.689106084824057	0.838866650472334	0.522511299034024	0.75985732832697	0.655981383662626	0.508513114464995	0.86684756657791	0.865183809026991	0.859821917104566	0.473844559914275	0.218160981757587	-0.092453442026313	0.794826115364616	0.43006073472398	0.554148673990727	0.820841911487153	-0.279581974681518	0.777744684579656	0.747448196204908	0.865352639168741	0.543986405356278	0.895389814776251	0.656221448355666	0.889409608198412	0.768335330812668	0.310779100715811	0.815912760550107	0.849214057221351	0.821251615413391	0.422102113477692	0.622732830188185	0.907118902150788	0.84848669939076	0.365079609303334	0.728871016010824	0.834791264184957	0.751631894581225	0.322121225375182	0.873019387695015	1	0.944547102665899	-0.129012568809827	0.521136350750236	0.427694844312733	0.536353554519534	0.84797424896858	0.721021712161723	0.742251070680984	0.799629640193475	-0.306379326228161	0.906127080339732	0.341546067062358	0.925768173350816	0.188799293053331	0.957028180662543	0.026737831093161	0.880763690435573	0.819289862165937	0.278477089066841	0.690704708223535	0.78980385121683	0.256513874166674	0.776874906401601	-0.153959496547031	0.286438399827936	0.944497077598719	0.75108884797838	0.709632794015235	-0.400410054095664	0.697060949172326	-0.284097756651915	-0.347430183270067	0.190372052794744	0.685650999309638	0.603037489078504	0.823325970768945	0.599039766636842	0.472732904687851	0.497419265447299	-0.497031574465764	0.347446507587036	0.856143946102064	0.455705754152832	0.869017010049029	0.372639576742833	0.665010761388197	0.896939215884922	0.771683309517328	0.917414901247357	0.842261010885582	0.350077017223508	0.815246920947281	0.0104599266995694	0.768678919964237	0.539064564112171	0.712417771215923	0.568719167492591	0.209205725948629	0.854712388988697	0.780456631501977	0.76389592654544	0.402974525696676	0.596367823329786	0.547202714668175	0.571615802851527	0.651895782229166	0.581536284287407	0.70806236960265	0.841271885944982	-0.457301469502114	0.743823913009369	0.664486086919875	0.555712508184647	0.0635811706705528	0.758406910169804	0.430039764441565	0.665144543732429	0.899764913259821	0.728254926447017	0.551055553007772	0.656495503179256	0.50857498984517	0.527026957659459	0.281915249408525	0.796339847634885	-0.0806710750859888	-0.264878351855682	0.843241050226851	0.179478061238864	0.785291667435908	0.524561707648498	0.622741432686773	0.693245429349296	0.420823001135114	0.945242386530674	0.827603710844866	0.394535566454426	0.372083913435664	0.669217267851356	0.94934336105693	0.0242080123181396	0.651755993632868	0.574266693859856	0.73888986116704	0.0379112710153418	0.622627057746704	0.539770479747437	0.76417529625409	0.0797256190085988	0.594003019768726	0.082741654253419	0.0180616984789733	0.28905385773515
ITGB5	0.669404891714173	0.653870389569405	0.911410542082399	0.208583818899789	0.686668405403883	0.85353320429042	0.570097565955996	0.783251147247064	0.680817687244086	0.537015392850817	0.877284425122095	0.885876437045721	0.851999204886888	0.519167666965536	0.264941276993239	-0.0833374043989782	0.822581325689803	0.470672532335283	0.532911728943814	0.83550648501599	-0.225108142879937	0.785002599300057	0.772434707398803	0.840971284985173	0.551154453335776	0.93063801784394	0.687597421930127	0.886636834342995	0.768306899323968	0.34331989165122	0.810211609733338	0.855589126356417	0.810162397336955	0.457475954691859	0.654970031366622	0.899203703386135	0.865349813472233	0.357223422349949	0.738211466263966	0.838522747844792	0.774215061472559	0.383659483737582	0.814478251449158	0.944547102665899	1	-0.0962751672731832	0.535429159917523	0.448156467471192	0.57944114000005	0.886481414291268	0.738403373044282	0.752843523473394	0.806782583960663	-0.272369367061155	0.889326184004655	0.36156755830914	0.890732858904178	0.255086620779975	0.925062352794877	0.0587289901989948	0.88916444455698	0.821223467894918	0.254289067223742	0.69322734106736	0.797881068212064	0.229660284078453	0.777689638814981	-0.136393373750718	0.28169279200008	0.927736538721169	0.791345663729553	0.710898439287415	-0.39146079290171	0.740120565043958	-0.256354247254393	-0.343766510636159	0.189209404503528	0.709988567541942	0.648823391409295	0.809952859001024	0.586821728206096	0.510398382838471	0.524792894677106	-0.467066304822477	0.410459021743771	0.83403739960433	0.500443658108503	0.882355699871775	0.410178883309445	0.67595146929398	0.896073047925935	0.772092798173605	0.911438875450144	0.854255580965145	0.37401894569847	0.851171139474849	0.0783639842130425	0.770420316474388	0.574758678102203	0.725540810476663	0.598913544424036	0.24046299286036	0.866935851638545	0.806232278441419	0.770370989912414	0.420419313131502	0.627221384929615	0.523011644997519	0.640800129423239	0.639332814132672	0.603544502922008	0.730789200378618	0.855946226722951	-0.445655238289963	0.738016804785808	0.684133303372407	0.581832236235316	0.0989865879760801	0.759521254074198	0.448384469774073	0.689207748356841	0.924322262233426	0.742571991999999	0.533089790739649	0.661509021945451	0.497437661481925	0.545966096004555	0.337018827270188	0.761457252460875	-0.0542858510010965	-0.251951890672144	0.863031738418456	0.231768592799815	0.771735640833866	0.529863705008674	0.643809646915386	0.728695065814288	0.402313651613895	0.914398982550729	0.84520359622933	0.426928881484195	0.381086101580524	0.70429101362411	0.925763902991264	0.0842537069076516	0.697063264232139	0.561785721437796	0.781899102657184	0.0699272166722723	0.6829878134862	0.564129552260959	0.797946663409691	0.138450529570423	0.597118990555611	0.104721258227587	0.0668172793418163	0.31829556348961
TREM1	-0.155714177640074	0.279302312320647	-0.119698663539451	0.535555331632681	0.206752308540773	0.00919750708709914	0.475604696102549	0.190823073476921	0.0467019038097003	0.461060609546546	0.104278514290849	0.0135548991339909	0.0774311741054153	0.410842096769409	0.79366605381751	0.786673976869842	0.295364558463896	0.69067312928927	0.391039118237638	0.302493256666165	0.849281421680713	0.320679996866262	0.309084548806043	0.226173147526388	0.412997651557463	-0.0654785688935598	0.297616024639083	0.0982884430132675	-0.265880406394385	0.652738976695498	-0.262949471398484	-0.0253521213947767	-0.209199852520984	0.649048108694443	0.492586659634261	-0.160501069488323	0.195301877160244	0.155935591329532	0.267217670756777	0.134185589576597	0.278705350935076	0.466974964938182	-0.232351240335036	-0.129012568809827	-0.0962751672731832	1	0.132610473257239	0.308083045612186	0.100078271895439	-0.172748778494237	0.281613426394736	0.226432529451522	0.237162542741325	0.618497238756001	-0.221987199226517	0.366689201276708	-0.226849664065685	0.451343408186857	-0.0657282911367617	0.00394366362003275	0.0386674591347116	0.0173188314455204	-0.0286065394060597	-0.255677249925138	0.244139841154778	0.773393206125401	0.0848308224795138	0.888276195126509	0.556415765613816	-0.209084759157305	0.12907611727268	0.307154934305922	0.272093966631931	0.239638452394296	0.446886224821267	0.269913648280183	0.291583890115498	0.414109592334656	0.390380268982011	0.224177671548982	-0.0512535205183237	0.488340017905813	0.43418629803583	0.735161968828231	0.686670454418522	0.012262526391534	0.556601045200476	-0.0258785711823166	0.632170875696158	0.239120083157833	-0.214750050274582	0.0520195141199123	-0.091463171540325	0.00851973752180016	0.431481674203919	0.0118318265201182	0.799829634612083	0.195827302986603	0.427215708220745	0.395686214094127	0.416378632972554	0.505799462349679	0.0316302030367392	0.234332460525326	0.0834288043914993	0.0389206076575356	0.364837045235612	0.0628470605104011	0.194403251293724	0.258797112763838	0.41937306538332	0.261941770467949	0.147815785716096	0.62770797874454	-0.163103398731275	0.202562391976671	0.453639162802034	0.12307348169198	0.244459906543955	0.554300818998853	0.306486302152413	-0.00942815852271151	0.274718929685608	0.493315823251355	0.217781148624811	0.268043209433818	0.243820643269247	0.0854053000402829	-0.0956578952828991	0.430371886495423	0.481138945934069	0.227704015151761	0.437842038323506	0.228295891907378	0.0956682733578197	0.328259026090302	0.0192261434385023	0.627828654529332	-0.125766376321454	0.270468113294323	0.519884970395546	0.450022296373504	0.319217890882307	-0.00684584888735657	0.109417051074103	0.181659276562708	0.248945390675893	0.220197575783461	0.0416475306149287	0.147537108964572	0.103170481298279	0.143158986193418	0.0628726390976927	0.111084094235334	0.124813645587902	0.142193492221861	0.32735990654828
