""	CD74	NCL	SORL1	SDC2	TLR2	PLXNB2	APLP2	LRP1	SDC3	NOTCH2	LRP10	NRP1	TLR1	LAMP1	CD44	SDC4	ITGB1	C5AR1	FPR1	CD163	THBD	SIRPA	NCSTN	HAVCR2	TLR4	STAB1	ABCA1	ENG	KCNQ3	RXRA	UNC5B	ADCY7	KCNQ1	PLAUR	ACTR2	ITGAV	ITGB2	VSIR	PTPRA	PLXNA1	STX4	TNFRSF21	AXL	TREM2	ITGB5	TREM1	ITGA4	GPNMB	NOTCH1	TSPAN15	PECAM1	PDE1B	CD33	CD93	TLR7	RPSA	ITGA6	CD36	ADORA3	PTPRZ1	MERTK	ADRB2	HLA.DPB1	CX3CR1	ITGAM	CCRL2	CMKLR1	LILRB3	LILRB2	CADM1	AMFR	CD63	SELL	FZD5	INSR	JAML	CXCR4	IL6R	MCFD2	LY96	CSF2RA	CSF3R	TNFRSF14	PTGER2	ITGA5	PLD2	TFRC	RHBDF2	ACVR1B	NRP2	EPHB2	PLXNA3	PLXDC2	BMPR2	STX3	SLC16A1	ASGR1	NECTIN2	CCR5	TSPAN14	TNFRSF1B	EDNRB	MPZL1	CD46	SCARB1	SCARF1	CD47	CD40	DIP2A	LILRB1	TLR6	ERAP1	FPR3	LILRA1	ANTXR1	TRADD	PLD1	CD69	TSPAN17	CCR1	SORT1	CD4	ATP5F1B	PILRA	CD72	JMJD6	PTPRC	CLEC2D	SIGLEC10	SLC16A7	S1PR4	TNFRSF1A	CR1	CD9	PTGER4	CD68	C5AR2	ITGAX	C3AR1	CANX	CD82	RACK1	SMAP1	CD81	CD2	CD99L2	C1QBP	LPP	PDGFRA	PILRB	TNFRSF12A	RIPK1	CD3D	ITGAL	CD226	CD3G	SIGIRR
CD74	1	0.711676056132658	0.756703657627492	-0.180722988654539	0.649735831756413	0.796535395373988	0.157791165929659	0.365150618224425	0.285991635753285	0.34031987725907	0.762419663088784	0.520341146972736	0.800861819005088	0.103614363549668	0.0769472049455744	-0.230929777786947	0.59069439311299	0.128827662989423	0.628626831989041	0.496798828268537	-0.21101581108953	0.406948742002311	0.518142579143636	0.690635676736895	0.231519428243152	0.606250080396359	0.28677968519519	0.702392938364414	0.687825544598306	0.059324810198546	0.764644806864627	0.888210254305259	0.824010956388465	0.20489702644837	0.604992144870465	0.728666709875407	0.705122523032105	0.70540660109983	0.619981543540863	0.542107739730182	0.729985507122898	0.065561128226654	0.90656086836719	0.686274571192224	0.669404891714173	-0.155714177640074	0.724993481403379	0.0525901733049054	0.702519910613167	0.774282834463453	0.506807822701377	0.478309214446465	0.684382308187628	-0.0852809214601737	0.783405175168609	0.668016391097055	0.726089189014474	-0.124829332036938	0.694732240562066	0.021970300163057	0.525355058089264	0.74585477053961	0.849432305801548	0.696868825076123	0.629126336343259	-0.0308241604577814	0.411116129956941	-0.191561982241492	0.286758831331293	0.790997651248764	0.533569168036605	0.333724288400525	-0.0716478378963391	0.396686164831313	0.153168401842554	0.221812106199425	0.636292937635712	0.583923968314439	0.350668871489965	0.564859104418454	0.940758482398776	0.372211009693461	0.290521956720996	-0.46167744308101	0.17020678270168	0.726609047410558	0.187953803003133	0.783488320423789	0.0628308127745124	0.272932865970396	0.690543142042468	0.545713009923358	0.776976284610379	0.744631810352636	0.270037059682101	0.668207095490984	-0.161741255443398	0.77446927035381	0.479203024415287	0.46190839383892	0.542886482716503	-0.0775304613067728	0.753382245369285	0.512780691033887	0.450492032177819	0.799322886690732	0.59336982410218	0.769781993259023	0.545669095878992	0.583206876364689	0.557631961195915	0.625244268947122	0.58696840400809	-0.313005855282879	0.686446838112003	0.759818980445215	0.170364647005997	0.403169163146727	0.598032900104311	0.0390264210436015	0.371896752278724	0.776667612691031	0.716332696926096	0.230731762245473	0.553590382752222	0.671702047736363	0.750190681627424	0.338484116258607	0.936573412908848	-0.0265589056624944	0.158577781002938	0.664609157763069	-0.150044409536632	0.448000978722701	0.85505915682129	0.219539034216511	0.497892303532876	0.30244885859751	0.741226693560518	0.628519066488595	0.00765050673284617	0.65610260986014	0.60966775743999	0.693746617042512	0.145506145960703	0.433894159876782	0.814527727896351	0.633083653122484	0.012784557071943	0.653531301531889	0.395219609870752	0.690363064484009	0.176804729198079	0.629420805517686	0.549399521618069	0.0902541745743108	0.528091283630572
NCL	0.711676056132658	1	0.699144582430968	0.136870904158074	0.747333083427702	0.793935806284992	0.520529172665809	0.564268612053532	0.43943988581191	0.648911435261775	0.858918247419839	0.644976511050231	0.813237429908749	0.422161962057728	0.638714010935396	0.233402444460571	0.859365821803051	0.547603100762425	0.722718627346442	0.717667926383151	0.25568148316514	0.649697397216668	0.74674065740593	0.81917544305503	0.568127537563361	0.600278187562966	0.562660532136932	0.794251141893683	0.520841640434045	0.503835225620854	0.589631654984366	0.823660630088092	0.638033548596409	0.557780922367224	0.908520471717708	0.699686872117879	0.805911224604247	0.625317964324385	0.920992911747742	0.672219947484929	0.901336153607139	0.408874165636894	0.685363803639614	0.633739949928004	0.653870389569405	0.279302312320647	0.858667543370199	0.325566353007906	0.832942213998022	0.718425974789425	0.771012694897793	0.694446030801112	0.811634811407582	0.16682670393126	0.629411043959698	0.86929253068664	0.639571352120123	0.15731803511476	0.693579236377262	0.299269688153884	0.636841147656717	0.773802783855659	0.574046192891535	0.462774871579417	0.703701315791447	0.386965941728137	0.587772891587175	0.262132250670166	0.495055454129443	0.702099280983439	0.738115246496877	0.56507257892447	0.120288400616354	0.558839734907099	0.373515852764495	0.227376172624929	0.716257380523446	0.870577095559033	0.648035023914308	0.689425337481713	0.779796523833835	0.632153924823403	0.628724075025608	-0.077905060388655	0.599809730053493	0.721836270968761	0.599810688669974	0.736080451681101	0.512396338963971	0.536208681621615	0.627761424563115	0.710369202906612	0.7392330594486	0.850638588379479	0.513901341002525	0.82646572837851	0.258641093437672	0.821414243968002	0.765578946277565	0.7997719259218	0.877216049989459	0.302946639750167	0.799096122478735	0.76899343664126	0.587048427552521	0.651105029603571	0.882067158948281	0.708358201340797	0.870751396016378	0.735070821222571	0.790877516659841	0.793240147509282	0.726940866300198	-0.0136894878346366	0.71653276754062	0.880198859817046	0.53293774158956	0.640323284651701	0.77249941655322	0.435397946036918	0.662644636216915	0.789047891731358	0.911449105405203	0.507095000399222	0.710068474432912	0.90092213283826	0.936079680039248	0.701537542949555	0.780469788817273	0.460657163516908	0.43992398112587	0.822614609171744	0.169583380859688	0.659898766834204	0.84541944226501	0.452316929200667	0.661410942182633	0.694020985196189	0.621982903122346	0.844701351198056	0.416205226519107	0.853538075845094	0.895253006788795	0.717784338662589	0.523769297930749	0.630766946457558	0.893679249904027	0.884831917145693	0.315093705696602	0.883090481416359	0.677050445171113	0.88388293517097	0.533173443581935	0.84696467336299	0.55839960500031	0.501676951042684	0.812381734762431
SORL1	0.756703657627492	0.699144582430968	1	-0.0788426157433428	0.837762991038999	0.932001632231457	0.349636937244653	0.620339536177294	0.485452823737979	0.372361817033787	0.83518840575546	0.780648200450466	0.907297694141636	0.26606377504023	0.234579437605561	-0.194478766441441	0.753726034472411	0.423945634646343	0.689857819183923	0.789422854146905	-0.215588195597578	0.647009646246991	0.650522734249568	0.790063909273771	0.477314143269886	0.877318066044595	0.514097173563911	0.911762972119199	0.891213339679522	0.345425913940169	0.925711746907499	0.897652068300442	0.910967217403549	0.275096235805763	0.644994054734729	0.975046502623981	0.772217221121396	0.531927788937788	0.744414561006898	0.704559392578426	0.779467402464073	0.168972066557951	0.909476411404498	0.938847120659537	0.911410542082399	-0.119698663539451	0.684697506105092	0.192316565461131	0.688083007624785	0.85069446555298	0.706969435998709	0.631635641740164	0.770015182612894	-0.130285798854259	0.96066398785701	0.386711080995068	0.969481956882605	-0.0430597014178064	0.89738343017038	0.0434075034502452	0.824782043779775	0.912622962334195	0.333075062422308	0.824798732935643	0.87260457260886	0.171723780938832	0.645808565072166	-0.232107700964477	0.408061358406475	0.93518119734789	0.67278906127184	0.51810434707737	-0.35661405413297	0.568649520004908	-0.237540699233763	-0.291708155396961	0.318356055777218	0.723330206861296	0.446773760061785	0.684620752302393	0.700137294621679	0.474877060861308	0.347708622072555	-0.494867946382005	0.292872287698197	0.899401291899717	0.380617625145801	0.949986915378867	0.24889792617344	0.478922907162299	0.92537535714367	0.703876887038966	0.977905450044933	0.882591782079894	0.204462813905381	0.866707827142954	-0.0211029814782086	0.763480085739882	0.555275372451497	0.667363675494367	0.675476108282123	0.143188771028883	0.829589577272198	0.686528639041584	0.60822608599348	0.468550977615433	0.549771926267408	0.506680791561311	0.611570562979205	0.782284896419113	0.615333302808178	0.662941928443426	0.787924765519438	-0.361595881315264	0.84582153129918	0.645759068849232	0.417568977972307	0.201011655184158	0.74590767246402	0.276082315141462	0.527749801259222	0.889409350114418	0.695334356394568	0.383049614095007	0.518653942088649	0.604114384840856	0.649316068503837	0.384072138927187	0.868686323719706	0.0355850300106687	-0.163661113590263	0.833837580151144	-0.0373157531324395	0.629850991289393	0.633604054720086	0.410606496610786	0.786789614358629	0.329492766119036	0.975155448687136	0.774879319425352	0.207022638562407	0.398775862521218	0.636347124817177	0.8621624292928	0.124633367108416	0.521904958988482	0.603877431066498	0.72996789656539	0.0377422165350904	0.698765550651879	0.539722793034828	0.780771073772539	0.184869150452122	0.683862568250225	0.113105398812463	0.10341863625012	0.3474858607627
SDC2	-0.180722988654539	0.136870904158074	-0.0788426157433428	1	-0.168617442045343	-0.0569117039545572	0.832368928868949	0.589857958661613	0.565360328213212	0.713159652429938	0.283330824117888	0.39071876699784	0.0691300527074839	0.888419440357175	0.510289631734093	0.646336352857615	0.465720265402736	0.524699640292388	-0.103553809127207	0.375402600080593	0.363935969822836	0.604761421784428	0.543795154277145	0.399564347856212	0.473116164096927	0.182195581527199	0.68335299679196	0.117335524658169	-0.291443839662551	0.358486848730799	-0.293316005386221	-0.00524781007854486	-0.228854722426803	0.839639106674701	0.35788642478847	-0.119368080551328	0.441332289793943	-0.3077339243592	0.258873612566758	0.513500653989591	0.248915850826154	0.781669066684791	-0.193615224992435	0.133019792283327	0.208583818899789	0.535555331632681	-0.212479659768901	0.828166235152636	-0.136178136295347	0.0460214949646447	0.308765089781741	0.555609395245659	0.308526353082675	-0.135164143762272	-0.150656693992953	0.177683546985465	-0.129187590884986	0.961997476035667	0.175722032417341	0.041619941910636	0.321836459088214	-0.0597178502112817	-0.145806662608132	-0.337694800963784	0.0828148817888067	0.590207707707837	0.467815352773849	0.673376700780407	0.00169286802215875	0.0277699696606727	0.470366885831732	0.741090597768315	-0.0696285148899891	0.676344018876553	0.135956133323143	-0.0419416216773777	-0.126273512872097	0.284057762809822	0.741093726222489	0.53543778870324	-0.193910617086411	0.372663888626141	0.728498172498977	0.378921634415418	0.656776258695914	0.0305825964237245	0.666815781204493	-0.0505989385811529	0.773589682750601	0.714729483438472	-0.039121158431072	0.328168137880654	-0.0654487119599289	0.0795236638776846	0.702722183030202	0.101874906960445	0.610326430588564	0.223798323947628	0.37501598611536	0.456586122946261	0.11130271831475	0.583632051482341	0.223021147755118	0.536180915814475	0.536098091685713	-0.0924142391896434	0.483332344701919	0.186732992607987	0.261037902668471	-0.138985021538551	0.287435554237965	0.401078541112224	0.349469572817152	-0.00689932007528031	-0.239147350637659	0.295907358674957	0.710098174661252	-0.126614166286433	0.280439695409477	0.809724870112145	0.619335671445086	0.175989550596056	0.345414021953791	0.729982465240208	0.531302404873312	-0.0122422523595143	-0.0273477942381118	0.0172768108804976	-0.184328471499577	-0.056002636789726	0.0133702292941495	0.299253597274995	0.898970975830547	0.587290507858756	-0.117397007401254	0.826017785316901	-0.0186257081205713	0.611440531477947	-0.0459390543615413	0.431855886493678	0.880811430366938	0.24961405663416	0.408863908002463	0.29236542100172	0.00863540317959502	0.600029757700487	0.119002542094618	0.369754640243508	0.110578568410111	0.151698832699311	0.213519786188524	0.209828941322468	-0.0138708298836305	-0.0268882480989727	0.103853637912598	0.0477719990069592	0.145962893107826
TLR2	0.649735831756413	0.747333083427702	0.837762991038999	-0.168617442045343	1	0.882337251376187	0.272620690621303	0.433420722139423	0.271233282361301	0.325384748324301	0.689073192527302	0.550809660497263	0.849779756852739	0.125548805043425	0.490351980556348	0.0461920253391948	0.65469332912264	0.597709014678792	0.863191853545752	0.75437709519181	0.18189060173574	0.527344642139102	0.569228290104238	0.657195567766616	0.527410370505716	0.692839374005842	0.366491108420282	0.807094994741438	0.749717180196819	0.582346533062506	0.787028975524692	0.798413205259923	0.780840116123394	0.263775834633473	0.73721415775388	0.833568393421933	0.631796573130152	0.716234012734346	0.749496206417511	0.509154731334869	0.758705526930779	0.119860510566494	0.738072761147211	0.689106084824057	0.686668405403883	0.206752308540773	0.798403726365978	0.0321652165150981	0.761681002422239	0.666580647701511	0.734250319579673	0.482230339514019	0.716149136970878	0.331697600506254	0.805867429241088	0.483222518626415	0.77552115747769	-0.151150233343841	0.693440199829556	0.0448764344872116	0.643919622923295	0.842679570940003	0.320212878713239	0.699840546478622	0.893625719756023	0.347234419014112	0.447330525671632	0.0352882415368034	0.7338417761532	0.708528387720178	0.496759517977251	0.332535062888274	-0.0622716613512851	0.376737333150878	0.00573260267352305	-0.103020905330258	0.506721690040272	0.782190166712105	0.332960445890496	0.532633575517648	0.675792164198834	0.592901413813622	0.295332709809598	-0.144916293585815	0.412415296682587	0.777304158072329	0.371799736528384	0.850343706368402	0.300725977378745	0.301072066383111	0.761918862199031	0.526128511519607	0.852300329077849	0.764491660065403	0.168991720850804	0.768044816164395	0.21415133065873	0.690651901878011	0.569707228458927	0.66591336909937	0.856890249965447	0.183724194269086	0.663646340080951	0.56480801825121	0.399723565848914	0.482836972635716	0.509584618875883	0.381391403857412	0.599809530420769	0.931687912782078	0.712230893383108	0.613979286896415	0.66864692015201	0.0878109334357348	0.742563380476167	0.573360726695446	0.351702864719598	0.321689585627744	0.682154001992305	0.2443646759677	0.423305345487024	0.74884927167527	0.654443194413407	0.340234212908399	0.3789929531284	0.719686328917021	0.768328316070476	0.424465757878727	0.799232811404862	0.399322888310166	0.147974090797727	0.781183842016632	-0.138237364252388	0.456841193332889	0.650138603350339	0.224065149808451	0.743599267467092	0.406179602413656	0.799203405375934	0.67813586319441	0.140834946525376	0.516285546957548	0.60586327122707	0.644551944174058	0.221755319214105	0.356532026095041	0.626371135754802	0.648256335392293	0.0346656601553576	0.672464350098	0.459670852468867	0.706630703291922	0.253506822659011	0.683705558484728	0.127300683870776	0.199374680681442	0.49447269140554
PLXNB2	0.796535395373988	0.793935806284992	0.932001632231457	-0.0569117039545572	0.882337251376187	1	0.375385031616066	0.586358313495875	0.455420681160701	0.439067086815322	0.845723803896666	0.7294186108139	0.929906551034972	0.274457441283342	0.35098030297967	-0.0768966336485916	0.780756422189775	0.485014160467898	0.764989098692607	0.791163583211521	-0.0402820470615832	0.634852931210611	0.681660714515321	0.783430848916326	0.522990337886768	0.836923025123747	0.501522330739874	0.898048310259359	0.828633071498763	0.430350296135648	0.879116177355552	0.927821454437187	0.883021245988418	0.332764945502803	0.747353399265824	0.928114210697922	0.788851623238925	0.642743278680713	0.802694796660298	0.68458763449003	0.843965020423721	0.214740820033232	0.867039076099239	0.838866650472334	0.85353320429042	0.00919750708709914	0.772536125615332	0.176726819064707	0.817063637660145	0.832646742615284	0.757707718617674	0.626414681541612	0.802181083804812	0.0367521010130776	0.917294504754363	0.541798889090878	0.889329693622453	-0.0200290228817415	0.831303910344465	0.133071838758573	0.774978218776216	0.896479953565635	0.438918823590624	0.769935323903745	0.891662342500131	0.228507444207112	0.594781015366643	-0.0849213031877292	0.534991365470392	0.877033056510801	0.674498955807913	0.494947433042604	-0.206043160409511	0.561131903377049	-0.0375513192473684	-0.121233616221515	0.475955717884499	0.790768601950613	0.48236678563912	0.677632485183415	0.781354767449968	0.553955077046392	0.406835182673391	-0.36966908812273	0.40169885045385	0.867873731408771	0.417263104156361	0.927444538347131	0.311781305404281	0.460683055652742	0.881690048970513	0.705832509790047	0.946271242383757	0.905349477323503	0.287243522232136	0.887901952555923	0.0790188379049926	0.819442628047492	0.602154515231163	0.707910493061449	0.775336577749035	0.192148111243314	0.84780615292336	0.702196175059821	0.576910754664351	0.574995938995928	0.64659823375059	0.566807677217574	0.680044305814447	0.834551394956078	0.717743965958577	0.729239663340923	0.778234490254634	-0.198849657992744	0.83942147974207	0.716455365864808	0.415502863951438	0.315405408781898	0.772693456348445	0.289941528834276	0.547728871807939	0.894139526726823	0.774152906344671	0.409937908355012	0.539402737518551	0.705276064578835	0.765122679747567	0.443186527236868	0.890254385914412	0.170137516237754	0.0240362700617573	0.866687045158633	-0.0230004818741605	0.594411370639783	0.71987078131487	0.387054074286502	0.792465527599018	0.409656706125019	0.902523278639675	0.792656207395173	0.227627496150278	0.555758872314894	0.710973497641834	0.811061155420961	0.208584896704533	0.544907717988838	0.712663065175608	0.784400027335141	0.128694611272972	0.774641910916761	0.576182251282702	0.816108721676693	0.251238412731827	0.727859909902786	0.237797817528067	0.171348956109573	0.496345910399819
APLP2	0.157791165929659	0.520529172665809	0.349636937244653	0.832368928868949	0.272620690621303	0.375385031616066	1	0.892031483013918	0.834506243252949	0.925775043661024	0.661421844901218	0.717258496014908	0.466229908003041	0.975698612308237	0.695115339077167	0.653791356118576	0.80479552804687	0.731833729298925	0.247618603445602	0.768239294015492	0.306140435141591	0.90944337091215	0.870560329928645	0.744513848637436	0.800012378195685	0.563296856647243	0.920765877928148	0.540997351311994	0.0427067729283852	0.597929709834826	0.0887081692419219	0.415853038633797	0.159279712504405	0.916242367713716	0.698487496239303	0.326388883077113	0.784437670576263	-0.0341457005286628	0.659455090359041	0.822984787355928	0.598283042548351	0.897680218837001	0.229333354217723	0.522511299034024	0.570097565955996	0.475604696102549	0.169376469966489	0.93824101039138	0.253627425755298	0.44754998811987	0.722065908549094	0.824388719760712	0.688850996438295	-0.11083746428626	0.278538750731362	0.416183495403477	0.286597104795378	0.826364947951917	0.604909423453891	0.167125351782896	0.703234296372254	0.321347848390245	0.0252774330475163	-0.0429145193424402	0.464456316604727	0.729354645131704	0.803314738691399	0.610622128385718	0.279409818673688	0.451633012711794	0.789772405926768	0.951018270955114	-0.0811679013740352	0.830438520665114	0.113864493337036	-0.11259697975249	0.094749982950219	0.65834857859908	0.955061141668116	0.848414671318924	0.141235846495034	0.703021928169726	0.932032999640526	0.187232041142466	0.770386632726396	0.385352442674403	0.83278936248326	0.34374129348827	0.916417037832315	0.931841884628265	0.388536915463662	0.646991037021885	0.389485149301711	0.504699307078275	0.817062217562831	0.496680524598585	0.646975855582104	0.562627187960348	0.587992480297501	0.830974731128304	0.496427996521705	0.683789220185028	0.587007408361612	0.866964736723241	0.851337518139643	0.182303468699524	0.750357825529599	0.416927491788317	0.587957788395287	0.276968096559568	0.610581245779668	0.717212947442415	0.748000134767885	-0.0681264388034296	0.169194747452649	0.59928797460029	0.915382447845046	0.0208841406504996	0.666045896087396	0.906036090491742	0.896438751276292	0.590504963923298	0.706237246132118	0.908865233749529	0.811021865752534	0.347494217267298	0.336296809593508	0.231568674202064	0.235770471692789	0.146312009194836	0.0366603408838347	0.708346913571356	0.865323907920605	0.888403913073847	0.194980483870415	0.960780797371943	0.348125104406554	0.809127184531199	0.3554879310043	0.80294887354107	0.948163311314899	0.498261509180926	0.743093716455621	0.694077595231273	0.120013343336492	0.839912489173825	0.426263709974264	0.730564799217714	0.229329607589829	0.479718825653889	0.463734528671658	0.618060404587796	0.112882156090005	0.330803047674988	0.196296854864477	0.143152911209797	0.392870022910564
LRP1	0.365150618224425	0.564268612053532	0.620339536177294	0.589857958661613	0.433420722139423	0.586358313495875	0.892031483013918	1	0.941471556879193	0.844910524912792	0.77873626533583	0.904695588720043	0.618819877883518	0.856409375519884	0.530910943515527	0.409173378431715	0.86337175812171	0.651356237890072	0.30974762775929	0.879397735951946	0.0268570873401376	0.951562519887069	0.908321068168745	0.831712630638001	0.835008138105197	0.812378590592036	0.960589174484578	0.75254268921007	0.306178888528438	0.529056631847033	0.377518519760276	0.6249044923452	0.423507253286213	0.741379943008164	0.692385583693455	0.598342717893553	0.862810608362861	0.0105281272205315	0.722937546696963	0.910693764782713	0.660146177173227	0.823975701660009	0.516279364120368	0.75985732832697	0.783251147247064	0.190823073476921	0.267940575036559	0.853023919732187	0.371344732435236	0.68583945589751	0.804410486629006	0.864195278530976	0.784217079813166	-0.294257666582737	0.562245024531626	0.353562456801689	0.57015120316254	0.575359616439133	0.837998955190557	0.149278923584314	0.907509396547795	0.522593483085598	0.0847581960383137	0.199349603702849	0.633769322827301	0.57443106465498	0.945791443314521	0.292102195601031	0.267731080220857	0.715051433294471	0.89442429012336	0.926789234564675	-0.29945498146397	0.854040681420535	-0.09266341734472	-0.272510732397812	0.0682143723116643	0.700924609323487	0.898275410867883	0.89016015100591	0.296504011718447	0.714795177705829	0.850283636141629	-0.130460543572125	0.601582198529609	0.557316704290382	0.794004148867871	0.557185257882856	0.774842335970994	0.927113183272817	0.665051141518875	0.760098271998601	0.651102928878353	0.702182104091324	0.712714802991685	0.665154925234621	0.459451768562607	0.668218295649676	0.598021777466806	0.879037308098143	0.52845333563423	0.63678054856073	0.744102571109087	0.915235047860188	0.950779157735565	0.275368185301194	0.72772126330234	0.481225428666396	0.634607788657239	0.408667982865379	0.632150365107511	0.745501762303016	0.914063332840456	-0.317648692618786	0.411208095510993	0.645045396529408	0.889511767144439	-0.016731035158525	0.784769038066821	0.804155676953345	0.855824886515717	0.785457687293413	0.737999021031981	0.828727531020759	0.841128088965528	0.396594484591436	0.376166993780927	0.245680166427742	0.459181219878658	0.0106806966292049	-0.19235831946582	0.833670877469536	0.714967635259219	0.924510090102255	0.28926357058019	0.909685795073413	0.527493928729073	0.68207713054284	0.618401670321492	0.890998369438888	0.810650419421503	0.420521590860012	0.754181329348857	0.874879709101811	0.0530246609054253	0.881856229436027	0.443354571362248	0.80736158395304	0.187693917901623	0.5578270282423	0.497666448895939	0.735292130749127	0.079088506275805	0.438599905470569	0.175823978631855	0.0549262429643634	0.301505084275215
SDC3	0.285991635753285	0.43943988581191	0.485452823737979	0.565360328213212	0.271233282361301	0.455420681160701	0.834506243252949	0.941471556879193	1	0.79510976383359	0.66578839050239	0.850450137378158	0.489891784669736	0.827538833729747	0.392301059002208	0.382777757958744	0.741093074314506	0.495418032652923	0.0946768870017443	0.765083177586615	-0.0860714332542258	0.873797779189732	0.831823061286803	0.710697504626461	0.787580802217043	0.735810715330245	0.925387494639859	0.614773309250968	0.178458388793288	0.390225526077585	0.26152502292925	0.516818655058763	0.310122684699166	0.645231456774126	0.551823367753765	0.479610056528005	0.763284392872158	-0.16157248184056	0.626733402354099	0.863103665213276	0.534711996922288	0.824842059152875	0.427868933942471	0.655981383662626	0.680817687244086	0.0467019038097003	0.139887638941255	0.87302379331413	0.258596315812815	0.61146006550396	0.725901648109694	0.80218827374539	0.662223536479088	-0.439412343230591	0.458721713477936	0.254016731131998	0.457188664155091	0.568903674690206	0.752659719627161	0.173617996824459	0.842387920445098	0.358210483270931	0.0474890594851605	0.044634390631163	0.470114462551932	0.447222207942808	0.92375373045502	0.222610156558713	0.104272380947538	0.634546874574539	0.854502593314976	0.859933805598083	-0.293344923705079	0.784279260216982	-0.100653254007771	-0.250968244239388	-0.00262537324323585	0.555052559425305	0.837598573685077	0.805244654400309	0.215744321134769	0.611774937066012	0.817583058811699	-0.193855151059658	0.463865028530905	0.44577448345016	0.697376544207138	0.417221044671119	0.711383904831111	0.91490630475215	0.599543739149318	0.716986655563298	0.533417626379781	0.598926825377645	0.699485331284949	0.570185475939105	0.331477623740517	0.540611902338234	0.467971487008168	0.782048164204419	0.379622147625534	0.582478497554044	0.645808651637774	0.843300319150637	0.945116975315542	0.199043973031827	0.63807343870154	0.419907761379874	0.579001865649881	0.224988705785576	0.492568834256816	0.668807332060594	0.851384004994909	-0.406551361189441	0.297826089960412	0.545255033696363	0.81848149096783	-0.039880714149121	0.671229157080602	0.737403082643789	0.79850961339634	0.71057632306252	0.624051835060971	0.771780503883921	0.813017653822827	0.28101824184541	0.255997924499044	0.21647024522817	0.340919109917119	-0.0434561658386926	-0.243906940485275	0.710228620118944	0.738557074665254	0.856036389063542	0.178475556497002	0.866748747602346	0.41353099496556	0.601236074331239	0.485513325873373	0.776956425756971	0.770390650617579	0.308209692467001	0.656694596466312	0.788070693403864	0.0537887771959132	0.866965094401229	0.316927805834785	0.726515998829245	0.211006016751559	0.474849586893849	0.41659620484926	0.645133849326135	0.0720805571339721	0.316926156425149	0.186656491853446	0.0488096459401114	0.234613224023532
NOTCH2	0.34031987725907	0.648911435261775	0.372361817033787	0.713159652429938	0.325384748324301	0.439067086815322	0.925775043661024	0.844910524912792	0.79510976383359	1	0.722221328955044	0.683730387821332	0.52343176369594	0.892323619242064	0.696077380924546	0.643416581260211	0.823525864666521	0.665911169280755	0.33997366953245	0.737795912599078	0.326282325250547	0.862547998104135	0.878795433688151	0.790262945777563	0.784790198682915	0.519340290592091	0.871537297326255	0.563105396312441	0.049285395445964	0.559719870796507	0.126459167045093	0.519624079870148	0.229338331078836	0.893057274884763	0.784035203884015	0.343231783446918	0.825254323623776	0.114522990913893	0.740657281321163	0.818392617223561	0.692325819316374	0.868641657108706	0.345261022011349	0.508513114464995	0.537015392850817	0.461060609546546	0.323338698482034	0.873471579101569	0.398136988703483	0.494951821154963	0.73976544978645	0.80277377335939	0.762763408535204	-0.0690487151355251	0.306396445271953	0.621857333636336	0.292672505580412	0.704694976679002	0.623251675446102	0.219703886848275	0.672653306691324	0.365734639697511	0.290058648907756	-0.0282691975565925	0.468194772642545	0.684850380681597	0.785612364248048	0.625575962454552	0.319476063285412	0.484591715197655	0.806960702350325	0.89730030484345	0.0463493176764952	0.784545247837555	0.32912701949125	0.138562309763668	0.346893490200683	0.719402787713806	0.937993172895204	0.845225846959276	0.348642471070374	0.752318327813191	0.942947440914672	0.156873602983966	0.74010309520557	0.425936372246879	0.811775091198864	0.379199121085853	0.860547405049184	0.87906485337451	0.394992658619937	0.676731089637656	0.42343359886391	0.578099979821201	0.850077485797918	0.527947644783415	0.590954041927881	0.653726243677413	0.654067042890936	0.851457684076611	0.579090915735086	0.635299617838951	0.645141116842846	0.875588224140633	0.840690838467592	0.373591029019059	0.853283450400044	0.583946501060704	0.659870463481132	0.328023752198367	0.675985661401937	0.784238866717061	0.754268491097298	-0.0358151974236174	0.221076448167526	0.730235058091238	0.861810404309587	0.201575609407914	0.716291965422126	0.825437762893026	0.879167003142619	0.634401421756028	0.80742645616377	0.88087973935307	0.874411091241365	0.519152019133009	0.508966389202567	0.312817727366566	0.3737616596246	0.193297698790695	0.222056935171066	0.747040478086483	0.794049684209737	0.863833521295719	0.403717590275148	0.879500590276037	0.342029525938967	0.862468897299231	0.357979957056707	0.833935714494225	0.857572980674879	0.690822913945826	0.816954337229435	0.707098483987294	0.201064334896859	0.847713080958697	0.611192186831313	0.793871235172236	0.27725222786978	0.568862357127706	0.474526360273294	0.687518404726042	0.186141036770723	0.427535994654761	0.414232598568079	0.209001580861177	0.551917361183699
