""	IFITM1	PTPRC	CD44	CD3D	CD8A	ITGA4	CD2	CXCR4	IL2RG	CD8B	CD69	KLRD1	CD3G	KLRC1	CD247	ITGAL	ICOS	CD226	SPN	CTLA4	CD28	CD47	PTGER4	CD27	CXCR3	CD6	ADGRE5	SIGIRR	ITGB1	S1PR4	TRADD	SELL	TNFRSF1B	CD96	KLRB1	FAS	RPSA	C1QBP	CD46	CD5	TIGIT	ITGB2	RACK1	CRTAM	PTGER2	HLA.DPB1	TSPAN14	VSIR	HAVCR2	SORL1	JMJD6	PDCD1	CD81	LPP	PILRB	TFRC	TNFRSF14	CLEC2D	PLAUR	RHBDF2	CD74	SMAP1	TMIGD3	CD68	LRP10	GPNMB	CANX	TREM2	PTPRA	CD63	APLP2	LAMP1	NCL
CD47	0.662024907025685	0.319945265202711	0.254242573177883	0.165202215133856	-0.263176070337049	0.246244032595543	0.222626078766632	0.120496140418642	0.615251063428827	-0.111012063554029	0.00933791680198827	-0.102253372564982	0.301776558071739	-0.0899665122833008	0.292792676378833	-0.215188301824486	0.342350289284082	0.117773409829554	0.551321182576637	0.0512390690825459	0.0846876721531923	1	0.312870796004876	0.27451053952125	0.252139142970153	0.556880401059924	0.202358467184828	0.409581059295354	0.564770727420054	0.448377928873181	0.75278033883049	0.530681742673342	0.259641351764637	0.352381499476983	0.641175515062879	0.613011987638954	0.83642212869393	0.769347461044092	0.479124743706843	-0.030254953171451	0.327844633795436	0.360050738021235	0.792421587181534	-0.367446696549498	0.336435878771269	0.649960620502841	0.514993589972453	0.426421357005587	0.20368699992879	0.344442533123693	0.0334161447932228	-0.250134384483027	0.326935573153878	0.450412249847446	0.079696909499251	0.142783736458238	0.685387176267535	0.103226189797854	0.261068736688873	0.238075739135593	0.575421170808879	0.582200161575306	0.134638678538831	0.247205659420137	0.536336626376365	0.151138706227355	0.552555508106606	0.12023661433588	0.363936460213417	0.434725233573604	0.422445131487231	0.461594478147799	0.660398334406233
PTGER4	0.260369865539768	0.364404619328261	0.343756037129331	-0.0652226959184544	-0.116540712007458	0.216169980706987	0.00149989243040321	0.593578311163881	0.0749449708091112	-0.0480125475130811	0.51843819784008	-0.0509305550025084	0.19570636023398	-0.156831890649988	0.0371086758867562	0.1751253326357	0.101567746486682	0.160794515776189	0.483416330026622	0.0786020590500157	0.413461311388007	0.312870796004876	1	-0.11886511973503	0.223995166952974	0.172641408173873	0.123244617779205	0.342336275193244	0.350890898451453	0.0719806359049756	0.22479528307055	0.265688106356472	0.466039154624271	-0.0314061107959954	0.357282860884286	0.00353877729043505	0.318905535424706	0.230693412202296	0.433113993032798	0.096873410868442	-0.0764674693384727	0.397163970461551	0.423790693996339	-0.0482394008030631	-0.00325979198068169	0.517665631876874	0.513866392199994	0.494919955687484	0.33724600196637	0.466127245757018	0.321302960621267	-0.249924847550444	0.361016197234306	0.291021163274389	0.131562183014368	0.426433852599821	0.386901358566423	0.487658374069172	0.532814888275905	0.409484828748165	0.526373978765112	0.357250869953459	0.354165885358704	0.380958470281987	0.394764031181358	0.333116326752196	0.293394661221164	0.277337243845816	0.227181963928893	0.134704025155913	0.216202064102464	0.2871065644365	0.330782161522766
CD27	0.411008782204477	0.37526482473139	0.484962409793045	0.677769386073667	0.467302776280563	0.268008732210785	0.595348762708648	0.0360592387404092	0.652137354288138	0.370905978042588	-0.215885460056921	0.230617141698685	0.508819456422352	0.242225920830064	0.41140089961512	0.0630593013422694	0.0328533594803578	-0.300933364876749	0.421322629393609	0.0151519883337599	0.246921397340146	0.27451053952125	-0.11886511973503	1	0.519662901111577	0.215471369672273	0.409641348344835	0.144847414544766	0.0719239912818265	0.333450092330859	0.33169646265201	0.108061158673402	-0.0258784255814151	0.511609886563953	0.0344976422804713	0.553197644995841	0.238920307335279	0.180555146846773	0.0886558793027693	0.423008968426695	0.658309680028018	0.167116437873875	0.133006460678808	0.181196794184381	0.710235524692572	0.0766076130694952	0.09945052729593	-0.150338540812712	-0.134120132783411	-0.219596722453443	-0.0337774739551562	0.422819222305631	-0.116039652077972	-0.126910484009731	0.196994160238054	-0.277876349166267	0.219288164294323	-0.0254249280360745	-0.177222389499849	-0.200279657607776	-0.0354072475535171	-0.0836932172175473	-0.282053842364046	-0.187458528489307	0.0681333676827936	-0.255303671128043	-0.0734750864465958	-0.27311308662217	-0.0998780255630727	-0.0272060692097827	-0.148603062529522	-0.016345514308564	0.0631530885581506
CXCR3	0.478462503332383	0.427830186525501	0.453896475178358	0.335693647799984	0.309296272355362	0.406213020963937	0.444840011442708	0.301990464297243	0.588877894290649	0.505695866327467	-0.0975694411950244	0.240882949408828	0.43060322306647	0.248053167410567	0.337526168204633	0.225652522382425	-0.0747847718381974	-0.39967670093914	0.593319716291108	0.0965670943138733	0.425009941924901	0.252139142970153	0.223995166952974	0.519662901111577	1	0.0366223700156428	0.327468902670642	0.560006259825321	0.41101800934753	0.1718375063689	0.280799590861406	0.0168945947473279	0.329998604537125	0.330143110959217	0.0182410275321091	0.312370837534399	0.210873040235731	0.248505275290807	0.407997708890205	0.14613818112075	0.379264973828067	0.303993093809166	0.24877257358579	0.314907109529847	0.259748094602575	0.245509590004543	0.278263161233832	0.0989335550575346	0.0306233798715678	0.0589988915962573	0.204520180594165	0.131321732372626	0.154674758209738	0.123209070397584	0.324734062706727	-0.0052549578054353	0.396633311626293	0.121547283800626	0.0407047551230274	0.0652819036760997	0.219299295121691	0.214744436025698	0.0069465319900508	0.0311754245241574	0.195594240075175	-0.0226386585121495	0.217318715115708	-0.0647159625842761	0.24184066671924	0.193534108960872	0.0978298439084293	0.197017558126014	0.268762184150374
CD6	0.268470495253741	0.583791246096903	0.335164946033153	0.472424329794136	-0.0378646543316309	0.269953955305063	0.567373383784671	0.343103689304651	0.50760627748112	0.0198758933446539	0.396664152304236	-0.275890146977506	0.652526243442578	-0.12270643951301	0.174233113417024	0.056507412490356	0.670364547414644	0.286306141283376	0.329831890185841	0.2966587240168	0.138433854151109	0.556880401059924	0.172641408173873	0.215471369672273	0.0366223700156428	1	0.283545264319404	0.111238296335876	0.149095925579205	0.585792903624041	0.320145013738694	0.449563187439337	0.0275505910604809	0.577018352594379	0.609327442778242	0.246872939483248	0.497324435749364	0.239487132668444	0.215275123553822	0.330398220301713	0.00791262852345349	-0.0267529573518996	0.382294069041138	-0.203322212936747	0.344416925514589	0.196021327585167	0.0661601370730159	0.113509290181211	-0.0997641952770543	0.000667560067965032	-0.0255247470746163	-0.0293489896929749	-0.143539966088929	-0.00870526253586922	-0.00399697965059492	-0.178035353696905	0.32966758693043	0.504553223834915	-0.144758558168515	-0.133657200088964	0.111757997100611	0.18472318187725	-0.14033016462714	-0.14724174165989	0.248258523398922	-0.204916662048337	0.0841186090690969	-0.229765849955891	-0.00311641816119191	-0.0544481820224966	-0.0694776173532348	-0.070648073953835	0.301872218528877
ADGRE5	0.451016660487059	0.67406241971203	0.715148305666155	0.60680829225411	0.633621420218278	0.595002488608689	0.600859949139112	0.590008760371358	0.610127246750561	0.635519065897797	0.159294603771154	0.367192736240202	0.710262539701679	0.281454247696212	0.420366364527257	0.604459732053885	0.291438855665621	-0.0677848098426699	0.616371836095544	0.362805470739999	0.203673443150997	0.202358467184828	0.123244617779205	0.409641348344835	0.327468902670642	0.283545264319404	1	0.473297467263965	0.320592343883643	0.431685190069295	0.114197552618615	-0.283683505640219	0.51174500193122	0.487745870633475	0.00407452956355681	0.19184843107261	0.12074961873651	0.113824254417506	0.396184727122292	0.272018401348353	0.279904109370917	0.350619674340215	0.196698120514372	0.411097659510062	0.451353857424005	0.191423017104427	0.261632801254929	0.17122809056081	0.164535736597324	-0.0631099117300878	0.588496767851782	0.485632526440244	0.163185833711799	0.216061042925292	0.52922709801891	-0.0246090766775616	0.324156689039293	0.413373356759906	0.025648726074411	0.0822669450748982	0.18203845028825	0.259237035629546	0.00915458621730137	0.0104869573757249	0.401680263403682	-0.0202421932255622	0.232256373751414	-0.0944176267695318	0.29958709931732	0.208007074263494	0.150888614391628	0.159661143366551	0.346323178348134
SIGIRR	0.713747542440451	0.537456405737249	0.490519553589004	0.17897906370325	0.120343256915944	0.485800084610213	0.404879578542618	0.36532411747521	0.532212376160159	0.461063196670958	-0.0653120094279369	0.0520879467333726	0.43223560665959	-0.0384144446130443	0.187593695717886	0.242618545581247	0.212587543270665	-0.326971305957257	0.737217460969496	0.48904047417318	0.349600825389482	0.409581059295354	0.342336275193244	0.144847414544766	0.560006259825321	0.111238296335876	0.473297467263965	1	0.793799887530945	0.241125570852836	0.427205564435229	0.0118771614794233	0.808886343983688	0.222791178766165	0.0532874192362586	0.34865613802124	0.344767618792046	0.454754990522087	0.803927072842813	0.0672004364877373	0.25773600697583	0.613104532789651	0.560123204785874	0.17112266107164	0.133934218927941	0.598897845825552	0.6521541172676	0.606788803283864	0.487095035927624	0.429636141129542	0.530396123217104	-0.00714325005306444	0.623141240156455	0.613131172551756	0.594078037673113	0.400088742161195	0.700026173703837	0.237425042933908	0.434487982827436	0.519576734363832	0.651107318471769	0.690647594560993	0.414064270574798	0.386726155397142	0.723313593104163	0.319287244479799	0.665312582429408	0.269459354750924	0.668226320308687	0.556502821132137	0.546525398338344	0.603332671287692	0.628040482782798
ITGB1	0.808438250774416	0.331216345321117	0.335985443400988	-0.00447938692489927	-0.134224503603738	0.426872440075337	0.147725445642274	0.184441344463917	0.434233728059582	0.115953617401361	-0.120174156424349	-0.145833308980467	0.260458339809637	-0.186869404449446	-0.0103007609710638	0.0247459068801556	0.136576865280018	-0.0860003644102924	0.650307722137017	0.267484332487012	0.241947050121018	0.564770727420054	0.350890898451453	0.0719239912818265	0.41101800934753	0.149095925579205	0.320592343883643	0.793799887530945	1	0.373001700645383	0.547420805885679	0.141018530387328	0.729535739974161	0.0165676426483031	0.0933141907661888	0.368879917174351	0.597025874236571	0.751406178179204	0.802000421819734	-0.0350357687990237	0.165563008612622	0.592523950126623	0.783945122916184	-0.145778706286504	0.0697951002368919	0.684084046761341	0.784942676938294	0.726169623463933	0.526676914948237	0.54484279119465	0.377517583019686	-0.111633251817136	0.764743677586061	0.783810192051485	0.399058746545139	0.508322032885431	0.690199081107911	0.178204840029568	0.547945463292633	0.57740802257861	0.778446488205924	0.833887722765433	0.517094985145528	0.561968313766162	0.773596726355663	0.446823432474624	0.880007434253316	0.403397388454973	0.762498657581802	0.827859373829857	0.799749443928345	0.81660347759757	0.863738548702037
S1PR4	0.549429336725964	0.48290060407985	0.444123970336242	0.432091707904847	0.10089574850191	0.509634328771248	0.430222096632633	0.356019760715882	0.56998163414017	0.0762084289450311	0.224784350986464	-0.18091404562575	0.621209557187087	-0.114900263081304	0.126677924105439	0.12363372918192	0.554891576732005	0.150642384184632	0.463769345567215	0.195601629869623	0.0495449294440233	0.448377928873181	0.0719806359049756	0.333450092330859	0.1718375063689	0.585792903624041	0.431685190069295	0.241125570852836	0.373001700645383	1	0.369793269677796	0.0999166511441933	0.209199372667883	0.404482835630509	0.394427910534142	0.269628730203822	0.633138913189436	0.479476854085672	0.180287526192189	0.160024406692003	0.241484267164216	0.130305915147003	0.573942884424372	-0.153210612705892	0.495671372189742	0.35544526152719	0.188456430675377	0.210422734485616	0.007568584513771	-0.0320548214735943	0.0716312139720495	0.157193612972692	0.0206808743279769	0.189299214937726	0.104614262971109	-0.1551784241593	0.483095642824147	0.405863588672663	-0.0733875818586933	-0.09811065835824	0.269689788985616	0.294534420510216	-0.100662540042822	-0.0414743559815828	0.234219719039234	-0.0687884538450895	0.254959927662819	-0.161070144898759	0.026898103619007	0.180596052802444	0.0965487829734817	0.136022265783432	0.543069899071586
TRADD	0.629124300121521	0.222838201195534	0.346675198447148	0.0959693895090012	-0.0575445040418982	0.269688557899234	0.168992791875539	-0.0224260499238383	0.518895677268899	-0.0476107268246775	-0.183546441394137	-0.120969172917417	0.258831569106412	-0.291671291370592	0.312350153197357	-0.262846485160307	0.138029144401484	-0.176307885340241	0.533340563811812	-0.115713513989341	-0.0380457804908262	0.75278033883049	0.22479528307055	0.33169646265201	0.280799590861406	0.320145013738694	0.114197552618615	0.427205564435229	0.547420805885679	0.369793269677796	1	0.269461008969349	0.223301847901837	0.306550883038359	0.410281938782379	0.700209751993701	0.731079118739752	0.708158350559834	0.41681914383717	0.0588151164508464	0.297475509564733	0.517119340374362	0.741275595012107	-0.229238125636587	0.452282976930214	0.634437650599032	0.51708324245842	0.427236417491998	0.332733739987426	0.36652404708511	0.120064833158419	-0.116420036454979	0.450422986682371	0.519392025263029	0.262715135184811	0.279185183864312	0.619083435681795	0.00558722391105636	0.393259043835676	0.317412243312277	0.587184447606181	0.555874753755053	0.243989049642217	0.370847628885595	0.547775474729243	0.255045859049582	0.533760077005229	0.230206345425029	0.325908423245069	0.473204448133619	0.444735114550781	0.586450814897879	0.572744566357076
SELL	0.146379018032211	-0.0611026049538992	-0.209381151964373	0.0210112806909633	-0.574736999627308	-0.247561609435992	0.0604576683407336	-0.183058948930672	0.139378761267187	-0.433718293363497	0.105642992831166	-0.374778270466492	0.0759899630840424	-0.277185947234942	-0.19878872155025	-0.504004523307057	0.293510597300551	0.224405756054193	0.0771082803941636	0.238806626514125	0.321469988582809	0.530681742673342	0.265688106356472	0.108061158673402	0.0168945947473279	0.449563187439337	-0.283683505640219	0.0118771614794233	0.141018530387328	0.0999166511441933	0.269461008969349	1	-0.164720865141413	0.0855266673661939	0.505953056409779	0.332933789526337	0.462194789557882	0.342493756215278	0.132674848982355	0.0839460188029664	0.230249198521834	-0.167033442451636	0.344276389970029	-0.498241525322864	-0.0813417425632168	0.17362173270802	0.175638010397941	0.0825529700646319	-0.195145760727729	0.187022437005583	-0.512998531622508	-0.358363395911835	-0.108629319759829	0.00822411353258543	-0.288597837229138	-0.0713742642014974	0.296993923044897	0.0973771517015689	-0.0379637070336391	-0.0663197178047685	0.108180823598568	0.16162253063751	-0.0970344086683614	-0.0735319519454958	0.155629286292891	-0.157700708489463	0.103323028165084	-0.116808987105094	0.0530902642648021	0.0112930109189149	0.0207299799095064	0.0184908166713483	0.143386422516322
TNFRSF1B	0.589423818160573	0.5039460919887	0.449235966619562	0.0633475851638683	0.140060022701888	0.402024931752532	0.214480011683465	0.443269742248492	0.297568480232907	0.355962264072618	0.0282473907047213	0.0349241551659867	0.307594759295751	-0.0357324320863605	0.0128878462136717	0.377110469047319	0.121923669538131	-0.127864429868014	0.68108868169649	0.400271108573419	0.300546761697613	0.259641351764637	0.466039154624271	-0.0258784255814151	0.329998604537125	0.0275505910604809	0.51174500193122	0.808886343983688	0.729535739974161	0.209199372667883	0.223301847901837	-0.164720865141413	1	-0.00505267449505179	-0.0861462033020306	0.076851320985845	0.183013912216552	0.323099635474502	0.808032530991635	0.0601969722948542	0.070845603656223	0.699817716906528	0.45705534666023	0.103708285361431	0.0379562015996143	0.585909625444745	0.751862716636938	0.761340234929987	0.693181057567191	0.589705099118446	0.717260040989492	0.0220578138066783	0.73469606973698	0.589072161614792	0.542150346113631	0.622925204116712	0.558197038960396	0.290550342418338	0.641816939780646	0.713634771759371	0.725956563617815	0.629045474708256	0.643294756851825	0.593769290784363	0.675985658396517	0.537203233425663	0.638812167124787	0.499372736557657	0.612234526753997	0.548573700315229	0.601719066697935	0.657933125399587	0.554006662311331
CD96	0.222790314883184	0.623980523186036	0.603732640552601	0.759089797066572	0.416469190642383	0.506473229920167	0.702776817369918	0.388583939471932	0.697346063441911	0.473604026282496	0.245021946844852	0.232363302265981	0.70431970613391	0.316653952710389	0.453473658117188	0.276037530738278	0.474131167553316	-0.0603965485674367	0.461741231307895	0.229298452623977	0.284332941136943	0.352381499476983	-0.0314061107959954	0.511609886563953	0.330143110959217	0.577018352594379	0.487745870633475	0.222791178766165	0.0165676426483031	0.404482835630509	0.306550883038359	0.0855266673661939	-0.00505267449505179	1	0.396514520068062	0.344018422411354	0.300936337343093	0.116657865338877	0.027111586580378	0.341082007345828	0.42629157882529	0.0801901499760893	0.188054618021043	0.273335083142581	0.479654990056246	0.0989616366242364	-0.0336888579433279	-0.0966486524348739	-0.165639614106264	-0.236487991058888	0.124279387843676	0.391046324763141	-0.238422605271421	-0.116102824410301	0.233176838813574	-0.331922027467996	0.234339312519452	0.229155883583607	-0.277462910704759	-0.207105704646474	-0.0428346710083118	0.058708670879364	-0.298339798629956	-0.240491004903201	0.16600763515659	-0.296898348076059	-0.0783160134508756	-0.332654172574912	-0.0691521167984769	-0.149971348349799	-0.234482556467484	-0.133895253987755	0.16679709227935
KLRB1	0.279477861271149	0.220699414270617	0.108879216103038	0.13798399919403	-0.401681187792647	0.080298087991244	0.198664693604355	0.320948458701424	0.365203475115189	-0.293832512890441	0.511461827083577	-0.115753001239822	0.258320020672662	-0.118802201981402	0.269295663018888	-0.231046097527828	0.578432431359745	0.432832135683478	0.194909841726624	-0.0134800809828884	0.162060342670587	0.641175515062879	0.357282860884286	0.0344976422804713	0.0182410275321091	0.609327442778242	0.00407452956355681	0.0532874192362586	0.0933141907661888	0.394427910534142	0.410281938782379	0.505953056409779	-0.0861462033020306	0.396514520068062	1	0.230329784304304	0.665764799470991	0.40826187398984	0.086776371575813	-0.0625052823453171	0.0132250759276683	-0.107920856054094	0.510562971349598	-0.389954054479128	0.240612943347608	0.276372086983425	0.0726242736274673	0.098600702904895	-0.157973202166271	0.0539471867693137	-0.232456576136421	-0.307554417542893	-0.134546534150856	0.105882806721739	-0.178010414716114	-0.126483312484285	0.415088969736763	0.394239364888376	-0.054242598461894	-0.136848040302862	0.159563456617862	0.283770331604735	-0.163428249619029	-0.147872865015702	0.209892734154739	-0.149085524991667	0.138005471259274	-0.198614920151823	-0.0624432145731044	-0.0685728673255734	-0.0691531173270067	-0.0309139764660399	0.321637708389066
FAS	0.53474471031767	0.107986576411279	0.249919498069166	0.161494361617886	0.060281902196658	0.0641795684564078	0.170104720525667	-0.178015856152822	0.547937944618105	-0.0329762390994124	-0.370770022248835	0.00768373943666989	0.225878026977274	-0.162984281373678	0.348633814905216	-0.31550248038137	-0.0204248044304359	-0.340496411341794	0.378187198098383	-0.0858035397606351	-0.073693864837322	0.613011987638954	0.00353877729043505	0.553197644995841	0.312370837534399	0.246872939483248	0.19184843107261	0.34865613802124	0.368879917174351	0.269628730203822	0.700209751993701	0.332933789526337	0.076851320985845	0.344018422411354	0.230329784304304	1	0.536161295218503	0.565379166553753	0.382769670981702	0.0225983897194587	0.454767102900793	0.408278153792131	0.489398494469726	-0.0764239507676908	0.440669915020098	0.375862382761711	0.35662344707733	0.183121174672396	0.13363452479415	0.195102899987624	0.0783561650135481	-0.0491746756010368	0.31401499832336	0.310465566892022	0.3957190687114	0.0840755329069536	0.493454051212956	-0.118445215369117	0.169556761259428	0.140827843314701	0.328115474589259	0.333773908761537	0.0563375748136235	0.169969161456623	0.429144664987896	0.0859220674986163	0.375395645645722	0.0692010503754965	0.322916009462013	0.424633167411579	0.353976315365685	0.448915517104875	0.401887629049361
RPSA	0.691112889336512	0.237384554557962	0.306551526775586	0.1190507714813	-0.316563441840162	0.351670109998978	0.135783898159389	0.197535831358225	0.542615197726444	-0.209794469251554	0.149415957353461	-0.238670791146267	0.30187895338265	-0.21905211400664	0.17603302592532	-0.311915482426259	0.399253960159905	0.197890334638986	0.499718267618509	-0.0313997886262911	0.0953372828605213	0.83642212869393	0.318905535424706	0.238920307335279	0.210873040235731	0.497324435749364	0.12074961873651	0.344767618792046	0.597025874236571	0.633138913189436	0.731079118739752	0.462194789557882	0.183013912216552	0.300936337343093	0.665764799470991	0.536161295218503	1	0.893439371093245	0.353214865544248	-0.076638892328088	0.309710242257484	0.272713294368345	0.934029245717031	-0.380901739696602	0.333017722300399	0.687959507923524	0.442178106746036	0.43256876507724	0.111086298463727	0.261051717366153	-0.033089529364584	-0.219149258264588	0.281139214774466	0.460214232515145	-0.0376997164827871	0.0938970652571198	0.710503048447896	0.199789107036566	0.220453414824113	0.153473440942731	0.587862978641828	0.625514792786748	0.0726071161035175	0.208882073527677	0.50940644491512	0.105547167277518	0.584873327186927	0.0477761705822931	0.284430439282747	0.4630747118003	0.412430441967958	0.449044733609465	0.762870786786594
C1QBP	0.741491652218965	0.119247101765174	0.208106845085529	-0.00840144640247954	-0.295473627904414	0.3381269480025	-0.0114228498068954	0.00847907843399337	0.446739365213855	-0.177856052277845	-0.102778963726995	-0.185494988350911	0.124514390830276	-0.152550584476929	0.0640781020581032	-0.320011497425385	0.194215482411545	-0.0124176830704413	0.485794214163707	-0.0336675873534357	0.0816595516571659	0.769347461044092	0.230693412202296	0.180555146846773	0.248505275290807	0.239487132668444	0.113824254417506	0.454754990522087	0.751406178179204	0.479476854085672	0.708158350559834	0.342493756215278	0.323099635474502	0.116657865338877	0.40826187398984	0.565379166553753	0.893439371093245	1	0.491046052020441	-0.143279897544138	0.319578557495141	0.401326340957899	0.917879689200517	-0.374050702701559	0.200262428756125	0.709088818807775	0.589397364388428	0.519784485180684	0.269940592019175	0.368777526815383	0.0630717325157464	-0.186162796680461	0.514285333710189	0.622573040492308	0.0899416357244012	0.260394236971441	0.668217359823367	-0.025555481874224	0.363818878201445	0.328472921437969	0.677536584881991	0.757459438280703	0.241731200479784	0.389647823640558	0.597889137485664	0.270342032084677	0.780779231551187	0.230595571068444	0.558593954104164	0.749331926833289	0.690084487197269	0.680117336026212	0.863977383599825
CD46	0.721446102502278	0.448486161539859	0.357164552644562	0.0233443402722244	-0.0244544140464936	0.218393785597227	0.246519552884389	0.275850314604074	0.367857341282894	0.145647558941573	-0.0409487607936352	-0.150523871179167	0.329327363653259	-0.206092517935518	0.0440367702778617	0.0585137655346121	0.119831638450109	-0.19819067004143	0.630582521492278	0.307227377912139	0.288758114571312	0.479124743706843	0.433113993032798	0.0886558793027693	0.407997708890205	0.215275123553822	0.396184727122292	0.803927072842813	0.802000421819734	0.180287526192189	0.41681914383717	0.132674848982355	0.808032530991635	0.027111586580378	0.086776371575813	0.382769670981702	0.353214865544248	0.491046052020441	1	0.102469379007306	0.0267026974274658	0.603971916018936	0.572121505063579	-0.101760701048853	0.0731305526800113	0.570333464299685	0.736331904306832	0.720261603708082	0.540972817292785	0.609864861347189	0.530591141518015	-0.150734905216551	0.742401036930433	0.657590242974079	0.596021137720969	0.538986476653717	0.64060544076403	0.323723413416644	0.5504917006692	0.607687207912646	0.69917546842863	0.70562397488404	0.565822138408985	0.512806368858365	0.783694410480779	0.431398647730459	0.763619202000465	0.406567235934704	0.749932153509902	0.681301251261422	0.699992012403764	0.735452149163677	0.629947454788502
CD5	0.0588330992174577	0.506818581761311	0.440521591098917	0.563575962393905	0.427642283082181	0.344222815502987	0.538755703416484	0.218759710234104	0.248123268060597	0.267416713094927	0.215839674727372	-0.0284346664518419	0.563614112034044	0.0590851018606711	0.0881916668489687	0.253390951985717	0.289075372799121	-0.160673819468256	0.277818313564362	0.391045143427244	0.426210411268586	-0.030254953171451	0.096873410868442	0.423008968426695	0.14613818112075	0.330398220301713	0.272018401348353	0.0672004364877373	-0.0350357687990237	0.160024406692003	0.0588151164508464	0.0839460188029664	0.0601969722948542	0.341082007345828	-0.0625052823453171	0.0225983897194587	-0.076638892328088	-0.143279897544138	0.102469379007306	1	0.144038872486881	0.0180876654469873	-0.0855941135306187	0.143258831867575	0.424958583489038	-0.075472567195795	0.00153629591386082	-0.0890732494625033	-0.0749771561039457	-0.176757868714887	-0.00722743200145945	0.385430555054558	-0.174915368065638	-0.155850289872941	0.174612194996283	-0.168683628733952	-0.142593931409777	0.271584683561075	-0.120831094594535	-0.170023841201582	-0.136341758801825	-0.146890506153272	-0.165360681674105	-0.155756709871471	0.0289299498550142	-0.276861844038294	-0.189555700580571	-0.235934576466264	-0.0902538887933407	-0.190753962423186	-0.225486946954134	-0.170972483690202	-0.099140109530696
TIGIT	0.368022819559535	0.195747116495811	0.327457651882117	0.51433257508968	0.231884731723958	0.305920529444383	0.358850730291683	-0.0132365985837641	0.539975352605064	0.342763133058733	-0.159295325987402	0.196619862637886	0.338001689106517	0.254297770843335	0.214687750459465	0.00634935431876197	0.0407878043941046	-0.27704185313073	0.397575353147746	0.222920655245134	0.322129298359445	0.327844633795436	-0.0764674693384727	0.658309680028018	0.379264973828067	0.00791262852345349	0.279904109370917	0.25773600697583	0.165563008612622	0.241484267164216	0.297475509564733	0.230249198521834	0.070845603656223	0.42629157882529	0.0132250759276683	0.454767102900793	0.309710242257484	0.319578557495141	0.0267026974274658	0.144038872486881	1	0.142045330941854	0.218263329839376	0.193560234629371	0.338518314628182	0.157344947166228	0.149873805461073	-0.0844542360032673	-0.151440161885501	-0.138558541852291	-0.0691387665312085	0.350519103979337	-0.0683070422638693	-0.0470225298094933	0.0887724514647816	-0.2396214328624	0.312336230042505	-0.205955000399635	-0.156216550835728	-0.107141656976722	0.0465446659525261	0.102515869712189	-0.248855225517059	-0.132745324523433	0.0938894765433262	-0.169321700257624	0.0649720295436366	-0.200038316197881	0.0360302296779192	0.0548848371053527	-0.0282970462907134	0.0523541614221209	0.203783501593595
ITGB2	0.488398218548097	0.406319130718963	0.46086357678487	0.00599811208586608	0.258102615767592	0.359541667422395	0.0701828752225962	0.198402814793045	0.338230781745497	0.277039043461758	-0.258980134399663	0.160996582348105	0.165391576060031	-0.0224670042830639	0.224918478422711	0.214268199530884	-0.146242514389028	-0.304712097098878	0.626249321491454	-0.0168845932149314	0.0016065360921261	0.360050738021235	0.397163970461551	0.167116437873875	0.303993093809166	-0.0267529573518996	0.350619674340215	0.613104532789651	0.592523950126623	0.130305915147003	0.517119340374362	-0.167033442451636	0.699817716906528	0.0801901499760893	-0.107920856054094	0.408278153792131	0.272713294368345	0.401326340957899	0.603971916018936	0.0180876654469873	0.142045330941854	1	0.481257835167591	0.117190463295911	0.239000971598485	0.671394663113278	0.763805137351655	0.75138870594231	0.862659008944751	0.714032093822074	0.68175010594826	0.0127305414921436	0.808948493442715	0.486394449054727	0.505161285263235	0.703152552548886	0.535799789852311	-0.0486255631910021	0.785967766861333	0.81609043567432	0.797515391719101	0.479790964449659	0.741026518322865	0.84060137194306	0.624511216667509	0.756211077951061	0.517220994090503	0.753923333140346	0.422948671441452	0.539938077639732	0.581060131601514	0.734118766273651	0.461600910258842
RACK1	0.777186240602874	0.309014721654493	0.373345411118163	0.0453391353521555	-0.277698500487209	0.418393515637633	0.117904875657196	0.251572496990946	0.484664048072257	-0.118884985370067	0.0898855800676605	-0.256745468647057	0.285927776053038	-0.270549845792925	0.0884782461521714	-0.20907211733915	0.34671261343557	0.109317806444852	0.620004928744233	0.0627443618819337	0.140662395921402	0.792421587181534	0.423790693996339	0.133006460678808	0.24877257358579	0.382294069041138	0.196698120514372	0.560123204785874	0.783945122916184	0.573942884424372	0.741275595012107	0.344276389970029	0.45705534666023	0.188054618021043	0.510562971349598	0.489398494469726	0.934029245717031	0.917879689200517	0.572121505063579	-0.0855941135306187	0.218263329839376	0.481257835167591	1	-0.34700590047552	0.256911277877072	0.840886363558151	0.653982307534812	0.67352570492051	0.364115835283614	0.463292295013	0.190996673829412	-0.201865904887356	0.538061061413156	0.673881105102752	0.132934772042648	0.331627103938542	0.791275022230466	0.226260336183229	0.452932117269437	0.413512240087334	0.799737207158115	0.807587491885423	0.322637401980715	0.431760093460628	0.700405808289098	0.308142506781661	0.781939784243621	0.251537872160492	0.506734741445873	0.652664184374158	0.633764138337956	0.67257430514944	0.87084889099687
