""	IFITM1	PTPRC	CD44	CD3D	CD8A	ITGA4	CD2	CXCR4	IL2RG	CD8B	CD69	KLRD1	CD3G	KLRC1	CD247	ITGAL	ICOS	CD226	SPN	CTLA4	CD28	CD47	PTGER4	CD27	CXCR3	CD6	ADGRE5	SIGIRR	ITGB1	S1PR4	TRADD	SELL	TNFRSF1B	CD96	KLRB1	FAS	RPSA	C1QBP	CD46	CD5	TIGIT	ITGB2	RACK1	CRTAM	PTGER2	HLA.DPB1	TSPAN14	VSIR	HAVCR2	SORL1	JMJD6	PDCD1	CD81	LPP	PILRB	TFRC	TNFRSF14	CLEC2D	PLAUR	RHBDF2	CD74	SMAP1	TMIGD3	CD68	LRP10	GPNMB	CANX	TREM2	PTPRA	CD63	APLP2	LAMP1	NCL
CD69	-0.087964881530429	0.398732956115818	0.297303886825074	0.245119752653583	-0.0635521639888449	0.275402928311151	0.211998263694665	0.731800988935134	-0.00864733287077563	-0.047066605324797	1	-0.122742132826802	0.386845240365591	-0.0397635570399836	0.0279630237303894	0.300846030369398	0.53821486014283	0.512265471050738	0.110841876773058	0.188417589914216	0.414673299732563	0.00933791680198827	0.51843819784008	-0.215885460056921	-0.0975694411950244	0.396664152304236	0.159294603771154	-0.0653120094279369	-0.120174156424349	0.224784350986464	-0.183546441394137	0.105642992831166	0.0282473907047213	0.245021946844852	0.511461827083577	-0.370770022248835	0.149415957353461	-0.102778963726995	-0.0409487607936352	0.215839674727372	-0.159295325987402	-0.258980134399663	0.0898855800676605	-0.0118629525388577	0.0172094484017355	-0.0473507675582728	-0.13395289712996	-0.0104270657203854	-0.252609555969483	-0.119806918822496	0.0500480123676917	0.0587337616228954	-0.286135573940333	-0.0719837905036427	-0.153446479078833	-0.161172152458936	0.0107953449338271	0.70003253893112	-0.152007709248737	-0.21168013827341	-0.107750107439576	0.0569824412490099	-0.196254935227113	-0.266177936927443	0.062404788035551	-0.232649021990643	-0.0995967305294818	-0.294932406938388	-0.153524715978602	-0.312527022712022	-0.279532299973684	-0.311675685843987	0.0892383212507229
KLRD1	-0.00994365998535338	0.061424016016603	0.282693799023373	0.141833883730121	0.52337386572311	0.260637933774319	0.0699042572506313	0.209570614829749	0.299297417075261	0.457023239903158	-0.122742132826802	1	-0.031158389970148	0.728149046017137	0.678220072730951	0.480626757109149	-0.351848386420612	-0.161001162767256	0.140756003546883	-0.194342196103429	-0.0714218545933867	-0.102253372564982	-0.0509305550025084	0.230617141698685	0.240882949408828	-0.275890146977506	0.367192736240202	0.0520879467333726	-0.145833308980467	-0.18091404562575	-0.120969172917417	-0.374778270466492	0.0349241551659867	0.232363302265981	-0.115753001239822	0.00768373943666989	-0.238670791146267	-0.185494988350911	-0.150523871179167	-0.0284346664518419	0.196619862637886	0.160996582348105	-0.256745468647057	0.577434961989012	0.177717448605934	-0.0807555792674551	-0.0730304387229962	-0.255921183524395	-0.033114537852266	-0.284566667834618	0.259426517387769	0.135827752123761	-0.131225111394807	-0.221236300253595	0.267460089701401	-0.139482136147392	-0.123009597414708	-0.258519792187468	-0.101676542103704	-0.104295678373779	-0.148809561497561	-0.261679030160865	-0.171160943225491	-0.115019698646333	-0.209998673461459	-0.133480301259065	-0.25973052140321	-0.130801946020787	-0.125698747531449	-0.154190597624879	-0.231482505879072	-0.138897709873574	-0.210003723234972
CD3G	0.425585003019041	0.859647517700554	0.726383495190467	0.803016176519201	0.461310426971453	0.634219889481454	0.867566949717176	0.60424429223466	0.707301579103388	0.540177204041236	0.386845240365591	-0.031158389970148	1	0.0291136039263774	0.310996262068685	0.468463397285007	0.609176283231428	-0.0489112118973362	0.677757838892094	0.509907042960444	0.444233533095581	0.301776558071739	0.19570636023398	0.508819456422352	0.43060322306647	0.652526243442578	0.710262539701679	0.43223560665959	0.260458339809637	0.621209557187087	0.258831569106412	0.0759899630840424	0.307594759295751	0.70431970613391	0.258320020672662	0.225878026977274	0.30187895338265	0.124514390830276	0.329327363653259	0.563614112034044	0.338001689106517	0.165391576060031	0.285927776053038	0.224983315032068	0.576706448536391	0.166793232867761	0.138506066665525	0.10522346146279	-0.0291531121117354	-0.100810267612386	0.263409477463216	0.444790053305911	-0.072236791801714	0.0555034474247513	0.318703995680073	-0.209926938380786	0.353174646851444	0.609386748577333	-0.152512815934126	-0.119739106170785	0.0973912566576725	0.205685107021486	-0.149776464154062	-0.167619246939203	0.347468420467226	-0.220586937523704	0.0941837348885747	-0.282579649072756	0.0808234296105093	-0.0189142424923045	-0.0862424722233764	-0.0373059362765064	0.319994336612129
KLRC1	-0.0759994374759275	0.174891210830029	0.19955971760661	0.303453871854161	0.455811664624133	0.312098667138466	0.162092792272736	0.204693520175895	0.232523829198768	0.530510419658453	-0.0397635570399836	0.728149046017137	0.0291136039263774	1	0.359403834667166	0.408145792056941	-0.20269565367321	-0.139555175456138	0.0581590572730055	-0.0705224412362684	0.0417401781399042	-0.0899665122833008	-0.156831890649988	0.242225920830064	0.248053167410567	-0.12270643951301	0.281454247696212	-0.0384144446130443	-0.186869404449446	-0.114900263081304	-0.291671291370592	-0.277185947234942	-0.0357324320863605	0.316653952710389	-0.118802201981402	-0.162984281373678	-0.21905211400664	-0.152550584476929	-0.206092517935518	0.0590851018606711	0.254297770843335	-0.0224670042830639	-0.270549845792925	0.46128779758652	0.0254975058665396	-0.111706653665499	-0.127855674668782	-0.292861453887359	-0.156897448841384	-0.337484779323802	0.14658425925134	0.230526590480311	-0.262627921712974	-0.343256502666972	0.016621347885042	-0.257176008970389	-0.184960445469764	-0.345621539614539	-0.224037854831118	-0.163206123229492	-0.210844129856316	-0.289746342100236	-0.277805947018356	-0.21156144077764	-0.337494782320441	-0.211267952451302	-0.279475546640327	-0.212728113078988	-0.15273594510341	-0.21999928677593	-0.284428723141469	-0.281939585944097	-0.178389222415931
CD247	0.264291612101308	0.321627778850619	0.507139843213755	0.259092179752122	0.444866659634154	0.335606809468611	0.327246954684934	0.337419075033639	0.613426414865098	0.349670270366292	0.0279630237303894	0.678220072730951	0.310996262068685	0.359403834667166	1	0.331930052645425	-0.0854319855047662	-0.113264404043572	0.378453124060671	-0.225543172066043	-0.130267436327154	0.292792676378833	0.0371086758867562	0.41140089961512	0.337526168204633	0.174233113417024	0.420366364527257	0.187593695717886	-0.0103007609710638	0.126677924105439	0.312350153197357	-0.19878872155025	0.0128878462136717	0.453473658117188	0.269295663018888	0.348633814905216	0.17603302592532	0.0640781020581032	0.0440367702778617	0.0881916668489687	0.214687750459465	0.224918478422711	0.0884782461521714	0.401564830916679	0.537454460638985	0.0969349814439117	-0.0836426792608521	-0.174233586205949	-0.0824542631819213	-0.257996257465327	0.290182426577181	-0.0256081247268382	-0.11069714744946	-0.0904549112453135	0.316222778201316	-0.209880633112103	0.195510423727108	0.0444425875610168	-0.130825204461653	-0.196339436773601	-0.0257886098406176	-0.0781150036050604	-0.246036210618671	-0.18622956662599	0.0439497956108272	-0.198871750334272	-0.11115105765968	-0.238714250257614	-0.135126099030963	-0.10793073668074	-0.201655054579497	-0.0772693852788576	0.0100428498313778
ITGAL	-0.0155907283801247	0.610363781314523	0.493948788842696	0.476026661028185	0.604355119902857	0.592613299550864	0.470065125585971	0.597221239077261	0.266046918368296	0.689747193295355	0.300846030369398	0.480626757109149	0.468463397285007	0.408145792056941	0.331930052645425	1	0.117863591545448	0.0354428685592075	0.401715565277854	0.259855819391375	0.230457894805883	-0.215188301824486	0.1751253326357	0.0630593013422694	0.225652522382425	0.056507412490356	0.604459732053885	0.242618545581247	0.0247459068801556	0.12363372918192	-0.262846485160307	-0.504004523307057	0.377110469047319	0.276037530738278	-0.231046097527828	-0.31550248038137	-0.311915482426259	-0.320011497425385	0.0585137655346121	0.253390951985717	0.00634935431876197	0.214268199530884	-0.20907211733915	0.564725469192408	0.190447965629619	-0.0594122173369429	0.0373907753218328	-0.0151196061110762	0.160619326655883	-0.149559960266261	0.524821761098598	0.440286892688691	-0.0158437291505966	-0.0748968290726894	0.244484778166191	-0.0218330852812477	-0.108166755614846	0.284624780916932	-0.0137925968281392	0.0349273102178306	-0.0415672375817613	-0.0295154164791519	0.0104130907067982	-0.0201264619180419	0.0415766436836605	0.00303834280453525	-0.101671367005213	-0.0456285226694811	0.0199299884528636	-0.120179891920943	-0.137966895744728	-0.139642664569205	0.0130626467274835
ICOS	0.195089351307039	0.51691823242519	0.223880496552403	0.537667254874588	-0.127610090411464	0.351777620134059	0.566479235186048	0.380411238159266	0.351521495904289	0.0633812708775542	0.53821486014283	-0.351848386420612	0.609176283231428	-0.20269565367321	-0.0854319855047662	0.117863591545448	1	0.357507039718131	0.277403314720685	0.572347445355756	0.34061212350751	0.342350289284082	0.101567746486682	0.0328533594803578	-0.0747847718381974	0.670364547414644	0.291438855665621	0.212587543270665	0.136576865280018	0.554891576732005	0.138029144401484	0.293510597300551	0.121923669538131	0.474131167553316	0.578432431359745	-0.0204248044304359	0.399253960159905	0.194215482411545	0.119831638450109	0.289075372799121	0.0407878043941046	-0.146242514389028	0.34671261343557	-0.209385901536157	0.306464228949845	0.107317859215538	0.0528028941757034	0.136667604306711	-0.0520151340503945	-0.0345092131043012	-0.102625216704286	0.205365949401842	-0.130549528656309	0.116446511576196	-0.144375118490491	-0.149442761802729	0.27629233330507	0.585640752437787	-0.151172769846156	-0.0998706557551382	0.0618123835825294	0.308169998206649	-0.105124448972684	-0.162110500996423	0.340548574572254	-0.15814744797582	0.136996213725487	-0.208052403362597	0.0444638678988552	-0.0590941571380894	-0.0453589943136246	-0.1204803761506	0.341715276874686
CD226	-0.141776465067132	-0.0665818206026064	-0.128592467478686	-0.0297872325739717	-0.452452182118468	-0.121081889693383	-0.0755371883177781	0.225186986556283	-0.13478783200461	-0.388475662719161	0.512265471050738	-0.161001162767256	-0.0489112118973362	-0.139555175456138	-0.113264404043572	0.0354428685592075	0.357507039718131	1	-0.202020490770451	0.00555159382743717	0.10262400669368	0.117773409829554	0.160794515776189	-0.300933364876749	-0.39967670093914	0.286306141283376	-0.0677848098426699	-0.326971305957257	-0.0860003644102924	0.150642384184632	-0.176307885340241	0.224405756054193	-0.127864429868014	-0.0603965485674367	0.432832135683478	-0.340496411341794	0.197890334638986	-0.0124176830704413	-0.19819067004143	-0.160673819468256	-0.27704185313073	-0.304712097098878	0.109317806444852	-0.359046991889613	-0.165709887300317	-0.0624262179714464	-0.0507055404705338	0.0372849246672053	-0.109962292977414	0.00743088295472	-0.187089543133959	-0.0969605101977184	-0.185905160948551	0.00861527454009091	-0.479413790297914	-0.0154091572659616	0.00132877163489001	0.371918452899429	-0.0500040749807172	-0.0804374032575859	-0.0559716949405898	0.080036210186058	-0.0516835847028241	-0.0924190439418127	0.0134278682928607	-0.0788693018366091	-0.0280486776513408	-0.0778286065407741	-0.160563065157088	-0.156324994734978	-0.0954879468998882	-0.149935130131601	0.0752436663590695
SPN	0.707306660660619	0.718282049566145	0.70356975209054	0.465989495397635	0.302124570927706	0.677051810908871	0.552895490186869	0.530585390337262	0.737502565613144	0.474424792221073	0.110841876773058	0.140756003546883	0.677757838892094	0.0581590572730055	0.378453124060671	0.401715565277854	0.277403314720685	-0.202020490770451	1	0.29627216147944	0.398127760566134	0.551321182576637	0.483416330026622	0.421322629393609	0.593319716291108	0.329831890185841	0.616371836095544	0.737217460969496	0.650307722137017	0.463769345567215	0.533340563811812	0.0771082803941636	0.68108868169649	0.461741231307895	0.194909841726624	0.378187198098383	0.499718267618509	0.485794214163707	0.630582521492278	0.277818313564362	0.397575353147746	0.626249321491454	0.620004928744233	0.166645965157695	0.476499821366784	0.653248826775519	0.608497327115452	0.517014401297974	0.407079805360168	0.312672712790166	0.489751903234793	0.141228218999631	0.433064500953349	0.399781802829538	0.429318010943725	0.237619724089666	0.632630569842386	0.336027890860966	0.365293942431493	0.362899092161894	0.621661754810537	0.533806884854287	0.24882993600535	0.32883641755617	0.621745318340253	0.230877963334778	0.480996653828662	0.165342713123441	0.396235018431403	0.385336945524017	0.340869502449091	0.450311318060107	0.586815646889048
CTLA4	0.142261553960686	0.45536150071172	0.176225751508626	0.432433520523407	0.039960462155365	0.270335883451878	0.537212958828234	0.221793881545245	0.226155684133717	0.34519104691301	0.188417589914216	-0.194342196103429	0.509907042960444	-0.0705224412362684	-0.225543172066043	0.259855819391375	0.572347445355756	0.00555159382743717	0.29627216147944	1	0.515151274932019	0.0512390690825459	0.0786020590500157	0.0151519883337599	0.0965670943138733	0.2966587240168	0.362805470739999	0.48904047417318	0.267484332487012	0.195601629869623	-0.115713513989341	0.238806626514125	0.400271108573419	0.229298452623977	-0.0134800809828884	-0.0858035397606351	-0.0313997886262911	-0.0336675873534357	0.307227377912139	0.391045143427244	0.222920655245134	-0.0168845932149314	0.0627443618819337	0.0598054778752063	-0.0429366174829285	0.0123741036500373	0.139130629740341	0.147445335200354	0.0495742703740847	0.0321640297804346	0.0482138323208311	0.267346692327392	0.013552275968664	0.0914542233206454	0.157913035075907	-0.0404343738064857	0.205391588165355	0.372793417746526	-0.0785346123412213	0.0451830292424794	0.0355159374879489	0.252710781205907	0.0222275982937546	-0.0847772419652463	0.319606531715819	-0.102673988385527	0.139808400681104	-0.113309855055173	0.295471915102571	0.0252707974646031	0.0517381492217148	-0.0212768110155475	0.195669094853057
CD28	0.183171443626315	0.434376777080227	0.308701343334388	0.474052175442207	-0.0312834589377726	0.284001364999988	0.475032975129889	0.395264838550594	0.24377898657223	0.232115840261494	0.414673299732563	-0.0714218545933867	0.444233533095581	0.0417401781399042	-0.130267436327154	0.230457894805883	0.34061212350751	0.10262400669368	0.398127760566134	0.515151274932019	1	0.0846876721531923	0.413461311388007	0.246921397340146	0.425009941924901	0.138433854151109	0.203673443150997	0.349600825389482	0.241947050121018	0.0495449294440233	-0.0380457804908262	0.321469988582809	0.300546761697613	0.284332941136943	0.162060342670587	-0.073693864837322	0.0953372828605213	0.0816595516571659	0.288758114571312	0.426210411268586	0.322129298359445	0.0016065360921261	0.140662395921402	0.0453400138942722	0.0270925529428312	0.0847492116779018	0.244871223821448	0.152698365521578	-0.0441044071556932	0.0855350729959243	-0.0200545400602689	0.250879434917156	-0.0122365533235537	0.0946502338237977	0.017782120393479	-0.0243070657263872	0.188822363560614	0.393599996979154	-0.00846301176275515	0.0428608808286139	0.0879204679011415	0.281711039436898	0.0275486242213903	-0.0330246881317596	0.285368600259555	-0.126120730754356	0.140291258482631	-0.104827009426615	0.218011315331993	0.0342944310149941	0.00584306113560336	0.0305492630075063	0.205855050942613
