""	GPR171	CD2	CXCR4	CLEC2D	NCL	PTGER2	CD44	ITGB1	RPSA	CD96	LAG3	TNFRSF14	CD69	ADRB2	DIP2A	SLC16A7	CD47	FAS	PTPRA	CD46	PDCD1	CD3G	CD3D	SORL1	ITGA4	ITGA1	CCR5	PTPRC	ERAP1	S1PR4	PILRB	IL2RG	JAML	TIGIT	SELL	DPP4	LRP10	PTPRJ	TRADD	F2R	CXCR3	ACTR2	HLA.DPB1	CD226	CD8B	CD8A	CD247	KLRD1	SPN	TNFRSF25	CD81	CD74	VSIR	RACK1	LAMP1	JMJD6	IFITM1	STX4	ADCY7	ITGAL	CD63	SMAP1	PTGER4	MCFD2	TSPAN5	TSPAN14	ADGRE5	CD6	KLRB1	ATP5F1B	TFRC	CD82	CXCR6	TNFRSF1B	RIPK1	CANX	LPP	CD4	C1QBP
ACTR2	0.482861112045992	0.502147978132909	0.706321558952625	0.525380013420137	0.868460633097164	0.562734071318948	0.792331100586448	0.872906187920787	0.73470565477944	0.373622298753416	0.483404196554045	0.635078242458751	0.570885987176529	0.139049493560794	0.555285866476555	0.541525736248567	0.665583663546532	0.673683628994307	0.776564626120728	0.849759229997206	0.547851042500944	0.521202267970839	0.577376663150269	0.738331618857684	0.727287705482975	0.740392744750464	-0.00385572077739812	0.640026369945822	0.547966855410965	0.614109238470137	0.50167991046702	0.631922296202367	0.622823517002108	0.0350755858174367	0.572090597731654	0.496407816307374	0.791622247611234	0.77579679463796	0.62666791092304	0.464988205865001	0.35486543064398	1	0.858481016244658	0.533016698635559	0.368445590067251	0.326846637462999	0.386908369599748	0.347698053002328	0.542237222653486	0.63269080982188	0.884700226135467	0.777667062001875	0.817935485760862	0.773031537302893	0.861572247121453	0.814129326944252	0.50046171206728	0.763836358901831	0.712514885208879	0.234704457988231	0.851102376250212	0.771757795092709	0.464115827520119	0.780533226319909	0.571165807092499	0.923885999784605	0.400656526106112	0.469818725126797	0.336064414834535	0.884676354868257	0.638835280711959	0.809694480626434	0.087046039706875	0.91593511019123	0.767280908944641	0.888307076953601	0.756003900832996	0.90275312542295	0.769872443156031
HLA-DPB1	0.406296878280735	0.334018948513583	0.57029461291174	0.28668035115261	0.664714576505536	0.463586146864907	0.563198714080741	0.70183612876688	0.649038722660102	0.268307056085676	0.353696409320798	0.483323496954071	0.450230866687522	0.0492268525185186	0.247571339231336	0.35587752698202	0.508620198956491	0.453555971433586	0.517289794811417	0.64093481252251	0.332047767627784	0.370708412237983	0.448921704661425	0.784423820921067	0.575068687149718	0.477300361228511	-0.0344459390140021	0.468047309180375	0.516025767355979	0.430998305406542	0.232824537775929	0.492755369938356	0.489749775527413	-0.104451068162001	0.456015267023389	0.44224601018438	0.589865473531042	0.622805613613434	0.554075596600361	0.228002709926154	0.295190108526386	0.858481016244658	1	0.399418505095768	0.237532647082888	0.204743123997842	0.228791351081799	0.19816450407539	0.508258374523859	0.446730025253004	0.819327883917307	0.874244076501489	0.904848721600217	0.694699626570703	0.675918908799873	0.620266556540739	0.39678847054157	0.700469219762767	0.706573612632535	0.0819382910290742	0.738853935573996	0.590657720074102	0.339224163514898	0.47904714178187	0.31002449718524	0.718851654314038	0.269134375490477	0.321995467956616	0.272659672818442	0.754187256445196	0.361813846770591	0.525904895901742	0.00799187915501019	0.724404029256359	0.547060978944429	0.698957883730366	0.522384054092939	0.809663041397289	0.652413706332542
CD226	0.899768445905863	0.676966713463269	0.802751339118579	0.527113094115081	0.617275915662012	0.921184339001011	0.717965660673188	0.577827909309724	0.901703808511842	0.690069076271576	0.667740300324931	0.650043652458655	0.912423320067753	0.377097010357328	0.435261198343875	0.503004676425035	0.841047551517455	0.680854934169276	0.618526364573086	0.582809472226143	0.343471693182612	0.792576984908204	0.908144294556285	0.222344415381968	0.504066228695428	0.476034437792308	-0.0345240942537223	0.756155644402983	0.580069720538912	0.873861189991827	0.38505438572677	0.877552761945433	0.57329213035479	-0.0950811005122708	0.890310773462071	0.862661759598577	0.416977167592592	0.143650797080481	0.905017362253046	0.0781521890622877	0.631307989480168	0.533016698635559	0.399418505095768	1	0.466191649201365	0.427839749089958	0.763090754298973	0.556849423650733	0.650276675760499	0.831683086104823	0.425233742330413	0.0889761190517787	0.328482147800343	0.884106418420396	0.4164036913054	0.482715398532449	0.935692993038107	0.507702127410711	0.275458401426936	0.255898338100475	0.510975894293978	0.727031555997142	0.619283267271956	0.384335428861247	0.378018280867371	0.504723591112097	0.45373305684058	0.807251787259708	0.877509342785885	0.660477961902183	0.344522750699287	0.520325397713	0.434650300178422	0.433823644102959	0.259793857253643	0.369868071455996	0.284657232511808	0.477671882105308	0.701807581194324
CD8B	0.455170469288863	0.790090102284582	0.686828726852597	0.791871844475062	0.607499925396391	0.521260385556081	0.710630523664174	0.48547325893643	0.441122789838187	0.712132375469333	0.804230588909094	0.731325233592123	0.571122952492946	0.645704199009403	0.579715133935482	0.641110626228537	0.472743382416423	0.614525568570778	0.545192066903635	0.344647097810951	0.436012738722194	0.78246238172263	0.627350515778707	-0.027665955406146	0.7015831228586	0.363072037653031	0.417604298747809	0.771942573019102	0.0929571934838503	0.700209529638254	0.422399590955727	0.632723273186786	0.853897205390594	0.454625633086577	0.456525448982483	0.372762915900987	0.290884815234692	0.272847982903863	0.451509166086728	0.557463219130093	0.469363856156946	0.368445590067251	0.237532647082888	0.466191649201365	1	0.917127654133959	0.688676034715046	0.937714470012539	0.555148145378573	0.463742529086759	0.187533393775014	-0.0805246831441377	0.0742593109619107	0.442439961864604	0.290157147254303	0.605688979248151	0.606194319514339	0.164235530238775	0.0270832619920668	0.691212159875689	0.249753155640472	0.593847782068708	0.671718421840063	0.366409977779681	0.727494038123557	0.384189158252813	0.594828973069001	0.402426660627945	0.419555542903647	0.424684435997809	0.351582360056268	0.521313586821026	0.502501586723909	0.451355991718832	0.389077962319976	0.261285152304917	0.145721931501214	0.0633847225994204	0.430123202288532
CD8A	0.478310053766225	0.780211846564423	0.689000704456	0.774168998945854	0.565530153258222	0.532209015052344	0.700728227046531	0.406584695845655	0.397706527028934	0.705045930497924	0.755985973850012	0.744896330483593	0.601544787889149	0.440264575375959	0.506271309925018	0.550271593977729	0.388263082147437	0.576447840927679	0.452247818859039	0.317951876977498	0.462481596368841	0.740202170990717	0.634301453798938	-0.0608267551800956	0.6964586610496	0.313765040757135	0.366248175831126	0.778983259572959	0.149221100012984	0.686216514770128	0.409302156106319	0.677846045215278	0.871168460719051	0.484522851784077	0.439222234581683	0.340332589441413	0.191335820287788	0.194033891977468	0.429274736910995	0.522217230431569	0.370486536455151	0.326846637462999	0.204743123997842	0.427839749089958	0.917127654133959	1	0.643604951932177	0.905286796798792	0.529569297313434	0.512645267405528	0.0993508540666677	-0.136136606073417	0.0346313091973274	0.396490325707744	0.168451274009472	0.613750858384892	0.566016884037787	0.111204711820919	-0.00573135498463986	0.721468671943149	0.153344526117313	0.623059313556993	0.637103601895019	0.280435107845338	0.720726670818261	0.33877789110071	0.578161605134454	0.464977307632975	0.325013349093695	0.325722109217999	0.228586866590314	0.529970875069473	0.552034956838524	0.411718954317397	0.31647363997457	0.141652145672884	0.0793020665524108	-0.00272949971476996	0.34382394496128
CD247	0.787819596752316	0.872784264910134	0.775065854031448	0.730467761720834	0.554421530084005	0.754055160545821	0.656670938976256	0.500014555221541	0.636591535737395	0.870973611066368	0.855883600132799	0.581929561128115	0.769130139941615	0.672120368391154	0.524445803388634	0.56650758781843	0.721945195314334	0.652104244250351	0.56939570742856	0.423091254042751	0.372962065057757	0.912184820589741	0.829523122478332	0.0363095456769989	0.644276629601523	0.344686489381459	0.405642817322127	0.806134806667567	0.351278547070049	0.799746575688769	0.306759457064172	0.755299891276383	0.573041324103966	0.305611087860669	0.698839046327371	0.737212209992392	0.369359443178036	0.0512920614587701	0.758160993382742	0.333011523837901	0.796780680510279	0.386908369599748	0.228791351081799	0.763090754298973	0.688676034715046	0.643604951932177	1	0.76870169038757	0.70811915549943	0.584233562403572	0.191571495699299	-0.12187377569328	0.0249844228050696	0.629861274774789	0.188752342703582	0.430501405908199	0.868354376670111	0.231373807388432	0.088381929434147	0.590740720570295	0.288334260376339	0.551935376858408	0.786425625333604	0.351878334416437	0.455635362547589	0.338758689392923	0.710151945868525	0.816468595731396	0.771326925472758	0.476685564382203	0.284943627736962	0.41436835222185	0.637090429582851	0.379277248210582	0.313990181181305	0.226070162139026	0.165641159354748	0.218346109651788	0.514207243574642
KLRD1	0.552279066053537	0.826566575098863	0.73049727654503	0.802283633488269	0.590241842462743	0.596720468049402	0.733046548494526	0.518018775467056	0.492267760825215	0.832404254113834	0.804911368413694	0.760187025349702	0.643208707566247	0.651651510528252	0.646875018405983	0.62262086405521	0.565851606568818	0.639125763499355	0.539922065487859	0.39008608482792	0.341676512209451	0.852007275894106	0.734692319284254	0.0104521111890712	0.702547444879307	0.314308610010776	0.471583717045799	0.844782571297664	0.16747724024179	0.743130398278719	0.558088836977388	0.720433141276047	0.823269178113432	0.488214258928033	0.532420821886467	0.414418948002958	0.291888017356639	0.211584006957285	0.559271475950259	0.541169063430796	0.547374535585526	0.347698053002328	0.19816450407539	0.556849423650733	0.937714470012539	0.905286796798792	0.76870169038757	1	0.61690310921662	0.524680213363973	0.155341971997979	-0.139319780313316	0.00168205892390331	0.489813049655863	0.231211365890443	0.546493738001042	0.690779861188298	0.228843545414717	0.0890935561062025	0.786900193775516	0.217741171079974	0.650982217343133	0.794987907139571	0.35541549452079	0.724237351884589	0.358489780872491	0.740691774665687	0.562224997530675	0.473401046484485	0.404186078548614	0.304875998093911	0.532510797709794	0.515809617921249	0.442101926557335	0.295319593021279	0.221547192827398	0.164866498435413	0.0475858854782507	0.431622918936102
SPN	0.699502188004202	0.811408047249945	0.846557674523055	0.703697791950658	0.586000296161509	0.731966647771665	0.651374849877427	0.642529946880699	0.622608347724715	0.805331681036116	0.59937058323417	0.743478664703716	0.704848731138715	0.56560097908441	0.53946794885116	0.797982669275068	0.726612969494022	0.737459338071675	0.55904531881624	0.602030165178519	0.432183483195496	0.795434729196631	0.765572556571807	0.351406626782306	0.83672026394276	0.294391816986864	0.259481524305677	0.829013304109357	0.585238306606983	0.756374912623906	0.465650408263242	0.679596594334637	0.597326854314765	0.378285539248413	0.719231162799419	0.745547969993903	0.371405258134905	0.341971790427143	0.740745400509406	0.475918838987593	0.683913502310883	0.542237222653486	0.508258374523859	0.650276675760499	0.555148145378573	0.529569297313434	0.70811915549943	0.61690310921662	1	0.688019010843584	0.287358537233291	0.195024514826122	0.339212616216628	0.638135685331507	0.336451418164333	0.541642723156738	0.696306210547843	0.316079982074724	0.495324302706292	0.622340627391451	0.302174508725459	0.587174676521249	0.76954556126583	0.352233388558531	0.324674453808696	0.485958263943496	0.643216220998344	0.729938350799763	0.666933473322204	0.467793483281322	0.287891766921326	0.46896022848594	0.438631033273207	0.592080145250998	0.363701556574148	0.325079352176522	0.285923151154907	0.498494499048996	0.433293597382044
TNFRSF25	0.791977297054618	0.655485716022108	0.869055796626859	0.667549633655267	0.7514004665059	0.898857205035542	0.826549680754669	0.62339076508158	0.845980261662981	0.597105849849067	0.613397221397301	0.761108886860411	0.8668951923267	0.161856953842488	0.509172673124606	0.653566299373644	0.749080389372732	0.73444058417476	0.649438587302241	0.683772632267145	0.558079669821278	0.697897887479368	0.854851122857911	0.357467830043595	0.666899938618729	0.578446407805651	-0.167252124318163	0.814921194038721	0.719827928136223	0.868761949418161	0.516698621708771	0.863554132967056	0.725468295335469	0.0126711167564913	0.880217461534115	0.733017136906724	0.42660383455078	0.316339457006315	0.812260630078338	0.281032160484716	0.41104121580843	0.63269080982188	0.446730025253004	0.831683086104823	0.463742529086759	0.512645267405528	0.584233562403572	0.524680213363973	0.688019010843584	1	0.438706976208574	0.16047493195494	0.422082917309992	0.823535575942021	0.50432932217291	0.706798362852861	0.784272519213553	0.439418559635318	0.450897983228152	0.357017287692211	0.508915827038247	0.859884420876648	0.575579137133921	0.495869360659796	0.499704013974965	0.665750110401574	0.389399893620481	0.764942363916647	0.617518935802854	0.644182505133348	0.410791277430589	0.732998231225174	0.232722470842968	0.609572885177034	0.430953511774645	0.422316293656306	0.435603552400194	0.552429392301664	0.653553771694156
CD81	0.294733345572183	0.187413276950967	0.465276972123893	0.228513802218412	0.787171171264012	0.387789213643435	0.635182675150401	0.770555587668692	0.690676814836686	0.138584911536781	0.355619249515755	0.366392105392502	0.413050025107035	0.027934265176647	0.404778515392623	0.323958717846353	0.57558405518327	0.4027898425412	0.750292388073576	0.750632881282519	0.26531194966535	0.278837232971698	0.357611878731466	0.731094867657457	0.439446866640508	0.763366558631647	-0.207241532696347	0.354762356971006	0.448554419954522	0.39809844916143	0.347041463634325	0.436540569729079	0.42700544368091	-0.272586952311204	0.362346951271773	0.369779061778843	0.813227442818049	0.599376064753831	0.485791861384962	0.294746111033392	0.153257204877286	0.884700226135467	0.819327883917307	0.425233742330413	0.187533393775014	0.0993508540666677	0.191571495699299	0.155341971997979	0.287358537233291	0.438706976208574	1	0.831600148886488	0.793438738108514	0.731788292539745	0.89138775721446	0.664978890412841	0.356544597234952	0.887619835908766	0.644018290690121	-0.0528115678051126	0.967587409393744	0.666665887297972	0.226919459255114	0.751507544989135	0.464459893214232	0.822996826154978	0.187451087280161	0.249644189944105	0.250251175081973	0.922445276400487	0.703874481658947	0.667426092876127	-0.0881487973765606	0.766437379558907	0.68333237742715	0.923718272296276	0.753276746882442	0.803029598393018	0.845001674774415
CD74	0.0452787530871508	-0.0317944884002538	0.233545130015567	0.0202076050100204	0.468658347560529	0.105743296663184	0.306332414617001	0.568870358940792	0.366404076675044	-0.0865651066287252	0.0153144834150184	0.183310353448721	0.114170996915093	-0.121343240156527	0.155311323946514	0.136251420975162	0.284170423034038	0.187419942607919	0.384844587387139	0.545498396582889	0.164542301963309	-0.00809637411669001	0.0802050692303324	0.850591715028048	0.344778669858093	0.425775899470704	-0.135905294612883	0.119809862635123	0.405460933798474	0.0777009745943705	0.167123584633317	0.146330873436735	0.189928641164342	-0.233520520252987	0.135858186835326	0.142351957412419	0.578077828361321	0.696407825286325	0.232408967515003	0.137817675026342	0.0160493526568146	0.777667062001875	0.874244076501489	0.0889761190517787	-0.0805246831441377	-0.136136606073417	-0.12187377569328	-0.139319780313316	0.195024514826122	0.16047493195494	0.831600148886488	1	0.906046810862768	0.423980313878699	0.709266575324255	0.440333721095854	0.0361534729899872	0.689885041910939	0.724972428262888	-0.160981781249965	0.697399332329528	0.339633394878881	0.0434255603225618	0.462113097013507	0.145138774607346	0.655281395601287	0.0478206097743715	0.000449539267092511	-0.0216352442675356	0.625353498818489	0.364327244577029	0.392996983126614	-0.257128189395334	0.662732626138317	0.522316861749919	0.756676907441215	0.587204184569068	0.821962263108386	0.462367730802139
VSIR	0.269852454358158	0.120684663645154	0.42785426675207	0.179786627183616	0.557511814840809	0.368377248606759	0.444571775105407	0.581036181863367	0.557321285226666	0.0303846206052064	0.173345351285306	0.372169806618675	0.348896501295832	-0.09158829656425	0.17311902308386	0.26617648372149	0.361214433110357	0.345542390197921	0.41821517918823	0.57529863132651	0.333560082707608	0.154915551820848	0.299788382055313	0.846869230853316	0.462616204077398	0.452449539990122	-0.238948929846851	0.313974948069109	0.534612807887228	0.321601451644458	0.182869186852476	0.376696256306728	0.401934119028987	-0.269659210858239	0.403504317852256	0.325633560168253	0.504641632724662	0.687127018932185	0.403009297706015	0.0665411431905989	0.0843456127240955	0.817935485760862	0.904848721600217	0.328482147800343	0.0742593109619107	0.0346313091973274	0.0249844228050696	0.00168205892390331	0.339212616216628	0.422082917309992	0.793438738108514	0.906046810862768	1	0.593811414070463	0.718644533464866	0.578057611699624	0.257077395365327	0.649207259952284	0.743473704791774	-0.127841438387259	0.695329751680671	0.502541728855745	0.138544451759002	0.4166266545797	0.225447647084567	0.742991442132633	0.0474935595739976	0.169316822477083	0.161587308706887	0.694545404966545	0.327604795630636	0.507961109383842	-0.199689038984172	0.690859793885381	0.532362383741276	0.698762620019979	0.534452179143868	0.864369061522105	0.542199057243842
RACK1	0.799336725112077	0.60349602210266	0.826884924451588	0.48980344766957	0.827008667934033	0.879472796930893	0.810676271451807	0.76496882673459	0.994642561643045	0.592525867045566	0.66412367574448	0.669504423959201	0.867316406896559	0.236200439985449	0.421855408751007	0.52028425758917	0.853601967870632	0.711155486840461	0.753816697113965	0.743481747895264	0.372929700711325	0.719231089316801	0.84639386819336	0.483682313273471	0.571704127116561	0.648765427049372	-0.135589990381924	0.724365356873053	0.651806596327148	0.8210292402758	0.38995159922305	0.861408150801561	0.649875130856955	-0.186679964391328	0.834170373095588	0.819517323716379	0.61771520619306	0.330082288036462	0.91371648608273	0.191691276954136	0.531113236558092	0.773031537302893	0.694699626570703	0.884106418420396	0.442439961864604	0.396490325707744	0.629861274774789	0.489813049655863	0.638135685331507	0.823535575942021	0.731788292539745	0.423980313878699	0.593811414070463	1	0.660401910245989	0.674863704940941	0.84884251436677	0.72950132729414	0.493006971035554	0.194359460434086	0.797822795341782	0.849159837805522	0.565014638049967	0.581599901362063	0.45572889137711	0.710735929476361	0.417540869098193	0.697608318417474	0.729167566193944	0.881046965719685	0.529758842252935	0.660097431917769	0.253639641729334	0.631281932541594	0.46002495956118	0.631388813784793	0.492809134378748	0.679896321040156	0.906323686621086
LAMP1	0.262099818812261	0.271697265740161	0.507409211625027	0.407879871264578	0.799987730667356	0.395254014609846	0.683657516646785	0.823214689590522	0.624566709162209	0.172503149131018	0.314349399114356	0.503148293852648	0.379791334500242	0.153214316197708	0.58789969235577	0.532490405157777	0.590744608639632	0.53953554095044	0.826872662028918	0.836589355350098	0.400866281018123	0.31594100899226	0.35817802546466	0.684958828384141	0.523801479215725	0.817142813601168	-0.165720610879045	0.430661322738535	0.45470856229899	0.454451730681758	0.516945088030859	0.435309786152974	0.517928347366114	-0.123312227722665	0.409351509460033	0.350119008186316	0.823946777914645	0.730099216615438	0.449760084598922	0.45623190990023	0.164122749038487	0.861572247121453	0.675918908799873	0.4164036913054	0.290157147254303	0.168451274009472	0.188752342703582	0.231211365890443	0.336451418164333	0.50432932217291	0.89138775721446	0.709266575324255	0.718644533464866	0.660401910245989	1	0.710886016427109	0.33159638959946	0.775103925713692	0.655164178208375	0.0552560768286783	0.875432186661717	0.663995538780488	0.279620821843949	0.818197732334957	0.557968076264385	0.886395935398791	0.215300234600794	0.207336083019332	0.258208679795049	0.8504513428391	0.811038952455383	0.747657500666259	-0.111470222416353	0.849149261778263	0.759447758606435	0.952704270022583	0.839223160828899	0.803524120418192	0.757806323543731
JMJD6	0.452503207790781	0.580851434217156	0.733663088449107	0.692455532349206	0.902007033144751	0.576502558011674	0.868559896769429	0.759487286691124	0.655828846131832	0.39837005673534	0.622013169939933	0.732636544388942	0.595153312324141	0.140078868067304	0.617884716332102	0.646556872422738	0.553925734485846	0.689645545244289	0.767743224621783	0.74618459166698	0.731378839473215	0.562716951748027	0.576213577986322	0.471741532824736	0.789846889807394	0.771032500403349	-0.0223056252052772	0.712687112035827	0.435634097733079	0.682160693104595	0.537854890415609	0.654688349048428	0.791633665106836	0.191455098189716	0.545283159822928	0.40864462177217	0.658961355906978	0.61340115905233	0.508771557578201	0.619326941812375	0.184572253669689	0.814129326944252	0.620266556540739	0.482715398532449	0.605688979248151	0.613750858384892	0.430501405908199	0.546493738001042	0.541642723156738	0.706798362852861	0.664978890412841	0.440333721095854	0.578057611699624	0.674863704940941	0.710886016427109	1	0.501343727110103	0.540446086765563	0.474108697536811	0.426106843317081	0.704637320050829	0.853788340541585	0.457352632419291	0.74461326936986	0.76892322675307	0.869770441425566	0.357506384664487	0.446759282379027	0.229458826026387	0.765647007282997	0.656436728564574	0.884004691387339	0.188004916908731	0.806326428931924	0.797056273760088	0.686404274855652	0.640451710483138	0.615544686075885	0.706981735595008
IFITM1	0.914601669247289	0.776236634196184	0.843844827278387	0.640691995406377	0.636228884886311	0.932327262482348	0.737493764452517	0.560789313574752	0.864806279616839	0.790985173520484	0.806435412495893	0.668435508032568	0.922407738997653	0.480039138311818	0.441402977524028	0.503992701054482	0.850504620804374	0.689829942663854	0.583612750315005	0.531839778022461	0.354045323743493	0.871193605942791	0.936371805717689	0.178929306041476	0.577669766537054	0.425326438666425	0.134308566964839	0.810952518488211	0.58251111536029	0.859341007609303	0.352263639365862	0.895132145865213	0.64207421472817	-0.0131077476831463	0.881761235192246	0.867230816808798	0.383902597417907	0.09816219592476	0.917087241401452	0.14666940620557	0.691101740998183	0.50046171206728	0.39678847054157	0.935692993038107	0.606194319514339	0.566016884037787	0.868354376670111	0.690779861188298	0.696306210547843	0.784272519213553	0.356544597234952	0.0361534729899872	0.257077395365327	0.84884251436677	0.33159638959946	0.501343727110103	1	0.408429056057226	0.202159741976115	0.402618744513634	0.456317940779661	0.720740663017316	0.706515774735625	0.342475200362517	0.412105988137186	0.457786873451006	0.558261013535174	0.811127353132184	0.849034374658684	0.61921722407539	0.290205274278813	0.482877226377684	0.498281971511083	0.402861509969793	0.253107883056408	0.303152726331653	0.215901635291934	0.383777864277576	0.678389876640456
STX4	0.37728509240588	0.215065259344278	0.477914181763843	0.184676784290074	0.680126710498061	0.421337652210362	0.61704275839413	0.758311507500353	0.693186948454811	0.261268602459723	0.341101702157758	0.383906733391881	0.462759337031584	0.0682070315923681	0.454909498687569	0.278696292921124	0.622793734549257	0.365604131437503	0.711537049047791	0.747394830530947	0.0644331389313183	0.351744020372421	0.445637611519224	0.682909399050641	0.377144699541961	0.6790554130422	-0.131270510657461	0.401933300988626	0.428342251459194	0.418038865529752	0.490826171872794	0.514962457168867	0.379363059592521	-0.241428547414572	0.412432284660556	0.384612747995071	0.783892060920292	0.46735016355748	0.563243358946344	0.269928773244664	0.258599055777485	0.763836358901831	0.700469219762767	0.507702127410711	0.164235530238775	0.111204711820919	0.231373807388432	0.228843545414717	0.316079982074724	0.439418559635318	0.887619835908766	0.689885041910939	0.649207259952284	0.72950132729414	0.775103925713692	0.540446086765563	0.408429056057226	1	0.63800544205862	0.0319969642210873	0.857974729458499	0.65430625615193	0.327635293079804	0.650689871095018	0.463531981197173	0.709970500429671	0.320548497520588	0.36068964797665	0.313375460273954	0.823898081502788	0.642179815378417	0.604689312322193	-0.0374403177794312	0.695624956705907	0.526370529330504	0.815117844461869	0.704906465097417	0.686403385291279	0.786378438384357
ADCY7	0.240547356939194	0.162993312010924	0.438404755104203	0.290829150309625	0.510581645091697	0.359728581210264	0.429982632445309	0.631544302370324	0.46706300901166	0.212086260502524	0.159759620513478	0.386308852742727	0.289586944026625	0.0256552266904692	0.419639515588474	0.457442081969419	0.400000123295733	0.382284087997877	0.450406909285532	0.659278007940933	0.200780283583529	0.218895717608012	0.332363045148002	0.910302489474569	0.53468387348205	0.37463421937163	-0.145813304402629	0.401873970579528	0.553206713807536	0.29823759295465	0.453384681715992	0.329221750612702	0.331000552596999	-0.0499572595696729	0.373018752993591	0.265605583679691	0.522750851026253	0.6452450322445	0.424738246182519	0.304203511762345	0.207234417089406	0.712514885208879	0.706573612632535	0.275458401426936	0.0270832619920668	-0.00573135498463986	0.088381929434147	0.0890935561062025	0.495324302706292	0.450897983228152	0.644018290690121	0.724972428262888	0.743473704791774	0.493006971035554	0.655164178208375	0.474108697536811	0.202159741976115	0.63800544205862	1	0.113938654447137	0.536261524548118	0.468142340910032	0.366227763973923	0.450523697530696	0.224873492966829	0.710061292384871	0.246931269205137	0.33864141504263	0.135502859959844	0.56504873229728	0.396619932954229	0.551417280436925	-0.278954262296388	0.746043654133322	0.488241040141779	0.656046816083204	0.703983901177037	0.774823135670597	0.428846423780799
ITGAL	0.353607819271038	0.758232116943434	0.617683699044294	0.735489967302987	0.406577691052861	0.34762933890943	0.560684775713863	0.457539396298083	0.183399085668821	0.771473594932715	0.51583855927397	0.628629005446419	0.399064915929418	0.536592273866156	0.5875580032959	0.639887825933947	0.412704034222668	0.563131304505255	0.341388833660653	0.33308499728369	0.330028326751131	0.710680613027529	0.556546947756667	0.0148930476359564	0.681465777437706	0.163177801211705	0.684069298856405	0.736389702119323	0.147681494943011	0.536514589097039	0.559514765963572	0.499900921007277	0.574197068590323	0.78459310135004	0.372292748442913	0.202325427014129	0.218588333845172	0.264369551580137	0.36713040307143	0.654514016673701	0.507066307433412	0.234704457988231	0.0819382910290742	0.255898338100475	0.691212159875689	0.721468671943149	0.590740720570295	0.786900193775516	0.622340627391451	0.357017287692211	-0.0528115678051126	-0.160981781249965	-0.127841438387259	0.194359460434086	0.0552560768286783	0.426106843317081	0.402618744513634	0.0319969642210873	0.113938654447137	1	-0.0298860138453899	0.455782911422612	0.768881172860736	0.298933533497686	0.57282395326252	0.213425183706642	0.829768308854515	0.513576594640036	0.21730691301354	0.118876674344895	0.134604989249466	0.370177326740753	0.427211502652211	0.390802491587177	0.219374260512099	0.0599969754759837	0.0830544766643254	0.011895673113403	0.108326009433677
CD63	0.381174706979961	0.258105049656025	0.522718264772906	0.271454377284227	0.844695669394012	0.469090796490186	0.700968816163216	0.775970735350186	0.76679881107509	0.192398537102049	0.450514582104553	0.386309571558846	0.488739057479168	0.0540816675658793	0.41305527492246	0.359769870717448	0.630334125273337	0.466801774246902	0.812193833627582	0.75824248486973	0.313375641248664	0.362062703211873	0.427853335833944	0.609269415885876	0.42530639638042	0.838259116292602	-0.237543152140201	0.397385405724195	0.44583024256295	0.481519776730913	0.337462659885313	0.510399460815114	0.457178022279366	-0.289981767777734	0.440989405860072	0.455738699077054	0.82460498431737	0.49879046104125	0.555256958232072	0.313701464846912	0.193791142555434	0.851102376250212	0.738853935573996	0.510975894293978	0.249753155640472	0.153344526117313	0.288334260376339	0.217741171079974	0.302174508725459	0.508915827038247	0.967587409393744	0.697399332329528	0.695329751680671	0.797822795341782	0.875432186661717	0.704637320050829	0.456317940779661	0.857974729458499	0.536261524548118	-0.0298860138453899	1	0.723568529597016	0.241989859898096	0.792916414480015	0.506039983390778	0.818718679050176	0.196657831710696	0.316641286432576	0.334802436482785	0.960758010233634	0.763355763715026	0.698492117663335	-0.0255692263128569	0.719552079034055	0.693486473347019	0.891592997444403	0.733078413861441	0.748727052753323	0.928140054909742
SMAP1	0.651861221803512	0.63517443921647	0.83755541710696	0.670927304234459	0.912076808097912	0.772813980493856	0.937785483826002	0.781942706871783	0.845531859351038	0.595652443716621	0.68309579129069	0.79109127359543	0.787313212235989	0.171899480012821	0.617255549950708	0.618284210910688	0.756483772598229	0.7190611160828	0.782559657901944	0.780907850792458	0.498238822390696	0.707781633917886	0.794763853299783	0.448511943968042	0.706357217190284	0.733195870816184	-0.0190429296315856	0.816768183128133	0.543008461581249	0.809165842240235	0.616661273083323	0.852234299761858	0.810603149438304	0.062947223120119	0.730035710936548	0.555776896657285	0.657482492266621	0.453456901404187	0.743475603982014	0.46027610544789	0.348958606382482	0.771757795092709	0.590657720074102	0.727031555997142	0.593847782068708	0.623059313556993	0.551935376858408	0.650982217343133	0.587174676521249	0.859884420876648	0.666665887297972	0.339633394878881	0.502541728855745	0.849159837805522	0.663995538780488	0.853788340541585	0.720740663017316	0.65430625615193	0.468142340910032	0.455782911422612	0.723568529597016	1	0.614464347012592	0.698681622917458	0.751495015459963	0.778409877001031	0.504482847028044	0.644359830677823	0.456362240287263	0.810906752948478	0.594764306539309	0.856349723727987	0.219405712530886	0.736254185117084	0.567268516219949	0.629464919940682	0.569485838083191	0.565671946261643	0.823788357770284
