""	SIGLEC10	CCR1	ITGB2	CD163	LILRB1	LILRB2	CANX	CD86	APLP2	CCR5	C5AR1	ADGRE2	PLXNB2	CD40	TNFRSF1A	ITGAM	IGF2R	KCNQ3	CD4	ITGA5	SIRPA	PILRA	ITGB1	ITGA4	TLR2	KCNQ1	IL6R	TREM2	FPR1	CD74	LTBR	HAVCR2	ITGB5	ENG	THBD	PDE1B	TLR4	INSR	GPNMB	ABCA1	RXRA	TLR7	SIGLEC1	AXL	CD81	SORL1	TREM1	TLR6	TSPAN14	LPP	CD9	CD99L2	TNFRSF10D	TNFRSF14	TNFRSF10A	TSPAN15	P2RY12	PLD2	RYR1	SCARF1	UNC5B	TLR1	ADCY7	ASGR1	ITGAL	RIPK1	STX3	TNFRSF11B	TSPAN17	KCNN4	NOTCH2	ACKR3	ITGAV	PILRB	SORT1	LRP1	CADM1	SMAP1	TNFRSF10B	AMFR	CMKLR1	NRP1	CXCR4	PTPRA	CD44	TFRC	STX4	ADGRE5	CD33	NOTCH1	PTPRC	MCFD2	CD93	TNFRSF12A	EDNRB	SLC16A7	CD63	NCL	SCARB1	SDC3	SLC16A1	PTGER4	CD69	C1QBP	PTPRZ1
KCNQ1	0.854730482059165	0.540572603501708	0.876290954544615	0.831907687195115	0.789310653801684	0.632345921266907	0.739760152500772	0.837413459998482	0.732302239619212	0.686853659868566	0.268149649102246	0.682476460486617	0.736020673270605	0.762656040658382	0.783651546067984	0.832067709220813	0.480045739116582	0.61608260612442	0.790520849468981	0.643313382275206	0.783322508773672	0.701938229711884	0.802539757979479	0.826963341794131	0.740892209504286	1	0.65430834737803	0.868456265114007	0.854068397332658	0.842397843866379	0.732043484814449	0.841918298636315	0.582584468983233	0.732375636670143	0.406744194983945	0.526508840218974	0.557727376609767	0.359603801334812	0.0422517169961776	0.104793876234621	0.569693435425655	0.834446185090686	0.386267157052991	0.688158044602648	0.852681122676463	0.81939655089949	0.318696577955392	0.469456615515006	0.59358934816023	0.594168213456797	0.415134591176885	0.628087089663006	0.26192245828633	0.48034094061064	0.429770453105567	0.788595235975611	0.772190443306275	0.768215913697161	0.421781825497406	0.741800966594685	0.775666684758883	0.794499484064127	0.784683599900293	0.718452731702766	0.436857628753511	0.58018444000731	0.538752860668985	0.575499773992962	0.60179265341532	0.482985557667509	0.56045432035589	0.345725771706454	0.76056100103461	0.179128492043526	0.760248669183731	0.545337574354534	0.685956412791145	0.79195551901176	0.444730552037968	0.673881166397861	0.51609372959104	0.386841551918813	0.546196720720135	0.587720543572258	0.392251545785298	0.300085761226529	0.485545244063916	0.112720712869072	0.828698558430742	0.477134197253871	0.813445301839515	0.686906827600285	0.792266567021506	0.329383371926366	0.229903165168368	0.34499135642688	0.772940766007026	0.563786355700099	0.723976923805138	0.265967898939589	0.132401428255047	0.410387796183343	0.351090293310717	0.648622217855487	-0.184961141257533
IL6R	0.643594070286819	0.844959128056151	0.851557903893946	0.79338688178061	0.717123343018602	0.691325902483	0.908374128588602	0.697025169812249	0.867193193565173	0.627899314502476	0.496828419029644	0.756618754434463	0.877383407918765	0.489492752864103	0.856228543504744	0.819591788044887	0.736966393627502	0.658593288233186	0.841523822813818	0.843255202936691	0.88086463889857	0.418710815368214	0.79631968115187	0.826511916067891	0.793967369372978	0.65430834737803	1	0.646454637065756	0.807039741125206	0.580351733424154	0.911354160593998	0.776520939036576	0.738060732205894	0.820048505884946	0.713605136462093	0.753257780153438	0.75113051169788	0.403653136201521	0.320707918921989	0.394947782454147	0.860607287885754	0.794909214306516	0.470400600710759	0.599583914150479	0.669534163621221	0.663618949090228	0.543469473570284	0.589460173351413	0.73764683913475	0.811417466116206	0.500292454039224	0.710451686047328	0.51540460563437	0.682184039025169	0.667109879213064	0.660786260443737	0.410327279927755	0.689263279552286	0.470673398580674	0.715013316177383	0.817543108247914	0.72969609747485	0.875020998532855	0.570370281951137	0.644275562703231	0.784481164229424	0.733041388148991	0.522956496130532	0.672044682693801	0.714984801780855	0.780735671904909	0.534328674918617	0.774285207288711	0.583671056964706	0.82936306872345	0.669927267470232	0.702989683211967	0.755086014171168	0.61499963439419	0.809762647100691	0.534275553029232	0.715434937294976	0.479313451663093	0.681943559560967	0.701009213227376	0.550919426816386	0.633662981708347	0.486731804446751	0.722212259799969	0.722353523944496	0.806107784709394	0.758115666463225	0.796483064524144	0.512469746024823	0.379876473228986	0.546920816677638	0.71423974739846	0.78919816364009	0.705310054688832	0.468051056998047	0.402629924164331	0.581038996139467	0.430465996950617	0.626504780321158	-0.0782445058266776
TREM2	0.856122149151666	0.567776369930874	0.874946889262085	0.889391829610704	0.782935905264402	0.630390978652407	0.798921899552465	0.895871799126308	0.796912330997903	0.667222236242723	0.35849530290564	0.755088778577607	0.764359419355683	0.867645851751852	0.830544421883633	0.807169464934005	0.590092509958884	0.694872094930203	0.827107588635876	0.581781935073985	0.813917388666443	0.726593145766674	0.900520138347568	0.856004371135379	0.772244009916497	0.868456265114007	0.646454637065756	1	0.870633044685645	0.905117120955793	0.740608636556001	0.941149117131188	0.682081228324016	0.760156995977376	0.456077618692453	0.57117912045145	0.627554047732448	0.383335916819542	0.136124521790287	0.204017990060639	0.579885207242971	0.840052371538885	0.405464910382371	0.798248193721125	0.944839820797034	0.847207828788687	0.35675976207531	0.487965038681245	0.646364434146935	0.634927841077867	0.547084941143683	0.742588822676925	0.26164451509901	0.55618183803904	0.374243765515437	0.790664687830951	0.79276610563659	0.830185606273715	0.394693599464337	0.684596854677061	0.811236990519785	0.824384055776901	0.794079860421827	0.665892814774538	0.516537420085668	0.683771484868721	0.565439686232653	0.595611218706162	0.654878006945533	0.510810343562016	0.61254053848852	0.410795228846086	0.831119539799651	0.227277042979936	0.780954314756601	0.62521181028773	0.852034685384988	0.821760410553896	0.522030186789384	0.721725720983598	0.667522232147574	0.459438668061405	0.625801520648434	0.677513032795233	0.435633180460914	0.36675899510212	0.549057939593399	0.142841891787941	0.859015794754937	0.563145932023409	0.89127062591959	0.760013925693	0.762061200932172	0.411101094422374	0.26418111502168	0.257405237091964	0.901707604397131	0.603328314822842	0.811171730518287	0.426116620457897	0.205066892969034	0.472115763020465	0.357578342747894	0.679230063642828	-0.126801885961427
FPR1	0.87828208844954	0.694706211700639	0.931712364180807	0.88528504834661	0.838603663637372	0.715726861979958	0.855330603416859	0.8855913509334	0.801118787316557	0.700880575352603	0.296829414968453	0.763584259598775	0.831185527032964	0.717709373877268	0.878706552538244	0.894164637596717	0.557112721506949	0.695946720508451	0.842802271567885	0.719109667360549	0.845908851888677	0.657846580895295	0.841819933380109	0.891970131695989	0.851377706617934	0.854068397332658	0.807039741125206	0.870633044685645	1	0.846574622306	0.830008068758349	0.869627514306538	0.627945360020471	0.804000100287614	0.526105571536902	0.636532499968893	0.641209434155956	0.360081386936048	0.0176600946247163	0.110616109944847	0.753403174386112	0.89148544920327	0.426378934926798	0.713174632171669	0.885275159550348	0.864951869794109	0.369155073683083	0.59729137386154	0.634187615667316	0.705462345405164	0.431107233374079	0.704530055735475	0.318052152346956	0.514263649543365	0.519544041843384	0.826874305137526	0.737210516965795	0.806833450013915	0.459921601856555	0.732036112892706	0.866330486508607	0.85497874382059	0.879927444599854	0.725729308022386	0.52359243382814	0.725290134153965	0.606469375297756	0.661018113528599	0.741928726692522	0.56988238483805	0.619709371188172	0.415849231321008	0.807784836436909	0.311218056395676	0.859758008255345	0.590345602473238	0.725883894323119	0.855331628131556	0.522997476187136	0.700766343426601	0.50311374024596	0.443352239076809	0.589234106897536	0.689671223964359	0.501247853289201	0.386618472800915	0.524333552400181	0.285373514844214	0.905490667240904	0.568411232911567	0.919482001635767	0.776625126782867	0.884320290211339	0.392915269293288	0.359553953742812	0.455814284620946	0.824428511340892	0.689093511348854	0.788616665098011	0.312554748466809	0.215879283423866	0.458062432557827	0.404199814419314	0.733250171088507	-0.180722304590896
CD74	0.949417168379832	0.454093632410948	0.812013431985336	0.869402559889992	0.809778015225193	0.574718111445406	0.713868593163799	0.828141650564814	0.660983879957335	0.661395548029083	0.170663660609141	0.664572378885565	0.695952640435298	0.791922816233732	0.757160193635631	0.798986722595263	0.479712596255598	0.750064359556222	0.720454779814674	0.451196205923609	0.725624460007757	0.768841666505026	0.795473675876478	0.822079269787554	0.774409698091421	0.842397843866379	0.580351733424154	0.905117120955793	0.846574622306	1	0.630252866673438	0.865770275581979	0.547141294090244	0.633329418476345	0.264442099110911	0.45981075041813	0.562636309569762	0.346621640332093	-0.0794600734596695	0.0313575261416408	0.563544696897696	0.845669754916363	0.373638790393993	0.812892618082116	0.866548936358612	0.924484265177729	0.148378619256722	0.592733307208459	0.561333993713017	0.61036235430352	0.380742224371341	0.677540461138378	0.0709065443531765	0.391536046597248	0.235692048165775	0.732068632060863	0.864257539729697	0.808059433318053	0.445498890833704	0.630113655476277	0.787233140727565	0.876023910993182	0.769577461838772	0.581479572551929	0.396010824038263	0.650218098200122	0.50613215094423	0.627118753134378	0.67090476274295	0.393385506424232	0.528485276016576	0.330606752677179	0.813112902285363	0.228305931005095	0.792280373783474	0.546731891226609	0.748252969963021	0.799426828243369	0.437543836925661	0.62852801001788	0.525489021127695	0.284067165567757	0.63579863319253	0.619498811610255	0.231029884424005	0.222783777977705	0.347257781738944	0.00603325213921557	0.844144806384704	0.46535136527526	0.83595628954573	0.673522321559061	0.816842487325626	0.28461743100042	0.162029555337151	0.241082946562222	0.737854783402723	0.478827179883952	0.779442406753117	0.321163731526928	0.060640637153933	0.319298300011013	0.251169866181059	0.569913904200653	-0.15282937417856
LTBR	0.657445437414192	0.811756253624744	0.882356034393916	0.844068920270857	0.725159485656191	0.701059289973416	0.928100695488831	0.743416463336938	0.925122561848871	0.617743973916811	0.556229103519481	0.804647350426583	0.906597351304415	0.572360381046453	0.903127419974243	0.8187316725871	0.754467257249484	0.664327399121491	0.882943121421487	0.838817142309905	0.918222135151439	0.457526719799041	0.863384675059403	0.8480221903292	0.791231275545087	0.732043484814449	0.911354160593998	0.740608636556001	0.830008068758349	0.630252866673438	1	0.831302491264245	0.798784672091117	0.858049146302904	0.708253055581176	0.766157276114624	0.77421772476531	0.480440896124182	0.37373908247437	0.446732967138095	0.817368559108066	0.788149986994287	0.503218384939898	0.640327967126702	0.74289750655701	0.669471293451578	0.576253708442078	0.538292768149859	0.7847048899029	0.806921679278888	0.610862299788887	0.771502279034333	0.55862208517109	0.73605814769882	0.654021285492879	0.719266140147079	0.460101422748388	0.740523421117943	0.45970364884539	0.750734346202691	0.856696789872135	0.740825478397759	0.86747353585649	0.599894737286921	0.661124814183375	0.802664364508379	0.713943683372777	0.54154632319893	0.667784738572529	0.747047666816038	0.771650929856807	0.547307670643166	0.818934930274803	0.551820293562535	0.849753198427501	0.737524901349488	0.80029382558579	0.802702164959312	0.665670524030438	0.837467848309397	0.634236601951329	0.767677982627275	0.499633083221702	0.742228137033333	0.722619115887567	0.60533941376535	0.714732862467979	0.467873147285767	0.735377159227792	0.751754614640944	0.827875532426552	0.806909095957785	0.783223196720036	0.610064641095853	0.457840604016124	0.539460894620385	0.808887506797877	0.795788709452041	0.739925160077855	0.557856735230365	0.468605154684955	0.639530600908322	0.432686422330896	0.659371975574696	0.0192889726421764
HAVCR2	0.832518970710554	0.676075508801733	0.91601926681598	0.931309798266474	0.815591364739962	0.745341814457388	0.871375643152525	0.880582707027469	0.88669080645633	0.694729977438362	0.511438012670249	0.830435721330667	0.864111423373267	0.792124201254797	0.87352748204071	0.847270531553665	0.73723718973473	0.738149156288254	0.892947823692191	0.707211367886089	0.909896980616334	0.709481812387286	0.928219938881877	0.883325490865358	0.838359763786879	0.841918298636315	0.776520939036576	0.941149117131188	0.869627514306538	0.865770275581979	0.831302491264245	1	0.78308860119806	0.848810678812383	0.605597625739719	0.662987804285948	0.72264265146128	0.444033804734289	0.284026242766055	0.36125395114396	0.706034749387133	0.869955556292461	0.471043874758658	0.827251763467493	0.896986898477137	0.844295321607588	0.498778429286183	0.554871927542558	0.765094378051845	0.729090363576433	0.632551296201419	0.794506212576762	0.409658224970187	0.686168994271337	0.502927108925774	0.783503653366221	0.711764903107013	0.862144236450892	0.43319738326527	0.773126224003596	0.851629769283828	0.847142764903623	0.874040770919616	0.647402274132918	0.629633773733116	0.742753430906864	0.706277441216599	0.544507317712645	0.632791574094744	0.616383376686995	0.708354160453473	0.555029040589933	0.87798180779225	0.341264788763401	0.853773572378101	0.747019072440464	0.887360500250607	0.830688244002507	0.613285725968407	0.836751566930155	0.714697711432089	0.606756354994156	0.642866806028304	0.698246676315314	0.573612445643964	0.459769360220894	0.649991326723627	0.252537173896588	0.841807013076717	0.644135247925264	0.897085996654922	0.784415696490048	0.816298532812579	0.474115720704995	0.31883656984999	0.340604305098233	0.88400200077684	0.671758186968468	0.845633631473499	0.521956896248825	0.276412681269889	0.579705371615185	0.395771869494445	0.646125751172415	-0.113491342480365
ITGB5	0.4856079499387	0.675135730648582	0.7190595782066	0.798085071038722	0.634402288456564	0.658643357591966	0.787816257446102	0.567990683805676	0.86972136541037	0.410239850538763	0.763461056066139	0.845355528150295	0.839468351937094	0.479851508869662	0.738464322590519	0.653529494751376	0.901682046301748	0.66815852654961	0.848829594676755	0.656015023457843	0.844216594125165	0.405550766910092	0.772345221887526	0.676712960920399	0.731718388011622	0.582584468983233	0.738060732205894	0.682081228324016	0.627945360020471	0.547141294090244	0.798784672091117	0.78308860119806	1	0.832167321560076	0.699369196071087	0.743232904076005	0.882533377460565	0.480046134889242	0.630043624708229	0.725858131369809	0.732120907749715	0.705849849180567	0.666532637242292	0.741624958053347	0.55490030653638	0.536387557483925	0.586697642141398	0.578264729141458	0.885588200070153	0.820151563389598	0.667002806981668	0.658900701233708	0.596088222492277	0.840293136366143	0.588099429320614	0.488223830921445	0.334872090979639	0.673865177742306	0.485447428322482	0.637232698233498	0.720950854768894	0.636648491032628	0.760627562885594	0.299056273472812	0.697186541542364	0.629529845688688	0.755876621803617	0.231548358486653	0.429082079880174	0.59871178209418	0.738968642435606	0.69836740363081	0.814600121872191	0.529805410772555	0.68632914437558	0.878829763428182	0.867242923181337	0.565557728212058	0.563606918649874	0.865337178107015	0.857637467075971	0.896656211754054	0.426479729410544	0.531790256106589	0.619856966649505	0.487620296799125	0.632155624274782	0.361591814928393	0.552229776903491	0.660837921966034	0.666195820552832	0.566617858447616	0.66923706881402	0.48555716603303	0.402364748873648	0.353718424081328	0.666546299652889	0.559334091644458	0.67240103699882	0.763597625499266	0.374278881563448	0.640326322080153	0.263808808512669	0.329424530017278	-0.0248161475068905
ENG	0.657502488028257	0.733694719532776	0.871137375785418	0.847349660317392	0.753677342466947	0.801662233026872	0.85036404060184	0.738965351455592	0.910760383291203	0.588366643595315	0.641279931833755	0.862681054268843	0.905484143840107	0.6197152643122	0.827938763951592	0.822270530689743	0.777720096470324	0.62238113241365	0.902546090402433	0.842843195519043	0.904006705154043	0.535474508327024	0.862445546931697	0.811767492280937	0.824166256661258	0.732375636670143	0.820048505884946	0.760156995977376	0.804000100287614	0.633329418476345	0.858049146302904	0.848810678812383	0.832167321560076	1	0.754214928448013	0.725845620269984	0.766884273717113	0.56954693698781	0.374616426479674	0.469209971947173	0.792370299386041	0.804120622456473	0.539487393432268	0.675333918118691	0.718669115400867	0.685694630829097	0.623669343255112	0.541615857584703	0.84561643400343	0.787071355588209	0.641734042815571	0.730199810279432	0.637692833876695	0.750865983595998	0.692203766378871	0.725795396902933	0.489709210199101	0.730667095058837	0.412615503643446	0.798885929120036	0.794905557153859	0.727969260459194	0.859516658665473	0.621400392865988	0.670558790546937	0.695506606542237	0.773716852078561	0.377676573605937	0.512005255657711	0.684877410147731	0.706159430262626	0.638947690267447	0.810272212755789	0.39025707814886	0.796647735221737	0.820088016602874	0.798476361458632	0.737933981200062	0.650751938791274	0.829233066008908	0.676884129301734	0.731835411315993	0.50251248798471	0.630859086001937	0.703384056428843	0.536425727339157	0.702882448899338	0.409010005251615	0.766221546421279	0.671263310758268	0.796979154511187	0.699156259125391	0.782345775987552	0.500115907829463	0.484962461182733	0.473147979207569	0.766242168232983	0.72748889921367	0.765793693102172	0.545975946313459	0.381192529295188	0.669182729939637	0.454893603456649	0.599459751708068	-0.0951910978976685
THBD	0.270702252447947	0.656876583248831	0.649513779124279	0.538802392356112	0.361526985207724	0.620173447855094	0.658443866576868	0.557368266390127	0.789609141477872	0.379505080503976	0.730007657526271	0.661347629307862	0.70494093626279	0.322254361404577	0.641501604785818	0.601732537683038	0.716357603132646	0.281532213414214	0.716990770163022	0.831321033569407	0.751893006522191	0.29019026870379	0.659355584101951	0.576859319734104	0.531495992694454	0.406744194983945	0.713605136462093	0.456077618692453	0.526105571536902	0.264442099110911	0.708253055581176	0.605597625739719	0.699369196071087	0.754214928448013	1	0.619710948942416	0.57471943402905	0.43989985767353	0.600080355734985	0.61295205784947	0.609676224381806	0.479533066750319	0.385516802661122	0.365303912968532	0.474762421157865	0.337595817057219	0.895183171146473	0.203516756392642	0.701787370422674	0.56075095199076	0.687716642570679	0.609911555325028	0.809882745008469	0.772793872861021	0.641192010071734	0.493426165141788	0.0664574016059517	0.430412705841089	0.175567037647185	0.534397104696287	0.534159496222705	0.39113308763003	0.618370981028737	0.516145527901647	0.636464125173184	0.558167399204319	0.747136618601303	0.253327239638817	0.261667214898833	0.676930717223383	0.580775038141942	0.693475048982929	0.495480776698547	0.342166457561201	0.575391912182957	0.678551017959663	0.559425857598704	0.519020867735276	0.61008571626995	0.699722237974822	0.471545697168433	0.735300591245796	0.462574963830763	0.505547433752861	0.863268135807813	0.704511265538058	0.845600399225101	0.562246511878913	0.425987811613294	0.617870046916664	0.559897712047385	0.596854840247206	0.461343220325901	0.558727631749812	0.531773850957145	0.512583124254451	0.584891305394355	0.735127125397511	0.514830187598208	0.500474006493306	0.537244941267791	0.813840327951073	0.615492309919523	0.494797305753444	0.0123687125414909
PDE1B	0.489207720641774	0.744459635393809	0.669839890379998	0.733228852216148	0.665279644152541	0.634530244038905	0.75980057012945	0.505907918128146	0.756394791105532	0.3857756148857	0.548819083798277	0.758762786406347	0.779963526030486	0.420338097479096	0.666057335481642	0.591730980741348	0.714899076789772	0.630650052729509	0.724886496767877	0.642370015361443	0.760576460688854	0.251527188989012	0.68216492244024	0.689988365629425	0.728720745518617	0.526508840218974	0.753257780153438	0.57117912045145	0.636532499968893	0.45981075041813	0.766157276114624	0.662987804285948	0.743232904076005	0.725845620269984	0.619710948942416	1	0.752046241806708	0.35918393475449	0.341356631337348	0.449873899977139	0.709016133345359	0.6462592715462	0.532697456528224	0.569179395817545	0.494010519229085	0.517317181152423	0.447224665229916	0.610332467046834	0.726048120683609	0.770049598642184	0.426940726933232	0.586501990829101	0.540062560058406	0.626420943801455	0.522918161559228	0.520037613681034	0.274905451137548	0.618610981669942	0.474027402473746	0.607616160789446	0.707962367713284	0.623268232361933	0.740223596180552	0.335007505305896	0.647376332802561	0.593562960784327	0.614676107598273	0.291207799708268	0.55519611112575	0.620057519833468	0.689116811401644	0.506416966546379	0.745419592389132	0.616431436209806	0.664928163991406	0.679492248338663	0.68583572202454	0.538047790048034	0.495697387399475	0.708540348144718	0.652281147862962	0.71912031519891	0.310034997851232	0.505788307468056	0.569599111943748	0.435702023702289	0.559731873230137	0.414067230279734	0.553501540413549	0.656692558383662	0.658786574914283	0.555456842389125	0.662032699817478	0.382741921768902	0.351174225015439	0.460942454215845	0.573647389629702	0.591554015249391	0.606056806797899	0.48522945394805	0.291803920695585	0.540797846548129	0.269877941577384	0.378959407214655	-0.082701032311825
TLR4	0.539015035346193	0.671489203205565	0.66683593064586	0.827197479216133	0.698208101992236	0.670032295565666	0.773951943181262	0.508904813767893	0.805459737723417	0.387525261560214	0.677337392557586	0.85755390447761	0.824521205990243	0.441322382617178	0.709991621191027	0.639241224678026	0.830712925471585	0.756367823163934	0.778813973954807	0.592342122197832	0.792541511710202	0.38907787791418	0.727296262169938	0.705417392262242	0.80844790078052	0.557727376609767	0.75113051169788	0.627554047732448	0.641209434155956	0.562636309569762	0.77421772476531	0.72264265146128	0.882533377460565	0.766884273717113	0.57471943402905	0.752046241806708	1	0.451410252950767	0.438501040486151	0.595216097920233	0.798841583390972	0.727460139776056	0.704958234986784	0.751827969417698	0.482308511875669	0.596480347542998	0.392477797170687	0.750443719675869	0.861101372048656	0.893832291295182	0.539016828127058	0.646686705906854	0.461176661902266	0.741829136233652	0.530892457889458	0.428212964570792	0.37601995636746	0.674654741478895	0.62599441164171	0.619895731507627	0.728775319620816	0.717829988506237	0.777510013654373	0.235679399502357	0.651322808473767	0.654717858767641	0.736910574229112	0.221484362348061	0.508880083359712	0.546362912894692	0.744728467636862	0.659099447606019	0.858566479358554	0.619322003293767	0.707473832953193	0.847281703550195	0.819008620115752	0.568220202607531	0.515315657067159	0.794921096329478	0.813919330935797	0.82061939623304	0.384470134596025	0.519311062767007	0.514398865756592	0.376066915120021	0.474541456526539	0.339831234146091	0.573891542185174	0.639421881326394	0.683163389492408	0.502800957216192	0.726522433578478	0.411572766283619	0.428544797043019	0.324462435358039	0.568488434473467	0.518175937653734	0.621858694437256	0.697209068548672	0.261930855628692	0.507888316905599	0.183856069640868	0.26402236138328	-0.0558063374461302
INSR	0.30740180615702	0.260203821380509	0.384521221818994	0.434495378011687	0.270242772246799	0.306804621367244	0.438400429779549	0.44233957080716	0.522627701087539	0.291279671033233	0.427426108030949	0.475645296704467	0.469437344893748	0.359073577319824	0.451471617556522	0.392456063553316	0.517145481790978	0.301421888858979	0.415867256877857	0.486010469502489	0.50044720417382	0.396531426827561	0.567496128497848	0.442785874631251	0.413481073885238	0.359603801334812	0.403653136201521	0.383335916819542	0.360081386936048	0.346621640332093	0.480440896124182	0.444033804734289	0.480046134889242	0.56954693698781	0.43989985767353	0.35918393475449	0.451410252950767	1	0.310623399024521	0.420062326289338	0.376843576980344	0.342054245035274	0.283623410929296	0.408899866794732	0.367885016069526	0.403693805182844	0.409573951187386	0.244516689428993	0.567372781839174	0.508555885718181	0.588442197925106	0.506817016301061	0.424438156314107	0.517216057713479	0.292758749010837	0.433924336343054	0.197142247059562	0.333338886059189	0.200015651031213	0.47412720229001	0.398361169877781	0.421856562667269	0.390488915931061	0.262655721035767	0.387123538221917	0.486891742301322	0.60120131763807	0.225231738048001	0.277787699921588	0.436924113153565	0.501821107192322	0.551057444492642	0.477976391566676	0.359613439718021	0.503460539865638	0.555266021039683	0.498853264903947	0.46897419011123	0.642865325923097	0.539912441563351	0.344907537413731	0.453849587274193	0.488964854622178	0.49805666439749	0.485790213591627	0.430685712445074	0.44875877572805	0.300116951110025	0.3116170181168	0.565494390931002	0.429759100604943	0.496939355051056	0.353465569449185	0.549495345093178	0.419175640045801	0.23177278680106	0.417047618766689	0.4123120826681	0.516211194434135	0.493226673549307	0.455481433453063	0.420271308888229	0.253956227244926	0.338541700043262	0.258405733309312
GPNMB	-0.204696870961093	0.31339339412183	0.196157906133441	0.175276219795475	-0.0530687624259206	0.256066241754283	0.279956126160102	0.146423274617446	0.478796586720685	0.121806812628866	0.845230928501251	0.345543330385622	0.30600538672594	0.00591434233827042	0.238872477102832	0.105099532800629	0.684198318971051	0.026697234114297	0.341381996703077	0.409914230350924	0.374585803726558	0.0995578881822601	0.303430799699298	0.0730669447538399	0.093498375374025	0.0422517169961776	0.320707918921989	0.136124521790287	0.0176600946247163	-0.0794600734596695	0.37373908247437	0.284026242766055	0.630043624708229	0.374616426479674	0.600080355734985	0.341356631337348	0.438501040486151	0.310623399024521	1	0.937499588343514	0.258578519352247	0.0633687144079234	0.215187332812807	0.214866028877844	0.0690450546902992	-0.106188054657047	0.68078676790049	0.0227333687826592	0.52405962801577	0.267336045139004	0.671338817714142	0.229299176057536	0.618435295775772	0.749846922259431	0.422241825379014	0.0390951393062018	-0.244364910660219	0.126947717628787	-0.0074879628327846	0.230424730177191	0.0953799622361144	0.00259874638388884	0.154631003269584	-0.015105118410942	0.424103826965968	0.161826888157409	0.490894308135356	-0.167223288377775	-0.0695911351601623	0.392925198119925	0.473826293791677	0.574833735504258	0.20162478178421	0.270372988789025	0.0937147556099349	0.481856779765425	0.38095685484189	0.0678892508876336	0.300221894911392	0.575520456753393	0.538615260493335	0.706977768971502	0.202705287578618	0.0924864862113431	0.629103557135012	0.39657316415171	0.527630047003772	0.413820879508608	-0.0793418427041418	0.274619221856978	0.118478121053348	0.186304455607415	-0.0392470839443279	0.377691671475056	0.224944404515631	0.0479725592743453	0.309795066172843	0.208205842968864	0.210128574369201	0.565977615927508	0.353607923209343	0.49033657307209	0.1087785315032	-0.00952831842101149	0.0914972337976311
ABCA1	-0.0920965913289518	0.32611074097472	0.251103185177703	0.31615043949691	0.101160538884423	0.349689482394215	0.33497886150319	0.184814509294049	0.53624097657083	0.102990234889003	0.890712879883385	0.493722597213339	0.415594112501903	0.0682422907310682	0.276438340313161	0.211117249037023	0.785596541912907	0.221964218909653	0.421493039099688	0.436420906227014	0.444779574561714	0.18853090907772	0.357724556114372	0.173863824028687	0.284361004677372	0.104793876234621	0.394947782454147	0.204017990060639	0.110616109944847	0.0313575261416408	0.446732967138095	0.36125395114396	0.725858131369809	0.469209971947173	0.61295205784947	0.449873899977139	0.595216097920233	0.420062326289338	0.937499588343514	1	0.413440402214725	0.197444662987156	0.429895616948308	0.373304282059169	0.0821707427486514	0.0438643454798249	0.617945505632799	0.231997575845594	0.669590883368158	0.451122012273095	0.680138782413061	0.265966791902446	0.605971866252391	0.792702860246992	0.421447060352698	0.0879212074995509	-0.152268454330653	0.238914121057185	0.195374297476372	0.31674699933162	0.197385133307158	0.172030943333263	0.277020864324662	-0.0404102625858145	0.486844084318916	0.254348822512303	0.608916958113995	-0.189466883831873	-0.00352951093952325	0.406989366038949	0.523111809643707	0.698856802395437	0.36149806848909	0.356922467786767	0.212378178341543	0.655740663999659	0.486603197913018	0.122270170047712	0.351068385326953	0.636542733373521	0.616507991764616	0.776639148325149	0.240130589327466	0.129376613643489	0.580971863639195	0.346628841822576	0.489544736731223	0.367680401397364	0.0293827650816249	0.356593426557835	0.197576246060499	0.186512688174071	0.132307074230083	0.355112494823437	0.267745611708359	0.0423727580860597	0.290797551634187	0.193287021452512	0.301322271501566	0.670633008393986	0.285016957012886	0.515706216168769	0.0709618664198623	-0.0625317103483034	0.0752669556317186
