""	CD44	ITGA4	PTGDR	CXCR4	CLEC2D	CD3D	PTPRC	GPR171	CD69	CD2	CD3G	CD96	ITGA1	RPSA	TNFRSF14	ITGB1	JAML	CD8A	CD8B	EPHA1	CD247	NCL	S1PR4	CD47	CD6	CXCR3	CCR5	CD74	KLRB1	CD226	SIRPG	ERAP1	ITGAL	LRP10	TRADD	DIP2A	ACTR2	CD46	VSIR	KLRD1	PTPRA	TSPAN5	JMJD6	RACK1	TNFRSF25	LAMP1	PTPRZ1	STX4	PTGER4	SORL1	CD63	CXCR6	TSPAN14	ATP5F1B	SMAP1	TNFRSF1B	CD81	TNFRSF1A	CANX	C1QBP	CD4
CCR5	0.890127556698247	0.69461288979441	0.627684095333824	0.601255856039059	0.600307822207459	0.788016456550124	0.763491479721179	0.426216539912729	0.640728348797268	0.792289387260023	0.707315291229626	0.598331455786744	0.686132147246014	0.294871108151646	0.775150701431844	0.758502495119262	0.525580707938435	0.691880942103384	0.717403185628832	0.858358035628658	0.497148653522192	0.194647758582438	0.385376975150425	0.33694115470016	0.522864114172624	0.335160543569985	1	0.114088187576378	0.147873273687472	0.269785659059834	0.617136831396791	0.304643837433443	0.738454657914626	0.108945834689911	0.212122556496221	0.0769406962905443	0.350089330174516	0.210374076139007	0.112060744016664	0.323295805720063	-0.160989827015762	0.48500335063945	0.447242791078874	0.334023991407397	0.334478765466646	0.0344491055851242	-0.64427228499404	0.273672504305381	0.552197178875849	-0.232538036047042	-0.463783392256563	0.465295585956262	0.437765638707845	0.189395899973702	0.3405774025786	0.622268590459329	0.0909480258847159	0.125220436962923	-0.300972984428179	0.128298975360431	0.264483018426503
CD74	0.10288106607964	0.383041232291748	-0.0699762967387465	0.308557809053555	0.22554574141367	0.149219388465512	0.0461932045928744	0.338253297642118	0.22325468463041	0.179253412129602	0.155988736957042	0.278807223928132	-0.14318336643229	0.52104191626088	0.277650835653185	0.324360540702334	0.221637894273142	-0.181926477106342	-0.244649932780673	0.0223395331324618	0.100895193635333	0.29250445244125	0.328999811859033	0.359073901598674	0.233314287759625	0.247098154473726	0.114088187576378	1	0.420743044511201	0.31102178330992	-0.0552362105684553	0.200877199887061	-0.174682001667648	0.410098960653425	0.418446094233057	0.110028759588359	0.345108331480497	0.350488224378073	0.572503589186786	-0.336794372445123	-0.150350125722031	0.00619786373588051	0.364814916179892	0.50107250031542	0.342765149243398	0.331790165329632	-0.100765972210717	0.0394913325699849	0.162246006116747	0.400591738675459	0.316518869561688	0.0629661019961228	0.482537717838214	0.344674552536679	0.283458144567023	0.436156130882032	0.47989165166697	0.386894800238831	0.420244978232779	0.328221990375539	0.504128727660843
KLRB1	-0.0262552496339724	0.475732945100994	-0.00132908256182669	0.726440793304155	0.748543684182496	0.541468005825292	0.302510299231585	0.863143612330317	0.63244905982168	0.526452997848523	0.560850115528999	0.659644413143217	-0.347606925439898	0.956287494914661	-0.182042860785234	0.479332303739919	0.569672969909764	-0.206680540969257	-0.230806084194665	0.00355710597094846	0.400102813765028	0.665444328360582	0.895443447138532	0.842957589990487	0.816309739635467	0.824475642026416	0.147873273687472	0.420743044511201	1	0.887577169548608	-0.402294220088423	0.621291357642846	-0.25533273266511	0.743720287313129	0.957619314867685	0.28078246750543	0.765609437276598	0.395196505354966	0.31939795495512	0.00173129398245408	-0.0456931638228845	0.361527292318359	0.804521363014445	0.930048345903394	0.892875603400036	0.803321582341818	-0.210181306826358	0.331325214433701	0.510083937960116	0.223248304226466	0.410453305095897	0.696683787265441	0.729060956272571	0.677136775116157	0.647873900418469	0.705787389955172	0.30643902849367	0.454655046663186	0.528636114559309	0.720207917614214	0.892179600653617
CD226	0.145540580668609	0.56630131617828	-0.0629392484746665	0.622575950976518	0.858710024617779	0.531624500354671	0.502233435745965	0.874380160505426	0.758207151209604	0.603093633666451	0.479762683344394	0.644752013482643	-0.165183581091115	0.860348975173453	-0.151509697269967	0.639357836052685	0.692569459500296	-0.252447532671906	-0.0685174192583603	0.0647278057989726	0.3887391947457	0.81521268186364	0.89943180187695	0.915673056775458	0.919668186790587	0.724905541305477	0.269785659059834	0.31102178330992	0.887577169548608	1	-0.315784468875094	0.640650525111844	-0.0900976058581143	0.703820323298398	0.900582990790729	0.518054363350516	0.907884995764009	0.554952943177088	0.267950170091744	0.0966728328314799	0.202564015541792	0.436910700106347	0.879192773745814	0.865897246047079	0.930502443427418	0.817808049911039	-0.182033484444034	0.507186861755564	0.774945400850836	0.331506247901608	0.309141625630525	0.662892344434864	0.901395773336937	0.767438323259264	0.829858174313351	0.821628340377612	0.0847880342015888	0.204108792656928	0.497412809090966	0.75667609130545	0.892893673655473
SIRPG	0.748648769197389	0.236125017643846	0.41142938607073	0.0879752104934611	-0.0579148427299817	0.283759488075532	0.244628833805851	-0.251818080939148	-0.00199184564868512	0.270128853997055	0.253273545229752	0.059790839718473	0.624937039252318	-0.258384242741495	0.79942872351076	0.211389829530777	-0.12699315166341	0.592680648513915	0.572907742274669	0.664927272403859	0.114768520541626	-0.370520228839102	-0.181135345167519	-0.288324076942826	-0.112353301134915	-0.18051413998031	0.617136831396791	-0.0552362105684553	-0.402294220088423	-0.315784468875094	1	0.01947588479811	0.738113702461654	-0.144714813823819	-0.352035338850723	-0.361787202459745	-0.283780646942783	-0.233018137109664	-0.0472716180481507	-0.0178516001089102	-0.230800190885373	0.0763178399594652	-0.205349348624389	-0.250283129461988	-0.299978750397115	-0.447846562801327	-0.387673690785873	-0.159402194721515	-0.0404125220037727	-0.430341867171467	-0.552930694216698	-0.0535582976368688	-0.0782221377675781	-0.360517266536204	-0.294440047161243	-0.0183152511489251	-0.0148461017274649	0.199970442252809	-0.529036321352216	-0.327050022620079	-0.297824302189107
ERAP1	0.329606187657621	0.590059705809427	0.157997526927434	0.646916181502233	0.704281321093326	0.514208567979235	0.577064936269006	0.590600502966827	0.601251894080804	0.600971513111586	0.580522729639193	0.761685905510574	0.226091982777698	0.64141288686847	0.119735683777619	0.578818277199886	0.500402867968543	0.0773918736661438	0.231444869743624	0.144063715204715	0.649093307838368	0.389114964864954	0.767176331644827	0.639327809428256	0.671092961476979	0.664276014949198	0.304643837433443	0.200877199887061	0.621291357642846	0.640650525111844	0.01947588479811	1	0.248035328472454	0.641306206692259	0.731969947983621	0.334647778150987	0.583280673655785	0.43089452793607	0.392612060191789	0.175057087669783	0.15568317633449	0.630005599032108	0.691702978417176	0.654084228594242	0.513479489949942	0.725199651886575	-0.33239762778368	0.366874666275202	0.50815130783662	0.0742378942586276	0.101288361329558	0.565113008487796	0.638685188203145	0.351279658215516	0.383426649597519	0.650996125548673	-0.0669151297365727	0.533128482762153	0.0568697207943219	0.473255062725923	0.449985078396705
ITGAL	0.867415354502324	0.513994287867278	0.685906795228938	0.364958176341025	0.270223904509229	0.560205399111692	0.633100115978774	0.00351401031240119	0.363876403812973	0.552281825787015	0.537030134917501	0.428385544726669	0.840986218922915	-0.0985969445031193	0.7305114708135	0.488216045628757	0.214116636314033	0.749088162382312	0.883700249247541	0.800938076148555	0.440858615498875	-0.172701276402001	0.0678068756475081	-0.000318564390620698	0.202206703466713	0.10283227863595	0.738454657914626	-0.174682001667648	-0.25533273266511	-0.0900976058581143	0.738113702461654	0.248035328472454	1	-0.0346501661396151	-0.178725425296322	-0.0737234207714571	-0.00568490932287598	0.0617938127720483	0.00459351164819467	0.440944005811002	-0.000198011150488429	0.465196965583206	0.108279433808252	-0.0511065818933319	-0.118137308976605	-0.178531242676539	-0.544464635036982	0.252800623808311	0.259139617731888	-0.419583345755771	-0.597263179455511	0.293466953953189	0.122995078514983	-0.159867008309441	-0.0501220495239868	0.244961282503813	-0.132627499978411	0.0962466554771744	-0.603750264465979	-0.0946611409183693	-0.211560254937297
LRP10	0.114705628222254	0.610182799579242	0.150974536124159	0.623044453559518	0.564552531168353	0.411335901883422	0.346929840667065	0.521208383716763	0.546911582992306	0.447177708230979	0.413644874012656	0.542179850810236	-0.188605027310466	0.760968544984704	0.0118604102681884	0.422982600537664	0.361306566294961	-0.226300392844969	-0.0583984077415367	-0.0448990394660757	0.584026958940196	0.495648950157444	0.825450645674787	0.662512691175486	0.615604053697053	0.703625589057169	0.108945834689911	0.410098960653425	0.743720287313129	0.703820323298398	-0.144714813823819	0.641306206692259	-0.0346501661396151	1	0.735473984043085	0.161717217271298	0.591955490451859	0.554598298235876	0.544330484851486	-0.000400309920495458	0.184449974715477	0.33184412085766	0.652493897488695	0.747627286196965	0.544804981082352	0.677372004359557	-0.189939506883897	0.420448876354551	0.416629616069555	0.0798750692797502	0.286886881442946	0.585516235322488	0.658075112458912	0.534309628189558	0.466523119883843	0.57684296182044	0.151290366870569	0.53312559507292	0.327107920429213	0.620393839650475	0.657497191473582
TRADD	0.0819429306114504	0.586518335225832	0.0198726487877562	0.701351980209329	0.808093656589196	0.526893310565754	0.414500436097921	0.862424392803316	0.671903108039022	0.554191172201458	0.548709721069595	0.726573482541542	-0.194402148026272	0.94282002490506	-0.0941323164623825	0.566114608970619	0.601280525940673	-0.196478996765447	-0.147256582013156	0.0310123876413503	0.481490653120801	0.725410818701953	0.920979115815975	0.875125548560127	0.857622769905119	0.814825246333604	0.212122556496221	0.418446094233057	0.957619314867685	0.900582990790729	-0.352035338850723	0.731969947983621	-0.178725425296322	0.735473984043085	1	0.406719302286118	0.801156835158624	0.491411170301598	0.38146355362045	-0.0188843936362364	0.073987145828909	0.486765419611753	0.861822348967067	0.935646108192398	0.885015158729578	0.88228053797087	-0.226866463738023	0.314974691309663	0.597943820037337	0.248666254707827	0.382864863513677	0.626217199713775	0.791980960875181	0.711600847839787	0.700419576534327	0.790970434965459	0.179525260386635	0.448342496652629	0.472483309368174	0.72676669425736	0.868072825634484
DIP2A	0.0435349551740554	0.313373882166954	-0.248822176924951	0.0526762060097074	0.545598332179987	0.0480710889900653	0.471632444206177	0.502939523969039	0.473903921284766	0.237697001842496	-0.00881560280713774	0.335307214563806	0.178454301818121	0.250590045354494	-0.17805537706241	0.444785290266318	0.607377565556327	-0.24198917825951	0.0476919382674736	-0.177246013511707	0.171167417624181	0.667177792689956	0.348359129663548	0.579597639460441	0.491836267151027	0.143981058085585	0.0769406962905443	0.110028759588359	0.28078246750543	0.518054363350516	-0.361787202459745	0.334647778150987	-0.0737234207714571	0.161717217271298	0.406719302286118	1	0.61462786005577	0.679907475059386	0.185077430480166	0.214013432207366	0.594275478469584	0.417366067554677	0.560414034768249	0.339926430674835	0.484295038366017	0.603132378124149	0.235491398409766	0.451322235055159	0.698815014356613	0.631410270046024	0.28252787023757	0.0910416406439895	0.585676678080283	0.548989960586348	0.695009047002741	0.552200955789923	-0.174921760401531	-0.277762937941934	0.417170914502102	0.354108977083497	0.342206843175684
ACTR2	0.234089513087333	0.588843438277362	-0.016177630366112	0.612521696931713	0.883519825528847	0.568675080644098	0.665190944182863	0.891644439666598	0.866905886347558	0.698359274908588	0.504308097063537	0.698733753255811	0.0246093101474694	0.798476092188872	-0.0237126745370851	0.764398834768626	0.856634468675458	-0.0936691237499518	0.114669781630002	0.101484006001107	0.467787178168077	0.893034311875848	0.836222070240014	0.9130233157502	0.875729001072575	0.668332032335039	0.350089330174516	0.345108331480497	0.765609437276598	0.907884995764009	-0.283780646942783	0.583280673655785	-0.00568490932287598	0.591955490451859	0.801156835158624	0.61462786005577	1	0.664147970205526	0.215411416048646	0.31687063715027	0.294804947131245	0.431025858735371	0.941442815364509	0.832049507266074	0.878757427111564	0.755272522202182	-0.222221890465069	0.663865539105645	0.88307389754551	0.373502636946812	0.264430622823428	0.65856421577996	0.899701926040474	0.817323572218254	0.928100260600808	0.854321049240242	0.1260909487514	0.090405973485057	0.466538970231117	0.749271724150502	0.807838009133434
CD46	0.212560039285705	0.625191836840826	0.0942409043971274	0.331910022889418	0.573600935330236	0.245747271625772	0.586234244356524	0.514829079990234	0.66385332989168	0.422926108910807	0.146738519662022	0.466003762160529	0.19514476495217	0.452301422023225	0.119850948340375	0.547389620701993	0.545551357799577	-0.158066837259774	0.163797818533014	-0.0469808044635176	0.54265263536504	0.646981021645993	0.57262033176404	0.663671674323432	0.495187567767587	0.378942069796214	0.210374076139007	0.350488224378073	0.395196505354966	0.554952943177088	-0.233018137109664	0.43089452793607	0.0617938127720483	0.554598298235876	0.491411170301598	0.679907475059386	0.664147970205526	1	0.455676385570877	0.259110106181178	0.583256521288014	0.37814412302402	0.649529522537789	0.508284927474073	0.422875062506039	0.591194422462627	0.0628368864242376	0.63718506734517	0.697944641080945	0.405082140906304	0.162048935704849	0.3043625597024	0.680825316860397	0.596432178129854	0.696544245107237	0.678708057448828	-0.101958455789649	-0.050234827701107	0.37328178813693	0.463907981035273	0.467243954745365
VSIR	0.13659780346669	0.494310873941456	0.191465328578888	0.308917167401017	0.257544501258381	0.136726248560427	0.243276726228652	0.176646769959361	0.242051064853473	0.182755006390628	0.1234688041675	0.271171569933162	0.0430344810784812	0.347834520478606	0.250710169740245	0.211052315657352	0.0971884175711338	-0.123527130465354	-0.0234106858418199	0.0220790915004633	0.436318949825287	0.115189335170222	0.402026129939082	0.273373597456064	0.228214283903696	0.294753788717441	0.112060744016664	0.572503589186786	0.31939795495512	0.267950170091744	-0.0472716180481507	0.392612060191789	0.00459351164819467	0.544330484851486	0.38146355362045	0.185077430480166	0.215411416048646	0.455676385570877	1	-0.163913882104604	-0.0299458087210642	0.219892128308593	0.28572360331298	0.348491051483675	0.163492724971928	0.351784283124307	-0.26396895980305	0.117809544147743	0.176635326334057	0.357344845975459	-0.000318025910521753	0.105658296959498	0.346554809657825	0.173692208406045	0.14940513707861	0.440807776398881	0.0884422514540357	0.292762363966905	0.0310302034867671	0.150791325580403	0.345557154204185
KLRD1	0.239247465144058	0.179107430085616	0.42208878963951	0.418933805150224	0.399128901032389	0.49924235427623	0.651976960965537	0.307985471966293	0.56640636403379	0.567855059387328	0.437662308644381	0.421591571938533	0.432993531270689	0.0208034782439331	0.0760239109298075	0.38172490637327	0.594296879321818	0.560837733366261	0.702190799732902	0.267726540454535	0.53751762017685	0.157754435303847	0.225244558983349	0.234298115469604	0.246409091940093	0.31230427039363	0.323295805720063	-0.336794372445123	0.00173129398245408	0.0966728328314799	-0.0178516001089102	0.175057087669783	0.440944005811002	-0.000400309920495458	-0.0188843936362364	0.214013432207366	0.31687063715027	0.259110106181178	-0.163913882104604	1	0.17652429590031	0.369733146904069	0.319594213935593	0.0879525013714487	0.0971857324602146	0.0118779608657708	-0.362089410205287	0.702500435519954	0.423816745803214	-0.18157994231266	-0.328188235400384	0.593667701623604	0.0565388885957586	0.104166756427514	0.252642410891749	0.245012852924309	-0.00897965130910248	-0.270770837799654	-0.291396141616878	0.114357165883034	-0.10411435520011
PTPRA	0.00930512138436705	0.150146937082956	-0.197552085923809	-0.188490125531976	0.183207949963394	-0.222508524333758	0.23230924074767	0.059846251212313	0.211636495842752	-0.00619116516543313	-0.27751370256199	0.0761279289400598	0.158543841283919	-0.0174285355576273	-0.222674633939403	0.136705023654579	0.192360848518578	-0.356314009591025	0.104178633801726	-0.291680085307279	0.185267226518633	0.489471841503431	0.120713843506454	0.217368713723623	0.133171261494142	-0.0652260566121479	-0.160989827015762	-0.150350125722031	-0.0456931638228845	0.202564015541792	-0.230800190885373	0.15568317633449	-0.000198011150488429	0.184449974715477	0.073987145828909	0.594275478469584	0.294804947131245	0.583256521288014	-0.0299458087210642	0.17652429590031	1	0.356472376558746	0.245852551687443	0.0879910355557678	0.0209938513908757	0.348823124356082	0.47345743329476	0.40405890628581	0.39789141935281	0.131242044802367	0.352252293582024	-0.0867652107646721	0.281563652681985	0.442825911898191	0.400703462285591	0.16611520190406	-0.248224428216363	-0.213461982558879	0.283889833089685	0.401317640129708	-0.0599728142850542
TSPAN5	0.503437192422517	0.604068466633867	0.434538710507036	0.591832944924623	0.687202497405216	0.573916675457189	0.668399079133871	0.522685175309322	0.609811630164747	0.640635887275967	0.568788236247706	0.78784613850653	0.489004830905302	0.43075271132733	0.22604104476072	0.599936281558239	0.565240433591525	0.320172192278127	0.536552121957586	0.405041658418979	0.665583695417204	0.410810914142192	0.551847939872528	0.510046001053319	0.622652850192009	0.512867681876803	0.48500335063945	0.00619786373588051	0.361527292318359	0.436910700106347	0.0763178399594652	0.630005599032108	0.465196965583206	0.33184412085766	0.486765419611753	0.417366067554677	0.431025858735371	0.37814412302402	0.219892128308593	0.369733146904069	0.356472376558746	1	0.572998441554678	0.521832250529164	0.408374158790615	0.546746729411441	-0.34383626034728	0.378974431600246	0.551425954952128	-0.193469734150948	0.0464370793289758	0.487647180188682	0.475117763429102	0.451782083237305	0.418777134856848	0.636645965058068	0.0824078428634852	0.275950089554458	-0.0782383366370627	0.502787426870052	0.174974411063959
JMJD6	0.347209870531471	0.73040068426677	0.163558061022106	0.74945219293839	0.939166284283929	0.67586450222475	0.726326868085554	0.898904777078711	0.891807063917149	0.77296775857155	0.650404611470793	0.822824515804591	0.116852840985066	0.860019984680078	0.107793122091356	0.828448541422549	0.841403895460467	0.0315778944953957	0.212158036543119	0.222890170430067	0.611576062006438	0.835878998089569	0.908587931539807	0.91528466588333	0.915994956977841	0.779677516748759	0.447242791078874	0.364814916179892	0.804521363014445	0.879192773745814	-0.205349348624389	0.691702978417176	0.108279433808252	0.652493897488695	0.861822348967067	0.560414034768249	0.941442815364509	0.649529522537789	0.28572360331298	0.319594213935593	0.245852551687443	0.572998441554678	1	0.903046741472663	0.86728091799377	0.805392151769514	-0.317528124451876	0.604316970060401	0.836942477923587	0.243049054527601	0.243523571623075	0.716692777775978	0.880392384745487	0.7763745589002	0.845597908234375	0.887004087581008	0.170232107804669	0.255184326532128	0.370009065853161	0.75916613765853	0.796523736604524
RACK1	0.224185325661583	0.662932822674159	0.157666270399288	0.800746501161544	0.838552751839893	0.654297418293982	0.487191558496598	0.885717469238048	0.755281375013086	0.674398777843584	0.659170710368049	0.793388205003597	-0.11854034481761	0.983541208023589	0.0505940085289699	0.683569500848545	0.677117925247505	-0.0531816502406091	-0.00430459885304944	0.182243050042771	0.537749918434573	0.771006547061677	0.923982585073881	0.888469605327549	0.866476140004837	0.849104674129127	0.334023991407397	0.50107250031542	0.930048345903394	0.865897246047079	-0.250283129461988	0.654084228594242	-0.0511065818933319	0.747627286196965	0.935646108192398	0.339926430674835	0.832049507266074	0.508284927474073	0.348491051483675	0.0879525013714487	0.0879910355557678	0.521832250529164	0.903046741472663	1	0.876537367007912	0.809147229517898	-0.308145180810793	0.428590572364675	0.622104742176885	0.140689682592664	0.420545484498959	0.710605937069672	0.809087918348575	0.79786135941405	0.742947055053435	0.813413766962778	0.391321435507704	0.483928238989402	0.493436949319809	0.844256176471919	0.85052940212783
TNFRSF25	0.14988669049712	0.498612095104756	-0.022905830515308	0.663270214035743	0.854400419512874	0.61375454046248	0.465860146580992	0.942327934529186	0.729483118216144	0.626423358541507	0.574869049037058	0.670058604362931	-0.182371800004899	0.874302163589347	-0.091317853875811	0.66018584535509	0.742088941462303	-0.103808932198019	-0.0751112105452518	0.172169212119806	0.292865813911138	0.799218183733406	0.829912276217543	0.904697987796743	0.916614181497161	0.739953742464206	0.334478765466646	0.342765149243398	0.892875603400036	0.930502443427418	-0.299978750397115	0.513479489949942	-0.118137308976605	0.544804981082352	0.885015158729578	0.484295038366017	0.878757427111564	0.422875062506039	0.163492724971928	0.0971857324602146	0.0209938513908757	0.408374158790615	0.86728091799377	0.876537367007912	1	0.759668114382852	-0.210717981760043	0.405231839826557	0.722911115037636	0.333969020688228	0.31960686328593	0.668577700410724	0.833119348423447	0.752404153265342	0.82866241120586	0.80130647248719	0.270931192323302	0.226210118835888	0.540734084959217	0.706415845578782	0.91261293958439
LAMP1	0.00271719824288554	0.51102123146218	-0.113574667184328	0.494270241358697	0.717095564606217	0.313501844985417	0.37994603241465	0.734794019999964	0.565735018878189	0.383361589153075	0.363220291860545	0.642451266301065	-0.138214781514203	0.779598802095246	-0.215708502818331	0.505107872895629	0.568889145377554	-0.321164843755931	-0.158072369835965	-0.139010619730123	0.398025554168112	0.746028917990675	0.787549791446202	0.822355420656143	0.764669815259936	0.650293884039598	0.0344491055851242	0.331790165329632	0.803321582341818	0.817808049911039	-0.447846562801327	0.725199651886575	-0.178531242676539	0.677372004359557	0.88228053797087	0.603132378124149	0.755272522202182	0.591194422462627	0.351784283124307	0.0118779608657708	0.348823124356082	0.546746729411441	0.805392151769514	0.809147229517898	0.759668114382852	1	0.0112645669661119	0.361457008927026	0.578952185628398	0.375570861455764	0.539603550340638	0.459148993269679	0.761004223864744	0.721494094236378	0.685451513306273	0.690322105243495	0.089839656897041	0.375125222407851	0.553613693847773	0.730661940814596	0.707989546511951
PTPRZ1	-0.564288761751233	-0.527050015743268	-0.599596836163729	-0.62906984966049	-0.425790355758298	-0.68190185811455	-0.565071499526035	-0.290797405694853	-0.49853792662504	-0.652285912048773	-0.654828142540516	-0.545490029183307	-0.430199532407114	-0.308773868640127	-0.544867223279245	-0.463524391294022	-0.371401910812654	-0.593511205360214	-0.559933917672719	-0.608922590347872	-0.561916162059922	-0.0134922199411521	-0.38977417924769	-0.226718101703553	-0.373332644960697	-0.446467618386792	-0.64427228499404	-0.100765972210717	-0.210181306826358	-0.182033484444034	-0.387673690785873	-0.33239762778368	-0.544464635036982	-0.189939506883897	-0.226866463738023	0.235491398409766	-0.222221890465069	0.0628368864242376	-0.26396895980305	-0.362089410205287	0.47345743329476	-0.34383626034728	-0.317528124451876	-0.308145180810793	-0.210717981760043	0.0112645669661119	1	-0.244167175276389	-0.293858813553268	0.331992961283868	0.522533259881316	-0.527215600083657	-0.197350189049934	-0.0714501262812005	-0.117667011047753	-0.41677788685397	-0.0826865048381805	-0.138719009132795	0.560399797988973	-0.102497022396565	-0.181045064363059
STX4	0.217384570648859	0.419427850532259	0.192332954786103	0.480598960515935	0.573243963664846	0.479320064373174	0.663942261863156	0.525284235850682	0.744104804561591	0.625304800245724	0.352542754235602	0.520161974138468	0.179850223831409	0.371843516041857	-0.00183189613666064	0.55161668250293	0.723882676056603	0.140826169491232	0.412026739336752	0.0560528640215789	0.559979641981601	0.556704273565965	0.52395276727357	0.611874576646799	0.492743124341662	0.477872010436674	0.273672504305381	0.0394913325699849	0.331325214433701	0.507186861755564	-0.159402194721515	0.366874666275202	0.252800623808311	0.420448876354551	0.314974691309663	0.451322235055159	0.663865539105645	0.63718506734517	0.117809544147743	0.702500435519954	0.40405890628581	0.378974431600246	0.604316970060401	0.428590572364675	0.405231839826557	0.361457008927026	-0.244167175276389	1	0.695372632112384	0.165360759974327	0.00788273168932802	0.637008929756393	0.527397149340299	0.504414264504347	0.634633066540578	0.512511381663427	0.0791439272640353	-0.178228569033259	0.133472112640303	0.492185738207269	0.313311933045957
PTGER4	0.454013992516942	0.658009037976082	0.081952183887279	0.510629746482787	0.874460012393499	0.561029228279306	0.825368784929245	0.764719631961774	0.900798202673013	0.752329912943415	0.429057074744217	0.662320283222531	0.34290828375517	0.550629006792576	0.164977784822239	0.787810143685722	0.869975272644183	0.0508562554928119	0.376503709619909	0.264002886273077	0.528528095397048	0.800288444224689	0.700258494492084	0.777953624352373	0.809241507533275	0.474708007566217	0.552197178875849	0.162246006116747	0.510083937960116	0.774945400850836	-0.0404125220037727	0.50815130783662	0.259139617731888	0.416629616069555	0.597943820037337	0.698815014356613	0.88307389754551	0.697944641080945	0.176635326334057	0.423816745803214	0.39789141935281	0.551425954952128	0.836942477923587	0.622104742176885	0.722911115037636	0.578952185628398	-0.293858813553268	0.695372632112384	1	0.27849680633192	-0.0394405368079216	0.550388453126611	0.845507993580608	0.704818572383716	0.883709956760434	0.865208019616571	-0.0983632702857379	-0.153048656669567	0.198075457601016	0.555316172838589	0.595794266915036
SORL1	-0.316935723702825	-0.0413861770776494	-0.553858622189213	-0.190508698384735	0.131314392341231	-0.248552969076394	-0.0184756076831153	0.261413023877075	0.0616644465271017	-0.161028009507878	-0.273954989157175	-0.0830962691791443	-0.260251491025388	0.140674437876363	-0.285870470607183	0.0840766317247753	0.21610796016142	-0.472589897820872	-0.43724820768296	-0.418490947356043	-0.299394280443222	0.35434564655007	0.0811127945327712	0.316795081354633	0.156496311505735	-0.0771242083053345	-0.232538036047042	0.400591738675459	0.223248304226466	0.331506247901608	-0.430341867171467	0.0742378942586276	-0.419583345755771	0.0798750692797502	0.248666254707827	0.631410270046024	0.373502636946812	0.405082140906304	0.357344845975459	-0.18157994231266	0.131242044802367	-0.193469734150948	0.243049054527601	0.140689682592664	0.333969020688228	0.375570861455764	0.331992961283868	0.165360759974327	0.27849680633192	1	0.342345731601501	-0.16391349628886	0.388614812257851	0.250845945762005	0.388288535359645	0.254090816535934	0.0125186625780969	-0.211182436960496	0.564317923933531	0.0989322235875336	0.405864593479928
CD63	-0.45632393437704	-0.141225612096426	-0.459219657747963	-0.0535769558628141	0.0515175084456483	-0.23210432354341	-0.325969626541088	0.23902703785376	-0.0887580862899668	-0.236682693325369	-0.157275933429322	0.00934868139278823	-0.546719313725464	0.398071248631354	-0.500379102163859	-0.0330079538780057	0.0388134220835047	-0.548654123719166	-0.584331293990414	-0.496680675503916	-0.236709813425347	0.483081072152861	0.184232724777606	0.312162491523041	0.1404836942239	0.147045665179794	-0.463783392256563	0.316518869561688	0.410453305095897	0.309141625630525	-0.552930694216698	0.101288361329558	-0.597263179455511	0.286886881442946	0.382864863513677	0.28252787023757	0.264430622823428	0.162048935704849	-0.000318025910521753	-0.328188235400384	0.352252293582024	0.0464370793289758	0.243523571623075	0.420545484498959	0.31960686328593	0.539603550340638	0.522533259881316	0.00788273168932802	-0.0394405368079216	0.342345731601501	1	-0.0486926187614609	0.233956401798606	0.553007606840773	0.30836358306412	0.0489057273919567	0.484707442952853	0.309951755967075	0.830129337276231	0.628461039174045	0.324226268082746
CXCR6	0.303918386899733	0.511896579993	0.447482154987273	0.907688111533388	0.764652000612638	0.866765316303465	0.635018935628112	0.756286527250298	0.797836294278436	0.839451629299693	0.836865969681401	0.774652814344455	0.058727896559593	0.714593945321834	0.0885509228822792	0.619874308701769	0.68557144941053	0.371957064274256	0.399258193199487	0.400334556717251	0.65867116764217	0.424726323923086	0.791119343167091	0.693097544003315	0.756753778366034	0.874095038980615	0.465295585956262	0.0629661019961228	0.696683787265441	0.662892344434864	-0.0535582976368688	0.565113008487796	0.293466953953189	0.585516235322488	0.626217199713775	0.0910416406439895	0.65856421577996	0.3043625597024	0.105658296959498	0.593667701623604	-0.0867652107646721	0.487647180188682	0.716692777775978	0.710605937069672	0.668577700410724	0.459148993269679	-0.527215600083657	0.637008929756393	0.550388453126611	-0.16391349628886	-0.0486926187614609	1	0.533560735269009	0.428324954740435	0.495247105622447	0.626199467078827	0.28873372517334	0.31925914327268	0.0563045076457678	0.539006444573775	0.571634481978069
TSPAN14	0.392452695928906	0.715175513953979	-0.012019362644728	0.57913680557129	0.840449553973429	0.536687789982418	0.616236648644364	0.80645249990411	0.793575934760342	0.654863966424396	0.476807890175914	0.688595431779353	0.100869867667336	0.787257058845615	0.143170698833164	0.774108608688043	0.715058510978507	-0.150994681144074	0.0925787817114635	0.193933660332352	0.409167150197997	0.796489294898875	0.810969994393954	0.869002573198088	0.871791988009478	0.590610369860314	0.437765638707845	0.482537717838214	0.729060956272571	0.901395773336937	-0.0782221377675781	0.638685188203145	0.122995078514983	0.658075112458912	0.791980960875181	0.585676678080283	0.899701926040474	0.680825316860397	0.346554809657825	0.0565388885957586	0.281563652681985	0.475117763429102	0.880392384745487	0.809087918348575	0.833119348423447	0.761004223864744	-0.197350189049934	0.527397149340299	0.845507993580608	0.388614812257851	0.233956401798606	0.533560735269009	1	0.75013794766577	0.841198329266123	0.889248868366036	0.0854031851204667	0.229077554639225	0.447541350440715	0.694158460800336	0.817302742799544
