""	IFITM1	CD3D	CD44	KLRD1	ITGA4	CD247	CD69	CD8A	CD8B	CD3G	PTPRC	CD2	S1PR4	SIGIRR	ITGAL	PTGER4	CXCR4	CD47	CD27	KLRC1	IL2RG	CD46	CD226	ITGB2	C1QBP	ITGB1	TGFBR3	TNFRSF1B	SELL	KLRF1	CXCR3	F2R	ADGRE5	SPN	TSPAN14	PILRB	CD81	HLA.DPB1	CLEC2D	CD6	TRADD	LAIR1	KLRB1	VSIR	IGF2R	CD96	SORL1	TIGIT	NCR3	PTGDR	TNFRSF14	JMJD6	SLC16A7	ATP5F1B	TSPAN5	TNFRSF1A	RACK1	LPP	PTGER2	SMAP1	STX4	CD74	MCFD2	CANX	EGFR	PTPRA	LAMP1	CD63	RPSA	LRP10
PTPRC	0.834590115543705	0.928521235307209	0.704954457256779	0.830955054233334	0.939881100673852	0.808542034603853	0.877655954345726	0.842514643862272	0.863174408742015	0.949588362277859	1	0.886244610001197	0.684051689193508	0.754437776537594	0.774025397472922	0.877802783204368	0.946881338572269	0.956787928232907	0.578416901239607	0.739903502997471	0.949437978160426	0.836502381179691	0.92752417468115	0.726178232644934	0.437277453499349	0.852797302607357	0.752987583291766	0.845895712218209	0.580721416909944	0.759371278839564	0.50289496719465	0.72646524513032	0.917424928520344	0.927750607749703	0.880005487797694	0.701119732445771	0.398978434246248	0.386958945987275	0.912219620674247	0.712198894510778	0.682544911132455	0.528407896745171	0.896185755273858	0.525744357685079	0.74877387691081	0.878286223879758	0.444969382631658	0.878388254209815	0.787631601518488	0.764472539999304	0.911923249821445	0.41718916379547	0.774355942457867	0.0689210756677808	0.575031242603056	0.393478429666353	0.521800650529337	0.732577646884384	0.814765135980135	0.770323906356465	0.232312215160944	0.318437379492963	-0.132451016357504	0.250860163913003	-0.551150528345768	0.8413396449219	0.482000959782851	-0.0461351689152259	0.705966475045811	0.863082822241777
CD2	0.836200963713046	0.939346755858996	0.621570628539067	0.730032061138644	0.885870151295149	0.824847149919319	0.703398967952305	0.914400678385814	0.867899234687971	0.89014147536869	0.886244610001197	1	0.710186120932507	0.806619879140458	0.749121862515107	0.650748338717674	0.803057669323606	0.776729251909524	0.75642234195679	0.818535941268511	0.939919535728522	0.641476023763616	0.856086999870221	0.687095696496762	0.34208603538713	0.646036537427949	0.640577758279511	0.633494963655436	0.415127247630952	0.735085351520785	0.801060377855653	0.681312778781666	0.874694840694074	0.881419526123875	0.718644958144407	0.651693899962562	0.274466057452393	0.230631680169598	0.813188651473933	0.758187952736588	0.643042341702507	0.425394741751106	0.824561418291122	0.317326977824983	0.533580774645601	0.938453596786989	0.226527661972579	0.941657331215322	0.80892851698567	0.773172427881396	0.796461349735562	0.31985232719663	0.76935692963867	-0.0382239353964583	0.49150508151984	0.241645609345838	0.378212807052354	0.559890397138048	0.781760746461465	0.556784089492362	0.202598637275698	0.11053107031079	-0.258239993978349	-0.0441998870396116	-0.628691707024962	0.636328464725724	0.326246899605376	-0.179096027268288	0.556969016975386	0.645044288426934
S1PR4	0.690693942020475	0.784885553614977	0.624236199595261	0.399127569906349	0.663085572116485	0.463439578721986	0.715773858698112	0.568864815785864	0.53375718614675	0.663787276310959	0.684051689193508	0.710186120932507	1	0.736563959907528	0.495182396053947	0.390612839607863	0.766482362161456	0.651650783959636	0.849165146942766	0.689622796375065	0.707380967746383	0.394449012714875	0.603175979470747	0.454318866572806	0.605905525866815	0.630973869216392	0.458163482480994	0.409900705450234	0.680080381811152	0.432926057925224	0.441301339038052	0.356967142255748	0.600045297145595	0.667791163285092	0.595964930529839	0.457607027145135	0.119066382814404	0.323770935682199	0.824466596722646	0.624699513817051	0.823333723112705	0.228302714982373	0.775197910838661	0.315621214429686	0.25887460480356	0.627857877956198	0.0798565200483751	0.685574599904496	0.547893864224074	0.409387662806019	0.764591008278923	0.137508961406126	0.56420185193708	-0.0692517791608922	0.224793646847985	0.0919367685592666	0.662396875218156	0.193290914688231	0.814803861858188	0.459136458870401	0.0507520030904722	0.272414367891782	-0.065042453418378	-0.127893180286993	-0.641362314862561	0.288828910075803	0.096811920997175	-0.192647282580849	0.798269152141591	0.503604299027492
SIGIRR	0.92502125440168	0.787839442816433	0.629011223004467	0.778817988986292	0.842792206490927	0.812561810094423	0.812434716184297	0.862900798666251	0.756518384258825	0.721896065591009	0.754437776537594	0.806619879140458	0.736563959907528	1	0.857598449824034	0.642021962159561	0.779424689584969	0.733724416581524	0.719254908276637	0.860445006555683	0.820469418917525	0.513765121895316	0.667670293863062	0.822507868348895	0.494400257184315	0.645912328932226	0.808520003130743	0.673343006489253	0.243909448760149	0.855617709865532	0.669769807857899	0.775233805864275	0.795487336315039	0.865443949366387	0.762899576973381	0.851580957583246	0.405089146580778	0.286722264567715	0.710149172571378	0.4898857498052	0.658646394348401	0.537780555168671	0.819264950294589	0.521283430443519	0.666090003568648	0.881091716512817	0.23769055322085	0.821746961068031	0.819722125415954	0.840157653647033	0.793688575170984	0.487017730063436	0.553816399029855	0.00791817879880937	0.198391384048085	0.466694293399385	0.374827465093912	0.447392868248603	0.836355987110857	0.61753821738736	0.385328362790876	0.12935619536134	-0.0301802865654785	0.137433902055508	-0.570437722207021	0.500103269744189	0.298469316392278	0.0288050829908817	0.502943259987145	0.637514674885454
ITGAL	0.948018469614379	0.741464340990985	0.470945498341976	0.927093865361197	0.834916108021731	0.955076914040742	0.755711329032602	0.872763869929828	0.752728632633357	0.66839112359909	0.774025397472922	0.749121862515107	0.495182396053947	0.857598449824034	1	0.818085187672038	0.737399981235749	0.735376684353959	0.492720769872743	0.84003070799601	0.854361771778957	0.526657671617185	0.665160715484386	0.850746624672454	0.324971392132474	0.60826516610039	0.879741673973497	0.745247228742978	0.0791414043648729	0.940065309700681	0.528208141083834	0.875400182248877	0.902116815131874	0.893199127630328	0.710724149960687	0.919546053951715	0.399327248974333	0.175650683068818	0.625500607304745	0.527791793605242	0.477225514614894	0.575038860086612	0.796057334853457	0.481138908296919	0.819320118273478	0.910394132295516	0.288717006500277	0.834901348289586	0.92484757189113	0.871958809052898	0.713085215928124	0.568313436052265	0.519539072909452	0.0152148909980135	0.402983744946341	0.551671845562079	0.168623059006027	0.658341774966631	0.734627366801545	0.660868529523045	0.433930915679094	0.0471124497810005	-0.0909925899242872	0.261589197235095	-0.476467232181529	0.63494283486512	0.3952951539179	0.0298346530881975	0.314941913623827	0.644828219172269
PTGER4	0.79674353812381	0.726558314261905	0.562369157222093	0.91844860026242	0.841926211271159	0.800405090809019	0.835416188686181	0.751535132128175	0.75599405940741	0.800060062708657	0.877802783204368	0.650748338717674	0.390612839607863	0.642021962159561	0.818085187672038	1	0.847422225677396	0.892809970688247	0.255419563548096	0.633329374844332	0.801395621625979	0.791384870306284	0.757595273821111	0.738006756236078	0.354543798836546	0.781197614260682	0.84516681935434	0.903972710218379	0.35869885982674	0.819130226489009	0.223723090467621	0.787475979555085	0.848786610391844	0.855944087379512	0.832709979387542	0.786179790290066	0.465114664557685	0.318328416006609	0.702523261844886	0.507023581329277	0.439108133509273	0.568216879831532	0.78081633180899	0.604896023832708	0.926015588303469	0.779384115464849	0.492239904437741	0.708891636209169	0.755785118738473	0.764759521416591	0.766110739559799	0.551888670161404	0.621557605193431	0.13512604207736	0.506380695564826	0.553164653256169	0.333746935042113	0.796733168485582	0.66099028166941	0.791259393241265	0.31741773590265	0.250055033838779	-0.0457775914332362	0.489227480793169	-0.371369760159671	0.849444795284312	0.533002971229089	0.119618910637889	0.495525370620588	0.856480331492169
CXCR4	0.82946114732843	0.899121718029163	0.717305106340063	0.776868714603039	0.908272312286532	0.708693484512818	0.949871146384224	0.777346745341977	0.782805982888887	0.924100173138615	0.946881338572269	0.803057669323606	0.766482362161456	0.779424689584969	0.737399981235749	0.847422225677396	1	0.929132181672681	0.630652769343787	0.683285671786378	0.881647902864233	0.761938798680441	0.821423693754906	0.64972396433106	0.540195175448117	0.857822820784448	0.742524136190664	0.797447823548807	0.683005420417206	0.707900091302978	0.385710386575097	0.666001475432449	0.844191417649855	0.876250426263621	0.855634151845718	0.695023102052573	0.316567966436264	0.359050457495443	0.918545339985011	0.650313870677861	0.764693435146059	0.416194023342848	0.913422813595869	0.519921190949416	0.707264712071562	0.816697188359236	0.319927674199766	0.819674933706743	0.737648548382758	0.687235054261167	0.91555717518964	0.386905182685792	0.777083732992771	0.0496777795050337	0.466567596397335	0.338665084043565	0.58410430070692	0.58283000899633	0.849181950646883	0.785841422816387	0.196683484005187	0.291857493450786	-0.107060352576756	0.226641606673684	-0.579463120182355	0.728692256396968	0.367744194584408	-0.0592465655665902	0.802267616860416	0.84877708709312
CD47	0.802155547711042	0.831787449759956	0.676788238375026	0.834835547172707	0.894563814427833	0.754770996074883	0.906711754234973	0.759269055940012	0.802971842718115	0.903175918999727	0.956787928232907	0.776729251909524	0.651650783959636	0.733724416581524	0.735376684353959	0.892809970688247	0.929132181672681	1	0.451994404263402	0.701744376493378	0.868148243611815	0.87225450816812	0.883466910241299	0.691517725941751	0.471584492345079	0.851086292610553	0.815484413747813	0.84235293584709	0.566014195021878	0.772280515127208	0.383741113987549	0.729329060484329	0.84156368310546	0.885199470880231	0.909769088623732	0.732049665996541	0.396901149870699	0.3736864261245	0.88332209643847	0.55957877620035	0.60620716073329	0.504883409513116	0.842956438265432	0.556536896786618	0.799997977398709	0.796133535806632	0.45400415421375	0.76683784822525	0.69255327800904	0.770316196174807	0.897982612831395	0.447145510695408	0.668382786676308	0.0842913911979241	0.519791913011317	0.400119073844575	0.521641883984941	0.732667510263939	0.785363095329535	0.769257547945699	0.218326897099226	0.312309260043063	-0.0430920768154477	0.347625646579357	-0.450517984532275	0.849758168422096	0.452954409309544	-0.00979436820864505	0.690715257421492	0.876247169945996
CD27	0.629269952250735	0.737366552632251	0.555655562943422	0.296604554510537	0.585921134475722	0.475404411213528	0.571687746127825	0.590387949878924	0.444727023549913	0.608204340588641	0.578416901239607	0.75642234195679	0.849165146942766	0.719254908276637	0.492720769872743	0.255419563548096	0.630652769343787	0.451994404263402	1	0.63224307790927	0.661639899902366	0.219821062469142	0.557979075034656	0.488935600874765	0.468301776931835	0.4955685430391	0.277839124276967	0.289088674674634	0.53658490071073	0.372935134174982	0.636495548229723	0.334391838390165	0.571351987380871	0.598540101999969	0.494835748251654	0.375544895398883	0.156843395877549	0.312368247357278	0.65963418327712	0.622138774125492	0.821515369615398	0.268936474704124	0.711059923192284	0.246652579117693	0.133783531754713	0.663743513541732	0.0250414000754779	0.714109186689738	0.589056505418986	0.370756800001035	0.657390795318231	0.0665764404525727	0.66788473520454	-0.0383469580211812	0.285780367862636	0.0902158147606842	0.533784933745912	0.116410226643105	0.678619939569062	0.408658188794055	0.200576217062561	0.230028145352838	-0.195179646294193	-0.267066928871678	-0.641810004477914	0.191247009836644	0.0987188842544271	-0.189723070654194	0.669803428726034	0.426213755735333
KLRC1	0.925346494926338	0.796962514736411	0.477412320908988	0.760826512807615	0.750267069592265	0.868656745185635	0.701142272652969	0.816664601687459	0.716885558898933	0.685943942318178	0.739903502997471	0.818535941268511	0.689622796375065	0.860445006555683	0.84003070799601	0.633329374844332	0.683285671786378	0.701744376493378	0.63224307790927	1	0.824378975389342	0.444201600076558	0.709260019837395	0.726439704134684	0.467482894173687	0.536880237970217	0.728693191773995	0.603080376357654	0.201913561730813	0.823834401543271	0.61940172470571	0.689417519616371	0.823303203541624	0.892797674366801	0.666267967206928	0.777715567460372	0.262230721972289	0.156112596980494	0.660889279321208	0.648862845964946	0.531473660797002	0.44703103850643	0.830687175448269	0.380610750510365	0.607616931424779	0.893759755912696	0.166249290356169	0.805922103907063	0.844132805967725	0.786585691473517	0.699999924072167	0.454978646915015	0.555374809265578	-0.00794894478837571	0.270474248834371	0.364835407471905	0.310491191371661	0.463489329983698	0.793106644746738	0.503542491215184	0.267631701055511	0.0117776058623671	-0.130706052237283	0.0282203074100881	-0.568309320073477	0.500512334002497	0.247597774966735	-0.0953354376778241	0.421828899364153	0.538144724585654
IL2RG	0.896617070433024	0.947026966488779	0.637103381652583	0.847032002452569	0.944350782503743	0.883965828698322	0.794097355202865	0.920740990538913	0.888771723685719	0.879067879335068	0.949437978160426	0.939919535728522	0.707380967746383	0.820469418917525	0.854361771778957	0.801395621625979	0.881647902864233	0.868148243611815	0.661639899902366	0.824378975389342	1	0.713801108436033	0.870919830161259	0.75011451683393	0.373539246906065	0.754252386642807	0.771910750750245	0.764979547394544	0.420329183616536	0.80558544700004	0.644640828884736	0.77308128882414	0.946582915081494	0.940805825164267	0.780268896379608	0.751907455353689	0.345923716776728	0.284391619978143	0.876253530962085	0.779033845032362	0.664868996933758	0.501935488663875	0.882865751975393	0.424511589291061	0.693026874072083	0.939763372152805	0.33447232853987	0.957772299198744	0.872639443799507	0.807984834721897	0.849263752825606	0.435294749010255	0.719636989993406	-0.0225577498389314	0.546998806652386	0.376726730111244	0.402961767684661	0.692309388136785	0.83436379999017	0.661122296681192	0.2554297726821	0.191105498611976	-0.156277555886627	0.13811015002629	-0.610085035795897	0.740506749957977	0.428226326784428	-0.111202618474358	0.580663522941807	0.721222830367835
CD46	0.559006307701399	0.667574010237884	0.619696604804213	0.70959856825363	0.785208939170612	0.585357568328796	0.698685381036494	0.63971660891789	0.743712482292089	0.797553535000312	0.836502381179691	0.641476023763616	0.394449012714875	0.513765121895316	0.526657671617185	0.791384870306284	0.761938798680441	0.87225450816812	0.219821062469142	0.444201600076558	0.713801108436033	1	0.796356036643538	0.566583160442581	0.242397032465429	0.792013262954375	0.667079195074158	0.793936780978044	0.458179074157685	0.607612368693733	0.334046541509068	0.676863857175019	0.690819440893465	0.701161159995228	0.839802812246965	0.593233686579694	0.435464080599339	0.344532212195897	0.73131882890695	0.433474345309905	0.403677044448185	0.48433305136737	0.59749943260722	0.507266299132531	0.746527366734276	0.617059341484088	0.580099742400492	0.620477386063874	0.502483471348083	0.666602935075518	0.739102486499621	0.450823606797163	0.585899957616624	0.0733688511968018	0.54241550869878	0.440186258122441	0.380444426852428	0.827283067377553	0.578577752900455	0.631140701196211	0.188306059733638	0.328342605579931	0.0405857688294096	0.47312686266864	-0.158319772241428	0.874983582158748	0.544429388532889	0.0517710492326964	0.511204451458453	0.811208532781132
CD226	0.716494138894619	0.834247730538587	0.613856736365636	0.711854742246554	0.854286467933724	0.754656601751522	0.769435602573528	0.752322845487949	0.749339782355083	0.905025510382749	0.92752417468115	0.856086999870221	0.603175979470747	0.667670293863062	0.665160715484386	0.757595273821111	0.821423693754906	0.883466910241299	0.557979075034656	0.709260019837395	0.870919830161259	0.796356036643538	1	0.642826594013399	0.347967670285076	0.745617804097183	0.611390010686215	0.727931975073608	0.561332805080576	0.67157346719324	0.553898613839223	0.624008251986658	0.833404036121207	0.855236743558002	0.844008194525794	0.568254486146331	0.3258314900897	0.330804694628652	0.80932442993438	0.612920516645406	0.604616260641515	0.475347746990865	0.834094893802583	0.398364246796733	0.636956407007157	0.819726321637527	0.40432978797853	0.822331775305722	0.698904553574343	0.708280591046323	0.816977910971154	0.291452752489716	0.779914958565591	0.0663634567861741	0.571746232168613	0.286181296113421	0.462051806789547	0.691429444973905	0.671242617693426	0.682431743845608	0.215219045894793	0.277838392321824	-0.230848083550048	0.134637606262081	-0.455296885796513	0.829133572806873	0.407473827689471	-0.12022628473894	0.632093082039827	0.795560586805459
