""	IFITM1	CD3D	CD44	KLRD1	ITGA4	CD247	CD69	CD8A	CD8B	CD3G	PTPRC	CD2	S1PR4	SIGIRR	ITGAL	PTGER4	CXCR4	CD47	CD27	KLRC1	IL2RG	CD46	CD226	ITGB2	C1QBP	ITGB1	TGFBR3	TNFRSF1B	SELL	KLRF1	CXCR3	F2R	ADGRE5	SPN	TSPAN14	PILRB	CD81	HLA.DPB1	CLEC2D	CD6	TRADD	LAIR1	KLRB1	VSIR	IGF2R	CD96	SORL1	TIGIT	NCR3	PTGDR	TNFRSF14	JMJD6	SLC16A7	ATP5F1B	TSPAN5	TNFRSF1A	RACK1	LPP	PTGER2	SMAP1	STX4	CD74	MCFD2	CANX	EGFR	PTPRA	LAMP1	CD63	RPSA	LRP10
ITGB2	0.814894796540408	0.653968022531817	0.64939074164525	0.789183924440019	0.759277336986193	0.826124726429757	0.679768255322081	0.775395655453181	0.687844633302199	0.609600570772614	0.726178232644934	0.687095696496762	0.454318866572806	0.822507868348895	0.850746624672454	0.738006756236078	0.64972396433106	0.691517725941751	0.488935600874765	0.726439704134684	0.75011451683393	0.566583160442581	0.642826594013399	1	0.350907507267872	0.694312552507342	0.761478010923851	0.815453458377358	0.0777492781786926	0.828897307629854	0.52402246338221	0.794252289499197	0.800636051414383	0.816369726754459	0.790979479008672	0.820271428897237	0.765657029639355	0.576334512797416	0.573458146485682	0.427319706471328	0.513985808036586	0.890411780754019	0.682046960059312	0.779951645020407	0.791748410992896	0.794040209400606	0.634123144341103	0.713795157820965	0.800410010817193	0.790027668026792	0.74997028446472	0.576735031186131	0.445498837207127	0.191657562719434	0.330656581578219	0.757244238617433	0.364802485605489	0.692339357882014	0.654281720084576	0.719781458696803	0.617310216941575	0.444791070084882	0.112356338963555	0.442321691054741	-0.418030076692678	0.622805276337946	0.662230465359639	0.356999821891651	0.367851516175931	0.745891256617141
C1QBP	0.48376535801363	0.469652691836259	0.525952068866129	0.297624225481493	0.37621477627898	0.296444293889595	0.590531683322834	0.285727208137952	0.290628127691181	0.418820976876109	0.437277453499349	0.34208603538713	0.605905525866815	0.494400257184315	0.324971392132474	0.354543798836546	0.540195175448117	0.471584492345079	0.468301776931835	0.467482894173687	0.373539246906065	0.242397032465429	0.347967670285076	0.350907507267872	1	0.536022813952229	0.336805155476569	0.418338550906857	0.461138162844612	0.323343348029369	0.0807345161577532	0.249639239431966	0.381458350677684	0.483075249593023	0.460509792977268	0.32467296109705	0.354117781717116	0.367888090467333	0.484962849834797	0.397308198296558	0.60608493923349	0.271189532357467	0.573466813468786	0.437645704109848	0.307932142022164	0.365196767054115	0.135757891531182	0.325013293508797	0.381946142523841	0.273411133999186	0.563542797650583	0.335174708649025	0.358259455715387	0.638707871452998	0.176024413859125	0.35802668836203	0.786632084201783	0.0992053519958674	0.603966488926667	0.5823115261507	0.207348134647369	0.294778893632537	0.320950646107331	0.283702641670368	-0.322762301380009	0.294634779359594	0.171849306705535	0.285290614037096	0.73290185848168	0.506691987032393
ITGB1	0.667335646946622	0.762238649249243	0.793643883656413	0.640278118908014	0.766653391994653	0.579399062836803	0.823178120638649	0.597017405788165	0.640092048527322	0.774445353913856	0.852797302607357	0.646036537427949	0.630973869216392	0.645912328932226	0.60826516610039	0.781197614260682	0.857822820784448	0.851086292610553	0.4955685430391	0.536880237970217	0.754252386642807	0.792013262954375	0.745617804097183	0.694312552507342	0.536022813952229	1	0.607345937946467	0.865589547555757	0.617719639691845	0.557015976357858	0.254220775033806	0.676404622408912	0.749742361421881	0.765595451664395	0.894253946615131	0.565650078299266	0.599577527863873	0.580728283793531	0.838198144423574	0.57206559391013	0.766944497222213	0.632344757214033	0.763562082143117	0.700195472476716	0.723766817421814	0.643023343905056	0.567308558651774	0.65535458453187	0.606745587996814	0.545636599567524	0.891963747808811	0.456246286054134	0.617153753909994	0.282588402279603	0.555528619624898	0.548339935271009	0.70093330967687	0.680947286784488	0.746830766237391	0.854993526806051	0.389233864882117	0.555492716494154	0.188976222731104	0.509832448081383	-0.438735115379026	0.762327963111941	0.676909900363532	0.268729031418908	0.781613456710004	0.926306571838486
TGFBR3	0.871843341307231	0.647482585758803	0.454005189029972	0.950671390839889	0.839172561668964	0.840200415855973	0.77254375882775	0.813971799941416	0.782223297503627	0.658620483944341	0.752987583291766	0.640577758279511	0.458163482480994	0.808520003130743	0.879741673973497	0.84516681935434	0.742524136190664	0.815484413747813	0.277839124276967	0.728693191773995	0.771910750750245	0.667079195074158	0.611390010686215	0.761478010923851	0.336805155476569	0.607345937946467	1	0.754823192592226	0.0833547178942394	0.948839101036872	0.402748248239624	0.878301062632984	0.774385297438694	0.819772624236915	0.739849719786007	0.945265961381485	0.385988223968592	0.153718330524668	0.625532677452632	0.346105515943121	0.31824831845782	0.49081376884826	0.674678095578454	0.504818080371768	0.878176792919763	0.790137790110059	0.33329446192274	0.709119251057311	0.745930240463201	0.907777802619527	0.693870961393846	0.576895244984653	0.371517839413921	-0.00925449599240355	0.28105054720464	0.52392461024484	0.154532860499535	0.677805867559274	0.70198015821151	0.589405463697079	0.251526895056087	0.0336887843057031	0.0152261725646961	0.36725530774866	-0.34456418772908	0.663667765915544	0.336715110645327	0.0392719052170037	0.290212369002259	0.639176612752204
TNFRSF1B	0.740159319361331	0.723747908214871	0.749979454761898	0.830453111632743	0.809921321250844	0.734330449908931	0.796473955024128	0.717388435388508	0.768738655577917	0.756041124270135	0.845895712218209	0.633494963655436	0.409900705450234	0.673343006489253	0.745247228742978	0.903972710218379	0.797447823548807	0.84235293584709	0.289088674674634	0.603080376357654	0.764979547394544	0.793936780978044	0.727931975073608	0.815453458377358	0.418338550906857	0.865589547555757	0.754823192592226	1	0.333339894313111	0.746709443901607	0.280842248344861	0.753224473916552	0.824260987349233	0.843082120397226	0.855677637661679	0.710756783554733	0.66339719508007	0.493804279201104	0.710981947790643	0.510886186794762	0.551810099924018	0.761988936182485	0.751418346421707	0.737930654801925	0.913050523329587	0.725057555348862	0.628196667105734	0.667152151771282	0.734559339286807	0.728025609328765	0.811985758937125	0.634811455606301	0.552475735779869	0.268639281637988	0.435561496551159	0.69045570945727	0.489948323572218	0.775757731341309	0.705499819189928	0.868913973932668	0.500666357293804	0.419527934344707	0.19056792772312	0.636313812909738	-0.395679021755397	0.827509719909447	0.740763769975108	0.388954018737506	0.548371779597629	0.890194090077759
SELL	0.254679983788065	0.564322241378837	0.538899232725249	0.110716584250557	0.428529448998277	0.0689410069303237	0.603542123675901	0.190012658784168	0.251038145484234	0.641879756372656	0.580721416909944	0.415127247630952	0.680080381811152	0.243909448760149	0.0791414043648729	0.35869885982674	0.683005420417206	0.566014195021878	0.53658490071073	0.201913561730813	0.420329183616536	0.458179074157685	0.561332805080576	0.0777492781786926	0.461138162844612	0.617719639691845	0.0833547178942394	0.333339894313111	1	0.0138649897913409	-0.0125457438120951	0.00663466256306709	0.338344171279909	0.372296947714368	0.509557789289919	0.00597125727691546	-0.00894775552798442	0.347186004322447	0.693810960133345	0.450786154248967	0.710351190995892	0.0146622108366737	0.596046740623285	0.221091523363353	0.116419483917601	0.280905331612651	0.11215498131387	0.36008644991904	0.173125996854402	0.0076684048279303	0.603936816346733	-0.103495588969631	0.661751360359023	0.0469448607305304	0.347153298620869	-0.133065641574879	0.721429837523915	0.13105589363963	0.467545097038836	0.486930737581644	-0.105391693969475	0.405052113355258	-0.158722688625792	-0.0499498284120478	-0.413714720710258	0.354050424252054	0.0880176265760975	-0.186659085366918	0.903403447564403	0.570455683741622
KLRF1	0.921891355550422	0.69010054573377	0.444682727779242	0.963292549508775	0.845338846201173	0.942588046544481	0.745715812520536	0.881846519133652	0.808785207079281	0.689214106430593	0.759371278839564	0.735085351520785	0.432926057925224	0.855617709865532	0.940065309700681	0.819130226489009	0.707900091302978	0.772280515127208	0.372935134174982	0.823834401543271	0.80558544700004	0.607612368693733	0.67157346719324	0.828897307629854	0.323343348029369	0.557015976357858	0.948839101036872	0.746709443901607	0.0138649897913409	1	0.563402380222204	0.89087559028596	0.846700330648747	0.88133650122734	0.733843872922242	0.946949878226187	0.399483044082474	0.135904322782816	0.578340521040338	0.398145728365821	0.329120278561366	0.549920058044621	0.72138514531912	0.474942948209682	0.857558149436438	0.88846812217046	0.293686258025742	0.77714326927466	0.856825791545139	0.963884325632691	0.689136591160037	0.580729728827822	0.461043757430903	0.0256878205068856	0.30023980673957	0.530253356683571	0.113653756670434	0.656818178652026	0.708734067197556	0.607594167357995	0.350006002062246	-0.0213456986518288	-0.0842278002990576	0.286618972641733	-0.405524340983671	0.665471406361927	0.343846593038148	0.0323440118782531	0.24948446875112	0.638570696020733
CXCR3	0.566448952811563	0.614448851843492	0.34971473424901	0.4591101877238	0.594682192944611	0.641477952434675	0.315918605957177	0.742073552741163	0.667880515558806	0.544370925174122	0.50289496719465	0.801060377855653	0.441301339038052	0.669769807857899	0.528208141083834	0.223723090467621	0.385710386575097	0.383741113987549	0.636495548229723	0.61940172470571	0.644640828884736	0.334046541509068	0.553898613839223	0.52402246338221	0.0807345161577532	0.254220775033806	0.402748248239624	0.280842248344861	-0.0125457438120951	0.563402380222204	1	0.52764684513576	0.56950183015731	0.571621389323152	0.402977026019848	0.471064998348242	0.192773826554473	0.0577977552487088	0.458066406991918	0.451167766549644	0.360019750797049	0.306486172114296	0.436156374787039	0.0701217705737388	0.22358654499867	0.703026106949618	0.0558743511925622	0.740163915617183	0.583098996844304	0.673937514967939	0.449948348000533	0.167050409637192	0.443450798344989	-0.10206617078952	0.238603104971078	0.114916946102109	0.0603428709872681	0.301220726049077	0.50184845446996	0.193506209695277	0.170572175589089	-0.0897452650603098	-0.250293616002418	-0.23762851878908	-0.434084336497011	0.329424849284544	0.164081989399939	-0.173230608759384	0.141982620725262	0.255864010003194
F2R	0.823886862616418	0.655120812205548	0.434496033165843	0.892766877916293	0.809717940469274	0.851382871479649	0.687751418220507	0.818088811228325	0.754389220618411	0.641724956717073	0.72646524513032	0.681312778781666	0.356967142255748	0.775233805864275	0.875400182248877	0.787475979555085	0.666001475432449	0.729329060484329	0.334391838390165	0.689417519616371	0.77308128882414	0.676863857175019	0.624008251986658	0.794252289499197	0.249639239431966	0.676404622408912	0.878301062632984	0.753224473916552	0.00663466256306709	0.89087559028596	0.52764684513576	1	0.803412407514903	0.800242247154362	0.763558586506554	0.880100950054728	0.48488460410721	0.160275946705932	0.589274228848824	0.390879197419928	0.356743852797078	0.562074872700472	0.6276660659926	0.503440388758104	0.855118709912165	0.804275292118507	0.375640792640594	0.746786006710685	0.78091564789347	0.874530669846154	0.653701991175625	0.575570160284959	0.412903581534239	0.0832567691705206	0.458385607016063	0.611135918988158	0.103034662944887	0.738347489957295	0.665116216454513	0.606077043072596	0.350204676196805	0.0581046941114804	0.00799540114177234	0.408314407346331	-0.290117963255045	0.709312235663761	0.463857197466585	0.0837333335155314	0.226576433312284	0.675678642645371
ADGRE5	0.911306337331022	0.902436152442652	0.601224406468884	0.882451498042391	0.903264946903283	0.929307233212868	0.805815722729659	0.894069258328254	0.860811552585593	0.84498896510029	0.917424928520344	0.874694840694074	0.600045297145595	0.795487336315039	0.902116815131874	0.848786610391844	0.844191417649855	0.84156368310546	0.571351987380871	0.823303203541624	0.946582915081494	0.690819440893465	0.833404036121207	0.800636051414383	0.381458350677684	0.749742361421881	0.774385297438694	0.824260987349233	0.338344171279909	0.846700330648747	0.56950183015731	0.803412407514903	1	0.95998429342569	0.78601619202437	0.770714408385872	0.387774761404802	0.263613180571026	0.796901708128968	0.722625639947979	0.616467821811054	0.586639627840997	0.890079286003222	0.483365986209482	0.773720434129641	0.940572819223095	0.361012845214754	0.896904943291045	0.946423334707396	0.813463139507919	0.808801722789028	0.481166671701743	0.718591299900172	0.0683503006631962	0.574176552837731	0.496585197042275	0.349688274860853	0.711796241998908	0.828596919838622	0.732224118453365	0.368563262676714	0.178065277366576	-0.161320235933007	0.24483662144901	-0.545627924342303	0.77293971567057	0.467951498178624	-0.0228466111152919	0.527358393142376	0.775658646730749
SPN	0.950903318360614	0.918016965279816	0.631506034288651	0.894825637040276	0.921599454538867	0.913861748281355	0.868290252728773	0.906528417509619	0.874788335276095	0.877322236128258	0.927750607749703	0.881419526123875	0.667791163285092	0.865443949366387	0.893199127630328	0.855944087379512	0.876250426263621	0.885199470880231	0.598540101999969	0.892797674366801	0.940805825164267	0.701161159995228	0.855236743558002	0.816369726754459	0.483075249593023	0.765595451664395	0.819772624236915	0.843082120397226	0.372296947714368	0.88133650122734	0.571621389323152	0.800242247154362	0.95998429342569	1	0.84728469612672	0.813889924067581	0.412792276724047	0.305436850860729	0.824031551767632	0.694427440582831	0.636589496684782	0.585737702311354	0.924671667063794	0.544300480517299	0.796165070803492	0.948037621669238	0.360354973422834	0.893484714562776	0.92511643941404	0.85015504290625	0.843798290413243	0.518671389373881	0.704495710146272	0.0838694061143201	0.451817764685776	0.501138575053415	0.418468982785332	0.659968399671731	0.883440488209156	0.740569225006795	0.335338681206955	0.188922370123371	-0.127686971298691	0.254642876991899	-0.57652171772553	0.749361771462121	0.433039972031727	-0.00462683826758876	0.582482340183711	0.795135436270241
TSPAN14	0.761124789873809	0.760250407255627	0.708590269748959	0.758446375490592	0.846007622553348	0.703196498937429	0.878793994913731	0.71267524644771	0.701856606744165	0.843368807181679	0.880005487797694	0.718644958144407	0.595964930529839	0.762899576973381	0.710724149960687	0.832709979387542	0.855634151845718	0.909769088623732	0.494835748251654	0.666267967206928	0.780268896379608	0.839802812246965	0.844008194525794	0.790979479008672	0.460509792977268	0.894253946615131	0.739849719786007	0.855677637661679	0.509557789289919	0.733843872922242	0.402977026019848	0.763558586506554	0.78601619202437	0.84728469612672	1	0.712220251648764	0.56824574349341	0.500131287048128	0.801128055512618	0.43707597026542	0.645267404139841	0.653265671844875	0.788351837446818	0.700418271783779	0.803799344442971	0.753911608410059	0.557851511321462	0.715971347174379	0.678732651354674	0.727869952664513	0.876073981741857	0.444465319202604	0.646768209697718	0.177211343386053	0.482393783959282	0.546429903061871	0.538229647236312	0.710670317819344	0.748594098152772	0.802976038428751	0.345460499271562	0.434368905400338	0.00597886933206374	0.422660878046213	-0.381084579082425	0.7875829645285	0.555109737201336	0.143460886530572	0.665451471480576	0.932252464316144
PILRB	0.898676226124085	0.632320415366888	0.45283638661498	0.914398301522112	0.792409978346863	0.865020713705921	0.735556247998161	0.818915644335285	0.726251335264933	0.600680056443058	0.701119732445771	0.651693899962562	0.457607027145135	0.851580957583246	0.919546053951715	0.786179790290066	0.695023102052573	0.732049665996541	0.375544895398883	0.777715567460372	0.751907455353689	0.593233686579694	0.568254486146331	0.820271428897237	0.32467296109705	0.565650078299266	0.945265961381485	0.710756783554733	0.00597125727691546	0.946949878226187	0.471064998348242	0.880100950054728	0.770714408385872	0.813889924067581	0.712220251648764	1	0.427832953368607	0.176491053027312	0.563935755333351	0.376629991097565	0.348916089393797	0.545858322274088	0.673462534373811	0.527216597372735	0.843580286440516	0.815994104969571	0.348169094399829	0.722203079961064	0.787386431999939	0.894842077730843	0.678815984172136	0.62089957160356	0.391960677957475	-0.0293943297745893	0.268727456264043	0.605800118437782	0.127523728136807	0.675647670144871	0.691017425171195	0.575744142094351	0.36254278001093	0.0393128731011213	0.0359559085063113	0.358795452792114	-0.297244591326354	0.601664978137343	0.361343311579815	0.0655429975586215	0.243434554097673	0.604893141636147
CD81	0.343662252353429	0.271219452978879	0.587948717396587	0.401264309250712	0.376029616903099	0.383807315561509	0.337924889577573	0.346886433945278	0.350621081241358	0.271455291243305	0.398978434246248	0.274466057452393	0.119066382814404	0.405089146580778	0.399327248974333	0.465114664557685	0.316567966436264	0.396901149870699	0.156843395877549	0.262230721972289	0.345923716776728	0.435464080599339	0.3258314900897	0.765657029639355	0.354117781717116	0.599577527863873	0.385988223968592	0.66339719508007	-0.00894775552798442	0.399483044082474	0.192773826554473	0.48488460410721	0.387774761404802	0.412792276724047	0.56824574349341	0.427832953368607	1	0.81848226453286	0.27645201359574	0.185055913096521	0.324008739071867	0.910590069255026	0.276105632272775	0.854140368713873	0.559921086743007	0.319117468438013	0.82727479880732	0.294561890946492	0.356593603942402	0.401826208758205	0.491551165487904	0.528563154324551	0.140495819193497	0.536097472116069	0.214732739130529	0.809383025553504	0.494098197366827	0.566396847417869	0.285038163674696	0.606723602956574	0.639514528908785	0.731981125156588	0.473810541972682	0.69655769579024	-0.122999649334423	0.480463095571276	0.837044690669283	0.749631823564346	0.283335963372687	0.615281913252379
HLA-DPB1	0.200886718241765	0.277700275881265	0.563698236132047	0.153877539674049	0.268407624351481	0.163325129981225	0.348706753485668	0.164577785509568	0.196003842454787	0.278148490505852	0.386958945987275	0.230631680169598	0.323770935682199	0.286722264567715	0.175650683068818	0.318328416006609	0.359050457495443	0.3736864261245	0.312368247357278	0.156112596980494	0.284391619978143	0.344532212195897	0.330804694628652	0.576334512797416	0.367888090467333	0.580728283793531	0.153718330524668	0.493804279201104	0.347186004322447	0.135904322782816	0.0577977552487088	0.160275946705932	0.263613180571026	0.305436850860729	0.500131287048128	0.176491053027312	0.81848226453286	1	0.372085872063872	0.258014763112058	0.482040402319765	0.755983658246035	0.303551056831848	0.837999376745128	0.277142540528084	0.176488078929862	0.792520136089752	0.204230322143766	0.181244377624659	0.139492149220674	0.517893305281995	0.256462281621133	0.218198318554504	0.339408142091218	0.123787583137903	0.525402525052838	0.676558904302637	0.339726366327882	0.276029258999928	0.516062705847195	0.416287990114251	0.953868436942381	0.305643863006062	0.42495834490406	-0.28198807087408	0.328557056501348	0.658149123993487	0.502214533272205	0.518159030024427	0.565019840834755
CLEC2D	0.741230072270256	0.919916059275696	0.693516080830994	0.651175709763922	0.843235771893601	0.620708295658895	0.850629680747965	0.719605157417531	0.774785270949724	0.874462102910735	0.912219620674247	0.813188651473933	0.824466596722646	0.710149172571378	0.625500607304745	0.702523261844886	0.918545339985011	0.88332209643847	0.65963418327712	0.660889279321208	0.876253530962085	0.73131882890695	0.80932442993438	0.573458146485682	0.484962849834797	0.838198144423574	0.625532677452632	0.710981947790643	0.693810960133345	0.578340521040338	0.458066406991918	0.589274228848824	0.796901708128968	0.824031551767632	0.801128055512618	0.563935755333351	0.27645201359574	0.372085872063872	1	0.726596881956904	0.815591434141131	0.390289558262372	0.841433462391918	0.453618693675986	0.554816982218295	0.739715699597439	0.325647724652135	0.805771442535189	0.666637981114582	0.588216444909828	0.871854785074421	0.26365303546297	0.672456677615688	-0.00077181407143495	0.518993098872282	0.271279502630681	0.615412428534082	0.544836255112132	0.876944203585603	0.679082857455699	0.0935466331388005	0.343185963495633	-0.0869561146590228	0.151648845537323	-0.564114678028222	0.67438232576565	0.364766450788919	-0.121035843581475	0.803291413134355	0.759656145257569
CD6	0.624209207029595	0.830595304867839	0.507441666073938	0.484578978474917	0.595709222691641	0.589545499054032	0.501666840410667	0.640032372325778	0.64738813800669	0.652419712607342	0.712198894510778	0.758187952736588	0.624699513817051	0.4898857498052	0.527791793605242	0.507023581329277	0.650313870677861	0.55957877620035	0.622138774125492	0.648862845964946	0.779033845032362	0.433474345309905	0.612920516645406	0.427319706471328	0.397308198296558	0.57206559391013	0.346105515943121	0.510886186794762	0.450786154248967	0.398145728365821	0.451167766549644	0.390879197419928	0.722625639947979	0.694427440582831	0.43707597026542	0.376629991097565	0.185055913096521	0.258014763112058	0.726596881956904	1	0.653742322668279	0.296869555232014	0.716169728972323	0.268634227286615	0.327005815150104	0.681454372681671	0.22501995887934	0.723687429101951	0.666812689917916	0.407162230053178	0.614546896732446	0.323192767198483	0.678116553679199	0.0213495880902557	0.504905700981168	0.236338807748722	0.467817111235937	0.432087715930429	0.692986284310325	0.420660529791514	0.120760263464471	0.213119506038878	-0.0706344764823696	0.0181250015773281	-0.581579908171975	0.485383519424422	0.358006095526209	-0.140764264480831	0.575466419095173	0.469320051502488
TRADD	0.590488909002048	0.759990263821413	0.737449391262505	0.348913530056969	0.599467984034609	0.413497784582217	0.731019708459862	0.489011548497639	0.458167634884319	0.658855472251469	0.682544911132455	0.643042341702507	0.823333723112705	0.658646394348401	0.477225514614894	0.439108133509273	0.764693435146059	0.60620716073329	0.821515369615398	0.531473660797002	0.664868996933758	0.403677044448185	0.604616260641515	0.513985808036586	0.60608493923349	0.766944497222213	0.31824831845782	0.551810099924018	0.710351190995892	0.329120278561366	0.360019750797049	0.356743852797078	0.616467821811054	0.636589496684782	0.645267404139841	0.348916089393797	0.324008739071867	0.482040402319765	0.815591434141131	0.653742322668279	1	0.405967995967858	0.777915089028725	0.466990243882589	0.325890688132878	0.576884651528077	0.224623148576395	0.626421777215174	0.556029768446202	0.316284509728613	0.794200103739461	0.185284184389279	0.653943471513199	0.176506524735297	0.407198601604655	0.280379567687987	0.76382780546882	0.255897666784651	0.756747615571425	0.694391519204354	0.334352443435152	0.453035046145885	0.0505322033633005	0.0889543759719564	-0.575034243553689	0.404723925483674	0.358771015278036	0.0820111129958301	0.870527696545618	0.667845786833151
LAIR1	0.511093065380984	0.41678313386945	0.631793271811057	0.535369729401226	0.499974678440788	0.571845574819925	0.454014838059697	0.488364889604648	0.470231926377481	0.386703750891566	0.528407896745171	0.425394741751106	0.228302714982373	0.537780555168671	0.575038860086612	0.568216879831532	0.416194023342848	0.504883409513116	0.268936474704124	0.44703103850643	0.501935488663875	0.48433305136737	0.475347746990865	0.890411780754019	0.271189532357467	0.632344757214033	0.49081376884826	0.761988936182485	0.0146622108366737	0.549920058044621	0.306486172114296	0.562074872700472	0.586639627840997	0.585737702311354	0.653265671844875	0.545858322274088	0.910590069255026	0.755983658246035	0.390289558262372	0.296869555232014	0.405967995967858	1	0.44918655889174	0.847562681328257	0.661850096328502	0.498180824101149	0.820357297445269	0.433404281834915	0.563888646807051	0.529650598828656	0.591580172124825	0.536676222638786	0.258066105143678	0.333996311437357	0.282965821496871	0.817689605707819	0.426402605939331	0.649854936555546	0.432731844456476	0.671203212947073	0.705058991453788	0.679308258010371	0.331942513780597	0.616689333442223	-0.244935762506407	0.54330658939918	0.832458188191074	0.612864698935668	0.29632875970614	0.676125046852918
KLRB1	0.884069960239857	0.906001157889283	0.655792710721567	0.747419363521558	0.852084365503047	0.777159478518935	0.907266646317363	0.788534438776459	0.732868248046791	0.872145276511253	0.896185755273858	0.824561418291122	0.775197910838661	0.819264950294589	0.796057334853457	0.78081633180899	0.913422813595869	0.842956438265432	0.711059923192284	0.830687175448269	0.882865751975393	0.59749943260722	0.834094893802583	0.682046960059312	0.573466813468786	0.763562082143117	0.674678095578454	0.751418346421707	0.596046740623285	0.72138514531912	0.436156374787039	0.6276660659926	0.890079286003222	0.924671667063794	0.788351837446818	0.673462534373811	0.276105632272775	0.303551056831848	0.841433462391918	0.716169728972323	0.777915089028725	0.44918655889174	1	0.473120825925621	0.660104736233769	0.877813097877403	0.2399660228113	0.838388299917002	0.847311260896441	0.668507634954026	0.842743440510693	0.395674202145063	0.801298182586059	0.0713146956587175	0.420289710072763	0.356464329390101	0.551970006795496	0.498157397800519	0.852954771625491	0.75474500486302	0.28957044509273	0.221905716031467	-0.169934651484937	0.135217079331033	-0.626631428612967	0.656086607994872	0.306470859946728	-0.0806313449033203	0.751452775921616	0.776530857015416
VSIR	0.487215161591888	0.404194294520964	0.573376866748584	0.491273362972163	0.460375920354651	0.41507622206977	0.593730640566829	0.388810774979133	0.39867153812422	0.414273626544609	0.525744357685079	0.317326977824983	0.315621214429686	0.521283430443519	0.481138908296919	0.604896023832708	0.519921190949416	0.556536896786618	0.246652579117693	0.380610750510365	0.424511589291061	0.507266299132531	0.398364246796733	0.779951645020407	0.437645704109848	0.700195472476716	0.504818080371768	0.737930654801925	0.221091523363353	0.474942948209682	0.0701217705737388	0.503440388758104	0.483365986209482	0.544300480517299	0.700418271783779	0.527216597372735	0.854140368713873	0.837999376745128	0.453618693675986	0.268634227286615	0.466990243882589	0.847562681328257	0.473120825925621	1	0.64577568081016	0.402868477194772	0.814824533915023	0.316623147025062	0.438726170140881	0.428798373723865	0.61141947282269	0.51615059537797	0.271581033386485	0.328324482592165	0.165607202926893	0.789756895090985	0.531826931930896	0.506985811678344	0.497130062843188	0.663396113338312	0.504967923249989	0.77054017578922	0.294464034793357	0.62727643388019	-0.250688875454951	0.502731265876445	0.669538822493547	0.503253483065577	0.464782183700626	0.733525559458229
IGF2R	0.763996461948118	0.582878452285131	0.54486831834785	0.912540883199901	0.765818649315368	0.78578726668277	0.760050365180122	0.70049956370308	0.695925971841513	0.647441138648613	0.74877387691081	0.533580774645601	0.25887460480356	0.666090003568648	0.819320118273478	0.926015588303469	0.707264712071562	0.799997977398709	0.133783531754713	0.607616931424779	0.693026874072083	0.746527366734276	0.636956407007157	0.791748410992896	0.307932142022164	0.723766817421814	0.878176792919763	0.913050523329587	0.116419483917601	0.857558149436438	0.22358654499867	0.855118709912165	0.773720434129641	0.796165070803492	0.803799344442971	0.843580286440516	0.559921086743007	0.277142540528084	0.554816982218295	0.327005815150104	0.325890688132878	0.661850096328502	0.660104736233769	0.64577568081016	1	0.714097057766531	0.534289605988075	0.59626897618372	0.720415330092053	0.811907838339455	0.695433039530051	0.689004426380458	0.428763952966984	0.172654628849043	0.395060416321307	0.699174971540061	0.225348476978386	0.800272107448453	0.609237337050088	0.761879702501658	0.463098415295454	0.197782146857901	0.148687762019969	0.643596279824443	-0.232111702237692	0.799080365225021	0.598061616849135	0.28958147881734	0.318964206074773	0.794971062878797
CD96	0.947083588947611	0.89764295691894	0.574656143228232	0.875362906389319	0.912827484764835	0.938278071394172	0.778300706385623	0.956673217964041	0.862783941500724	0.853930474261171	0.878286223879758	0.938453596786989	0.627857877956198	0.881091716512817	0.910394132295516	0.779384115464849	0.816697188359236	0.796133535806632	0.663743513541732	0.893759755912696	0.939763372152805	0.617059341484088	0.819726321637527	0.794040209400606	0.365196767054115	0.643023343905056	0.790137790110059	0.725057555348862	0.280905331612651	0.88846812217046	0.703026106949618	0.804275292118507	0.940572819223095	0.948037621669238	0.753911608410059	0.815994104969571	0.319117468438013	0.176488078929862	0.739715699597439	0.681454372681671	0.576884651528077	0.498180824101149	0.877813097877403	0.402868477194772	0.714097057766531	1	0.232817742724832	0.930486358417058	0.92289509497136	0.872323903600042	0.781867723267527	0.470988951399897	0.736022490193298	-0.0113357493557446	0.444933990156874	0.394034622044711	0.277093768898013	0.61158672084816	0.795105466007017	0.636799210628411	0.330198897309662	0.0370319371295866	-0.22898743938471	0.0892579368439672	-0.592000190268111	0.667296342429849	0.336593461734032	-0.106452829806728	0.467973092508426	0.685579510632113
SORL1	0.23052039923277	0.249204662149979	0.451013128826244	0.35639434861937	0.338272640529781	0.303039288021974	0.325172906425206	0.256795903073995	0.326076760334526	0.288360026525231	0.444969382631658	0.226527661972579	0.0798565200483751	0.23769055322085	0.288717006500277	0.492239904437741	0.319927674199766	0.45400415421375	0.0250414000754779	0.166249290356169	0.33447232853987	0.580099742400492	0.40432978797853	0.634123144341103	0.135757891531182	0.567308558651774	0.33329446192274	0.628196667105734	0.11215498131387	0.293686258025742	0.0558743511925622	0.375640792640594	0.361012845214754	0.360354973422834	0.557851511321462	0.348169094399829	0.82727479880732	0.792520136089752	0.325647724652135	0.22501995887934	0.224623148576395	0.820357297445269	0.2399660228113	0.814824533915023	0.534289605988075	0.232817742724832	1	0.219695292142403	0.245053678089484	0.321145273672587	0.457781759810471	0.400288251319542	0.175216082440841	0.248456096398499	0.308640465699742	0.734014737987147	0.375054708464702	0.686730933691676	0.234132738037083	0.462357400156069	0.407892078930384	0.81958520609805	0.309520920499137	0.634164909026334	0.00314940909645971	0.572242591740077	0.767471108975114	0.465833047756631	0.254426727017452	0.597153254025993
