""	TLR2	TLR4	CD68	CD36	FPR2	SDC2	CD93	C5AR1	CD63	CD44	LRP1	TLR1	CCR1	TLR6	SIRPA	PLAUR	SDC3	ADGRE2	ALOX5	ITGAM	ABCA1	FPR1	APLP2	CSF3R	CR1	IL6R	SORT1	ITGA5	LILRB1	PLSCR1	LILRB2	TNFRSF1A	INSR	ITGB2	NRP1	ACTR2	CD9	ITGAV	PTPRJ	GPR84	TNFRSF10D	ADGRE5	ITGB1	CD82	NRP2	IFNAR1	TNFRSF1B	CD33	GPNMB	SELL	RXRA	IL2RG	CD46	RIPK1	CAP1	CSF2RA	CANX	ENG	SORL1	THBD	NOTCH2	COLEC12	CD47	ST14	PTGER4	HAVCR2	SCARF1	SDC4	IGF1R	LILRA1	LAIR1	TREM1	HLA.DPB1	NCSTN	CD300LF	CD163	IGF2R	P2RX7	TNFRSF21	CD69	TNFRSF14	SPN	SLC1A5	LRP8	TSPAN14	CD74	C1QBP	CD4	LTBR	RHBDF2	CD40	ITGB8	STX3	FFAR2	IL18BP	FPR3	CLEC12A	PLXNB2	CD151	PLXND1	ACVRL1	PTGER2	RYK	PTPRC	NOTCH1	STAB1	STX4	LPP	AMFR	TFRC	KCNJ15	CD226	LRP10	RPSA	LAMP1	TMIGD3	ADCY7	RACK1	CXCR4	MCFD2	CCR5	KCNN4	JMJD6	PILRA	SLC16A1	SMAP1	VSIR	ERAP1	IL2RA	SIGLEC10	ITGAL	SIGIRR	PTPRA	CCRL2	TRADD	S1PR4	CD81
SORT1	0.904434643483085	0.825688139758168	0.971323704170467	0.986596521481115	0.237816099808924	0.987248996438049	0.611808507456845	0.887844629311131	0.961800327623599	0.963470300167533	0.97491942435992	0.947790116129539	0.972353701606994	0.897853310473849	0.984196421852474	0.980108490725042	0.950121017702215	0.943426197507833	0.974100432147815	0.994504158432789	0.96394815097319	0.783232578561067	0.937666931698707	-0.0462060934110471	0.652417909629465	0.87168174659955	1	0.976661095422855	0.938876495244789	0.845169153496576	0.838674327645369	0.886722038372398	0.993554446182949	0.98937045589028	0.985474178957873	0.966605098489678	0.963048617499302	0.947464683491122	0.968478923086617	0.947440940889202	0.901056138197077	0.908906331590306	0.95704618662227	0.969339057975784	0.953397745506106	0.976978685558545	0.931726274553903	0.948909990715503	0.970119295407625	0.354014195425568	0.912069816903268	0.932679266725654	0.949894539934079	0.895740099096223	0.951539198402177	0.941603168378646	0.986471323797636	0.980547355991449	0.710986814456304	0.97687123674695	0.966447809915508	0.971776573871231	0.950604579368344	0.986394686039846	0.882926578451608	0.945723254864775	0.981625198420109	0.964165060720819	0.918174793080692	0.774453712911166	0.954315672123293	0.976631035111825	0.9107448889723	0.980767343370024	0.918884473829002	0.855688455131734	0.975372207526417	0.97323363481841	0.973350043881019	0.257394453149249	0.802059524588634	0.989901207077831	0.980021528622083	0.988366539862954	0.952873523311638	0.963478829685153	0.99503778479428	0.978616164415047	0.975584046582758	0.974978400835126	0.977354635842213	0.930021668674006	0.809409622867614	0.221886224914283	0.969292153322882	0.990496125144766	0.981152231142067	0.991067016434679	0.979995728760314	0.995832356516616	0.958531820765329	0.610262728613256	0.928483555712832	0.824751779772231	0.825140204392547	0.668718209119223	0.966383474700637	0.989654461869283	0.966715492484246	0.973879134564692	-0.549791368605386	0.974732902346467	0.909493435001992	0.965486342193737	0.954508771336002	0.864554770110204	0.927189463278333	0.967066205976261	0.525527237175842	0.975475612434291	0.960729205185959	0.987743608186775	0.918299121844586	0.973642716625944	0.979274309375537	0.94658545941008	0.941304678023567	0.957234836408924	0.800589907885514	0.951071562616497	0.972806644130379	0.90528055587321	0.964855735519913	0.25095428760978	0.787205136180462	0.947569975648931	0.990561279451741
ITGA5	0.962204128132328	0.907372766758892	0.970823461337388	0.984410179070325	0.34655794627634	0.973839450780369	0.746906380357402	0.954655831854392	0.97682267866243	0.991088788482113	0.985518009162471	0.97214450486616	0.991597547472811	0.862673753490763	0.987973929326433	0.972705686857235	0.971488564645108	0.983341949372088	0.9921126485633	0.979021219748264	0.984849496546691	0.862278141217326	0.985149943474503	0.0632547980091997	0.757797681522022	0.936784418633626	0.976661095422855	1	0.980895863254796	0.919043398668682	0.915288130333481	0.954624469475046	0.984594294414117	0.965929140555128	0.947602468060985	0.991126531464029	0.932822569269456	0.985819401847548	0.991519778271417	0.950641126172063	0.954411463952997	0.948310821594408	0.98365154845424	0.974711206059219	0.936677337051881	0.976130819819786	0.959670533624108	0.984645355292482	0.94017040769813	0.491242527521613	0.971820199409257	0.912964735275775	0.962139908483984	0.934679949320149	0.986391923779751	0.949890210839252	0.974814358925478	0.987046540166132	0.764355035998134	0.992702227270847	0.961120963345872	0.978780343137058	0.9683521759946	0.989331945170703	0.886121212607565	0.9762198082948	0.979165444042125	0.982070349296605	0.930831935496065	0.869392503323691	0.991136140346235	0.977914187197425	0.889926774801315	0.985809420412425	0.970457071515506	0.929561087093529	0.976895633724814	0.974862321611788	0.940445475466596	0.227776889158635	0.788626605025866	0.969571824703766	0.988929201906319	0.957945113454607	0.980740353615502	0.943639640734418	0.975609878966094	0.957973523081337	0.97497083807089	0.971554487532599	0.933900457923801	0.955059980151937	0.819575869850735	0.293278446591709	0.940265508355844	0.956039586341888	0.990637894038323	0.968964663134534	0.982364764239619	0.966678994823925	0.967807604488976	0.745701671767866	0.960963215889745	0.876881623943417	0.899255510308102	0.794207520299006	0.981091372530114	0.976234965320431	0.97577427410712	0.969408898558661	-0.522273828755071	0.938792726898092	0.919626511378888	0.948450718315473	0.970249930425838	0.926545873717779	0.961572465384775	0.965394355720567	0.531872929929675	0.97333857443466	0.923835286811737	0.968483174567075	0.960123458479306	0.960943809206875	0.959460134563959	0.952696595345212	0.982384068543768	0.94091008389565	0.800914729331366	0.971296913413428	0.955212584668271	0.914577025153314	0.974098477257598	0.334236757823216	0.789259320966642	0.935245006555751	0.982476062095372
LILRB1	0.986735789822791	0.949821951305012	0.945336487721331	0.965136914700634	0.425178586668732	0.942749981664692	0.826534821917703	0.983568559373309	0.970806208438988	0.989055395039071	0.970751305657602	0.974682819421303	0.987224268126793	0.807034863045805	0.968057339405329	0.936550263855308	0.983050800165203	0.997782309581025	0.981289740704786	0.953102732435858	0.979965778271446	0.932927643970316	0.988225476708666	0.113807958678681	0.840670566109752	0.966666783103312	0.938876495244789	0.980895863254796	1	0.968572198770594	0.970905805353473	0.985851778900075	0.959928586576338	0.932309289815819	0.895504793168459	0.989373889054264	0.886117995257378	0.984972820356714	0.984512404365054	0.953688000138303	0.964910266258689	0.969241014469418	0.98560785975099	0.967155840252408	0.894513674924666	0.95627067897946	0.954914814535011	0.995274626258551	0.892304725366895	0.58613882949451	0.99187158600832	0.886967646704531	0.956360986522794	0.958430112457824	0.990818495005777	0.947632322661372	0.947736045047533	0.978608938855093	0.761533000712853	0.98213209532055	0.945172986815997	0.961559538500754	0.973163447481178	0.97354360182447	0.883229626910655	0.981263737995392	0.950969984586973	0.97247871634128	0.897877448624982	0.92761374754033	0.99431405425911	0.954021172149746	0.883443232330502	0.975498069914371	0.982062303504723	0.979299767274746	0.948854676388514	0.9533886512706	0.907461460035329	0.208152307055283	0.750826035359472	0.943116156019373	0.976325035448953	0.932234858789394	0.98269936635298	0.925543453910163	0.939347469052654	0.921889168717064	0.961312400004767	0.951230647711436	0.878702057399005	0.939760757218756	0.780261599805534	0.345677755882882	0.88858293062232	0.914632263642219	0.963977522738095	0.935092944380031	0.970472611815138	0.921090542356411	0.980141659519579	0.835716401033169	0.986774096790402	0.905973406654092	0.925429975338712	0.866675717612306	0.981507777071308	0.953200243379615	0.961523983623043	0.946121107558393	-0.486687462844345	0.899930139567453	0.896501610160451	0.923984071549195	0.967853472110244	0.929098593682753	0.968731875903108	0.946004907671413	0.538176449378357	0.948409295602378	0.875160084126125	0.92978999678896	0.982402795860173	0.928935952723684	0.930864679716669	0.951339937702589	0.991990141319589	0.92577195585871	0.803706625863082	0.975603862586128	0.927476304588289	0.918782050592447	0.973642417709045	0.376373024567659	0.793523471655675	0.911052088068608	0.951529668885036
PLSCR1	0.967273383169846	0.960186334580755	0.864032925875848	0.885543134657404	0.504054494845499	0.852022016507161	0.887548363591522	0.96682568186381	0.910288464315973	0.941307839351119	0.900933915875574	0.925392328052294	0.932260415308428	0.731390852450153	0.898083152792622	0.849106984516115	0.936907867421631	0.96398684518067	0.926395867199225	0.871901971712466	0.925440114389706	0.969169049243519	0.946250225861019	0.195900572128358	0.888542396553452	0.974061900643881	0.845169153496576	0.919043398668682	0.968572198770594	1	0.981576751399504	0.973768917025555	0.882322231021219	0.848484593080545	0.78498007840103	0.945464626593998	0.778285378498662	0.937004727310124	0.937328003756584	0.902316192193621	0.933576010015568	0.964935676034769	0.943408298379111	0.914330069508124	0.80085666932826	0.88644792111394	0.924338925143489	0.956877291519102	0.786638260657111	0.712079866953881	0.967568815495253	0.843950491303987	0.918338997405903	0.942141997564298	0.957442177717196	0.914975956476647	0.866825808049193	0.915370903693033	0.728608628992869	0.917018475285341	0.891759862818889	0.892055768300062	0.938186045593434	0.90682103778158	0.864646916410103	0.943732276587154	0.881931220686926	0.928210186966601	0.819716525079002	0.94926792255941	0.947301355898601	0.876800602201229	0.853509501272835	0.916251068965823	0.950956992308595	0.982518481844049	0.877048449439408	0.876244810493908	0.818023190930741	0.245365035453666	0.692436569170506	0.869385648834056	0.920482062847982	0.846655937393201	0.943060235590991	0.871179134897477	0.853279090612216	0.84537004880198	0.894546764816907	0.879957850225855	0.783543761391813	0.874292837961573	0.722948875121743	0.419869910885021	0.782076789490608	0.817512659545472	0.885946740242867	0.852087331355992	0.905172453743274	0.826062704784921	0.92665468992106	0.897059246453463	0.964478740031965	0.93633187613496	0.940651415254326	0.914470572168056	0.938759291165954	0.883524136554788	0.902703009601217	0.884934721666861	-0.440778856644363	0.821991308856559	0.851002289485569	0.855278480831541	0.916505016159555	0.892152237667562	0.947287749489201	0.882984526066138	0.576113305785113	0.879208255469175	0.78468338145842	0.843824804825273	0.973338178528195	0.841611030995704	0.856504430732576	0.90849163242583	0.962719217510042	0.862001184336256	0.816656811268668	0.93891080908766	0.858867607839396	0.882848604542776	0.929312333227376	0.424786542842439	0.794728952618645	0.851776009303542	0.871301034689992
LILRB2	0.972623054071115	0.97044673154393	0.847906662533171	0.895120113613408	0.552582813261172	0.84060022697403	0.912920663532145	0.977959203464578	0.897393037244361	0.929649893242917	0.890495923186247	0.929449801606257	0.936598966433069	0.700718337632709	0.886308000252608	0.830545582045093	0.93332202507775	0.964819463886908	0.911214121270715	0.859329977634526	0.91200356318543	0.976846416859035	0.942197831369198	0.236941246848457	0.908947904420875	0.969491800853692	0.838674327645369	0.915288130333481	0.970905805353473	0.981576751399504	1	0.98356552325189	0.876609028080918	0.826568098343323	0.770311977906378	0.930434593825246	0.762065815543125	0.929870604950385	0.925925704994108	0.88516997026616	0.954628851641419	0.948508924989423	0.927489799296116	0.891908404271976	0.772293369726821	0.864437784723372	0.895363586844414	0.950795435059321	0.764938989783992	0.706011733881174	0.972108020300584	0.785043586688238	0.889936974630565	0.930497371101584	0.942205062355871	0.872026374669315	0.84956364332326	0.905421094837972	0.710562343700321	0.914287833134542	0.855597141221981	0.891078867542366	0.911940081215798	0.894595787908221	0.810660707135036	0.921121283211613	0.870292399820657	0.907212182664303	0.800475062591711	0.964558905314652	0.948533214801889	0.864034247504623	0.797432494331531	0.901004885729878	0.944547799950849	0.9934229458732	0.855304360018172	0.860311794495074	0.789948358193001	0.153414057351445	0.638533608184205	0.8475243208129	0.910093752415638	0.831253080498919	0.925203967308981	0.831375115813082	0.837724386669717	0.810876303025994	0.876954730908979	0.85895108667574	0.75387022361084	0.871929011477893	0.715327188362068	0.440874134652923	0.760821066097459	0.800130364060218	0.87835977461628	0.830181148274191	0.888787089785985	0.809818336420762	0.926378219677133	0.92287820796302	0.964159502029214	0.893473651814735	0.911846855552587	0.937407825057812	0.928703288772508	0.86830627680592	0.87827445038279	0.851650166263039	-0.372019164993577	0.784622168578476	0.801762206537599	0.822697188781073	0.893676258422223	0.879966117391482	0.915269474679383	0.854364044828987	0.492008262915135	0.851895790194702	0.745582057067092	0.82005136406501	0.953032522876809	0.821832203876916	0.82884682462882	0.874945760607135	0.954611072055625	0.826192916976906	0.750045060699028	0.914901498409225	0.828009638157626	0.85508051285871	0.909664115381845	0.430738434014994	0.722367078341909	0.815998934074235	0.855381513543025
TNFRSF1A	0.993911718841381	0.977531453418055	0.907337361583748	0.930577591270968	0.538138299861473	0.897241308955332	0.882066569614	0.992647562459072	0.940781595097661	0.965895015130066	0.937690639080703	0.956832599182226	0.961291335072745	0.759707511537034	0.934152346098012	0.8940464428688	0.95488240697846	0.983589039037811	0.950690189816154	0.903305671984731	0.953225090342922	0.956041979417396	0.978531124057169	0.243591371058917	0.892040562842762	0.972590088837068	0.886722038372398	0.954624469475046	0.985851778900075	0.973768917025555	0.98356552325189	1	0.91452008082286	0.875594999192904	0.835667961498404	0.961512871277862	0.832188816475708	0.967169734972097	0.958027384495328	0.920112784811731	0.96064672612741	0.961311652125757	0.959097964680419	0.925456854652885	0.843846257497989	0.913099548694671	0.932289567252202	0.975047986910728	0.83600894001545	0.646647487489692	0.991444271214912	0.829461315096639	0.925066580533866	0.94035378648346	0.973273665767278	0.906760211974968	0.900677891487406	0.941723108713197	0.758271121264536	0.953971372409585	0.896451506511279	0.925713327445172	0.938602757570037	0.933560228136061	0.833159532844163	0.954730108807491	0.920939983246255	0.940594613928651	0.87471020182045	0.952244340607395	0.978843797739056	0.920997205207123	0.814944496040372	0.934276115568162	0.977536582700603	0.987922607936175	0.909438616889165	0.915071808597456	0.844024625278733	0.166577197670009	0.694349975001958	0.88694405279979	0.939104803544305	0.87355884224573	0.958469963194983	0.865351812871253	0.88531403903189	0.863500061451096	0.921249113941008	0.909038196088938	0.813145240208826	0.92049941271528	0.779899490282614	0.434482411916366	0.835426041018476	0.851393378976588	0.931746488144219	0.878367762734312	0.929667727579024	0.860549897924518	0.950194919038481	0.887971670000724	0.968325271685214	0.894230693512332	0.922735254116365	0.912779263055292	0.947502809757584	0.904246702681576	0.924007737362618	0.895496750831538	-0.403029894243913	0.830923822954724	0.852454335502507	0.864988702722269	0.935749350073653	0.934473255130944	0.938501128567128	0.897598741321083	0.498156865909123	0.904363637888628	0.809339260081104	0.877713248351615	0.960950778764532	0.885367278980247	0.87476168247113	0.91076632391983	0.978856496589351	0.867348228005272	0.752850128694229	0.941510232524603	0.868464946221048	0.873731621122421	0.935210924051069	0.42332690793347	0.734778448010348	0.855620009176129	0.905485789640142
INSR	0.926200212295345	0.857302844481644	0.96426849683091	0.990415140106269	0.281009048595398	0.981438120158002	0.676970672487041	0.917573913180285	0.963594648845638	0.974099997687287	0.975783231473642	0.953723452711358	0.986117275214504	0.882480350395794	0.984501305420224	0.970562576066691	0.964113863606232	0.964468994386482	0.98112889077549	0.990536908833426	0.969717614558453	0.818224860843184	0.954328527674931	-0.023590525843263	0.700517509096293	0.900127813032154	0.993554446182949	0.984594294414117	0.959928586576338	0.882322231021219	0.876609028080918	0.91452008082286	1	0.97918677928024	0.96490860964557	0.978120003373574	0.942804576911987	0.958142713507711	0.980898625730612	0.949190708333659	0.930713473934634	0.931031161423916	0.971339114253717	0.976616798919911	0.935587129738701	0.973753952882846	0.94040265926419	0.964871488204532	0.950170157808267	0.417199990340497	0.936982395954903	0.928466729136426	0.956718743108343	0.913106674831992	0.9657430971776	0.944994255846616	0.980012426510323	0.984093714206024	0.728303849584144	0.984063127186285	0.967189471200875	0.984073284574538	0.959761999132257	0.991623395001072	0.889476999262489	0.957393604304078	0.977689798998091	0.973663139651677	0.908427494917634	0.826071211406578	0.967915425247048	0.971688694857165	0.908982044441303	0.987867296555868	0.931999882011045	0.890529790755702	0.977359447120564	0.968195633620355	0.95864270353057	0.253481980440796	0.786201633767275	0.986510763733232	0.985624672544551	0.979954065914942	0.964086524597225	0.958790772362845	0.987810603486546	0.969272348570632	0.971732581265059	0.96946618662443	0.958945750336924	0.939276149126234	0.807664004543528	0.256523574460937	0.950540021936522	0.977691718587853	0.981020063686328	0.982184371630905	0.981131672836375	0.986479531508613	0.968934410933733	0.670831500682974	0.955425588709577	0.853935239929214	0.858122937960715	0.729210000023252	0.979249722211352	0.987671832330679	0.969276401221883	0.971280906630439	-0.556928468085267	0.962678844699168	0.90918099789753	0.958895912129284	0.959186318338828	0.873036734907462	0.944120437940632	0.9639545176178	0.539649549960196	0.9717237186588	0.942392583623947	0.977090800594725	0.939696867877456	0.961113599165835	0.970213745466805	0.950635155240369	0.958619928734661	0.956838242797168	0.814797202468178	0.959949206608201	0.971916842893679	0.918777049460756	0.973350555104654	0.277662354525695	0.795390976379629	0.946962178018426	0.986394700149494
ITGB2	0.897064312103941	0.812883722574206	0.983451959468947	0.968577772741444	0.194113392691414	0.985996407634566	0.576623030724129	0.870390560561061	0.972758738704366	0.96432136548381	0.979293157822488	0.945294287636307	0.954499755982011	0.900729710757244	0.982118778221926	0.988252069135225	0.947107864744452	0.932776087611416	0.973573208285061	0.994486666416907	0.970724238343891	0.787507188113832	0.932225394777856	-0.076301081648349	0.640291049368186	0.864032797359043	0.98937045589028	0.965929140555128	0.932309289815819	0.848484593080545	0.826568098343323	0.875594999192904	0.97918677928024	1	0.990773067423397	0.968808182241413	0.975878647101767	0.951259253788867	0.963119328096093	0.960894742903944	0.868062108697186	0.909267814216651	0.957886053046942	0.976248657620492	0.977410364872288	0.989053086074653	0.948016852779244	0.949448986794415	0.985148131661161	0.360251818737506	0.901424023362745	0.962420703189136	0.964309102413904	0.910757662036687	0.955066586208217	0.969251289815008	0.994965368352771	0.982721834266499	0.721700765999932	0.967826246472947	0.98286469622066	0.949212936978146	0.968299457685084	0.981397709748828	0.919094828109086	0.958137366160981	0.978476011645351	0.967519342293611	0.92866434526377	0.745165626670396	0.948645783374441	0.980525483002225	0.946027061576974	0.983059138212509	0.927209662404016	0.8463678034567	0.975423098272179	0.985048621748824	0.991925591241836	0.324617083343489	0.846749773294366	0.995883651190761	0.978827722179653	0.995969334343379	0.96217263634789	0.986817864220132	0.995771569565631	0.995596466259758	0.989226008044145	0.991304570734774	0.984914200362761	0.918643738119084	0.783015707816495	0.169179817835012	0.98096948334395	0.995230981463022	0.977937503562138	0.999368107782918	0.986911262996554	0.992512097384119	0.959998504382257	0.594310359289931	0.918846642863592	0.848192222518458	0.831566956882375	0.63834516529389	0.963525828531371	0.992036627879165	0.981453448746809	0.990534695944925	-0.56509073485286	0.990140972466278	0.943051227520101	0.986610173716551	0.970548053550487	0.875025730380593	0.9432823325989	0.986454538473795	0.584816430744639	0.988035956466431	0.985704865068634	0.997603817166376	0.928313008067575	0.986769546037989	0.995490733194205	0.971361369761652	0.941777672723956	0.978270453180472	0.833393707032288	0.965524180988874	0.985715609163785	0.927255644528677	0.974619737417949	0.236869411393472	0.840638448533063	0.967514619212373	0.994120267899767
NRP1	0.862474795918198	0.766626756512769	0.978028627674612	0.957575040672886	0.152966996940611	0.982593346071942	0.507521081606355	0.833117476218926	0.955214075632909	0.939002162495257	0.965292963919265	0.920116694397178	0.930138078960535	0.897064594645018	0.969727882050027	0.986196132753254	0.918684172450815	0.897924915942238	0.951202877322828	0.983464147483395	0.949212867164445	0.723030946535008	0.90548242465033	-0.0940479078833393	0.579374657454	0.812657687284079	0.985474178957873	0.947602468060985	0.895504793168459	0.78498007840103	0.770311977906378	0.835667961498404	0.96490860964557	0.990773067423397	1	0.939137308175138	0.984042626681263	0.926531723069415	0.934724639270203	0.939588552443331	0.831308928167098	0.861861999777738	0.927007311510473	0.948455245419774	0.98034336456655	0.974283228840324	0.914116121549506	0.916227268801532	0.992781699089476	0.264182514787102	0.865722640456738	0.934060473430187	0.931573198363483	0.864892378806556	0.922132020080714	0.935979174282448	0.98601200565067	0.962715015703731	0.693704328513521	0.950915130110261	0.957444645522143	0.932376480906213	0.932455249042897	0.962478567308384	0.874985625889148	0.927526189725906	0.968396036886923	0.93811749542455	0.92964670855219	0.687060849338146	0.922736347278701	0.974526454926665	0.906726551824976	0.959019724802964	0.895849125501716	0.795221411717121	0.961646583959691	0.975744022779008	0.986776011259349	0.287912136822921	0.836500573284729	0.979060307912752	0.953218150700733	0.985785565366513	0.930970287138841	0.960447484329305	0.987670889260071	0.983386334055976	0.972629503519652	0.977222690983151	0.984057851307576	0.906497781468244	0.788071572064169	0.145528428753117	0.990006582121529	0.993130202681942	0.969225223724676	0.989614614812062	0.968172249788108	0.989020465194188	0.934339190163999	0.524357221522123	0.87391433754288	0.781665124561727	0.777363964196686	0.574074376790407	0.929673216272225	0.973468035453212	0.960408352759359	0.969566501709272	-0.557144325606918	0.976965185735463	0.917624704940312	0.968610470606834	0.9474258405427	0.857369165254505	0.899385687355661	0.966755765185489	0.527386198160714	0.974624486222664	0.982375499824154	0.991711892673091	0.878675172476357	0.985183775446158	0.981351763487539	0.94140506703934	0.905444648291288	0.95485182785755	0.772534879603902	0.930823361854076	0.964567761058469	0.888579096674735	0.942311670035827	0.215389493959213	0.786248631232897	0.943408647281221	0.983980965347188
ACTR2	0.967745555123077	0.912282726139825	0.973613054233568	0.975040447157988	0.340224060411939	0.971483843265454	0.757349694568273	0.958299158052142	0.986096396244165	0.99704780484914	0.98793803060536	0.972770729746454	0.987280006944448	0.851907013036647	0.985759615835913	0.970368427983808	0.98297523724423	0.988505096469502	0.994999680062399	0.978239998820086	0.992432655444247	0.889826734552928	0.987392030475711	0.0383457358603519	0.779952559112239	0.948729206843357	0.966605098489678	0.991126531464029	0.989373889054264	0.945464626593998	0.930434593825246	0.961512871277862	0.978120003373574	0.968808182241413	0.939137308175138	1	0.929053192372323	0.990496878290302	0.995193999594381	0.964627822849689	0.944146509442717	0.967675573062162	0.995927533003798	0.988638053373892	0.939983636903267	0.983112387134483	0.977893756722613	0.99426235657287	0.937865459446109	0.532881923902385	0.975437749050876	0.937927772943775	0.981526484078263	0.961727379022405	0.997166083414795	0.975317239414003	0.977618352876976	0.993353252616098	0.774909022198777	0.991526022407118	0.978487082760333	0.971286235329669	0.99083009738327	0.99081397625196	0.923344714719651	0.992737766715347	0.973408887230179	0.991717832590569	0.926351941108777	0.881450551493021	0.993450005345188	0.976168816196718	0.924848399277356	0.992840188166345	0.979620220791125	0.945390426539701	0.97800752816558	0.97930126494585	0.948644851735032	0.281231468353398	0.806443731287553	0.975373064179211	0.992302783041339	0.963848179403136	0.995510835266859	0.963598444275021	0.972686739022177	0.965976499305087	0.984292638098609	0.980599201306034	0.931285087347972	0.951651057897887	0.793599836458653	0.278162811373828	0.935976639385401	0.952560385810841	0.984466144942766	0.970276879023051	0.990676402185338	0.957898277724599	0.981973172526435	0.767823842649517	0.976849937097283	0.91524719492076	0.923235831455624	0.804802855813802	0.99003109472078	0.979535986745437	0.987884691487777	0.981042226456986	-0.542539332395626	0.948100938912593	0.94268702397116	0.96452418545911	0.985990593657173	0.931323312222614	0.984423834248719	0.97947762598326	0.592746635975924	0.980950841095638	0.93175269712659	0.969142717893321	0.983069553102368	0.962223580564379	0.969027422533251	0.978607565908786	0.992095715958191	0.962766113692474	0.844864495625975	0.988262122292689	0.966537596693499	0.944244586888707	0.99130048918595	0.328061450067528	0.843176090221505	0.953972361651071	0.982224049345514
CD9	0.863792357562957	0.761713842552266	0.98056699286078	0.932591517866907	0.149999114564421	0.975588871556446	0.502367795918121	0.831361857878231	0.959874732053523	0.934693154032367	0.96198875334889	0.916243051907638	0.912363392522488	0.904921249868925	0.962809711160929	0.982787946536066	0.911044675212963	0.890776426049784	0.943991863106646	0.969373263109942	0.951528149290028	0.721264690115533	0.903520979788239	-0.092828611555599	0.596792644641439	0.813298817513332	0.963048617499302	0.932822569269456	0.886117995257378	0.778285378498662	0.762065815543125	0.832188816475708	0.942804576911987	0.975878647101767	0.984042626681263	0.929053192372323	1	0.923806560697589	0.92460617893873	0.931934624106236	0.800940232259006	0.846496356961508	0.920474506855894	0.942260343267063	0.984083668335138	0.970961052017346	0.909771128734246	0.912188000102418	0.990500874224411	0.240385604539861	0.863664928416242	0.929017658281733	0.922716610228955	0.858445763268819	0.912647224847673	0.93832034500817	0.981498921731035	0.952223768046083	0.751448838655933	0.940196045337652	0.951963208651054	0.912282999834269	0.924373215915786	0.949544776063468	0.866923047788212	0.927390483727189	0.953745363945524	0.924757768010613	0.950802941952896	0.684346697797181	0.913642151780181	0.972206916575697	0.890714179160436	0.947300465219572	0.892358976163196	0.789492865784241	0.960007657277899	0.976422765443434	0.981043655590935	0.249474760463477	0.866297747823642	0.959519312763875	0.93339932298808	0.971034727776254	0.926439166111907	0.945941807712419	0.965816918783159	0.970419541757426	0.967750096283987	0.975718740797092	0.959180928675868	0.906918006455589	0.819244534740448	0.125541545005583	0.987411312307733	0.976153848613991	0.959779222742526	0.973739258865891	0.961120661845184	0.965372999377899	0.930984905282498	0.529691290858661	0.85826033589221	0.763445195990085	0.772404595707755	0.570338813089584	0.917504161721557	0.955485416128119	0.959989480157533	0.9595062954879	-0.496479633276363	0.955926698127786	0.913253536666027	0.954329950766522	0.955422040184057	0.874421125962063	0.892945467821354	0.956805399909083	0.526619719494194	0.967922022872717	0.973082327388391	0.979581539308526	0.868159883573712	0.985316533985125	0.96531389304176	0.936343101635781	0.896590384030761	0.957250927066092	0.748996344183716	0.925638371780775	0.946786695756305	0.875034783514277	0.929518492133571	0.262286097748012	0.782809895884123	0.925915321558337	0.96956735844497
ITGAV	0.974151145578821	0.920155856804408	0.974693130030791	0.960467438870477	0.348918448416565	0.963418846137592	0.768212415980678	0.965874065911217	0.985844281884275	0.994114345699176	0.989606908973767	0.971747272350497	0.97328921104514	0.833860126202219	0.979385150684985	0.966681816754866	0.975524142033321	0.981785632981851	0.988555757793351	0.96201177438592	0.991057417761059	0.889269741536417	0.993812868010937	0.0695371034807988	0.794282518667851	0.940463254116875	0.947464683491122	0.985819401847548	0.984972820356714	0.937004727310124	0.929870604950385	0.967169734972097	0.958142713507711	0.951259253788867	0.926531723069415	0.990496878290302	0.923806560697589	1	0.984282472958756	0.95334268227511	0.936142864492223	0.948746701344198	0.987682072982125	0.973306181680263	0.940894431911429	0.976549762733043	0.966763254182406	0.991724510944469	0.932254181920324	0.53433831984206	0.978823220475998	0.905750698009135	0.963785864778752	0.954872823680519	0.989983932363348	0.958870942596818	0.966995146311176	0.985719150729698	0.80205633746269	0.985550898969242	0.958148400266478	0.957128345856632	0.977103915996867	0.977921119089357	0.894423680670449	0.989602224154181	0.960040269798877	0.975525442920847	0.94451309056775	0.881259600827293	0.993658462382067	0.974910314771162	0.887078507488716	0.978535626683926	0.988174817948138	0.949685711089998	0.97047261767324	0.978440264381933	0.933565241592787	0.236294470802183	0.801360044593723	0.950802179074751	0.976108015543183	0.941819005832777	0.98864706121585	0.935246544298035	0.954356379695439	0.947551518509128	0.977855801784248	0.974465308776492	0.903294583741951	0.949940770478563	0.790728256517715	0.269720995500913	0.929935133613726	0.932292717945066	0.980591312583631	0.953005807084694	0.982475258247249	0.937738443593584	0.972610663232041	0.787243623337132	0.960567288990869	0.890732821526522	0.921888361185999	0.819865139343274	0.971168667998665	0.95665458539993	0.980579199382045	0.965158496870561	-0.51628588092202	0.919045188371584	0.936778449019751	0.945392673611403	0.98338601836688	0.962076542191907	0.974281822581365	0.968166277533144	0.560702621500164	0.970738992420704	0.91279668033707	0.954993261191643	0.970860434384405	0.960220381804044	0.949676529079073	0.964708125981843	0.988583432344894	0.940502641747831	0.79482108292255	0.980849215965271	0.941549403998384	0.925420004728034	0.973841409957547	0.352239633112399	0.812213636225141	0.930854703221564	0.969277825822686
