""	SIGLEC10	CCR1	FPR1	CCRL2	LILRB1	LILRB2	TNFRSF1A	CD86	CD40	C5AR1	ITGB2	APLP2	LILRA1	TLR2	ADGRE2	PILRA	SIRPA	PLXNB2	CD4	ITGB1	ITGAM	HAVCR2	CD9	IGF2R	TLR4	CD163	TREM2	CANX	CD81	THBD	TFRC	CD74	TLR7	NOTCH4	PECAM1	ENG	LTBR	KCNQ3	KCNQ1	GPNMB	CADM1	AXL	CXCR4	NECTIN2	ITGAL	SDC2	ERAP1	IL6R	TNFRSF14	SORL1	RIPK1	ITGB5	TNFRSF10B	SIGLEC1	PLD1	TLR6	CD72	TNFRSF10D	FAS	CD300LF	TNFRSF11B	ITGA5	PDE1B	CD47	P2RY12	PLD2	SCARF1	TLR1	TREM1	UNC5B	ADRB2	P2RY6	RYR1	TSPAN15	NOTCH2	ITGAV	ADCY7	TSPAN14	RXRA	LPP	LRP1	SMAP1	ABCA1	ITGA4	STX4	CD99L2	STAB1	RACK1	NOTCH1	INSR	STX3	PTPRC	MRC2	SORT1	ADGRE5	MCFD2	EDNRB	TNFRSF12A	NRP1	CD226	SLC1A5	PTGER4	CD33	SCARB1	LAMP1	PTPRA	CD69	CD63	PILRB	CD44	AMFR	CD93	C5AR2	C3AR1	ITGAX	SLC16A1	C1QBP	CD46	CLEC2D
IGF2R	0.673780341847809	0.555126603628231	0.636997780579202	0.716780103277534	0.735786653653506	0.345913280048132	0.760892901510521	0.684593321101294	0.663360420915341	0.681891126687786	0.694937944631177	0.788643403323015	0.632780284642835	0.622054316104615	0.703849227541805	0.632750308791581	0.77474561927001	0.720088144625413	0.692224493173086	0.853866098832364	0.597500433056171	0.730696915461558	0.627732141191759	1	0.471575345986231	0.731404709913401	0.71092817490239	0.691102169770841	0.722523087638584	0.408779769746746	0.483934414601614	0.559747670164114	0.442142774208726	0.358131464521624	0.687268541472631	0.693710139364421	0.716831062273579	0.624701201905479	0.634623507719426	0.529939400327077	0.639382896562255	0.630493889732778	0.381776686859075	0.741858899159091	0.630624107251128	0.488459654873419	0.757212550009151	0.772667311403281	0.756384876235991	0.632288299391473	0.782296101257249	0.415473582791915	0.656479409847507	0.256085981864664	0.608628870777419	0.591929088674597	0.67841297491744	0.467795819163378	0.61510038038967	0.666423802463898	0.567934729839194	0.621849688098894	0.67280557852284	0.810767406705585	0.227712619920171	0.733539326076958	0.454505033484938	0.689305159575656	0.514332946159135	0.793793038231519	0.53111204152428	0.452860682972177	0.366301668139251	0.618157372963279	0.628826756859372	0.78444037623823	0.65330030851501	0.769512384231232	0.68348940776276	0.822001782379279	0.784497757138575	0.808252296655396	0.652207194326078	0.242795425325484	0.696328425805766	0.715016233307698	0.679604191469911	0.7493836265743	0.574782480972183	0.378324589983557	0.800649284207364	0.778204915140302	0.680434851771686	0.738960930732396	0.700431401541092	0.791968737724987	0.789425642847721	0.652106309578111	0.748576318638157	0.624790393348941	0.551030098229057	0.658344630907585	0.628356035765532	0.735798429524157	0.746834982134229	0.823007015423503	0.559201526943632	0.756733667099162	0.775704254671166	0.307654079987844	0.710940246600308	0.418084158535172	0.514552059427363	0.608756891575102	0.663395483579471	0.537098887723378	0.74630764871065	0.839339509908306	0.672223673494703
TLR4	0.646847040959619	0.501771068358371	0.405773751022852	0.441734533803383	0.592131754783051	0.406039196891014	0.538277328203123	0.434852948839036	0.335953258730021	0.453976079801516	0.40159828027001	0.36915563375822	0.456548863227795	0.72957860540583	0.59514388369078	0.36051114905504	0.51211717874018	0.422645887601019	0.513106092788967	0.414035339295308	0.418474058251099	0.492838360845046	0.246885047707896	0.471575345986231	1	0.628382588501032	0.412991923031035	0.200855210119307	0.423745042203295	0.0348418798839027	0.260988508282378	0.634613808549528	0.774258535831564	0.275574063344316	0.619618853560765	0.344484592827956	0.599593254596289	0.599629005121426	0.376792524371172	0.0818373330142057	0.467641555821168	0.625632363679516	0.433287769413705	0.358728947921123	0.360497276839086	0.0392138455006571	0.513160908960844	0.640103421909	0.421870179047734	0.601701738004497	0.512899054647377	0.21504403207494	0.457601218090872	0.257231382920251	0.481361314870463	0.663495325639475	0.48448696051523	0.375747343271532	0.323313308313541	0.537034184831171	0.361145729929602	0.241592709787262	0.482725797075514	0.463244949140812	0.380258912857951	0.559070994618137	0.431564555720994	0.71402747988843	0.233649003478734	0.511481065700486	0.574260978324308	0.237178601902899	0.546664703383551	0.397715637823721	0.363825872905948	0.575154595307581	0.673115204828033	0.589326594835912	0.277203500853983	0.541353849907433	0.433865900819796	0.347690550331978	0.246819664981538	0.376394317123904	0.508182820782639	0.477710522693163	0.512004223773295	0.322009584707383	0.492243505956122	0.129598037521339	0.597520809030554	0.62657032148374	0.656904347067388	0.508122181951265	0.264076542372441	0.27517241908391	0.375767577756043	0.21222448670761	0.272254613537248	0.432980233935639	0.356290882551482	0.495334200839063	0.467295723480298	0.525450689185057	0.369038480864926	0.378433426115862	0.455936561097035	0.332993858792829	0.444409264466793	0.100247850380267	0.449754067478257	0.372716848727774	0.298581595222501	0.597749062705322	0.415359527740163	0.112806310480518	0.276684980744324	0.579360535781169	0.497796649824084
CD163	0.746154817074273	0.462363432261309	0.547588526845684	0.605123199566759	0.774912901067935	0.512618226962675	0.77653702652566	0.786102743813627	0.614192793261318	0.567691177955027	0.748740838872723	0.697130772366586	0.656998312981078	0.793768439291681	0.797981330633158	0.650125688652687	0.830115620818747	0.664735041857389	0.652753546911582	0.737138267444553	0.588312315059267	0.662871884531374	0.725346669190072	0.731404709913401	0.628382588501032	1	0.72799199065515	0.50794191894163	0.761566951117415	0.284192028230093	0.361030416901818	0.808542815953702	0.640231597405267	0.0724380721103875	0.699962233873983	0.598454612875139	0.791696427545586	0.568116310868161	0.560005414703471	0.492334487240422	0.841100391640971	0.862275178090779	0.500315301985443	0.680975021772332	0.628691502400826	0.364116755914267	0.673041905726777	0.666828195110016	0.835021893130608	0.578737632764631	0.699836846284351	0.354290509783498	0.474534081000403	0.538974276484431	0.462053681535603	0.632677091352495	0.844714329367342	0.355957854732046	0.520774079840729	0.76799685038624	0.473036067059435	0.371076378531958	0.766162986279161	0.798386530427983	0.0482562651111977	0.743704533638565	0.359789210897684	0.882277338507714	0.464389441372422	0.822178864581887	0.410611338024165	0.503724968570906	0.249468158380618	0.57817985289902	0.476577690785256	0.718049622810763	0.688066799038211	0.669641763846606	0.641514379040049	0.709464996118585	0.724067999484192	0.764752456410543	0.588750093237536	0.520324106489253	0.661098344397145	0.614534479406947	0.742751983992149	0.736510326416889	0.4102888234608	0.0999453095839494	0.705941700965261	0.797555040616706	0.714459831806652	0.540084657224158	0.556197367175549	0.641022047280082	0.553051306514185	0.535422758678306	0.606509203760888	0.588793093471051	0.487220266564119	0.615789241117101	0.731226732951606	0.689689973272221	0.660925048650806	0.672677721722979	0.459042585132973	0.707433896539207	0.549557021445825	0.374239090212403	0.703633175988101	0.40738629333442	0.344869082335975	0.598958466052056	0.530245889581055	0.241876239379222	0.670412786628428	0.845553915194297	0.632429915428171
TREM2	0.831648225815544	0.716301127067693	0.870657128976643	0.805749212556719	0.859841575838232	0.124035514471708	0.882450229964632	0.919751558337073	0.864238781107086	0.548166469915458	0.950902378674799	0.828482030781556	0.690215819223764	0.580095221857436	0.726147709724109	0.893176867485968	0.870469393727079	0.827944993231393	0.905423359381778	0.837815118475264	0.790191924529763	0.897375774796355	0.646999457864939	0.71092817490239	0.412991923031035	0.72799199065515	1	0.503398423233304	0.98200330415619	0.325514281404546	0.541747481082602	0.572661831866889	0.387926559890771	0.154060073157212	0.449815227774433	0.881208232703453	0.792985601475785	0.65531807004328	0.8522309252433	0.546575393295425	0.511493753893801	0.673522152943388	0.265195315071325	0.772173341430617	0.804275955738614	0.437206181753799	0.558534011937792	0.749674203063746	0.73209413814771	0.786787609654128	0.80093114427447	0.534379327514698	0.720827688832575	0.241677426313979	0.710178047005429	0.675790459569679	0.633520901490251	0.47527757332187	0.81454902659577	0.639508506181669	0.736816072157176	0.372883932825185	0.853402919605166	0.847419373515554	0.423114291419008	0.809678576868746	0.492757881433487	0.745242940790674	0.684512164269616	0.834539672880064	0.621313636099769	0.781555453942723	0.350919659868387	0.861228585233643	0.40596060541896	0.841727869495862	0.701088134578207	0.770452937558157	0.754792146283116	0.778958170816636	0.890101547479621	0.813628308752475	0.655411166354465	-0.0277825060918319	0.750917104364751	0.648556158043491	0.898337063098416	0.904040227287854	0.316399238705519	-0.0185925793091871	0.646847276333763	0.85088977668988	0.6845212256546	0.682758608328121	0.743422288073664	0.867014619451088	0.652300096181758	0.791250176891676	0.797990848662944	0.842566637854362	0.696221764837762	0.655191214438566	0.83625049471429	0.721213919306231	0.896714838539256	0.80771535684767	0.594167742677555	0.910667571244108	0.582603270371686	-0.056507953481099	0.485038691260346	0.184215951516934	0.435603342712758	0.772085419025583	0.738394698145656	0.291188661222771	0.850543796007245	0.734955799160423	0.507220283864308
CANX	0.337453129322381	0.516807917096196	0.463434078794982	0.566289824971903	0.481411840771285	0.0521596654248575	0.593038004169734	0.576044700243818	0.582864782105809	0.662814148486647	0.563625991020195	0.809805979119125	0.375039737415456	0.387614056973468	0.471037884399437	0.604968207261824	0.68691488675338	0.631493041003747	0.477771736491007	0.755108262011628	0.519287793584083	0.633033494931956	0.702742627325716	0.691102169770841	0.200855210119307	0.50794191894163	0.503398423233304	1	0.529714113986849	0.6124892104926	0.491084731438546	0.266240079317531	0.0949658470854198	0.128554665677114	0.35624940809682	0.518159023771593	0.480320217248783	0.456989853279027	0.465908652989888	0.778152258136663	0.469630399039104	0.345599390057974	0.353478356881164	0.767465522773562	0.431247450030105	0.864685407227286	0.707170936253085	0.52498905961971	0.715236607174353	0.370678115394915	0.707337797466402	0.47374140026031	0.537084533814082	0.228215749268872	0.409800509487601	0.322614926489635	0.522129829028462	0.443926613570568	0.504939020350352	0.358652705888147	0.383723812860578	0.524966213952801	0.491374954904102	0.673605473641534	0.0652345486291539	0.491925456158827	0.212929635909247	0.402925390669191	0.547816060437477	0.533831661917096	0.45501171321138	0.319720101214791	0.113482058801883	0.413353701629813	0.547224857329105	0.507120562333182	0.382686196852026	0.545633372516487	0.725752493028895	0.609794125133228	0.702346224929598	0.790530080103869	0.830465516736567	0.0351144948243297	0.563880730553738	0.518655535460536	0.38449858651508	0.657367860543175	0.323791961482032	0.190095231966242	0.627820365105537	0.575636126811956	0.449708294734115	0.503233841188989	0.667948465305443	0.807599526718266	0.75268275106317	0.701699239657263	0.788997825517444	0.418604967621773	0.628172345883154	0.497355655999938	0.442887877920365	0.500208725033167	0.7191239567399	0.727998700700638	0.383142641073721	0.710811806324037	0.614242775449032	0.47780410378045	0.693504831393255	0.058743241165956	0.545659877640156	0.512309210032544	0.548934430884389	0.632435575405232	0.638080406789594	0.692329431597223	0.423346174087941
CD81	0.855730098599175	0.711588187829652	0.855013012689395	0.793811398866274	0.867843688989394	0.175265061128543	0.90928880691299	0.921653311026603	0.859532966498309	0.539270409572942	0.933780098164501	0.815796315630429	0.712253127410558	0.624134419328208	0.712978689256805	0.888219726956706	0.871648516074525	0.815084370531117	0.888475662329421	0.832157522605515	0.755151563466219	0.880068755204641	0.655495220820514	0.722523087638584	0.423745042203295	0.761566951117415	0.98200330415619	0.529714113986849	1	0.289793519236567	0.510280464586175	0.640710788533291	0.433365759824	0.139261547906274	0.483221995068988	0.843865191100992	0.841390373018093	0.613801706381762	0.818021058032397	0.542583582249125	0.586932505435408	0.732548155630143	0.279171872213465	0.773943082900251	0.788751036692414	0.426716033312788	0.581067778215204	0.743010406153938	0.77929706879457	0.765158382549465	0.81486329037128	0.503889937629744	0.697994370095179	0.319498500357986	0.67123828910154	0.663591894875422	0.676869973260064	0.448331385803672	0.798627545173183	0.705642883622753	0.726136977466593	0.373558715971018	0.867126584703707	0.871394009986876	0.381724991362628	0.820743161918223	0.503825050002895	0.774110468851276	0.62340148821553	0.865974090779753	0.601573069475335	0.76985196970111	0.336047306802299	0.855884807514955	0.412807602753414	0.859063302677228	0.71540928049959	0.754838390972772	0.735769434602292	0.759798123005057	0.874143279171912	0.849752683924107	0.633330453959287	0.0620417711871197	0.724658598186139	0.653358893916003	0.896863150559259	0.936938628441386	0.310393905313555	-0.00181977806964601	0.669530659240356	0.840006853795429	0.692591412054729	0.671976108244432	0.703021467641144	0.871448639657922	0.661277024720562	0.755402320138118	0.775179523149923	0.821152054492078	0.700573104746271	0.637659304852796	0.884392963909641	0.74596163358324	0.884933326347473	0.816814877634824	0.580273945312709	0.927001859781962	0.593615634351235	0.0191111468739144	0.523706593091724	0.217048553424647	0.399217109618636	0.76511882932235	0.704418211075997	0.283526514758942	0.884604045171301	0.759154950781464	0.50199227355186
THBD	0.0901520089125235	0.352779219180259	0.388313997770899	0.369037095483828	0.279736997762148	0.0776909079165997	0.330176828722922	0.448833090503363	0.422503204590811	0.625079042941158	0.489919196143991	0.679179866170827	0.190642904568477	0.127698135783575	0.408482375861567	0.439292313078516	0.491306841951562	0.52586283709455	0.346977927628176	0.578171315581625	0.574894580773538	0.460003563061642	0.624228362591549	0.408779769746746	0.0348418798839027	0.284192028230093	0.325514281404546	0.6124892104926	0.289793519236567	1	0.586039361977358	-0.0134634524194652	-0.1299307925634	0.0461982688593876	0.172519447053598	0.474783636621911	0.201923095261457	0.365907156628859	0.366222793784385	0.71926979895193	0.136540798907083	0.110060269061454	0.378784246670497	0.585255647737257	0.383107141067115	0.747346083395607	0.354165216952461	0.326482549951286	0.457602751202544	0.242225742833989	0.402520996921394	0.547979856002994	0.353246205556036	0.0446370876396925	0.291432435780803	0.226612387778688	0.274545346884753	0.448344746016645	0.326801642265707	0.0699319512576811	0.131270294527629	0.566318402284399	0.315006339073696	0.378268586193032	0.0383591114199823	0.293018025163427	0.0879704024207793	0.163864487691476	0.659805870056337	0.30993346183731	0.265138894644392	0.241248575358124	0.0616106854690665	0.212583929359168	0.516173005518764	0.22331446496703	0.134655740324511	0.401964918429632	0.704334079606963	0.419610496339102	0.548651037488891	0.447601205483679	0.779438821251624	-0.138114680228723	0.458334922384784	0.245348880737445	0.186742859056826	0.356918057438351	0.217292643276422	0.0587707394559544	0.260816684362489	0.428388917536687	0.273866485590714	0.300078660423291	0.678255956983328	0.544956391757554	0.458349298629569	0.628853875961927	0.595999035991127	0.284805552404868	0.514766622717932	0.403163362723812	0.137358641461891	0.248546608954763	0.551858633626707	0.451197734045972	0.320303377057054	0.457748666326319	0.28797972376929	0.394247561461615	0.384161654473875	0.0204462215906315	0.651616162574914	0.344331386639688	0.560015898407967	0.380726523971696	0.294863871592502	0.378258460864935	0.232730537930844
TFRC	0.523268701982136	0.641140080111584	0.757528546809734	0.693447755043173	0.635305642875659	-0.0500760320770269	0.565140492539735	0.565840532124536	0.533702211787724	0.814100735394502	0.597285977031257	0.702227533297388	0.49518948017867	0.461045264813936	0.677575020744003	0.645470377494038	0.643477524120116	0.650388322833987	0.666432062665332	0.625303130638152	0.730603139390015	0.766046427678531	0.382224727759316	0.483934414601614	0.260988508282378	0.361030416901818	0.541747481082602	0.491084731438546	0.510280464586175	0.586039361977358	1	0.231053142152101	0.219901679361618	0.402644678445707	0.365398574710352	0.617146091496099	0.383291698050622	0.693144504444528	0.57676589496466	0.395867476744926	0.0756211977411407	0.268072685051481	0.489927876157389	0.551647303894669	0.649417524440681	0.503469914327939	0.416597489183221	0.685167412823697	0.451096127380394	0.734162271097002	0.648356431342197	0.418557272487258	0.737683858138081	-0.0627848525812592	0.60903922717125	0.606739486980225	0.385207689587805	0.732148728934363	0.633434562359864	0.165447128376436	0.612129172088284	0.57816581009904	0.458530345229579	0.516917559969427	0.577112604644248	0.546335842893178	0.308595117248168	0.456757061597472	0.735435658999816	0.565685362957086	0.547800616194951	0.411318528146449	0.549113226127724	0.47708278278807	0.500509316183428	0.648718574946393	0.547774657755169	0.74290371701737	0.615621196148012	0.644017358487788	0.693437667307718	0.498270143731633	0.670077639871277	-0.274521396410553	0.841606497955821	0.496601041609477	0.432149054392136	0.45820278077287	0.441191041950855	0.108524042049103	0.476640111612929	0.71668973809631	0.638691080598857	0.709486457687018	0.756681347845365	0.593181217428647	0.546493925336299	0.660459550195532	0.595255991454423	0.718470296737724	0.691796583969981	0.766569530249689	0.330488983372189	0.552273950819134	0.592982348230108	0.584036822509771	0.803680785454619	0.458640102364738	0.513615364966339	-0.111519558818602	0.37151652634749	0.000518812122843529	0.832943960208239	0.736901414408464	0.910476403760492	0.380068703909004	0.432951975804171	0.491493525965898	0.484136798568776
CD74	0.798696672365436	0.372203864638769	0.484800967270735	0.524858196062866	0.743016249097681	0.576396165493489	0.722413526391693	0.637159927415062	0.397383887100844	0.454607900568697	0.562141064203094	0.420654763571672	0.681691249776295	0.87381412760021	0.717658536749804	0.429735745635679	0.64483678996408	0.485865554638993	0.61065965120034	0.513083872758732	0.405123997998417	0.51793404753763	0.446576773312919	0.559747670164114	0.634613808549528	0.808542815953702	0.572661831866889	0.266240079317531	0.640710788533291	-0.0134634524194652	0.231053142152101	1	0.837920223779353	0.182545745022959	0.773586433215155	0.426656812114306	0.749756804960822	0.488430938790536	0.407590436635097	0.119316847257663	0.790552425110052	0.92540807647976	0.601757997032174	0.435695571394728	0.515165833870463	-0.00462863737119273	0.527548325316012	0.637367329704463	0.677769197682007	0.555633504876246	0.555722145562748	0.14629782579578	0.40997411414847	0.468354832038768	0.333680006824017	0.616234378125806	0.807379295748849	0.282525270305868	0.378984316225496	0.807543617456458	0.423685243756186	0.284139377451965	0.604552400117408	0.636514465969596	0.164824500694097	0.63491946093923	0.417789653332672	0.878970192896378	0.2453359147789	0.752680216000241	0.37688578659346	0.45166100839813	0.405697617318552	0.490479443400538	0.330078194196762	0.691037272727706	0.757934336188294	0.621975362119731	0.364928149012899	0.550590202705247	0.51236333687737	0.606494999727465	0.25057534493698	0.688572607474016	0.538367122283653	0.5562460634888	0.675158697825408	0.640060305922283	0.497975472465202	0.122385686427929	0.633769383064494	0.672603672636943	0.746791699479744	0.503349605503057	0.286638643557963	0.429063794146057	0.428833977826856	0.274096857206007	0.292813303247962	0.463486682136664	0.367075903411153	0.636815506508536	0.659311163448128	0.662682882805418	0.382950978272354	0.498000913236943	0.510617359903159	0.490133814409812	0.492028336334966	0.275792748563929	0.531904373820613	0.532109289331541	0.188567487568037	0.548396205675786	0.388407297007985	0.0832745020927966	0.589625247067915	0.692334557623792	0.542897583241546
TLR7	0.740979768201516	0.400217232883424	0.414556268814315	0.435696716885331	0.629039302754629	0.486401273253267	0.567510852680643	0.394235017822773	0.262741091870363	0.427048632123985	0.358950565567458	0.254544110802452	0.552593837940108	0.815342854361574	0.612404324307222	0.263699802395527	0.47406155327272	0.360200924420905	0.526813311805156	0.353474258190701	0.32211223897155	0.429709758825167	0.16344759739357	0.442142774208726	0.774258535831564	0.640231597405267	0.387926559890771	0.0949658470854198	0.433365759824	-0.1299307925634	0.219901679361618	0.837920223779353	1	0.326281843763534	0.740675605607762	0.283453964965999	0.60239004704348	0.551320554892983	0.310639004951397	-0.0963555732134803	0.576572512362419	0.777103850874234	0.556473201572359	0.251293771275781	0.324275166789629	-0.148400451342063	0.477186877326109	0.642016776884252	0.431255060994723	0.602177570848564	0.454276214844922	0.10812692888057	0.412807504061505	0.321233058011863	0.36695549518698	0.623391656457858	0.565300551926095	0.335004968774572	0.285410934316569	0.642453725780809	0.3427765214579	0.237406310001741	0.462478060316207	0.434545264759581	0.39484096475578	0.575437507177275	0.402494677131889	0.768492000808392	0.0905649527454836	0.599344568597512	0.455634056488704	0.249509236286908	0.622877356946227	0.364188343306015	0.286758131007959	0.638000262622089	0.758819259001674	0.589228800884717	0.162678568873788	0.486006438908845	0.378959494747749	0.351630054118126	0.0924494006088891	0.571347440982187	0.465625217712806	0.495908001961282	0.552901518556764	0.356772695511004	0.559800463744111	0.165287963312107	0.587622216093924	0.575406624398	0.711333402454117	0.517811152580455	0.15768797054893	0.219792662530766	0.365856206260135	0.0903259025648935	0.127556243256258	0.426104022928385	0.313980091736458	0.563030753170369	0.485314257664294	0.624898971356023	0.250797928299302	0.323848074436776	0.508043816766002	0.277872762213895	0.461378295096853	0.0848892045174757	0.432317937952439	0.473756548478515	0.202796964404366	0.563578622444883	0.368047436776785	0.04187016617683	0.332271218635751	0.563052051217733	0.523376611292669
NOTCH4	0.336444191360955	0.335687298981567	0.330626579137979	0.422139560934138	0.337422411913725	-0.00455432475858213	0.244476434290906	0.0741535168066367	0.165027384591543	0.391427241456889	0.105273404028697	0.234095531516417	0.258668617995478	0.309899735098529	0.348749466797476	0.0985216813669216	0.17662092545309	0.30634198383224	0.342370529996155	0.326185897662737	0.214981155202448	0.309619030569623	-0.0817109331651707	0.358131464521624	0.275574063344316	0.0724380721103875	0.154060073157212	0.128554665677114	0.139261547906274	0.0461982688593876	0.402644678445707	0.182545745022959	0.326281843763534	1	0.536942566403061	0.352127635424327	0.151938779034423	0.44914579320877	0.265084579024043	-0.136369759772605	-0.00793219887324368	0.126494411821917	0.269520504822741	0.272775175212838	0.159064197743518	-0.0392582860568695	0.241227882844335	0.453145407655077	0.060150845382397	0.454325207889975	0.362862225199613	0.144681972158583	0.526834781423346	-0.213252338669282	0.410278304687189	0.360942737057731	0.108098388283171	0.441742225235712	0.314949362168288	0.109989443812359	0.429326192493255	0.611594243692965	0.113803274650659	0.21027499778819	0.520010812624042	0.258641766080612	0.573965985950135	0.242845899016466	0.241239654201057	0.318199806931159	0.339928032409702	0.0643868114213799	0.568642052276377	0.312037140716749	0.264794211009214	0.412782872147543	0.450633096804069	0.51834081374484	0.102890630292913	0.441131898568385	0.288357035911221	0.15151452487393	0.0689152708284162	-0.0596699685932069	0.442368930615764	0.413710713109325	0.224625252742385	0.117647377755958	0.61450922914769	0.737686737705209	0.315251511194098	0.322830952615981	0.470377603904942	0.596150504757484	0.225062903274352	0.189781179205804	0.398919964720536	0.178336877213272	0.247162218164005	0.323266535795793	0.244380692178433	0.461774529775859	0.0767216445545224	0.391990813414389	0.176279873482922	0.325359487849782	0.52356082664887	0.0765210238565914	0.510462090039105	-0.215150063165336	0.201007832904522	0.463005659645558	0.372376466642154	0.388303335357742	0.38664494066876	0.32169863249358	0.177831316704531	0.284947391606997	0.419339725869147
PECAM1	0.671721341634982	0.390097747080819	0.468791355728817	0.60727832120747	0.692860767148535	0.637007132762832	0.650265011653024	0.469627764421354	0.356158656837069	0.651584969872485	0.45059566584913	0.475928944358132	0.668163867377885	0.785299726961517	0.747594829550199	0.335471593449232	0.602759247344592	0.5168344495325	0.562880429920666	0.607645925851918	0.408382697445642	0.503628185540684	0.368874054609185	0.687268541472631	0.619618853560765	0.699962233873983	0.449815227774433	0.35624940809682	0.483221995068988	0.172519447053598	0.365398574710352	0.773586433215155	0.740675605607762	0.536942566403061	1	0.459688240797996	0.592285729425077	0.574627806822801	0.397395907731855	0.123092023317301	0.615935860858627	0.737876781764889	0.647640376945484	0.500613954988091	0.476389306195809	0.0791445437131565	0.603799047333361	0.700238088319553	0.606078845879591	0.570285836779008	0.606839320449292	0.19051819000563	0.515939743797454	0.243906239831722	0.427617470149402	0.578850255206739	0.686191340958619	0.45272086029601	0.4037024092361	0.674841863970423	0.443334131589151	0.598226051638188	0.481117479393476	0.568414019270556	0.259235652544529	0.590398641829641	0.495891018800879	0.739324332043151	0.314668789541618	0.705698091417198	0.404907733593057	0.276893330120719	0.539674818962919	0.448124716866542	0.518822083561207	0.677339377978254	0.74991286374442	0.726712320137447	0.395213539963875	0.653048307519823	0.52511066169055	0.547282327144417	0.298456727612035	0.576728298474684	0.606627081391476	0.599856936674293	0.550598075596755	0.513549894361962	0.692112490721219	0.493196767795405	0.668745356733062	0.67709778039473	0.738233317147384	0.661905210507347	0.428559384449927	0.414867987596625	0.557962609279902	0.280011987919084	0.379787349298925	0.462419292699495	0.36337760992455	0.700828474364572	0.468534891889277	0.664903471366106	0.379818828034398	0.533670170983701	0.599998588075864	0.402312121420573	0.634354495211621	0.314092518608752	0.624097505192325	0.687994167390918	0.417963203322166	0.547020356234748	0.487641562912101	0.286082889263182	0.487745941216459	0.700715367258491	0.628733116082085
ENG	0.71339385403032	0.699855447682476	0.840573232075725	0.757908893759739	0.796001985011503	0.0264768852087122	0.783639159202428	0.846292542345953	0.803523909978698	0.574975122658462	0.907816052296647	0.856250347058066	0.576235822207394	0.496208202715098	0.727485608267165	0.791694236308649	0.800265168383138	0.871652942218996	0.870444796733789	0.870057268920096	0.843640578303507	0.851598700444481	0.607365338929159	0.693710139364421	0.344484592827956	0.598454612875139	0.881208232703453	0.518159023771593	0.843865191100992	0.474783636621911	0.617146091496099	0.426656812114306	0.283453964965999	0.352127635424327	0.459688240797996	1	0.687659315412986	0.732191517613978	0.874038954539677	0.530849677148342	0.353023610145545	0.538901984536208	0.270812512497707	0.818435655099288	0.770651768331725	0.475579860493532	0.553804214406152	0.724268702328152	0.605002222318379	0.777916536111973	0.781680197624209	0.648542373277642	0.765535365895114	0.107342003883731	0.741936230149716	0.676655347944603	0.495627586749565	0.594981485123831	0.783275429721951	0.450160320168884	0.70475328404922	0.584577846544537	0.723626108792554	0.769632653818066	0.48088351016143	0.701773771332144	0.610448286192589	0.642574591688279	0.769742363459703	0.766441557066793	0.619698169443312	0.72973435833048	0.373418022838442	0.824657414063572	0.435988418248196	0.769508376223872	0.645256067315184	0.796657280409894	0.790630285905368	0.826732703715598	0.893780337875794	0.722772802924636	0.696378292914508	-0.141834648536156	0.75981165930559	0.625564240510857	0.833208053803556	0.785327871105061	0.399907088762973	0.225788122245478	0.546612208976957	0.833082329906043	0.676833107257304	0.735398973044866	0.791719836358299	0.831376486852744	0.693342701193636	0.841306523005828	0.8593925683962	0.816940859878586	0.718368925186107	0.684119970126367	0.684926765829875	0.659547753289772	0.858888503097311	0.810623223764183	0.628961388541978	0.788549795440305	0.583136925415678	-0.110420642541149	0.437062446291937	0.353252077076751	0.526451544535511	0.71346213830606	0.757812146055478	0.386253588567866	0.746039244694482	0.699241591985167	0.513100808990662
