""	ITGB8	EGFR	GPR37L1	THY1	LRP5	LRP6	SORT1	LRP4	VLDLR	NRCAM	MRC2	SDC3	CD9	LRP1	C1QBP	CNR1	TNFRSF12A	NOTCH1	ADORA1	TNFRSF1A	CANX	TFRC	IGF1R	TYRO3	FZD3	CD82	EDNRB	CD46	ABCA1	CHL1	CD47	LRP8	RIPK1	CAV1	CD81	INSR	ITGB1	ITGA3	SCARB1	ERBB2	LPP	TSPAN12	CD44	ANTXR1	RYK	SORL1	TSPAN5	ATP5F1B	CADM1	SDC1	ADCY1	FGFR1	CELSR2	VANGL2	CHRM3	PTK7	PDGFRA	NOTCH2	F2R	PODXL	SMAD3	MCAM	PTPRS	RAMP1	FZD5	FZD7	FZD8	PLXNB1	KCND2	FZD1	MCFD2	ITGAV	TNFRSF11B	FZD2	ITGA6	GPC1	APLP2	RAMP2	KCNJ10	ADGRV1	CD99L2	SLC1A5	CXADR	RACK1	SMAP1	PTPRA	TNFRSF10B	ERBB4	NT5E	PLXNA4	ATRN	PLXNA2	ACKR3	NOTCH3	CALCRL	LINGO1	TNFRSF19	PRTG	IL17RC	EPHA4	MGRN1	SEMA4C	GRIN2B	TRAF2	PLXNB2	TSPAN17	CAP1	S1PR2	DAG1	TNFRSF21	APLP1	SLC16A1	NCSTN	EPHB3	TMEM67	HMMR	NRP2	LIFR	IGF2R	PTPRJ	EPHB2	PILRB	ADGRE5	RXRA	ASGR1	JMJD6	CD63	AMFR	STX4	RPSA	TSPAN14	CDH10	LRP10	SIRPA	PTPRZ1	LAMP1	PLAUR	HLA.DPB1	GPC2	SDC4	CD68	NCL	CD74	GPNMB	CD163	CLEC2D
IGF1R	0.863440869615105	0.847738507816492	0.740251004686433	0.702455576234673	0.775032184102221	0.83592708139998	0.883501036031508	0.81513776893102	0.816850016645793	0.831412294789123	0.738208351548241	0.764018915687901	0.673923091992856	0.879246778729022	0.663540801693373	0.738889534945493	0.481021947209771	0.808236170929543	0.637999120040204	0.649501034117868	0.851644781850143	0.755819398805792	1	0.845893485637564	0.921426539370317	0.788685218508448	0.747499421885494	0.898158184921446	0.725984356054266	0.699441518934126	0.747525857435236	0.857874129028323	0.808927494012325	0.447523178747334	0.706429859503106	0.870786210648813	0.657443889566951	0.442561126727619	0.761511385942435	0.586218257262626	0.817692548478495	0.746627954243354	0.396472007094024	0.835510544099573	0.865161621437933	0.524480299994306	0.756726674238048	0.662310490497243	0.608153223474251	0.647135437737991	0.760992564893392	0.760482265624657	0.890628280953312	0.866078634495164	0.749402765630262	0.820441117505723	0.73135632465996	0.814477229850936	0.79500283270713	0.678075135158944	0.648542426040547	0.778048473833141	0.859769029598353	0.57176379472435	0.809672091320565	0.469462222279913	0.631838636905369	0.845307590641469	0.721997451567105	0.683043160791244	0.770414749325328	0.77985105620052	0.673010548565616	0.654080313846695	0.474982049770581	0.616001265548054	0.780524085162083	0.591329834320215	0.873643204180012	0.811286485680474	0.816818562749978	0.620687646307651	0.725385339841682	0.656476033931019	0.827214242295061	0.870522906669871	0.749393269378229	0.841740975192644	0.732912594015489	0.579062982686009	0.88763500415215	0.799836603885373	0.567198959435877	0.756557862769047	0.767707315947459	0.68205212965886	0.733263860263872	0.794639782360975	0.699515203622551	0.626497492440909	0.895272795349174	0.824266484455489	0.638606802689066	0.602153295422867	0.726488835296229	0.816490257375473	0.736714984499831	0.75515769008738	0.808678864113819	0.786441282553982	0.609750506283867	0.816133773076067	0.76682182329369	0.597553900105725	0.854010216257561	0.441454819445823	0.506277289021489	0.679286368153695	0.82176850707518	0.817132790503694	0.775089971842071	0.84790626051507	0.770985516823324	0.878875514970791	0.730637609936917	0.753670216498755	0.614990234221339	0.766864087464953	0.758683356132449	0.676126370114523	0.795347931048511	0.712162928814737	0.644906431663356	0.55950809234308	0.920862622722272	0.743563135902377	0.607331448724518	0.352762946935335	0.691411078045256	0.529748211455793	0.308690672604363	0.842097254466783	0.403699881794485	0.384882947851342	0.164627871891307	0.698606201063686
TYRO3	0.874375439513387	0.936326931356331	0.88671031513718	0.833488652128002	0.906088351680966	0.803991852359113	0.913464063748818	0.750537627914308	0.804497611232275	0.793724371511837	0.828601378564284	0.865939137035998	0.857903472742059	0.944249316927815	0.90200624135404	0.740817734136106	0.682177444579834	0.858817699380793	0.809087738701371	0.802574698633787	0.899978605731525	0.879137773149983	0.845893485637564	1	0.922728563923075	0.842661387959002	0.869605487467823	0.835163818237443	0.669800195265964	0.781338225767969	0.87832015887088	0.794109607862356	0.896422333839458	0.511161028458897	0.89191945738034	0.841146926030191	0.720620468589271	0.492208951783649	0.840730233499791	0.695097376361615	0.816378993345417	0.90488065377843	0.425125817799985	0.770246318429046	0.92411409627535	0.51113779340028	0.888614800271716	0.890017012953889	0.665138333049949	0.826687062514889	0.773103896407337	0.732893280329996	0.943797059265562	0.871611132724005	0.728677994273061	0.91900087193802	0.766067781307483	0.874152858138228	0.861708867507332	0.768483808239033	0.705758007016533	0.82483669742359	0.870275568101968	0.769810022950279	0.870679487050975	0.485640778659469	0.675238386505915	0.899679999314196	0.684035573705004	0.745906723403755	0.860603425858879	0.81835579572519	0.826984270639804	0.828217954618672	0.47164078539603	0.745960667212025	0.86362293382116	0.822655050283319	0.845171437042626	0.789358653361849	0.86784548651018	0.773069588141237	0.876240843243287	0.873582416066373	0.947765098671517	0.943045219528712	0.887049903457003	0.697321029365899	0.903507552802964	0.497011716187093	0.869740925369698	0.789640496065284	0.753221070408468	0.868724462828651	0.652542261229242	0.767709101899661	0.804194441277794	0.803440145943105	0.770983160261992	0.712125234809766	0.898313667825513	0.872488767547365	0.736576969231155	0.82427705352426	0.788918323776984	0.9149025816785	0.880958974979924	0.831369003538175	0.893042531328168	0.84166822541555	0.711332988431072	0.896749398970537	0.867849958904817	0.687461307488613	0.812904124512766	0.523071046172805	0.529354209307144	0.644929262140691	0.809305919072317	0.860099812976933	0.883100092393393	0.862659376565038	0.888900912344796	0.892357570464569	0.806464651381075	0.903399418947905	0.846342438546399	0.87425339498093	0.888841188245348	0.899770530145581	0.910479831741553	0.647729908710698	0.723142088051237	0.608798661022792	0.899106029364869	0.869261205881467	0.690427053331613	0.339949694466594	0.675514133488738	0.600025993674237	0.262703901717701	0.939009249509121	0.362492236921471	0.287929737069127	0.0663757914818812	0.679445043817689
FZD3	0.920242071454807	0.926569881935907	0.856880959243093	0.734235956237563	0.875440963270624	0.824094829136453	0.929813612344116	0.781680000080928	0.855290841870441	0.838347098900387	0.839566681904271	0.879837816987686	0.786732031724109	0.952048280793912	0.785345708051287	0.820389841932313	0.611406915686868	0.821524518554236	0.794610065192631	0.77425076406582	0.921637427396631	0.875073133775458	0.921426539370317	0.922728563923075	1	0.780557275964184	0.876476826906162	0.899397824171534	0.749043859868868	0.819772058411955	0.84504551500744	0.818337168649308	0.886596098646216	0.49453245116409	0.822583621785709	0.836019167016488	0.70398125226457	0.488975322218925	0.838433257294661	0.708695721151837	0.862759786908031	0.835488507160074	0.450810204331703	0.795719715257915	0.938802052746987	0.564252166673292	0.84942241801518	0.784781481417505	0.690309337022398	0.705252961489404	0.736891953275093	0.780774757487344	0.938583144495548	0.873485469001595	0.750271427613631	0.89219813657016	0.752917799675618	0.898744460013242	0.870686299932877	0.784886921587479	0.70279637320383	0.818463036629246	0.891138963631521	0.71820977832756	0.891698836858688	0.537840865794764	0.723418069390471	0.878758551598071	0.686257321648084	0.730309120835373	0.858170549919328	0.824930370138936	0.826333509563485	0.773376667201947	0.560285895867651	0.730496187293504	0.85654312509084	0.697889818360989	0.888746272883432	0.859905594628613	0.876045513422335	0.689356490788785	0.806872971253886	0.777872750734758	0.908821007977089	0.956905271276741	0.833882320666734	0.776094430410234	0.853860491316647	0.580644003175162	0.93376294528847	0.794865277192115	0.712405949390874	0.862965863228591	0.689420838684527	0.702807714293876	0.830431118937485	0.828431309634445	0.768394048360929	0.687275626042652	0.939292697266662	0.853519652006327	0.723167330204431	0.696529011490488	0.787807577647755	0.885698376428862	0.825935186961452	0.780663183125696	0.900843613635257	0.867043134861674	0.671720707204998	0.896000106230964	0.870917694236746	0.632628953057909	0.902977687529062	0.497806244848394	0.535805960844976	0.735034867261289	0.850339215799899	0.891722148791755	0.810665500614815	0.88940097164848	0.863296090750774	0.907076422418395	0.789396897066485	0.861527745217362	0.767772682357967	0.861060204063461	0.86525196762972	0.791941869077609	0.873052638504117	0.656274593101525	0.742642964831587	0.632204317530176	0.954517332388218	0.843057302032239	0.639679764425882	0.345517522328833	0.676117625226136	0.597294808990695	0.286006687879993	0.895374585840553	0.373404521715387	0.345457323691238	0.103133216078191	0.709741985381506
CD82	0.659897022164014	0.84969698691831	0.664927973592207	0.944403073163732	0.793742877106402	0.888511036440823	0.761993806286683	0.838066355746393	0.587689053997843	0.692716107572664	0.508440874809777	0.594888488834903	0.749369759385566	0.810503406375734	0.811201678814647	0.422119840874975	0.420359913539424	0.920125024892165	0.480067909614264	0.555870750056457	0.691745258614308	0.606279821410866	0.788685218508448	0.842661387959002	0.780557275964184	1	0.5933960934616	0.752264106274674	0.46320924854252	0.437360179465002	0.670532672016181	0.845296669189944	0.72003112818204	0.338754688109235	0.738324146232068	0.900671285893778	0.524883292388343	0.287776345341809	0.738614710157056	0.395610654694612	0.613952768584907	0.869408491518296	0.19609599312433	0.901108231536232	0.837657744757568	0.26117952228418	0.695264967991586	0.806523673166949	0.395125118804549	0.76299828362505	0.828644666665687	0.588248585690113	0.837978869163553	0.922645926187504	0.728090008553393	0.818605565990981	0.85893768567069	0.657769626042863	0.663098811270712	0.456982052987041	0.531253280513038	0.724636362792534	0.832902299465735	0.507806919691786	0.64221712164474	0.187212056070843	0.371272117538476	0.906981899643634	0.884714258154885	0.546148552120458	0.655890414076753	0.657925795631839	0.620649032899799	0.758812542296018	0.18499270733781	0.459241761867185	0.649306926287475	0.797601866398931	0.845677231223231	0.618991749862077	0.706954095343207	0.691728923312758	0.864032120267945	0.766486203151267	0.870382283753586	0.782177281758839	0.804046791520775	0.756230297210637	0.783370706941625	0.297960468846135	0.684596541395379	0.846267913497362	0.659658323235643	0.598413657422602	0.834775734039392	0.900997174666609	0.517679568797576	0.767571283189943	0.53863036217	0.48331446132307	0.797355016409702	0.844082398428597	0.539955541257759	0.811143454617483	0.587272782978794	0.816966578011617	0.721563441238179	0.878995307318789	0.668309581269521	0.737982333237982	0.548355412019278	0.749595912295015	0.662951695817096	0.793726342285516	0.600118988048818	0.541508085121744	0.317819740050702	0.396789520116657	0.627599133036145	0.623861909685842	0.845057338615042	0.757856699802701	0.71150490984328	0.814154682329286	0.799589349838023	0.802960763424028	0.574561437274059	0.71459336807032	0.703626758943558	0.819290557495491	0.797665750207059	0.836559337154176	0.478811413397155	0.340771257896044	0.828901100096485	0.634645164808507	0.60654170786769	0.342511746419984	0.860093634261975	0.356614094858293	0.216040852420717	0.879865750939199	0.357510424560184	0.205736582103388	0.047943913410804	0.761325009470017
EDNRB	0.892307035835645	0.833508024487584	0.952540770870836	0.591801923181879	0.826685026995713	0.580941615838667	0.897396725630389	0.588628906713776	0.871842651185994	0.807539225991642	0.924040336660603	0.956687610792634	0.725177640496733	0.920901535744105	0.774615343491982	0.859729736720623	0.764408748821301	0.621966615744365	0.937970636299646	0.913583654340061	0.920504922220039	0.876657650189991	0.747499421885494	0.869605487467823	0.876476826906162	0.5933960934616	1	0.720428284842673	0.841860446784259	0.907685291612693	0.881790876639256	0.623173767853174	0.906451400981999	0.60150474038239	0.881474173533281	0.625700216708463	0.776712655276177	0.654111526012967	0.76833604547707	0.869465894817326	0.886319298712952	0.730548727874458	0.683251598809463	0.53765963626587	0.815296673927994	0.764928720246973	0.900275087334458	0.764999157839473	0.86759219828171	0.683866268231655	0.559997382801978	0.844054520717249	0.854549607332715	0.699910188707393	0.48733524178652	0.811572780889815	0.50389265369428	0.933956255304341	0.927100097748608	0.92690069345389	0.84873167382092	0.770785520117616	0.714352594640399	0.875058395801689	0.831645406056245	0.729005607580499	0.865232102127694	0.769012292258466	0.3959260200124	0.819826011538654	0.902510792352816	0.883368024377902	0.759068223140836	0.704712769210754	0.776844085353973	0.879526360785669	0.903277270309747	0.624784840009668	0.780493163970932	0.814425331527909	0.898677884016517	0.567164989929719	0.662585394835832	0.75412383261701	0.835028326821633	0.922729342155717	0.795625954077574	0.599674357587954	0.819378462277156	0.683880165172861	0.903767358026117	0.578551220520421	0.652839139024059	0.923032653656386	0.481337852491351	0.472349580989887	0.90997698863748	0.623873580555094	0.895544250634135	0.769008029787699	0.813045233249337	0.691911039392131	0.612489747018428	0.645571470944673	0.883888229679632	0.831591533226506	0.869033096259459	0.599355182776698	0.951069937913758	0.841629561891971	0.793143619239548	0.779289194024575	0.928033978834023	0.425219110461902	0.834403946004458	0.424291346279275	0.692255318410986	0.868104536158034	0.86962891188804	0.925700428269559	0.696137701150657	0.853405294539497	0.890030089470486	0.805500110910137	0.654983541625812	0.773189019652629	0.867361070390101	0.869429385506812	0.89609316711928	0.768236462089293	0.795180709998934	0.366655085956534	0.881958103623351	0.833829554558355	0.814708080252612	0.930508200608666	0.604593702418843	0.302732441476442	0.391952285912419	0.752642757004565	0.298868209066652	0.78302140046769	0.349247412987849	0.385198437222478	0.116563241457973	0.469741159849936
CD46	0.88413323417079	0.841952316172904	0.691571426130748	0.688929293658978	0.769996497471199	0.847508816929968	0.854366277405887	0.739458215714585	0.765440804378506	0.834087350666548	0.732025830635063	0.695627924659608	0.665629517414914	0.837949060914021	0.664376353938102	0.738399215168347	0.519399393711172	0.778339307573357	0.639467419317136	0.605440607823096	0.835263354582355	0.786751557542923	0.898158184921446	0.835163818237443	0.899397824171534	0.752264106274674	0.720428284842673	1	0.665934991706308	0.697474233024714	0.744403891985087	0.804003136478418	0.804983912468943	0.469807777081046	0.681256526071759	0.838136820210358	0.691469675367881	0.450106648179153	0.775064803909105	0.57114580077199	0.824783310518552	0.742717529415486	0.355787961707069	0.816078790360782	0.873609153580569	0.449907311973985	0.731298972863864	0.653364846512675	0.565719957292414	0.655932429143914	0.737993550177028	0.713536528538083	0.843294512308513	0.811539663187588	0.806214389125445	0.823842904173251	0.749761071295259	0.813848841802501	0.774971635727347	0.645662450460731	0.586277885001781	0.7843580877351	0.886161149960849	0.570975361229471	0.830679561889714	0.451568215131262	0.58752067420569	0.761853307423717	0.712765605148595	0.673040339247997	0.773933575226858	0.771228534887855	0.736957599156114	0.64233478343618	0.38864985801221	0.599063980589034	0.782057059672433	0.588068232546112	0.792581412797037	0.825930850174137	0.762376185871988	0.646635564186362	0.751880625359838	0.661928699716008	0.820109752796152	0.852976969371117	0.757827595671331	0.8097592741271	0.729900264542685	0.539143728824096	0.86222609488959	0.793952114149894	0.562109615321462	0.7171446672999	0.738387622005152	0.651909215269203	0.683608349811558	0.838090324176802	0.652403845863236	0.677800267444952	0.917226317765617	0.8281086743919	0.737914053803517	0.615133511575458	0.690843803546072	0.789997152047399	0.733361631921748	0.759222532609664	0.777298384772792	0.75956296834918	0.58381577096269	0.830386395733967	0.731829182528823	0.573596399903166	0.89081633776496	0.45682836270265	0.512068343702725	0.592965846866018	0.796788882084803	0.793321705561834	0.7460857374815	0.813446165186709	0.772866599930708	0.824750105635097	0.733091259207403	0.772718921526677	0.64147534344472	0.736918470752548	0.774134653296394	0.672611040819576	0.812610778394749	0.696690177797368	0.611852815988804	0.48547855890337	0.920890085121167	0.741326176946639	0.65676182370956	0.37701772485047	0.677353492096071	0.526709295144006	0.346629485033441	0.859383896532213	0.397098059366975	0.399475967693016	0.200242555301072	0.759285991713661
ABCA1	0.838266989124929	0.628305394134149	0.82524911812098	0.415756994499583	0.61606422276802	0.431878618644573	0.819182806970485	0.521440961189795	0.87814122482777	0.890945283395134	0.863730311157331	0.800025561200873	0.468712096738425	0.791020298647807	0.526249581336431	0.823055036981293	0.695926812119775	0.39597684560149	0.787843029217359	0.827364152899322	0.865466511753361	0.704117289689213	0.725984356054266	0.669800195265964	0.749043859868868	0.46320924854252	0.841860446784259	0.665934991706308	1	0.813997021209265	0.76480814451711	0.57150819654681	0.826921194588525	0.720115694882813	0.723367136273007	0.522891316874291	0.841155676054337	0.823715819676551	0.67668613376898	0.875125214564061	0.915156430902176	0.438673467099903	0.875027728769592	0.430393802849584	0.631750733730867	0.915072528626419	0.79221988959092	0.50746174012031	0.944431980345145	0.515199077242295	0.413736100383739	0.952529374486756	0.707896015796673	0.567652029931704	0.307702987987177	0.635764113152009	0.254702408850362	0.877013405762189	0.899856006860732	0.899591846541096	0.903393242298661	0.725120536341845	0.537947350263256	0.757451364541928	0.658628281556152	0.873974832759495	0.88807820549311	0.636078089111209	0.231572161164813	0.867349225672136	0.861955152494654	0.921365600960576	0.448655695125455	0.411993861564531	0.798363446439249	0.855649432403243	0.866909842704487	0.331884435758576	0.699351226389667	0.678013764381024	0.853126521410346	0.325043441458783	0.382744279452189	0.52336104678518	0.633867493343597	0.775531095619434	0.661682584779305	0.603638610565003	0.551604712121423	0.920979114260773	0.872295944213253	0.46165482942897	0.301639586467178	0.774642318587736	0.570247081940105	0.222411680523227	0.814027656585271	0.453783444653461	0.898940649851079	0.808850032310202	0.724493309858293	0.507788467057675	0.346305347515349	0.422966848932502	0.888051232930404	0.682267801714984	0.777953370606512	0.372119921179395	0.873286048518099	0.750195858486964	0.845244705478371	0.584498799055231	0.845710132693596	0.160557979245774	0.76273922738188	0.285163040058147	0.867521781719101	0.95098829746186	0.896120034890286	0.835303690637219	0.483137729061446	0.800532484073332	0.805151957465335	0.702644342324565	0.477978804330713	0.573964977363265	0.66957558108952	0.75475859798204	0.785394769268614	0.526369737489584	0.578548774988929	0.31205222102312	0.909537115427651	0.914267836986811	0.685974150700247	0.859418165844868	0.521975803132354	0.302995438164293	0.204858025135247	0.855790337504548	0.376534370076824	0.591661326989248	0.391140616112684	0.506234100111237	0.244156866367226	0.327072285368021
CHL1	0.863152403190855	0.712533333632263	0.873517770492465	0.443533270462893	0.730608066563573	0.469695805888825	0.820498183704228	0.48627790105736	0.892454512313852	0.757294728538515	0.939238655532776	0.897278236634492	0.676958515616433	0.832888356532488	0.660293572667797	0.901355608965633	0.765595202009107	0.501886311327963	0.912489385499876	0.862519765843785	0.887038947014448	0.882661897263501	0.699441518934126	0.781338225767969	0.819772058411955	0.437360179465002	0.907685291612693	0.697474233024714	0.813997021209265	1	0.826457426269426	0.561509755500723	0.842875382694694	0.631946952955504	0.788632231261057	0.517709119090789	0.774318715083147	0.657107550536898	0.713863019683543	0.866623582805651	0.858792466231021	0.59149544561377	0.664097975887021	0.428713783927105	0.726331516363063	0.733475434798713	0.827126139925616	0.646042896173011	0.831372494752796	0.582872070773204	0.469772357499801	0.782029278662888	0.782410244114289	0.576940375200581	0.484241911103801	0.729109164300607	0.371033387677472	0.878327240861305	0.844121614570536	0.909007344134502	0.756270669062799	0.707429302182373	0.636623007766373	0.817551147488025	0.828812811085411	0.755473483174075	0.871163264912557	0.640186567212943	0.246225055152315	0.765409536330353	0.854546050282672	0.813402655896512	0.70349847212191	0.586487137280931	0.732469633634923	0.867992547361835	0.862360002284948	0.510346112684542	0.64749651827791	0.755311773386314	0.818352612052188	0.539988665741208	0.545502916331943	0.667650931473392	0.72023537542055	0.834816504482672	0.707208859260369	0.502321733952158	0.695794879431953	0.707698697684457	0.868569035398408	0.538501579776437	0.543332685767734	0.889065319295322	0.37971994904166	0.34593991841592	0.892431022928622	0.555066149684929	0.858042979061375	0.790133481927903	0.758054502804045	0.629570895563507	0.64170674022785	0.514783137538311	0.825833750752547	0.74662630495548	0.795315920009468	0.488375939763127	0.891533186186235	0.77059273491228	0.743098580294512	0.753458962065194	0.864429576825418	0.302405930974132	0.826251803098596	0.302907943462133	0.683447369200095	0.819244974193287	0.821489686523478	0.86925236180495	0.590338203994608	0.763538999808594	0.832683991175862	0.739649883585486	0.554029303255333	0.698450897971909	0.83989770449682	0.808617513277011	0.844207883844186	0.654399285302345	0.701660451871003	0.277027376978552	0.848438864950123	0.786730350693027	0.725413578876028	0.876110383025634	0.560928836677381	0.246209372566729	0.263037778792737	0.755102535539086	0.277111371863158	0.677575027856516	0.285251443602963	0.356614789382641	0.0963166870911596	0.354409765867527
CD47	0.869259642242891	0.842674269602392	0.901082511304323	0.684575856555278	0.827326372058917	0.611173902652034	0.924261027903376	0.560128682475102	0.841269198582576	0.828302984861914	0.900822060016404	0.856161730789322	0.828489448298852	0.883184016786924	0.875297455379505	0.791586690148056	0.87195765910023	0.670228786607278	0.85493307280371	0.919730696453034	0.933480408421086	0.866521423350785	0.747525857435236	0.87832015887088	0.84504551500744	0.670532672016181	0.881790876639256	0.744403891985087	0.76480814451711	0.826457426269426	1	0.635388817573329	0.936995277832651	0.719754275443445	0.931457703851279	0.677563046763526	0.867925883486815	0.7137520120157	0.825572023635953	0.862565355594946	0.887180730069835	0.747338218806769	0.656458313400754	0.528932553833039	0.822007808777018	0.688420345920226	0.973778052109575	0.873191145493137	0.836119573262189	0.84658153566807	0.670888695440977	0.831828531272295	0.860343362477433	0.732428647190705	0.505869670157031	0.854634807274685	0.517382594164327	0.929339837112916	0.918985229483268	0.871104922023508	0.795835109963167	0.841064990616002	0.747929187235951	0.91302047510136	0.866683837890544	0.703951396616504	0.816751323939851	0.749501793715822	0.412726679877375	0.864646530214824	0.931224559768288	0.883534396219157	0.748601476263607	0.758027321145645	0.552489698130083	0.907146724567514	0.961385452809267	0.704474581996541	0.747629772262202	0.688611028778302	0.909611887045231	0.651588184357431	0.715409115934644	0.864228863646247	0.905128128570034	0.924482570535711	0.910399836616138	0.537810835979523	0.795523549369756	0.671102034235468	0.878083688527739	0.598881832936809	0.653463200226208	0.907951551412369	0.529911268979072	0.504907600862165	0.86434431641805	0.613449062975858	0.884761372661339	0.840809627021316	0.837042713856641	0.758402662730902	0.547689354449984	0.800175786210294	0.922168209755822	0.872099175307256	0.957694260980154	0.62201598162746	0.941282319149492	0.783071945027609	0.877510552687472	0.845780609789151	0.949784063079377	0.471653207505009	0.816218717049444	0.642573419171112	0.736728036182553	0.744863575888536	0.822175625007003	0.855949412358092	0.773192985673586	0.898778750050717	0.93485593807314	0.833066756196187	0.690357356408399	0.86628555359493	0.935854684348688	0.940104377743823	0.927344995472327	0.865205053491156	0.801344747967645	0.409767514245793	0.879909436090966	0.745365606673848	0.763635753541516	0.961670798796872	0.683428376506492	0.327132043489628	0.427161460700171	0.823729265246016	0.327333247140839	0.857914981620431	0.359603660902876	0.354239064894424	0.112818408995296	0.532683287231625
LRP8	0.730920256043767	0.804696860088288	0.637156008444371	0.752342936414885	0.770088354566211	0.859514105568074	0.790259669712694	0.861284172963634	0.684524967571796	0.729730724779573	0.584574886132258	0.64906718127018	0.629522511680812	0.801378174030169	0.664724675247224	0.552620134376859	0.363485598161799	0.854903825248759	0.500442669548407	0.528473283342316	0.720644443426541	0.635214772311795	0.857874129028323	0.794109607862356	0.818337168649308	0.845296669189944	0.623173767853174	0.804003136478418	0.57150819654681	0.561509755500723	0.635388817573329	1	0.701798822128532	0.303190605667155	0.636705951839578	0.853676122367066	0.530209928912968	0.300693449084999	0.727257740147138	0.420640310574689	0.69370217931496	0.753619044315298	0.233423525978202	0.873587189723672	0.810180448978925	0.353065563051878	0.647448966181409	0.66181320213616	0.44636208567122	0.647942491373576	0.793256946044481	0.624770778270571	0.845200171641619	0.871342219018928	0.727251043124838	0.788392634469134	0.776658356708605	0.687282329243271	0.672622321373373	0.532074238595986	0.536520623141604	0.721870150890227	0.848913960040492	0.439959906621172	0.69887293413512	0.277585092451451	0.454994138068219	0.849836240775545	0.792919946484418	0.578974516020583	0.649193365277623	0.67582650921024	0.596093695253163	0.676196740233642	0.330124086877717	0.459899138140976	0.66165809674948	0.626564919951519	0.823967026499511	0.703453530225022	0.729574207653178	0.630804860825977	0.753884796864979	0.626590621435355	0.775649200555705	0.769586183000869	0.705502230153182	0.80021151669094	0.682253895560669	0.444781540590994	0.756098523552013	0.829012342559437	0.572706015017952	0.625406256589885	0.800532344274045	0.780676023161072	0.595763300805755	0.780486211533194	0.567622071111307	0.52750885355134	0.854347457815096	0.789209315829557	0.602162239677603	0.631676257818811	0.594644469044965	0.769980782920488	0.656578300576492	0.765980878915723	0.689455849516776	0.695083953925643	0.498078483961979	0.733084953761981	0.643455316067022	0.686036989833195	0.717469651612255	0.436040022470753	0.37795658086064	0.506883609894114	0.722558889584529	0.694898465918199	0.792819828689371	0.763966910305375	0.664363117881693	0.80424995476826	0.733738649792111	0.71331896228247	0.522112898756978	0.690026140500316	0.653621991421313	0.665375825348799	0.787686120225917	0.788019997415549	0.494796719437591	0.389698081504182	0.848793931154067	0.621351444502575	0.575918040539878	0.334973045176285	0.777016082311735	0.36788044211299	0.260513084688033	0.812309789565731	0.381468848954656	0.323359196215044	0.149676360769693	0.727986149468485
RIPK1	0.901301846297323	0.857866794988426	0.917679665979125	0.718559735572644	0.839813782487769	0.670940702851993	0.934147191477194	0.643692512991643	0.885400611604227	0.882319579106051	0.900166631470994	0.87234846251424	0.792944380474681	0.922450741699362	0.84495046457188	0.796638315121841	0.804324707748586	0.696960005505326	0.85986645852681	0.897118834889313	0.958687193675522	0.878141964837561	0.808927494012325	0.896422333839458	0.886596098646216	0.72003112818204	0.906451400981999	0.804983912468943	0.826921194588525	0.842875382694694	0.936995277832651	0.701798822128532	1	0.695176533864487	0.911752331298799	0.73914331971119	0.873941396844888	0.708875281273128	0.861461366860247	0.847431284532814	0.931201726947169	0.764362911404661	0.678173021310913	0.624456460818362	0.859075971619697	0.727285184464908	0.947598617730952	0.829747763485641	0.846373347738492	0.817088319125559	0.683060490284212	0.891102586927986	0.89231525345681	0.783826178883135	0.582187606181106	0.85306237098175	0.579543368668959	0.954155337338787	0.944706492319966	0.870962304501025	0.855817805533884	0.866912893751601	0.783390707547223	0.866190514509916	0.854155802671859	0.703949635151203	0.815660238146258	0.79573863224032	0.4914126463954	0.872257678427346	0.952282913393906	0.933063205121973	0.739075616267706	0.740620168924985	0.611410836445355	0.87577560814955	0.961260116725852	0.685624726640098	0.804351835628533	0.746850291047042	0.929371048071174	0.663990391625959	0.728918538545026	0.831505961501907	0.90329500254449	0.939073902785513	0.898610779625474	0.639388354460904	0.823489458914255	0.713705625842951	0.91246448724997	0.658899803113403	0.628270331121149	0.906774011678983	0.645835482390736	0.540176118293152	0.85305648296914	0.679630396037558	0.897235103588906	0.843132266176017	0.873826615683701	0.784727427312433	0.592299530245233	0.767456359169381	0.91951979403175	0.889348580945883	0.945871672341822	0.682563431543637	0.951582106234833	0.833283493826696	0.859613060445376	0.84569206596629	0.939579539465812	0.48922739346549	0.847411610362837	0.563878547704039	0.744154903273348	0.793369031321061	0.865692972974232	0.898597033554445	0.766741667948086	0.912499819249918	0.93525194109679	0.871780370554377	0.70381584833781	0.851708267688857	0.884155147191766	0.91405771789746	0.933518558333314	0.843883174005949	0.827339900204266	0.485210352896481	0.879059276280134	0.783708760237534	0.832061463907641	0.956027688390721	0.697814511546977	0.362025934081204	0.483098155011344	0.803624283576813	0.353181642400208	0.882029270465243	0.401667394668703	0.386400405213992	0.141173119046028	0.555210247210878
