""	ITGA4	CD2	CD44	ITGB1	GPR171	NCL	RPSA	ITGA1	CXCR4	NOTCH1	CRTAM	CLEC2D	CD69	DIP2A	PTGDR	SLC16A7	PTGER2	PTPRA	RACK1	LRP10	CD47	CD3D	CD96	CD3G	PTPRJ	PTPRC	PDCD1	CD8A	CD8B	ACTR2	JAML	TIGIT	S1PR4	TNFRSF1B	CD6	CXCR3	CCR5	TFRC	ADRB2	CD46	CD74	KLRD1	CD247	SIRPG	CSF3R	LAG3	VSIR	JMJD6	SORL1	STX4	CD63	ADCY7	TSPAN5	F2R	TNFRSF14	LAMP1	CXCR6	APLP2	CD81	PTGER4	RHBDF2	IFITM1	TSPAN14	HAVCR2	TNFRSF1A	ITGAX	C1QBP	TMIGD3	CANX
VSIR	-0.0823844170636179	-0.0669659226973718	0.0778602000279799	0.0285284393928037	-0.0235943788014405	0.128960806404194	0.028068953078329	-0.129642445406202	0.018786321750652	-0.0458639802197792	-0.090853694109017	-0.0637343445640611	-0.0117622204675689	0.407397939602632	-0.0917382681197568	-0.091976848389269	0.107595416937423	0.117950549680106	0.0380350845392684	0.183289784270897	-0.0653890038255933	0.0496286445511602	-0.0859380636418412	0.0280762659438732	0.50343013598299	0.0926036777980528	-0.171178403009619	0.0412436037209996	0.072574562728645	0.463868360207616	-0.0302919835903956	-0.0731502729112036	-0.0893945385684824	0.355934981200343	-0.0692687913337562	0.0783269914048313	-0.19800796718585	0.606370760964457	0.494326071876839	0.347577416227942	0.83777673200844	-0.112093716025777	-0.0317804191040053	-0.0541506933502256	0.544508401733396	-0.103299377424477	1	0.397284345714853	0.50466568355778	0.339502705631385	0.293166869533864	0.358884574801187	-0.0114730432630391	-0.14553185178394	0.104577037259208	0.36033208157021	-0.226854346128129	0.71549248101233	0.582342717305593	0.0431268399293064	0.525134311976951	0.0178234256918254	0.492908400654649	0.80314835856736	0.313485878120096	0.391965482474431	0.0941037452393012	0.727654966523664	0.5912943709772
JMJD6	0.422331771488706	0.504544340249587	0.474827389686179	0.512091389070871	0.424974349550417	0.532594776278374	0.536075993673188	0.436251362357954	0.560659646584908	0.0674785977265231	0.42339799391259	0.378121402346402	0.54437186899783	-0.268716500826404	0.392715965978603	0.429350288489776	0.499814053020261	0.357291773994406	0.545482420104456	0.502246053280099	0.460438923294393	0.515541932213937	0.482509710596023	0.530337941618474	0.232707908193466	0.455475233882308	0.328844134987889	0.524820651509343	0.528201539914496	0.530354473439924	0.463991576766247	0.395406889358344	0.518488444947909	0.665620798585694	0.196555658969577	0.484905129097259	0.167671830469797	0.191548105442967	-0.0571353151993623	0.59048261617627	0.237585272128539	0.474736163250432	0.492595168589812	0.443384969169698	-0.178686123844856	0.334180198129426	0.397284345714853	1	-0.127013401410801	0.532600540558736	0.635306112219597	-0.0484206144687622	0.477065961305479	0.304966680924459	0.510318917099848	0.404491201489382	0.351399442110428	0.369084626374523	0.558660009790678	0.544115461779181	-0.153205866103742	0.517823640022017	0.0471677509677588	0.276726340985897	0.529827861879794	-0.171639356782351	0.54512371226437	-0.0021318161491076	0.212857568721374
SORL1	-0.782661210227469	-0.833869624051908	-0.777653439800473	-0.62904882567948	-0.794334875411137	-0.516681717052999	-0.794812606739625	-0.814788519638841	-0.78114818586926	-0.302055471927208	-0.844014451746814	-0.603441931622033	-0.779987679446533	0.839195642898717	-0.837849835846991	-0.789994040131389	-0.636453773405274	-0.203312336337717	-0.789844639746783	-0.655500243273883	-0.653394125970766	-0.785987937051763	-0.819369090267867	-0.78205339620573	0.288722271549269	-0.658242085665292	-0.710674786970064	-0.764134729226026	-0.758961740014945	-0.0162198825677721	-0.622397220842074	-0.776865802980357	-0.812668161274931	-0.396358865301124	-0.787131198969718	-0.758766212311742	-0.741738906460555	0.672748976002487	0.401231699304506	-0.557541498701347	0.666985830618359	-0.692450955391703	-0.827617688776469	-0.832061752058171	0.962078212907658	-0.773193629140004	0.50466568355778	-0.127013401410801	1	-0.0802169786159447	-0.557927398923756	0.328395317134114	-0.746142517310569	-0.792978823306733	-0.666602483149852	-0.266348589278281	-0.728736730622521	0.584446426349258	-0.220014126629826	-0.613519855736335	0.981715520625728	-0.774638931309198	0.64678588294836	0.718847513003074	-0.508990339720461	0.954962635869056	-0.687707687671957	0.82333074875247	0.582326756136307
STX4	0.51835144308413	0.440219686805212	0.389414965772741	0.603909729877454	0.269113104228568	0.685349209812544	0.462381181554239	0.432058852759999	0.473975345857917	0.225929590781665	0.463156563433772	0.506655515794531	0.482671838698659	-0.0105074430656078	0.31866961746914	0.329740890479346	0.422648463830398	0.595932253643167	0.452335056679175	0.465644401634739	0.547414187581664	0.335003204180532	0.479204803768766	0.44729963227566	0.197396071718884	0.551273627617985	0.236156728134445	0.439715813276722	0.414439301657603	0.658446331644528	0.527488008843665	0.331573637608735	0.353672310506648	0.704120285131633	0.264833371440555	0.295316286662847	0.33074356345951	0.0302987553415375	0.496603190107323	0.510611189521733	0.383243238226513	0.54121014887488	0.33659470254931	0.416205219753628	-0.0323773914625488	0.535104546089498	0.339502705631385	0.532600540558736	-0.0802169786159447	1	0.586949206269484	0.262699213372123	0.471119738978567	0.437493826699973	0.580453120882441	0.373248278086142	0.50945074511187	0.48784051943839	0.564428018049262	0.543392567419765	-0.05106176406124	0.467686492775354	0.245010894711882	0.387626170785017	0.660076879142409	-0.14254271519616	0.467022549514582	0.139280738048083	0.357844469809224
CD63	0.84256715659054	0.894695321505364	0.851945583592669	0.870864278430294	0.767091770185341	0.868661331461193	0.920894836805188	0.828814244044367	0.914644337520936	0.334404196109372	0.852321414498533	0.796855304404262	0.918155477484516	-0.439370376936687	0.858262898317099	0.819878160942073	0.850696820418565	0.471945642306139	0.928896513275228	0.87070598685175	0.822566983639247	0.885919965384366	0.845522245945023	0.913333232619016	0.1463404727532	0.862541293323672	0.691461473888323	0.89254583330299	0.890265905499753	0.615769358954077	0.811489767990114	0.868265372393388	0.787205266545398	0.769496132442736	0.611145948485851	0.89029886570369	0.52965217867438	-0.134799873754277	0.000426518029860666	0.86965684508312	0.0825996579404285	0.812375148236746	0.834747068403423	0.876757333715736	-0.523431918323974	0.802841817314133	0.293166869533864	0.635306112219597	-0.557927398923756	0.586949206269484	1	-0.169436692228786	0.895456560858518	0.782694450233784	0.846260430330122	0.674615415353956	0.788427477095161	0.170911833288384	0.840229285904275	0.880592117410856	-0.521005121799297	0.900396850807495	-0.141682301562219	0.0961119640284636	0.848549845945191	-0.651225241585755	0.951428272478649	-0.22861359582627	0.0351438322296499
ADCY7	-0.106049441357808	-0.24080195023835	-0.0737698592724192	-0.10499545931316	-0.335035123192441	-0.08200974466576	-0.250595843506413	-0.143237540249898	-0.292675013520186	0.0774668315240933	-0.181899186422833	-0.105735150315805	-0.25996252446668	0.357786141117189	-0.252972962678822	-0.222113521224673	-0.0489794904308913	0.199981509944514	-0.270881391114399	-0.0777483430401161	-0.215454002155277	-0.285410241569225	-0.194395610415139	-0.215076255637226	0.296625672296531	0.0181669187121614	-0.204960165993231	-0.151498669144879	-0.198210887781904	0.249342156856697	-0.0743708664451196	-0.38533265650982	-0.303909764365649	0.1756519428881	0.0397526067284247	-0.259704086104892	0.196114733696314	0.214040630182119	0.70891206529418	0.0397173090998758	0.391311218781205	-0.218198298889059	-0.281404538730488	-0.254090986581278	0.394032464000755	-0.0424982482973011	0.358884574801187	-0.0484206144687622	0.328395317134114	0.262699213372123	-0.169436692228786	1	-0.136278218140365	-0.111743235965082	-0.108774189920989	0.125329491822438	-0.30070062933607	0.33769808119681	-0.044063100077948	-0.163278182934242	0.366567933859986	-0.210861039805754	0.441162782165402	0.258861760077549	0.00495590818900674	0.338714323771004	-0.22583776017253	0.370588829214003	0.428607630422783
TSPAN5	0.96041034639488	0.959177808776577	0.922028434710907	0.949128523900131	0.727667552224886	0.90494519154317	0.933931064209029	0.942461172665289	0.907005488725395	0.397309092982521	0.925427131304203	0.917000468594928	0.955287194886606	-0.56619161758351	0.884745498455063	0.814866017849704	0.932590177801413	0.610067212660444	0.929082759044361	0.885939304853165	0.9342414780639	0.861824151702102	0.945498317668434	0.949906910640998	0.0417082233444015	0.943525546482	0.748397906320978	0.95317680103686	0.918033962992159	0.607183660140638	0.902487350182834	0.880442402352301	0.792397172827848	0.732463814126496	0.676259414833975	0.879227805985673	0.724660254851308	-0.374945572027546	-0.048285451857177	0.792751193099801	-0.188442082895923	0.924047825457774	0.843753536697862	0.897365382929643	-0.685572358917971	0.93975514649383	-0.0114730432630391	0.477065961305479	-0.746142517310569	0.471119738978567	0.895456560858518	-0.136278218140365	1	0.937551113748258	0.907685187409002	0.617657943182352	0.884607912688034	-0.00764366079940878	0.584402310009713	0.944751787511455	-0.688614565262877	0.941508929093782	-0.136492146321445	-0.141747588631722	0.837852277172213	-0.793683689107537	0.958721463837628	-0.492343492281847	-0.0874394304022397
F2R	0.932950037889513	0.915770629798163	0.876428256102135	0.868413254311037	0.712278135920832	0.851274030379207	0.86382331311452	0.939005380059232	0.847126350884358	0.529068289564333	0.906902688594571	0.841716405684845	0.877431996955295	-0.606460751535893	0.876206024949607	0.801716130773497	0.829883417822171	0.629370090369542	0.858410823805672	0.868154851107957	0.879649902738458	0.791293778743876	0.91464512771613	0.864472482376298	0.105838725276549	0.929931003965149	0.769885160945418	0.870871955726196	0.831324201485358	0.53862431696337	0.80016093054973	0.872670743487015	0.752255225589485	0.636373854192608	0.765311332989993	0.808498902463325	0.830539207091202	-0.421888224565996	0.0319148512740165	0.728195213551088	-0.208121675238667	0.856320146880471	0.810261347539184	0.876223942471974	-0.693617713364392	0.945293799816824	-0.14553185178394	0.304966680924459	-0.792978823306733	0.437493826699973	0.782694450233784	-0.111743235965082	0.937551113748258	1	0.838590795286922	0.633311444997757	0.872456137090905	-0.0805727991019556	0.497978802920957	0.83714751899865	-0.727512773665908	0.858172555617935	-0.168379008873854	-0.237132770640876	0.798583695760426	-0.817944932110602	0.869703203065762	-0.528032607702654	-0.100482675470115
TNFRSF14	0.941327420577638	0.904574784443812	0.917514241481389	0.920850135127391	0.740099686337143	0.887185219072183	0.920115929438906	0.82554546875256	0.89103091328151	0.245011473574346	0.904861692413514	0.822902121966728	0.916671847305187	-0.484131077326836	0.755237379384113	0.690627030818416	0.842941200050751	0.619706353540026	0.901950934403936	0.822793412113557	0.908276806851367	0.810883274576355	0.941108015994441	0.927118058077817	-0.0868758720344144	0.876954754865737	0.508794172355183	0.927943130384458	0.929555386643679	0.577228761716715	0.823038239957025	0.744007925940745	0.798532436953228	0.844669384073674	0.646085342291825	0.793991909364962	0.634836404951114	-0.329988271346884	0.00916349515775119	0.796418977817628	-0.13839332436643	0.917080834255314	0.838881101359938	0.81977567435915	-0.608720337826462	0.902479760685225	0.104577037259208	0.510318917099848	-0.666602483149852	0.580453120882441	0.846260430330122	-0.108774189920989	0.907685187409002	0.838590795286922	1	0.462747464703328	0.783787580594411	0.0340611811193201	0.53543244625796	0.886091793849243	-0.617071855612699	0.952095440767839	-0.124536960016501	-0.0739392054372724	0.944496365023756	-0.710015185175445	0.8667782899609	-0.425342943206416	-0.0816364739608805
LAMP1	0.505046332999525	0.547934430125005	0.602506485937992	0.493113938284014	0.472986515571519	0.626961619082552	0.52166093141481	0.555010693621113	0.527325511644019	0.689779507389401	0.469818160556262	0.437597119292543	0.493729342274611	-0.255262298243201	0.600997074903829	0.569926760109196	0.514929786512896	0.559392250215282	0.537907979436122	0.710603858133565	0.47536607497712	0.519501594185327	0.524280715827449	0.495437407407879	0.525439852793305	0.676815396690402	0.543948593957267	0.508581485215362	0.498444830803957	0.579848395483463	0.369942024246222	0.649137685908172	0.414749329045345	0.540971377740419	0.536918446774984	0.601050808187439	0.511004749941368	0.244427231476944	0.177241903344249	0.601626132283303	0.362939537728509	0.399617229226321	0.52749303024425	0.558747895679056	-0.234731327643385	0.47192057056604	0.36033208157021	0.404491201489382	-0.266348589278281	0.373248278086142	0.674615415353956	0.125329491822438	0.617657943182352	0.633311444997757	0.462747464703328	1	0.414272081969425	0.414309002413542	0.730806577128551	0.486001014803683	-0.219448898298582	0.480878462513455	0.0925704220318258	0.17311636017652	0.587437822942772	-0.370076799156239	0.619680942384492	0.0241723741685759	0.453112765933122
CXCR6	0.892733223572798	0.87487160896268	0.712643626032151	0.90149374890171	0.626994852354492	0.866923240536019	0.830037766582455	0.885098391276465	0.838204384934211	0.355162405159271	0.855429176757538	0.911462878176582	0.89105738072688	-0.497663174736858	0.830596218997328	0.782806649739336	0.764876913078542	0.525169548754345	0.830856589429091	0.729542270106165	0.917152647706154	0.733405931450659	0.853042310705074	0.831213385530482	-0.0146459853942653	0.844711919543051	0.768268867792571	0.802519620062979	0.750574727383589	0.532208034605059	0.885435367744417	0.846851382339009	0.727899259161975	0.579645333392008	0.531797305603686	0.729493417426388	0.636453840570774	-0.509333154460166	-0.0342932454819216	0.607396804855705	-0.250904785680807	0.918047868138239	0.72360055138703	0.841424568900878	-0.654643487980552	0.889379259510903	-0.226854346128129	0.351399442110428	-0.728736730622521	0.50945074511187	0.788427477095161	-0.30070062933607	0.884607912688034	0.872456137090905	0.783787580594411	0.414272081969425	1	-0.0935331545331814	0.473523622411216	0.898202016134288	-0.677141201069055	0.830695160389641	-0.192810361807734	-0.160775995382176	0.698852531335184	-0.748151895892269	0.870416015610847	-0.48877778626112	-0.194599247879387
APLP2	-0.0729878071372221	-0.147428705502892	-0.104457866642994	0.0946292270280588	-0.302991931386295	0.285487713111815	-0.144190416010598	-0.110430695100755	-0.125730193545815	0.235870032410589	-0.231388237782459	0.0424369321302764	-0.112568125337995	0.51790291008029	-0.230845021509237	-0.20392905897751	0.000863676439044662	0.543510600355164	-0.135548213608268	0.0848119896731222	0.0697917519034541	-0.226531023442657	-0.101375996009726	-0.143032436507638	0.625587216216729	0.133103491149502	-0.156529184701422	-0.124624846395139	-0.153359404134616	0.693679199160066	-0.0164638774478531	-0.147990737972018	-0.247152388735741	0.328772794333624	-0.295657351011775	-0.186893573568633	-0.148935417658426	0.580514256270537	0.567477817625861	0.0462508471059367	0.837648036744361	-0.00716345485635259	-0.222942521814794	-0.200175900949596	0.612493259171246	-0.114622633820273	0.71549248101233	0.369084626374523	0.584446426349258	0.48784051943839	0.170911833288384	0.33769808119681	-0.00764366079940878	-0.0805727991019556	0.0340611811193201	0.414309002413542	-0.0935331545331814	1	0.373957439029811	0.0992855927245195	0.607606257897794	-0.129603289109976	0.744366445419746	0.844536589874926	0.233751825156538	0.499984016672022	0.0201595490634724	0.703811145425291	0.891282353927616
CD81	0.48038990805507	0.58209233148721	0.576990203204085	0.539053386489614	0.574583222435431	0.615618286430507	0.650863527332453	0.514817987860512	0.650063031368261	0.279616982934488	0.553450104749704	0.44822584433396	0.613312825267804	-0.243438864333736	0.627450607531151	0.579479503526714	0.58688748230563	0.261085950709786	0.674178026704526	0.724818949254322	0.464195571002725	0.679712792894623	0.499803856761902	0.613715704669334	0.415246351752784	0.596998927494992	0.517281366879949	0.59021577087893	0.602955338814954	0.525485293633233	0.482010745970741	0.688849868366715	0.500927428997172	0.576950018555378	0.455971579728905	0.707080764133567	0.267738131521899	0.167114195929999	0.188616556937901	0.742924644811542	0.465640365703026	0.421746327757014	0.568036837314362	0.657132336031548	-0.18543038281238	0.485534171722043	0.582342717305593	0.558660009790678	-0.220014126629826	0.564428018049262	0.840229285904275	-0.044063100077948	0.584402310009713	0.497978802920957	0.53543244625796	0.730806577128551	0.473523622411216	0.373957439029811	1	0.540063051141159	-0.194930445744195	0.571683953728488	-0.0251059972195199	0.356207630392146	0.655254530338272	-0.331767957225279	0.707882280974541	0.216829564149081	0.243380538475327
PTGER4	0.931104362487021	0.900212100910018	0.809438679970268	0.985920219333501	0.596800422480849	0.932291252705298	0.870414821985777	0.888217083346562	0.855177294366469	0.290072127263988	0.85373621621006	0.962610650308566	0.927654425127842	-0.403082949386814	0.781516277112925	0.740079382176419	0.896346385054792	0.637634329634874	0.866900162644592	0.798381350256045	0.963963426313743	0.763471862415423	0.889873062926831	0.899627475678287	0.0202274806851203	0.907943830020063	0.675265542822141	0.898097310149565	0.8522496552217	0.699021989171286	0.946608651898861	0.785108503306531	0.731241261172906	0.738598858405312	0.475906400366766	0.765966515152877	0.592991413390362	-0.384184790501964	0.00461475304850618	0.709797405031135	-0.120994893792158	0.963047057770836	0.742627527817869	0.794951333388199	-0.554282356841076	0.887485716466487	0.0431268399293064	0.544115461779181	-0.613519855736335	0.543392567419765	0.880592117410856	-0.163278182934242	0.944751787511455	0.83714751899865	0.886091793849243	0.486001014803683	0.898202016134288	0.0992855927245195	0.540063051141159	1	-0.56079788072887	0.902549926381334	-0.00314586758445959	0.0152796085345958	0.824357639439856	-0.654153078776925	0.936746654615013	-0.389054096654627	-0.0441924771971543
RHBDF2	-0.731103803956579	-0.802422835875546	-0.734717466233031	-0.573258933715834	-0.792850507798339	-0.447433209829093	-0.76369245889808	-0.779810193433778	-0.760857970779651	-0.292647798265877	-0.807340141998631	-0.52879037937564	-0.746315057064409	0.873822897213093	-0.80843381221595	-0.781387651345971	-0.575123768385388	-0.14371477688252	-0.761746679385509	-0.621925108801843	-0.591899777643243	-0.767349078056954	-0.786887237210196	-0.743794568853787	0.315284108223409	-0.598891023253547	-0.698914729561657	-0.722163969823472	-0.721134243318879	0.0542664117004581	-0.570894537800802	-0.731142632468011	-0.826391180052551	-0.372603157128986	-0.766014662994019	-0.720223578747501	-0.710324859276986	0.689643487163638	0.458165620753779	-0.537965819765615	0.697168188235264	-0.645528619385877	-0.819204035733867	-0.798649123960954	0.97230635192467	-0.707203164174229	0.525134311976951	-0.153205866103742	0.981715520625728	-0.05106176406124	-0.521005121799297	0.366567933859986	-0.688614565262877	-0.727512773665908	-0.617071855612699	-0.219448898298582	-0.677141201069055	0.607606257897794	-0.194930445744195	-0.56079788072887	1	-0.736258048202945	0.701758702052615	0.747919220088205	-0.447799220639414	0.940545281919976	-0.632758616342769	0.823366252168511	0.614063063688666
IFITM1	0.952894466932126	0.968467033407703	0.950285348230447	0.913042967272697	0.843234834999775	0.842806940305939	0.980718582923851	0.886025639363223	0.959685497865581	0.253920877137189	0.959826529444876	0.838745074246396	0.975275841376497	-0.59675717124761	0.879537879132734	0.827635393765538	0.877325359823317	0.466105270896398	0.971033757420322	0.83512010397256	0.894108132209448	0.91730973697565	0.960109386116848	0.987075615717862	-0.14414297047584	0.873484153126958	0.641588308652414	0.977246528940169	0.981920582764394	0.466402552197862	0.85726088096096	0.846105626898297	0.886148390946082	0.778285545413451	0.71272238520395	0.904449582433428	0.654721025193812	-0.375983987362427	-0.150699376026399	0.843467424087066	-0.258702157696636	0.915893667930809	0.923869933856527	0.907252353107486	-0.737286836521082	0.908611666081885	0.0178234256918254	0.517823640022017	-0.774638931309198	0.467686492775354	0.900396850807495	-0.210861039805754	0.941508929093782	0.858172555617935	0.952095440767839	0.480878462513455	0.830695160389641	-0.129603289109976	0.571683953728488	0.902549926381334	-0.736258048202945	1	-0.302073640159146	-0.208313159876853	0.871814560299719	-0.822121296499947	0.931100276911438	-0.54216573983348	-0.223222206341495
TSPAN14	-0.18969565687888	-0.325164007070675	-0.288434077356108	-0.00160206255039767	-0.617416781430123	0.0810691802496275	-0.35410860050085	-0.235640720605912	-0.37592739502482	-0.00419356579029501	-0.361811523472695	0.0483504049999435	-0.281785105793298	0.610139750341441	-0.442652409209419	-0.468046028823383	-0.0342973584033789	0.416394066912307	-0.35790653431188	-0.129465833833669	-0.0193227492568021	-0.450319928456478	-0.279556253958273	-0.30339609484844	0.417046563442854	-0.0242168338592493	-0.29311923329382	-0.242071783914398	-0.31275921655473	0.551343441926595	-0.0316741969061954	-0.364415790037039	-0.510244616344808	0.0241420293024367	-0.488597938504347	-0.390453167669955	-0.213652472410177	0.320912973845101	0.615341578587158	-0.215864339781749	0.625124354229918	-0.0964512281732337	-0.496942362470672	-0.428783883877914	0.725130966873499	-0.156864705312363	0.492908400654649	0.0471677509677588	0.64678588294836	0.245010894711882	-0.141682301562219	0.441162782165402	-0.136492146321445	-0.168379008873854	-0.124536960016501	0.0925704220318258	-0.192810361807734	0.744366445419746	-0.0251059972195199	-0.00314586758445959	0.701758702052615	-0.302073640159146	1	0.770058729120371	0.0152718614898378	0.578171025192153	-0.171462249366887	0.612845263195114	0.633907740314522
HAVCR2	-0.209224809453427	-0.270130936401242	-0.24945122363922	-0.000973439806593317	-0.396453801023998	0.1291708390264	-0.221041407017653	-0.26507724301582	-0.217755372807267	-0.116817411806811	-0.307022182142274	-0.0112863346493437	-0.186728768010271	0.647764620210774	-0.3278437437257	-0.332850882514688	-0.0457640789004928	0.232137923176191	-0.211879799062961	-0.0369097857155916	-0.0480559270951036	-0.27025498741118	-0.273165962796035	-0.206980592650642	0.535108932167151	-0.0298981804305855	-0.272367547214996	-0.195126618101336	-0.213397024522027	0.572852636406583	-0.0465943870204519	-0.227161189234553	-0.383502336700865	0.121456859394834	-0.452444500205806	-0.23170619626408	-0.389834469863647	0.55243224932364	0.616899178260261	0.00441181673904376	0.88772540973666	-0.120212098463868	-0.36106909394654	-0.292359711580857	0.767467647282698	-0.198049930803777	0.80314835856736	0.276726340985897	0.718847513003074	0.387626170785017	0.0961119640284636	0.258861760077549	-0.141747588631722	-0.237132770640876	-0.0739392054372724	0.17311636017652	-0.160775995382176	0.844536589874926	0.356207630392146	0.0152796085345958	0.747919220088205	-0.208313159876853	0.770058729120371	1	0.129221642785291	0.630646020799034	-0.0483121053118015	0.840262414548584	0.702328991889989
TNFRSF1A	0.874288997539504	0.82300486886451	0.863567139371066	0.869617170109693	0.674364574793526	0.896021859443854	0.842450304598826	0.749514845885991	0.81867813871711	0.304699378218036	0.818582871840135	0.754919299747204	0.82917117287304	-0.362801578860184	0.691581749033858	0.629327252068371	0.768958017737587	0.67907276801706	0.829482150985102	0.812189133554206	0.851713758941727	0.728863582399406	0.863559147025723	0.840047049317215	0.0965945042644448	0.876160861005672	0.439757285100821	0.84618586330873	0.855354211937626	0.684087251521754	0.722375834799069	0.708593702757306	0.703428796456598	0.86274736038878	0.611955766301074	0.734945041046942	0.586263887036932	-0.16007282968797	0.194204618409348	0.791066344137175	0.127549421962658	0.833948952602351	0.767826423865436	0.74334613367411	-0.427678894919733	0.834235566448063	0.313485878120096	0.529827861879794	-0.508990339720461	0.660076879142409	0.848549845945191	0.00495590818900674	0.837852277172213	0.798583695760426	0.944496365023756	0.587437822942772	0.698852531335184	0.233751825156538	0.655254530338272	0.824357639439856	-0.447799220639414	0.871814560299719	0.0152718614898378	0.129221642785291	1	-0.565739040503428	0.834088890491295	-0.18404065555635	0.115701172946823
ITGAX	-0.809885417742343	-0.88081350835914	-0.823194184229771	-0.664255462525344	-0.861119287833877	-0.56889410822807	-0.849351137117355	-0.840060260777177	-0.848615065524538	-0.398380001420816	-0.880964372821915	-0.630116440237055	-0.831369556763701	0.813459581895931	-0.895119143596153	-0.848478710123699	-0.663533548966841	-0.221322458271185	-0.849321950234389	-0.698466525754715	-0.686708930672902	-0.848314091554353	-0.860562713850418	-0.830192033482379	0.280380903236951	-0.699551818365814	-0.75122725338041	-0.807199763192983	-0.811329710171381	-0.049127881121385	-0.637548992175101	-0.835531991204983	-0.870612387270839	-0.458290478035769	-0.811144342617198	-0.821999801964061	-0.729355167666356	0.576636974448638	0.403350414727447	-0.629714416421462	0.604986038638646	-0.719415711819011	-0.890387380131236	-0.878157884328373	0.933091227862631	-0.779874602626582	0.391965482474431	-0.171639356782351	0.954962635869056	-0.14254271519616	-0.651225241585755	0.338714323771004	-0.793683689107537	-0.817944932110602	-0.710015185175445	-0.370076799156239	-0.748151895892269	0.499984016672022	-0.331767957225279	-0.654153078776925	0.940545281919976	-0.822121296499947	0.578171025192153	0.630646020799034	-0.565739040503428	1	-0.733568033314321	0.793729803816332	0.534262187743761
C1QBP	0.909168779432396	0.935429070906557	0.881246705769821	0.928144633049597	0.737681102973247	0.892873548299038	0.935573243381996	0.890941405154782	0.909128241033998	0.29595352323183	0.895830163037912	0.897619793713091	0.951039226318232	-0.527250934820395	0.892633392604675	0.822036146763181	0.912591255286515	0.50477580599725	0.938701760932798	0.866998333984482	0.902262877649934	0.883144405802715	0.891011805625816	0.945043513837915	0.0620805281172822	0.903258269060443	0.732203995450909	0.933332973981136	0.914019632449766	0.598317042772587	0.87860823292158	0.918854898655971	0.773965587323468	0.69425138598175	0.61034862819233	0.913226026247111	0.587485530708972	-0.310311157115785	-0.0753867484238577	0.798271657993423	-0.0891983904701108	0.889840417004839	0.832773588549159	0.894599748226372	-0.637005196001249	0.881860486672715	0.0941037452393012	0.54512371226437	-0.687707687671957	0.467022549514582	0.951428272478649	-0.22583776017253	0.958721463837628	0.869703203065762	0.8667782899609	0.619680942384492	0.870416015610847	0.0201595490634724	0.707882280974541	0.936746654615013	-0.632758616342769	0.931100276911438	-0.171462249366887	-0.0483121053118015	0.834088890491295	-0.733568033314321	1	-0.374980390748114	-0.0896932957098763
TMIGD3	-0.541999349292385	-0.579312162715991	-0.519224204705726	-0.386220922067443	-0.569086901831546	-0.247833113248989	-0.522289578950841	-0.557665131153454	-0.522105613748748	-0.191790976733121	-0.588850544581204	-0.397676250571386	-0.524773842439767	0.663577245389354	-0.551189608076957	-0.540887320955285	-0.386165474489438	-0.0659357537832956	-0.506122594958592	-0.292891472288191	-0.443880577408562	-0.515619866918521	-0.588570009357692	-0.531760399003844	0.54815542988059	-0.34071364580688	-0.450880290934931	-0.52197404962245	-0.525987577678038	0.235818306733649	-0.411684804116891	-0.464390041469702	-0.614765766395634	-0.165217983320221	-0.519869002810322	-0.470481421886431	-0.518354532875524	0.56255888060184	0.615432794518206	-0.252668225124094	0.887546599309169	-0.505761337666636	-0.596696934291578	-0.531719998116365	0.858314059778605	-0.507473871334313	0.727654966523664	-0.0021318161491076	0.82333074875247	0.139280738048083	-0.22861359582627	0.370588829214003	-0.492343492281847	-0.528032607702654	-0.425342943206416	0.0241723741685759	-0.48877778626112	0.703811145425291	0.216829564149081	-0.389054096654627	0.823366252168511	-0.54216573983348	0.612845263195114	0.840262414548584	-0.18404065555635	0.793729803816332	-0.374980390748114	1	0.616928111130202
CANX	-0.157500110210809	-0.244514870033995	-0.148059539197408	-0.0335190420872516	-0.350576688019748	0.184227122986192	-0.243130639657234	-0.189906290369958	-0.235374309868749	0.296195719960955	-0.297555393905896	-0.061276624288649	-0.229740369042628	0.573254314301546	-0.28819876962641	-0.26028388461665	-0.0863672055775196	0.519809076760217	-0.243376042432227	0.00029768261181996	-0.0560340689766618	-0.310876553127685	-0.199441766083883	-0.238742027523713	0.623934139414752	0.0397031643866321	-0.232977338073101	-0.210022425080065	-0.236975991261437	0.594662107491033	-0.117459101271259	-0.223663904553406	-0.343983624846624	0.22330087371802	-0.261755995779846	-0.244369951478026	-0.119842030989932	0.689104730142713	0.568578326837896	-0.0120669387530132	0.78865465829129	-0.13054034236557	-0.296515900021864	-0.265734137165691	0.597616314768201	-0.169827173927596	0.5912943709772	0.212857568721374	0.582326756136307	0.357844469809224	0.0351438322296499	0.428607630422783	-0.0874394304022397	-0.100482675470115	-0.0816364739608805	0.453112765933122	-0.194599247879387	0.891282353927616	0.243380538475327	-0.0441924771971543	0.614063063688666	-0.223222206341495	0.633907740314522	0.702328991889989	0.115701172946823	0.534262187743761	-0.0896932957098763	0.616928111130202	1
