""	PTPRZ1	EGFR	NRCAM	SDC3	GPC1	PTPRA	FGFR1	PTPRS	NOTCH1	DDR1	SLC16A1	NLGN3	NCL	LIFR	F3	ITGA7	ADCYAP1R1	SDC4	RAMP1	LRP6	PLXNB2	PTPRD	TNFRSF12A	APLP1	NLGN1	NRXN2	NOTCH2	TNFRSF21	NCSTN	AQP1	LRP1	NOTCH3	RPSA	LRP4	MCAM	CD63	BCAM	LINGO1	CD47	HMMR	PDE1C	LRP10	TNFRSF19	ITGA2	ITGA6	PTPRF	SMO	VLDLR	TSPAN5	TYRO3	PDGFRA	APLP2	ITGA3	FZD3	CNTN1	THY1	EPHB1	ROBO1	NLGN2	NRP2	LAMP1	DCBLD2	NCAM2	EPHB4	CHL1	DAG1	ROBO2	ROBO3	CDH2	PLXNA4	CD99L2	RAMP2	CAV1	PILRB	EPHA4	NRXN1	EPHB2	CD44	TRAF2	SORT1	MCFD2	ACKR3	FGFRL1	FAS	LGR4	PTK7	GP1BB	CD46	NEO1	NOTCH4	RXRA	FZD5	NT5E	ITGAV	LRRTM2	PLXNA3	RTN4RL2	RGMB	RACK1	PLXNA1	BMPR2	CD81	NPTXR	CNR1	PVR	EDNRB	LRRN3	LRP8	AMFR	DPP4	ITGB1	TMEM67	ATP5F1B	F2R	IL17RC	NRP1	SMAP1	ACVR1B	BMPR1A	ANTXR1	CALCRL	DIP2A	S1PR3	GPR37L1	ACTR2	CADM1	NECTIN2	IGF1R	SIRPA	LRP5	TSPAN17	ABCA1	ERAP1	STX4	TRADD	CANX	SORL1	SCARB1	CD82	JMJD6	CD9	TFRC	TNFRSF1A	ITGB8	IGF2R	TSPAN14	CD74	LPP	C1QBP
PILRB	0.538157904401548	0.687834590815527	0.557865413709675	0.474337962817559	0.528376547581285	0.604676543625316	0.544748048187056	0.697114590153769	0.724741703183219	0.437640474320144	0.591182685053071	0.498710126503671	0.625368238807597	0.399262038524818	0.302869038538856	0.696352169015064	0.288210438175073	0.335544976314444	0.432964609997345	0.685602609924487	0.692881124511211	0.468150093689698	0.534852296664336	0.526361732224424	0.719549277380123	0.493536324705849	0.681903883724365	0.467240040863342	0.59702998424651	0.164407464461033	0.616030573196812	0.446972871998961	0.468368362947692	0.579914849327165	0.590898440511161	0.503526920846267	0.511609294645815	0.41172440541973	0.653827091920789	0.730640866473863	0.58667622293727	0.474997443556466	0.671479364795289	0.636431082693207	0.466097111981289	0.417589727103052	0.526906553973015	0.493703073300973	0.623063504950504	0.496433367750536	0.451224993345024	0.665525004429569	0.597845740475758	0.695620186577842	0.362189678367568	0.482483815126126	0.436989586984962	0.705572130973758	0.574180936912081	0.564168402905642	0.568037256101703	0.638683870198066	0.494228222827538	0.587790307594065	0.5212119924139	0.610107930306794	0.643645186081595	0.476858496767284	0.638455675562213	0.426926106314874	0.620759468393085	0.380712069342355	0.0839644081999569	1	0.67419985760551	0.547835242462098	0.583337010618637	0.275563773406025	0.697754460649394	0.658820903057116	0.634556246384321	0.531321867249738	0.331053397086018	0.560981182302229	0.665149592619273	0.634697811167276	0.620781367503593	0.652672406171273	0.66806624037585	0.566907372352848	0.642557905295046	0.618699962441283	0.560643821570116	0.559907680870979	0.609265446261145	0.515452399831852	0.456678119626013	0.655523122667643	0.40307818227793	0.638450030369495	0.659404264418794	0.424228235492039	0.533101934867421	0.636185809270271	0.602880667967259	0.379376855698896	0.58004554335644	0.603604123908139	0.600555877479269	0.644902173107981	0.678565224139617	0.709347632197522	0.496308120573761	0.511706956940645	0.522390002754768	0.327627124914586	0.586576091098972	0.57597264155038	0.631359555735783	0.576053246113583	0.639838558459907	0.767264915164372	0.412055464032307	0.349004360169171	0.70885328929306	0.586453137040604	0.455218916971304	0.496762036912397	0.444306018924637	0.600363729438637	0.552579080136663	0.437080716584455	0.603446956838563	0.563076593553856	0.383516724919025	0.638398214445102	0.576129836052464	0.464493017787104	0.428380343705377	0.595408912156898	0.272516910987141	0.577506406479168	0.405615137545877	0.66512970454053	0.73120050452379	0.67052587659734	0.541747984486019	0.708152477735217	0.487806742363259
EPHA4	0.745068615836224	0.875420578116824	0.637575323370996	0.654016145892457	0.680351871129275	0.81595224396636	0.668916472038649	0.826911012043337	0.91483789825594	0.558811859112793	0.768998981369974	0.818637189581704	0.892149456474894	0.432971183116862	0.348453584005141	0.892417076892725	0.332523390598528	0.352916941842844	0.660443764382318	0.837613778030836	0.772091903267584	0.57888404536313	0.44344890455756	0.653532682940527	0.888905799617435	0.678266614259966	0.787554727605067	0.645768541567395	0.804077223946065	0.140486633420963	0.828042533655899	0.593715611331933	0.739965106301669	0.828481159801573	0.821073331203188	0.746375377977166	0.713075429190741	0.777468807285466	0.79140558170925	0.69106896378895	0.682264542131376	0.608078449726611	0.888520591620852	0.801188519780647	0.578426791251766	0.404282547880895	0.746044501273625	0.487347370599691	0.864682978336411	0.741690204110292	0.72374852932081	0.851559669222245	0.572191728904589	0.850380113056232	0.682403689311372	0.810519361092248	0.654843165369542	0.902148888371791	0.750302777180676	0.630836913338984	0.756410859161918	0.702864971645312	0.603750735184765	0.82838733063016	0.673881612942833	0.871475917750821	0.811589556689452	0.604937236117244	0.842968156304251	0.402763764619545	0.815868794657952	0.722068252061235	0.0458523561777821	0.67419985760551	1	0.745010596502542	0.791446550102785	0.239261156221894	0.771746506489695	0.82594817679349	0.823817254580938	0.75275787110205	0.539521896833249	0.590836579203895	0.895807054766265	0.83577666164672	0.726440566817513	0.736676282062347	0.909485044263324	0.583037166554287	0.787295110718446	0.778807849026225	0.7875048397126	0.661555191437451	0.78228698021034	0.623114536225392	0.755266881591324	0.703019220221356	0.648618506014183	0.77743674540459	0.79114679960011	0.660176162462218	0.715667117937423	0.786464138640659	0.867054234029336	0.482130614715646	0.76713322628967	0.838524699392204	0.753115982563785	0.867499742792599	0.854405723849124	0.700930625749751	0.748946053591227	0.684262473505991	0.693665315177662	0.216554625326243	0.828490245703097	0.703986958547394	0.78149588912413	0.789060331043154	0.779896228567074	0.841665566821958	0.47856239028253	0.621895207787413	0.894118118111081	0.774318691285606	0.611487241461984	0.517388887267059	0.534692578352675	0.853601393458729	0.74916752486103	0.378118856233179	0.75334502625234	0.7147229188741	0.543360206159933	0.819030977404957	0.61744162974079	0.553496427943936	0.7233852130789	0.509008449857969	0.483694246678096	0.8180117024767	0.540185820566331	0.902237284288271	0.779573441807899	0.826551772069861	0.56229086110615	0.749818761295041	0.762094115662694
NRXN1	0.894824952926924	0.731897834703098	0.662926540385574	0.783417854548597	0.470499668068029	0.852872255403299	0.390200785216084	0.717079565612729	0.805568098092211	0.661431775826644	0.559107614575725	0.849340308104968	0.700825183333611	0.696709928902887	0.575683428241402	0.624541101288325	0.599089372447264	0.049048138540415	0.64564147589558	0.885632257533028	0.568593054366061	0.505450259557892	0.151801948202222	0.502439548534939	0.867217011442137	0.808315440986017	0.761235208336828	0.733137291549719	0.659796897957992	0.332730655469668	0.817252330810302	0.571699903675605	0.496046189694557	0.84077635200626	0.730949207537392	0.440019614089058	0.630841492242137	0.594404067823947	0.633746234117081	0.43995552966198	0.619642151682979	0.567482774255832	0.751550895360629	0.833820980176989	0.757846647624043	0.43900585642879	0.635570111329827	0.476192763332294	0.63785905081956	0.789309969828099	0.731087682920021	0.695022437470627	0.381075949856098	0.827761665143769	0.57692575694934	0.612923216230653	0.873827353605478	0.837671123615726	0.677360866859639	0.536128466873305	0.667896113913111	0.538445133819521	0.806386135327129	0.630138074688972	0.758611480697295	0.790876223597329	0.908993526394809	0.53304549437233	0.670147090232064	0.470119114032293	0.773387544275171	0.595258361612994	-0.120394529957489	0.547835242462098	0.745010596502542	1	0.594267803164683	0.229580633450296	0.49771119797938	0.782462461624988	0.661740578346579	0.732672165421573	0.341334197747102	0.296543615079142	0.724603352299135	0.708253424928429	0.637259447726486	0.671133550471131	0.840342263386753	0.587105381728583	0.652360278690243	0.685124781619565	0.664250250903052	0.748977364724697	0.878515805703946	0.425093823898416	0.522116661718748	0.657499586431397	0.348160154267442	0.581560262498105	0.812503325983845	0.601812836441041	0.810139006522479	0.762926952791618	0.663361923274837	0.758115644350809	0.855358688929784	0.642159936579404	0.641857002470491	0.628440316469547	0.596082023383072	0.736770978211604	0.473074529768448	0.751768212131797	0.631835831171389	0.0393054427500872	0.749356393307815	0.623394256143236	0.834801047635447	0.824429380291313	0.786441310263338	0.79229639034599	0.257657983058119	0.760712591715406	0.719221154026621	0.766188034957721	0.507424363017024	0.477318465807874	0.690093834132672	0.751704381108905	0.618642295456068	0.41925558143164	0.714433940878639	0.580637376586553	0.395720771358126	0.705885668654334	0.632484981551984	0.399394872870429	0.471164460753172	0.252666454977866	0.269412265156164	0.711470655482003	0.440968787213608	0.865539973991215	0.677190957217484	0.680107097616899	0.41065805024732	0.668525695452548	0.492085137471539
EPHB2	0.640032621305679	0.832950331916533	0.648933997183487	0.715012454385305	0.822506289896147	0.803465236412509	0.626888954366275	0.769781624307735	0.838014820475841	0.6539930859879	0.763634821659622	0.746128374594413	0.827432659481489	0.502279806114158	0.43951157475524	0.849546079197345	0.46689795851052	0.458147536354841	0.776346414239355	0.712654179598472	0.831553404591575	0.499445251134283	0.530083157756886	0.784783371730159	0.766251259788169	0.627235491669599	0.770971800728542	0.719297796841306	0.861227375089169	0.357290985241721	0.753647560129288	0.6380023115547	0.826003832660328	0.629650982485755	0.731634153515898	0.845013841622743	0.697054818173213	0.653734299668	0.815421832607373	0.661015597917484	0.625448046530434	0.670641377758142	0.840512915186212	0.714245359633813	0.626291241757468	0.522307232781765	0.803397577572603	0.589050448254935	0.861149991774038	0.726652484494875	0.467432819051926	0.870287495642723	0.673738217867657	0.782537043464354	0.469097469387921	0.827667506992835	0.603227700306142	0.801601799662879	0.707467872196106	0.742254003342325	0.852729717285317	0.738266370879709	0.524178881478223	0.772341493873417	0.623382375341259	0.862656235525349	0.765732233850402	0.678202405688151	0.827888051873943	0.540362390101441	0.818901081843759	0.703036554092965	0.174031026086118	0.583337010618637	0.791446550102785	0.594267803164683	1	0.349152689062188	0.758571384227353	0.829238763681745	0.869996603088098	0.713633563693409	0.596667555247467	0.559106455151705	0.818181979025217	0.816101043279132	0.77313409239104	0.608376836494316	0.781760251908625	0.642597786326348	0.830146826187147	0.692562391474194	0.7930458176243	0.690767986397674	0.69597767835314	0.65867740339729	0.74021814178345	0.613164686469906	0.739756450465674	0.802465112360785	0.736593742963226	0.782296963049862	0.707456501601057	0.753198059605691	0.793246594801906	0.573430533585596	0.76111815942242	0.783712140292975	0.817883316545977	0.80937398560086	0.82875534064881	0.657468836222719	0.818560991851816	0.772063298228585	0.731032813439938	0.276325694624416	0.833253624843909	0.737300709174388	0.745318473052155	0.731448675893844	0.745347487482888	0.711202711407546	0.553475604245337	0.668907163563179	0.876620605965827	0.801578445591371	0.716595535991178	0.429094448875137	0.638592449585366	0.751185102209123	0.790141930885008	0.480907855987047	0.732219553820872	0.751403873081746	0.667686716079969	0.838853336232151	0.726676509039419	0.639635620097001	0.629971159000293	0.520215410994542	0.604020328650785	0.767845188247981	0.696721245047647	0.748194228810361	0.76136351812521	0.770843173452852	0.645073392965372	0.697082653771645	0.827581260450229
CD44	0.434958542562285	0.309101946365535	0.721074727296058	0.611114671353763	0.628030816576811	0.509912234614393	0.278443743632209	0.223033074229469	0.339374430131469	0.7600930518793	0.36772103415985	0.257833479160228	0.148109765394867	0.700548238594787	0.810815161085831	0.119841582903222	0.681407442235398	0.459721216503356	0.525218864765891	0.322142648247853	0.605585831970272	0.209658560350363	0.160803829276166	0.644621289304792	0.349354140380445	0.505496120109824	0.609651832065355	0.673827312213415	0.529094333815401	0.680014869162713	0.513033171306125	0.693316911966699	0.20028488458668	0.141143549518185	0.220016768039386	0.246830885585222	0.673142940458171	-0.101602745111529	0.577125729150429	0.00178240299088023	0.452625798719861	0.805415593101727	0.3024710815569	0.436221475431356	0.598955189076378	0.827286024298891	0.514961331377854	0.777075343990484	0.127490247625382	0.515097251413065	0.221637867902615	0.499755408862675	0.600136335270475	0.437721668268985	-0.203361427857258	0.153028426417057	0.421020944358606	0.304348062712805	0.542525299420348	0.697134810418524	0.630169034627434	0.689301068561239	0.528336867232306	0.273036759739514	0.6932944577013	0.415746200505189	0.409949512488101	0.552953005011312	0.426341182575965	0.843531281744264	0.491350520797609	0.0795713053502489	0.587170808694725	0.275563773406025	0.239261156221894	0.229580633450296	0.349152689062188	1	0.0770714366521744	0.577723679244683	0.497480280700236	0.438790361503945	0.518243690018424	0.244137802590355	0.259027182530606	0.481989176741975	0.501311497900143	0.380917328592115	0.344418299531118	0.442615935886521	0.536167572833554	0.486572123855264	0.294513152364378	0.707889110218634	0.436720988871102	0.558123117406539	0.0214387709474077	0.424157990858063	0.126696243849267	0.52152894969151	0.548594404399989	0.588950792517142	0.527742646018404	0.515455564782129	0.322474425632482	0.601874595378177	0.421657191535956	0.0987914935955983	0.599928941929973	0.290965374826634	0.398668503453777	0.528407240886019	0.135334078248469	0.599700408280625	0.675356824837651	0.487057549207754	0.41340171815776	0.701040290933312	0.485015785517986	0.477162916613136	0.492585035835748	0.281517300628094	0.376489724208342	0.431171850551689	0.355228901022043	0.530673704264994	0.646269804201488	0.60246769959884	0.741357419976868	0.228636773267312	0.414158150877024	0.819903150416354	0.556816338669769	0.498019543891416	0.597515807818503	0.546015008467431	0.70375935224385	0.390752376091022	-0.235877674457586	0.165231424013875	0.432610918881438	0.295022229573456	0.766058074563636	0.278103348306603	0.549858416130715	0.343069674488494	0.509087162592695	0.529419972916025	0.128921041241244
TRAF2	0.468233918740097	0.779703253220281	0.410851834525135	0.442813569201071	0.63641848079804	0.629872017221944	0.606650513370116	0.775822019295666	0.747441743332233	0.330479932078803	0.716891559679588	0.632803786891642	0.844966353840204	0.176147407199862	0.123862284465723	0.860726464909525	0.115841487708106	0.396169154714566	0.59442303446087	0.610736859188815	0.686173408563169	0.433752820214938	0.688350531505033	0.594618819479565	0.707169873958289	0.405534219885935	0.573195786359603	0.449674900732924	0.72494121220329	-0.0150681335119608	0.603880139564055	0.433156447479417	0.823906900573372	0.591581930906113	0.628058416844718	0.828255720709769	0.550912578604952	0.707024524861576	0.743800560280165	0.822577068506928	0.506307919378397	0.427974726584128	0.740735926598502	0.580844894049367	0.332647996380385	0.247822966620555	0.642222573409389	0.361278842550383	0.872805547051604	0.498028488792007	0.434786269843489	0.740762872116844	0.533452120807045	0.677574296408272	0.557316035424043	0.789586014516625	0.380056847181252	0.744321297564407	0.550244917624283	0.496260754408733	0.662805931042334	0.585024557619455	0.353236062357874	0.743762421644431	0.414440958718637	0.709276854811643	0.591882917806441	0.526590205236808	0.728558313289106	0.205481619958625	0.655997279250632	0.723551709147453	0.0562225425646275	0.697754460649394	0.771746506489695	0.49771119797938	0.758571384227353	0.0770714366521744	1	0.643435517170891	0.761366332123974	0.575973525500097	0.452326832989243	0.643695747207753	0.765276883295276	0.710987476215493	0.611216811909284	0.554062841247401	0.693188382937429	0.564804559719936	0.67988341973412	0.60811666543114	0.690314311664804	0.427357203565891	0.541985841856325	0.517393309285471	0.768936541779065	0.558252879862905	0.79277081481914	0.659511805324309	0.55284947025413	0.603898119291277	0.470040910140392	0.59912580062442	0.715026158452519	0.261739856379332	0.575308067331807	0.750755481032646	0.635822832543698	0.809878301048798	0.790598857411025	0.548811549947077	0.838399198930038	0.504530427936504	0.528346174652004	0.195728288528916	0.745502670311807	0.512617636155866	0.573501195626791	0.562967008519058	0.597153744054037	0.663923603051091	0.443158788251412	0.424028937673039	0.822594998161607	0.623716727106151	0.538070327110261	0.278588008621102	0.333943918419541	0.675613958201992	0.670919098447042	0.17810193491539	0.554938242615035	0.692809973477953	0.531941809939913	0.687203914114098	0.435265376961867	0.520218758375074	0.754867419317373	0.689395924107646	0.530086341407945	0.690349627772678	0.48520686404928	0.673889023816516	0.606893788443946	0.719873681778918	0.545330799157307	0.572956183820666	0.838410695387954
SORT1	0.859869244650956	0.829759009384575	0.855971206892293	0.90885147056486	0.824211372343962	0.948213031740819	0.58494260902353	0.800318216735658	0.907726627693742	0.866866333142341	0.744813369324331	0.835600965180058	0.767522403579239	0.788159169785814	0.737771590397014	0.755061595978226	0.713499699969801	0.398962099992009	0.85363600432553	0.854348760195775	0.874911366182896	0.533907372575399	0.38061840229986	0.831035436989756	0.893683567496382	0.825987533935612	0.936568226044218	0.900068737772403	0.908743143820983	0.511287927557033	0.911050585124856	0.810046534616823	0.683249145304916	0.737381357213792	0.775152107844863	0.693743964554934	0.858508913076718	0.555938878230679	0.880362047407475	0.570298807574152	0.742316142223161	0.858737555733203	0.85982083668927	0.885837565455234	0.848266798400604	0.718316683781574	0.847805854081092	0.753803153746881	0.75570882331691	0.876181253114255	0.632432125180329	0.910654814257705	0.708301433631797	0.91112052636025	0.399723831270483	0.72390672266247	0.799466356970635	0.886280271089902	0.829608164313557	0.822244115551157	0.926116355269729	0.816560286648891	0.767189748854492	0.769250668631933	0.893759267122014	0.942021288390075	0.913666636184733	0.758729219063162	0.859727830956131	0.735274163812644	0.917909603881013	0.615296816256504	0.192526481121969	0.658820903057116	0.82594817679349	0.782462461624988	0.829238763681745	0.577723679244683	0.643435517170891	1	0.892310278371575	0.844306056614733	0.623551567768612	0.499654735484223	0.83487390058255	0.88017757913623	0.853114829788983	0.735458018895825	0.88596400047844	0.744119316432748	0.89083163875078	0.848552034446486	0.777203245193253	0.90249421270699	0.895582794270325	0.682309143254987	0.595060846537745	0.739254057393817	0.544104135099727	0.821588431719538	0.933147732277063	0.843298617288128	0.892152094554543	0.887799426954422	0.790567661214723	0.810724538803921	0.913088633661892	0.689613684799337	0.907980998175723	0.796691383848902	0.809002382794196	0.847488450328883	0.661109987833152	0.918998763632751	0.868622830712559	0.305682579420107	0.884535543179352	0.873989936987319	0.915556973943942	0.880061576059299	0.895456575184783	0.821722809053962	0.51327924278137	0.804570112242288	0.878083815091599	0.914177089863191	0.806690573751246	0.62914653759521	0.862971173075063	0.785764631975985	0.804925435956957	0.681128434842754	0.861333130554122	0.787249623318407	0.686257451845938	0.904126437298459	0.870670455446996	0.622206343163114	0.444113304435113	0.426228403099359	0.551148926125708	0.775430432466497	0.794481223034482	0.858717262955156	0.875140428239979	0.8212637429775	0.655398850085066	0.814425370284729	0.660386273723709
MCFD2	0.771542111086967	0.91661532567377	0.816174357112182	0.795935835306321	0.910960714666351	0.907944427310297	0.723724727524629	0.829488642310155	0.86063177969505	0.741958970667734	0.851302058029483	0.793203243869486	0.868873412422772	0.596597661755996	0.591575964584731	0.838769561927532	0.526929203684589	0.582518110511587	0.848764382861164	0.787393440307303	0.901413882742192	0.618278473192113	0.625788316943714	0.862108027642897	0.86009546694623	0.71380394136392	0.855417459159998	0.820450712651635	0.929858245699981	0.364694705890811	0.871029931283121	0.807564097355182	0.837709742216939	0.68869943441438	0.724344295469671	0.866967066645541	0.847718691933581	0.659237351107988	0.92614390092436	0.611016259731345	0.755437694368042	0.826864015085138	0.868794157348259	0.834367161100515	0.720576931072943	0.665798417890914	0.871596891370068	0.748832539455526	0.845201014537608	0.794552111921448	0.558390165314831	0.959939574294974	0.805888242592912	0.896596252720168	0.388626543921116	0.855509021469447	0.668420859727198	0.853176653591329	0.797185557696339	0.858117977089777	0.93631681647494	0.878996826438198	0.651359278665516	0.817863987763374	0.801144516597171	0.90263927087381	0.818421375950896	0.788174468435298	0.934979748695859	0.656856811741064	0.877175438389792	0.719919930764713	0.351356839267142	0.634556246384321	0.823817254580938	0.661740578346579	0.869996603088098	0.497480280700236	0.761366332123974	0.892310278371575	1	0.75789712915971	0.764926729285241	0.622038634929521	0.839381733820427	0.889706071492905	0.806083990039197	0.772847821716853	0.815860553918721	0.705667147052261	0.903993596743515	0.824502435012849	0.864346660903056	0.802592675291713	0.813899571177141	0.804742330209066	0.732481822994618	0.740115982886003	0.779078293784613	0.884805831511296	0.838556152001868	0.874311692156448	0.768649105239537	0.885961752905118	0.861655335591234	0.641843216335909	0.829272145446089	0.722000189806672	0.912113198397956	0.876212630552477	0.905215992580464	0.796065359208017	0.825223198629139	0.853722934290457	0.858322870261224	0.411473159343997	0.927591623377138	0.847342180141495	0.808465341964261	0.788724250030749	0.837204186804783	0.786231073509536	0.644993149706273	0.727815084808437	0.947388568371803	0.892355377808446	0.83916867561529	0.603874881009752	0.734823573321182	0.777689772577722	0.879899842364654	0.623871099459006	0.835756223181815	0.908304167955456	0.821572557895542	0.948670366377287	0.800439023910243	0.759979416116076	0.520293755636021	0.641861857839857	0.747899470851615	0.870779430304327	0.822660173842239	0.835146367860573	0.829140498396224	0.795773820643331	0.718765292897941	0.833826107675329	0.82726771048732
ACKR3	0.753811103783324	0.742307349819775	0.676254445797585	0.825872622511065	0.653940961821445	0.83304604339066	0.430314438944899	0.74580094737686	0.798571370476292	0.764764994416345	0.586699519465829	0.82667610744943	0.689629919583213	0.675246842415081	0.612591363790034	0.647682099523909	0.646055724908691	0.209948066974866	0.809810398922616	0.751821294691897	0.710783306262846	0.386151738193462	0.278305122796803	0.695818287937211	0.791568613940876	0.764037262055524	0.807601927426307	0.786769834033127	0.79526332975542	0.460108127565699	0.806058021256196	0.649546246193925	0.658940887971278	0.695207443796469	0.715384945276674	0.60862217175783	0.754217225179161	0.597362801055139	0.721470914813489	0.511233296740679	0.597165315363905	0.724693623657998	0.733220691142156	0.76764941278426	0.734839577995255	0.543691809377012	0.781737692916772	0.572348827946057	0.678327789989954	0.841724869414313	0.644937713791388	0.758704463249179	0.529504600137628	0.778926308860095	0.487032117582334	0.726146141147484	0.785659825165435	0.770423957376146	0.763210567471026	0.638178892297036	0.806940847976932	0.640680558135669	0.685265700205483	0.70631331680085	0.754256001688263	0.851203301599209	0.811234475037852	0.692518404510175	0.716696699864168	0.57660804062293	0.809655805390762	0.642472953755516	0.0420707444947983	0.531321867249738	0.75275787110205	0.732672165421573	0.713633563693409	0.438790361503945	0.575973525500097	0.844306056614733	0.75789712915971	1	0.519970202185187	0.34588198987854	0.711423839616956	0.766328498215611	0.71322088134649	0.579258655711713	0.791969791487016	0.627461860523479	0.76453342677221	0.741914991920016	0.6885226699612	0.767239860808084	0.765900160860244	0.51270950676793	0.575671102809333	0.625294188518489	0.522945663813962	0.654304640058819	0.786123549043693	0.788363281713985	0.803917533649017	0.728061668622577	0.691888689047176	0.728768586665912	0.833096813754086	0.597437293358898	0.763321300858104	0.665944836654126	0.646141395286767	0.678065331275867	0.628147571319792	0.809800891604772	0.770015654363003	0.109100946797573	0.816439141186141	0.701365287115995	0.803503567810251	0.809763748281205	0.741955218660107	0.674402538609607	0.34138222120013	0.811518391046232	0.7599147865258	0.861881041057935	0.705153341542384	0.448028399498143	0.732837000488889	0.709504923867384	0.730322481413247	0.490741160595764	0.690581462816548	0.708971243735105	0.613822460309002	0.758388838506832	0.704734704863392	0.483766866809862	0.48155610753663	0.309987924409013	0.48031098930646	0.656205105196531	0.667346870237487	0.768475979520586	0.683457933730744	0.663298316604355	0.539602822288473	0.635417031489915	0.623787158871998
FGFRL1	0.583026401420973	0.691786016848157	0.74198091300847	0.606547531703282	0.829502311732027	0.667005639270723	0.688846763708461	0.552646880082467	0.567894085248628	0.626017388164839	0.731401368833472	0.511438338213711	0.563201525202966	0.442769317746443	0.533497251550615	0.54972152070884	0.396016060815103	0.707121393372115	0.658545037073887	0.499593870699847	0.773033406558626	0.634733202265801	0.548927259037953	0.737520966731542	0.574639081260816	0.52229751411464	0.646512338567846	0.637600058844315	0.73018894340767	0.276767282535666	0.696875511231328	0.779066061669949	0.58254252546826	0.442863992302256	0.428769808139652	0.641287022757393	0.705269732194957	0.393008628975131	0.722313556108781	0.231198376619836	0.656662844411181	0.745565535308076	0.598697180779674	0.640760095828989	0.586668465650842	0.682028635581663	0.697533310702987	0.717304988280589	0.515085454734654	0.585705570576595	0.331667275532981	0.767977156134967	0.799975113550382	0.65994873771319	0.0152068001792134	0.597409485883052	0.407125214741191	0.508196258096124	0.657884842948704	0.798525792947722	0.73571583662604	0.774779815262667	0.483456245144121	0.583562169732143	0.6501582129021	0.6456467412634	0.513646295703642	0.700169969353721	0.78307087567978	0.604764017906358	0.614365608345449	0.493805262636373	0.620415342438694	0.331053397086018	0.539521896833249	0.341334197747102	0.596667555247467	0.518243690018424	0.452326832989243	0.623551567768612	0.764926729285241	0.519970202185187	1	0.464007097975497	0.525678923288842	0.669563084312661	0.67479858950225	0.700906292783012	0.481683216888649	0.537306352710608	0.700943545969347	0.649052689596948	0.700070527582047	0.629344771369202	0.58934457015048	0.834517263628898	0.449212865425179	0.58734304789281	0.623279080383592	0.742166958655109	0.613016809615785	0.718241948285554	0.547397008043895	0.716160094992949	0.675113704553708	0.440170571822879	0.578343528618262	0.391289753213149	0.745395784612192	0.594016676318051	0.679663342900312	0.611832726592828	0.564546683817586	0.669735973524883	0.741990270074969	0.583671726873227	0.681678332235328	0.729416490414244	0.523869627598859	0.513747130909176	0.601221244956955	0.524064876733853	0.683489464089153	0.552066468647695	0.678142579848716	0.682050594799002	0.746665354731585	0.63049729719228	0.588482557630385	0.523429680453137	0.692276397593336	0.651387151082695	0.666579191242852	0.750609105082948	0.816430141263156	0.776138339495446	0.667914951343136	0.791584951442585	0.138101435215536	0.560145464877933	0.828341361578727	0.716704306056673	0.783900919548456	0.57396784223029	0.650587804965169	0.519351229445429	0.636438388137431	0.713032621354059	0.549579775054745
FAS	0.336287968012728	0.599532922352255	0.442055420158482	0.262224802338848	0.54803790718439	0.472447270912456	0.777835655523471	0.517469997101197	0.532047239325971	0.275528782352751	0.745523425158286	0.33012069408327	0.652787835464686	0.128920395370786	0.121081329574053	0.71100621879295	0.0526400812559011	0.578666392173569	0.354296341786149	0.480769864379267	0.638263471520309	0.507494313470588	0.611332856013411	0.511094469298969	0.529819838520883	0.324313940106768	0.495376463089692	0.308624794782394	0.590528881649934	-0.00493440822116391	0.493453655004894	0.442433565203615	0.622100208917325	0.439141908434596	0.419599905577123	0.652157846996212	0.463654668754591	0.428316173744396	0.642820046566553	0.572067665206194	0.463834685678729	0.399918896590479	0.611728974369122	0.449152903628693	0.269377189059554	0.397299166747047	0.438203029078532	0.416073426032793	0.668218320945195	0.274987789783748	0.228753909699122	0.642087278735315	0.549883466368304	0.555187313575624	0.286657345100628	0.507253589860912	0.192359845289336	0.580195039901153	0.361151460932843	0.529903230371494	0.521427488773422	0.596494586665329	0.260339036822619	0.531198941987279	0.371317256217069	0.474870102273516	0.420039472170056	0.351681023194654	0.624193793085219	0.261693993589179	0.470146733856112	0.429287589957226	0.423548884610016	0.560981182302229	0.590836579203895	0.296543615079142	0.559106455151705	0.244137802590355	0.643695747207753	0.499654735484223	0.622038634929521	0.34588198987854	0.464007097975497	1	0.640574391599606	0.596801678576919	0.484008612085681	0.593993755680809	0.551766713349757	0.320409849695891	0.600147155755467	0.461284844866354	0.522051300395266	0.375177892026665	0.399588809560515	0.574146106534895	0.551748119524908	0.560286280635926	0.649363911885488	0.642045891702622	0.474478038056318	0.405793092587526	0.311581100990015	0.59912157228426	0.558646138819269	0.144793877260681	0.376607510654712	0.608369594520814	0.569194517211002	0.679632404676871	0.719581097622761	0.485793842086829	0.615414996079307	0.3718810434408	0.454516734735997	0.421415819333945	0.569589007368278	0.491659864017903	0.460925385773093	0.394115473958106	0.471615659142021	0.568843124468128	0.619480935486649	0.153049790362641	0.659995074605924	0.440795456249769	0.428608699116766	0.447184011523305	0.28275020604445	0.493644851017306	0.455215672906529	0.387515532172173	0.494506572946031	0.549176392660977	0.415890206103003	0.639489649462893	0.424340277518463	0.571955815378838	0.473317602711313	0.691337788911437	0.508756713079401	0.638104384212148	0.392414906693052	0.497627591509811	0.584666414811884	0.553174674262739	0.476417129291554	0.614924410281597	0.605993278761162
