""	PTPRZ1	EGFR	NRCAM	SDC3	GPC1	PTPRA	FGFR1	PTPRS	NOTCH1	DDR1	SLC16A1	NLGN3	NCL	LIFR	F3	ITGA7	ADCYAP1R1	SDC4	RAMP1	LRP6	PLXNB2	PTPRD	TNFRSF12A	APLP1	NLGN1	NRXN2	NOTCH2	TNFRSF21	NCSTN	AQP1	LRP1	NOTCH3	RPSA	LRP4	MCAM	CD63	BCAM	LINGO1	CD47	HMMR	PDE1C	LRP10	TNFRSF19	ITGA2	ITGA6	PTPRF	SMO	VLDLR	TSPAN5	TYRO3	PDGFRA	APLP2	ITGA3	FZD3	CNTN1	THY1	EPHB1	ROBO1	NLGN2	NRP2	LAMP1	DCBLD2	NCAM2	EPHB4	CHL1	DAG1	ROBO2	ROBO3	CDH2	PLXNA4	CD99L2	RAMP2	CAV1	PILRB	EPHA4	NRXN1	EPHB2	CD44	TRAF2	SORT1	MCFD2	ACKR3	FGFRL1	FAS	LGR4	PTK7	GP1BB	CD46	NEO1	NOTCH4	RXRA	FZD5	NT5E	ITGAV	LRRTM2	PLXNA3	RTN4RL2	RGMB	RACK1	PLXNA1	BMPR2	CD81	NPTXR	CNR1	PVR	EDNRB	LRRN3	LRP8	AMFR	DPP4	ITGB1	TMEM67	ATP5F1B	F2R	IL17RC	NRP1	SMAP1	ACVR1B	BMPR1A	ANTXR1	CALCRL	DIP2A	S1PR3	GPR37L1	ACTR2	CADM1	NECTIN2	IGF1R	SIRPA	LRP5	TSPAN17	ABCA1	ERAP1	STX4	TRADD	CANX	SORL1	SCARB1	CD82	JMJD6	CD9	TFRC	TNFRSF1A	ITGB8	IGF2R	TSPAN14	CD74	LPP	C1QBP
LINGO1	0.531982922468113	0.725036951108788	0.322071900315875	0.442428844850437	0.451349152655448	0.606483511652117	0.518562627887003	0.745211043891937	0.724214649563758	0.283384612751115	0.581414702947002	0.721248333779461	0.823597107794352	0.14435471685651	0.050959019017486	0.780130827963386	0.068464158625107	0.178345786063597	0.51803280396924	0.619788392884161	0.484891698098156	0.436230321122577	0.371082458117141	0.395124887376521	0.683525833753323	0.437373491807602	0.50821611535792	0.40149380906131	0.621161962362378	-0.06508020978874	0.611518234798582	0.335652126527006	0.763529907815434	0.719959172173982	0.678908379200697	0.727650405783955	0.47569559362261	1	0.540596841533343	0.60126318106775	0.456803973719011	0.331705125383244	0.724376337338971	0.581648879088585	0.301632746941592	0.0786056386133858	0.581679680046243	0.160991414797467	0.798056844809893	0.579864145819392	0.628772985522864	0.633686474846847	0.309592019728393	0.616981070315552	0.747111581821438	0.848085247205176	0.493213985970437	0.734002217775175	0.547967127738871	0.339333538010031	0.553146644099437	0.405263043553853	0.360658223605359	0.752242313777046	0.415817100182637	0.697852549544827	0.59228295205893	0.438436791135899	0.649809552693238	0.0657001366945185	0.596668957588881	0.780701118543716	-0.140343575495706	0.41172440541973	0.777468807285466	0.594404067823947	0.653734299668	-0.101602745111529	0.707024524861576	0.555938878230679	0.659237351107988	0.597362801055139	0.393008628975131	0.428316173744396	0.742236595578137	0.631649557177829	0.491663204319202	0.507895983757708	0.69912607661459	0.36343705766778	0.578625189409386	0.555385068955875	0.661479941625524	0.356550893085898	0.569883905638605	0.409811434448165	0.819302516052607	0.486308853729294	0.731597147428839	0.523958326559928	0.510480580163901	0.52797841806357	0.483119874332415	0.54936358004384	0.711343275640426	0.245385570127872	0.556749395361134	0.713230733665369	0.524115252537815	0.757206306099216	0.645422978188095	0.415215790560944	0.7913863709875	0.470170466498568	0.455781389685476	-0.0380805815766783	0.679515434369516	0.407124016417156	0.569419171280045	0.605775515754473	0.501296311703423	0.62562357730103	0.295163897313039	0.518433816971811	0.740139582114895	0.593260407196219	0.425287080334653	0.193459152191055	0.256855328018683	0.713902527478266	0.686778211181979	0.0328905342534201	0.499098896309988	0.591121185488132	0.413154205674643	0.589723974044095	0.304244557618745	0.402768726485326	0.834444376765607	0.415885502713175	0.463827929636527	0.692552533896437	0.310041999001106	0.736807411931998	0.444504288548424	0.63156808789729	0.35897127767699	0.444357916442743	0.791297183744734
CD47	0.757253952824657	0.849446242774055	0.844841507810228	0.765462858404105	0.895448887679217	0.880451143952057	0.713617850011006	0.75834574633901	0.82887819537036	0.724720140713121	0.862529614688027	0.719227133794172	0.813418273737812	0.598789988739516	0.623437409685125	0.786266689640669	0.501636343259372	0.623241883258299	0.806784074513547	0.756667195910325	0.903474128399568	0.630107556961776	0.619888593421326	0.832464272334652	0.834710988291335	0.694614339096138	0.850194417030887	0.791729651071122	0.906584145666207	0.310913346428472	0.853706553914998	0.82801974059287	0.764176362562669	0.643174916785865	0.650565071233215	0.805250531644294	0.855853929036595	0.540596841533343	1	0.598531863075775	0.770246357296249	0.817743630894604	0.834666012847121	0.794519446968418	0.68735773870316	0.713844548329206	0.798212581396965	0.771051840874099	0.799590612361941	0.736121720259587	0.545904894680625	0.935113986432136	0.795054239180558	0.882556067964959	0.340836736957921	0.744442509547786	0.61671512216867	0.822181546787779	0.779219768126975	0.838872800655257	0.915636038586313	0.890479335007279	0.680636966759981	0.753824335772581	0.819831362103035	0.857309943142242	0.78188741815776	0.746485588905623	0.920623713372456	0.672542284381879	0.851302804389552	0.668176544103128	0.395486483291774	0.653827091920789	0.79140558170925	0.633746234117081	0.815421832607373	0.577125729150429	0.743800560280165	0.880362047407475	0.92614390092436	0.721470914813489	0.722313556108781	0.642820046566553	0.797865825008266	0.874164703772683	0.8157827992575	0.783444956998467	0.788280498369414	0.694430727271405	0.884228717781107	0.834607628593734	0.797592710001433	0.799320115697229	0.784862555655411	0.790963691524359	0.625053776871777	0.732990788804974	0.701903248336044	0.872817223487359	0.823641513667959	0.834822972056761	0.75735003540012	0.866552520020975	0.800519324253313	0.612428877923386	0.793527417454556	0.689362156711609	0.889207331033671	0.838806149441732	0.894523143366807	0.802236324313953	0.736761342703351	0.802633471268783	0.835901264866498	0.47056536941678	0.896119608325842	0.845776009138379	0.794843789596107	0.749703075046976	0.807074494604087	0.766982139204333	0.62837708809618	0.644543387644271	0.903138141565092	0.840369643171414	0.790328685217967	0.658561514192746	0.740528114179048	0.732669702125509	0.816075067362583	0.651735958676151	0.828960212841565	0.889697033709214	0.785198470213223	0.928471451733042	0.782537581931906	0.705708991864365	0.460586035594901	0.639637639223198	0.728751378787601	0.814704999022037	0.843139622432616	0.786650801745725	0.851263002984875	0.796682567120578	0.709957388125382	0.846415325696151	0.740079432047465
HMMR	0.348908272985301	0.640988206038958	0.292547567171933	0.352236918356449	0.474864136886715	0.50712838031846	0.515103118033169	0.694447355318863	0.668387799140838	0.242308217969477	0.579569242453804	0.524212314001344	0.729259981841272	0.122433465181761	0.0303058480102956	0.764542540020699	0.0731341327569545	0.268544543340303	0.456084013678598	0.536028839960766	0.56295477286739	0.326342172259442	0.545959846112549	0.472704852946934	0.632014704561059	0.320350237819983	0.531061754947924	0.328823855052231	0.603276703990499	-0.0066053392609489	0.46752690592455	0.278654228068456	0.681856741403951	0.512282996437216	0.594375593135334	0.683508072900567	0.416383902368082	0.60126318106775	0.598531863075775	1	0.389259962345766	0.300652764531581	0.670206569306441	0.472258689650083	0.254178755082503	0.14427499087381	0.47849703780442	0.241314312754491	0.788606473950776	0.38684740475341	0.388071957298367	0.612580698834835	0.418804707870481	0.565279634244942	0.550932754375097	0.652423511101143	0.301772325838249	0.686613056835305	0.416317256557323	0.362392599427451	0.515389302836813	0.450126152409483	0.271145159378141	0.66422145151833	0.301036223676332	0.604782163970128	0.528319105072556	0.383234906428496	0.585057291262397	0.119120776316889	0.578607316096912	0.554134189811488	-0.0442265779607781	0.730640866473863	0.69106896378895	0.43995552966198	0.661015597917484	0.00178240299088023	0.822577068506928	0.570298807574152	0.611016259731345	0.511233296740679	0.231198376619836	0.572067665206194	0.674953771093883	0.578726840182018	0.479565507951951	0.440703723961284	0.624150990782057	0.447658431143693	0.590356653024233	0.469385241355644	0.566600914336197	0.325871073193605	0.445745060353275	0.374230765419317	0.643128445183452	0.48690281939878	0.629266814736909	0.528474213513794	0.49644741084008	0.442142727299992	0.392511244986663	0.458861951350616	0.557274680247212	0.204726565349258	0.500058029587373	0.668732133214364	0.536756392901572	0.696410727175664	0.657435221871559	0.449478943594817	0.721364013128641	0.391960632194687	0.385117517513307	0.0917533614974456	0.600199756827377	0.40746167461366	0.523887050164685	0.470989653206203	0.476323757044845	0.620145597638215	0.326231407936683	0.291818190103338	0.7249018522981	0.513728750733182	0.404365104071349	0.191070005090499	0.245023327427335	0.583987256231385	0.571787104426932	0.111207313334123	0.422243383094774	0.551066523431009	0.32407416894801	0.553383406853315	0.361137522041618	0.368497762387681	0.714957094428386	0.589734211412018	0.339946524672643	0.535187831479223	0.32636503180065	0.581288380163843	0.510956972466396	0.638710233376579	0.444865723540994	0.446614803847667	0.696579668013163
PDE1C	0.780847402562419	0.758231666273421	0.817001598652045	0.667821406011577	0.709568644020715	0.789525341524798	0.653434764657039	0.621900031118953	0.710724946477657	0.647376311649307	0.740435032402308	0.629354037365058	0.678472940387248	0.546004902750426	0.571274858378852	0.658892133925027	0.417502429649403	0.514897130977332	0.581784897573916	0.753268145289325	0.745665432205911	0.693891481716776	0.428774062674084	0.587186640903155	0.792891617833859	0.674624971789707	0.756875795246391	0.672864280529652	0.700294554920111	0.266019326566424	0.797895201613702	0.731727001104451	0.475550831850276	0.670448080139703	0.582792214681194	0.540790711794189	0.647749865740675	0.456803973719011	0.770246357296249	0.389259962345766	1	0.647766904545536	0.75236356283646	0.764115214970267	0.641378201853765	0.629956905214092	0.647624705463259	0.659104685826149	0.616451704165201	0.683456135777109	0.620157842911685	0.79171092995111	0.673227613570674	0.841293937833434	0.284917357933745	0.569276859929143	0.572365499386928	0.72564997048596	0.670682150109865	0.758933644188935	0.705847261937411	0.799367619308765	0.678946021853678	0.660190072117422	0.788686909638077	0.721753074990277	0.731509807968498	0.620692859343298	0.846928244597708	0.615196769448871	0.701709538147219	0.503421039985445	0.284672116399836	0.58667622293727	0.682264542131376	0.619642151682979	0.625448046530434	0.452625798719861	0.506307919378397	0.742316142223161	0.755437694368042	0.597165315363905	0.656662844411181	0.463834685678729	0.704586425847214	0.75042304963932	0.715740435049401	0.806342975724299	0.678888641636546	0.554694859731918	0.715721851441154	0.808980250112847	0.657284988986578	0.712300234520699	0.804295501334665	0.754508550659062	0.477525750364646	0.697213017725107	0.43703278152435	0.782320908560284	0.795707763247622	0.589411677727935	0.696549809579475	0.81464485235722	0.728808792342279	0.519299929432037	0.714289789729667	0.628785682150196	0.732056310153993	0.689907510643008	0.717266646726817	0.728429170842912	0.478176700599567	0.708830693047677	0.667235704410152	0.457300483015275	0.703169772813365	0.751021200178459	0.762254636948848	0.688732124200299	0.750708157197056	0.759282068415774	0.586228661373586	0.544062909210334	0.762282168582563	0.709839655608277	0.545930183405552	0.753217861536691	0.627369451417076	0.71937113306152	0.67627774043973	0.625101109266413	0.807489992005621	0.680755562155832	0.605332839562019	0.809507835393942	0.687022775729511	0.632190307040613	0.30263647722925	0.485143942373341	0.544093341496148	0.779277095746863	0.634414589938678	0.778566263515262	0.758694829317918	0.655935893265756	0.511308731076997	0.842760874770649	0.496940700951805
LRP10	0.741553775604965	0.691520556444398	0.874436151771419	0.85979317306428	0.867699420369265	0.830584911433123	0.486871215930766	0.624731959121984	0.70168449125618	0.893999503894576	0.623908502995899	0.662401508907959	0.535988863087443	0.79835577473404	0.84162377674441	0.509713110612911	0.752133163189452	0.501654617953617	0.841929711993426	0.648216065530162	0.842172403888692	0.440364778592315	0.363641075009808	0.889565344220651	0.699903257147188	0.740978574593635	0.851423111595972	0.893664129837555	0.845301958868057	0.592833782386965	0.819040365684459	0.863397550938004	0.562927623822134	0.502140774059307	0.570678727274199	0.60100716835698	0.893748426049635	0.331705125383244	0.817743630894604	0.300652764531581	0.647766904545536	1	0.642808373011418	0.768569183696768	0.81913064862698	0.828756563654104	0.817248386392741	0.864954675892982	0.509434784164874	0.800852650512789	0.453009772351129	0.81715678802836	0.789003012117163	0.75404967378833	0.0751087760010509	0.585655618628325	0.681715630677166	0.646838497758523	0.819517947400671	0.859810645152366	0.903544213838033	0.835579850593604	0.709849052775057	0.610786416538941	0.879769414593364	0.77728623782307	0.724509847603449	0.78001020059178	0.749103628679352	0.839334349767817	0.803286381350693	0.476767255490102	0.467292555686742	0.474997443556466	0.608078449726611	0.567482774255832	0.670641377758142	0.805415593101727	0.427974726584128	0.858737555733203	0.826864015085138	0.724693623657998	0.745565535308076	0.399918896590479	0.619065834433887	0.773819569359783	0.763728030103406	0.649637621075458	0.663586357266523	0.686463932261883	0.808477642743647	0.741379563250353	0.68007810620822	0.896141299962524	0.747469521556618	0.731419509974142	0.40524974025526	0.633379670164428	0.470354906267904	0.77443536126822	0.80742646141018	0.876881272299565	0.778103346670204	0.802721723154141	0.659191792090003	0.78137659417317	0.766101849808858	0.396754703197119	0.851870887469179	0.62610670179291	0.701885161341119	0.774872924776634	0.528072002726807	0.862261732981663	0.91404236575711	0.444414069947803	0.771525026119281	0.877859809867405	0.733911739369128	0.731594481088293	0.772705526390821	0.594548151088621	0.49674103266213	0.761413427248609	0.714609565568281	0.839413366642749	0.905189822229838	0.64536850044865	0.889137414713957	0.581582237692919	0.757779257965652	0.800861059122692	0.785399924776492	0.791049465019521	0.812135069617231	0.828673968280113	0.871460574489777	0.649344043548465	0.118602169888422	0.374440807711816	0.657249265719929	0.645170782865901	0.913746825318932	0.650293057896914	0.775673514003526	0.624817118080226	0.716812141825012	0.742676394021783	0.51255216946656
TNFRSF19	0.780301877390306	0.883287816256386	0.723277276833117	0.719369783925924	0.744397716120182	0.864891872905171	0.747136887547278	0.815665662270871	0.896020276335686	0.634260270341899	0.841621831508934	0.805813041721587	0.894858086937365	0.524787675333118	0.461940648279483	0.887031464842242	0.420067758638143	0.460942749227563	0.702755765836385	0.854383197944924	0.795813161717831	0.661188570776301	0.49460235559598	0.667150731418118	0.88967402976037	0.677302922350245	0.806293861786289	0.713026591645687	0.834490623086746	0.236822095791837	0.847765226686381	0.684055446147615	0.76028037010418	0.796975972263664	0.777836709526887	0.770403264894657	0.725031280689671	0.724376337338971	0.834666012847121	0.670206569306441	0.75236356283646	0.642808373011418	1	0.815079019874437	0.662009208032851	0.536914402911026	0.756097596374365	0.572565096482447	0.878440241534591	0.752097465570695	0.623383277371386	0.884897389365012	0.637968951987876	0.89984244087188	0.556054997685414	0.812191724495114	0.664476533246284	0.906932256357897	0.712401107271977	0.712503667896876	0.7986005411065	0.763622352621655	0.613861672466845	0.825485999911829	0.733635752111922	0.876702376928142	0.850440841731806	0.661709569012431	0.889520408497596	0.508138368965169	0.837907867696221	0.698474842912373	0.157549596997951	0.671479364795289	0.888520591620852	0.751550895360629	0.840512915186212	0.3024710815569	0.740735926598502	0.85982083668927	0.868794157348259	0.733220691142156	0.598697180779674	0.611728974369122	0.885400898622238	0.843750026550929	0.763154209654011	0.769218085306263	0.870742050842415	0.621682220969045	0.837529737598388	0.786640894509215	0.813672340480619	0.703572963816635	0.828985489284524	0.695887460333369	0.734581692618717	0.737990363327118	0.683854496126934	0.811611163476532	0.836387588986312	0.708651317713033	0.760125611859731	0.849147281141199	0.837537391396445	0.569906450661078	0.828487679593939	0.827011380334901	0.826008152057474	0.867931750097856	0.85086666495594	0.750419428973273	0.759649735670747	0.767037425342636	0.716778111255476	0.300419435285274	0.866776689421565	0.763796246091324	0.848186542443258	0.795922967490942	0.817248131395222	0.868457245405303	0.605687472319619	0.647478794046879	0.919695164588963	0.80487808033463	0.640861043756722	0.57480399010949	0.631543131463499	0.85291588994613	0.792781415203894	0.493801622901858	0.81055207027551	0.762519778311539	0.586982101049338	0.877517488629838	0.693059530159351	0.652273177735506	0.643662444270292	0.553037673861375	0.577896011508054	0.874087386736865	0.620834451199238	0.887083695931304	0.805280664559326	0.827244317073955	0.569851025476649	0.805776892665625	0.771202296526163
ITGA2	0.909554375770154	0.861659195945784	0.846648146330883	0.838898955115341	0.725918525581951	0.917239319399521	0.592467899832624	0.803791817727882	0.888260394742823	0.777131032431105	0.719980998704036	0.820914988640911	0.743791570576332	0.731271896025082	0.654016709594167	0.725285271048802	0.621236630815297	0.354283713037191	0.731596810285963	0.893613132704718	0.813375501175837	0.615708268162771	0.346716590102949	0.709018623088799	0.911775267442255	0.821462722432903	0.895665657558249	0.809829273765958	0.815517547537097	0.358186258537254	0.919063144757476	0.756536048281743	0.584406287470131	0.821417265378879	0.766398865856455	0.591848683409486	0.785841112329713	0.581648879088585	0.794519446968418	0.472258689650083	0.764115214970267	0.768569183696768	0.815079019874437	1	0.827105832684971	0.638247140611783	0.77547686553039	0.698371472408073	0.677603820862258	0.837332516922514	0.684211175883852	0.87824924218083	0.688505526025464	0.912946141848664	0.391214219059694	0.683698010648699	0.823062018801986	0.869686714986133	0.807812957539777	0.789852374184581	0.829235354991851	0.774211616235915	0.808608723317105	0.727618183446664	0.866567306051794	0.88455915223009	0.906747366234291	0.675142567926731	0.856874119538034	0.661284785623234	0.874084848625463	0.582443569273238	0.160456077164813	0.636431082693207	0.801188519780647	0.833820980176989	0.714245359633813	0.436221475431356	0.580844894049367	0.885837565455234	0.834367161100515	0.76764941278426	0.640760095828989	0.449152903628693	0.801904200161274	0.828709736635089	0.807164849616648	0.821884736142125	0.840494097526728	0.69821528511389	0.813896910042079	0.839528274707052	0.816820488208945	0.868369253693143	0.929301935902148	0.689583707284133	0.546998956753484	0.738422290431462	0.485596753271677	0.796652382591445	0.913655642122377	0.71764410382343	0.83192607600195	0.895789466119866	0.784517537924436	0.752153278510731	0.894370001718099	0.63888651688016	0.817930987153974	0.742027228491283	0.77994309022926	0.854591199863334	0.569421137054625	0.857673723455641	0.82138435796532	0.33432022146401	0.82211108036983	0.82262024432636	0.862927215407938	0.867172816583073	0.885092929816872	0.844147542091416	0.497659068213803	0.774094542774823	0.846697037673304	0.871021363058631	0.706236961215584	0.664146216123037	0.775302482590117	0.798305780947915	0.771458623208354	0.634844453359779	0.833855838166099	0.734873041172159	0.651104047687457	0.878093820231125	0.812493720066029	0.662573390307535	0.385245842499012	0.43915094278769	0.503976070581436	0.822140885410182	0.654089886586439	0.9162067165448	0.848682885323583	0.77216753804171	0.639031236535491	0.842002151486134	0.572544941776079
ITGA6	0.870543518477302	0.669198877592195	0.867548873540976	0.931936802554484	0.684989813201238	0.873169017843413	0.446599515592484	0.621207020172101	0.727446846575592	0.924100938099395	0.594519274648447	0.726165426265891	0.524471296487807	0.928481748929095	0.878817221654292	0.486550836074034	0.886286090368827	0.300232412405232	0.763710395114863	0.776142688767394	0.729171451292539	0.522465179241503	0.211066054432393	0.713564080507441	0.753491864793902	0.844371969447995	0.859730492338698	0.903695642741499	0.750611099614283	0.697243729143649	0.833930932660573	0.795116194253815	0.424903601893523	0.625855000508878	0.623757679468945	0.410504069969217	0.752010058067007	0.301632746941592	0.68735773870316	0.254178755082503	0.641378201853765	0.81913064862698	0.662009208032851	0.827105832684971	1	0.805781916919373	0.734585733380429	0.789381141858911	0.478458080325438	0.817012905364169	0.483352010363236	0.758962551871139	0.646079268555369	0.807480302789587	0.15205607389013	0.488765390704998	0.843947278632618	0.706760551667798	0.735548169796583	0.812073830452286	0.798180696175347	0.701683927214535	0.807903270325949	0.53712441320613	0.864784501715332	0.795367421239963	0.86194258921301	0.688396596269794	0.694502199293028	0.828100833412113	0.803992952655768	0.411185779279496	0.273755832030776	0.466097111981289	0.578426791251766	0.757846647624043	0.626291241757468	0.598955189076378	0.332647996380385	0.848266798400604	0.720576931072943	0.734839577995255	0.586668465650842	0.269377189059554	0.592442200280894	0.710098637171214	0.721149316947717	0.672060978121849	0.704504617516024	0.703811060707845	0.734708419808105	0.713970232423854	0.682682577131074	0.923136265863958	0.852432376959341	0.60968861513258	0.325969336966676	0.682129033632424	0.296548040411983	0.673423866897844	0.884968246462207	0.741545356804927	0.861259273160059	0.829156352870367	0.617078391775128	0.937902049447208	0.867622137437595	0.425068908209799	0.793207387359781	0.509262052478135	0.572590716686579	0.812670099756314	0.384620433574883	0.918899907576911	0.788107803737584	0.331806930123767	0.737177827513402	0.79325063260251	0.815345002920078	0.802378359253193	0.839471455629771	0.678884049521179	0.453471500071373	0.813500108122792	0.680505547752932	0.851028440836159	0.732782186034298	0.646730092440015	0.923365257721266	0.601966682693838	0.627507828489437	0.797855260166249	0.775031895642555	0.637826052436586	0.590772875977241	0.79977600650087	0.896849306699852	0.594989526906047	0.0997871821469468	0.263427167294687	0.467456586951745	0.663302194692209	0.714337470824605	0.731412523038458	0.773642882682762	0.624438542522293	0.564209834212379	0.751779543568275	0.375062279488842
PTPRF	0.651089824480475	0.542571416068534	0.888634308225852	0.761435730697268	0.740961399859624	0.713526753527489	0.579154000174204	0.415789729240339	0.534384268868375	0.854132429422125	0.659259563440724	0.423768794046333	0.36896272989256	0.806118608369644	0.863661589301117	0.348535762414935	0.768515741570676	0.61950112950126	0.621502094467057	0.547959146330665	0.757998010449898	0.552781616419166	0.332664312321949	0.704133935435454	0.55398049787991	0.65839582724231	0.766071278681905	0.779354347227505	0.672172192005325	0.670656680235175	0.697963179012782	0.851494742150542	0.341192110582072	0.379348845274878	0.348610143285777	0.371102002817534	0.71694083538639	0.0786056386133858	0.713844548329206	0.14427499087381	0.629956905214092	0.828756563654104	0.536914402911026	0.638247140611783	0.805781916919373	1	0.623902980684167	0.890116545517403	0.338080990567981	0.624049566212537	0.291953891861152	0.701876396482564	0.737429481332262	0.68198570354578	-0.108508221944224	0.301304403929165	0.577857353945114	0.51434010821754	0.644124173390502	0.858486003565871	0.732642948640319	0.802076162310398	0.653446276364162	0.407873678700568	0.800571904378679	0.606891991093888	0.624369371604054	0.66194678881111	0.653229166602771	0.895971182552583	0.660727905897544	0.200700435199082	0.662677138406878	0.417589727103052	0.404282547880895	0.43900585642879	0.522307232781765	0.827286024298891	0.247822966620555	0.718316683781574	0.665798417890914	0.543691809377012	0.682028635581663	0.397299166747047	0.415532191770271	0.631367451947063	0.676930359056061	0.639744777662621	0.504732235050143	0.559928877166166	0.713917839044244	0.640982953292945	0.55660778339964	0.828171478638166	0.646924304103681	0.745563789950011	0.153558861812813	0.62315321821361	0.291963703518977	0.690017900789801	0.750367722423718	0.668536597761556	0.672181126387943	0.745004995011537	0.50172191022251	0.742434302103718	0.639088085371888	0.27206123552966	0.76843282392047	0.420608087553094	0.540065261553895	0.719551363092457	0.275061936791987	0.775114082070702	0.736415968262926	0.596080680422777	0.614415653682008	0.790422809120591	0.658130860553546	0.603384503626174	0.683109537375792	0.544331986070351	0.63550193046167	0.54106259226819	0.573185820356834	0.708802563333955	0.680268072906271	0.76554948073725	0.844212100056934	0.411348661988926	0.536022858652653	0.946724223649606	0.722335087127325	0.631391682557229	0.653565434202893	0.769176907799169	0.850301327488969	0.657416155880621	-0.116496178371851	0.382234258777281	0.626470493542874	0.55911006057701	0.801874287702156	0.510132788272928	0.737160907855873	0.514317070046347	0.56880436246948	0.751039310201346	0.255723007001837
SMO	0.744961235295784	0.813161005258262	0.737896287708765	0.810476753881512	0.832401289223212	0.846963705537681	0.524174459318483	0.7746063323921	0.812292953917435	0.775353614636975	0.685525368304589	0.799864549115025	0.741901464065288	0.639352718370161	0.620883579938155	0.70322903694521	0.599780064270755	0.406044901178975	0.843892164370155	0.731348651771234	0.822385400570954	0.455798441278567	0.435020128254294	0.825755832935028	0.783225324669314	0.710087612349707	0.813159443398156	0.826650397906066	0.878242618908102	0.448735121232522	0.840365365108201	0.740487480981497	0.73325871750198	0.637264181910917	0.716865677170351	0.733417181246991	0.82489655474075	0.581679680046243	0.798212581396965	0.47849703780442	0.647624705463259	0.817248386392741	0.756097596374365	0.77547686553039	0.734585733380429	0.623902980684167	1	0.686510718315849	0.720105703877561	0.830129429245658	0.511227232863733	0.855326721568019	0.708146095754691	0.791140250012336	0.356039478649918	0.786355516219962	0.699853972788653	0.765294073715911	0.791813591152567	0.778016580784707	0.888753482998543	0.776915795500417	0.640158875511845	0.749608276708608	0.762362524303612	0.861549496135275	0.779551919224011	0.754841093020982	0.804987787422562	0.652385030888069	0.838408256503742	0.670561855509392	0.234793411120855	0.526906553973015	0.746044501273625	0.635570111329827	0.803397577572603	0.514961331377854	0.642222573409389	0.847805854081092	0.871596891370068	0.781737692916772	0.697533310702987	0.438203029078532	0.734929139196378	0.818933764306176	0.772179056289683	0.638918076418795	0.758880991202607	0.693318257855039	0.793354629171619	0.752297692388586	0.771758733449128	0.800171162505879	0.753317291903865	0.688571777553525	0.661690124106668	0.658536257042572	0.636788270782839	0.78198544631375	0.772940268691389	0.853001486059297	0.766812214849557	0.79726770764027	0.771692565833624	0.684732923444316	0.795658809559689	0.616942490408804	0.836568635892257	0.75819090352753	0.765144015483907	0.707453823974377	0.715235338594566	0.836917763080638	0.844730417126204	0.298090547215409	0.830274707374919	0.795776454539236	0.743604526760392	0.780807500291894	0.772186352200233	0.675563953030991	0.459725299198724	0.8023810945064	0.82331608388822	0.851792589082016	0.834988112676949	0.510332632085717	0.753321606269786	0.704491257472444	0.806743109686282	0.57163016923005	0.76509433312938	0.806171990339383	0.753720399589822	0.841785576607569	0.773596556676258	0.646573012757153	0.436102565152995	0.438128841792174	0.622204067912546	0.744860266623086	0.792506019001271	0.767606756430119	0.752967303187195	0.699177515989604	0.692364757806732	0.707501759122792	0.71827248093831
VLDLR	0.670101294713123	0.661094655715855	0.896400016008026	0.758976647580521	0.814411627614922	0.745770561700773	0.565161272152387	0.505977096296186	0.5983597198723	0.835943517819505	0.66704995373747	0.483664839256559	0.450218096594132	0.772263649576847	0.809857998032106	0.447922017332345	0.731017829996668	0.608427328037718	0.666387744807313	0.587922379655993	0.813975413832248	0.519696845949983	0.431565595777959	0.77501905032397	0.619529222501794	0.682902029135798	0.789142572719028	0.800100572536242	0.726153843858357	0.608313505951419	0.721827300656659	0.827257355895132	0.425967420096382	0.413131216234904	0.412837016350828	0.486347750587637	0.760051258321838	0.160991414797467	0.771051840874099	0.241314312754491	0.659104685826149	0.864954675892982	0.572565096482447	0.698371472408073	0.789381141858911	0.890116545517403	0.686510718315849	1	0.409497071113928	0.645909518748977	0.344858756489666	0.769062860887935	0.798597556722257	0.721171686453566	-0.0598654399746521	0.406936467518668	0.5977185027067	0.572653136288902	0.71871258168832	0.902185776767777	0.796160763232543	0.853201560873373	0.659224977470302	0.478770667028725	0.805118927863349	0.656918467395482	0.662419648230165	0.691424920504801	0.714549504678748	0.894742845484277	0.719760080191319	0.289350262672903	0.590877148193126	0.493703073300973	0.487347370599691	0.476192763332294	0.589050448254935	0.777075343990484	0.361278842550383	0.753803153746881	0.748832539455526	0.572348827946057	0.717304988280589	0.416073426032793	0.520963246307804	0.69722166075919	0.727819366927592	0.687213839721411	0.562787281952257	0.625673416921978	0.75397626483146	0.691094734299181	0.632972368145214	0.845652942257793	0.682044450671606	0.763854918041939	0.254808425608986	0.644860061755765	0.381951306165523	0.756828942403276	0.768596534667577	0.710450900861319	0.689811444554258	0.786440022564034	0.590183571633349	0.723040695256024	0.659314188354489	0.362205883230819	0.776726431112691	0.532185995347032	0.644097075657656	0.76393307853019	0.384374923521602	0.77267137242481	0.790132594554008	0.617524991743804	0.655607026599679	0.80722005948185	0.662086704652745	0.638822609387899	0.727374709889108	0.565978072962435	0.615569367341771	0.579396522751686	0.647926182403788	0.744829391116344	0.75172665811613	0.731963256961337	0.827568684902165	0.486387069244021	0.624370954948912	0.89793579991611	0.743571729553923	0.717201283844841	0.734092763830336	0.81265423455817	0.864657089342079	0.729186403243806	-0.037950991887923	0.469999846662449	0.618699569550566	0.605683951338923	0.828870127883809	0.573305062202732	0.775973479644141	0.572129057846821	0.657586649366328	0.797334997754521	0.366276464383628
