""	TNFRSF21	NOTCH1	THY1	EGFR	ITGAV	LRP1	ITGB8	LRP4	LRP6	LDLR	LRP8	SCARB1	SDC3	VLDLR	GPR37L1	CHRNA4	C1QBP	CD47	CD46	INSR	CD81	KLRC2	GPC1	CADM1	NRCAM	IGF1R	IL1RAPL1	PTPRK	PTPRS	SEMA4C	CELSR2	KCNJ10	ITGB1	CD99L2	TFRC	PTK7	APLP2	FZD3	PDGFRA	TSPAN5	TYRO3	VANGL2	CANX	ABCA1	TRADD	PILRB	TSHR	SMAP1	RAMP1	SORT1	F2R	CELSR3	RAMP2	RYK	KCND2	ATP5F1B	ANTXR1	IGF2R	NOTCH4	EPHB2	RACK1	CD82	CD9	ASGR1	ADCY9	LPP	CD63	CALCRL	SIRPA	ADCYAP1R1	FGFR1	LINGO1	TSPAN15	S1PR2	TSPAN17	TRPC3	PTPRD	ITGA6	LIFR	RTN4R	AMFR	MCFD2	NOTCH2	SLC16A7	NCSTN	ERBB3	APLP1	PLXNB2	PLXNB1	PTPRA	DCC	PTPRJ	STX4	JMJD6	KCNQ3	SLC16A1	CHL1	LAMP1	RPSA	NEO1	NRP2	GFRA1	NCAM2	BMPR2	ROBO1	TSPAN14	CDH10	PTPRZ1	ERAP1	NCL
PTPRK	0.921743548536613	0.941937572882201	0.906942347077027	0.904183090102921	0.961289148853336	0.946970060648598	0.961289269465977	0.947900174072427	0.958468300156162	0.936343931442482	0.951700916215726	0.913679714228053	0.940270184853998	0.912093593695984	0.876526662250354	0.887442470838972	0.871008321689886	0.95545562153366	0.949065662312793	0.936284494892435	0.88596362191701	0.887536709190918	0.909259829292639	0.940412965837455	0.964026265899836	0.962263957636851	0.936905010576624	1	0.905043058147099	0.901755834424762	0.934226577162867	0.954854170654299	0.953185840845046	0.913152280384078	0.860592330420115	0.871930868094155	0.963509943960328	0.95456302716807	0.912508111437472	0.934444841249123	0.916005950157969	0.927092310155887	0.967432056263953	0.617624988296693	0.860506010669906	0.912102544803897	0.895741838893165	0.922319420246393	0.788773134286683	0.850965157162998	0.935139955908248	0.931990614261456	0.839512345596167	0.946029926463585	0.870243547036626	0.883491759618412	0.94793361900183	0.953388429703647	0.827282221749959	0.881303069957716	0.875855400491223	0.837411032959382	0.69482317588131	0.815904973360004	0.888945473291111	0.894479344112838	0.878195458582935	0.843508005417091	0.866719538557104	0.863881169976875	0.917339131473094	0.906371304375651	0.869631956296463	0.895385296075103	0.831332827366286	0.898019129434881	0.801378645998786	0.914109467077572	0.788051939053539	0.844518931795495	0.93786763435298	0.934963798195795	0.883259832773294	0.926957306236025	0.90175956653791	0.936231240791484	0.868166780953512	0.900106871903962	0.933174983584541	0.957355917205615	0.835768011609722	0.93266506965172	0.896797255048741	0.911497293564333	0.888053576772495	0.922372886882839	0.924839279726938	0.919789051489394	0.88180558556139	0.9298677371623	0.632968871581278	0.966311348175918	0.943497507494184	0.959117511085145	0.966685508123512	0.755778736884749	0.800903290330034	0.962047317277439	0.913445491338255	0.954742790428793
PTPRS	0.824285874805382	0.888607258177285	0.81199726898591	0.888333842685714	0.929655476788254	0.88798121172761	0.945869715451544	0.927960989481138	0.942633767558776	0.871002004996111	0.930553029401446	0.839775536682391	0.852208899762745	0.876150060732124	0.791890577840764	0.791626477622291	0.776050098031347	0.939206881759219	0.941880699427721	0.917106223529103	0.793836554986737	0.856904239402939	0.819227438788679	0.860811962106822	0.941094336216252	0.931476242052759	0.925825298561849	0.905043058147099	1	0.819593068416136	0.870530529545812	0.909350642143867	0.915983174432272	0.850081067349295	0.846505310613896	0.822290652464304	0.940198673547453	0.927605227321336	0.910007638977835	0.878919450715241	0.824465396578066	0.894400911752868	0.93138355464948	0.630293370431175	0.761755118908927	0.891729079376229	0.918290165494198	0.846788156594178	0.718232269359105	0.84110178287692	0.878728981976886	0.86387318878183	0.714473759546644	0.902403765072126	0.843893043685675	0.778214039709715	0.882046884059536	0.906138473534354	0.770857869353249	0.79165675619441	0.780674619300712	0.758348896452933	0.649482579111338	0.736219677716014	0.863051838056125	0.918349747620584	0.771364293350457	0.843662836941268	0.818558390860768	0.814630698903142	0.8782226365231	0.80776476076621	0.792722020888851	0.824638496008171	0.737193753308562	0.889057121559623	0.836506972840559	0.877254211794402	0.800701334166528	0.732734891143222	0.887029985392256	0.890059897639126	0.848388052970542	0.927079188121163	0.832268600869428	0.843327958378707	0.750271496153834	0.812733250656643	0.846335292327357	0.903870625206479	0.839414522265947	0.875676698894873	0.850466473029826	0.887454257238085	0.872643418937214	0.894806777036348	0.920531978506595	0.845134162806422	0.780886239652583	0.898318471008408	0.699809179609394	0.920096784116418	0.942814819326636	0.93561124796519	0.94053057552579	0.723806541454303	0.821302374440353	0.955441249994981	0.892676044174133	0.949076710508895
SEMA4C	0.913712644520128	0.923818751257381	0.901921042947623	0.874054092288312	0.904711885672536	0.922773570183033	0.902520436027311	0.909891401271777	0.904444677498502	0.919646767072225	0.899820596524865	0.912308955921215	0.923443072966709	0.892015913573655	0.874035466837442	0.878345218868513	0.878888772822039	0.905134107176116	0.865575846644405	0.912369280600805	0.898354222982373	0.867985472434808	0.89568710686312	0.928366736316049	0.91934661182655	0.914028436423605	0.893261778682505	0.901755834424762	0.819593068416136	1	0.90802336061164	0.917494062827847	0.901303880549305	0.900058506490734	0.817713195139026	0.841755548094168	0.906131955067235	0.910397337151148	0.843647165350969	0.91552534553819	0.906987305017202	0.889062530652262	0.924020727267544	0.587805257475955	0.843241211994533	0.888693415964757	0.837845791222687	0.904400410147003	0.821033573664722	0.805536277347676	0.900336040563647	0.913701075168901	0.865745307942547	0.922351236602746	0.852654170403067	0.89927135803041	0.911468890941484	0.903758704393413	0.775387147189813	0.887740452761303	0.879945556941777	0.837133914863758	0.705423506475332	0.810777201980463	0.837296166044364	0.863010094843591	0.882112698410131	0.757944919039801	0.849032835575752	0.842641997226057	0.895441149646283	0.905945850437171	0.854417927851667	0.87974717526055	0.856668596121122	0.835613267940022	0.745616646927431	0.857712803284013	0.743989037524239	0.854148106536273	0.897587370533513	0.906626107398645	0.850024590657651	0.859936927774425	0.909517224921647	0.899595606685273	0.888938100579631	0.875751893452691	0.924354317468174	0.916487522540735	0.797596839787777	0.898144298959681	0.877439256975062	0.876795859999495	0.832491390837255	0.892393021710563	0.864829766623346	0.904855127211212	0.889457040692468	0.889283020149202	0.609837392346026	0.925818959320796	0.874345501196393	0.919244137246515	0.917311590942008	0.752171504149985	0.755291896742202	0.890779319298035	0.857072522349468	0.874310512468775
CELSR2	0.932243603068562	0.963544802097529	0.923027823076329	0.918543549598063	0.950392693204091	0.961138265207619	0.944589945388141	0.946187609669926	0.949496912217365	0.94051208817482	0.937735507600209	0.921810811726436	0.959453331929696	0.917584483251499	0.893375038411184	0.903323087464162	0.896974365483999	0.934642651534174	0.911815655966535	0.942227216994086	0.925660821337716	0.898191066750601	0.917737343182136	0.948122365112115	0.949913739795028	0.955556494538477	0.923005104365707	0.934226577162867	0.870530529545812	0.90802336061164	1	0.958367522206951	0.936790135315004	0.924275532266469	0.855423111982543	0.880916588466804	0.940616583612471	0.953304786523929	0.897108682356272	0.954132067161972	0.927049298910845	0.935703898588498	0.952234832120503	0.613113446096313	0.874961000433516	0.923597488000181	0.868371701859335	0.936717462674061	0.850650801175991	0.842129176074793	0.937317834664177	0.951841025883531	0.873058755394504	0.934576552204812	0.862905542590804	0.921900937914782	0.937735683718699	0.950283005441407	0.824599698447857	0.899715824553912	0.90937548678443	0.859690989568336	0.748222260267089	0.836435273127404	0.882575595807527	0.897328728627905	0.908148814404787	0.806419944367565	0.898365920797252	0.902542680125332	0.930988819849653	0.935341644624338	0.857069933959247	0.911022168059363	0.86727320137866	0.884608739009106	0.805765199273263	0.887030522937829	0.805593394103859	0.882297410713871	0.924387344980229	0.941794450134723	0.886936913300233	0.910499693838677	0.929269258889992	0.939401374165043	0.905450826208994	0.890313168963007	0.9524326561395	0.959640744829973	0.834341312910033	0.910237088541263	0.920543228700724	0.912499173179484	0.886320834441832	0.906563946377393	0.919831902637688	0.939514809724434	0.913063414267371	0.918718719004923	0.667108422192019	0.956937583326615	0.922210174223267	0.948437151447776	0.955494511122722	0.76296694056471	0.806742549264125	0.934672467659787	0.90597045399699	0.913231887287125
KCNJ10	0.955123297943098	0.977989899031376	0.955001152454685	0.904415925164868	0.968413103279229	0.973272982408657	0.966878716221296	0.964273361230999	0.967366747401289	0.952669076523297	0.952083052731082	0.951532481524357	0.966863101884536	0.943550128377671	0.926409491237882	0.930626277528057	0.930144840505061	0.961099154799094	0.938216275971591	0.955275144706333	0.945752454355338	0.909825893296866	0.958146683457075	0.966931397612713	0.969842131987234	0.960398764148268	0.950573384845305	0.954854170654299	0.909350642143867	0.917494062827847	0.958367522206951	1	0.968928309357563	0.952765090133954	0.850601126088095	0.904514335522601	0.974163411003416	0.971991010017759	0.914766137525244	0.969405807662954	0.946000070309021	0.953034146179856	0.983325965836122	0.602227724323659	0.907767061004592	0.938186283257511	0.902667305259867	0.963956398686877	0.850143922076143	0.838908968953823	0.965968918345859	0.947504964651709	0.892209715004142	0.960103270671234	0.885605819358437	0.938272000764924	0.951409948081618	0.956661065413881	0.850350727163755	0.90619784460591	0.934191918079418	0.86996607406689	0.74043593243452	0.841565847473914	0.898474222925835	0.912980629136108	0.930260109660417	0.816531224989864	0.912484732296512	0.881953086067725	0.933541875955148	0.938020493678613	0.893069656837513	0.909864260965747	0.888438272982773	0.913324190308565	0.781657872730231	0.921105394905479	0.782073887557066	0.903843063386642	0.950767964839726	0.969800665458351	0.874600896297617	0.929538220870823	0.950512994840093	0.933631210014815	0.919487664501342	0.903711297308897	0.957968321236959	0.983731860415464	0.847659686449339	0.917690142161473	0.942279449975319	0.936464258820059	0.901734463031772	0.941271488487011	0.931274982797207	0.962931441612734	0.937094839022277	0.956058338024917	0.657407575933976	0.975664279523048	0.936631067055172	0.969488339364092	0.976203970182465	0.778518906243971	0.811880600766925	0.966201691863348	0.914410078426967	0.953710415931335
ITGB1	0.928208331068622	0.958623628584063	0.926622003479286	0.906470005723057	0.967417655701973	0.96129982690634	0.962903839213736	0.957423595086695	0.964335793983848	0.940183916314132	0.956650840388464	0.93241603725621	0.942972926441332	0.924435281458838	0.894103936062239	0.896565905642314	0.897966055920671	0.972982611546557	0.953692071586631	0.954868660858957	0.925256125715618	0.904980818219449	0.924616007107758	0.948134768933011	0.967777560015294	0.957538747439067	0.944990465775858	0.953185840845046	0.915983174432272	0.901303880549305	0.936790135315004	0.968928309357563	1	0.928002105607265	0.901642677631019	0.890919238928811	0.977362964007191	0.965079532120726	0.911744685672565	0.950601860232062	0.930889715309459	0.937576108437776	0.980516092215409	0.694881813395003	0.886571177608158	0.93571639412844	0.907083180599267	0.944777680086112	0.81931846905563	0.874628938067033	0.948273664709654	0.934796069545046	0.855405082734005	0.959315041941313	0.872638201256657	0.908996398412472	0.947621114039864	0.960113912774774	0.860923803102118	0.900523912897399	0.909981417308899	0.863459600979549	0.779921946524407	0.825731130197694	0.909694262981861	0.935370969611255	0.917758657325665	0.830805123609111	0.906563206199362	0.874589832005692	0.931055056152859	0.912737514147062	0.884854023990544	0.90161590138586	0.862091216810754	0.908580445720718	0.806369058633286	0.916806340609535	0.793023907910319	0.864428837838639	0.945861483905953	0.964425650472547	0.885901368842251	0.943310872002144	0.933938960338677	0.918639605542819	0.8900451518632	0.910620555103348	0.933918639763495	0.970792321707542	0.84481229742146	0.924077638249023	0.940614965857452	0.938020479316385	0.903842011374245	0.936413095082609	0.933471502136066	0.949290102449152	0.908053011354577	0.934806285619884	0.720676571028913	0.960539035289659	0.943260481084932	0.967021805325832	0.970526793470603	0.824070850201031	0.821271628032514	0.963460908881686	0.927940415082087	0.958668921133922
CD99L2	0.933751404873083	0.949460743575487	0.938854176256442	0.86373041451193	0.923101143594937	0.944584344230846	0.917779118083435	0.924890526602353	0.917545253519418	0.91988318502602	0.903436315571579	0.932299423798635	0.94035005536402	0.914688295434408	0.912145161254147	0.916565823037415	0.91885350732036	0.917676555489569	0.88667883299121	0.920838594257282	0.936012522603091	0.884757935222909	0.940045661235909	0.944252497449134	0.929600769668019	0.918973879648299	0.903696724392566	0.913152280384078	0.850081067349295	0.900058506490734	0.924275532266469	0.952765090133954	0.928002105607265	1	0.804026259684939	0.883352279755891	0.931407319700802	0.930650338615832	0.873123152389453	0.943892670151625	0.921419848687344	0.917305288427372	0.947106442988222	0.55402211110155	0.89182497067918	0.903385602302807	0.858484097209549	0.946279630525422	0.84585747988531	0.789475799752997	0.942621554233333	0.931691302355057	0.895008018193357	0.926025865995506	0.863329794780792	0.932973823478368	0.917109373287213	0.917793687423745	0.804995301335233	0.892827028191409	0.927034899007569	0.851076725440401	0.718393500564457	0.81928969190725	0.883041014321717	0.867830834611936	0.921528095964833	0.76368010525845	0.8746071786221	0.849364815153223	0.91035255401455	0.919257440995651	0.876103486346487	0.881602328673009	0.886897640818954	0.876263714756948	0.71606588094247	0.868068354622514	0.72871139519585	0.9047855417187	0.909076485564493	0.932294965193296	0.840638078619058	0.885588158660867	0.926332106132265	0.903074393886653	0.91412744949767	0.887802020669747	0.926304569909664	0.952958616792609	0.810429039687249	0.874652700060706	0.90545511873876	0.901342882012607	0.859073496544764	0.915347794624091	0.884378226200537	0.939160100973698	0.929218829087879	0.91595679974629	0.61610822055904	0.930861309536396	0.894187950904985	0.932244095289731	0.936151650894686	0.731716440197075	0.7710504204226	0.920632791157321	0.867011317321109	0.903662612638405
TFRC	0.805583024573627	0.851437712398379	0.781302346582488	0.869234555835137	0.885163225891486	0.866205909875544	0.884221874481165	0.86750589075678	0.885307247409299	0.869524935718028	0.882300918813859	0.816183046991142	0.837996798780704	0.81198529167076	0.755131600807306	0.766839089435401	0.756835544470207	0.889423114477458	0.89292560797377	0.87929613965346	0.810800676066137	0.812960425660493	0.773462576830324	0.836317846975502	0.891664201381594	0.88722300203473	0.864085841566089	0.860592330420115	0.846505310613896	0.817713195139026	0.855423111982543	0.850601126088095	0.901642677631019	0.804026259684939	1	0.797375803095546	0.898539899348396	0.874248437512652	0.847147855104914	0.847434233123056	0.802911589879633	0.852422080938846	0.886746281351075	0.8222573966651	0.767609689002102	0.846963148704525	0.830987476776171	0.81930370437876	0.718400087163377	0.869789650714817	0.83010833927627	0.839262500898837	0.713978516468868	0.864865138523868	0.787354639698673	0.778371039244356	0.861621997475661	0.891571608491807	0.801289053075737	0.814623269660887	0.783081482883286	0.784390294985147	0.782993302102511	0.753281719404855	0.81279254259302	0.902396167369432	0.809280255631951	0.798706275256928	0.83994305825062	0.809537811935844	0.874590883885539	0.811040815148853	0.772410226657563	0.82358731940264	0.727778040563654	0.817067240640192	0.804031436311935	0.827649707440365	0.797567189322088	0.71430878390775	0.854713376993537	0.871312855693174	0.860649421246755	0.868365565242376	0.812799809561965	0.829857576308123	0.748591035683009	0.85097227224426	0.830304902108325	0.86542454698794	0.791821550432819	0.87714232963561	0.874426723891335	0.869493883753379	0.857479632011577	0.846705000400502	0.865686556355272	0.850917747857298	0.772320286704834	0.846918644378861	0.780951958220256	0.869199660465612	0.885600571125633	0.883815384870507	0.881250526198557	0.863387496309763	0.773930632671245	0.87755414421964	0.867074147630406	0.881027468722845
PTK7	0.875146003589579	0.902215223392795	0.890694992135257	0.848210977117308	0.888579107147681	0.904637073145352	0.877425338610353	0.890171362594799	0.884177548544039	0.881718444966484	0.867452594158515	0.874301274827679	0.888613115305537	0.851614393125752	0.845504609240615	0.877948970124641	0.872264646703521	0.8769241213182	0.850587586290255	0.886101933332903	0.890950897677745	0.848686166771647	0.893060619544759	0.88829012374	0.891624090156325	0.87855725186465	0.863339698840056	0.871930868094155	0.822290652464304	0.841755548094168	0.880916588466804	0.904514335522601	0.890919238928811	0.883352279755891	0.797375803095546	1	0.879901557543461	0.886417249124127	0.851263758348525	0.913204976639796	0.887819287634749	0.888927599252973	0.892116786169505	0.591262776103289	0.831286579742347	0.873943530915119	0.825897226544348	0.900266893410494	0.813565972167001	0.773742705399274	0.887333640847477	0.890778710313132	0.852389737377891	0.888210454928373	0.809203606185758	0.877029478901062	0.887313806544109	0.877746971705364	0.807330424553268	0.823998294105384	0.882597446175923	0.849355963225873	0.696695451562355	0.829164386842089	0.85525586220733	0.834647528277342	0.872677996354315	0.770758743449258	0.872917788762616	0.847883934933701	0.861852401763522	0.875410414793252	0.812942285229933	0.842032887761365	0.835553955834488	0.843502519406621	0.744379965998507	0.820142139280065	0.748615461023786	0.855462044069111	0.877063502239484	0.900127761282668	0.836653801372018	0.858427920350583	0.873559319934444	0.865897933587673	0.857967909227292	0.851167392284103	0.893134974465726	0.907382501989593	0.787075826882164	0.854019489336302	0.875166097133734	0.864355641350488	0.839382637833496	0.872460969750824	0.880434789467136	0.891110261672622	0.881653655380946	0.861034254245851	0.661236873191948	0.88074034325372	0.866324562849163	0.888574666911904	0.889717348990391	0.754914541267934	0.771262462590656	0.875490957359715	0.851565468734137	0.856765177162991
APLP2	0.930597380950315	0.957349369140879	0.915913108282171	0.919091574873489	0.975491715112896	0.954157633801102	0.98220596837356	0.96786434597085	0.97575493036393	0.946371272920689	0.964191879769084	0.934948729881873	0.943901946469647	0.930929863011738	0.892081272232637	0.890540402344526	0.887514787272705	0.975775277110428	0.97282892553668	0.957720537734971	0.905938859469981	0.906271615211822	0.916080215254521	0.951447978452357	0.981020489119999	0.971157646909939	0.96024708985509	0.963509943960328	0.940198673547453	0.906131955067235	0.940616583612471	0.974163411003416	0.977362964007191	0.931407319700802	0.898539899348396	0.879901557543461	1	0.977302628797601	0.928570689653171	0.945942153699206	0.919967483651788	0.947319490244707	0.989839083883745	0.656666645826037	0.866663807398254	0.927826410498139	0.921249936485066	0.939034462619588	0.816484163739384	0.868284573214956	0.950528763612897	0.930167881952	0.836337985885149	0.963046744933111	0.886046158550486	0.892447540423331	0.949750604133823	0.962471231373067	0.843687388271903	0.8955060802824	0.890350067195123	0.833903350156153	0.746303060509197	0.809323090774702	0.915520509870568	0.942469899662145	0.897110561953023	0.85009750594391	0.892918071212663	0.873599848480039	0.935706491156231	0.901812059583857	0.8830593245711	0.898459386813038	0.845221083156119	0.917350847444003	0.814911390241863	0.936245311630276	0.807813638999753	0.847222103219822	0.941031808326662	0.961768999506985	0.892465817343834	0.951038291322809	0.911295021792918	0.920962492865866	0.870209226797076	0.893437145135447	0.931040345543965	0.975151725611523	0.853988451406208	0.923358575100723	0.93023475226144	0.930232311715835	0.911328399864449	0.942311716128502	0.948546478728378	0.939516889945057	0.89277086506005	0.949602038836451	0.696842719537203	0.974982312941443	0.960306388408446	0.978864309215532	0.98457933055528	0.792485950152449	0.833159366506168	0.98480437078704	0.924559030687148	0.981377707302954
FZD3	0.936377935931773	0.970972265712556	0.928592687432139	0.932833697009475	0.97410412995486	0.968416528633926	0.977028461451374	0.973268532409727	0.980252641161679	0.957856632568489	0.970885434408827	0.939962380548865	0.955460813263535	0.92283428098766	0.898088244165895	0.898289710368786	0.900658971095078	0.972159829256827	0.956984239231292	0.96701244159403	0.910984377426256	0.924037792703703	0.924403606765293	0.956714245179448	0.982200362355731	0.97648391236541	0.957275407794761	0.95456302716807	0.927605227321336	0.910397337151148	0.953304786523929	0.971991010017759	0.965079532120726	0.930650338615832	0.874248437512652	0.886417249124127	0.977302628797601	1	0.928082365240447	0.955546847885366	0.930103254235787	0.961690858374116	0.981881356596925	0.619963324525747	0.877667761024098	0.940955799028522	0.921971394593409	0.949816402865573	0.839996356503153	0.847317885718399	0.958084244769033	0.956284964745133	0.860847373624154	0.971201241984495	0.88521957147019	0.909586262492499	0.951180224700379	0.960068462452455	0.827329293765766	0.907453976328962	0.901207280384716	0.856306301531651	0.709649279935546	0.826839366550037	0.909376829491256	0.939899089067353	0.891653552847096	0.84623089019427	0.884349235943226	0.895592447004428	0.945499807245254	0.924481050050151	0.879050601872149	0.911664178692783	0.860739220942022	0.920198046639111	0.814105251685102	0.925427943110307	0.809321741370346	0.865462203011902	0.935260889739326	0.960704136128154	0.889350894002175	0.934809526855205	0.924754803670417	0.928328765899537	0.881043296326621	0.90103595061838	0.950315308327811	0.976395735547113	0.863902997252834	0.929628059785361	0.931004471930923	0.929316909024005	0.900868439605728	0.935891345636795	0.946445572274463	0.936932769485216	0.908989246536598	0.951933746896224	0.673252554556044	0.978384436275971	0.953905425161799	0.979799854891287	0.982616528771742	0.764577919995829	0.840465820722603	0.973342361589088	0.922173590311307	0.952560138467381
PDGFRA	0.829850571802753	0.911258522695331	0.84347600168493	0.960870292152401	0.942425767059707	0.927902470529475	0.957097436354911	0.949426653357261	0.934570718868622	0.909513558030632	0.918833713314264	0.825747980936555	0.894738951279696	0.861764381814826	0.794516955659626	0.825002166098822	0.800209494826073	0.921332219157329	0.937720828742157	0.925354286367197	0.840061972653351	0.929870931526193	0.859098632156155	0.866512578599008	0.949448841866966	0.930548504846348	0.929339405511933	0.912508111437472	0.910007638977835	0.843647165350969	0.897108682356272	0.914766137525244	0.911744685672565	0.873123152389453	0.847147855104914	0.851263758348525	0.928570689653171	0.928082365240447	1	0.899764739584906	0.852470436134007	0.910698888055757	0.923543406546811	0.627250561764896	0.76448374851458	0.896106625699017	0.90118451076461	0.894202133484385	0.864571777084849	0.800580064119407	0.895806492003597	0.887806488657826	0.792624773625401	0.913755232979986	0.922790581564477	0.82115014425487	0.921691919628846	0.900340613520407	0.813256216102291	0.795473846445068	0.828025821467723	0.838413888859718	0.633791745050257	0.830196060273123	0.851192475588132	0.915689627425677	0.818830207419487	0.920815428487123	0.832176665857617	0.851452207593997	0.94956317698335	0.902704191001136	0.750054735263764	0.858956889662196	0.773096389300014	0.888399871308661	0.885150304497737	0.83719004197969	0.846998056706505	0.770858066185413	0.877068697298202	0.909926724398683	0.896117525119265	0.913835842227772	0.870788466043952	0.857334548020938	0.763753079073086	0.85201519967278	0.866066053116895	0.915087275589289	0.887529377212939	0.906626608996489	0.893886105142405	0.919741370857723	0.920278909410069	0.886892194187829	0.964022054286052	0.849863309277738	0.835189728828287	0.876113267715141	0.683406860254081	0.93930927186379	0.956684687789337	0.937767576411076	0.948177882160995	0.747534609301651	0.912204603037013	0.964944564312093	0.885900074985908	0.922690530137516
TSPAN5	0.95141392853879	0.968946551441172	0.956599666573836	0.915087361452451	0.9527960301552	0.973154447218428	0.939797482152805	0.954255793083657	0.946474657928366	0.942946164457413	0.935422754302837	0.947036265725473	0.967452272592752	0.923583571178778	0.92448539828484	0.932873366389768	0.940118667975268	0.946160664434871	0.906491324696216	0.947993628745048	0.961013364081216	0.927132209307724	0.954206992585376	0.965483431381083	0.955439706723734	0.948370471415843	0.921046632307163	0.934444841249123	0.878919450715241	0.91552534553819	0.954132067161972	0.969405807662954	0.950601860232062	0.943892670151625	0.847434233123056	0.913204976639796	0.945942153699206	0.955546847885366	0.899764739584906	1	0.949034834478587	0.935556082270274	0.96246383042617	0.615427787680416	0.901367868881134	0.928917032672403	0.871083404562077	0.966426800339032	0.883989507352057	0.833348835425619	0.958488921590219	0.957777809400355	0.923443199185613	0.947244974263156	0.872986048982822	0.956412362843106	0.94262883880378	0.943844432644994	0.842246148607617	0.911800662539204	0.949361592919463	0.902656774322041	0.749855796313434	0.867713990397731	0.892461351033011	0.892951005481546	0.945843721297393	0.813175257145726	0.912328538333247	0.898680290473001	0.926689973765335	0.947648359509425	0.891631676766868	0.92401042609359	0.900904641831868	0.898268453974145	0.79106286020154	0.887639090133224	0.782405114008814	0.927175103431584	0.937614435200958	0.959750302964751	0.881737975453247	0.91620370873914	0.95164812449517	0.937778256230945	0.934804617298612	0.914462494939925	0.956902099156798	0.974406071999582	0.84199743986245	0.908378560705464	0.943824664996929	0.930519354660345	0.883992501800797	0.929832801482967	0.918916812933283	0.962706051342124	0.951392062868637	0.923989912105962	0.673874707601369	0.9547052610327	0.919740363362294	0.946060731170452	0.956884671370481	0.786901499057751	0.818430991570825	0.936294505622575	0.908005952966132	0.918968121205818
TYRO3	0.95176404588798	0.95605434399879	0.961867488750001	0.855061899998951	0.918998553770252	0.956312822221289	0.904575415137302	0.919501244903271	0.919721689412457	0.929974147540424	0.902792430126372	0.943024119762614	0.950525555370035	0.902685362193153	0.925922607350401	0.929346683283155	0.944236254626752	0.916324303341484	0.880087252342092	0.90422745126816	0.949376571172155	0.891195047283279	0.951214450785686	0.949122105678713	0.918345443498239	0.910772677118963	0.894061476128928	0.916005950157969	0.824465396578066	0.906987305017202	0.927049298910845	0.946000070309021	0.930889715309459	0.921419848687344	0.802911589879633	0.887819287634749	0.919967483651788	0.930103254235787	0.852470436134007	0.949034834478587	1	0.909053174360779	0.933872009583685	0.563506323241979	0.909086022959632	0.905237206841819	0.828126243436351	0.960216273132367	0.859664125686058	0.787541185694906	0.940325731338035	0.944382342422562	0.915992357266101	0.93091146536807	0.822910021506326	0.953359581317759	0.908103076277195	0.921008151630341	0.830848093717808	0.904427229436744	0.945891439102241	0.875673456146416	0.717058347716578	0.851535432186351	0.864047012056354	0.846446285325744	0.94085241449007	0.754165050143318	0.88534699809586	0.846104523448712	0.907124728825242	0.934446954126533	0.888523420036647	0.902449256053024	0.909469667415381	0.884639398898499	0.72015579103023	0.881707446677264	0.71557948264591	0.927652461247518	0.919034774316248	0.941053003336938	0.838009247665714	0.872649036363984	0.93418056443384	0.92273631988652	0.94053754364366	0.878627695259171	0.952348184997681	0.955860569481628	0.812577594859851	0.874573009829965	0.921874586915792	0.900480874751318	0.838847949105714	0.914057462617828	0.873818152848596	0.951012868165721	0.95043103126628	0.904402832326477	0.607311159096416	0.921852387984906	0.862102078630811	0.914503260016011	0.921982889201155	0.755448473388591	0.753185558024854	0.898758138556152	0.874308834275484	0.87608627670466
VANGL2	0.922725142414683	0.962065211212072	0.911592395698391	0.916642564286348	0.945346225449678	0.955609535239545	0.957243450988766	0.952058962024326	0.956483682168256	0.943745124714907	0.952119556218661	0.923525057713668	0.94139695585224	0.918947199496946	0.88131536557246	0.892720578800937	0.876748564805292	0.945830070298958	0.933160747472686	0.947431868125597	0.898904961414105	0.894241370259573	0.903510753470849	0.943754755186708	0.957310866380545	0.962020952673983	0.929598918112637	0.927092310155887	0.894400911752868	0.889062530652262	0.935703898588498	0.953034146179856	0.937576108437776	0.917305288427372	0.852422080938846	0.888927599252973	0.947319490244707	0.961690858374116	0.910698888055757	0.935556082270274	0.909053174360779	1	0.957355875424478	0.60471256637733	0.856023724888608	0.925909438799905	0.893289859691732	0.931373698336938	0.826725655500729	0.821768937202888	0.933532605619997	0.945846514387631	0.842419509575122	0.946007717597326	0.869349465607263	0.8940405905421	0.927484919815033	0.944193115665022	0.809268788637433	0.886516562974348	0.882704750006741	0.854632587790688	0.690184456738827	0.821480944862838	0.897229752384245	0.920976820636143	0.880620672577207	0.829204914644213	0.87598614186781	0.882292391548532	0.933722896484724	0.916074186835935	0.85390884234842	0.899230004463273	0.85852248607502	0.898876092094587	0.795330698075934	0.890595188883697	0.796760782221555	0.856428666724528	0.919385376297406	0.932319449740973	0.883081540734201	0.907059605486344	0.906976072536902	0.935725821251697	0.872198855531163	0.891896842793305	0.938966939477068	0.955887900577274	0.843027688549259	0.919367590634028	0.90554695847031	0.89467122076178	0.896778512655346	0.924228564115351	0.919880281966053	0.924382030929381	0.892359956909408	0.935879078235936	0.656565473936207	0.956428100661573	0.932906673417356	0.955256913267809	0.957062809842429	0.761918109909806	0.831863214239768	0.944969851222196	0.915121530124078	0.9164651258393
