""	SIGLEC10	CCRL2	CCR1	FPR1	CD68	TREM2	C5AR1	ENG	TNFRSF1A	CD33	ITGB2	LILRB1	KCNQ3	CD163	TFRC	LTBR	CD86	KCNQ1	VSIR	ADGRE2	IGF2R	CD3D	CD3G	CD4	CD93	CD2	CD8B	CD8A	SDC2	PTPRC	PTGER4	HLA.DPB1	TLR4	ITGB5	CXCR4	TNFRSF1B	HAVCR2	CD44	CD74	ITGAM	SORL1	LRP1	CD69	STAB1	RHBDF2	LPP	ITGB1	ITGA5	SELL	C1QBP	ADRB2	KLRB1	PLXNB2	ABCA1	CD226	AXL	THBD	GPNMB	ADCY7	UNC5B	C3AR1	APLP2	SIRPA	PILRA	NRP1	CD81	SEMA4C	TLR7	TNFRSF14	NECTIN2	TLR2	COLEC12	IL6R	NRP2	TLR1	NOTCH2	C5AR2	RACK1	EDNRB	SLC1A5	TRADD	TNFRSF12A	MCFD2	NOTCH1	TSPAN14	SMAP1	CANX	ITGAV	S1PR4	CXADR	ITGAX	TNFRSF21	ADGRE5	CD63	RXRA	PTPRA	TSPAN17	CD46	CADM1	CD9	SORT1	SLC16A7	SLC16A1	CD47	IFITM1	SDC3	NCL	PTPRZ1
CD8A	-0.0961528517786198	-0.146734760452426	0.182679257018984	0.205316822578528	0.14333723098185	0.0344343283443532	0.170692118569786	-0.0201870282998161	-0.334082005984042	-0.14938008498537	0.0923813785648921	0.0345255207422271	0.0206231777213773	0.107945180431727	-0.446601316189197	-0.328773952274459	-0.21369357573947	0.416386123721572	-0.099789238130266	-0.199528162424284	0.0430572383804444	0.72988885476593	0.832716328420078	0.209800494875835	0.278574066138389	0.6485018369413	0.802961248761603	1	-0.125896243152062	0.576384637026486	-0.0112971481246984	-0.160702346144519	0.123843511242152	-0.223236263399947	0.78410620178251	0.162731734986202	-0.187094874442781	0.58459182972697	-0.10125912340973	0.202920377838785	-0.0464093148622154	-0.223182930624344	0.716703463847448	0.0796484931680703	-0.349576776020947	-0.351938703974158	-0.265180746939919	0.135018184855955	0.631555533076702	-0.202268201062318	0.165901976493871	0.571442266702117	-0.0642943475997746	-0.552533564750453	0.139213708959964	-0.095410205937405	0.0921345839576614	0.133196749766454	0.152555079673461	-0.158169590214372	0.106344320485074	-0.187554430385244	0.0875151330326684	0.290637037173875	-0.00783574019094208	-0.174869180230255	-0.2578986216486	-0.0812077348334423	0.265625327121845	0.131018113532073	-0.326347324840352	0.128496458275456	-0.299491151903998	-0.121719504851593	-0.319062807461497	-0.200260005455644	-0.0388104366800307	-0.319797379400256	0.111582954031022	-0.199117788760829	0.438687871053775	-0.28327299791159	-0.238539322153498	-0.215031852363498	-0.274169874692272	-0.333549736802443	-0.348498703832686	-0.395835306272948	0.438857566464032	-0.38567835565001	-0.199215101361345	-0.27330737113238	0.421294624761205	-0.291481167469497	-0.260530946281588	-0.342798867673955	0.0193082514860206	-0.596330420632382	-0.302067480072528	-0.398293329013565	-0.399426175073956	0.000106463279272797	-0.552515598968696	-0.283869923932757	0.786230491766566	-0.280950985782215	-0.322126651742563	-0.346103371234472
SDC2	0.74753216969269	0.439303088626063	0.720121220586179	0.471974148265107	0.723537229764116	0.596639060750503	0.767621284084561	0.782881912805666	0.738752507282599	0.577657975235185	0.632878487966966	0.546855183570536	0.850123622209284	0.767943355652866	0.628954664606927	0.724964850193839	0.630389011517568	0.656961506251678	0.453032841950974	0.398350620292277	0.559121153588098	-0.445755061329722	-0.112215012161349	0.700081475726608	0.650331639948405	-0.301876971314657	-0.155331971941254	-0.125896243152062	1	0.218862746648639	0.402784912386467	0.641809721727676	0.477998700322395	0.375294320944832	-0.258834294538462	0.461467372427022	0.678254967349602	0.323114936079061	0.62975325525675	0.721889012390655	0.652733931918293	0.556293929392266	0.0273863864805533	0.769083336359983	0.639396531548252	0.286587576698649	0.527320332193482	0.543361692118779	-0.452332681141886	0.347685641266491	0.610851927705534	-0.113116680190405	0.450111343258522	0.595307365813585	0.437502806211494	0.770774288351169	0.606856329559821	0.584430923961451	0.503348570181253	0.75484242699127	0.725075596254069	0.540851387659907	0.727764593614336	0.390663294863742	0.78678425503398	0.688966427005699	0.750199084101333	0.568131345278876	0.507939891059448	0.810359676989522	0.320944853877392	0.633649397950909	0.58297381800293	0.735294642735553	0.571103773717573	0.0516107167772942	0.58787529438967	0.290259285709303	0.469060811502389	0.544272340244745	0.249480824426914	0.441400604188021	0.442028244709169	0.103141276240127	0.61281302133466	0.109856029173839	0.344396620871656	0.433592038409184	-0.392669919866425	0.15940694145598	-0.25288185177138	0.285637715522164	-0.0913815053868678	0.433489443248949	0.182285661818197	0.117269127080111	0.385318159380877	0.32579143228131	0.271399389271809	0.14318030804507	0.187993641087293	-0.0366349097477421	0.265102459001911	0.0878836117767822	-0.0676636674121245	0.239723012261162	0.175830066636312	0.0616171757825487
PTPRC	0.463810045637097	0.6357342050577	0.4360229491546	0.611868130777819	0.218196759421737	0.32515811530145	0.438997112685104	0.290089584125243	0.0445210520196008	0.382508591951457	0.522323527758014	0.528498463425024	0.43058765983239	0.458413976319379	0.29684445030144	0.37954581301503	0.337868174965595	0.266507112592525	0.576309296567799	0.608583294039571	-0.00558504977576336	0.645329502087739	0.807686272527667	0.255674943445213	0.376397291479374	0.743910380451427	0.707717613223209	0.576384637026486	0.218862746648639	1	0.744740971660279	0.472122931970248	0.486613441397859	-0.230163983936142	0.731740015719887	0.763079033307435	0.396345840005529	0.368546506726402	0.45550831437566	0.518240588020193	0.618577576424633	-0.148842527287042	0.863759221687031	0.387319532412045	0.363573431494231	-0.276012039805753	-0.145784794094738	-0.0343877020609729	0.573178151297286	-0.229179547419191	0.655764840663393	0.785238718479449	-0.10859050854559	-0.201932153763859	0.46469348291371	0.444122071451831	0.171300898583317	0.0121845342878917	0.637706837108309	0.469014337686859	0.312406660161443	-0.184507390845304	0.350165066765627	0.140432869682943	0.374553899666024	0.0189385817570043	0.204230681621128	0.380056931709933	0.322940831073746	0.374987022286286	0.2432210319253	0.115842091645395	0.315991912174451	0.207532860312323	0.395813344988155	-0.301172807057914	0.397171288316784	-0.228482940131649	-0.0247542664157796	0.163632145292568	0.567492837144261	-0.199452173536895	-0.196968561832971	-0.337434138544541	0.388389081721771	-0.314660759139477	-0.318294911534556	-0.181720016543037	0.668791870318715	-0.357875176145339	0.20053459105838	-0.295910749818031	0.272395498161701	-0.27266345559611	-0.341639968481505	-0.398866855330727	-0.192455506786366	-0.184177707636532	-0.336780780710977	-0.43238314836088	-0.362340404176003	-0.197828933631266	-0.366317783027051	-0.335517450720435	0.753855753223572	-0.323063728039773	-0.278865587181734	-0.401641010002144
PTGER4	0.771208147117703	0.905041995083294	0.509436094721171	0.69165878334794	0.152120040570993	0.602550431146796	0.434240504759608	0.371033633127927	0.327152059327678	0.780483903787537	0.706155238882379	0.824227660032032	0.567172095480367	0.573517328917942	0.602236234509593	0.769072000887152	0.631564080961309	0.128598908458643	0.904550459535656	0.921950859258365	-0.185956403103486	0.190767918625601	0.399092229999798	0.146450811997709	0.29496865775175	0.395970969331549	0.284796352667459	-0.0112971481246984	0.402784912386467	0.744740971660279	1	0.846561362424219	0.327111532293631	-0.221153718036212	0.316694055043032	0.888815189226476	0.743200447203833	-0.159931600957031	0.820583120286098	0.492782911551862	0.919627637677932	-0.0384504593658658	0.611939826457808	0.458707699124205	0.731414985201311	-0.151015033757438	-0.0296799725311462	-0.228991489278052	0.0893037945744457	-0.218100073401962	0.814228581295063	0.573212999224007	-0.206781148702078	0.0348333506316915	0.723572538424704	0.746667965240578	0.0433722435503487	-0.170551071840712	0.812969543216327	0.83324407334074	0.361114638728544	-0.140113947556585	0.535746121572805	-0.10270854408491	0.506527008316965	0.164973864777637	0.563057334001067	0.718464632804828	0.0393315601910536	0.369443163288347	0.350777976189227	-0.0482211540126071	0.534295692388769	0.302560563359778	0.868533477044116	-0.382302857302657	0.336756931876115	-0.127550202347809	-0.24452796643429	0.160982937775286	0.489440644849915	-0.128119557543956	-0.154838838934069	-0.34103662683845	0.719865281357364	-0.231708330329257	-0.223701047980318	0.104238205811716	0.379791031014292	-0.172517618338989	0.380211061700984	-0.275028500386667	-0.105895366061119	-0.160553381970118	-0.423513988648168	-0.303266744032759	-0.36117754212263	0.132490723900906	-0.232754289335942	-0.298978435307948	-0.238946063747344	-0.370148404392086	-0.107001413828294	-0.288364046139132	0.395463480680987	-0.276574578237099	-0.186336954235652	-0.287103389641914
HLA-DPB1	0.871890958472873	0.841451967033815	0.651053251198347	0.66380430322204	0.30677315428339	0.803246805022394	0.516401077821058	0.488108717841868	0.490525243740615	0.851217766416283	0.745188412337052	0.923821658320731	0.68675551135074	0.661367008002554	0.600825934886534	0.850886840517036	0.809828538091443	0.33406978212721	0.903128981470869	0.816607383300354	-0.0519385137073301	-0.180710721041957	0.116568950471081	0.28853415385508	0.380757097655279	0.0512075581536515	0.042196227810918	-0.160702346144519	0.641809721727676	0.472122931970248	0.846561362424219	1	0.255296999220888	-0.0912424545437614	0.0346243462433952	0.749975238094935	0.84847161218365	-0.225517495812799	0.968137472409012	0.534244794704471	0.952409914376678	0.183857500822442	0.388987147716699	0.56159403858208	0.809589997504716	-0.0127604771922895	0.146051860126661	-0.0866762556243133	-0.2363458338953	-0.0635818395462559	0.777730286463455	0.308537928947151	-0.0899228632805472	0.156552235932262	0.851058356105407	0.890226131388107	0.0868191816297134	-0.0628862353725675	0.773890045641977	0.918605049769411	0.529049015642083	0.0535742597647249	0.73967026070709	-0.000741111386884017	0.608326005411716	0.363521007853559	0.726809346488168	0.876586079344614	0.0214804794441136	0.476735149296239	0.250044557101106	0.0470176769215202	0.500596064061315	0.394662099248752	0.935303506159721	-0.366638971509553	0.248308117708017	-0.00522808135812957	-0.146045225163104	0.153450676874694	0.470642458978171	0.0123575166524375	-0.00896508219850304	-0.233884175407137	0.73823956221835	-0.155630523313659	-0.073757948428737	0.283815719781658	-0.0128385072273935	-0.0459563090029493	0.242715886629107	-0.151879819143682	-0.262554460131324	0.0265992051049402	-0.357474252447366	-0.179816652711235	-0.197332552610975	0.235187166970359	-0.0806241310074918	-0.161912191673606	-0.13184416328893	-0.342201092395918	0.000643723241642771	-0.208299178829967	0.153676453581739	-0.138119556919799	-0.0992785874144251	-0.180636460281269
TLR4	0.481391927225561	0.426140314435371	0.556931843497843	0.577445317785025	0.660985261411732	0.280272161994079	0.621346034578199	0.7177037398645	0.619273753991416	0.276927468815198	0.516331773108388	0.241815056036093	0.618350474156744	0.622592177736699	0.594581750611226	0.452264113755723	0.391483588309366	0.426202129798819	0.330463574453711	0.42851177944017	0.687757833394174	-0.00814303287146329	0.180983458114225	0.684608413684024	0.66700263060414	-0.00427848163351758	0.0188267106769324	0.123843511242152	0.477998700322395	0.486613441397859	0.327111532293631	0.255296999220888	1	0.49231549971848	-0.019412896776107	0.45154678548205	0.429592265545745	0.594163202844569	0.275787738188686	0.719717012795054	0.35445303922937	0.462497636858171	0.0982548382702481	0.649436887931876	0.387509931911861	0.273537704862595	0.451822147098828	0.643865880614267	0.193382652986559	0.385843853749669	0.45321345023006	-0.0179791475236653	0.668416469168553	0.496102447803928	0.0249489792142951	0.436728684802512	0.581435360777185	0.570062122904498	0.473300473653613	0.416706300581284	0.60285250361385	0.545590424028815	0.42606325923719	0.408502246998239	0.604135884195588	0.58674907655499	0.464343278599899	0.322075908512608	0.831915868899083	0.690874088500948	0.494552103536952	0.700746800697437	0.650774983810632	0.686634401876805	0.238469434014693	0.290785648300143	0.727947644898045	0.275340074248312	0.62140756347896	0.718588098186929	0.181463426550673	0.480718294431705	0.481710222467646	0.221390808534756	0.472603971037473	0.199933492864445	0.347564440089349	0.305937828326791	0.0658882980125182	0.138619259774738	-0.244451640994276	0.37459464215127	0.23495901118961	0.412768727073538	0.441925939465736	0.155034203744217	0.469640564511772	0.293089234166266	0.263898602308361	0.126516818524115	0.205407794124829	0.175753586721834	0.212027540088312	0.202733233896406	-0.00349860522980627	0.325968507478232	0.225343600492864	0.0831934337939067
ITGB5	0.0414395970984777	-0.184157199830304	0.0713938824342475	-0.103954551369108	0.349681051795889	-0.0681162092585694	0.0888208026516711	0.430768700604991	0.749283353759405	-0.10658323655215	-0.0253746282902205	-0.221447860483009	0.224428419261221	0.138589425391602	0.409464885580182	0.13268552651465	-0.0266033950386695	0.130363844886653	-0.186890457606485	-0.133829314109484	0.726066617575349	-0.372462695288004	-0.303058168598457	0.395974892239833	0.165532056972808	-0.394131542855743	-0.294359590288039	-0.223236263399947	0.375294320944832	-0.230163983936142	-0.221153718036212	-0.0912424545437614	0.49231549971848	1	-0.43941926865377	-0.228210819146504	0.0192270269662019	0.374977598006681	-0.100298561542449	0.134329147251831	-0.0481351803779094	0.938461438552793	-0.401174326093654	0.205955212531859	0.0669416806711261	0.912297205639072	0.924975618842733	0.737991058420347	-0.3077439094996	0.964660799772839	-0.0984186771715731	-0.41597545707051	0.890884199297599	0.678094431612412	-0.287780547005296	0.0234917571150964	0.251892059914024	0.417697574257165	-0.128363404640793	0.0426902210054042	0.210165875914607	0.962339554152165	0.110474957485374	-0.00835404065752469	0.19545088535949	0.867691711353607	0.528725331212797	-0.0907772715296775	0.59738369357254	0.579423670169773	0.0162450859111343	0.541968360692891	0.279892459865647	0.41319479526936	-0.102794860285202	0.868306476742873	0.274510836494226	0.877999635278587	0.600865706325357	0.640258138683056	0.143977220220062	0.967176863256157	0.972701600959327	0.906455268364507	0.402752433244866	0.866846832580835	0.948406928974335	0.835938376667791	-0.366875832396364	0.843331901630888	-0.451478828117199	0.961159020264786	0.450858369397426	0.96319120665313	0.854957993037446	0.873017494650613	0.918558299830136	0.747264899800263	0.922758146812043	0.846838634315882	0.889767705801636	0.788568384658185	0.824940304574234	0.88068004764971	-0.35305856288873	0.964743868689149	0.880798471859679	0.829693238645464
CXCR4	-0.1280134791662	0.118188415121439	-0.0793045498084198	0.172011834161093	-0.290875427104767	-0.0720037156003698	-0.0489681837622236	-0.33312004573652	-0.4610261167899	-0.0501755946727501	0.0138570421620085	0.161528762279986	-0.178063009280672	-0.110294951759429	-0.3430374971175	-0.26514235638922	-0.258203036972245	-0.00815917350100518	0.14638810769023	0.0732232770766403	-0.405415214859378	0.941749218059259	0.909475061259603	-0.240507020264815	-0.100331265703609	0.951202191365056	0.908850487497105	0.78410620178251	-0.258834294538462	0.731740015719887	0.316694055043032	0.0346243462433952	-0.019412896776107	-0.43941926865377	1	0.370915053006862	-0.210383771874466	0.292891878262511	0.00578836966202329	-0.0478227952669368	0.151650233710384	-0.407547585929092	0.906401535964212	-0.21085585040539	-0.2614449623314	-0.379941548790477	-0.39981894885086	-0.343504759548198	0.822054728179402	-0.342293644422911	0.274392714511845	0.912592169612025	-0.435725516581699	-0.688456813867109	0.299822671509832	-0.134755496164814	-0.272348816915122	-0.355230150801265	0.208974364278234	-0.0738628373078538	-0.244752573117462	-0.465635890093711	-0.00999601999410244	-0.0532083688984803	-0.243722358644958	-0.360905426737243	-0.242820896162311	-0.0887660637650808	-0.104813958904638	-0.0270579162340229	-0.264786388816256	-0.323449833156002	-0.368246573929552	-0.423532703787151	-0.112689287942296	-0.300009518460833	-0.19483341120817	-0.299699023984621	-0.389500290090999	-0.389302053670437	0.575234490487679	-0.449392500807319	-0.398642096123477	-0.291691257070118	-0.0453971899216078	-0.308106313952198	-0.457631174361701	-0.385067783616054	0.840420641638979	-0.370294358210498	0.322548448253127	-0.401592230719075	0.513297217911966	-0.446551362931706	-0.529348303557278	-0.37100190468668	-0.314428009589171	-0.515513257861494	-0.384932592209586	-0.394672832590648	-0.413274557341513	-0.0609701908484852	-0.505183069207651	-0.309891905774594	0.931761474010893	-0.407007288623563	-0.305285698049347	-0.33806530062537
TNFRSF1B	0.775575806733974	0.810385621441187	0.635776981373326	0.858535947668245	0.333540313819486	0.677193545550052	0.636333546107539	0.467540246938182	0.316455056818007	0.827065741030921	0.83655848108215	0.820332148939768	0.620084246071024	0.707538164796353	0.480783305520658	0.660237232281269	0.551038182300968	0.32954082122459	0.866164172042444	0.768080729563113	-0.0897179525026909	0.222876772445653	0.494324048086428	0.311224935815442	0.515158431809681	0.374998646377826	0.389047196015024	0.162731734986202	0.461467372427022	0.763079033307435	0.888815189226476	0.749975238094935	0.45154678548205	-0.228210819146504	0.370915053006862	1	0.681157054148049	0.0159305286315007	0.78586136453149	0.655868655099224	0.848238870651272	-0.0707668919256485	0.626124167253276	0.583869039667977	0.596496957964575	-0.267572168293615	-0.083326637188132	-0.0267027139020538	0.17525666983294	-0.257015611951619	0.911929596872651	0.522397852923949	-0.130962083862357	-0.0123789828727187	0.7109294996698	0.73422201839525	0.24634467807868	0.0493871659607556	0.891990088654676	0.799183469234995	0.492816753576434	-0.112629704058817	0.685114531768956	0.197869650317145	0.607241325174266	0.171982104436459	0.53070243034641	0.707485044806039	0.139017214015962	0.496828686912999	0.378688922390979	0.136350530649712	0.457415717525892	0.383189328598017	0.764878344555977	-0.43001038469331	0.410109343117866	-0.234410120334641	-0.0957849785919266	0.149079936595584	0.374896579987649	-0.177243718941025	-0.177708406155189	-0.393101909288145	0.558591651718379	-0.329069293042082	-0.299665350503463	0.00398481000438226	0.335407715754009	-0.282099023023082	0.263651415688979	-0.328175348244489	-0.0865926201323337	-0.173421479680033	-0.460550637645243	-0.395938167434197	-0.319429023171516	-0.0933563816273221	-0.284856516686885	-0.395144733956845	-0.346688068479898	-0.464659129133474	-0.254991438503919	-0.38109196621746	0.444633406737227	-0.333200728713626	-0.291184382346275	-0.394486791826857
HAVCR2	0.966945445739873	0.772144704236554	0.837398352320847	0.757171447141692	0.606589800294223	0.845887380969202	0.704951676000945	0.753699204130927	0.598975341353355	0.835929222696177	0.860547956095669	0.848106310457441	0.857177775578633	0.850157194632096	0.694953487565257	0.943521312388476	0.93712118868007	0.521194321216783	0.833225350385618	0.833144831678838	0.24784978927454	-0.372489490286212	-0.0380486809967875	0.583813694710358	0.656527801812217	-0.21316926978573	-0.191548718819087	-0.187094874442781	0.678254967349602	0.396345840005529	0.743200447203833	0.84847161218365	0.429592265545745	0.0192270269662019	-0.210383771874466	0.681157054148049	1	-0.132230278304987	0.89677124046704	0.769108022738672	0.852820103998533	0.217726161381198	0.183865873658779	0.814806099791019	0.897875494690068	-0.0570182658735064	0.155375079070893	0.18669263575973	-0.393171950647579	-0.0769378256422487	0.728176520441908	-0.00504201330418948	0.162480537342524	0.362619556877516	0.667162812078242	0.961064080418537	0.420966241891539	0.277219290536495	0.801550989590996	0.920067394816649	0.769249722365644	0.178744645897263	0.695278572697309	0.179074133705515	0.831707765638383	0.431314230973072	0.695708409110504	0.908501435937741	0.301961367894965	0.506691600104625	0.470000341502061	0.366216418947495	0.787517210511895	0.712818751550854	0.904932195351109	-0.352743232544492	0.501132536878334	-0.11357000311348	0.194482062183886	0.381608613716503	0.244868653192115	0.0753851392186444	0.0313972380082422	-0.27833365000375	0.654796128961441	-0.2387706926111	-0.0494619146000124	0.221634054252867	-0.271316656126361	-0.129300798006373	-0.0264106678479537	-0.126544365344662	-0.463883206397243	0.0522924805462738	-0.12683470823549	-0.241115756913128	-0.0925895359694336	0.256339310882453	-0.102786138962786	-0.240903008239147	-0.169797258851331	-0.404068180894677	-0.0242800060324252	-0.261026330857061	-0.0513552278132895	-0.116079420641502	-0.18258557927576	-0.270861036643502
CD44	-0.0411791596824333	-0.12470090079267	0.261748049350263	0.0808045825035972	0.498712972301715	-0.153796844469805	0.440864688273503	0.354205843620129	0.147778675687704	-0.298717493816785	0.0169290823146068	-0.199318896778954	0.303757816077768	0.240967045145948	0.0212416726029556	-0.125573481253947	-0.117663807372856	0.519155892399794	-0.283537224539395	-0.214809130869215	0.652059224254076	0.295442065797675	0.37666461689969	0.546437921001642	0.458130976144116	0.224656469303644	0.317835205651722	0.58459182972697	0.323114936079061	0.368546506726402	-0.159931600957031	-0.225517495812799	0.594163202844569	0.374977598006681	0.292891878262511	0.0159305286315007	-0.132230278304987	1	-0.24117113790153	0.409993954459071	-0.104529757355031	0.301079877576383	0.208236625172597	0.313268443132157	-0.161938873847385	0.165801570126761	0.283758262486705	0.637127604121432	0.381059470226518	0.346694026845691	0.0968091649978894	0.127461370631765	0.50598361407199	0.158780214519151	-0.248739220912746	-0.0263323069604032	0.545877752665471	0.628986712217767	-0.0222037083115319	-0.0905939637209203	0.30745494917259	0.39755638124995	0.114336157324511	0.548442852945756	0.224536213940076	0.303040037667781	-0.0105970449833618	-0.207273058324376	0.74914655844459	0.515896006616473	0.0580615863228948	0.635796331960033	0.0855984807658076	0.316672521921752	-0.373032584349737	0.331668996086665	0.506219878555954	0.205209040803673	0.638150459550941	0.405176108641598	0.222083432011668	0.333821759844766	0.374421315257137	0.225744028996325	-0.0167853066008379	0.124244497174388	0.251198392657309	0.00106513483395277	0.160766418969612	0.00226563264389479	-0.381820889138826	0.328526731682872	0.549078216570818	0.256045474577605	0.395951974645496	0.104675071081568	0.608400135900035	-0.116801478831112	0.175286497372154	0.0758754502095294	0.126537385290992	0.341356597537594	-0.00477971889069453	0.161485920187818	0.30556339973098	0.244899091300566	0.150007440838801	0.0492648254487901
CD74	0.928342986579215	0.792541984374816	0.75490419004168	0.784969512021307	0.410534104629578	0.917954980234102	0.586789358440749	0.565288125879619	0.510683456216185	0.930975010272959	0.862134642595562	0.968650029933709	0.734538854081266	0.765346609355886	0.536004781293131	0.842707364119278	0.826621221392483	0.44453956962668	0.928544210617744	0.790923024927939	-0.0142207992563804	-0.198904484336741	0.147504190569878	0.392278161409752	0.515790935827151	-0.00238985126475123	0.0334558867073687	-0.10125912340973	0.62975325525675	0.45550831437566	0.820583120286098	0.968137472409012	0.275787738188686	-0.100298561542449	0.00578836966202329	0.78586136453149	0.89677124046704	-0.24117113790153	1	0.629264187598986	0.937100450154731	0.163224136809944	0.386227776616757	0.656507355656018	0.776597041681268	-0.0915248215479836	0.105463311932251	0.00144573120335957	-0.259684857677623	-0.109996329698392	0.831525559393291	0.246180878488082	-0.0437993299477096	0.116572120827065	0.882630664214773	0.929028652064392	0.160808808168365	0.0231170450957028	0.86635033843218	0.935509121245542	0.636710709081496	0.0639017059761346	0.818650800507429	0.0890912450619623	0.687601386081979	0.37663811822494	0.73893316253703	0.952495158180929	0.0677468836637172	0.498420158885416	0.223145843573116	0.130690851415198	0.508387247766008	0.459320333265086	0.934709341120776	-0.427107816040864	0.245524742431447	-0.100083375323793	-0.077807272509068	0.140761197628773	0.429621718418403	-0.0286120337818569	-0.047682246165231	-0.281545052934	0.674869471253299	-0.234283946669587	-0.131628227622968	0.247264510679452	-0.0919711238159691	-0.102163565380721	0.149803536499116	-0.206027704187805	-0.332381141317548	0.00811438958366215	-0.384575430596381	-0.243627223727397	-0.202088701452788	0.145368593814155	-0.117029527612113	-0.236694985611197	-0.209449934421437	-0.42145288672658	-0.0842589748075968	-0.271842285021572	0.151581734770017	-0.177034436312657	-0.177027754269749	-0.249142596742085
ITGAM	0.83183653063506	0.530383412947064	0.928060339033397	0.832469600784293	0.905598559510617	0.71724980530748	0.941295187322728	0.906593116950525	0.554036521234747	0.632078026105927	0.865473446648193	0.62078982839639	0.924884006764585	0.961943898263902	0.538238422569258	0.69505899625532	0.719252181506753	0.792054660462813	0.571492428094848	0.529876528602926	0.592456600096094	-0.173528498002217	0.193722665386275	0.894395305328612	0.956465013719242	-0.117803630269582	0.0208025189547214	0.202920377838785	0.721889012390655	0.518240588020193	0.492782911551862	0.534244794704471	0.719717012795054	0.134329147251831	-0.0478227952669368	0.655868655099224	0.769108022738672	0.409993954459071	0.629264187598986	1	0.621955374526318	0.236320450762893	0.240600305843775	0.969528714589087	0.618263767890841	-0.131525166464021	0.162743332411021	0.592816920166801	-0.109226965911113	-0.0050540190909825	0.726087772711485	-0.0263345122553796	0.423066852327776	0.364977368556923	0.400946868995874	0.81793986410279	0.806485740220791	0.712557678065057	0.740553033533427	0.721191896721274	0.926875209922823	0.305008005841982	0.746044508093256	0.640788614461074	0.934414300645333	0.458215434088203	0.520007551924499	0.690288623088258	0.687584865185638	0.721931128293644	0.501877451004521	0.771943089719567	0.707700639393923	0.848366000067349	0.540335631472259	-0.218397203358991	0.743633969909741	-0.162469651582888	0.601476133748842	0.547750719050304	0.133390749708758	0.131481150998234	0.120216408629152	-0.242729896088335	0.388206123605659	-0.288502939763016	-0.0454015767537857	0.0485475559895491	-0.19937394170572	-0.256230353239649	-0.282790719307321	-0.057329986643227	-0.21906299670753	0.0847646141928349	0.0427914511320149	-0.291427803533822	0.167150854157696	-0.0235557224822414	-0.112943533833384	-0.313022610037053	-0.229192424842005	-0.327203536165318	-0.181316795153968	-0.282438009284775	0.088611998912135	-0.0901943680325084	-0.23433614412477	-0.35287510302593
SORL1	0.896882252666523	0.848959769872413	0.675783740616733	0.732642484487502	0.348460008494555	0.767509130551782	0.585906534568423	0.546198847952708	0.530409109095806	0.863516433714631	0.796854997198522	0.918680631086186	0.743928502528359	0.726304319098459	0.648458037060409	0.869386999411126	0.752126577300708	0.358489646914482	0.917216090556852	0.858576400106592	0.00619446854952727	-0.0492039004339303	0.258980948654193	0.34374477890378	0.448792061229098	0.178255045691467	0.177451715104396	-0.0464093148622154	0.652733931918293	0.618577576424633	0.919627637677932	0.952409914376678	0.35445303922937	-0.0481351803779094	0.151650233710384	0.848238870651272	0.852820103998533	-0.104529757355031	0.937100450154731	0.621955374526318	1	0.206250253831445	0.504692423325657	0.619954195607733	0.798921574183613	0.00230796966670412	0.174026616643983	-0.0152244975267377	-0.13179777384341	-0.0400186049836719	0.873137254989026	0.403982634933123	-0.0207176917158087	0.173959967075316	0.816029411674792	0.894420893463143	0.175009265279958	0.000617505630802984	0.839664500480376	0.952143478083545	0.545038601825769	0.0904352682472648	0.741300089888274	-0.00341277907261964	0.66215320944732	0.405597630869548	0.759466450324967	0.837999394454677	0.132530950734815	0.585004788052919	0.297651816235851	0.13030251543988	0.566284533326443	0.44446522000938	0.924432290069486	-0.304007960231359	0.345196312551013	0.00537711079290612	-0.0806920114674608	0.220443190702388	0.535392693452367	0.0488282080228364	0.0311042138493994	-0.209614342103919	0.796105548634711	-0.134073519665395	-0.0562010138740768	0.292339568252591	0.10207454541554	-0.0358072003872234	0.194587118353118	-0.120635219286367	-0.133994166067339	0.0396760398276953	-0.313266219848123	-0.175128526880376	-0.164232846659487	0.221975557450574	-0.0577941327801753	-0.169971979755224	-0.112190081301581	-0.292556721168048	0.00630429558260148	-0.182629774386659	0.289516184142731	-0.117388186887539	-0.072226965886641	-0.168182952756894
