""	CD44	ITGA4	GPR171	PTGER2	CD6	ITGB1	CXCR4	CD2	CLEC2D	TNFRSF14	CD96	TNFRSF1B	S1PR4	RPSA	CD3D	CD3G	VSIR	ANTXR1	CD8A	CD247	ACTR2	PTPRZ1	CD8B	SORL1	CD46	F2R	CD74	ERBB3	NCL	CD47	PTPRA	ITGAV	JMJD6	NOTCH1	CNTN1	LRP1	KLRD1	CXCR6	ROBO1	TSPAN5	HLA.DPB1	ATP5F1B	SMAP1	PDGFRA	THY1	HAVCR2	CANX	PTGER4	CD81
JMJD6	0.277379603556508	0.26892157921303	0.245337210801546	0.264859553949408	0.372227948147117	0.748331753977859	0.435581342784419	0.262215138019459	0.374056430405518	0.444182868132554	0.211365764753702	0.660947261483324	0.210872109816116	0.707114136030421	0.258790357332527	0.255396598527003	0.512998379851758	0.533641033534591	0.22785310067563	0.255511590619171	0.701688418266413	0.467113141795862	0.201933703263561	0.4808871087522	0.566062593002645	0.463943357552545	0.540181657391204	0.498002107818792	0.724615312295179	0.788152298684431	0.732774170998518	0.563584883977209	1	0.351063100274253	0.494944818757837	0.493647251113221	0.187466987132322	0.319880099624639	0.551378962454932	0.74872231990801	0.547001215608183	0.649462654377492	0.74140899101199	0.366515138879334	0.571893649040624	0.482701893145266	0.609276722070728	0.50612134677756	0.677327111823119
NOTCH1	-0.423845000414082	-0.410984913261781	-0.473902982206083	-0.452836017835958	-0.328506409525806	0.285437948647764	-0.330901567692153	-0.49070285947786	-0.306101912027041	-0.259765562460292	-0.503299652810768	0.173463168866722	-0.487940095516922	0.632057493786239	-0.45949601695877	-0.486503506256468	0.330031268617964	0.650456001976876	-0.528578248051034	-0.48125081071351	0.676974945470476	0.888099889845628	-0.53532741390686	0.462418200158022	0.877325180039008	-0.108344013412025	0.318429408798457	0.70192457942965	0.727062058353469	0.56010588902703	0.783810543655434	0.910196304672655	0.351063100274253	1	0.860329581816938	0.942536485372918	-0.541208929356833	-0.414281547409485	0.88977230100419	0.496443079686022	0.249050093893349	0.771253125339166	0.589845569324758	0.810936804869252	0.886666667741197	0.263919831817824	0.874721450270612	-0.3341584987614	0.76415193421479
CNTN1	-0.227606972399929	-0.264651104334252	-0.276790829557072	-0.263964592795295	-0.0972708115859614	0.386515719362693	-0.177477275236753	-0.288393872975331	-0.156850459457911	-0.0418892941584687	-0.289816046418472	0.098189089696102	-0.283493977716551	0.821298135376936	-0.246812120746318	-0.282601729406717	0.165218036061577	0.868269709191239	-0.306101641300133	-0.256345713322067	0.711585546373004	0.991209923687093	-0.312451204670419	0.242159236904472	0.837575088092178	0.207048726851281	0.147426197753846	0.716572944257382	0.889750505990518	0.694788656464653	0.895366424814118	0.957194567865872	0.494944818757837	0.860329581816938	1	0.899583989988162	-0.308279405178981	-0.229802688695191	0.98284516264778	0.696282109899611	0.11073952382082	0.831313817121275	0.852204226794504	0.97716607062916	0.936254698462393	0.0958458529782978	0.916201144829775	-0.18011085568766	0.778149876111355
LRP1	-0.427620695337778	-0.406154795847235	-0.473240405178166	-0.428113861995912	-0.30417389807998	0.32708866192728	-0.300445189260178	-0.477961407294363	-0.330622700418835	-0.203347318614705	-0.496781280774306	0.258258944387711	-0.489577288676587	0.748706716845785	-0.45235943544692	-0.476527544700155	0.447524274755667	0.74835542769432	-0.518353369002403	-0.470771318357012	0.787255927760321	0.925471199846132	-0.533188346528694	0.546757099759888	0.846482266642084	-0.0725734666962828	0.463654917108235	0.643757761127685	0.832361646825591	0.586273422220389	0.85463042228644	0.937746287187045	0.493647251113221	0.942536485372918	0.899583989988162	1	-0.526395713872622	-0.39682318457506	0.926470068873021	0.556784365392602	0.391235423375499	0.907351142055678	0.695725259924171	0.846441012816523	0.974262599053387	0.368130785333152	0.968299331036502	-0.320061163964343	0.894854765762217
KLRD1	0.950328019907484	0.922958424003126	0.964052058536047	0.970627833842753	0.94064160904198	0.493416099933061	0.895265700421587	0.965456574532929	0.905347831695547	0.888049744811075	0.97885068943278	0.209196252858832	0.973544585649603	0.0805269862287422	0.968193848480617	0.960902588847902	-0.146221456171093	-0.172198781055125	0.969056486231718	0.988270219420933	-0.129537482136622	-0.393446304890276	0.974713564325076	-0.303799113743197	-0.18320621292313	0.849560414815728	-0.173081650939045	-0.00249011951535906	-0.133147901509878	0.306432820300213	-0.147576385443692	-0.383337378961294	0.187466987132322	-0.541208929356833	-0.308279405178981	-0.526395713872622	1	0.921511414630511	-0.370171269631707	0.29252351919759	-0.00695195841554808	-0.312989091146786	0.0794118500740114	-0.333718042834923	-0.462018426488049	-0.159039569660676	-0.413109703223255	0.872250144554545	-0.311621541859711
CXCR6	0.980196210519816	0.966269125533132	0.966517108261724	0.967292886228015	0.961920696302473	0.679577009922708	0.979349830348697	0.973731002728612	0.968734443242632	0.952294519471843	0.969439273138163	0.499722229329557	0.962937163745152	0.247523956865234	0.976854710608389	0.974115411650245	0.144429333008004	-0.0738705787480732	0.945435457765315	0.960020152452595	0.140756766271535	-0.298464225663758	0.945728785954724	-0.0529454226728527	0.0124965972053379	0.857185161511705	0.0720429292406088	0.00917172494598303	0.0472109675791656	0.437021793725488	0.028790020988525	-0.22736403691527	0.319880099624639	-0.414281547409485	-0.229802688695191	-0.39682318457506	0.921511414630511	1	-0.270752745488627	0.478130952184561	0.223947307790241	-0.123357903793507	0.194187224752722	-0.273427439217546	-0.331996952715971	0.100822626653517	-0.244217840863002	0.943033363290249	-0.0901034369890522
ROBO1	-0.285257895038278	-0.317489546144929	-0.337623258212231	-0.324061961139746	-0.153332397042365	0.383970554526001	-0.206175240607255	-0.342194947461105	-0.195325499937508	-0.09121741000485	-0.35244246751482	0.168819856587991	-0.343844553290356	0.798772251273676	-0.303527822000459	-0.341912960832258	0.231080945180037	0.875495877773104	-0.366279566944613	-0.311647558778253	0.728316038301167	0.991231296712508	-0.37652129996884	0.308148070009339	0.852796009389632	0.131274175818158	0.214556875956936	0.678313257240323	0.906429808025105	0.700251901905603	0.924591981382704	0.974544917494504	0.551378962454932	0.88977230100419	0.98284516264778	0.926470068873021	-0.370171269631707	-0.270752745488627	1	0.685504772668482	0.153034680519086	0.855096486350574	0.850925918050828	0.954034679089593	0.955222461054849	0.182535127289475	0.937593575978117	-0.190253690565208	0.810028884090063
TSPAN5	0.438214902851456	0.400364227918802	0.383387230051558	0.397103522548174	0.549259570796878	0.880500809846897	0.523031123143904	0.37398291908267	0.512938819332899	0.61801400885427	0.362461406164754	0.581534797469142	0.364320185431072	0.926367347009088	0.419199324117003	0.384865868795978	0.420486686356289	0.749236832630646	0.323393288329741	0.384505894430038	0.816396252732174	0.661301859811367	0.324454454423196	0.338489849561726	0.786192202500765	0.70464013514737	0.353321435792155	0.598112197439344	0.877102491162656	0.938684015328876	0.870248051218045	0.721697224613573	0.74872231990801	0.496443079686022	0.696282109899611	0.556784365392602	0.29252351919759	0.478130952184561	0.685504772668482	1	0.406515970116953	0.744281532502079	0.918099311242815	0.62576230485116	0.637922212900337	0.338042474138371	0.698183644837794	0.529494462737172	0.723732237277767
HLA-DPB1	0.133693386078366	0.248588265901849	0.115132405490905	0.200148829925995	0.182079700449599	0.599529765214592	0.345927186367566	0.120427575634934	0.206737034116341	0.343576341751946	0.077290766450676	0.793235288711732	0.0708981584289956	0.50636293269551	0.107930980866873	0.128706050323282	0.921230530742898	0.174798040764212	0.0468782150572639	0.0579629679386138	0.713936646042833	0.125448410765955	0.0243059813936487	0.810175240617579	0.422666395376483	0.089883012477213	0.965942617363403	0.197331828318832	0.402741873458921	0.365967572691427	0.377395493215518	0.283930695961568	0.547001215608183	0.249050093893349	0.11073952382082	0.391235423375499	-0.00695195841554808	0.223947307790241	0.153034680519086	0.406515970116953	1	0.589172461188556	0.260499155807159	-0.0179357728017536	0.363582251866821	0.827665532778952	0.448468328373594	0.279348068861174	0.675431233036011
ATP5F1B	-0.187713912289072	-0.16575513050863	-0.235136818281879	-0.177870332140679	-0.0503017565097743	0.547052225449441	-0.0317849523261939	-0.236054239616909	-0.110102630758866	0.0827738571639862	-0.258051526189593	0.480657601098004	-0.255405609647191	0.898289660782692	-0.203654896786774	-0.231236103171907	0.621929740159073	0.832922279031812	-0.290712378026613	-0.237375931700739	0.920528318252399	0.850456555002352	-0.305219487485582	0.605861972980033	0.82422686039868	0.138908544808069	0.625444002730631	0.539474661763904	0.931201687008106	0.678938799135779	0.909308137171309	0.89246270857549	0.649462654377492	0.771253125339166	0.831313817121275	0.907351142055678	-0.312989091146786	-0.123357903793507	0.855096486350574	0.744281532502079	0.589172461188556	1	0.828518978644742	0.76802155323393	0.937144531377183	0.540649507676284	0.964823443905468	-0.0627151764507925	0.977096971318347
SMAP1	0.167668024750715	0.115151627216306	0.119769388816153	0.135010645738896	0.311520049093396	0.683234500812024	0.243624529686809	0.115639808201315	0.225714335932633	0.375174578680108	0.108306521666302	0.37261359540988	0.112383873696575	0.930344278361183	0.163985071487122	0.119124203051313	0.284355662655486	0.899980174554247	0.0883369399538751	0.149608697605916	0.773195963698427	0.829845976418354	0.0816128058151144	0.242170423133354	0.764809414925702	0.541380573808436	0.249499303678161	0.590880497380439	0.952350241720671	0.866376022637468	0.933290518784477	0.833864729462812	0.74140899101199	0.589845569324758	0.852204226794504	0.695725259924171	0.0794118500740114	0.194187224752722	0.850925918050828	0.918099311242815	0.260499155807159	0.828518978644742	1	0.808919386176412	0.793434048585666	0.240900100150011	0.813892846810187	0.260463061047835	0.769515741279267
PDGFRA	-0.276138568515699	-0.316346824379791	-0.322885322110891	-0.313227235240857	-0.153785886255555	0.265086519205521	-0.247872665989926	-0.331363712812909	-0.225419425496372	-0.102511154198517	-0.323794564928245	-0.0074149959453672	-0.317737624823053	0.758950451195753	-0.289066108711554	-0.326918069817307	0.0578995195463906	0.86684991734487	-0.346627630728433	-0.28944529177547	0.628859143493301	0.977872773835705	-0.348543959959461	0.119693563093413	0.755519680269548	0.167699814026132	0.0271630632106738	0.618281845829199	0.838206906095121	0.597750352057605	0.832971680155794	0.905323862360818	0.366515138879334	0.810936804869252	0.97716607062916	0.846441012816523	-0.333718042834923	-0.273427439217546	0.954034679089593	0.62576230485116	-0.0179357728017536	0.76802155323393	0.808919386176412	1	0.88688863073788	0.00405715452717192	0.855717984534372	-0.265308286012375	0.69526018027478
THY1	-0.363819716354671	-0.372478398931444	-0.413515111697127	-0.372500531375851	-0.226063858660358	0.368837118399434	-0.25055549516279	-0.414582903544915	-0.279523184013395	-0.125336940190252	-0.433305743922143	0.239525835268352	-0.434124512964624	0.812968892446046	-0.384524138152441	-0.409726354116812	0.399012957766697	0.832256334192401	-0.446517504853458	-0.407184783110767	0.803717310485992	0.950876263103811	-0.459773123302104	0.463437622156002	0.825502790214664	0.0290626987573043	0.421860574934553	0.657380400911366	0.892511742918093	0.625801068647171	0.89362598433752	0.956087926949267	0.571893649040624	0.886666667741197	0.936254698462393	0.974262599053387	-0.462018426488049	-0.331996952715971	0.955222461054849	0.637922212900337	0.363582251866821	0.937144531377183	0.793434048585666	0.88688863073788	1	0.312096290232144	0.980205381384224	-0.248302074621622	0.9031117907416
HAVCR2	-0.0183290381584682	0.130592243579046	-0.0289482582852383	0.0101595969374194	-0.00897014510060024	0.516777681246908	0.223097604884725	-0.0328567754548255	0.0810646971027412	0.132468669644014	-0.0706039657893492	0.857460351622826	-0.037126523885955	0.393170836470518	-0.0407899703336882	-0.0371943335143828	0.95013469752427	0.252072826298208	-0.117981006610846	-0.0564850258058214	0.675720377771582	0.152105072303551	-0.145790399519747	0.867757072276388	0.447173960564704	-0.106379440007965	0.898850233795253	-0.0769767932080439	0.427232296708476	0.302585376100355	0.41081939058398	0.314519424765747	0.482701893145266	0.263919831817824	0.0958458529782978	0.368130785333152	-0.159039569660676	0.100822626653517	0.182535127289475	0.338042474138371	0.827665532778952	0.540649507676284	0.240900100150011	0.00405715452717192	0.312096290232144	1	0.446489026380917	0.158483331115716	0.650178660648918
CANX	-0.29172557153378	-0.27825439157255	-0.342480217468868	-0.303920390818066	-0.161583957833316	0.473939992046332	-0.154526410685151	-0.3473881187429	-0.196697218026164	-0.0515565128405353	-0.36645413257293	0.380751073567782	-0.359668579309354	0.854273835289754	-0.314855237669672	-0.342703348779646	0.522748839022131	0.840440644292323	-0.393282571820713	-0.339450509697095	0.880397916016477	0.933448700217953	-0.40812994424062	0.574788224703284	0.879399913119208	0.0661392967694448	0.514395410602017	0.607144087817512	0.932930268429465	0.681425811231675	0.933574242382142	0.965765624148449	0.609276722070728	0.874721450270612	0.916201144829775	0.968299331036502	-0.413109703223255	-0.244217840863002	0.937593575978117	0.698183644837794	0.448468328373594	0.964823443905468	0.813892846810187	0.855717984534372	0.980205381384224	0.446489026380917	1	-0.16847542893387	0.956156903809826
PTGER4	0.925791424823657	0.898972904131506	0.91728995154094	0.913440852057825	0.929544502026386	0.751372744792628	0.952833293023004	0.914930924076571	0.953199717608101	0.925737486928211	0.904645182293462	0.552145874970124	0.896666070159388	0.26588124533257	0.921715635088746	0.922084606519257	0.191288622589096	-0.0323467028828385	0.887589984557773	0.912009974369201	0.17680055587262	-0.24759003532769	0.896065430485847	0.0399027781347582	0.0749608726551899	0.822943989952868	0.147684737178678	0.13633448408463	0.113688698723211	0.534748992207907	0.117723104435604	-0.143107346755782	0.50612134677756	-0.3341584987614	-0.18011085568766	-0.320061163964343	0.872250144554545	0.943033363290249	-0.190253690565208	0.529494462737172	0.279348068861174	-0.0627151764507925	0.260463061047835	-0.265308286012375	-0.248302074621622	0.158483331115716	-0.16847542893387	1	-0.0206589947154855
CD81	-0.16829540683035	-0.121621621413332	-0.216726609574802	-0.159526066062932	-0.0465172862044952	0.598718757369887	0.0140782634757301	-0.218045449476055	-0.0696584477979912	0.096104870912277	-0.24470030104495	0.593739697368046	-0.239819795705713	0.871067868186391	-0.192199642167329	-0.212138249967182	0.734553467645253	0.771139908926502	-0.282002163213009	-0.226011776064214	0.957837332192546	0.799218292125219	-0.30106236290046	0.727593096276519	0.849221727450717	0.107654975317028	0.726337254169635	0.505594762513301	0.909513079969907	0.686026994191255	0.895662365145704	0.876740523362388	0.677327111823119	0.76415193421479	0.778149876111355	0.894854765762217	-0.311621541859711	-0.0901034369890522	0.810028884090063	0.723732237277767	0.675431233036011	0.977096971318347	0.769515741279267	0.69526018027478	0.9031117907416	0.650178660648918	0.956156903809826	-0.0206589947154855	1
