G1	G2	Consistency
MES	AC	0.018332857565403204
MES	OPC	0.053824489956817045
MES	NPC	0.049955085388941944
AC	OPC	0.032534471910924956
AC	NPC	0.05049854435437673
OPC	NPC	0.018256022278633655
